"ชื่อกลุ่ม","ทั้งหมด","ไตรมาส1","ไตรมาส2","ไตรมาส3","ไตรมาส4"
"จำนวน","ผลรวมAdjRW","CMI","จำนวน","ผลรวมAdjRW","CMI","จำนวน","ผลรวมAdjRW","CMI","จำนวน","ผลรวมAdjRW","CMI","จำนวน","ผลรวมAdjRW","CMI"
"10532 Nutrition and miscelaneous metabolic disorders, w mod CC","2,672","1,390.9594","0.5206","1,924","1,002.6448","0.5211","660","339.1750","0.5139","67","37.7895","0.5640","1","1.4781","1.4781"
"10533 Nutrition and miscelaneous metabolic disorders, w severe CC","2,300","1,629.5149","0.7085","1,664","1,174.9252","0.7061","547","384.5996","0.7031","64","52.5827","0.8216","1","0.6586","0.6586"
"10534 Nutrition and miscelaneous metabolic disorders, w catas CC","495","1,033.9695","2.0888","280","594.2780","2.1224","152","306.8372","2.0187","57","121.5824","2.1330","1","1.8105","1.8105"
"10540 Inborn errors of metabolism, no CC","385","154.4225","0.4011","165","65.0597","0.3943","129","51.5022","0.3992","85","34.8658","0.4102","5","2.6039","0.5208"
"10541 Inborn errors of metabolism, w mild CC","96","66.4265","0.6919","26","15.0932","0.5805","36","25.6011","0.7111","33","24.5331","0.7434","1","1.1991","1.1991"
"10542 Inborn errors of metabolism, w mod CC","74","46.8170","0.6327","33","20.9490","0.6348","20","12.6800","0.6340","18","11.3490","0.6305","1","0.5980","0.5980"
"10543 Inborn errors of metabolism, w severe CC","95","103.6432","1.0910","36","39.2029","1.0890","41","44.5683","1.0870","18","19.8720","1.1040","0","0.0000","0.0000"
"10544 Inborn errors of metabolism, w catas CC","14","19.0285","1.3592","5","6.5882","1.3176","6","8.4684","1.4114","3","3.9719","1.3240","0","0.0000","0.0000"
"10550 Endocrine disorders, no CC","1,503","706.1822","0.4698","984","462.2560","0.4698","422","198.3417","0.4700","72","33.7868","0.4693","5","2.3445","0.4689"
"10551 Endocrine disorders, w mild CC","698","415.4543","0.5952","408","243.2316","0.5962","202","120.0297","0.5942","68","40.3446","0.5933","3","1.8135","0.6045"
"10552 Endocrine disorders, w mod CC","862","820.5467","0.9519","513","487.7599","0.9508","247","235.7798","0.9546","82","77.8084","0.9489","3","2.8236","0.9412"
"10553 Endocrine disorders, w severe CC","951","1,005.8901","1.0577","580","613.8676","1.0584","276","291.5235","1.0562","73","77.2246","1.0579","1","1.0647","1.0647"
"10554 Endocrine disorders, w catas CC","236","677.4296","2.8705","127","364.7184","2.8718","70","201.2965","2.8757","34","96.9533","2.8516","0","0.0000","0.0000"
"10560 Diabetes without complicated PDx, no CC","7,108","2,904.6963","0.4087","4,937","2,013.4632","0.4078","1,989","816.5632","0.4105","115","47.1918","0.4104","0","0.0000","0.0000"
"10561 Diabetes without complicated PDx, w mild CC","2,162","1,098.6493","0.5082","1,483","752.5802","0.5075","565","284.1739","0.5030","88","48.8936","0.5556","3","1.7039","0.5680"
"10562 Diabetes without complicated PDx, w mod CC","2,396","1,277.1884","0.5331","1,604","855.1744","0.5332","694","367.0544","0.5289","66","38.2329","0.5793","3","1.5693","0.5231"
"10563 Diabetes without complicated PDx, w severe CC","2,212","1,420.1102","0.6420","1,489","953.9930","0.6407","611","393.0883","0.6434","86","56.4745","0.6567","0","0.0000","0.0000"
"10564 Diabetes without complicated PDx, w catas CC","213","291.2976","1.3676","86","121.4930","1.4127","75","100.4749","1.3397","49","65.6734","1.3403","1","1.2479","1.2479"
"10570 Diabetes with complicated PDx w hemodialysis, no CC","2","6.1097","3.0549","0","0.0000","0.0000","1","3.0240","3.0240","1","3.0857","3.0857","0","0.0000","0.0000"
"10573 Diabetes with complicated PDx w hemodialysis, w mild to sev CC","62","258.9956","4.1773","32","133.4322","4.1698","19","79.5291","4.1857","9","37.6185","4.1798","0","0.0000","0.0000"
"10574 Diabetes with complicated PDx w hemodialysis, w catas CC","33","262.6389","7.9588","18","143.1270","7.9515","10","79.6214","7.9621","4","31.9124","7.9781","0","0.0000","0.0000"
"11010 Kidney transplant, no CC","2","44.3102","22.1551","2","44.3102","22.1551","0","0.0000","0.0000","0","0.0000","0.0000","0","0.0000","0.0000"
"11014 Kidney transplant, w mild to cat CC","5","127.5700","25.5140","2","51.0280","25.5140","2","51.0280","25.5140","1","25.5140","25.5140","0","0.0000","0.0000"
"11020 Operative insertion peritoneal cath for dialysis, no CC","406","737.3869","1.8162","297","542.0480","1.8251","79","143.3522","1.8146","29","50.2902","1.7341","1","1.6965","1.6965"
"11022 Operative insertion peritoneal cath for dialysis, w mild to mod CC","174","668.0218","3.8392","116","449.2782","3.8731","40","133.4439","3.3361","13","70.6442","5.4342","0","0.0000","0.0000"
"11023 Operative insertion peritoneal cath for dialysis, w severe CC","105","488.4222","4.6516","57","265.5636","4.6590","36","167.0856","4.6413","10","46.4386","4.6439","0","0.0000","0.0000"
"11024 Operative insertion peritoneal cath for dialysis, w catas CC","114","626.9813","5.4998","74","407.3552","5.5048","32","175.5877","5.4871","7","38.5336","5.5048","0","0.0000","0.0000"
"11030 Kidney, ureter and maj bladder proc for neop, no CC","98","522.6295","5.3330","55","296.6118","5.3929","30","160.2384","5.3413","9","46.4113","5.1568","1","4.8420","4.8420"
"11032 Kidney, ureter and maj bladder proc for neop, w mild to mod CC","62","477.8577","7.7074","35","278.7560","7.9645","15","113.0930","7.5395","11","79.9564","7.2688","0","0.0000","0.0000"
"11033 Kidney, ureter and maj bladder proc for neop, w severe CC","55","387.6565","7.0483","27","190.3041","7.0483","21","148.0143","7.0483","6","42.2898","7.0483","0","0.0000","0.0000"
"11034 Kidney, ureter and maj bladder proc for neop, w catas CC","63","534.5611","8.4851","33","280.0501","8.4864","23","195.1251","8.4837","6","50.9022","8.4837","0","0.0000","0.0000"
"11040 Kidney, ureter and maj bladder procedure, no CC","1,332","3,158.5130","2.3713","1,065","2,538.6302","2.3837","230","535.6664","2.3290","18","42.7641","2.3758","0","0.0000","0.0000"
"11041 Kidney, ureter and maj bladder procedure, w mild CC","127","544.9376","4.2908","88","383.9954","4.3636","18","75.1315","4.1740","20","83.3007","4.1650","0","0.0000","0.0000"
"11042 Kidney, ureter and maj bladder procedure, w mod CC","191","591.5940","3.0974","133","409.6196","3.0798","36","112.7040","3.1307","14","46.5504","3.3250","0","0.0000","0.0000"
"11043 Kidney, ureter and maj bladder procedure, w severe CC","317","1,359.9511","4.2901","239","1,058.3805","4.4284","63","243.2306","3.8608","11","44.7049","4.0641","0","0.0000","0.0000"
"11044 Kidney, ureter and maj bladder procedure, w catas CC","160","900.2988","5.6269","116","652.6417","5.6262","36","202.6387","5.6289","3","16.8819","5.6273","0","0.0000","0.0000"
"11050 Transurethral prostatectomy, no CC","74","157.3989","2.1270","43","91.8301","2.1356","23","49.0876","2.1342","6","12.4250","2.0708","1","2.0281","2.0281"
"11052 Transurethral prostatectomy, w mild to mod CC","18","47.2482","2.6249","8","20.9992","2.6249","6","15.7494","2.6249","3","7.8747","2.6249","1","2.6249","2.6249"
"11053 Transurethral prostatectomy, w severe CC","14","38.8480","2.7749","6","16.7088","2.7848","2","5.5696","2.7848","4","11.1392","2.7848","1","2.6456","2.6456"
"11054 Transurethral prostatectomy, w catas CC","7","42.3213","6.0459","3","18.1377","6.0459","3","18.1377","6.0459","1","6.0459","6.0459","0","0.0000","0.0000"
"11060 Minor bladder procedure, no CC","479","618.3264","1.2909","370","479.0104","1.2946","81","102.1293","1.2609","22","29.9625","1.3619","1","1.2026","1.2026"
"11061 Minor bladder procedure, w mild CC","42","72.3753","1.7232","16","26.5711","1.6607","15","28.4681","1.8979","7","12.0757","1.7251","0","0.0000","0.0000"
"11062 Minor bladder procedure, w mod CC","65","195.3700","3.0057","31","93.2478","3.0080","20","60.9372","3.0469","11","32.3318","2.9393","1","5.1700","5.1700"
"11063 Minor bladder procedure, w severe CC","103","231.9358","2.2518","63","142.1154","2.2558","25","56.0962","2.2438","13","29.2126","2.2471","0","0.0000","0.0000"
"11064 Minor bladder procedure, w catas CC","47","202.5230","4.3090","23","99.1070","4.3090","12","51.7080","4.3090","9","38.7810","4.3090","2","8.6180","4.3090"
"11070 Transurethral proc, exc prostatectomy, no CC","1,233","2,120.2295","1.7196","948","1,634.8651","1.7245","231","392.2944","1.6982","20","37.2533","1.8627","0","0.0000","0.0000"
"11071 Transurethral proc, exc prostatectomy, w mild CC","86","227.9831","2.6510","47","128.0133","2.7237","28","69.0054","2.4645","10","27.9264","2.7926","1","3.0380","3.0380"
"11072 Transurethral proc, exc prostatectomy, w mod CC","149","341.8379","2.2942","110","250.9184","2.2811","31","73.5339","2.3721","6","13.0392","2.1732","0","0.0000","0.0000"
"11073 Transurethral proc, exc prostatectomy, w severe CC","211","573.4003","2.7175","135","356.6223","2.6416","62","170.9124","2.7567","12","40.8962","3.4080","0","0.0000","0.0000"
"11074 Transurethral proc, exc prostatectomy, w catas CC","59","219.0762","3.7132","37","137.3736","3.7128","17","63.1351","3.7138","3","11.1384","3.7128","0","0.0000","0.0000"
"11080 Urethral procedure, no CC","127","188.0817","1.4810","74","109.3061","1.4771","38","57.1344","1.5035","5","7.1360","1.4272","2","3.0876","1.5438"
"11081 Urethral procedure, w mild CC","19","34.5573","1.8188","10","15.1678","1.5168","5","7.5839","1.5168","4","11.8056","2.9514","0","0.0000","0.0000"
"11082 Urethral procedure, w mod CC","8","14.1947","1.7743","3","5.3565","1.7855","3","5.2672","1.7557","2","3.5710","1.7855","0","0.0000","0.0000"
"11083 Urethral procedure, w severe CC","16","35.9009","2.2438","8","18.0659","2.2582","4","8.8046","2.2012","4","9.0304","2.2576","0","0.0000","0.0000"
"11084 Urethral procedure, w catas CC","3","9.3360","3.1120","1","3.1120","3.1120","2","6.2240","3.1120","0","0.0000","0.0000","0","0.0000","0.0000"
"11090 Other kidney & urinary tract OR proc, no CC","989","1,603.1628","1.6210","754","1,225.6685","1.6256","200","320.8813","1.6044","16","26.1080","1.6318","0","0.0000","0.0000"
"11092 Other kidney & urinary tract OR proc, w mild to mod CC","426","1,081.9390","2.5398","322","809.6714","2.5145","82","208.7068","2.5452","16","48.5590","3.0349","0","0.0000","0.0000"
"11093 Other kidney & urinary tract OR proc, w severe CC","239","919.9844","3.8493","139","534.7881","3.8474","72","277.3995","3.8528","20","76.9152","3.8458","0","0.0000","0.0000"
"11094 Other kidney & urinary tract OR proc, w catas CC","282","1,716.8714","6.0882","176","1,071.5752","6.0885","79","480.9283","6.0877","22","133.9294","6.0877","0","0.0000","0.0000"
"11100 Ureteroscopy, no CC","290","507.4789","1.7499","208","364.4532","1.7522","54","94.2565","1.7455","11","19.1943","1.7449","0","0.0000","0.0000"
"11102 Ureteroscopy, w mild to mod CC","58","165.3933","2.8516","33","93.9183","2.8460","15","42.8850","2.8590","9","25.7310","2.8590","0","0.0000","0.0000"
"11104 Ureteroscopy, w sev to cat CC","32","175.0849","5.4714","16","87.5457","5.4716","12","65.6544","5.4712","3","16.4136","5.4712","0","0.0000","0.0000"
"11110 Cystourethroscopy, no CC","892","1,033.4701","1.1586","653","761.7130","1.1665","208","236.9473","1.1392","7","8.0930","1.1561","0","0.0000","0.0000"
"11111 Cystourethroscopy, w mild CC","153","286.1006","1.8699","98","177.5577","1.8118","40","82.1115","2.0528","11","20.7090","1.8826","0","0.0000","0.0000"
"11112 Cystourethroscopy, w mod CC","146","332.9761","2.2807","98","237.1212","2.4196","35","73.9451","2.1127","8","13.4124","1.6766","0","0.0000","0.0000"
"11113 Cystourethroscopy, w severe CC","170","418.5936","2.4623","116","285.1264","2.4580","36","89.0194","2.4728","11","27.2382","2.4762","0","0.0000","0.0000"
"11114 Cystourethroscopy, w catas CC","48","258.3881","5.3831","29","156.0960","5.3826","13","69.9725","5.3825","4","21.5546","5.3887","0","0.0000","0.0000"
"11120 ESWL for urinary stone, no CC","1,749","3,038.4385","1.7372","1,458","2,520.3675","1.7286","266","473.2858","1.7793","1","1.7904","1.7904","0","0.0000","0.0000"
"11121 ESWL for urinary stone, w mild CC","45","90.7611","2.0169","30","61.1692","2.0390","8","15.6233","1.9529","6","11.7125","1.9521","0","0.0000","0.0000"
"11122 ESWL for urinary stone, w mod CC","45","115.9625","2.5769","27","69.5301","2.5752","14","36.6790","2.6199","3","7.0685","2.3562","0","0.0000","0.0000"
"11124 ESWL for urinary stone, w sev to cat CC","13","38.1693","2.9361","5","14.6805","2.9361","6","17.6166","2.9361","1","2.9361","2.9361","1","2.9361","2.9361"
"11139 Trach for KUB diseases w mech vent 96+ hr, w or wo CC","61","2,226.6549","36.5025","34","1,240.9830","36.4995","18","657.1764","36.5098","7","255.4965","36.4995","0","0.0000","0.0000"
"11149 Trach for KUB diseases, w or wo CC","11","280.7354","25.5214","3","76.5642","25.5214","3","76.5642","25.5214","5","127.6070","25.5214","0","0.0000","0.0000"
"11159 Plasmapheresis for kidney and urinary tract dis, w or wo CC","11","250.5146","22.7741","5","114.4271","22.8854","4","92.7667","23.1917","2","43.3208","21.6604","0","0.0000","0.0000"
"11160 ESWL with uroendoscopy, no CC","22","62.2119","2.8278","15","42.4376","2.8292","6","16.9494","2.8249","1","2.8249","2.8249","0","0.0000","0.0000"
"11162 ESWL with uroendoscopy, w mild to mod CC","8","33.3862","4.1733","0","0.0000","0.0000","5","20.8398","4.1680","3","12.5464","4.1821","0","0.0000","0.0000"
"11164 ESWL with uroendoscopy, w sev to cat CC","3","18.6489","6.2163","0","0.0000","0.0000","3","18.6489","6.2163","0","0.0000","0.0000","0","0.0000","0.0000"
"11500 Chronic renal failure, age > 17, no CC","7,885","5,099.2538","0.6467","5,800","3,736.5990","0.6442","1,892","1,236.7812","0.6537","103","65.6208","0.6371","2","1.1534","0.5767"
"11501 Chronic renal failure, age > 17, w mild CC","10,923","8,447.1257","0.7733","8,306","6,434.0269","0.7746","2,427","1,861.1869","0.7669","82","69.9157","0.8526","5","3.7166","0.7433"
"11502 Chronic renal failure, age > 17, w mod CC","3,571","3,551.6550","0.9946","2,538","2,515.6714","0.9912","900","891.7209","0.9908","72","87.3730","1.2135","6","5.5867","0.9311"
"11503 Chronic renal failure, age > 17, w severe CC","4,423","6,016.5325","1.3603","3,201","4,344.4269","1.3572","1,065","1,458.7769","1.3697","84","113.6520","1.3530","3","6.8481","2.2827"
"11504 Chronic renal failure, age > 17, w catas CC","778","2,627.5607","3.3773","507","1,706.4881","3.3659","211","703.3291","3.3333","48","179.1706","3.7327","0","0.0000","0.0000"
"11510 Chronic renal failure, age < 18, no CC","58","55.3618","0.9545","27","25.8939","0.9590","18","15.6975","0.8721","10","11.0317","1.1032","2","1.9471","0.9736"
"11511 Chronic renal failure, age < 18, w mild CC","50","60.3419","1.2068","23","28.2447","1.2280","22","26.9071","1.2231","3","3.0989","1.0330","1","1.0077","1.0077"
"11512 Chronic renal failure, age < 18, w mod CC","25","43.5285","1.7411","6","10.4659","1.7443","10","17.3875","1.7388","8","13.9587","1.7448","0","0.0000","0.0000"
"11514 Chronic renal failure, age < 18, w sev to cat CC","32","94.9555","2.9674","13","38.9072","2.9929","9","26.3615","2.9291","10","29.6868","2.9687","0","0.0000","0.0000"
"11529 Admit for renal dialysis, w or wo CC","15","14.3269","0.9551","3","2.9010","0.9670","7","6.6140","0.9449","5","4.8119","0.9624","0","0.0000","0.0000"
"11530 Kidney and urinary tract neoplasm, no CC","387","309.7428","0.8004","223","177.2026","0.7946","90","70.5069","0.7834","68","56.9953","0.8382","3","2.7526","0.9175"
"11531 Kidney and urinary tract neoplasm, w mild CC","140","152.1810","1.0870","49","45.5512","0.9296","43","48.5830","1.1298","40","47.8864","1.1972","3","5.5924","1.8641"
"11532 Kidney and urinary tract neoplasm, w mod CC","62","74.8393","1.2071","21","25.4847","1.2136","25","30.1379","1.2055","15","17.9950","1.1997","1","1.2217","1.2217"
"11533 Kidney and urinary tract neoplasm, w severe CC","164","373.3697","2.2766","72","164.6461","2.2868","53","119.8592","2.2615","36","81.9703","2.2770","0","0.0000","0.0000"
"11534 Kidney and urinary tract neoplasm, w catas CC","65","237.4503","3.6531","28","101.8594","3.6378","18","65.9090","3.6616","17","62.2847","3.6638","1","3.6986","3.6986"
"11540 Kidney and urinary tract infection, no CC","15,178","6,656.6527","0.4386","11,360","5,014.9597","0.4415","3,588","1,539.9005","0.4292","110","54.1208","0.4920","3","1.1749","0.3916"
"11541 Kidney and urinary tract infection, w mild CC","5,510","4,376.9406","0.7944","4,234","3,421.4095","0.8081","1,161","873.0403","0.7520","52","42.7558","0.8222","2","2.2265","1.1133"
"11542 Kidney and urinary tract infection, w mod CC","4,793","3,732.4116","0.7787","3,610","2,831.4407","0.7843","1,063","806.7127","0.7589","68","58.6033","0.8618","2","1.3720","0.6860"
"11543 Kidney and urinary tract infection, w severe CC","8,359","10,204.4878","1.2208","6,345","7,778.0345","1.2259","1,794","2,157.7991","1.2028","95","121.2628","1.2765","0","0.0000","0.0000"
"11544 Kidney and urinary tract infection, w catas CC","2,447","9,407.1557","3.8444","1,712","6,604.4947","3.8578","573","2,191.6061","3.8248","118","447.2833","3.7905","3","11.2338","3.7446"
"11550 Urinary stone, no CC","2,179","995.2015","0.4567","1,423","647.2143","0.4548","576","263.6215","0.4577","143","67.6991","0.4734","7","3.3835","0.4834"
"11551 Urinary stone, w mild CC","339","254.6888","0.7513","173","127.8015","0.7387","102","75.8547","0.7437","59","46.4374","0.7871","3","3.2976","1.0992"
"11552 Urinary stone, w mod CC","456","363.7267","0.7976","229","188.4314","0.8228","157","116.3621","0.7412","63","53.8208","0.8543","2","1.4500","0.7250"
"11553 Urinary stone, w severe CC","444","420.3912","0.9468","222","210.6384","0.9488","155","146.3516","0.9442","61","57.6766","0.9455","2","1.9082","0.9541"
"11554 Urinary stone, w catas CC","70","154.6483","2.2093","25","55.5062","2.2202","27","59.4053","2.2002","17","37.5119","2.2066","1","2.2249","2.2249"
"11560 Kidney and urinary tract signs & symptoms, no CC","1,278","524.7154","0.4106","726","293.7361","0.4046","409","169.9169","0.4154","130","55.5969","0.4277","5","2.2445","0.4489"
"11561 Kidney and urinary tract signs & symptoms, w mild CC","462","307.6434","0.6659","205","125.6469","0.6129","156","110.7123","0.7097","92","63.8661","0.6942","7","6.3513","0.9073"
"11562 Kidney and urinary tract signs & symptoms, w mod CC","701","442.8130","0.6317","427","271.5002","0.6358","198","121.7183","0.6147","62","40.8513","0.6589","4","2.5072","0.6268"
"11563 Kidney and urinary tract signs & symptoms, w severe CC","678","607.2215","0.8956","392","351.7147","0.8972","205","183.0607","0.8930","69","61.6028","0.8928","3","2.6517","0.8839"
"11564 Kidney and urinary tract signs & symptoms, w catas CC","121","258.6296","2.1374","56","119.3911","2.1320","44","94.1239","2.1392","17","36.5027","2.1472","1","2.1638","2.1638"
"11570 Urethral stricture, no CC","88","45.9418","0.5221","44","22.7150","0.5163","24","12.7336","0.5306","15","7.8545","0.5236","1","0.5031","0.5031"
"11571 Urethral stricture, w mild CC","38","30.0525","0.7909","16","12.3368","0.7711","10","8.2875","0.8288","9","7.0459","0.7829","1","0.9395","0.9395"
"11572 Urethral stricture, w mod CC","20","16.8715","0.8436","8","6.8087","0.8511","9","7.6072","0.8452","3","2.4556","0.8185","0","0.0000","0.0000"
"11574 Urethral stricture, w sev to cat CC","18","15.8808","0.8823","7","6.2107","0.8872","5","4.4183","0.8837","6","5.2518","0.8753","0","0.0000","0.0000"
"11580 Other kidney and urinary tract diagnoses, no CC","2,260","1,315.5274","0.5821","1,478","862.1524","0.5833","576","330.2503","0.5734","142","87.2336","0.6143","8","4.8396","0.6050"
"11581 Other kidney and urinary tract diagnoses, w mild CC","651","546.6941","0.8398","375","320.8618","0.8556","199","160.0320","0.8042","62","54.3449","0.8765","2","2.3126","1.1563"
"11582 Other kidney and urinary tract diagnoses, w mod CC","728","610.5135","0.8386","421","351.6138","0.8352","244","206.9090","0.8480","54","44.9956","0.8333","2","1.5359","0.7680"
"11583 Other kidney and urinary tract diagnoses, w severe CC","831","897.3155","1.0798","520","566.6926","1.0898","240","258.2310","1.0760","57","57.9033","1.0158","3","3.1047","1.0349"
"11584 Other kidney and urinary tract diagnoses, w catas CC","121","431.6490","3.5673","48","171.6084","3.5752","44","156.7140","3.5617","27","96.2303","3.5641","0","0.0000","0.0000"
"11590 Acute renal failure age > 17, not transferred, no CC","2,424","2,002.6753","0.8262","1,676","1,387.9504","0.8281","598","493.2727","0.8249","134","109.2883","0.8156","2","1.5993","0.7997"
"11591 Acute renal failure age > 17, not transferred, w mild CC","1,309","1,546.9286","1.1818","841","990.4575","1.1777","317","373.2450","1.1774","132","162.1135","1.2281","1","1.1278","1.1278"
"11592 Acute renal failure age > 17, not transferred, w mod CC","904","1,220.0335","1.3496","553","740.7862","1.3396","240","325.4482","1.3560","99","137.8439","1.3924","2","2.6748","1.3374"
"11593 Acute renal failure age > 17, not transferred, w severe CC","1,224","2,714.1227","2.2174","804","1,757.2817","2.1857","298","676.9715","2.2717","100","232.7256","2.3273","4","8.5924","2.1481"
"11594 Acute renal failure age > 17, not transferred, w catas CC","289","1,075.9315","3.7229","183","680.5242","3.7187","69","257.0570","3.7255","33","123.5959","3.7453","1","3.4915","3.4915"
"11600 Acute renal failure age < 18, no CC","40","29.5291","0.7382","9","6.6120","0.7347","13","9.4519","0.7271","16","11.9373","0.7461","2","1.5279","0.7640"
"11601 Acute renal failure age < 18, w mild CC","30","41.2037","1.3735","13","17.9398","1.3800","7","10.1349","1.4478","10","13.1290","1.3129","0","0.0000","0.0000"
"11602 Acute renal failure age < 18, w mod CC","8","14.1332","1.7667","2","3.4881","1.7441","5","8.8739","1.7748","1","1.7712","1.7712","0","0.0000","0.0000"
"11604 Acute renal failure age < 18, w sev to cat CC","8","24.2308","3.0289","5","14.9824","2.9965","0","0.0000","0.0000","2","6.1656","3.0828","0","0.0000","0.0000"
"11619 KUB malignancy with chemo- and radiotherapy, w or wo CC","1","6.7990","6.7990","0","0.0000","0.0000","1","6.7990","6.7990","0","0.0000","0.0000","0","0.0000","0.0000"
"11620 KUB malignancy with chemotherapy, no CC","251","432.5083","1.7231","213","364.8459","1.7129","25","44.9742","1.7990","9","15.7498","1.7500","0","0.0000","0.0000"
"11621 KUB malignancy with chemotherapy, w mild CC","35","73.7064","2.1059","16","33.2522","2.0783","11","24.5350","2.2305","6","11.9394","1.9899","0","0.0000","0.0000"
"11622 KUB malignancy with chemotherapy, w mod CC","1","2.3766","2.3766","1","2.3766","2.3766","0","0.0000","0.0000","0","0.0000","0.0000","0","0.0000","0.0000"
"11623 KUB malignancy with chemotherapy, w severe CC","14","50.8934","3.6352","7","25.4277","3.6325","2","7.2488","3.6244","4","14.4976","3.6244","0","0.0000","0.0000"
"11624 KUB malignancy with chemotherapy, w catas CC","3","19.4976","6.4992","2","12.9984","6.4992","1","6.4992","6.4992","0","0.0000","0.0000","0","0.0000","0.0000"
"11630 KUB malignancy with radiotherapy, no CC","8","27.1348","3.3919","2","7.5953","3.7977","5","15.9763","3.1953","1","3.5632","3.5632","0","0.0000","0.0000"
"11634 KUB malignancy with radiotherapy, w mild to cat CC","7","44.1866","6.3124","4","25.2224","6.3056","1","6.3214","6.3214","2","12.6428","6.3214","0","0.0000","0.0000"
"11640 KUB malignancy with diag proc, no CC","70","118.7042","1.6958","34","57.6525","1.6957","18","30.3149","1.6842","13","22.2178","1.7091","2","3.5600","1.7800"
"11642 KUB malignancy with diag proc, w mild to mod CC","41","98.7019","2.4074","22","52.9810","2.4082","15","36.0085","2.4006","3","7.2843","2.4281","0","0.0000","0.0000"
"11643 KUB malignancy with diag proc, w severe CC","53","185.5881","3.5017","22","77.2365","3.5108","13","45.1613","3.4739","16","56.0783","3.5049","0","0.0000","0.0000"
"11644 KUB malignancy with diag proc, w catas CC","36","209.9405","5.8317","10","58.4407","5.8441","15","87.3587","5.8239","10","58.2781","5.8278","0","0.0000","0.0000"
"11650 KUB malignancy with blood transfusion, no CC","104","135.2201","1.3002","32","42.5938","1.3311","34","41.9387","1.2335","34","45.8593","1.3488","4","4.8283","1.2071"
"11652 KUB malignancy with blood transfusion, w mild to mod CC","161","227.5891","1.4136","80","112.3219","1.4040","40","56.7439","1.4186","35","50.1470","1.4328","2","2.7921","1.3961"
"11653 KUB malignancy with blood transfusion, w severe CC","104","245.0990","2.3567","44","103.5597","2.3536","40","94.4036","2.3601","18","42.5155","2.3620","1","2.2263","2.2263"
"11654 KUB malignancy with blood transfusion, w catas CC","87","364.1225","4.1853","38","158.8497","4.1803","28","116.8099","4.1718","17","71.6975","4.2175","1","4.1282","4.1282"
"11660 Major kidney diagnoses, no CC","185","256.7262","1.3877","83","114.0085","1.3736","55","73.1485","1.3300","40","60.5462","1.5137","3","4.7483","1.5828"
"11661 Major kidney diagnoses, w mild CC","65","127.4790","1.9612","21","41.4033","1.9716","26","52.8674","2.0334","17","31.4888","1.8523","0","0.0000","0.0000"
"11662 Major kidney diagnoses, w mod CC","51","102.1944","2.0038","20","40.9641","2.0482","15","30.5432","2.0362","16","30.6871","1.9179","0","0.0000","0.0000"
"11663 Major kidney diagnoses, w severe CC","80","249.7659","3.1221","43","134.1073","3.1188","21","65.7180","3.1294","12","37.4948","3.1246","0","0.0000","0.0000"
"11664 Major kidney diagnoses, w catas CC","24","104.6676","4.3612","13","56.5214","4.3478","6","26.2217","4.3703","5","21.9245","4.3849","0","0.0000","0.0000"
"11670 Acute renal failure age > 17, transferred, no CC","314","183.4028","0.5841","89","48.1179","0.5407","91","53.1474","0.5840","127","78.0139","0.6143","5","3.1684","0.6337"
"11671 Acute renal failure age > 17, transferred, w mild CC","179","108.0842","0.6038","75","44.6789","0.5957","48","29.7540","0.6199","51","30.8923","0.6057","2","1.1036","0.5518"
"11672 Acute renal failure age > 17, transferred, w mod CC","142","107.1993","0.7549","54","40.3536","0.7473","45","34.1800","0.7596","38","26.6129","0.7003","2","3.9582","1.9791"
"11673 Acute renal failure age > 17, transferred, w severe CC","227","213.4994","0.9405","87","81.6927","0.9390","88","82.9743","0.9429","50","46.8927","0.9379","0","0.0000","0.0000"
"11674 Acute renal failure age > 17, transferred, w catas CC","66","145.2877","2.2013","28","61.7385","2.2049","25","55.1367","2.2055","11","24.1015","2.1910","1","2.2337","2.2337"
"12010 Major male pelvic procedures, no CC","26","271.3413","10.4362","12","125.2304","10.4359","12","125.2409","10.4367","2","20.8700","10.4350","0","0.0000","0.0000"
"12012 Major male pelvic procedures, w mild to mod CC","15","170.0490","11.3366","6","68.0196","11.3366","6","68.0196","11.3366","3","34.0098","11.3366","0","0.0000","0.0000"
"12014 Major male pelvic procedures, w sev to cat CC","13","167.3373","12.8721","9","115.8489","12.8721","3","38.6163","12.8721","1","12.8721","12.8721","0","0.0000","0.0000"
"12020 Transurethral prostatectomy, no CC","677","1,436.5583","2.1219","504","1,073.6438","2.1302","126","265.3694","2.1061","10","21.3320","2.1332","0","0.0000","0.0000"
"12021 Transurethral prostatectomy, w mild CC","79","216.4068","2.7393","49","133.7780","2.7302","19","53.6981","2.8262","7","18.9863","2.7123","0","0.0000","0.0000"
"12022 Transurethral prostatectomy, w mod CC","78","234.1449","3.0019","38","110.7891","2.9155","34","103.0987","3.0323","4","14.8537","3.7134","0","0.0000","0.0000"
"12023 Transurethral prostatectomy, w severe CC","150","441.0547","2.9404","94","276.4010","2.9404","42","123.4800","2.9400","8","23.5200","2.9400","1","2.9400","2.9400"
"12024 Transurethral prostatectomy, w catas CC","39","163.3898","4.1895","19","79.5986","4.1894","9","37.7046","4.1894","7","29.3290","4.1899","1","4.1894","4.1894"
"12030 Testis procedure, no CC","784","796.1090","1.0154","576","586.6086","1.0184","157","158.2758","1.0081","33","33.3038","1.0092","0","0.0000","0.0000"
