"โรงพยาบาล","2562","2563"
"ตค.","พย.","ธค.","มค.","กพ.","มีค.","เมย.","พค.","มิย.","กค.","สค.","กย."
"ทั้งหมด","อายุลงท้ายด้วยศูนย์","ทั้งหมด","อายุลงท้ายด้วยศูนย์","ทั้งหมด","อายุลงท้ายด้วยศูนย์","ทั้งหมด","อายุลงท้ายด้วยศูนย์","ทั้งหมด","อายุลงท้ายด้วยศูนย์","ทั้งหมด","อายุลงท้ายด้วยศูนย์","ทั้งหมด","อายุลงท้ายด้วยศูนย์","ทั้งหมด","อายุลงท้ายด้วยศูนย์","ทั้งหมด","อายุลงท้ายด้วยศูนย์","ทั้งหมด","อายุลงท้ายด้วยศูนย์","ทั้งหมด","อายุลงท้ายด้วยศูนย์","ทั้งหมด","อายุลงท้ายด้วยศูนย์"
"11071  :  โรงพยาบาลเมืองสรวง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11072  :  โรงพยาบาลโพนทราย","0","0","2","1","1","0","1","0","0","0","2","1","1","0","2","0","3","0","4","1","3","1","5","1"
"11073  :  โรงพยาบาลอาจสามารถ","6","1","5","0","4","0","11","1","7","0","10","3","12","3","6","1","8","0","3","0","11","2","10","3"
"11074  :  โรงพยาบาลเมยวดี","1","0","0","0","3","0","0","0","1","0","0","0","0","0","3","0","1","0","0","0","1","0","0","0"
"11075  :  โรงพยาบาลศรีสมเด็จ","104","7","96","10","107","13","75","11","61","6","90","11","89","7","84","13","98","3","97","5","96","6","86","9"
"11076  :  โรงพยาบาลจังหาร","0","0","1","0","1","1","2","0","0","0","3","0","3","0","6","0","2","0","5","0","0","0","1","0"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","1","0","2","0","1","0","2","0","1","0","1","0","3","2","7","3","4","2","3","0","4","2","3","1"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","28","5","26","2","33","2","13","1","19","0","17","2","22","5","32","2","29","1","44","2","27","3","21","4"
"27989  :  โรงพยาบาลเชียงขวัญ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27990  :  โรงพยาบาลหนองฮี","32","4","43","10","37","7","42","2","36","3","35","2","66","8","58","6","58","6","59","5","41","3","47","8"
"10709  :  โรงพยาบาลกาฬสินธุ์","80","10","70","6","46","3","41","4","62","2","99","12","126","14","103","12","62","11","25","4","17","1","4","0"
"11077  :  โรงพยาบาลนามน","3","1","2","0","2","0","2","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0"
"11078  :  โรงพยาบาลกมลาไสย","5","1","6","1","6","1","10","0","5","0","5","0","5","1","6","1","4","0","3","1","4","0","3","0"
"11079  :  โรงพยาบาลร่องคำ","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11080  :  โรงพยาบาลเขาวง","90","74","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11081  :  โรงพยาบาลยางตลาด","0","0","1","0","0","0","0","0","0","0","1","0","1","1","1","0","0","0","1","0","0","0","0","0"
"11082  :  โรงพยาบาลห้วยเม็ก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11083  :  โรงพยาบาลสหัสขันธ์","18","17","14","13","18","17","36","30","30","23","42","32","32","29","35","22","39","9","41","5","80","47","44","9"
"11084  :  โรงพยาบาลคำม่วง","18","2","22","1","23","0","22","2","14","2","24","6","26","6","26","3","27","1","17","2","18","1","15","1"
"11085  :  โรงพยาบาลท่าคันโท","39","6","50","8","27","3","27","1","27","1","36","3","33","6","36","2","41","5","44","2","22","2","26","3"
"11086  :  โรงพยาบาลหนองกุงศรี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11087  :  โรงพยาบาลสมเด็จ","15","2","14","2","15","3","17","0","52","8","29","7","14","3","16","2","25","4","20","7","21","7","16","5"
"11088  :  โรงพยาบาลห้วยผึ้ง","3","0","2","1","2","1","5","1","2","0","3","0","1","0","7","0","1","1","3","1","4","1","2","1"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28017  :  โรงพยาบาลนาคู","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28789  :  โรงพยาบาลฆ้องชัย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28790  :  โรงพยาบาลดอนจาน","0","0","1","0","2","0","3","1","2","0","4","1","6","0","3","0","0","0","1","0","3","0","3","0"
"28791  :  โรงพยาบาลสามชัย","61","5","52","4","57","4","62","2","67","8","77","11","59","6","56","7","64","12","56","6","69","1","56","3"
"10710  :  โรงพยาบาลสกลนคร","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","2","0","1","0"
"11089  :  โรงพยาบาลกุสุมาลย์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11090  :  โรงพยาบาลกุดบาก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11092  :  โรงพยาบาลพังโคน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11093  :  โรงพยาบาลวาริชภูมิ","4","0","3","0","3","1","2","0","2","0","0","0","1","0","0","0","3","1","3","0","0","0","2","0"
"11094  :  โรงพยาบาลนิคมน้ำอูน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11095  :  โรงพยาบาลวานรนิวาส","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11096  :  โรงพยาบาลคำตากล้า","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11097  :  โรงพยาบาลบ้านม่วง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11098  :  โรงพยาบาลอากาศอำนวย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11099  :  โรงพยาบาลส่องดาว","37","2","27","3","39","5","42","3","30","4","34","2","31","4","38","6","25","0","28","5","27","2","30","3"
"11100  :  โรงพยาบาลเต่างอย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11102  :  โรงพยาบาลเจริญศิลป์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11103  :  โรงพยาบาลโพนนาแก้ว","0","0","1","0","1","0","0","0","0","0","3","0","0","0","0","0","3","0","0","0","1","0","0","0"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10711  :  โรงพยาบาลนครพนม","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11104  :  โรงพยาบาลปลาปาก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11105  :  โรงพยาบาลท่าอุเทน","8","1","10","1","7","2","1","0","2","0","2","1","5","3","0","0","2","1","4","0","0","0","0","0"
"11106  :  โรงพยาบาลบ้านแพง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0"
"11107  :  โรงพยาบาลนาทม","12","1","7","0","14","2","9","1","14","2","12","2","14","1","10","0","20","3","8","1","8","0","5","1"
"11108  :  โรงพยาบาลเรณูนคร","43","1","58","6","37","9","38","3","27","4","0","0","0","0","0","0","18","2","334","21","0","0","0","0"
"11109  :  โรงพยาบาลนาแก","15","0","8","1","13","2","11","0","17","1","20","4","25","3","33","4","22","1","39","3","36","2","44","6"
"11110  :  โรงพยาบาลศรีสงคราม","5","0","6","2","5","1","4","0","6","0","1","0","8","0","6","1","3","0","8","1","1","0","2","0"
"11111  :  โรงพยาบาลนาหว้า","2","0","1","0","3","0","6","3","6","1","10","0","4","0","2","0","5","1","0","0","33","2","2","0"
"11112  :  โรงพยาบาลโพนสวรรค์","48","11","3","0","0","0","0","0","0","0","44","0","24","0","0","0","0","0","0","0","0","0","0","0"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","2","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40840  :  โรงพยาบาลวังยาง","8","2","5","0","4","2","2","1","0","0","0","0","4","1","2","0","2","1","1","0","12","10","5","4"
"10712  :  โรงพยาบาลมุกดาหาร","19","9","20","12","10","3","8","2","4","0","17","3","15","1","18","7","11","3","12","0","12","1","3","0"
"11113  :  โรงพยาบาลนิคมคำสร้อย","3","0","5","0","5","0","8","2","4","0","9","1","7","1","5","0","5","1","3","0","4","0","1","0"
"11114  :  โรงพยาบาลดอนตาล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11115  :  โรงพยาบาลดงหลวง","2","0","0","0","1","0","4","1","2","0","2","1","0","0","0","0","6","0","1","0","3","0","8","0"
"11116  :  โรงพยาบาลคำชะอี","5","2","6","0","5","0","13","3","19","1","15","1","7","0","10","1","11","3","10","1","4","0","8","1"
"11117  :  โรงพยาบาลหว้านใหญ่","0","0","0","0","0","0","1","1","3","0","2","1","0","0","1","0","1","0","1","0","1","0","2","0"
"11118  :  โรงพยาบาลหนองสูง","0","0","2","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","2","1","0","0","0","0"
"06009  :  โรงพยาบาลแม่ตื่น","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10713  :  โรงพยาบาลนครพิงค์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11119  :  โรงพยาบาลจอมทอง","75","44","19","1","67","47","171","122","160","89","67","39","184","156","122","97","139","113","43","23","40","6","129","103"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","53","45","150","123","88","62","9","2","89","42","251","117","16","2","12","4","2","0","15","2","5","0","3","0"
"11121  :  โรงพยาบาลเชียงดาว","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11122  :  โรงพยาบาลดอยสะเก็ด","27","4","12","2","17","1","22","4","21","5","32","5","21","1","18","1","23","5","26","3","19","2","0","0"
"11123  :  โรงพยาบาลแม่แตง","16","1","16","3","14","4","20","4","21","3","30","5","15","3","19","1","10","0","11","1","14","2","0","0"
"11124  :  โรงพยาบาลสะเมิง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11125  :  โรงพยาบาลฝาง","89","10","94","17","72","8","83","8","91","9","76","8","79","10","81","10","69","6","87","11","64","6","77","9"
"11126  :  โรงพยาบาลแม่อาย","26","6","39","26","23","12","105","47","2","0","122","21","77","6","109","15","125","13","116","12","133","20","143","38"
"11127  :  โรงพยาบาลพร้าว","13","3","6","0","7","0","13","2","8","1","12","3","7","2","12","0","8","0","7","0","10","1","13","3"
"11128  :  โรงพยาบาลสันป่าตอง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11129  :  โรงพยาบาลสันกำแพง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11130  :  โรงพยาบาลสันทราย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11131  :  โรงพยาบาลหางดง","32","3","24","1","28","2","34","4","41","3","42","4","36","4","21","2","34","4","22","3","30","6","29","2"
"11132  :  โรงพยาบาลฮอด","14","2","9","2","7","0","17","2","14","3","9","0","5","0","2","0","6","1","0","0","1","0","0","0"
"11133  :  โรงพยาบาลดอยเต่า","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11134  :  โรงพยาบาลอมก๋อย","70","6","60","11","69","8","94","11","64","4","93","13","62","8","90","11","85","8","67","7","80","9","86","8"
"11135  :  โรงพยาบาลสารภี","30","3","34","2","41","1","26","0","23","4","23","4","34","6","38","9","37","3","25","5","40","4","0","0"
"11136  :  โรงพยาบาลเวียงแหง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11137  :  โรงพยาบาลไชยปราการ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11138  :  โรงพยาบาลแม่วาง","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","6","0","0","0","0","0"
"11139  :  โรงพยาบาลแม่ออน","114","11","82","9","94","11","80","9","89","9","54","5","104","13","115","11","87","9","101","11","90","8","0","0"
"11507  :  โรงพยาบาลกองบิน 41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11643  :  โรงพยาบาลดอยหล่อ","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11978  :  โรงพยาบาลดารารัศมี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","2","0","2","0","2","0","2","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12280  :  โรงพยาบาลสวนปรุง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","4","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10714  :  โรงพยาบาลลำพูน","1","0","1","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11140  :  โรงพยาบาลแม่ทา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11141  :  โรงพยาบาลบ้านโฮ่ง","30","4","56","25","67","34","111","73","54","37","98","75","26","4","34","1","23","1","23","2","21","3","44","22"
"11142  :  โรงพยาบาลลี้","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","3","1","0","0","15","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11144  :  โรงพยาบาลป่าซาง","0","0","0","0","17","1","75","27","47","15","0","0","0","0","0","0","3","0","0","0","0","0","0","0"
"11145  :  โรงพยาบาลบ้านธิ","81","6","63","8","56","5","47","2","48","6","32","5","39","4","52","6","57","6","57","7","52","6","52","7"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24956  :  โรงพยาบาลเวียงหนองล่อง","3","2","2","1","2","0","5","1","4","0","47","22","133","24","105","14","86","5","87","12","77","5","71","12"
"10672  :  โรงพยาบาลลำปาง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11146  :  โรงพยาบาลแม่เมาะ","11","2","182","156","144","101","69","33","11","2","11","2","7","2","3","1","51","8","25","3","12","0","4","0"
"11147  :  โรงพยาบาลเกาะคา","7","1","4","0","6","0","14","0","16","1","63","24","57","33","22","6","19","3","8","2","21","5","12","2"
"11148  :  โรงพยาบาลเสริมงาม","0","0","25","4","36","1","84","38","97","71","65","45","20","17","2","0","9","0","48","44","96","94","81","74"
"11149  :  โรงพยาบาลงาว","26","19","9","2","41","13","50","14","27","12","126","54","16","4","80","37","0","0","39","21","4","3","0","0"
"11150  :  โรงพยาบาลแจ้ห่ม","118","24","0","0","0","0","0","0","0","0","45","15","281","93","82","35","0","0","1","0","0","0","1","0"
"11151  :  โรงพยาบาลวังเหนือ","43","8","40","2","50","14","35","9","8","2","9","0","38","8","13","0","13","1","4","0","1","0","3","0"
"11152  :  โรงพยาบาลเถิน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11153  :  โรงพยาบาลแม่พริก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11154  :  โรงพยาบาลแม่ทะ","172","152","6","4","73","7","76","5","268","50","95","16","78","8","91","5","86","8","226","71","93","12","82","8"
"11155  :  โรงพยาบาลสบปราบ","19","1","37","2","58","2","238","60","112","80","120","38","31","15","18","2","21","1","17","1","171","144","32","25"
"11156  :  โรงพยาบาลห้างฉัตร","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11157  :  โรงพยาบาลเมืองปาน","0","0","0","0","0","0","12","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12283  :  โรงพยาบาลมะเร็งลำปาง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10673  :  โรงพยาบาลอุตรดิตถ์","6","1","0","0","14","1","94","7","11","1","1","0","6","1","0","0","2","1","3","0","1","0","0","0"
"11158  :  โรงพยาบาลตรอน","87","12","85","10","80","11","72","7","101","18","135","35","127","35","89","17","59","8","52","8","71","5","81","5"
"11159  :  โรงพยาบาลท่าปลา","7","0","8","1","7","0","11","1","5","0","10","2","2","1","10","2","5","1","10","1","5","1","5","0"
"11160  :  โรงพยาบาลน้ำปาด","3","0","22","10","6","1","8","2","9","2","6","1","6","0","6","0","1","0","3","0","5","0","5","1"
"11161  :  โรงพยาบาลฟากท่า","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11162  :  โรงพยาบาลบ้านโคก","5","0","3","0","2","0","6","0","6","0","6","2","2","0","3","0","4","2","2","0","5","0","3","0"
"11163  :  โรงพยาบาลพิชัย","16","14","13","10","10","8","14","8","17","16","31","25","19","17","14","8","24","20","17","13","7","4","14","10"
"11164  :  โรงพยาบาลลับแล","0","0","1","0","1","0","2","0","1","0","0","0","2","1","3","2","0","0","2","0","4","1","2","0"
"11165  :  โรงพยาบาลทองแสนขัน","123","45","73","33","33","12","37","18","32","11","28","8","53","3","45","9","29","3","16","2","14","3","1","1"
"11509  :  โรงพยาบาลค่ายพิชัยดาบหัก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10715  :  โรงพยาบาลแพร่","15","0","3","0","1","0","0","0","9","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11166  :  โรงพยาบาลร้องกวาง","15","2","10","1","25","3","184","10","43","3","47","8","42","5","42","6","43","4","36","2","46","3","165","125"
"11167  :  โรงพยาบาลลอง","62","6","36","7","12","1","10","2","18","2","11","2","7","2","14","2","9","4","9","0","10","2","10","1"
"11169  :  โรงพยาบาลสูงเม่น","160","12","187","17","214","19","206","21","190","22","191","25","235","29","198","20","194","17","197","17","206","18","188","18"
"11170  :  โรงพยาบาลสอง","117","56","40","5","41","2","49","9","176","23","206","83","68","26","43","2","41","10","33","6","12","3","58","35"
"11171  :  โรงพยาบาลวังชิ้น","0","0","0","0","0","0","0","0","103","68","0","0","0","0","0","0","0","0","0","0","0","0","117","74"
"11172  :  โรงพยาบาลหนองม่วงไข่","126","43","99","8","111","22","111","19","105","24","118","22","114","32","99","22","116","30","95","18","124","23","98","11"
"11452  :  โรงพยาบาลสมเด็จพระยุพราชเด่นชัย","5","1","1","0","4","1","4","0","1","0","1","0","3","0","2","0","2","0","1","0","1","0","1","0"
"10716  :  โรงพยาบาลน่าน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11173  :  โรงพยาบาลแม่จริม","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11174  :  โรงพยาบาลบ้านหลวง","50","2","25","3","51","6","35","2","150","11","50","6","23","2","80","14","78","6","54","6","140","98","132","94"
"11175  :  โรงพยาบาลนาน้อย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11176  :  โรงพยาบาลท่าวังผา","0","0","2","0","2","0","0","0","1","0","1","0","0","0","1","0","2","0","0","0","4","0","1","0"
"11177  :  โรงพยาบาลเวียงสา","10","0","10","0","7","1","4","1","4","0","13","2","11","1","4","0","10","0","8","1","8","0","2","0"
"11178  :  โรงพยาบาลทุ่งช้าง","98","15","143","38","82","9","69","7","64","11","83","7","74","5","84","15","81","13","63","4","58","6","74","7"
"11179  :  โรงพยาบาลเชียงกลาง","69","5","57","3","59","7","58","6","45","2","58","8","68","6","67","6","64","9","68","8","60","8","58","5"
"11180  :  โรงพยาบาลนาหมื่น","1","0","0","0","0","0","1","0","1","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0"
"11181  :  โรงพยาบาลสันติสุข","4","0","0","0","0","0","0","0","1","0","9","0","8","0","3","1","0","0","0","0","0","0","0","0"
"11182  :  โรงพยาบาลบ่อเกลือ","9","0","4","0","3","0","2","0","0","0","2","1","2","0","2","0","0","0","0","0","1","0","1","0"
"11183  :  โรงพยาบาลสองแคว","2","0","2","0","2","0","4","2","1","0","44","17","20","2","44","1","11","0","1","0","53","30","119","76"
"11453  :  โรงพยาบาลสมเด็จพระยุพราชปัว","244","114","136","21","120","12","119","15","87","8","117","11","117","10","191","36","85","10","128","7","117","5","112","11"
"11510  :  โรงพยาบาลค่ายสุริยพงษ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11625  :  โรงพยาบาลเฉลิมพระเกียรติ","1","1","1","0","0","0","4","1","1","0","6","0","2","1","2","0","2","1","2","0","4","0","6","0"
"25017  :  โรงพยาบาลภูเพียง","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0"
"10717  :  โรงพยาบาลพะเยา","136","82","45","3","38","1","35","5","37","5","36","5","23","1","32","2","34","3","28","2","26","5","19","3"
"10718  :  โรงพยาบาลเชียงคำ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11184  :  โรงพยาบาลจุน","3","0","1","0","3","0","0","0","119","38","6","3","2","0","2","0","4","0","0","0","3","0","3","0"
"11185  :  โรงพยาบาลเชียงม่วน","43","3","29","2","40","1","46","2","42","3","39","6","34","1","29","1","30","1","27","3","38","5","40","2"
"11186  :  โรงพยาบาลดอกคำใต้","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11187  :  โรงพยาบาลปง","0","0","20","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11188  :  โรงพยาบาลแม่ใจ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15140  :  โรงพยาบาลค่ายขุนเจืองธรรมิกราช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40744  :  โรงพยาบาลภูซาง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40745  :  โรงพยาบาลภูกามยาว","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41347  :  โรงพยาบาลมหาวิทยาลัยพะเยา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10674  :  โรงพยาบาลเชียงรายประชานุเคราะห์","197","51","218","37","90","17","136","22","112","23","91","17","117","68","229","47","205","42","222","33","193","32","183","20"
"11189  :  โรงพยาบาลเทิง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
