"โรงพยาบาล","ภาคเรียนที่  1 ปีการศึกษา 2563","ภาคเรียนที่  2 ปีการศึกษา 2563"
"นักเรียน","ได้รับวัคซีน","ร้อยละ","นักเรียน","ได้รับวัคซีน","ร้อยละ"
"11118  :  โรงพยาบาลหนองสูง","64","0","0.00","85","0","0.00"
"06009  :  โรงพยาบาลแม่ตื่น","39","0","0.00","39","0","0.00"
"10713  :  โรงพยาบาลนครพิงค์","2,490","729","29.28","3,018","718","23.79"
"11119  :  โรงพยาบาลจอมทอง","315","0","0.00","291","95","32.65"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","167","157","94.01","175","0","0.00"
"11121  :  โรงพยาบาลเชียงดาว","264","2","0.76","291","21","7.22"
"11122  :  โรงพยาบาลดอยสะเก็ด","139","0","0.00","153","0","0.00"
"11123  :  โรงพยาบาลแม่แตง","0","0","0.00","0","0","0.00"
"11124  :  โรงพยาบาลสะเมิง","49","0","0.00","55","47","85.45"
"11125  :  โรงพยาบาลฝาง","0","0","0.00","0","0","0.00"
"11126  :  โรงพยาบาลแม่อาย","135","0","0.00","149","95","63.76"
"11127  :  โรงพยาบาลพร้าว","0","0","0.00","0","0","0.00"
"11128  :  โรงพยาบาลสันป่าตอง","246","144","58.54","189","0","0.00"
"11129  :  โรงพยาบาลสันกำแพง","0","0","0.00","0","0","0.00"
"11130  :  โรงพยาบาลสันทราย","0","0","0.00","0","0","0.00"
"11131  :  โรงพยาบาลหางดง","0","0","0.00","0","0","0.00"
"11132  :  โรงพยาบาลฮอด","132","0","0.00","134","0","0.00"
"11133  :  โรงพยาบาลดอยเต่า","33","0","0.00","33","1","3.03"
"11134  :  โรงพยาบาลอมก๋อย","178","1","0.56","182","0","0.00"
"11135  :  โรงพยาบาลสารภี","0","0","0.00","0","0","0.00"
"11136  :  โรงพยาบาลเวียงแหง","187","65","34.76","143","0","0.00"
"11137  :  โรงพยาบาลไชยปราการ","37","0","0.00","64","0","0.00"
"11138  :  โรงพยาบาลแม่วาง","40","0","0.00","47","1","2.13"
"11139  :  โรงพยาบาลแม่ออน","0","0","0.00","0","0","0.00"
"11507  :  โรงพยาบาลกองบิน 41","0","0","0.00","0","0","0.00"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","0","0","0.00","0","0","0.00"
"11643  :  โรงพยาบาลดอยหล่อ","0","0","0.00","0","0","0.00"
"11978  :  โรงพยาบาลดารารัศมี","0","0","0.00","0","0","0.00"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0.00"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","52","0","0.00","56","10","17.86"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","23","0","0.00","39","0","0.00"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","0","0","0.00","0","0","0.00"
"12280  :  โรงพยาบาลสวนปรุง","0","0","0.00","0","0","0.00"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0.00","0","0","0.00"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0.00","0","0","0.00"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","0","0","0.00","0","0","0.00"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","0","0","0.00","0","0","0.00"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","72","0","0.00","131","0","0.00"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","181","35","19.34","200","102","51.00"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","32","0","0.00","32","0","0.00"
"10714  :  โรงพยาบาลลำพูน","235","0","0.00","235","63","26.81"
"11140  :  โรงพยาบาลแม่ทา","57","0","0.00","66","44","66.67"
"11141  :  โรงพยาบาลบ้านโฮ่ง","74","0","0.00","118","111","94.07"
"11142  :  โรงพยาบาลลี้","0","0","0.00","0","0","0.00"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","23","15","65.22","23","8","34.78"
"11144  :  โรงพยาบาลป่าซาง","91","1","1.10","105","0","0.00"
"11145  :  โรงพยาบาลบ้านธิ","57","0","0.00","82","0","0.00"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0.00","0","0","0.00"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","0","0","0.00","0","0","0.00"
"24956  :  โรงพยาบาลเวียงหนองล่อง","0","0","0.00","19","0","0.00"
"10672  :  โรงพยาบาลลำปาง","0","0","0.00","0","0","0.00"
"11146  :  โรงพยาบาลแม่เมาะ","174","137","78.74","176","0","0.00"
"11147  :  โรงพยาบาลเกาะคา","111","0","0.00","111","86","77.48"
"11148  :  โรงพยาบาลเสริมงาม","64","64","100.00","64","0","0.00"
"11149  :  โรงพยาบาลงาว","210","199","94.76","211","0","0.00"
"11150  :  โรงพยาบาลแจ้ห่ม","24","0","0.00","24","24","100.00"
"11151  :  โรงพยาบาลวังเหนือ","82","0","0.00","84","80","95.24"
"11152  :  โรงพยาบาลเถิน","36","0","0.00","36","0","0.00"
"11153  :  โรงพยาบาลแม่พริก","0","0","0.00","0","0","0.00"
"11154  :  โรงพยาบาลแม่ทะ","0","0","0.00","0","0","0.00"
"11155  :  โรงพยาบาลสบปราบ","24","21","87.50","24","0","0.00"
"11156  :  โรงพยาบาลห้างฉัตร","129","0","0.00","130","1","0.77"
"11157  :  โรงพยาบาลเมืองปาน","15","15","100.00","15","0","0.00"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0.00","0","0","0.00"
"12283  :  โรงพยาบาลมะเร็งลำปาง","0","0","0.00","0","0","0.00"
"10673  :  โรงพยาบาลอุตรดิตถ์","588","0","0.00","619","534","86.27"
"11158  :  โรงพยาบาลตรอน","65","62","95.38","65","0","0.00"
"11159  :  โรงพยาบาลท่าปลา","92","0","0.00","92","1","1.09"
"11160  :  โรงพยาบาลน้ำปาด","205","0","0.00","222","194","87.39"
"11161  :  โรงพยาบาลฟากท่า","38","0","0.00","38","0","0.00"
"11162  :  โรงพยาบาลบ้านโคก","31","27","87.10","43","0","0.00"
"11163  :  โรงพยาบาลพิชัย","264","1","0.38","262","230","87.79"
"11164  :  โรงพยาบาลลับแล","14","14","100.00","161","0","0.00"
"11165  :  โรงพยาบาลทองแสนขัน","38","0","0.00","54","0","0.00"
"11509  :  โรงพยาบาลค่ายพิชัยดาบหัก","0","0","0.00","0","0","0.00"
"10715  :  โรงพยาบาลแพร่","0","0","0.00","0","0","0.00"
"11166  :  โรงพยาบาลร้องกวาง","118","0","0.00","147","47","31.97"
"11167  :  โรงพยาบาลลอง","214","195","91.12","237","1","0.42"
"11169  :  โรงพยาบาลสูงเม่น","0","0","0.00","0","0","0.00"
"11170  :  โรงพยาบาลสอง","272","160","58.82","232","15","6.47"
"11171  :  โรงพยาบาลวังชิ้น","123","81","65.85","99","3","3.03"
"11172  :  โรงพยาบาลหนองม่วงไข่","13","13","100.00","14","0","0.00"
"11452  :  โรงพยาบาลสมเด็จพระยุพราชเด่นชัย","162","108","66.67","148","11","7.43"
"10716  :  โรงพยาบาลน่าน","895","0","0.00","937","1","0.11"
"11173  :  โรงพยาบาลแม่จริม","44","44","100.00","44","0","0.00"
"11174  :  โรงพยาบาลบ้านหลวง","25","24","96.00","26","0","0.00"
"11175  :  โรงพยาบาลนาน้อย","89","5","5.62","87","0","0.00"
"11176  :  โรงพยาบาลท่าวังผา","187","112","59.89","207","0","0.00"
"11177  :  โรงพยาบาลเวียงสา","274","147","53.65","201","0","0.00"
"11178  :  โรงพยาบาลทุ่งช้าง","24","22","91.67","24","0","0.00"
"11179  :  โรงพยาบาลเชียงกลาง","84","0","0.00","112","62","55.36"
"11180  :  โรงพยาบาลนาหมื่น","32","28","87.50","32","2","6.25"
"11181  :  โรงพยาบาลสันติสุข","89","0","0.00","50","49","98.00"
"11182  :  โรงพยาบาลบ่อเกลือ","43","0","0.00","44","0","0.00"
"11183  :  โรงพยาบาลสองแคว","57","0","0.00","50","0","0.00"
"11453  :  โรงพยาบาลสมเด็จพระยุพราชปัว","173","61","35.26","104","0","0.00"
"11510  :  โรงพยาบาลค่ายสุริยพงษ์","0","0","0.00","0","0","0.00"
"11625  :  โรงพยาบาลเฉลิมพระเกียรติ","15","0","0.00","15","0","0.00"
"25017  :  โรงพยาบาลภูเพียง","20","0","0.00","20","0","0.00"
"10717  :  โรงพยาบาลพะเยา","0","0","0.00","0","0","0.00"
"10718  :  โรงพยาบาลเชียงคำ","0","0","0.00","0","0","0.00"
"11184  :  โรงพยาบาลจุน","217","133","61.29","151","0","0.00"
"11185  :  โรงพยาบาลเชียงม่วน","0","0","0.00","0","0","0.00"
"11186  :  โรงพยาบาลดอกคำใต้","93","52","55.91","91","0","0.00"
"11187  :  โรงพยาบาลปง","35","31","88.57","33","0","0.00"
"11188  :  โรงพยาบาลแม่ใจ","0","0","0.00","0","0","0.00"
"15140  :  โรงพยาบาลค่ายขุนเจืองธรรมิกราช","0","0","0.00","0","0","0.00"
"40744  :  โรงพยาบาลภูซาง","0","0","0.00","0","0","0.00"
"40745  :  โรงพยาบาลภูกามยาว","0","0","0.00","0","0","0.00"
"41347  :  โรงพยาบาลมหาวิทยาลัยพะเยา","0","0","0.00","0","0","0.00"
"10674  :  โรงพยาบาลเชียงรายประชานุเคราะห์","1,276","913","71.55","1,513","4","0.26"
"11189  :  โรงพยาบาลเทิง","633","228","36.02","444","1","0.23"
"11190  :  โรงพยาบาลพาน","0","0","0.00","0","0","0.00"
"11191  :  โรงพยาบาลป่าแดด","48","0","0.00","61","44","72.13"
"11192  :  โรงพยาบาลแม่จัน","0","0","0.00","0","0","0.00"
"11193  :  โรงพยาบาลเชียงแสน","66","0","0.00","76","67","88.16"
"11194  :  โรงพยาบาลแม่สาย","375","0","0.00","529","1","0.19"
"11195  :  โรงพยาบาลแม่สรวย","81","0","0.00","83","47","56.63"
"11196  :  โรงพยาบาลเวียงป่าเป้า","123","99","80.49","167","1","0.60"
"11197  :  โรงพยาบาลพญาเม็งราย","56","50","89.29","55","2","3.64"
"11198  :  โรงพยาบาลเวียงแก่น","84","52","61.90","153","0","0.00"
"11199  :  โรงพยาบาลขุนตาล","20","0","0.00","22","0","0.00"
"11200  :  โรงพยาบาลแม่ฟ้าหลวง","26","0","0.00","35","0","0.00"
"11201  :  โรงพยาบาลแม่ลาว","12","0","0.00","25","12","48.00"
"11202  :  โรงพยาบาลเวียงเชียงรุ้ง","67","64","95.52","89","0","0.00"
"11454  :  โรงพยาบาลสมเด็จพระยุพราชเชียงของ","419","250","59.67","404","22","5.45"
"15012  :  โรงพยาบาลสมเด็จพระญาณสังวร","4","4","100.00","6","0","0.00"
"23429  :  โรงพยาบาลมหาวิทยาลัยแม่ฟ้าหลวง","0","0","0.00","0","0","0.00"
"28823  :  โรงพยาบาลดอยหลวง","0","0","0.00","0","0","0.00"
"41509  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยแม่ฟ้าหลวง","0","0","0.00","0","0","0.00"
"10719  :  โรงพยาบาลศรีสังวาลย์","192","165","85.94","264","13","4.92"
"11203  :  โรงพยาบาลขุนยวม","107","16","14.95","116","0","0.00"
"11204  :  โรงพยาบาลปาย","142","103","72.54","164","1","0.61"
"11205  :  โรงพยาบาลแม่สะเรียง","318","299","94.03","332","7","2.11"
"11206  :  โรงพยาบาลแม่ลาน้อย","82","0","0.00","86","77","89.53"
"11207  :  โรงพยาบาลสบเมย","46","0","0.00","68","34","50.00"
"11208  :  โรงพยาบาลปางมะผ้า","78","63","80.77","96","0","0.00"
"14197  :  โรงพยาบาลธัญญรักษ์แม่ฮ่องสอน","0","0","0.00","0","0","0.00"
"10675  :  โรงพยาบาลสวรรค์ประชารักษ์","330","80","24.24","855","0","0.00"
"11209  :  โรงพยาบาลโกรกพระ","103","93","90.29","102","0","0.00"
"11210  :  โรงพยาบาลชุมแสง","241","78","32.37","221","0","0.00"
"11211  :  โรงพยาบาลหนองบัว","209","0","0.00","206","189","91.75"
"11212  :  โรงพยาบาลบรรพตพิสัย","108","0","0.00","108","104","96.30"
"11213  :  โรงพยาบาลเก้าเลี้ยว","84","71","84.52","75","0","0.00"
"11214  :  โรงพยาบาลตาคลี","118","0","0.00","120","0","0.00"
"11215  :  โรงพยาบาลท่าตะโก","279","0","0.00","232","1","0.43"
"11216  :  โรงพยาบาลไพศาลี","118","1","0.85","89","71","79.78"
"11217  :  โรงพยาบาลพยุหะคีรี","305","0","0.00","303","1","0.33"
"11218  :  โรงพยาบาลลาดยาว","244","225","92.21","241","0","0.00"
"11219  :  โรงพยาบาลตากฟ้า","203","164","80.79","191","19","9.95"
"11220  :  โรงพยาบาลแม่วงก์","69","42","60.87","42","0","0.00"
"11513  :  โรงพยาบาลค่ายจิรประวัติ","0","0","0.00","0","0","0.00"
"12030  :  โรงพยาบาลพริ้นซ์ ปากน้ำโพ 1 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00"
"12033  :  โรงพยาบาลรวมแพทย์นครสวรรค์","0","0","0.00","0","0","0.00"
"12034  :  โรงพยาบาลพริ้นซ์ ปากน้ำโพ 2 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00"
"12042  :  โรงพยาบาลร่มฉัตร","0","0","0.00","0","0","0.00"
"12044  :  โรงพยาบาลศรีสวรรค์","0","0","0.00","0","0","0.00"
"12284  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 3","0","0","0.00","0","0","0.00"
"14171  :  โรงพยาบาลจิตเวชนครสวรรค์ราชนครินทร์","0","0","0.00","0","0","0.00"
"40749  :  โรงพยาบาลชุมตาบง","0","0","0.00","0","0","0.00"
"10720  :  โรงพยาบาลอุทัยธานี","0","0","0.00","0","0","0.00"
"11221  :  โรงพยาบาลทัพทัน","100","99","99.00","101","1","0.99"
"11222  :  โรงพยาบาลสว่างอารมณ์","55","54","98.18","55","0","0.00"
"11223  :  โรงพยาบาลหนองฉาง","127","126","99.21","127","0","0.00"
"11224  :  โรงพยาบาลหนองขาหย่าง","22","20","90.91","21","0","0.00"
"11225  :  โรงพยาบาลบ้านไร่","163","158","96.93","165","1","0.61"
"11226  :  โรงพยาบาลลานสัก","116","97","83.62","113","0","0.00"
"11227  :  โรงพยาบาลห้วยคต","96","89","92.71","97","0","0.00"
"10721  :  โรงพยาบาลกำแพงเพชร","0","0","0.00","0","0","0.00"
"11228  :  โรงพยาบาลทุ่งโพธิ์ทะเล","100","62","62.00","100","0","0.00"
"11229  :  โรงพยาบาลไทรงาม","103","90","87.38","121","1","0.83"
"11230  :  โรงพยาบาลคลองลาน","218","0","0.00","219","189","86.30"
"11231  :  โรงพยาบาลขาณุวรลักษบุรี","92","24","26.09","58","0","0.00"
"11232  :  โรงพยาบาลคลองขลุง","90","76","84.44","90","0","0.00"
"11233  :  โรงพยาบาลพรานกระต่าย","28","0","0.00","29","0","0.00"
"11234  :  โรงพยาบาลลานกระบือ","190","103","54.21","223","0","0.00"
"11235  :  โรงพยาบาลทรายทองวัฒนา","57","0","0.00","53","46","86.79"
"11236  :  โรงพยาบาลปางศิลาทอง","29","0","0.00","29","0","0.00"
"14135  :  โรงพยาบาลบึงสามัคคี","67","31","46.27","33","0","0.00"
"28010  :  โรงพยาบาลโกสัมพีนคร","32","30","93.75","32","0","0.00"
"10722  :  โรงพยาบาลสมเด็จพระเจ้าตากสินมหาราช","690","435","63.04","705","137","19.43"
"10723  :  โรงพยาบาลแม่สอด","255","1","0.39","363","0","0.00"
"11238  :  โรงพยาบาลบ้านตาก","98","93","94.90","107","0","0.00"
"11239  :  โรงพยาบาลสามเงา","87","77","88.51","88","0","0.00"
"11240  :  โรงพยาบาลแม่ระมาด","150","139","92.67","185","0","0.00"
"11241  :  โรงพยาบาลท่าสองยาง","143","0","0.00","173","114","65.90"
"11242  :  โรงพยาบาลพบพระ","215","54","25.12","322","137","42.55"
"11243  :  โรงพยาบาลอุ้มผาง","41","37","90.24","68","0","0.00"
"27443  :  โรงพยาบาลวังเจ้า","3","0","0.00","13","0","0.00"
"10724  :  โรงพยาบาลสุโขทัย","142","0","0.00","142","0","0.00"
"10725  :  โรงพยาบาลศรีสังวรสุโขทัย","0","0","0.00","10","2","20.00"
"11244  :  โรงพยาบาลบ้านด่านลานหอย","151","0","0.00","154","7","4.55"
"11245  :  โรงพยาบาลคีรีมาศ","19","0","0.00","37","33","89.19"
"11246  :  โรงพยาบาลกงไกรลาศ","0","0","0.00","0","0","0.00"
"11247  :  โรงพยาบาลศรีสัชนาลัย","183","0","0.00","183","49","26.78"
"11248  :  โรงพยาบาลสวรรคโลก","0","0","0.00","0","0","0.00"
"11249  :  โรงพยาบาลศรีนคร","150","0","0.00","150","0","0.00"
"11250  :  โรงพยาบาลทุ่งเสลี่ยม","158","100","63.29","249","48","19.28"
"10676  :  โรงพยาบาลพุทธชินราช","0","0","0.00","0","0","0.00"
"11251  :  โรงพยาบาลชาติตระการ","103","1","0.97","101","93","92.08"
"11252  :  โรงพยาบาลบางระกำ","211","39","18.48","212","162","76.42"
"11253  :  โรงพยาบาลบางกระทุ่ม","83","83","100.00","88","0","0.00"
"11254  :  โรงพยาบาลพรหมพิราม","146","0","0.00","150","143","95.33"
"11255  :  โรงพยาบาลวัดโบสถ์","134","121","90.30","135","1","0.74"
"11256  :  โรงพยาบาลวังทอง","0","0","0.00","0","0","0.00"
"11257  :  โรงพยาบาลเนินมะปราง","226","0","0.00","223","220","98.65"
"11455  :  โรงพยาบาลสมเด็จพระยุพราชนครไทย","201","0","0.00","200","196","98.00"
"11517  :  โรงพยาบาลค่ายสมเด็จพระนเรศวร","0","0","0.00","0","0","0.00"
"14972  :  โรงพยาบาลมหาวิทยาลัยนเรศวร","0","0","0.00","0","0","0.00"
"41429  :  โรงพยาบาลจิตเวชพิษณุโลก","0","0","0.00","0","0","0.00"
"10726  :  โรงพยาบาลพิจิตร","707","0","0.00","905","824","91.05"
"11258  :  โรงพยาบาลวังทรายพูน","32","26","81.25","32","0","0.00"
"11259  :  โรงพยาบาลโพธิ์ประทับช้าง","87","49","56.32","87","5","5.75"
"11260  :  โรงพยาบาลบางมูลนาก","278","0","0.00","365","317","86.85"
"11261  :  โรงพยาบาลโพทะเล","156","0","0.00","155","0","0.00"
"11262  :  โรงพยาบาลสามง่าม","82","0","0.00","60","56","93.33"
"11263  :  โรงพยาบาลทับคล้อ","57","56","98.25","74","0","0.00"
"11456  :  โรงพยาบาลสมเด็จพระยุพราชตะพานหิน","341","30","8.80","346","169","48.84"
"11631  :  โรงพยาบาลวชิรบารมี","125","0","0.00","125","2","1.60"
"27978  :  โรงพยาบาลสากเหล็ก","73","1","1.37","69","0","0.00"
"27979  :  โรงพยาบาลบึงนาราง","0","0","0.00","0","0","0.00"
"27980  :  โรงพยาบาลดงเจริญ","0","0","0.00","0","0","0.00"
"10727  :  โรงพยาบาลเพชรบูรณ์","345","304","88.12","544","1","0.18"
"11264  :  โรงพยาบาลชนแดน","358","1","0.28","360","0","0.00"
"11265  :  โรงพยาบาลหล่มสัก","585","0","0.00","703","89","12.66"
"11266  :  โรงพยาบาลวิเชียรบุรี","23","23","100.00","24","0","0.00"
"11267  :  โรงพยาบาลศรีเทพ","160","0","0.00","151","46","30.46"
"11268  :  โรงพยาบาลหนองไผ่","360","0","0.00","295","193","65.42"
"11269  :  โรงพยาบาลบึงสามพัน","379","309","81.53","379","1","0.26"
"11270  :  โรงพยาบาลน้ำหนาว","68","1","1.47","68","39","57.35"
"11271  :  โรงพยาบาลวังโป่ง","206","30","14.56","93","0","0.00"
"11272  :  โรงพยาบาลเขาค้อ","0","0","0.00","0","0","0.00"
"11457  :  โรงพยาบาลสมเด็จพระยุพราชหล่มเก่า","273","0","0.00","311","0","0.00"
"11946  :  โรงพยาบาลค่ายพ่อขุนผาเมือง","0","0","0.00","0","0","0.00"
"10677  :  โรงพยาบาลราชบุรี","0","0","0.00","0","0","0.00"
"10728  :  โรงพยาบาลดำเนินสะดวก","0","0","0.00","0","0","0.00"
"10729  :  โรงพยาบาลบ้านโป่ง","0","0","0.00","0","0","0.00"
"10730  :  โรงพยาบาลโพธาราม","465","0","0.00","594","110","18.52"
"11273  :  โรงพยาบาลสวนผึ้ง","83","14","16.87","83","52","62.65"
"11274  :  โรงพยาบาลบางแพ","84","0","0.00","86","67","77.91"
"11275  :  โรงพยาบาลเจ็ดเสมียน","31","29","93.55","31","0","0.00"
"11276  :  โรงพยาบาลปากท่อ","129","111","86.05","132","0","0.00"
"11277  :  โรงพยาบาลวัดเพลง","119","90","75.63","118","8","6.78"
"11458  :  โรงพยาบาลสมเด็จพระยุพราชจอมบึง","267","0","0.00","270","0","0.00"
"11519  :  โรงพยาบาลค่ายภาณุรังษี","79","0","0.00","82","0","0.00"
"12093  :  สถานพยาบาลแพทย์ประดิษฐ์","0","0","0.00","0","0","0.00"
"12097  :  มหาชัยพร้อมแพทย์โรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0.00"
"12098  :  โรงพยาบาลกรุงเทพเมืองราชโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00"
"12103  :  โรงพยาบาลซานคามิลโล","0","0","0.00","0","0","0.00"
"12286  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 5","0","0","0.00","0","0","0.00"
"28858  :  โรงพยาบาลบ้านคา","15","0","0.00","17","0","0.00"
"10731  :  โรงพยาบาลพหลพลพยุหเสนา","0","0","0.00","139","119","85.61"
"10732  :  โรงพยาบาลมะการักษ์","205","193","94.15","218","0","0.00"
"11278  :  โรงพยาบาลไทรโยค","96","1","1.04","117","0","0.00"
"11279  :  โรงพยาบาลสมเด็จพระปิยมหาราชรมณียเขต","75","0","0.00","78","0","0.00"
"11280  :  โรงพยาบาลบ่อพลอย","178","0","0.00","184","0","0.00"
"11281  :  โรงพยาบาลท่ากระดาน","57","0","0.00","58","41","70.69"
"11282  :  โรงพยาบาลสมเด็จพระสังฆราชองค์ที่ ๑๙","647","537","83.00","653","19","2.91"
"11283  :  โรงพยาบาลทองผาภูมิ","98","0","0.00","201","65","32.34"
"11284  :  โรงพยาบาลสังขละบุรี","270","0","0.00","330","0","0.00"
"11285  :  โรงพยาบาลเจ้าคุณไพบูลย์พนมทวน","63","0","0.00","68","55","80.88"
"11286  :  โรงพยาบาลเลาขวัญ","54","47","87.04","54","0","0.00"
"11287  :  โรงพยาบาลด่านมะขามเตี้ย","89","0","0.00","93","0","0.00"
"11288  :  โรงพยาบาลสถานพระบารมี","106","0","0.00","106","0","0.00"
"11520  :  โรงพยาบาลค่ายสุรสีห์","0","0","0.00","0","0","0.00"
"14136  :  โรงพยาบาลศุกร์ศิริศรีสวัสดิ์","42","0","0.00","48","36","75.00"
"21948  :  โรงพยาบาลห้วยกระเจา เฉลิมพระเกียรติ 80 พรรษา","45","0","0.00","49","42","85.71"
"41701  :  โรงพยาบาลหนองปรือ","52","0","0.00","51","0","0.00"
"10678  :  โรงพยาบาลเจ้าพระยายมราช","988","0","0.00","1,175","1,029","87.57"
"10733  :  โรงพยาบาลสมเด็จพระสังฆราชองค์ที่17","183","0","0.00","223","199","89.24"
"11289  :  โรงพยาบาลเดิมบางนางบวช","176","0","0.00","175","161","92.00"
"11290  :  โรงพยาบาลด่านช้าง","434","1","0.23","437","404","92.45"
"11291  :  โรงพยาบาลบางปลาม้า","80","37","46.25","49","1","2.04"
"11292  :  โรงพยาบาลศรีประจันต์","66","0","0.00","68","0","0.00"
"11293  :  โรงพยาบาลดอนเจดีย์","260","0","0.00","259","239","92.28"
"11294  :  โรงพยาบาลสามชุก","202","0","0.00","202","187","92.57"
"11295  :  โรงพยาบาลอู่ทอง","781","0","0.00","791","0","0.00"
"11296  :  โรงพยาบาลหนองหญ้าไซ","125","74","59.20","125","0","0.00"
"12123  :  โรงพยาบาลวิภาวดี-ปิยราษฎร์","0","0","0.00","0","0","0.00"
"10679  :  โรงพยาบาลนครปฐม","0","0","0.00","0","0","0.00"
"11297  :  โรงพยาบาลกำแพงแสน","299","0","0.00","237","0","0.00"
"11298  :  โรงพยาบาลนครชัยศรี","207","0","0.00","205","185","90.24"
"11299  :  โรงพยาบาลห้วยพลู","164","1","0.61","164","0","0.00"
"11300  :  โรงพยาบาลดอนตูม","317","290","91.48","323","18","5.57"
"11301  :  โรงพยาบาลบางเลน","53","52","98.11","53","0","0.00"
"11302  :  โรงพยาบาลสามพราน","153","30","19.61","153","0","0.00"
"11303  :  โรงพยาบาลพุทธมณฑล","0","0","0.00","0","0","0.00"
"11473  :  โรงพยาบาลเมตตาประชารักษ์(วัดไร่ขิง)","0","0","0.00","0","0","0.00"
"11521  :  โรงพยาบาลจันทรุเบกษา","264","1","0.38","262","0","0.00"
"13819  :  โรงพยาบาลหลวงพ่อเปิ่น","0","0","0.00","0","0","0.00"
"10734  :  โรงพยาบาลสมุทรสาคร","0","0","0.00","0","0","0.00"
"11304  :  โรงพยาบาลกระทุ่มแบน","0","0","0.00","0","0","0.00"
"11305  :  โรงพยาบาลบ้านแพ้ว","0","0","0.00","0","0","0.00"
"12137  :  โรงพยาบาลทั่วไปขนาดเล็กเจษฎา","788","0","0.00","790","0","0.00"
"10735  :  โรงพยาบาลสมเด็จพระพุทธเลิศหล้า","0","0","0.00","0","0","0.00"
"11306  :  โรงพยาบาลนภาลัย","0","0","0.00","0","0","0.00"
"11307  :  โรงพยาบาลอัมพวา","3","0","0.00","3","0","0.00"
"10736  :  โรงพยาบาลพระจอมเกล้า","1,178","406","34.47","1,186","408","34.40"
"11308  :  โรงพยาบาลเขาย้อย","134","0","0.00","133","108","81.20"
"11309  :  โรงพยาบาลหนองหญ้าปล้อง","5","1","20.00","4","3","75.00"
"11310  :  โรงพยาบาลชะอำ","124","0","0.00","309","60","19.42"
"11311  :  โรงพยาบาลท่ายาง","183","155","84.70","182","1","0.55"
"11312  :  โรงพยาบาลบ้านลาด","20","20","100.00","19","0","0.00"
"11313  :  โรงพยาบาลบ้านแหลม","128","109","85.16","129","9","6.98"
"11314  :  โรงพยาบาลแก่งกระจาน","8","6","75.00","10","1","10.00"
"10737  :  โรงพยาบาลประจวบคีรีขันธ์","0","0","0.00","0","0","0.00"
"11315  :  โรงพยาบาลกุยบุรี","168","156","92.86","170","10","5.88"
"11316  :  โรงพยาบาลทับสะแก","137","0","0.00","138","127","92.03"
"11317  :  โรงพยาบาลบางสะพาน","180","0","0.00","179","0","0.00"
"11318  :  โรงพยาบาลบางสะพานน้อย","0","0","0.00","0","0","0.00"
"11319  :  โรงพยาบาลปราณบุรี","0","0","0.00","0","0","0.00"
"11320  :  โรงพยาบาลหัวหิน","0","0","0.00","0","0","0.00"
"11321  :  โรงพยาบาลสามร้อยยอด","169","151","89.35","173","0","0.00"
"11500  :  โรงพยาบาลกองบิน 5","0","0","0.00","0","0","0.00"
"11522  :  โรงพยาบาลค่ายธนะรัชต์","0","0","0.00","30","0","0.00"
"12471  :  สถานีกาชาดหัวหินเฉลิมพระเกียรติ","289","1","0.35","362","0","0.00"
"10680  :  โรงพยาบาลมหาราชนครศรีธรรมราช","0","0","0.00","0","0","0.00"
"11322  :  โรงพยาบาลพรหมคีรี","22","0","0.00","24","20","83.33"
