"โรงพยาบาล","2563","2564"
"ตค.","พย.","ธค.","มค.","กพ.","มีค.","เมย.","พค.","มิย.","กค.","สค.","กย."
"ทั้งหมด","อายุลงท้ายด้วยศูนย์","ทั้งหมด","อายุลงท้ายด้วยศูนย์","ทั้งหมด","อายุลงท้ายด้วยศูนย์","ทั้งหมด","อายุลงท้ายด้วยศูนย์","ทั้งหมด","อายุลงท้ายด้วยศูนย์","ทั้งหมด","อายุลงท้ายด้วยศูนย์","ทั้งหมด","อายุลงท้ายด้วยศูนย์","ทั้งหมด","อายุลงท้ายด้วยศูนย์","ทั้งหมด","อายุลงท้ายด้วยศูนย์","ทั้งหมด","อายุลงท้ายด้วยศูนย์","ทั้งหมด","อายุลงท้ายด้วยศูนย์","ทั้งหมด","อายุลงท้ายด้วยศูนย์"
"11068  :  โรงพยาบาลหนองพอก","5","1","6","0","10","1","8","1","8","1","8","1","2","1","5","0","2","0","3","0","2","0","3","1"
"11069  :  โรงพยาบาลเสลภูมิ","27","4","14","2","7","1","8","1","18","3","25","2","13","2","14","1","44","2","23","3","22","3","22","2"
"11070  :  โรงพยาบาลสุวรรณภูมิ","14","1","22","0","37","3","56","6","48","3","51","4","70","6","68","6","47","3","61","6","52","5","50","4"
"11071  :  โรงพยาบาลเมืองสรวง","0","0","1","0","2","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"11072  :  โรงพยาบาลโพนทราย","6","1","2","1","1","0","5","0","6","0","3","0","3","0","0","0","4","1","2","0","2","0","2","0"
"11073  :  โรงพยาบาลอาจสามารถ","7","0","7","0","8","1","4","0","7","0","9","1","5","0","5","0","7","1","6","1","9","0","8","0"
"11074  :  โรงพยาบาลเมยวดี","1","0","1","0","1","0","2","1","1","0","3","1","2","0","2","0","1","0","1","0","3","1","1","0"
"11075  :  โรงพยาบาลศรีสมเด็จ","75","7","92","7","104","9","89","4","103","10","92","13","90","7","87","11","89","6","65","7","62","7","42","3"
"11076  :  โรงพยาบาลจังหาร","2","0","2","0","2","0","1","0","1","0","4","0","0","0","2","0","2","0","0","0","0","0","0","0"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","1","0","4","0","5","0","1","1","2","0","2","0","1","0","0","0","0","0","0","0","0","0","1","0"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","22","3","49","1","36","1","27","2","31","3","15","3","27","2","30","1","33","2","22","3","41","2","32","2"
"27989  :  โรงพยาบาลเชียงขวัญ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27990  :  โรงพยาบาลหนองฮี","59","4","56","2","57","3","47","4","37","2","63","12","45","6","55","4","48","4","61","6","46","5","52","3"
"10709  :  โรงพยาบาลกาฬสินธุ์","9","0","10","0","4","1","7","3","14","2","29","3","0","0","0","0","5","0","19","1","19","0","14","0"
"11077  :  โรงพยาบาลนามน","0","0","3","0","1","0","0","0","2","0","2","0","1","0","2","0","0","0","1","0","1","0","2","1"
"11078  :  โรงพยาบาลกมลาไสย","8","1","3","1","0","0","2","0","1","0","2","0","6","1","2","0","2","0","4","0","5","0","0","0"
"11079  :  โรงพยาบาลร่องคำ","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11080  :  โรงพยาบาลเขาวง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11081  :  โรงพยาบาลยางตลาด","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11082  :  โรงพยาบาลห้วยเม็ก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11083  :  โรงพยาบาลสหัสขันธ์","61","17","63","37","39","7","36","11","53","34","36","14","63","28","44","29","51","17","28","3","47","24","46","18"
"11084  :  โรงพยาบาลคำม่วง","8","2","14","1","11","2","14","2","30","5","17","1","24","3","29","3","23","4","21","4","14","3","11","1"
"11085  :  โรงพยาบาลท่าคันโท","35","5","25","2","32","1","32","5","16","2","30","1","29","6","36","4","33","2","31","6","14","1","15","2"
"11086  :  โรงพยาบาลหนองกุงศรี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11087  :  โรงพยาบาลสมเด็จ","8","0","8","1","7","0","2","2","13","4","12","4","3","1","2","1","1","1","0","0","0","0","0","0"
"11088  :  โรงพยาบาลห้วยผึ้ง","0","0","0","0","1","0","3","1","2","0","3","0","2","0","0","0","1","1","1","0","3","0","2","0"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28017  :  โรงพยาบาลนาคู","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0"
"28789  :  โรงพยาบาลฆ้องชัย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28790  :  โรงพยาบาลดอนจาน","5","1","3","1","4","0","5","1","2","0","7","3","0","0","1","0","4","0","3","0","3","1","0","0"
"28791  :  โรงพยาบาลสามชัย","60","4","49","1","47","4","50","6","44","10","42","7","23","3","19","3","28","2","28","5","27","4","48","3"
"10710  :  โรงพยาบาลสกลนคร","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11089  :  โรงพยาบาลกุสุมาลย์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11090  :  โรงพยาบาลกุดบาก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11092  :  โรงพยาบาลพังโคน","0","0","3","0","4","1","1","0","4","0","3","1","5","1","3","0","5","1","4","0","0","0","2","0"
"11093  :  โรงพยาบาลวาริชภูมิ","1","0","5","1","3","0","0","0","2","1","1","0","3","0","7","1","2","1","1","0","1","1","1","0"
"11094  :  โรงพยาบาลนิคมน้ำอูน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11095  :  โรงพยาบาลวานรนิวาส","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11096  :  โรงพยาบาลคำตากล้า","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11097  :  โรงพยาบาลบ้านม่วง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11098  :  โรงพยาบาลอากาศอำนวย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11099  :  โรงพยาบาลส่องดาว","33","0","30","3","18","1","21","2","6","0","4","0","17","3","25","5","21","2","22","2","11","1","19","4"
"11100  :  โรงพยาบาลเต่างอย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11102  :  โรงพยาบาลเจริญศิลป์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11103  :  โรงพยาบาลโพนนาแก้ว","0","0","2","0","0","0","1","0","4","0","2","0","3","1","0","0","1","0","2","0","1","0","0","0"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10711  :  โรงพยาบาลนครพนม","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11104  :  โรงพยาบาลปลาปาก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11105  :  โรงพยาบาลท่าอุเทน","1","0","0","0","0","0","0","0","0","0","0","0","4","0","1","1","0","0","0","0","0","0","0","0"
"11106  :  โรงพยาบาลบ้านแพง","2","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11107  :  โรงพยาบาลนาทม","18","2","23","1","27","0","22","2","18","2","22","4","26","1","43","3","45","2","25","1","46","5","31","6"
"11108  :  โรงพยาบาลเรณูนคร","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11109  :  โรงพยาบาลนาแก","55","5","47","3","35","2","36","1","31","3","28","1","38","3","38","6","34","2","36","4","34","4","35","6"
"11110  :  โรงพยาบาลศรีสงคราม","2","1","3","0","3","0","3","0","1","0","2","0","1","0","1","0","0","0","1","0","2","0","1","0"
"11111  :  โรงพยาบาลนาหว้า","9","1","8","1","8","1","13","1","8","0","22","0","25","1","29","3","27","0","16","2","23","1","10","1"
"11112  :  โรงพยาบาลโพนสวรรค์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","2","1","1","1"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40840  :  โรงพยาบาลวังยาง","1","0","8","0","0","0","15","6","4","4","5","5","0","0","4","4","0","0","0","0","0","0","0","0"
"10712  :  โรงพยาบาลมุกดาหาร","7","1","12","0","13","2","9","1","4","0","6","1","4","0","5","0","5","1","17","1","2","0","11","1"
"11113  :  โรงพยาบาลนิคมคำสร้อย","5","0","3","0","1","0","5","0","6","2","47","32","59","48","21","12","7","2","8","3","2","2","1","1"
"11114  :  โรงพยาบาลดอนตาล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11115  :  โรงพยาบาลดงหลวง","4","1","2","0","0","0","0","0","6","0","1","0","0","0","0","0","3","0","0","0","1","0","5","0"
"11116  :  โรงพยาบาลคำชะอี","11","2","15","3","11","1","9","3","8","1","1","0","4","0","2","0","3","1","2","0","0","0","5","2"
"11117  :  โรงพยาบาลหว้านใหญ่","0","0","1","0","0","0","3","0","0","0","1","0","0","0","3","1","1","0","0","0","1","0","0","0"
"11118  :  โรงพยาบาลหนองสูง","1","0","1","0","0","0","1","0","1","0","1","0","0","0","0","0","1","0","1","1","1","0","1","1"
"06009  :  โรงพยาบาลแม่ตื่น","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0"
"10713  :  โรงพยาบาลนครพิงค์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11119  :  โรงพยาบาลจอมทอง","76","47","115","67","49","5","126","54","202","107","212","132","112","69","95","59","25","2","5","1","29","3","26","3"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","6","0","11","1","4","1","7","0","180","84","202","89","8","2","11","3","32","2","16","2","18","2","21","2"
"11121  :  โรงพยาบาลเชียงดาว","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11122  :  โรงพยาบาลดอยสะเก็ด","19","2","14","0","20","1","14","1","31","4","43","9","18","3","14","2","26","4","23","3","29","2","21","1"
"11123  :  โรงพยาบาลแม่แตง","21","5","16","1","18","2","20","0","23","6","29","5","20","3","20","2","15","5","22","1","21","2","13","3"
"11124  :  โรงพยาบาลสะเมิง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11125  :  โรงพยาบาลฝาง","100","15","97","6","85","7","70","7","48","5","60","8","28","2","43","3","37","5","0","0","27","2","11","3"
"11126  :  โรงพยาบาลแม่อาย","126","12","112","14","120","11","141","13","61","7","46","6","34","6","43","6","52","8","63","6","48","3","68","6"
"11127  :  โรงพยาบาลพร้าว","7","1","10","0","5","1","15","3","6","1","2","0","3","1","4","0","9","1","1","0","5","2","10","3"
"11128  :  โรงพยาบาลสันป่าตอง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11129  :  โรงพยาบาลสันกำแพง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11130  :  โรงพยาบาลสันทราย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11131  :  โรงพยาบาลหางดง","29","3","32","2","40","0","31","0","37","0","33","0","21","2","23","1","42","4","25","0","19","2","18","3"
"11132  :  โรงพยาบาลฮอด","0","0","1","0","0","0","1","0","0","0","1","0","2","0","3","0","6","0","0","0","3","0","1","0"
"11133  :  โรงพยาบาลดอยเต่า","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11134  :  โรงพยาบาลอมก๋อย","80","13","71","3","79","9","58","4","50","9","94","15","52","5","70","8","80","8","64","5","78","9","46","7"
"11135  :  โรงพยาบาลสารภี","33","2","35","1","20","0","20","1","25","2","41","7","34","3","41","5","32","5","32","3","26","5","14","2"
"11136  :  โรงพยาบาลเวียงแหง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11137  :  โรงพยาบาลไชยปราการ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11138  :  โรงพยาบาลแม่วาง","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"11139  :  โรงพยาบาลแม่ออน","93","12","106","8","108","10","81","8","80","6","87","7","95","6","128","16","87","9","90","11","59","6","68","2"
"11507  :  โรงพยาบาลกองบิน 41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11643  :  โรงพยาบาลดอยหล่อ","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"11978  :  โรงพยาบาลดารารัศมี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","9","0","0","0","1","0","5","0","5","0","2","1","4","0","2","0","2","0","3","0","1","0","4","0"
"12280  :  โรงพยาบาลสวนปรุง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10714  :  โรงพยาบาลลำพูน","0","0","10","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11140  :  โรงพยาบาลแม่ทา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11141  :  โรงพยาบาลบ้านโฮ่ง","242","127","189","52","195","64","151","28","124","13","143","15","147","18","158","21","179","19","150","12","130","11","102","7"
"11142  :  โรงพยาบาลลี้","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11144  :  โรงพยาบาลป่าซาง","0","0","0","0","0","0","140","43","14","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11145  :  โรงพยาบาลบ้านธิ","50","9","54","2","64","5","49","5","41","5","61","6","56","4","45","4","50","5","52","6","54","3","55","4"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24956  :  โรงพยาบาลเวียงหนองล่อง","118","23","84","4","82","13","67","10","70","11","81","9","53","5","73","5","62","3","64","9","65","7","49","6"
"10672  :  โรงพยาบาลลำปาง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11146  :  โรงพยาบาลแม่เมาะ","12","1","4","1","3","0","3","0","2","0","6","1","5","0","4","1","2","0","1","0","1","0","0","0"
"11147  :  โรงพยาบาลเกาะคา","13","0","10","0","10","1","16","1","12","0","18","1","14","1","11","1","8","1","8","0","7","0","11","0"
"11148  :  โรงพยาบาลเสริมงาม","37","36","3","3","59","29","64","35","65","37","106","61","14","8","1","0","0","0","20","19","0","0","0","0"
"11149  :  โรงพยาบาลงาว","1","0","1","0","14","10","15","6","5","1","72","29","77","40","23","13","3","1","1","0","0","0","0","0"
"11150  :  โรงพยาบาลแจ้ห่ม","89","77","55","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"11151  :  โรงพยาบาลวังเหนือ","5","1","38","21","11","1","12","4","15","7","15","3","7","0","6","0","18","0","6","0","7","0","19","1"
"11152  :  โรงพยาบาลเถิน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11153  :  โรงพยาบาลแม่พริก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11154  :  โรงพยาบาลแม่ทะ","67","4","89","10","92","12","76","8","65","7","94","8","78","3","82","5","81","6","77","9","62","6","77","7"
"11155  :  โรงพยาบาลสบปราบ","6","5","0","0","2","1","232","63","215","72","6","2","2","1","1","0","0","0","0","0","203","170","4","3"
"11156  :  โรงพยาบาลห้างฉัตร","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11157  :  โรงพยาบาลเมืองปาน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12283  :  โรงพยาบาลมะเร็งลำปาง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10673  :  โรงพยาบาลอุตรดิตถ์","9","0","22","1","108","102","41","31","163","66","9","2","5","1","21","1","32","3","36","5","10","0","21","0"
"11158  :  โรงพยาบาลตรอน","119","41","203","116","185","87","51","3","54","5","77","8","75","5","76","12","148","26","71","5","78","4","59","2"
"11159  :  โรงพยาบาลท่าปลา","2","0","8","1","5","0","11","1","10","6","3","0","1","1","2","0","6","1","7","0","4","1","1","0"
"11160  :  โรงพยาบาลน้ำปาด","6","1","6","1","7","1","14","0","5","0","14","0","73","36","58","35","8","0","8","1","12","0","6","1"
"11161  :  โรงพยาบาลฟากท่า","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11162  :  โรงพยาบาลบ้านโคก","5","1","2","1","3","0","4","1","2","1","3","0","2","0","4","0","3","0","2","1","4","0","5","0"
"11163  :  โรงพยาบาลพิชัย","14","9","16","11","16","12","17","16","10","7","13","11","8","3","10","3","14","10","10","7","11","6","5","1"
"11164  :  โรงพยาบาลลับแล","0","0","5","1","2","1","2","0","3","1","3","0","3","1","5","1","2","0","3","0","1","0","0","0"
"11165  :  โรงพยาบาลทองแสนขัน","83","75","105","74","45","29","8","1","7","0","1","0","3","0","49","15","36","5","3","2","8","1","24","1"
"11509  :  โรงพยาบาลค่ายพิชัยดาบหัก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10715  :  โรงพยาบาลแพร่","8","1","10","1","21","5","17","1","8","1","11","0","2","1","4","2","2","1","0","0","1","1","0","0"
"11166  :  โรงพยาบาลร้องกวาง","99","62","25","3","38","3","32","2","26","1","91","23","162","35","81","8","88","8","97","13","71","9","78","2"
"11167  :  โรงพยาบาลลอง","12","0","10","1","19","1","14","1","3","1","0","0","1","1","1","0","2","0","5","0","4","0","12","0"
"11169  :  โรงพยาบาลสูงเม่น","203","20","187","15","185","15","196","17","165","14","189","22","175","15","152","15","142","11","194","16","157","17","194","26"
"11170  :  โรงพยาบาลสอง","73","42","36","4","27","5","19","4","36","5","31","3","20","2","23","3","31","0","18","2","17","2","14","2"
"11171  :  โรงพยาบาลวังชิ้น","107","49","5","2","0","0","0","0","0","0","0","0","101","0","1","0","0","0","0","0","0","0","0","0"
"11172  :  โรงพยาบาลหนองม่วงไข่","99","16","130","28","136","23","103","11","91","6","102","8","105","11","102","14","112","21","109","12","85","11","80","7"
"11452  :  โรงพยาบาลสมเด็จพระยุพราชเด่นชัย","1","0","0","0","2","1","4","1","1","1","7","0","4","1","3","2","7","0","4","1","2","0","1","0"
"10716  :  โรงพยาบาลน่าน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11173  :  โรงพยาบาลแม่จริม","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11174  :  โรงพยาบาลบ้านหลวง","20","4","36","3","108","16","69","18","27","3","75","31","17","2","23","2","60","20","46","26","29","6","33","5"
"11175  :  โรงพยาบาลนาน้อย","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11176  :  โรงพยาบาลท่าวังผา","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","1","0"
"11177  :  โรงพยาบาลเวียงสา","2","0","5","0","7","2","2","0","3","0","2","0","4","0","9","0","3","0","3","0","3","1","1","0"
"11178  :  โรงพยาบาลทุ่งช้าง","115","15","87","17","90","16","53","4","35","4","49","4","61","11","94","40","66","10","73","9","59","9","55","5"
"11179  :  โรงพยาบาลเชียงกลาง","69","5","72","7","68","7","54","6","50","7","57","4","63","7","48","3","47","3","74","3","61","5","66","5"
"11180  :  โรงพยาบาลนาหมื่น","0","0","3","0","7","1","4","0","9","1","9","0","13","1","14","0","9","1","12","1","7","0","3","0"
"11181  :  โรงพยาบาลสันติสุข","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0"
"11182  :  โรงพยาบาลบ่อเกลือ","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0"
"11183  :  โรงพยาบาลสองแคว","78","62","26","20","14","12","16","12","2","1","74","44","34","21","32","22","21","17","5","4","17","14","6","4"
"11453  :  โรงพยาบาลสมเด็จพระยุพราชปัว","130","10","110","10","150","15","100","13","101","12","100","6","126","10","95","8","101","6","96","3","89","3","92","7"
"11510  :  โรงพยาบาลค่ายสุริยพงษ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11625  :  โรงพยาบาลเฉลิมพระเกียรติ","4","0","0","0","2","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1"
"25017  :  โรงพยาบาลภูเพียง","0","0","0","0","0","0","0","0","1","1","1","0","0","0","1","0","1","0","0","0","3","0","0","0"
"10717  :  โรงพยาบาลพะเยา","23","2","27","4","23","2","27","5","22","1","13","1","2","0","1","0","1","0","0","0","0","0","0","0"
"10718  :  โรงพยาบาลเชียงคำ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11184  :  โรงพยาบาลจุน","4","1","1","1","2","1","2","0","2","0","3","1","0","0","0","0","1","0","2","0","0","0","0","0"
"11185  :  โรงพยาบาลเชียงม่วน","40","4","48","2","46","3","43","2","30","4","42","5","35","3","46","4","43","7","27","4","32","3","39","4"
"11186  :  โรงพยาบาลดอกคำใต้","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11187  :  โรงพยาบาลปง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11188  :  โรงพยาบาลแม่ใจ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15140  :  โรงพยาบาลค่ายขุนเจืองธรรมิกราช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40744  :  โรงพยาบาลภูซาง","12","1","7","0","6","0","4","0","6","0","6","0","32","1","23","2","24","3","15","0","15","1","15","0"
"40745  :  โรงพยาบาลภูกามยาว","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
