"โรงพยาบาล","รวมทั้งปีงบประมาณ","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"หญิงคลอดในเขต","ได้รับวัคซีน(815)","ร้อยละ","หญิงคลอดในเขต","ได้รับวัคซีน(815)","ร้อยละ","หญิงคลอดในเขต","ได้รับวัคซีน(815)","ร้อยละ","หญิงคลอดในเขต","ได้รับวัคซีน(815)","ร้อยละ","หญิงคลอดในเขต","ได้รับวัคซีน(815)","ร้อยละ"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","29","5","17.24","10","3","30.00","6","1","16.67","8","1","12.50","5","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","10","1","10.00","1","0","0.00","2","0","0.00","2","0","0.00","5","1","20.00"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24032  :  โรงพยาบาลนาตาล","7","0","0.00","2","0","0.00","3","0","0.00","2","0","0.00","0","0","0.00"
"24821  :  โรงพยาบาลนาเยีย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","3","0","0.00","1","0","0.00","0","0","0.00","2","0","0.00","0","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","5","3","60.00","2","0","0.00","2","2","100.00","1","1","100.00","0","0","0.00"
"10701  :  โรงพยาบาลยโสธร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10963  :  โรงพยาบาลทรายมูล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10964  :  โรงพยาบาลกุดชุม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","23","10","43.48","6","2","33.33","3","2","66.67","4","2","50.00","10","4","40.00"
"10966  :  โรงพยาบาลป่าติ้ว","30","7","23.33","4","2","50.00","10","2","20.00","6","2","33.33","10","1","10.00"
"10967  :  โรงพยาบาลมหาชนะชัย","19","11","57.89","6","1","16.67","5","5","100.00","4","1","25.00","4","4","100.00"
"10968  :  โรงพยาบาลค้อวัง","15","2","13.33","2","0","0.00","7","1","14.29","4","1","25.00","2","0","0.00"
"10969  :  โรงพยาบาลไทยเจริญ","18","3","16.67","3","0","0.00","8","2","25.00","3","1","33.33","4","0","0.00"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","76","28","36.84","14","3","21.43","17","11","64.71","25","12","48.00","20","2","10.00"
"11921  :  โรงพยาบาลนายแพทย์หาญ","3","0","0.00","0","0","0.00","2","0","0.00","0","0","0.00","1","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","31","22","70.97","10","7","70.00","9","7","77.78","3","2","66.67","9","6","66.67"
"10702  :  โรงพยาบาลชัยภูมิ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10970  :  โรงพยาบาลบ้านเขว้า","46","34","73.91","12","8","66.67","11","8","72.73","11","9","81.82","12","9","75.00"
"10971  :  โรงพยาบาลคอนสวรรค์","20","15","75.00","8","8","100.00","4","1","25.00","5","3","60.00","3","3","100.00"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","26","14","53.85","7","4","57.14","6","3","50.00","4","2","50.00","9","5","55.56"
"10973  :  โรงพยาบาลหนองบัวแดง","51","20","39.22","15","9","60.00","7","2","28.57","15","5","33.33","14","4","28.57"
"10974  :  โรงพยาบาลจัตุรัส","44","24","54.55","12","6","50.00","13","7","53.85","8","5","62.50","11","6","54.55"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","44","33","75.00","11","7","63.64","14","14","100.00","10","9","90.00","9","3","33.33"
"10976  :  โรงพยาบาลหนองบัวระเหว","24","20","83.33","6","4","66.67","6","6","100.00","9","7","77.78","3","3","100.00"
"10977  :  โรงพยาบาลเทพสถิต","54","44","81.48","13","13","100.00","10","6","60.00","15","14","93.33","16","11","68.75"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","49","16","32.65","16","7","43.75","11","4","36.36","10","2","20.00","12","3","25.00"
"10979  :  โรงพยาบาลบ้านแท่น","31","15","48.39","8","5","62.50","11","5","45.45","8","4","50.00","4","1","25.00"
"10980  :  โรงพยาบาลแก้งคร้อ","39","31","79.49","12","9","75.00","11","9","81.82","9","6","66.67","7","7","100.00"
"10981  :  โรงพยาบาลคอนสาร","27","11","40.74","5","4","80.00","5","2","40.00","7","2","28.57","10","3","30.00"
"10982  :  โรงพยาบาลภักดีชุมพล","18","14","77.78","9","7","77.78","4","3","75.00","2","2","100.00","3","2","66.67"
"10983  :  โรงพยาบาลเนินสง่า","10","10","100.00","5","5","100.00","2","2","100.00","2","2","100.00","1","1","100.00"
"10703  :  โรงพยาบาลอำนาจเจริญ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10985  :  โรงพยาบาลชานุมาน","32","16","50.00","8","2","25.00","4","2","50.00","13","9","69.23","7","3","42.86"
"10986  :  โรงพยาบาลปทุมราชวงศา","33","13","39.39","6","3","50.00","7","3","42.86","8","3","37.50","12","4","33.33"
"10987  :  โรงพยาบาลพนา","15","0","0.00","1","0","0.00","3","0","0.00","6","0","0.00","5","0","0.00"
"10988  :  โรงพยาบาลเสนางคนิคม","50","4","8.00","17","0","0.00","13","1","7.69","10","2","20.00","10","1","10.00"
"10989  :  โรงพยาบาลหัวตะพาน","25","4","16.00","3","1","33.33","4","1","25.00","7","0","0.00","11","2","18.18"
"10990  :  โรงพยาบาลลืออำนาจ","22","6","27.27","7","3","42.86","6","2","33.33","6","0","0.00","3","1","33.33"
"11040  :  โรงพยาบาลบึงกาฬ","4","1","25.00","1","0","0.00","0","0","0.00","0","0","0.00","3","1","33.33"
"11041  :  โรงพยาบาลพรเจริญ","22","7","31.82","5","2","40.00","3","2","66.67","9","3","33.33","5","0","0.00"
"11043  :  โรงพยาบาลโซ่พิสัย","65","32","49.23","24","8","33.33","14","8","57.14","17","11","64.71","10","5","50.00"
"11046  :  โรงพยาบาลเซกา","95","11","11.58","20","3","15.00","27","2","7.41","20","4","20.00","28","2","7.14"
"11047  :  โรงพยาบาลปากคาด","31","8","25.81","16","6","37.50","5","1","20.00","4","0","0.00","6","1","16.67"
"11048  :  โรงพยาบาลบึงโขงหลง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11049  :  โรงพยาบาลศรีวิไล","31","21","67.74","9","4","44.44","11","10","90.91","8","5","62.50","3","2","66.67"
"11050  :  โรงพยาบาลบุ่งคล้า","8","3","37.50","3","1","33.33","1","1","100.00","2","1","50.00","2","0","0.00"
"10704  :  โรงพยาบาลหนองบัวลำภู","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10991  :  โรงพยาบาลนากลาง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10992  :  โรงพยาบาลโนนสัง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10670  :  โรงพยาบาลขอนแก่น","6","0","0.00","1","0","0.00","0","0","0.00","3","0","0.00","2","0","0.00"
"10995  :  โรงพยาบาลบ้านฝาง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10996  :  โรงพยาบาลพระยืน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10997  :  โรงพยาบาลหนองเรือ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10998  :  โรงพยาบาลชุมแพ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10999  :  โรงพยาบาลสีชมพู","47","24","51.06","11","5","45.45","9","5","55.56","13","7","53.85","14","7","50.00"
"11000  :  โรงพยาบาลน้ำพอง","38","24","63.16","13","9","69.23","7","3","42.86","8","5","62.50","10","7","70.00"
"11001  :  โรงพยาบาลอุบลรัตน์","33","12","36.36","9","4","44.44","7","2","28.57","7","4","57.14","10","2","20.00"
"11002  :  โรงพยาบาลบ้านไผ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11003  :  โรงพยาบาลเปือยน้อย","14","1","7.14","4","0","0.00","3","0","0.00","3","0","0.00","4","1","25.00"
"11004  :  โรงพยาบาลพล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11005  :  โรงพยาบาลแวงใหญ่","14","0","0.00","2","0","0.00","3","0","0.00","4","0","0.00","5","0","0.00"
"11006  :  โรงพยาบาลแวงน้อย","41","1","2.44","13","1","7.69","6","0","0.00","13","0","0.00","9","0","0.00"
"11007  :  โรงพยาบาลหนองสองห้อง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11008  :  โรงพยาบาลภูเวียง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11009  :  โรงพยาบาลมัญจาคีรี","34","23","67.65","10","8","80.00","7","6","85.71","7","3","42.86","10","6","60.00"
"11010  :  โรงพยาบาลชนบท","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11011  :  โรงพยาบาลเขาสวนกวาง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11012  :  โรงพยาบาลภูผาม่าน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","61","18","29.51","16","5","31.25","12","4","33.33","18","5","27.78","15","4","26.67"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14132  :  โรงพยาบาลซำสูง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"77649  :  โรงพยาบาลหนองนาคำ","1","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00"
"77650  :  โรงพยาบาลเวียงเก่า","2","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00","1","0","0.00"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","4","3","75.00","3","2","66.67","0","0","0.00","0","0","0.00","1","1","100.00"
"77652  :  โรงพยาบาลโนนศิลา","12","5","41.67","5","2","40.00","3","0","0.00","3","3","100.00","1","0","0.00"
"10671  :  โรงพยาบาลอุดรธานี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11013  :  โรงพยาบาลกุดจับ","8","2","25.00","3","0","0.00","2","0","0.00","0","0","0.00","3","2","66.67"
"11014  :  โรงพยาบาลหนองวัวซอ","29","17","58.62","7","5","71.43","6","4","66.67","11","5","45.45","5","3","60.00"
"11015  :  โรงพยาบาลกุมภวาปี","25","4","16.00","8","2","25.00","8","0","0.00","9","2","22.22","0","0","0.00"
"11016  :  โรงพยาบาลห้วยเกิ้ง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11017  :  โรงพยาบาลโนนสะอาด","18","1","5.56","5","1","20.00","8","0","0.00","4","0","0.00","1","0","0.00"
"11018  :  โรงพยาบาลหนองหาน","55","10","18.18","18","6","33.33","11","2","18.18","3","0","0.00","23","2","8.70"
"11019  :  โรงพยาบาลทุ่งฝน","25","1","4.00","11","0","0.00","4","1","25.00","4","0","0.00","6","0","0.00"
"11020  :  โรงพยาบาลไชยวาน","33","8","24.24","8","4","50.00","11","3","27.27","7","1","14.29","7","0","0.00"
"11021  :  โรงพยาบาลศรีธาตุ","12","9","75.00","8","5","62.50","2","2","100.00","1","1","100.00","1","1","100.00"
"11022  :  โรงพยาบาลวังสามหมอ","33","11","33.33","11","2","18.18","6","2","33.33","7","5","71.43","9","2","22.22"
"11023  :  โรงพยาบาลบ้านผือ","38","19","50.00","6","3","50.00","11","6","54.55","10","5","50.00","11","5","45.45"
"11024  :  โรงพยาบาลน้ำโสม","35","1","2.86","11","0","0.00","6","0","0.00","7","0","0.00","11","1","9.09"
"11025  :  โรงพยาบาลเพ็ญ","45","12","26.67","13","5","38.46","10","2","20.00","11","3","27.27","11","2","18.18"
"11026  :  โรงพยาบาลสร้างคอม","13","0","0.00","6","0","0.00","3","0","0.00","2","0","0.00","2","0","0.00"
"11027  :  โรงพยาบาลหนองแสง","6","0","0.00","3","0","0.00","1","0","0.00","1","0","0.00","1","0","0.00"
"11028  :  โรงพยาบาลนายูง","6","1","16.67","1","0","0.00","1","1","100.00","2","0","0.00","2","0","0.00"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","18","10","55.56","7","5","71.43","3","2","66.67","6","1","16.67","2","2","100.00"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","56","34","60.71","18","13","72.22","14","8","57.14","13","7","53.85","11","6","54.55"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25058  :  โรงพยาบาลกู่แก้ว","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10705  :  โรงพยาบาลเลย","51","26","50.98","16","8","50.00","6","3","50.00","14","8","57.14","15","7","46.67"
"11030  :  โรงพยาบาลนาด้วง","55","31","56.36","19","9","47.37","11","4","36.36","11","9","81.82","14","9","64.29"
"11031  :  โรงพยาบาลเชียงคาน","57","26","45.61","12","5","41.67","12","6","50.00","18","10","55.56","15","5","33.33"
"11032  :  โรงพยาบาลปากชม","21","14","66.67","7","4","57.14","4","3","75.00","4","2","50.00","6","5","83.33"
"11033  :  โรงพยาบาลนาแห้ว","8","7","87.50","3","3","100.00","2","2","100.00","1","0","0.00","2","2","100.00"
"11034  :  โรงพยาบาลภูเรือ","32","21","65.63","11","7","63.64","6","4","66.67","10","9","90.00","5","1","20.00"
"11035  :  โรงพยาบาลท่าลี่","7","3","42.86","1","1","100.00","2","2","100.00","1","0","0.00","3","0","0.00"
"11036  :  โรงพยาบาลวังสะพุง","55","40","72.73","16","13","81.25","13","8","61.54","12","8","66.67","14","11","78.57"
"11037  :  โรงพยาบาลภูกระดึง","55","47","85.45","15","11","73.33","13","13","100.00","17","14","82.35","10","9","90.00"
"11038  :  โรงพยาบาลภูหลวง","16","5","31.25","5","4","80.00","2","1","50.00","3","0","0.00","6","0","0.00"
"11039  :  โรงพยาบาลผาขาว","64","39","60.94","18","12","66.67","11","5","45.45","18","13","72.22","17","9","52.94"
"11447  :  โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","49","41","83.67","18","17","94.44","13","11","84.62","11","11","100.00","7","2","28.57"
"14133  :  โรงพยาบาลเอราวัณ","25","22","88.00","7","7","100.00","7","5","71.43","7","6","85.71","4","4","100.00"
"14644  :  โรงพยาบาลจิตเวชเลยราชนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28861  :  โรงพยาบาลหนองหิน","9","6","66.67","3","2","66.67","3","2","66.67","0","0","0.00","3","2","66.67"
"10706  :  โรงพยาบาลหนองคาย","67","2","2.99","19","0","0.00","13","2","15.38","16","0","0.00","19","0","0.00"
"11042  :  โรงพยาบาลโพนพิสัย","16","2","12.50","8","2","25.00","1","0","0.00","3","0","0.00","4","0","0.00"
"11044  :  โรงพยาบาลศรีเชียงใหม่","18","3","16.67","5","2","40.00","5","0","0.00","6","0","0.00","2","1","50.00"
"11045  :  โรงพยาบาลสังคม","22","17","77.27","7","7","100.00","5","3","60.00","6","5","83.33","4","2","50.00"
"11448  :  โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ","68","1","1.47","21","0","0.00","15","0","0.00","16","1","6.25","16","0","0.00"
"14558  :  โรงพยาบาลพิสัยเวช","44","8","18.18","9","5","55.56","12","2","16.67","10","1","10.00","13","0","0.00"
"21356  :  โรงพยาบาลสระใคร","10","0","0.00","3","0","0.00","3","0","0.00","2","0","0.00","2","0","0.00"
"28778  :  โรงพยาบาลโพธิ์ตาก","7","0","0.00","2","0","0.00","3","0","0.00","2","0","0.00","0","0","0.00"
"28811  :  โรงพยาบาลเฝ้าไร่","9","0","0.00","2","0","0.00","1","0","0.00","2","0","0.00","4","0","0.00"
"28815  :  โรงพยาบาลรัตนวาปี","1","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00"
"10707  :  โรงพยาบาลมหาสารคาม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11051  :  โรงพยาบาลแกดำ","30","15","50.00","6","3","50.00","7","2","28.57","9","4","44.44","8","6","75.00"
"11052  :  โรงพยาบาลโกสุมพิสัย","37","21","56.76","13","8","61.54","9","3","33.33","5","4","80.00","10","6","60.00"
"11053  :  โรงพยาบาลกันทรวิชัย","21","6","28.57","5","1","20.00","3","1","33.33","7","2","28.57","6","2","33.33"
"11054  :  โรงพยาบาลเชียงยืน","39","11","28.21","14","3","21.43","13","5","38.46","5","1","20.00","7","2","28.57"
"11055  :  โรงพยาบาลบรบือ","61","35","57.38","18","11","61.11","12","7","58.33","13","8","61.54","18","9","50.00"
"11056  :  โรงพยาบาลนาเชือก","13","8","61.54","1","0","0.00","4","1","25.00","2","2","100.00","6","5","83.33"
"11057  :  โรงพยาบาลพยัคฆภูมิพิสัย","50","4","8.00","11","1","9.09","13","1","7.69","13","1","7.69","13","1","7.69"
"11058  :  โรงพยาบาลวาปีปทุม","49","24","48.98","15","7","46.67","13","6","46.15","10","5","50.00","11","6","54.55"
"11059  :  โรงพยาบาลนาดูน","13","4","30.77","2","0","0.00","5","2","40.00","2","1","50.00","4","1","25.00"
"11060  :  โรงพยาบาลยางสีสุราช","8","0","0.00","3","0","0.00","3","0","0.00","0","0","0.00","2","0","0.00"
"22953  :  โรงพยาบาลสุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม","82","14","17.07","26","5","19.23","13","3","23.08","24","4","16.67","19","2","10.53"
"24704  :  โรงพยาบาลกุดรัง","7","6","85.71","0","0","0.00","3","3","100.00","1","1","100.00","3","2","66.67"
"28843  :  โรงพยาบาลชื่นชม","2","1","50.00","1","1","100.00","1","0","0.00","0","0","0.00","0","0","0.00"
"10708  :  โรงพยาบาลร้อยเอ็ด","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11061  :  โรงพยาบาลเกษตรวิสัย","54","24","44.44","14","6","42.86","15","5","33.33","12","6","50.00","13","7","53.85"
"11062  :  โรงพยาบาลปทุมรัตต์","22","2","9.09","6","1","16.67","5","0","0.00","6","1","16.67","5","0","0.00"
"11063  :  โรงพยาบาลจตุรพักตรพิมาน","27","3","11.11","14","2","14.29","7","1","14.29","5","0","0.00","1","0","0.00"
"11064  :  โรงพยาบาลธวัชบุรี","16","3","18.75","2","0","0.00","6","1","16.67","3","1","33.33","5","1","20.00"
"11065  :  โรงพยาบาลพนมไพร","33","13","39.39","11","7","63.64","7","2","28.57","9","2","22.22","6","2","33.33"
"11066  :  โรงพยาบาลโพนทอง","40","19","47.50","15","6","40.00","10","5","50.00","10","4","40.00","5","4","80.00"
"11067  :  โรงพยาบาลโพธิ์ชัย","16","6","37.50","4","3","75.00","3","2","66.67","4","0","0.00","5","1","20.00"
"11068  :  โรงพยาบาลหนองพอก","35","11","31.43","7","4","57.14","13","2","15.38","4","3","75.00","11","2","18.18"
"11069  :  โรงพยาบาลเสลภูมิ","54","29","53.70","17","7","41.18","16","10","62.50","13","7","53.85","8","5","62.50"
"11070  :  โรงพยาบาลสุวรรณภูมิ","79","66","83.54","17","17","100.00","19","17","89.47","20","15","75.00","23","17","73.91"
"11071  :  โรงพยาบาลเมืองสรวง","6","1","16.67","6","1","16.67","0","0","0.00","0","0","0.00","0","0","0.00"
"11072  :  โรงพยาบาลโพนทราย","23","5","21.74","7","2","28.57","7","1","14.29","7","2","28.57","2","0","0.00"
"11073  :  โรงพยาบาลอาจสามารถ","49","9","18.37","11","1","9.09","14","1","7.14","13","2","15.38","11","5","45.45"
"11074  :  โรงพยาบาลเมยวดี","20","7","35.00","7","2","28.57","4","1","25.00","5","2","40.00","4","2","50.00"
"11075  :  โรงพยาบาลศรีสมเด็จ","15","3","20.00","4","2","50.00","4","0","0.00","2","1","50.00","5","0","0.00"
"11076  :  โรงพยาบาลจังหาร","8","0","0.00","0","0","0.00","3","0","0.00","1","0","0.00","4","0","0.00"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","5","1","20.00","1","0","0.00","2","1","50.00","2","0","0.00","0","0","0.00"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","1","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","1","1","100.00","0","0","0.00","0","0","0.00","0","0","0.00","1","1","100.00"
"27989  :  โรงพยาบาลเชียงขวัญ","5","2","40.00","0","0","0.00","2","1","50.00","3","1","33.33","0","0","0.00"
"27990  :  โรงพยาบาลหนองฮี","10","6","60.00","3","1","33.33","1","1","100.00","5","3","60.00","1","1","100.00"
"10709  :  โรงพยาบาลกาฬสินธุ์","15","0","0.00","5","0","0.00","3","0","0.00","3","0","0.00","4","0","0.00"
"11077  :  โรงพยาบาลนามน","35","7","20.00","11","5","45.45","4","1","25.00","14","0","0.00","6","1","16.67"
"11078  :  โรงพยาบาลกมลาไสย","40","4","10.00","12","3","25.00","8","0","0.00","6","1","16.67","14","0","0.00"
"11079  :  โรงพยาบาลร่องคำ","14","2","14.29","3","0","0.00","5","1","20.00","1","0","0.00","5","1","20.00"
"11080  :  โรงพยาบาลเขาวง","25","5","20.00","8","3","37.50","9","1","11.11","5","1","20.00","3","0","0.00"
"11081  :  โรงพยาบาลยางตลาด","40","1","2.50","10","0","0.00","12","1","8.33","11","0","0.00","7","0","0.00"
"11082  :  โรงพยาบาลห้วยเม็ก","18","4","22.22","5","2","40.00","3","0","0.00","5","2","40.00","5","0","0.00"
"11083  :  โรงพยาบาลสหัสขันธ์","16","8","50.00","3","1","33.33","6","4","66.67","2","1","50.00","5","2","40.00"
"11084  :  โรงพยาบาลคำม่วง","32","13","40.63","8","5","62.50","7","2","28.57","8","3","37.50","9","3","33.33"
"11085  :  โรงพยาบาลท่าคันโท","34","2","5.88","8","0","0.00","9","0","0.00","6","2","33.33","11","0","0.00"
"11086  :  โรงพยาบาลหนองกุงศรี","29","2","6.90","8","1","12.50","5","1","20.00","9","0","0.00","7","0","0.00"
"11087  :  โรงพยาบาลสมเด็จ","36","15","41.67","8","5","62.50","10","7","70.00","12","0","0.00","6","3","50.00"
"11088  :  โรงพยาบาลห้วยผึ้ง","32","12","37.50","7","3","42.86","6","3","50.00","12","4","33.33","7","2","28.57"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","59","36","61.02","12","8","66.67","15","7","46.67","14","9","64.29","18","12","66.67"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28017  :  โรงพยาบาลนาคู","7","2","28.57","2","0","0.00","1","1","100.00","3","1","33.33","1","0","0.00"
"28789  :  โรงพยาบาลฆ้องชัย","9","2","22.22","2","1","50.00","4","1","25.00","2","0","0.00","1","0","0.00"
"28790  :  โรงพยาบาลดอนจาน","14","3","21.43","1","0","0.00","6","2","33.33","3","0","0.00","4","1","25.00"
"28791  :  โรงพยาบาลสามชัย","9","4","44.44","0","0","0.00","5","3","60.00","0","0","0.00","4","1","25.00"
"10710  :  โรงพยาบาลสกลนคร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11089  :  โรงพยาบาลกุสุมาลย์","36","12","33.33","9","5","55.56","13","4","30.77","11","1","9.09","3","2","66.67"
"11090  :  โรงพยาบาลกุดบาก","12","5","41.67","3","2","66.67","6","3","50.00","3","0","0.00","0","0","0.00"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","12","7","58.33","6","4","66.67","2","1","50.00","2","0","0.00","2","2","100.00"
"11092  :  โรงพยาบาลพังโคน","20","11","55.00","13","7","53.85","3","1","33.33","1","1","100.00","3","2","66.67"
"11093  :  โรงพยาบาลวาริชภูมิ","31","23","74.19","8","6","75.00","3","3","100.00","12","8","66.67","8","6","75.00"
"11094  :  โรงพยาบาลนิคมน้ำอูน","1","1","100.00","0","0","0.00","1","1","100.00","0","0","0.00","0","0","0.00"
"11095  :  โรงพยาบาลวานรนิวาส","56","29","51.79","20","13","65.00","10","2","20.00","8","5","62.50","18","9","50.00"
"11096  :  โรงพยาบาลคำตากล้า","25","10","40.00","12","2","16.67","6","3","50.00","4","3","75.00","3","2","66.67"
"11097  :  โรงพยาบาลบ้านม่วง","19","6","31.58","4","0","0.00","4","2","50.00","9","3","33.33","2","1","50.00"
"11098  :  โรงพยาบาลอากาศอำนวย","10","5","50.00","2","1","50.00","7","4","57.14","1","0","0.00","0","0","0.00"
"11099  :  โรงพยาบาลส่องดาว","23","8","34.78","7","6","85.71","9","1","11.11","5","1","20.00","2","0","0.00"
