"โรงพยาบาล","รวมทั้งปีงบประมาณ","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"D","A","B","C","A+C","ร้อยละ","D","A","B","C","A+C","ร้อยละ","D","A","B","C","A+C","ร้อยละ","D","A","B","C","A+C","ร้อยละ","D","A","B","C","A+C","ร้อยละ"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","57","1","0","4","5","8.77","13","1","0","0","1","7.69","16","0","0","2","2","12.50","10","0","0","0","0","0.00","18","0","0","2","2","11.11"
"11092  :  โรงพยาบาลพังโคน","46","0","0","2","2","4.35","11","0","0","1","1","9.09","11","0","0","0","0","0.00","16","0","0","1","1","6.25","8","0","0","0","0","0.00"
"11093  :  โรงพยาบาลวาริชภูมิ","34","1","0","0","1","2.94","8","0","0","0","0","0.00","12","0","0","0","0","0.00","11","1","0","0","1","9.09","3","0","0","0","0","0.00"
"11094  :  โรงพยาบาลนิคมน้ำอูน","13","0","0","1","1","7.69","4","0","0","0","0","0.00","0","0","0","0","0","0.00","8","0","0","1","1","12.50","1","0","0","0","0","0.00"
"11095  :  โรงพยาบาลวานรนิวาส","154","6","1","10","16","10.39","37","0","0","0","0","0.00","44","1","1","5","6","13.64","33","4","0","1","5","15.15","40","1","0","4","5","12.50"
"11096  :  โรงพยาบาลคำตากล้า","25","1","0","0","1","4.00","5","0","0","0","0","0.00","2","0","0","0","0","0.00","13","0","0","0","0","0.00","5","1","0","0","1","20.00"
"11097  :  โรงพยาบาลบ้านม่วง","52","3","1","1","4","7.69","15","2","0","1","3","20.00","15","1","0","0","1","6.67","15","0","0","0","0","0.00","7","0","1","0","0","0.00"
"11098  :  โรงพยาบาลอากาศอำนวย","73","2","0","2","4","5.48","13","1","0","0","1","7.69","20","0","0","0","0","0.00","20","1","0","0","1","5.00","20","0","0","2","2","10.00"
"11099  :  โรงพยาบาลส่องดาว","25","3","0","0","3","12.00","7","0","0","0","0","0.00","6","1","0","0","1","16.67","10","0","0","0","0","0.00","2","2","0","0","2","100.00"
"11100  :  โรงพยาบาลเต่างอย","16","0","0","0","0","0.00","7","0","0","0","0","0.00","1","0","0","0","0","0.00","5","0","0","0","0","0.00","3","0","0","0","0","0.00"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","33","1","0","0","1","3.03","6","0","0","0","0","0.00","16","1","0","0","1","6.25","9","0","0","0","0","0.00","2","0","0","0","0","0.00"
"11102  :  โรงพยาบาลเจริญศิลป์","22","0","0","0","0","0.00","6","0","0","0","0","0.00","7","0","0","0","0","0.00","6","0","0","0","0","0.00","3","0","0","0","0","0.00"
"11103  :  โรงพยาบาลโพนนาแก้ว","28","1","1","1","2","7.14","9","0","0","1","1","11.11","10","0","1","0","0","0.00","6","0","0","0","0","0.00","3","1","0","0","1","33.33"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","194","47","0","17","64","32.99","51","12","0","4","16","31.37","46","12","0","4","16","34.78","45","11","0","6","17","37.78","52","12","0","3","15","28.85"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","56","0","0","1","1","1.79","14","0","0","0","0","0.00","23","0","0","1","1","4.35","11","0","0","0","0","0.00","8","0","0","0","0","0.00"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10711  :  โรงพยาบาลนครพนม","591","167","1","92","259","43.82","189","52","0","31","83","43.92","146","31","0","27","58","39.73","151","47","1","24","71","47.02","105","37","0","10","47","44.76"
"11104  :  โรงพยาบาลปลาปาก","6","0","0","0","0","0.00","0","0","0","0","0","0.00","2","0","0","0","0","0.00","1","0","0","0","0","0.00","3","0","0","0","0","0.00"
"11105  :  โรงพยาบาลท่าอุเทน","15","0","0","0","0","0.00","4","0","0","0","0","0.00","0","0","0","0","0","0.00","6","0","0","0","0","0.00","5","0","0","0","0","0.00"
"11106  :  โรงพยาบาลบ้านแพง","24","1","0","0","1","4.17","7","0","0","0","0","0.00","7","1","0","0","1","14.29","7","0","0","0","0","0.00","3","0","0","0","0","0.00"
"11107  :  โรงพยาบาลนาทม","35","0","0","0","0","0.00","6","0","0","0","0","0.00","8","0","0","0","0","0.00","11","0","0","0","0","0.00","10","0","0","0","0","0.00"
"11108  :  โรงพยาบาลเรณูนคร","67","1","0","0","1","1.49","11","0","0","0","0","0.00","12","0","0","0","0","0.00","32","1","0","0","1","3.13","12","0","0","0","0","0.00"
"11109  :  โรงพยาบาลนาแก","89","4","0","4","8","8.99","23","1","0","2","3","13.04","20","1","0","1","2","10.00","29","2","0","1","3","10.34","17","0","0","0","0","0.00"
"11110  :  โรงพยาบาลศรีสงคราม","106","1","0","0","1","0.94","18","0","0","0","0","0.00","23","0","0","0","0","0.00","32","1","0","0","1","3.13","33","0","0","0","0","0.00"
"11111  :  โรงพยาบาลนาหว้า","18","0","1","0","0","0.00","5","0","1","0","0","0.00","2","0","0","0","0","0.00","5","0","0","0","0","0.00","6","0","0","0","0","0.00"
"11112  :  โรงพยาบาลโพนสวรรค์","110","0","0","3","3","2.73","25","0","0","0","0","0.00","35","0","0","2","2","5.71","42","0","0","1","1","2.38","8","0","0","0","0","0.00"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","142","11","0","7","18","12.68","43","2","0","2","4","9.30","29","2","0","1","3","10.34","43","3","0","3","6","13.95","27","4","0","1","5","18.52"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"40840  :  โรงพยาบาลวังยาง","7","1","0","0","1","14.29","0","0","0","0","0","0.00","1","0","0","0","0","0.00","4","0","0","0","0","0.00","2","1","0","0","1","50.00"
"10712  :  โรงพยาบาลมุกดาหาร","301","58","2","29","87","28.90","77","12","2","4","16","20.78","50","10","0","5","15","30.00","81","17","0","8","25","30.86","93","19","0","12","31","33.33"
"11113  :  โรงพยาบาลนิคมคำสร้อย","14","1","0","0","1","7.14","1","0","0","0","0","0.00","2","0","0","0","0","0.00","2","0","0","0","0","0.00","9","1","0","0","1","11.11"
"11114  :  โรงพยาบาลดอนตาล","9","0","0","0","0","0.00","4","0","0","0","0","0.00","5","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11115  :  โรงพยาบาลดงหลวง","30","0","0","1","1","3.33","13","0","0","1","1","7.69","5","0","0","0","0","0.00","4","0","0","0","0","0.00","8","0","0","0","0","0.00"
"11116  :  โรงพยาบาลคำชะอี","50","0","0","0","0","0.00","10","0","0","0","0","0.00","13","0","0","0","0","0.00","14","0","0","0","0","0.00","13","0","0","0","0","0.00"
"11117  :  โรงพยาบาลหว้านใหญ่","63","1","0","1","2","3.17","17","0","0","0","0","0.00","17","0","0","1","1","5.88","17","1","0","0","1","5.88","12","0","0","0","0","0.00"
"11118  :  โรงพยาบาลหนองสูง","65","0","0","2","2","3.08","20","0","0","0","0","0.00","15","0","0","1","1","6.67","14","0","0","1","1","7.14","16","0","0","0","0","0.00"
"06009  :  โรงพยาบาลแม่ตื่น","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10713  :  โรงพยาบาลนครพิงค์","1,043","454","6","134","588","56.38","260","114","3","24","138","53.08","230","96","1","37","133","57.83","298","136","2","43","179","60.07","255","108","0","30","138","54.12"
"11119  :  โรงพยาบาลจอมทอง","179","24","0","5","29","16.20","48","7","0","3","10","20.83","49","1","0","1","2","4.08","46","10","0","0","10","21.74","36","6","0","1","7","19.44"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","27","0","0","2","2","7.41","3","0","0","0","0","0.00","3","0","0","0","0","0.00","10","0","0","2","2","20.00","11","0","0","0","0","0.00"
"11121  :  โรงพยาบาลเชียงดาว","35","3","0","1","4","11.43","9","1","0","0","1","11.11","14","0","0","1","1","7.14","6","0","0","0","0","0.00","6","2","0","0","2","33.33"
"11122  :  โรงพยาบาลดอยสะเก็ด","36","5","0","0","5","13.89","11","0","0","0","0","0.00","6","2","0","0","2","33.33","9","2","0","0","2","22.22","10","1","0","0","1","10.00"
"11123  :  โรงพยาบาลแม่แตง","25","5","0","0","5","20.00","3","0","0","0","0","0.00","6","3","0","0","3","50.00","6","1","0","0","1","16.67","10","1","0","0","1","10.00"
"11124  :  โรงพยาบาลสะเมิง","22","0","0","0","0","0.00","7","0","0","0","0","0.00","1","0","0","0","0","0.00","8","0","0","0","0","0.00","6","0","0","0","0","0.00"
"11125  :  โรงพยาบาลฝาง","191","13","5","5","18","9.42","59","4","1","2","6","10.17","49","3","2","2","5","10.20","54","4","1","1","5","9.26","29","2","1","0","2","6.90"
"11126  :  โรงพยาบาลแม่อาย","24","0","0","1","1","4.17","8","0","0","0","0","0.00","6","0","0","0","0","0.00","4","0","0","0","0","0.00","6","0","0","1","1","16.67"
"11127  :  โรงพยาบาลพร้าว","24","0","0","2","2","8.33","5","0","0","0","0","0.00","5","0","0","0","0","0.00","5","0","0","2","2","40.00","9","0","0","0","0","0.00"
"11128  :  โรงพยาบาลสันป่าตอง","65","14","0","1","15","23.08","20","4","0","0","4","20.00","15","1","0","0","1","6.67","22","8","0","0","8","36.36","8","1","0","1","2","25.00"
"11129  :  โรงพยาบาลสันกำแพง","16","3","0","0","3","18.75","8","3","0","0","3","37.50","1","0","0","0","0","0.00","3","0","0","0","0","0.00","4","0","0","0","0","0.00"
"11130  :  โรงพยาบาลสันทราย","173","53","0","22","75","43.35","51","23","0","4","27","52.94","31","8","0","5","13","41.94","45","7","0","7","14","31.11","46","15","0","6","21","45.65"
"11131  :  โรงพยาบาลหางดง","39","2","0","1","3","7.69","8","0","0","0","0","0.00","8","1","0","0","1","12.50","14","1","0","1","2","14.29","9","0","0","0","0","0.00"
"11132  :  โรงพยาบาลฮอด","44","1","0","4","5","11.36","11","1","0","1","2","18.18","15","0","0","2","2","13.33","12","0","0","1","1","8.33","6","0","0","0","0","0.00"
"11133  :  โรงพยาบาลดอยเต่า","23","2","0","0","2","8.70","7","0","0","0","0","0.00","5","1","0","0","1","20.00","7","0","0","0","0","0.00","4","1","0","0","1","25.00"
"11134  :  โรงพยาบาลอมก๋อย","15","0","0","2","2","13.33","4","0","0","0","0","0.00","3","0","0","0","0","0.00","5","0","0","2","2","40.00","3","0","0","0","0","0.00"
"11135  :  โรงพยาบาลสารภี","10","0","0","1","1","10.00","4","0","0","0","0","0.00","1","0","0","0","0","0.00","1","0","0","0","0","0.00","4","0","0","1","1","25.00"
"11136  :  โรงพยาบาลเวียงแหง","11","0","0","1","1","9.09","2","0","0","0","0","0.00","3","0","0","1","1","33.33","1","0","0","0","0","0.00","5","0","0","0","0","0.00"
"11137  :  โรงพยาบาลไชยปราการ","21","0","0","1","1","4.76","8","0","0","0","0","0.00","3","0","0","0","0","0.00","5","0","0","0","0","0.00","5","0","0","1","1","20.00"
"11138  :  โรงพยาบาลแม่วาง","16","2","0","0","2","12.50","7","2","0","0","2","28.57","3","0","0","0","0","0.00","2","0","0","0","0","0.00","4","0","0","0","0","0.00"
"11139  :  โรงพยาบาลแม่ออน","16","1","0","0","1","6.25","2","0","0","0","0","0.00","7","1","0","0","1","14.29","1","0","0","0","0","0.00","6","0","0","0","0","0.00"
"11507  :  โรงพยาบาลกองบิน 41","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11643  :  โรงพยาบาลดอยหล่อ","1","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","1","0","0","0","0","0.00"
"11978  :  โรงพยาบาลดารารัศมี","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","5","3","0","1","4","80.00","1","1","0","0","1","100.00","1","1","0","0","1","100.00","2","1","0","0","1","50.00","1","0","0","1","1","100.00"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","8","2","0","0","2","25.00","3","1","0","0","1","33.33","3","1","0","0","1","33.33","1","0","0","0","0","0.00","1","0","0","0","0","0.00"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"12280  :  โรงพยาบาลสวนปรุง","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","24","7","0","0","7","29.17","4","0","0","0","0","0.00","2","2","0","0","2","100.00","5","3","0","0","3","60.00","13","2","0","0","2","15.38"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","3","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","3","0","0","0","0","0.00"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","2","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","2","0","0","0","0","0.00"
"10714  :  โรงพยาบาลลำพูน","567","177","0","53","230","40.56","103","31","0","7","38","36.89","129","29","0","16","45","34.88","155","53","0","11","64","41.29","180","64","0","19","83","46.11"
"11140  :  โรงพยาบาลแม่ทา","30","2","0","1","3","10.00","5","0","0","0","0","0.00","6","0","0","0","0","0.00","10","1","0","1","2","20.00","9","1","0","0","1","11.11"
"11141  :  โรงพยาบาลบ้านโฮ่ง","28","1","0","0","1","3.57","6","0","0","0","0","0.00","4","0","0","0","0","0.00","3","0","0","0","0","0.00","15","1","0","0","1","6.67"
"11142  :  โรงพยาบาลลี้","47","1","0","8","9","19.15","7","0","0","1","1","14.29","13","1","0","2","3","23.08","12","0","0","3","3","25.00","15","0","0","2","2","13.33"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","15","0","0","0","0","0.00","1","0","0","0","0","0.00","4","0","0","0","0","0.00","5","0","0","0","0","0.00","5","0","0","0","0","0.00"
"11144  :  โรงพยาบาลป่าซาง","34","0","0","3","3","8.82","9","0","0","1","1","11.11","8","0","0","0","0","0.00","10","0","0","2","2","20.00","7","0","0","0","0","0.00"
"11145  :  โรงพยาบาลบ้านธิ","10","0","0","1","1","10.00","5","0","0","1","1","20.00","5","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"24956  :  โรงพยาบาลเวียงหนองล่อง","10","0","0","0","0","0.00","4","0","0","0","0","0.00","4","0","0","0","0","0.00","1","0","0","0","0","0.00","1","0","0","0","0","0.00"
"10672  :  โรงพยาบาลลำปาง","761","380","7","34","414","54.40","225","119","1","8","127","56.44","182","90","1","13","103","56.59","202","106","0","9","115","56.93","152","65","5","4","69","45.39"
"11146  :  โรงพยาบาลแม่เมาะ","9","0","0","1","1","11.11","1","0","0","0","0","0.00","0","0","0","0","0","0.00","3","0","0","0","0","0.00","5","0","0","1","1","20.00"
"11147  :  โรงพยาบาลเกาะคา","98","12","0","5","17","17.35","34","4","0","3","7","20.59","17","2","0","1","3","17.65","40","4","0","1","5","12.50","7","2","0","0","2","28.57"
"11148  :  โรงพยาบาลเสริมงาม","3","0","0","0","0","0.00","1","0","0","0","0","0.00","1","0","0","0","0","0.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11149  :  โรงพยาบาลงาว","39","3","0","0","3","7.69","8","1","0","0","1","12.50","19","1","0","0","1","5.26","5","1","0","0","1","20.00","7","0","0","0","0","0.00"
"11150  :  โรงพยาบาลแจ้ห่ม","14","0","0","0","0","0.00","6","0","0","0","0","0.00","4","0","0","0","0","0.00","1","0","0","0","0","0.00","3","0","0","0","0","0.00"
"11151  :  โรงพยาบาลวังเหนือ","24","1","0","0","1","4.17","6","1","0","0","1","16.67","8","0","0","0","0","0.00","3","0","0","0","0","0.00","7","0","0","0","0","0.00"
"11152  :  โรงพยาบาลเถิน","83","10","0","1","11","13.25","19","0","0","0","0","0.00","15","4","0","0","4","26.67","19","3","0","1","4","21.05","30","3","0","0","3","10.00"
"11153  :  โรงพยาบาลแม่พริก","1","0","0","0","0","0.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11154  :  โรงพยาบาลแม่ทะ","38","2","0","1","3","7.89","6","0","0","0","0","0.00","10","0","0","1","1","10.00","15","0","0","0","0","0.00","7","2","0","0","2","28.57"
"11155  :  โรงพยาบาลสบปราบ","19","1","0","2","3","15.79","9","1","0","1","2","22.22","2","0","0","1","1","50.00","5","0","0","0","0","0.00","3","0","0","0","0","0.00"
"11156  :  โรงพยาบาลห้างฉัตร","10","0","0","0","0","0.00","1","0","0","0","0","0.00","1","0","0","0","0","0.00","6","0","0","0","0","0.00","2","0","0","0","0","0.00"
"11157  :  โรงพยาบาลเมืองปาน","21","2","0","0","2","9.52","4","0","0","0","0","0.00","4","0","0","0","0","0.00","8","1","0","0","1","12.50","5","1","0","0","1","20.00"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"12283  :  โรงพยาบาลมะเร็งลำปาง","1","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10673  :  โรงพยาบาลอุตรดิตถ์","404","151","2","6","157","38.86","103","40","0","0","40","38.83","100","29","1","2","31","31.00","109","52","0","3","55","50.46","92","30","1","1","31","33.70"
"11158  :  โรงพยาบาลตรอน","11","1","0","0","1","9.09","3","0","0","0","0","0.00","2","0","0","0","0","0.00","1","1","0","0","1","100.00","5","0","0","0","0","0.00"
"11159  :  โรงพยาบาลท่าปลา","16","1","0","0","1","6.25","3","0","0","0","0","0.00","4","0","0","0","0","0.00","4","0","0","0","0","0.00","5","1","0","0","1","20.00"
"11160  :  โรงพยาบาลน้ำปาด","10","0","0","0","0","0.00","3","0","0","0","0","0.00","3","0","0","0","0","0.00","2","0","0","0","0","0.00","2","0","0","0","0","0.00"
"11161  :  โรงพยาบาลฟากท่า","1","0","0","0","0","0.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11162  :  โรงพยาบาลบ้านโคก","13","2","0","0","2","15.38","3","1","0","0","1","33.33","3","1","0","0","1","33.33","4","0","0","0","0","0.00","3","0","0","0","0","0.00"
"11163  :  โรงพยาบาลพิชัย","13","0","0","0","0","0.00","8","0","0","0","0","0.00","5","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11164  :  โรงพยาบาลลับแล","9","0","0","0","0","0.00","2","0","0","0","0","0.00","3","0","0","0","0","0.00","2","0","0","0","0","0.00","2","0","0","0","0","0.00"
"11165  :  โรงพยาบาลทองแสนขัน","9","0","0","0","0","0.00","4","0","0","0","0","0.00","2","0","0","0","0","0.00","2","0","0","0","0","0.00","1","0","0","0","0","0.00"
"11509  :  โรงพยาบาลค่ายพิชัยดาบหัก","3","0","0","0","0","0.00","1","0","0","0","0","0.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00","1","0","0","0","0","0.00"
"10715  :  โรงพยาบาลแพร่","752","326","9","38","364","48.40","175","85","2","8","93","53.14","208","86","5","13","99","47.60","163","70","0","8","78","47.85","206","85","2","9","94","45.63"
"11166  :  โรงพยาบาลร้องกวาง","5","0","0","0","0","0.00","3","0","0","0","0","0.00","0","0","0","0","0","0.00","1","0","0","0","0","0.00","1","0","0","0","0","0.00"
"11167  :  โรงพยาบาลลอง","10","3","0","0","3","30.00","1","0","0","0","0","0.00","1","0","0","0","0","0.00","2","1","0","0","1","50.00","6","2","0","0","2","33.33"
"11169  :  โรงพยาบาลสูงเม่น","27","1","0","1","2","7.41","4","1","0","0","1","25.00","16","0","0","0","0","0.00","4","0","0","1","1","25.00","3","0","0","0","0","0.00"
"11170  :  โรงพยาบาลสอง","19","0","0","1","1","5.26","6","0","0","0","0","0.00","0","0","0","0","0","0.00","5","0","0","1","1","20.00","8","0","0","0","0","0.00"
"11171  :  โรงพยาบาลวังชิ้น","13","0","0","0","0","0.00","5","0","0","0","0","0.00","1","0","0","0","0","0.00","4","0","0","0","0","0.00","3","0","0","0","0","0.00"
"11172  :  โรงพยาบาลหนองม่วงไข่","11","0","0","0","0","0.00","3","0","0","0","0","0.00","5","0","0","0","0","0.00","1","0","0","0","0","0.00","2","0","0","0","0","0.00"
"11452  :  โรงพยาบาลสมเด็จพระยุพราชเด่นชัย","7","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","4","0","0","0","0","0.00","3","0","0","0","0","0.00"
"10716  :  โรงพยาบาลน่าน","600","139","1","5","144","24.00","139","30","1","1","31","22.30","136","42","0","0","42","30.88","165","37","0","2","39","23.64","160","30","0","2","32","20.00"
"11173  :  โรงพยาบาลแม่จริม","24","1","0","0","1","4.17","2","0","0","0","0","0.00","6","0","0","0","0","0.00","6","0","0","0","0","0.00","10","1","0","0","1","10.00"
"11174  :  โรงพยาบาลบ้านหลวง","6","0","0","0","0","0.00","3","0","0","0","0","0.00","2","0","0","0","0","0.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11175  :  โรงพยาบาลนาน้อย","71","2","0","0","2","2.82","23","1","0","0","1","4.35","20","1","0","0","1","5.00","17","0","0","0","0","0.00","11","0","0","0","0","0.00"
"11176  :  โรงพยาบาลท่าวังผา","16","2","0","0","2","12.50","6","0","0","0","0","0.00","6","1","0","0","1","16.67","3","0","0","0","0","0.00","1","1","0","0","1","100.00"
"11177  :  โรงพยาบาลเวียงสา","104","6","1","0","6","5.77","16","0","1","0","0","0.00","19","1","0","0","1","5.26","42","3","0","0","3","7.14","27","2","0","0","2","7.41"
"11178  :  โรงพยาบาลทุ่งช้าง","12","0","0","0","0","0.00","1","0","0","0","0","0.00","4","0","0","0","0","0.00","4","0","0","0","0","0.00","3","0","0","0","0","0.00"
"11179  :  โรงพยาบาลเชียงกลาง","25","1","0","0","1","4.00","5","0","0","0","0","0.00","1","0","0","0","0","0.00","4","0","0","0","0","0.00","15","1","0","0","1","6.67"
"11180  :  โรงพยาบาลนาหมื่น","5","0","0","0","0","0.00","4","0","0","0","0","0.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11181  :  โรงพยาบาลสันติสุข","7","0","0","0","0","0.00","1","0","0","0","0","0.00","1","0","0","0","0","0.00","4","0","0","0","0","0.00","1","0","0","0","0","0.00"
"11182  :  โรงพยาบาลบ่อเกลือ","9","1","0","0","1","11.11","6","0","0","0","0","0.00","1","0","0","0","0","0.00","2","1","0","0","1","50.00","0","0","0","0","0","0.00"
"11183  :  โรงพยาบาลสองแคว","7","0","0","0","0","0.00","1","0","0","0","0","0.00","1","0","0","0","0","0.00","3","0","0","0","0","0.00","2","0","0","0","0","0.00"
"11453  :  โรงพยาบาลสมเด็จพระยุพราชปัว","70","13","0","2","15","21.43","20","1","0","0","1","5.00","18","3","0","1","4","22.22","20","4","0","1","5","25.00","12","5","0","0","5","41.67"
"11510  :  โรงพยาบาลค่ายสุริยพงษ์","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11625  :  โรงพยาบาลเฉลิมพระเกียรติ","8","0","0","0","0","0.00","2","0","0","0","0","0.00","1","0","0","0","0","0.00","4","0","0","0","0","0.00","1","0","0","0","0","0.00"
"25017  :  โรงพยาบาลภูเพียง","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10717  :  โรงพยาบาลพะเยา","501","147","1","25","172","34.33","111","33","1","4","37","33.33","113","38","0","3","41","36.28","141","37","0","6","43","30.50","136","39","0","12","51","37.50"
"10718  :  โรงพยาบาลเชียงคำ","176","40","0","20","60","34.09","34","4","0","2","6","17.65","45","12","0","7","19","42.22","60","13","0","7","20","33.33","37","11","0","4","15","40.54"
"11184  :  โรงพยาบาลจุน","34","3","0","2","5","14.71","8","0","0","0","0","0.00","9","2","0","0","2","22.22","10","0","0","2","2","20.00","7","1","0","0","1","14.29"
"11185  :  โรงพยาบาลเชียงม่วน","2","0","0","0","0","0.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11186  :  โรงพยาบาลดอกคำใต้","30","6","0","0","6","20.00","11","1","0","0","1","9.09","5","1","0","0","1","20.00","7","2","0","0","2","28.57","7","2","0","0","2","28.57"
"11187  :  โรงพยาบาลปง","52","0","0","0","0","0.00","14","0","0","0","0","0.00","12","0","0","0","0","0.00","16","0","0","0","0","0.00","10","0","0","0","0","0.00"
"11188  :  โรงพยาบาลแม่ใจ","9","1","0","0","1","11.11","3","0","0","0","0","0.00","2","1","0","0","1","50.00","1","0","0","0","0","0.00","3","0","0","0","0","0.00"
