"โรงพยาบาล","รวมทั้งปีงบประมาณ","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"D","A","B","C","A+C","ร้อยละ","D","A","B","C","A+C","ร้อยละ","D","A","B","C","A+C","ร้อยละ","D","A","B","C","A+C","ร้อยละ","D","A","B","C","A+C","ร้อยละ"
"27989  :  โรงพยาบาลเชียงขวัญ","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"27990  :  โรงพยาบาลหนองฮี","9","0","0","0","0","0.00","2","0","0","0","0","0.00","2","0","0","0","0","0.00","3","0","0","0","0","0.00","2","0","0","0","0","0.00"
"10709  :  โรงพยาบาลกาฬสินธุ์","789","305","3","135","440","55.77","150","65","0","21","86","57.33","173","63","0","24","87","50.29","235","90","1","43","133","56.60","231","87","2","47","134","58.01"
"11077  :  โรงพยาบาลนามน","17","2","0","0","2","11.76","4","0","0","0","0","0.00","1","0","0","0","0","0.00","7","1","0","0","1","14.29","5","1","0","0","1","20.00"
"11078  :  โรงพยาบาลกมลาไสย","65","2","1","2","4","6.15","22","1","0","1","2","9.09","15","1","0","0","1","6.67","18","0","1","1","1","5.56","10","0","0","0","0","0.00"
"11079  :  โรงพยาบาลร่องคำ","7","1","0","1","2","28.57","2","0","0","0","0","0.00","1","1","0","0","1","100.00","1","0","0","1","1","100.00","3","0","0","0","0","0.00"
"11080  :  โรงพยาบาลเขาวง","79","0","0","3","3","3.80","16","0","0","1","1","6.25","19","0","0","2","2","10.53","18","0","0","0","0","0.00","26","0","0","0","0","0.00"
"11081  :  โรงพยาบาลยางตลาด","99","1","0","5","6","6.06","22","0","0","0","0","0.00","22","1","0","1","2","9.09","36","0","0","3","3","8.33","19","0","0","1","1","5.26"
"11082  :  โรงพยาบาลห้วยเม็ก","41","0","0","2","2","4.88","15","0","0","2","2","13.33","6","0","0","0","0","0.00","7","0","0","0","0","0.00","13","0","0","0","0","0.00"
"11083  :  โรงพยาบาลสหัสขันธ์","23","0","0","2","2","8.70","7","0","0","0","0","0.00","8","0","0","1","1","12.50","6","0","0","1","1","16.67","2","0","0","0","0","0.00"
"11084  :  โรงพยาบาลคำม่วง","39","3","1","3","6","15.38","6","2","0","2","4","66.67","11","1","1","0","1","9.09","15","0","0","1","1","6.67","7","0","0","0","0","0.00"
"11085  :  โรงพยาบาลท่าคันโท","50","0","0","1","1","2.00","7","0","0","0","0","0.00","16","0","0","1","1","6.25","17","0","0","0","0","0.00","10","0","0","0","0","0.00"
"11086  :  โรงพยาบาลหนองกุงศรี","61","2","0","4","6","9.84","8","0","0","0","0","0.00","13","0","0","1","1","7.69","21","1","0","2","3","14.29","19","1","0","1","2","10.53"
"11087  :  โรงพยาบาลสมเด็จ","103","5","0","10","15","14.56","15","0","0","1","1","6.67","14","3","0","2","5","35.71","28","1","0","3","4","14.29","46","1","0","4","5","10.87"
"11088  :  โรงพยาบาลห้วยผึ้ง","46","2","0","0","2","4.35","5","0","0","0","0","0.00","13","0","0","0","0","0.00","15","1","0","0","1","6.67","13","1","0","0","1","7.69"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","138","17","0","3","20","14.49","37","7","0","0","7","18.92","18","1","0","0","1","5.56","35","6","0","2","8","22.86","48","3","0","1","4","8.33"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"28017  :  โรงพยาบาลนาคู","6","0","0","0","0","0.00","1","0","0","0","0","0.00","4","0","0","0","0","0.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00"
"28789  :  โรงพยาบาลฆ้องชัย","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"28790  :  โรงพยาบาลดอนจาน","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"28791  :  โรงพยาบาลสามชัย","21","0","0","1","1","4.76","3","0","0","0","0","0.00","3","0","0","0","0","0.00","7","0","0","1","1","14.29","8","0","0","0","0","0.00"
"10710  :  โรงพยาบาลสกลนคร","527","173","1","69","242","45.92","116","39","1","19","58","50.00","133","44","0","20","64","48.12","121","40","0","16","56","46.28","157","50","0","14","64","40.76"
"11089  :  โรงพยาบาลกุสุมาลย์","31","0","0","1","1","3.23","3","0","0","1","1","33.33","12","0","0","0","0","0.00","8","0","0","0","0","0.00","8","0","0","0","0","0.00"
"11090  :  โรงพยาบาลกุดบาก","52","0","0","1","1","1.92","9","0","0","1","1","11.11","12","0","0","0","0","0.00","11","0","0","0","0","0.00","20","0","0","0","0","0.00"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","40","2","0","1","3","7.50","9","0","0","0","0","0.00","4","1","0","0","1","25.00","6","1","0","0","1","16.67","21","0","0","1","1","4.76"
"11092  :  โรงพยาบาลพังโคน","49","0","0","1","1","2.04","17","0","0","0","0","0.00","6","0","0","0","0","0.00","14","0","0","0","0","0.00","12","0","0","1","1","8.33"
"11093  :  โรงพยาบาลวาริชภูมิ","22","1","0","1","2","9.09","3","0","0","0","0","0.00","7","1","0","0","1","14.29","8","0","0","1","1","12.50","4","0","0","0","0","0.00"
"11094  :  โรงพยาบาลนิคมน้ำอูน","11","0","0","1","1","9.09","0","0","0","0","0","0.00","3","0","0","0","0","0.00","3","0","0","1","1","33.33","5","0","0","0","0","0.00"
"11095  :  โรงพยาบาลวานรนิวาส","138","4","1","7","11","7.97","43","3","1","4","7","16.28","28","0","0","1","1","3.57","42","1","0","1","2","4.76","25","0","0","1","1","4.00"
"11096  :  โรงพยาบาลคำตากล้า","35","0","0","1","1","2.86","13","0","0","1","1","7.69","3","0","0","0","0","0.00","14","0","0","0","0","0.00","5","0","0","0","0","0.00"
"11097  :  โรงพยาบาลบ้านม่วง","53","2","0","2","4","7.55","13","0","0","1","1","7.69","9","0","0","0","0","0.00","18","1","0","0","1","5.56","13","1","0","1","2","15.38"
"11098  :  โรงพยาบาลอากาศอำนวย","62","1","2","0","1","1.61","11","0","1","0","0","0.00","12","0","0","0","0","0.00","17","1","0","0","1","5.88","22","0","1","0","0","0.00"
"11099  :  โรงพยาบาลส่องดาว","30","0","0","2","2","6.67","9","0","0","0","0","0.00","6","0","0","0","0","0.00","9","0","0","2","2","22.22","6","0","0","0","0","0.00"
"11100  :  โรงพยาบาลเต่างอย","11","0","0","0","0","0.00","0","0","0","0","0","0.00","2","0","0","0","0","0.00","2","0","0","0","0","0.00","7","0","0","0","0","0.00"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","45","1","0","0","1","2.22","11","0","0","0","0","0.00","17","0","0","0","0","0.00","6","0","0","0","0","0.00","11","1","0","0","1","9.09"
"11102  :  โรงพยาบาลเจริญศิลป์","13","0","0","2","2","15.38","3","0","0","0","0","0.00","3","0","0","0","0","0.00","3","0","0","1","1","33.33","4","0","0","1","1","25.00"
"11103  :  โรงพยาบาลโพนนาแก้ว","19","1","0","0","1","5.26","5","0","0","0","0","0.00","8","0","0","0","0","0.00","6","1","0","0","1","16.67","0","0","0","0","0","0.00"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","216","50","0","24","74","34.26","49","15","0","6","21","42.86","41","8","0","2","10","24.39","59","9","0","6","15","25.42","67","18","0","10","28","41.79"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","1","0","0","0","0","0.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","40","0","0","3","3","7.50","6","0","0","2","2","33.33","5","0","0","0","0","0.00","8","0","0","0","0","0.00","21","0","0","1","1","4.76"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10711  :  โรงพยาบาลนครพนม","714","146","8","116","262","36.69","184","37","2","33","70","38.04","153","22","3","33","55","35.95","194","52","0","25","77","39.69","183","35","3","25","60","32.79"
"11104  :  โรงพยาบาลปลาปาก","7","0","0","0","0","0.00","2","0","0","0","0","0.00","3","0","0","0","0","0.00","2","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11105  :  โรงพยาบาลท่าอุเทน","10","1","0","0","1","10.00","2","0","0","0","0","0.00","3","0","0","0","0","0.00","3","1","0","0","1","33.33","2","0","0","0","0","0.00"
"11106  :  โรงพยาบาลบ้านแพง","24","1","0","1","2","8.33","5","1","0","0","1","20.00","5","0","0","1","1","20.00","10","0","0","0","0","0.00","4","0","0","0","0","0.00"
"11107  :  โรงพยาบาลนาทม","11","3","1","0","3","27.27","3","1","0","0","1","33.33","4","1","0","0","1","25.00","2","1","0","0","1","50.00","2","0","1","0","0","0.00"
"11108  :  โรงพยาบาลเรณูนคร","44","1","0","1","2","4.55","10","0","0","1","1","10.00","12","1","0","0","1","8.33","12","0","0","0","0","0.00","10","0","0","0","0","0.00"
"11109  :  โรงพยาบาลนาแก","53","3","0","6","9","16.98","13","0","0","1","1","7.69","9","1","0","2","3","33.33","10","2","0","2","4","40.00","21","0","0","1","1","4.76"
"11110  :  โรงพยาบาลศรีสงคราม","116","4","0","1","5","4.31","29","4","0","1","5","17.24","26","0","0","0","0","0.00","19","0","0","0","0","0.00","42","0","0","0","0","0.00"
"11111  :  โรงพยาบาลนาหว้า","26","0","0","0","0","0.00","7","0","0","0","0","0.00","5","0","0","0","0","0.00","8","0","0","0","0","0.00","6","0","0","0","0","0.00"
"11112  :  โรงพยาบาลโพนสวรรค์","77","2","0","2","4","5.19","3","0","0","0","0","0.00","14","0","0","0","0","0.00","29","1","0","2","3","10.34","31","1","0","0","1","3.23"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","56","2","1","2","4","7.14","13","0","0","0","0","0.00","16","0","0","1","1","6.25","24","2","1","1","3","12.50","3","0","0","0","0","0.00"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"40840  :  โรงพยาบาลวังยาง","10","1","0","0","1","10.00","2","0","0","0","0","0.00","3","0","0","0","0","0.00","3","0","0","0","0","0.00","2","1","0","0","1","50.00"
"10712  :  โรงพยาบาลมุกดาหาร","399","69","1","38","107","26.82","133","26","0","10","36","27.07","109","19","1","15","34","31.19","82","15","0","6","21","25.61","75","9","0","7","16","21.33"
"11113  :  โรงพยาบาลนิคมคำสร้อย","13","0","0","0","0","0.00","1","0","0","0","0","0.00","6","0","0","0","0","0.00","2","0","0","0","0","0.00","4","0","0","0","0","0.00"
"11114  :  โรงพยาบาลดอนตาล","8","0","0","0","0","0.00","1","0","0","0","0","0.00","4","0","0","0","0","0.00","0","0","0","0","0","0.00","3","0","0","0","0","0.00"
"11115  :  โรงพยาบาลดงหลวง","37","0","0","0","0","0.00","10","0","0","0","0","0.00","9","0","0","0","0","0.00","9","0","0","0","0","0.00","9","0","0","0","0","0.00"
"11116  :  โรงพยาบาลคำชะอี","30","0","0","0","0","0.00","9","0","0","0","0","0.00","4","0","0","0","0","0.00","7","0","0","0","0","0.00","10","0","0","0","0","0.00"
"11117  :  โรงพยาบาลหว้านใหญ่","21","0","0","0","0","0.00","6","0","0","0","0","0.00","2","0","0","0","0","0.00","1","0","0","0","0","0.00","12","0","0","0","0","0.00"
"11118  :  โรงพยาบาลหนองสูง","56","0","0","0","0","0.00","15","0","0","0","0","0.00","17","0","0","0","0","0.00","14","0","0","0","0","0.00","10","0","0","0","0","0.00"
"06009  :  โรงพยาบาลแม่ตื่น","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10713  :  โรงพยาบาลนครพิงค์","1,098","472","4","141","613","55.83","289","131","2","30","161","55.71","275","111","1","42","153","55.64","279","128","0","38","166","59.50","255","102","1","31","133","52.16"
"11119  :  โรงพยาบาลจอมทอง","224","17","0","12","29","12.95","59","4","0","2","6","10.17","49","3","0","6","9","18.37","47","2","0","2","4","8.51","69","8","0","2","10","14.49"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","17","1","0","0","1","5.88","6","0","0","0","0","0.00","3","0","0","0","0","0.00","4","0","0","0","0","0.00","4","1","0","0","1","25.00"
"11121  :  โรงพยาบาลเชียงดาว","45","3","0","4","7","15.56","7","0","0","0","0","0.00","9","1","0","2","3","33.33","15","1","0","0","1","6.67","14","1","0","2","3","21.43"
"11122  :  โรงพยาบาลดอยสะเก็ด","46","4","0","1","5","10.87","13","0","0","0","0","0.00","10","2","0","0","2","20.00","11","0","0","0","0","0.00","12","2","0","1","3","25.00"
"11123  :  โรงพยาบาลแม่แตง","27","3","0","0","3","11.11","7","1","0","0","1","14.29","8","0","0","0","0","0.00","4","1","0","0","1","25.00","8","1","0","0","1","12.50"
"11124  :  โรงพยาบาลสะเมิง","26","1","0","1","2","7.69","9","1","0","0","1","11.11","2","0","0","0","0","0.00","6","0","0","1","1","16.67","9","0","0","0","0","0.00"
"11125  :  โรงพยาบาลฝาง","225","25","1","9","34","15.11","84","10","1","3","13","15.48","34","4","0","4","8","23.53","58","6","0","0","6","10.34","49","5","0","2","7","14.29"
"11126  :  โรงพยาบาลแม่อาย","25","1","0","0","1","4.00","6","0","0","0","0","0.00","1","0","0","0","0","0.00","4","0","0","0","0","0.00","14","1","0","0","1","7.14"
"11127  :  โรงพยาบาลพร้าว","24","2","0","1","3","12.50","1","0","0","0","0","0.00","3","0","0","1","1","33.33","6","0","0","0","0","0.00","14","2","0","0","2","14.29"
"11128  :  โรงพยาบาลสันป่าตอง","140","32","1","12","44","31.43","40","5","0","6","11","27.50","38","9","1","4","13","34.21","37","12","0","1","13","35.14","25","6","0","1","7","28.00"
"11129  :  โรงพยาบาลสันกำแพง","7","1","0","0","1","14.29","1","0","0","0","0","0.00","0","0","0","0","0","0.00","2","0","0","0","0","0.00","4","1","0","0","1","25.00"
"11130  :  โรงพยาบาลสันทราย","132","39","0","7","46","34.85","25","5","0","3","8","32.00","32","10","0","2","12","37.50","27","9","0","1","10","37.04","48","15","0","1","16","33.33"
"11131  :  โรงพยาบาลหางดง","37","3","0","4","7","18.92","7","0","0","0","0","0.00","10","1","0","2","3","30.00","8","0","0","1","1","12.50","12","2","0","1","3","25.00"
"11132  :  โรงพยาบาลฮอด","44","0","1","4","4","9.09","13","0","0","1","1","7.69","12","0","0","1","1","8.33","11","0","1","1","1","9.09","8","0","0","1","1","12.50"
"11133  :  โรงพยาบาลดอยเต่า","34","0","0","0","0","0.00","5","0","0","0","0","0.00","6","0","0","0","0","0.00","7","0","0","0","0","0.00","16","0","0","0","0","0.00"
"11134  :  โรงพยาบาลอมก๋อย","27","0","0","2","2","7.41","5","0","0","1","1","20.00","7","0","0","0","0","0.00","5","0","0","0","0","0.00","10","0","0","1","1","10.00"
"11135  :  โรงพยาบาลสารภี","6","3","0","0","3","50.00","1","1","0","0","1","100.00","2","2","0","0","2","100.00","2","0","0","0","0","0.00","1","0","0","0","0","0.00"
"11136  :  โรงพยาบาลเวียงแหง","17","0","0","1","1","5.88","2","0","0","0","0","0.00","3","0","0","0","0","0.00","3","0","0","1","1","33.33","9","0","0","0","0","0.00"
"11137  :  โรงพยาบาลไชยปราการ","20","1","0","1","2","10.00","7","0","0","1","1","14.29","1","0","0","0","0","0.00","2","0","0","0","0","0.00","10","1","0","0","1","10.00"
"11138  :  โรงพยาบาลแม่วาง","20","2","0","1","3","15.00","4","1","0","0","1","25.00","5","0","0","0","0","0.00","4","0","0","0","0","0.00","7","1","0","1","2","28.57"
"11139  :  โรงพยาบาลแม่ออน","12","1","0","1","2","16.67","3","0","0","0","0","0.00","5","1","0","1","2","40.00","3","0","0","0","0","0.00","1","0","0","0","0","0.00"
"11507  :  โรงพยาบาลกองบิน 41","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","1","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11643  :  โรงพยาบาลดอยหล่อ","3","0","0","0","0","0.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00","2","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11978  :  โรงพยาบาลดารารัศมี","2","0","0","0","0","0.00","0","0","0","0","0","0.00","2","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","11","6","0","0","6","54.55","5","3","0","0","3","60.00","0","0","0","0","0","0.00","1","0","0","0","0","0.00","5","3","0","0","3","60.00"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","8","3","0","0","3","37.50","3","2","0","0","2","66.67","1","1","0","0","1","100.00","2","0","0","0","0","0.00","2","0","0","0","0","0.00"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"12280  :  โรงพยาบาลสวนปรุง","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","11","7","0","0","7","63.64","5","2","0","0","2","40.00","1","0","0","0","0","0.00","2","2","0","0","2","100.00","3","3","0","0","3","100.00"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","1","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","2","0","0","0","0","0.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","1","0","0","0","0","0.00"
"10714  :  โรงพยาบาลลำพูน","586","181","1","70","251","42.83","150","43","0","16","59","39.33","134","45","1","15","60","44.78","131","49","0","16","65","49.62","171","44","0","23","67","39.18"
"11140  :  โรงพยาบาลแม่ทา","42","4","0","1","5","11.90","13","1","0","0","1","7.69","11","2","0","1","3","27.27","6","0","0","0","0","0.00","12","1","0","0","1","8.33"
"11141  :  โรงพยาบาลบ้านโฮ่ง","24","2","0","0","2","8.33","7","0","0","0","0","0.00","5","1","0","0","1","20.00","3","0","0","0","0","0.00","9","1","0","0","1","11.11"
"11142  :  โรงพยาบาลลี้","65","2","0","2","4","6.15","19","0","0","2","2","10.53","10","0","0","0","0","0.00","14","1","0","0","1","7.14","22","1","0","0","1","4.55"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","21","0","0","0","0","0.00","4","0","0","0","0","0.00","6","0","0","0","0","0.00","7","0","0","0","0","0.00","4","0","0","0","0","0.00"
"11144  :  โรงพยาบาลป่าซาง","70","7","1","6","13","18.57","13","0","0","1","1","7.69","18","2","1","0","2","11.11","21","3","0","3","6","28.57","18","2","0","2","4","22.22"
"11145  :  โรงพยาบาลบ้านธิ","7","0","0","0","0","0.00","0","0","0","0","0","0.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00","6","0","0","0","0","0.00"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"24956  :  โรงพยาบาลเวียงหนองล่อง","4","0","0","0","0","0.00","4","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10672  :  โรงพยาบาลลำปาง","779","402","5","41","443","56.87","191","97","2","10","107","56.02","151","74","0","7","81","53.64","222","126","1","13","139","62.61","215","105","2","11","116","53.95"
"11146  :  โรงพยาบาลแม่เมาะ","5","0","0","0","0","0.00","1","0","0","0","0","0.00","1","0","0","0","0","0.00","1","0","0","0","0","0.00","2","0","0","0","0","0.00"
"11147  :  โรงพยาบาลเกาะคา","91","10","0","5","15","16.48","22","4","0","0","4","18.18","19","3","0","3","6","31.58","20","1","0","1","2","10.00","30","2","0","1","3","10.00"
"11148  :  โรงพยาบาลเสริมงาม","10","1","0","0","1","10.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00","5","1","0","0","1","20.00","4","0","0","0","0","0.00"
"11149  :  โรงพยาบาลงาว","39","2","0","0","2","5.13","4","0","0","0","0","0.00","15","1","0","0","1","6.67","14","1","0","0","1","7.14","6","0","0","0","0","0.00"
"11150  :  โรงพยาบาลแจ้ห่ม","13","1","0","0","1","7.69","7","1","0","0","1","14.29","2","0","0","0","0","0.00","2","0","0","0","0","0.00","2","0","0","0","0","0.00"
"11151  :  โรงพยาบาลวังเหนือ","7","0","0","0","0","0.00","1","0","0","0","0","0.00","2","0","0","0","0","0.00","1","0","0","0","0","0.00","3","0","0","0","0","0.00"
"11152  :  โรงพยาบาลเถิน","117","11","0","3","14","11.97","25","3","0","0","3","12.00","17","3","0","0","3","17.65","42","3","0","2","5","11.90","33","2","0","1","3","9.09"
"11153  :  โรงพยาบาลแม่พริก","3","0","0","0","0","0.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00","2","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11154  :  โรงพยาบาลแม่ทะ","28","2","0","1","3","10.71","5","1","0","0","1","20.00","3","0","0","1","1","33.33","7","0","0","0","0","0.00","13","1","0","0","1","7.69"
"11155  :  โรงพยาบาลสบปราบ","17","0","0","0","0","0.00","1","0","0","0","0","0.00","3","0","0","0","0","0.00","8","0","0","0","0","0.00","5","0","0","0","0","0.00"
"11156  :  โรงพยาบาลห้างฉัตร","19","1","0","0","1","5.26","11","1","0","0","1","9.09","0","0","0","0","0","0.00","6","0","0","0","0","0.00","2","0","0","0","0","0.00"
"11157  :  โรงพยาบาลเมืองปาน","18","0","0","1","1","5.56","6","0","0","1","1","16.67","2","0","0","0","0","0.00","4","0","0","0","0","0.00","6","0","0","0","0","0.00"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"12283  :  โรงพยาบาลมะเร็งลำปาง","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10673  :  โรงพยาบาลอุตรดิตถ์","379","147","1","6","153","40.37","64","25","0","2","27","42.19","88","42","0","2","44","50.00","95","37","1","0","37","38.95","132","43","0","2","45","34.09"
"11158  :  โรงพยาบาลตรอน","8","0","0","0","0","0.00","1","0","0","0","0","0.00","1","0","0","0","0","0.00","2","0","0","0","0","0.00","4","0","0","0","0","0.00"
"11159  :  โรงพยาบาลท่าปลา","16","0","0","0","0","0.00","4","0","0","0","0","0.00","0","0","0","0","0","0.00","5","0","0","0","0","0.00","7","0","0","0","0","0.00"
"11160  :  โรงพยาบาลน้ำปาด","7","2","0","0","2","28.57","2","0","0","0","0","0.00","2","1","0","0","1","50.00","1","1","0","0","1","100.00","2","0","0","0","0","0.00"
"11161  :  โรงพยาบาลฟากท่า","4","0","0","0","0","0.00","1","0","0","0","0","0.00","1","0","0","0","0","0.00","1","0","0","0","0","0.00","1","0","0","0","0","0.00"
"11162  :  โรงพยาบาลบ้านโคก","13","0","0","0","0","0.00","2","0","0","0","0","0.00","3","0","0","0","0","0.00","5","0","0","0","0","0.00","3","0","0","0","0","0.00"
"11163  :  โรงพยาบาลพิชัย","27","1","0","0","1","3.70","8","0","0","0","0","0.00","7","1","0","0","1","14.29","2","0","0","0","0","0.00","10","0","0","0","0","0.00"
"11164  :  โรงพยาบาลลับแล","8","0","0","0","0","0.00","2","0","0","0","0","0.00","1","0","0","0","0","0.00","2","0","0","0","0","0.00","3","0","0","0","0","0.00"
"11165  :  โรงพยาบาลทองแสนขัน","14","0","0","0","0","0.00","2","0","0","0","0","0.00","4","0","0","0","0","0.00","3","0","0","0","0","0.00","5","0","0","0","0","0.00"
"11509  :  โรงพยาบาลค่ายพิชัยดาบหัก","6","0","0","0","0","0.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00","3","0","0","0","0","0.00","2","0","0","0","0","0.00"
"10715  :  โรงพยาบาลแพร่","833","280","16","58","338","40.58","206","69","4","15","84","40.78","183","61","5","15","76","41.53","251","94","2","18","112","44.62","193","56","5","10","66","34.20"
"11166  :  โรงพยาบาลร้องกวาง","16","0","0","0","0","0.00","1","0","0","0","0","0.00","3","0","0","0","0","0.00","6","0","0","0","0","0.00","6","0","0","0","0","0.00"
"11167  :  โรงพยาบาลลอง","20","2","0","1","3","15.00","5","2","0","0","2","40.00","5","0","0","0","0","0.00","7","0","0","1","1","14.29","3","0","0","0","0","0.00"
"11169  :  โรงพยาบาลสูงเม่น","15","0","0","1","1","6.67","3","0","0","0","0","0.00","6","0","0","1","1","16.67","1","0","0","0","0","0.00","5","0","0","0","0","0.00"
"11170  :  โรงพยาบาลสอง","20","0","0","0","0","0.00","6","0","0","0","0","0.00","5","0","0","0","0","0.00","4","0","0","0","0","0.00","5","0","0","0","0","0.00"
"11171  :  โรงพยาบาลวังชิ้น","20","0","0","0","0","0.00","3","0","0","0","0","0.00","9","0","0","0","0","0.00","6","0","0","0","0","0.00","2","0","0","0","0","0.00"
"11172  :  โรงพยาบาลหนองม่วงไข่","11","0","0","0","0","0.00","7","0","0","0","0","0.00","1","0","0","0","0","0.00","2","0","0","0","0","0.00","1","0","0","0","0","0.00"
