"โรงพยาบาล","รวมทั้งปีงบประมาณ","ตค.","พย.","ธค.","มค.","กพ.","มีค.","เมย.","พค.","มิย.","กค.","สค.","กย."
"OP Visit","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง"
"11047  :  โรงพยาบาลปากคาด","101,570","59,646","206,082","8,590,012.72","14,455,139.65","142.32","2.03","5,295","18,346","769,876.10","1,394,410.89","263.34","3.46","4,989","17,478","642,516.94","1,207,595.28","242.05","3.50","5,190","17,340","1,070,720.93","1,233,139.62","237.60","3.34","6,232","22,186","733,941.01","1,331,452.41","213.65","3.56","5,114","17,931","648,275.86","1,162,456.96","227.31","3.51","5,164","18,409","793,674.33","1,472,696.90","285.19","3.56","3,527","12,784","689,466.43","1,211,573.87","343.51","3.62","4,336","14,667","589,480.44","984,862.08","227.14","3.38","4,719","16,029","687,632.05","1,122,120.69","237.79","3.40","5,511","17,560","644,455.47","1,112,050.65","201.79","3.19","4,818","16,778","652,910.43","1,098,886.25","228.08","3.48","4,751","16,574","667,062.73","1,123,894.05","236.56","3.49"
"11048  :  โรงพยาบาลบึงโขงหลง","74,777","42,300","148,176","11,144,055.21","17,624,966.91","235.70","1.98","3,845","13,374","1,003,396.85","1,581,523.50","411.32","3.48","3,417","12,205","918,224.01","1,434,925.25","419.94","3.57","3,430","12,362","852,319.69","1,339,747.25","390.60","3.60","4,293","15,043","1,002,844.02","1,575,779.25","367.06","3.50","3,714","13,031","889,305.59","1,393,460.50","375.19","3.51","3,702","13,551","1,050,404.49","1,676,730.72","452.93","3.66","2,673","9,525","834,986.69","1,303,626.00","487.70","3.56","3,141","10,858","869,734.22","1,362,680.25","433.84","3.46","3,835","13,622","1,086,145.48","1,743,635.22","454.66","3.55","3,547","11,971","912,605.54","1,455,368.61","410.31","3.37","3,272","11,237","866,363.95","1,380,804.50","422.01","3.43","3,431","11,397","857,724.68","1,376,685.86","401.25","3.32"
"11049  :  โรงพยาบาลศรีวิไล","84,113","49,052","166,850","7,732,343.25","14,855,812.18","176.62","1.98","4,195","14,468","695,594.91","1,298,591.12","309.56","3.45","4,106","14,812","613,550.69","1,182,236.55","287.93","3.61","4,118","14,674","618,594.53","1,190,680.68","289.14","3.56","6,459","18,464","647,358.78","1,261,477.55","195.31","2.86","4,073","14,280","649,721.37","1,230,670.11","302.15","3.51","4,147","14,788","729,127.85","1,432,179.08","345.35","3.57","2,727","10,406","585,572.90","1,173,243.57","430.23","3.82","3,361","11,441","627,773.66","1,195,519.65","355.70","3.40","3,692","12,842","596,440.87","1,130,040.98","306.08","3.48","3,830","12,852","629,737.44","1,133,444.08","295.94","3.36","4,544","14,146","620,397.60","1,223,860.64","269.34","3.11","3,800","13,677","718,472.65","1,403,868.17","369.44","3.60"
"11050  :  โรงพยาบาลบุ่งคล้า","36,286","20,937","93,864","3,451,867.70","7,389,263.32","203.64","2.59","1,766","8,379","300,099.34","642,416.64","363.77","4.74","1,785","8,410","307,360.32","666,104.67","373.17","4.71","1,887","8,713","306,383.64","649,986.94","344.46","4.62","2,088","10,247","324,987.62","679,348.64","325.36","4.91","1,719","8,699","299,024.72","631,189.31","367.18","5.06","1,797","8,835","422,284.87","870,853.52","484.62","4.92","1,231","5,549","228,636.95","485,391.10","394.31","4.51","1,460","6,197","208,687.23","453,844.50","310.85","4.24","1,821","6,810","234,117.62","543,102.00","298.24","3.74","1,605","6,808","263,405.32","558,581.00","348.03","4.24","2,053","8,278","287,906.99","647,519.75","315.40","4.03","1,725","6,939","268,973.08","560,925.25","325.17","4.02"
"10704  :  โรงพยาบาลหนองบัวลำภู","292,516","171,102","632,952","76,398,603.20","113,010,211.85","386.34","2.16","15,495","56,390","6,802,002.71","10,349,978.50","667.96","3.64","13,994","50,567","6,206,062.95","9,153,643.55","654.11","3.61","14,154","53,639","6,145,649.29","9,160,474.75","647.20","3.79","17,212","64,087","6,825,181.21","10,132,868.15","588.71","3.72","14,579","54,620","6,050,658.06","8,910,383.65","611.18","3.75","15,031","56,934","6,980,889.04","10,414,829.70","692.89","3.79","11,641","44,396","6,422,743.03","9,502,263.00","816.28","3.81","12,095","44,255","5,703,464.66","8,252,585.40","682.31","3.66","13,931","49,070","5,981,991.42","8,764,189.90","629.11","3.52","14,810","55,439","6,988,232.33","10,338,955.85","698.11","3.74","14,438","52,580","6,180,035.18","9,030,378.95","625.46","3.64","13,722","50,975","6,111,693.32","8,999,660.45","655.86","3.71"
"10991  :  โรงพยาบาลนากลาง","130,185","77,017","287,339","11,479,973.76","26,076,904.14","200.31","2.21","7,577","28,642","1,152,514.21","2,542,522.28","335.56","3.78","6,640","25,238","971,299.11","2,159,182.35","325.18","3.80","6,973","26,324","996,876.08","2,170,542.30","311.28","3.78","7,841","30,009","1,096,972.00","2,501,759.50","319.06","3.83","6,665","24,871","917,172.28","2,103,281.95","315.57","3.73","6,819","25,054","1,020,631.30","2,300,618.67","337.38","3.67","5,392","20,407","892,258.99","2,086,368.09","386.94","3.78","5,693","21,101","894,090.68","2,093,627.28","367.75","3.71","6,433","22,519","1,016,879.87","2,293,955.35","356.59","3.50","6,842","24,709","958,371.94","2,337,115.33","341.58","3.61","6,187","23,419","965,427.73","2,084,774.81","336.96","3.79","3,955","15,046","597,479.57","1,403,156.23","354.78","3.80"
"10992  :  โรงพยาบาลโนนสัง","79,334","49,880","194,019","10,457,892.36","18,177,287.52","229.12","2.45","4,161","16,354","775,660.17","1,358,728.14","326.54","3.93","3,952","15,457","868,410.07","1,490,671.32","377.19","3.91","3,739","14,064","786,237.89","1,303,185.91","348.54","3.76","4,763","18,933","785,082.62","1,382,419.42","290.24","3.98","4,314","17,222","891,293.33","1,522,533.85","352.93","3.99","3,893","15,167","865,412.04","1,467,690.74","377.01","3.90","3,449","13,399","865,471.22","1,536,150.39","445.39","3.88","3,869","15,147","859,512.35","1,539,934.54","398.02","3.91","4,277","16,327","877,978.92","1,544,644.02","361.15","3.82","4,585","17,899","981,268.57","1,737,929.21","379.05","3.90","4,359","16,699","907,925.70","1,587,020.80","364.08","3.83","4,519","17,351","993,639.48","1,706,379.18","377.60","3.84"
"10993  :  โรงพยาบาลศรีบุญเรือง","139,995","89,631","344,497","18,423,775.25","36,003,779.05","257.18","2.46","8,488","31,757","1,801,872.35","3,317,167.25","390.81","3.74","7,569","29,778","1,610,806.03","2,996,833.50","395.94","3.93","7,687","30,402","1,474,491.42","2,943,918.75","382.97","3.95","9,225","35,606","1,699,240.24","3,307,715.70","358.56","3.86","7,432","28,266","1,443,822.18","2,871,932.05","386.43","3.80","8,982","35,106","2,166,240.08","4,269,418.55","475.33","3.91","6,255","24,800","1,569,010.81","3,088,077.50","493.70","3.96","4,287","13,630","927,487.04","1,545,119.25","360.42","3.18","7,660","30,713","1,586,862.44","3,283,061.25","428.60","4.01","7,571","28,430","1,318,683.80","2,703,939.50","357.14","3.76","6,880","25,436","1,226,738.96","2,399,413.50","348.75","3.70","7,595","30,573","1,598,519.90","3,277,182.25","431.49","4.03"
"10994  :  โรงพยาบาลสุวรรณคูหา","96,203","62,679","247,279","13,980,932.00","27,775,007.04","288.71","2.57","6,055","23,755","1,372,615.63","2,693,505.75","444.84","3.92","5,313","22,008","1,127,911.01","2,355,830.37","443.41","4.14","5,424","21,430","1,183,536.99","2,372,704.83","437.45","3.95","6,456","25,989","1,403,053.44","2,799,661.95","433.65","4.03","5,307","21,411","1,019,057.94","2,087,381.37","393.33","4.03","5,718","23,483","1,568,833.04","3,024,462.22","528.94","4.11","4,006","16,310","1,181,712.06","2,327,995.79","581.13","4.07","4,483","17,060","833,184.27","1,657,561.38","369.74","3.81","5,076","19,132","1,140,552.74","2,211,893.54","435.76","3.77","5,232","19,133","1,140,037.03","2,180,807.14","416.82","3.66","5,001","19,393","956,101.11","1,965,310.65","392.98","3.88","4,608","18,175","1,054,336.74","2,097,892.05","455.27","3.94"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","68,174","40,773","167,216","7,718,591.21","13,956,930.96","204.73","2.45","3,872","15,071","692,773.65","1,232,745.95","318.37","3.89","3,534","14,497","626,784.43","1,122,099.80","317.52","4.10","3,781","15,760","660,709.78","1,169,893.08","309.41","4.17","4,208","18,216","741,429.17","1,331,678.30","316.46","4.33","3,449","14,711","666,506.31","1,185,174.20","343.63","4.27","3,395","14,738","668,743.02","1,202,518.89","354.20","4.34","2,688","11,506","679,830.52","1,266,868.45","471.31","4.28","2,773","10,686","605,896.51","1,066,080.65","384.45","3.85","2,844","11,005","519,362.86","984,245.84","346.08","3.87","3,380","12,974","557,545.10","1,058,949.40","313.30","3.84","3,454","13,893","639,492.62","1,145,983.30","331.78","4.02","3,395","14,159","659,517.24","1,190,693.10","350.72","4.17"
"10670  :  โรงพยาบาลขอนแก่น","887,805","381,302","1,317,883","2,489,373.08","756,575,993.19","852.19","1.48","35,622","118,034","1,792.20","66,187,372.11","1,858.05","3.31","32,481","109,090","110.00","58,671,693.48","1,806.34","3.36","33,071","111,825","424,461.53","58,836,435.36","1,779.09","3.38","38,593","132,178","608,048.21","69,205,178.22","1,793.21","3.42","33,999","114,567","573,989.47","58,973,051.02","1,734.55","3.37","33,144","116,554","648,647.20","65,922,936.10","1,988.99","3.52","22,809","82,917","0.00","60,421,220.55","2,649.01","3.64","24,686","89,455","0.00","54,262,994.98","2,198.13","3.62","31,286","110,554","0.00","68,730,868.59","2,196.86","3.53","29,771","103,586","0.00","59,810,367.45","2,009.01","3.48","33,499","115,869","222,908.04","66,352,525.16","1,980.73","3.46","32,341","113,254","9,416.43","69,201,350.17","2,139.74","3.50"
"10995  :  โรงพยาบาลบ้านฝาง","88,876","58,839","200,641","82,450,702.33","108,035,462.00","1,215.58","2.26","5,621","19,389","1,165,888.32","2,292,232.00","407.80","3.45","5,001","17,587","1,217,486.64","2,320,198.00","463.95","3.52","5,098","17,080","1,083,888.58","2,097,910.00","411.52","3.35","5,865","20,312","1,301,073.21","2,531,852.00","431.69","3.46","5,000","17,153","1,083,842.96","2,085,776.50","417.16","3.43","5,253","17,640","1,334,323.12","2,485,078.00","473.08","3.36","4,399","15,497","1,502,748.93","2,945,753.00","669.64","3.52","4,354","14,776","1,304,109.30","2,565,203.50","589.16","3.39","4,124","13,197","963,432.23","1,900,025.50","460.72","3.20","4,132","13,881","1,034,356.86","1,978,865.50","478.91","3.36","4,931","16,667","1,167,661.79","2,311,506.50","468.77","3.38","5,061","17,462","69,291,890.39","82,521,061.50","16,305.29","3.45"
"10996  :  โรงพยาบาลพระยืน","81,991","58,069","168,822","6,296,799.07","13,419,830.40","163.67","2.06","5,406","15,573","543,564.03","1,161,711.90","214.89","2.88","5,138","15,016","545,842.67","1,135,614.50","221.02","2.92","5,099","15,094","468,994.92","1,007,712.60","197.63","2.96","5,823","17,857","607,412.57","1,275,941.20","219.12","3.07","5,188","15,548","508,708.45","1,084,118.85","208.97","3.00","5,037","14,720","575,095.46","1,224,861.75","243.17","2.92","3,934","11,511","678,508.02","1,441,067.55","366.31","2.93","3,983","10,763","429,630.50","916,738.40","230.16","2.70","4,384","12,274","456,408.26","1,008,729.80","230.09","2.80","4,731","13,675","573,065.02","1,219,930.50","257.86","2.89","4,693","13,232","459,494.93","962,565.95","205.11","2.82","4,653","13,559","450,074.24","980,837.40","210.80","2.91"
"10997  :  โรงพยาบาลหนองเรือ","121,019","86,182","325,692","16,721,922.02","35,692,989.47","294.94","2.69","9,876","36,935","1,554,309.62","3,282,797.85","332.40","3.74","8,480","31,996","1,513,594.87","3,188,179.75","375.96","3.77","7,966","30,556","1,542,487.10","3,174,759.25","398.54","3.84","9,007","34,873","1,574,871.47","3,392,080.55","376.60","3.87","7,917","30,260","1,462,318.70","3,076,783.05","388.63","3.82","8,450","32,310","1,898,726.88","4,040,914.25","478.21","3.82","5,916","22,674","1,440,781.20","3,076,953.77","520.11","3.83","6,389","24,030","1,301,584.81","2,843,530.00","445.07","3.76","7,349","27,034","1,679,215.94","3,532,510.25","480.68","3.68","6,995","25,580","1,296,693.69","2,855,781.25","408.26","3.66","7,837","29,444","1,457,337.74","3,228,699.50","411.98","3.76","0","0","0.00","0.00","0.00","0.00"
"10998  :  โรงพยาบาลชุมแพ","331,913","204,032","679,893","69,957,128.79","107,691,725.71","324.46","2.05","19,703","65,628","6,347,662.17","9,861,682.00","500.52","3.33","17,935","59,465","5,625,102.91","9,015,179.25","502.66","3.32","18,706","59,904","5,557,878.23","8,945,130.50","478.20","3.20","20,368","69,327","6,290,200.83","10,285,672.75","504.99","3.40","17,702","57,813","5,641,532.50","8,769,667.50","495.41","3.27","16,873","57,367","6,576,268.82","10,353,069.90","613.59","3.40","13,456","46,522","5,752,772.73","8,947,104.55","664.92","3.46","14,231","48,783","5,744,417.36","8,457,735.13","594.32","3.43","15,091","49,329","6,093,662.94","8,781,871.75","581.93","3.27","16,115","53,055","5,122,817.88","7,714,021.00","478.69","3.29","17,060","56,477","5,528,979.17","8,185,327.43","479.80","3.31","16,792","56,223","5,675,833.25","8,375,263.95","498.77","3.35"
"10999  :  โรงพยาบาลสีชมพู","114,071","67,069","205,978","18,278,058.18","22,068,920.07","193.47","1.81","6,223","19,940","1,538,157.75","2,009,313.50","322.89","3.20","5,688","17,946","1,475,959.90","1,729,032.66","303.98","3.16","5,447","16,942","1,493,794.13","1,655,223.35","303.88","3.11","6,555","20,109","1,485,403.54","1,863,402.80","284.27","3.07","5,859","18,773","1,555,547.55","1,755,469.75","299.62","3.20","6,236","19,875","1,781,192.65","2,425,276.90","388.92","3.19","4,723","14,754","1,636,250.92","1,955,386.40","414.01","3.12","3,694","10,222","945,565.28","1,057,673.40","286.32","2.77","5,530","16,771","1,621,891.15","1,957,092.40","353.90","3.03","5,778","17,600","1,689,759.07","1,944,151.60","336.47","3.05","5,473","15,449","1,278,412.49","1,637,664.01","299.23","2.82","5,863","17,597","1,776,123.75","2,079,233.30","354.64","3.00"
"11000  :  โรงพยาบาลน้ำพอง","197,193","122,516","418,835","37,880,926.97","37,880,926.97","192.10","2.12","11,772","40,893","3,352,925.50","3,352,925.50","284.82","3.47","10,732","37,737","3,232,411.50","3,232,411.50","301.19","3.52","11,228","39,017","3,206,256.79","3,206,256.79","285.56","3.47","12,286","41,874","3,332,090.75","3,332,090.75","271.21","3.41","10,584","37,399","3,030,481.00","3,030,481.00","286.33","3.53","10,681","37,461","3,776,919.79","3,776,919.79","353.61","3.51","7,267","24,123","2,846,753.77","2,846,753.77","391.74","3.32","6,440","20,796","2,298,702.54","2,298,702.54","356.94","3.23","9,956","34,438","3,185,854.29","3,185,854.29","319.99","3.46","10,478","33,734","2,717,784.27","2,717,784.27","259.38","3.22","11,764","38,903","3,514,249.25","3,514,249.25","298.73","3.31","9,328","32,460","3,386,497.52","3,386,497.52","363.05","3.48"
"11001  :  โรงพยาบาลอุบลรัตน์","87,301","57,689","198,042","8,451,782.58","15,913,183.15","182.28","2.27","5,256","18,271","777,637.36","1,447,045.75","275.31","3.48","5,158","17,444","710,114.88","1,348,589.15","261.46","3.38","4,680","16,641","649,184.54","1,191,105.50","254.51","3.56","5,798","20,807","788,665.52","1,511,578.75","260.71","3.59","5,266","18,450","745,765.28","1,399,449.95","265.75","3.50","4,782","16,989","686,104.96","1,300,424.00","271.94","3.55","3,655","12,457","766,927.70","1,471,639.15","402.64","3.41","3,927","13,176","628,346.47","1,211,603.50","308.53","3.36","4,184","14,297","679,559.49","1,242,344.00","296.93","3.42","4,697","16,469","688,731.27","1,290,600.75","274.77","3.51","4,669","16,295","655,990.49","1,223,660.90","262.08","3.49","5,617","16,746","674,754.62","1,275,141.75","227.01","2.98"
"11002  :  โรงพยาบาลบ้านไผ่","187,893","124,445","341,463","35,580,664.64","54,230,924.50","288.63","1.82","10,063","28,613","2,596,749.41","3,922,730.75","389.82","2.84","9,407","26,555","2,262,720.54","3,430,995.25","364.73","2.82","9,315","26,836","2,243,174.51","3,411,815.25","366.27","2.88","11,660","33,297","2,675,053.51","4,154,573.25","356.31","2.86","10,648","29,996","2,423,876.04","3,752,790.50","352.44","2.82","10,776","30,013","2,660,349.38","4,169,316.00","386.91","2.79","8,206","23,140","3,777,780.84","6,705,659.75","817.17","2.82","10,487","24,971","2,531,254.41","3,589,005.00","342.23","2.38","11,788","30,184","2,633,856.00","3,979,236.00","337.57","2.56","10,690","29,212","2,545,359.59","3,916,138.75","366.34","2.73","11,101","29,452","6,802,864.10","9,313,579.00","838.99","2.65","10,304","29,194","2,427,626.31","3,885,085.00","377.05","2.83"
"11003  :  โรงพยาบาลเปือยน้อย","48,984","31,703","116,075","3,346,017.51","6,723,821.25","137.27","2.37","2,842","10,591","280,028.83","567,158.75","199.56","3.73","2,760","10,127","274,010.59","537,860.75","194.88","3.67","2,623","10,006","259,515.02","539,739.50","205.77","3.81","3,238","11,257","322,160.28","617,134.25","190.59","3.48","2,774","10,585","271,133.19","550,338.50","198.39","3.82","2,890","11,009","316,512.91","646,938.00","223.85","3.81","2,180","8,369","300,536.39","623,227.75","285.88","3.84","2,104","7,368","226,328.97","442,509.00","210.32","3.50","2,907","9,509","298,618.25","598,538.00","205.90","3.27","2,358","8,502","240,385.81","474,290.75","201.14","3.61","2,533","9,211","263,922.45","519,921.50","205.26","3.64","2,494","9,541","292,864.82","606,164.50","243.05","3.83"
"11004  :  โรงพยาบาลพล","179,552","109,958","359,350","29,146,253.44","54,426,079.40","303.12","2.00","11,943","37,613","2,302,248.16","4,393,347.50","367.86","3.15","9,647","31,329","2,261,073.19","4,279,121.50","443.57","3.25","9,536","30,945","2,198,881.36","4,104,811.20","430.45","3.25","11,169","37,588","2,616,238.45","4,955,652.00","443.70","3.37","9,220","30,600","2,227,062.75","4,202,979.00","455.85","3.32","9,424","32,183","2,699,213.31","5,136,743.00","545.07","3.42","6,833","23,402","2,094,154.41","3,958,579.00","579.33","3.42","7,181","23,031","3,569,217.99","6,103,138.50","849.90","3.21","8,814","27,641","2,385,597.27","4,495,726.25","510.07","3.14","8,640","27,613","2,130,184.47","4,060,166.95","469.93","3.20","8,998","28,625","2,352,051.62","4,385,121.75","487.34","3.18","8,553","28,780","2,310,330.46","4,350,692.75","508.67","3.36"
"11005  :  โรงพยาบาลแวงใหญ่","64,573","38,249","126,336","5,999,274.12","14,412,469.50","223.20","1.96","3,401","11,697","508,419.89","1,217,876.00","358.09","3.44","3,124","10,246","462,392.67","1,107,111.00","354.39","3.28","3,172","10,779","464,973.67","1,143,718.00","360.57","3.40","4,230","13,848","566,161.03","1,370,734.00","324.05","3.27","3,245","10,985","420,456.11","1,017,469.00","313.55","3.39","3,341","11,411","578,280.82","1,394,135.00","417.28","3.42","2,533","9,077","576,702.96","1,354,735.00","534.83","3.58","2,316","7,566","332,261.63","786,184.00","339.46","3.27","3,437","11,071","589,243.07","1,383,071.00","402.41","3.22","3,041","9,857","504,851.97","1,269,136.50","417.34","3.24","3,421","9,780","472,814.42","1,143,989.00","334.40","2.86","2,988","10,019","522,715.88","1,224,311.00","409.74","3.35"
"11006  :  โรงพยาบาลแวงน้อย","87,051","55,028","172,689","8,204,066.64","25,623,980.75","294.36","1.98","5,502","17,623","778,939.81","2,423,706.75","440.51","3.20","4,695","15,394","736,925.98","2,284,638.50","486.61","3.28","5,072","14,862","588,974.56","1,999,247.50","394.17","2.93","5,725","18,372","753,255.16","2,356,288.00","411.58","3.21","4,476","14,742","678,291.39","2,200,045.50","491.52","3.29","4,498","14,576","709,666.90","2,299,676.25","511.27","3.24","3,987","13,525","821,658.88","2,593,994.50","650.61","3.39","3,917","12,679","717,687.82","2,173,935.00","555.00","3.24","3,413","9,681","423,778.60","1,347,540.00","394.83","2.84","4,214","13,341","635,834.05","1,958,334.25","464.72","3.17","4,822","14,305","708,219.07","2,032,179.75","421.44","2.97","4,707","13,589","650,834.42","1,954,394.75","415.21","2.89"
"11007  :  โรงพยาบาลหนองสองห้อง","110,454","71,510","262,740","12,554,931.15","22,965,615.00","207.92","2.38","6,874","24,525","1,173,315.10","2,105,848.25","306.35","3.57","5,828","21,290","981,205.76","1,793,834.00","307.80","3.65","5,873","21,266","973,572.65","1,764,675.00","300.47","3.62","7,119","26,713","1,120,569.36","2,112,036.00","296.68","3.75","6,238","22,471","1,501,434.27","2,478,119.50","397.26","3.60","6,005","22,444","1,086,445.28","2,012,807.25","335.19","3.74","5,097","20,801","1,091,957.31","2,125,573.50","417.02","4.08","4,853","18,084","894,444.95","1,585,371.75","326.68","3.73","5,732","20,685","884,478.41","1,657,674.25","289.20","3.61","5,884","20,310","886,464.44","1,603,865.00","272.58","3.45","6,078","22,558","975,401.37","1,823,176.25","299.96","3.71","5,929","21,593","985,642.25","1,902,634.25","320.90","3.64"
"11008  :  โรงพยาบาลภูเวียง","110,066","70,185","245,770","12,405,216.97","22,208,519.50","201.77","2.23","6,571","23,842","1,097,487.99","2,039,821.25","310.43","3.63","5,429","18,743","958,395.39","1,754,224.00","323.12","3.45","6,601","26,120","1,240,511.51","2,198,981.50","333.13","3.96","6,896","23,070","1,135,112.69","2,051,352.25","297.47","3.35","5,733","20,028","1,001,323.04","1,731,011.00","301.94","3.49","6,085","21,996","1,150,528.33","2,075,169.00","341.03","3.61","5,318","18,785","1,158,546.64","2,060,683.25","387.49","3.53","5,222","17,585","887,017.09","1,465,092.25","280.56","3.37","6,307","21,451","1,066,426.01","1,989,232.00","315.40","3.40","4,960","15,809","831,928.98","1,421,336.75","286.56","3.19","6,076","21,587","1,081,255.51","1,976,928.50","325.37","3.55","4,987","16,754","796,683.79","1,444,687.75","289.69","3.36"
"11009  :  โรงพยาบาลมัญจาคีรี","130,846","79,401","253,530","16,160,599.48","25,355,287.25","193.78","1.94","7,000","22,521","1,405,979.67","2,176,726.00","310.96","3.22","6,894","22,043","1,394,812.59","2,153,024.50","312.30","3.20","6,818","21,934","1,306,584.84","2,050,985.00","300.82","3.22","8,327","25,499","1,409,253.10","2,197,247.75","263.87","3.06","6,844","23,542","1,280,815.56","2,031,049.75","296.76","3.44","6,601","22,618","1,622,632.50","2,568,587.75","389.12","3.43","5,024","16,195","1,370,461.08","2,124,329.75","422.84","3.22","5,201","17,146","1,157,361.51","1,813,831.25","348.75","3.30","6,208","18,986","1,140,475.07","1,821,139.50","293.35","3.06","6,962","20,262","1,277,327.06","2,033,709.00","292.12","2.91","6,633","21,244","1,415,438.18","2,201,476.00","331.90","3.20","6,889","21,540","1,379,458.32","2,183,181.00","316.91","3.13"
"11010  :  โรงพยาบาลชนบท","87,658","52,211","179,726","23,558,216.16","30,113,365.00","343.53","2.05","4,636","16,159","1,934,632.99","2,491,376.50","537.40","3.49","4,322","15,249","1,977,640.00","2,347,557.00","543.16","3.53","4,542","15,845","1,748,147.08","2,285,672.50","503.23","3.49","5,554","18,671","2,024,898.44","2,594,824.00","467.20","3.36","4,584","16,518","2,002,626.46","2,394,429.50","522.35","3.60","4,446","15,966","2,630,902.96","3,772,786.00","848.58","3.59","3,216","11,738","1,912,859.01","2,368,937.00","736.61","3.65","3,248","11,039","1,487,013.44","1,823,670.50","561.47","3.40","4,056","13,459","1,926,700.77","2,445,746.00","602.99","3.32","4,513","15,713","2,094,969.85","2,708,498.50","600.15","3.48","4,541","14,534","1,965,231.56","2,471,236.50","544.21","3.20","4,553","14,835","1,852,593.60","2,408,631.00","529.02","3.26"
"11011  :  โรงพยาบาลเขาสวนกวาง","85,586","62,308","227,860","9,156,207.16","16,247,462.65","189.84","2.66","5,718","21,701","797,303.44","1,416,513.26","247.73","3.80","5,553","20,541","823,060.68","1,461,469.65","263.19","3.70","5,433","20,210","752,168.99","1,345,557.46","247.66","3.72","5,946","22,050","822,299.45","1,450,008.97","243.86","3.71","5,618","20,962","759,438.15","1,362,898.10","242.59","3.73","5,806","22,530","1,102,200.87","1,984,237.53","341.76","3.88","4,378","14,907","650,974.04","1,197,234.75","273.47","3.40","3,659","11,400","547,207.59","920,154.33","251.48","3.12","4,917","17,800","660,644.69","1,167,008.59","237.34","3.62","5,278","19,337","757,591.68","1,335,801.59","253.09","3.66","5,337","19,443","759,991.78","1,354,521.18","253.80","3.64","4,665","16,979","723,325.80","1,252,057.24","268.39","3.64"
"11012  :  โรงพยาบาลภูผาม่าน","53,660","32,116","102,043","4,903,623.32","8,819,163.80","164.35","1.90","2,909","9,286","457,438.09","793,070.75","272.63","3.19","2,578","8,470","411,858.50","732,938.75","284.31","3.29","2,644","8,436","348,905.47","623,607.00","235.86","3.19","3,142","10,466","441,253.26","810,005.35","257.80","3.33","2,877","9,243","387,468.77","703,364.75","244.48","3.21","2,823","8,851","371,157.16","678,533.00","240.36","3.14","2,342","7,981","431,480.99","783,037.00","334.35","3.41","2,243","6,870","370,372.59","664,226.10","296.13","3.06","2,623","7,751","431,490.96","756,491.25","288.41","2.96","2,649","7,949","403,064.18","722,072.00","272.58","3.00","2,831","8,915","461,441.99","836,675.75","295.54","3.15","2,455","7,825","387,691.36","715,142.10","291.30","3.19"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","159,321","98,419","352,096","21,147,059.40","34,342,279.85","215.55","2.21","8,728","36,150","1,947,529.95","3,152,544.75","361.20","4.14","10,293","35,328","1,913,329.45","3,154,345.75","306.46","3.43","9,446","31,279","1,747,990.30","2,924,049.75","309.55","3.31","9,072","34,815","1,973,379.17","3,234,703.85","356.56","3.84","7,810","30,578","1,747,132.01","2,880,727.25","368.85","3.92","7,394","28,959","1,784,463.93","2,969,212.75","401.57","3.92","5,788","22,483","1,777,070.79","2,917,522.75","504.06","3.88","6,269","24,030","1,545,936.10","2,560,241.00","408.40","3.83","7,775","23,800","1,338,153.32","2,114,772.50","272.00","3.06","9,342","29,441","1,691,955.63","2,750,964.00","294.47","3.15","9,710","30,905","2,002,255.83","3,132,100.25","322.56","3.18","6,792","24,328","1,677,862.92","2,551,095.25","375.60","3.58"
