"โรงพยาบาล","รวมทั้งปีงบประมาณ","ตค.","พย.","ธค.","มค.","กพ.","มีค.","เมย.","พค.","มิย.","กค.","สค.","กย."
"จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw"
"28791  :  โรงพยาบาลสามชัย","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"10710  :  โรงพยาบาลสกลนคร","26,702","151,871","916,459,982.00","2,045,455,571.00","46,812.6558","13,468.37","76,603.08","43,694.50","4,620","27,289","147,565,578.00","224,685,562.00","8,070.7144","8,233.56","48,633.24","27,839.61","4,385","24,158","139,862,185.00","240,775,809.00","7,694.9317","9,966.71","54,908.96","31,290.18","4,446","25,643","155,868,641.00","335,570,524.00","8,136.3774","13,086.24","75,476.95","41,243.23","4,472","24,656","173,089,137.00","500,861,996.00","7,763.0132","20,314.00","111,999.55","64,519.02","4,163","23,555","147,577,622.50","367,930,764.50","7,162.5097","15,620.07","88,381.16","51,368.97","4,616","26,570","152,496,818.50","375,630,915.50","7,985.1094","14,137.41","81,375.85","47,041.42","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"11089  :  โรงพยาบาลกุสุมาลย์","2,775","9,266","1,369,122.47","1,822,654.11","1,812.2303","196.70","656.81","1,005.75","265","921","129,058.28","160,143.64","183.6290","173.88","604.32","872.10","239","772","91,256.59","128,032.51","150.1443","165.85","535.70","852.73","209","815","118,853.67","158,316.41","146.5538","194.25","757.49","1,080.26","202","708","133,060.23","168,830.89","129.3662","238.46","835.80","1,305.06","195","785","119,491.82","155,941.18","125.3415","198.65","799.70","1,244.13","235","873","141,792.57","186,010.35","155.0767","213.07","791.53","1,199.47","229","814","134,781.33","180,453.86","153.0375","221.69","788.01","1,179.15","192","637","103,867.97","136,456.27","136.0944","214.22","710.71","1,002.66","277","803","98,110.14","137,879.00","173.1823","171.70","497.76","796.15","268","849","125,337.91","175,640.00","174.5007","206.88","655.37","1,006.53","218","584","78,025.54","102,285.00","135.3289","175.15","469.20","755.83","246","705","95,486.42","132,665.00","149.9750","188.18","539.29","884.58"
"11090  :  โรงพยาบาลกุดบาก","2,577","7,887","1,199,353.19","2,043,376.25","1,675.1605","259.08","792.93","1,219.81","227","751","94,454.14","165,486.25","151.4287","220.35","729.01","1,092.83","188","563","110,850.89","169,853.75","111.8665","301.69","903.48","1,518.36","222","692","74,828.57","136,815.25","134.8978","197.71","616.28","1,014.21","209","648","78,359.09","136,403.50","129.4973","210.50","652.65","1,053.33","233","764","101,735.70","180,470.00","148.5513","236.22","774.55","1,214.87","248","784","123,157.38","207,904.00","156.1513","265.18","838.32","1,331.43","245","810","136,118.77","217,325.50","155.7878","268.30","887.04","1,395.01","215","677","100,527.16","173,316.50","149.0814","256.01","806.12","1,162.56","222","599","87,682.08","160,584.75","153.2015","268.09","723.35","1,048.19","190","539","91,848.08","159,732.50","139.7754","296.35","840.70","1,142.78","186","520","98,795.18","168,299.75","131.4791","323.65","904.84","1,280.05","192","540","100,996.15","167,184.50","113.4424","309.60","870.75","1,473.74"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","8,752","24,541","2,146,634.70","2,881,362.00","6,247.9027","117.41","329.22","461.17","724","2,346","247,127.12","328,339.75","517.8108","139.96","453.51","634.09","683","1,970","265,570.94","347,457.25","489.9624","176.37","508.72","709.15","601","1,704","189,933.73","251,007.00","415.9116","147.30","417.65","603.51","757","1,957","180,495.27","239,471.75","561.3853","122.37","316.34","426.57","773","2,012","192,569.26","256,580.75","555.0814","127.53","331.93","462.24","698","2,094","187,485.14","249,313.75","495.2822","119.06","357.18","503.38","749","2,136","166,971.33","228,420.50","535.7031","106.94","304.97","426.39","696","2,139","173,251.12","238,450.50","490.8310","111.48","342.60","485.81","865","2,260","135,375.01","186,368.25","664.5420","82.46","215.45","280.45","775","2,088","125,471.51","171,413.25","545.0682","82.09","221.18","314.48","703","1,838","137,511.26","188,040.00","475.5058","102.31","267.48","395.45","728","1,997","144,873.01","196,499.25","500.8189","98.40","269.92","392.36"
"11092  :  โรงพยาบาลพังโคน","7,341","24,229","9,009,878.81","13,466,154.75","5,620.0971","555.79","1,834.38","2,396.07","679","2,291","726,903.70","1,040,062.82","537.4613","453.98","1,531.76","1,935.14","583","1,910","660,150.31","960,046.52","441.6624","502.64","1,646.74","2,173.71","558","1,776","709,449.02","1,044,315.81","431.3577","588.02","1,871.53","2,421.00","652","2,014","682,899.33","1,052,367.50","467.2373","522.53","1,614.06","2,252.32","570","1,835","565,306.81","888,347.00","420.9087","484.11","1,558.50","2,110.55","666","2,210","886,763.92","1,424,731.00","508.2015","644.67","2,139.24","2,803.48","588","1,885","1,159,897.68","1,654,878.50","488.6122","877.92","2,814.42","3,386.90","517","1,704","680,264.48","1,012,810.00","407.8584","594.37","1,959.01","2,483.24","571","1,865","864,116.68","1,293,094.00","433.0693","693.35","2,264.61","2,985.88","640","2,052","707,131.68","1,070,711.60","470.7856","521.79","1,672.99","2,274.31","621","2,252","522,284.97","772,103.00","484.4096","342.85","1,243.32","1,593.91","696","2,435","844,710.23","1,252,687.00","528.5331","514.45","1,799.84","2,370.12"
"11093  :  โรงพยาบาลวาริชภูมิ","2,502","7,631","1,734,188.78","2,254,981.38","1,544.8707","295.50","901.27","1,459.66","190","635","93,740.39","123,477.27","123.7927","194.45","649.88","997.45","167","489","116,020.58","152,987.55","98.0593","312.86","916.09","1,560.15","189","629","168,716.66","214,291.13","119.2571","340.69","1,133.82","1,796.88","166","527","95,909.71","127,868.31","96.5005","242.63","770.29","1,325.05","156","556","109,485.48","144,578.70","92.7290","260.03","926.79","1,559.15","213","648","148,368.22","194,110.37","129.4937","299.55","911.32","1,498.99","167","571","144,503.74","187,827.40","106.3078","328.94","1,124.71","1,766.83","240","692","241,760.47","300,324.33","155.7340","433.99","1,251.35","1,928.44","256","701","184,528.50","238,890.19","170.2441","340.78","933.16","1,403.22","254","771","126,337.93","174,309.05","168.6345","226.08","686.26","1,033.65","248","647","158,126.19","206,062.95","141.5399","318.49","830.90","1,455.86","256","765","146,690.91","190,254.13","142.5781","248.70","743.18","1,334.39"
"11094  :  โรงพยาบาลนิคมน้ำอูน","1,034","2,685","477,260.88","511,803.20","551.8946","190.62","494.97","927.36","89","227","25,045.14","33,120.50","48.8041","145.91","372.14","678.64","63","143","25,698.63","30,268.50","30.7925","211.67","480.45","982.98","77","227","40,408.90","46,734.50","46.5260","205.88","606.94","1,004.48","90","224","47,964.60","53,118.00","54.7973","237.13","590.20","969.35","69","161","22,387.91","26,794.00","32.7166","166.42","388.32","818.97","99","264","39,818.24","49,191.90","48.2064","186.33","496.89","1,020.44","102","269","38,257.32","46,654.50","55.1479","173.44","457.40","845.99","101","238","32,503.96","37,085.00","49.8856","155.82","367.18","743.40","91","269","69,536.14","43,078.00","45.0032","160.14","473.38","957.22","89","246","40,947.90","53,307.60","50.3652","216.70","598.96","1,058.42","91","244","52,296.62","58,782.40","48.7816","240.91","645.96","1,205.01","73","173","42,395.52","33,668.30","40.8682","194.61","461.21","823.83"
"11095  :  โรงพยาบาลวานรนิวาส","13,244","46,090","14,669,878.82","20,519,151.25","12,693.0669","445.20","1,549.32","1,616.56","1,041","3,713","907,163.96","1,232,778.00","1,000.7461","332.02","1,184.22","1,231.86","935","3,228","951,259.65","1,289,863.00","858.4322","399.59","1,379.53","1,502.58","1,102","3,815","1,398,908.26","1,910,782.50","1,063.4004","500.86","1,733.92","1,796.86","1,107","3,671","1,245,466.98","1,740,856.25","1,019.4018","474.22","1,572.59","1,707.72","1,000","3,451","1,247,542.20","1,715,899.00","973.6518","497.22","1,715.90","1,762.33","1,183","3,943","1,432,799.31","2,015,100.00","1,086.5546","511.06","1,703.38","1,854.58","1,095","3,728","1,074,640.27","1,526,560.00","1,001.1532","409.48","1,394.12","1,524.80","1,113","3,784","1,128,413.93","1,602,436.00","1,062.2797","423.48","1,439.74","1,508.49","1,143","3,674","1,116,863.53","1,603,786.00","1,019.3079","436.52","1,403.14","1,573.41","1,198","4,186","1,325,882.95","1,868,278.00","1,115.6929","446.32","1,559.50","1,674.55","1,136","4,271","1,234,969.59","1,759,098.50","1,201.0881","411.87","1,548.50","1,464.59","1,191","4,626","1,605,968.19","2,253,714.00","1,291.3582","487.18","1,892.29","1,745.23"
"11096  :  โรงพยาบาลคำตากล้า","3,228","8,860","1,827,863.04","3,285,437.00","1,834.4546","370.82","1,017.79","1,790.96","231","751","139,329.54","267,035.75","139.7942","355.57","1,156.00","1,910.21","223","642","160,831.09","282,167.75","129.3877","439.51","1,265.33","2,180.79","237","600","123,845.95","223,302.50","128.8078","372.17","942.20","1,733.61","243","675","193,574.13","337,130.50","133.8749","499.45","1,387.37","2,518.25","201","550","113,369.94","204,055.50","134.2831","371.01","1,015.20","1,519.59","262","775","175,303.61","303,789.75","158.8629","391.99","1,159.50","1,912.28","264","717","153,270.26","283,902.75","153.9494","395.96","1,075.39","1,844.13","291","783","118,854.24","232,792.75","162.9309","297.31","799.98","1,428.78","330","869","142,044.30","253,541.25","173.7981","291.76","768.31","1,458.83","355","951","193,757.13","344,177.25","189.7880","361.91","969.51","1,813.48","283","667","130,585.27","231,887.75","151.2816","347.66","819.39","1,532.82","308","880","183,097.58","321,653.50","177.6960","365.52","1,044.33","1,810.13"
"11097  :  โรงพยาบาลบ้านม่วง","3,823","11,788","2,439,875.84","3,087,115.00","2,419.7967","261.89","807.51","1,275.77","421","1,228","238,541.72","303,230.60","286.1964","246.93","720.26","1,059.52","384","1,068","228,352.96","290,458.55","247.6232","271.96","756.40","1,172.99","372","1,199","214,174.58","279,841.30","254.2203","233.40","752.26","1,100.78","416","1,279","239,506.17","305,515.70","250.3503","238.87","734.41","1,220.35","366","1,121","254,698.19","321,663.45","230.2352","286.94","878.86","1,397.11","466","1,343","295,497.81","357,961.70","281.3814","266.54","768.16","1,272.16","425","1,375","302,521.24","383,819.45","274.0128","279.14","903.10","1,400.74","393","1,355","308,165.95","387,472.70","253.6989","285.96","985.94","1,527.29","580","1,820","358,417.22","457,151.55","342.0782","251.18","788.19","1,336.39","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"11098  :  โรงพยาบาลอากาศอำนวย","8,211","31,107","5,898,125.78","6,895,398.72","4,729.3688","221.67","839.78","1,458.00","664","2,632","397,987.65","494,305.43","393.3741","187.81","744.44","1,256.58","623","2,227","402,103.38","536,748.78","345.9188","241.02","861.56","1,551.66","677","2,585","484,454.27","617,972.18","394.2612","239.06","912.81","1,567.42","712","2,476","576,041.96","636,276.71","402.6215","256.98","893.65","1,580.33","666","2,367","491,812.31","572,339.12","380.0718","241.80","859.37","1,505.87","790","3,201","656,366.61","768,473.33","455.5335","240.07","972.75","1,686.97","664","2,654","559,055.50","627,905.29","410.5676","236.59","945.64","1,529.36","669","2,654","500,667.82","575,579.62","406.0093","216.87","860.36","1,417.65","683","2,532","497,319.64","569,719.65","385.3166","225.01","834.14","1,478.58","804","3,053","580,442.94","619,902.07","451.2614","203.05","771.02","1,373.71","630","2,423","382,194.87","449,193.72","360.5180","185.39","713.01","1,245.97","629","2,303","369,678.83","426,982.82","343.9150","185.40","678.83","1,241.54"
"11099  :  โรงพยาบาลส่องดาว","2,886","8,238","2,585,343.14","3,964,815.00","1,541.6667","481.28","1,373.81","2,571.77","271","742","165,529.26","262,515.50","142.0597","353.79","968.69","1,847.92","269","742","197,825.48","315,083.50","136.7899","424.64","1,171.31","2,303.41","266","721","246,350.23","402,960.50","134.4426","558.89","1,514.89","2,997.27","258","719","210,949.92","336,194.00","140.9430","467.59","1,303.08","2,385.32","213","641","223,655.83","327,630.00","108.6980","511.12","1,538.17","3,014.13","254","708","324,856.27","482,684.00","130.8601","681.76","1,900.33","3,688.55","258","707","196,307.74","308,457.00","145.5944","436.29","1,195.57","2,118.60","235","631","330,792.45","421,965.00","127.1079","668.72","1,795.60","3,319.74","252","765","262,978.82","423,555.00","138.5209","553.67","1,680.77","3,057.70","293","914","197,255.69","317,014.00","167.3972","346.84","1,081.96","1,893.78","317","948","228,841.45","366,756.50","169.2530","386.87","1,156.96","2,166.91","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"11100  :  โรงพยาบาลเต่างอย","2,673","7,809","1,331,951.78","1,717,257.24","1,371.8109","219.91","642.45","1,251.82","225","632","87,036.60","114,429.50","112.1204","181.06","508.58","1,020.59","191","526","98,308.56","124,490.50","97.8718","236.67","651.78","1,271.98","186","606","106,338.27","133,301.35","98.8923","219.97","716.67","1,347.94","191","585","87,374.05","115,402.93","102.6614","197.27","604.20","1,124.11","235","723","129,778.09","167,674.00","118.5171","231.91","713.51","1,414.77","228","647","113,954.77","147,037.75","110.3112","227.26","644.90","1,332.94","246","705","134,329.09","171,023.00","120.8609","242.59","695.22","1,415.04","213","651","111,590.28","146,276.75","120.7744","224.70","686.75","1,211.16","243","645","109,869.11","141,119.25","122.0059","218.79","580.74","1,156.66","235","674","102,609.19","134,619.01","121.9335","199.73","572.85","1,104.04","221","654","108,079.75","140,718.50","109.2188","215.17","636.74","1,288.41","259","761","142,684.02","181,164.70","136.6432","238.06","699.48","1,325.82"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","3,770","11,997","2,407,731.18","3,131,102.50","2,031.6643","260.99","830.53","1,541.15","340","1,076","145,011.98","191,276.99","177.4478","177.77","562.58","1,077.93","253","738","151,038.91","196,248.55","133.4381","265.92","775.69","1,470.71","276","831","169,339.15","218,763.46","141.0195","263.25","792.62","1,551.30","285","853","164,675.02","209,202.72","146.3507","245.26","734.04","1,429.46","275","905","160,036.22","208,961.00","153.1365","230.90","759.86","1,364.54","333","1,031","185,276.17","241,950.91","186.4441","234.68","726.58","1,297.71","293","945","155,892.38","205,837.62","160.3644","217.82","702.52","1,283.56","317","1,164","249,258.00","323,285.05","188.8019","277.74","1,019.83","1,712.30","327","1,031","288,498.32","379,522.14","175.7458","368.11","1,160.62","2,159.49","374","1,131","199,576.94","261,578.01","200.4936","231.28","699.41","1,304.67","339","1,084","291,296.80","371,011.84","176.3583","342.26","1,094.43","2,103.74","358","1,208","247,831.29","323,464.21","192.0636","267.77","903.53","1,684.15"
"11102  :  โรงพยาบาลเจริญศิลป์","2,392","6,934","1,597,620.81","2,460,522.02","1,397.2400","354.85","1,028.65","1,760.99","207","589","121,683.76","146,263.32","120.5533","248.32","706.59","1,213.27","170","407","115,925.10","98,768.25","96.9874","242.67","580.99","1,018.36","183","547","220,449.12","298,011.15","114.2123","544.81","1,628.48","2,609.27","179","507","125,588.42","159,855.24","110.3738","315.30","893.05","1,448.31","157","519","106,236.77","146,745.36","95.5364","282.75","934.68","1,536.02","191","567","144,756.61","227,569.30","111.8729","401.36","1,191.46","2,034.18","210","545","100,885.76","220,177.37","127.7535","404.00","1,048.46","1,723.45","210","603","152,658.64","286,559.02","118.5392","475.22","1,364.57","2,417.42","254","721","134,769.40","244,426.77","139.6690","339.01","962.31","1,750.04","226","703","137,020.35","226,656.29","136.1094","322.41","1,002.90","1,665.25","200","598","123,591.71","200,802.59","110.7470","335.79","1,004.01","1,813.17","205","628","114,055.17","204,687.36","114.8858","325.94","998.47","1,781.66"
"11103  :  โรงพยาบาลโพนนาแก้ว","3,149","7,546","1,197,709.10","2,174,181.90","1,593.0039","288.12","690.44","1,364.83","215","559","144,596.74","200,768.10","110.5233","359.16","933.81","1,816.52","234","575","127,197.59","185,258.80","123.8288","322.19","791.70","1,496.09","238","512","124,163.34","182,640.00","119.0140","356.72","767.39","1,534.61","242","577","143,774.74","273,353.00","121.3007","473.75","1,129.56","2,253.52","228","556","126,138.70","246,106.00","112.6653","442.64","1,079.41","2,184.40","258","586","180,131.69","363,156.00","126.7359","619.72","1,407.58","2,865.45","275","615","59,167.82","119,737.00","140.3335","194.69","435.41","853.23","262","610","25,721.31","52,896.00","127.5926","86.71","201.89","414.57","312","786","8,508.06","19,339.00","152.6348","24.60","61.98","126.70","301","691","140,034.96","290,329.00","146.2199","420.16","964.55","1,985.56","290","747","94,737.89","191,818.00","156.4380","256.78","661.44","1,226.16","294","732","23,536.26","48,781.00","155.7171","66.64","165.92","313.27"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","15,047","54,284","67,502,310.88","84,824,256.13","17,853.6999","1,562.60","5,637.29","4,751.07","1,310","4,644","4,722,459.22","6,034,995.07","1,465.2214","1,299.53","4,606.87","4,118.83","1,238","4,419","5,186,768.34","6,607,445.18","1,406.9767","1,495.24","5,337.19","4,696.20","1,261","4,563","5,554,526.15","7,074,700.75","1,452.0577","1,550.45","5,610.39","4,872.19","1,439","4,579","5,463,990.99","6,903,922.45","1,689.7232","1,507.74","4,797.72","4,085.83","1,115","3,919","5,040,429.67","6,245,631.16","1,328.0206","1,593.68","5,601.46","4,702.96","1,253","4,562","5,190,101.83","6,570,227.78","1,515.8764","1,440.21","5,243.60","4,334.28","1,156","4,289","5,351,539.54","6,779,988.34","1,431.6797","1,580.79","5,865.04","4,735.69","1,188","4,446","5,337,708.00","6,661,070.19","1,475.5372","1,498.22","5,606.96","4,514.34","1,232","4,778","5,149,312.94","6,543,666.51","1,561.1119","1,369.54","5,311.42","4,191.67","1,309","4,721","5,122,878.02","6,403,587.77","1,552.0693","1,356.40","4,891.97","4,125.84","1,251","4,565","3,827,589.94","4,821,973.24","1,486.5834","1,056.29","3,854.49","3,243.66","1,295","4,799","11,555,006.24","14,177,047.69","1,488.8424","2,954.17","10,947.53","9,522.20"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","1,918","5,370","1,434,007.55","1,784,076.17","1,318.0239","332.23","930.18","1,353.60","185","473","140,192.98","175,218.50","141.2841","370.44","947.13","1,240.19","175","505","143,051.42","179,996.89","123.0782","356.43","1,028.55","1,462.46","160","469","127,686.02","159,489.82","104.5076","340.06","996.81","1,526.11","153","468","142,762.25","178,162.53","128.9690","380.69","1,164.46","1,381.44","177","509","161,337.82","201,066.00","154.1848","395.02","1,135.97","1,304.06","171","538","110,847.95","140,215.75","103.6926","260.62","819.98","1,352.23","202","556","156,670.56","194,139.93","149.2572","349.17","961.09","1,300.71","197","484","136,023.89","160,499.75","122.9929","331.61","814.72","1,304.95","256","651","153,920.47","193,787.59","152.5465","297.68","756.98","1,270.35","242","717","161,514.19","201,499.41","137.5110","281.03","832.64","1,465.33","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"10711  :  โรงพยาบาลนครพนม","26,951","108,641","51,802,076.55","64,754,411.25","35,353.8585","596.04","2,402.67","1,831.61","2,277","9,425","3,138,867.80","3,951,478.00","3,032.6218","419.25","1,735.39","1,302.99","2,184","9,607","4,039,380.02","5,144,528.75","2,968.4347","535.50","2,355.55","1,733.08","2,308","9,068","3,974,558.76","4,997,153.75","2,976.0450","551.08","2,165.14","1,679.13","2,256","8,874","4,223,010.25","5,268,586.75","2,886.4773","593.71","2,335.37","1,825.27","2,137","8,229","3,453,447.12","4,322,738.00","2,752.6353","525.31","2,022.81","1,570.40","2,131","8,594","3,943,805.48","4,951,263.50","2,885.3132","576.13","2,323.45","1,716.02","2,286","8,895","6,611,846.05","7,927,777.25","3,118.7790","891.26","3,467.97","2,541.95","2,172","8,712","4,227,956.16","5,287,710.50","2,757.7984","606.95","2,434.49","1,917.37","2,330","9,164","4,296,286.75","5,425,901.00","2,870.0042","592.09","2,328.71","1,890.56","2,198","8,385","4,609,105.61","5,762,260.25","2,700.1138","687.21","2,621.59","2,134.08","2,293","9,642","4,383,363.37","5,545,816.50","3,091.1134","575.17","2,418.59","1,794.12","2,379","10,046","4,900,449.18","6,169,197.00","3,314.5224","614.09","2,593.19","1,861.26"
"11104  :  โรงพยาบาลปลาปาก","350","1,124","129,308.91","175,150.40","203.5651","155.83","500.43","860.41","190","714","76,717.07","103,651.65","114.6949","145.17","545.54","903.72","160","410","52,591.84","71,498.75","88.8702","174.39","446.87","804.53","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"11105  :  โรงพยาบาลท่าอุเทน","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"11106  :  โรงพยาบาลบ้านแพง","2,665","6,657","262,797.21","1,109,941.78","1,439.2148","166.73","416.49","771.21","261","714","30,370.49","132,149.60","146.1571","185.08","506.32","904.16","218","618","28,826.57","98,457.25","119.4078","159.32","451.64","824.55","243","648","36,280.44","122,031.88","148.0646","188.32","502.19","824.18","265","608","32,182.11","117,996.69","147.7892","194.07","445.27","798.41","233","522","13,855.87","85,135.20","121.1391","163.09","365.39","702.79","279","653","23,103.54","103,311.40","145.9754","158.21","370.29","707.73","248","595","20,297.77","102,027.00","138.0397","171.47","411.40","739.11","254","570","17,382.33","94,178.06","135.3015","165.22","370.78","696.06","307","757","24,550.50","113,293.62","159.6050","149.66","369.03","709.84","357","972","35,947.59","141,361.08","177.7354","145.43","395.97","795.35","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
