"โรงพยาบาล","รวมทั้งปีงบประมาณ","ตค.","พย.","ธค.","มค.","กพ.","มีค.","เมย.","พค.","มิย.","กค.","สค.","กย."
"OP Visit","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง"
"11002  :  โรงพยาบาลบ้านไผ่","227,621","178,122","335,130","84,580,222.36","111,299,866.80","488.97","1.47","31,426","47,687","9,766,216.87","13,162,843.00","418.85","1.52","33,409","50,596","9,461,532.66","12,758,744.25","381.90","1.51","29,440","48,143","8,795,702.85","11,522,707.35","391.40","1.64","23,989","42,277","7,559,237.58","10,193,842.80","424.94","1.76","16,829","37,005","9,669,844.20","12,847,986.15","763.44","2.20","21,824","51,831","21,174,831.56","27,296,899.25","1,250.77","2.37","21,205","57,591","18,152,856.64","23,516,844.00","1,109.02","2.72","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"11003  :  โรงพยาบาลเปือยน้อย","50,000","35,516","95,404","8,566,479.43","11,633,386.00","232.67","1.91","6,083","15,008","1,845,865.15","2,373,883.00","390.25","2.47","5,481","13,964","1,273,909.58","1,772,673.00","323.42","2.55","4,835","13,640","836,562.36","1,282,508.50","265.26","2.82","4,620","11,214","888,589.68","1,262,403.00","273.25","2.43","3,309","9,679","760,432.36","1,128,206.00","340.95","2.93","4,902","13,494","1,266,027.00","1,807,283.25","368.68","2.75","4,747","13,567","1,254,702.16","1,530,379.00","322.39","2.86","1,539","4,838","440,391.14","476,050.25","309.32","3.14","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"11004  :  โรงพยาบาลพล","199,434","53,831","187,254","15,911,180.56","29,304,453.03","146.94","0.94","7,538","25,885","2,120,009.17","4,070,843.50","540.04","3.43","7,838","27,372","2,369,865.53","4,538,716.00","579.07","3.49","7,126","24,513","1,829,989.47","3,459,067.70","485.42","3.44","7,849","26,789","1,983,738.29","3,747,246.63","477.42","3.41","7,567","26,935","2,320,465.82","4,306,785.33","569.15","3.56","8,265","28,625","2,632,204.68","4,721,624.01","571.28","3.46","7,648","27,135","2,654,907.60","4,460,169.86","583.18","3.55","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"11005  :  โรงพยาบาลแวงใหญ่","70,920","23,337","86,172","9,797,530.99","15,174,374.00","213.96","1.22","3,311","11,299","692,342.15","1,538,978.00","464.81","3.41","3,028","10,431","668,350.58","1,464,946.00","483.80","3.44","2,937","10,163","641,144.68","1,386,106.00","471.95","3.46","3,605","12,450","813,205.84","1,643,450.50","455.88","3.45","2,689","9,522","1,572,923.77","2,211,940.75","822.59","3.54","3,399","13,431","2,482,263.93","3,221,639.25","947.82","3.95","4,368","18,876","2,927,300.04","3,707,313.50","848.74","4.32","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"11006  :  โรงพยาบาลแวงน้อย","88,776","30,782","105,048","10,904,588.12","18,935,426.05","213.29","1.18","3,865","12,466","864,536.48","1,951,469.00","504.91","3.23","4,380","14,017","940,331.34","2,107,793.25","481.23","3.20","4,360","14,487","909,753.66","2,064,870.00","473.59","3.32","4,211","13,956","1,239,007.16","2,324,161.50","551.93","3.31","3,611","12,480","1,213,948.38","2,328,907.50","644.95","3.46","5,362","18,598","2,697,889.48","4,022,033.10","750.10","3.47","4,993","19,044","3,039,121.62","4,136,191.70","828.40","3.81","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"11007  :  โรงพยาบาลหนองสองห้อง","116,076","88,143","196,912","25,677,744.44","34,865,203.00","300.37","1.70","12,279","24,837","3,704,919.39","4,972,235.00","404.94","2.02","14,930","25,051","4,541,467.48","5,737,854.75","384.32","1.68","14,766","30,696","3,771,970.03","5,196,385.25","351.92","2.08","13,522","29,713","3,350,993.21","4,742,067.00","350.69","2.20","8,489","20,550","2,349,863.69","3,218,024.00","379.08","2.42","12,639","31,856","4,091,176.81","5,524,355.50","437.09","2.52","11,518","34,209","3,867,353.83","5,474,281.50","475.28","2.97","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"11008  :  โรงพยาบาลภูเวียง","131,840","58,236","180,452","12,012,926.08","14,953,449.25","113.42","1.37","16,016","30,048","3,877,332.94","1,904,895.00","118.94","1.88","5,592","10,008","554,601.94","760,152.50","135.94","1.79","9,321","28,108","1,405,298.17","2,407,595.00","258.30","3.02","5,335","22,759","1,319,520.63","2,268,033.25","425.12","4.27","5,622","22,690","1,331,487.35","2,220,359.50","394.94","4.04","7,307","30,644","1,587,293.27","2,694,302.50","368.73","4.19","9,043","36,195","1,937,391.78","2,698,111.50","298.36","4.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"11009  :  โรงพยาบาลมัญจาคีรี","132,467","92,857","186,123","33,236,206.62","17,301,935.75","130.61","1.41","19,622","31,643","6,158,972.59","2,482,797.25","126.53","1.61","18,401","30,313","5,377,101.66","2,274,945.00","123.63","1.65","20,586","34,848","8,038,990.29","2,331,968.75","113.28","1.69","13,154","26,983","6,748,869.65","2,480,621.25","188.58","2.05","7,517","19,764","2,521,437.40","2,261,437.75","300.84","2.63","7,247","22,474","2,246,590.59","2,763,596.50","381.34","3.10","6,330","20,098","2,144,244.44","2,706,569.25","427.58","3.18","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"11010  :  โรงพยาบาลชนบท","97,450","64,152","133,732","37,128,751.13","32,374,909.14","332.22","1.37","13,591","23,209","4,952,029.52","3,498,558.79","257.42","1.71","13,277","22,317","5,243,034.57","2,874,655.32","216.51","1.68","11,376","20,794","4,777,864.41","2,526,243.46","222.07","1.83","8,358","18,024","4,799,786.66","2,651,805.50","317.28","2.16","5,807","15,413","3,801,798.92","4,068,410.50","700.60","2.65","6,026","18,104","5,824,897.57","6,767,289.50","1,123.02","3.00","5,717","15,871","7,729,339.48","9,987,946.07","1,747.06","2.78","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"11011  :  โรงพยาบาลเขาสวนกวาง","81,249","51,950","131,103","10,001,365.67","8,968,490.03","110.38","1.61","12,177","24,436","2,567,907.59","1,408,754.99","115.69","2.01","12,687","23,718","2,129,285.09","1,351,645.01","106.54","1.87","7,026","19,591","1,143,725.07","1,438,194.42","204.70","2.79","6,488","17,086","1,463,909.84","1,113,910.85","171.69","2.63","4,760","15,478","1,000,943.52","1,175,631.53","246.98","3.25","5,070","16,733","983,356.90","1,273,141.15","251.11","3.30","3,742","14,061","712,237.66","1,207,212.08","322.61","3.76","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"11012  :  โรงพยาบาลภูผาม่าน","58,449","20,619","70,763","5,763,423.58","8,268,539.35","141.47","1.21","3,635","9,911","1,075,605.21","785,317.50","216.04","2.73","2,575","9,343","480,839.87","900,276.50","349.62","3.63","2,630","9,260","441,520.91","832,843.25","316.67","3.52","2,529","9,074","518,598.82","924,056.50","365.38","3.59","2,409","8,466","564,436.44","948,090.75","393.56","3.51","3,435","12,620","1,044,754.00","1,637,614.85","476.74","3.67","3,406","12,089","1,637,668.33","2,240,340.00","657.76","3.55","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","211,781","140,682","354,263","17,506,208.46","26,888,970.33","126.97","1.67","26,918","43,532","1,917,694.79","2,876,359.45","106.86","1.62","20,947","40,484","2,155,704.84","3,369,766.25","160.87","1.93","19,687","39,895","2,023,577.06","3,168,265.50","160.93","2.03","18,188","38,964","2,177,454.50","3,407,216.50","187.33","2.14","13,343","34,607","2,189,620.31","3,282,170.53","245.98","2.59","18,174","61,672","2,817,835.07","4,324,987.75","237.98","3.39","13,469","62,474","2,243,005.41","3,474,691.95","257.98","4.64","9,956","32,635","1,981,316.48","2,985,512.40","299.87","3.28","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","61,973","46,255","191,952","33,770,988.25","2,298,215,560.00","37,084.14","3.10","6,096","25,025","4,494,730.00","313,236,825.50","51,383.99","4.11","6,570","26,942","4,636,848.25","315,039,025.00","47,951.15","4.10","7,019","29,146","5,198,413.50","363,934,761.50","51,849.94","4.15","6,409","26,469","4,713,794.25","333,911,843.50","52,100.46","4.13","6,284","26,337","4,687,314.25","309,867,600.50","49,310.57","4.19","7,303","30,402","5,099,331.75","337,347,278.25","46,192.97","4.16","6,574","27,631","4,940,556.25","324,878,225.75","49,418.65","4.20","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","56,012","38,018","49,581","4,998,697.39","4,557,918.34","81.37","0.89","4,223","5,415","688,087.80","549,187.00","130.05","1.28","4,878","6,098","975,705.92","553,116.00","113.39","1.25","0","0","0.00","0.00","0.00","0.00","14,726","16,356","930,873.30","800,880.50","54.39","1.11","7,201","8,765","880,121.49","785,471.00","109.08","1.22","3,526","6,098","832,690.17","997,780.36","282.98","1.73","3,464","6,849","691,218.71","871,483.48","251.58","1.98","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","145,804","46,535","153,564","14,234,455.30","19,815,463.35","135.90","1.05","5,250","16,699","1,264,028.43","1,960,696.65","373.47","3.18","5,034","15,947","1,196,849.08","1,741,926.47","346.03","3.17","5,686","18,862","4,272,041.74","5,523,901.53","971.49","3.32","5,569","17,758","1,990,265.65","2,762,877.71","496.12","3.19","5,713","18,189","1,780,772.05","2,551,563.69","446.62","3.18","8,287","27,110","1,864,684.31","2,540,833.15","306.60","3.27","10,996","38,999","1,865,814.04","2,733,664.15","248.61","3.55","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","221,866","108,859","358,952","0.00","53,314,825,265.25","240,301.92","1.62","14,186","47,987","0.00","11,254,244,713.00","793,334.61","3.38","15,514","52,063","0.00","6,885,501,647.25","443,825.04","3.36","17,850","58,366","0.00","7,832,864,103.25","438,815.92","3.27","17,461","56,799","0.00","8,227,362,914.00","471,185.09","3.25","16,686","54,063","0.00","6,571,204,792.25","393,815.46","3.24","19,566","64,747","0.00","9,783,157,918.50","500,008.07","3.31","7,596","24,927","0.00","2,760,489,177.00","363,413.53","3.28","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"14132  :  โรงพยาบาลซำสูง","56,573","30,809","94,430","8,714,925.69","8,917,469.50","157.63","1.67","4,708","12,016","1,271,888.56","780,830.00","165.85","2.55","4,989","13,092","860,171.79","703,463.50","141.00","2.62","4,706","13,127","958,746.15","788,422.00","167.54","2.79","3,314","11,774","607,387.30","813,317.50","245.42","3.55","3,648","11,842","804,459.02","905,279.00","248.16","3.25","4,947","15,145","2,019,267.54","2,049,824.00","414.36","3.06","4,497","17,434","2,193,005.33","2,876,333.50","639.61","3.88","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","5,802","4,541","10,383","3,438,785.18","368,651,111.35","63,538.63","1.79","587","1,344","383,621.81","38,159,587.30","65,007.81","2.29","648","1,554","502,000.31","54,347,669.50","83,869.86","2.40","763","1,668","571,461.43","60,632,592.80","79,466.05","2.19","643","1,455","426,253.56","40,422,521.75","62,865.51","2.26","591","1,310","527,814.34","63,210,074.50","106,954.44","2.22","725","1,685","554,585.01","60,302,876.50","83,176.38","2.32","584","1,367","473,048.72","51,575,789.00","88,314.71","2.34","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"77649  :  โรงพยาบาลหนองนาคำ","41,268","30,828","75,470","9,604,558.65","7,579,097.00","183.66","1.83","7,156","12,545","1,682,633.15","665,452.00","92.99","1.75","5,540","10,628","1,359,938.50","631,639.75","114.01","1.92","5,096","11,651","1,655,051.65","771,993.75","151.49","2.29","3,844","9,483","1,583,976.31","736,136.50","191.50","2.47","2,804","8,905","800,802.16","1,426,413.00","508.71","3.18","3,131","11,079","1,235,478.58","1,685,211.00","538.23","3.54","3,257","11,179","1,286,678.30","1,662,251.00","510.36","3.43","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"77650  :  โรงพยาบาลเวียงเก่า","50,229","37,919","89,857","6,604,475.72","4,934,092.00","98.23","1.79","8,849","17,535","2,767,061.57","676,287.50","76.43","1.98","5,856","12,636","1,213,644.57","676,135.50","115.46","2.16","6,550","13,929","619,000.08","673,453.00","102.82","2.13","4,878","11,710","603,288.08","646,611.50","132.56","2.40","2,411","7,300","316,450.98","583,713.00","242.10","3.03","4,574","12,213","593,879.04","773,044.00","169.01","2.67","3,398","11,170","360,809.11","686,992.00","202.18","3.29","1,403","3,364","130,342.29","217,855.50","155.28","2.40","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","60,730","22,958","84,237","5,878,005.05","8,732,983.50","143.80","1.39","2,780","9,837","386,633.26","663,327.00","238.61","3.54","2,685","9,669","359,251.51","638,067.00","237.64","3.60","2,871","10,793","398,367.41","709,027.00","246.96","3.76","2,764","10,285","384,284.55","662,958.50","239.85","3.72","2,606","9,597","522,371.36","833,627.00","319.89","3.68","3,650","13,623","1,233,086.96","1,766,617.00","484.00","3.73","4,171","14,818","1,875,438.46","2,478,073.50","594.12","3.55","1,431","5,615","718,571.54","981,286.50","685.73","3.92","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"77652  :  โรงพยาบาลโนนศิลา","21,084","15,012","52,326","7,029,831.86","10,342,305.70","490.53","2.48","1,284","4,177","150,838.09","337,207.30","262.62","3.25","1,411","5,154","184,939.19","450,309.40","319.14","3.65","1,938","6,525","216,208.45","501,991.40","259.03","3.37","1,894","6,086","319,369.91","598,897.00","316.21","3.21","2,086","7,275","713,743.71","1,152,519.40","552.50","3.49","2,725","9,512","1,737,178.43","2,460,018.30","902.76","3.49","3,674","13,597","3,707,554.08","4,841,362.90","1,317.74","3.70","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"10671  :  โรงพยาบาลอุดรธานี","539,576","245,757","856,785","162,429,784.80","225,421,206.56","417.77","1.59","27,911","104,233","24,710,180.72","33,813,991.28","1,211.49","3.73","30,590","116,887","28,332,040.97","38,742,227.01","1,266.50","3.82","29,857","113,738","26,940,377.57","36,809,886.52","1,232.87","3.81","29,562","101,436","20,727,104.11","29,074,675.76","983.52","3.43","28,213","97,503","19,831,009.61","28,028,994.48","993.48","3.46","49,389","165,152","22,671,236.27","32,019,358.32","648.31","3.34","50,235","157,836","19,217,835.55","26,932,073.19","536.12","3.14","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"11013  :  โรงพยาบาลกุดจับ","122,571","76,833","247,492","22,424,239.56","20,775,494.50","169.50","2.02","22,629","42,817","7,636,611.10","2,285,514.50","101.00","1.89","11,731","32,000","2,119,073.21","2,400,803.00","204.65","2.73","7,983","30,097","1,663,368.93","2,436,292.00","305.19","3.77","7,313","28,986","1,835,288.89","2,645,744.50","361.79","3.96","5,346","24,348","2,118,437.51","2,992,710.50","559.80","4.55","9,221","33,819","2,278,857.20","3,361,202.50","364.52","3.67","7,247","30,870","2,623,729.07","2,615,676.00","360.93","4.26","5,363","24,555","2,148,873.65","2,037,551.50","379.93","4.58","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"11014  :  โรงพยาบาลหนองวัวซอ","102,331","50,722","143,301","2,543,803.58","16,455,775.33","160.81","1.40","14,150","23,986","330,313.49","1,266,970.32","89.54","1.70","6,099","16,838","378,463.14","1,462,093.13","239.73","2.76","5,053","15,599","285,603.74","1,087,244.86","215.17","3.09","4,788","15,745","349,030.82","1,299,845.49","271.48","3.29","5,173","15,654","276,591.49","2,309,565.03","446.47","3.03","6,402","22,323","376,524.22","3,745,455.09","585.04","3.49","5,964","21,900","339,852.69","3,243,914.91","543.92","3.67","3,093","11,256","207,423.99","2,040,686.50","659.78","3.64","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"11015  :  โรงพยาบาลกุมภวาปี","242,881","101,016","387,681","67,530,284.68","94,978,109.30","391.05","1.60","10,526","39,572","6,758,321.75","9,612,978.54","913.26","3.76","11,346","43,296","7,691,397.50","10,951,167.28","965.20","3.82","11,015","42,172","7,263,872.44","10,126,684.25","919.35","3.83","11,586","44,347","8,062,325.25","11,301,928.08","975.48","3.83","11,199","42,557","10,905,087.80","15,112,068.90","1,349.41","3.80","15,434","60,175","10,041,059.29","14,139,364.27","916.12","3.90","18,045","68,712","8,838,138.16","12,346,502.48","684.21","3.81","11,865","46,850","7,970,082.49","11,387,415.50","959.75","3.95","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"11016  :  โรงพยาบาลห้วยเกิ้ง","24,054","17,091","26,992","6,700,341.25","7,971,197.00","331.39","1.12","5,616","6,651","2,112,764.41","2,205,431.00","392.70","1.18","3,647","4,813","1,238,617.05","1,447,352.00","396.86","1.32","2,020","3,843","920,701.56","1,109,029.00","549.02","1.90","1,742","3,082","792,595.75","954,010.00","547.65","1.77","733","1,645","272,632.70","387,161.00","528.19","2.24","1,446","2,962","629,141.16","863,307.00","597.03","2.05","1,316","2,807","523,395.56","722,098.00","548.71","2.13","571","1,189","210,493.06","282,809.00","495.29","2.08","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"11017  :  โรงพยาบาลโนนสะอาด","109,013","67,737","166,324","11,845,742.60","10,843,186.00","99.47","1.53","19,726","28,985","706,018.31","1,134,294.00","57.50","1.47","9,583","18,716","669,035.94","1,048,259.00","109.39","1.95","6,710","18,218","894,916.88","1,478,679.50","220.37","2.72","6,211","18,647","1,295,783.46","1,454,833.00","234.23","3.00","4,568","15,804","1,922,736.95","1,267,424.00","277.46","3.46","8,853","24,887","2,344,226.62","1,721,761.50","194.48","2.81","8,108","25,076","2,450,136.76","1,426,817.00","175.98","3.09","3,978","15,991","1,562,887.68","1,311,118.00","329.59","4.02","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"11018  :  โรงพยาบาลหนองหาน","183,411","112,024","335,154","27,883,458.33","34,835,954.50","189.93","1.83","25,629","49,539","4,170,534.44","4,048,949.25","157.98","1.93","19,876","45,910","3,501,606.13","4,858,150.75","244.42","2.31","13,510","43,264","3,118,132.87","4,933,294.50","365.16","3.20","12,553","39,226","2,833,040.21","4,335,366.25","345.36","3.12","9,549","36,380","3,087,165.46","4,129,585.00","432.46","3.81","10,968","43,137","3,535,638.84","4,290,436.75","391.18","3.93","10,690","40,967","4,096,840.99","3,966,178.00","371.02","3.83","9,249","36,731","3,540,499.39","4,273,994.00","462.10","3.97","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"11019  :  โรงพยาบาลทุ่งฝน","74,229","38,284","122,826","8,004,400.51","10,414,548.71","140.30","1.65","10,246","19,425","2,611,515.34","1,262,870.20","123.25","1.90","5,418","15,652","996,565.60","1,243,810.92","229.57","2.89","3,678","14,436","803,502.54","1,372,043.11","373.04","3.92","3,334","13,886","708,210.51","1,408,385.90","422.43","4.16","3,401","13,239","664,227.90","1,166,324.05","342.94","3.89","4,691","17,532","986,074.50","1,706,371.20","363.75","3.74","4,182","15,514","644,483.00","1,176,284.73","281.27","3.71","3,334","13,142","589,821.12","1,078,458.60","323.47","3.94","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"11020  :  โรงพยาบาลไชยวาน","64,585","25,379","88,460","484,369.27","14,251,086.55","220.66","1.37","3,079","10,522","62,035.74","1,598,959.80","519.31","3.42","3,116","11,004","72,622.33","1,144,441.50","367.28","3.53","3,554","12,787","74,443.61","1,614,607.65","454.31","3.60","3,269","11,723","65,135.93","1,097,112.45","335.61","3.59","3,272","11,686","68,992.03","1,550,342.90","473.82","3.57","4,209","15,029","83,949.64","3,243,166.15","770.53","3.57","4,880","15,709","57,189.99","4,002,456.10","820.18","3.22","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
