"โรงพยาบาล","รวมทั้งปีงบประมาณ","ตค.","พย.","ธค.","มค.","กพ.","มีค.","เมย.","พค.","มิย.","กค.","สค.","กย."
"OP Visit","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง"
"11020  :  โรงพยาบาลไชยวาน","92,668","42,674","161,555","1,237,821.96","18,812,597.95","203.01","1.74","4,260","15,993","117,711.00","1,816,021.50","426.30","3.75","3,746","14,026","102,940.40","1,383,796.50","369.41","3.74","4,191","15,365","127,030.02","1,725,400.10","411.69","3.67","3,757","14,970","123,867.69","1,420,338.30","378.05","3.98","3,713","14,556","117,140.87","1,632,868.10","439.77","3.92","4,137","16,178","136,739.53","1,568,613.35","379.17","3.91","3,358","14,164","138,446.36","1,900,604.70","565.99","4.22","3,091","12,173","90,068.22","1,329,035.10","429.97","3.94","3,648","13,070","80,306.00","1,795,477.30","492.18","3.58","2,733","10,499","71,069.35","1,420,396.80","519.72","3.84","3,153","10,705","71,357.61","1,738,569.30","551.40","3.40","2,887","9,856","61,144.91","1,081,476.90","374.60","3.41"
"11021  :  โรงพยาบาลศรีธาตุ","101,119","62,329","213,090","17,631,426.77","23,907,284.75","236.43","2.11","4,300","17,882","799,420.19","1,149,802.90","267.40","4.16","3,769","15,094","734,381.20","1,052,807.75","279.33","4.00","4,125","16,795","741,265.73","1,070,804.80","259.59","4.07","3,884","16,151","879,599.95","1,253,823.25","322.82","4.16","3,492","14,409","741,313.04","1,067,399.95","305.67","4.13","4,166","17,258","910,765.47","1,289,400.70","309.51","4.14","3,887","15,410","1,009,767.13","1,380,876.20","355.26","3.96","3,842","14,129","928,568.67","1,297,632.60","337.75","3.68","4,362","15,661","1,113,429.03","1,549,001.35","355.11","3.59","4,983","14,726","1,700,814.64","2,286,745.50","458.91","2.96","9,943","26,112","3,437,061.18","4,570,633.50","459.68","2.63","11,576","29,463","4,635,040.54","5,938,356.25","512.99","2.55"
"11022  :  โรงพยาบาลวังสามหมอ","121,715","53,045","183,873","9,219,524.59","16,411,903.20","134.84","1.51","4,745","17,096","696,137.87","1,268,595.25","267.35","3.60","4,272","15,500","713,846.63","1,258,853.25","294.68","3.63","4,688","16,961","722,141.24","1,290,571.75","275.29","3.62","4,727","17,587","846,693.65","1,559,723.50","329.96","3.72","4,059","14,544","691,583.37","1,186,864.00","292.40","3.58","6,196","18,798","832,627.74","1,503,653.25","242.68","3.03","4,052","14,721","790,569.34","1,382,875.75","341.28","3.63","4,626","15,458","839,699.47","1,499,268.75","324.10","3.34","4,193","13,536","803,277.43","1,347,502.50","321.37","3.23","3,526","12,520","644,366.63","1,164,510.50","330.26","3.55","4,161","13,596","809,726.22","1,463,760.45","351.78","3.27","3,800","13,556","828,855.00","1,485,724.25","390.98","3.57"
"11023  :  โรงพยาบาลบ้านผือ","238,938","139,719","399,849","34,794,958.08","44,814,820.95","187.56","1.67","10,534","35,011","2,086,185.99","3,564,075.25","338.34","3.32","11,030","36,145","2,325,424.29","3,861,483.50","350.09","3.28","10,045","33,609","2,228,811.06","3,657,868.25","364.15","3.35","9,703","33,492","2,129,009.18","3,508,723.75","361.61","3.45","8,705","30,548","2,190,328.22","3,686,232.00","423.46","3.51","10,093","34,631","2,610,113.95","4,301,899.50","426.23","3.43","8,133","26,848","2,285,498.04","3,211,537.00","394.88","3.30","8,192","27,062","2,294,053.09","3,372,758.50","411.71","3.30","10,010","30,047","2,500,089.00","3,671,416.50","366.77","3.00","10,440","27,789","4,232,533.23","4,554,279.75","436.23","2.66","20,788","40,179","5,247,687.34","3,736,008.45","179.72","1.93","22,046","44,488","4,665,224.69","3,688,538.50","167.31","2.02"
"11024  :  โรงพยาบาลน้ำโสม","141,430","85,470","246,318","21,152,810.82","14,812,316.82","104.73","1.74","5,491","21,932","960,227.88","1,015,842.26","185.00","3.99","6,218","21,336","1,028,352.45","1,144,199.96","184.01","3.43","7,082","21,698","1,172,881.08","1,238,938.37","174.94","3.06","6,273","21,546","1,102,666.94","1,224,065.31","195.13","3.43","7,377","20,679","1,112,183.30","1,220,783.82","165.49","2.80","6,311","20,744","1,106,506.22","1,255,198.03","198.89","3.29","5,638","19,851","1,110,266.17","1,276,415.47","226.40","3.52","4,414","16,030","1,151,484.73","1,354,745.41","306.92","3.63","5,453","17,555","1,416,357.84","1,340,258.03","245.78","3.22","7,104","19,160","2,084,500.25","1,249,299.35","175.86","2.70","11,498","21,997","4,055,729.00","1,335,104.42","116.12","1.91","12,611","23,790","4,851,654.96","1,157,466.39","91.78","1.89"
"11025  :  โรงพยาบาลเพ็ญ","211,532","140,135","407,932","39,043,666.91","42,340,027.75","200.16","1.93","10,557","33,668","1,972,133.52","3,250,714.00","307.92","3.19","11,005","34,296","2,057,015.13","3,376,365.50","306.80","3.12","9,800","34,576","2,091,104.63","3,471,460.50","354.23","3.53","9,521","32,854","2,075,066.73","3,408,605.50","358.01","3.45","8,692","30,786","2,008,670.59","3,246,004.50","373.45","3.54","10,383","36,778","2,549,490.62","4,146,395.00","399.34","3.54","8,440","27,689","2,395,220.28","3,245,668.50","384.56","3.28","8,113","27,300","2,543,901.87","3,532,889.50","435.46","3.36","9,889","29,940","2,880,178.60","3,805,692.50","384.84","3.03","10,927","29,590","3,531,602.08","3,309,432.50","302.87","2.71","19,512","43,148","6,789,935.17","3,682,835.75","188.75","2.21","23,296","47,307","8,149,347.69","3,863,964.00","165.86","2.03"
"11026  :  โรงพยาบาลสร้างคอม","75,659","32,809","110,997","4,085,540.18","8,322,636.82","110.00","1.47","2,920","10,477","289,315.53","572,991.10","196.23","3.59","3,364","12,541","369,761.45","743,458.80","221.00","3.73","3,441","10,491","286,293.11","591,216.40","171.82","3.05","3,248","11,471","363,143.95","739,298.80","227.62","3.53","2,654","8,556","297,423.31","609,660.45","229.71","3.22","3,506","11,820","429,984.38","884,050.50","252.15","3.37","2,354","8,082","347,086.71","733,910.50","311.77","3.43","2,170","7,350","380,765.19","782,142.95","360.43","3.39","2,157","6,877","312,142.81","598,455.70","277.45","3.19","2,307","7,988","385,365.85","800,729.20","347.09","3.46","2,392","8,074","359,221.83","737,562.92","308.35","3.38","2,296","7,270","265,036.06","529,159.50","230.47","3.17"
"11027  :  โรงพยาบาลหนองแสง","68,210","32,626","110,037","740,811.55","8,498,647.00","124.60","1.61","3,214","11,082","46,041.08","728,172.50","226.56","3.45","3,606","12,540","82,316.88","871,791.50","241.76","3.48","4,478","12,298","67,974.12","838,073.50","187.15","2.75","2,972","10,500","67,942.33","754,827.40","253.98","3.53","2,834","9,583","62,161.00","696,619.00","245.81","3.38","3,326","11,390","74,728.22","838,214.00","252.02","3.42","2,939","10,785","127,543.60","1,200,416.50","408.44","3.67","2,274","7,829","33,220.62","533,921.50","234.79","3.44","2,438","8,216","42,635.36","593,241.80","243.33","3.37","2,324","8,375","95,023.45","930,654.50","400.45","3.60","0","0","0.00","0.00","0.00","0.00","2,221","7,439","41,224.89","512,714.80","230.85","3.35"
"11028  :  โรงพยาบาลนายูง","59,320","34,158","103,647","8,512,792.96","14,593,718.20","246.02","1.75","2,393","9,535","357,199.96","863,091.30","360.67","3.98","1,797","6,868","285,448.21","652,215.87","362.95","3.82","2,215","8,496","327,860.70","789,283.59","356.34","3.84","2,200","9,054","379,452.78","912,633.28","414.83","4.12","1,986","7,858","352,077.13","840,223.13","423.07","3.96","2,625","10,187","403,253.86","925,281.33","352.49","3.88","1,847","7,309","319,502.99","690,848.34","374.04","3.96","2,126","7,833","464,895.88","886,975.81","417.20","3.68","2,888","9,208","680,182.41","1,256,449.81","435.06","3.19","3,229","8,563","1,049,465.50","1,649,624.53","510.88","2.65","4,962","8,621","1,712,992.64","2,299,713.54","463.47","1.74","5,890","10,115","2,180,460.90","2,827,377.67","480.03","1.72"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","58,184","33,263","99,993","4,590,007.21","9,513,554.57","163.51","1.72","2,766","9,010","403,226.10","837,783.00","302.89","3.26","2,505","8,795","435,241.74","866,578.00","345.94","3.51","2,786","9,904","414,040.03","854,336.00","306.65","3.55","2,508","8,700","416,845.08","871,160.00","347.35","3.47","2,337","8,224","393,920.41","816,289.00","349.29","3.52","2,949","9,856","483,044.58","1,005,830.00","341.07","3.34","2,443","8,217","357,175.37","744,293.57","304.66","3.36","2,423","7,988","452,090.05","909,040.00","375.17","3.30","3,017","9,103","401,761.08","864,733.00","286.62","3.02","3,490","8,814","433,321.73","896,092.00","256.76","2.53","6,039","11,382","399,341.04","847,420.00","140.32","1.88","0","0","0.00","0.00","0.00","0.00"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","279,934","151,980","441,730","32,776,934.71","51,023,705.50","182.27","1.58","11,370","36,332","2,266,759.55","3,918,551.50","344.64","3.20","9,696","33,484","2,295,454.10","3,852,229.00","397.30","3.45","9,415","33,892","2,608,295.25","4,306,728.50","457.43","3.60","9,484","34,280","2,375,507.34","4,066,977.00","428.83","3.61","8,738","31,507","2,247,697.57","3,797,415.00","434.59","3.61","10,429","37,699","2,807,836.56","4,679,478.00","448.70","3.61","10,264","38,147","2,803,298.64","4,742,504.00","462.05","3.72","9,503","33,851","2,653,062.39","4,458,806.00","469.20","3.56","10,852","34,683","2,781,671.18","4,473,668.50","412.24","3.20","10,364","29,412","2,579,997.67","3,965,826.00","382.65","2.84","18,680","44,719","3,844,109.93","5,129,740.00","274.61","2.39","33,185","53,724","3,513,244.53","3,631,782.00","109.44","1.62"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","197,054","123,974","505,270","136,250,254.34","187,060,526.00","949.29","2.56","13,511","55,488","15,489,894.78","17,951,063.00","1,328.63","4.11","14,067","59,214","15,989,632.45","19,064,376.25","1,355.26","4.21","0","0","0.00","0.00","0.00","0.00","13,467","57,117","13,351,301.19","19,583,437.75","1,454.18","4.24","11,917","49,553","12,422,852.52","17,845,516.50","1,497.48","4.16","13,847","56,419","14,073,147.59","20,000,430.75","1,444.39","4.07","11,167","45,938","12,272,301.88","17,740,770.75","1,588.68","4.11","11,358","47,225","13,755,268.95","19,144,637.00","1,685.56","4.16","11,990","47,922","13,041,076.61","18,738,798.00","1,562.87","4.00","10,999","42,099","12,720,059.90","18,295,465.25","1,663.38","3.83","11,651","44,295","13,134,718.47","18,696,030.75","1,604.67","3.80","0","0","0.00","0.00","0.00","0.00"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","0","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"25058  :  โรงพยาบาลกู่แก้ว","63,094","34,815","101,306","8,383.00","7,420,160.80","117.60","1.61","2,091","8,025","752.50","579,795.98","277.28","3.84","2,059","8,032","650.00","607,313.62","294.96","3.90","2,138","8,193","933.00","592,885.40","277.31","3.83","2,137","7,864","632.50","611,388.70","286.10","3.68","1,884","7,039","700.00","512,939.69","272.26","3.74","2,549","9,747","933.00","793,795.35","311.41","3.82","2,288","8,002","775.00","790,912.46","345.68","3.50","2,281","6,998","637.50","556,806.27","244.11","3.07","2,420","7,407","727.50","586,626.39","242.41","3.06","2,769","7,734","345.00","591,992.21","213.79","2.79","5,715","10,893","473.00","642,422.47","112.41","1.91","6,484","11,372","824.00","553,282.26","85.33","1.75"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","59,059","35,713","94,423","3,682,264.49","7,059,074.50","119.53","1.60","2,372","7,799","237,377.02","520,063.00","219.25","3.29","2,251","7,601","235,696.22","506,395.00","224.96","3.38","2,300","8,077","284,452.41","606,808.50","263.83","3.51","2,049","7,078","236,723.70","501,999.00","245.00","3.45","2,168","7,489","256,283.37","551,695.50","254.47","3.45","2,375","8,000","289,100.26","614,868.00","258.89","3.37","2,282","7,982","484,902.11","831,460.50","364.36","3.50","2,001","6,686","409,163.32","713,286.50","356.47","3.34","2,167","5,755","438,412.19","461,594.00","213.01","2.66","3,372","8,207","339,768.74","740,910.50","219.72","2.43","5,530","9,269","266,304.21","573,108.00","103.64","1.68","6,846","10,480","204,080.94","436,886.00","63.82","1.53"
"10705  :  โรงพยาบาลเลย","495,138","220,587","788,060","127,949,520.04","180,866,166.88","365.28","1.59","18,987","69,284","10,441,144.93","14,838,810.00","781.52","3.65","18,589","67,336","10,122,834.73","14,276,560.62","768.01","3.62","20,803","70,739","10,666,043.66","15,076,022.11","724.70","3.40","20,841","69,852","10,962,831.15","15,567,803.78","746.98","3.35","16,866","61,800","9,778,785.73","13,829,428.53","819.96","3.66","20,713","76,139","12,043,620.75","16,996,487.02","820.57","3.68","16,841","62,553","10,550,617.29","14,916,544.20","885.73","3.71","15,702","58,525","10,020,059.45","14,180,927.85","903.13","3.73","18,998","67,006","11,433,345.22","16,105,494.16","847.75","3.53","17,125","58,893","10,373,075.42","14,655,003.78","855.77","3.44","16,844","61,349","10,984,034.20","15,451,886.14","917.35","3.64","18,278","64,584","10,573,127.51","14,971,198.69","819.08","3.53"
"11030  :  โรงพยาบาลนาด้วง","75,597","42,701","132,944","10,682,857.64","16,756,310.00","221.65","1.76","2,446","9,007","456,559.15","796,425.75","325.60","3.68","2,645","10,334","461,071.40","867,035.25","327.80","3.91","2,917","11,808","514,154.23","1,008,419.50","345.70","4.05","2,582","10,019","556,523.31","1,010,336.50","391.30","3.88","2,876","9,778","432,211.80","842,693.75","293.01","3.40","3,227","11,202","537,185.68","1,018,043.75","315.48","3.47","2,546","8,836","644,649.57","1,076,396.50","422.78","3.47","2,798","9,369","743,468.76","1,191,986.25","426.01","3.35","3,427","10,994","816,711.54","1,323,724.00","386.26","3.21","3,398","9,725","1,026,307.79","1,536,856.50","452.28","2.86","6,316","14,187","2,082,095.78","2,864,915.75","453.60","2.25","7,523","17,685","2,411,918.63","3,219,476.50","427.95","2.35"
"11031  :  โรงพยาบาลเชียงคาน","169,684","106,815","346,775","30,180,333.60","28,763,370.00","169.51","2.04","6,641","28,774","1,162,505.63","2,138,898.50","322.07","4.33","7,089","29,653","1,118,704.67","2,120,247.00","299.09","4.18","6,664","28,764","1,252,459.06","2,264,811.50","339.86","4.32","6,352","28,101","1,368,915.93","2,446,919.50","385.22","4.42","6,021","25,656","1,246,122.42","2,182,149.50","362.42","4.26","7,148","31,063","1,336,801.98","2,459,696.00","344.11","4.35","7,067","28,132","1,706,084.43","2,631,961.50","372.43","3.98","8,159","28,128","2,032,700.52","2,891,015.50","354.33","3.45","8,029","27,559","2,036,077.15","2,747,569.00","342.21","3.43","7,776","22,990","2,669,867.85","2,446,063.00","314.57","2.96","13,882","29,573","4,900,848.28","2,186,681.50","157.52","2.13","21,987","38,382","9,349,245.68","2,247,357.50","102.21","1.75"
"11032  :  โรงพยาบาลปากชม","91,443","61,923","221,284","15,412,449.71","16,213,462.67","177.31","2.42","3,848","18,278","698,899.42","1,251,990.18","325.36","4.75","3,837","18,001","690,267.80","1,223,671.62","318.91","4.69","4,053","20,256","792,239.68","1,466,981.41","361.95","5.00","3,748","17,970","818,974.75","1,463,595.88","390.50","4.79","3,800","16,343","764,343.94","1,376,909.48","362.34","4.30","4,153","17,352","706,286.81","1,256,496.03","302.55","4.18","3,706","16,301","863,964.32","1,410,972.23","380.73","4.40","3,766","15,517","940,125.62","1,323,798.62","351.51","4.12","4,638","16,631","1,050,682.54","1,323,783.62","285.42","3.59","5,193","17,390","1,558,457.59","1,413,066.15","272.11","3.35","9,327","21,314","2,517,907.88","1,319,583.24","141.48","2.29","11,854","25,931","4,010,299.36","1,382,614.21","116.64","2.19"
"11033  :  โรงพยาบาลนาแห้ว","43,283","29,327","82,332","7,782,786.00","10,875,430.04","251.26","1.90","2,071","8,372","417,910.10","735,617.20","355.20","4.04","1,772","6,680","301,896.29","601,571.20","339.49","3.77","2,205","7,708","296,655.69","562,037.10","254.89","3.50","1,499","5,895","359,237.56","624,011.35","416.29","3.93","1,650","6,332","261,079.61","486,402.40","294.79","3.84","1,743","6,353","311,236.99","587,604.75","337.12","3.64","1,753","6,440","508,107.07","783,836.75","447.14","3.67","1,983","6,048","439,351.32","661,220.00","333.44","3.05","2,066","5,987","433,389.76","643,894.50","311.66","2.90","2,251","6,304","685,146.98","983,857.75","437.08","2.80","4,070","6,892","1,555,443.74","1,760,093.25","432.46","1.69","6,264","9,321","2,213,330.89","2,445,283.79","390.37","1.49"
"11034  :  โรงพยาบาลภูเรือ","60,349","37,268","118,604","6,791,354.29","9,462,847.00","156.80","1.97","2,916","10,526","398,447.07","830,468.50","284.80","3.61","2,852","10,790","386,036.17","810,414.00","284.16","3.78","2,938","10,790","448,982.64","918,696.50","312.69","3.67","2,881","10,447","405,347.84","846,327.50","293.76","3.63","2,885","10,375","384,763.78","803,863.50","278.64","3.60","3,559","12,521","473,829.02","1,000,000.50","280.98","3.52","3,071","10,929","502,071.85","853,066.00","277.78","3.56","2,820","8,851","512,802.32","726,440.50","257.60","3.14","3,412","10,391","643,006.43","911,939.50","267.27","3.05","3,805","10,360","899,461.50","874,232.00","229.76","2.72","6,129","12,624","1,736,605.67","887,398.50","144.79","2.06","0","0","0.00","0.00","0.00","0.00"
"11035  :  โรงพยาบาลท่าลี่","87,199","59,494","250,475","9,050,659.58","20,667,739.65","237.02","2.87","4,263","23,771","899,435.07","1,992,416.15","467.37","5.58","3,385","17,801","571,019.66","1,327,508.85","392.17","5.26","4,572","22,497","828,807.77","1,845,029.45","403.55","4.92","3,794","19,563","729,328.55","1,651,906.60","435.40","5.16","3,524","17,992","607,739.38","1,431,083.85","406.10","5.11","4,658","24,829","918,136.45","2,057,489.10","441.71","5.33","3,766","19,220","750,460.14","1,726,094.55","458.34","5.10","3,623","17,751","654,579.84","1,516,269.35","418.51","4.90","5,135","21,854","871,394.80","2,023,572.15","394.07","4.26","4,545","17,392","690,126.29","1,638,802.10","360.57","3.83","7,493","21,842","740,774.06","1,676,154.25","223.70","2.91","10,736","25,963","788,857.57","1,781,413.25","165.93","2.42"
"11036  :  โรงพยาบาลวังสะพุง","261,075","166,590","495,104","51,650,683.47","75,164,384.42","287.90","1.90","11,287","41,802","2,513,084.93","4,196,814.47","371.83","3.70","11,733","42,337","2,489,891.19","4,232,255.07","360.71","3.61","10,959","41,072","2,548,678.53","4,282,738.75","390.80","3.75","9,960","38,195","2,806,713.96","4,624,635.40","464.32","3.83","8,318","31,354","2,262,613.44","3,665,358.35","440.65","3.77","10,672","41,847","2,520,461.96","4,309,122.09","403.78","3.92","10,940","40,584","3,172,995.57","5,110,957.67","467.18","3.71","10,235","35,832","2,860,694.34","4,586,825.25","448.15","3.50","13,181","41,404","3,371,451.46","5,282,186.60","400.74","3.14","14,666","39,829","5,975,882.45","8,051,268.00","548.98","2.72","24,883","47,260","9,023,500.10","11,536,204.07","463.62","1.90","29,756","53,588","12,104,715.54","15,286,018.70","513.71","1.80"
"11037  :  โรงพยาบาลภูกระดึง","81,919","54,268","150,490","7,405,540.31","16,992,607.06","207.43","1.84","3,864","12,985","275,087.29","960,389.19","248.55","3.36","3,760","12,981","349,072.05","1,028,096.73","273.43","3.45","3,920","13,284","285,788.26","993,965.65","253.56","3.39","4,033","13,656","465,818.25","1,395,250.62","345.96","3.39","3,016","10,042","184,035.98","673,695.36","223.37","3.33","3,322","10,502","185,699.18","666,785.94","200.72","3.16","3,926","12,567","373,656.18","1,258,335.79","320.51","3.20","3,340","10,254","195,955.44","863,447.23","258.52","3.07","4,347","12,415","281,207.70","1,160,287.11","266.92","2.86","4,105","10,837","219,920.82","1,523,575.82","371.15","2.64","8,239","15,045","2,392,583.34","3,327,851.85","403.91","1.83","8,396","15,922","2,196,715.82","3,140,925.77","374.10","1.90"
"11038  :  โรงพยาบาลภูหลวง","74,852","44,968","143,789","6,607,634.42","11,132,084.99","148.72","1.92","3,018","12,262","471,516.40","827,027.87","274.03","4.06","2,937","12,202","609,865.00","999,308.70","340.25","4.15","2,814","11,699","508,003.25","887,572.51","315.41","4.16","2,650","11,228","481,053.95","846,416.00","319.40","4.24","2,538","10,790","545,686.31","904,688.10","356.46","4.25","3,147","13,035","569,975.48","990,618.25","314.78","4.14","3,236","12,859","724,423.90","1,260,111.32","389.40","3.97","3,044","10,662","674,403.55","1,090,383.57","358.21","3.50","2,896","8,097","402,643.18","600,789.71","207.46","2.80","3,092","9,351","508,738.91","796,137.68","257.48","3.02","6,311","13,870","569,963.12","951,686.76","150.80","2.20","9,285","17,734","541,361.37","977,344.52","105.26","1.91"
"11039  :  โรงพยาบาลผาขาว","114,267","65,283","208,282","16,535,381.58","17,020,878.19","148.96","1.82","4,823","18,533","856,721.45","1,531,521.55","317.55","3.84","4,659","18,191","827,636.75","1,435,716.39","308.16","3.90","4,603","18,331","820,821.49","1,470,464.39","319.46","3.98","5,181","18,996","889,474.84","1,613,190.89","311.37","3.67","3,953","15,261","718,248.83","1,285,694.49","325.25","3.86","2,918","11,154","527,901.41","921,994.37","315.97","3.82","4,371","16,333","999,253.45","1,435,389.88","328.39","3.74","4,194","15,101","968,062.45","1,444,157.14","344.34","3.60","3,972","14,535","899,081.12","1,335,240.07","336.16","3.66","4,829","15,316","1,551,920.46","1,344,843.56","278.49","3.17","9,126","20,783","2,997,090.04","1,560,200.17","170.96","2.28","12,654","25,748","4,479,169.29","1,642,465.29","129.80","2.03"
"11447  :  โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","145,663","99,724","338,718","31,527,030.21","35,110,846.82","241.04","2.33","6,633","26,619","1,900,869.94","2,586,565.00","389.95","4.01","7,217","28,399","1,943,315.42","2,647,229.65","366.80","3.94","6,904","28,543","2,113,638.24","2,896,082.60","419.48","4.13","5,870","24,499","1,970,920.86","2,707,585.55","461.26","4.17","7,062","25,644","1,918,059.07","2,639,673.85","373.79","3.63","7,826","32,496","2,494,514.11","3,450,285.50","440.87","4.15","6,053","23,374","1,839,603.23","2,493,494.80","411.94","3.86","6,116","23,533","2,094,670.32","2,800,986.65","457.98","3.85","8,593","30,290","2,482,818.52","3,594,306.65","418.28","3.52","7,789","25,930","2,334,493.60","3,035,157.32","389.67","3.33","13,583","33,108","3,910,028.22","3,296,238.05","242.67","2.44","16,078","36,283","6,524,098.68","2,963,241.20","184.30","2.26"
"14133  :  โรงพยาบาลเอราวัณ","87,780","49,660","153,730","10,340,708.90","16,700,148.15","190.25","1.75","3,789","14,029","877,459.10","1,592,219.05","420.22","3.70","3,450","13,030","755,521.51","1,265,793.30","366.90","3.78","3,418","12,853","812,787.34","1,366,821.05","399.89","3.76","3,200","12,056","819,405.49","1,448,581.80","452.68","3.77","2,908","10,874","812,534.44","1,363,375.75","468.84","3.74","4,087","12,990","802,649.30","1,341,713.45","328.29","3.18","3,283","11,672","832,343.44","1,459,294.05","444.50","3.56","3,116","10,926","748,092.71","1,255,450.50","402.90","3.51","3,393","12,357","912,697.35","1,545,986.50","455.64","3.64","3,400","10,583","731,092.95","1,176,355.45","345.99","3.11","5,608","13,887","927,402.31","1,568,635.25","279.71","2.48","10,008","18,473","1,308,722.96","1,315,922.00","131.49","1.85"
"14644  :  โรงพยาบาลจิตเวชเลยราชนครินทร์","32,174","26,442","108,110","13,618,449.84","21,127,208.75","656.65","3.36","1,964","7,769","896,278.66","1,398,490.00","712.06","3.96","2,026","8,087","921,749.08","1,476,231.25","728.64","3.99","2,151","8,723","1,075,558.25","1,665,902.75","774.48","4.06","2,235","9,109","1,225,824.51","1,874,845.50","838.86","4.08","2,009","8,289","903,379.59","1,433,351.25","713.47","4.13","2,643","10,857","1,294,697.47","2,024,407.50","765.95","4.11","2,408","9,775","1,241,765.34","1,928,592.50","800.91","4.06","2,227","9,130","1,315,061.33","2,017,140.00","905.77","4.10","2,061","8,621","1,055,561.89","1,648,669.25","799.94","4.18","2,143","8,739","1,197,587.03","1,836,681.00","857.06","4.08","2,494","10,453","1,311,328.39","2,029,419.75","813.72","4.19","2,081","8,558","1,179,658.30","1,793,478.00","861.83","4.11"
"28861  :  โรงพยาบาลหนองหิน","60,356","39,877","118,452","4,588,590.84","11,616,090.50","192.46","1.96","2,574","9,468","5,184.00","763,714.75","296.70","3.68","2,275","8,685","8,367.88","738,753.25","324.73","3.82","2,448","9,176","7,634.56","837,527.45","342.13","3.75","2,370","8,818","4,229.40","743,689.25","313.79","3.72","2,229","8,359","4,284.36","810,612.50","363.67","3.75","2,691","10,376","5,480.40","923,213.75","343.07","3.86","2,522","8,900","124,514.20","936,399.25","371.29","3.53","2,125","7,144","116,963.64","794,570.40","373.92","3.36","2,982","8,877","119,662.40","1,042,407.50","349.57","2.98","3,111","8,571","471,467.40","1,175,771.40","377.94","2.76","6,096","12,616","1,627,985.60","1,696,362.50","278.27","2.07","8,454","17,462","2,092,817.00","1,153,068.50","136.39","2.07"
