"โรงพยาบาล","รวมทั้งปีงบประมาณ","ตค.","พย.","ธค.","มค.","กพ.","มีค.","เมย.","พค.","มิย.","กค.","สค.","กย."
"จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw"
"11152  :  โรงพยาบาลเถิน","7,376","24,577","5,699,643.49","7,391,195.00","6,992.4082","300.74","1,002.06","1,057.03","681","2,385","467,365.88","599,880.25","624.9159","251.52","880.88","959.94","637","2,123","534,809.12","687,082.75","569.6124","323.64","1,078.62","1,206.23","637","2,105","509,376.21","660,417.50","589.2628","313.74","1,036.76","1,120.75","657","2,052","446,215.60","580,707.00","604.2272","283.00","883.88","961.07","656","1,996","454,204.41","588,686.00","591.1527","294.93","897.39","995.83","566","1,921","483,731.34","622,703.00","539.6157","324.16","1,100.18","1,153.97","411","1,442","327,797.95","426,316.50","399.2455","295.64","1,037.27","1,067.81","575","1,908","443,472.10","576,262.00","593.7899","302.02","1,002.19","970.48","514","1,771","411,939.64","535,289.00","511.2816","302.25","1,041.42","1,046.96","663","2,284","580,925.07","753,062.50","646.0449","329.71","1,135.84","1,165.65","680","2,213","504,491.73","659,251.50","656.8011","297.90","969.49","1,003.73","699","2,377","535,314.44","701,537.00","666.4585","295.14","1,003.63","1,052.63"
"11153  :  โรงพยาบาลแม่พริก","853","2,307","703,740.61","928,160.81","629.1858","402.32","1,088.11","1,475.18","80","241","70,704.42","97,343.57","54.7569","403.92","1,216.79","1,777.74","86","238","63,244.81","91,032.71","62.9626","382.49","1,058.52","1,445.82","85","264","80,218.05","103,575.45","70.5259","392.33","1,218.53","1,468.62","85","227","58,596.76","78,685.84","66.4472","346.63","925.72","1,184.19","73","226","65,422.52","85,084.44","52.6485","376.48","1,165.54","1,616.08","72","184","55,444.52","72,325.10","57.0272","393.07","1,004.52","1,268.26","49","127","65,062.98","82,354.94","40.9065","648.46","1,680.71","2,013.25","58","157","44,308.08","57,845.23","41.1870","368.44","997.33","1,404.45","59","111","40,608.30","53,232.95","37.8299","479.58","902.25","1,407.17","74","204","81,144.86","103,311.11","48.1676","506.43","1,396.10","2,144.83","68","187","39,586.91","52,594.47","45.1270","281.25","773.45","1,165.48","64","141","39,398.40","50,775.00","51.5995","360.11","793.36","984.02"
"11154  :  โรงพยาบาลแม่ทะ","2,235","5,681","1,237,249.92","1,659,066.35","1,581.1269","292.04","742.31","1,049.29","231","637","118,756.83","155,830.55","158.9927","244.63","674.59","980.11","166","395","152,872.28","196,124.50","111.8301","496.52","1,181.47","1,753.77","126","282","61,508.63","84,890.50","92.5514","301.03","673.73","917.23","158","327","57,719.77","77,990.75","96.8791","238.50","493.61","805.03","163","352","54,965.25","73,902.30","114.4396","209.95","453.39","645.78","151","341","78,453.66","102,180.25","99.7250","299.65","676.69","1,024.62","146","395","76,514.74","100,044.75","102.8900","253.28","685.24","972.35","179","467","131,764.17","183,933.05","131.0343","393.86","1,027.56","1,403.70","228","570","123,541.52","164,974.80","180.8497","289.43","723.57","912.22","214","619","81,212.37","112,023.55","161.4588","180.98","523.47","693.82","246","689","160,204.15","205,906.10","177.9956","298.85","837.02","1,156.80","227","607","139,736.55","201,265.25","152.4806","331.57","886.63","1,319.94"
"11155  :  โรงพยาบาลสบปราบ","1,748","5,393","1,647,637.97","2,124,995.75","1,421.8108","394.03","1,215.67","1,494.57","234","660","131,107.32","174,483.25","153.1768","264.37","745.65","1,139.10","173","532","143,600.26","187,855.50","119.5240","353.11","1,085.87","1,571.70","146","378","100,335.82","131,364.25","100.1589","347.52","899.76","1,311.56","155","393","148,897.60","189,102.25","109.5650","481.18","1,220.01","1,725.94","116","362","100,524.79","131,146.50","91.8497","362.28","1,130.57","1,427.84","135","336","125,543.76","160,772.00","101.4637","478.49","1,190.90","1,584.53","61","197","54,579.78","70,467.00","50.4095","357.70","1,155.20","1,397.89","119","322","82,340.18","106,250.00","107.9926","329.97","892.86","983.86","122","430","138,458.78","176,408.25","108.9117","410.25","1,445.97","1,619.74","162","520","126,684.43","165,603.50","150.8839","318.47","1,022.24","1,097.56","164","684","317,132.86","400,017.75","177.5821","584.82","2,439.13","2,252.58","161","579","178,432.39","231,525.50","150.2929","399.87","1,438.05","1,540.50"
"11156  :  โรงพยาบาลห้างฉัตร","2,996","9,124","1,376,307.59","1,882,354.49","2,134.1498","206.31","628.29","882.02","327","927","114,528.72","164,573.05","243.8996","177.53","503.28","674.76","277","800","101,684.30","146,374.55","196.7456","182.97","528.43","743.98","315","899","146,061.27","205,691.94","217.4248","228.80","652.99","946.04","313","994","157,926.75","223,139.95","219.0210","224.49","712.91","1,018.81","278","856","132,712.89","177,667.75","199.4849","207.56","639.09","890.63","262","820","130,623.41","179,169.75","195.5945","218.50","683.85","916.03","172","523","103,257.89","132,686.25","116.3913","253.70","771.43","1,140.00","258","790","122,619.71","162,279.75","176.1755","205.42","628.99","921.13","282","947","134,530.66","180,619.75","217.6302","190.73","640.50","829.94","245","739","107,376.53","142,983.50","162.5967","193.48","583.61","879.38","267","829","124,985.46","167,168.25","189.1857","201.65","626.10","883.62","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"11157  :  โรงพยาบาลเมืองปาน","2,033","5,829","1,008,940.96","1,338,301.75","1,445.5933","229.59","658.29","925.78","181","500","58,150.87","80,679.50","117.9378","161.36","445.74","684.09","217","616","68,717.06","98,660.25","164.6687","160.16","454.66","599.14","171","462","104,221.09","138,562.25","116.2771","299.92","810.31","1,191.66","195","582","111,396.79","148,777.00","145.2416","255.63","762.96","1,024.34","161","574","122,106.44","163,538.25","137.9110","284.91","1,015.77","1,185.82","146","479","63,707.32","88,633.00","119.6042","185.04","607.08","741.05","78","184","29,131.09","29,828.75","51.2229","162.11","382.42","582.33","164","373","45,863.17","65,544.00","105.9069","175.72","399.66","618.88","150","465","114,276.86","132,517.50","110.4849","284.98","883.45","1,199.42","194","610","112,254.69","147,897.00","132.1136","242.45","762.36","1,119.47","194","527","59,816.68","85,213.00","123.8853","161.69","439.24","687.84","182","457","119,298.90","158,451.25","120.3393","346.72","870.61","1,316.70"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"12283  :  โรงพยาบาลมะเร็งลำปาง","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"10673  :  โรงพยาบาลอุตรดิตถ์","39,143","221,961","100,977,749.31","121,163,338.20","71,477.7360","545.88","3,095.40","1,695.12","3,750","20,929","5,611,623.48","6,733,263.62","6,600.9185","321.72","1,795.54","1,020.05","3,329","19,844","8,064,618.05","9,676,662.47","6,245.5710","487.64","2,906.78","1,549.36","3,481","19,925","9,301,600.74","11,161,102.42","6,378.4210","560.16","3,206.29","1,749.82","3,574","19,108","8,733,694.28","10,479,575.76","5,961.1854","548.44","2,932.17","1,757.97","3,354","18,097","8,287,270.53","9,943,756.36","5,981.4756","549.47","2,964.75","1,662.43","3,225","18,279","8,196,411.12","9,834,882.15","5,935.6095","538.04","3,049.58","1,656.93","2,042","11,901","6,931,526.31","8,317,216.21","3,916.0931","698.87","4,073.07","2,123.86","2,825","15,776","8,618,993.46","10,341,992.13","5,341.4416","655.55","3,660.88","1,936.18","3,158","19,867","9,963,491.54","11,955,330.04","6,416.1355","601.77","3,785.73","1,863.32","3,412","18,226","9,308,023.17","11,168,817.00","6,028.6647","612.80","3,273.39","1,852.62","3,521","19,726","8,471,929.38","10,165,369.00","6,494.4579","515.33","2,887.07","1,565.24","3,472","20,283","9,488,567.25","11,385,371.04","6,177.7622","561.33","3,279.20","1,842.96"
"11158  :  โรงพยาบาลตรอน","2,093","6,998","2,148,434.27","2,821,482.00","1,474.1053","403.18","1,348.06","1,914.03","213","703","179,719.19","236,687.00","150.3003","336.68","1,111.21","1,574.76","217","735","194,642.60","259,665.00","149.8025","353.29","1,196.61","1,733.38","204","619","173,034.45","228,641.00","130.5933","369.37","1,120.79","1,750.79","240","755","233,851.22","305,369.00","146.2977","404.46","1,272.37","2,087.31","216","738","263,337.99","343,180.00","149.0766","465.01","1,588.80","2,302.04","190","681","204,470.22","270,049.00","138.5569","396.55","1,421.31","1,949.01","118","467","153,942.83","203,066.00","95.6167","434.83","1,720.90","2,123.75","131","407","181,438.07","234,208.00","90.5458","575.45","1,787.85","2,586.62","149","475","112,123.67","151,695.00","108.2195","319.36","1,018.09","1,401.73","139","483","173,070.01","226,004.00","112.0344","467.92","1,625.93","2,017.27","144","443","157,387.33","203,659.00","106.7264","459.73","1,414.30","1,908.23","132","492","121,416.69","159,259.00","96.3352","323.70","1,206.51","1,653.18"
"11159  :  โรงพยาบาลท่าปลา","2,317","6,210","1,815,505.14","1,940,035.00","1,309.6641","312.40","837.30","1,481.32","196","580","162,301.13","152,123.25","113.5124","262.28","776.14","1,340.15","220","575","176,473.64","166,359.50","115.4028","289.32","756.18","1,441.56","213","612","208,791.99","197,070.25","123.1003","322.01","925.21","1,600.89","256","658","244,374.70","226,881.00","140.6147","344.80","886.25","1,613.49","241","635","298,432.69","248,734.00","136.1702","391.71","1,032.09","1,826.64","195","579","229,638.61","209,686.75","113.6137","362.15","1,075.32","1,845.61","126","305","67,767.49","98,340.25","72.0644","322.43","780.48","1,364.62","192","485","94,721.78","141,121.75","110.9428","290.97","735.01","1,272.02","174","428","86,801.43","136,205.50","101.5774","318.24","782.79","1,340.90","190","506","85,464.28","135,081.00","107.9031","266.96","710.95","1,251.87","159","414","90,018.42","123,853.25","87.4237","299.16","778.95","1,416.70","155","433","70,718.98","104,578.50","87.3386","241.52","674.70","1,197.39"
"11160  :  โรงพยาบาลน้ำปาด","2,605","7,079","2,546,097.23","3,334,838.70","1,808.8292","471.09","1,280.17","1,843.64","224","647","222,744.32","293,542.70","181.9864","453.70","1,310.46","1,612.99","187","520","221,325.78","285,311.60","136.8117","548.68","1,525.73","2,085.43","199","538","231,868.89","302,326.00","165.8560","561.94","1,519.23","1,822.82","268","671","231,624.21","314,165.50","181.4391","468.20","1,172.26","1,731.52","267","741","283,586.59","376,646.70","159.3558","508.30","1,410.66","2,363.56","214","560","220,913.77","291,245.40","150.6824","520.08","1,360.96","1,932.84","143","392","93,660.59","126,067.20","84.4487","321.60","881.59","1,492.83","188","504","147,195.88","191,563.60","134.7849","380.09","1,018.96","1,421.25","206","550","227,586.74","288,725.80","126.9711","524.96","1,401.58","2,273.95","226","629","201,240.34","262,136.40","154.5012","416.75","1,159.90","1,696.66","268","739","264,446.74","339,822.20","185.4885","459.84","1,267.99","1,832.04","215","588","199,903.38","263,285.60","146.5034","447.76","1,224.58","1,797.13"
"11161  :  โรงพยาบาลฟากท่า","1,166","2,809","304,515.73","423,430.16","612.7713","150.74","363.15","691.01","124","272","29,383.37","39,963.00","62.2517","146.92","322.28","641.96","109","261","37,406.74","50,937.92","68.0139","195.16","467.32","748.93","97","174","24,734.15","33,819.50","50.5472","194.36","348.65","669.07","89","165","22,714.00","32,178.68","45.1138","195.02","361.56","713.28","100","230","20,296.63","28,646.62","47.3406","124.55","286.47","605.12","104","256","28,413.80","38,494.55","52.7403","150.37","370.14","729.89","52","123","13,405.22","18,968.18","31.8322","154.21","364.77","595.88","77","219","24,929.31","34,391.02","42.7544","157.04","446.64","804.39","84","190","19,555.19","27,482.54","44.3004","144.64","327.17","620.37","110","298","36,969.24","51,405.40","58.0037","172.50","467.32","886.24","117","329","31,798.10","44,860.75","60.0109","136.35","383.43","747.54","103","292","14,909.98","22,282.00","49.8622","76.31","216.33","446.87"
"11162  :  โรงพยาบาลบ้านโคก","1,674","4,147","537,524.10","755,730.00","962.1679","182.24","451.45","785.45","169","359","42,674.83","60,840.75","95.5889","169.47","360.00","636.48","117","257","35,277.10","51,114.75","73.7189","198.89","436.88","693.37","110","271","36,578.84","52,908.00","62.5016","195.23","480.98","846.51","131","322","49,933.26","68,416.25","78.7527","212.47","522.26","868.75","127","295","43,121.71","60,729.00","72.2463","205.86","478.18","840.58","124","296","60,478.72","82,814.00","79.3940","279.78","667.85","1,043.08","108","281","42,432.95","60,265.25","67.7649","214.47","558.01","889.33","130","318","37,927.71","53,640.00","72.8480","168.68","412.62","736.33","177","510","57,387.06","79,454.75","94.6837","155.79","448.90","839.16","224","577","44,423.71","64,690.50","113.1779","112.12","288.80","571.58","124","311","40,117.74","55,011.50","68.0691","176.89","443.64","808.17","133","350","47,170.47","65,845.25","83.4219","188.13","495.08","789.30"
"11163  :  โรงพยาบาลพิชัย","3,724","9,976","3,188,425.56","4,357,093.00","2,458.1086","436.76","1,170.00","1,772.54","343","903","230,922.60","317,808.75","211.0238","351.95","926.56","1,506.03","354","808","221,104.91","307,813.25","209.7429","380.96","869.53","1,467.57","389","960","251,310.82","360,640.25","233.7005","375.67","927.10","1,543.17","375","999","342,375.14","471,913.25","249.4130","472.39","1,258.44","1,892.10","340","864","290,488.58","385,090.00","214.7536","445.71","1,132.62","1,793.17","326","932","339,473.74","469,918.75","201.5942","504.20","1,441.47","2,331.01","186","551","119,939.42","160,110.00","121.5525","290.58","860.81","1,317.21","304","861","302,762.03","403,482.75","206.1504","468.62","1,327.25","1,957.23","274","641","269,548.28","361,637.25","191.3622","564.18","1,319.84","1,889.81","276","887","319,752.49","434,552.50","230.1110","489.91","1,574.47","1,888.45","292","854","288,548.88","394,468.00","199.0497","461.91","1,350.92","1,981.76","265","716","212,198.67","289,658.25","189.6548","404.55","1,093.05","1,527.29"
"11164  :  โรงพยาบาลลับแล","2,352","8,820","1,883,420.57","2,435,599.75","1,766.8038","276.15","1,035.54","1,378.53","208","697","133,009.95","173,158.75","138.9644","248.43","832.49","1,246.07","207","678","150,893.21","196,324.25","143.4245","289.56","948.43","1,368.83","168","591","175,259.32","222,254.25","121.7198","376.06","1,322.94","1,825.95","191","863","166,099.70","214,405.75","148.7591","248.44","1,122.54","1,441.30","161","689","231,783.65","289,264.00","124.8626","419.83","1,796.67","2,316.66","184","694","140,423.58","182,406.50","142.7972","262.83","991.34","1,277.38","159","596","146,834.58","189,156.75","118.9945","317.38","1,189.67","1,589.63","164","567","108,536.01","144,647.50","118.3332","255.11","882.00","1,222.37","202","694","106,950.44","143,791.50","139.1997","207.19","711.84","1,032.99","227","881","189,105.45","245,188.00","195.4542","278.31","1,080.12","1,254.45","246","909","164,859.27","214,800.00","176.6201","236.30","873.17","1,216.17","235","961","169,665.41","220,202.50","197.6745","229.14","937.03","1,113.97"
"11165  :  โรงพยาบาลทองแสนขัน","1,685","5,714","1,539,071.29","1,975,220.25","1,093.4727","345.68","1,172.24","1,806.37","192","710","164,244.13","210,597.75","120.5671","296.62","1,096.86","1,746.73","134","387","84,515.07","110,894.75","75.3084","286.55","827.57","1,472.54","169","501","217,374.09","274,108.00","101.4729","547.12","1,621.94","2,701.29","195","681","253,523.68","320,531.25","125.7082","470.68","1,643.75","2,549.80","151","526","109,942.44","143,471.25","112.3841","272.76","950.14","1,276.62","146","510","128,081.91","164,329.75","94.9559","322.22","1,125.55","1,730.59","100","350","97,334.75","125,691.25","64.2107","359.12","1,256.91","1,957.48","114","405","128,639.08","165,188.50","77.7851","407.87","1,449.02","2,123.65","121","384","110,071.41","140,925.25","77.8233","366.99","1,164.67","1,810.84","131","419","102,096.90","130,727.25","79.5115","312.00","997.92","1,644.13","119","389","95,675.29","124,711.25","82.7243","320.59","1,047.99","1,507.55","113","452","47,572.54","64,044.00","81.0212","141.69","566.76","790.46"
"11509  :  โรงพยาบาลค่ายพิชัยดาบหัก","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"10715  :  โรงพยาบาลแพร่","36,458","161,528","86,168,563.81","107,551,612.18","55,940.3655","665.84","2,950.01","1,922.61","3,497","15,131","5,744,270.86","7,199,073.41","4,803.1358","475.78","2,058.64","1,498.83","3,326","14,227","7,278,304.81","9,087,502.60","4,868.2175","638.75","2,732.26","1,866.70","3,072","13,697","7,664,306.91","9,550,300.79","4,541.6104","697.25","3,108.82","2,102.84","3,331","14,780","7,653,426.43","9,564,184.52","5,110.8585","647.10","2,871.27","1,871.35","3,128","14,248","8,016,578.78","10,009,283.70","4,963.9684","702.50","3,199.90","2,016.39","2,925","12,536","7,141,892.42","8,911,469.72","4,442.8284","710.87","3,046.66","2,005.81","2,160","9,619","5,555,247.39","6,934,924.98","3,542.9824","720.96","3,210.61","1,957.37","2,739","12,633","6,529,102.98","8,131,400.76","4,245.3425","643.66","2,968.75","1,915.37","2,949","12,723","7,196,712.03","8,967,710.52","4,435.8024","704.84","3,040.93","2,021.67","3,023","13,556","7,375,321.93","9,226,744.47","4,690.8332","680.64","3,052.18","1,966.97","3,071","14,302","7,808,980.19","9,800,577.41","5,248.9846","685.26","3,191.33","1,867.14","3,237","14,076","8,204,419.08","10,168,439.30","5,045.8014","722.40","3,141.32","2,015.23"
"11166  :  โรงพยาบาลร้องกวาง","4,637","11,571","1,227,602.90","1,755,719.46","2,610.8509","151.73","378.63","672.47","507","1,253","120,864.35","167,740.79","290.0650","133.87","330.85","578.29","455","1,106","121,670.13","176,312.83","252.0686","159.41","387.50","699.46","496","1,164","108,447.51","163,718.49","276.0469","140.65","330.08","593.08","467","1,237","133,615.51","187,602.38","259.7666","151.66","401.72","722.20","436","1,004","114,174.78","158,892.84","234.1060","158.26","364.43","678.72","395","1,029","127,224.68","175,025.52","224.5638","170.09","443.10","779.40","253","621","65,884.32","94,410.45","152.5904","152.03","373.16","618.72","333","811","83,524.20","116,273.38","194.8483","143.37","349.17","596.74","261","660","90,403.05","127,064.43","145.8850","192.52","486.84","870.99","348","893","82,371.23","122,363.74","181.8459","137.03","351.62","672.90","353","974","106,589.06","157,406.01","203.7759","161.61","445.91","772.45","333","819","72,834.08","108,908.60","195.2885","132.98","327.05","557.68"
"11167  :  โรงพยาบาลลอง","3,086","8,903","2,092,282.83","2,715,327.09","1,868.3665","304.99","879.89","1,453.32","314","902","155,551.54","214,449.83","175.8073","237.75","682.96","1,219.80","298","855","196,934.18","257,365.98","171.8983","301.01","863.64","1,497.20","271","782","148,525.23","193,161.01","176.1960","247.01","712.77","1,096.28","317","847","181,830.09","244,331.59","188.1021","288.47","770.76","1,298.93","269","750","161,326.86","210,375.46","167.1262","280.50","782.06","1,258.78","242","710","176,739.50","232,600.85","143.2168","327.61","961.16","1,624.12","168","480","156,162.08","205,994.33","108.2943","429.15","1,226.16","1,902.17","237","652","271,140.24","337,662.93","140.2306","517.89","1,424.74","2,407.91","224","782","157,144.63","191,014.00","140.8081","244.26","852.74","1,356.56","233","701","177,396.45","230,263.66","141.5900","328.48","988.26","1,626.27","264","752","161,603.07","210,580.85","162.6166","280.03","797.65","1,294.95","249","690","147,928.96","187,526.60","152.4802","271.78","753.12","1,229.84"
"11169  :  โรงพยาบาลสูงเม่น","3,290","8,702","1,005,048.94","1,822,786.78","1,968.6900","209.47","554.04","925.89","292","768","66,094.28","120,814.36","161.7040","157.31","413.75","747.13","302","857","78,883.55","149,633.85","181.7255","174.60","495.48","823.41","289","909","96,209.29","183,059.67","186.8030","201.39","633.42","979.96","336","869","92,912.13","167,089.27","180.3863","192.28","497.29","926.29","316","788","86,066.54","169,495.41","185.0399","215.10","536.38","915.99","264","674","89,810.69","142,999.96","161.1541","212.17","541.67","887.35","168","452","69,207.57","115,871.22","98.5667","256.35","689.71","1,175.56","210","608","70,575.01","132,316.95","133.2211","217.63","630.08","993.21","214","577","69,246.16","120,131.68","130.3164","208.20","561.36","921.85","285","638","70,165.31","139,936.12","164.3371","219.34","491.00","851.52","313","807","94,638.69","172,600.80","194.5746","213.88","551.44","887.07","301","755","121,239.72","208,837.49","190.8613","276.61","693.81","1,094.18"
"11170  :  โรงพยาบาลสอง","2,943","7,749","1,381,638.24","1,994,527.08","1,692.6256","257.39","677.72","1,178.36","277","695","105,608.97","163,174.46","145.6269","234.78","589.08","1,120.50","281","722","118,652.05","177,054.00","146.7548","245.23","630.09","1,206.46","256","716","193,822.08","277,860.50","139.6012","388.07","1,085.39","1,990.39","306","781","168,328.42","247,650.50","161.8244","317.09","809.32","1,530.37","255","717","125,038.31","177,816.00","162.2327","248.00","697.32","1,096.06","272","770","154,934.26","223,692.50","167.9382","290.51","822.40","1,331.99","181","470","77,448.14","111,567.00","106.2196","237.38","616.39","1,050.34","214","555","67,530.63","101,925.50","124.7717","183.65","476.29","816.90","181","455","80,241.29","111,862.00","112.4061","245.85","618.02","995.16","233","587","94,033.34","128,583.00","148.9231","219.05","551.86","863.42","249","613","85,154.60","129,804.80","141.4794","211.75","521.30","917.48","238","668","110,846.15","143,536.82","134.8475","214.88","603.10","1,064.44"
"11171  :  โรงพยาบาลวังชิ้น","3,556","7,679","1,185,609.43","1,695,645.97","1,843.1978","220.82","476.84","919.95","359","760","94,735.42","163,380.97","181.9087","214.97","455.10","898.15","369","767","96,149.10","135,216.96","176.0015","176.29","366.44","768.27","390","892","143,109.89","200,246.50","202.6052","224.49","513.45","988.36","281","595","127,774.49","181,561.85","89.3487","305.15","646.13","2,032.06","378","842","128,080.67","183,418.21","224.2391","217.84","485.23","817.96","305","665","104,140.19","149,578.77","162.6302","224.93","490.42","919.75","154","327","50,209.36","72,441.37","95.9239","221.53","470.40","755.20","193","370","53,588.76","77,049.05","100.2887","208.24","399.22","768.27","231","491","72,572.74","103,998.27","123.0802","211.81","450.21","844.96","282","607","100,940.20","134,753.59","149.8239","222.00","477.85","899.41","295","664","107,027.39","145,754.77","160.6667","219.51","494.08","907.19","319","699","107,281.22","148,245.66","176.6810","212.08","464.72","839.06"
"11172  :  โรงพยาบาลหนองม่วงไข่","1,896","4,944","432,858.83","629,155.85","995.0489","127.26","331.83","632.29","161","391","29,214.73","42,957.65","77.2993","109.87","266.82","555.73","142","371","31,016.75","45,029.00","74.5805","121.37","317.11","603.76","149","378","27,997.51","41,386.05","80.4405","109.49","277.76","514.49","171","420","34,112.48","50,035.45","86.8261","119.13","292.60","576.27","150","343","23,733.35","36,222.55","75.5225","105.61","241.48","479.63","150","402","36,647.69","53,330.95","79.3196","132.66","355.54","672.36","130","328","28,033.12","41,137.05","74.6374","125.42","316.44","551.16","164","467","42,451.72","60,483.60","88.9573","129.52","368.80","679.92","175","417","42,176.49","60,664.25","92.5010","145.48","346.65","655.82","195","551","45,016.31","64,703.75","98.8905","117.43","331.81","654.30","153","446","40,424.47","58,234.45","77.5396","130.57","380.62","751.03","156","430","52,034.21","74,971.10","88.5346","174.35","480.58","846.80"
