"โรงพยาบาล","รวมทั้งปีงบประมาณ","ตค.","พย.","ธค.","มค.","กพ.","มีค.","เมย.","พค.","มิย.","กค.","สค.","กย."
"จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"25058  :  โรงพยาบาลกู่แก้ว","612","2,264","182.50","603,040.86","403.2558","266.36","985.36","1,495.43","111","516","21.50","70,990.39","87.2567","137.58","639.55","813.58","103","435","100.50","139,452.36","75.2793","320.58","1,353.91","1,852.47","88","344","17.50","108,605.78","61.2700","315.71","1,234.16","1,772.58","120","482","21.00","130,021.31","78.3094","269.75","1,083.51","1,660.35","190","487","22.00","153,971.02","101.1404","316.16","810.37","1,522.35","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","957","4,497","2,338,615.46","3,911,346.00","597.6420","869.77","4,087.09","6,544.63","207","1,073","275,980.19","386,516.00","130.5845","360.22","1,867.23","2,959.89","125","644","253,795.82","473,738.00","82.7446","735.62","3,789.90","5,725.30","104","506","307,203.07","573,396.50","66.2005","1,133.19","5,513.43","8,661.51","125","464","302,233.42","564,457.50","78.3378","1,216.50","4,515.66","7,205.43","118","528","580,759.70","767,199.00","72.9697","1,453.03","6,501.69","10,513.94","131","634","336,272.97","603,097.00","83.3821","951.26","4,603.79","7,232.93","147","648","282,370.29","542,942.00","83.4228","837.87","3,693.48","6,508.32","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"10705  :  โรงพยาบาลเลย","24,744","104,256","72,505,393.02","89,421,556.35","36,425.0027","857.71","3,613.87","2,454.95","3,551","14,399","7,937,807.47","9,863,606.52","5,377.0143","685.02","2,777.70","1,834.40","3,541","14,340","10,458,890.36","12,916,837.93","5,293.0944","900.76","3,647.79","2,440.32","3,623","14,693","12,632,270.35","15,521,188.54","5,803.4697","1,056.37","4,284.07","2,674.47","3,648","14,539","11,752,257.56","14,379,486.91","5,509.2292","989.03","3,941.75","2,610.07","3,292","13,879","9,359,633.56","11,611,311.05","4,500.8967","836.61","3,527.13","2,579.78","3,908","18,421","10,288,034.47","12,677,364.59","4,864.2724","688.20","3,243.95","2,606.22","3,181","13,985","10,076,499.25","12,451,760.81","5,077.0260","890.37","3,914.42","2,452.57","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"11030  :  โรงพยาบาลนาด้วง","2,387","12,687","2,196,576.70","8,167,436.05","1,499.9806","643.76","3,421.63","5,445.03","311","1,283","416,749.21","628,363.00","197.1420","489.76","2,020.46","3,187.36","230","1,476","236,670.79","1,347,394.75","161.1805","912.87","5,858.24","8,359.54","224","980","297,723.68","520,989.25","151.0789","531.62","2,325.84","3,448.46","250","1,355","232,076.16","916,441.25","166.6655","676.34","3,665.77","5,498.69","276","1,582","231,608.26","1,265,209.25","167.5690","799.75","4,584.09","7,550.38","384","2,276","283,648.10","1,689,947.00","234.7645","742.51","4,400.90","7,198.48","388","2,284","223,798.74","1,251,809.55","240.9092","548.08","3,226.31","5,196.19","324","1,451","274,301.76","547,282.00","180.6710","377.18","1,689.14","3,029.16","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"11031  :  โรงพยาบาลเชียงคาน","2,982","11,583","1,138,654.93","1,384,721.50","1,587.0758","119.55","464.36","872.50","302","1,224","105,039.42","133,873.50","183.9482","109.37","443.29","727.78","287","867","207,805.42","226,954.50","169.9595","261.77","790.78","1,335.34","320","1,151","191,908.46","240,306.50","193.8072","208.78","750.96","1,239.93","479","1,865","204,686.08","248,706.50","257.4119","133.35","519.22","966.18","801","3,266","171,341.24","217,838.00","394.5484","66.70","271.96","552.12","793","3,210","257,874.31","317,042.50","387.4006","98.77","399.80","818.38","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"11032  :  โรงพยาบาลปากชม","3,050","14,450","1,070,378.62","4,954,503.68","1,872.9939","342.87","1,624.43","2,645.23","278","699","125,872.09","167,829.43","159.7872","240.10","603.70","1,050.33","336","1,874","160,241.26","543,043.62","233.3351","289.78","1,616.20","2,327.31","265","837","163,061.49","265,625.04","166.5768","317.35","1,002.36","1,594.61","385","1,487","146,880.67","518,413.90","221.4860","348.63","1,346.53","2,340.62","732","4,437","157,178.33","2,050,518.76","441.2765","462.14","2,801.26","4,646.79","599","2,887","162,135.28","835,349.27","359.2620","289.35","1,394.57","2,325.18","455","2,229","155,009.50","573,723.66","291.2703","257.39","1,260.93","1,969.73","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"11033  :  โรงพยาบาลนาแห้ว","820","3,297","782,364.76","1,532,431.20","513.5409","464.80","1,868.82","2,984.05","103","362","76,712.46","637,924.25","68.9901","1,762.22","6,193.44","9,246.61","103","415","204,507.31","258,398.00","89.8614","622.65","2,508.72","2,875.52","115","542","163,422.75","187,744.80","76.0036","346.39","1,632.56","2,470.21","85","230","71,008.55","102,106.25","52.3179","443.94","1,201.25","1,951.65","87","274","149,139.87","184,568.60","61.3045","673.61","2,121.48","3,010.69","168","750","68,312.36","94,825.15","91.2532","126.43","564.44","1,039.14","159","724","49,261.46","66,864.15","73.8102","92.35","420.53","905.89","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"11034  :  โรงพยาบาลภูเรือ","1,911","6,271","1,232,482.19","2,022,558.40","1,116.3075","322.53","1,058.38","1,811.83","246","601","77,007.21","114,406.80","146.2414","190.36","465.07","782.31","225","803","116,722.71","184,970.00","138.9905","230.35","822.09","1,330.81","203","632","100,354.68","159,536.70","127.1702","252.43","785.90","1,254.51","257","676","138,515.16","220,941.20","155.8271","326.84","859.69","1,417.86","283","1,100","246,668.54","429,794.80","160.1289","390.72","1,518.71","2,684.06","399","1,533","298,236.64","505,605.80","209.2035","329.81","1,267.18","2,416.81","298","926","254,977.25","407,303.10","178.7459","439.85","1,366.79","2,278.67","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"11035  :  โรงพยาบาลท่าลี่","1,701","8,657","612,697.65","2,174,705.05","1,063.7507","251.21","1,278.49","2,044.37","242","1,364","75,904.14","275,955.00","162.2940","202.31","1,140.31","1,700.34","204","637","87,294.67","188,038.25","120.5174","295.19","921.76","1,560.26","181","683","99,979.60","206,085.30","118.7986","301.74","1,138.59","1,734.75","231","1,255","107,186.10","304,965.95","164.7460","243.00","1,320.20","1,851.13","192","968","58,644.82","271,023.70","119.1853","279.98","1,411.58","2,273.97","341","2,015","75,171.26","485,875.50","192.3861","241.13","1,424.85","2,525.52","310","1,735","108,517.06","442,761.35","185.8233","255.19","1,428.26","2,382.70","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"11036  :  โรงพยาบาลวังสะพุง","5,948","25,302","8,523,902.38","10,582,534.22","4,113.1147","418.25","1,779.18","2,572.88","808","3,469","745,200.65","947,951.10","599.6622","273.26","1,173.21","1,580.81","771","3,397","931,773.26","1,182,484.42","581.6214","348.10","1,533.70","2,033.08","812","3,425","1,124,445.14","1,383,900.14","614.2125","404.06","1,704.31","2,253.13","843","2,934","1,303,684.38","1,629,926.79","540.2042","555.53","1,933.48","3,017.24","884","3,833","1,635,304.29","2,029,466.07","573.8332","529.47","2,295.78","3,536.68","1,044","5,285","1,786,409.79","2,189,652.80","665.3712","414.31","2,097.37","3,290.87","786","2,959","997,084.87","1,219,152.90","538.2100","412.02","1,551.09","2,265.20","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"11037  :  โรงพยาบาลภูกระดึง","2,071","7,030","441,345.42","3,300,940.09","1,111.2176","469.55","1,593.89","2,970.56","313","1,026","63,710.49","262,486.39","158.6862","255.83","838.61","1,654.12","285","810","58,100.50","313,528.97","143.3234","387.07","1,100.10","2,187.56","311","905","65,509.88","308,079.96","170.1378","340.42","990.61","1,810.77","305","856","59,548.08","334,991.68","166.5175","391.35","1,098.33","2,011.75","304","1,097","61,922.51","590,789.90","173.3608","538.55","1,943.39","3,407.86","282","1,217","70,424.11","786,972.50","155.6225","646.65","2,790.68","5,056.93","271","1,119","62,129.85","704,090.69","143.5694","629.21","2,598.12","4,904.18","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"11038  :  โรงพยาบาลภูหลวง","3,037","13,901","2,546,685.82","3,214,862.50","1,662.6354","231.27","1,058.57","1,933.59","300","1,012","138,968.04","188,282.50","189.8056","186.05","627.61","991.98","277","974","173,476.79","221,554.50","185.6798","227.47","799.84","1,193.21","268","1,069","208,011.61","277,776.75","172.8321","259.85","1,036.48","1,607.21","316","926","172,651.84","214,850.75","193.3695","232.02","679.91","1,111.09","384","1,617","221,708.32","280,949.75","228.5344","173.75","731.64","1,229.35","755","3,813","869,869.13","1,049,496.50","346.8325","275.24","1,390.06","3,025.95","737","4,490","762,000.09","981,951.75","345.5815","218.70","1,332.36","2,841.45","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"11039  :  โรงพยาบาลผาขาว","2,764","10,769","6,375,420.64","8,258,878.46","1,516.3082","766.91","2,988.02","5,446.70","405","1,502","583,769.31","779,018.83","231.1038","518.65","1,923.50","3,370.86","410","1,617","1,043,404.15","1,355,695.87","223.4582","838.40","3,306.58","6,066.89","337","1,100","388,647.37","523,049.61","195.1133","475.50","1,552.08","2,680.75","358","1,191","608,092.31","800,976.86","207.6294","672.52","2,237.37","3,857.72","306","1,048","519,561.42","679,777.16","164.3876","648.64","2,221.49","4,135.21","513","2,678","1,768,714.34","2,261,131.13","259.8496","844.34","4,407.66","8,701.69","435","1,633","1,463,231.74","1,859,229.00","234.7663","1,138.54","4,274.09","7,919.49","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"11447  :  โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","2,905","9,122","4,046,741.87","4,528,155.65","2,109.1544","496.40","1,558.75","2,146.91","402","1,313","544,807.84","620,707.55","306.0672","472.74","1,544.05","2,028.01","408","1,236","716,353.89","755,497.65","262.1813","611.24","1,851.71","2,881.58","397","1,190","817,576.95","890,611.55","288.2388","748.41","2,243.35","3,089.84","436","1,353","486,368.83","576,331.55","316.0235","425.97","1,321.86","1,823.70","392","1,227","478,104.30","539,089.05","275.5609","439.36","1,375.23","1,956.33","465","1,526","537,135.57","640,524.20","358.8808","419.74","1,377.47","1,784.78","405","1,277","466,394.49","505,394.10","302.2019","395.77","1,247.89","1,672.37","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"14133  :  โรงพยาบาลเอราวัณ","2,217","6,746","2,216,010.75","2,591,583.10","1,208.8690","384.17","1,168.96","2,143.81","334","1,089","249,671.74","316,456.40","186.5371","290.59","947.47","1,696.48","315","832","256,894.90","308,688.45","179.7452","371.02","979.96","1,717.37","249","639","178,872.35","221,163.00","152.1205","346.11","888.20","1,453.87","324","988","372,641.71","447,395.15","168.4255","452.83","1,380.85","2,656.34","306","1,031","395,459.76","411,448.95","173.1524","399.08","1,344.60","2,376.22","361","1,219","417,948.52","482,147.65","177.3733","395.53","1,335.59","2,718.27","328","948","344,521.77","404,283.50","171.5150","426.46","1,232.57","2,357.13","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"14644  :  โรงพยาบาลจิตเวชเลยราชนครินทร์","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"28861  :  โรงพยาบาลหนองหิน","1,419","4,939","10,628.80","1,506,720.50","829.8195","305.07","1,061.82","1,815.72","182","619","338.00","120,025.40","116.9513","193.90","659.48","1,026.29","202","773","4,080.98","336,157.80","117.8535","434.87","1,664.15","2,852.34","167","408","345.96","105,169.85","104.8798","257.77","629.76","1,002.77","313","1,475","1,920.24","395,300.85","167.2981","268.00","1,262.94","2,362.85","174","636","678.64","177,173.50","110.7547","278.57","1,018.24","1,599.69","196","628","3,030.98","233,222.40","111.6653","371.37","1,189.91","2,088.58","185","400","234.00","139,670.70","100.4168","349.18","754.98","1,390.91","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"10706  :  โรงพยาบาลหนองคาย","18,289","97,729","64,796,786.88","77,696,737.47","26,809.2863","795.02","4,248.28","2,898.13","2,135","10,375","4,261,428.37","5,221,655.25","3,358.2861","503.29","2,445.74","1,554.86","2,455","12,800","8,897,990.29","10,655,512.95","3,723.0946","832.46","4,340.33","2,862.00","2,380","11,084","7,975,563.63","9,818,135.11","3,966.4946","885.79","4,125.27","2,475.27","2,866","15,928","11,456,619.08","13,802,642.41","4,271.0406","866.56","4,816.00","3,231.68","3,186","18,447","12,517,849.95","14,990,960.25","3,799.1516","812.65","4,705.26","3,945.87","3,048","17,828","11,653,215.87","13,477,496.25","4,167.3235","755.97","4,421.75","3,234.09","2,219","11,267","8,034,119.69","9,730,335.25","3,523.8953","863.61","4,385.01","2,761.24","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"11042  :  โรงพยาบาลโพนพิสัย","6,620","28,550","18,301,607.04","20,340,211.12","5,134.8295","712.44","3,072.54","3,961.22","774","3,296","913,704.51","1,169,495.75","640.8292","354.82","1,510.98","1,824.97","746","2,624","1,004,973.71","1,242,232.50","588.5534","473.41","1,665.19","2,110.65","786","2,756","1,030,789.49","1,317,406.50","656.9830","478.01","1,676.09","2,005.24","983","3,916","2,616,117.07","2,918,090.02","716.3136","745.17","2,968.56","4,073.76","955","4,729","3,893,736.57","4,219,794.90","773.2926","892.32","4,418.63","5,456.92","1,161","5,896","4,502,297.45","4,813,754.83","865.3692","816.44","4,146.21","5,562.66","1,215","5,333","4,339,988.24","4,659,436.62","893.4885","873.70","3,834.93","5,214.88","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"11044  :  โรงพยาบาลศรีเชียงใหม่","1,790","8,260","1,444,752.70","1,565,671.00","918.1072","189.55","874.68","1,705.32","183","469","78,945.21","107,437.75","99.4222","229.08","587.09","1,080.62","296","1,550","321,524.11","408,790.50","154.8897","263.74","1,381.05","2,639.24","182","543","119,687.79","161,048.50","103.3889","296.59","884.88","1,557.70","207","633","141,411.55","187,504.25","110.7802","296.22","905.82","1,692.58","225","1,229","203,941.86","262,119.00","112.0965","213.28","1,164.97","2,338.33","401","2,366","369,125.29","283,860.75","191.3212","119.97","707.88","1,483.69","296","1,470","210,116.89","154,910.25","146.2085","105.38","523.35","1,059.52","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"11045  :  โรงพยาบาลสังคม","2,561","12,046","1,273,088.74","1,834,766.88","1,195.7626","152.31","716.43","1,534.39","265","934","142,229.42","201,831.98","137.2112","216.09","761.63","1,470.96","291","767","115,384.50","174,874.86","147.3658","228.00","600.94","1,186.67","261","748","102,612.35","149,980.82","129.2537","200.51","574.64","1,160.36","327","1,095","126,979.08","187,061.14","165.4052","170.83","572.05","1,130.93","309","2,132","182,575.36","265,512.11","170.5672","124.54","859.26","1,556.64","498","3,317","313,854.71","448,209.66","229.4911","135.13","900.02","1,953.06","285","1,512","130,537.13","186,700.21","136.3584","123.48","655.09","1,369.19","325","1,541","158,916.19","220,596.10","80.1100","143.15","678.76","2,753.66","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"11448  :  โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ","10,183","48,407","25,294,222.36","23,460,738.75","14,501.0000","484.66","2,303.91","1,617.87","1,364","6,534","1,903,128.80","2,263,623.50","2,077.1129","346.44","1,659.55","1,089.79","1,323","7,130","2,923,745.08","3,070,139.25","2,045.5600","430.59","2,320.59","1,500.88","1,368","6,321","3,441,899.95","4,289,344.25","2,086.8970","678.59","3,135.49","2,055.37","1,406","6,135","2,948,475.17","3,208,104.75","1,983.8941","522.92","2,281.72","1,617.07","1,501","7,648","4,411,346.21","3,654,176.75","2,095.5304","477.80","2,434.49","1,743.80","1,696","8,040","4,828,054.15","3,687,609.00","2,394.2378","458.66","2,174.30","1,540.20","1,525","6,599","4,837,573.00","3,287,741.25","1,817.7678","498.22","2,155.90","1,808.67","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"14558  :  โรงพยาบาลพิสัยเวช","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"21356  :  โรงพยาบาลสระใคร","1,393","5,412","2,676,368.27","2,858,523.50","664.9952","528.18","2,052.06","4,298.56","201","642","189,947.32","217,988.50","101.0411","339.55","1,084.52","2,157.42","200","693","226,439.59","254,364.50","97.8377","367.05","1,271.82","2,599.86","166","507","102,374.43","135,113.00","96.0966","266.50","813.93","1,406.01","281","1,185","644,954.60","683,713.00","138.1900","576.97","2,433.14","4,947.63","243","1,068","693,783.15","719,007.00","106.0185","673.23","2,958.88","6,781.90","302","1,317","818,869.18","848,337.50","125.8113","644.14","2,809.06","6,742.94","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"28778  :  โรงพยาบาลโพธิ์ตาก","846","3,263","1,213,838.38","392,588.22","474.2120","120.32","464.05","827.87","148","835","65,564.39","51,755.61","95.5719","61.98","349.70","541.54","116","550","210,665.02","45,292.30","70.6520","82.35","390.45","641.06","109","282","64,197.82","87,772.47","62.5619","311.25","805.25","1,402.97","104","266","63,260.57","49,923.65","58.7781","187.68","480.04","849.36","132","434","227,841.82","55,668.99","66.7263","128.27","421.73","834.29","104","422","211,611.06","54,345.26","54.2455","128.78","522.55","1,001.84","133","474","370,697.70","47,829.94","65.6763","100.91","359.62","728.27","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
