"โรงพยาบาล","รวมทั้งปีงบประมาณ","ตค.","พย.","ธค.","มค.","กพ.","มีค.","เมย.","พค.","มิย.","กค.","สค.","กย."
"OP Visit","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง"
"11179  :  โรงพยาบาลเชียงกลาง","0","45,711","152,905","6,954,196.67","12,607,900.23","0.00","0.00","4,122","13,134","531,169.57","981,420.30","238.09","3.19","3,956","12,937","599,344.67","1,090,933.10","275.77","3.27","3,570","11,926","513,870.56","973,971.73","272.82","3.34","3,807","13,551","623,664.74","1,147,393.88","301.39","3.56","3,350","11,594","516,220.33","938,057.22","280.02","3.46","3,647","12,464","578,013.59","1,025,285.81","281.13","3.42","3,704","12,508","563,810.32","1,017,591.96","274.73","3.38","3,774","12,935","650,635.12","1,180,578.47","312.82","3.43","3,648","11,395","522,151.14","938,022.68","257.13","3.12","3,984","13,050","597,071.63","1,064,500.68","267.19","3.28","3,854","13,199","605,013.68","1,082,709.20","280.93","3.42","4,295","14,212","653,231.32","1,167,435.20","271.81","3.31"
"11180  :  โรงพยาบาลนาหมื่น","0","25,347","87,500","3,797,722.41","6,900,129.90","0.00","0.00","2,279","9,575","353,200.45","658,368.90","288.88","4.20","1,903","7,957","312,678.24","604,846.25","317.84","4.18","1,843","7,762","329,232.18","621,342.25","337.14","4.21","2,313","9,617","347,993.42","659,735.75","285.23","4.16","1,939","6,265","294,032.18","521,306.50","268.85","3.23","1,969","6,555","299,315.15","541,567.35","275.05","3.33","1,825","6,029","236,142.70","416,317.00","228.12","3.30","2,206","6,930","395,887.17","705,196.70","319.67","3.14","2,117","6,656","276,877.59","516,373.10","243.92","3.14","2,292","6,606","276,183.88","479,452.85","209.19","2.88","2,380","6,261","307,316.18","510,608.05","214.54","2.63","2,281","7,287","368,863.27","665,015.20","291.55","3.19"
"11181  :  โรงพยาบาลสันติสุข","0","27,956","85,539","3,143,505.10","5,153,812.93","0.00","0.00","2,300","6,902","258,204.49","417,144.78","181.37","3.00","2,211","6,775","262,411.70","417,240.55","188.71","3.06","2,273","6,851","241,859.11","395,981.29","174.21","3.01","2,328","7,154","248,094.92","398,328.95","171.10","3.07","2,086","6,688","234,538.75","391,801.30","187.82","3.21","2,303","7,422","267,817.41","450,384.88","195.56","3.22","2,123","6,368","254,753.20","413,688.25","194.86","3.00","2,524","7,380","297,979.02","488,546.72","193.56","2.92","2,627","7,230","278,886.82","450,182.25","171.37","2.75","2,541","7,780","264,014.15","429,076.35","168.86","3.06","2,366","7,280","280,080.70","475,799.06","201.10","3.08","2,274","7,709","254,864.83","425,638.55","187.18","3.39"
"11182  :  โรงพยาบาลบ่อเกลือ","0","22,385","79,824","2,787,121.16","5,012,735.45","0.00","0.00","1,712","6,531","238,693.45","408,177.10","238.42","3.81","1,723","6,243","235,983.16","413,002.25","239.70","3.62","1,570","5,618","187,671.07","326,144.50","207.74","3.58","2,000","7,397","261,720.88","442,947.10","221.47","3.70","1,680","6,706","206,247.74","366,913.00","218.40","3.99","1,720","6,530","226,748.82","417,570.50","242.77","3.80","1,756","6,713","240,130.70","438,319.00","249.61","3.82","1,968","7,465","258,779.33","473,168.25","240.43","3.79","2,101","6,796","261,780.72","491,301.00","233.84","3.23","2,205","6,882","230,474.02","442,690.65","200.77","3.12","2,052","6,561","218,908.26","412,545.60","201.05","3.20","1,898","6,382","219,983.01","379,956.50","200.19","3.36"
"11183  :  โรงพยาบาลสองแคว","0","16,192","44,736","1,950,044.73","3,371,623.00","0.00","0.00","1,247","3,476","151,997.68","262,415.25","210.44","2.79","1,129","3,235","168,009.12","296,469.00","262.59","2.87","1,116","3,235","151,326.75","258,402.75","231.54","2.90","1,255","3,521","138,935.53","245,746.75","195.81","2.81","1,129","3,299","171,545.18","289,077.00","256.05","2.92","1,336","3,875","202,867.25","344,468.50","257.84","2.90","1,189","3,463","164,527.99","275,442.75","231.66","2.91","1,296","3,557","139,880.84","255,315.00","197.00","2.74","1,323","3,886","169,938.08","288,378.25","217.97","2.94","1,769","4,364","178,404.58","304,769.50","172.28","2.47","1,756","4,480","176,419.86","305,501.00","173.98","2.55","1,647","4,345","136,191.87","245,637.25","149.14","2.64"
"11453  :  โรงพยาบาลสมเด็จพระยุพราชปัว","0","110,997","406,479","35,735,405.40","51,750,085.25","0.00","0.00","11,450","41,969","3,369,725.69","4,955,422.41","432.79","3.67","8,767","38,261","3,098,971.53","4,627,123.75","527.79","4.36","8,800","36,061","2,675,574.18","4,010,922.33","455.79","4.10","9,379","40,415","3,195,203.37","4,742,189.31","505.62","4.31","8,195","34,935","2,685,613.66","3,995,219.88","487.52","4.26","8,879","36,099","3,087,566.74","4,533,159.07","510.55","4.07","8,558","28,724","2,863,457.20","4,065,684.86","475.07","3.36","9,118","29,577","3,028,376.75","4,283,957.77","469.84","3.24","8,532","27,984","2,817,781.32","3,961,277.68","464.28","3.28","9,795","30,656","3,016,101.24","4,239,280.28","432.80","3.13","10,120","31,367","3,112,225.68","4,374,107.60","432.22","3.10","9,404","30,431","2,784,808.04","3,961,740.31","421.28","3.24"
"11510  :  โรงพยาบาลค่ายสุริยพงษ์","0","30,457","90,274","26,505,377.13","33,688,196.75","0.00","0.00","2,649","8,327","1,660,776.38","2,173,717.25","820.58","3.14","2,643","8,056","2,225,784.76","2,853,310.00","1,079.57","3.05","2,443","6,661","2,096,354.44","2,669,420.00","1,092.68","2.73","2,685","8,569","2,420,204.34","3,098,947.00","1,154.17","3.19","2,576","8,091","2,342,435.41","2,990,055.75","1,160.74","3.14","2,589","7,187","2,326,728.81","2,951,000.50","1,139.82","2.78","2,472","7,320","2,304,120.68","2,913,019.50","1,178.41","2.96","2,658","8,177","2,491,563.53","3,150,828.50","1,185.41","3.08","2,357","6,907","2,116,334.66","2,673,847.75","1,134.43","2.93","2,520","7,105","2,381,625.00","2,992,116.75","1,187.35","2.82","2,354","6,545","1,994,406.00","2,527,185.00","1,073.57","2.78","2,511","7,329","2,145,043.12","2,694,748.75","1,073.18","2.92"
"11625  :  โรงพยาบาลเฉลิมพระเกียรติ","0","18,325","52,129","1,860,677.76","3,282,416.60","0.00","0.00","1,553","4,493","160,467.57","295,092.50","190.01","2.89","1,367","3,816","138,173.86","243,171.50","177.89","2.79","1,287","3,794","127,456.37","230,000.75","178.71","2.95","1,776","4,985","149,970.25","267,740.50","150.75","2.81","1,550","4,455","142,724.93","247,438.50","159.64","2.87","1,498","4,367","155,552.12","272,195.00","181.71","2.92","1,463","4,023","149,764.84","257,449.00","175.97","2.75","1,436","4,115","141,604.51","250,356.00","174.34","2.87","1,457","4,416","157,367.84","278,241.75","190.97","3.03","1,760","4,860","180,620.33","314,455.90","178.67","2.76","1,741","4,614","212,407.38","360,994.05","207.35","2.65","1,437","4,191","144,567.76","265,281.15","184.61","2.92"
"25017  :  โรงพยาบาลภูเพียง","0","33,577","135,439","4,784,617.17","7,894,150.58","0.00","0.00","3,021","13,930","411,066.93","639,962.67","211.84","4.61","2,593","11,700","400,472.45","622,088.45","239.91","4.51","2,424","11,549","485,631.18","751,045.38","309.84","4.76","2,675","11,220","384,671.46","623,764.29","233.18","4.19","2,626","11,282","363,254.90","600,544.48","228.69","4.30","2,736","11,770","416,186.41","665,947.65","243.40","4.30","2,608","11,031","403,405.24","677,754.86","259.88","4.23","2,709","11,324","416,777.13","717,756.83","264.95","4.18","2,859","9,768","332,064.74","566,183.27","198.04","3.42","3,080","10,473","359,398.11","620,585.66","201.49","3.40","3,215","10,890","467,147.11","795,715.42","247.50","3.39","3,031","10,502","344,541.51","612,801.62","202.18","3.46"
"10717  :  โรงพยาบาลพะเยา","0","267,101","1,090,071","159,829,676.85","187,448,366.45","0.00","0.00","23,127","92,141","13,357,441.64","15,701,567.30","678.93","3.98","22,255","93,262","14,106,405.76","16,988,055.50","763.34","4.19","20,236","81,292","11,768,823.66","13,616,815.90","672.90","4.02","23,409","96,148","14,009,360.44","16,330,110.50","697.60","4.11","21,245","88,103","12,605,980.66","14,869,453.55","699.90","4.15","22,437","92,742","13,508,318.47","15,946,456.40","710.72","4.13","21,200","87,242","12,263,607.53","14,492,289.95","683.60","4.12","22,591","93,742","14,984,321.69","17,073,591.55","755.77","4.15","20,971","86,292","12,884,892.85","15,300,967.50","729.63","4.11","22,955","93,238","13,762,566.03","16,075,568.40","700.31","4.06","22,902","90,253","13,117,132.11","15,021,232.25","655.89","3.94","23,773","95,616","13,460,826.01","16,032,257.65","674.39","4.02"
"10718  :  โรงพยาบาลเชียงคำ","0","203,215","751,638","77,364,248.38","112,555,866.30","0.00","0.00","17,770","64,134","6,979,598.88","10,136,270.63","570.41","3.61","17,178","64,677","6,710,336.27","9,925,210.74","577.79","3.77","15,776","59,014","5,745,603.17","8,311,811.32","526.86","3.74","18,265","69,537","7,031,547.50","10,223,333.18","559.72","3.81","16,232","61,557","6,077,111.18","8,869,647.25","546.43","3.79","17,274","65,148","6,462,508.90","9,474,430.19","548.48","3.77","16,161","59,656","6,107,473.48","8,877,624.95","549.32","3.69","17,755","65,707","6,933,524.62","10,007,143.86","563.62","3.70","16,597","59,499","5,991,976.59","8,683,757.04","523.21","3.58","17,232","63,100","6,574,928.68","9,543,823.58","553.84","3.66","16,717","60,444","6,586,367.52","9,529,829.15","570.07","3.62","16,258","59,165","6,163,271.59","8,972,984.41","551.91","3.64"
"11184  :  โรงพยาบาลจุน","0","83,325","319,850","34,018,946.57","24,219,481.40","0.00","0.00","7,045","27,724","1,508,208.10","2,210,667.32","313.79","3.94","6,612","26,641","1,552,475.84","2,024,002.91","306.11","4.03","6,305","25,089","2,123,669.61","1,843,211.70","292.34","3.98","7,561","29,633","3,551,649.32","2,130,556.92","281.78","3.92","6,475","25,197","2,959,045.29","1,866,031.75","288.19","3.89","7,096","27,815","3,152,220.70","2,010,030.38","283.26","3.92","6,739","25,837","3,062,211.71","1,955,959.01","290.24","3.83","6,830","25,949","3,743,243.41","2,125,305.17","311.17","3.80","6,655","24,657","2,732,735.26","1,957,634.00","294.16","3.71","7,498","26,262","3,622,441.39","2,068,860.06","275.92","3.50","7,000","26,834","3,230,540.19","2,009,875.28","287.13","3.83","7,509","28,212","2,780,505.75","2,017,346.90","268.66","3.76"
"11185  :  โรงพยาบาลเชียงม่วน","0","38,169","125,394","7,231,943.31","15,334,677.81","0.00","0.00","3,204","10,920","644,565.81","1,469,043.98","458.50","3.41","2,914","9,956","563,580.31","1,173,681.22","402.77","3.42","2,819","10,114","509,947.70","1,183,460.93","419.82","3.59","3,256","11,038","577,730.24","1,190,128.76","365.52","3.39","3,126","10,631","577,806.62","1,212,723.25","387.95","3.40","3,027","10,218","499,729.33","1,056,386.01","348.99","3.38","2,996","9,955","591,962.07","1,286,727.27","429.48","3.32","3,099","10,738","608,719.55","1,328,130.91","428.57","3.46","3,423","10,082","688,138.30","1,407,856.62","411.29","2.95","3,575","10,904","678,439.36","1,401,987.37","392.16","3.05","3,589","10,615","692,650.63","1,389,544.40","387.17","2.96","3,141","10,223","598,673.39","1,235,007.09","393.19","3.25"
"11186  :  โรงพยาบาลดอกคำใต้","0","83,012","326,275","19,249,225.62","30,802,908.26","0.00","0.00","7,113","28,263","1,667,084.74","2,686,866.98","377.74","3.97","7,278","29,654","1,697,539.69","2,778,114.34","381.71","4.07","6,603","26,245","1,499,444.38","2,454,177.62","371.68","3.97","7,660","31,017","1,950,097.45","3,113,700.67","406.49","4.05","7,102","29,932","1,627,710.38","2,660,212.75","374.57","4.21","7,368","30,388","1,796,755.49","2,886,127.87","391.71","4.12","7,142","28,742","1,468,424.12","2,367,045.82","331.43","4.02","6,605","26,544","1,597,118.36","2,551,301.88","386.27","4.02","6,482","23,768","1,535,202.27","2,428,337.36","374.63","3.67","6,625","24,526","1,516,102.17","2,364,586.88","356.92","3.70","6,376","23,004","1,397,300.29","2,191,498.79","343.71","3.61","6,658","24,192","1,496,446.28","2,320,937.30","348.59","3.63"
"11187  :  โรงพยาบาลปง","0","80,902","283,921","13,139,638.29","22,396,074.25","0.00","0.00","6,949","25,376","1,252,378.42","2,126,385.75","306.00","3.65","6,160","23,267","1,053,611.60","1,820,694.00","295.57","3.78","6,114","22,550","998,486.57","1,704,510.75","278.79","3.69","6,887","25,634","1,092,258.18","1,899,108.50","275.75","3.72","5,985","21,856","1,018,534.88","1,759,532.75","293.99","3.65","6,568","24,220","1,055,244.43","1,827,578.50","278.25","3.69","6,655","24,606","1,132,239.57","1,953,324.00","293.51","3.70","6,790","24,616","1,112,998.59","1,908,181.75","281.03","3.63","6,779","22,773","1,128,565.90","1,915,013.00","282.49","3.36","8,434","24,182","1,154,328.71","1,892,000.75","224.33","2.87","6,997","22,464","1,206,465.09","1,985,376.75","283.75","3.21","6,584","22,377","934,526.35","1,604,367.75","243.68","3.40"
"11188  :  โรงพยาบาลแม่ใจ","0","54,921","192,167","7,925,018.84","13,195,797.50","0.00","0.00","4,528","17,325","662,441.28","1,204,141.43","265.93","3.83","4,142","16,152","639,536.20","1,173,005.13","283.20","3.90","3,977","15,147","560,159.31","1,000,365.21","251.54","3.81","4,681","17,172","613,912.07","1,103,813.40","235.81","3.67","4,261","15,068","571,055.59","1,020,161.96","239.42","3.54","4,635","17,061","664,037.39","1,184,686.24","255.60","3.68","4,199","15,657","609,839.05","1,102,883.54","262.65","3.73","4,353","15,700","659,749.24","1,186,072.08","272.47","3.61","4,719","15,530","712,971.09","1,088,432.89","230.65","3.29","6,339","18,180","937,761.62","1,108,319.81","174.84","2.87","4,652","15,210","706,156.25","1,095,036.59","235.39","3.27","4,435","13,965","587,399.75","928,879.22","209.44","3.15"
"15140  :  โรงพยาบาลค่ายขุนเจืองธรรมิกราช","0","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"40744  :  โรงพยาบาลภูซาง","0","2,901","7,465","131,675.95","247,440.30","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","179","479","5,880.04","11,669.55","65.19","2.68","863","2,281","37,623.67","75,575.07","87.57","2.64","943","2,348","40,926.79","76,774.54","81.42","2.49","916","2,357","47,245.45","83,421.14","91.07","2.57"
"40745  :  โรงพยาบาลภูกามยาว","0","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"41347  :  โรงพยาบาลมหาวิทยาลัยพะเยา","0","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"10674  :  โรงพยาบาลเชียงรายประชานุเคราะห์","0","506,738","1,628,806","488,265,216.35","657,330,640.75","0.00","0.00","43,366","139,252","42,504,045.66","56,498,716.00","1,302.83","3.21","42,402","134,092","45,849,508.49","60,985,892.00","1,438.28","3.16","39,292","126,674","41,287,352.58","54,802,547.75","1,394.75","3.22","44,438","146,334","43,976,718.85","59,272,401.75","1,333.82","3.29","40,588","134,039","36,422,197.05","49,268,557.35","1,213.87","3.30","42,249","136,617","38,316,872.93","51,740,280.50","1,224.65","3.23","40,688","132,064","40,285,504.34","53,837,367.35","1,323.18","3.25","42,835","135,204","40,174,326.29","54,145,336.00","1,264.04","3.16","41,530","133,756","38,235,346.58","51,917,668.55","1,250.12","3.22","42,481","136,202","40,116,040.88","54,354,760.50","1,279.51","3.21","43,242","135,552","40,020,727.92","54,473,113.25","1,259.73","3.13","43,627","139,020","41,076,574.78","56,033,999.75","1,284.39","3.19"
"11189  :  โรงพยาบาลเทิง","0","93,626","347,737","29,756,791.78","43,520,144.39","0.00","0.00","7,879","31,593","3,008,034.04","4,222,334.78","535.90","4.01","7,706","30,526","2,557,801.26","3,751,113.44","486.78","3.96","7,085","28,244","2,544,376.50","3,649,219.43","515.06","3.99","8,103","32,860","2,882,047.45","4,152,555.30","512.47","4.06","7,463","27,339","2,222,760.20","3,282,418.50","439.83","3.66","7,919","28,347","2,553,783.10","3,720,667.38","469.84","3.58","7,544","27,444","2,422,444.35","3,609,392.40","478.45","3.64","8,309","28,584","2,271,938.64","3,339,926.50","401.96","3.44","7,872","26,976","2,013,680.95","3,014,183.56","382.90","3.43","8,172","30,256","2,470,320.23","3,496,237.55","427.83","3.70","7,896","28,635","2,407,288.39","3,452,963.95","437.31","3.63","7,678","26,933","2,402,316.67","3,829,131.60","498.71","3.51"
"11190  :  โรงพยาบาลพาน","0","193,142","748,379","38,874,058.28","63,367,958.86","0.00","0.00","15,924","61,706","3,180,870.66","5,222,522.60","327.97","3.88","14,937","60,117","3,183,565.32","5,195,342.50","347.82","4.02","15,244","59,478","3,093,144.67","5,017,738.15","329.16","3.90","16,464","65,648","3,346,935.19","5,457,358.50","331.47","3.99","14,827","59,487","3,106,399.97","5,015,395.40","338.26","4.01","15,742","62,968","3,195,955.92","5,212,749.35","331.14","4.00","15,426","60,667","3,288,135.29","5,310,485.36","344.26","3.93","15,925","62,477","3,366,360.02","5,469,070.75","343.43","3.92","15,962","59,869","3,213,879.80","5,216,606.25","326.81","3.75","17,092","63,687","3,206,219.80","5,270,705.50","308.37","3.73","16,841","63,879","3,361,544.81","5,496,980.25","326.40","3.79","18,758","68,396","3,331,046.83","5,483,004.25","292.30","3.65"
"11191  :  โรงพยาบาลป่าแดด","0","50,236","156,955","10,703,503.41","16,375,125.74","0.00","0.00","4,402","13,169","923,319.37","1,381,609.00","313.86","2.99","4,253","12,882","872,989.06","1,320,421.60","310.47","3.03","3,812","11,526","792,485.39","1,193,553.92","313.10","3.02","4,269","13,685","921,901.12","1,408,901.77","330.03","3.21","4,185","13,648","913,980.46","1,402,779.74","335.19","3.26","4,044","12,554","840,936.75","1,275,921.05","315.51","3.10","3,905","12,405","946,434.51","1,445,759.18","370.23","3.18","4,150","13,087","951,861.55","1,458,601.39","351.47","3.15","4,173","13,201","881,970.02","1,367,960.93","327.81","3.16","4,307","12,927","882,177.51","1,343,042.01","311.83","3.00","4,312","13,977","935,056.07","1,457,366.86","337.98","3.24","4,424","13,894","840,391.60","1,319,208.29","298.19","3.14"
"11192  :  โรงพยาบาลแม่จัน","0","155,242","564,126","45,041,675.12","69,020,842.00","0.00","0.00","12,822","48,241","4,078,340.08","6,319,823.50","492.89","3.76","12,447","46,955","4,027,755.88","6,160,127.00","494.91","3.77","11,614","42,314","3,509,171.64","5,370,120.75","462.38","3.64","12,804","47,781","3,680,914.72","5,677,843.50","443.44","3.73","11,822","43,941","3,472,928.14","5,316,363.50","449.70","3.72","13,254","49,698","4,001,822.78","6,090,555.50","459.53","3.75","12,082","44,728","3,679,082.75","5,645,297.25","467.25","3.70","12,636","45,795","3,646,138.71","5,679,235.50","449.45","3.62","13,355","45,074","3,788,187.10","5,732,553.75","429.24","3.38","13,691","47,570","3,700,774.59","5,615,589.00","410.17","3.47","14,313","51,385","3,725,312.93","5,758,733.00","402.34","3.59","14,402","50,644","3,731,245.80","5,654,599.75","392.63","3.52"
"11193  :  โรงพยาบาลเชียงแสน","0","84,609","276,780","18,466,068.95","38,830,823.00","0.00","0.00","7,517","24,708","1,619,136.42","3,473,114.50","462.03","3.29","7,214","23,742","1,583,743.16","3,688,675.50","511.32","3.29","6,848","23,103","1,380,859.19","3,040,823.00","444.05","3.37","7,457","25,113","1,645,032.51","3,466,024.75","464.80","3.37","6,712","22,059","1,476,232.27","3,245,823.75","483.59","3.29","7,265","23,442","1,642,046.95","3,483,546.75","479.50","3.23","6,497","20,970","1,535,088.36","3,070,731.25","472.64","3.23","6,866","22,265","1,614,784.20","3,148,871.50","458.62","3.24","6,487","20,930","1,362,468.84","2,904,268.25","447.71","3.23","7,103","23,623","1,569,178.71","3,119,064.50","439.12","3.33","7,514","23,911","1,517,147.46","3,044,327.50","405.15","3.18","7,129","22,914","1,520,350.88","3,145,551.75","441.23","3.21"
"11194  :  โรงพยาบาลแม่สาย","0","149,882","525,925","51,246,646.90","72,222,944.84","0.00","0.00","12,281","43,643","4,109,576.95","5,803,564.50","472.56","3.55","12,616","44,641","4,352,454.05","6,169,869.10","489.05","3.54","11,754","40,691","4,208,021.82","5,904,372.20","502.33","3.46","12,579","44,666","4,530,730.11","6,363,644.50","505.89","3.55","11,343","40,318","4,180,195.94","5,808,607.00","512.09","3.55","12,456","43,939","4,277,943.65","6,019,895.80","483.29","3.53","11,518","40,858","3,839,623.52","5,467,054.50","474.65","3.55","12,374","43,813","4,352,175.59","6,160,670.50","497.87","3.54","12,141","42,349","4,191,934.17","5,885,217.50","484.74","3.49","13,968","47,562","4,773,548.02","6,660,775.60","476.86","3.41","13,698","46,924","3,931,770.91","5,659,526.04","413.16","3.43","13,154","46,521","4,498,672.17","6,319,747.60","480.44","3.54"
"11195  :  โรงพยาบาลแม่สรวย","0","113,904","338,916","16,838,952.59","27,446,618.28","0.00","0.00","9,302","27,892","1,463,118.04","2,397,580.84","257.75","3.00","8,703","26,161","1,406,166.59","2,305,183.82","264.87","3.01","8,479","25,685","1,262,340.76","2,063,621.57","243.38","3.03","9,208","28,043","1,397,602.09","2,269,824.87","246.51","3.05","8,576","25,968","1,289,756.63","2,101,990.55","245.10","3.03","9,429","29,839","1,401,332.92","2,319,225.17","245.97","3.16","8,945","27,513","1,439,652.94","2,322,655.12","259.66","3.08","10,145","28,804","1,494,765.41","2,414,011.95","237.95","2.84","10,796","29,374","1,313,602.45","2,142,544.65","198.46","2.72","11,137","31,301","1,495,993.94","2,398,390.42","215.35","2.81","9,589","29,095","1,523,631.28","2,476,407.87","258.26","3.03","9,595","29,241","1,350,989.54","2,235,181.45","232.95","3.05"
"11196  :  โรงพยาบาลเวียงป่าเป้า","0","112,702","374,483","24,544,580.80","38,210,789.00","0.00","0.00","8,768","31,189","1,960,823.14","3,950,566.25","450.57","3.56","9,954","33,862","2,048,539.30","3,131,472.25","314.59","3.40","9,023","31,813","1,877,729.22","2,897,815.50","321.16","3.53","9,439","33,348","1,875,814.20","2,931,653.75","310.59","3.53","8,819","31,329","2,043,494.17","3,068,856.25","347.98","3.55","9,053","32,053","2,170,080.00","3,276,176.75","361.89","3.54","8,289","28,398","1,987,126.40","2,985,820.25","360.21","3.43","9,268","31,579","2,097,919.43","3,228,201.25","348.32","3.41","9,015","28,910","1,938,805.64","2,956,646.50","327.97","3.21","13,376","34,457","2,275,418.63","3,347,407.25","250.25","2.58","9,057","29,110","2,188,012.14","3,271,021.75","361.16","3.21","8,641","28,435","2,080,818.53","3,165,151.25","366.29","3.29"
"11197  :  โรงพยาบาลพญาเม็งราย","0","84,148","291,519","15,675,545.09","29,711,033.33","0.00","0.00","7,442","25,593","1,349,452.21","2,564,452.62","344.59","3.44","7,013","24,344","1,433,301.44","2,703,092.75","385.44","3.47","6,524","23,503","1,182,466.05","2,266,575.05","347.42","3.60","7,425","27,472","1,391,712.52","2,647,815.78","356.61","3.70","6,699","25,100","1,298,939.91","2,462,807.74","367.64","3.75","6,764","23,857","1,446,162.13","2,710,487.48","400.72","3.53","6,567","22,650","1,175,351.63","2,228,537.29","339.35","3.45","6,867","22,983","1,151,059.94","2,195,951.99","319.78","3.35","6,917","23,254","1,374,831.90","2,571,432.45","371.76","3.36","7,299","23,713","1,265,563.54","2,415,427.47","330.93","3.25","7,025","23,573","1,249,304.56","2,362,420.27","336.29","3.36","7,606","25,477","1,357,399.26","2,582,032.44","339.47","3.35"
"11198  :  โรงพยาบาลเวียงแก่น","0","54,366","200,995","6,041,838.04","11,750,361.88","0.00","0.00","4,774","20,781","653,295.29","1,060,111.88","222.06","4.35","4,648","18,899","697,137.75","1,107,039.05","238.18","4.07","4,210","18,466","529,134.07","925,309.40","219.79","4.39","4,866","21,407","599,019.37","1,028,534.54","211.37","4.40","4,146","15,051","645,350.17","1,031,846.15","248.88","3.63","4,506","16,350","557,687.52","941,193.30","208.88","3.63","4,301","15,120","541,042.74","876,620.33","203.82","3.52","4,626","16,264","664,235.48","1,053,917.53","227.82","3.52","4,482","14,916","607,913.90","981,690.55","219.03","3.33","5,205","15,731","508,801.75","885,488.80","170.12","3.02","4,195","13,954","15,340.00","936,872.90","223.33","3.33","4,407","14,056","22,880.00","921,737.45","209.15","3.19"
