"โรงพยาบาล","รวม","2563","2564"
"ตค.","พย.","ธค.","มค.","กพ.","มีค.","เมย.","พค.","มิย.","กค.","สค.","กย."
"คน","ครั้ง","ซี่","คน","ครั้ง","ซี่","คน","ครั้ง","ซี่","คน","ครั้ง","ซี่","คน","ครั้ง","ซี่","คน","ครั้ง","ซี่","คน","ครั้ง","ซี่","คน","ครั้ง","ซี่","คน","ครั้ง","ซี่","คน","ครั้ง","ซี่","คน","ครั้ง","ซี่","คน","ครั้ง","ซี่","คน","ครั้ง","ซี่"
"11066  :  โรงพยาบาลโพนทอง","204","211","536","14","17","25","13","14","38","9","9","27","0","0","0","46","46","122","111","111","299","4","4","4","0","0","0","0","0","0","7","7","12","2","2","8","1","1","1"
"11067  :  โรงพยาบาลโพธิ์ชัย","95","97","340","14","14","47","21","22","87","6","6","19","7","7","23","15","15","51","32","33","113","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11068  :  โรงพยาบาลหนองพอก","2","2","5","0","0","0","1","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0"
"11069  :  โรงพยาบาลเสลภูมิ","842","847","2,488","200","200","601","113","114","295","138","138","458","85","86","262","298","299","855","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","6","12","4","4","5"
"11070  :  โรงพยาบาลสุวรรณภูมิ","581","585","1,827","155","156","466","21","21","56","160","160","492","10","10","26","132","134","451","103","103","335","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0"
"11071  :  โรงพยาบาลเมืองสรวง","324","324","559","0","0","0","0","0","0","28","28","75","69","69","192","34","34","34","192","192","256","0","0","0","0","0","0","1","1","2","0","0","0","0","0","0","0","0","0"
"11072  :  โรงพยาบาลโพนทราย","300","305","854","0","0","0","0","0","0","0","0","0","0","0","0","196","199","596","103","104","251","1","1","4","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3"
"11073  :  โรงพยาบาลอาจสามารถ","81","81","272","1","1","1","0","0","0","2","2","8","33","33","112","45","45","151","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11074  :  โรงพยาบาลเมยวดี","160","162","324","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","160","162","324","0","0","0","0","0","0","0","0","0"
"11075  :  โรงพยาบาลศรีสมเด็จ","562","567","1,595","69","69","191","66","66","186","90","90","258","61","61","173","173","175","467","105","105","318","0","0","0","0","0","0","1","1","2","0","0","0","0","0","0","0","0","0"
"11076  :  โรงพยาบาลจังหาร","113","114","352","6","6","17","10","10","40","14","14","30","53","53","164","16","16","54","5","5","10","0","0","0","0","0","0","5","5","20","3","3","9","1","1","4","1","1","4"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","35","36","102","0","0","0","1","1","4","1","1","4","1","2","4","0","0","0","29","29","84","3","3","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27989  :  โรงพยาบาลเชียงขวัญ","170","170","585","0","0","0","0","0","0","0","0","0","0","0","0","43","43","153","127","127","432","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27990  :  โรงพยาบาลหนองฮี","238","238","658","0","0","0","0","0","0","0","0","0","0","0","0","234","234","648","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","8"
"10709  :  โรงพยาบาลกาฬสินธุ์","253","253","422","0","0","0","0","0","0","253","253","422","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11077  :  โรงพยาบาลนามน","517","518","1,606","5","5","15","1","1","3","185","185","705","0","0","0","202","202","472","125","125","411","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11078  :  โรงพยาบาลกมลาไสย","69","69","169","0","0","0","1","1","2","0","0","0","3","3","6","2","2","6","45","45","106","9","9","24","9","9","25","0","0","0","0","0","0","0","0","0","0","0","0"
"11079  :  โรงพยาบาลร่องคำ","146","148","385","1","1","4","4","4","15","119","119","311","5","5","7","1","1","2","0","0","0","0","0","0","0","0","0","15","15","38","0","0","0","0","0","0","3","3","8"
"11080  :  โรงพยาบาลเขาวง","199","200","719","115","115","429","31","31","97","17","17","50","33","33","131","3","3","10","0","0","0","0","0","0","0","0","0","1","1","2","0","0","0","0","0","0","0","0","0"
"11081  :  โรงพยาบาลยางตลาด","111","111","308","44","44","117","66","66","187","0","0","0","0","0","0","0","0","0","1","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11082  :  โรงพยาบาลห้วยเม็ก","690","692","2,191","0","0","0","0","0","0","162","162","528","180","181","628","112","112","318","237","237","717","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11083  :  โรงพยาบาลสหัสขันธ์","210","210","739","1","1","1","1","1","4","208","208","734","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11084  :  โรงพยาบาลคำม่วง","7","7","28","6","6","24","0","0","0","0","0","0","0","0","0","1","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11085  :  โรงพยาบาลท่าคันโท","431","492","1,472","41","46","118","92","100","304","34","36","108","97","101","304","124","137","448","34","37","105","7","7","20","0","0","0","0","0","0","0","0","0","7","7","20","16","21","45"
"11086  :  โรงพยาบาลหนองกุงศรี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11087  :  โรงพยาบาลสมเด็จ","458","469","1,360","15","15","26","30","30","73","132","134","362","117","117","389","88","88","264","73","73","219","10","10","22","0","0","0","0","0","0","1","1","2","1","1","3","0","0","0"
"11088  :  โรงพยาบาลห้วยผึ้ง","196","196","688","2","2","5","0","0","0","0","0","0","104","104","371","74","74","260","5","5","21","10","10","27","0","0","0","0","0","0","0","0","0","0","0","0","1","1","4"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","65","70","161","8","8","21","9","9","17","7","7","17","5","5","16","2","2","4","10","10","24","5","6","12","0","0","0","2","2","7","5","6","6","9","9","20","6","6","17"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28017  :  โรงพยาบาลนาคู","7","7","19","0","0","0","2","2","6","2","2","7","0","0","0","0","0","0","1","1","1","2","2","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28789  :  โรงพยาบาลฆ้องชัย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28790  :  โรงพยาบาลดอนจาน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28791  :  โรงพยาบาลสามชัย","60","61","187","2","2","4","0","0","0","19","19","71","25","26","72","14","14","40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10710  :  โรงพยาบาลสกลนคร","232","232","751","230","230","746","0","0","0","0","0","0","1","1","4","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11089  :  โรงพยาบาลกุสุมาลย์","12","13","28","10","11","25","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11090  :  โรงพยาบาลกุดบาก","302","306","947","79","79","263","70","71","220","50","50","162","14","14","32","31","31","83","48","49","156","12","12","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","43","45","167","4","4","9","3","3","9","1","1","3","34","35","140","2","2","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11092  :  โรงพยาบาลพังโคน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11093  :  โรงพยาบาลวาริชภูมิ","51","51","125","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38","38","100","13","13","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11094  :  โรงพยาบาลนิคมน้ำอูน","34","47","126","3","3","6","1","1","2","1","1","2","13","13","37","2","2","2","27","27","77","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11095  :  โรงพยาบาลวานรนิวาส","671","671","1,950","365","365","1,060","0","0","0","0","0","0","190","190","566","88","88","239","28","28","85","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11096  :  โรงพยาบาลคำตากล้า","73","73","227","0","0","0","0","0","0","0","0","0","0","0","0","4","4","8","69","69","219","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11097  :  โรงพยาบาลบ้านม่วง","581","866","1,742","1","1","1","0","0","0","1","1","1","120","121","197","102","102","229","295","515","1,034","63","126","280","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11098  :  โรงพยาบาลอากาศอำนวย","72","72","253","66","66","239","1","1","2","2","2","4","0","0","0","0","0","0","2","2","6","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11099  :  โรงพยาบาลส่องดาว","2","2","4","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0"
"11100  :  โรงพยาบาลเต่างอย","53","53","128","3","3","6","0","0","0","0","0","0","3","3","8","34","34","82","12","12","31","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","160","160","368","143","143","326","2","2","4","6","6","21","0","0","0","0","0","0","7","7","12","0","0","0","0","0","0","1","1","4","1","1","1","0","0","0","0","0","0"
"11102  :  โรงพยาบาลเจริญศิลป์","524","524","1,763","2","2","8","4","4","10","0","0","0","0","0","0","362","362","1,202","135","135","468","21","21","75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11103  :  โรงพยาบาลโพนนาแก้ว","185","185","530","82","82","219","45","45","143","50","50","152","0","0","0","0","0","0","8","8","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","2,078","2,090","6,280","564","565","1,547","237","237","697","319","319","931","283","287","927","300","302","946","380","380","1,232","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","219","221","480","3","3","11","6","6","11","1","1","1","0","0","0","103","103","227","89","89","194","17","17","32","0","0","0","0","0","0","2","2","4","0","0","0","0","0","0"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10711  :  โรงพยาบาลนครพนม","73","90","109","12","14","18","15","15","16","11","11","12","11","11","13","9","9","12","8","9","14","0","0","0","2","2","5","7","8","8","0","0","0","0","0","0","9","11","11"
"11104  :  โรงพยาบาลปลาปาก","649","650","2,151","1","1","2","0","0","0","126","126","431","0","0","0","259","259","831","262","263","886","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0"
"11105  :  โรงพยาบาลท่าอุเทน","41","41","121","2","2","2","0","0","0","1","1","2","0","0","0","1","1","2","37","37","115","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11106  :  โรงพยาบาลบ้านแพง","19","20","48","4","4","8","4","4","10","1","1","2","0","0","0","3","3","10","3","3","5","0","0","0","0","0","0","2","2","4","2","2","7","1","1","2","0","0","0"
"11107  :  โรงพยาบาลนาทม","29","29","54","0","0","0","0","0","0","29","29","54","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11108  :  โรงพยาบาลเรณูนคร","250","254","820","4","5","10","3","3","7","3","3","10","229","230","757","2","2","8","0","0","0","0","0","0","1","1","1","1","1","1","4","4","10","3","3","10","2","2","6"
"11109  :  โรงพยาบาลนาแก","298","319","776","0","0","0","30","30","49","8","8","12","167","178","446","103","103","269","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11110  :  โรงพยาบาลศรีสงคราม","107","107","190","1","1","4","2","2","6","0","0","0","0","0","0","19","19","31","43","43","76","11","11","17","0","0","0","31","31","56","0","0","0","0","0","0","0","0","0"
"11111  :  โรงพยาบาลนาหว้า","396","399","1,318","1","1","1","1","1","2","131","131","469","52","52","159","208","210","673","1","1","4","0","0","0","1","2","8","1","1","2","0","0","0","0","0","0","0","0","0"
"11112  :  โรงพยาบาลโพนสวรรค์","81","81","289","52","52","187","1","1","2","0","0","0","0","0","0","16","16","57","12","12","43","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","2","2","4","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40840  :  โรงพยาบาลวังยาง","56","56","141","3","3","9","0","0","0","28","28","70","0","0","0","25","25","62","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10712  :  โรงพยาบาลมุกดาหาร","73","76","225","0","0","0","1","1","2","0","0","0","1","1","4","50","51","160","17","19","45","2","2","6","0","0","0","0","0","0","0","0","0","0","0","0","2","2","8"
"11113  :  โรงพยาบาลนิคมคำสร้อย","269","317","775","26","26","86","32","32","120","3","3","3","2","2","3","162","162","311","35","35","92","2","2","5","0","0","0","52","52","149","2","2","4","1","1","2","0","0","0"
"11114  :  โรงพยาบาลดอนตาล","207","213","394","2","2","4","19","19","45","1","1","2","0","0","0","15","15","39","173","173","299","3","3","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11115  :  โรงพยาบาลดงหลวง","285","294","640","12","12","18","9","9","17","13","13","25","4","4","12","117","117","259","134","134","294","4","4","11","0","0","0","0","0","0","0","0","0","0","0","0","1","1","4"
"11116  :  โรงพยาบาลคำชะอี","400","406","1,302","9","10","24","4","4","5","21","21","77","5","5","14","2","2","8","23","23","65","0","0","0","0","0","0","72","72","221","128","128","453","0","0","0","141","141","435"
"11117  :  โรงพยาบาลหว้านใหญ่","198","210","813","0","0","0","1","1","1","2","2","5","140","150","591","0","0","0","1","1","2","55","56","214","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11118  :  โรงพยาบาลหนองสูง","43","49","118","3","3","7","4","4","12","1","1","1","9","10","21","2","2","3","5","5","11","3","3","8","3","3","7","3","3","8","0","0","0","5","5","11","10","10","29"
"06009  :  โรงพยาบาลแม่ตื่น","82","86","231","0","0","0","2","2","4","1","1","1","3","3","5","4","4","4","73","73","214","3","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10713  :  โรงพยาบาลนครพิงค์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11119  :  โรงพยาบาลจอมทอง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","371","372","999","166","166","455","98","98","251","88","88","232","0","0","0","3","3","6","5","5","14","3","3","6","0","0","0","0","0","0","2","2","7","2","2","8","5","5","20"
"11121  :  โรงพยาบาลเชียงดาว","682","683","1,506","29","29","80","65","65","173","195","195","397","366","366","804","19","19","32","3","3","5","3","3","7","1","1","2","1","1","2","0","0","0","0","0","0","1","1","4"
"11122  :  โรงพยาบาลดอยสะเก็ด","39","40","109","4","4","6","0","0","0","2","2","4","5","5","14","2","2","3","8","8","22","1","1","1","4","4","16","4","4","14","4","4","14","4","4","12","2","2","3"
"11123  :  โรงพยาบาลแม่แตง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11124  :  โรงพยาบาลสะเมิง","42","42","145","0","0","0","0","0","0","0","0","0","0","0","0","15","15","54","26","26","87","0","0","0","0","0","0","0","0","0","0","0","0","1","1","4","0","0","0"
"11125  :  โรงพยาบาลฝาง","1,105","1,109","3,230","276","276","841","321","321","918","269","269","768","232","232","686","3","3","5","3","3","4","0","0","0","0","0","0","2","2","5","0","0","0","1","1","1","2","2","2"
"11126  :  โรงพยาบาลแม่อาย","50","51","164","0","0","0","21","22","71","9","9","29","0","0","0","19","19","62","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2"
"11127  :  โรงพยาบาลพร้าว","207","208","693","8","8","19","4","4","12","0","0","0","12","12","39","56","56","188","65","65","225","7","7","20","1","1","4","0","0","0","7","7","21","34","34","120","13","14","45"
"11128  :  โรงพยาบาลสันป่าตอง","190","191","553","1","1","4","68","68","194","76","76","205","2","2","8","9","9","23","4","4","10","0","0","0","19","19","66","9","9","34","3","3","9","0","0","0","0","0","0"
"11129  :  โรงพยาบาลสันกำแพง","255","258","575","0","0","0","0","0","0","114","115","258","1","1","4","130","130","283","6","7","16","1","1","4","0","0","0","1","1","3","3","3","7","0","0","0","0","0","0"
"11130  :  โรงพยาบาลสันทราย","45","45","110","13","13","25","7","7","19","2","2","6","0","0","0","9","9","20","5","5","10","4","4","14","0","0","0","0","0","0","5","5","16","0","0","0","0","0","0"
"11131  :  โรงพยาบาลหางดง","206","209","561","3","3","9","2","2","6","25","25","52","31","31","113","32","33","72","110","111","297","2","2","6","1","1","4","0","0","0","1","1","2","0","0","0","0","0","0"
"11132  :  โรงพยาบาลฮอด","24","25","81","0","0","0","5","5","16","4","4","10","2","2","7","3","3","12","2","2","8","3","3","9","0","0","0","3","3","10","1","1","3","0","0","0","2","2","6"
"11133  :  โรงพยาบาลดอยเต่า","13","14","38","4","4","14","4","4","9","2","2","4","0","0","0","0","0","0","1","1","3","0","0","0","0","0","0","0","0","0","0","0","0","2","2","6","1","1","2"
"11134  :  โรงพยาบาลอมก๋อย","26","29","61","3","4","6","4","4","8","0","0","0","1","1","2","4","4","6","5","6","15","4","4","10","0","0","0","1","1","4","0","0","0","1","1","3","4","4","7"
"11135  :  โรงพยาบาลสารภี","64","71","219","8","8","25","3","3","6","16","16","34","20","20","73","9","9","35","4","4","17","0","0","0","0","0","0","0","0","0","9","9","23","0","0","0","2","2","6"
"11136  :  โรงพยาบาลเวียงแหง","102","102","351","1","1","1","0","0","0","35","35","126","18","18","71","0","0","0","46","46","145","2","2","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11137  :  โรงพยาบาลไชยปราการ","3","3","8","0","0","0","1","1","2","1","1","2","1","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11138  :  โรงพยาบาลแม่วาง","1","2","3","1","1","2","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11139  :  โรงพยาบาลแม่ออน","134","134","398","26","26","84","36","36","99","33","33","114","3","3","9","1","1","2","21","21","55","11","11","29","2","2","3","0","0","0","0","0","0","0","0","0","1","1","3"
"11507  :  โรงพยาบาลกองบิน 41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11643  :  โรงพยาบาลดอยหล่อ","36","37","113","15","15","39","20","20","71","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","3","0","0","0","0","0","0","0","0","0"
"11978  :  โรงพยาบาลดารารัศมี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","0","0","0"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12280  :  โรงพยาบาลสวนปรุง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10714  :  โรงพยาบาลลำพูน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11140  :  โรงพยาบาลแม่ทา","147","152","450","36","36","101","9","9","27","17","17","56","30","30","92","18","18","56","16","16","38","0","0","0","1","1","2","8","8","21","10","10","30","7","7","27","0","0","0"
"11141  :  โรงพยาบาลบ้านโฮ่ง","271","273","1,093","38","38","145","2","2","7","33","33","121","49","49","204","53","53","224","67","67","272","4","4","16","8","8","32","8","8","32","7","7","29","2","2","8","2","2","3"
"11142  :  โรงพยาบาลลี้","211","212","688","34","35","108","11","11","31","35","35","116","2","2","6","55","55","179","70","70","233","1","1","3","0","0","0","1","1","4","1","1","4","1","1","4","0","0","0"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","179","199","570","18","20","50","52","54","182","15","16","37","19","19","45","17","18","59","17","18","40","1","1","2","15","16","49","19","19","52","17","17","52","1","1","2","0","0","0"
"11144  :  โรงพยาบาลป่าซาง","352","358","1,185","1","1","4","3","3","7","5","5","14","42","42","138","148","148","484","151","151","514","4","4","10","0","0","0","1","1","4","2","2","8","0","0","0","1","1","2"
"11145  :  โรงพยาบาลบ้านธิ","35","35","39","0","0","0","0","0","0","2","2","2","4","4","4","12","12","14","15","15","17","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24956  :  โรงพยาบาลเวียงหนองล่อง","39","39","137","31","31","108","5","5","18","0","0","0","0","0","0","2","2","7","0","0","0","0","0","0","0","0","0","0","0","0","1","1","4","0","0","0","0","0","0"
"10672  :  โรงพยาบาลลำปาง","695","695","746","2","2","2","2","2","3","235","235","279","169","169","174","229","229","230","58","58","58","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11146  :  โรงพยาบาลแม่เมาะ","172","172","205","18","18","22","45","45","53","52","52","62","20","20","26","19","19","23","17","17","18","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11147  :  โรงพยาบาลเกาะคา","159","159","361","0","0","0","1","1","4","57","57","132","0","0","0","17","17","36","48","48","108","6","6","13","0","0","0","30","30","68","0","0","0","0","0","0","0","0","0"
"11148  :  โรงพยาบาลเสริมงาม","407","413","1,537","31","31","104","2","2","4","64","64","220","69","69","263","122","122","467","106","106","399","12","12","62","0","0","0","3","4","8","2","2","6","0","0","0","1","1","4"
"11149  :  โรงพยาบาลงาว","176","179","420","0","0","0","0","0","0","0","0","0","33","34","74","100","100","249","44","44","96","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
