"โรงพยาบาล","รวม","2562","2563"
"ตค.","พย.","ธค.","มค.","กพ.","มีค.","เมย.","พค.","มิย.","กค.","สค.","กย."
"คน","ครั้ง","ซี่","คน","ครั้ง","ซี่","คน","ครั้ง","ซี่","คน","ครั้ง","ซี่","คน","ครั้ง","ซี่","คน","ครั้ง","ซี่","คน","ครั้ง","ซี่","คน","ครั้ง","ซี่","คน","ครั้ง","ซี่","คน","ครั้ง","ซี่","คน","ครั้ง","ซี่","คน","ครั้ง","ซี่","คน","ครั้ง","ซี่"
"11107  :  โรงพยาบาลนาทม","1,403","1,407","3,878","0","0","0","0","0","0","1","1","2","61","61","174","1,341","1,343","3,699","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0"
"11108  :  โรงพยาบาลเรณูนคร","382","411","1,381","0","0","0","0","0","0","0","0","0","95","106","355","91","91","353","45","45","153","0","0","0","0","0","0","0","0","0","22","22","74","135","140","432","7","7","14"
"11109  :  โรงพยาบาลนาแก","124","124","156","0","0","0","1","1","2","3","3","6","117","117","143","0","0","0","1","1","1","0","0","0","1","1","2","1","1","2","0","0","0","0","0","0","0","0","0"
"11110  :  โรงพยาบาลศรีสงคราม","526","534","950","2","2","2","141","143","257","90","90","144","239","241","440","58","58","107","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11111  :  โรงพยาบาลนาหว้า","80","81","201","0","0","0","4","4","7","2","2","5","63","63","164","5","5","14","0","0","0","0","0","0","1","1","1","2","2","3","1","1","1","3","3","6","0","0","0"
"11112  :  โรงพยาบาลโพนสวรรค์","1,596","1,613","4,882","12","12","24","387","388","1,134","351","351","1,058","389","389","1,215","459","459","1,403","14","14","48","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","2,287","2,297","7,529","1","1","1","2","2","4","3","3","9","587","587","1,987","1,696","1,703","5,524","0","0","0","0","0","0","1","1","4","0","0","0","0","0","0","0","0","0","0","0","0"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40840  :  โรงพยาบาลวังยาง","85","85","180","0","0","0","1","1","4","0","0","0","3","3","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28","28","57","53","53","111"
"10712  :  โรงพยาบาลมุกดาหาร","599","620","2,381","0","0","0","13","13","38","32","32","84","18","18","50","7","7","20","0","0","0","0","0","0","1","1","1","1","1","4","1","1","4","427","427","1,706","120","120","474"
"11113  :  โรงพยาบาลนิคมคำสร้อย","448","496","1,368","0","0","0","5","5","16","10","10","32","20","20","61","106","108","308","47","47","144","0","0","0","0","0","0","1","1","4","5","5","14","224","224","597","76","76","192"
"11114  :  โรงพยาบาลดอนตาล","451","515","1,701","76","77","306","0","0","0","0","0","0","83","108","432","1","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","225","225","673","104","104","286"
"11115  :  โรงพยาบาลดงหลวง","731","762","2,333","0","0","0","20","20","81","96","96","262","125","125","330","217","218","711","196","197","682","71","71","202","4","4","8","12","13","23","5","7","12","5","5","10","6","6","12"
"11116  :  โรงพยาบาลคำชะอี","770","781","2,891","4","4","10","3","3","7","55","58","212","59","59","208","437","437","1,675","169","169","602","0","0","0","1","1","1","0","0","0","3","3","9","44","44","161","3","3","6"
"11117  :  โรงพยาบาลหว้านใหญ่","751","806","2,665","1","1","4","0","0","0","8","13","48","192","202","759","190","198","592","0","0","0","0","0","0","0","0","0","0","0","0","40","40","140","330","351","1,118","1","1","4"
"11118  :  โรงพยาบาลหนองสูง","409","447","1,558","9","9","32","2","2","5","14","14","44","11","11","33","84","86","314","7","8","21","0","0","0","0","0","0","14","14","44","95","95","345","147","148","515","60","60","205"
"06009  :  โรงพยาบาลแม่ตื่น","327","327","1,028","0","0","0","0","0","0","0","0","0","68","68","192","19","19","73","1","1","2","0","0","0","0","0","0","1","1","4","1","1","4","234","234","747","3","3","6"
"10713  :  โรงพยาบาลนครพิงค์","53","53","93","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50","50","88","3","3","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11119  :  โรงพยาบาลจอมทอง","9","9","19","4","4","6","5","5","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","154","157","393","2","2","3","2","2","5","11","11","29","8","8","17","14","14","39","5","5","13","1","1","4","0","0","0","3","3","8","1","1","4","9","9","28","101","101","243"
"11121  :  โรงพยาบาลเชียงดาว","51","51","146","3","3","7","2","2","3","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","2","2","7","5","5","13","37","37","114"
"11122  :  โรงพยาบาลดอยสะเก็ด","33","34","92","4","4","6","1","1","1","5","5","11","4","4","10","5","5","14","4","5","16","0","0","0","0","0","0","4","4","13","1","1","4","2","2","7","3","3","10"
"11123  :  โรงพยาบาลแม่แตง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11124  :  โรงพยาบาลสะเมิง","128","138","444","6","6","13","1","1","3","12","12","38","53","55","168","2","3","4","1","1","4","0","0","0","0","0","0","0","0","0","0","0","0","42","42","151","17","18","63"
"11125  :  โรงพยาบาลฝาง","2,056","3,356","9,719","2","2","6","0","0","0","3","3","9","4","4","13","674","674","1,885","1,061","1,062","3,001","0","0","0","0","0","0","553","553","1,516","84","84","237","485","501","1,535","473","473","1,517"
"11126  :  โรงพยาบาลแม่อาย","411","417","1,449","0","0","0","26","26","98","59","59","223","74","74","267","39","39","140","69","71","228","0","0","0","1","1","2","0","0","0","0","0","0","89","89","295","58","58","196"
"11127  :  โรงพยาบาลพร้าว","364","384","1,080","6","6","12","28","28","54","16","16","29","1","1","2","2","2","5","18","18","32","0","0","0","0","0","0","0","0","0","0","0","0","124","124","396","189","189","550"
"11128  :  โรงพยาบาลสันป่าตอง","584","635","1,966","0","0","0","1","1","4","3","3","12","31","31","87","23","23","65","16","16","48","0","0","0","0","0","0","0","0","0","0","0","0","380","380","1,176","181","181","574"
"11129  :  โรงพยาบาลสันกำแพง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11130  :  โรงพยาบาลสันทราย","79","79","165","0","0","0","0","0","0","1","1","1","1","1","2","2","2","6","2","2","4","0","0","0","0","0","0","0","0","0","1","1","2","36","36","77","36","36","73"
"11131  :  โรงพยาบาลหางดง","255","267","750","0","0","0","2","2","3","3","3","5","11","11","27","116","116","307","1","1","1","0","0","0","0","0","0","0","0","0","98","99","287","31","31","109","4","4","11"
"11132  :  โรงพยาบาลฮอด","247","254","705","8","9","17","2","2","4","7","7","17","104","106","307","104","104","283","26","26","77","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11133  :  โรงพยาบาลดอยเต่า","602","625","1,914","7","8","21","8","8","19","0","0","0","0","0","0","3","3","6","1","1","3","0","0","0","0","0","0","1","1","4","2","2","7","318","322","973","278","280","881"
"11134  :  โรงพยาบาลอมก๋อย","711","742","2,160","0","0","0","1","1","2","6","6","15","10","10","25","149","149","431","43","43","120","0","0","0","0","0","0","1","1","4","60","60","162","391","393","1,157","79","79","244"
"11135  :  โรงพยาบาลสารภี","44","47","136","0","0","0","0","0","0","0","0","0","4","4","10","29","30","97","1","1","4","0","0","0","0","0","0","0","0","0","8","8","15","1","1","1","3","3","9"
"11136  :  โรงพยาบาลเวียงแหง","186","189","657","0","0","0","0","0","0","2","2","3","0","0","0","36","36","94","0","0","0","0","0","0","0","0","0","6","6","15","2","2","6","46","46","154","97","97","385"
"11137  :  โรงพยาบาลไชยปราการ","98","104","236","4","4","4","0","0","0","0","0","0","17","17","38","30","30","62","2","2","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","51","51","125"
"11138  :  โรงพยาบาลแม่วาง","59","59","187","0","0","0","8","8","27","6","6","15","11","11","42","17","17","53","17","17","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11139  :  โรงพยาบาลแม่ออน","165","169","432","2","2","5","6","6","12","13","13","34","62","62","147","3","3","6","0","0","0","0","0","0","0","0","0","4","4","13","4","4","13","42","42","103","33","33","99"
"11507  :  โรงพยาบาลกองบิน 41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11643  :  โรงพยาบาลดอยหล่อ","136","137","499","0","0","0","0","0","0","0","0","0","40","40","147","53","53","193","38","39","145","0","0","0","0","0","0","2","2","2","0","0","0","3","3","12","0","0","0"
"11978  :  โรงพยาบาลดารารัศมี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","19","19","19","0","0","0","0","0","0","17","17","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","2"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12280  :  โรงพยาบาลสวนปรุง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","5","5","19","0","0","0","5","5","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10714  :  โรงพยาบาลลำพูน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11140  :  โรงพยาบาลแม่ทา","267","281","1,006","14","14","44","5","5","20","48","48","171","60","60","223","52","52","196","49","49","186","0","0","0","0","0","0","6","6","24","17","17","55","28","28","85","2","2","2"
"11141  :  โรงพยาบาลบ้านโฮ่ง","334","342","1,344","5","5","15","34","34","127","37","37","153","38","38","161","44","44","158","19","19","78","0","0","0","1","1","4","3","3","12","47","48","185","62","62","253","50","51","198"
"11142  :  โรงพยาบาลลี้","128","131","396","0","0","0","24","24","65","22","23","63","70","70","223","3","3","6","3","3","9","0","0","0","2","2","5","0","0","0","2","2","10","1","1","4","3","3","11"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","288","352","979","35","36","98","19","19","48","16","19","37","41","45","108","44","46","134","23","25","92","0","0","0","20","22","64","42","46","114","15","15","46","48","48","143","31","31","95"
"11144  :  โรงพยาบาลป่าซาง","321","329","1,085","1","1","3","2","2","8","13","14","38","211","212","721","4","4","6","88","89","291","0","0","0","1","1","4","2","2","6","2","2","4","1","1","1","1","1","3"
"11145  :  โรงพยาบาลบ้านธิ","64","65","65","0","0","0","1","1","1","1","1","1","6","6","6","3","3","3","1","1","1","0","0","0","0","0","0","0","0","0","8","8","8","21","21","21","24","24","24"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24956  :  โรงพยาบาลเวียงหนองล่อง","45","46","111","6","6","26","2","2","8","1","1","4","2","2","5","1","1","3","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","13","13","13","19","20","50"
"10672  :  โรงพยาบาลลำปาง","201","204","227","0","0","0","20","20","21","16","16","26","20","20","25","11","11","15","137","137","140","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11146  :  โรงพยาบาลแม่เมาะ","317","338","538","109","110","141","53","53","89","64","64","103","28","28","49","58","58","112","25","25","44","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11147  :  โรงพยาบาลเกาะคา","451","455","1,125","3","3","7","49","49","96","15","15","29","43","43","111","121","122","311","221","221","566","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","5"
"11148  :  โรงพยาบาลเสริมงาม","541","573","1,886","4","4","9","132","134","444","113","115","409","118","123","392","54","54","177","17","17","50","1","1","2","4","4","7","3","3","3","5","5","13","52","52","158","61","61","222"
"11149  :  โรงพยาบาลงาว","645","646","1,789","0","0","0","0","0","0","0","0","0","118","118","333","1","1","2","520","521","1,443","4","4","7","0","0","0","1","1","3","1","1","1","0","0","0","0","0","0"
"11150  :  โรงพยาบาลแจ้ห่ม","116","132","346","0","0","0","0","0","0","1","1","7","20","20","57","34","34","100","19","19","57","0","0","0","0","0","0","10","15","27","6","6","10","19","22","47","13","15","41"
"11151  :  โรงพยาบาลวังเหนือ","105","105","292","0","0","0","2","2","4","0","0","0","18","18","52","63","63","183","16","16","44","0","0","0","0","0","0","0","0","0","0","0","0","3","3","6","3","3","3"
"11152  :  โรงพยาบาลเถิน","235","263","957","0","0","0","68","68","251","63","63","230","66","66","241","17","17","67","6","6","23","0","0","0","0","0","0","1","1","1","9","9","31","19","19","61","14","14","52"
"11153  :  โรงพยาบาลแม่พริก","95","96","376","0","0","0","0","0","0","0","0","0","82","82","335","9","9","26","4","4","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
"11154  :  โรงพยาบาลแม่ทะ","720","721","2,215","0","0","0","0","0","0","35","35","103","86","86","235","117","117","389","318","318","950","165","165","538","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11155  :  โรงพยาบาลสบปราบ","150","183","320","5","7","12","15","18","24","1","1","1","19","21","34","18","19","32","4","4","6","0","0","0","0","0","0","0","0","0","0","0","0","58","61","113","44","52","98"
"11156  :  โรงพยาบาลห้างฉัตร","37","37","118","0","0","0","0","0","0","0","0","0","18","18","68","16","16","46","2","2","3","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0"
"11157  :  โรงพยาบาลเมืองปาน","1,195","1,233","4,476","0","0","0","0","0","0","34","34","77","0","0","0","311","311","1,088","322","322","1,187","424","428","1,591","138","138","533","0","0","0","0","0","0","0","0","0","0","0","0"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12283  :  โรงพยาบาลมะเร็งลำปาง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10673  :  โรงพยาบาลอุตรดิตถ์","1,087","1,547","4,894","0","0","0","190","190","564","358","358","1,120","328","465","1,447","230","254","825","160","161","609","49","49","178","1","1","4","4","4","11","8","8","17","13","13","27","39","44","92"
"11158  :  โรงพยาบาลตรอน","271","272","904","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","121","121","374","150","150","529"
"11159  :  โรงพยาบาลท่าปลา","790","791","2,764","0","0","0","0","0","0","145","145","487","77","77","290","413","413","1,449","0","0","0","0","0","0","75","75","256","76","76","265","1","1","4","4","4","13","0","0","0"
"11160  :  โรงพยาบาลน้ำปาด","848","871","2,962","150","165","462","108","108","296","206","206","761","243","243","877","145","145","562","1","1","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","2","2","2"
"11161  :  โรงพยาบาลฟากท่า","444","454","1,588","0","0","0","0","0","0","119","119","366","332","332","1,218","2","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
"11162  :  โรงพยาบาลบ้านโคก","195","197","770","0","0","0","2","2","8","1","1","4","55","55","219","17","17","60","32","32","128","0","0","0","0","0","0","0","0","0","90","90","351","0","0","0","0","0","0"
"11163  :  โรงพยาบาลพิชัย","1,311","1,324","4,930","29","29","97","196","196","632","191","191","636","105","115","413","0","0","0","2","2","8","0","0","0","0","0","0","1","1","1","24","24","83","398","398","1,450","368","368","1,610"
"11164  :  โรงพยาบาลลับแล","448","452","1,602","7","7","15","5","5","12","270","272","1,013","148","148","513","2","2","5","1","1","2","0","0","0","0","0","0","2","2","5","3","3","7","3","3","5","9","9","25"
"11165  :  โรงพยาบาลทองแสนขัน","130","134","389","8","8","35","94","94","259","5","5","17","23","23","68","1","1","4","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","4"
"11509  :  โรงพยาบาลค่ายพิชัยดาบหัก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10715  :  โรงพยาบาลแพร่","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","0","0","0"
"11166  :  โรงพยาบาลร้องกวาง","92","92","293","40","40","138","4","4","12","5","5","18","11","11","31","10","10","28","19","19","59","0","0","0","0","0","0","0","0","0","2","2","5","0","0","0","1","1","2"
"11167  :  โรงพยาบาลลอง","60","60","173","0","0","0","0","0","0","2","2","8","1","1","1","2","2","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","13","38","42","42","120"
"11169  :  โรงพยาบาลสูงเม่น","23","23","72","0","0","0","0","0","0","0","0","0","0","0","0","6","6","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","17","53"
"11170  :  โรงพยาบาลสอง","165","171","464","5","5","14","74","74","218","9","9","14","27","28","56","10","10","21","1","1","3","0","0","0","0","0","0","0","0","0","0","0","0","1","1","4","43","43","134"
"11171  :  โรงพยาบาลวังชิ้น","1","1","1","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11172  :  โรงพยาบาลหนองม่วงไข่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11452  :  โรงพยาบาลสมเด็จพระยุพราชเด่นชัย","2","2","4","1","1","2","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10716  :  โรงพยาบาลน่าน","1,471","1,499","4,392","50","51","138","56","56","158","218","218","593","230","231","670","255","255","798","31","31","91","0","0","0","1","1","2","6","6","14","4","4","11","292","292","854","354","354","1,063"
"11173  :  โรงพยาบาลแม่จริม","75","85","256","14","14","50","11","11","30","23","23","66","11","12","34","15","15","47","7","7","23","2","2","4","0","0","0","0","0","0","0","0","0","1","1","2","0","0","0"
"11174  :  โรงพยาบาลบ้านหลวง","92","96","396","2","2","2","22","22","93","58","58","281","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","14","20","0","0","0"
"11175  :  โรงพยาบาลนาน้อย","110","118","328","15","15","45","16","16","35","20","23","56","35","35","111","21","22","64","2","2","5","0","0","0","0","0","0","2","2","6","0","0","0","1","1","1","2","2","5"
"11176  :  โรงพยาบาลท่าวังผา","122","123","350","10","10","27","5","5","11","27","27","73","16","16","45","46","46","142","19","19","52","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11177  :  โรงพยาบาลเวียงสา","339","342","1,293","23","23","75","103","103","391","28","28","108","81","81","279","92","92","400","2","2","6","0","0","0","0","0","0","2","2","4","3","3","6","4","4","11","4","4","13"
"11178  :  โรงพยาบาลทุ่งช้าง","184","187","617","0","0","0","29","29","109","0","0","0","2","2","5","1","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","13","41","142","142","458"
"11179  :  โรงพยาบาลเชียงกลาง","915","927","3,093","0","0","0","0","0","0","0","0","0","31","31","91","28","28","96","0","0","0","0","0","0","0","0","0","218","218","732","219","219","724","234","234","804","197","197","646"
"11180  :  โรงพยาบาลนาหมื่น","145","162","464","64","67","205","29","29","80","10","11","22","0","0","0","4","4","7","7","7","15","0","0","0","0","0","0","1","1","1","14","14","46","7","7","20","22","22","68"
"11181  :  โรงพยาบาลสันติสุข","259","297","846","6","6","21","51","52","134","34","37","107","16","17","38","3","3","7","6","7","19","0","0","0","2","2","4","11","16","40","4","4","10","76","79","244","71","74","222"
"11182  :  โรงพยาบาลบ่อเกลือ","69","81","278","12","13","35","11","11","47","1","1","3","7","7","23","18","22","72","8","8","26","0","0","0","0","0","0","0","0","0","0","0","0","10","10","32","9","9","40"
"11183  :  โรงพยาบาลสองแคว","47","48","158","1","1","4","3","3","9","1","1","2","5","5","13","29","29","101","8","8","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","4"
"11453  :  โรงพยาบาลสมเด็จพระยุพราชปัว","385","403","1,320","6","8","15","6","7","14","10","10","24","6","7","20","4","4","7","1","1","2","2","2","5","0","0","0","0","0","0","1","1","2","0","0","0","362","363","1,231"
"11510  :  โรงพยาบาลค่ายสุริยพงษ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11625  :  โรงพยาบาลเฉลิมพระเกียรติ","155","166","668","0","0","0","1","1","4","0","0","0","29","29","108","31","31","117","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97","97","414","8","8","25"
"25017  :  โรงพยาบาลภูเพียง","186","198","718","18","18","54","23","23","89","85","85","311","63","65","244","3","3","8","1","1","4","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3","2","2","5"
"10717  :  โรงพยาบาลพะเยา","578","578","1,700","0","0","0","186","186","614","16","16","50","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","375","375","1,035"
"10718  :  โรงพยาบาลเชียงคำ","528","534","1,491","50","50","138","201","201","526","2","2","4","2","2","6","37","40","118","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","3","3","7","233","235","691"
"11184  :  โรงพยาบาลจุน","350","358","1,159","10","10","25","159","160","550","64","64","219","1","1","4","0","0","0","1","1","1","0","0","0","0","0","0","2","2","5","0","0","0","18","18","56","97","102","299"
"11185  :  โรงพยาบาลเชียงม่วน","228","248","918","0","0","0","2","2","5","38","38","117","4","4","14","2","2","8","6","6","18","0","0","0","0","0","0","1","1","4","12","12","48","100","100","394","83","83","310"
"11186  :  โรงพยาบาลดอกคำใต้","378","401","1,006","13","14","26","78","79","209","76","76","215","73","75","178","4","4","5","9","9","17","0","0","0","0","0","0","0","0","0","1","1","3","1","1","1","142","142","352"
"11187  :  โรงพยาบาลปง","343","378","1,166","12","13","32","33","35","120","85","88","273","137","139","437","52","53","153","44","44","141","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","6","10"
"11188  :  โรงพยาบาลแม่ใจ","335","341","1,051","1","1","3","17","17","50","56","56","204","109","110","342","95","95","290","46","46","119","0","0","0","0","0","0","7","7","15","2","2","8","4","4","11","3","3","9"
"15140  :  โรงพยาบาลค่ายขุนเจืองธรรมิกราช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40744  :  โรงพยาบาลภูซาง","27","27","100","0","0","0","19","19","70","8","8","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40745  :  โรงพยาบาลภูกามยาว","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41347  :  โรงพยาบาลมหาวิทยาลัยพะเยา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10674  :  โรงพยาบาลเชียงรายประชานุเคราะห์","151","157","313","31","32","64","41","41","90","26","26","57","35","35","61","23","23","41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11189  :  โรงพยาบาลเทิง","902","903","2,699","3","3","4","79","79","205","37","37","101","76","77","224","165","165","440","331","331","984","183","183","666","0","0","0","4","4","9","0","0","0","21","21","56","3","3","10"
"11190  :  โรงพยาบาลพาน","363","382","1,005","15","15","25","44","44","94","18","19","38","6","6","15","22","24","41","10","10","24","0","0","0","0","0","0","1","1","4","5","5","11","126","129","374","128","129","379"
"11191  :  โรงพยาบาลป่าแดด","130","133","410","6","7","14","91","91","287","19","19","67","3","3","7","6","7","16","1","1","4","0","0","0","0","0","0","1","1","2","0","0","0","1","1","3","3","3","10"
