"โรงพยาบาล","รวม","2563","2564"
"ตค.","พย.","ธค.","มค.","กพ.","มีค.","เมย.","พค.","มิย.","กค.","สค.","กย."
"คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง"
"28789  :  โรงพยาบาลฆ้องชัย","256","265","2","2","3","3","0","0","3","3","3","3","2","2","124","124","0","0","121","121","1","1","3","4","2","2"
"28790  :  โรงพยาบาลดอนจาน","327","327","2","2","0","0","0","0","0","0","304","304","20","20","0","0","0","0","0","0","1","1","0","0","0","0"
"28791  :  โรงพยาบาลสามชัย","399","401","2","2","0","0","0","0","319","319","0","0","0","0","1","1","0","0","47","47","30","30","2","2","0","0"
"10710  :  โรงพยาบาลสกลนคร","292","296","272","272","8","8","2","2","1","1","1","1","4","4","5","5","1","1","0","0","0","0","1","1","1","1"
"11089  :  โรงพยาบาลกุสุมาลย์","977","993","1","1","1","1","0","0","570","585","406","406","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11090  :  โรงพยาบาลกุดบาก","240","246","9","9","11","11","8","8","38","38","77","77","55","55","27","27","1","1","4","4","3","3","5","5","6","8"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","833","843","3","3","4","4","3","3","642","649","180","182","1","1","0","0","1","1","0","0","0","0","0","0","0","0"
"11092  :  โรงพยาบาลพังโคน","2,203","2,302","1,621","1,624","498","503","6","6","12","12","6","6","49","49","85","85","1","1","0","0","5","5","0","0","11","11"
"11093  :  โรงพยาบาลวาริชภูมิ","150","151","0","0","0","0","0","0","53","53","83","83","14","14","1","1","0","0","0","0","0","0","0","0","0","0"
"11094  :  โรงพยาบาลนิคมน้ำอูน","10","10","0","0","0","0","0","0","5","5","0","0","0","0","0","0","0","0","4","4","0","0","0","0","1","1"
"11095  :  โรงพยาบาลวานรนิวาส","2,669","2,897","10","10","4","4","1,320","1,323","115","115","163","163","747","750","1","1","0","0","462","464","44","44","11","11","12","12"
"11096  :  โรงพยาบาลคำตากล้า","606","611","7","7","4","4","10","10","0","0","152","152","423","423","0","0","8","8","5","5","0","0","2","2","0","0"
"11097  :  โรงพยาบาลบ้านม่วง","2,020","3,144","0","0","3","3","3","3","498","500","198","198","987","1,770","333","666","0","0","0","0","1","1","0","0","3","3"
"11098  :  โรงพยาบาลอากาศอำนวย","396","400","102","102","36","37","99","99","8","8","99","99","15","15","4","4","7","7","3","3","9","9","3","3","14","14"
"11099  :  โรงพยาบาลส่องดาว","540","543","1","1","0","0","0","0","0","0","11","11","42","42","178","178","0","0","75","75","235","235","0","0","1","1"
"11100  :  โรงพยาบาลเต่างอย","1,736","1,752","0","0","230","232","821","825","542","547","146","146","1","1","0","0","1","1","0","0","0","0","0","0","0","0"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","1,371","1,379","183","183","9","9","226","226","38","38","398","398","524","524","0","0","0","0","0","0","1","1","0","0","0","0"
"11102  :  โรงพยาบาลเจริญศิลป์","3,386","3,396","2","2","498","500","1,673","1,675","917","917","4","4","288","288","1","1","0","0","0","0","0","0","9","9","0","0"
"11103  :  โรงพยาบาลโพนนาแก้ว","1,221","1,233","364","366","259","260","312","312","5","5","2","2","282","282","6","6","0","0","0","0","0","0","0","0","0","0"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","543","555","98","98","249","251","98","98","52","52","49","50","0","0","0","0","1","1","5","5","0","0","0","0","0","0"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","480","484","8","8","9","9","18","18","1","1","207","208","186","186","44","44","3","3","0","0","2","2","2","2","3","3"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10711  :  โรงพยาบาลนครพนม","608","682","11","11","18","18","16","16","13","13","72","72","243","245","123","129","40","42","97","97","3","3","9","9","27","27"
"11104  :  โรงพยาบาลปลาปาก","3,081","3,104","81","81","195","195","932","935","540","542","967","969","382","382","0","0","0","0","0","0","0","0","0","0","0","0"
"11105  :  โรงพยาบาลท่าอุเทน","193","195","3","3","5","5","2","2","5","5","5","5","156","157","0","0","1","1","7","7","5","5","3","3","2","2"
"11106  :  โรงพยาบาลบ้านแพง","184","188","153","154","5","5","0","0","0","0","8","8","14","14","1","1","0","0","2","2","3","3","1","1","0","0"
"11107  :  โรงพยาบาลนาทม","117","119","0","0","3","3","1","1","0","0","57","57","37","37","0","0","0","0","1","1","8","8","5","5","7","7"
"11108  :  โรงพยาบาลเรณูนคร","782","857","284","334","114","115","0","0","11","11","11","11","305","305","54","55","6","6","7","7","3","3","9","9","1","1"
"11109  :  โรงพยาบาลนาแก","2,344","2,388","776","783","669","676","682","694","132","134","48","49","48","48","0","0","2","2","1","1","1","1","0","0","0","0"
"11110  :  โรงพยาบาลศรีสงคราม","623","626","9","9","5","5","2","2","0","0","121","121","196","196","124","124","0","0","169","169","0","0","0","0","0","0"
"11111  :  โรงพยาบาลนาหว้า","1,465","1,506","387","393","9","9","356","360","116","116","69","69","413","413","134","134","2","2","0","0","0","0","1","1","9","9"
"11112  :  โรงพยาบาลโพนสวรรค์","1,867","1,868","686","686","0","0","0","0","254","254","883","884","41","41","1","1","0","0","1","1","0","0","0","0","1","1"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","30","30","1","1","0","0","0","0","0","0","15","15","0","0","0","0","7","7","0","0","0","0","4","4","3","3"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40840  :  โรงพยาบาลวังยาง","56","61","0","0","1","1","5","5","3","3","40","40","5","5","1","1","0","0","3","3","1","1","1","1","1","1"
"10712  :  โรงพยาบาลมุกดาหาร","2,082","2,122","15","15","47","47","13","13","20","20","879","881","924","925","217","217","0","0","1","1","3","3","0","0","0","0"
"11113  :  โรงพยาบาลนิคมคำสร้อย","357","405","6","6","18","18","10","10","7","7","199","199","40","40","8","8","23","24","63","63","13","13","6","6","11","11"
"11114  :  โรงพยาบาลดอนตาล","615","650","3","3","35","35","0","0","0","0","304","304","285","285","15","15","0","0","5","5","0","0","0","0","3","3"
"11115  :  โรงพยาบาลดงหลวง","744","750","1","1","2","2","12","12","4","4","326","327","233","233","1","1","1","1","3","3","0","0","164","165","1","1"
"11116  :  โรงพยาบาลคำชะอี","679","733","12","13","9","9","24","24","11","11","68","68","21","21","6","6","7","7","162","162","189","189","1","1","221","222"
"11117  :  โรงพยาบาลหว้านใหญ่","338","346","0","0","0","0","3","3","232","238","30","30","2","2","70","70","1","1","0","0","0","0","0","0","2","2"
"11118  :  โรงพยาบาลหนองสูง","460","519","9","9","7","7","12","12","12","12","3","3","14","14","34","34","11","11","29","29","0","0","6","6","381","382"
"06009  :  โรงพยาบาลแม่ตื่น","156","158","1","1","4","4","1","1","23","23","31","31","52","52","36","36","6","6","2","2","1","1","1","1","0","0"
"10713  :  โรงพยาบาลนครพิงค์","3,051","3,200","957","957","138","138","940","940","42","42","825","826","46","46","28","28","44","44","82","82","42","42","22","22","33","33"
"11119  :  โรงพยาบาลจอมทอง","344","353","3","3","20","20","6","6","8","8","0","0","100","100","214","214","1","1","0","0","0","0","0","0","1","1"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","1,103","1,106","453","453","281","281","251","251","2","2","0","0","56","56","54","54","0","0","0","0","0","0","1","1","8","8"
"11121  :  โรงพยาบาลเชียงดาว","1,426","1,433","487","487","9","9","311","311","470","470","90","90","5","5","4","4","4","4","46","46","1","1","5","5","1","1"
"11122  :  โรงพยาบาลดอยสะเก็ด","8","12","2","2","1","1","1","1","4","4","0","0","0","0","2","2","0","0","1","1","0","0","0","0","1","1"
"11123  :  โรงพยาบาลแม่แตง","13","14","0","0","1","1","5","5","2","2","2","2","0","0","0","0","0","0","0","0","1","1","2","2","1","1"
"11124  :  โรงพยาบาลสะเมิง","463","464","0","0","93","93","281","282","88","88","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0"
"11125  :  โรงพยาบาลฝาง","2,076","2,310","266","266","503","503","489","490","280","280","5","5","12","12","101","101","174","177","79","79","0","0","170","170","227","227"
"11126  :  โรงพยาบาลแม่อาย","50","51","2","2","15","16","10","10","0","0","16","16","2","2","2","2","1","1","0","0","1","1","1","1","0","0"
"11127  :  โรงพยาบาลพร้าว","795","907","0","0","114","114","107","107","103","103","228","228","169","169","40","40","1","1","1","1","37","37","100","101","6","6"
"11128  :  โรงพยาบาลสันป่าตอง","376","379","4","4","112","112","202","203","8","8","13","13","5","5","1","1","18","18","8","8","6","6","1","1","0","0"
"11129  :  โรงพยาบาลสันกำแพง","264","267","1","1","4","4","115","116","0","0","139","139","2","2","1","1","0","0","1","1","0","0","1","1","2","2"
"11130  :  โรงพยาบาลสันทราย","15","15","0","0","3","3","1","1","0","0","1","1","0","0","2","2","1","1","2","2","3","3","1","1","1","1"
"11131  :  โรงพยาบาลหางดง","1,790","1,820","7","7","71","71","364","365","72","72","889","897","357","360","35","35","1","1","7","7","0","0","5","5","0","0"
"11132  :  โรงพยาบาลฮอด","348","355","81","81","8","8","7","7","13","13","195","195","31","31","3","3","3","3","7","7","3","3","0","0","4","4"
"11133  :  โรงพยาบาลดอยเต่า","297","297","0","0","103","103","193","193","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11134  :  โรงพยาบาลอมก๋อย","261","297","23","24","26","26","14","15","18","18","109","111","20","20","16","16","10","10","19","19","11","11","12","12","15","15"
"11135  :  โรงพยาบาลสารภี","25","25","7","7","1","1","1","1","4","4","6","6","5","5","0","0","0","0","1","1","0","0","0","0","0","0"
"11136  :  โรงพยาบาลเวียงแหง","358","409","0","0","0","0","2","2","11","12","62","63","176","176","0","0","1","1","0","0","126","126","0","0","29","29"
"11137  :  โรงพยาบาลไชยปราการ","358","416","192","192","59","59","4","4","3","3","5","5","97","97","3","3","1","1","6","6","40","40","6","6","0","0"
"11138  :  โรงพยาบาลแม่วาง","302","305","2","2","20","20","5","5","60","60","2","2","0","0","122","122","91","91","1","1","2","2","0","0","0","0"
"11139  :  โรงพยาบาลแม่ออน","42","42","13","13","22","22","1","1","0","0","0","0","5","5","0","0","0","0","0","0","0","0","0","0","1","1"
"11507  :  โรงพยาบาลกองบิน 41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11643  :  โรงพยาบาลดอยหล่อ","6","6","0","0","4","4","0","0","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"11978  :  โรงพยาบาลดารารัศมี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","154","162","0","0","0","0","2","2","65","70","83","86","1","1","0","0","0","0","0","0","1","1","1","1","1","1"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","28","29","10","10","1","1","3","3","2","2","0","0","3","3","1","1","0","0","5","5","0","0","1","1","3","3"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","31","32","4","4","6","6","1","1","1","1","4","4","1","1","1","1","0","0","9","9","3","3","2","2","0","0"
"12280  :  โรงพยาบาลสวนปรุง","5","5","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","2","2","1","1","1","1","0","0"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","13","13","1","1","2","2","0","0","1","1","1","1","2","2","0","0","0","0","5","5","1","1","0","0","0","0"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","168","176","7","7","31","32","87","87","29","29","4","4","5","5","1","1","1","1","3","3","6","6","0","0","1","1"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","344","495","5","5","4","4","67","67","82","82","0","0","10","10","4","4","1","1","1","1","318","321","0","0","0","0"
"10714  :  โรงพยาบาลลำพูน","470","529","64","64","26","26","27","27","30","30","39","39","27","27","11","11","3","3","14","14","262","262","16","16","10","10"
"11140  :  โรงพยาบาลแม่ทา","397","417","200","200","51","51","56","56","33","34","28","28","34","35","0","0","2","2","3","3","4","4","2","2","2","2"
"11141  :  โรงพยาบาลบ้านโฮ่ง","501","520","247","248","51","51","73","73","107","107","1","1","3","3","23","23","1","1","3","3","7","7","0","0","3","3"
"11142  :  โรงพยาบาลลี้","77","104","5","5","5","5","19","19","6","6","7","7","9","9","7","7","10","10","16","16","6","6","4","4","10","10"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","366","401","42","42","75","75","26","26","38","38","46","47","52","52","17","18","35","37","29","29","33","35","2","2","0","0"
"11144  :  โรงพยาบาลป่าซาง","594","611","2","2","7","7","9","9","43","43","239","239","265","265","30","30","1","1","3","3","9","9","0","0","3","3"
"11145  :  โรงพยาบาลบ้านธิ","148","151","1","1","3","3","51","52","60","61","4","4","12","12","4","4","0","0","6","6","3","3","1","1","4","4"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24956  :  โรงพยาบาลเวียงหนองล่อง","209","210","1","1","44","44","153","154","1","1","1","1","1","1","0","0","1","1","6","6","1","1","0","0","0","0"
"10672  :  โรงพยาบาลลำปาง","6,443","7,109","73","73","232","233","1,343","1,367","876","880","2,885","2,909","1,209","1,216","21","21","35","35","113","113","89","89","82","82","91","91"
"11146  :  โรงพยาบาลแม่เมาะ","1,157","1,159","30","30","172","172","269","269","166","166","221","222","241","241","54","54","0","0","1","1","0","0","4","4","0","0"
"11147  :  โรงพยาบาลเกาะคา","1,870","1,898","24","24","10","10","215","217","82","85","252","252","318","319","48","48","1","1","845","845","96","96","0","0","1","1"
"11148  :  โรงพยาบาลเสริมงาม","507","517","10","10","13","13","57","57","120","120","134","134","100","100","3","3","0","0","0","0","0","0","9","9","71","71"
"11149  :  โรงพยาบาลงาว","561","574","5","5","3","3","110","110","110","113","225","226","100","100","2","2","0","0","3","3","1","1","4","4","7","7"
"11150  :  โรงพยาบาลแจ้ห่ม","768","1,207","28","28","42","42","231","231","240","241","118","118","88","88","0","0","1","1","0","0","201","202","253","254","2","2"
"11151  :  โรงพยาบาลวังเหนือ","1,059","1,065","168","169","135","135","339","340","234","234","163","163","4","4","7","7","0","0","2","2","0","0","4","4","7","7"
"11152  :  โรงพยาบาลเถิน","247","257","27","27","31","31","32","32","45","45","66","67","52","54","1","1","0","0","0","0","0","0","0","0","0","0"
"11153  :  โรงพยาบาลแม่พริก","902","925","344","344","172","174","238","239","1","1","125","125","0","0","42","42","0","0","0","0","0","0","0","0","0","0"
"11154  :  โรงพยาบาลแม่ทะ","1,242","1,264","37","37","192","193","345","351","123","123","241","241","240","244","68","68","0","0","1","1","0","0","3","3","3","3"
"11155  :  โรงพยาบาลสบปราบ","850","874","5","5","2","2","3","3","6","6","5","5","0","0","0","0","0","0","0","0","467","468","383","384","1","1"
"11156  :  โรงพยาบาลห้างฉัตร","141","144","22","22","4","4","6","6","75","75","10","10","17","17","0","0","0","0","3","3","5","5","1","1","1","1"
"11157  :  โรงพยาบาลเมืองปาน","1,525","1,578","21","21","269","269","250","250","132","132","190","191","429","430","105","105","5","5","0","0","171","171","2","2","2","2"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12283  :  โรงพยาบาลมะเร็งลำปาง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10673  :  โรงพยาบาลอุตรดิตถ์","2,771","2,813","1,188","1,193","370","372","241","241","22","22","364","372","519","521","13","13","17","17","22","22","9","9","15","15","16","16"
"11158  :  โรงพยาบาลตรอน","1,252","1,273","4","4","6","6","685","686","183","184","234","236","123","123","6","6","5","5","7","7","6","6","6","6","4","4"
"11159  :  โรงพยาบาลท่าปลา","822","828","1","1","1","1","203","203","614","616","0","0","2","2","0","0","1","1","2","2","0","0","1","1","1","1"
"11160  :  โรงพยาบาลน้ำปาด","1,149","1,196","69","69","88","88","268","271","537","541","18","18","191","191","6","6","2","2","3","3","2","2","2","2","3","3"
"11161  :  โรงพยาบาลฟากท่า","514","515","0","0","0","0","0","0","320","320","141","141","46","46","0","0","0","0","0","0","2","2","4","4","2","2"
"11162  :  โรงพยาบาลบ้านโคก","262","272","2","2","1","1","0","0","0","0","1","1","0","0","2","2","3","3","134","136","3","3","0","0","124","124"
"11163  :  โรงพยาบาลพิชัย","2,067","2,133","345","346","128","129","234","236","131","131","681","684","526","526","1","1","7","7","54","54","6","6","6","6","7","7"
"11164  :  โรงพยาบาลลับแล","646","691","302","303","103","103","86","91","95","95","20","20","23","24","10","10","1","1","39","39","1","1","0","0","4","4"
"11165  :  โรงพยาบาลทองแสนขัน","354","355","4","4","9","9","17","17","0","0","4","4","306","307","5","5","2","2","2","2","2","2","0","0","3","3"
"11509  :  โรงพยาบาลค่ายพิชัยดาบหัก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10715  :  โรงพยาบาลแพร่","3,841","3,860","6","6","165","165","4","4","65","65","140","140","756","757","2,361","2,362","341","341","14","14","1","1","0","0","5","5"
"11166  :  โรงพยาบาลร้องกวาง","882","929","267","267","17","17","552","552","0","0","2","2","2","2","59","59","3","3","9","9","5","5","4","4","9","9"
"11167  :  โรงพยาบาลลอง","1,438","1,455","4","4","9","9","2","2","6","6","4","4","0","0","1","1","0","0","897","900","9","9","8","8","512","512"
"11169  :  โรงพยาบาลสูงเม่น","2","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"11170  :  โรงพยาบาลสอง","1,395","1,422","0","0","1","1","36","36","2","2","0","0","11","11","65","65","200","201","0","0","0","0","553","555","549","551"
"11171  :  โรงพยาบาลวังชิ้น","986","1,034","6","6","11","11","8","8","1","1","0","0","0","0","80","80","1","1","241","241","237","240","255","258","188","188"
"11172  :  โรงพยาบาลหนองม่วงไข่","423","430","0","0","3","3","4","4","2","2","204","204","131","132","76","76","0","0","2","2","1","1","6","6","0","0"
"11452  :  โรงพยาบาลสมเด็จพระยุพราชเด่นชัย","460","466","17","17","5","5","167","167","24","24","102","102","148","148","0","0","1","1","1","1","1","1","0","0","0","0"
"10716  :  โรงพยาบาลน่าน","2,257","2,548","322","324","762","765","1,038","1,046","42","42","38","38","60","60","26","26","28","28","85","87","48","48","25","25","59","59"
"11173  :  โรงพยาบาลแม่จริม","595","661","0","0","8","8","14","14","0","0","159","159","0","0","0","0","0","0","0","0","1","1","3","3","476","476"
"11174  :  โรงพยาบาลบ้านหลวง","244","263","1","1","2","2","53","53","25","25","23","23","12","12","31","31","1","1","1","1","71","71","4","6","30","37"
"11175  :  โรงพยาบาลนาน้อย","759","769","5","5","4","4","53","53","608","608","1","1","27","27","48","48","18","18","0","0","1","1","0","0","4","4"
"11176  :  โรงพยาบาลท่าวังผา","238","244","121","121","59","59","19","19","1","1","3","3","2","2","1","1","26","26","3","5","1","1","0","0","6","6"
"11177  :  โรงพยาบาลเวียงสา","758","822","257","258","196","196","91","91","1","1","60","60","96","96","1","1","0","0","1","1","32","32","27","27","59","59"
"11178  :  โรงพยาบาลทุ่งช้าง","277","283","3","3","4","4","195","196","5","5","68","68","3","3","0","0","4","4","0","0","0","0","0","0","0","0"
"11179  :  โรงพยาบาลเชียงกลาง","314","330","164","165","34","34","15","15","6","6","1","1","63","63","18","18","25","25","0","0","0","0","0","0","3","3"
"11180  :  โรงพยาบาลนาหมื่น","589","595","194","199","82","82","104","104","0","0","66","66","144","144","0","0","0","0","0","0","0","0","0","0","0","0"
"11181  :  โรงพยาบาลสันติสุข","1,027","1,286","125","125","63","63","372","375","341","343","304","307","18","20","4","4","2","2","2","2","4","4","40","40","1","1"
"11182  :  โรงพยาบาลบ่อเกลือ","512","524","2","2","16","18","167","169","241","241","86","86","4","4","0","0","0","0","0","0","1","1","1","1","2","2"
"11183  :  โรงพยาบาลสองแคว","287","287","2","2","0","0","1","1","27","27","179","179","40","40","36","36","0","0","0","0","0","0","2","2","0","0"
"11453  :  โรงพยาบาลสมเด็จพระยุพราชปัว","144","157","14","14","11","11","8","8","5","5","9","9","57","57","3","3","1","1","11","11","28","28","5","5","5","5"
"11510  :  โรงพยาบาลค่ายสุริยพงษ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11625  :  โรงพยาบาลเฉลิมพระเกียรติ","277","291","11","11","0","0","1","1","2","2","0","0","0","0","1","1","0","0","0","0","175","177","98","98","1","1"
"25017  :  โรงพยาบาลภูเพียง","133","149","29","29","17","17","22","22","29","30","38","38","5","5","0","0","2","2","2","2","0","0","1","1","3","3"
"10717  :  โรงพยาบาลพะเยา","5,441","5,767","685","737","806","806","1,337","1,338","1,439","1,439","542","542","323","323","0","0","0","0","0","0","0","0","0","0","581","582"
"10718  :  โรงพยาบาลเชียงคำ","2,908","2,961","5","5","1,298","1,300","1,610","1,640","0","0","5","5","1","1","2","2","0","0","3","3","1","1","1","1","3","3"
"11184  :  โรงพยาบาลจุน","1,292","1,383","153","158","30","30","45","45","61","61","136","136","150","150","14","14","0","0","0","0","246","246","261","262","281","281"
"11185  :  โรงพยาบาลเชียงม่วน","706","710","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","434","435","273","273"
"11186  :  โรงพยาบาลดอกคำใต้","1,011","1,077","19","19","44","44","266","268","303","305","376","376","31","31","4","4","1","1","2","2","9","9","18","18","0","0"
"11187  :  โรงพยาบาลปง","418","539","183","183","198","199","3","3","4","4","0","0","35","35","38","38","2","2","2","2","0","0","45","45","28","28"
"11188  :  โรงพยาบาลแม่ใจ","1,221","1,432","0","0","0","0","0","0","412","413","614","620","1","1","44","44","0","0","0","0","170","170","0","0","184","184"
"15140  :  โรงพยาบาลค่ายขุนเจืองธรรมิกราช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40744  :  โรงพยาบาลภูซาง","429","429","0","0","1","1","142","142","142","142","40","40","0","0","0","0","0","0","0","0","0","0","74","74","30","30"
"40745  :  โรงพยาบาลภูกามยาว","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0"
"41347  :  โรงพยาบาลมหาวิทยาลัยพะเยา","49","57","0","0","0","0","0","0","8","8","10","10","10","10","4","4","2","2","4","4","10","10","9","9","0","0"
"10674  :  โรงพยาบาลเชียงรายประชานุเคราะห์","1,966","2,426","866","866","269","271","22","22","23","23","77","77","373","374","367","367","149","149","146","146","70","70","40","40","21","21"
"11189  :  โรงพยาบาลเทิง","2,626","2,669","9","9","4","4","133","134","765","766","531","533","853","853","0","0","4","4","0","0","1","1","361","362","3","3"
"11190  :  โรงพยาบาลพาน","475","478","1","1","78","80","70","70","0","0","28","28","191","191","83","83","0","0","0","0","0","0","23","23","2","2"
"11191  :  โรงพยาบาลป่าแดด","648","692","98","98","73","73","71","71","77","77","60","60","108","109","45","45","0","0","0","0","145","145","14","14","0","0"
"11192  :  โรงพยาบาลแม่จัน","671","711","47","47","242","243","10","10","129","129","8","8","223","228","17","17","6","6","11","11","3","3","3","3","6","6"
"11193  :  โรงพยาบาลเชียงแสน","1,141","1,168","368","371","5","5","6","6","55","56","181","183","212","212","164","167","6","6","20","20","0","0","82","82","60","60"
"11194  :  โรงพยาบาลแม่สาย","7,669","7,917","1,420","1,422","1,976","1,985","1,551","1,573","1,320","1,324","910","912","578","580","72","72","2","2","47","47","0","0","0","0","0","0"
"11195  :  โรงพยาบาลแม่สรวย","3,091","3,119","1,374","1,375","318","318","449","449","344","346","17","17","439","439","127","127","4","4","7","7","12","12","10","10","15","15"
"11196  :  โรงพยาบาลเวียงป่าเป้า","600","606","96","98","9","9","42","42","369","369","58","58","6","6","9","9","0","0","14","14","1","1","0","0","0","0"
"11197  :  โรงพยาบาลพญาเม็งราย","972","979","279","279","1","1","432","432","132","132","114","114","1","1","1","1","0","0","0","0","0","0","15","15","4","4"
"11198  :  โรงพยาบาลเวียงแก่น","1,728","1,817","189","189","101","101","167","167","141","141","145","150","44","45","421","424","212","219","335","335","11","11","8","8","27","27"
"11199  :  โรงพยาบาลขุนตาล","806","834","272","276","139","139","87","87","213","217","0","0","99","100","2","2","3","3","0","0","1","1","5","5","4","4"
"11200  :  โรงพยาบาลแม่ฟ้าหลวง","972","1,162","0","0","288","288","217","220","147","171","132","132","208","212","72","72","9","9","8","8","31","32","16","17","1","1"
"11201  :  โรงพยาบาลแม่ลาว","956","1,066","31","31","39","39","46","46","38","40","8","9","16","16","49","49","2","2","1","1","181","181","397","398","249","254"
"11202  :  โรงพยาบาลเวียงเชียงรุ้ง","1,120","1,139","4","4","17","20","274","275","247","247","205","205","374","376","2","2","0","0","2","2","0","0","4","4","4","4"
"11454  :  โรงพยาบาลสมเด็จพระยุพราชเชียงของ","188","201","14","14","5","5","7","7","6","6","6","6","68","69","34","34","20","20","14","14","14","14","4","4","8","8"
"15012  :  โรงพยาบาลสมเด็จพระญาณสังวร","1,268","1,283","5","5","209","210","238","240","118","119","239","241","378","380","71","71","3","3","3","3","0","0","6","7","4","4"
"23429  :  โรงพยาบาลมหาวิทยาลัยแม่ฟ้าหลวง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28823  :  โรงพยาบาลดอยหลวง","225","232","2","2","2","2","1","1","3","3","5","5","7","7","4","4","4","4","8","8","4","4","2","2","190","190"
