"โรงพยาบาล","รวม","2564","2565"
"ตค.","พย.","ธค.","มค.","กพ.","มีค.","เมย.","พค.","มิย.","กค.","สค.","กย."
"คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง"
"11074  :  โรงพยาบาลเมยวดี","99","104","7","7","0","0","0","0","2","2","0","0","87","88","1","1","6","6","0","0","0","0","0","0","0","0"
"11075  :  โรงพยาบาลศรีสมเด็จ","27","27","1","1","4","4","2","2","8","8","3","3","6","6","3","3","0","0","0","0","0","0","0","0","0","0"
"11076  :  โรงพยาบาลจังหาร","273","281","5","5","3","3","7","7","6","6","189","189","6","6","7","7","58","58","0","0","0","0","0","0","0","0"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","48","49","3","3","2","2","12","12","27","27","0","0","5","5","0","0","0","0","0","0","0","0","0","0","0","0"
"27989  :  โรงพยาบาลเชียงขวัญ","419","440","2","2","54","56","148","148","65","66","44","44","102","103","18","19","2","2","0","0","0","0","0","0","0","0"
"27990  :  โรงพยาบาลหนองฮี","31","31","0","0","0","0","3","3","1","1","21","21","2","2","2","2","2","2","0","0","0","0","0","0","0","0"
"10709  :  โรงพยาบาลกาฬสินธุ์","29","31","3","3","3","3","1","1","9","9","13","13","2","2","0","0","0","0","0","0","0","0","0","0","0","0"
"11077  :  โรงพยาบาลนามน","21","21","1","1","5","5","11","11","1","1","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11078  :  โรงพยาบาลกมลาไสย","26","26","4","4","5","5","6","6","4","4","3","3","3","3","1","1","0","0","0","0","0","0","0","0","0","0"
"11079  :  โรงพยาบาลร่องคำ","32","35","11","11","4","4","1","1","2","2","9","9","5","5","1","1","2","2","0","0","0","0","0","0","0","0"
"11080  :  โรงพยาบาลเขาวง","12","15","0","0","2","2","2","2","3","4","1","1","4","6","0","0","0","0","0","0","0","0","0","0","0","0"
"11081  :  โรงพยาบาลยางตลาด","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11082  :  โรงพยาบาลห้วยเม็ก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11083  :  โรงพยาบาลสหัสขันธ์","18","18","4","4","2","2","3","3","0","0","4","4","2","2","3","3","0","0","0","0","0","0","0","0","0","0"
"11084  :  โรงพยาบาลคำม่วง","55","55","12","12","7","7","7","7","5","5","6","6","7","7","9","9","2","2","0","0","0","0","0","0","0","0"
"11085  :  โรงพยาบาลท่าคันโท","88","89","27","27","9","9","19","19","11","11","5","5","10","10","8","8","0","0","0","0","0","0","0","0","0","0"
"11086  :  โรงพยาบาลหนองกุงศรี","56","57","8","8","15","15","10","10","13","13","2","2","7","7","1","1","1","1","0","0","0","0","0","0","0","0"
"11087  :  โรงพยาบาลสมเด็จ","387","415","9","9","8","8","7","7","17","17","59","59","238","239","76","76","0","0","0","0","0","0","0","0","0","0"
"11088  :  โรงพยาบาลห้วยผึ้ง","1,161","1,187","7","7","6","6","7","7","398","400","601","616","122","123","28","28","0","0","0","0","0","0","0","0","0","0"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","102","106","17","17","18","18","18","18","21","22","8","8","11","11","11","12","0","0","0","0","0","0","0","0","0","0"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28017  :  โรงพยาบาลนาคู","308","308","0","0","1","1","0","0","6","6","300","300","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"28789  :  โรงพยาบาลฆ้องชัย","263","268","1","1","2","2","2","2","4","4","0","0","158","160","99","99","0","0","0","0","0","0","0","0","0","0"
"28790  :  โรงพยาบาลดอนจาน","3","3","0","0","0","0","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"28791  :  โรงพยาบาลสามชัย","3","3","0","0","1","1","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0"
"10710  :  โรงพยาบาลสกลนคร","15","16","1","1","4","4","3","3","2","2","2","2","1","1","2","3","0","0","0","0","0","0","0","0","0","0"
"11089  :  โรงพยาบาลกุสุมาลย์","3","3","2","2","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11090  :  โรงพยาบาลกุดบาก","36","37","5","5","11","12","1","1","7","7","6","6","4","4","1","1","1","1","0","0","0","0","0","0","0","0"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","3","3","1","1","0","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11092  :  โรงพยาบาลพังโคน","38","38","13","13","6","6","0","0","9","9","1","1","3","3","5","5","1","1","0","0","0","0","0","0","0","0"
"11093  :  โรงพยาบาลวาริชภูมิ","3","3","0","0","0","0","0","0","1","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11094  :  โรงพยาบาลนิคมน้ำอูน","11","11","5","5","0","0","1","1","0","0","0","0","0","0","0","0","5","5","0","0","0","0","0","0","0","0"
"11095  :  โรงพยาบาลวานรนิวาส","2,362","2,372","0","0","5","5","1,348","1,351","992","993","4","4","9","9","4","4","6","6","0","0","0","0","0","0","0","0"
"11096  :  โรงพยาบาลคำตากล้า","46","47","7","7","9","9","6","6","11","11","6","6","1","1","4","4","3","3","0","0","0","0","0","0","0","0"
"11097  :  โรงพยาบาลบ้านม่วง","12","12","1","1","2","2","1","1","4","4","0","0","2","2","2","2","0","0","0","0","0","0","0","0","0","0"
"11098  :  โรงพยาบาลอากาศอำนวย","65","66","10","10","9","9","17","17","7","7","8","8","9","9","6","6","0","0","0","0","0","0","0","0","0","0"
"11099  :  โรงพยาบาลส่องดาว","5","5","1","1","1","1","0","0","0","0","1","1","0","0","0","0","2","2","0","0","0","0","0","0","0","0"
"11100  :  โรงพยาบาลเต่างอย","1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","6","6","0","0","0","0","0","0","0","0","0","0","3","3","0","0","3","3","0","0","0","0","0","0","0","0"
"11102  :  โรงพยาบาลเจริญศิลป์","2","2","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0"
"11103  :  โรงพยาบาลโพนนาแก้ว","27","27","0","0","0","0","23","23","2","2","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","15","15","2","2","1","1","3","3","0","0","0","0","0","0","3","3","6","6","0","0","0","0","0","0","0","0"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","27","27","7","7","2","2","2","2","5","5","3","3","4","4","4","4","0","0","0","0","0","0","0","0","0","0"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10711  :  โรงพยาบาลนครพนม","114","151","15","15","18","18","21","21","11","11","22","22","22","23","18","18","23","23","0","0","0","0","0","0","0","0"
"11104  :  โรงพยาบาลปลาปาก","158","159","1","1","1","1","33","33","121","121","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0"
"11105  :  โรงพยาบาลท่าอุเทน","11","12","3","3","1","1","3","3","1","1","2","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0"
"11106  :  โรงพยาบาลบ้านแพง","168","168","5","5","3","3","3","3","2","2","1","1","153","153","0","0","1","1","0","0","0","0","0","0","0","0"
"11107  :  โรงพยาบาลนาทม","193","201","5","5","16","16","5","5","10","10","100","100","54","54","7","7","4","4","0","0","0","0","0","0","0","0"
"11108  :  โรงพยาบาลเรณูนคร","322","327","4","4","8","8","2","2","229","232","74","74","7","7","0","0","0","0","0","0","0","0","0","0","0","0"
"11109  :  โรงพยาบาลนาแก","69","73","0","0","1","1","1","1","0","0","63","64","4","4","1","1","2","2","0","0","0","0","0","0","0","0"
"11110  :  โรงพยาบาลศรีสงคราม","956","958","0","0","7","7","5","5","0","0","450","451","201","201","0","0","261","261","33","33","0","0","0","0","0","0"
"11111  :  โรงพยาบาลนาหว้า","9","9","2","2","0","0","0","0","0","0","1","1","0","0","4","4","2","2","0","0","0","0","0","0","0","0"
"11112  :  โรงพยาบาลโพนสวรรค์","4","4","0","0","1","1","0","0","2","2","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","185","198","1","1","3","3","0","0","1","1","0","0","69","69","56","56","67","68","0","0","0","0","0","0","0","0"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40840  :  โรงพยาบาลวังยาง","53","53","0","0","0","0","0","0","1","1","27","27","23","23","1","1","1","1","0","0","0","0","0","0","0","0"
"10712  :  โรงพยาบาลมุกดาหาร","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0"
"11113  :  โรงพยาบาลนิคมคำสร้อย","75","77","9","9","7","7","11","11","11","11","10","10","13","13","4","4","12","12","0","0","0","0","0","0","0","0"
"11114  :  โรงพยาบาลดอนตาล","152","155","2","2","4","4","0","0","3","3","0","0","3","3","0","0","143","143","0","0","0","0","0","0","0","0"
"11115  :  โรงพยาบาลดงหลวง","102","104","4","4","1","1","2","2","26","26","69","69","0","0","1","1","1","1","0","0","0","0","0","0","0","0"
"11116  :  โรงพยาบาลคำชะอี","215","237","1","1","0","0","1","1","0","0","1","1","68","68","2","2","161","163","1","1","0","0","0","0","0","0"
"11117  :  โรงพยาบาลหว้านใหญ่","111","116","1","1","8","8","7","7","1","1","92","92","1","1","4","4","2","2","0","0","0","0","0","0","0","0"
"11118  :  โรงพยาบาลหนองสูง","162","170","87","87","7","7","7","7","7","7","4","4","46","46","5","5","7","7","0","0","0","0","0","0","0","0"
"06009  :  โรงพยาบาลแม่ตื่น","50","50","2","2","1","1","0","0","0","0","0","0","26","26","0","0","21","21","0","0","0","0","0","0","0","0"
"10713  :  โรงพยาบาลนครพิงค์","284","307","22","22","35","35","73","73","59","59","45","45","38","38","35","35","0","0","0","0","0","0","0","0","0","0"
"11119  :  โรงพยาบาลจอมทอง","10","10","6","6","1","1","0","0","1","1","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","450","454","1","1","4","4","5","5","103","103","5","5","4","4","3","3","327","329","0","0","0","0","0","0","0","0"
"11121  :  โรงพยาบาลเชียงดาว","20","21","2","2","5","5","1","1","4","4","2","2","1","1","6","6","0","0","0","0","0","0","0","0","0","0"
"11122  :  โรงพยาบาลดอยสะเก็ด","9","9","0","0","3","3","1","1","2","2","2","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"11123  :  โรงพยาบาลแม่แตง","7","8","3","3","2","2","1","1","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0"
"11124  :  โรงพยาบาลสะเมิง","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11125  :  โรงพยาบาลฝาง","52","55","30","30","2","2","6","6","3","3","5","5","1","1","8","8","0","0","0","0","0","0","0","0","0","0"
"11126  :  โรงพยาบาลแม่อาย","7","7","0","0","0","0","2","2","4","4","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11127  :  โรงพยาบาลพร้าว","9","9","1","1","0","0","1","1","3","3","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11128  :  โรงพยาบาลสันป่าตอง","195","205","0","0","1","1","0","0","8","8","133","133","54","54","9","9","0","0","0","0","0","0","0","0","0","0"
"11129  :  โรงพยาบาลสันกำแพง","3","3","0","0","1","1","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"11130  :  โรงพยาบาลสันทราย","2","3","0","0","0","0","2","2","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0"
"11131  :  โรงพยาบาลหางดง","145","153","5","5","7","7","2","2","6","6","94","96","22","22","6","6","9","9","0","0","0","0","0","0","0","0"
"11132  :  โรงพยาบาลฮอด","17","18","3","3","2","2","0","0","3","3","0","0","5","5","2","2","3","3","0","0","0","0","0","0","0","0"
"11133  :  โรงพยาบาลดอยเต่า","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11134  :  โรงพยาบาลอมก๋อย","541","583","55","57","115","119","88","88","83","85","100","101","59","59","25","25","49","49","0","0","0","0","0","0","0","0"
"11135  :  โรงพยาบาลสารภี","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11136  :  โรงพยาบาลเวียงแหง","59","61","0","0","0","0","0","0","35","35","26","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11137  :  โรงพยาบาลไชยปราการ","63","64","5","5","5","5","4","4","7","7","37","37","1","1","5","5","0","0","0","0","0","0","0","0","0","0"
"11138  :  โรงพยาบาลแม่วาง","29","30","1","1","1","1","5","5","3","3","10","10","8","9","1","1","0","0","0","0","0","0","0","0","0","0"
"11139  :  โรงพยาบาลแม่ออน","12","12","0","0","0","0","0","0","1","1","3","3","0","0","8","8","0","0","0","0","0","0","0","0","0","0"
"11507  :  โรงพยาบาลกองบิน 41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11643  :  โรงพยาบาลดอยหล่อ","8","8","0","0","0","0","0","0","7","7","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"11978  :  โรงพยาบาลดารารัศมี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","9","9","2","2","0","0","1","1","0","0","0","0","3","3","3","3","0","0","0","0","0","0","0","0","0","0"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","6","6","0","0","0","0","0","0","2","2","1","1","2","2","1","1","0","0","0","0","0","0","0","0","0","0"
"12280  :  โรงพยาบาลสวนปรุง","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","16","16","0","0","0","0","2","2","8","8","5","5","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","11","11","0","0","1","1","4","4","3","3","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","7","7","1","1","0","0","0","0","0","0","1","1","4","4","0","0","1","1","0","0","0","0","0","0","0","0"
"10714  :  โรงพยาบาลลำพูน","411","426","9","9","16","16","135","136","212","214","22","22","10","10","19","19","0","0","0","0","0","0","0","0","0","0"
"11140  :  โรงพยาบาลแม่ทา","34","34","4","4","3","3","6","6","1","1","1","1","14","14","5","5","0","0","0","0","0","0","0","0","0","0"
"11141  :  โรงพยาบาลบ้านโฮ่ง","321","329","3","3","89","89","99","101","123","124","5","5","3","3","4","4","0","0","0","0","0","0","0","0","0","0"
"11142  :  โรงพยาบาลลี้","805","814","10","10","6","6","258","258","115","115","418","419","6","6","0","0","0","0","0","0","0","0","0","0","0","0"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","172","180","17","17","16","16","34","34","62","62","22","22","1","1","15","15","13","13","0","0","0","0","0","0","0","0"
"11144  :  โรงพยาบาลป่าซาง","40","49","13","13","8","9","3","3","3","3","17","17","4","4","0","0","0","0","0","0","0","0","0","0","0","0"
"11145  :  โรงพยาบาลบ้านธิ","31","31","0","0","6","6","7","7","7","7","4","4","3","3","2","2","2","2","0","0","0","0","0","0","0","0"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24956  :  โรงพยาบาลเวียงหนองล่อง","47","47","0","0","0","0","1","1","1","1","0","0","45","45","0","0","0","0","0","0","0","0","0","0","0","0"
"10672  :  โรงพยาบาลลำปาง","727","883","194","195","49","49","81","81","245","246","115","115","89","89","78","78","30","30","0","0","0","0","0","0","0","0"
"11146  :  โรงพยาบาลแม่เมาะ","1,517","1,545","10","10","223","223","346","347","0","0","690","693","210","211","20","20","41","41","0","0","0","0","0","0","0","0"
"11147  :  โรงพยาบาลเกาะคา","1,602","1,622","5","5","1","1","0","0","78","91","399","399","1,017","1,018","103","103","5","5","0","0","0","0","0","0","0","0"
"11148  :  โรงพยาบาลเสริมงาม","117","125","6","8","42","42","18","18","6","6","28","28","23","23","0","0","0","0","0","0","0","0","0","0","0","0"
"11149  :  โรงพยาบาลงาว","180","182","1","1","2","2","1","1","171","171","4","4","1","1","2","2","0","0","0","0","0","0","0","0","0","0"
"11150  :  โรงพยาบาลแจ้ห่ม","202","206","2","2","0","0","2","2","19","19","98","99","82","82","2","2","0","0","0","0","0","0","0","0","0","0"
"11151  :  โรงพยาบาลวังเหนือ","686","694","9","9","23","24","44","44","161","161","447","448","1","1","3","3","4","4","0","0","0","0","0","0","0","0"
"11152  :  โรงพยาบาลเถิน","240","243","4","4","205","205","24","24","2","2","1","1","2","2","1","1","4","4","0","0","0","0","0","0","0","0"
"11153  :  โรงพยาบาลแม่พริก","410","411","88","88","107","108","21","21","25","25","62","62","107","107","0","0","0","0","0","0","0","0","0","0","0","0"
"11154  :  โรงพยาบาลแม่ทะ","10","10","0","0","2","2","1","1","3","3","1","1","3","3","0","0","0","0","0","0","0","0","0","0","0","0"
"11155  :  โรงพยาบาลสบปราบ","28","29","1","1","1","1","4","4","5","5","13","13","5","5","0","0","0","0","0","0","0","0","0","0","0","0"
"11156  :  โรงพยาบาลห้างฉัตร","24","26","0","0","4","4","1","1","2","2","4","4","12","13","2","2","0","0","0","0","0","0","0","0","0","0"
"11157  :  โรงพยาบาลเมืองปาน","39","41","0","0","10","10","9","9","5","5","7","7","6","6","2","2","2","2","0","0","0","0","0","0","0","0"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12283  :  โรงพยาบาลมะเร็งลำปาง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10673  :  โรงพยาบาลอุตรดิตถ์","122","123","19","19","23","23","28","28","27","27","13","13","3","3","10","10","0","0","0","0","0","0","0","0","0","0"
"11158  :  โรงพยาบาลตรอน","39","45","2","2","5","5","13","15","14","14","3","3","2","2","2","2","2","2","0","0","0","0","0","0","0","0"
"11159  :  โรงพยาบาลท่าปลา","768","773","6","6","2","2","1","1","0","0","761","761","2","2","1","1","0","0","0","0","0","0","0","0","0","0"
"11160  :  โรงพยาบาลน้ำปาด","1,124","1,135","1","1","79","81","244","246","251","251","128","128","417","417","11","11","0","0","0","0","0","0","0","0","0","0"
"11161  :  โรงพยาบาลฟากท่า","792","792","0","0","30","30","364","364","192","192","204","204","0","0","0","0","2","2","0","0","0","0","0","0","0","0"
"11162  :  โรงพยาบาลบ้านโคก","81","81","8","8","3","3","2","2","51","51","17","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11163  :  โรงพยาบาลพิชัย","419","437","6","6","4","5","235","241","174","175","5","5","4","4","1","1","0","0","0","0","0","0","0","0","0","0"
"11164  :  โรงพยาบาลลับแล","82","92","15","15","7","7","10","10","34","34","9","9","0","0","2","2","15","15","0","0","0","0","0","0","0","0"
"11165  :  โรงพยาบาลทองแสนขัน","141","142","2","2","5","5","8","8","63","63","54","54","1","1","4","4","5","5","0","0","0","0","0","0","0","0"
"11509  :  โรงพยาบาลค่ายพิชัยดาบหัก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10715  :  โรงพยาบาลแพร่","1,267","1,281","10","10","7","7","53","53","3","3","118","118","333","334","401","401","355","355","0","0","0","0","0","0","0","0"
"11166  :  โรงพยาบาลร้องกวาง","1,308","1,315","2","2","1","1","2","3","129","130","507","507","669","669","3","3","0","0","0","0","0","0","0","0","0","0"
"11167  :  โรงพยาบาลลอง","346","347","4","4","3","3","3","3","11","11","38","38","262","263","20","20","5","5","0","0","0","0","0","0","0","0"
"11169  :  โรงพยาบาลสูงเม่น","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11170  :  โรงพยาบาลสอง","81","82","0","0","4","4","75","75","1","1","0","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0"
"11171  :  โรงพยาบาลวังชิ้น","306","311","279","281","3","3","13","13","2","2","4","4","3","3","2","2","3","3","0","0","0","0","0","0","0","0"
"11172  :  โรงพยาบาลหนองม่วงไข่","34","34","0","0","0","0","9","9","12","12","12","12","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"11452  :  โรงพยาบาลสมเด็จพระยุพราชเด่นชัย","137","139","1","1","2","2","3","3","0","0","0","0","33","33","0","0","100","100","0","0","0","0","0","0","0","0"
"10716  :  โรงพยาบาลน่าน","352","429","45","46","42","42","121","121","87","87","37","38","50","50","45","45","0","0","0","0","0","0","0","0","0","0"
"11173  :  โรงพยาบาลแม่จริม","72","72","0","0","1","1","16","16","50","50","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11174  :  โรงพยาบาลบ้านหลวง","104","111","3","4","24","24","1","1","78","81","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11175  :  โรงพยาบาลนาน้อย","254","279","10","10","0","0","0","0","94","96","99","99","67","67","7","7","0","0","0","0","0","0","0","0","0","0"
"11176  :  โรงพยาบาลท่าวังผา","9","9","3","3","0","0","1","1","1","1","0","0","2","2","0","0","2","2","0","0","0","0","0","0","0","0"
"11177  :  โรงพยาบาลเวียงสา","258","258","28","28","87","87","30","30","0","0","113","113","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11178  :  โรงพยาบาลทุ่งช้าง","108","108","0","0","0","0","0","0","0","0","0","0","107","107","1","1","0","0","0","0","0","0","0","0","0","0"
"11179  :  โรงพยาบาลเชียงกลาง","525","528","0","0","0","0","176","176","200","203","95","95","33","33","21","21","0","0","0","0","0","0","0","0","0","0"
"11180  :  โรงพยาบาลนาหมื่น","502","503","0","0","179","180","92","92","108","108","111","111","12","12","0","0","0","0","0","0","0","0","0","0","0","0"
"11181  :  โรงพยาบาลสันติสุข","124","136","1","1","1","1","55","55","48","48","6","6","13","13","7","7","5","5","0","0","0","0","0","0","0","0"
"11182  :  โรงพยาบาลบ่อเกลือ","16","16","1","1","1","1","4","4","3","3","2","2","2","2","2","2","1","1","0","0","0","0","0","0","0","0"
"11183  :  โรงพยาบาลสองแคว","275","277","1","1","1","1","2","2","37","37","225","225","11","11","0","0","0","0","0","0","0","0","0","0","0","0"
"11453  :  โรงพยาบาลสมเด็จพระยุพราชปัว","32","32","11","11","3","3","3","3","6","6","2","2","6","6","1","1","0","0","0","0","0","0","0","0","0","0"
"11510  :  โรงพยาบาลค่ายสุริยพงษ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11625  :  โรงพยาบาลเฉลิมพระเกียรติ","114","126","0","0","0","0","1","1","13","13","2","2","107","109","1","1","0","0","0","0","0","0","0","0","0","0"
"25017  :  โรงพยาบาลภูเพียง","14","14","4","4","2","2","1","1","2","2","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10717  :  โรงพยาบาลพะเยา","22","23","2","2","0","0","3","3","8","8","0","0","4","4","6","6","0","0","0","0","0","0","0","0","0","0"
"10718  :  โรงพยาบาลเชียงคำ","22","25","6","6","6","6","1","1","4","4","1","1","2","2","4","4","1","1","0","0","0","0","0","0","0","0"
"11184  :  โรงพยาบาลจุน","8","8","3","3","1","1","2","2","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"11185  :  โรงพยาบาลเชียงม่วน","2","2","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11186  :  โรงพยาบาลดอกคำใต้","8","9","3","3","1","1","0","0","4","4","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11187  :  โรงพยาบาลปง","83","83","5","5","2","2","0","0","2","2","71","71","1","1","2","2","0","0","0","0","0","0","0","0","0","0"
"11188  :  โรงพยาบาลแม่ใจ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15140  :  โรงพยาบาลค่ายขุนเจืองธรรมิกราช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40744  :  โรงพยาบาลภูซาง","150","150","1","1","0","0","0","0","10","10","63","63","75","75","1","1","0","0","0","0","0","0","0","0","0","0"
