"โรงพยาบาล","รวม","2562","2563"
"ตค.","พย.","ธค.","มค.","กพ.","มีค.","เมย.","พค.","มิย.","กค.","สค.","กย."
"คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง"
"11055  :  โรงพยาบาลบรบือ","1,603","1,825","8","8","162","176","150","153","696","724","650","653","86","86","0","0","1","1","7","7","6","6","7","7","4","4"
"11056  :  โรงพยาบาลนาเชือก","1,559","1,587","1","1","3","3","2","2","625","629","801","809","143","143","0","0","0","0","0","0","0","0","0","0","0","0"
"11057  :  โรงพยาบาลพยัคฆภูมิพิสัย","3,847","3,910","29","29","569","570","867","872","1,025","1,028","1,262","1,263","26","26","21","21","10","10","17","17","7","7","11","11","54","56"
"11058  :  โรงพยาบาลวาปีปทุม","3,153","3,376","11","11","227","229","215","217","322","322","1,047","1,065","1,462","1,472","0","0","2","2","10","10","8","8","34","34","6","6"
"11059  :  โรงพยาบาลนาดูน","310","311","12","12","136","136","154","154","0","0","4","4","4","4","0","0","0","0","0","0","1","1","0","0","0","0"
"11060  :  โรงพยาบาลยางสีสุราช","1,846","1,961","4","4","16","17","11","11","26","26","71","73","45","45","0","0","1","1","8","8","593","594","1,032","1,036","146","146"
"22953  :  โรงพยาบาลสุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม","408","412","2","2","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","188","188","217","220"
"24704  :  โรงพยาบาลกุดรัง","409","554","30","30","17","18","17","17","258","258","18","18","7","7","6","6","11","11","10","10","8","8","113","114","57","57"
"28843  :  โรงพยาบาลชื่นชม","17","17","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0","0","2","2","2","2","3","3","6","6"
"10708  :  โรงพยาบาลร้อยเอ็ด","5,325","5,406","4","4","2","2","68","68","1,895","1,905","1,850","1,863","1,510","1,513","1","1","0","0","12","13","15","15","14","14","7","8"
"11061  :  โรงพยาบาลเกษตรวิสัย","2,623","2,687","8","8","7","7","62","62","460","460","1,228","1,232","881","882","0","0","1","1","10","10","5","5","11","11","9","9"
"11062  :  โรงพยาบาลปทุมรัตต์","1,291","1,299","6","6","166","166","615","615","343","343","1","1","4","4","0","0","0","0","0","0","31","31","1","1","132","132"
"11063  :  โรงพยาบาลจตุรพักตรพิมาน","961","1,115","23","23","22","26","51","51","140","148","150","152","236","236","6","6","0","0","15","15","9","9","156","157","291","292"
"11064  :  โรงพยาบาลธวัชบุรี","1,492","1,581","5","5","53","54","586","589","224","224","428","428","147","147","0","0","0","0","0","0","2","2","116","117","15","15"
"11065  :  โรงพยาบาลพนมไพร","1,889","2,061","142","150","552","561","448","449","340","340","132","132","204","204","0","0","0","0","1","1","152","152","71","71","1","1"
"11066  :  โรงพยาบาลโพนทอง","3,789","4,317","19","19","12","12","32","35","925","1,116","2,493","2,551","412","414","0","0","2","3","5","5","67","67","26","27","68","68"
"11067  :  โรงพยาบาลโพธิ์ชัย","130","177","5","5","7","7","6","6","5","5","6","6","78","82","3","3","4","4","8","8","19","19","22","22","10","10"
"11068  :  โรงพยาบาลหนองพอก","664","679","1","1","1","1","0","0","0","0","392","395","273","273","0","0","0","0","1","1","1","1","3","3","4","4"
"11069  :  โรงพยาบาลเสลภูมิ","1,664","1,812","13","14","9","9","54","54","490","495","296","296","240","251","99","105","18","18","5","5","10","10","257","258","296","297"
"11070  :  โรงพยาบาลสุวรรณภูมิ","3,568","3,914","10","10","96","96","324","332","1,377","1,445","1,108","1,138","113","113","1","1","2","2","3","3","3","3","169","169","568","602"
"11071  :  โรงพยาบาลเมืองสรวง","613","713","6","6","51","51","123","123","52","52","3","3","30","31","4","4","0","0","0","0","0","0","217","217","225","226"
"11072  :  โรงพยาบาลโพนทราย","796","808","1","1","1","1","416","418","206","213","173","173","0","0","2","2","0","0","0","0","0","0","0","0","0","0"
"11073  :  โรงพยาบาลอาจสามารถ","1,415","1,450","49","49","365","368","310","310","343","343","246","247","0","0","0","0","0","0","0","0","0","0","108","108","25","25"
"11074  :  โรงพยาบาลเมยวดี","814","989","0","0","109","110","146","148","0","0","407","407","20","20","0","0","0","0","2","2","129","129","170","170","3","3"
"11075  :  โรงพยาบาลศรีสมเด็จ","919","924","0","0","0","0","29","29","636","639","237","237","16","16","0","0","0","0","1","1","0","0","0","0","2","2"
"11076  :  โรงพยาบาลจังหาร","2,247","3,687","15","16","12","12","6","6","926","931","987","991","31","31","6","6","3","3","1","1","565","566","916","916","205","208"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","75","115","4","4","1","1","1","1","33","33","20","20","2","2","0","0","2","2","2","2","2","2","24","24","24","24"
"27989  :  โรงพยาบาลเชียงขวัญ","356","386","11","11","13","14","1","1","107","107","123","123","52","52","0","0","0","0","0","0","5","5","24","25","46","48"
"27990  :  โรงพยาบาลหนองฮี","1,349","1,384","0","0","1","1","0","0","302","302","241","241","93","93","0","0","1","1","0","0","4","4","405","411","331","331"
"10709  :  โรงพยาบาลกาฬสินธุ์","768","776","22","22","560","560","63","63","19","19","93","93","1","1","2","2","1","1","3","3","3","3","5","5","4","4"
"11077  :  โรงพยาบาลนามน","1,280","1,330","78","80","31","31","186","186","784","796","125","125","54","54","0","0","1","1","5","5","13","13","18","18","21","21"
"11078  :  โรงพยาบาลกมลาไสย","1,549","1,589","8","8","51","51","342","343","805","807","175","175","148","149","34","34","0","0","1","1","4","5","7","7","9","9"
"11079  :  โรงพยาบาลร่องคำ","1,459","1,473","12","12","140","141","204","204","312","312","337","337","463","463","0","0","0","0","0","0","3","3","0","0","1","1"
"11080  :  โรงพยาบาลเขาวง","1,379","1,433","102","103","277","277","226","228","382","382","367","368","16","16","5","5","4","4","12","13","14","14","18","20","3","3"
"11081  :  โรงพยาบาลยางตลาด","3,047","3,495","17","17","95","95","233","236","157","160","113","113","54","55","0","0","29","29","26","26","1,962","1,987","768","770","7","7"
"11082  :  โรงพยาบาลห้วยเม็ก","1,738","2,063","7","8","124","124","98","98","85","85","302","302","113","113","0","0","0","0","5","5","0","0","918","926","402","402"
"11083  :  โรงพยาบาลสหัสขันธ์","1,760","2,498","7","7","3","3","18","20","492","492","908","914","847","1,053","0","0","3","3","2","2","3","3","0","0","1","1"
"11084  :  โรงพยาบาลคำม่วง","896","921","10","10","25","25","0","0","462","462","207","207","7","7","2","2","0","0","0","0","1","1","3","3","204","204"
"11085  :  โรงพยาบาลท่าคันโท","1,228","1,340","106","120","218","218","30","33","126","128","468","490","269","270","0","0","10","10","38","38","13","13","10","10","10","10"
"11086  :  โรงพยาบาลหนองกุงศรี","1,775","2,202","12","12","594","595","335","341","544","548","7","7","5","5","0","0","9","9","4","4","159","159","499","499","22","23"
"11087  :  โรงพยาบาลสมเด็จ","2,522","2,561","14","14","18","18","477","480","703","707","804","806","477","477","0","0","8","8","8","8","17","17","18","18","8","8"
"11088  :  โรงพยาบาลห้วยผึ้ง","1,634","1,706","12","12","29","29","1,301","1,312","28","30","7","8","34","35","214","214","9","9","12","12","14","14","17","17","14","14"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","3,176","3,424","75","75","536","538","355","373","828","855","1,051","1,060","376","377","28","28","44","44","21","21","12","12","17","17","24","24"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28017  :  โรงพยาบาลนาคู","540","556","1","1","2","2","348","348","3","3","101","102","76","77","3","3","1","1","1","1","12","12","3","3","3","3"
"28789  :  โรงพยาบาลฆ้องชัย","272","274","4","4","3","3","1","1","233","233","6","6","4","4","0","0","1","1","3","3","1","1","17","17","1","1"
"28790  :  โรงพยาบาลดอนจาน","337","337","0","0","0","0","0","0","335","335","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28791  :  โรงพยาบาลสามชัย","390","394","0","0","1","1","141","141","45","45","126","126","81","81","0","0","0","0","0","0","0","0","0","0","0","0"
"10710  :  โรงพยาบาลสกลนคร","1,483","1,685","12","12","74","74","5","5","207","207","882","882","4","4","0","0","0","0","2","2","3","3","7","7","484","489"
"11089  :  โรงพยาบาลกุสุมาลย์","1,007","1,083","1","1","5","5","657","666","325","325","1","1","2","2","0","0","1","1","4","4","0","0","69","69","9","9"
"11090  :  โรงพยาบาลกุดบาก","1,460","1,601","8","8","25","26","181","182","114","115","255","259","190","190","3","3","5","5","14","14","16","16","391","392","390","391"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","1,570","1,735","3","3","0","0","3","3","13","13","159","165","694","698","512","512","104","104","69","69","160","162","3","3","3","3"
"11092  :  โรงพยาบาลพังโคน","2,456","2,591","8","8","172","175","464","467","1,697","1,713","5","5","90","177","0","0","1","1","6","6","9","9","6","6","24","24"
"11093  :  โรงพยาบาลวาริชภูมิ","1,875","1,944","7","7","66","66","164","164","355","355","150","150","948","948","0","0","95","95","1","1","59","59","99","99","0","0"
"11094  :  โรงพยาบาลนิคมน้ำอูน","1,085","1,155","4","4","7","7","11","11","24","24","93","93","441","449","494","502","51","51","8","8","4","4","2","2","0","0"
"11095  :  โรงพยาบาลวานรนิวาส","2,947","3,371","206","206","95","95","1,162","1,163","1,544","1,547","90","91","77","82","0","0","0","0","12","12","15","15","160","160","0","0"
"11096  :  โรงพยาบาลคำตากล้า","1,666","1,668","0","0","0","0","2","2","179","179","581","581","889","889","0","0","0","0","9","9","0","0","2","2","6","6"
"11097  :  โรงพยาบาลบ้านม่วง","935","1,263","113","114","64","64","7","7","3","3","1","1","2","2","62","62","480","505","46","46","4","4","192","192","263","263"
"11098  :  โรงพยาบาลอากาศอำนวย","2,560","2,833","31","31","28","28","3","3","176","176","807","807","509","509","4","4","4","4","6","6","13","13","328","328","923","924"
"11099  :  โรงพยาบาลส่องดาว","1,616","1,776","0","0","14","14","16","16","14","14","751","768","624","626","0","0","0","0","0","0","76","76","116","117","145","145"
"11100  :  โรงพยาบาลเต่างอย","1,344","1,499","3","3","24","24","206","207","237","241","192","204","206","208","443","446","1","1","0","0","1","1","152","153","11","11"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","1,930","2,063","5","5","321","324","1,045","1,045","2","2","5","5","1","1","3","3","5","5","8","8","166","168","351","351","146","146"
"11102  :  โรงพยาบาลเจริญศิลป์","1,585","1,727","2","2","1","1","48","48","95","97","127","127","77","77","3","3","6","6","8","8","1,027","1,038","178","194","126","126"
"11103  :  โรงพยาบาลโพนนาแก้ว","2,271","2,357","7","7","265","266","743","749","350","357","696","698","275","277","0","0","1","1","0","0","0","0","1","1","1","1"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","5,980","6,110","30","30","59","59","30","30","70","70","314","315","2,885","2,896","1,576","1,579","541","542","6","6","4","4","4","4","575","575"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","1,171","1,193","2","2","11","12","26","26","5","5","5","5","398","398","0","0","0","0","4","4","4","4","134","134","603","603"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10711  :  โรงพยาบาลนครพนม","1,982","2,082","23","23","9","9","34","34","907","931","925","926","80","80","0","0","8","8","25","25","10","10","18","18","18","18"
"11104  :  โรงพยาบาลปลาปาก","2,164","2,254","2","2","0","0","320","321","963","983","462","463","31","31","30","30","0","0","1","1","19","19","40","40","364","364"
"11105  :  โรงพยาบาลท่าอุเทน","543","548","4","4","107","108","44","44","186","186","44","44","3","3","129","129","3","3","10","10","8","8","3","3","6","6"
"11106  :  โรงพยาบาลบ้านแพง","1,173","1,182","14","14","19","19","213","214","391","395","416","416","112","112","0","0","1","1","2","2","7","7","1","1","1","1"
"11107  :  โรงพยาบาลนาทม","1,968","1,970","1","1","1","1","0","0","101","101","1,852","1,853","1","1","1","1","0","0","1","1","1","1","10","10","0","0"
"11108  :  โรงพยาบาลเรณูนคร","1,361","1,683","142","162","374","413","0","0","431","433","442","445","113","114","0","0","0","0","0","0","111","111","4","4","1","1"
"11109  :  โรงพยาบาลนาแก","2,509","2,579","10","10","9","9","64","67","2,035","2,044","422","422","8","8","0","0","5","5","0","0","14","14","0","0","0","0"
"11110  :  โรงพยาบาลศรีสงคราม","1,885","1,935","11","11","400","400","853","856","472","480","78","78","85","85","3","3","3","3","5","5","6","6","6","6","2","2"
"11111  :  โรงพยาบาลนาหว้า","1,329","1,637","175","175","289","301","209","209","169","169","723","777","2","2","0","0","0","0","0","0","0","0","4","4","0","0"
"11112  :  โรงพยาบาลโพนสวรรค์","4,585","4,693","13","13","2,552","2,560","885","885","757","757","475","475","0","0","0","0","0","0","0","0","0","0","2","2","1","1"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","3,118","3,131","5","5","0","0","0","0","787","787","2,286","2,294","40","40","0","0","1","1","4","4","0","0","0","0","0","0"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40840  :  โรงพยาบาลวังยาง","401","417","3","3","0","0","2","2","148","150","117","118","1","1","5","5","1","1","0","0","65","65","27","27","45","45"
"10712  :  โรงพยาบาลมุกดาหาร","1,374","1,510","37","37","34","34","63","65","47","48","36","36","45","45","0","0","1","1","173","174","133","133","764","767","167","170"
"11113  :  โรงพยาบาลนิคมคำสร้อย","329","355","9","9","11","11","19","19","144","148","102","103","10","10","14","14","7","7","6","6","9","9","6","6","13","13"
"11114  :  โรงพยาบาลดอนตาล","562","602","82","83","1","1","0","0","222","222","1","1","1","1","0","0","1","1","8","8","8","8","171","171","106","106"
"11115  :  โรงพยาบาลดงหลวง","1,142","1,172","1","1","40","40","44","44","107","107","462","464","281","282","224","224","1","1","1","1","4","4","2","2","2","2"
"11116  :  โรงพยาบาลคำชะอี","1,201","1,263","9","9","50","51","209","212","272","274","432","433","177","177","3","3","10","10","19","19","12","12","46","46","17","17"
"11117  :  โรงพยาบาลหว้านใหญ่","418","492","24","24","1","1","13","18","198","223","135","146","1","1","3","3","3","3","3","3","4","4","60","60","6","6"
"11118  :  โรงพยาบาลหนองสูง","503","596","19","19","7","8","9","9","50","51","64","64","5","5","0","0","5","5","15","15","88","88","274","274","58","58"
"06009  :  โรงพยาบาลแม่ตื่น","428","493","2","2","2","2","93","100","31","31","19","19","4","4","0","0","4","4","4","4","0","0","323","323","4","4"
"10713  :  โรงพยาบาลนครพิงค์","1,541","1,669","82","82","56","56","142","142","203","204","61","62","330","331","329","334","238","240","95","96","48","48","50","50","24","24"
"11119  :  โรงพยาบาลจอมทอง","3,534","4,260","3","3","67","67","192","192","169","169","535","535","243","243","1","1","0","0","1","1","122","122","1,670","1,671","1,255","1,256"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","465","513","12","12","1","1","0","0","50","50","34","34","24","25","0","0","4","4","11","11","1","1","71","72","301","303"
"11121  :  โรงพยาบาลเชียงดาว","966","1,156","5","5","8","8","6","6","153","154","118","118","114","114","0","0","6","6","3","3","20","20","221","222","500","500"
"11122  :  โรงพยาบาลดอยสะเก็ด","16","17","4","4","1","1","1","1","1","1","2","2","2","2","0","0","0","0","4","4","0","0","1","1","1","1"
"11123  :  โรงพยาบาลแม่แตง","15","15","2","2","0","0","0","0","2","2","6","6","3","3","0","0","0","0","1","1","1","1","0","0","0","0"
"11124  :  โรงพยาบาลสะเมิง","375","390","2","2","52","52","0","0","309","311","0","0","0","0","0","0","0","0","0","0","2","2","23","23","0","0"
"11125  :  โรงพยาบาลฝาง","3,573","6,296","8","8","9","9","48","50","158","158","1,235","1,235","2,013","2,016","18","18","1","1","1,009","1,009","274","274","613","633","883","885"
"11126  :  โรงพยาบาลแม่อาย","604","612","22","22","25","25","62","62","76","76","39","39","131","134","53","53","4","4","3","3","0","0","101","101","93","93"
"11127  :  โรงพยาบาลพร้าว","20","20","2","2","0","0","1","1","0","0","1","1","15","15","0","0","1","1","0","0","0","0","0","0","0","0"
"11128  :  โรงพยาบาลสันป่าตอง","769","775","0","0","1","1","0","0","7","7","1","1","0","0","0","0","0","0","0","0","0","0","439","439","327","327"
"11129  :  โรงพยาบาลสันกำแพง","566","569","2","2","0","0","0","0","0","0","502","505","59","59","0","0","0","0","1","1","1","1","1","1","0","0"
"11130  :  โรงพยาบาลสันทราย","31","31","1","1","1","1","2","2","2","2","1","1","1","1","0","0","1","1","1","1","0","0","11","11","10","10"
"11131  :  โรงพยาบาลหางดง","1,983","2,253","10","10","26","26","308","316","227","228","639","646","226","227","1","1","2","2","14","14","80","81","579","596","106","106"
"11132  :  โรงพยาบาลฮอด","242","244","4","4","1","1","8","8","77","77","113","113","28","28","0","0","0","0","3","3","3","3","2","2","5","5"
"11133  :  โรงพยาบาลดอยเต่า","295","331","10","10","49","49","174","175","38","38","1","1","11","11","4","4","0","0","2","2","37","37","4","4","0","0"
"11134  :  โรงพยาบาลอมก๋อย","1,351","1,848","135","135","21","21","114","115","425","426","199","204","209","223","105","105","130","130","48","48","23","23","360","362","55","56"
"11135  :  โรงพยาบาลสารภี","161","166","16","16","17","17","15","15","20","20","45","46","26","26","0","0","0","0","0","0","14","14","9","9","3","3"
"11136  :  โรงพยาบาลเวียงแหง","348","389","10","10","0","0","2","2","1","1","32","32","41","41","2","2","0","0","1","1","235","236","35","36","28","28"
"11137  :  โรงพยาบาลไชยปราการ","367","403","13","13","4","4","281","282","7","7","7","7","7","7","1","1","2","2","4","4","1","1","74","74","1","1"
"11138  :  โรงพยาบาลแม่วาง","286","312","10","10","14","14","10","10","27","27","190","191","49","51","0","0","2","2","7","7","0","0","0","0","0","0"
"11139  :  โรงพยาบาลแม่ออน","153","159","3","3","8","8","12","12","42","43","22","22","1","1","1","1","0","0","0","0","6","6","34","34","29","29"
"11507  :  โรงพยาบาลกองบิน 41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11643  :  โรงพยาบาลดอยหล่อ","218","218","0","0","1","1","1","1","92","92","124","124","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11978  :  โรงพยาบาลดารารัศมี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","233","236","0","0","109","109","81","82","3","3","1","1","0","0","0","0","0","0","0","0","0","0","2","2","39","39"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","16","16","7","7","4","4","2","2","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12280  :  โรงพยาบาลสวนปรุง","2","2","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","1"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","20","20","0","0","0","0","1","1","4","4","3","3","1","1","0","0","0","0","2","2","4","4","1","1","4","4"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","63","70","7","7","3","3","7","7","0","0","3","3","2","2","0","0","14","15","17","18","6","6","4","4","5","5"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","17","17","4","4","8","8","0","0","2","2","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10714  :  โรงพยาบาลลำพูน","1,879","2,050","63","64","83","83","87","87","65","65","68","68","49","49","0","0","0","0","26","26","439","440","1,012","1,021","147","147"
"11140  :  โรงพยาบาลแม่ทา","445","505","15","16","110","110","61","61","84","87","114","114","33","33","1","1","11","14","19","19","25","26","13","14","10","10"
"11141  :  โรงพยาบาลบ้านโฮ่ง","586","651","16","16","70","70","401","411","90","93","28","29","2","2","0","0","7","8","9","10","1","1","5","5","6","6"
"11142  :  โรงพยาบาลลี้","111","146","7","7","12","12","11","11","22","22","31","31","6","6","4","4","16","16","9","9","9","9","8","8","11","11"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","437","515","25","25","13","14","23","23","46","49","60","61","57","58","0","0","21","21","57","57","49","49","70","70","86","88"
"11144  :  โรงพยาบาลป่าซาง","866","907","5","5","78","78","98","100","216","219","416","416","51","51","1","1","2","2","14","14","10","10","5","5","6","6"
"11145  :  โรงพยาบาลบ้านธิ","241","254","3","3","15","15","22","22","37","38","30","31","27","27","1","1","4","4","5","5","32","32","73","73","3","3"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24956  :  โรงพยาบาลเวียงหนองล่อง","934","1,046","126","128","19","19","95","96","210","214","22","22","46","46","2","2","0","0","0","0","2","2","514","515","2","2"
"10672  :  โรงพยาบาลลำปาง","11,438","13,924","0","0","1,091","1,480","1,459","1,467","4,209","4,502","5,552","5,666","304","307","11","11","86","86","120","120","69","69","111","111","105","105"
"11146  :  โรงพยาบาลแม่เมาะ","2,889","3,631","431","432","203","222","206","206","99","99","487","489","1,367","1,386","762","784","0","0","2","2","10","10","0","0","1","1"
"11147  :  โรงพยาบาลเกาะคา","2,243","2,290","51","51","249","252","202","204","240","240","424","425","812","820","277","277","14","14","0","0","1","1","0","0","6","6"
"11148  :  โรงพยาบาลเสริมงาม","995","1,015","2","2","112","113","50","50","91","91","71","71","97","98","312","312","97","97","46","46","5","5","79","79","51","51"
"11149  :  โรงพยาบาลงาว","1,403","1,418","2","2","2","2","1","1","96","96","1","1","1,275","1,280","25","25","0","0","3","3","1","1","6","6","1","1"
"11150  :  โรงพยาบาลแจ้ห่ม","236","277","8","8","0","0","36","36","31","31","7","7","0","0","0","0","0","0","2","2","31","31","43","44","118","118"
"11151  :  โรงพยาบาลวังเหนือ","620","670","9","9","6","6","20","22","41","41","98","98","212","216","4","4","9","9","7","7","0","0","108","108","150","150"
"11152  :  โรงพยาบาลเถิน","396","442","7","7","126","129","92","92","104","106","26","26","12","12","0","0","7","7","13","13","10","10","25","25","15","15"
"11153  :  โรงพยาบาลแม่พริก","438","503","0","0","0","0","75","76","133","135","232","232","60","60","0","0","0","0","0","0","0","0","0","0","0","0"
"11154  :  โรงพยาบาลแม่ทะ","2,151","2,213","2","2","4","4","113","113","198","198","448","448","892","893","546","546","3","3","2","2","1","1","2","2","1","1"
"11155  :  โรงพยาบาลสบปราบ","850","1,108","4","4","3","3","4","4","111","111","45","46","105","105","0","0","0","0","10","10","4","4","355","356","465","465"
"11156  :  โรงพยาบาลห้างฉัตร","277","289","1","1","5","5","3","3","62","63","67","67","51","51","92","92","0","0","1","1","1","1","5","5","0","0"
"11157  :  โรงพยาบาลเมืองปาน","1,674","1,753","11","11","13","13","13","13","0","0","463","468","472","478","580","589","168","168","4","4","1","1","4","4","4","4"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12283  :  โรงพยาบาลมะเร็งลำปาง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10673  :  โรงพยาบาลอุตรดิตถ์","8,298","11,495","500","504","939","958","1,960","1,988","1,215","1,686","662","765","427","479","67","67","33","33","38","38","1,450","1,504","2,229","2,239","1,230","1,234"
"11158  :  โรงพยาบาลตรอน","1,277","1,306","6","6","145","146","211","211","541","545","362","363","7","7","0","0","0","0","10","10","5","5","8","8","5","5"
"11159  :  โรงพยาบาลท่าปลา","1,024","1,034","3","3","6","6","204","204","113","113","512","512","1","1","0","0","96","96","97","97","1","1","1","1","0","0"
"11160  :  โรงพยาบาลน้ำปาด","1,223","1,260","163","192","222","222","371","371","256","256","153","153","5","5","48","48","2","2","3","3","4","4","3","3","1","1"
"11161  :  โรงพยาบาลฟากท่า","534","534","6","6","22","22","0","0","0","0","504","504","2","2","0","0","0","0","0","0","0","0","0","0","0","0"
"11162  :  โรงพยาบาลบ้านโคก","225","230","1","1","2","2","0","0","92","92","93","93","14","14","0","0","2","2","0","0","21","21","2","2","3","3"
"11163  :  โรงพยาบาลพิชัย","1,637","1,727","1","1","101","101","174","174","84","91","8","8","5","5","0","0","1","1","8","8","602","604","377","378","356","356"
"11164  :  โรงพยาบาลลับแล","793","852","44","44","56","56","478","496","179","179","20","20","26","26","1","1","0","0","9","9","5","5","9","9","7","7"
"11165  :  โรงพยาบาลทองแสนขัน","454","463","23","23","372","372","8","8","13","13","20","20","3","3","11","11","1","1","3","3","1","1","5","5","3","3"
"11509  :  โรงพยาบาลค่ายพิชัยดาบหัก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10715  :  โรงพยาบาลแพร่","920","940","7","7","8","8","5","5","16","16","24","24","8","8","3","3","14","14","17","17","9","9","398","398","431","431"
"11166  :  โรงพยาบาลร้องกวาง","832","839","1","2","6","7","86","87","263","263","311","311","146","146","0","0","2","2","7","7","7","7","7","7","0","0"
"11167  :  โรงพยาบาลลอง","904","993","77","77","61","62","102","102","183","271","459","459","1","1","0","0","4","4","7","7","5","5","3","3","2","2"
