"ชื่อยาสมุนไพร","จำนวนจ่ายรวมทุกสิทธิ(ครั้ง)","จำนวนจ่ายรวมสิทธิ UC(ครั้ง)","จำนวนที่จ่ายรวมทุกสิทธิ(หน่วยนับ)","มูลค่ารวมทุกสิทธิ(บาท)"
"หลังคลอด (รพ.แม่ลาว), ยาต้ม","6","2","16","688.00"
"บรรเทาริดสีดวงทวาร (วิทยาลัยการแพทย์แผนไทย ม.ราชมงคลธัญบุรี), ยาแคปซูล","6","6","170","280.00"
"คลายเส้น (รพ.กุดชุม), ยาลูกกลอน","6","0","200","285.00"
"ยาดมสมุนไพร เมืองศรีภูมิ, ยาดม","6","0","14","280.00"
"น้ำมันกระเบา, ยาเข้าน้ำมัน","5","2","21","1,680.00"
"เขียว เบอร์ 15, ยาชง","5","0","474","289.14"
"ยาต้มสะเก็ดเงิน, ยาต้ม","5","2","9","1,760.00"
"หอมเบอร์ 24, ยาแคปซูล","5","0","240","720.00"
"ช่วยย่อยอาหาร สูตร 1, ยาแคปซูล","5","4","5","242.00"
"ทับทิมไทย, ยาแคปซูล","5","3","5","72.50"
"แก้ตะโจพิการ , ยาผง","5","5","5","125.00"
"กระตุ้นน้ำนม, ยาต้ม","5","0","15","450.00"
"อบสมุนไพร ตราพรีราน่า, ยาประคบ","5","1","5","290.00"
"ยาดมพรีราน่าเนเจอร์, ยาน้ำ","5","3","5","125.00"
"แก้ทุราวาสา , ยาต้ม","5","0","14","2,086.00"
"สเปรย์ตะไคร้หอมกันยุง, ยาน้ำ","5","1","8","474.00"
"สเปรย์น้ำมันตะไคร้หอมไล่ยุง, ยาน้ำ","4","1","4","551.60"
"แคปซูลชุมเห็ดเทศ ตราช่อเขียวมะกอก, ยาแคปซูล","4","2","4","24.00"
"พอกเข่า, ยาพอก","4","3","5","260.00"
"ทากุฏฐโรค, ยาเข้าน้ำมัน","4","3","5","2,320.00"
"แก้ไอมาลัคคาคัฟ, ยาน้ำ","4","0","12","300.00"
"โคเพนครีม, ครีม","4","4","5","143.00"
"ไพลขี้ผึ้ง, ขี้ผึ้ง","4","4","4","160.00"
"แคปซูลผสมรางจืด ตราเอสบีเค, ยาแคปซูล","4","3","60","120.00"
"ต้มแก้ปวดเมื่อย, ยาต้ม","4","1","6","156.00"
"บำรุงเลือด (รพ.พนัสนิคม), ยาแคปซูล","4","3","4","320.00"
"สว่างรมณ์, ยาต้ม","3","3","3","447.00"
"หม่องฟ้าทะลายโจร, ขี้ผึ้ง","3","0","3","95.00"
"ส้มโอมือ, ยาผง","3","2","3","177.00"
"ครอบไข้, ยาต้ม","3","1","3","270.00"
"พอกสมุนไพรเข่า, ยาพอก","3","3","3","300.00"
"แก้ไอมะขามป้อม ตราอภัยภูเบศร สูตร 2, ยาลูกกลอน","3","2","4","64.00"
"โลชั่นตะไคร้หอม, ครีม","3","0","7","390.00"
"มหานิล, ยาเม็ด","3","3","3","3.00"
"ขับปัสสาวะ, อื่นๆ","3","2","41","81.00"
"พอกเข่าดองดึง, ยาพอก","3","3","3","100.00"
"แก้โรคผิวหนัง, ครีม","3","0","30","0.00"
"ธาตุสมดุลย์, ยาผง","2","2","2","76.00"
"แก้โลหิตตังพิการ (รพ.เรณูนคร), ยาแคปซูล","2","0","5","500.00"
"สี่ว่าน, ยาแคปซูล","2","2","40","40.00"
"ประคบใบหน้า/เต้านม, ยาประคบ","2","1","3","125.00"
"ยาถ่าย (รพ.พนัสนิคม), ยาแคปซูล","2","1","3","240.00"
"อมหญ้าดอกขาว รสดั้งเดิม, ยาเม็ด","2","2","3","135.00"
"แองเจลิน่า แคปซูล, ยาแคปซูล","2","1","2","96.00"
"แคปซูลบอระเพ็ด ตราธันยพรสมุนไพร, ยาแคปซูล","2","0","3","270.00"
"เจลผสมพญายอ ตราไตรแว็ก, เจล","2","2","2","127.00"
"อินทรีย์ธาตุประชุม, ยาแคปซูล","2","0","168","336.00"
"แคปซูลผสมกระเทียม ตราพระอินทร์, ยาแคปซูล","2","0","80","240.00"
"เดมม่าครีม, ครีม","2","2","2","0.00"
"รักษาไฟธาตุ, ยาแคปซูล","1","1","1","35.00"
"แก้ไอมะกรูด, ยาน้ำ","1","1","1","15.00"
"บำรุงเลือด (สถาบันวิจัยการแพทย์แผนไทย), ยาแคปซูล","1","1","10","17.50"
"แก้ฝีสุวรรณเศียร , ยาพอก","1","1","1","30.00"
"แคปซูลผสมกล้วย, ยาแคปซูล","1","0","10","15.00"
"แก้ไข้บอระเพ็ด แคปซูล, ยาแคปซูล","1","0","20","30.00"
"ยาต้มเบาหวาน ตำรับที่ 1, ยาต้ม","1","0","1","195.00"
"แก้ร้อนใน, อื่นๆ","1","0","100","100.00"
"มธุรเมหะ (รพ.กุดชุม), ยาต้ม","1","1","0","0.00"
"ขับพิษเบอร์ 1 , ยาแคปซูล","1","1","10","40.00"
"มธุรเมหะ (รพ.เทิง), ยาแคปซูล","1","0","100","200.00"
"บำรุงกำลัง สูตรอภัยภูเบศร, ยาต้ม","1","0","2","200.00"
"ตำรับหัวร้อยรู  , ยาต้ม","1","0","1","75.00"
"หม่องน้ำมันสมุนไพร ตราพรีราน่า, ยาน้ำ","1","1","1","0.00"
"ยาพอก, ยาพอก","1","1","1","100.00"
"ตำรับข่อย, ยาลูกกลอน","1","0","0","0.00"
"สุมสมุนไพร (รพ.เลย), อื่นๆ","1","0","8","488.00"
"เผาไพล, ยาผง","1","1","1","25.00"
"แก้โรคโลหิตระดู  , ยาต้ม","1","0","2","100.00"
"อบหลังคลอด, ยาต้ม","1","0","7","560.00"
"ทีเอฟดี ชนิดแคปซูล, ยาแคปซูล","1","1","30","60.00"
"ปีบ / กาสะลอง, ยาชง","1","1","1","60.00"
