"ชื่อยาสมุนไพร","จำนวนจ่ายรวมทุกสิทธิ(ครั้ง)","จำนวนจ่ายรวมสิทธิ UC(ครั้ง)","จำนวนที่จ่ายรวมทุกสิทธิ(หน่วยนับ)","มูลค่ารวมทุกสิทธิ(บาท)"
"แองเจลิน่า แคปซูล, ยาแคปซูล","5","5","5","240.00"
"ทศเบญจกูล  , ยาแคปซูล","5","5","120","205.00"
"มหานิล, ยาเม็ด","5","4","180","180.00"
"ตรีผลาผสมชะเอมเทศ, ยาชง","5","3","56","153.25"
"ประสะน้ำนมเบอร์ 1 , ยาต้ม","5","3","5","150.00"
"ถอนพิษไข้, ยาแคปซูล","4","4","80","80.00"
"แก้ไข้บอระเพ็ด แคปซูล, ยาแคปซูล","4","1","90","135.00"
"อมบ้วนปากกานพลู, ยาน้ำ","4","0","5","125.00"
"ตำรับข่อย, ยาลูกกลอน","4","3","4","116.00"
"หอมหทัยทิพย์, ยาผง","4","4","4","276.00"
"สเปรย์ตะไคร้หอมกันยุง, ยาน้ำ","4","1","5","498.00"
"แคปซูลดอกคำฝอย, ยาแคปซูล","4","4","240","900.00"
"ตำรับชักมดลูก , ยาแคปซูล","4","4","62","202.00"
"น้ำมันไพลมะกรูด, ยาเข้าน้ำมัน","4","2","5","402.00"
"ยาต้มเบาหวาน ตำรับที่ 1, ยาต้ม","4","1","4","675.00"
"เจลผสมพญายอ ตราไตรแว็ก, เจล","4","4","93","5,892.00"
"แก้โลหิตตังพิการ (รพ.เรณูนคร), ยาแคปซูล","4","0","11","1,100.00"
"สุมแก้ปวด, ยาน้ำ","3","1","4","100.00"
"เขียวหอมใหญ่, ยาผง","3","0","6","270.00"
"น้ำมันแก้มังสังพิการ, ยาเข้าน้ำมัน","3","3","4","160.00"
"แก้โรคโลหิตระดู  , ยาต้ม","3","2","12","617.20"
"กำแพงเจ็ดชั้น, ยาน้ำ","3","3","3","75.00"
"คลายเส้น สูตร ๑, ยาต้ม","3","3","32","1,200.00"
"มัสคูล สเปรย์, ยาน้ำ","3","2","3","360.00"
"แก้ลมแก้เส้น, ยาผง","3","0","84","2,100.00"
"เก้าหอย, ยาน้ำ","3","3","30","750.00"
"โรคภูมิแพ้, ยาแคปซูล","2","1","1","60.00"
"ครอบฟันสี, ยาต้ม","2","2","2","120.00"
"แผ่นประคบสมุนไพรไมเกรน, ยาประคบ","2","2","2","70.00"
"แก้ฝีสุวรรณเศียร , ยาพอก","2","2","2","60.00"
"แคปซูลผสมกล้วย, ยาแคปซูล","2","2","50","53.90"
"ทับทิมไทย, ยาแคปซูล","2","1","2","32.50"
"ชาชงลาไพน์, ยาชง","2","2","2","218.00"
"มุตกิต, ยาต้ม","2","2","5","1,490.00"
"หอมแก้ลมวิงเวียน, ยาเม็ด","2","2","2","38.00"
"ดมเทพจิตร, ยาดม","2","1","30","90.00"
"บำรุงน้ำนม ตราพรีราน่า สูตร 2, ยาแคปซูล","2","0","2","110.00"
"แก้อันตังพิการ , ยาแคปซูล","2","1","423","1,269.00"
"ธาตุสมดุลย์, ยาผง","2","0","2","76.00"
"ประคบใบหน้า/เต้านม, ยาประคบ","2","1","3","135.00"
"แคปซูลชุมเห็ดเทศ ตราช่อเขียวมะกอก, ยาแคปซูล","2","2","2","26.00"
"บำรุงโลหิตเบอร์ 43, ยาแคปซูล","2","2","101","250.00"
"ฟอกโลหิต , ยาต้ม","2","1","3","723.00"
"ครอบไข้, ยาต้ม","2","0","3","270.00"
"ตำรับลูกใต้ใบ  , ยาต้ม","2","2","2","26.00"
"ตรีธารทิพย์/พิกัดตรีธารทิพย์, ยาต้ม","2","1","2","0.00"
"แก้ฝีมะเร็งทรวง, ยาน้ำแขวนตะกอน","2","2","2","360.00"
"โบโม่ ออรัลเจล, เจล","2","1","21","210.00"
"ปทุมเกสรา , ยาต้ม","2","0","6","1,788.00"
"แก้ลมขัดในข้อ (รพ.นาจะหลวย), ยาแคปซูล","2","2","51","150.00"
"แก้อัมพฤกษ์ อัมพาตสูตร 1 (รพ.เทิง), ยาแคปซูล","1","1","20","30.00"
"บำรุงตับ, ยาต้ม","1","0","1","30.00"
"ลดไขมันความดันโลหิต, ยาต้ม","1","0","4","120.00"
"มธุรเมหะ (รพ.เทิง), ยาแคปซูล","1","0","360","720.00"
"หลังคลอด (รพร.บ้านดุง), ยาน้ำ","1","1","5","125.00"
"ยาดมพรีราน่าเนเจอร์, ยาน้ำ","1","1","1","25.00"
"แก้น้ำนมพิการสูตร 2, ยาต้ม","1","1","3","90.00"
"ยาทาแผลกดทับ, ขี้ผึ้ง","1","0","1","0.00"
"ต้มบำรุงโลหิต, ยาต้ม","1","0","9","900.00"
"ผสมกระเทียม, ยาแคปซูล","1","1","100","200.00"
"ตำรับยาดอกปีบ, ยาน้ำ","1","1","1","15.00"
"แก้น้ำนมมาน้อย, ยาต้ม","1","1","10","0.00"
"แคปซูลคนทีสอ, ยาแคปซูล","1","1","20","20.00"
"พอก สูตร 2, ยาพอก","1","0","1","59.00"
"กษัยเบอร์ 1, ยาแคปซูล","1","0","100","150.00"
"สตรีเล่งคุณสำหรับหลังคลอดบุตร ชนิดแคปซูล, ยาแคปซูล","1","1","30","112.50"
"ประสะน้ำนม (ศูนย์บริการทางการแพทย์แผนไทย ม.ราชมงคลอีสาน), ยาผง","1","1","30","1,080.00"
"บรรเทาอาการขัดเบา, ยาผง","1","1","1","41.00"
"พิมเสนน้ำ ตราหินทอง, ยาน้ำ","1","1","1","20.00"
"น้อยหน่า, ครีม","1","1","1","16.00"
"อายุวัตนะ , ยาแคปซูล","1","0","100","150.00"
"ขับพิษเบอร์ 1 , ยาแคปซูล","1","0","10","40.00"
"ช้าพลู, ยาชง","1","1","1","35.00"
