"โรงพยาบาล","จำนวนหน่วยบริการที่ผ่านเกณฑ์","ประชากรผู้สูงอายุ(คน)","จำนวนคัดกรองทั้งหมด(คน)","จำนวนคัดกรองผ่านเกณฑ์(คน)","ร้อยละ","จำนวนผิดปกติ/เสี่ยงStep 1 (คน)","จำนวนผิดปกติ/เสี่ยงStep 2 (คน)","จำนวนที่ได้รับintervention(คน)","ร้อยละ"
"28778  :  โรงพยาบาลโพธิ์ตาก","0","254","2","0","0.00","0","0","0","0.00"
"28811  :  โรงพยาบาลเฝ้าไร่","0","594","268","0","0.00","7","0","0","0.00"
"28815  :  โรงพยาบาลรัตนวาปี","0","148","147","0","0.00","2","0","0","0.00"
"10707  :  โรงพยาบาลมหาสารคาม","0","0","0","0","0.00","0","0","0","0.00"
"11051  :  โรงพยาบาลแกดำ","0","1,176","29","0","0.00","12","0","0","0.00"
"11052  :  โรงพยาบาลโกสุมพิสัย","0","3,394","2","0","0.00","0","0","0","0.00"
"11053  :  โรงพยาบาลกันทรวิชัย","0","1,677","2","0","0.00","0","0","0","0.00"
"11054  :  โรงพยาบาลเชียงยืน","0","2,496","2,298","0","0.00","357","20","16","80.00"
"11055  :  โรงพยาบาลบรบือ","0","3,008","2,708","0","0.00","1","1","1","100.00"
"11056  :  โรงพยาบาลนาเชือก","0","991","450","0","0.00","32","1","0","0.00"
"11057  :  โรงพยาบาลพยัคฆภูมิพิสัย","0","2,227","2,125","0","0.00","131","0","0","0.00"
"11058  :  โรงพยาบาลวาปีปทุม","0","2,594","1,314","0","0.00","231","24","23","95.83"
"11059  :  โรงพยาบาลนาดูน","0","800","95","0","0.00","1","0","0","0.00"
"11060  :  โรงพยาบาลยางสีสุราช","0","1,051","140","0","0.00","52","0","0","0.00"
"22953  :  โรงพยาบาลสุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม","0","1,127","82","0","0.00","1","0","0","0.00"
"24704  :  โรงพยาบาลกุดรัง","0","401","294","0","0.00","0","0","0","0.00"
"28843  :  โรงพยาบาลชื่นชม","0","24","3","0","0.00","0","0","0","0.00"
"10708  :  โรงพยาบาลร้อยเอ็ด","0","0","0","0","0.00","0","0","0","0.00"
"11061  :  โรงพยาบาลเกษตรวิสัย","0","2,439","1,769","0","0.00","770","16","14","87.50"
"11062  :  โรงพยาบาลปทุมรัตต์","0","1,704","1,676","0","0.00","406","3","2","66.67"
"11063  :  โรงพยาบาลจตุรพักตรพิมาน","0","2,337","1,331","0","0.00","471","12","4","33.33"
"11064  :  โรงพยาบาลธวัชบุรี","0","1,217","984","0","0.00","314","7","6","85.71"
"11065  :  โรงพยาบาลพนมไพร","0","1,775","1,748","0","0.00","757","2","1","50.00"
"11066  :  โรงพยาบาลโพนทอง","0","2,271","38","0","0.00","15","1","1","100.00"
"11067  :  โรงพยาบาลโพธิ์ชัย","0","1,373","841","0","0.00","21","0","0","0.00"
"11068  :  โรงพยาบาลหนองพอก","0","1,528","1,523","0","0.00","76","11","10","90.91"
"11069  :  โรงพยาบาลเสลภูมิ","0","2,550","1,607","0","0.00","3","3","2","66.67"
"11070  :  โรงพยาบาลสุวรรณภูมิ","0","3,728","2,674","0","0.00","5","0","0","0.00"
"11071  :  โรงพยาบาลเมืองสรวง","0","871","686","0","0.00","41","1","0","0.00"
"11072  :  โรงพยาบาลโพนทราย","0","1,190","1,163","0","0.00","54","2","2","100.00"
"11073  :  โรงพยาบาลอาจสามารถ","0","1,763","1,719","0","0.00","723","2","2","100.00"
"11074  :  โรงพยาบาลเมยวดี","0","834","67","0","0.00","29","1","1","100.00"
"11075  :  โรงพยาบาลศรีสมเด็จ","0","1,054","1,017","0","0.00","18","1","0","0.00"
"11076  :  โรงพยาบาลจังหาร","0","1,268","253","0","0.00","120","0","0","0.00"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","0","322","13","0","0.00","2","0","0","0.00"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","0","768","323","0","0.00","159","9","7","77.78"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","0","350","97","0","0.00","34","0","0","0.00"
"27989  :  โรงพยาบาลเชียงขวัญ","0","434","382","0","0.00","4","0","0","0.00"
"27990  :  โรงพยาบาลหนองฮี","0","618","17","0","0.00","9","1","1","100.00"
"10709  :  โรงพยาบาลกาฬสินธุ์","0","1,291","522","0","0.00","4","0","0","0.00"
"11077  :  โรงพยาบาลนามน","0","1,111","414","0","0.00","0","0","0","0.00"
"11078  :  โรงพยาบาลกมลาไสย","0","2,043","20","0","0.00","3","0","0","0.00"
"11079  :  โรงพยาบาลร่องคำ","0","1,083","736","0","0.00","103","19","19","100.00"
"11080  :  โรงพยาบาลเขาวง","0","2,007","210","0","0.00","2","0","0","0.00"
"11081  :  โรงพยาบาลยางตลาด","0","2,632","42","0","0.00","20","0","0","0.00"
"11082  :  โรงพยาบาลห้วยเม็ก","0","1,557","1,132","0","0.00","123","0","0","0.00"
"11083  :  โรงพยาบาลสหัสขันธ์","0","959","2","0","0.00","0","0","0","0.00"
"11084  :  โรงพยาบาลคำม่วง","0","1,410","186","0","0.00","17","0","0","0.00"
"11085  :  โรงพยาบาลท่าคันโท","0","1,697","427","0","0.00","2","0","0","0.00"
"11086  :  โรงพยาบาลหนองกุงศรี","0","1,254","493","0","0.00","18","0","0","0.00"
"11087  :  โรงพยาบาลสมเด็จ","0","1,550","26","0","0.00","20","0","0","0.00"
"11088  :  โรงพยาบาลห้วยผึ้ง","0","1,534","90","0","0.00","13","0","0","0.00"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","0","2,971","2,310","0","0.00","85","80","0","0.00"
"11965  :  โรงพยาบาลธีรวัฒน์","0","1","0","0","0.00","0","0","0","0.00"
"28017  :  โรงพยาบาลนาคู","0","794","693","0","0.00","4","1","0","0.00"
"28789  :  โรงพยาบาลฆ้องชัย","0","688","688","0","0.00","33","0","0","0.00"
"28790  :  โรงพยาบาลดอนจาน","0","575","537","0","0.00","4","0","0","0.00"
"28791  :  โรงพยาบาลสามชัย","0","228","0","0","0.00","0","0","0","0.00"
"10710  :  โรงพยาบาลสกลนคร","0","0","0","0","0.00","0","0","0","0.00"
"11089  :  โรงพยาบาลกุสุมาลย์","0","1,538","4","0","0.00","0","0","0","0.00"
"11090  :  โรงพยาบาลกุดบาก","0","866","4","0","0.00","0","0","0","0.00"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","0","1,249","1","0","0.00","0","0","0","0.00"
"11092  :  โรงพยาบาลพังโคน","0","2,288","4","0","0.00","1","0","0","0.00"
"11093  :  โรงพยาบาลวาริชภูมิ","0","1,647","2","0","0.00","0","0","0","0.00"
"11094  :  โรงพยาบาลนิคมน้ำอูน","0","539","2","0","0.00","0","0","0","0.00"
"11095  :  โรงพยาบาลวานรนิวาส","0","2,324","4","0","0.00","0","0","0","0.00"
"11096  :  โรงพยาบาลคำตากล้า","0","1,944","1,694","0","0.00","22","2","2","100.00"
"11097  :  โรงพยาบาลบ้านม่วง","0","1,169","2","0","0.00","0","0","0","0.00"
"11098  :  โรงพยาบาลอากาศอำนวย","0","2,301","1,112","0","0.00","1","0","0","0.00"
"11099  :  โรงพยาบาลส่องดาว","0","663","0","0","0.00","0","0","0","0.00"
"11100  :  โรงพยาบาลเต่างอย","0","486","435","0","0.00","0","0","0","0.00"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","0","1,607","1,262","0","0.00","30","0","0","0.00"
"11102  :  โรงพยาบาลเจริญศิลป์","0","1,340","11","0","0.00","6","0","0","0.00"
"11103  :  โรงพยาบาลโพนนาแก้ว","0","486","0","0","0.00","0","0","0","0.00"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","0","4,853","532","0","0.00","67","5","5","100.00"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","0","1,419","18","0","0.00","1","0","0","0.00"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","0","668","386","0","0.00","5","0","0","0.00"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0","0","0.00","0","0","0","0.00"
"10711  :  โรงพยาบาลนครพนม","0","641","13","0","0.00","1","0","0","0.00"
"11104  :  โรงพยาบาลปลาปาก","0","1,255","1,153","0","0.00","210","7","7","100.00"
"11105  :  โรงพยาบาลท่าอุเทน","0","773","646","0","0.00","56","1","1","100.00"
"11106  :  โรงพยาบาลบ้านแพง","0","1,348","1,310","0","0.00","96","1","0","0.00"
"11107  :  โรงพยาบาลนาทม","0","433","395","0","0.00","0","0","0","0.00"
"11108  :  โรงพยาบาลเรณูนคร","0","1,476","1,396","0","0.00","120","92","92","100.00"
"11109  :  โรงพยาบาลนาแก","0","1,317","48","0","0.00","8","0","0","0.00"
"11110  :  โรงพยาบาลศรีสงคราม","0","1,290","955","0","0.00","2","0","0","0.00"
"11111  :  โรงพยาบาลนาหว้า","0","1,822","4","0","0.00","0","0","0","0.00"
"11112  :  โรงพยาบาลโพนสวรรค์","0","1,457","1,422","0","0.00","56","0","0","0.00"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","0","317","296","0","0.00","145","4","1","25.00"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0","0","0.00","0","0","0","0.00"
"40840  :  โรงพยาบาลวังยาง","0","420","413","0","0.00","30","0","0","0.00"
"10712  :  โรงพยาบาลมุกดาหาร","0","4,070","1,356","0","0.00","1","0","0","0.00"
"11113  :  โรงพยาบาลนิคมคำสร้อย","0","1,052","928","0","0.00","153","3","3","100.00"
"11114  :  โรงพยาบาลดอนตาล","0","1,060","947","0","0.00","1","0","0","0.00"
"11115  :  โรงพยาบาลดงหลวง","0","1,056","638","0","0.00","1","1","1","100.00"
"11116  :  โรงพยาบาลคำชะอี","0","1,125","13","0","0.00","10","1","1","100.00"
"11117  :  โรงพยาบาลหว้านใหญ่","0","314","271","0","0.00","23","1","1","100.00"
"11118  :  โรงพยาบาลหนองสูง","0","561","452","0","0.00","298","0","0","0.00"
"06009  :  โรงพยาบาลแม่ตื่น","0","622","11","0","0.00","1","0","0","0.00"
"10713  :  โรงพยาบาลนครพิงค์","0","15","0","0","0.00","0","0","0","0.00"
"11119  :  โรงพยาบาลจอมทอง","0","4,921","4,641","0","0.00","1","1","1","100.00"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","0","2,268","2,035","0","0.00","602","2","0","0.00"
"11121  :  โรงพยาบาลเชียงดาว","0","2,949","12","0","0.00","10","0","0","0.00"
"11122  :  โรงพยาบาลดอยสะเก็ด","0","0","0","0","0.00","0","0","0","0.00"
"11123  :  โรงพยาบาลแม่แตง","0","0","0","0","0.00","0","0","0","0.00"
"11124  :  โรงพยาบาลสะเมิง","0","1,259","5","0","0.00","3","0","0","0.00"
"11125  :  โรงพยาบาลฝาง","0","1,308","858","0","0.00","1","0","0","0.00"
"11126  :  โรงพยาบาลแม่อาย","0","946","713","0","0.00","4","0","0","0.00"
"11127  :  โรงพยาบาลพร้าว","0","0","0","0","0.00","0","0","0","0.00"
"11128  :  โรงพยาบาลสันป่าตอง","0","1,778","2","0","0.00","0","0","0","0.00"
"11129  :  โรงพยาบาลสันกำแพง","0","0","0","0","0.00","0","0","0","0.00"
"11130  :  โรงพยาบาลสันทราย","0","0","0","0","0.00","0","0","0","0.00"
"11131  :  โรงพยาบาลหางดง","0","0","0","0","0.00","0","0","0","0.00"
"11132  :  โรงพยาบาลฮอด","0","2,111","7","0","0.00","4","0","0","0.00"
"11133  :  โรงพยาบาลดอยเต่า","0","750","634","0","0.00","92","0","0","0.00"
"11134  :  โรงพยาบาลอมก๋อย","0","1,064","164","0","0.00","3","0","0","0.00"
"11135  :  โรงพยาบาลสารภี","0","0","0","0","0.00","0","0","0","0.00"
"11136  :  โรงพยาบาลเวียงแหง","0","0","0","0","0.00","0","0","0","0.00"
"11137  :  โรงพยาบาลไชยปราการ","0","965","11","0","0.00","0","0","0","0.00"
"11138  :  โรงพยาบาลแม่วาง","0","1,322","1,018","0","0.00","338","2","0","0.00"
"11139  :  โรงพยาบาลแม่ออน","0","0","0","0","0.00","0","0","0","0.00"
"11507  :  โรงพยาบาลกองบิน 41","0","65","0","0","0.00","0","0","0","0.00"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","0","0","0","0","0.00","0","0","0","0.00"
"11643  :  โรงพยาบาลดอยหล่อ","0","0","0","0","0.00","0","0","0","0.00"
"11978  :  โรงพยาบาลดารารัศมี","0","0","0","0","0.00","0","0","0","0.00"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0","0","0.00","0","0","0","0.00"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","0","688","12","0","0.00","2","0","0","0.00"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","0","2,699","101","0","0.00","25","0","0","0.00"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","0","0","0","0","0.00","0","0","0","0.00"
"12280  :  โรงพยาบาลสวนปรุง","0","0","0","0","0.00","0","0","0","0.00"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0","0","0.00","0","0","0","0.00"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0","0","0.00","0","0","0","0.00"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","0","0","0","0","0.00","0","0","0","0.00"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","0","0","0","0","0.00","0","0","0","0.00"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","0","1,839","49","0","0.00","7","0","0","0.00"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","0","2,294","37","0","0.00","6","0","0","0.00"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","0","244","59","0","0.00","48","0","0","0.00"
"10714  :  โรงพยาบาลลำพูน","0","0","0","0","0.00","0","0","0","0.00"
"11140  :  โรงพยาบาลแม่ทา","0","1,517","1,495","0","0.00","303","0","0","0.00"
"11141  :  โรงพยาบาลบ้านโฮ่ง","0","2,258","2,188","0","0.00","254","1","1","100.00"
"11142  :  โรงพยาบาลลี้","0","0","0","0","0.00","0","0","0","0.00"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","0","936","788","0","0.00","206","1","1","100.00"
"11144  :  โรงพยาบาลป่าซาง","0","1,402","11","0","0.00","1","0","0","0.00"
"11145  :  โรงพยาบาลบ้านธิ","0","2,587","896","0","0.00","116","1","1","100.00"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0","0","0.00","0","0","0","0.00"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","0","444","6","0","0.00","0","0","0","0.00"
"24956  :  โรงพยาบาลเวียงหนองล่อง","0","609","550","0","0.00","6","0","0","0.00"
"10672  :  โรงพยาบาลลำปาง","0","0","0","0","0.00","0","0","0","0.00"
"11146  :  โรงพยาบาลแม่เมาะ","0","2,920","1,745","0","0.00","109","1","1","100.00"
"11147  :  โรงพยาบาลเกาะคา","0","590","337","0","0.00","5","0","0","0.00"
"11148  :  โรงพยาบาลเสริมงาม","0","2,044","1,802","0","0.00","764","0","0","0.00"
"11149  :  โรงพยาบาลงาว","0","1,102","639","0","0.00","137","0","0","0.00"
"11150  :  โรงพยาบาลแจ้ห่ม","0","1,916","1,753","0","0.00","443","1","1","100.00"
"11151  :  โรงพยาบาลวังเหนือ","0","1,768","1,509","0","0.00","0","0","0","0.00"
"11152  :  โรงพยาบาลเถิน","0","1,480","1,417","0","0.00","73","0","0","0.00"
"11153  :  โรงพยาบาลแม่พริก","0","1,544","1,228","0","0.00","57","1","1","100.00"
"11154  :  โรงพยาบาลแม่ทะ","0","1,610","774","0","0.00","18","1","1","100.00"
"11155  :  โรงพยาบาลสบปราบ","0","2,673","2,498","0","0.00","649","1","0","0.00"
"11156  :  โรงพยาบาลห้างฉัตร","0","2,439","1,405","0","0.00","148","0","0","0.00"
"11157  :  โรงพยาบาลเมืองปาน","0","1,297","1","0","0.00","0","0","0","0.00"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0","0","0.00","0","0","0","0.00"
"12283  :  โรงพยาบาลมะเร็งลำปาง","0","0","0","0","0.00","0","0","0","0.00"
"10673  :  โรงพยาบาลอุตรดิตถ์","0","6,123","1,507","18","0.29","16","0","0","0.00"
"11158  :  โรงพยาบาลตรอน","0","1,705","1,589","0","0.00","26","1","1","100.00"
"11159  :  โรงพยาบาลท่าปลา","0","1,520","1,499","0","0.00","227","0","0","0.00"
"11160  :  โรงพยาบาลน้ำปาด","0","1,308","1,224","0","0.00","58","0","0","0.00"
"11161  :  โรงพยาบาลฟากท่า","0","1,194","1,097","0","0.00","272","2","2","100.00"
"11162  :  โรงพยาบาลบ้านโคก","0","656","174","0","0.00","29","0","0","0.00"
"11163  :  โรงพยาบาลพิชัย","0","1,617","1,540","0","0.00","339","0","0","0.00"
"11164  :  โรงพยาบาลลับแล","0","2,036","1,877","2","0.10","113","0","0","0.00"
"11165  :  โรงพยาบาลทองแสนขัน","0","1,139","1,105","0","0.00","36","1","1","100.00"
"11509  :  โรงพยาบาลค่ายพิชัยดาบหัก","0","75","1","0","0.00","0","0","0","0.00"
"10715  :  โรงพยาบาลแพร่","0","0","0","0","0.00","0","0","0","0.00"
"11166  :  โรงพยาบาลร้องกวาง","0","1,055","790","0","0.00","41","2","2","100.00"
"11167  :  โรงพยาบาลลอง","0","2,540","2,302","0","0.00","341","0","0","0.00"
"11169  :  โรงพยาบาลสูงเม่น","0","0","0","0","0.00","0","0","0","0.00"
"11170  :  โรงพยาบาลสอง","0","2,872","2,827","0","0.00","103","0","0","0.00"
"11171  :  โรงพยาบาลวังชิ้น","0","1,182","1,127","0","0.00","1","0","0","0.00"
"11172  :  โรงพยาบาลหนองม่วงไข่","0","789","773","0","0.00","84","0","0","0.00"
"11452  :  โรงพยาบาลสมเด็จพระยุพราชเด่นชัย","0","2,297","1,992","0","0.00","2","0","0","0.00"
"10716  :  โรงพยาบาลน่าน","0","5,438","19","0","0.00","0","0","0","0.00"
"11173  :  โรงพยาบาลแม่จริม","0","716","2","0","0.00","0","0","0","0.00"
"11174  :  โรงพยาบาลบ้านหลวง","0","507","448","0","0.00","25","3","3","100.00"
"11175  :  โรงพยาบาลนาน้อย","0","1,504","499","0","0.00","0","0","0","0.00"
"11176  :  โรงพยาบาลท่าวังผา","0","1,077","1,036","0","0.00","27","2","2","100.00"
"11177  :  โรงพยาบาลเวียงสา","0","2,841","7","0","0.00","3","0","0","0.00"
"11178  :  โรงพยาบาลทุ่งช้าง","0","661","0","0","0.00","0","0","0","0.00"
"11179  :  โรงพยาบาลเชียงกลาง","0","1,210","2","0","0.00","0","0","0","0.00"
"11180  :  โรงพยาบาลนาหมื่น","0","1,192","1,135","0","0.00","45","1","1","100.00"
"11181  :  โรงพยาบาลสันติสุข","0","915","0","0","0.00","0","0","0","0.00"
"11182  :  โรงพยาบาลบ่อเกลือ","0","341","272","0","0.00","158","0","0","0.00"
"11183  :  โรงพยาบาลสองแคว","0","595","5","0","0.00","0","0","0","0.00"
"11453  :  โรงพยาบาลสมเด็จพระยุพราชปัว","0","1,314","1,254","0","0.00","8","4","4","100.00"
"11510  :  โรงพยาบาลค่ายสุริยพงษ์","0","25","2","0","0.00","1","0","0","0.00"
"11625  :  โรงพยาบาลเฉลิมพระเกียรติ","0","153","75","0","0.00","0","0","0","0.00"
"25017  :  โรงพยาบาลภูเพียง","0","259","188","0","0.00","8","1","0","0.00"
"10717  :  โรงพยาบาลพะเยา","0","0","0","0","0.00","0","0","0","0.00"
"10718  :  โรงพยาบาลเชียงคำ","0","0","0","0","0.00","0","0","0","0.00"
"11184  :  โรงพยาบาลจุน","0","1,924","1,883","0","0.00","352","0","0","0.00"
"11185  :  โรงพยาบาลเชียงม่วน","0","0","0","0","0.00","0","0","0","0.00"
"11186  :  โรงพยาบาลดอกคำใต้","0","1,355","1,277","0","0.00","34","5","5","100.00"
"11187  :  โรงพยาบาลปง","0","1,105","1,073","0","0.00","261","1","1","100.00"
"11188  :  โรงพยาบาลแม่ใจ","0","0","0","0","0.00","0","0","0","0.00"
"15140  :  โรงพยาบาลค่ายขุนเจืองธรรมิกราช","0","14","1","0","0.00","0","0","0","0.00"
"40744  :  โรงพยาบาลภูซาง","0","0","0","0","0.00","0","0","0","0.00"
"40745  :  โรงพยาบาลภูกามยาว","0","0","0","0","0.00","0","0","0","0.00"
"41347  :  โรงพยาบาลมหาวิทยาลัยพะเยา","0","0","0","0","0.00","0","0","0","0.00"
"10674  :  โรงพยาบาลเชียงรายประชานุเคราะห์","0","5,101","332","0","0.00","53","9","4","44.44"
"11189  :  โรงพยาบาลเทิง","0","2,490","295","0","0.00","35","0","0","0.00"
"11190  :  โรงพยาบาลพาน","0","0","0","0","0.00","0","0","0","0.00"
"11191  :  โรงพยาบาลป่าแดด","0","728","668","0","0.00","52","6","6","100.00"
"11192  :  โรงพยาบาลแม่จัน","0","0","0","0","0.00","0","0","0","0.00"
"11193  :  โรงพยาบาลเชียงแสน","0","617","546","0","0.00","4","1","1","100.00"
"11194  :  โรงพยาบาลแม่สาย","0","2,750","827","0","0.00","6","3","3","100.00"
"11195  :  โรงพยาบาลแม่สรวย","0","1,391","1,319","0","0.00","1","0","0","0.00"
"11196  :  โรงพยาบาลเวียงป่าเป้า","0","2,308","32","0","0.00","2","0","0","0.00"
"11197  :  โรงพยาบาลพญาเม็งราย","0","744","65","0","0.00","19","7","7","100.00"
"11198  :  โรงพยาบาลเวียงแก่น","0","716","617","0","0.00","57","1","1","100.00"
"11199  :  โรงพยาบาลขุนตาล","0","854","847","0","0.00","441","7","0","0.00"
"11200  :  โรงพยาบาลแม่ฟ้าหลวง","0","370","347","0","0.00","1","0","0","0.00"
"11201  :  โรงพยาบาลแม่ลาว","0","532","459","0","0.00","45","33","31","93.94"
"11202  :  โรงพยาบาลเวียงเชียงรุ้ง","0","1,065","682","0","0.00","26","0","0","0.00"
"11454  :  โรงพยาบาลสมเด็จพระยุพราชเชียงของ","0","2,091","1,403","0","0.00","4","0","0","0.00"
"15012  :  โรงพยาบาลสมเด็จพระญาณสังวร","0","686","648","0","0.00","269","0","0","0.00"
"23429  :  โรงพยาบาลมหาวิทยาลัยแม่ฟ้าหลวง","0","0","0","0","0.00","0","0","0","0.00"
"28823  :  โรงพยาบาลดอยหลวง","0","213","201","0","0.00","119","1","0","0.00"
"41509  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยแม่ฟ้าหลวง","0","0","0","0","0.00","0","0","0","0.00"
"10719  :  โรงพยาบาลศรีสังวาลย์","0","1,041","1,016","0","0.00","290","2","2","100.00"
"11203  :  โรงพยาบาลขุนยวม","0","997","622","0","0.00","58","1","1","100.00"
"11204  :  โรงพยาบาลปาย","0","808","4","0","0.00","0","0","0","0.00"
"11205  :  โรงพยาบาลแม่สะเรียง","0","2,305","2","0","0.00","0","0","0","0.00"
"11206  :  โรงพยาบาลแม่ลาน้อย","0","906","670","0","0.00","29","0","0","0.00"
"11207  :  โรงพยาบาลสบเมย","0","460","341","0","0.00","62","0","0","0.00"
"11208  :  โรงพยาบาลปางมะผ้า","1","298","292","292","97.99","105","1","1","100.00"
"14197  :  โรงพยาบาลธัญญรักษ์แม่ฮ่องสอน","0","2","1","0","0.00","0","0","0","0.00"
"10675  :  โรงพยาบาลสวรรค์ประชารักษ์","0","0","0","0","0.00","0","0","0","0.00"
"11209  :  โรงพยาบาลโกรกพระ","0","1,490","1,289","1","0.07","2","0","0","0.00"
"11210  :  โรงพยาบาลชุมแสง","0","862","837","142","16.47","26","0","0","0.00"
"11211  :  โรงพยาบาลหนองบัว","0","2,988","2,625","0","0.00","613","6","6","100.00"
"11212  :  โรงพยาบาลบรรพตพิสัย","0","733","387","0","0.00","45","0","0","0.00"
"11213  :  โรงพยาบาลเก้าเลี้ยว","0","1,104","984","0","0.00","93","0","0","0.00"
"11214  :  โรงพยาบาลตาคลี","0","2,147","1","0","0.00","0","0","0","0.00"
"11215  :  โรงพยาบาลท่าตะโก","0","1,802","1,531","0","0.00","118","0","0","0.00"
"11216  :  โรงพยาบาลไพศาลี","0","1,691","3","0","0.00","0","0","0","0.00"
"11217  :  โรงพยาบาลพยุหะคีรี","0","1,342","2","1","0.07","1","0","0","0.00"
"11218  :  โรงพยาบาลลาดยาว","0","1,765","2","0","0.00","0","0","0","0.00"
"11219  :  โรงพยาบาลตากฟ้า","0","1,657","1,364","0","0.00","32","1","1","100.00"
"11220  :  โรงพยาบาลแม่วงก์","0","606","603","0","0.00","0","1","1","100.00"
"11513  :  โรงพยาบาลค่ายจิรประวัติ","0","1,183","6","0","0.00","1","0","0","0.00"
"12030  :  โรงพยาบาลพริ้นซ์ ปากน้ำโพ 1 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0.00","0","0","0","0.00"
"12033  :  โรงพยาบาลรวมแพทย์นครสวรรค์","0","0","0","0","0.00","0","0","0","0.00"
"12034  :  โรงพยาบาลพริ้นซ์ ปากน้ำโพ 2 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0.00","0","0","0","0.00"
"12042  :  โรงพยาบาลร่มฉัตร","0","2,090","16","0","0.00","0","0","0","0.00"
"12044  :  โรงพยาบาลศรีสวรรค์","0","0","0","0","0.00","0","0","0","0.00"
"12284  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 3","0","0","0","0","0.00","0","0","0","0.00"
"14171  :  โรงพยาบาลจิตเวชนครสวรรค์ราชนครินทร์","0","0","0","0","0.00","0","0","0","0.00"
"40749  :  โรงพยาบาลชุมตาบง","0","396","378","0","0.00","10","0","0","0.00"
"10720  :  โรงพยาบาลอุทัยธานี","0","240","199","0","0.00","88","0","0","0.00"
"11221  :  โรงพยาบาลทัพทัน","0","1,040","1,005","0","0.00","158","23","2","8.70"
"11222  :  โรงพยาบาลสว่างอารมณ์","0","898","773","0","0.00","32","37","37","100.00"
"11223  :  โรงพยาบาลหนองฉาง","0","1,072","991","0","0.00","55","2","2","100.00"
"11224  :  โรงพยาบาลหนองขาหย่าง","0","558","557","0","0.00","10","1","1","100.00"
"11225  :  โรงพยาบาลบ้านไร่","0","1,486","1,383","0","0.00","4","2","0","0.00"
"11226  :  โรงพยาบาลลานสัก","0","1,550","1,530","0","0.00","65","0","0","0.00"
"11227  :  โรงพยาบาลห้วยคต","0","925","741","0","0.00","185","11","7","63.64"
"10721  :  โรงพยาบาลกำแพงเพชร","0","0","0","0","0.00","0","0","0","0.00"
"11228  :  โรงพยาบาลทุ่งโพธิ์ทะเล","0","1,782","1,759","0","0.00","505","3","1","33.33"
"11229  :  โรงพยาบาลไทรงาม","0","1,456","1,419","0","0.00","9","125","112","89.60"
"11230  :  โรงพยาบาลคลองลาน","0","2,512","2,511","1","0.04","353","92","11","11.96"
"11231  :  โรงพยาบาลขาณุวรลักษบุรี","0","1,217","1,195","0","0.00","3","0","0","0.00"
"11232  :  โรงพยาบาลคลองขลุง","0","1,274","1,272","0","0.00","1,268","2","2","100.00"
