"โรงพยาบาล","ภาคเรียนที่ 1","ภาคเรียนที่ 2"
"เตรียมอนุบาล","อนุบาล 1","อนุบาล 2","อนุบาล 3","ประถม1","ประถม2","ประถม3","ประถม4","ประถม5","ประถม6","มัธยม1","มัธยม2","มัธยม3","เตรียมอนุบาล","อนุบาล 1","อนุบาล 2","อนุบาล 3","ประถม1","ประถม2","ประถม3","ประถม4","ประถม5","ประถม6","มัธยม1","มัธยม2","มัธยม3"
"ชาย","หญิง","ชาย","หญิง","ชาย","หญิง","ชาย","หญิง","ชาย","หญิง","ชาย","หญิง","ชาย","หญิง","ชาย","หญิง","ชาย","หญิง","ชาย","หญิง","ชาย","หญิง","ชาย","หญิง","ชาย","หญิง","ชาย","หญิง","ชาย","หญิง","ชาย","หญิง","ชาย","หญิง","ชาย","หญิง","ชาย","หญิง","ชาย","หญิง","ชาย","หญิง","ชาย","หญิง","ชาย","หญิง","ชาย","หญิง","ชาย","หญิง","ชาย","หญิง"
"11072  :  โรงพยาบาลโพนทราย","23","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31","40","28","34","44","24","37","34","34","39","32","35","35","31","45","29","64","67","65","69","52","53"
"11073  :  โรงพยาบาลอาจสามารถ","68","55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","27","62","71","102","59","95","98","83","94","101","93","99","105","83","100","109","92","152","134","137","128","115","110"
"11074  :  โรงพยาบาลเมยวดี","53","53","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","5","54","47","45","24","32","41","47","41","36","44","44","28","28","44","39","43","77","69","81","70","78","90"
"11075  :  โรงพยาบาลศรีสมเด็จ","31","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","17","47","55","72","70","66","55","64","69","72","59","64","54","49","69","71","59","95","75","89","101","147","104"
"11076  :  โรงพยาบาลจังหาร","35","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","14","33","28","28","26","14","13","11","8","10","8","9","12","15","8","17","10","47","27","48","59","136","80"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","30","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","29","27","39","19","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","18","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","6","5","3","2","3","0","1","2","2","2","3","5","1","3","0","4","10","7","5","10","7","56","26"
"27989  :  โรงพยาบาลเชียงขวัญ","22","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","21","22","19","17","13","4","5","5","4","5","4","6","4","4","8","11","8","0","0","0","0","57","14"
"27990  :  โรงพยาบาลหนองฮี","55","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","13","11","9","5","9","8","9","11","11","20","14","12","6","10","13","22","27","38","21","86","48"
"10709  :  โรงพยาบาลกาฬสินธุ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33","34","69","77","86","80","211","167","151","192","182","204","188","209","232","197","201","240","485","451","508","549","470","505"
"11077  :  โรงพยาบาลนามน","92","96","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","5","57","53","79","78","67","75","60","58","50","75","79","59","77","69","63","71","34","34","34","24","148","93"
"11078  :  โรงพยาบาลกมลาไสย","94","75","9","19","19","10","12","12","9","7","9","8","8","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34","30","59","65","75","62","105","101","95","88","95","95","95","103","115","101","104","107","223","222","205","216","363","302"
"11079  :  โรงพยาบาลร่องคำ","65","72","39","36","50","40","0","0","34","35","31","38","40","36","41","28","41","29","34","30","0","0","0","0","0","0","0","0","19","16","35","30","37","44","30","31","24","30","33","29","41","31","40","27","41","43","181","190","178","201","155","193"
"11080  :  โรงพยาบาลเขาวง","45","46","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28","30","44","40","60","64","91","95","75","80","79","90","98","87","74","75","78","78","123","140","130","161","128","139"
"11081  :  โรงพยาบาลยางตลาด","88","102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","48","46","90","77","107","91","95","108","120","100","126","99","111","113","109","128","147","106","138","169","133","153","403","215"
"11082  :  โรงพยาบาลห้วยเม็ก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11083  :  โรงพยาบาลสหัสขันธ์","28","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","7","21","30","23","27","12","18","30","13","23","21","15","32","27","20","20","24","93","106","88","110","242","162"
"11084  :  โรงพยาบาลคำม่วง","43","32","4","4","7","6","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","43","33","91","66","119","100","98","89","96","83","90","84","86","88","94","74","88","78","131","140","120","129","127","127"
"11085  :  โรงพยาบาลท่าคันโท","50","60","27","18","27","22","14","20","13","14","8","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21","30","40","47","47","66","72","60","65","59","64","59","72","66","67","78","57","62","94","87","88","104","97","93"
"11086  :  โรงพยาบาลหนองกุงศรี","40","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","48","63","111","76","90","119","92","96","91","82","88","76","107","81","108","79","86","94","126","132","126","138","255","220"
"11087  :  โรงพยาบาลสมเด็จ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","66","56","180","149","191","158","203","196","206","207","194","214","191","204","233","235","215","220","289","326","239","291","239","265"
"11088  :  โรงพยาบาลห้วยผึ้ง","22","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","59","42","58","72","74","68","92","86","93","89","84","79","96","102","94","86","96","79","85","80","74","89","156","122"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","109","101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","183","222","204","252","183","262","0","0","57","45","133","128","163","167","207","191","166","200","174","158","202","176","200","197","205","200","177","163","148","149","260","200"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28017  :  โรงพยาบาลนาคู","24","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","10","29","20","29","26","27","31","25","26","21","21","29","13","17","26","33","24","19","12","14","16","26","10"
"28789  :  โรงพยาบาลฆ้องชัย","31","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","15","12","15","23","13","11","18","15","15","18","21","21","20","12","15","24","19","13","15","10","92","42"
"28790  :  โรงพยาบาลดอนจาน","52","46","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29","19","26","19","14","27","24","16","23","22","9","23","18","19","30","33","48","45","49","39","44","52"
"28791  :  โรงพยาบาลสามชัย","12","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","18","18","24","34","27","31","26","34","27","31","34","22","39","40","45","75","99","84","82","147","126"
"10710  :  โรงพยาบาลสกลนคร","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11089  :  โรงพยาบาลกุสุมาลย์","107","102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","4","71","64","107","73","81","101","93","74","101","96","82","90","96","104","115","92","13","21","12","13","9","12"
"11090  :  โรงพยาบาลกุดบาก","22","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","23","51","62","60","65","62","57","58","46","47","60","63","55","52","48","46","49","0","0","0","0","0","0"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33","39","87","65","98","82","110","87","80","92","97","76","89","83","85","98","89","89","4","11","16","11","16","15"
"11092  :  โรงพยาบาลพังโคน","29","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","77","54","133","120","133","141","144","156","155","162","136","152","133","138","161","138","153","131","9","26","2","22","1","12"
"11093  :  โรงพยาบาลวาริชภูมิ","74","58","27","16","19","21","29","22","14","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","53","68","69","77","105","95","97","90","91","114","122","89","88","89","87","108","98","89","0","0","0","0","0","0"
"11094  :  โรงพยาบาลนิคมน้ำอูน","57","48","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","15","21","11","27","23","17","14","20","22","26","12","15","13","20","24","0","0","0","0","0","0"
"11095  :  โรงพยาบาลวานรนิวาส","203","213","40","39","21","26","18","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34","16","133","128","145","168","178","171","168","171","180","186","193","185","180","182","188","175","59","54","44","47","44","39"
"11096  :  โรงพยาบาลคำตากล้า","81","93","35","29","51","43","52","48","58","91","48","62","68","61","54","52","53","48","56","45","0","0","0","0","0","0","0","0","31","37","58","52","73","53","41","33","34","46","36","45","57","37","58","47","52","51","21","7","22","9","36","13"
"11097  :  โรงพยาบาลบ้านม่วง","52","41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26","19","80","63","74","93","86","89","85","82","88","83","104","89","102","94","101","86","14","15","7","20","9","6"
"11098  :  โรงพยาบาลอากาศอำนวย","66","64","46","38","69","65","62","48","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","26","54","37","63","50","98","102","118","112","110","132","122","115","124","118","133","114","10","6","13","7","14","9"
"11099  :  โรงพยาบาลส่องดาว","16","16","36","27","38","35","21","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","22","64","49","59","60","64","79","66","77","85","62","71","54","59","79","72","74","6","8","7","7","13","6"
"11100  :  โรงพยาบาลเต่างอย","33","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29","30","43","38","50","52","37","22","35","34","40","45","42","51","42","32","34","36","0","0","0","0","0","0"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","62","60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","24","81","63","88","80","67","67","71","52","50","53","48","68","53","50","43","50","0","0","0","0","0","0"
"11102  :  โรงพยาบาลเจริญศิลป์","69","65","22","26","25","26","22","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","15","20","12","16","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11103  :  โรงพยาบาลโพนนาแก้ว","49","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29","23","18","24","22","26","24","15","23","28","27","22","29","26","23","22","16","26","15","12","15","13"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","144","120","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","110","97","289","217","331","291","377","336","336","343","316","303","365","358","357","330","340","363","277","289","248","233","228","247"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","86","72","90","109","91","105","80","80","75","74","84","93","71","82","78","90","83","72","32","40","41","44","45","34"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","22","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","20","29","16","20","25","22","30","18","15","29","28","17","27","21","19","0","0","0","0","0","0"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10711  :  โรงพยาบาลนครพนม","0","0","16","16","25","19","20","35","33","35","28","22","25","33","43","24","35","33","25","36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","175","209","175","244","145","213"
"11104  :  โรงพยาบาลปลาปาก","95","98","33","24","24","16","7","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","22","65","48","70","70","79","93","75","80","87","67","95","80","86","66","93","78","154","152","133","121","258","162"
"11105  :  โรงพยาบาลท่าอุเทน","43","33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22","28","39","32","30","34","31","25","37","27","44","34","36","42","35","41","121","141","115","136","283","210"
"11106  :  โรงพยาบาลบ้านแพง","85","64","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","55","52","116","107","105","126","103","100","88","95","110","113","82","101","92","109","105","107","120","147","115","121","217","161"
"11107  :  โรงพยาบาลนาทม","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","37","21","27","36","28","32","33","19","34","23","31","28","31","30","33","28","60","60","41","48","50","43"
"11108  :  โรงพยาบาลเรณูนคร","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11109  :  โรงพยาบาลนาแก","33","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47","62","126","115","156","138","177","165","198","182","152","163","176","171","197","177","167","199","72","86","74","98","214","160"
"11110  :  โรงพยาบาลศรีสงคราม","100","98","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38","32","136","130","151","131","146","135","114","127","154","143","120","122","127","145","133","160","128","169","104","154","249","187"
"11111  :  โรงพยาบาลนาหว้า","14","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","15","61","60","62","58","94","107","84","87","79","95","102","86","92","101","107","77","112","118","122","110","115","133"
"11112  :  โรงพยาบาลโพนสวรรค์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","5","46","44","41","51","60","54","37","44","49","44","60","48","38","43","45","51","102","115","103","126","105","113"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","2","3","6","5","5","4","1","4","6","7","8","5","11","6","0","0","0","0","0","0"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40840  :  โรงพยาบาลวังยาง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","13","15","12","14","17","16","14","17","23","18","17","23","22","12","12","12","11","32","20","16","25"
"10712  :  โรงพยาบาลมุกดาหาร","116","120","41","50","66","67","65","69","53","53","75","74","50","66","75","64","58","58","66","59","76","79","48","52","50","48","0","0","167","154","269","241","286","281","346","325","257","318","294","289","303","294","328","303","315","323","259","359","265","351","676","539"
"11113  :  โรงพยาบาลนิคมคำสร้อย","70","64","19","20","27","24","25","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","18","36","46","33","38","42","42","53","46","32","38","46","53","41","60","56","39","100","128","78","96","231","166"
"11114  :  โรงพยาบาลดอนตาล","30","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22","26","51","44","70","65","67","63","49","53","54","49","67","59","63","57","66","55","70","125","94","106","77","77"
"11115  :  โรงพยาบาลดงหลวง","86","80","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","19","51","58","65","74","59","56","54","61","42","49","72","46","59","56","56","48","72","86","68","92","63","87"
"11116  :  โรงพยาบาลคำชะอี","42","35","3","9","16","11","43","41","23","24","28","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","36","68","70","46","52","86","65","63","55","89","96","95","113","89","92","85","94","75","119","84","104","63","111"
"11117  :  โรงพยาบาลหว้านใหญ่","21","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","10","18","13","18","10","23","9","9","11","10","9","17","13","21","17","36","33","45","42","123","70"
"11118  :  โรงพยาบาลหนองสูง","24","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","13","19","12","21","16","12","7","12","12","12","14","21","19","16","11","64","72","62","68","103","77"
"06009  :  โรงพยาบาลแม่ตื่น","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10713  :  โรงพยาบาลนครพิงค์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11119  :  โรงพยาบาลจอมทอง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11121  :  โรงพยาบาลเชียงดาว","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","1","0","6","4","7","7","5","9","12","4","7","5","5","12","57","50","50","64","39","75"
"11122  :  โรงพยาบาลดอยสะเก็ด","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11123  :  โรงพยาบาลแม่แตง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11124  :  โรงพยาบาลสะเมิง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11125  :  โรงพยาบาลฝาง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11126  :  โรงพยาบาลแม่อาย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11127  :  โรงพยาบาลพร้าว","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11128  :  โรงพยาบาลสันป่าตอง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11129  :  โรงพยาบาลสันกำแพง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11130  :  โรงพยาบาลสันทราย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11131  :  โรงพยาบาลหางดง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11132  :  โรงพยาบาลฮอด","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11133  :  โรงพยาบาลดอยเต่า","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11134  :  โรงพยาบาลอมก๋อย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11135  :  โรงพยาบาลสารภี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11136  :  โรงพยาบาลเวียงแหง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11137  :  โรงพยาบาลไชยปราการ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11138  :  โรงพยาบาลแม่วาง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11139  :  โรงพยาบาลแม่ออน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11507  :  โรงพยาบาลกองบิน 41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11643  :  โรงพยาบาลดอยหล่อ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11978  :  โรงพยาบาลดารารัศมี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12280  :  โรงพยาบาลสวนปรุง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
