"โรงพยาบาล","ปีการศึกษา 2558 เทอม 2 ตค.-ธค.","ปีการศึกษา 2559 เทอม 1 พค.-กค."
"B","A","อัตรา(100)","B","A","อัตรา(100)"
"10712  :  โรงพยาบาลมุกดาหาร","7","1","14.29","522","58","11.11"
"11113  :  โรงพยาบาลนิคมคำสร้อย","245","43","17.55","684","106","15.50"
"11114  :  โรงพยาบาลดอนตาล","0","0","0.00","20","5","25.00"
"11115  :  โรงพยาบาลดงหลวง","0","0","0.00","686","40","5.83"
"11116  :  โรงพยาบาลคำชะอี","0","0","0.00","0","0","0.00"
"11117  :  โรงพยาบาลหว้านใหญ่","29","3","10.34","312","43","13.78"
"11118  :  โรงพยาบาลหนองสูง","3","0","0.00","115","13","11.30"
"06009  :  โรงพยาบาลแม่ตื่น","1","0","0.00","1,021","33","3.23"
"10713  :  โรงพยาบาลนครพิงค์","0","0","0.00","0","0","0.00"
"11119  :  โรงพยาบาลจอมทอง","19","0","0.00","2,625","500","19.05"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","661","80","12.10","733","88","12.01"
"11121  :  โรงพยาบาลเชียงดาว","0","0","0.00","3","0","0.00"
"11122  :  โรงพยาบาลดอยสะเก็ด","26","4","15.38","945","163","17.25"
"11123  :  โรงพยาบาลแม่แตง","0","0","0.00","0","0","0.00"
"11124  :  โรงพยาบาลสะเมิง","132","16","12.12","249","26","10.44"
"11125  :  โรงพยาบาลฝาง","799","117","14.64","3,938","899","22.83"
"11126  :  โรงพยาบาลแม่อาย","0","0","0.00","1,155","102","8.83"
"11127  :  โรงพยาบาลพร้าว","0","0","0.00","0","0","0.00"
"11128  :  โรงพยาบาลสันป่าตอง","2","0","0.00","1,680","367","21.85"
"11129  :  โรงพยาบาลสันกำแพง","0","0","0.00","0","0","0.00"
"11130  :  โรงพยาบาลสันทราย","4","0","0.00","11","0","0.00"
"11131  :  โรงพยาบาลหางดง","4","0","0.00","1,318","255","19.35"
"11132  :  โรงพยาบาลฮอด","1","0","0.00","34","2","5.88"
"11133  :  โรงพยาบาลดอยเต่า","39","7","17.95","249","37","14.86"
"11134  :  โรงพยาบาลอมก๋อย","429","13","3.03","65","0","0.00"
"11135  :  โรงพยาบาลสารภี","1","0","0.00","0","0","0.00"
"11136  :  โรงพยาบาลเวียงแหง","2","0","0.00","0","0","0.00"
"11137  :  โรงพยาบาลไชยปราการ","0","0","0.00","337","51","15.13"
"11138  :  โรงพยาบาลแม่วาง","0","0","0.00","0","0","0.00"
"11139  :  โรงพยาบาลแม่ออน","3","0","0.00","215","43","20.00"
"11507  :  โรงพยาบาลกองบิน 41","0","0","0.00","0","0","0.00"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","0","0","0.00","0","0","0.00"
"11643  :  โรงพยาบาลดอยหล่อ","2","0","0.00","10","1","10.00"
"11978  :  โรงพยาบาลดารารัศมี","0","0","0.00","0","0","0.00"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0.00"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","30","4","13.33","715","74","10.35"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","14","4","28.57","64","18","28.13"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","0","0","0.00","0","0","0.00"
"12280  :  โรงพยาบาลสวนปรุง","0","0","0.00","0","0","0.00"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0.00","0","0","0.00"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0.00","0","0","0.00"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","0","0","0.00","0","0","0.00"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","0","0","0.00","0","0","0.00"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","0","0","0.00","0","0","0.00"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","1","0","0.00","20","3","15.00"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","1","0","0.00","24","0","0.00"
"10714  :  โรงพยาบาลลำพูน","0","0","0.00","2","0","0.00"
"11140  :  โรงพยาบาลแม่ทา","80","14","17.50","495","56","11.31"
"11141  :  โรงพยาบาลบ้านโฮ่ง","0","0","0.00","0","0","0.00"
"11142  :  โรงพยาบาลลี้","0","0","0.00","0","0","0.00"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","0","0","0.00","1","0","0.00"
"11144  :  โรงพยาบาลป่าซาง","194","24","12.37","259","35","13.51"
"11145  :  โรงพยาบาลบ้านธิ","20","2","10.00","273","31","11.36"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0.00","0","0","0.00"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","0","0","0.00","0","0","0.00"
"24956  :  โรงพยาบาลเวียงหนองล่อง","1","0","0.00","214","28","13.08"
"10672  :  โรงพยาบาลลำปาง","139","2","1.44","2,039","366","17.95"
"11146  :  โรงพยาบาลแม่เมาะ","25","1","4.00","1,663","294","17.68"
"11147  :  โรงพยาบาลเกาะคา","528","93","17.61","0","0","0.00"
"11148  :  โรงพยาบาลเสริมงาม","189","35","18.52","1,039","160","15.40"
"11149  :  โรงพยาบาลงาว","2","0","0.00","2,166","377","17.41"
"11150  :  โรงพยาบาลแจ้ห่ม","45","7","15.56","260","34","13.08"
"11151  :  โรงพยาบาลวังเหนือ","0","0","0.00","996","173","17.37"
"11152  :  โรงพยาบาลเถิน","61","8","13.11","799","209","26.16"
"11153  :  โรงพยาบาลแม่พริก","1","0","0.00","624","109","17.47"
"11154  :  โรงพยาบาลแม่ทะ","40","5","12.50","408","47","11.52"
"11155  :  โรงพยาบาลสบปราบ","10","0","0.00","1,113","213","19.14"
"11156  :  โรงพยาบาลห้างฉัตร","9","1","11.11","1,235","247","20.00"
"11157  :  โรงพยาบาลเมืองปาน","3","0","0.00","403","59","14.64"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0.00","0","0","0.00"
"12283  :  โรงพยาบาลมะเร็งลำปาง","0","0","0.00","0","0","0.00"
"10673  :  โรงพยาบาลอุตรดิตถ์","69","0","0.00","1,305","275","21.07"
"11158  :  โรงพยาบาลตรอน","0","0","0.00","537","117","21.79"
"11159  :  โรงพยาบาลท่าปลา","1","0","0.00","0","0","0.00"
"11160  :  โรงพยาบาลน้ำปาด","0","0","0.00","645","80","12.40"
"11161  :  โรงพยาบาลฟากท่า","57","3","5.26","300","58","19.33"
"11162  :  โรงพยาบาลบ้านโคก","0","0","0.00","0","0","0.00"
"11163  :  โรงพยาบาลพิชัย","3","2","66.67","59","1","1.69"
"11164  :  โรงพยาบาลลับแล","0","0","0.00","1","1","100.00"
"11165  :  โรงพยาบาลทองแสนขัน","0","0","0.00","1","0","0.00"
"11509  :  โรงพยาบาลค่ายพิชัยดาบหัก","0","0","0.00","0","0","0.00"
"10715  :  โรงพยาบาลแพร่","0","0","0.00","0","0","0.00"
"11166  :  โรงพยาบาลร้องกวาง","185","35","18.92","647","140","21.64"
"11167  :  โรงพยาบาลลอง","100","24","24.00","2,015","387","19.21"
"11169  :  โรงพยาบาลสูงเม่น","0","0","0.00","0","0","0.00"
"11170  :  โรงพยาบาลสอง","115","20","17.39","1,661","252","15.17"
"11171  :  โรงพยาบาลวังชิ้น","0","0","0.00","822","186","22.63"
"11172  :  โรงพยาบาลหนองม่วงไข่","17","1","5.88","278","51","18.35"
"11452  :  โรงพยาบาลสมเด็จพระยุพราชเด่นชัย","276","45","16.30","1,099","242","22.02"
"10716  :  โรงพยาบาลน่าน","3,923","579","14.76","759","126","16.60"
"11173  :  โรงพยาบาลแม่จริม","2","0","0.00","339","37","10.91"
"11174  :  โรงพยาบาลบ้านหลวง","67","10","14.93","18","0","0.00"
"11175  :  โรงพยาบาลนาน้อย","407","86","21.13","573","72","12.57"
"11176  :  โรงพยาบาลท่าวังผา","117","17","14.53","1,013","209","20.63"
"11177  :  โรงพยาบาลเวียงสา","73","4","5.48","546","81","14.84"
"11178  :  โรงพยาบาลทุ่งช้าง","198","34","17.17","282","26","9.22"
"11179  :  โรงพยาบาลเชียงกลาง","75","9","12.00","438","54","12.33"
"11180  :  โรงพยาบาลนาหมื่น","32","3","9.38","254","28","11.02"
"11181  :  โรงพยาบาลสันติสุข","47","10","21.28","511","81","15.85"
"11182  :  โรงพยาบาลบ่อเกลือ","0","0","0.00","0","0","0.00"
"11183  :  โรงพยาบาลสองแคว","0","0","0.00","98","15","15.31"
"11453  :  โรงพยาบาลสมเด็จพระยุพราชปัว","152","24","15.79","560","83","14.82"
"11510  :  โรงพยาบาลค่ายสุริยพงษ์","0","0","0.00","0","0","0.00"
"11625  :  โรงพยาบาลเฉลิมพระเกียรติ","0","0","0.00","56","7","12.50"
"25017  :  โรงพยาบาลภูเพียง","0","0","0.00","0","0","0.00"
"10717  :  โรงพยาบาลพะเยา","0","0","0.00","1","0","0.00"
"10718  :  โรงพยาบาลเชียงคำ","0","0","0.00","5","0","0.00"
"11184  :  โรงพยาบาลจุน","662","92","13.90","709","111","15.66"
"11185  :  โรงพยาบาลเชียงม่วน","0","0","0.00","0","0","0.00"
"11186  :  โรงพยาบาลดอกคำใต้","6","0","0.00","0","0","0.00"
"11187  :  โรงพยาบาลปง","524","98","18.70","208","37","17.79"
"11188  :  โรงพยาบาลแม่ใจ","0","0","0.00","0","0","0.00"
"15140  :  โรงพยาบาลค่ายขุนเจืองธรรมิกราช","0","0","0.00","0","0","0.00"
"40744  :  โรงพยาบาลภูซาง","0","0","0.00","0","0","0.00"
"40745  :  โรงพยาบาลภูกามยาว","0","0","0.00","0","0","0.00"
"41347  :  โรงพยาบาลมหาวิทยาลัยพะเยา","0","0","0.00","0","0","0.00"
"10674  :  โรงพยาบาลเชียงรายประชานุเคราะห์","8","1","12.50","7","0","0.00"
"11189  :  โรงพยาบาลเทิง","378","59","15.61","110","4","3.64"
"11190  :  โรงพยาบาลพาน","0","0","0.00","0","0","0.00"
"11191  :  โรงพยาบาลป่าแดด","11","2","18.18","290","47","16.21"
"11192  :  โรงพยาบาลแม่จัน","0","0","0.00","2","0","0.00"
"11193  :  โรงพยาบาลเชียงแสน","5","1","20.00","501","93","18.56"
"11194  :  โรงพยาบาลแม่สาย","6","0","0.00","3","0","0.00"
"11195  :  โรงพยาบาลแม่สรวย","16","1","6.25","166","5","3.01"
"11196  :  โรงพยาบาลเวียงป่าเป้า","0","0","0.00","0","0","0.00"
"11197  :  โรงพยาบาลพญาเม็งราย","2","0","0.00","161","14","8.70"
"11198  :  โรงพยาบาลเวียงแก่น","752","62","8.24","324","18","5.56"
"11199  :  โรงพยาบาลขุนตาล","54","6","11.11","330","30","9.09"
"11200  :  โรงพยาบาลแม่ฟ้าหลวง","28","1","3.57","122","10","8.20"
"11201  :  โรงพยาบาลแม่ลาว","1","0","0.00","0","0","0.00"
"11202  :  โรงพยาบาลเวียงเชียงรุ้ง","99","14","14.14","421","59","14.01"
"11454  :  โรงพยาบาลสมเด็จพระยุพราชเชียงของ","0","0","0.00","3","0","0.00"
"15012  :  โรงพยาบาลสมเด็จพระญาณสังวร","0","0","0.00","297","31","10.44"
"23429  :  โรงพยาบาลมหาวิทยาลัยแม่ฟ้าหลวง","0","0","0.00","0","0","0.00"
"28823  :  โรงพยาบาลดอยหลวง","0","0","0.00","0","0","0.00"
"41509  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยแม่ฟ้าหลวง","0","0","0.00","0","0","0.00"
"10719  :  โรงพยาบาลศรีสังวาลย์","1,722","320","18.58","467","109","23.34"
"11203  :  โรงพยาบาลขุนยวม","352","45","12.78","605","89","14.71"
"11204  :  โรงพยาบาลปาย","0","0","0.00","72","12","16.67"
"11205  :  โรงพยาบาลแม่สะเรียง","37","2","5.41","1,303","222","17.04"
"11206  :  โรงพยาบาลแม่ลาน้อย","113","7","6.19","1,347","154","11.43"
"11207  :  โรงพยาบาลสบเมย","7","0","0.00","478","54","11.30"
"11208  :  โรงพยาบาลปางมะผ้า","65","12","18.46","0","0","0.00"
"14197  :  โรงพยาบาลธัญญรักษ์แม่ฮ่องสอน","0","0","0.00","0","0","0.00"
"10675  :  โรงพยาบาลสวรรค์ประชารักษ์","0","0","0.00","0","0","0.00"
"11209  :  โรงพยาบาลโกรกพระ","0","0","0.00","653","134","20.52"
"11210  :  โรงพยาบาลชุมแสง","3","0","0.00","369","75","20.33"
"11211  :  โรงพยาบาลหนองบัว","0","0","0.00","1,824","434","23.79"
"11212  :  โรงพยาบาลบรรพตพิสัย","234","66","28.21","1,183","207","17.50"
"11213  :  โรงพยาบาลเก้าเลี้ยว","60","14","23.33","761","166","21.81"
"11214  :  โรงพยาบาลตาคลี","235","41","17.45","587","111","18.91"
"11215  :  โรงพยาบาลท่าตะโก","6","2","33.33","1,396","293","20.99"
"11216  :  โรงพยาบาลไพศาลี","0","0","0.00","261","43","16.48"
"11217  :  โรงพยาบาลพยุหะคีรี","3","0","0.00","1,536","286","18.62"
"11218  :  โรงพยาบาลลาดยาว","1","0","0.00","129","12","9.30"
"11219  :  โรงพยาบาลตากฟ้า","0","0","0.00","1","0","0.00"
"11220  :  โรงพยาบาลแม่วงก์","74","10","13.51","499","89","17.84"
"11513  :  โรงพยาบาลค่ายจิรประวัติ","0","0","0.00","0","0","0.00"
"12030  :  โรงพยาบาลพริ้นซ์ ปากน้ำโพ 1 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00"
"12033  :  โรงพยาบาลรวมแพทย์นครสวรรค์","0","0","0.00","0","0","0.00"
"12034  :  โรงพยาบาลพริ้นซ์ ปากน้ำโพ 2 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00"
"12042  :  โรงพยาบาลร่มฉัตร","0","0","0.00","0","0","0.00"
"12044  :  โรงพยาบาลศรีสวรรค์","0","0","0.00","0","0","0.00"
"12284  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 3","0","0","0.00","0","0","0.00"
"14171  :  โรงพยาบาลจิตเวชนครสวรรค์ราชนครินทร์","0","0","0.00","0","0","0.00"
"40749  :  โรงพยาบาลชุมตาบง","0","0","0.00","0","0","0.00"
"10720  :  โรงพยาบาลอุทัยธานี","1,146","285","24.87","18","0","0.00"
"11221  :  โรงพยาบาลทัพทัน","98","29","29.59","692","120","17.34"
"11222  :  โรงพยาบาลสว่างอารมณ์","100","13","13.00","391","73","18.67"
"11223  :  โรงพยาบาลหนองฉาง","302","76","25.17","1,413","371","26.26"
"11224  :  โรงพยาบาลหนองขาหย่าง","9","5","55.56","257","71","27.63"
"11225  :  โรงพยาบาลบ้านไร่","223","57","25.56","1,015","176","17.34"
"11226  :  โรงพยาบาลลานสัก","11","0","0.00","1,210","186","15.37"
"11227  :  โรงพยาบาลห้วยคต","117","25","21.37","602","103","17.11"
"10721  :  โรงพยาบาลกำแพงเพชร","0","0","0.00","0","0","0.00"
"11228  :  โรงพยาบาลทุ่งโพธิ์ทะเล","48","5","10.42","832","141","16.95"
"11229  :  โรงพยาบาลไทรงาม","171","21","12.28","644","95","14.75"
"11230  :  โรงพยาบาลคลองลาน","169","16","9.47","2,010","298","14.83"
"11231  :  โรงพยาบาลขาณุวรลักษบุรี","0","0","0.00","519","95","18.30"
"11232  :  โรงพยาบาลคลองขลุง","113","21","18.58","1,111","268","24.12"
"11233  :  โรงพยาบาลพรานกระต่าย","7","0","0.00","254","46","18.11"
"11234  :  โรงพยาบาลลานกระบือ","0","0","0.00","1,452","374","25.76"
"11235  :  โรงพยาบาลทรายทองวัฒนา","23","0","0.00","630","116","18.41"
"11236  :  โรงพยาบาลปางศิลาทอง","1","0","0.00","183","25","13.66"
"14135  :  โรงพยาบาลบึงสามัคคี","36","4","11.11","478","95","19.87"
"28010  :  โรงพยาบาลโกสัมพีนคร","2","1","50.00","120","14","11.67"
"10722  :  โรงพยาบาลสมเด็จพระเจ้าตากสินมหาราช","36","30","83.33","3,697","823","22.26"
"10723  :  โรงพยาบาลแม่สอด","361","72","19.94","4,247","1,081","25.45"
"11238  :  โรงพยาบาลบ้านตาก","9","0","0.00","75","0","0.00"
"11239  :  โรงพยาบาลสามเงา","47","3","6.38","826","188","22.76"
"11240  :  โรงพยาบาลแม่ระมาด","17","0","0.00","64","0","0.00"
"11241  :  โรงพยาบาลท่าสองยาง","1","0","0.00","2","0","0.00"
"11242  :  โรงพยาบาลพบพระ","96","3","3.13","1,574","91","5.78"
"11243  :  โรงพยาบาลอุ้มผาง","1","0","0.00","9","0","0.00"
"27443  :  โรงพยาบาลวังเจ้า","16","0","0.00","0","0","0.00"
"10724  :  โรงพยาบาลสุโขทัย","11","2","18.18","19","1","5.26"
"10725  :  โรงพยาบาลศรีสังวรสุโขทัย","1","0","0.00","28","1","3.57"
"11244  :  โรงพยาบาลบ้านด่านลานหอย","7","0","0.00","929","152","16.36"
"11245  :  โรงพยาบาลคีรีมาศ","83","18","21.69","483","66","13.66"
"11246  :  โรงพยาบาลกงไกรลาศ","0","0","0.00","0","0","0.00"
"11247  :  โรงพยาบาลศรีสัชนาลัย","1,417","302","21.31","33","4","12.12"
"11248  :  โรงพยาบาลสวรรคโลก","0","0","0.00","0","0","0.00"
"11249  :  โรงพยาบาลศรีนคร","164","38","23.17","888","181","20.38"
"11250  :  โรงพยาบาลทุ่งเสลี่ยม","0","0","0.00","0","0","0.00"
"10676  :  โรงพยาบาลพุทธชินราช","0","0","0.00","0","0","0.00"
"11251  :  โรงพยาบาลชาติตระการ","258","39","15.12","655","130","19.85"
"11252  :  โรงพยาบาลบางระกำ","186","44","23.66","1,920","299","15.57"
"11253  :  โรงพยาบาลบางกระทุ่ม","219","41","18.72","338","62","18.34"
"11254  :  โรงพยาบาลพรหมพิราม","79","13","16.46","1,635","348","21.28"
"11255  :  โรงพยาบาลวัดโบสถ์","0","0","0.00","1","0","0.00"
"11256  :  โรงพยาบาลวังทอง","0","0","0.00","0","0","0.00"
"11257  :  โรงพยาบาลเนินมะปราง","0","0","0.00","0","0","0.00"
"11455  :  โรงพยาบาลสมเด็จพระยุพราชนครไทย","240","35","14.58","2,072","403","19.45"
"11517  :  โรงพยาบาลค่ายสมเด็จพระนเรศวร","0","0","0.00","1","1","100.00"
"14972  :  โรงพยาบาลมหาวิทยาลัยนเรศวร","0","0","0.00","0","0","0.00"
"41429  :  โรงพยาบาลจิตเวชพิษณุโลก","0","0","0.00","0","0","0.00"
"10726  :  โรงพยาบาลพิจิตร","2","1","50.00","7,003","1,786","25.50"
"11258  :  โรงพยาบาลวังทรายพูน","0","0","0.00","164","29","17.68"
"11259  :  โรงพยาบาลโพธิ์ประทับช้าง","69","17","24.64","395","62","15.70"
"11260  :  โรงพยาบาลบางมูลนาก","20","2","10.00","2,040","509","24.95"
"11261  :  โรงพยาบาลโพทะเล","589","113","19.19","465","89","19.14"
"11262  :  โรงพยาบาลสามง่าม","1","0","0.00","179","37","20.67"
"11263  :  โรงพยาบาลทับคล้อ","86","10","11.63","648","117","18.06"
"11456  :  โรงพยาบาลสมเด็จพระยุพราชตะพานหิน","745","162","21.74","2,441","571","23.39"
"11631  :  โรงพยาบาลวชิรบารมี","26","4","15.38","781","152","19.46"
"27978  :  โรงพยาบาลสากเหล็ก","19","1","5.26","76","6","7.89"
"27979  :  โรงพยาบาลบึงนาราง","0","0","0.00","0","0","0.00"
"27980  :  โรงพยาบาลดงเจริญ","0","0","0.00","2","0","0.00"
"10727  :  โรงพยาบาลเพชรบูรณ์","36","7","19.44","0","0","0.00"
"11264  :  โรงพยาบาลชนแดน","0","0","0.00","77","0","0.00"
"11265  :  โรงพยาบาลหล่มสัก","7","0","0.00","10","1","10.00"
"11266  :  โรงพยาบาลวิเชียรบุรี","3","0","0.00","206","21","10.19"
"11267  :  โรงพยาบาลศรีเทพ","0","0","0.00","974","189","19.40"
"11268  :  โรงพยาบาลหนองไผ่","579","90","15.54","2","0","0.00"
"11269  :  โรงพยาบาลบึงสามพัน","3","0","0.00","7","3","42.86"
"11270  :  โรงพยาบาลน้ำหนาว","0","0","0.00","586","49","8.36"
"11271  :  โรงพยาบาลวังโป่ง","0","0","0.00","0","0","0.00"
"11272  :  โรงพยาบาลเขาค้อ","1","0","0.00","145","1","0.69"
"11457  :  โรงพยาบาลสมเด็จพระยุพราชหล่มเก่า","6","0","0.00","10","0","0.00"
"11946  :  โรงพยาบาลค่ายพ่อขุนผาเมือง","0","0","0.00","0","0","0.00"
"10677  :  โรงพยาบาลราชบุรี","0","0","0.00","0","0","0.00"
"10728  :  โรงพยาบาลดำเนินสะดวก","6","1","16.67","0","0","0.00"
"10729  :  โรงพยาบาลบ้านโป่ง","1,389","407","29.30","5,122","1,165","22.75"
"10730  :  โรงพยาบาลโพธาราม","2","0","0.00","0","0","0.00"
"11273  :  โรงพยาบาลสวนผึ้ง","116","14","12.07","786","118","15.01"
"11274  :  โรงพยาบาลบางแพ","1,251","239","19.10","1","0","0.00"
"11275  :  โรงพยาบาลเจ็ดเสมียน","295","56","18.98","0","0","0.00"
"11276  :  โรงพยาบาลปากท่อ","7","2","28.57","70","1","1.43"
"11277  :  โรงพยาบาลวัดเพลง","110","26","23.64","3","2","66.67"
"11458  :  โรงพยาบาลสมเด็จพระยุพราชจอมบึง","94","9","9.57","678","137","20.21"
"11519  :  โรงพยาบาลค่ายภาณุรังษี","0","0","0.00","0","0","0.00"
"12093  :  สถานพยาบาลแพทย์ประดิษฐ์","0","0","0.00","0","0","0.00"
"12097  :  มหาชัยพร้อมแพทย์โรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0.00"
"12098  :  โรงพยาบาลกรุงเทพเมืองราชโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00"
"12103  :  โรงพยาบาลซานคามิลโล","0","0","0.00","0","0","0.00"
"12286  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 5","0","0","0.00","0","0","0.00"
"28858  :  โรงพยาบาลบ้านคา","24","6","25.00","82","11","13.41"
"10731  :  โรงพยาบาลพหลพลพยุหเสนา","559","109","19.50","1,772","315","17.78"
"10732  :  โรงพยาบาลมะการักษ์","420","98","23.33","2,461","604","24.54"
"11278  :  โรงพยาบาลไทรโยค","4","1","25.00","20","2","10.00"
"11279  :  โรงพยาบาลสมเด็จพระปิยมหาราชรมณียเขต","0","0","0.00","680","94","13.82"
"11280  :  โรงพยาบาลบ่อพลอย","93","12","12.90","2,005","278","13.87"
"11281  :  โรงพยาบาลท่ากระดาน","62","4","6.45","363","51","14.05"
"11282  :  โรงพยาบาลสมเด็จพระสังฆราชองค์ที่ ๑๙","200","33","16.50","4,089","918","22.45"
"11283  :  โรงพยาบาลทองผาภูมิ","70","10","14.29","1,431","191","13.35"
"11284  :  โรงพยาบาลสังขละบุรี","18","0","0.00","1,441","108","7.49"
"11285  :  โรงพยาบาลเจ้าคุณไพบูลย์พนมทวน","186","19","10.22","830","144","17.35"
"11286  :  โรงพยาบาลเลาขวัญ","0","0","0.00","18","0","0.00"
"11287  :  โรงพยาบาลด่านมะขามเตี้ย","0","0","0.00","0","0","0.00"
"11288  :  โรงพยาบาลสถานพระบารมี","0","0","0.00","51","3","5.88"
"11520  :  โรงพยาบาลค่ายสุรสีห์","0","0","0.00","0","0","0.00"
"14136  :  โรงพยาบาลศุกร์ศิริศรีสวัสดิ์","49","7","14.29","309","34","11.00"
"21948  :  โรงพยาบาลห้วยกระเจา เฉลิมพระเกียรติ 80 พรรษา","61","10","16.39","422","58","13.74"
"41701  :  โรงพยาบาลหนองปรือ","0","0","0.00","0","0","0.00"
"10678  :  โรงพยาบาลเจ้าพระยายมราช","1,042","314","30.13","11,187","2,827","25.27"
"10733  :  โรงพยาบาลสมเด็จพระสังฆราชองค์ที่17","349","82","23.50","2,133","447","20.96"
"11289  :  โรงพยาบาลเดิมบางนางบวช","429","86","20.05","1,647","420","25.50"
"11290  :  โรงพยาบาลด่านช้าง","230","58","25.22","3,550","842","23.72"
"11291  :  โรงพยาบาลบางปลาม้า","214","63","29.44","1,255","296","23.59"
"11292  :  โรงพยาบาลศรีประจันต์","93","25","26.88","968","219","22.62"
"11293  :  โรงพยาบาลดอนเจดีย์","66","6","9.09","2,102","503","23.93"
"11294  :  โรงพยาบาลสามชุก","133","29","21.80","2,473","593","23.98"
"11295  :  โรงพยาบาลอู่ทอง","1,765","339","19.21","5,689","851","14.96"
"11296  :  โรงพยาบาลหนองหญ้าไซ","295","63","21.36","1,069","229","21.42"
"12123  :  โรงพยาบาลวิภาวดี-ปิยราษฎร์","1","0","0.00","0","0","0.00"
"10679  :  โรงพยาบาลนครปฐม","0","0","0.00","2,484","497","20.01"
"11297  :  โรงพยาบาลกำแพงแสน","5","0","0.00","406","122","30.05"
"11298  :  โรงพยาบาลนครชัยศรี","211","64","30.33","984","262","26.63"
"11299  :  โรงพยาบาลห้วยพลู","266","70","26.32","917","199","21.70"
"11300  :  โรงพยาบาลดอนตูม","1","0","0.00","2","0","0.00"
"11301  :  โรงพยาบาลบางเลน","1","0","0.00","300","58","19.33"
"11302  :  โรงพยาบาลสามพราน","32","7","21.88","208","34","16.35"
"11303  :  โรงพยาบาลพุทธมณฑล","220","59","26.82","161","44","27.33"
"11473  :  โรงพยาบาลเมตตาประชารักษ์(วัดไร่ขิง)","0","0","0.00","0","0","0.00"
"11521  :  โรงพยาบาลจันทรุเบกษา","0","0","0.00","0","0","0.00"
"13819  :  โรงพยาบาลหลวงพ่อเปิ่น","2","0","0.00","1","0","0.00"
"10734  :  โรงพยาบาลสมุทรสาคร","3","1","33.33","7,168","1,691","23.59"
"11304  :  โรงพยาบาลกระทุ่มแบน","10","3","30.00","566","425","75.09"
"11305  :  โรงพยาบาลบ้านแพ้ว","1,237","250","20.21","2,091","403","19.27"
"12137  :  โรงพยาบาลทั่วไปขนาดเล็กเจษฎา","0","0","0.00","0","0","0.00"
"10735  :  โรงพยาบาลสมเด็จพระพุทธเลิศหล้า","897","167","18.62","415","73","17.59"
"11306  :  โรงพยาบาลนภาลัย","0","0","0.00","0","0","0.00"
"11307  :  โรงพยาบาลอัมพวา","0","0","0.00","25","5","20.00"
"10736  :  โรงพยาบาลพระจอมเกล้า","98","1","1.02","6","0","0.00"
"11308  :  โรงพยาบาลเขาย้อย","0","0","0.00","824","160","19.42"
"11309  :  โรงพยาบาลหนองหญ้าปล้อง","2","0","0.00","26","4","15.38"
"11310  :  โรงพยาบาลชะอำ","132","28","21.21","872","222","25.46"
"11311  :  โรงพยาบาลท่ายาง","209","35","16.75","1,000","203","20.30"
"11312  :  โรงพยาบาลบ้านลาด","10","3","30.00","78","14","17.95"
"11313  :  โรงพยาบาลบ้านแหลม","160","29","18.13","1,342","298","22.21"
"11314  :  โรงพยาบาลแก่งกระจาน","1","0","0.00","21","7","33.33"
"10737  :  โรงพยาบาลประจวบคีรีขันธ์","0","0","0.00","8","0","0.00"
"11315  :  โรงพยาบาลกุยบุรี","0","0","0.00","4","0","0.00"
"11316  :  โรงพยาบาลทับสะแก","166","34","20.48","1,125","186","16.53"
"11317  :  โรงพยาบาลบางสะพาน","17","0","0.00","35","1","2.86"
"11318  :  โรงพยาบาลบางสะพานน้อย","0","0","0.00","1","0","0.00"
