"โรงพยาบาล","จำนวนผู้ป่วยที่ส่งต่อออกนอกเขตสุขภาพรายไตรมาสปี 
								2563 (A)","จำนวนผู้ป่วยที่ส่งต่อออกนอกเขตสุขภาพรายไตรมาสปี 
                                  2564 (B)","ผลการดำเนินงานในรอบปีงบประมาณ 2564 (A-B)/A*100"
"11038  :  โรงพยาบาลภูหลวง","0","0","0","0","0","0","0","0","0","0","0","0"
"11039  :  โรงพยาบาลผาขาว","7","12","1","2","6","3","1","1","14","75","0","50"
"11447  :  โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","31","24","22","23","24","18","18","18","23","25","18","22"
"14133  :  โรงพยาบาลเอราวัณ","2","1","0","2","3","0","0","2","-50","100","0","0"
"14644  :  โรงพยาบาลจิตเวชเลยราชนครินทร์","0","0","0","0","13","32","37","17","0","0","0","0"
"28861  :  โรงพยาบาลหนองหิน","0","0","0","0","0","0","0","0","0","0","0","0"
"10706  :  โรงพยาบาลหนองคาย","179","180","133","133","162","140","89","90","9","22","33","32"
"11042  :  โรงพยาบาลโพนพิสัย","71","78","64","40","52","36","26","18","27","54","59","55"
"11044  :  โรงพยาบาลศรีเชียงใหม่","38","49","41","28","27","36","18","4","29","27","56","86"
"11045  :  โรงพยาบาลสังคม","16","8","4","17","21","7","4","6","-31","13","0","65"
"11448  :  โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ","122","113","87","108","123","109","83","78","-1","4","5","28"
"14558  :  โรงพยาบาลพิสัยเวช","68","49","40","49","56","48","28","33","18","2","30","33"
"21356  :  โรงพยาบาลสระใคร","33","40","29","29","37","38","20","17","-12","5","31","41"
"28778  :  โรงพยาบาลโพธิ์ตาก","20","11","11","14","6","7","5","2","70","36","55","86"
"28811  :  โรงพยาบาลเฝ้าไร่","1","0","1","1","0","0","0","1","100","0","100","0"
"28815  :  โรงพยาบาลรัตนวาปี","0","0","0","0","0","0","0","0","0","0","0","0"
"10707  :  โรงพยาบาลมหาสารคาม","53","48","25","32","36","27","17","12","32","44","32","63"
"11051  :  โรงพยาบาลแกดำ","0","1","1","0","2","0","1","1","0","100","0","0"
"11052  :  โรงพยาบาลโกสุมพิสัย","2","0","0","0","0","0","0","1","100","0","0","0"
"11053  :  โรงพยาบาลกันทรวิชัย","1","0","0","1","0","1","0","0","100","0","0","100"
"11054  :  โรงพยาบาลเชียงยืน","0","1","0","0","0","0","0","0","0","100","0","0"
"11055  :  โรงพยาบาลบรบือ","7","4","4","11","2","0","0","0","71","100","100","100"
"11056  :  โรงพยาบาลนาเชือก","0","0","0","0","0","0","0","0","0","0","0","0"
"11057  :  โรงพยาบาลพยัคฆภูมิพิสัย","16","4","2","3","5","5","4","2","69","-25","-100","33"
"11058  :  โรงพยาบาลวาปีปทุม","2","2","0","0","0","0","0","2","100","100","0","0"
"11059  :  โรงพยาบาลนาดูน","0","0","0","0","0","1","0","0","0","0","0","0"
"11060  :  โรงพยาบาลยางสีสุราช","0","1","1","2","0","0","0","0","0","100","100","100"
"22953  :  โรงพยาบาลสุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม","14","14","7","13","14","7","6","7","0","50","14","46"
"24704  :  โรงพยาบาลกุดรัง","1","0","1","2","1","2","1","1","0","0","0","50"
"28843  :  โรงพยาบาลชื่นชม","0","0","0","0","0","0","0","0","0","0","0","0"
"10708  :  โรงพยาบาลร้อยเอ็ด","50","59","28","30","41","41","14","14","18","31","50","53"
"11061  :  โรงพยาบาลเกษตรวิสัย","0","0","0","0","0","0","0","0","0","0","0","0"
"11062  :  โรงพยาบาลปทุมรัตต์","0","0","0","0","0","0","0","0","0","0","0","0"
"11063  :  โรงพยาบาลจตุรพักตรพิมาน","2","2","0","1","1","0","0","1","50","100","0","0"
"11064  :  โรงพยาบาลธวัชบุรี","0","1","0","0","0","0","0","0","0","100","0","0"
"11065  :  โรงพยาบาลพนมไพร","3","2","2","6","2","1","2","1","33","50","0","83"
"11066  :  โรงพยาบาลโพนทอง","0","0","0","0","0","0","0","0","0","0","0","0"
"11067  :  โรงพยาบาลโพธิ์ชัย","0","0","0","0","0","0","0","0","0","0","0","0"
"11068  :  โรงพยาบาลหนองพอก","1","0","0","0","0","1","0","2","100","0","0","0"
"11069  :  โรงพยาบาลเสลภูมิ","1","0","2","1","1","0","0","0","0","0","100","100"
"11070  :  โรงพยาบาลสุวรรณภูมิ","0","1","0","0","0","0","1","0","0","100","0","0"
"11071  :  โรงพยาบาลเมืองสรวง","0","0","0","0","0","0","0","0","0","0","0","0"
"11072  :  โรงพยาบาลโพนทราย","0","1","0","4","3","1","0","1","0","0","0","75"
"11073  :  โรงพยาบาลอาจสามารถ","0","0","1","0","0","0","0","0","0","0","100","0"
"11074  :  โรงพยาบาลเมยวดี","0","0","0","0","0","0","0","0","0","0","0","0"
"11075  :  โรงพยาบาลศรีสมเด็จ","0","0","0","1","1","0","1","0","0","0","0","100"
"11076  :  โรงพยาบาลจังหาร","0","0","0","0","0","0","0","0","0","0","0","0"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","0","0","0","0","0","0","0","0","0","0","0","0"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","0","0","0","1","2","1","0","0","0","0","0","100"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","0","0","0","0","0","0","0","0","0","0","0","0"
"27989  :  โรงพยาบาลเชียงขวัญ","0","0","0","0","0","0","0","0","0","0","0","0"
"27990  :  โรงพยาบาลหนองฮี","0","0","0","0","1","0","0","1","0","0","0","0"
"10709  :  โรงพยาบาลกาฬสินธุ์","36","37","8","4","9","7","6","7","75","81","25","-75"
"11077  :  โรงพยาบาลนามน","4","0","1","0","0","0","0","0","100","0","100","0"
"11078  :  โรงพยาบาลกมลาไสย","5","6","4","14","8","4","1","3","-60","33","75","79"
"11079  :  โรงพยาบาลร่องคำ","0","0","0","0","1","0","0","0","0","0","0","0"
"11080  :  โรงพยาบาลเขาวง","1","1","4","2","0","0","5","8","100","100","-25","-300"
"11081  :  โรงพยาบาลยางตลาด","3","2","1","1","4","0","2","1","-33","100","-100","0"
"11082  :  โรงพยาบาลห้วยเม็ก","1","2","5","1","4","4","4","2","-300","-100","20","-100"
"11083  :  โรงพยาบาลสหัสขันธ์","6","3","4","2","9","4","2","2","-50","-33","50","0"
"11084  :  โรงพยาบาลคำม่วง","4","0","1","0","2","0","0","0","50","0","100","0"
"11085  :  โรงพยาบาลท่าคันโท","3","7","2","3","5","2","4","4","-67","71","-100","-33"
"11086  :  โรงพยาบาลหนองกุงศรี","0","1","1","0","1","0","2","3","0","100","-100","0"
"11087  :  โรงพยาบาลสมเด็จ","2","5","1","1","0","1","2","1","100","80","-100","0"
"11088  :  โรงพยาบาลห้วยผึ้ง","6","5","5","3","5","7","2","1","17","-40","60","67"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","6","1","1","1","6","4","0","0","0","-300","100","100"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0","0","0","0","0","0","0","0","0","0"
"28017  :  โรงพยาบาลนาคู","32","52","27","21","42","37","23","6","-31","29","15","71"
"28789  :  โรงพยาบาลฆ้องชัย","0","0","0","0","0","0","0","0","0","0","0","0"
"28790  :  โรงพยาบาลดอนจาน","0","0","0","0","0","1","0","2","0","0","0","0"
"28791  :  โรงพยาบาลสามชัย","0","1","0","0","0","0","0","0","0","100","0","0"
"10710  :  โรงพยาบาลสกลนคร","563","504","382","443","473","434","303","342","16","14","21","23"
"11089  :  โรงพยาบาลกุสุมาลย์","43","30","17","24","15","21","8","10","65","30","53","58"
"11090  :  โรงพยาบาลกุดบาก","0","0","0","0","0","0","0","0","0","0","0","0"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","43","29","37","34","37","47","34","21","14","-62","8","38"
"11092  :  โรงพยาบาลพังโคน","90","90","72","69","97","71","47","39","-8","21","35","43"
"11093  :  โรงพยาบาลวาริชภูมิ","5","6","0","4","19","5","4","3","-280","17","0","25"
"11094  :  โรงพยาบาลนิคมน้ำอูน","9","13","7","12","6","6","6","4","33","54","14","67"
"11095  :  โรงพยาบาลวานรนิวาส","0","0","0","0","0","0","0","0","0","0","0","0"
"11096  :  โรงพยาบาลคำตากล้า","0","0","0","0","0","0","0","0","0","0","0","0"
"11097  :  โรงพยาบาลบ้านม่วง","36","33","21","15","15","19","10","11","58","42","52","27"
"11098  :  โรงพยาบาลอากาศอำนวย","0","0","0","0","0","0","0","0","0","0","0","0"
"11099  :  โรงพยาบาลส่องดาว","2","5","0","2","0","4","1","1","100","20","0","50"
"11100  :  โรงพยาบาลเต่างอย","22","13","14","11","12","19","6","6","45","-46","57","45"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","0","0","0","0","0","0","0","0","0","0","0","0"
"11102  :  โรงพยาบาลเจริญศิลป์","63","49","37","18","37","31","24","22","41","37","35","-22"
"11103  :  โรงพยาบาลโพนนาแก้ว","14","11","5","11","7","17","6","7","50","-55","-20","36"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","216","220","157","181","184","175","118","117","15","20","25","35"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","0","0","0","0","0","0","0","0","0","0","0","0"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","0","0","1","1","1","0","0","0","0","0","100","100"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0","0","0","0","0","0","0","0","0","0"
"10711  :  โรงพยาบาลนครพนม","0","0","0","0","0","0","0","0","0","0","0","0"
"11104  :  โรงพยาบาลปลาปาก","0","0","0","0","0","0","0","0","0","0","0","0"
"11105  :  โรงพยาบาลท่าอุเทน","2","0","0","2","4","2","2","2","-100","0","0","0"
"11106  :  โรงพยาบาลบ้านแพง","3","1","0","2","2","2","0","0","33","-100","0","100"
"11107  :  โรงพยาบาลนาทม","0","0","0","0","0","0","0","0","0","0","0","0"
"11108  :  โรงพยาบาลเรณูนคร","0","0","0","0","0","0","0","0","0","0","0","0"
"11109  :  โรงพยาบาลนาแก","54","62","29","60","61","41","21","27","-13","34","28","55"
"11110  :  โรงพยาบาลศรีสงคราม","37","54","31","34","45","62","39","25","-22","-15","-26","26"
"11111  :  โรงพยาบาลนาหว้า","39","39","7","7","11","15","33","23","72","62","-371","-229"
"11112  :  โรงพยาบาลโพนสวรรค์","1","1","0","0","0","6","1","0","100","-500","0","0"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","43","50","51","52","53","19","29","23","-23","62","43","56"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0"
"40840  :  โรงพยาบาลวังยาง","0","0","0","8","9","4","0","0","0","0","0","100"
"10712  :  โรงพยาบาลมุกดาหาร","6","3","3","20","27","3","3","2","-350","0","0","90"
"11113  :  โรงพยาบาลนิคมคำสร้อย","4","0","0","2","1","3","1","0","75","0","0","100"
"11114  :  โรงพยาบาลดอนตาล","12","5","0","4","12","3","0","3","0","40","0","25"
"11115  :  โรงพยาบาลดงหลวง","8","3","10","7","5","6","3","4","38","-100","70","43"
"11116  :  โรงพยาบาลคำชะอี","7","8","2","9","8","14","5","6","-14","-75","-150","33"
"11117  :  โรงพยาบาลหว้านใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"11118  :  โรงพยาบาลหนองสูง","4","1","2","4","5","5","0","2","-25","-400","100","50"
"06009  :  โรงพยาบาลแม่ตื่น","0","0","0","0","0","0","0","0","0","0","0","0"
"10713  :  โรงพยาบาลนครพิงค์","0","0","0","0","0","0","0","0","0","0","0","0"
"11119  :  โรงพยาบาลจอมทอง","2","1","0","1","1","0","0","0","50","100","0","100"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","0","3","0","3","1","2","1","1","0","33","0","67"
"11121  :  โรงพยาบาลเชียงดาว","6","0","0","2","5","2","1","3","17","0","0","-50"
"11122  :  โรงพยาบาลดอยสะเก็ด","8","2","3","1","3","2","3","5","63","0","0","-400"
"11123  :  โรงพยาบาลแม่แตง","1","2","0","0","3","1","0","0","-200","50","0","0"
"11124  :  โรงพยาบาลสะเมิง","0","0","0","0","0","0","0","0","0","0","0","0"
"11125  :  โรงพยาบาลฝาง","4","1","1","1","1","1","0","1","75","0","100","0"
"11126  :  โรงพยาบาลแม่อาย","0","0","0","0","0","0","0","0","0","0","0","0"
"11127  :  โรงพยาบาลพร้าว","2","3","3","3","2","2","0","0","0","33","100","100"
"11128  :  โรงพยาบาลสันป่าตอง","0","0","0","0","0","0","0","0","0","0","0","0"
"11129  :  โรงพยาบาลสันกำแพง","0","0","0","0","0","0","0","0","0","0","0","0"
"11130  :  โรงพยาบาลสันทราย","6","11","9","2","3","1","2","4","50","91","78","-100"
"11131  :  โรงพยาบาลหางดง","2","0","3","3","0","4","5","2","100","0","-67","33"
"11132  :  โรงพยาบาลฮอด","9","6","2","2","3","1","4","3","67","83","-100","-50"
"11133  :  โรงพยาบาลดอยเต่า","4","3","2","2","1","1","1","3","75","67","50","-50"
"11134  :  โรงพยาบาลอมก๋อย","0","1","1","1","0","0","1","2","0","100","0","-100"
"11135  :  โรงพยาบาลสารภี","1","0","1","0","1","1","1","2","0","0","0","0"
"11136  :  โรงพยาบาลเวียงแหง","3","2","2","3","6","0","3","0","-100","100","-50","100"
"11137  :  โรงพยาบาลไชยปราการ","1","3","0","1","2","0","1","2","-100","100","0","-100"
"11138  :  โรงพยาบาลแม่วาง","0","0","0","0","0","0","0","0","0","0","0","0"
"11139  :  โรงพยาบาลแม่ออน","1","1","1","2","0","3","0","2","100","-200","100","0"
"11507  :  โรงพยาบาลกองบิน 41","1","1","0","0","1","0","0","0","0","100","0","0"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","0","0","0","0","0","0","0","0","0","0","0","0"
"11643  :  โรงพยาบาลดอยหล่อ","8","4","5","7","7","3","0","0","13","25","100","100"
"11978  :  โรงพยาบาลดารารัศมี","0","0","0","0","0","0","0","0","0","0","0","0"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0","0","0","0","0","0","0","0","0","0"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","0","0","2","4","0","1","0","0","0","0","100","100"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","0","0","0","0","0","1","3","1","0","0","0","0"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","0","0","0","0","0","0","0","0","0","0","0","0"
"12280  :  โรงพยาบาลสวนปรุง","13","0","0","0","0","0","0","0","100","0","0","0"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0","0","0","0","0","0","0","0","0","0"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","0","0","0","0","0","0","0","0","0","0","0","0"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","0","0","1","0","0","0","0","0","0","0","100","0"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","0","0","0","0","0","0","0","0","0","0","0","0"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","0","0","0","0","0","0","0","0","0","0","0","0"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","2","3","2","0","3","3","0","1","-50","0","100","0"
"10714  :  โรงพยาบาลลำพูน","1","2","1","3","1","4","2","2","0","-100","-100","33"
"11140  :  โรงพยาบาลแม่ทา","0","0","0","0","0","0","0","0","0","0","0","0"
"11141  :  โรงพยาบาลบ้านโฮ่ง","1","0","0","0","0","0","0","0","100","0","0","0"
"11142  :  โรงพยาบาลลี้","2","6","1","1","0","2","2","2","100","67","-100","-100"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","0","0","1","0","0","2","0","0","0","0","100","0"
"11144  :  โรงพยาบาลป่าซาง","0","1","1","2","0","1","0","0","0","0","100","100"
"11145  :  โรงพยาบาลบ้านธิ","2","1","2","0","0","0","0","1","100","100","100","0"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0","0","0","0","0","0","0","0","0","0"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","0","0","0","0","0","0","0","0","0","0","0","0"
"24956  :  โรงพยาบาลเวียงหนองล่อง","1","0","1","0","0","0","0","0","100","0","100","0"
"10672  :  โรงพยาบาลลำปาง","0","0","0","0","0","0","0","0","0","0","0","0"
"11146  :  โรงพยาบาลแม่เมาะ","4","1","0","2","1","0","0","1","75","100","0","50"
"11147  :  โรงพยาบาลเกาะคา","1","2","4","1","2","1","1","0","-100","50","75","100"
"11148  :  โรงพยาบาลเสริมงาม","0","0","0","0","0","0","1","2","0","0","0","0"
"11149  :  โรงพยาบาลงาว","1","1","0","1","1","0","0","0","0","100","0","100"
"11150  :  โรงพยาบาลแจ้ห่ม","0","0","2","0","1","0","0","0","0","0","100","0"
"11151  :  โรงพยาบาลวังเหนือ","0","0","1","0","0","0","0","0","0","0","100","0"
"11152  :  โรงพยาบาลเถิน","1","1","1","1","0","0","1","1","100","100","0","0"
"11153  :  โรงพยาบาลแม่พริก","0","0","0","0","0","0","0","0","0","0","0","0"
"11154  :  โรงพยาบาลแม่ทะ","0","0","0","1","1","0","0","0","0","0","0","100"
"11155  :  โรงพยาบาลสบปราบ","0","0","0","0","0","0","0","0","0","0","0","0"
"11156  :  โรงพยาบาลห้างฉัตร","0","0","0","0","0","0","0","0","0","0","0","0"
"11157  :  โรงพยาบาลเมืองปาน","5","4","1","4","3","7","1","2","40","-75","0","50"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0","0","0","0","0","0","0","0","0","0"
"12283  :  โรงพยาบาลมะเร็งลำปาง","0","0","0","0","0","0","0","0","0","0","0","0"
"10673  :  โรงพยาบาลอุตรดิตถ์","12","9","13","20","14","15","5","15","-17","-67","62","25"
"11158  :  โรงพยาบาลตรอน","1","0","1","0","0","0","0","0","100","0","100","0"
"11159  :  โรงพยาบาลท่าปลา","19","12","10","11","13","15","9","5","32","-25","10","55"
"11160  :  โรงพยาบาลน้ำปาด","15","12","5","4","5","5","1","0","67","58","80","100"
"11161  :  โรงพยาบาลฟากท่า","1","0","0","1","0","0","0","0","100","0","0","100"
"11162  :  โรงพยาบาลบ้านโคก","0","0","0","0","0","0","0","0","0","0","0","0"
"11163  :  โรงพยาบาลพิชัย","9","14","4","9","4","2","1","0","56","86","75","100"
"11164  :  โรงพยาบาลลับแล","0","0","0","0","0","0","0","0","0","0","0","0"
"11165  :  โรงพยาบาลทองแสนขัน","13","13","8","9","11","9","5","4","15","31","38","56"
"11509  :  โรงพยาบาลค่ายพิชัยดาบหัก","1","0","0","0","2","2","1","1","-100","0","0","0"
"10715  :  โรงพยาบาลแพร่","1","2","2","0","0","0","0","0","100","100","100","0"
"11166  :  โรงพยาบาลร้องกวาง","1","5","1","2","2","1","7","3","-100","80","-600","-50"
"11167  :  โรงพยาบาลลอง","0","0","0","0","0","0","0","0","0","0","0","0"
"11169  :  โรงพยาบาลสูงเม่น","1","0","3","0","2","2","0","3","-100","0","100","0"
"11170  :  โรงพยาบาลสอง","0","1","0","1","0","0","0","0","0","100","0","100"
"11171  :  โรงพยาบาลวังชิ้น","0","0","0","0","0","0","0","0","0","0","0","0"
"11172  :  โรงพยาบาลหนองม่วงไข่","0","0","0","0","0","0","0","0","0","0","0","0"
"11452  :  โรงพยาบาลสมเด็จพระยุพราชเด่นชัย","0","0","0","0","0","0","0","0","0","0","0","0"
"10716  :  โรงพยาบาลน่าน","44","36","21","32","34","14","16","24","23","61","24","25"
"11173  :  โรงพยาบาลแม่จริม","0","0","0","0","0","0","0","0","0","0","0","0"
"11174  :  โรงพยาบาลบ้านหลวง","0","0","0","0","0","0","0","0","0","0","0","0"
"11175  :  โรงพยาบาลนาน้อย","0","0","0","0","0","0","0","0","0","0","0","0"
"11176  :  โรงพยาบาลท่าวังผา","0","0","0","0","0","0","0","0","0","0","0","0"
"11177  :  โรงพยาบาลเวียงสา","0","0","1","1","0","3","0","0","0","0","100","100"
"11178  :  โรงพยาบาลทุ่งช้าง","0","0","0","0","0","0","0","0","0","0","0","0"
"11179  :  โรงพยาบาลเชียงกลาง","1","2","1","3","3","0","0","1","-200","100","100","67"
"11180  :  โรงพยาบาลนาหมื่น","0","0","0","0","0","0","0","0","0","0","0","0"
"11181  :  โรงพยาบาลสันติสุข","0","0","0","0","0","0","0","0","0","0","0","0"
"11182  :  โรงพยาบาลบ่อเกลือ","0","0","0","0","0","0","0","0","0","0","0","0"
"11183  :  โรงพยาบาลสองแคว","0","1","0","0","0","0","0","0","0","100","0","0"
"11453  :  โรงพยาบาลสมเด็จพระยุพราชปัว","5","5","2","2","3","1","1","1","40","80","50","50"
"11510  :  โรงพยาบาลค่ายสุริยพงษ์","0","0","0","0","0","0","0","0","0","0","0","0"
"11625  :  โรงพยาบาลเฉลิมพระเกียรติ","0","0","0","0","0","0","0","0","0","0","0","0"
"25017  :  โรงพยาบาลภูเพียง","1","0","0","0","0","0","3","0","100","0","0","0"
"10717  :  โรงพยาบาลพะเยา","14","17","8","19","18","9","7","6","-29","47","13","68"
"10718  :  โรงพยาบาลเชียงคำ","2","0","0","0","2","0","1","0","0","0","0","0"
"11184  :  โรงพยาบาลจุน","3","0","0","2","1","2","1","1","67","0","0","50"
"11185  :  โรงพยาบาลเชียงม่วน","1","1","0","2","0","0","0","0","100","100","0","100"
"11186  :  โรงพยาบาลดอกคำใต้","0","1","3","0","1","2","0","0","0","-100","100","0"
"11187  :  โรงพยาบาลปง","2","0","0","0","3","0","0","2","-50","0","0","0"
"11188  :  โรงพยาบาลแม่ใจ","2","0","2","2","3","0","0","2","-50","0","100","0"
"15140  :  โรงพยาบาลค่ายขุนเจืองธรรมิกราช","0","0","0","0","0","0","0","0","0","0","0","0"
"40744  :  โรงพยาบาลภูซาง","0","0","0","0","0","0","0","0","0","0","0","0"
"40745  :  โรงพยาบาลภูกามยาว","0","0","0","0","0","0","0","0","0","0","0","0"
"41347  :  โรงพยาบาลมหาวิทยาลัยพะเยา","0","0","0","0","0","0","0","0","0","0","0","0"
"10674  :  โรงพยาบาลเชียงรายประชานุเคราะห์","23","33","20","17","19","26","14","21","17","21","30","-24"
"11189  :  โรงพยาบาลเทิง","7","5","2","2","9","7","4","1","-29","-40","-100","50"
"11190  :  โรงพยาบาลพาน","6","9","3","6","9","11","9","4","-50","-22","-200","33"
"11191  :  โรงพยาบาลป่าแดด","1","0","0","0","0","0","0","0","100","0","0","0"
"11192  :  โรงพยาบาลแม่จัน","0","0","0","0","0","0","0","0","0","0","0","0"
"11193  :  โรงพยาบาลเชียงแสน","0","0","0","0","0","0","0","0","0","0","0","0"
"11194  :  โรงพยาบาลแม่สาย","0","0","0","0","0","0","0","0","0","0","0","0"
"11195  :  โรงพยาบาลแม่สรวย","0","0","0","0","0","0","0","0","0","0","0","0"
"11196  :  โรงพยาบาลเวียงป่าเป้า","1","1","2","0","0","4","1","0","100","-300","50","0"
"11197  :  โรงพยาบาลพญาเม็งราย","1","1","3","2","1","1","0","2","0","0","100","0"
"11198  :  โรงพยาบาลเวียงแก่น","0","0","0","0","0","0","0","0","0","0","0","0"
"11199  :  โรงพยาบาลขุนตาล","0","1","0","1","0","2","0","1","0","-100","0","0"
"11200  :  โรงพยาบาลแม่ฟ้าหลวง","0","0","0","0","0","0","0","0","0","0","0","0"
"11201  :  โรงพยาบาลแม่ลาว","0","0","0","0","0","0","0","0","0","0","0","0"
"11202  :  โรงพยาบาลเวียงเชียงรุ้ง","0","0","0","0","0","0","0","0","0","0","0","0"
"11454  :  โรงพยาบาลสมเด็จพระยุพราชเชียงของ","0","1","0","1","0","1","0","0","0","0","0","100"
"15012  :  โรงพยาบาลสมเด็จพระญาณสังวร","0","0","0","0","1","0","0","0","0","0","0","0"
"23429  :  โรงพยาบาลมหาวิทยาลัยแม่ฟ้าหลวง","0","0","0","0","0","0","0","0","0","0","0","0"
"28823  :  โรงพยาบาลดอยหลวง","0","0","0","0","0","0","0","0","0","0","0","0"
"41509  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยแม่ฟ้าหลวง","0","0","0","0","0","0","0","0","0","0","0","0"
"10719  :  โรงพยาบาลศรีสังวาลย์","3","2","0","4","2","0","1","1","33","100","0","75"
"11203  :  โรงพยาบาลขุนยวม","0","4","1","1","3","0","0","0","0","100","100","100"
"11204  :  โรงพยาบาลปาย","0","0","0","0","0","0","0","0","0","0","0","0"
"11205  :  โรงพยาบาลแม่สะเรียง","4","3","4","4","2","7","3","4","50","-133","25","0"
"11206  :  โรงพยาบาลแม่ลาน้อย","8","5","3","2","1","3","1","0","88","40","67","100"
"11207  :  โรงพยาบาลสบเมย","0","2","2","9","2","2","2","0","0","0","0","100"
"11208  :  โรงพยาบาลปางมะผ้า","0","0","0","0","0","0","0","0","0","0","0","0"
"14197  :  โรงพยาบาลธัญญรักษ์แม่ฮ่องสอน","0","0","0","0","0","0","0","0","0","0","0","0"
"10675  :  โรงพยาบาลสวรรค์ประชารักษ์","0","0","1","0","0","0","0","0","0","0","100","0"
"11209  :  โรงพยาบาลโกรกพระ","23","14","16","6","10","4","2","2","57","71","88","67"
"11210  :  โรงพยาบาลชุมแสง","110","101","63","115","157","160","100","97","-43","-58","-59","16"
"11211  :  โรงพยาบาลหนองบัว","160","172","135","115","119","117","68","76","26","32","50","34"
"11212  :  โรงพยาบาลบรรพตพิสัย","0","0","0","0","0","0","0","0","0","0","0","0"
"11213  :  โรงพยาบาลเก้าเลี้ยว","1","3","0","0","0","0","2","7","100","100","0","0"
"11214  :  โรงพยาบาลตาคลี","108","129","57","61","107","45","13","47","1","65","77","23"
"11215  :  โรงพยาบาลท่าตะโก","33","63","50","36","49","29","30","27","-48","54","40","25"
"11216  :  โรงพยาบาลไพศาลี","25","37","33","29","44","35","16","9","-76","5","52","69"
"11217  :  โรงพยาบาลพยุหะคีรี","17","22","8","9","109","91","64","40","-541","-314","-700","-344"
"11218  :  โรงพยาบาลลาดยาว","130","147","77","63","86","86","61","32","34","41","21","49"
"11219  :  โรงพยาบาลตากฟ้า","85","81","51","83","91","70","48","42","-7","14","6","49"
"11220  :  โรงพยาบาลแม่วงก์","49","46","1","0","0","0","0","0","100","100","100","0"
"11513  :  โรงพยาบาลค่ายจิรประวัติ","0","0","0","0","0","0","0","0","0","0","0","0"
"12030  :  โรงพยาบาลพริ้นซ์ ปากน้ำโพ 1 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"12033  :  โรงพยาบาลรวมแพทย์นครสวรรค์","0","0","0","0","0","0","0","0","0","0","0","0"
"12034  :  โรงพยาบาลพริ้นซ์ ปากน้ำโพ 2 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"12042  :  โรงพยาบาลร่มฉัตร","0","0","0","0","0","0","0","0","0","0","0","0"
"12044  :  โรงพยาบาลศรีสวรรค์","0","0","0","0","0","0","0","0","0","0","0","0"
"12284  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 3","0","0","0","0","0","0","0","0","0","0","0","0"
