"โรงพยาบาล","ปีการศึกษา 2559 เทอม 2 ตค.-ธค.","ปีการศึกษา 2560 เทอม 1 พค.-กค."
"B","A","อัตรา(100)","B","A","อัตรา(100)"
"11114  :  โรงพยาบาลดอนตาล","0","0","0.00","0","0","0.00"
"11115  :  โรงพยาบาลดงหลวง","1","0","0.00","0","0","0.00"
"11116  :  โรงพยาบาลคำชะอี","15","0","0.00","0","0","0.00"
"11117  :  โรงพยาบาลหว้านใหญ่","262","30","11.45","0","0","0.00"
"11118  :  โรงพยาบาลหนองสูง","22","2","9.09","0","0","0.00"
"06009  :  โรงพยาบาลแม่ตื่น","6","0","0.00","0","0","0.00"
"10713  :  โรงพยาบาลนครพิงค์","0","0","0.00","0","0","0.00"
"11119  :  โรงพยาบาลจอมทอง","803","164","20.42","0","0","0.00"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","1,526","221","14.48","0","0","0.00"
"11121  :  โรงพยาบาลเชียงดาว","51","4","7.84","0","0","0.00"
"11122  :  โรงพยาบาลดอยสะเก็ด","14","1","7.14","0","0","0.00"
"11123  :  โรงพยาบาลแม่แตง","0","0","0.00","0","0","0.00"
"11124  :  โรงพยาบาลสะเมิง","271","29","10.70","0","0","0.00"
"11125  :  โรงพยาบาลฝาง","4,209","926","22.00","0","0","0.00"
"11126  :  โรงพยาบาลแม่อาย","108","10","9.26","0","0","0.00"
"11127  :  โรงพยาบาลพร้าว","0","0","0.00","0","0","0.00"
"11128  :  โรงพยาบาลสันป่าตอง","0","0","0.00","0","0","0.00"
"11129  :  โรงพยาบาลสันกำแพง","0","0","0.00","0","0","0.00"
"11130  :  โรงพยาบาลสันทราย","7","0","0.00","0","0","0.00"
"11131  :  โรงพยาบาลหางดง","61","0","0.00","0","0","0.00"
"11132  :  โรงพยาบาลฮอด","2","0","0.00","0","0","0.00"
"11133  :  โรงพยาบาลดอยเต่า","215","40","18.60","0","0","0.00"
"11134  :  โรงพยาบาลอมก๋อย","16","0","0.00","0","0","0.00"
"11135  :  โรงพยาบาลสารภี","1","0","0.00","0","0","0.00"
"11136  :  โรงพยาบาลเวียงแหง","0","0","0.00","0","0","0.00"
"11137  :  โรงพยาบาลไชยปราการ","602","81","13.46","0","0","0.00"
"11138  :  โรงพยาบาลแม่วาง","26","7","26.92","0","0","0.00"
"11139  :  โรงพยาบาลแม่ออน","0","0","0.00","0","0","0.00"
"11507  :  โรงพยาบาลกองบิน 41","0","0","0.00","0","0","0.00"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","0","0","0.00","0","0","0.00"
"11643  :  โรงพยาบาลดอยหล่อ","79","17","21.52","0","0","0.00"
"11978  :  โรงพยาบาลดารารัศมี","0","0","0.00","0","0","0.00"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0.00"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","1,083","168","15.51","0","0","0.00"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","2","0","0.00","0","0","0.00"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","0","0","0.00","0","0","0.00"
"12280  :  โรงพยาบาลสวนปรุง","0","0","0.00","0","0","0.00"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0.00","0","0","0.00"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0.00","0","0","0.00"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","0","0","0.00","0","0","0.00"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","0","0","0.00","0","0","0.00"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","0","0","0.00","0","0","0.00"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","1,150","345","30.00","0","0","0.00"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","230","27","11.74","0","0","0.00"
"10714  :  โรงพยาบาลลำพูน","2","0","0.00","0","0","0.00"
"11140  :  โรงพยาบาลแม่ทา","484","60","12.40","0","0","0.00"
"11141  :  โรงพยาบาลบ้านโฮ่ง","0","0","0.00","0","0","0.00"
"11142  :  โรงพยาบาลลี้","0","0","0.00","0","0","0.00"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","67","3","4.48","0","0","0.00"
"11144  :  โรงพยาบาลป่าซาง","593","96","16.19","0","0","0.00"
"11145  :  โรงพยาบาลบ้านธิ","535","62","11.59","0","0","0.00"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0.00","0","0","0.00"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","0","0","0.00","0","0","0.00"
"24956  :  โรงพยาบาลเวียงหนองล่อง","1","0","0.00","0","0","0.00"
"10672  :  โรงพยาบาลลำปาง","820","108","13.17","0","0","0.00"
"11146  :  โรงพยาบาลแม่เมาะ","2,009","308","15.33","0","0","0.00"
"11147  :  โรงพยาบาลเกาะคา","814","141","17.32","0","0","0.00"
"11148  :  โรงพยาบาลเสริมงาม","1,182","207","17.51","0","0","0.00"
"11149  :  โรงพยาบาลงาว","12","0","0.00","0","0","0.00"
"11150  :  โรงพยาบาลแจ้ห่ม","231","43","18.61","0","0","0.00"
"11151  :  โรงพยาบาลวังเหนือ","880","157","17.84","0","0","0.00"
"11152  :  โรงพยาบาลเถิน","754","189","25.07","0","0","0.00"
"11153  :  โรงพยาบาลแม่พริก","106","26","24.53","0","0","0.00"
"11154  :  โรงพยาบาลแม่ทะ","352","41","11.65","0","0","0.00"
"11155  :  โรงพยาบาลสบปราบ","945","195","20.63","0","0","0.00"
"11156  :  โรงพยาบาลห้างฉัตร","1,105","240","21.72","0","0","0.00"
"11157  :  โรงพยาบาลเมืองปาน","18","3","16.67","0","0","0.00"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0.00","0","0","0.00"
"12283  :  โรงพยาบาลมะเร็งลำปาง","0","0","0.00","0","0","0.00"
"10673  :  โรงพยาบาลอุตรดิตถ์","0","0","0.00","0","0","0.00"
"11158  :  โรงพยาบาลตรอน","905","205","22.65","0","0","0.00"
"11159  :  โรงพยาบาลท่าปลา","611","90","14.73","0","0","0.00"
"11160  :  โรงพยาบาลน้ำปาด","337","59","17.51","0","0","0.00"
"11161  :  โรงพยาบาลฟากท่า","335","73","21.79","0","0","0.00"
"11162  :  โรงพยาบาลบ้านโคก","33","3","9.09","0","0","0.00"
"11163  :  โรงพยาบาลพิชัย","2,250","547","24.31","0","0","0.00"
"11164  :  โรงพยาบาลลับแล","106","18","16.98","0","0","0.00"
"11165  :  โรงพยาบาลทองแสนขัน","464","81","17.46","0","0","0.00"
"11509  :  โรงพยาบาลค่ายพิชัยดาบหัก","0","0","0.00","0","0","0.00"
"10715  :  โรงพยาบาลแพร่","0","0","0.00","0","0","0.00"
"11166  :  โรงพยาบาลร้องกวาง","577","132","22.88","0","0","0.00"
"11167  :  โรงพยาบาลลอง","1,878","360","19.17","0","0","0.00"
"11169  :  โรงพยาบาลสูงเม่น","1","0","0.00","0","0","0.00"
"11170  :  โรงพยาบาลสอง","1,609","293","18.21","0","0","0.00"
"11171  :  โรงพยาบาลวังชิ้น","846","177","20.92","0","0","0.00"
"11172  :  โรงพยาบาลหนองม่วงไข่","246","46","18.70","0","0","0.00"
"11452  :  โรงพยาบาลสมเด็จพระยุพราชเด่นชัย","980","188","19.18","0","0","0.00"
"10716  :  โรงพยาบาลน่าน","2,689","409","15.21","0","0","0.00"
"11173  :  โรงพยาบาลแม่จริม","323","38","11.76","0","0","0.00"
"11174  :  โรงพยาบาลบ้านหลวง","13","0","0.00","0","0","0.00"
"11175  :  โรงพยาบาลนาน้อย","121","24","19.83","0","0","0.00"
"11176  :  โรงพยาบาลท่าวังผา","915","170","18.58","0","0","0.00"
"11177  :  โรงพยาบาลเวียงสา","10","0","0.00","0","0","0.00"
"11178  :  โรงพยาบาลทุ่งช้าง","84","14","16.67","0","0","0.00"
"11179  :  โรงพยาบาลเชียงกลาง","383","57","14.88","0","0","0.00"
"11180  :  โรงพยาบาลนาหมื่น","16","0","0.00","0","0","0.00"
"11181  :  โรงพยาบาลสันติสุข","446","78","17.49","0","0","0.00"
"11182  :  โรงพยาบาลบ่อเกลือ","0","0","0.00","0","0","0.00"
"11183  :  โรงพยาบาลสองแคว","0","0","0.00","0","0","0.00"
"11453  :  โรงพยาบาลสมเด็จพระยุพราชปัว","374","43","11.50","0","0","0.00"
"11510  :  โรงพยาบาลค่ายสุริยพงษ์","0","0","0.00","0","0","0.00"
"11625  :  โรงพยาบาลเฉลิมพระเกียรติ","12","1","8.33","0","0","0.00"
"25017  :  โรงพยาบาลภูเพียง","0","0","0.00","0","0","0.00"
"10717  :  โรงพยาบาลพะเยา","1","1","100.00","0","0","0.00"
"10718  :  โรงพยาบาลเชียงคำ","0","0","0.00","0","0","0.00"
"11184  :  โรงพยาบาลจุน","1,162","139","11.96","0","0","0.00"
"11185  :  โรงพยาบาลเชียงม่วน","0","0","0.00","0","0","0.00"
"11186  :  โรงพยาบาลดอกคำใต้","34","0","0.00","0","0","0.00"
"11187  :  โรงพยาบาลปง","535","101","18.88","0","0","0.00"
"11188  :  โรงพยาบาลแม่ใจ","0","0","0.00","0","0","0.00"
"15140  :  โรงพยาบาลค่ายขุนเจืองธรรมิกราช","0","0","0.00","0","0","0.00"
"40744  :  โรงพยาบาลภูซาง","0","0","0.00","0","0","0.00"
"40745  :  โรงพยาบาลภูกามยาว","0","0","0.00","0","0","0.00"
"41347  :  โรงพยาบาลมหาวิทยาลัยพะเยา","0","0","0.00","0","0","0.00"
"10674  :  โรงพยาบาลเชียงรายประชานุเคราะห์","8","0","0.00","0","0","0.00"
"11189  :  โรงพยาบาลเทิง","4","0","0.00","0","0","0.00"
"11190  :  โรงพยาบาลพาน","0","0","0.00","0","0","0.00"
"11191  :  โรงพยาบาลป่าแดด","152","32","21.05","0","0","0.00"
"11192  :  โรงพยาบาลแม่จัน","0","0","0.00","0","0","0.00"
"11193  :  โรงพยาบาลเชียงแสน","6","0","0.00","0","0","0.00"
"11194  :  โรงพยาบาลแม่สาย","6","0","0.00","0","0","0.00"
"11195  :  โรงพยาบาลแม่สรวย","542","70","12.92","0","0","0.00"
"11196  :  โรงพยาบาลเวียงป่าเป้า","7","0","0.00","0","0","0.00"
"11197  :  โรงพยาบาลพญาเม็งราย","504","79","15.67","0","0","0.00"
"11198  :  โรงพยาบาลเวียงแก่น","1,087","97","8.92","0","0","0.00"
"11199  :  โรงพยาบาลขุนตาล","329","32","9.73","0","0","0.00"
"11200  :  โรงพยาบาลแม่ฟ้าหลวง","315","20","6.35","0","0","0.00"
"11201  :  โรงพยาบาลแม่ลาว","2","0","0.00","0","0","0.00"
"11202  :  โรงพยาบาลเวียงเชียงรุ้ง","481","68","14.14","0","0","0.00"
"11454  :  โรงพยาบาลสมเด็จพระยุพราชเชียงของ","0","0","0.00","0","0","0.00"
"15012  :  โรงพยาบาลสมเด็จพระญาณสังวร","1","0","0.00","0","0","0.00"
"23429  :  โรงพยาบาลมหาวิทยาลัยแม่ฟ้าหลวง","0","0","0.00","0","0","0.00"
"28823  :  โรงพยาบาลดอยหลวง","7","0","0.00","0","0","0.00"
"41509  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยแม่ฟ้าหลวง","0","0","0.00","0","0","0.00"
"10719  :  โรงพยาบาลศรีสังวาลย์","0","0","0.00","0","0","0.00"
"11203  :  โรงพยาบาลขุนยวม","16","2","12.50","0","0","0.00"
"11204  :  โรงพยาบาลปาย","395","94","23.80","0","0","0.00"
"11205  :  โรงพยาบาลแม่สะเรียง","559","93","16.64","0","0","0.00"
"11206  :  โรงพยาบาลแม่ลาน้อย","1,267","142","11.21","0","0","0.00"
"11207  :  โรงพยาบาลสบเมย","1","0","0.00","0","0","0.00"
"11208  :  โรงพยาบาลปางมะผ้า","72","0","0.00","0","0","0.00"
"14197  :  โรงพยาบาลธัญญรักษ์แม่ฮ่องสอน","0","0","0.00","0","0","0.00"
"10675  :  โรงพยาบาลสวรรค์ประชารักษ์","0","0","0.00","0","0","0.00"
"11209  :  โรงพยาบาลโกรกพระ","2","0","0.00","0","0","0.00"
"11210  :  โรงพยาบาลชุมแสง","2","0","0.00","0","0","0.00"
"11211  :  โรงพยาบาลหนองบัว","1,742","377","21.64","0","0","0.00"
"11212  :  โรงพยาบาลบรรพตพิสัย","1,090","213","19.54","0","0","0.00"
"11213  :  โรงพยาบาลเก้าเลี้ยว","489","109","22.29","0","0","0.00"
"11214  :  โรงพยาบาลตาคลี","1,221","281","23.01","0","0","0.00"
"11215  :  โรงพยาบาลท่าตะโก","1,283","302","23.54","0","0","0.00"
"11216  :  โรงพยาบาลไพศาลี","313","63","20.13","0","0","0.00"
"11217  :  โรงพยาบาลพยุหะคีรี","3","1","33.33","0","0","0.00"
"11218  :  โรงพยาบาลลาดยาว","5","0","0.00","0","0","0.00"
"11219  :  โรงพยาบาลตากฟ้า","1","0","0.00","0","0","0.00"
"11220  :  โรงพยาบาลแม่วงก์","327","44","13.46","0","0","0.00"
"11513  :  โรงพยาบาลค่ายจิรประวัติ","6","0","0.00","0","0","0.00"
"12030  :  โรงพยาบาลพริ้นซ์ ปากน้ำโพ 1 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00"
"12033  :  โรงพยาบาลรวมแพทย์นครสวรรค์","0","0","0.00","0","0","0.00"
"12034  :  โรงพยาบาลพริ้นซ์ ปากน้ำโพ 2 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00"
"12042  :  โรงพยาบาลร่มฉัตร","0","0","0.00","0","0","0.00"
"12044  :  โรงพยาบาลศรีสวรรค์","0","0","0.00","0","0","0.00"
"12284  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 3","0","0","0.00","0","0","0.00"
"14171  :  โรงพยาบาลจิตเวชนครสวรรค์ราชนครินทร์","0","0","0.00","0","0","0.00"
"40749  :  โรงพยาบาลชุมตาบง","21","0","0.00","0","0","0.00"
"10720  :  โรงพยาบาลอุทัยธานี","1","0","0.00","0","0","0.00"
"11221  :  โรงพยาบาลทัพทัน","4","0","0.00","0","0","0.00"
"11222  :  โรงพยาบาลสว่างอารมณ์","361","76","21.05","0","0","0.00"
"11223  :  โรงพยาบาลหนองฉาง","1,510","378","25.03","0","0","0.00"
"11224  :  โรงพยาบาลหนองขาหย่าง","284","78","27.46","0","0","0.00"
"11225  :  โรงพยาบาลบ้านไร่","650","102","15.69","0","0","0.00"
"11226  :  โรงพยาบาลลานสัก","937","122","13.02","0","0","0.00"
"11227  :  โรงพยาบาลห้วยคต","584","99","16.95","0","0","0.00"
"10721  :  โรงพยาบาลกำแพงเพชร","0","0","0.00","0","0","0.00"
"11228  :  โรงพยาบาลทุ่งโพธิ์ทะเล","318","46","14.47","0","0","0.00"
"11229  :  โรงพยาบาลไทรงาม","68","7","10.29","0","0","0.00"
"11230  :  โรงพยาบาลคลองลาน","1,966","251","12.77","0","0","0.00"
"11231  :  โรงพยาบาลขาณุวรลักษบุรี","349","41","11.75","0","0","0.00"
"11232  :  โรงพยาบาลคลองขลุง","1,031","227","22.02","0","0","0.00"
"11233  :  โรงพยาบาลพรานกระต่าย","254","49","19.29","0","0","0.00"
"11234  :  โรงพยาบาลลานกระบือ","732","182","24.86","0","0","0.00"
"11235  :  โรงพยาบาลทรายทองวัฒนา","582","94","16.15","0","0","0.00"
"11236  :  โรงพยาบาลปางศิลาทอง","0","0","0.00","0","0","0.00"
"14135  :  โรงพยาบาลบึงสามัคคี","500","103","20.60","0","0","0.00"
"28010  :  โรงพยาบาลโกสัมพีนคร","156","19","12.18","0","0","0.00"
"10722  :  โรงพยาบาลสมเด็จพระเจ้าตากสินมหาราช","3,761","856","22.76","0","0","0.00"
"10723  :  โรงพยาบาลแม่สอด","2,956","778","26.32","0","0","0.00"
"11238  :  โรงพยาบาลบ้านตาก","823","152","18.47","0","0","0.00"
"11239  :  โรงพยาบาลสามเงา","871","171","19.63","0","0","0.00"
"11240  :  โรงพยาบาลแม่ระมาด","1,358","222","16.35","0","0","0.00"
"11241  :  โรงพยาบาลท่าสองยาง","1,203","125","10.39","0","0","0.00"
"11242  :  โรงพยาบาลพบพระ","1,266","107","8.45","0","0","0.00"
"11243  :  โรงพยาบาลอุ้มผาง","12","0","0.00","0","0","0.00"
"27443  :  โรงพยาบาลวังเจ้า","107","20","18.69","0","0","0.00"
"10724  :  โรงพยาบาลสุโขทัย","20","1","5.00","0","0","0.00"
"10725  :  โรงพยาบาลศรีสังวรสุโขทัย","75","3","4.00","0","0","0.00"
"11244  :  โรงพยาบาลบ้านด่านลานหอย","1,030","147","14.27","0","0","0.00"
"11245  :  โรงพยาบาลคีรีมาศ","372","71","19.09","0","0","0.00"
"11246  :  โรงพยาบาลกงไกรลาศ","0","0","0.00","0","0","0.00"
"11247  :  โรงพยาบาลศรีสัชนาลัย","18","1","5.56","0","0","0.00"
"11248  :  โรงพยาบาลสวรรคโลก","0","0","0.00","0","0","0.00"
"11249  :  โรงพยาบาลศรีนคร","963","190","19.73","0","0","0.00"
"11250  :  โรงพยาบาลทุ่งเสลี่ยม","0","0","0.00","0","0","0.00"
"10676  :  โรงพยาบาลพุทธชินราช","0","0","0.00","0","0","0.00"
"11251  :  โรงพยาบาลชาติตระการ","166","21","12.65","0","0","0.00"
"11252  :  โรงพยาบาลบางระกำ","1,790","240","13.41","0","0","0.00"
"11253  :  โรงพยาบาลบางกระทุ่ม","778","175","22.49","0","0","0.00"
"11254  :  โรงพยาบาลพรหมพิราม","1,682","293","17.42","0","0","0.00"
"11255  :  โรงพยาบาลวัดโบสถ์","26","2","7.69","0","0","0.00"
"11256  :  โรงพยาบาลวังทอง","0","0","0.00","0","0","0.00"
"11257  :  โรงพยาบาลเนินมะปราง","0","0","0.00","0","0","0.00"
"11455  :  โรงพยาบาลสมเด็จพระยุพราชนครไทย","2,053","409","19.92","0","0","0.00"
"11517  :  โรงพยาบาลค่ายสมเด็จพระนเรศวร","0","0","0.00","0","0","0.00"
"14972  :  โรงพยาบาลมหาวิทยาลัยนเรศวร","0","0","0.00","0","0","0.00"
"41429  :  โรงพยาบาลจิตเวชพิษณุโลก","0","0","0.00","0","0","0.00"
"10726  :  โรงพยาบาลพิจิตร","4,385","1,128","25.72","0","0","0.00"
"11258  :  โรงพยาบาลวังทรายพูน","229","32","13.97","0","0","0.00"
"11259  :  โรงพยาบาลโพธิ์ประทับช้าง","457","86","18.82","0","0","0.00"
"11260  :  โรงพยาบาลบางมูลนาก","3,268","756","23.13","0","0","0.00"
"11261  :  โรงพยาบาลโพทะเล","1,135","187","16.48","0","0","0.00"
"11262  :  โรงพยาบาลสามง่าม","591","105","17.77","0","0","0.00"
"11263  :  โรงพยาบาลทับคล้อ","483","109","22.57","0","0","0.00"
"11456  :  โรงพยาบาลสมเด็จพระยุพราชตะพานหิน","5","0","0.00","0","0","0.00"
"11631  :  โรงพยาบาลวชิรบารมี","829","160","19.30","0","0","0.00"
"27978  :  โรงพยาบาลสากเหล็ก","434","76","17.51","0","0","0.00"
"27979  :  โรงพยาบาลบึงนาราง","0","0","0.00","0","0","0.00"
"27980  :  โรงพยาบาลดงเจริญ","2","0","0.00","0","0","0.00"
"10727  :  โรงพยาบาลเพชรบูรณ์","30","8","26.67","0","0","0.00"
"11264  :  โรงพยาบาลชนแดน","1,248","151","12.10","0","0","0.00"
"11265  :  โรงพยาบาลหล่มสัก","136","12","8.82","0","0","0.00"
"11266  :  โรงพยาบาลวิเชียรบุรี","270","38","14.07","0","0","0.00"
"11267  :  โรงพยาบาลศรีเทพ","883","118","13.36","0","0","0.00"
"11268  :  โรงพยาบาลหนองไผ่","159","26","16.35","0","0","0.00"
"11269  :  โรงพยาบาลบึงสามพัน","3,377","604","17.89","0","0","0.00"
"11270  :  โรงพยาบาลน้ำหนาว","555","57","10.27","0","0","0.00"
"11271  :  โรงพยาบาลวังโป่ง","12","0","0.00","0","0","0.00"
"11272  :  โรงพยาบาลเขาค้อ","4","0","0.00","0","0","0.00"
"11457  :  โรงพยาบาลสมเด็จพระยุพราชหล่มเก่า","8","0","0.00","0","0","0.00"
"11946  :  โรงพยาบาลค่ายพ่อขุนผาเมือง","0","0","0.00","0","0","0.00"
"10677  :  โรงพยาบาลราชบุรี","0","0","0.00","0","0","0.00"
"10728  :  โรงพยาบาลดำเนินสะดวก","3","1","33.33","0","0","0.00"
"10729  :  โรงพยาบาลบ้านโป่ง","1,083","206","19.02","0","0","0.00"
"10730  :  โรงพยาบาลโพธาราม","1","0","0.00","0","0","0.00"
"11273  :  โรงพยาบาลสวนผึ้ง","102","9","8.82","0","0","0.00"
"11274  :  โรงพยาบาลบางแพ","576","115","19.97","0","0","0.00"
"11275  :  โรงพยาบาลเจ็ดเสมียน","307","54","17.59","0","0","0.00"
"11276  :  โรงพยาบาลปากท่อ","58","0","0.00","0","0","0.00"
"11277  :  โรงพยาบาลวัดเพลง","0","0","0.00","0","0","0.00"
"11458  :  โรงพยาบาลสมเด็จพระยุพราชจอมบึง","427","23","5.39","0","0","0.00"
"11519  :  โรงพยาบาลค่ายภาณุรังษี","0","0","0.00","0","0","0.00"
"12093  :  สถานพยาบาลแพทย์ประดิษฐ์","0","0","0.00","0","0","0.00"
"12097  :  มหาชัยพร้อมแพทย์โรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0.00"
"12098  :  โรงพยาบาลกรุงเทพเมืองราชโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00"
"12103  :  โรงพยาบาลซานคามิลโล","0","0","0.00","0","0","0.00"
"12286  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 5","2","0","0.00","0","0","0.00"
"28858  :  โรงพยาบาลบ้านคา","80","13","16.25","0","0","0.00"
"10731  :  โรงพยาบาลพหลพลพยุหเสนา","1,727","327","18.93","0","0","0.00"
"10732  :  โรงพยาบาลมะการักษ์","2,394","562","23.48","0","0","0.00"
"11278  :  โรงพยาบาลไทรโยค","0","0","0.00","0","0","0.00"
"11279  :  โรงพยาบาลสมเด็จพระปิยมหาราชรมณียเขต","19","0","0.00","0","0","0.00"
"11280  :  โรงพยาบาลบ่อพลอย","1,878","228","12.14","0","0","0.00"
"11281  :  โรงพยาบาลท่ากระดาน","388","47","12.11","0","0","0.00"
"11282  :  โรงพยาบาลสมเด็จพระสังฆราชองค์ที่ ๑๙","2,668","542","20.31","0","0","0.00"
"11283  :  โรงพยาบาลทองผาภูมิ","1,629","201","12.34","0","0","0.00"
"11284  :  โรงพยาบาลสังขละบุรี","399","6","1.50","0","0","0.00"
"11285  :  โรงพยาบาลเจ้าคุณไพบูลย์พนมทวน","936","143","15.28","0","0","0.00"
"11286  :  โรงพยาบาลเลาขวัญ","593","44","7.42","0","0","0.00"
"11287  :  โรงพยาบาลด่านมะขามเตี้ย","794","97","12.22","0","0","0.00"
"11288  :  โรงพยาบาลสถานพระบารมี","41","0","0.00","0","0","0.00"
"11520  :  โรงพยาบาลค่ายสุรสีห์","0","0","0.00","0","0","0.00"
"14136  :  โรงพยาบาลศุกร์ศิริศรีสวัสดิ์","323","24","7.43","0","0","0.00"
"21948  :  โรงพยาบาลห้วยกระเจา เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00","0","0","0.00"
"41701  :  โรงพยาบาลหนองปรือ","0","0","0.00","0","0","0.00"
"10678  :  โรงพยาบาลเจ้าพระยายมราช","9,204","2,020","21.95","0","0","0.00"
"10733  :  โรงพยาบาลสมเด็จพระสังฆราชองค์ที่17","2,173","447","20.57","0","0","0.00"
"11289  :  โรงพยาบาลเดิมบางนางบวช","1,867","398","21.32","0","0","0.00"
"11290  :  โรงพยาบาลด่านช้าง","3,075","730","23.74","0","0","0.00"
"11291  :  โรงพยาบาลบางปลาม้า","1,111","258","23.22","0","0","0.00"
"11292  :  โรงพยาบาลศรีประจันต์","846","220","26.00","0","0","0.00"
"11293  :  โรงพยาบาลดอนเจดีย์","2,146","556","25.91","0","0","0.00"
"11294  :  โรงพยาบาลสามชุก","2,281","570","24.99","0","0","0.00"
"11295  :  โรงพยาบาลอู่ทอง","5,850","928","15.86","0","0","0.00"
"11296  :  โรงพยาบาลหนองหญ้าไซ","1,219","255","20.92","0","0","0.00"
"12123  :  โรงพยาบาลวิภาวดี-ปิยราษฎร์","0","0","0.00","0","0","0.00"
"10679  :  โรงพยาบาลนครปฐม","6,441","1,181","18.34","0","0","0.00"
"11297  :  โรงพยาบาลกำแพงแสน","701","169","24.11","0","0","0.00"
"11298  :  โรงพยาบาลนครชัยศรี","976","258","26.43","0","0","0.00"
"11299  :  โรงพยาบาลห้วยพลู","1,046","245","23.42","0","0","0.00"
"11300  :  โรงพยาบาลดอนตูม","7","0","0.00","0","0","0.00"
"11301  :  โรงพยาบาลบางเลน","145","34","23.45","0","0","0.00"
"11302  :  โรงพยาบาลสามพราน","1","0","0.00","0","0","0.00"
"11303  :  โรงพยาบาลพุทธมณฑล","0","0","0.00","0","0","0.00"
"11473  :  โรงพยาบาลเมตตาประชารักษ์(วัดไร่ขิง)","0","0","0.00","0","0","0.00"
"11521  :  โรงพยาบาลจันทรุเบกษา","0","0","0.00","0","0","0.00"
"13819  :  โรงพยาบาลหลวงพ่อเปิ่น","2","0","0.00","0","0","0.00"
"10734  :  โรงพยาบาลสมุทรสาคร","6,719","1,607","23.92","0","0","0.00"
"11304  :  โรงพยาบาลกระทุ่มแบน","440","127","28.86","0","0","0.00"
"11305  :  โรงพยาบาลบ้านแพ้ว","3,249","660","20.31","0","0","0.00"
"12137  :  โรงพยาบาลทั่วไปขนาดเล็กเจษฎา","93","15","16.13","0","0","0.00"
"10735  :  โรงพยาบาลสมเด็จพระพุทธเลิศหล้า","430","60","13.95","0","0","0.00"
"11306  :  โรงพยาบาลนภาลัย","0","0","0.00","0","0","0.00"
"11307  :  โรงพยาบาลอัมพวา","0","0","0.00","0","0","0.00"
"10736  :  โรงพยาบาลพระจอมเกล้า","51","0","0.00","0","0","0.00"
"11308  :  โรงพยาบาลเขาย้อย","379","65","17.15","0","0","0.00"
"11309  :  โรงพยาบาลหนองหญ้าปล้อง","14","1","7.14","0","0","0.00"
"11310  :  โรงพยาบาลชะอำ","2,244","438","19.52","0","0","0.00"
"11311  :  โรงพยาบาลท่ายาง","1,086","190","17.50","0","0","0.00"
"11312  :  โรงพยาบาลบ้านลาด","84","10","11.90","0","0","0.00"
"11313  :  โรงพยาบาลบ้านแหลม","1,217","279","22.93","0","0","0.00"
"11314  :  โรงพยาบาลแก่งกระจาน","68","12","17.65","0","0","0.00"
"10737  :  โรงพยาบาลประจวบคีรีขันธ์","4","0","0.00","0","0","0.00"
"11315  :  โรงพยาบาลกุยบุรี","1","0","0.00","0","0","0.00"
"11316  :  โรงพยาบาลทับสะแก","365","63","17.26","0","0","0.00"
"11317  :  โรงพยาบาลบางสะพาน","64","6","9.38","0","0","0.00"
"11318  :  โรงพยาบาลบางสะพานน้อย","1","0","0.00","0","0","0.00"
"11319  :  โรงพยาบาลปราณบุรี","1","0","0.00","0","0","0.00"
"11320  :  โรงพยาบาลหัวหิน","3","0","0.00","0","0","0.00"
"11321  :  โรงพยาบาลสามร้อยยอด","823","134","16.28","0","0","0.00"
