"โรงพยาบาล","ปีการศึกษา 2557 เทอม 2 ตค.-ธค.","ปีการศึกษา 2558 เทอม 1 พค.-กค."
"B","A","อัตรา(100)","B","A","อัตรา(100)"
"11113  :  โรงพยาบาลนิคมคำสร้อย","123","23","18.70","968","147","15.19"
"11114  :  โรงพยาบาลดอนตาล","121","15","12.40","5","0","0.00"
"11115  :  โรงพยาบาลดงหลวง","0","0","0.00","696","38","5.46"
"11116  :  โรงพยาบาลคำชะอี","1","0","0.00","12","2","16.67"
"11117  :  โรงพยาบาลหว้านใหญ่","201","24","11.94","137","16","11.68"
"11118  :  โรงพยาบาลหนองสูง","37","5","13.51","434","76","17.51"
"06009  :  โรงพยาบาลแม่ตื่น","12","1","8.33","498","22","4.42"
"10713  :  โรงพยาบาลนครพิงค์","0","0","0.00","0","0","0.00"
"11119  :  โรงพยาบาลจอมทอง","62","3","4.84","0","0","0.00"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","0","0","0.00","0","0","0.00"
"11121  :  โรงพยาบาลเชียงดาว","1","0","0.00","1","0","0.00"
"11122  :  โรงพยาบาลดอยสะเก็ด","27","2","7.41","398","58","14.57"
"11123  :  โรงพยาบาลแม่แตง","0","0","0.00","0","0","0.00"
"11124  :  โรงพยาบาลสะเมิง","1","0","0.00","281","36","12.81"
"11125  :  โรงพยาบาลฝาง","1,583","353","22.30","1,484","208","14.02"
"11126  :  โรงพยาบาลแม่อาย","725","72","9.93","0","0","0.00"
"11127  :  โรงพยาบาลพร้าว","0","0","0.00","0","0","0.00"
"11128  :  โรงพยาบาลสันป่าตอง","314","72","22.93","279","36","12.90"
"11129  :  โรงพยาบาลสันกำแพง","0","0","0.00","0","0","0.00"
"11130  :  โรงพยาบาลสันทราย","5","0","0.00","9","0","0.00"
"11131  :  โรงพยาบาลหางดง","421","86","20.43","679","55","8.10"
"11132  :  โรงพยาบาลฮอด","0","0","0.00","1","0","0.00"
"11133  :  โรงพยาบาลดอยเต่า","44","3","6.82","182","32","17.58"
"11134  :  โรงพยาบาลอมก๋อย","18","0","0.00","69","0","0.00"
"11135  :  โรงพยาบาลสารภี","0","0","0.00","0","0","0.00"
"11136  :  โรงพยาบาลเวียงแหง","2","0","0.00","2","0","0.00"
"11137  :  โรงพยาบาลไชยปราการ","0","0","0.00","395","64","16.20"
"11138  :  โรงพยาบาลแม่วาง","0","0","0.00","0","0","0.00"
"11139  :  โรงพยาบาลแม่ออน","2","1","50.00","65","10","15.38"
"11507  :  โรงพยาบาลกองบิน 41","0","0","0.00","0","0","0.00"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","0","0","0.00","0","0","0.00"
"11643  :  โรงพยาบาลดอยหล่อ","1","0","0.00","1","0","0.00"
"11978  :  โรงพยาบาลดารารัศมี","0","0","0.00","0","0","0.00"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0.00"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","0","0","0.00","6","1","16.67"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","3","0","0.00","0","0","0.00"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","0","0","0.00","0","0","0.00"
"12280  :  โรงพยาบาลสวนปรุง","0","0","0.00","0","0","0.00"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0.00","0","0","0.00"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0.00","0","0","0.00"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","0","0","0.00","0","0","0.00"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","0","0","0.00","0","0","0.00"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","0","0","0.00","0","0","0.00"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","1","0","0.00","74","17","22.97"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00","0","0","0.00"
"10714  :  โรงพยาบาลลำพูน","0","0","0.00","0","0","0.00"
"11140  :  โรงพยาบาลแม่ทา","0","0","0.00","4","0","0.00"
"11141  :  โรงพยาบาลบ้านโฮ่ง","0","0","0.00","0","0","0.00"
"11142  :  โรงพยาบาลลี้","0","0","0.00","0","0","0.00"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","15","0","0.00","1","0","0.00"
"11144  :  โรงพยาบาลป่าซาง","0","0","0.00","37","8","21.62"
"11145  :  โรงพยาบาลบ้านธิ","198","28","14.14","348","52","14.94"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0.00","0","0","0.00"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","1","0","0.00","0","0","0.00"
"24956  :  โรงพยาบาลเวียงหนองล่อง","0","0","0.00","5","1","20.00"
"10672  :  โรงพยาบาลลำปาง","127","2","1.57","57","2","3.51"
"11146  :  โรงพยาบาลแม่เมาะ","93","20","21.51","1,724","283","16.42"
"11147  :  โรงพยาบาลเกาะคา","13","2","15.38","833","153","18.37"
"11148  :  โรงพยาบาลเสริมงาม","1","0","0.00","719","97","13.49"
"11149  :  โรงพยาบาลงาว","355","50","14.08","1,980","345","17.42"
"11150  :  โรงพยาบาลแจ้ห่ม","1","0","0.00","278","42","15.11"
"11151  :  โรงพยาบาลวังเหนือ","0","0","0.00","554","97","17.51"
"11152  :  โรงพยาบาลเถิน","7","2","28.57","957","233","24.35"
"11153  :  โรงพยาบาลแม่พริก","5","0","0.00","1","0","0.00"
"11154  :  โรงพยาบาลแม่ทะ","25","2","8.00","419","38","9.07"
"11155  :  โรงพยาบาลสบปราบ","52","5","9.62","1,060","166","15.66"
"11156  :  โรงพยาบาลห้างฉัตร","0","0","0.00","1,133","224","19.77"
"11157  :  โรงพยาบาลเมืองปาน","22","2","9.09","432","65","15.05"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0.00","0","0","0.00"
"12283  :  โรงพยาบาลมะเร็งลำปาง","0","0","0.00","0","0","0.00"
"10673  :  โรงพยาบาลอุตรดิตถ์","159","16","10.06","8","0","0.00"
"11158  :  โรงพยาบาลตรอน","3","1","33.33","0","0","0.00"
"11159  :  โรงพยาบาลท่าปลา","1","0","0.00","3","0","0.00"
"11160  :  โรงพยาบาลน้ำปาด","35","3","8.57","2","0","0.00"
"11161  :  โรงพยาบาลฟากท่า","0","0","0.00","140","16","11.43"
"11162  :  โรงพยาบาลบ้านโคก","0","0","0.00","1","0","0.00"
"11163  :  โรงพยาบาลพิชัย","36","1","2.78","3","0","0.00"
"11164  :  โรงพยาบาลลับแล","0","0","0.00","2","0","0.00"
"11165  :  โรงพยาบาลทองแสนขัน","1","0","0.00","0","0","0.00"
"11509  :  โรงพยาบาลค่ายพิชัยดาบหัก","0","0","0.00","0","0","0.00"
"10715  :  โรงพยาบาลแพร่","0","0","0.00","1","0","0.00"
"11166  :  โรงพยาบาลร้องกวาง","21","4","19.05","202","31","15.35"
"11167  :  โรงพยาบาลลอง","1,016","177","17.42","126","19","15.08"
"11169  :  โรงพยาบาลสูงเม่น","0","0","0.00","0","0","0.00"
"11170  :  โรงพยาบาลสอง","116","20","17.24","1,666","307","18.43"
"11171  :  โรงพยาบาลวังชิ้น","0","0","0.00","758","149","19.66"
"11172  :  โรงพยาบาลหนองม่วงไข่","18","2","11.11","268","48","17.91"
"11452  :  โรงพยาบาลสมเด็จพระยุพราชเด่นชัย","92","12","13.04","527","105","19.92"
"10716  :  โรงพยาบาลน่าน","703","124","17.64","959","120","12.51"
"11173  :  โรงพยาบาลแม่จริม","1","0","0.00","347","23","6.63"
"11174  :  โรงพยาบาลบ้านหลวง","132","11","8.33","3","0","0.00"
"11175  :  โรงพยาบาลนาน้อย","348","55","15.80","250","23","9.20"
"11176  :  โรงพยาบาลท่าวังผา","444","80","18.02","417","80","19.18"
"11177  :  โรงพยาบาลเวียงสา","0","0","0.00","182","14","7.69"
"11178  :  โรงพยาบาลทุ่งช้าง","70","11","15.71","429","53","12.35"
"11179  :  โรงพยาบาลเชียงกลาง","0","0","0.00","397","50","12.59"
"11180  :  โรงพยาบาลนาหมื่น","293","40","13.65","69","7","10.14"
"11181  :  โรงพยาบาลสันติสุข","98","18","18.37","419","67","15.99"
"11182  :  โรงพยาบาลบ่อเกลือ","0","0","0.00","274","19","6.93"
"11183  :  โรงพยาบาลสองแคว","0","0","0.00","70","9","12.86"
"11453  :  โรงพยาบาลสมเด็จพระยุพราชปัว","123","19","15.45","615","85","13.82"
"11510  :  โรงพยาบาลค่ายสุริยพงษ์","0","0","0.00","0","0","0.00"
"11625  :  โรงพยาบาลเฉลิมพระเกียรติ","0","0","0.00","11","0","0.00"
"25017  :  โรงพยาบาลภูเพียง","0","0","0.00","0","0","0.00"
"10717  :  โรงพยาบาลพะเยา","1","0","0.00","0","0","0.00"
"10718  :  โรงพยาบาลเชียงคำ","0","0","0.00","0","0","0.00"
"11184  :  โรงพยาบาลจุน","116","18","15.52","1,285","176","13.70"
"11185  :  โรงพยาบาลเชียงม่วน","0","0","0.00","0","0","0.00"
"11186  :  โรงพยาบาลดอกคำใต้","0","0","0.00","272","36","13.24"
"11187  :  โรงพยาบาลปง","44","8","18.18","622","98","15.76"
"11188  :  โรงพยาบาลแม่ใจ","0","0","0.00","0","0","0.00"
"15140  :  โรงพยาบาลค่ายขุนเจืองธรรมิกราช","0","0","0.00","0","0","0.00"
"40744  :  โรงพยาบาลภูซาง","0","0","0.00","0","0","0.00"
"40745  :  โรงพยาบาลภูกามยาว","0","0","0.00","0","0","0.00"
"41347  :  โรงพยาบาลมหาวิทยาลัยพะเยา","0","0","0.00","0","0","0.00"
"10674  :  โรงพยาบาลเชียงรายประชานุเคราะห์","3","0","0.00","4","0","0.00"
"11189  :  โรงพยาบาลเทิง","16","0","0.00","414","58","14.01"
"11190  :  โรงพยาบาลพาน","0","0","0.00","0","0","0.00"
"11191  :  โรงพยาบาลป่าแดด","42","6","14.29","203","42","20.69"
"11192  :  โรงพยาบาลแม่จัน","0","0","0.00","5","0","0.00"
"11193  :  โรงพยาบาลเชียงแสน","73","8","10.96","548","52","9.49"
"11194  :  โรงพยาบาลแม่สาย","5","0","0.00","9","0","0.00"
"11195  :  โรงพยาบาลแม่สรวย","1","0","0.00","88","4","4.55"
"11196  :  โรงพยาบาลเวียงป่าเป้า","0","0","0.00","0","0","0.00"
"11197  :  โรงพยาบาลพญาเม็งราย","0","0","0.00","571","67","11.73"
"11198  :  โรงพยาบาลเวียงแก่น","763","50","6.55","103","0","0.00"
"11199  :  โรงพยาบาลขุนตาล","9","2","22.22","385","27","7.01"
"11200  :  โรงพยาบาลแม่ฟ้าหลวง","0","0","0.00","0","0","0.00"
"11201  :  โรงพยาบาลแม่ลาว","0","0","0.00","0","0","0.00"
"11202  :  โรงพยาบาลเวียงเชียงรุ้ง","0","0","0.00","0","0","0.00"
"11454  :  โรงพยาบาลสมเด็จพระยุพราชเชียงของ","0","0","0.00","0","0","0.00"
"15012  :  โรงพยาบาลสมเด็จพระญาณสังวร","0","0","0.00","205","19","9.27"
"23429  :  โรงพยาบาลมหาวิทยาลัยแม่ฟ้าหลวง","0","0","0.00","0","0","0.00"
"28823  :  โรงพยาบาลดอยหลวง","0","0","0.00","0","0","0.00"
"41509  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยแม่ฟ้าหลวง","0","0","0.00","0","0","0.00"
"10719  :  โรงพยาบาลศรีสังวาลย์","222","15","6.76","0","0","0.00"
"11203  :  โรงพยาบาลขุนยวม","43","4","9.30","544","77","14.15"
"11204  :  โรงพยาบาลปาย","0","0","0.00","0","0","0.00"
"11205  :  โรงพยาบาลแม่สะเรียง","20","1","5.00","1,493","217","14.53"
"11206  :  โรงพยาบาลแม่ลาน้อย","44","6","13.64","1,201","94","7.83"
"11207  :  โรงพยาบาลสบเมย","0","0","0.00","0","0","0.00"
"11208  :  โรงพยาบาลปางมะผ้า","525","39","7.43","9","2","22.22"
"14197  :  โรงพยาบาลธัญญรักษ์แม่ฮ่องสอน","0","0","0.00","0","0","0.00"
"10675  :  โรงพยาบาลสวรรค์ประชารักษ์","0","0","0.00","0","0","0.00"
"11209  :  โรงพยาบาลโกรกพระ","43","12","27.91","4","0","0.00"
"11210  :  โรงพยาบาลชุมแสง","0","0","0.00","271","56","20.66"
"11211  :  โรงพยาบาลหนองบัว","23","4","17.39","1,737","338","19.46"
"11212  :  โรงพยาบาลบรรพตพิสัย","827","144","17.41","392","72","18.37"
"11213  :  โรงพยาบาลเก้าเลี้ยว","281","67","23.84","295","40","13.56"
"11214  :  โรงพยาบาลตาคลี","357","75","21.01","430","74","17.21"
"11215  :  โรงพยาบาลท่าตะโก","42","12","28.57","1,129","217","19.22"
"11216  :  โรงพยาบาลไพศาลี","2","2","100.00","210","37","17.62"
"11217  :  โรงพยาบาลพยุหะคีรี","19","9","47.37","3","0","0.00"
"11218  :  โรงพยาบาลลาดยาว","0","0","0.00","2","0","0.00"
"11219  :  โรงพยาบาลตากฟ้า","4","0","0.00","6","1","16.67"
"11220  :  โรงพยาบาลแม่วงก์","31","4","12.90","507","95","18.74"
"11513  :  โรงพยาบาลค่ายจิรประวัติ","0","0","0.00","0","0","0.00"
"12030  :  โรงพยาบาลพริ้นซ์ ปากน้ำโพ 1 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00"
"12033  :  โรงพยาบาลรวมแพทย์นครสวรรค์","0","0","0.00","0","0","0.00"
"12034  :  โรงพยาบาลพริ้นซ์ ปากน้ำโพ 2 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00"
"12042  :  โรงพยาบาลร่มฉัตร","0","0","0.00","0","0","0.00"
"12044  :  โรงพยาบาลศรีสวรรค์","0","0","0.00","0","0","0.00"
"12284  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 3","0","0","0.00","0","0","0.00"
"14171  :  โรงพยาบาลจิตเวชนครสวรรค์ราชนครินทร์","0","0","0.00","0","0","0.00"
"40749  :  โรงพยาบาลชุมตาบง","0","0","0.00","0","0","0.00"
"10720  :  โรงพยาบาลอุทัยธานี","517","127","24.56","848","221","26.06"
"11221  :  โรงพยาบาลทัพทัน","223","35","15.70","902","207","22.95"
"11222  :  โรงพยาบาลสว่างอารมณ์","8","0","0.00","53","4","7.55"
"11223  :  โรงพยาบาลหนองฉาง","31","7","22.58","25","3","12.00"
"11224  :  โรงพยาบาลหนองขาหย่าง","49","10","20.41","323","74","22.91"
"11225  :  โรงพยาบาลบ้านไร่","229","48","20.96","1,132","181","15.99"
"11226  :  โรงพยาบาลลานสัก","164","10","6.10","516","49","9.50"
"11227  :  โรงพยาบาลห้วยคต","110","8","7.27","623","102","16.37"
"10721  :  โรงพยาบาลกำแพงเพชร","0","0","0.00","0","0","0.00"
"11228  :  โรงพยาบาลทุ่งโพธิ์ทะเล","0","0","0.00","551","72","13.07"
"11229  :  โรงพยาบาลไทรงาม","611","85","13.91","3","0","0.00"
"11230  :  โรงพยาบาลคลองลาน","125","13","10.40","2,000","308","15.40"
"11231  :  โรงพยาบาลขาณุวรลักษบุรี","0","0","0.00","161","27","16.77"
"11232  :  โรงพยาบาลคลองขลุง","79","16","20.25","1,135","264","23.26"
"11233  :  โรงพยาบาลพรานกระต่าย","0","0","0.00","519","83","15.99"
"11234  :  โรงพยาบาลลานกระบือ","0","0","0.00","563","123","21.85"
"11235  :  โรงพยาบาลทรายทองวัฒนา","6","0","0.00","537","103","19.18"
"11236  :  โรงพยาบาลปางศิลาทอง","3","0","0.00","37","2","5.41"
"14135  :  โรงพยาบาลบึงสามัคคี","0","0","0.00","433","90","20.79"
"28010  :  โรงพยาบาลโกสัมพีนคร","0","0","0.00","56","7","12.50"
"10722  :  โรงพยาบาลสมเด็จพระเจ้าตากสินมหาราช","279","30","10.75","1,982","485","24.47"
"10723  :  โรงพยาบาลแม่สอด","0","0","0.00","2,770","707","25.52"
"11238  :  โรงพยาบาลบ้านตาก","3","0","0.00","15","0","0.00"
"11239  :  โรงพยาบาลสามเงา","5","0","0.00","258","51","19.77"
"11240  :  โรงพยาบาลแม่ระมาด","30","1","3.33","74","2","2.70"
"11241  :  โรงพยาบาลท่าสองยาง","5","0","0.00","0","0","0.00"
"11242  :  โรงพยาบาลพบพระ","7","0","0.00","28","0","0.00"
"11243  :  โรงพยาบาลอุ้มผาง","288","34","11.81","2","0","0.00"
"27443  :  โรงพยาบาลวังเจ้า","0","0","0.00","126","18","14.29"
"10724  :  โรงพยาบาลสุโขทัย","0","0","0.00","0","0","0.00"
"10725  :  โรงพยาบาลศรีสังวรสุโขทัย","3","1","33.33","31","1","3.23"
"11244  :  โรงพยาบาลบ้านด่านลานหอย","3","1","33.33","632","90","14.24"
"11245  :  โรงพยาบาลคีรีมาศ","6","1","16.67","334","59","17.66"
"11246  :  โรงพยาบาลกงไกรลาศ","0","0","0.00","0","0","0.00"
"11247  :  โรงพยาบาลศรีสัชนาลัย","0","0","0.00","129","23","17.83"
"11248  :  โรงพยาบาลสวรรคโลก","0","0","0.00","0","0","0.00"
"11249  :  โรงพยาบาลศรีนคร","20","4","20.00","803","165","20.55"
"11250  :  โรงพยาบาลทุ่งเสลี่ยม","0","0","0.00","0","0","0.00"
"10676  :  โรงพยาบาลพุทธชินราช","0","0","0.00","0","0","0.00"
"11251  :  โรงพยาบาลชาติตระการ","5","1","20.00","950","170","17.89"
"11252  :  โรงพยาบาลบางระกำ","214","38","17.76","1,934","325","16.80"
"11253  :  โรงพยาบาลบางกระทุ่ม","89","18","20.22","892","171","19.17"
"11254  :  โรงพยาบาลพรหมพิราม","298","41","13.76","1,607","305","18.98"
"11255  :  โรงพยาบาลวัดโบสถ์","0","0","0.00","1","0","0.00"
"11256  :  โรงพยาบาลวังทอง","0","0","0.00","0","0","0.00"
"11257  :  โรงพยาบาลเนินมะปราง","0","0","0.00","0","0","0.00"
"11455  :  โรงพยาบาลสมเด็จพระยุพราชนครไทย","257","50","19.46","2,109","371","17.59"
"11517  :  โรงพยาบาลค่ายสมเด็จพระนเรศวร","0","0","0.00","0","0","0.00"
"14972  :  โรงพยาบาลมหาวิทยาลัยนเรศวร","0","0","0.00","0","0","0.00"
"41429  :  โรงพยาบาลจิตเวชพิษณุโลก","0","0","0.00","0","0","0.00"
"10726  :  โรงพยาบาลพิจิตร","3","0","0.00","2","0","0.00"
"11258  :  โรงพยาบาลวังทรายพูน","30","3","10.00","181","28","15.47"
"11259  :  โรงพยาบาลโพธิ์ประทับช้าง","7","0","0.00","338","63","18.64"
"11260  :  โรงพยาบาลบางมูลนาก","212","43","20.28","1,241","353","28.44"
"11261  :  โรงพยาบาลโพทะเล","0","0","0.00","196","15","7.65"
"11262  :  โรงพยาบาลสามง่าม","1","0","0.00","2","0","0.00"
"11263  :  โรงพยาบาลทับคล้อ","25","0","0.00","233","22","9.44"
"11456  :  โรงพยาบาลสมเด็จพระยุพราชตะพานหิน","12","1","8.33","3,017","632","20.95"
"11631  :  โรงพยาบาลวชิรบารมี","1","0","0.00","585","138","23.59"
"27978  :  โรงพยาบาลสากเหล็ก","5","0","0.00","6","0","0.00"
"27979  :  โรงพยาบาลบึงนาราง","2","0","0.00","0","0","0.00"
"27980  :  โรงพยาบาลดงเจริญ","0","0","0.00","4","1","25.00"
"10727  :  โรงพยาบาลเพชรบูรณ์","24","9","37.50","3","0","0.00"
"11264  :  โรงพยาบาลชนแดน","4","0","0.00","1","0","0.00"
"11265  :  โรงพยาบาลหล่มสัก","99","12","12.12","602","104","17.28"
"11266  :  โรงพยาบาลวิเชียรบุรี","14","0","0.00","224","25","11.16"
"11267  :  โรงพยาบาลศรีเทพ","0","0","0.00","43","1","2.33"
"11268  :  โรงพยาบาลหนองไผ่","473","82","17.34","208","5","2.40"
"11269  :  โรงพยาบาลบึงสามพัน","2","0","0.00","492","5","1.02"
"11270  :  โรงพยาบาลน้ำหนาว","0","0","0.00","253","25","9.88"
"11271  :  โรงพยาบาลวังโป่ง","0","0","0.00","1","0","0.00"
"11272  :  โรงพยาบาลเขาค้อ","1,511","106","7.02","1","0","0.00"
"11457  :  โรงพยาบาลสมเด็จพระยุพราชหล่มเก่า","3","0","0.00","7","0","0.00"
"11946  :  โรงพยาบาลค่ายพ่อขุนผาเมือง","0","0","0.00","0","0","0.00"
"10677  :  โรงพยาบาลราชบุรี","0","0","0.00","0","0","0.00"
"10728  :  โรงพยาบาลดำเนินสะดวก","1","0","0.00","1","0","0.00"
"10729  :  โรงพยาบาลบ้านโป่ง","775","160","20.65","300","20","6.67"
"10730  :  โรงพยาบาลโพธาราม","1","0","0.00","1","0","0.00"
"11273  :  โรงพยาบาลสวนผึ้ง","73","6","8.22","724","120","16.57"
"11274  :  โรงพยาบาลบางแพ","59","10","16.95","1,215","290","23.87"
"11275  :  โรงพยาบาลเจ็ดเสมียน","78","8","10.26","352","47","13.35"
"11276  :  โรงพยาบาลปากท่อ","74","14","18.92","268","40","14.93"
"11277  :  โรงพยาบาลวัดเพลง","100","16","16.00","954","178","18.66"
"11458  :  โรงพยาบาลสมเด็จพระยุพราชจอมบึง","83","8","9.64","1,728","251","14.53"
"11519  :  โรงพยาบาลค่ายภาณุรังษี","0","0","0.00","0","0","0.00"
"12093  :  สถานพยาบาลแพทย์ประดิษฐ์","0","0","0.00","0","0","0.00"
"12097  :  มหาชัยพร้อมแพทย์โรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0.00"
"12098  :  โรงพยาบาลกรุงเทพเมืองราชโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00"
"12103  :  โรงพยาบาลซานคามิลโล","0","0","0.00","0","0","0.00"
"12286  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 5","2","0","0.00","3","0","0.00"
"28858  :  โรงพยาบาลบ้านคา","0","0","0.00","86","14","16.28"
"10731  :  โรงพยาบาลพหลพลพยุหเสนา","19","0","0.00","787","132","16.77"
"10732  :  โรงพยาบาลมะการักษ์","76","19","25.00","2,782","605","21.75"
"11278  :  โรงพยาบาลไทรโยค","0","0","0.00","63","8","12.70"
"11279  :  โรงพยาบาลสมเด็จพระปิยมหาราชรมณียเขต","0","0","0.00","0","0","0.00"
"11280  :  โรงพยาบาลบ่อพลอย","398","51","12.81","1,108","174","15.70"
"11281  :  โรงพยาบาลท่ากระดาน","285","38","13.33","35","1","2.86"
"11282  :  โรงพยาบาลสมเด็จพระสังฆราชองค์ที่ ๑๙","32","0","0.00","979","182","18.59"
"11283  :  โรงพยาบาลทองผาภูมิ","6","0","0.00","1,409","201","14.27"
"11284  :  โรงพยาบาลสังขละบุรี","3","0","0.00","147","0","0.00"
"11285  :  โรงพยาบาลเจ้าคุณไพบูลย์พนมทวน","380","80","21.05","601","94","15.64"
"11286  :  โรงพยาบาลเลาขวัญ","2","0","0.00","35","0","0.00"
"11287  :  โรงพยาบาลด่านมะขามเตี้ย","161","15","9.32","560","69","12.32"
"11288  :  โรงพยาบาลสถานพระบารมี","5","1","20.00","156","36","23.08"
"11520  :  โรงพยาบาลค่ายสุรสีห์","0","0","0.00","0","0","0.00"
"14136  :  โรงพยาบาลศุกร์ศิริศรีสวัสดิ์","32","4","12.50","315","37","11.75"
"21948  :  โรงพยาบาลห้วยกระเจา เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00","193","28","14.51"
"41701  :  โรงพยาบาลหนองปรือ","0","0","0.00","0","0","0.00"
"10678  :  โรงพยาบาลเจ้าพระยายมราช","1,275","359","28.16","11,701","2,897","24.76"
"10733  :  โรงพยาบาลสมเด็จพระสังฆราชองค์ที่17","61","7","11.48","2,312","474","20.50"
"11289  :  โรงพยาบาลเดิมบางนางบวช","193","52","26.94","1,685","388","23.03"
"11290  :  โรงพยาบาลด่านช้าง","381","80","21.00","3,193","819","25.65"
"11291  :  โรงพยาบาลบางปลาม้า","118","20","16.95","1,236","319","25.81"
"11292  :  โรงพยาบาลศรีประจันต์","164","33","20.12","905","200","22.10"
"11293  :  โรงพยาบาลดอนเจดีย์","257","60","23.35","1,881","440","23.39"
"11294  :  โรงพยาบาลสามชุก","2","0","0.00","1,825","442","24.22"
"11295  :  โรงพยาบาลอู่ทอง","930","140","15.05","6,646","1,257","18.91"
"11296  :  โรงพยาบาลหนองหญ้าไซ","74","10","13.51","1,441","304","21.10"
"12123  :  โรงพยาบาลวิภาวดี-ปิยราษฎร์","0","0","0.00","0","0","0.00"
"10679  :  โรงพยาบาลนครปฐม","0","0","0.00","0","0","0.00"
"11297  :  โรงพยาบาลกำแพงแสน","18","1","5.56","364","43","11.81"
"11298  :  โรงพยาบาลนครชัยศรี","33","5","15.15","1,130","269","23.81"
"11299  :  โรงพยาบาลห้วยพลู","159","41","25.79","1,189","249","20.94"
"11300  :  โรงพยาบาลดอนตูม","1","0","0.00","718","133","18.52"
"11301  :  โรงพยาบาลบางเลน","12","0","0.00","122","23","18.85"
"11302  :  โรงพยาบาลสามพราน","30","4","13.33","161","27","16.77"
"11303  :  โรงพยาบาลพุทธมณฑล","0","0","0.00","0","0","0.00"
"11473  :  โรงพยาบาลเมตตาประชารักษ์(วัดไร่ขิง)","0","0","0.00","0","0","0.00"
"11521  :  โรงพยาบาลจันทรุเบกษา","0","0","0.00","0","0","0.00"
"13819  :  โรงพยาบาลหลวงพ่อเปิ่น","16","0","0.00","4","0","0.00"
"10734  :  โรงพยาบาลสมุทรสาคร","3","1","33.33","904","126","13.94"
"11304  :  โรงพยาบาลกระทุ่มแบน","0","0","0.00","6","1","16.67"
"11305  :  โรงพยาบาลบ้านแพ้ว","798","170","21.30","673","5","0.74"
"12137  :  โรงพยาบาลทั่วไปขนาดเล็กเจษฎา","1","1","100.00","0","0","0.00"
"10735  :  โรงพยาบาลสมเด็จพระพุทธเลิศหล้า","678","111","16.37","815","150","18.40"
"11306  :  โรงพยาบาลนภาลัย","0","0","0.00","9","1","11.11"
"11307  :  โรงพยาบาลอัมพวา","0","0","0.00","2","0","0.00"
"10736  :  โรงพยาบาลพระจอมเกล้า","0","0","0.00","48","1","2.08"
"11308  :  โรงพยาบาลเขาย้อย","0","0","0.00","835","177","21.20"
"11309  :  โรงพยาบาลหนองหญ้าปล้อง","14","1","7.14","48","3","6.25"
"11310  :  โรงพยาบาลชะอำ","11","0","0.00","786","218","27.74"
"11311  :  โรงพยาบาลท่ายาง","819","134","16.36","156","23","14.74"
"11312  :  โรงพยาบาลบ้านลาด","16","4","25.00","86","16","18.60"
"11313  :  โรงพยาบาลบ้านแหลม","267","45","16.85","1,225","252","20.57"
"11314  :  โรงพยาบาลแก่งกระจาน","2","0","0.00","1","0","0.00"
"10737  :  โรงพยาบาลประจวบคีรีขันธ์","1","0","0.00","19","0","0.00"
"11315  :  โรงพยาบาลกุยบุรี","0","0","0.00","0","0","0.00"
"11316  :  โรงพยาบาลทับสะแก","652","93","14.26","0","0","0.00"
"11317  :  โรงพยาบาลบางสะพาน","523","80","15.30","81","10","12.35"
"11318  :  โรงพยาบาลบางสะพานน้อย","0","0","0.00","0","0","0.00"
"11319  :  โรงพยาบาลปราณบุรี","1","0","0.00","3","0","0.00"
"11320  :  โรงพยาบาลหัวหิน","201","44","21.89","0","0","0.00"
"11321  :  โรงพยาบาลสามร้อยยอด","188","36","19.15","858","122","14.22"
