"โรงพยาบาล","ปีการศึกษา 2556 เทอม 2 ตค.-ธค.","ปีการศึกษา 2557 เทอม 1 พค.-กค."
"B","A","อัตรา(100)","B","A","อัตรา(100)"
"11114  :  โรงพยาบาลดอนตาล","0","0","0.00","23","2","8.70"
"11115  :  โรงพยาบาลดงหลวง","0","0","0.00","743","35","4.71"
"11116  :  โรงพยาบาลคำชะอี","0","0","0.00","1,565","234","14.95"
"11117  :  โรงพยาบาลหว้านใหญ่","4","0","0.00","347","39","11.24"
"11118  :  โรงพยาบาลหนองสูง","0","0","0.00","187","20","10.70"
"06009  :  โรงพยาบาลแม่ตื่น","60","0","0.00","1,030","30","2.91"
"10713  :  โรงพยาบาลนครพิงค์","0","0","0.00","0","0","0.00"
"11119  :  โรงพยาบาลจอมทอง","0","0","0.00","0","0","0.00"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","0","0","0.00","0","0","0.00"
"11121  :  โรงพยาบาลเชียงดาว","0","0","0.00","0","0","0.00"
"11122  :  โรงพยาบาลดอยสะเก็ด","9","0","0.00","212","25","11.79"
"11123  :  โรงพยาบาลแม่แตง","0","0","0.00","0","0","0.00"
"11124  :  โรงพยาบาลสะเมิง","20","2","10.00","0","0","0.00"
"11125  :  โรงพยาบาลฝาง","1,965","486","24.73","2,000","363","18.15"
"11126  :  โรงพยาบาลแม่อาย","2","0","0.00","0","0","0.00"
"11127  :  โรงพยาบาลพร้าว","0","0","0.00","0","0","0.00"
"11128  :  โรงพยาบาลสันป่าตอง","0","0","0.00","3","0","0.00"
"11129  :  โรงพยาบาลสันกำแพง","0","0","0.00","0","0","0.00"
"11130  :  โรงพยาบาลสันทราย","2","0","0.00","3","0","0.00"
"11131  :  โรงพยาบาลหางดง","133","27","20.30","914","163","17.83"
"11132  :  โรงพยาบาลฮอด","0","0","0.00","68","0","0.00"
"11133  :  โรงพยาบาลดอยเต่า","195","34","17.44","198","25","12.63"
"11134  :  โรงพยาบาลอมก๋อย","819","47","5.74","54","1","1.85"
"11135  :  โรงพยาบาลสารภี","0","0","0.00","0","0","0.00"
"11136  :  โรงพยาบาลเวียงแหง","0","0","0.00","2","0","0.00"
"11137  :  โรงพยาบาลไชยปราการ","0","0","0.00","0","0","0.00"
"11138  :  โรงพยาบาลแม่วาง","0","0","0.00","0","0","0.00"
"11139  :  โรงพยาบาลแม่ออน","11","0","0.00","9","2","22.22"
"11507  :  โรงพยาบาลกองบิน 41","0","0","0.00","0","0","0.00"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","0","0","0.00","0","0","0.00"
"11643  :  โรงพยาบาลดอยหล่อ","1","0","0.00","0","0","0.00"
"11978  :  โรงพยาบาลดารารัศมี","0","0","0.00","0","0","0.00"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0.00"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","0","0","0.00","0","0","0.00"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","0","0","0.00","0","0","0.00"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","0","0","0.00","0","0","0.00"
"12280  :  โรงพยาบาลสวนปรุง","0","0","0.00","0","0","0.00"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0.00","0","0","0.00"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0.00","0","0","0.00"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","0","0","0.00","0","0","0.00"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","0","0","0.00","0","0","0.00"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","0","0","0.00","0","0","0.00"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","180","38","21.11","321","56","17.45"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00","0","0","0.00"
"10714  :  โรงพยาบาลลำพูน","0","0","0.00","0","0","0.00"
"11140  :  โรงพยาบาลแม่ทา","115","16","13.91","370","49","13.24"
"11141  :  โรงพยาบาลบ้านโฮ่ง","0","0","0.00","0","0","0.00"
"11142  :  โรงพยาบาลลี้","0","0","0.00","0","0","0.00"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","1","0","0.00","0","0","0.00"
"11144  :  โรงพยาบาลป่าซาง","0","0","0.00","0","0","0.00"
"11145  :  โรงพยาบาลบ้านธิ","86","11","12.79","556","77","13.85"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0.00","0","0","0.00"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","0","0","0.00","0","0","0.00"
"24956  :  โรงพยาบาลเวียงหนองล่อง","52","4","7.69","2","0","0.00"
"10672  :  โรงพยาบาลลำปาง","0","0","0.00","0","0","0.00"
"11146  :  โรงพยาบาลแม่เมาะ","203","40","19.70","1,288","232","18.01"
"11147  :  โรงพยาบาลเกาะคา","336","40","11.90","514","87","16.93"
"11148  :  โรงพยาบาลเสริมงาม","3","0","0.00","90","3","3.33"
"11149  :  โรงพยาบาลงาว","0","0","0.00","2,047","344","16.81"
"11150  :  โรงพยาบาลแจ้ห่ม","22","0","0.00","35","1","2.86"
"11151  :  โรงพยาบาลวังเหนือ","460","53","11.52","68","1","1.47"
"11152  :  โรงพยาบาลเถิน","22","0","0.00","742","157","21.16"
"11153  :  โรงพยาบาลแม่พริก","2","0","0.00","123","21","17.07"
"11154  :  โรงพยาบาลแม่ทะ","57","13","22.81","359","39","10.86"
"11155  :  โรงพยาบาลสบปราบ","134","26","19.40","1,070","172","16.07"
"11156  :  โรงพยาบาลห้างฉัตร","15","0","0.00","114","0","0.00"
"11157  :  โรงพยาบาลเมืองปาน","0","0","0.00","206","24","11.65"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0.00","0","0","0.00"
"12283  :  โรงพยาบาลมะเร็งลำปาง","0","0","0.00","0","0","0.00"
"10673  :  โรงพยาบาลอุตรดิตถ์","173","15","8.67","275","32","11.64"
"11158  :  โรงพยาบาลตรอน","0","0","0.00","0","0","0.00"
"11159  :  โรงพยาบาลท่าปลา","0","0","0.00","0","0","0.00"
"11160  :  โรงพยาบาลน้ำปาด","7","0","0.00","303","45","14.85"
"11161  :  โรงพยาบาลฟากท่า","91","16","17.58","304","45","14.80"
"11162  :  โรงพยาบาลบ้านโคก","0","0","0.00","0","0","0.00"
"11163  :  โรงพยาบาลพิชัย","4","0","0.00","1","0","0.00"
"11164  :  โรงพยาบาลลับแล","3","0","0.00","103","23","22.33"
"11165  :  โรงพยาบาลทองแสนขัน","1","1","100.00","0","0","0.00"
"11509  :  โรงพยาบาลค่ายพิชัยดาบหัก","0","0","0.00","0","0","0.00"
"10715  :  โรงพยาบาลแพร่","0","0","0.00","0","0","0.00"
"11166  :  โรงพยาบาลร้องกวาง","61","6","9.84","864","163","18.87"
"11167  :  โรงพยาบาลลอง","358","69","19.27","107","16","14.95"
"11169  :  โรงพยาบาลสูงเม่น","1","0","0.00","0","0","0.00"
"11170  :  โรงพยาบาลสอง","14","0","0.00","1,603","237","14.78"
"11171  :  โรงพยาบาลวังชิ้น","0","0","0.00","717","27","3.77"
"11172  :  โรงพยาบาลหนองม่วงไข่","8","3","37.50","263","43","16.35"
"11452  :  โรงพยาบาลสมเด็จพระยุพราชเด่นชัย","8","0","0.00","999","190","19.02"
"10716  :  โรงพยาบาลน่าน","398","75","18.84","1,281","216","16.86"
"11173  :  โรงพยาบาลแม่จริม","15","0","0.00","251","26","10.36"
"11174  :  โรงพยาบาลบ้านหลวง","120","17","14.17","27","0","0.00"
"11175  :  โรงพยาบาลนาน้อย","158","37","23.42","384","40","10.42"
"11176  :  โรงพยาบาลท่าวังผา","108","16","14.81","796","157","19.72"
"11177  :  โรงพยาบาลเวียงสา","146","18","12.33","837","58","6.93"
"11178  :  โรงพยาบาลทุ่งช้าง","218","26","11.93","239","32","13.39"
"11179  :  โรงพยาบาลเชียงกลาง","2","0","0.00","0","0","0.00"
"11180  :  โรงพยาบาลนาหมื่น","47","5","10.64","412","42","10.19"
"11181  :  โรงพยาบาลสันติสุข","7","0","0.00","209","23","11.00"
"11182  :  โรงพยาบาลบ่อเกลือ","59","2","3.39","337","26","7.72"
"11183  :  โรงพยาบาลสองแคว","0","0","0.00","47","2","4.26"
"11453  :  โรงพยาบาลสมเด็จพระยุพราชปัว","105","20","19.05","615","84","13.66"
"11510  :  โรงพยาบาลค่ายสุริยพงษ์","0","0","0.00","0","0","0.00"
"11625  :  โรงพยาบาลเฉลิมพระเกียรติ","5","0","0.00","62","5","8.06"
"25017  :  โรงพยาบาลภูเพียง","0","0","0.00","0","0","0.00"
"10717  :  โรงพยาบาลพะเยา","1","0","0.00","0","0","0.00"
"10718  :  โรงพยาบาลเชียงคำ","0","0","0.00","0","0","0.00"
"11184  :  โรงพยาบาลจุน","131","28","21.37","1,301","238","18.29"
"11185  :  โรงพยาบาลเชียงม่วน","0","0","0.00","0","0","0.00"
"11186  :  โรงพยาบาลดอกคำใต้","1","0","0.00","11","1","9.09"
"11187  :  โรงพยาบาลปง","312","48","15.38","392","61","15.56"
"11188  :  โรงพยาบาลแม่ใจ","0","0","0.00","0","0","0.00"
"15140  :  โรงพยาบาลค่ายขุนเจืองธรรมิกราช","0","0","0.00","0","0","0.00"
"40744  :  โรงพยาบาลภูซาง","0","0","0.00","0","0","0.00"
"40745  :  โรงพยาบาลภูกามยาว","0","0","0.00","0","0","0.00"
"41347  :  โรงพยาบาลมหาวิทยาลัยพะเยา","0","0","0.00","0","0","0.00"
"10674  :  โรงพยาบาลเชียงรายประชานุเคราะห์","0","0","0.00","0","0","0.00"
"11189  :  โรงพยาบาลเทิง","0","0","0.00","0","0","0.00"
"11190  :  โรงพยาบาลพาน","0","0","0.00","0","0","0.00"
"11191  :  โรงพยาบาลป่าแดด","0","0","0.00","0","0","0.00"
"11192  :  โรงพยาบาลแม่จัน","0","0","0.00","0","0","0.00"
"11193  :  โรงพยาบาลเชียงแสน","0","0","0.00","0","0","0.00"
"11194  :  โรงพยาบาลแม่สาย","0","0","0.00","0","0","0.00"
"11195  :  โรงพยาบาลแม่สรวย","0","0","0.00","0","0","0.00"
"11196  :  โรงพยาบาลเวียงป่าเป้า","0","0","0.00","0","0","0.00"
"11197  :  โรงพยาบาลพญาเม็งราย","0","0","0.00","0","0","0.00"
"11198  :  โรงพยาบาลเวียงแก่น","0","0","0.00","0","0","0.00"
"11199  :  โรงพยาบาลขุนตาล","0","0","0.00","0","0","0.00"
"11200  :  โรงพยาบาลแม่ฟ้าหลวง","0","0","0.00","0","0","0.00"
"11201  :  โรงพยาบาลแม่ลาว","0","0","0.00","0","0","0.00"
"11202  :  โรงพยาบาลเวียงเชียงรุ้ง","0","0","0.00","0","0","0.00"
"11454  :  โรงพยาบาลสมเด็จพระยุพราชเชียงของ","0","0","0.00","0","0","0.00"
"15012  :  โรงพยาบาลสมเด็จพระญาณสังวร","0","0","0.00","0","0","0.00"
"23429  :  โรงพยาบาลมหาวิทยาลัยแม่ฟ้าหลวง","0","0","0.00","0","0","0.00"
"28823  :  โรงพยาบาลดอยหลวง","0","0","0.00","0","0","0.00"
"41509  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยแม่ฟ้าหลวง","0","0","0.00","0","0","0.00"
"10719  :  โรงพยาบาลศรีสังวาลย์","0","0","0.00","0","0","0.00"
"11203  :  โรงพยาบาลขุนยวม","0","0","0.00","0","0","0.00"
"11204  :  โรงพยาบาลปาย","0","0","0.00","0","0","0.00"
"11205  :  โรงพยาบาลแม่สะเรียง","567","111","19.58","178","5","2.81"
"11206  :  โรงพยาบาลแม่ลาน้อย","18","0","0.00","977","43","4.40"
"11207  :  โรงพยาบาลสบเมย","130","9","6.92","340","20","5.88"
"11208  :  โรงพยาบาลปางมะผ้า","19","0","0.00","69","6","8.70"
"14197  :  โรงพยาบาลธัญญรักษ์แม่ฮ่องสอน","0","0","0.00","0","0","0.00"
"10675  :  โรงพยาบาลสวรรค์ประชารักษ์","0","0","0.00","1","0","0.00"
"11209  :  โรงพยาบาลโกรกพระ","16","2","12.50","665","120","18.05"
"11210  :  โรงพยาบาลชุมแสง","19","0","0.00","0","0","0.00"
"11211  :  โรงพยาบาลหนองบัว","305","71","23.28","1,139","245","21.51"
"11212  :  โรงพยาบาลบรรพตพิสัย","227","21","9.25","1,124","197","17.53"
"11213  :  โรงพยาบาลเก้าเลี้ยว","579","59","10.19","35","0","0.00"
"11214  :  โรงพยาบาลตาคลี","280","47","16.79","219","43","19.63"
"11215  :  โรงพยาบาลท่าตะโก","3","1","33.33","17","1","5.88"
"11216  :  โรงพยาบาลไพศาลี","0","0","0.00","123","18","14.63"
"11217  :  โรงพยาบาลพยุหะคีรี","4","0","0.00","0","0","0.00"
"11218  :  โรงพยาบาลลาดยาว","0","0","0.00","0","0","0.00"
"11219  :  โรงพยาบาลตากฟ้า","62","9","14.52","41","0","0.00"
"11220  :  โรงพยาบาลแม่วงก์","95","16","16.84","455","82","18.02"
"11513  :  โรงพยาบาลค่ายจิรประวัติ","0","0","0.00","0","0","0.00"
"12030  :  โรงพยาบาลพริ้นซ์ ปากน้ำโพ 1 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00"
"12033  :  โรงพยาบาลรวมแพทย์นครสวรรค์","0","0","0.00","0","0","0.00"
"12034  :  โรงพยาบาลพริ้นซ์ ปากน้ำโพ 2 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00"
"12042  :  โรงพยาบาลร่มฉัตร","0","0","0.00","0","0","0.00"
"12044  :  โรงพยาบาลศรีสวรรค์","0","0","0.00","0","0","0.00"
"12284  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 3","0","0","0.00","0","0","0.00"
"14171  :  โรงพยาบาลจิตเวชนครสวรรค์ราชนครินทร์","0","0","0.00","0","0","0.00"
"40749  :  โรงพยาบาลชุมตาบง","0","0","0.00","0","0","0.00"
"10720  :  โรงพยาบาลอุทัยธานี","73","16","21.92","1,001","275","27.47"
"11221  :  โรงพยาบาลทัพทัน","5","0","0.00","540","106","19.63"
"11222  :  โรงพยาบาลสว่างอารมณ์","196","21","10.71","453","55","12.14"
"11223  :  โรงพยาบาลหนองฉาง","4","0","0.00","841","232","27.59"
"11224  :  โรงพยาบาลหนองขาหย่าง","1","0","0.00","360","73","20.28"
"11225  :  โรงพยาบาลบ้านไร่","4","2","50.00","964","161","16.70"
"11226  :  โรงพยาบาลลานสัก","68","5","7.35","786","75","9.54"
"11227  :  โรงพยาบาลห้วยคต","112","20","17.86","579","88","15.20"
"10721  :  โรงพยาบาลกำแพงเพชร","0","0","0.00","0","0","0.00"
"11228  :  โรงพยาบาลทุ่งโพธิ์ทะเล","0","0","0.00","3","0","0.00"
"11229  :  โรงพยาบาลไทรงาม","15","0","0.00","53","0","0.00"
"11230  :  โรงพยาบาลคลองลาน","154","19","12.34","1,765","266","15.07"
"11231  :  โรงพยาบาลขาณุวรลักษบุรี","5","1","20.00","130","22","16.92"
"11232  :  โรงพยาบาลคลองขลุง","126","23","18.25","1,024","217","21.19"
"11233  :  โรงพยาบาลพรานกระต่าย","0","0","0.00","0","0","0.00"
"11234  :  โรงพยาบาลลานกระบือ","9","0","0.00","472","97","20.55"
"11235  :  โรงพยาบาลทรายทองวัฒนา","58","2","3.45","685","115","16.79"
"11236  :  โรงพยาบาลปางศิลาทอง","6","0","0.00","172","21","12.21"
"14135  :  โรงพยาบาลบึงสามัคคี","0","0","0.00","180","17","9.44"
"28010  :  โรงพยาบาลโกสัมพีนคร","0","0","0.00","193","14","7.25"
"10722  :  โรงพยาบาลสมเด็จพระเจ้าตากสินมหาราช","185","4","2.16","2,901","596","20.54"
"10723  :  โรงพยาบาลแม่สอด","1","0","0.00","464","141","30.39"
"11238  :  โรงพยาบาลบ้านตาก","212","35","16.51","7","0","0.00"
"11239  :  โรงพยาบาลสามเงา","183","28","15.30","77","14","18.18"
"11240  :  โรงพยาบาลแม่ระมาด","5","0","0.00","4","0","0.00"
"11241  :  โรงพยาบาลท่าสองยาง","4","0","0.00","0","0","0.00"
"11242  :  โรงพยาบาลพบพระ","24","0","0.00","121","1","0.83"
"11243  :  โรงพยาบาลอุ้มผาง","12","0","0.00","205","23","11.22"
"27443  :  โรงพยาบาลวังเจ้า","0","0","0.00","21","2","9.52"
"10724  :  โรงพยาบาลสุโขทัย","23","0","0.00","15","2","13.33"
"10725  :  โรงพยาบาลศรีสังวรสุโขทัย","1","0","0.00","13","1","7.69"
"11244  :  โรงพยาบาลบ้านด่านลานหอย","160","12","7.50","616","86","13.96"
"11245  :  โรงพยาบาลคีรีมาศ","10","0","0.00","358","65","18.16"
"11246  :  โรงพยาบาลกงไกรลาศ","0","0","0.00","0","0","0.00"
"11247  :  โรงพยาบาลศรีสัชนาลัย","356","59","16.57","1,029","211","20.51"
"11248  :  โรงพยาบาลสวรรคโลก","0","0","0.00","1","0","0.00"
"11249  :  โรงพยาบาลศรีนคร","19","0","0.00","95","20","21.05"
"11250  :  โรงพยาบาลทุ่งเสลี่ยม","1","0","0.00","1","0","0.00"
"10676  :  โรงพยาบาลพุทธชินราช","0","0","0.00","0","0","0.00"
"11251  :  โรงพยาบาลชาติตระการ","342","57","16.67","280","44","15.71"
"11252  :  โรงพยาบาลบางระกำ","26","8","30.77","1,930","293","15.18"
"11253  :  โรงพยาบาลบางกระทุ่ม","83","18","21.69","680","125","18.38"
"11254  :  โรงพยาบาลพรหมพิราม","262","46","17.56","1,562","283","18.12"
"11255  :  โรงพยาบาลวัดโบสถ์","1","0","0.00","2","0","0.00"
"11256  :  โรงพยาบาลวังทอง","0","0","0.00","0","0","0.00"
"11257  :  โรงพยาบาลเนินมะปราง","0","0","0.00","0","0","0.00"
"11455  :  โรงพยาบาลสมเด็จพระยุพราชนครไทย","189","17","8.99","1,404","232","16.52"
"11517  :  โรงพยาบาลค่ายสมเด็จพระนเรศวร","0","0","0.00","2","0","0.00"
"14972  :  โรงพยาบาลมหาวิทยาลัยนเรศวร","0","0","0.00","0","0","0.00"
"41429  :  โรงพยาบาลจิตเวชพิษณุโลก","0","0","0.00","0","0","0.00"
"10726  :  โรงพยาบาลพิจิตร","3","1","33.33","0","0","0.00"
"11258  :  โรงพยาบาลวังทรายพูน","1","0","0.00","0","0","0.00"
"11259  :  โรงพยาบาลโพธิ์ประทับช้าง","87","11","12.64","310","54","17.42"
"11260  :  โรงพยาบาลบางมูลนาก","2","0","0.00","1,529","297","19.42"
"11261  :  โรงพยาบาลโพทะเล","18","0","0.00","0","0","0.00"
"11262  :  โรงพยาบาลสามง่าม","193","6","3.11","223","28","12.56"
"11263  :  โรงพยาบาลทับคล้อ","200","7","3.50","0","0","0.00"
"11456  :  โรงพยาบาลสมเด็จพระยุพราชตะพานหิน","0","0","0.00","2,261","428","18.93"
"11631  :  โรงพยาบาลวชิรบารมี","2","0","0.00","630","159","25.24"
"27978  :  โรงพยาบาลสากเหล็ก","0","0","0.00","40","6","15.00"
"27979  :  โรงพยาบาลบึงนาราง","0","0","0.00","0","0","0.00"
"27980  :  โรงพยาบาลดงเจริญ","0","0","0.00","2","0","0.00"
"10727  :  โรงพยาบาลเพชรบูรณ์","2","0","0.00","39","8","20.51"
"11264  :  โรงพยาบาลชนแดน","2","0","0.00","438","59","13.47"
"11265  :  โรงพยาบาลหล่มสัก","0","0","0.00","22","0","0.00"
"11266  :  โรงพยาบาลวิเชียรบุรี","0","0","0.00","269","30","11.15"
"11267  :  โรงพยาบาลศรีเทพ","1","0","0.00","864","188","21.76"
"11268  :  โรงพยาบาลหนองไผ่","460","81","17.61","264","30","11.36"
"11269  :  โรงพยาบาลบึงสามพัน","1","0","0.00","24","2","8.33"
"11270  :  โรงพยาบาลน้ำหนาว","0","0","0.00","0","0","0.00"
"11271  :  โรงพยาบาลวังโป่ง","33","3","9.09","13","1","7.69"
"11272  :  โรงพยาบาลเขาค้อ","0","0","0.00","1,254","104","8.29"
"11457  :  โรงพยาบาลสมเด็จพระยุพราชหล่มเก่า","339","29","8.55","6","0","0.00"
"11946  :  โรงพยาบาลค่ายพ่อขุนผาเมือง","0","0","0.00","0","0","0.00"
"10677  :  โรงพยาบาลราชบุรี","1","0","0.00","0","0","0.00"
"10728  :  โรงพยาบาลดำเนินสะดวก","0","0","0.00","1","0","0.00"
"10729  :  โรงพยาบาลบ้านโป่ง","911","187","20.53","12","1","8.33"
"10730  :  โรงพยาบาลโพธาราม","440","100","22.73","0","0","0.00"
"11273  :  โรงพยาบาลสวนผึ้ง","31","5","16.13","299","37","12.37"
"11274  :  โรงพยาบาลบางแพ","6","2","33.33","479","85","17.75"
"11275  :  โรงพยาบาลเจ็ดเสมียน","107","18","16.82","313","43","13.74"
"11276  :  โรงพยาบาลปากท่อ","36","3","8.33","11","1","9.09"
"11277  :  โรงพยาบาลวัดเพลง","76","19","25.00","836","166","19.86"
"11458  :  โรงพยาบาลสมเด็จพระยุพราชจอมบึง","1","1","100.00","1,405","230","16.37"
"11519  :  โรงพยาบาลค่ายภาณุรังษี","0","0","0.00","0","0","0.00"
"12093  :  สถานพยาบาลแพทย์ประดิษฐ์","0","0","0.00","0","0","0.00"
"12097  :  มหาชัยพร้อมแพทย์โรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0.00"
"12098  :  โรงพยาบาลกรุงเทพเมืองราชโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00"
"12103  :  โรงพยาบาลซานคามิลโล","0","0","0.00","0","0","0.00"
"12286  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 5","23","1","4.35","7","2","28.57"
"28858  :  โรงพยาบาลบ้านคา","0","0","0.00","0","0","0.00"
"10731  :  โรงพยาบาลพหลพลพยุหเสนา","0","0","0.00","0","0","0.00"
"10732  :  โรงพยาบาลมะการักษ์","0","0","0.00","0","0","0.00"
"11278  :  โรงพยาบาลไทรโยค","0","0","0.00","0","0","0.00"
"11279  :  โรงพยาบาลสมเด็จพระปิยมหาราชรมณียเขต","0","0","0.00","0","0","0.00"
"11280  :  โรงพยาบาลบ่อพลอย","0","0","0.00","0","0","0.00"
"11281  :  โรงพยาบาลท่ากระดาน","0","0","0.00","0","0","0.00"
"11282  :  โรงพยาบาลสมเด็จพระสังฆราชองค์ที่ ๑๙","0","0","0.00","0","0","0.00"
"11283  :  โรงพยาบาลทองผาภูมิ","0","0","0.00","0","0","0.00"
"11284  :  โรงพยาบาลสังขละบุรี","0","0","0.00","0","0","0.00"
"11285  :  โรงพยาบาลเจ้าคุณไพบูลย์พนมทวน","0","0","0.00","0","0","0.00"
"11286  :  โรงพยาบาลเลาขวัญ","0","0","0.00","0","0","0.00"
"11287  :  โรงพยาบาลด่านมะขามเตี้ย","0","0","0.00","0","0","0.00"
"11288  :  โรงพยาบาลสถานพระบารมี","0","0","0.00","0","0","0.00"
"11520  :  โรงพยาบาลค่ายสุรสีห์","0","0","0.00","0","0","0.00"
"14136  :  โรงพยาบาลศุกร์ศิริศรีสวัสดิ์","0","0","0.00","0","0","0.00"
"21948  :  โรงพยาบาลห้วยกระเจา เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00","0","0","0.00"
"41701  :  โรงพยาบาลหนองปรือ","0","0","0.00","0","0","0.00"
"10678  :  โรงพยาบาลเจ้าพระยายมราช","2,582","627","24.28","9,488","2,175","22.92"
"10733  :  โรงพยาบาลสมเด็จพระสังฆราชองค์ที่17","260","65","25.00","2,276","442","19.42"
"11289  :  โรงพยาบาลเดิมบางนางบวช","377","87","23.08","1,026","225","21.93"
"11290  :  โรงพยาบาลด่านช้าง","398","77","19.35","3,124","765","24.49"
"11291  :  โรงพยาบาลบางปลาม้า","148","34","22.97","1,293","335","25.91"
"11292  :  โรงพยาบาลศรีประจันต์","57","9","15.79","938","203","21.64"
"11293  :  โรงพยาบาลดอนเจดีย์","451","84","18.63","2,264","442","19.52"
"11294  :  โรงพยาบาลสามชุก","6","0","0.00","768","129","16.80"
"11295  :  โรงพยาบาลอู่ทอง","2,105","266","12.64","4,665","691","14.81"
"11296  :  โรงพยาบาลหนองหญ้าไซ","84","11","13.10","1,349","251","18.61"
"12123  :  โรงพยาบาลวิภาวดี-ปิยราษฎร์","0","0","0.00","0","0","0.00"
"10679  :  โรงพยาบาลนครปฐม","0","0","0.00","0","0","0.00"
"11297  :  โรงพยาบาลกำแพงแสน","917","187","20.39","0","0","0.00"
"11298  :  โรงพยาบาลนครชัยศรี","103","24","23.30","857","215","25.09"
"11299  :  โรงพยาบาลห้วยพลู","29","4","13.79","1,089","239","21.95"
"11300  :  โรงพยาบาลดอนตูม","4","0","0.00","0","0","0.00"
"11301  :  โรงพยาบาลบางเลน","0","0","0.00","57","12","21.05"
"11302  :  โรงพยาบาลสามพราน","8","1","12.50","143","25","17.48"
"11303  :  โรงพยาบาลพุทธมณฑล","1","0","0.00","0","0","0.00"
"11473  :  โรงพยาบาลเมตตาประชารักษ์(วัดไร่ขิง)","0","0","0.00","0","0","0.00"
"11521  :  โรงพยาบาลจันทรุเบกษา","0","0","0.00","0","0","0.00"
"13819  :  โรงพยาบาลหลวงพ่อเปิ่น","10","0","0.00","13","1","7.69"
"10734  :  โรงพยาบาลสมุทรสาคร","0","0","0.00","778","187","24.04"
"11304  :  โรงพยาบาลกระทุ่มแบน","0","0","0.00","0","0","0.00"
"11305  :  โรงพยาบาลบ้านแพ้ว","0","0","0.00","1,054","228","21.63"
"12137  :  โรงพยาบาลทั่วไปขนาดเล็กเจษฎา","0","0","0.00","0","0","0.00"
"10735  :  โรงพยาบาลสมเด็จพระพุทธเลิศหล้า","0","0","0.00","0","0","0.00"
"11306  :  โรงพยาบาลนภาลัย","0","0","0.00","0","0","0.00"
"11307  :  โรงพยาบาลอัมพวา","0","0","0.00","0","0","0.00"
"10736  :  โรงพยาบาลพระจอมเกล้า","0","0","0.00","0","0","0.00"
"11308  :  โรงพยาบาลเขาย้อย","1","0","0.00","96","2","2.08"
"11309  :  โรงพยาบาลหนองหญ้าปล้อง","0","0","0.00","45","4","8.89"
"11310  :  โรงพยาบาลชะอำ","10","1","10.00","1,024","199","19.43"
"11311  :  โรงพยาบาลท่ายาง","119","22","18.49","824","144","17.48"
"11312  :  โรงพยาบาลบ้านลาด","75","15","20.00","10","0","0.00"
"11313  :  โรงพยาบาลบ้านแหลม","163","15","9.20","1,361","238","17.49"
"11314  :  โรงพยาบาลแก่งกระจาน","0","0","0.00","0","0","0.00"
"10737  :  โรงพยาบาลประจวบคีรีขันธ์","0","0","0.00","0","0","0.00"
"11315  :  โรงพยาบาลกุยบุรี","1","0","0.00","1","0","0.00"
"11316  :  โรงพยาบาลทับสะแก","1","0","0.00","124","7","5.65"
"11317  :  โรงพยาบาลบางสะพาน","0","0","0.00","0","0","0.00"
"11318  :  โรงพยาบาลบางสะพานน้อย","0","0","0.00","2","0","0.00"
"11319  :  โรงพยาบาลปราณบุรี","5","1","20.00","0","0","0.00"
"11320  :  โรงพยาบาลหัวหิน","0","0","0.00","0","0","0.00"
"11321  :  โรงพยาบาลสามร้อยยอด","0","0","0.00","0","0","0.00"
"11500  :  โรงพยาบาลกองบิน 5","0","0","0.00","0","0","0.00"
