"รหัส","ชื่อโรงพยาบาล","อายุ(ปี)","ระดับการศึกษา","รวม"
"11308","โรงพยาบาลเขาย้อย จ.เพชรบุรี","-","-","0"
"11309","โรงพยาบาลหนองหญ้าปล้อง จ.เพชรบุรี","-","-","0"
"11310","โรงพยาบาลชะอำ จ.เพชรบุรี","-","-","0"
"11311","โรงพยาบาลท่ายาง จ.เพชรบุรี","-","-","0"
"11312","โรงพยาบาลบ้านลาด จ.เพชรบุรี","-","-","0"
"11313","โรงพยาบาลบ้านแหลม จ.เพชรบุรี","-","-","0"
"11314","โรงพยาบาลแก่งกระจาน จ.เพชรบุรี","-","-","0"
"11315","โรงพยาบาลกุยบุรี จ.ประจวบคีรีขันธ์","-","-","0"
"11316","โรงพยาบาลทับสะแก จ.ประจวบคีรีขันธ์","-","-","0"
"11317","โรงพยาบาลบางสะพาน จ.ประจวบคีรีขันธ์","14","ไม่ได้รับการศึกษา","1"
"11318","โรงพยาบาลบางสะพานน้อย จ.ประจวบคีรีขันธ์","14","ประถมศึกษา","1"
"11319","โรงพยาบาลปราณบุรี จ.ประจวบคีรีขันธ์","-","-","0"
"11320","โรงพยาบาลหัวหิน จ.ประจวบคีรีขันธ์","14","ไม่ระบุ/ไม่ทราบ","1"
"11321","โรงพยาบาลสามร้อยยอด จ.ประจวบคีรีขันธ์","-","-","0"
"11322","โรงพยาบาลพรหมคีรี จ.นครศรีธรรมราช","-","-","0"
"11323","โรงพยาบาลละอุ่น จ.ระนอง","-","-","0"
"11324","โรงพยาบาลลานสะกา จ.นครศรีธรรมราช","-","-","0"
"11325","โรงพยาบาลสมเด็จพระยุพราชฉวาง จ.นครศรีธรรมราช","-","-","0"
"11326","โรงพยาบาลพิปูน จ.นครศรีธรรมราช","-","-","0"
"11327","โรงพยาบาลเชียรใหญ่ จ.นครศรีธรรมราช","-","-","0"
"11328","โรงพยาบาลชะอวด จ.นครศรีธรรมราช","-","-","0"
"11329","โรงพยาบาลท่าศาลา จ.นครศรีธรรมราช","-","-","0"
"11330","โรงพยาบาลทุ่งสง จ.นครศรีธรรมราช","-","-","0"
"11331","โรงพยาบาลนาบอน จ.นครศรีธรรมราช","-","-","0"
"11332","โรงพยาบาลทุ่งใหญ่ จ.นครศรีธรรมราช","-","-","0"
"11333","โรงพยาบาลปากพนัง จ.นครศรีธรรมราช","14","ไม่ระบุ/ไม่ทราบ","1"
"11334","โรงพยาบาลร่อนพิบูลย์ จ.นครศรีธรรมราช","-","-","0"
"11335","โรงพยาบาลสิชล จ.นครศรีธรรมราช","-","-","0"
"11336","โรงพยาบาลขนอม จ.นครศรีธรรมราช","14","ประถมศึกษา","1"
"11337","โรงพยาบาลหัวไทร จ.นครศรีธรรมราช","-","-","0"
"11338","โรงพยาบาลบางขัน จ.นครศรีธรรมราช","-","-","0"
"11339","โรงพยาบาลถ้ำพรรณรา จ.นครศรีธรรมราช","-","-","0"
"11340","โรงพยาบาลเขาพนม จ.กระบี่","-","-","0"
"11341","โรงพยาบาลเกาะลันตา จ.กระบี่","-","-","0"
"11342","โรงพยาบาลคลองท่อม จ.กระบี่","-","-","0"
"11343","โรงพยาบาลอ่าวลึก จ.กระบี่","-","-","0"
"11344","โรงพยาบาลปลายพระยา จ.กระบี่","-","-","0"
"11345","โรงพยาบาลลำทับ จ.กระบี่","-","-","0"
"11346","โรงพยาบาลเหนือคลอง จ.กระบี่","-","-","0"
"11347","โรงพยาบาลเกาะยาวชัยพัฒน์ จ.พังงา","-","-","0"
"11348","โรงพยาบาลกะปงชัยพัฒน์ จ.พังงา","-","-","0"
"11349","โรงพยาบาลตะกั่วทุ่ง จ.พังงา","-","-","0"
"11350","โรงพยาบาลบางไทร จ.พังงา","-","-","0"
"11352","โรงพยาบาลคุระบุรีชัยพัฒน์ จ.พังงา","-","-","0"
"11353","โรงพยาบาลทับปุด จ.พังงา","-","-","0"
"11354","โรงพยาบาลท้ายเหมืองชัยพัฒน์ จ.พังงา","-","-","0"
"11355","โรงพยาบาลป่าตอง จ.ภูเก็ต","-","-","0"
"11356","โรงพยาบาลถลาง จ.ภูเก็ต","-","-","0"
"11357","โรงพยาบาลกาญจนดิษฐ์ จ.สุราษฎร์ธานี","-","-","0"
"11358","โรงพยาบาลดอนสัก จ.สุราษฎร์ธานี","-","-","0"
"11359","โรงพยาบาลเกาะพงัน จ.สุราษฎร์ธานี","-","-","0"
"11360","โรงพยาบาลไชยา จ.สุราษฎร์ธานี","-","-","0"
"11361","โรงพยาบาลท่าชนะ จ.สุราษฎร์ธานี","-","-","0"
"11362","โรงพยาบาลคีรีรัฐนิคม จ.สุราษฎร์ธานี","-","-","0"
"11363","โรงพยาบาลบ้านตาขุน จ.สุราษฎร์ธานี","-","-","0"
"11364","โรงพยาบาลพนม จ.สุราษฎร์ธานี","-","-","0"
"11365","โรงพยาบาลท่าฉาง จ.สุราษฎร์ธานี","-","-","0"
"11366","โรงพยาบาลบ้านนาสาร จ.สุราษฎร์ธานี","14","ไม่ระบุ/ไม่ทราบ","1"
"11367","โรงพยาบาลบ้านนาเดิม จ.สุราษฎร์ธานี","-","-","0"
"11368","โรงพยาบาลเคียนซา จ.สุราษฎร์ธานี","-","-","0"
"11369","โรงพยาบาลพระแสง จ.สุราษฎร์ธานี","-","-","0"
"11370","โรงพยาบาลพุนพิน จ.สุราษฎร์ธานี","-","-","0"
"11371","โรงพยาบาลชัยบุรี จ.สุราษฎร์ธานี","-","-","0"
"11372","โรงพยาบาลกะเปอร์ จ.ระนอง","-","-","0"
"11373","โรงพยาบาลกระบุรี จ.ระนอง","-","-","0"
"11374","โรงพยาบาลสุขสำราญ จ.ระนอง","-","-","0"
"11375","โรงพยาบาลปากน้ำชุมพร จ.ชุมพร","-","-","0"
"11376","โรงพยาบาลท่าแซะ จ.ชุมพร","-","-","0"
"11377","โรงพยาบาลปะทิว จ.ชุมพร","-","-","0"
"11378","โรงพยาบาลมาบอำมฤต จ.ชุมพร","-","-","0"
"11379","โรงพยาบาลหลังสวน จ.ชุมพร","14","ประถมศึกษา","1"
"11380","โรงพยาบาลปากน้ำหลังสวน จ.ชุมพร","-","-","0"
"11381","โรงพยาบาลละแม จ.ชุมพร","-","-","0"
"11382","โรงพยาบาลพะโต๊ะ จ.ชุมพร","-","-","0"
"11383","โรงพยาบาลสวี จ.ชุมพร","-","-","0"
"11385","โรงพยาบาลทุ่งตะโก จ.ชุมพร","-","-","0"
"11386","โรงพยาบาลสทิงพระ จ.สงขลา","-","-","0"
"11387","โรงพยาบาลจะนะ จ.สงขลา","-","-","0"
"11388","โรงพยาบาลสมเด็จพระบรมราชินีนาถ ณ  อำเภอนาทวี จ.สงขลา","-","-","0"
"11390","โรงพยาบาลเทพา จ.สงขลา","-","-","0"
"11391","โรงพยาบาลสะบ้าย้อย จ.สงขลา","-","-","0"
"11392","โรงพยาบาลระโนด จ.สงขลา","-","-","0"
"11393","โรงพยาบาลกระแสสินธุ์ จ.สงขลา","-","-","0"
"11394","โรงพยาบาลรัตภูมิ จ.สงขลา","14","ไม่ระบุ/ไม่ทราบ","1"
"11395","โรงพยาบาลสะเดา จ.สงขลา","-","-","0"
"11396","โรงพยาบาลนาหม่อม จ.สงขลา","-","-","0"
"11397","โรงพยาบาลควนเนียง จ.สงขลา","-","-","0"
"11398","โรงพยาบาลปาดังเบซาร์ จ.สงขลา","-","-","0"
"11399","โรงพยาบาลบางกล่ำ จ.สงขลา","-","-","0"
"11400","โรงพยาบาลสิงหนคร จ.สงขลา","-","-","0"
"11401","โรงพยาบาลคลองหอยโข่ง จ.สงขลา","-","-","0"
"11402","โรงพยาบาลควนโดน จ.สตูล","-","-","0"
"11403","โรงพยาบาลควนกาหลง จ.สตูล","-","-","0"
"11404","โรงพยาบาลท่าแพ จ.สตูล","-","-","0"
"11405","โรงพยาบาลละงู จ.สตูล","-","-","0"
"11406","โรงพยาบาลทุ่งหว้า จ.สตูล","-","-","0"
"11407","โรงพยาบาลกันตัง จ.ตรัง","-","-","0"
"11408","โรงพยาบาลย่านตาขาว จ.ตรัง","-","-","0"
"11409","โรงพยาบาลปะเหลียน จ.ตรัง","14","ก่อนประถมศึกษา","1"
"11410","โรงพยาบาลสิเกา จ.ตรัง","-","-","0"
"11411","โรงพยาบาลห้วยยอด จ.ตรัง","-","-","0"
"11412","โรงพยาบาลวังวิเศษ จ.ตรัง","-","-","0"
"11413","โรงพยาบาลนาโยง จ.ตรัง","-","-","0"
"11414","โรงพยาบาลกงหรา จ.พัทลุง","-","-","0"
"11415","โรงพยาบาลเขาชัยสน จ.พัทลุง","-","-","0"
"11416","โรงพยาบาลตะโหมด จ.พัทลุง","-","-","0"
"11417","โรงพยาบาลควนขนุน จ.พัทลุง","-","-","0"
"11418","โรงพยาบาลปากพะยูน จ.พัทลุง","-","-","0"
"11419","โรงพยาบาลศรีบรรพต จ.พัทลุง","-","-","0"
"11420","โรงพยาบาลป่าบอน จ.พัทลุง","-","-","0"
"11421","โรงพยาบาลบางแก้ว จ.พัทลุง","-","-","0"
"11422","โรงพยาบาลป่าพะยอม จ.พัทลุง","-","-","0"
"11423","โรงพยาบาลโคกโพธิ์ จ.ปัตตานี","-","-","0"
"11424","โรงพยาบาลหนองจิก จ.ปัตตานี","-","-","0"
"11425","โรงพยาบาลปะนาเระ จ.ปัตตานี","-","-","0"
"11426","โรงพยาบาลมายอ จ.ปัตตานี","-","-","0"
"11427","โรงพยาบาลทุ่งยางแดง จ.ปัตตานี","-","-","0"
"11428","โรงพยาบาลไม้แก่น จ.ปัตตานี","-","-","0"
"11429","โรงพยาบาลยะหริ่ง จ.ปัตตานี","-","-","0"
"11430","โรงพยาบาลยะรัง จ.ปัตตานี","-","-","0"
"11431","โรงพยาบาลแม่ลาน จ.ปัตตานี","-","-","0"
"11432","โรงพยาบาลบันนังสตา จ.ยะลา","-","-","0"
"11433","โรงพยาบาลธารโต จ.ยะลา","-","-","0"
"11434","โรงพยาบาลรามัน จ.ยะลา","-","-","0"
"11435","โรงพยาบาลตากใบ จ.นราธิวาส","-","-","0"
"11436","โรงพยาบาลบาเจาะ จ.นราธิวาส","-","-","0"
"11437","โรงพยาบาลระแงะ จ.นราธิวาส","-","-","0"
"11438","โรงพยาบาลรือเสาะ จ.นราธิวาส","-","-","0"
"11439","โรงพยาบาลศรีสาคร จ.นราธิวาส","-","-","0"
"11440","โรงพยาบาลแว้ง จ.นราธิวาส","-","-","0"
"11441","โรงพยาบาลสุคิริน จ.นราธิวาส","-","-","0"
"11442","โรงพยาบาลสุไหงปาดี จ.นราธิวาส","-","-","0"
"11443","โรงพยาบาลสมเด็จพระยุพราชเดชอุดม จ.อุบลราชธานี","-","-","0"
"11444","โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา จ.ยโสธร","-","-","0"
"11445","โรงพยาบาลสมเด็จพระยุพราชกระนวน จ.ขอนแก่น","14","มัธยมศึกษา (ม.1-ม.6) หรือ ปวช.","1"
"11446","โรงพยาบาลสมเด็จพระยุพราชบ้านดุง จ.อุดรธานี","12","ประถมศึกษา","1"
"11446","โรงพยาบาลสมเด็จพระยุพราชบ้านดุง จ.อุดรธานี","13","ประถมศึกษา","1"
"11446","โรงพยาบาลสมเด็จพระยุพราชบ้านดุง จ.อุดรธานี","14","ประถมศึกษา","2"
"11447","โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย จ.เลย","-","-","0"
"11448","โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ จ.หนองคาย","-","-","0"
"11449","โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์ จ.กาฬสินธุ์","-","-","0"
"11450","โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน จ.สกลนคร","-","-","0"
"11451","โรงพยาบาลสมเด็จพระยุพราชธาตุพนม จ.นครพนม","-","-","0"
"11452","โรงพยาบาลสมเด็จพระยุพราชเด่นชัย จ.แพร่","-","-","0"
"11453","โรงพยาบาลสมเด็จพระยุพราชปัว จ.น่าน","-","-","0"
"11454","โรงพยาบาลสมเด็จพระยุพราชเชียงของ จ.เชียงราย","-","-","0"
"11455","โรงพยาบาลสมเด็จพระยุพราชนครไทย จ.พิษณุโลก","13","ประถมศึกษา","1"
"11456","โรงพยาบาลสมเด็จพระยุพราชตะพานหิน จ.พิจิตร","-","-","0"
"11457","โรงพยาบาลสมเด็จพระยุพราชหล่มเก่า จ.เพชรบูรณ์","-","-","0"
"11458","โรงพยาบาลสมเด็จพระยุพราชจอมบึง จ.ราชบุรี","-","-","0"
"11459","โรงพยาบาลสมเด็จพระยุพราชเวียงสระ จ.สุราษฎร์ธานี","-","-","0"
"11460","โรงพยาบาลสมเด็จพระยุพราชสายบุรี จ.ปัตตานี","-","-","0"
"11461","โรงพยาบาลสมเด็จพระยุพราชยะหา จ.ยะลา","-","-","0"
"11464","โรงพยาบาลกะพ้อ จ.ปัตตานี","-","-","0"
"11468","ทัณฑสถานโรงพยาบาลราชทัณฑ์ จ.กรุงเทพมหานคร","-","-","0"
"11469","โรงพยาบาลเลิดสิน จ.กรุงเทพมหานคร","-","-","0"
"11470","โรงพยาบาลนพรัตนราชธานี จ.กรุงเทพมหานคร","-","-","0"
"11471","โรงพยาบาลสงฆ์ จ.กรุงเทพมหานคร","-","-","0"
"11472","โรงพยาบาลราชวิถี จ.กรุงเทพมหานคร","-","-","0"
"11473","โรงพยาบาลเมตตาประชารักษ์(วัดไร่ขิง) จ.นครปฐม","-","-","0"
"11477","โรงพยาบาลทหารผ่านศึก จ.กรุงเทพมหานคร","-","-","0"
"11478","โรงพยาบาลสมเด็จพระปิ่นเกล้า จ.กรุงเทพมหานคร","-","-","0"
"11481","โรงพยาบาลพระมงกุฎเกล้า จ.กรุงเทพมหานคร","-","-","0"
"11482","โรงพยาบาลภูมิพลอดุลยเดช จ.กรุงเทพมหานคร","-","-","0"
"11485","โรงพยาบาลค่ายอดิศร จ.สระบุรี","-","-","0"
"11486","โรงพยาบาลค่ายนวมินทราชินี จ.ชลบุรี","-","-","0"
"11487","โรงพยาบาลอาภากรเกียรติวงศ์ จ.ชลบุรี","-","-","0"
"11490","โรงพยาบาลค่ายจักรพงษ์ จ.ปราจีนบุรี","-","-","0"
"11491","โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า จ.นครนายก","-","-","0"
"11492","โรงพยาบาลค่ายสุรนารี นครราชสีมา จ.นครราชสีมา","-","-","0"
"11493","โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก จ.บุรีรัมย์","-","-","0"
"11494","โรงพยาบาลค่ายวีรวัฒน์โยธิน จ.สุรินทร์","-","-","0"
"11495","โรงพยาบาลกองบิน 21 จ.อุบลราชธานี","-","-","0"
"11496","โรงพยาบาลค่ายสรรพสิทธิประสงค์ จ.อุบลราชธานี","-","-","0"
"11497","โรงพยาบาลค่ายศรีพัชรินทร จ.ขอนแก่น","-","-","0"
"11500","โรงพยาบาลกองบิน 5 จ.ประจวบคีรีขันธ์","-","-","0"
"11501","โรงพยาบาลค่ายประจักษ์ศิลปาคม จ.อุดรธานี","-","-","0"
"11504","โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช จ.ร้อยเอ็ด","-","-","0"
"11505","โรงพยาบาลค่ายกฤษณ์สีวะรา จ.สกลนคร","-","-","0"
"11507","โรงพยาบาลกองบิน 41 จ.เชียงใหม่","-","-","0"
"11508","โรงพยาบาลค่ายกาวิละ เชียงใหม่ จ.เชียงใหม่","-","-","0"
"11509","โรงพยาบาลค่ายพิชัยดาบหัก จ.อุตรดิตถ์","-","-","0"
"11510","โรงพยาบาลค่ายสุริยพงษ์ จ.น่าน","-","-","0"
"11512","โรงพยาบาลค่ายสุรศักดิ์มนตรี จ.ลำปาง","-","-","0"
"11513","โรงพยาบาลค่ายจิรประวัติ จ.นครสวรรค์","-","-","0"
"11517","โรงพยาบาลค่ายสมเด็จพระนเรศวร จ.พิษณุโลก","-","-","0"
"11519","โรงพยาบาลค่ายภาณุรังษี จ.ราชบุรี","-","-","0"
"11520","โรงพยาบาลค่ายสุรสีห์ จ.กาญจนบุรี","-","-","0"
"11521","โรงพยาบาลจันทรุเบกษา จ.นครปฐม","-","-","0"
"11522","โรงพยาบาลค่ายธนะรัชต์ จ.ประจวบคีรีขันธ์","-","-","0"
"11523","โรงพยาบาลค่ายวชิราวุธ จ.นครศรีธรรมราช","-","-","0"
"11525","โรงพยาบาลค่ายเขตอุดมศักดิ์ จ.ชุมพร","-","-","0"
"11529","โรงพยาบาลค่ายอิงคยุทธบริหาร จ.ปัตตานี","-","-","0"
"11532","โรงพยาบาลสวนเบญจกิติเฉลิมพระเกียรติ84พรรษา จ.กรุงเทพมหานคร","-","-","0"
"11534","โรงพยาบาลบุรฉัตรไชยากร (รถไฟ) จ.กรุงเทพมหานคร","-","-","0"
"11535","คณะแพทย์ศาสตร์วชิรพยาบาล มหาวิทยาลัยกรุงเทพมหานคร จ.กรุงเทพมหานคร","-","-","0"
"11536","โรงพยาบาลเวชการุณย์รัศมิ์ จ.กรุงเทพมหานคร","-","-","0"
"11537","โรงพยาบาลกลาง จ.กรุงเทพมหานคร","10","ไม่ระบุ/ไม่ทราบ","1"
"11538","โรงพยาบาลลาดกระบังกรุงเทพมหานคร จ.กรุงเทพมหานคร","-","-","0"
"11539","โรงพยาบาลตากสิน จ.กรุงเทพมหานคร","-","-","0"
"11540","โรงพยาบาลหลวงพ่อทวีศักดิ์ฯ ชุตินธโร อุทิศ จ.กรุงเทพมหานคร","-","-","0"
"11541","โรงพยาบาลเจริญกรุงประชารักษ์ จ.กรุงเทพมหานคร","-","-","0"
"11546","โรงพยาบาลบี เอ็น เอช จ.กรุงเทพมหานคร","-","-","0"
"11548","โรงพยาบาลกรุงเทพคริสเตียน จ.กรุงเทพมหานคร","-","-","0"
"11552","โรงพยาบาลมเหสักข์   จ.กรุงเทพมหานคร","-","-","0"
"11559","สถานพยาบาลชินเขตงามวงศ์วาน จ.กรุงเทพมหานคร","-","-","0"
"11560","โรงพยาบาลทั่วไปขนาดใหญ่เปาโล เกษตร จ.กรุงเทพมหานคร","-","-","0"
"11565","โรงพยาบาลรามคำแหง จ.กรุงเทพมหานคร","-","-","0"
"11581","โรงพยาบาลผู้สูงอายุขนาดกลางกล้วยน้ำไท 2 จ.กรุงเทพมหานคร","-","-","0"
"11583","โรงพยาบาลกล้วยน้ำไท  จ.กรุงเทพมหานคร","-","-","0"
"11592","โรงพยาบาลบางนา1 จ.กรุงเทพมหานคร","-","-","0"
"11595","นวมินทร์โรงพยาบาลทั่วไปขนาดใหญ่ จ.กรุงเทพมหานคร","-","-","0"
"11597","สถาบันกัลยาณ์ราชนครินทร์ จ.กรุงเทพมหานคร","-","-","0"
"11600","โรงพยาบาลเซนต์หลุยส์ จ.กรุงเทพมหานคร","-","-","0"
"11602","โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี จ.นครราชสีมา","-","-","0"
"11603","โรงพยาบาลเทียนฟ้ามูลนิธิโรงพยาบาลทั่วไปขนาดกลาง จ.กรุงเทพมหานคร","-","-","0"
"11607","โรงพยาบาลเปาโลเมโมเรียล จ.กรุงเทพมหานคร","-","-","0"
"11608","โรงพยาบาลลำทะเมนชัย จ.นครราชสีมา","-","-","0"
"11609","โรงพยาบาลพญาไท 2 จ.กรุงเทพมหานคร","-","-","0"
"11616","โรงพยาบาลสมิติเวชธนบุรี จ.กรุงเทพมหานคร","-","-","0"
"11619","โรงพยาบาลเฉลิมพระเกียรติ จ.บุรีรัมย์","-","-","0"
"11621","โรงพยาบาลบางไผ่ จ.กรุงเทพมหานคร","-","-","0"
"11625","โรงพยาบาลเฉลิมพระเกียรติ จ.น่าน","-","-","0"
"11626","โรงพยาบาลคลองตัน จ.กรุงเทพมหานคร","-","-","0"
"11628","โรงพยาบาลพระราม 9 จ.กรุงเทพมหานคร","-","-","0"
"11629","โรงพยาบาลเพชรเวช จ.กรุงเทพมหานคร","-","-","0"
"11631","โรงพยาบาลวชิรบารมี จ.พิจิตร","13","มัธยมศึกษา (ม.1-ม.6) หรือ ปวช.","1"
"11640","โรงพยาบาลธนบุรี 2 จ.กรุงเทพมหานคร","-","-","0"
"11641","โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย   จ.กรุงเทพมหานคร","-","-","0"
"11643","โรงพยาบาลดอยหล่อ จ.เชียงใหม่","-","-","0"
"11644","โรงพยาบาลเจ้าพระยา จ.กรุงเทพมหานคร","-","-","0"
"11645","โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี จ.กรุงเทพมหานคร","-","-","0"
"11654","โรงพยาบาลวิภาวดี จ.สุราษฎร์ธานี","-","-","0"
"11656","โรงพยาบาลเกษมราษฎร์ บางแค จ.กรุงเทพมหานคร","-","-","0"
"11660","โรงพยาบาลจุฬาภรณ์ จ.นครศรีธรรมราช","-","-","0"
"11661","โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม จ.กรุงเทพมหานคร","-","-","0"
"11667","โรงพยาบาลประชาพัฒน์ จ.กรุงเทพมหานคร","-","-","0"
"11668","โรงพยาบาลสุขสวัสดิ์  จ.กรุงเทพมหานคร","-","-","0"
"11669","โรงพยาบาลราษฏร์บูรณะ จ.กรุงเทพมหานคร","-","-","0"
"11670","โรงพยาบาลบางปะกอก 1 จ.กรุงเทพมหานคร","-","-","0"
"11676","โรงพยาบาลยันฮี จ.กรุงเทพมหานคร","-","-","0"
"11686","โรงพยาบาลบางโพ จ.กรุงเทพมหานคร","-","-","0"
"11687","โรงพยาบาลเกษมราษฎร์ประชาชื่น จ.กรุงเทพมหานคร","-","-","0"
"11691","โรงพยาบาลวิภาวดี จ.กรุงเทพมหานคร","-","-","0"
"11694","โรงพยาบาลจักษุรัตนิน จ.กรุงเทพมหานคร","-","-","0"
"11697","โรงพยาบาลคามิลเลียน จ.กรุงเทพมหานคร","-","-","0"
"11699","โรงพยาบาลบำรุงราษฎร์ จ.กรุงเทพมหานคร","-","-","0"
"11703","โรงพยาบาลแพทย์ปัญญา จ.กรุงเทพมหานคร","-","-","0"
"11708","โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่ จ.กรุงเทพมหานคร","-","-","0"
"11715","โรงพยาบาลพญาไท 1 จ.กรุงเทพมหานคร","-","-","0"
"11721","โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4 จ.กรุงเทพมหานคร","-","-","0"
"11729","โรงพยาบาลลาดพร้าว จ.กรุงเทพมหานคร","-","-","0"
"11730","โรงพยาบาลไทยนครินทร์ จ.กรุงเทพมหานคร","-","-","0"
"11750","โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่ จ.กรุงเทพมหานคร","-","-","0"
"11769","โรงพยาบาลเซ็นทรัลปาร์ค จ.สมุทรปราการ","-","-","0"
"11775","โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย จ.สมุทรปราการ","-","-","0"
"11781","โรงพยาบาลนนทเวช จ.นนทบุรี","-","-","0"
"11786","โรงพยาบาลอนันต์พัฒนา 2 จ.นนทบุรี","-","-","0"
"11787","โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่ จ.นนทบุรี","-","-","0"
"11811","โรงพยาบาลสมิติเวช จ.กรุงเทพมหานคร","-","-","0"
"11885","โรงพยาบาลเดอะโกลเดนเกท จ.นครราชสีมา","-","-","0"
"11891","โรงพยาบาลราชสีมาฮอสพิทอล จ.นครราชสีมา","-","-","0"
"11918","โรงพยาบาลเอกชนร่มเกล้า จ.อุบลราชธานี","-","-","0"
"11921","โรงพยาบาลนายแพทย์หาญ จ.ยโสธร","-","-","0"
"11936","โรงพยาบาลขอนแก่นราม จ.ขอนแก่น","-","-","0"
"11946","โรงพยาบาลค่ายพ่อขุนผาเมือง จ.เพชรบูรณ์","-","-","0"
"11964","โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช จ.ร้อยเอ็ด","-","-","0"
"11965","โรงพยาบาลธีรวัฒน์ จ.กาฬสินธุ์","-","-","0"
"11978","โรงพยาบาลดารารัศมี จ.เชียงใหม่","-","-","0"
"11992","โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง จ.เชียงใหม่","-","-","0"
"11995","โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล จ.เชียงใหม่","-","-","0"
"11999","โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์ จ.เชียงใหม่","14","-","1"
"12000","โรงพยาบาลหริภุญชัยเมโมเรียล จ.ลำพูน","-","-","0"
"12030","โรงพยาบาลพริ้นซ์ ปากน้ำโพ 1 โรงพยาบาลทั่วไปขนาดใหญ่ จ.นครสวรรค์","-","-","0"
"12033","โรงพยาบาลรวมแพทย์นครสวรรค์ จ.นครสวรรค์","-","-","0"
"12034","โรงพยาบาลพริ้นซ์ ปากน้ำโพ 2 โรงพยาบาลทั่วไปขนาดใหญ่ จ.นครสวรรค์","-","-","0"
"12042","โรงพยาบาลร่มฉัตร จ.นครสวรรค์","-","-","0"
"12044","โรงพยาบาลศรีสวรรค์ จ.นครสวรรค์","-","-","0"
"12093","สถานพยาบาลแพทย์ประดิษฐ์ จ.ราชบุรี","-","-","0"
"12097","มหาชัยพร้อมแพทย์โรงพยาบาลทั่วไปขนาดกลาง จ.ราชบุรี","-","-","0"
"12098","โรงพยาบาลกรุงเทพเมืองราชโรงพยาบาลทั่วไปขนาดใหญ่ จ.ราชบุรี","-","-","0"
"12103","โรงพยาบาลซานคามิลโล จ.ราชบุรี","-","-","0"
"12123","โรงพยาบาลวิภาวดี-ปิยราษฎร์ จ.สุพรรณบุรี","-","-","0"
"12137","โรงพยาบาลทั่วไปขนาดเล็กเจษฎา จ.สมุทรสาคร","-","-","0"
"12226","โรงพยาบาลวัฒนแพทย์ จ.ตรัง","-","-","0"
"12230","โรงพยาบาล ทีอาร์พีเอช โรงพยาบาลทั่วไปขนาดใหญ่ จ.ตรัง","-","-","0"
"12238","โรงพยาบาลสิโรรส จ.ยะลา","-","-","0"
"12243","สถาบันพัฒนาสุขภาวะเขตเมือง จ.กรุงเทพมหานคร","-","-","0"
"12244","สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา จ.กรุงเทพมหานคร","-","-","0"
"12246","สถาบันราชานุกูล จ.กรุงเทพมหานคร","-","-","0"
"12249","สถาบันโรคผิวหนัง จ.กรุงเทพมหานคร","-","-","0"
"12250","สถาบันมะเร็งแห่งชาติ จ.กรุงเทพมหานคร","-","-","0"
"12251","โรงพยาบาลยุวประสาทไวทโยปถัมภ์ จ.สมุทรปราการ","-","-","0"
"12256","สถาบันโรคทรวงอก จ.นนทบุรี","-","-","0"
"12257","สถาบันบำราศนราดูร จ.นนทบุรี","-","-","0"
"12258","สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ จ.นนทบุรี","-","-","0"
"12260","โรงพยาบาลศรีธัญญา จ.นนทบุรี","-","-","0"
"12262","สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี จ.ปทุมธานี","-","-","0"
"12267","ศูนย์อนามัยที่ 9 นครราชสีมา จ.นครราชสีมา","-","-","0"
"12268","โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์ จ.นครราชสีมา","-","-","0"
"12269","โรงพยาบาลพระศรีมหาโพธิ์ จ.อุบลราชธานี","-","-","0"
