"โรงพยาบาล","จำนวนที่ได้รับการเจาะเลือดตรวจHematocrit/Hemoglobin","จำนวนที่พบภาวะโลหิตจาง","อัตรา"
"11218  :  โรงพยาบาลลาดยาว","48","14","29.17"
"11219  :  โรงพยาบาลตากฟ้า","9","3","33.33"
"11220  :  โรงพยาบาลแม่วงก์","8","2","25.00"
"11513  :  โรงพยาบาลค่ายจิรประวัติ","1","1","100.00"
"12030  :  โรงพยาบาลพริ้นซ์ ปากน้ำโพ 1 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00"
"12033  :  โรงพยาบาลรวมแพทย์นครสวรรค์","0","0","0.00"
"12034  :  โรงพยาบาลพริ้นซ์ ปากน้ำโพ 2 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00"
"12042  :  โรงพยาบาลร่มฉัตร","0","0","0.00"
"12044  :  โรงพยาบาลศรีสวรรค์","0","0","0.00"
"12284  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 3","0","0","0.00"
"14171  :  โรงพยาบาลจิตเวชนครสวรรค์ราชนครินทร์","0","0","0.00"
"40749  :  โรงพยาบาลชุมตาบง","0","0","0.00"
"10720  :  โรงพยาบาลอุทัยธานี","25","12","48.00"
"11221  :  โรงพยาบาลทัพทัน","90","26","28.89"
"11222  :  โรงพยาบาลสว่างอารมณ์","23","5","21.74"
"11223  :  โรงพยาบาลหนองฉาง","61","17","27.87"
"11224  :  โรงพยาบาลหนองขาหย่าง","2","0","0.00"
"11225  :  โรงพยาบาลบ้านไร่","69","11","15.94"
"11226  :  โรงพยาบาลลานสัก","26","7","26.92"
"11227  :  โรงพยาบาลห้วยคต","29","9","31.03"
"10721  :  โรงพยาบาลกำแพงเพชร","13","4","30.77"
"11228  :  โรงพยาบาลทุ่งโพธิ์ทะเล","74","8","10.81"
"11229  :  โรงพยาบาลไทรงาม","24","8","33.33"
"11230  :  โรงพยาบาลคลองลาน","155","22","14.19"
"11231  :  โรงพยาบาลขาณุวรลักษบุรี","195","64","32.82"
"11232  :  โรงพยาบาลคลองขลุง","36","7","19.44"
"11233  :  โรงพยาบาลพรานกระต่าย","69","13","18.84"
"11234  :  โรงพยาบาลลานกระบือ","82","17","20.73"
"11235  :  โรงพยาบาลทรายทองวัฒนา","89","37","41.57"
"11236  :  โรงพยาบาลปางศิลาทอง","26","9","34.62"
"14135  :  โรงพยาบาลบึงสามัคคี","24","8","33.33"
"28010  :  โรงพยาบาลโกสัมพีนคร","20","3","15.00"
"10722  :  โรงพยาบาลสมเด็จพระเจ้าตากสินมหาราช","92","23","25.00"
"10723  :  โรงพยาบาลแม่สอด","192","78","40.63"
"11238  :  โรงพยาบาลบ้านตาก","27","6","22.22"
"11239  :  โรงพยาบาลสามเงา","49","12","24.49"
"11240  :  โรงพยาบาลแม่ระมาด","161","75","46.58"
"11241  :  โรงพยาบาลท่าสองยาง","186","49","26.34"
"11242  :  โรงพยาบาลพบพระ","170","42","24.71"
"11243  :  โรงพยาบาลอุ้มผาง","119","20","16.81"
"27443  :  โรงพยาบาลวังเจ้า","2","0","0.00"
"10724  :  โรงพยาบาลสุโขทัย","104","27","25.96"
"10725  :  โรงพยาบาลศรีสังวรสุโขทัย","47","15","31.91"
"11244  :  โรงพยาบาลบ้านด่านลานหอย","15","5","33.33"
"11245  :  โรงพยาบาลคีรีมาศ","58","15","25.86"
"11246  :  โรงพยาบาลกงไกรลาศ","99","25","25.25"
"11247  :  โรงพยาบาลศรีสัชนาลัย","77","25","32.47"
"11248  :  โรงพยาบาลสวรรคโลก","65","23","35.38"
"11249  :  โรงพยาบาลศรีนคร","10","3","30.00"
"11250  :  โรงพยาบาลทุ่งเสลี่ยม","91","9","9.89"
"10676  :  โรงพยาบาลพุทธชินราช","147","62","42.18"
"11251  :  โรงพยาบาลชาติตระการ","49","16","32.65"
"11252  :  โรงพยาบาลบางระกำ","21","4","19.05"
"11253  :  โรงพยาบาลบางกระทุ่ม","35","10","28.57"
"11254  :  โรงพยาบาลพรหมพิราม","31","9","29.03"
"11255  :  โรงพยาบาลวัดโบสถ์","14","7","50.00"
"11256  :  โรงพยาบาลวังทอง","16","4","25.00"
"11257  :  โรงพยาบาลเนินมะปราง","5","0","0.00"
"11455  :  โรงพยาบาลสมเด็จพระยุพราชนครไทย","75","19","25.33"
"11517  :  โรงพยาบาลค่ายสมเด็จพระนเรศวร","3","0","0.00"
"14972  :  โรงพยาบาลมหาวิทยาลัยนเรศวร","93","28","30.11"
"41429  :  โรงพยาบาลจิตเวชพิษณุโลก","0","0","0.00"
"10726  :  โรงพยาบาลพิจิตร","26","9","34.62"
"11258  :  โรงพยาบาลวังทรายพูน","33","9","27.27"
"11259  :  โรงพยาบาลโพธิ์ประทับช้าง","34","9","26.47"
"11260  :  โรงพยาบาลบางมูลนาก","50","13","26.00"
"11261  :  โรงพยาบาลโพทะเล","48","13","27.08"
"11262  :  โรงพยาบาลสามง่าม","10","4","40.00"
"11263  :  โรงพยาบาลทับคล้อ","9","2","22.22"
"11456  :  โรงพยาบาลสมเด็จพระยุพราชตะพานหิน","93","26","27.96"
"11631  :  โรงพยาบาลวชิรบารมี","9","2","22.22"
"27978  :  โรงพยาบาลสากเหล็ก","7","1","14.29"
"27979  :  โรงพยาบาลบึงนาราง","21","5","23.81"
"27980  :  โรงพยาบาลดงเจริญ","12","5","41.67"
"10727  :  โรงพยาบาลเพชรบูรณ์","181","60","33.15"
"11264  :  โรงพยาบาลชนแดน","24","6","25.00"
"11265  :  โรงพยาบาลหล่มสัก","59","22","37.29"
"11266  :  โรงพยาบาลวิเชียรบุรี","70","13","18.57"
"11267  :  โรงพยาบาลศรีเทพ","64","13","20.31"
"11268  :  โรงพยาบาลหนองไผ่","81","27","33.33"
"11269  :  โรงพยาบาลบึงสามพัน","16","5","31.25"
"11270  :  โรงพยาบาลน้ำหนาว","15","2","13.33"
"11271  :  โรงพยาบาลวังโป่ง","54","22","40.74"
"11272  :  โรงพยาบาลเขาค้อ","0","0","0.00"
"11457  :  โรงพยาบาลสมเด็จพระยุพราชหล่มเก่า","26","4","15.38"
"11946  :  โรงพยาบาลค่ายพ่อขุนผาเมือง","1","0","0.00"
"10677  :  โรงพยาบาลราชบุรี","60","22","36.67"
"10728  :  โรงพยาบาลดำเนินสะดวก","135","24","17.78"
"10729  :  โรงพยาบาลบ้านโป่ง","72","12","16.67"
"10730  :  โรงพยาบาลโพธาราม","58","14","24.14"
"11273  :  โรงพยาบาลสวนผึ้ง","47","12","25.53"
"11274  :  โรงพยาบาลบางแพ","8","2","25.00"
"11275  :  โรงพยาบาลเจ็ดเสมียน","19","4","21.05"
"11276  :  โรงพยาบาลปากท่อ","25","4","16.00"
"11277  :  โรงพยาบาลวัดเพลง","33","2","6.06"
"11458  :  โรงพยาบาลสมเด็จพระยุพราชจอมบึง","45","13","28.89"
"11519  :  โรงพยาบาลค่ายภาณุรังษี","0","0","0.00"
"12093  :  สถานพยาบาลแพทย์ประดิษฐ์","0","0","0.00"
"12097  :  มหาชัยพร้อมแพทย์โรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00"
"12098  :  โรงพยาบาลกรุงเทพเมืองราชโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00"
"12103  :  โรงพยาบาลซานคามิลโล","0","0","0.00"
"12286  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 5","537","89","16.57"
"28858  :  โรงพยาบาลบ้านคา","27","3","11.11"
"10731  :  โรงพยาบาลพหลพลพยุหเสนา","225","82","36.44"
"10732  :  โรงพยาบาลมะการักษ์","90","10","11.11"
"11278  :  โรงพยาบาลไทรโยค","8","6","75.00"
"11279  :  โรงพยาบาลสมเด็จพระปิยมหาราชรมณียเขต","6","0","0.00"
"11280  :  โรงพยาบาลบ่อพลอย","48","17","35.42"
"11281  :  โรงพยาบาลท่ากระดาน","11","2","18.18"
"11282  :  โรงพยาบาลสมเด็จพระสังฆราชองค์ที่ ๑๙","118","27","22.88"
"11283  :  โรงพยาบาลทองผาภูมิ","86","25","29.07"
"11284  :  โรงพยาบาลสังขละบุรี","20","7","35.00"
"11285  :  โรงพยาบาลเจ้าคุณไพบูลย์พนมทวน","53","14","26.42"
"11286  :  โรงพยาบาลเลาขวัญ","35","9","25.71"
"11287  :  โรงพยาบาลด่านมะขามเตี้ย","0","0","0.00"
"11288  :  โรงพยาบาลสถานพระบารมี","28","5","17.86"
"11520  :  โรงพยาบาลค่ายสุรสีห์","45","5","11.11"
"14136  :  โรงพยาบาลศุกร์ศิริศรีสวัสดิ์","1","1","100.00"
"21948  :  โรงพยาบาลห้วยกระเจา เฉลิมพระเกียรติ 80 พรรษา","13","1","7.69"
"41701  :  โรงพยาบาลหนองปรือ","32","14","43.75"
"10678  :  โรงพยาบาลเจ้าพระยายมราช","61","20","32.79"
"10733  :  โรงพยาบาลสมเด็จพระสังฆราชองค์ที่17","218","43","19.72"
"11289  :  โรงพยาบาลเดิมบางนางบวช","57","7","12.28"
"11290  :  โรงพยาบาลด่านช้าง","43","11","25.58"
"11291  :  โรงพยาบาลบางปลาม้า","18","4","22.22"
"11292  :  โรงพยาบาลศรีประจันต์","20","2","10.00"
"11293  :  โรงพยาบาลดอนเจดีย์","49","5","10.20"
"11294  :  โรงพยาบาลสามชุก","29","4","13.79"
"11295  :  โรงพยาบาลอู่ทอง","86","16","18.60"
"11296  :  โรงพยาบาลหนองหญ้าไซ","54","8","14.81"
"12123  :  โรงพยาบาลวิภาวดี-ปิยราษฎร์","0","0","0.00"
"10679  :  โรงพยาบาลนครปฐม","0","0","0.00"
"11297  :  โรงพยาบาลกำแพงแสน","14","1","7.14"
"11298  :  โรงพยาบาลนครชัยศรี","16","6","37.50"
"11299  :  โรงพยาบาลห้วยพลู","13","3","23.08"
"11300  :  โรงพยาบาลดอนตูม","22","8","36.36"
"11301  :  โรงพยาบาลบางเลน","3","1","33.33"
"11302  :  โรงพยาบาลสามพราน","102","37","36.27"
"11303  :  โรงพยาบาลพุทธมณฑล","68","0","0.00"
"11473  :  โรงพยาบาลเมตตาประชารักษ์(วัดไร่ขิง)","0","0","0.00"
"11521  :  โรงพยาบาลจันทรุเบกษา","0","0","0.00"
"13819  :  โรงพยาบาลหลวงพ่อเปิ่น","33","5","15.15"
"10734  :  โรงพยาบาลสมุทรสาคร","0","0","0.00"
"11304  :  โรงพยาบาลกระทุ่มแบน","0","0","0.00"
"11305  :  โรงพยาบาลบ้านแพ้ว","653","160","24.50"
"12137  :  โรงพยาบาลทั่วไปขนาดเล็กเจษฎา","0","0","0.00"
"10735  :  โรงพยาบาลสมเด็จพระพุทธเลิศหล้า","94","19","20.21"
"11306  :  โรงพยาบาลนภาลัย","0","0","0.00"
"11307  :  โรงพยาบาลอัมพวา","0","0","0.00"
"10736  :  โรงพยาบาลพระจอมเกล้า","0","0","0.00"
"11308  :  โรงพยาบาลเขาย้อย","20","3","15.00"
"11309  :  โรงพยาบาลหนองหญ้าปล้อง","21","2","9.52"
"11310  :  โรงพยาบาลชะอำ","109","9","8.26"
"11311  :  โรงพยาบาลท่ายาง","78","20","25.64"
"11312  :  โรงพยาบาลบ้านลาด","54","1","1.85"
"11313  :  โรงพยาบาลบ้านแหลม","44","7","15.91"
"11314  :  โรงพยาบาลแก่งกระจาน","25","9","36.00"
"10737  :  โรงพยาบาลประจวบคีรีขันธ์","98","32","32.65"
"11315  :  โรงพยาบาลกุยบุรี","0","0","0.00"
"11316  :  โรงพยาบาลทับสะแก","48","9","18.75"
"11317  :  โรงพยาบาลบางสะพาน","79","30","37.97"
"11318  :  โรงพยาบาลบางสะพานน้อย","14","3","21.43"
"11319  :  โรงพยาบาลปราณบุรี","119","36","30.25"
"11320  :  โรงพยาบาลหัวหิน","0","0","0.00"
"11321  :  โรงพยาบาลสามร้อยยอด","58","13","22.41"
"11500  :  โรงพยาบาลกองบิน 5","0","0","0.00"
"11522  :  โรงพยาบาลค่ายธนะรัชต์","0","0","0.00"
"12471  :  สถานีกาชาดหัวหินเฉลิมพระเกียรติ","71","11","15.49"
"10680  :  โรงพยาบาลมหาราชนครศรีธรรมราช","112","43","38.39"
"11322  :  โรงพยาบาลพรหมคีรี","48","18","37.50"
"11324  :  โรงพยาบาลลานสะกา","15","11","73.33"
"11325  :  โรงพยาบาลสมเด็จพระยุพราชฉวาง","83","18","21.69"
"11326  :  โรงพยาบาลพิปูน","1","0","0.00"
"11327  :  โรงพยาบาลเชียรใหญ่","55","15","27.27"
"11328  :  โรงพยาบาลชะอวด","33","11","33.33"
"11329  :  โรงพยาบาลท่าศาลา","362","70","19.34"
"11330  :  โรงพยาบาลทุ่งสง","132","39","29.55"
"11331  :  โรงพยาบาลนาบอน","6","1","16.67"
"11332  :  โรงพยาบาลทุ่งใหญ่","69","27","39.13"
"11333  :  โรงพยาบาลปากพนัง","149","53","35.57"
"11334  :  โรงพยาบาลร่อนพิบูลย์","40","9","22.50"
"11335  :  โรงพยาบาลสิชล","148","32","21.62"
"11336  :  โรงพยาบาลขนอม","7","3","42.86"
"11337  :  โรงพยาบาลหัวไทร","68","9","13.24"
"11338  :  โรงพยาบาลบางขัน","75","15","20.00"
"11339  :  โรงพยาบาลถ้ำพรรณรา","12","4","33.33"
"11523  :  โรงพยาบาลค่ายวชิราวุธ","15","5","33.33"
"11660  :  โรงพยาบาลจุฬาภรณ์","38","9","23.68"
"12287  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 11","0","0","0.00"
"12472  :  สถานีกาชาดสิริธร (สถานีกาชาดที่ 12 ทุ่งสง)","3","0","0.00"
"14918  :  โรงพยาบาลค่ายเทพสตรีศรีสุนทร","16","3","18.75"
"21771  :  โรงพยาบาลเทศบาลนครนครศรีธรรมราช","181","44","24.31"
"40491  :  โรงพยาบาลเฉลิมพระเกียรติ","29","13","44.83"
"40492  :  โรงพยาบาลพ่อท่านคล้ายวาจาสิทธิ์","6","0","0.00"
"40742  :  โรงพยาบาลนบพิตำ","13","5","38.46"
"40743  :  โรงพยาบาลพระพรหม","72","26","36.11"
"40970  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยวลัยลักษณ์","0","0","0.00"
"10738  :  โรงพยาบาลกระบี่","0","0","0.00"
"11340  :  โรงพยาบาลเขาพนม","46","17","36.96"
"11341  :  โรงพยาบาลเกาะลันตา","41","19","46.34"
"11342  :  โรงพยาบาลคลองท่อม","31","13","41.94"
"11343  :  โรงพยาบาลอ่าวลึก","13","2","15.38"
"11344  :  โรงพยาบาลปลายพระยา","0","0","0.00"
"11345  :  โรงพยาบาลลำทับ","19","8","42.11"
"11346  :  โรงพยาบาลเหนือคลอง","26","10","38.46"
"77753  :  โรงพยาบาลเกาะพีพี","0","0","0.00"
"10739  :  โรงพยาบาลพังงา","0","0","0.00"
"10740  :  โรงพยาบาลตะกั่วป่า","29","9","31.03"
"11347  :  โรงพยาบาลเกาะยาวชัยพัฒน์","27","3","11.11"
"11348  :  โรงพยาบาลกะปงชัยพัฒน์","6","1","16.67"
"11349  :  โรงพยาบาลตะกั่วทุ่ง","0","0","0.00"
"11350  :  โรงพยาบาลบางไทร","0","0","0.00"
"11352  :  โรงพยาบาลคุระบุรีชัยพัฒน์","5","2","40.00"
"11353  :  โรงพยาบาลทับปุด","19","7","36.84"
"11354  :  โรงพยาบาลท้ายเหมืองชัยพัฒน์","77","14","18.18"
"10741  :  โรงพยาบาลวชิระภูเก็ต","94","23","24.47"
"11355  :  โรงพยาบาลป่าตอง","143","29","20.28"
"11356  :  โรงพยาบาลถลาง","55","8","14.55"
"24678  :  โรงพยาบาลองค์การบริหารส่วนจังหวัดภูเก็ต","7","3","42.86"
"41436  :  โรงพยาบาลฉลอง","29","12","41.38"
"09192  :  โรงพยาบาลเกาะเต่า","1","0","0.00"
"10681  :  โรงพยาบาลสุราษฎร์ธานี","112","59","52.68"
"10742  :  โรงพยาบาลเกาะสมุย","87","25","28.74"
"11357  :  โรงพยาบาลกาญจนดิษฐ์","107","15","14.02"
"11358  :  โรงพยาบาลดอนสัก","74","19","25.68"
"11359  :  โรงพยาบาลเกาะพงัน","41","10","24.39"
"11360  :  โรงพยาบาลไชยา","34","14","41.18"
"11361  :  โรงพยาบาลท่าชนะ","18","2","11.11"
"11362  :  โรงพยาบาลคีรีรัฐนิคม","28","7","25.00"
"11363  :  โรงพยาบาลบ้านตาขุน","54","28","51.85"
"11364  :  โรงพยาบาลพนม","43","8","18.60"
"11365  :  โรงพยาบาลท่าฉาง","104","17","16.35"
"11366  :  โรงพยาบาลบ้านนาสาร","55","20","36.36"
"11367  :  โรงพยาบาลบ้านนาเดิม","83","19","22.89"
"11368  :  โรงพยาบาลเคียนซา","155","70","45.16"
"11369  :  โรงพยาบาลพระแสง","68","38","55.88"
"11370  :  โรงพยาบาลพุนพิน","80","12","15.00"
"11371  :  โรงพยาบาลชัยบุรี","52","12","23.08"
"11459  :  โรงพยาบาลสมเด็จพระยุพราชเวียงสระ","18","5","27.78"
"11654  :  โรงพยาบาลวิภาวดี","1","1","100.00"
"12289  :  โรงพยาบาลสวนสราญรมย์","0","0","0.00"
"14138  :  โรงพยาบาลท่าโรงช้าง","50","20","40.00"
"14203  :  โรงพยาบาลมะเร็งสุราษฎร์ธานี","0","0","0.00"
"14862  :  โรงพยาบาลกองบิน7","0","0","0.00"
"14901  :  โรงพยาบาลค่ายวิภาวดีรังสิต","0","0","0.00"
"40915  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคใต้","0","0","0.00"
"10743  :  โรงพยาบาลระนอง","31","5","16.13"
"11323  :  โรงพยาบาลละอุ่น","6","1","16.67"
"11372  :  โรงพยาบาลกะเปอร์","33","7","21.21"
"11373  :  โรงพยาบาลกระบุรี","17","8","47.06"
"11374  :  โรงพยาบาลสุขสำราญ","20","5","25.00"
"10744  :  โรงพยาบาลชุมพรเขตรอุดมศักดิ์","96","33","34.38"
"11375  :  โรงพยาบาลปากน้ำชุมพร","43","5","11.63"
"11376  :  โรงพยาบาลท่าแซะ","31","9","29.03"
"11377  :  โรงพยาบาลปะทิว","18","5","27.78"
"11378  :  โรงพยาบาลมาบอำมฤต","1","0","0.00"
"11379  :  โรงพยาบาลหลังสวน","87","24","27.59"
"11380  :  โรงพยาบาลปากน้ำหลังสวน","6","1","16.67"
"11381  :  โรงพยาบาลละแม","25","6","24.00"
"11382  :  โรงพยาบาลพะโต๊ะ","55","15","27.27"
"11383  :  โรงพยาบาลสวี","54","8","14.81"
"11385  :  โรงพยาบาลทุ่งตะโก","4","0","0.00"
"11525  :  โรงพยาบาลค่ายเขตอุดมศักดิ์","0","0","0.00"
"10682  :  โรงพยาบาลหาดใหญ่","81","40","49.38"
"10745  :  โรงพยาบาลสงขลา","0","0","0.00"
"11386  :  โรงพยาบาลสทิงพระ","1","0","0.00"
"11387  :  โรงพยาบาลจะนะ","12","3","25.00"
"11388  :  โรงพยาบาลสมเด็จพระบรมราชินีนาถ ณ  อำเภอนาทวี","19","4","21.05"
"11390  :  โรงพยาบาลเทพา","13","4","30.77"
"11391  :  โรงพยาบาลสะบ้าย้อย","7","1","14.29"
"11392  :  โรงพยาบาลระโนด","2","0","0.00"
"11393  :  โรงพยาบาลกระแสสินธุ์","0","0","0.00"
"11394  :  โรงพยาบาลรัตภูมิ","9","2","22.22"
"11395  :  โรงพยาบาลสะเดา","34","10","29.41"
"11396  :  โรงพยาบาลนาหม่อม","5","1","20.00"
"11397  :  โรงพยาบาลควนเนียง","1","0","0.00"
"11398  :  โรงพยาบาลปาดังเบซาร์","4","1","25.00"
"11399  :  โรงพยาบาลบางกล่ำ","1","0","0.00"
"11400  :  โรงพยาบาลสิงหนคร","0","0","0.00"
"11401  :  โรงพยาบาลคลองหอยโข่ง","7","1","14.29"
"12290  :  โรงพยาบาลจิตเวชสงขลาราชนครินทร์","0","0","0.00"
"14194  :  โรงพยาบาลธัญญารักษ์สงขลา","0","0","0.00"
"10746  :  โรงพยาบาลสตูล","118","36","30.51"
"11402  :  โรงพยาบาลควนโดน","104","34","32.69"
"11403  :  โรงพยาบาลควนกาหลง","11","4","36.36"
"11404  :  โรงพยาบาลท่าแพ","11","4","36.36"
"11405  :  โรงพยาบาลละงู","26","10","38.46"
"11406  :  โรงพยาบาลทุ่งหว้า","54","6","11.11"
"28786  :  โรงพยาบาลมะนัง","30","12","40.00"
"10683  :  โรงพยาบาลตรัง","120","30","25.00"
"11407  :  โรงพยาบาลกันตัง","35","14","40.00"
"11408  :  โรงพยาบาลย่านตาขาว","55","10","18.18"
"11409  :  โรงพยาบาลปะเหลียน","18","6","33.33"
"11410  :  โรงพยาบาลสิเกา","52","22","42.31"
"11411  :  โรงพยาบาลห้วยยอด","37","14","37.84"
"11412  :  โรงพยาบาลวังวิเศษ","89","22","24.72"
"11413  :  โรงพยาบาลนาโยง","18","5","27.78"
"12226  :  โรงพยาบาลวัฒนแพทย์","0","0","0.00"
"12230  :  โรงพยาบาล ทีอาร์พีเอช โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00"
"13755  :  โรงพยาบาลโรคผิวหนังเขตร้อนภาคใต้ จังหวัดตรัง","0","0","0.00"
"14139  :  โรงพยาบาลรัษฎา","30","14","46.67"
"28817  :  โรงพยาบาลหาดสำราญเฉลิมพระเกียรติ 80 พรรษา","9","5","55.56"
"10747  :  โรงพยาบาลพัทลุง","272","0","0.00"
"11414  :  โรงพยาบาลกงหรา","22","9","40.91"
"11415  :  โรงพยาบาลเขาชัยสน","19","8","42.11"
"11416  :  โรงพยาบาลตะโหมด","62","17","27.42"
"11417  :  โรงพยาบาลควนขนุน","38","15","39.47"
"11418  :  โรงพยาบาลปากพะยูน","36","5","13.89"
"11419  :  โรงพยาบาลศรีบรรพต","25","4","16.00"
"11420  :  โรงพยาบาลป่าบอน","10","1","10.00"
"11421  :  โรงพยาบาลบางแก้ว","9","2","22.22"
"11422  :  โรงพยาบาลป่าพะยอม","13","4","30.77"
"24673  :  โรงพยาบาลศรีนครินทร์(ปัญญานันทภิขุ)","8","2","25.00"
"10748  :  โรงพยาบาลปัตตานี","68","15","22.06"
"11423  :  โรงพยาบาลโคกโพธิ์","27","11","40.74"
"11424  :  โรงพยาบาลหนองจิก","49","9","18.37"
"11425  :  โรงพยาบาลปะนาเระ","54","14","25.93"
"11426  :  โรงพยาบาลมายอ","25","6","24.00"
"11427  :  โรงพยาบาลทุ่งยางแดง","19","5","26.32"
"11428  :  โรงพยาบาลไม้แก่น","13","5","38.46"
"11429  :  โรงพยาบาลยะหริ่ง","50","14","28.00"
"11430  :  โรงพยาบาลยะรัง","13","7","53.85"
"11431  :  โรงพยาบาลแม่ลาน","15","5","33.33"
"11460  :  โรงพยาบาลสมเด็จพระยุพราชสายบุรี","35","14","40.00"
"11464  :  โรงพยาบาลกะพ้อ","6","4","66.67"
"11529  :  โรงพยาบาลค่ายอิงคยุทธบริหาร","0","0","0.00"
"14195  :  โรงพยาบาลธัญญรักษ์ปัตตานี","0","0","0.00"
"10684  :  โรงพยาบาลยะลา","62","8","12.90"
"10749  :  โรงพยาบาลเบตง","29","8","27.59"
"11432  :  โรงพยาบาลบันนังสตา","22","9","40.91"
"11433  :  โรงพยาบาลธารโต","10","2","20.00"
"11434  :  โรงพยาบาลรามัน","16","3","18.75"
"11461  :  โรงพยาบาลสมเด็จพระยุพราชยะหา","24","13","54.17"
"12238  :  โรงพยาบาลสิโรรส","0","0","0.00"
"13806  :  โรงพยาบาลกาบัง","6","3","50.00"
"14663  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 12","7","2","28.57"
"24689  :  โรงพยาบาลกรงปินัง","53","43","81.13"
"10750  :  โรงพยาบาลนราธิวาสราชนครินทร์","126","36","28.57"
"10751  :  โรงพยาบาลสุไหงโก-ลก","41","17","41.46"
"11435  :  โรงพยาบาลตากใบ","127","17","13.39"
"11436  :  โรงพยาบาลบาเจาะ","35","13","37.14"
"11437  :  โรงพยาบาลระแงะ","143","30","20.98"
"11438  :  โรงพยาบาลรือเสาะ","33","14","42.42"
"11439  :  โรงพยาบาลศรีสาคร","15","9","60.00"
"11440  :  โรงพยาบาลแว้ง","28","12","42.86"
"11441  :  โรงพยาบาลสุคิริน","18","6","33.33"
"11442  :  โรงพยาบาลสุไหงปาดี","93","33","35.48"
"13818  :  โรงพยาบาลจะแนะ","9","3","33.33"
"15010  :  โรงพยาบาลเจาะไอร้อง","41","7","17.07"
"23771  :  โรงพยาบาลยี่งอเฉลิมพระเกียรติ 80 พรรษา","66","23","34.85"
