"โรงพยาบาล","จำนวนที่ได้รับการเจาะเลือดตรวจHematocrit/Hemoglobin","จำนวนที่พบภาวะโลหิตจาง","อัตรา"
"11218  :  โรงพยาบาลลาดยาว","103","43","41.75"
"11219  :  โรงพยาบาลตากฟ้า","80","13","16.25"
"11220  :  โรงพยาบาลแม่วงก์","49","7","14.29"
"11513  :  โรงพยาบาลค่ายจิรประวัติ","0","0","0.00"
"12030  :  โรงพยาบาลพริ้นซ์ ปากน้ำโพ 1 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00"
"12033  :  โรงพยาบาลรวมแพทย์นครสวรรค์","0","0","0.00"
"12034  :  โรงพยาบาลพริ้นซ์ ปากน้ำโพ 2 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00"
"12042  :  โรงพยาบาลร่มฉัตร","1","0","0.00"
"12044  :  โรงพยาบาลศรีสวรรค์","0","0","0.00"
"12284  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 3","906","190","20.97"
"14171  :  โรงพยาบาลจิตเวชนครสวรรค์ราชนครินทร์","0","0","0.00"
"40749  :  โรงพยาบาลชุมตาบง","0","0","0.00"
"10720  :  โรงพยาบาลอุทัยธานี","0","0","0.00"
"11221  :  โรงพยาบาลทัพทัน","144","73","50.69"
"11222  :  โรงพยาบาลสว่างอารมณ์","57","21","36.84"
"11223  :  โรงพยาบาลหนองฉาง","90","25","27.78"
"11224  :  โรงพยาบาลหนองขาหย่าง","16","4","25.00"
"11225  :  โรงพยาบาลบ้านไร่","159","47","29.56"
"11226  :  โรงพยาบาลลานสัก","44","13","29.55"
"11227  :  โรงพยาบาลห้วยคต","45","16","35.56"
"10721  :  โรงพยาบาลกำแพงเพชร","139","68","48.92"
"11228  :  โรงพยาบาลทุ่งโพธิ์ทะเล","99","16","16.16"
"11229  :  โรงพยาบาลไทรงาม","43","17","39.53"
"11230  :  โรงพยาบาลคลองลาน","284","41","14.44"
"11231  :  โรงพยาบาลขาณุวรลักษบุรี","0","0","0.00"
"11232  :  โรงพยาบาลคลองขลุง","70","18","25.71"
"11233  :  โรงพยาบาลพรานกระต่าย","153","35","22.88"
"11234  :  โรงพยาบาลลานกระบือ","64","25","39.06"
"11235  :  โรงพยาบาลทรายทองวัฒนา","130","76","58.46"
"11236  :  โรงพยาบาลปางศิลาทอง","61","25","40.98"
"14135  :  โรงพยาบาลบึงสามัคคี","51","30","58.82"
"28010  :  โรงพยาบาลโกสัมพีนคร","39","13","33.33"
"10722  :  โรงพยาบาลสมเด็จพระเจ้าตากสินมหาราช","229","37","16.16"
"10723  :  โรงพยาบาลแม่สอด","424","152","35.85"
"11238  :  โรงพยาบาลบ้านตาก","55","12","21.82"
"11239  :  โรงพยาบาลสามเงา","99","39","39.39"
"11240  :  โรงพยาบาลแม่ระมาด","458","156","34.06"
"11241  :  โรงพยาบาลท่าสองยาง","468","259","55.34"
"11242  :  โรงพยาบาลพบพระ","324","126","38.89"
"11243  :  โรงพยาบาลอุ้มผาง","0","0","0.00"
"27443  :  โรงพยาบาลวังเจ้า","59","12","20.34"
"10724  :  โรงพยาบาลสุโขทัย","232","51","21.98"
"10725  :  โรงพยาบาลศรีสังวรสุโขทัย","72","35","48.61"
"11244  :  โรงพยาบาลบ้านด่านลานหอย","112","18","16.07"
"11245  :  โรงพยาบาลคีรีมาศ","110","29","26.36"
"11246  :  โรงพยาบาลกงไกรลาศ","185","97","52.43"
"11247  :  โรงพยาบาลศรีสัชนาลัย","117","58","49.57"
"11248  :  โรงพยาบาลสวรรคโลก","144","59","40.97"
"11249  :  โรงพยาบาลศรีนคร","69","28","40.58"
"11250  :  โรงพยาบาลทุ่งเสลี่ยม","161","28","17.39"
"10676  :  โรงพยาบาลพุทธชินราช","56","25","44.64"
"11251  :  โรงพยาบาลชาติตระการ","4","1","25.00"
"11252  :  โรงพยาบาลบางระกำ","13","3","23.08"
"11253  :  โรงพยาบาลบางกระทุ่ม","9","3","33.33"
"11254  :  โรงพยาบาลพรหมพิราม","4","1","25.00"
"11255  :  โรงพยาบาลวัดโบสถ์","18","9","50.00"
"11256  :  โรงพยาบาลวังทอง","7","4","57.14"
"11257  :  โรงพยาบาลเนินมะปราง","0","0","0.00"
"11455  :  โรงพยาบาลสมเด็จพระยุพราชนครไทย","27","6","22.22"
"11517  :  โรงพยาบาลค่ายสมเด็จพระนเรศวร","2","1","50.00"
"14972  :  โรงพยาบาลมหาวิทยาลัยนเรศวร","80","19","23.75"
"41429  :  โรงพยาบาลจิตเวชพิษณุโลก","0","0","0.00"
"10726  :  โรงพยาบาลพิจิตร","77","32","41.56"
"11258  :  โรงพยาบาลวังทรายพูน","28","9","32.14"
"11259  :  โรงพยาบาลโพธิ์ประทับช้าง","52","13","25.00"
"11260  :  โรงพยาบาลบางมูลนาก","118","41","34.75"
"11261  :  โรงพยาบาลโพทะเล","69","19","27.54"
"11262  :  โรงพยาบาลสามง่าม","18","5","27.78"
"11263  :  โรงพยาบาลทับคล้อ","33","8","24.24"
"11456  :  โรงพยาบาลสมเด็จพระยุพราชตะพานหิน","186","47","25.27"
"11631  :  โรงพยาบาลวชิรบารมี","25","6","24.00"
"27978  :  โรงพยาบาลสากเหล็ก","32","9","28.13"
"27979  :  โรงพยาบาลบึงนาราง","27","15","55.56"
"27980  :  โรงพยาบาลดงเจริญ","12","5","41.67"
"10727  :  โรงพยาบาลเพชรบูรณ์","51","36","70.59"
"11264  :  โรงพยาบาลชนแดน","58","16","27.59"
"11265  :  โรงพยาบาลหล่มสัก","165","67","40.61"
"11266  :  โรงพยาบาลวิเชียรบุรี","182","49","26.92"
"11267  :  โรงพยาบาลศรีเทพ","173","40","23.12"
"11268  :  โรงพยาบาลหนองไผ่","146","47","32.19"
"11269  :  โรงพยาบาลบึงสามพัน","50","23","46.00"
"11270  :  โรงพยาบาลน้ำหนาว","49","11","22.45"
"11271  :  โรงพยาบาลวังโป่ง","96","40","41.67"
"11272  :  โรงพยาบาลเขาค้อ","0","0","0.00"
"11457  :  โรงพยาบาลสมเด็จพระยุพราชหล่มเก่า","0","0","0.00"
"11946  :  โรงพยาบาลค่ายพ่อขุนผาเมือง","1","1","100.00"
"10677  :  โรงพยาบาลราชบุรี","171","60","35.09"
"10728  :  โรงพยาบาลดำเนินสะดวก","342","49","14.33"
"10729  :  โรงพยาบาลบ้านโป่ง","384","81","21.09"
"10730  :  โรงพยาบาลโพธาราม","246","69","28.05"
"11273  :  โรงพยาบาลสวนผึ้ง","76","12","15.79"
"11274  :  โรงพยาบาลบางแพ","81","11","13.58"
"11275  :  โรงพยาบาลเจ็ดเสมียน","74","11","14.86"
"11276  :  โรงพยาบาลปากท่อ","90","15","16.67"
"11277  :  โรงพยาบาลวัดเพลง","58","2","3.45"
"11458  :  โรงพยาบาลสมเด็จพระยุพราชจอมบึง","120","54","45.00"
"11519  :  โรงพยาบาลค่ายภาณุรังษี","0","0","0.00"
"12093  :  สถานพยาบาลแพทย์ประดิษฐ์","0","0","0.00"
"12097  :  มหาชัยพร้อมแพทย์โรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00"
"12098  :  โรงพยาบาลกรุงเทพเมืองราชโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00"
"12103  :  โรงพยาบาลซานคามิลโล","0","0","0.00"
"12286  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 5","706","74","10.48"
"28858  :  โรงพยาบาลบ้านคา","17","3","17.65"
"10731  :  โรงพยาบาลพหลพลพยุหเสนา","316","169","53.48"
"10732  :  โรงพยาบาลมะการักษ์","305","59","19.34"
"11278  :  โรงพยาบาลไทรโยค","26","12","46.15"
"11279  :  โรงพยาบาลสมเด็จพระปิยมหาราชรมณียเขต","15","3","20.00"
"11280  :  โรงพยาบาลบ่อพลอย","107","50","46.73"
"11281  :  โรงพยาบาลท่ากระดาน","17","1","5.88"
"11282  :  โรงพยาบาลสมเด็จพระสังฆราชองค์ที่ ๑๙","255","64","25.10"
"11283  :  โรงพยาบาลทองผาภูมิ","212","105","49.53"
"11284  :  โรงพยาบาลสังขละบุรี","54","18","33.33"
"11285  :  โรงพยาบาลเจ้าคุณไพบูลย์พนมทวน","164","41","25.00"
"11286  :  โรงพยาบาลเลาขวัญ","109","32","29.36"
"11287  :  โรงพยาบาลด่านมะขามเตี้ย","0","0","0.00"
"11288  :  โรงพยาบาลสถานพระบารมี","134","32","23.88"
"11520  :  โรงพยาบาลค่ายสุรสีห์","115","28","24.35"
"14136  :  โรงพยาบาลศุกร์ศิริศรีสวัสดิ์","0","0","0.00"
"21948  :  โรงพยาบาลห้วยกระเจา เฉลิมพระเกียรติ 80 พรรษา","45","10","22.22"
"41701  :  โรงพยาบาลหนองปรือ","0","0","0.00"
"10678  :  โรงพยาบาลเจ้าพระยายมราช","373","109","29.22"
"10733  :  โรงพยาบาลสมเด็จพระสังฆราชองค์ที่17","502","105","20.92"
"11289  :  โรงพยาบาลเดิมบางนางบวช","146","21","14.38"
"11290  :  โรงพยาบาลด่านช้าง","202","69","34.16"
"11291  :  โรงพยาบาลบางปลาม้า","77","12","15.58"
"11292  :  โรงพยาบาลศรีประจันต์","90","22","24.44"
"11293  :  โรงพยาบาลดอนเจดีย์","79","14","17.72"
"11294  :  โรงพยาบาลสามชุก","116","9","7.76"
"11295  :  โรงพยาบาลอู่ทอง","258","57","22.09"
"11296  :  โรงพยาบาลหนองหญ้าไซ","100","17","17.00"
"12123  :  โรงพยาบาลวิภาวดี-ปิยราษฎร์","0","0","0.00"
"10679  :  โรงพยาบาลนครปฐม","0","0","0.00"
"11297  :  โรงพยาบาลกำแพงแสน","44","19","43.18"
"11298  :  โรงพยาบาลนครชัยศรี","69","26","37.68"
"11299  :  โรงพยาบาลห้วยพลู","66","21","31.82"
"11300  :  โรงพยาบาลดอนตูม","78","22","28.21"
"11301  :  โรงพยาบาลบางเลน","5","3","60.00"
"11302  :  โรงพยาบาลสามพราน","296","135","45.61"
"11303  :  โรงพยาบาลพุทธมณฑล","205","0","0.00"
"11473  :  โรงพยาบาลเมตตาประชารักษ์(วัดไร่ขิง)","0","0","0.00"
"11521  :  โรงพยาบาลจันทรุเบกษา","0","0","0.00"
"13819  :  โรงพยาบาลหลวงพ่อเปิ่น","92","16","17.39"
"10734  :  โรงพยาบาลสมุทรสาคร","290","93","32.07"
"11304  :  โรงพยาบาลกระทุ่มแบน","0","0","0.00"
"11305  :  โรงพยาบาลบ้านแพ้ว","4","0","0.00"
"12137  :  โรงพยาบาลทั่วไปขนาดเล็กเจษฎา","5","0","0.00"
"10735  :  โรงพยาบาลสมเด็จพระพุทธเลิศหล้า","249","91","36.55"
"11306  :  โรงพยาบาลนภาลัย","7","2","28.57"
"11307  :  โรงพยาบาลอัมพวา","10","2","20.00"
"10736  :  โรงพยาบาลพระจอมเกล้า","0","0","0.00"
"11308  :  โรงพยาบาลเขาย้อย","61","10","16.39"
"11309  :  โรงพยาบาลหนองหญ้าปล้อง","58","9","15.52"
"11310  :  โรงพยาบาลชะอำ","272","51","18.75"
"11311  :  โรงพยาบาลท่ายาง","120","36","30.00"
"11312  :  โรงพยาบาลบ้านลาด","134","14","10.45"
"11313  :  โรงพยาบาลบ้านแหลม","114","35","30.70"
"11314  :  โรงพยาบาลแก่งกระจาน","0","0","0.00"
"10737  :  โรงพยาบาลประจวบคีรีขันธ์","30","5","16.67"
"11315  :  โรงพยาบาลกุยบุรี","0","0","0.00"
"11316  :  โรงพยาบาลทับสะแก","148","38","25.68"
"11317  :  โรงพยาบาลบางสะพาน","205","55","26.83"
"11318  :  โรงพยาบาลบางสะพานน้อย","28","2","7.14"
"11319  :  โรงพยาบาลปราณบุรี","241","79","32.78"
"11320  :  โรงพยาบาลหัวหิน","0","0","0.00"
"11321  :  โรงพยาบาลสามร้อยยอด","190","18","9.47"
"11500  :  โรงพยาบาลกองบิน 5","0","0","0.00"
"11522  :  โรงพยาบาลค่ายธนะรัชต์","0","0","0.00"
"12471  :  สถานีกาชาดหัวหินเฉลิมพระเกียรติ","103","7","6.80"
"10680  :  โรงพยาบาลมหาราชนครศรีธรรมราช","0","0","0.00"
"11322  :  โรงพยาบาลพรหมคีรี","64","25","39.06"
"11324  :  โรงพยาบาลลานสะกา","0","0","0.00"
"11325  :  โรงพยาบาลสมเด็จพระยุพราชฉวาง","80","19","23.75"
"11326  :  โรงพยาบาลพิปูน","29","16","55.17"
"11327  :  โรงพยาบาลเชียรใหญ่","57","28","49.12"
"11328  :  โรงพยาบาลชะอวด","0","0","0.00"
"11329  :  โรงพยาบาลท่าศาลา","387","166","42.89"
"11330  :  โรงพยาบาลทุ่งสง","398","137","34.42"
"11331  :  โรงพยาบาลนาบอน","7","3","42.86"
"11332  :  โรงพยาบาลทุ่งใหญ่","188","112","59.57"
"11333  :  โรงพยาบาลปากพนัง","371","147","39.62"
"11334  :  โรงพยาบาลร่อนพิบูลย์","131","52","39.69"
"11335  :  โรงพยาบาลสิชล","0","0","0.00"
"11336  :  โรงพยาบาลขนอม","28","6","21.43"
"11337  :  โรงพยาบาลหัวไทร","186","30","16.13"
"11338  :  โรงพยาบาลบางขัน","189","72","38.10"
"11339  :  โรงพยาบาลถ้ำพรรณรา","40","22","55.00"
"11523  :  โรงพยาบาลค่ายวชิราวุธ","7","2","28.57"
"11660  :  โรงพยาบาลจุฬาภรณ์","91","39","42.86"
"12287  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 11","0","0","0.00"
"12472  :  สถานีกาชาดสิริธร (สถานีกาชาดที่ 12 ทุ่งสง)","16","7","43.75"
"14918  :  โรงพยาบาลค่ายเทพสตรีศรีสุนทร","17","1","5.88"
"21771  :  โรงพยาบาลเทศบาลนครนครศรีธรรมราช","410","137","33.41"
"40491  :  โรงพยาบาลเฉลิมพระเกียรติ","60","24","40.00"
"40492  :  โรงพยาบาลพ่อท่านคล้ายวาจาสิทธิ์","30","12","40.00"
"40742  :  โรงพยาบาลนบพิตำ","40","17","42.50"
"40743  :  โรงพยาบาลพระพรหม","148","64","43.24"
"40970  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยวลัยลักษณ์","0","0","0.00"
"10738  :  โรงพยาบาลกระบี่","0","0","0.00"
"11340  :  โรงพยาบาลเขาพนม","18","10","55.56"
"11341  :  โรงพยาบาลเกาะลันตา","101","38","37.62"
"11342  :  โรงพยาบาลคลองท่อม","179","84","46.93"
"11343  :  โรงพยาบาลอ่าวลึก","82","27","32.93"
"11344  :  โรงพยาบาลปลายพระยา","0","0","0.00"
"11345  :  โรงพยาบาลลำทับ","133","50","37.59"
"11346  :  โรงพยาบาลเหนือคลอง","0","0","0.00"
"77753  :  โรงพยาบาลเกาะพีพี","0","0","0.00"
"10739  :  โรงพยาบาลพังงา","0","0","0.00"
"10740  :  โรงพยาบาลตะกั่วป่า","58","26","44.83"
"11347  :  โรงพยาบาลเกาะยาวชัยพัฒน์","56","9","16.07"
"11348  :  โรงพยาบาลกะปงชัยพัฒน์","21","3","14.29"
"11349  :  โรงพยาบาลตะกั่วทุ่ง","0","0","0.00"
"11350  :  โรงพยาบาลบางไทร","0","0","0.00"
"11352  :  โรงพยาบาลคุระบุรีชัยพัฒน์","0","0","0.00"
"11353  :  โรงพยาบาลทับปุด","18","8","44.44"
"11354  :  โรงพยาบาลท้ายเหมืองชัยพัฒน์","16","0","0.00"
"10741  :  โรงพยาบาลวชิระภูเก็ต","390","128","32.82"
"11355  :  โรงพยาบาลป่าตอง","268","65","24.25"
"11356  :  โรงพยาบาลถลาง","253","81","32.02"
"24678  :  โรงพยาบาลองค์การบริหารส่วนจังหวัดภูเก็ต","0","0","0.00"
"41436  :  โรงพยาบาลฉลอง","37","9","24.32"
"09192  :  โรงพยาบาลเกาะเต่า","0","0","0.00"
"10681  :  โรงพยาบาลสุราษฎร์ธานี","46","19","41.30"
"10742  :  โรงพยาบาลเกาะสมุย","401","131","32.67"
"11357  :  โรงพยาบาลกาญจนดิษฐ์","218","94","43.12"
"11358  :  โรงพยาบาลดอนสัก","116","39","33.62"
"11359  :  โรงพยาบาลเกาะพงัน","110","39","35.45"
"11360  :  โรงพยาบาลไชยา","195","68","34.87"
"11361  :  โรงพยาบาลท่าชนะ","127","15","11.81"
"11362  :  โรงพยาบาลคีรีรัฐนิคม","61","14","22.95"
"11363  :  โรงพยาบาลบ้านตาขุน","122","33","27.05"
"11364  :  โรงพยาบาลพนม","108","33","30.56"
"11365  :  โรงพยาบาลท่าฉาง","76","10","13.16"
"11366  :  โรงพยาบาลบ้านนาสาร","258","70","27.13"
"11367  :  โรงพยาบาลบ้านนาเดิม","148","41","27.70"
"11368  :  โรงพยาบาลเคียนซา","129","53","41.09"
"11369  :  โรงพยาบาลพระแสง","181","83","45.86"
"11370  :  โรงพยาบาลพุนพิน","176","53","30.11"
"11371  :  โรงพยาบาลชัยบุรี","85","31","36.47"
"11459  :  โรงพยาบาลสมเด็จพระยุพราชเวียงสระ","190","142","74.74"
"11654  :  โรงพยาบาลวิภาวดี","78","25","32.05"
"12289  :  โรงพยาบาลสวนสราญรมย์","0","0","0.00"
"14138  :  โรงพยาบาลท่าโรงช้าง","156","59","37.82"
"14203  :  โรงพยาบาลมะเร็งสุราษฎร์ธานี","0","0","0.00"
"14862  :  โรงพยาบาลกองบิน7","0","0","0.00"
"14901  :  โรงพยาบาลค่ายวิภาวดีรังสิต","0","0","0.00"
"40915  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคใต้","0","0","0.00"
"10743  :  โรงพยาบาลระนอง","138","58","42.03"
"11323  :  โรงพยาบาลละอุ่น","16","6","37.50"
"11372  :  โรงพยาบาลกะเปอร์","0","0","0.00"
"11373  :  โรงพยาบาลกระบุรี","82","26","31.71"
"11374  :  โรงพยาบาลสุขสำราญ","58","18","31.03"
"10744  :  โรงพยาบาลชุมพรเขตรอุดมศักดิ์","230","80","34.78"
"11375  :  โรงพยาบาลปากน้ำชุมพร","76","8","10.53"
"11376  :  โรงพยาบาลท่าแซะ","103","35","33.98"
"11377  :  โรงพยาบาลปะทิว","49","17","34.69"
"11378  :  โรงพยาบาลมาบอำมฤต","18","6","33.33"
"11379  :  โรงพยาบาลหลังสวน","122","48","39.34"
"11380  :  โรงพยาบาลปากน้ำหลังสวน","38","13","34.21"
"11381  :  โรงพยาบาลละแม","121","38","31.40"
"11382  :  โรงพยาบาลพะโต๊ะ","59","20","33.90"
"11383  :  โรงพยาบาลสวี","104","29","27.88"
"11385  :  โรงพยาบาลทุ่งตะโก","21","10","47.62"
"11525  :  โรงพยาบาลค่ายเขตอุดมศักดิ์","0","0","0.00"
"10682  :  โรงพยาบาลหาดใหญ่","593","322","54.30"
"10745  :  โรงพยาบาลสงขลา","311","61","19.61"
"11386  :  โรงพยาบาลสทิงพระ","26","9","34.62"
"11387  :  โรงพยาบาลจะนะ","17","7","41.18"
"11388  :  โรงพยาบาลสมเด็จพระบรมราชินีนาถ ณ  อำเภอนาทวี","110","57","51.82"
"11390  :  โรงพยาบาลเทพา","134","62","46.27"
"11391  :  โรงพยาบาลสะบ้าย้อย","104","49","47.12"
"11392  :  โรงพยาบาลระโนด","45","17","37.78"
"11393  :  โรงพยาบาลกระแสสินธุ์","0","0","0.00"
"11394  :  โรงพยาบาลรัตภูมิ","115","49","42.61"
"11395  :  โรงพยาบาลสะเดา","146","54","36.99"
"11396  :  โรงพยาบาลนาหม่อม","22","12","54.55"
"11397  :  โรงพยาบาลควนเนียง","27","12","44.44"
"11398  :  โรงพยาบาลปาดังเบซาร์","62","38","61.29"
"11399  :  โรงพยาบาลบางกล่ำ","38","12","31.58"
"11400  :  โรงพยาบาลสิงหนคร","0","0","0.00"
"11401  :  โรงพยาบาลคลองหอยโข่ง","133","57","42.86"
"12290  :  โรงพยาบาลจิตเวชสงขลาราชนครินทร์","0","0","0.00"
"14194  :  โรงพยาบาลธัญญารักษ์สงขลา","0","0","0.00"
"10746  :  โรงพยาบาลสตูล","304","95","31.25"
"11402  :  โรงพยาบาลควนโดน","37","17","45.95"
"11403  :  โรงพยาบาลควนกาหลง","44","21","47.73"
"11404  :  โรงพยาบาลท่าแพ","32","17","53.13"
"11405  :  โรงพยาบาลละงู","132","51","38.64"
"11406  :  โรงพยาบาลทุ่งหว้า","107","33","30.84"
"28786  :  โรงพยาบาลมะนัง","101","28","27.72"
"10683  :  โรงพยาบาลตรัง","388","156","40.21"
"11407  :  โรงพยาบาลกันตัง","163","53","32.52"
"11408  :  โรงพยาบาลย่านตาขาว","157","50","31.85"
"11409  :  โรงพยาบาลปะเหลียน","144","56","38.89"
"11410  :  โรงพยาบาลสิเกา","106","33","31.13"
"11411  :  โรงพยาบาลห้วยยอด","113","36","31.86"
"11412  :  โรงพยาบาลวังวิเศษ","159","62","38.99"
"11413  :  โรงพยาบาลนาโยง","105","35","33.33"
"12226  :  โรงพยาบาลวัฒนแพทย์","0","0","0.00"
"12230  :  โรงพยาบาล ทีอาร์พีเอช โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00"
"13755  :  โรงพยาบาลโรคผิวหนังเขตร้อนภาคใต้ จังหวัดตรัง","0","0","0.00"
"14139  :  โรงพยาบาลรัษฎา","91","34","37.36"
"28817  :  โรงพยาบาลหาดสำราญเฉลิมพระเกียรติ 80 พรรษา","29","10","34.48"
"10747  :  โรงพยาบาลพัทลุง","753","1","0.13"
"11414  :  โรงพยาบาลกงหรา","72","34","47.22"
"11415  :  โรงพยาบาลเขาชัยสน","11","1","9.09"
"11416  :  โรงพยาบาลตะโหมด","113","32","28.32"
"11417  :  โรงพยาบาลควนขนุน","116","41","35.34"
"11418  :  โรงพยาบาลปากพะยูน","70","16","22.86"
"11419  :  โรงพยาบาลศรีบรรพต","47","13","27.66"
"11420  :  โรงพยาบาลป่าบอน","81","34","41.98"
"11421  :  โรงพยาบาลบางแก้ว","42","13","30.95"
"11422  :  โรงพยาบาลป่าพะยอม","56","20","35.71"
"24673  :  โรงพยาบาลศรีนครินทร์(ปัญญานันทภิขุ)","43","16","37.21"
"10748  :  โรงพยาบาลปัตตานี","107","36","33.64"
"11423  :  โรงพยาบาลโคกโพธิ์","124","40","32.26"
"11424  :  โรงพยาบาลหนองจิก","224","84","37.50"
"11425  :  โรงพยาบาลปะนาเระ","0","0","0.00"
"11426  :  โรงพยาบาลมายอ","37","6","16.22"
"11427  :  โรงพยาบาลทุ่งยางแดง","93","43","46.24"
"11428  :  โรงพยาบาลไม้แก่น","7","1","14.29"
"11429  :  โรงพยาบาลยะหริ่ง","0","0","0.00"
"11430  :  โรงพยาบาลยะรัง","158","91","57.59"
"11431  :  โรงพยาบาลแม่ลาน","39","22","56.41"
"11460  :  โรงพยาบาลสมเด็จพระยุพราชสายบุรี","5","4","80.00"
"11464  :  โรงพยาบาลกะพ้อ","48","31","64.58"
"11529  :  โรงพยาบาลค่ายอิงคยุทธบริหาร","0","0","0.00"
"14195  :  โรงพยาบาลธัญญรักษ์ปัตตานี","0","0","0.00"
"10684  :  โรงพยาบาลยะลา","260","78","30.00"
"10749  :  โรงพยาบาลเบตง","161","65","40.37"
"11432  :  โรงพยาบาลบันนังสตา","0","0","0.00"
"11433  :  โรงพยาบาลธารโต","72","24","33.33"
"11434  :  โรงพยาบาลรามัน","193","108","55.96"
"11461  :  โรงพยาบาลสมเด็จพระยุพราชยะหา","94","51","54.26"
"12238  :  โรงพยาบาลสิโรรส","0","0","0.00"
"13806  :  โรงพยาบาลกาบัง","54","33","61.11"
"14663  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 12","23","7","30.43"
"24689  :  โรงพยาบาลกรงปินัง","119","110","92.44"
"10750  :  โรงพยาบาลนราธิวาสราชนครินทร์","266","99","37.22"
"10751  :  โรงพยาบาลสุไหงโก-ลก","71","36","50.70"
"11435  :  โรงพยาบาลตากใบ","300","20","6.67"
"11436  :  โรงพยาบาลบาเจาะ","160","87","54.38"
"11437  :  โรงพยาบาลระแงะ","396","105","26.52"
"11438  :  โรงพยาบาลรือเสาะ","292","136","46.58"
"11439  :  โรงพยาบาลศรีสาคร","85","43","50.59"
"11440  :  โรงพยาบาลแว้ง","134","51","38.06"
"11441  :  โรงพยาบาลสุคิริน","44","14","31.82"
"11442  :  โรงพยาบาลสุไหงปาดี","213","118","55.40"
"13818  :  โรงพยาบาลจะแนะ","39","14","35.90"
"15010  :  โรงพยาบาลเจาะไอร้อง","8","1","12.50"
"23771  :  โรงพยาบาลยี่งอเฉลิมพระเกียรติ 80 พรรษา","146","84","57.53"
