"โรงพยาบาล","วันที่ตามเดือนที่เลือก"
"รวม","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31"
"J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128"
"10712  :  โรงพยาบาลมุกดาหาร","59","1","1","0","2","0","4","0","5","0","0","0","6","0","0","0","1","0","0","0","1","1","0","0","1","0","3","0","4","0","0","0","3","0","5","0","2","0","1","0","4","0","0","0","3","0","0","0","3","0","1","0","1","0","1","0","3","0","2","0","2","0","0","0"
"11113  :  โรงพยาบาลนิคมคำสร้อย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11114  :  โรงพยาบาลดอนตาล","3","7","0","0","0","0","1","1","0","0","0","1","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"11115  :  โรงพยาบาลดงหลวง","7","6","0","0","1","0","0","1","0","0","0","1","0","0","1","1","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","3","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0"
"11116  :  โรงพยาบาลคำชะอี","0","3","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11117  :  โรงพยาบาลหว้านใหญ่","3","6","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0"
"11118  :  โรงพยาบาลหนองสูง","32","3","0","0","2","0","1","1","1","0","2","0","0","0","1","0","2","1","3","0","4","0","0","0","2","0","2","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","2","0","1","0","1","0","2","0","1","0","2","1","0","0","0","0"
"06009  :  โรงพยาบาลแม่ตื่น","88","0","2","0","3","0","0","0","0","0","0","0","1","0","0","0","1","0","3","0","2","0","4","0","3","0","5","0","1","0","3","0","5","0","4","0","2","0","4","0","5","0","5","0","3","0","6","0","8","0","8","0","3","0","5","0","1","0","4","0","0","0","1","0"
"10713  :  โรงพยาบาลนครพิงค์","488","90","11","4","9","6","3","2","19","8","7","1","14","3","21","1","13","1","13","8","12","0","8","2","36","1","5","2","32","2","20","4","13","3","18","4","12","0","12","4","18","2","29","2","12","2","24","8","17","4","9","2","46","2","18","3","13","4","10","2","23","2","3","3"
"11119  :  โรงพยาบาลจอมทอง","218","7","7","0","9","0","2","0","5","1","2","0","7","1","3","0","4","0","7","1","1","0","14","0","13","0","12","0","11","0","6","0","1","0","4","0","8","1","9","0","2","0","9","0","11","0","5","0","20","1","14","0","5","0","5","0","13","1","6","1","5","0","4","0"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","30","5","1","0","4","0","1","0","1","0","0","0","0","0","1","0","5","0","1","0","0","0","1","0","1","1","1","0","2","1","0","1","1","0","0","0","1","1","0","1","2","0","2","1","1","1","0","0","0","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0"
"11121  :  โรงพยาบาลเชียงดาว","8","16","0","0","0","0","0","0","0","0","0","0","1","1","2","1","0","3","0","2","0","3","0","0","1","2","1","0","0","0","0","0","0","1","0","0","0","2","1","0","0","0","0","1","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0"
"11122  :  โรงพยาบาลดอยสะเก็ด","388","1","13","0","15","0","14","0","13","0","19","0","15","0","11","0","8","0","7","0","11","0","12","0","6","0","13","0","11","0","16","0","11","0","20","0","13","0","19","0","16","0","14","1","15","0","14","0","27","0","7","1","11","0","9","0","18","0","9","0","8","0","6","0"
"11123  :  โรงพยาบาลแม่แตง","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0"
"11124  :  โรงพยาบาลสะเมิง","0","5","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11125  :  โรงพยาบาลฝาง","12","2","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","1","0","0","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","0","0"
"11126  :  โรงพยาบาลแม่อาย","344","9","10","0","19","0","17","0","6","0","4","0","5","2","17","0","7","1","19","2","11","0","11","0","9","0","13","0","15","1","4","0","7","2","23","1","10","0","14","0","12","0","22","1","9","0","21","0","16","0","10","0","8","0","11","0","9","0","11","0","4","0","8","0"
"11127  :  โรงพยาบาลพร้าว","66","0","0","0","3","0","7","0","1","0","3","0","4","0","3","0","3","0","4","0","0","0","3","0","4","0","5","0","0","0","1","0","0","0","2","0","1","0","2","0","1","0","2","0","0","0","0","0","5","0","8","0","1","0","2","0","0","0","0","0","0","0","2","0"
"11128  :  โรงพยาบาลสันป่าตอง","17","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","3","0","1","0","2","0","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0"
"11129  :  โรงพยาบาลสันกำแพง","57","1","1","1","2","0","2","0","2","0","1","0","1","0","2","0","2","0","4","0","1","0","0","0","0","0","2","0","3","0","0","0","3","0","2","0","3","0","2","0","1","0","4","0","1","0","2","0","0","0","3","0","7","0","4","0","3","0","0","0","0","0","0","0"
"11130  :  โรงพยาบาลสันทราย","1","59","0","1","0","1","0","4","0","2","0","1","0","5","0","4","0","4","0","1","0","4","0","3","0","1","0","3","1","2","0","1","0","0","0","3","0","1","0","3","0","2","0","0","0","5","0","2","0","3","0","2","0","2","0","1","0","2","0","2","0","0","0","1"
"11131  :  โรงพยาบาลหางดง","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"11132  :  โรงพยาบาลฮอด","134","1","7","0","6","0","5","0","6","0","1","0","4","1","6","0","3","0","7","0","5","0","4","0","0","0","7","0","8","0","6","0","3","0","5","0","3","0","1","0","3","0","4","0","5","0","3","0","4","0","2","0","5","0","8","0","3","0","4","0","9","0","1","0"
"11133  :  โรงพยาบาลดอยเต่า","7","4","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"11134  :  โรงพยาบาลอมก๋อย","468","4","39","0","16","0","23","0","11","0","11","0","27","0","8","0","15","0","22","0","11","0","16","0","18","0","15","0","21","0","17","0","23","0","30","1","11","0","2","1","10","0","14","1","11","0","19","2","17","0","16","2","13","0","9","0","9","0","17","0","5","0","13","0"
"11135  :  โรงพยาบาลสารภี","20","0","0","0","1","0","0","0","0","0","2","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","5","0","2","0","1","0","1","0","0","0","1","0","1","0","1","0","1","0","0","0"
"11136  :  โรงพยาบาลเวียงแหง","35","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","1","0","0","0","1","0","0","0","1","0","1","0","4","0","2","0","0","0","1","0","3","0","0","0","0","0","1","0","1","0","2","0","3","0","3","0","3","0","0","0"
"11137  :  โรงพยาบาลไชยปราการ","6","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"11138  :  โรงพยาบาลแม่วาง","374","10","12","0","10","0","24","0","17","1","13","0","13","0","17","0","2","2","12","0","10","0","14","0","10","0","17","0","5","0","8","1","11","1","17","2","19","0","18","0","9","2","12","1","8","1","8","1","17","0","22","1","4","0","17","0","7","1","10","0","12","0","8","2"
"11139  :  โรงพยาบาลแม่ออน","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"11507  :  โรงพยาบาลกองบิน 41","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11643  :  โรงพยาบาลดอยหล่อ","29","0","0","0","2","0","1","0","1","0","0","0","0","0","0","0","4","0","1","0","1","0","0","0","0","0","3","0","2","0","0","0","2","0","4","0","0","0","1","0","1","0","2","0","0","0","1","0","3","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"11978  :  โรงพยาบาลดารารัศมี","208","0","5","0","8","0","13","0","6","0","6","0","7","0","7","0","2","0","6","0","6","0","6","0","5","0","7","0","10","0","7","0","5","0","10","0","12","0","4","0","10","0","7","0","9","0","9","0","7","0","8","0","6","0","9","0","5","0","9","0","8","0","9","0"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12280  :  โรงพยาบาลสวนปรุง","8","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","3","0","0","0"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","1","6","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","116","95","3","0","4","9","7","3","3","3","1","1","8","0","1","2","4","2","3","8","5","3","8","5","5","4","3","2","7","3","3","0","2","3","5","3","5","3","1","3","4","4","3","3","3","7","6","5","9","4","7","2","4","2","3","6","1","4","2","3","3","4","3","5"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","16","4","1","0","1","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","1","0","2","0","2","0","1","2","0","0","0","0","1","0","3","0","0","0","0","0"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10714  :  โรงพยาบาลลำพูน","376","48","0","2","3","4","42","0","11","3","1","1","2","1","7","2","12","2","8","1","17","4","22","2","23","1","13","0","3","1","3","1","12","2","30","6","10","2","2","1","18","1","14","1","24","2","10","2","25","2","14","1","0","1","1","1","21","0","10","2","5","0","16","0"
"11140  :  โรงพยาบาลแม่ทา","67","2","0","0","0","1","1","0","0","0","0","0","0","0","3","0","0","0","1","1","5","0","7","0","3","1","1","0","0","0","2","0","0","0","5","0","5","0","1","0","2","0","3","0","2","0","6","0","2","0","0","0","0","0","9","0","4","0","4","0","0","0","2","0"
"11141  :  โรงพยาบาลบ้านโฮ่ง","31","3","0","0","2","1","1","0","2","0","1","0","1","0","0","0","4","0","0","0","2","1","0","0","1","0","1","0","0","0","0","0","0","0","2","0","1","0","1","0","1","0","1","0","1","0","3","0","0","0","1","0","2","0","2","0","1","0","1","0","0","1","0","0"
"11142  :  โรงพยาบาลลี้","1","5","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","1","0","0","0","0","1","0","0"
"11144  :  โรงพยาบาลป่าซาง","22","2","1","0","1","0","1","0","0","0","1","0","0","0","2","0","2","1","2","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","1","2","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0"
"11145  :  โรงพยาบาลบ้านธิ","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","1","0","1","0","1","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"24956  :  โรงพยาบาลเวียงหนองล่อง","2","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10672  :  โรงพยาบาลลำปาง","199","21","1","2","5","0","12","0","5","1","11","0","16","0","9","1","5","0","6","0","9","1","8","2","7","4","13","0","3","2","3","0","7","0","11","1","3","0","6","1","8","1","7","0","7","1","0","1","7","1","13","1","4","0","10","1","5","0","3","1","6","0","4","0"
"11146  :  โรงพยาบาลแม่เมาะ","443","13","17","1","25","0","15","0","16","0","10","0","34","1","11","0","15","0","18","0","15","0","20","0","11","0","7","1","9","1","12","0","6","0","9","1","17","0","11","1","15","2","20","1","12","0","17","1","18","0","19","0","15","1","26","0","20","0","12","1","12","1","9","0"
"11147  :  โรงพยาบาลเกาะคา","320","7","6","0","9","0","13","0","15","0","12","0","21","1","7","0","13","1","14","1","11","1","8","0","9","1","10","1","6","0","10","0","8","0","8","0","5","0","8","0","11","0","15","1","15","1","9","0","13","0","9","0","19","0","15","0","12","1","14","0","4","0","5","0"
"11148  :  โรงพยาบาลเสริมงาม","12","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","4","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11149  :  โรงพยาบาลงาว","22","8","0","0","1","3","1","3","1","1","3","0","1","1","0","0","1","1","1","0","0","0","0","0","0","1","2","0","1","0","0","0","1","0","1","0","1","0","1","0","0","1","0","0","0","0","1","0","2","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0"
"11150  :  โรงพยาบาลแจ้ห่ม","42","16","2","0","3","1","3","0","3","0","0","0","0","0","0","1","3","1","0","1","2","1","0","1","0","1","0","1","0","0","7","1","0","0","2","1","2","1","0","1","2","1","0","0","0","0","0","0","0","4","0","1","1","1","2","1","5","1","2","1","1","3","2","0"
"11151  :  โรงพยาบาลวังเหนือ","16","3","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","1","0","0","1","1","0","0","3","0","0","0","2","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","2","0","0","0","1","0","0","0"
"11152  :  โรงพยาบาลเถิน","33","2","1","0","0","0","0","0","2","0","1","0","0","1","0","0","4","0","2","0","0","0","4","0","0","0","0","0","0","0","1","0","1","0","2","0","0","0","0","0","1","0","1","0","2","0","0","0","2","1","0","0","0","0","4","0","3","0","1","0","1","0","0","0"
"11153  :  โรงพยาบาลแม่พริก","13","0","1","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","3","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"11154  :  โรงพยาบาลแม่ทะ","20","1","0","0","1","0","0","0","0","0","2","0","2","0","0","0","0","1","0","0","1","0","2","0","1","0","1","0","0","0","0","0","0","0","2","0","0","0","1","0","0","0","1","0","1","0","3","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0"
"11155  :  โรงพยาบาลสบปราบ","2","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11156  :  โรงพยาบาลห้างฉัตร","80","1","2","0","2","0","4","0","4","0","1","0","2","0","7","0","1","0","2","0","3","0","5","0","3","0","1","0","2","0","3","1","4","0","1","0","4","0","1","0","0","0","2","0","4","0","4","0","3","0","2","0","3","0","2","0","1","0","3","0","3","0","1","0"
"11157  :  โรงพยาบาลเมืองปาน","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12283  :  โรงพยาบาลมะเร็งลำปาง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10673  :  โรงพยาบาลอุตรดิตถ์","14","4","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","1","0","1","0","0","1","0","2","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","1","1","1","1","0","0"
"11158  :  โรงพยาบาลตรอน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11159  :  โรงพยาบาลท่าปลา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11160  :  โรงพยาบาลน้ำปาด","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11161  :  โรงพยาบาลฟากท่า","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11162  :  โรงพยาบาลบ้านโคก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11163  :  โรงพยาบาลพิชัย","14","3","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","1","0","1","0","0","1","0","0","3","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0"
"11164  :  โรงพยาบาลลับแล","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11165  :  โรงพยาบาลทองแสนขัน","10","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","1","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","1","0"
"11509  :  โรงพยาบาลค่ายพิชัยดาบหัก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10715  :  โรงพยาบาลแพร่","67","2","2","0","1","0","5","0","1","1","0","1","2","0","5","0","5","0","2","0","3","0","4","0","2","0","1","0","0","0","2","0","9","0","5","0","0","0","3","0","0","0","2","0","1","0","0","0","3","0","1","0","4","0","1","0","2","0","0","0","1","0","0","0"
"11166  :  โรงพยาบาลร้องกวาง","32","3","1","0","0","0","2","0","0","0","0","0","2","0","1","0","2","0","1","0","2","0","0","0","1","0","1","0","2","0","0","0","3","1","1","1","0","0","0","1","1","0","2","0","0","0","0","0","2","0","1","0","1","0","0","0","4","0","3","0","0","0","0","0"
"11167  :  โรงพยาบาลลอง","4","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11169  :  โรงพยาบาลสูงเม่น","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"11170  :  โรงพยาบาลสอง","40","0","2","0","2","0","3","0","2","0","2","0","0","0","2","0","1","0","2","0","2","0","5","0","0","0","0","0","3","0","1","0","0","0","3","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","4","0","1","0"
"11171  :  โรงพยาบาลวังชิ้น","34","2","3","0","0","0","1","0","1","1","1","0","2","0","1","0","3","0","1","0","1","0","2","0","2","0","2","0","1","0","2","0","1","0","2","0","0","0","1","0","1","0","1","0","0","0","0","0","2","1","2","0","0","0","0","0","1","0","1","0","0","0","0","0"
"11172  :  โรงพยาบาลหนองม่วงไข่","15","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","2","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0"
