"โรงพยาบาล","วันที่ตามเดือนที่เลือก"
"รวม","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31"
"J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128"
"11062  :  โรงพยาบาลปทุมรัตต์","557","207","36","13","28","5","8","6","10","11","18","6","22","14","18","6","9","13","5","12","4","3","17","0","8","2","42","10","44","5","8","7","35","2","34","4","11","2","36","14","8","15","19","1","6","3","5","13","59","8","13","16","27","14","19","9","20","10","11","7","17","8","37","9"
"11063  :  โรงพยาบาลจตุรพักตรพิมาน","13","293","0","12","1","17","1","12","1","8","1","7","1","15","0","21","0","8","3","11","3","14","1","9","0","9","0","14","0","5","0","7","0","9","0","4","0","12","0","4","0","17","0","5","0","13","0","10","0","8","0","6","0","8","1","10","0","11","0","8","0","10","0","19"
"11064  :  โรงพยาบาลธวัชบุรี","0","377","0","15","0","10","0","7","0","17","0","22","0","13","0","3","0","15","0","5","0","19","0","5","0","14","0","21","0","17","0","12","0","26","0","6","0","12","0","6","0","8","0","17","0","6","0","29","0","19","0","6","0","5","0","20","0","8","0","8","0","5","0","13"
"11065  :  โรงพยาบาลพนมไพร","210","127","3","0","0","2","3","10","34","2","23","1","17","3","9","3","21","2","9","3","15","7","17","2","6","5","28","4","5","6","5","1","6","8","1","10","4","8","4","3","7","11","2","10","8","5","5","4","1","1","3","1","4","0","3","4","6","4","0","6","1","5","2","1"
"11066  :  โรงพยาบาลโพนทอง","936","259","6","7","31","11","13","16","43","27","40","10","35","8","48","9","98","10","34","5","72","6","60","2","29","1","4","8","52","6","7","8","75","12","74","8","10","11","34","4","29","15","12","2","31","7","17","10","31","5","39","10","30","2","10","10","1","12","32","11","17","6","31","18"
"11067  :  โรงพยาบาลโพธิ์ชัย","38","103","0","4","0","7","0","6","1","5","0","6","0","4","15","5","7","6","3","6","6","5","1","1","0","2","1","3","1","1","0","2","0","1","0","4","1","0","1","0","0","1","0","2","0","3","0","1","0","6","0","3","0","4","0","8","1","2","0","2","0","1","0","3"
"11068  :  โรงพยาบาลหนองพอก","504","128","53","3","28","8","23","5","22","6","32","2","27","2","43","0","2","0","41","3","17","6","21","7","14","5","24","12","12","12","11","3","38","12","6","3","23","2","8","5","21","3","15","5","17","2","37","8","22","8","22","2","14","8","16","6","11","8","14","1","18","3","29","10"
"11069  :  โรงพยาบาลเสลภูมิ","90","545","7","11","4","14","2","8","2","15","3","13","0","8","1","16","0","14","2","19","0","7","3","14","0","22","2","28","8","25","1","28","0","47","0","19","0","24","4","23","5","10","5","19","1","15","5","14","9","30","5","7","0","11","1","24","1","17","7","21","5","24","7","14"
"11070  :  โรงพยาบาลสุวรรณภูมิ","15","840","1","11","5","21","0","37","0","27","0","17","2","26","0","23","1","15","1","28","1","28","0","40","0","48","0","32","0","15","0","15","0","31","0","44","1","15","0","30","0","36","0","32","0","20","0","19","0","58","0","21","1","14","1","42","0","18","1","26","0","27","0","24"
"11071  :  โรงพยาบาลเมืองสรวง","0","66","0","1","0","5","0","6","0","0","0","4","0","2","0","2","0","1","0","2","0","1","0","2","0","1","0","3","0","0","0","3","0","1","0","5","0","0","0","4","0","2","0","5","0","1","0","1","0","3","0","6","0","0","0","1","0","0","0","2","0","2","0","1"
"11072  :  โรงพยาบาลโพนทราย","3","55","0","1","0","2","0","4","0","3","0","2","0","3","0","0","0","3","0","1","0","3","0","1","0","1","0","4","0","1","0","1","0","2","1","3","0","2","0","1","0","0","0","0","0","1","1","2","0","4","0","2","0","2","0","1","0","0","0","4","0","2","1","2"
"11073  :  โรงพยาบาลอาจสามารถ","188","509","17","26","8","12","10","19","2","17","8","16","12","38","4","10","4","8","8","6","5","19","7","28","2","6","3","18","5","9","4","13","3","14","7","31","4","26","5","26","2","18","4","11","4","25","7","4","3","15","13","25","3","10","8","19","4","16","13","12","6","27","5","14"
"11074  :  โรงพยาบาลเมยวดี","261","24","5","2","14","0","9","1","7","0","9","0","40","6","5","0","5","0","27","2","9","1","10","0","4","0","32","0","4","3","11","0","24","1","13","0","26","0","3","2","15","0","11","0","6","0","21","1","19","1","10","0","9","0","32","0","7","0","13","1","13","1","12","2"
"11075  :  โรงพยาบาลศรีสมเด็จ","7","213","1","2","0","5","0","1","0","4","0","7","1","5","0","3","0","13","1","14","0","6","0","5","0","6","0","7","0","4","1","13","0","13","0","9","0","7","0","7","0","4","0","5","0","3","0","7","0","17","0","8","0","6","0","16","0","3","1","7","1","8","1","3"
"11076  :  โรงพยาบาลจังหาร","3","134","0","4","1","5","0","3","0","2","0","2","1","3","0","2","0","2","0","8","0","3","0","0","1","5","0","6","0","3","0","2","0","4","0","6","0","8","0","7","0","7","0","4","0","6","0","14","0","8","0","6","0","7","0","0","0","7","0","0","0","0","0","0"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","98","97","3","7","3","11","2","3","4","4","1","3","2","9","5","5","1","2","2","4","1","2","2","13","1","1","4","10","2","3","5","2","4","9","8","0","6","3","5","3","3","0","2","0","5","0","4","3","1","1","4","1","1","0","2","0","3","0","3","0","6","0","4","0"
"27989  :  โรงพยาบาลเชียงขวัญ","6","12","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","1","0","1","0","2","0","0","0","1","0","1","0","2","0","0","0","0"
"27990  :  โรงพยาบาลหนองฮี","29","108","0","5","0","0","6","3","1","6","1","4","0","3","0","4","1","3","0","3","0","1","1","7","3","5","0","3","4","4","2","4","1","8","2","6","1","6","1","4","1","3","1","3","0","4","1","4","2","1","0","3","0","5","0","0","0","1","0","2","0","0","0","3"
"10709  :  โรงพยาบาลกาฬสินธุ์","67","888","0","31","4","41","1","47","3","45","1","32","1","49","1","28","0","55","0","56","1","54","6","73","1","48","4","27","3","51","1","29","3","48","2","47","3","45","5","44","6","35","3","35","1","28","2","35","4","39","0","42","10","28","1","55","0","27","0","26","1","34","1","28"
"11077  :  โรงพยาบาลนามน","0","62","0","1","0","1","0","0","0","0","0","1","0","1","0","3","0","2","0","6","0","2","0","5","0","2","0","1","0","0","0","2","0","1","0","2","0","2","0","3","0","3","0","0","0","1","0","5","0","3","0","1","0","0","0","3","0","3","0","0","0","8","0","1"
"11078  :  โรงพยาบาลกมลาไสย","458","368","33","20","49","11","24","10","25","10","37","26","19","10","22","12","40","23","34","9","26","8","19","8","36","17","33","14","21","15","18","8","24","10","12","16","16","25","9","15","14","6","10","10","12","14","16","15","15","13","17","13","17","18","13","22","16","16","36","18","16","13","14","18"
"11079  :  โรงพยาบาลร่องคำ","34","0","0","0","2","0","0","0","1","0","4","0","2","0","2","0","0","0","1","0","2","0","0","0","1","0","3","0","2","0","0","0","2","0","3","0","0","0","1","0","1","0","4","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0"
"11080  :  โรงพยาบาลเขาวง","28","106","1","2","0","4","1","4","1","1","3","3","0","3","1","5","1","5","1","9","0","3","2","3","2","2","1","8","8","9","0","0","1","5","0","1","2","4","1","3","0","6","0","2","0","3","0","7","0","5","1","3","0","4","0","5","0","4","0","1","0","3","3","3"
"11081  :  โรงพยาบาลยางตลาด","8","457","0","13","0","12","0","24","1","22","0","21","0","29","0","18","0","11","0","46","1","29","0","26","0","11","1","22","0","32","0","20","0","29","0","21","1","31","0","20","0","20","0","14","1","14","0","23","2","22","0","22","1","22","0","12","0","13","0","13","0","27","1","13"
"11082  :  โรงพยาบาลห้วยเม็ก","7","42","0","0","0","3","0","1","0","2","0","0","0","2","1","1","0","2","0","3","0","4","0","2","0","0","0","1","0","0","0","0","0","0","1","3","0","2","0","0","0","2","0","4","0","1","1","2","0","0","0","0","1","3","0","2","0","2","2","0","0","1","1","0"
"11083  :  โรงพยาบาลสหัสขันธ์","3","57","1","3","0","1","0","2","0","2","1","1","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","2","0","2","0","1","0","1","0","3","0","1","0","3","0","6","0","2","1","2","0","1","0","1","0","2","0","1","0","4","0","1","0","7","0","3","0","3"
"11084  :  โรงพยาบาลคำม่วง","126","52","4","0","2","1","15","7","7","0","5","2","11","1","0","2","4","0","0","4","6","6","2","0","5","3","2","2","3","1","4","2","13","0","0","0","0","2","2","3","0","0","0","3","2","2","4","3","4","0","1","0","4","1","9","2","3","3","5","0","7","2","2","1"
"11085  :  โรงพยาบาลท่าคันโท","15","47","0","1","0","2","0","1","1","1","1","5","3","0","2","1","0","4","0","4","0","0","1","3","0","1","1","6","0","3","0","2","4","2","0","0","0","5","0","4","0","2","0","1","1","1","0","2","0","1","0","1","0","2","1","2","1","0","0","0","0","0","0","2"
"11086  :  โรงพยาบาลหนองกุงศรี","122","155","2","3","0","2","1","15","10","16","12","6","8","4","5","5","4","7","7","11","4","4","5","5","1","5","1","5","0","3","3","4","5","5","1","3","10","9","10","5","4","6","4","2","0","1","15","5","3","3","3","6","1","2","1","7","5","0","8","9","6","7","3","10"
"11087  :  โรงพยาบาลสมเด็จ","79","38","3","1","4","5","0","0","1","2","2","2","4","1","2","7","3","2","2","4","4","0","3","7","4","3","1","0","1","1","4","0","1","0","3","4","5","0","4","0","4","0","7","0","2","1","2","0","1","0","4","0","0","1","4","0","2","1","3","0","2","0","2","0"
"11088  :  โรงพยาบาลห้วยผึ้ง","8","104","0","3","0","7","1","5","0","4","4","3","1","1","0","3","0","2","0","2","0","2","0","3","0","5","0","5","0","6","0","7","0","11","0","8","0","4","0","7","0","3","0","1","0","1","0","7","0","4","0","6","0","1","0","4","0","2","1","1","1","12","0","2"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","160","134","1","6","0","6","2","8","5","4","0","3","2","0","1","5","0","5","1","12","3","6","1","4","2","6","1","5","8","5","0","7","0","1","7","5","1","4","8","2","0","2","8","1","8","3","0","5","41","5","16","2","0","5","9","4","17","4","0","5","32","1","0","5"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28017  :  โรงพยาบาลนาคู","180","63","6","0","6","0","4","0","10","2","12","1","2","3","7","1","4","1","7","2","5","3","7","2","5","1","6","0","4","5","4","2","6","2","5","1","4","6","4","0","9","4","4","5","5","2","6","1","11","8","8","2","5","5","7","0","5","1","6","3","7","5","4","0"
"28789  :  โรงพยาบาลฆ้องชัย","132","99","0","4","6","6","1","2","7","1","5","2","9","14","3","4","8","3","7","4","6","1","1","3","5","5","7","5","1","5","6","6","0","3","4","1","7","5","1","2","3","1","3","5","4","1","5","3","4","0","5","2","5","2","8","2","2","5","11","1","0","4","1","6"
"28790  :  โรงพยาบาลดอนจาน","370","125","23","1","7","5","12","1","22","3","12","2","13","1","28","2","9","2","5","20","16","7","12","0","15","6","4","4","30","7","18","3","12","0","23","11","7","5","8","0","14","0","18","0","22","6","6","9","4","10","12","2","2","10","15","2","8","2","13","3","25","1","13","5"
"28791  :  โรงพยาบาลสามชัย","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10710  :  โรงพยาบาลสกลนคร","242","584","5","16","3","13","8","20","4","26","6","10","4","12","12","16","15","18","22","21","1","28","15","30","8","25","19","26","13","19","13","23","11","21","11","30","14","31","7","25","8","24","2","17","13","26","7","16","3","26","0","13","2","7","1","20","2","11","6","24","8","27","5","16"
"11089  :  โรงพยาบาลกุสุมาลย์","3","35","0","3","0","2","0","1","0","1","0","0","0","0","1","3","0","1","0","3","0","1","0","2","0","5","0","1","0","2","1","0","0","1","0","2","0","0","0","1","0","0","0","0","0","1","0","3","0","3","1","2","0","1","0","0","0","1","0","0","0","1","0","0"
"11090  :  โรงพยาบาลกุดบาก","16","40","1","2","1","2","0","3","0","0","1","0","0","3","0","0","0","1","1","2","0","4","2","3","2","0","0","1","0","0","1","3","1","5","2","1","0","1","1","2","0","0","0","0","1","0","0","0","0","0","1","1","0","1","0","0","0","1","0","2","0","1","1","1"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","34","60","1","5","1","2","0","4","0","2","2","1","3","1","0","3","0","1","3","5","2","2","1","2","2","3","0","0","2","1","0","1","1","0","1","4","0","2","3","1","1","0","1","3","2","0","0","4","2","2","2","4","0","1","1","4","0","0","1","1","1","2","2","1"
"11092  :  โรงพยาบาลพังโคน","93","56","1","0","0","3","0","2","4","6","0","1","4","5","5","5","7","6","10","3","0","1","1","1","1","3","10","3","9","2","3","3","7","5","1","5","0","5","2","3","6","3","5","0","12","8","13","1","2","1","3","1","8","2","12","5","3","0","10","4","6","5","1","2"
"11093  :  โรงพยาบาลวาริชภูมิ","7","6","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","1","0","1","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"11094  :  โรงพยาบาลนิคมน้ำอูน","2","8","0","2","0","0","0","0","0","0","1","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0"
"11095  :  โรงพยาบาลวานรนิวาส","428","210","3","7","10","3","25","4","12","11","20","12","27","13","6","8","11","7","32","5","42","14","7","9","17","6","20","9","5","6","5","4","7","7","18","2","7","3","20","2","12","8","26","10","13","3","6","6","4","7","8","13","15","15","9","9","5","6","23","10","13","6","12","8"
"11096  :  โรงพยาบาลคำตากล้า","236","151","27","2","13","8","2","7","15","3","4","4","17","4","15","7","5","7","15","9","11","4","10","3","18","7","3","6","9","12","3","7","5","7","2","5","14","3","6","15","10","1","6","3","3","5","5","5","7","7","1","2","18","3","19","2","9","5","2","1","5","0","12","5"
"11097  :  โรงพยาบาลบ้านม่วง","84","325","7","15","1","10","5","11","2","11","1","13","3","21","0","0","5","23","4","6","3","17","1","12","2","4","0","4","6","16","0","1","9","12","2","13","5","8","2","19","2","2","2","4","5","15","0","24","0","1","5","6","0","4","3","12","2","8","1","8","7","23","0","9"
"11098  :  โรงพยาบาลอากาศอำนวย","107","156","0","6","3","4","5","3","0","4","3","2","3","4","1","5","2","6","4","4","3","5","4","5","6","5","6","5","2","7","9","15","5","6","6","3","7","9","6","6","4","2","3","7","2","8","4","3","8","10","2","7","3","2","3","4","2","1","2","4","0","4","1","3"
"11099  :  โรงพยาบาลส่องดาว","68","36","0","0","3","4","5","1","3","2","4","4","1","3","2","0","3","1","3","1","5","0","0","4","6","0","3","3","1","1","8","3","2","1","3","5","5","3","0","2","7","2","0","1","5","1","3","0","0","1","2","0","1","0","2","1","3","0","0","0","1","0","4","0"
"11100  :  โรงพยาบาลเต่างอย","55","51","4","4","1","2","4","0","0","0","0","1","2","1","0","0","1","3","0","4","0","3","0","0","0","2","1","0","2","1","5","4","9","1","2","2","3","1","4","1","4","1","1","1","2","3","2","2","4","4","4","2","0","5","1","1","1","1","3","1","7","6","2","3"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","109","91","5","1","9","4","5","2","9","3","9","4","12","3","3","2","6","1","7","1","7","7","5","5","12","1","2","1","2","4","4","0","1","2","2","0","3","4","0","3","0","4","0","3","1","7","0","5","3","4","5","4","0","2","7","4","4","3","3","0","4","10","10","7"
"11102  :  โรงพยาบาลเจริญศิลป์","20","61","0","0","0","1","0","4","0","2","1","3","0","0","0","3","1","1","1","8","0","6","1","1","1","2","1","2","1","2","3","2","0","4","1","1","1","5","0","0","0","1","0","1","1","1","1","4","2","3","2","2","0","3","0","2","1","0","0","1","1","3","0","3"
"11103  :  โรงพยาบาลโพนนาแก้ว","2","42","0","0","0","1","0","3","2","0","0","0","0","2","0","3","0","5","0","5","0","2","0","1","0","4","0","1","0","4","0","2","0","3","0","1","0","1","0","1","0","1","0","2","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","45","376","2","7","5","11","2","16","2","9","0","15","0","21","1","12","1","16","1","19","4","16","1","18","0","19","2","11","0","15","1","5","3","11","0","7","0","9","0","15","0","7","1","14","2","20","5","29","2","10","1","7","0","14","2","8","0","8","2","10","7","11","0","12"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","61","73","3","1","1","2","1","0","1","0","2","1","7","4","3","1","2","2","4","3","5","6","3","0","2","0","2","3","1","1","5","4","1","3","1","1","0","1","4","0","0","0","0","0","3","2","0","2","1","2","2","2","0","0","2","4","3","6","4","10","0","4","2","11"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10711  :  โรงพยาบาลนครพนม","44","326","1","16","5","13","3","8","3","11","1","9","1","16","1","8","2","13","2","12","0","11","0","20","0","16","4","7","2","14","0","16","4","7","0","11","0","5","3","5","2","8","0","7","1","11","0","11","2","5","0","4","1","7","0","11","0","7","3","15","3","9","0","13"
"11104  :  โรงพยาบาลปลาปาก","38","61","2","4","6","2","1","1","0","6","1","6","0","1","0","1","1","1","3","3","2","3","0","6","0","3","1","1","0","0","0","0","1","0","0","0","1","1","4","3","3","0","1","1","1","1","3","3","1","5","1","1","0","2","4","2","1","1","1","3","0","2","0","0"
"11105  :  โรงพยาบาลท่าอุเทน","8","99","0","17","0","1","0","5","0","8","0","3","0","5","0","8","0","3","1","9","0","2","0","3","1","3","0","9","1","4","1","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","3","1","0","9","0","6","1","3","0","6","0","7","0","2","0","2","0","3"
"11106  :  โรงพยาบาลบ้านแพง","14","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","4","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0"
"11107  :  โรงพยาบาลนาทม","163","14","14","1","2","0","13","3","3","0","3","0","0","0","14","2","3","0","11","0","12","0","6","0","6","0","5","1","4","0","8","0","9","0","11","2","9","2","12","0","6","0","8","0","12","0","4","0","7","0","5","0","0","1","13","0","2","0","10","1","4","1","1","1"
"11108  :  โรงพยาบาลเรณูนคร","8","59","0","1","0","4","0","5","0","1","0","11","0","1","0","6","0","4","0","5","0","2","0","1","1","3","2","2","0","1","0","0","0","0","1","2","0","1","0","1","1","4","0","0","1","2","0","1","1","0","1","0","0","4","0","0","0","0","0","0","0","0","0","0"
"11109  :  โรงพยาบาลนาแก","308","164","15","13","7","10","15","2","17","13","10","5","19","10","13","5","12","1","16","8","15","8","17","7","22","4","14","3","11","6","16","10","17","6","14","4","10","5","18","10","14","5","13","7","2","2","4","11","19","1","6","4","16","9","6","6","5","1","8","6","17","14","5","4"
"11110  :  โรงพยาบาลศรีสงคราม","59","233","5","12","4","4","4","8","3","5","5","9","0","5","0","9","4","7","2","4","1","16","2","10","1","7","0","7","3","4","3","9","4","7","2","12","1","6","1","7","1","13","1","8","2","6","0","2","2","8","0","6","1","9","2","10","1","7","1","12","2","9","1","5"
"11111  :  โรงพยาบาลนาหว้า","235","110","11","0","11","1","9","1","10","1","2","3","9","4","7","2","8","2","9","3","11","7","8","3","10","3","11","9","4","0","8","1","7","3","16","3","6","5","7","0","7","2","9","7","2","5","3","2","7","6","10","8","1","1","4","8","5","3","6","6","9","3","8","8"
"11112  :  โรงพยาบาลโพนสวรรค์","235","142","5","3","9","2","11","3","18","9","12","5","14","7","6","0","18","4","13","4","7","5","12","5","11","2","3","4","5","6","7","6","4","7","6","12","2","7","13","10","15","6","8","5","10","5","20","7","1","2","0","3","1","6","1","2","0","1","1","3","2","5","0","1"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","69","409","3","25","3","11","2","14","2","19","3","13","9","22","1","15","3","20","6","24","1","18","1","13","4","13","6","17","4","23","3","19","1","8","3","23","0","18","2","11","2","15","2","9","2","19","5","31","6","19","3","13","7","21","3","21","2","21","0","15","2","16","1","13"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40840  :  โรงพยาบาลวังยาง","0","77","0","7","0","2","0","3","0","1","0","3","0","4","0","1","0","5","0","2","0","5","0","4","0","1","0","2","0","2","0","1","0","0","0","6","0","1","0","2","0","5","0","4","0","3","0","5","0","1","0","0","0","2","0","1","0","1","0","2","0","3","0","2"
"10712  :  โรงพยาบาลมุกดาหาร","34","521","0","15","3","25","1","24","3","6","0","20","2","30","1","10","1","13","5","24","1","9","0","9","3","9","0","28","0","25","1","18","0","12","0","20","0","21","1","12","0","16","1","25","1","13","2","17","1","21","2","20","2","18","0","19","1","13","2","8","0","12","0","9"
"11113  :  โรงพยาบาลนิคมคำสร้อย","194","74","6","0","10","3","5","1","1","1","2","0","2","1","0","1","2","1","4","0","1","0","6","6","11","10","14","4","2","4","4","3","11","4","5","1","5","4","5","1","24","7","3","0","8","2","14","4","6","3","13","6","2","0","16","2","3","0","6","3","3","3","3","0"
"11114  :  โรงพยาบาลดอนตาล","8","9","2","0","0","0","0","1","0","1","1","0","0","0","0","1","0","2","0","2","1","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11115  :  โรงพยาบาลดงหลวง","2","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","1","0","5","0","0","0","3","0","0","0","0","0","0","0","0"
"11116  :  โรงพยาบาลคำชะอี","4","190","1","12","0","19","1","7","0","12","0","9","0","8","0","8","0","4","0","5","0","9","0","16","0","17","0","7","0","6","0","13","0","9","0","5","0","7","0","9","0","8","0","5","0","8","0","5","0","4","0","9","1","7","0","9","1","12","0","4","0","7","0","4"
"11117  :  โรงพยาบาลหว้านใหญ่","2","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","1","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"11118  :  โรงพยาบาลหนองสูง","60","18","2","1","0","0","5","2","5","1","5","0","1","0","1","0","2","0","0","0","4","0","0","1","3","2","1","0","0","0","2","2","6","4","1","0","1","2","0","1","2","0","1","1","6","0","0","0","4","0","2","0","0","0","3","0","1","0","0","0","2","2","1","0"
"06009  :  โรงพยาบาลแม่ตื่น","86","3","4","0","4","0","2","0","4","1","3","0","1","0","2","0","3","0","6","0","7","0","7","1","3","0","1","0","0","0","1","0","3","0","2","0","3","0","2","0","2","1","0","0","2","0","0","0","0","0","4","0","8","0","3","0","6","0","2","0","3","0","0","0"
"10713  :  โรงพยาบาลนครพิงค์","308","345","29","11","5","10","13","10","16","16","12","3","21","11","18","13","14","3","10","8","3","20","10","12","4","6","7","7","12","9","5","8","7","8","10","18","3","16","6","10","7","12","15","9","3","17","13","16","14","16","9","15","6","11","9","13","10","19","10","9","6","11","19","8"
"11119  :  โรงพยาบาลจอมทอง","125","188","4","5","4","7","4","8","8","7","1","7","6","7","5","6","3","8","2","7","5","6","5","5","4","7","1","2","8","4","12","8","0","7","1","6","6","3","3","8","1","3","5","10","6","11","4","6","6","5","2","6","6","6","3","4","3","6","1","4","7","5","2","5"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","31","16","1","1","0","1","1","1","0","0","1","1","1","0","0","1","1","1","2","0","1","1","3","1","2","0","0","0","1","0","0","0","1","0","0","0","1","0","2","2","2","0","1","0","0","2","3","1","1","0","0","0","1","0","0","0","2","0","1","1","0","4","2","0"
"11121  :  โรงพยาบาลเชียงดาว","39","14","0","0","1","2","2","1","0","0","0","0","0","0","3","1","2","0","3","2","3","2","0","0","1","1","2","0","4","0","0","0","3","1","0","1","0","0","0","0","0","0","0","0","1","1","2","2","1","0","5","1","0","3","6","2","6","0","1","1","1","1","0","0"
"11122  :  โรงพยาบาลดอยสะเก็ด","60","6","3","0","3","0","2","0","1","0","5","0","2","0","0","1","1","0","1","0","1","0","5","0","0","0","0","0","1","0","3","0","0","1","1","0","2","0","5","0","2","1","2","1","1","0","0","0","4","2","8","0","0","0","1","0","4","0","2","0","2","0","1","0"
"11123  :  โรงพยาบาลแม่แตง","12","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","1","0","0"
"11124  :  โรงพยาบาลสะเมิง","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11125  :  โรงพยาบาลฝาง","55","70","1","4","0","4","3","2","5","2","1","0","1","6","4","4","1","8","1","0","0","1","1","1","8","4","7","3","4","0","1","0","2","11","3","1","0","3","3","0","0","2","0","1","0","0","2","3","5","11","1","2","2","1","1","0","0","1","0","0","1","1","1","0"
