"โรงพยาบาล","จำนวนผู้ป่วยที่ส่งต่อออกนอกเขตสุขภาพรายไตรมาสปี 
								2559 (A)","จำนวนผู้ป่วยที่ส่งต่อออกนอกเขตสุขภาพรายไตรมาสปี 
                                  2560 (B)","ผลการดำเนินงานในรอบปีงบประมาณ 2560 (A-B)/A*100"
"11036  :  โรงพยาบาลวังสะพุง","0","0","0","0","3","1","2","1","0","0","0","0"
"11037  :  โรงพยาบาลภูกระดึง","0","0","0","0","3","4","2","0","0","0","0","0"
"11038  :  โรงพยาบาลภูหลวง","0","0","0","0","0","0","0","0","0","0","0","0"
"11039  :  โรงพยาบาลผาขาว","0","0","2","5","0","0","3","3","0","0","-50","40"
"11447  :  โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","18","23","16","34","31","20","26","23","-72","13","-63","32"
"14133  :  โรงพยาบาลเอราวัณ","0","0","1","1","3","0","1","4","0","0","0","-300"
"14644  :  โรงพยาบาลจิตเวชเลยราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0"
"28861  :  โรงพยาบาลหนองหิน","0","0","0","0","0","0","0","0","0","0","0","0"
"10706  :  โรงพยาบาลหนองคาย","1","48","136","115","127","117","122","125","-12,600","-144","10","-9"
"11042  :  โรงพยาบาลโพนพิสัย","37","58","70","82","57","69","72","67","-54","-19","-3","18"
"11044  :  โรงพยาบาลศรีเชียงใหม่","70","67","57","45","44","54","55","50","37","19","4","-11"
"11045  :  โรงพยาบาลสังคม","6","4","5","14","17","12","2","10","-183","-200","60","29"
"11448  :  โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ","0","0","0","0","0","0","0","0","0","0","0","0"
"14558  :  โรงพยาบาลพิสัยเวช","0","23","0","41","48","51","49","46","0","-122","0","-12"
"21356  :  โรงพยาบาลสระใคร","28","41","22","17","27","27","26","24","4","34","-18","-41"
"28778  :  โรงพยาบาลโพธิ์ตาก","0","1","0","0","0","1","1","0","0","0","0","0"
"28811  :  โรงพยาบาลเฝ้าไร่","8","12","8","6","5","8","12","12","38","33","-50","-100"
"28815  :  โรงพยาบาลรัตนวาปี","0","1","0","1","0","3","0","0","0","-200","0","100"
"10707  :  โรงพยาบาลมหาสารคาม","58","53","60","64","82","68","64","73","-41","-28","-7","-14"
"11051  :  โรงพยาบาลแกดำ","0","0","0","2","1","7","1","3","0","0","0","-50"
"11052  :  โรงพยาบาลโกสุมพิสัย","0","0","0","0","13","9","8","7","0","0","0","0"
"11053  :  โรงพยาบาลกันทรวิชัย","3","1","2","0","1","1","1","2","67","0","50","0"
"11054  :  โรงพยาบาลเชียงยืน","1","1","3","1","1","3","2","0","0","-200","33","100"
"11055  :  โรงพยาบาลบรบือ","0","0","0","2","1","0","1","0","0","0","0","100"
"11056  :  โรงพยาบาลนาเชือก","1","3","1","2","3","3","0","0","-200","0","100","100"
"11057  :  โรงพยาบาลพยัคฆภูมิพิสัย","2","4","2","12","4","5","4","3","-100","-25","-100","75"
"11058  :  โรงพยาบาลวาปีปทุม","3","4","1","0","2","1","1","0","33","75","0","0"
"11059  :  โรงพยาบาลนาดูน","3","2","4","2","1","0","0","1","67","100","100","50"
"11060  :  โรงพยาบาลยางสีสุราช","0","1","3","4","2","4","2","2","0","-300","33","50"
"22953  :  โรงพยาบาลสุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม","0","0","5","9","8","11","24","13","0","0","-380","-44"
"24704  :  โรงพยาบาลกุดรัง","0","0","0","0","0","0","2","2","0","0","0","0"
"28843  :  โรงพยาบาลชื่นชม","0","0","0","0","0","0","0","0","0","0","0","0"
"10708  :  โรงพยาบาลร้อยเอ็ด","54","34","37","25","19","23","44","40","65","32","-19","-60"
"11061  :  โรงพยาบาลเกษตรวิสัย","3","0","2","1","0","1","0","0","100","0","100","100"
"11062  :  โรงพยาบาลปทุมรัตต์","0","0","0","0","0","0","0","0","0","0","0","0"
"11063  :  โรงพยาบาลจตุรพักตรพิมาน","1","1","2","1","1","2","0","2","0","-100","100","-100"
"11064  :  โรงพยาบาลธวัชบุรี","0","0","0","0","0","0","0","0","0","0","0","0"
"11065  :  โรงพยาบาลพนมไพร","65","63","70","62","61","70","55","35","6","-11","21","44"
"11066  :  โรงพยาบาลโพนทอง","0","2","0","0","0","0","0","0","0","100","0","0"
"11067  :  โรงพยาบาลโพธิ์ชัย","0","0","0","0","0","0","0","0","0","0","0","0"
"11068  :  โรงพยาบาลหนองพอก","1","1","2","0","0","0","3","2","100","100","-50","0"
"11069  :  โรงพยาบาลเสลภูมิ","1","2","0","2","0","1","2","1","100","50","0","50"
"11070  :  โรงพยาบาลสุวรรณภูมิ","1","3","0","0","1","1","0","2","0","67","0","0"
"11071  :  โรงพยาบาลเมืองสรวง","0","0","0","0","0","0","0","0","0","0","0","0"
"11072  :  โรงพยาบาลโพนทราย","0","2","6","8","1","1","2","1","0","50","67","88"
"11073  :  โรงพยาบาลอาจสามารถ","1","0","0","2","0","0","0","0","100","0","0","100"
"11074  :  โรงพยาบาลเมยวดี","0","0","0","0","0","0","0","0","0","0","0","0"
"11075  :  โรงพยาบาลศรีสมเด็จ","0","0","0","0","0","0","0","0","0","0","0","0"
"11076  :  โรงพยาบาลจังหาร","2","2","4","0","0","2","0","2","100","0","100","0"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","0","0","0","0","0","0","0","0","0","0","0","0"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","0","0","0","0","0","0","0","0","0","0","0","0"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","0","0","0","0","0","0","0","0","0","0","0","0"
"27989  :  โรงพยาบาลเชียงขวัญ","0","0","0","0","0","0","0","0","0","0","0","0"
"27990  :  โรงพยาบาลหนองฮี","2","1","0","0","0","0","0","0","100","100","0","0"
"10709  :  โรงพยาบาลกาฬสินธุ์","33","20","26","28","33","17","28","24","0","15","-8","14"
"11077  :  โรงพยาบาลนามน","5","8","7","9","7","2","5","3","-40","75","29","67"
"11078  :  โรงพยาบาลกมลาไสย","3","3","0","6","4","1","1","4","-33","67","0","33"
"11079  :  โรงพยาบาลร่องคำ","0","0","0","0","0","0","0","0","0","0","0","0"
"11080  :  โรงพยาบาลเขาวง","0","0","0","0","2","2","3","0","0","0","0","0"
"11081  :  โรงพยาบาลยางตลาด","1","3","4","2","0","3","4","6","100","0","0","-200"
"11082  :  โรงพยาบาลห้วยเม็ก","0","0","3","4","4","4","4","3","0","0","-33","25"
"11083  :  โรงพยาบาลสหัสขันธ์","4","1","0","2","14","6","9","3","-250","-500","0","-50"
"11084  :  โรงพยาบาลคำม่วง","0","0","4","10","3","8","3","1","0","0","25","90"
"11085  :  โรงพยาบาลท่าคันโท","0","0","0","0","1","2","1","1","0","0","0","0"
"11086  :  โรงพยาบาลหนองกุงศรี","0","0","0","0","1","0","1","2","0","0","0","0"
"11087  :  โรงพยาบาลสมเด็จ","0","0","1","3","5","2","5","6","0","0","-400","-100"
"11088  :  โรงพยาบาลห้วยผึ้ง","0","0","0","0","0","0","0","0","0","0","0","0"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","4","1","2","2","8","2","5","2","-100","-100","-150","0"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0","0","0","0","0","0","0","0","0","0"
"28017  :  โรงพยาบาลนาคู","0","0","0","0","2","3","17","16","0","0","0","0"
"28789  :  โรงพยาบาลฆ้องชัย","0","0","0","0","0","0","0","0","0","0","0","0"
"28790  :  โรงพยาบาลดอนจาน","0","0","0","0","3","1","2","3","0","0","0","0"
"28791  :  โรงพยาบาลสามชัย","0","0","0","0","0","1","1","1","0","0","0","0"
"10710  :  โรงพยาบาลสกลนคร","32","38","48","54","56","40","64","37","-75","-5","-33","31"
"11089  :  โรงพยาบาลกุสุมาลย์","3","0","0","0","24","28","35","19","-700","0","0","0"
"11090  :  โรงพยาบาลกุดบาก","0","0","0","0","0","0","0","0","0","0","0","0"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","71","55","45","49","44","65","47","13","38","-18","-4","73"
"11092  :  โรงพยาบาลพังโคน","86","110","105","113","113","113","104","98","-31","-3","1","13"
"11093  :  โรงพยาบาลวาริชภูมิ","0","1","20","30","14","8","14","20","0","-700","30","33"
"11094  :  โรงพยาบาลนิคมน้ำอูน","0","0","0","1","0","0","0","0","0","0","0","100"
"11095  :  โรงพยาบาลวานรนิวาส","0","0","0","0","0","0","0","0","0","0","0","0"
"11096  :  โรงพยาบาลคำตากล้า","0","0","0","0","0","0","0","0","0","0","0","0"
"11097  :  โรงพยาบาลบ้านม่วง","28","39","39","27","23","14","15","20","18","64","62","26"
"11098  :  โรงพยาบาลอากาศอำนวย","0","0","0","0","0","0","0","0","0","0","0","0"
"11099  :  โรงพยาบาลส่องดาว","0","0","0","0","0","0","0","0","0","0","0","0"
"11100  :  โรงพยาบาลเต่างอย","0","0","0","0","26","20","34","28","0","0","0","0"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","0","0","0","0","0","0","0","0","0","0","0","0"
"11102  :  โรงพยาบาลเจริญศิลป์","58","42","53","57","63","35","46","28","-9","17","13","51"
"11103  :  โรงพยาบาลโพนนาแก้ว","0","0","1","0","2","9","16","26","0","0","-1,500","0"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","259","286","258","254","222","257","260","259","14","10","-1","-2"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","0","0","0","0","0","0","0","0","0","0","0","0"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","0","0","0","0","0","0","0","0","0","0","0","0"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0","0","0","0","0","0","0","0","0","0"
"10711  :  โรงพยาบาลนครพนม","0","0","0","0","0","0","0","0","0","0","0","0"
"11104  :  โรงพยาบาลปลาปาก","0","0","0","0","0","0","0","0","0","0","0","0"
"11105  :  โรงพยาบาลท่าอุเทน","0","0","0","0","0","0","0","0","0","0","0","0"
"11106  :  โรงพยาบาลบ้านแพง","0","1","0","0","0","0","0","0","0","100","0","0"
"11107  :  โรงพยาบาลนาทม","0","0","0","0","0","0","0","0","0","0","0","0"
"11108  :  โรงพยาบาลเรณูนคร","0","0","0","0","0","0","0","0","0","0","0","0"
"11109  :  โรงพยาบาลนาแก","57","79","70","64","66","73","83","154","-16","8","-19","-141"
"11110  :  โรงพยาบาลศรีสงคราม","0","0","0","0","0","0","0","0","0","0","0","0"
"11111  :  โรงพยาบาลนาหว้า","0","0","0","0","0","0","0","0","0","0","0","0"
"11112  :  โรงพยาบาลโพนสวรรค์","37","48","24","28","23","36","30","27","38","25","-25","4"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","0","0","0","0","0","0","0","0","0","0","0","0"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0"
"40840  :  โรงพยาบาลวังยาง","0","0","0","0","0","0","0","0","0","0","0","0"
"10712  :  โรงพยาบาลมุกดาหาร","106","46","19","76","24","4","2","1","77","91","89","99"
"11113  :  โรงพยาบาลนิคมคำสร้อย","44","37","39","33","1","3","1","0","98","92","97","100"
"11114  :  โรงพยาบาลดอนตาล","0","0","0","0","1","1","1","7","0","0","0","0"
"11115  :  โรงพยาบาลดงหลวง","0","0","0","0","18","8","3","3","0","0","0","0"
"11116  :  โรงพยาบาลคำชะอี","12","11","16","7","14","8","8","5","-17","27","50","29"
"11117  :  โรงพยาบาลหว้านใหญ่","0","0","0","0","1","0","0","0","0","0","0","0"
"11118  :  โรงพยาบาลหนองสูง","0","4","1","7","13","9","9","4","0","-125","-800","43"
"06009  :  โรงพยาบาลแม่ตื่น","0","0","0","0","0","0","0","0","0","0","0","0"
"10713  :  โรงพยาบาลนครพิงค์","0","0","0","0","0","0","0","0","0","0","0","0"
"11119  :  โรงพยาบาลจอมทอง","0","0","0","2","1","2","3","3","0","0","0","-50"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","2","3","2","3","3","5","0","4","-50","-67","100","-33"
"11121  :  โรงพยาบาลเชียงดาว","9","6","3","0","4","3","2","4","56","50","33","0"
"11122  :  โรงพยาบาลดอยสะเก็ด","0","0","0","0","0","0","0","0","0","0","0","0"
"11123  :  โรงพยาบาลแม่แตง","0","0","0","0","0","0","0","0","0","0","0","0"
"11124  :  โรงพยาบาลสะเมิง","0","0","0","0","1","3","3","1","0","0","0","0"
"11125  :  โรงพยาบาลฝาง","0","0","0","0","1","0","3","1","0","0","0","0"
"11126  :  โรงพยาบาลแม่อาย","0","0","0","0","2","0","0","0","0","0","0","0"
"11127  :  โรงพยาบาลพร้าว","0","0","0","0","0","0","0","0","0","0","0","0"
"11128  :  โรงพยาบาลสันป่าตอง","0","0","0","0","0","0","0","0","0","0","0","0"
"11129  :  โรงพยาบาลสันกำแพง","0","0","0","0","0","0","2","0","0","0","0","0"
"11130  :  โรงพยาบาลสันทราย","6","5","5","5","8","7","3","4","-33","-40","40","20"
"11131  :  โรงพยาบาลหางดง","4","1","2","2","4","0","1","2","0","100","50","0"
"11132  :  โรงพยาบาลฮอด","0","0","0","0","1","0","0","0","0","0","0","0"
"11133  :  โรงพยาบาลดอยเต่า","0","0","0","0","2","3","3","3","0","0","0","0"
"11134  :  โรงพยาบาลอมก๋อย","0","0","0","0","1","1","0","0","0","0","0","0"
"11135  :  โรงพยาบาลสารภี","0","0","0","0","0","0","1","10","0","0","0","0"
"11136  :  โรงพยาบาลเวียงแหง","1","2","0","3","3","1","3","4","-200","50","0","-33"
"11137  :  โรงพยาบาลไชยปราการ","2","0","0","0","1","0","0","1","50","0","0","0"
"11138  :  โรงพยาบาลแม่วาง","0","0","0","2","0","0","0","0","0","0","0","100"
"11139  :  โรงพยาบาลแม่ออน","0","0","3","0","0","1","0","1","0","0","100","0"
"11507  :  โรงพยาบาลกองบิน 41","0","1","0","0","0","0","0","0","0","100","0","0"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","0","0","0","0","0","0","0","0","0","0","0","0"
"11643  :  โรงพยาบาลดอยหล่อ","2","1","1","0","3","1","1","0","-50","0","0","0"
"11978  :  โรงพยาบาลดารารัศมี","0","0","0","0","0","0","0","0","0","0","0","0"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0","0","0","0","0","0","0","0","0","0"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","0","6","15","32","11","1","0","0","0","83","100","100"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","0","0","0","1","14","30","4","0","0","0","0","100"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","0","0","0","0","0","0","0","0","0","0","0","0"
"12280  :  โรงพยาบาลสวนปรุง","0","0","0","0","0","0","0","0","0","0","0","0"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0","0","0","0","0","0","0","0","0","0"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","0","0","0","0","0","0","0","0","0","0","0","0"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","0","0","0","0","0","0","0","0","0","0","0","0"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","0","0","0","0","0","0","0","0","0","0","0","0"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","0","0","0","1","0","0","0","0","0","0","0","100"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","2","0","0","0","6","0","1","2","-200","0","0","0"
"10714  :  โรงพยาบาลลำพูน","0","0","0","0","0","0","0","0","0","0","0","0"
"11140  :  โรงพยาบาลแม่ทา","1","0","0","0","0","0","1","0","100","0","0","0"
"11141  :  โรงพยาบาลบ้านโฮ่ง","0","0","0","0","0","0","0","0","0","0","0","0"
"11142  :  โรงพยาบาลลี้","0","0","0","0","0","0","0","0","0","0","0","0"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","0","0","0","1","0","0","0","0","0","0","0","100"
"11144  :  โรงพยาบาลป่าซาง","0","0","0","0","0","1","0","1","0","0","0","0"
"11145  :  โรงพยาบาลบ้านธิ","1","0","0","0","0","0","0","3","100","0","0","0"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0","0","0","0","0","0","0","0","0","0"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","0","0","0","1","1","0","0","1","0","0","0","0"
"24956  :  โรงพยาบาลเวียงหนองล่อง","0","0","0","0","0","0","0","0","0","0","0","0"
"10672  :  โรงพยาบาลลำปาง","0","0","0","0","0","0","0","0","0","0","0","0"
"11146  :  โรงพยาบาลแม่เมาะ","1","1","1","3","2","1","1","2","-100","0","0","33"
"11147  :  โรงพยาบาลเกาะคา","0","0","3","2","3","2","2","3","0","0","33","-50"
"11148  :  โรงพยาบาลเสริมงาม","0","1","1","1","2","0","1","0","0","100","0","100"
"11149  :  โรงพยาบาลงาว","0","0","0","0","0","0","1","0","0","0","0","0"
"11150  :  โรงพยาบาลแจ้ห่ม","0","0","0","0","0","0","0","0","0","0","0","0"
"11151  :  โรงพยาบาลวังเหนือ","0","0","0","0","1","4","2","2","0","0","0","0"
"11152  :  โรงพยาบาลเถิน","0","0","0","0","0","0","0","0","0","0","0","0"
"11153  :  โรงพยาบาลแม่พริก","0","0","0","0","0","0","0","0","0","0","0","0"
"11154  :  โรงพยาบาลแม่ทะ","2","1","4","1","0","1","1","2","100","0","75","-100"
"11155  :  โรงพยาบาลสบปราบ","0","1","0","0","0","0","0","0","0","100","0","0"
"11156  :  โรงพยาบาลห้างฉัตร","0","0","0","0","0","0","0","0","0","0","0","0"
"11157  :  โรงพยาบาลเมืองปาน","0","0","0","9","5","6","13","4","0","0","0","56"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0","0","0","0","0","0","0","0","0","0"
"12283  :  โรงพยาบาลมะเร็งลำปาง","0","0","0","0","0","0","0","0","0","0","0","0"
"10673  :  โรงพยาบาลอุตรดิตถ์","57","21","22","17","28","17","12","9","51","19","45","47"
"11158  :  โรงพยาบาลตรอน","28","13","9","11","1","1","0","1","96","92","100","91"
"11159  :  โรงพยาบาลท่าปลา","31","27","23","27","20","9","15","8","35","67","35","70"
"11160  :  โรงพยาบาลน้ำปาด","11","21","6","6","16","6","2","1","-45","71","67","83"
"11161  :  โรงพยาบาลฟากท่า","0","0","0","0","0","0","0","0","0","0","0","0"
"11162  :  โรงพยาบาลบ้านโคก","2","3","4","1","2","2","0","1","0","33","100","0"
"11163  :  โรงพยาบาลพิชัย","0","0","0","0","1","5","3","25","0","0","0","0"
"11164  :  โรงพยาบาลลับแล","1","12","10","0","0","0","0","14","100","100","100","0"
"11165  :  โรงพยาบาลทองแสนขัน","12","2","6","6","15","10","12","17","-25","-400","-100","-183"
"11509  :  โรงพยาบาลค่ายพิชัยดาบหัก","0","0","0","0","0","0","0","1","0","0","0","0"
"10715  :  โรงพยาบาลแพร่","0","0","0","0","0","0","0","0","0","0","0","0"
"11166  :  โรงพยาบาลร้องกวาง","0","0","1","1","0","2","1","0","0","0","0","100"
"11167  :  โรงพยาบาลลอง","0","0","0","0","0","0","0","0","0","0","0","0"
"11169  :  โรงพยาบาลสูงเม่น","0","0","0","0","0","0","1","2","0","0","0","0"
"11170  :  โรงพยาบาลสอง","0","5","3","1","1","1","2","2","0","80","33","-100"
"11171  :  โรงพยาบาลวังชิ้น","0","0","0","0","0","0","0","0","0","0","0","0"
"11172  :  โรงพยาบาลหนองม่วงไข่","0","0","0","0","0","0","0","0","0","0","0","0"
"11452  :  โรงพยาบาลสมเด็จพระยุพราชเด่นชัย","0","0","0","0","0","0","0","0","0","0","0","0"
"10716  :  โรงพยาบาลน่าน","29","42","53","38","29","28","33","45","0","33","38","-18"
"11173  :  โรงพยาบาลแม่จริม","0","1","0","0","0","0","1","0","0","100","0","0"
"11174  :  โรงพยาบาลบ้านหลวง","0","0","0","0","0","0","0","0","0","0","0","0"
"11175  :  โรงพยาบาลนาน้อย","0","0","0","0","0","0","0","0","0","0","0","0"
"11176  :  โรงพยาบาลท่าวังผา","0","0","0","0","0","0","2","3","0","0","0","0"
"11177  :  โรงพยาบาลเวียงสา","0","0","0","0","0","0","0","1","0","0","0","0"
"11178  :  โรงพยาบาลทุ่งช้าง","0","0","1","0","0","0","0","1","0","0","100","0"
"11179  :  โรงพยาบาลเชียงกลาง","0","0","0","0","0","0","0","0","0","0","0","0"
"11180  :  โรงพยาบาลนาหมื่น","0","0","0","0","0","0","0","0","0","0","0","0"
"11181  :  โรงพยาบาลสันติสุข","0","0","0","0","0","0","0","0","0","0","0","0"
"11182  :  โรงพยาบาลบ่อเกลือ","0","0","0","0","0","0","0","0","0","0","0","0"
"11183  :  โรงพยาบาลสองแคว","0","0","0","0","0","0","0","0","0","0","0","0"
"11453  :  โรงพยาบาลสมเด็จพระยุพราชปัว","4","4","4","5","4","5","7","5","0","-25","-75","0"
"11510  :  โรงพยาบาลค่ายสุริยพงษ์","0","0","0","0","0","0","0","0","0","0","0","0"
"11625  :  โรงพยาบาลเฉลิมพระเกียรติ","0","0","0","0","0","1","0","0","0","0","0","0"
"25017  :  โรงพยาบาลภูเพียง","0","0","0","0","0","0","0","0","0","0","0","0"
"10717  :  โรงพยาบาลพะเยา","25","21","20","30","25","27","17","14","0","-29","15","53"
"10718  :  โรงพยาบาลเชียงคำ","8","6","10","4","11","6","9","9","-38","0","10","-125"
"11184  :  โรงพยาบาลจุน","0","0","0","0","0","0","0","0","0","0","0","0"
"11185  :  โรงพยาบาลเชียงม่วน","1","1","1","0","0","0","1","0","100","100","0","0"
"11186  :  โรงพยาบาลดอกคำใต้","2","7","3","3","5","3","0","1","-150","57","100","67"
"11187  :  โรงพยาบาลปง","0","0","0","0","0","0","0","0","0","0","0","0"
"11188  :  โรงพยาบาลแม่ใจ","5","0","1","1","1","2","1","1","80","0","0","0"
"15140  :  โรงพยาบาลค่ายขุนเจืองธรรมิกราช","0","0","0","0","0","0","0","0","0","0","0","0"
"40744  :  โรงพยาบาลภูซาง","0","0","0","0","0","0","0","0","0","0","0","0"
"40745  :  โรงพยาบาลภูกามยาว","0","0","0","0","0","0","0","0","0","0","0","0"
"41347  :  โรงพยาบาลมหาวิทยาลัยพะเยา","0","0","0","0","0","0","0","0","0","0","0","0"
"10674  :  โรงพยาบาลเชียงรายประชานุเคราะห์","11","3","4","7","13","7","8","19","-18","-133","-100","-171"
"11189  :  โรงพยาบาลเทิง","6","1","4","0","8","4","2","3","-33","-300","50","0"
"11190  :  โรงพยาบาลพาน","12","9","11","0","0","0","0","3","100","100","100","0"
"11191  :  โรงพยาบาลป่าแดด","0","0","0","0","0","0","0","0","0","0","0","0"
"11192  :  โรงพยาบาลแม่จัน","2","1","1","2","2","2","0","0","0","-100","100","100"
"11193  :  โรงพยาบาลเชียงแสน","0","0","0","0","0","0","0","0","0","0","0","0"
"11194  :  โรงพยาบาลแม่สาย","0","0","0","0","0","0","0","0","0","0","0","0"
"11195  :  โรงพยาบาลแม่สรวย","0","0","1","0","0","0","0","0","0","0","100","0"
"11196  :  โรงพยาบาลเวียงป่าเป้า","0","0","3","6","5","6","2","3","0","0","33","50"
"11197  :  โรงพยาบาลพญาเม็งราย","0","0","0","0","7","4","1","2","0","0","0","0"
"11198  :  โรงพยาบาลเวียงแก่น","2","1","5","2","9","3","2","4","-350","-200","60","-100"
"11199  :  โรงพยาบาลขุนตาล","0","0","0","0","0","0","0","0","0","0","0","0"
"11200  :  โรงพยาบาลแม่ฟ้าหลวง","0","0","0","1","0","1","0","0","0","0","0","100"
"11201  :  โรงพยาบาลแม่ลาว","0","0","0","0","0","0","0","1","0","0","0","0"
"11202  :  โรงพยาบาลเวียงเชียงรุ้ง","0","0","0","0","0","0","0","0","0","0","0","0"
"11454  :  โรงพยาบาลสมเด็จพระยุพราชเชียงของ","0","0","1","1","0","1","2","1","0","0","-100","0"
"15012  :  โรงพยาบาลสมเด็จพระญาณสังวร","0","1","2","1","0","0","0","1","0","100","100","0"
"23429  :  โรงพยาบาลมหาวิทยาลัยแม่ฟ้าหลวง","0","0","0","0","0","0","0","0","0","0","0","0"
"28823  :  โรงพยาบาลดอยหลวง","0","0","0","0","0","0","0","0","0","0","0","0"
"41509  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยแม่ฟ้าหลวง","0","0","0","0","0","0","0","0","0","0","0","0"
"10719  :  โรงพยาบาลศรีสังวาลย์","0","0","0","0","0","0","0","0","0","0","0","0"
"11203  :  โรงพยาบาลขุนยวม","0","0","0","0","1","1","1","0","0","0","0","0"
"11204  :  โรงพยาบาลปาย","0","0","0","0","0","0","0","0","0","0","0","0"
"11205  :  โรงพยาบาลแม่สะเรียง","0","0","0","4","4","5","3","9","0","0","0","-125"
"11206  :  โรงพยาบาลแม่ลาน้อย","2","1","4","2","3","0","1","2","-50","100","75","0"
"11207  :  โรงพยาบาลสบเมย","6","2","2","0","2","7","3","1","67","-250","-50","0"
"11208  :  โรงพยาบาลปางมะผ้า","0","0","0","0","0","0","0","0","0","0","0","0"
"14197  :  โรงพยาบาลธัญญรักษ์แม่ฮ่องสอน","0","0","0","0","0","0","0","0","0","0","0","0"
"10675  :  โรงพยาบาลสวรรค์ประชารักษ์","373","1,063","12","11","5","1","0","1","99","100","100","91"
"11209  :  โรงพยาบาลโกรกพระ","71","12","2","3","0","2","2","0","100","83","0","100"
"11210  :  โรงพยาบาลชุมแสง","122","64","53","82","64","23","24","19","48","64","55","77"
"11211  :  โรงพยาบาลหนองบัว","199","219","208","203","207","232","201","204","-4","-6","3","-0"
"11212  :  โรงพยาบาลบรรพตพิสัย","0","0","0","0","0","0","0","0","0","0","0","0"
"11213  :  โรงพยาบาลเก้าเลี้ยว","0","3","16","27","52","27","22","22","0","-800","-38","19"
"11214  :  โรงพยาบาลตาคลี","3","2","1","9","21","6","2","6","-600","-200","-100","33"
"11215  :  โรงพยาบาลท่าตะโก","40","41","42","72","70","61","43","66","-75","-49","-2","8"
"11216  :  โรงพยาบาลไพศาลี","247","224","157","97","122","47","33","30","51","79","79","69"
"11217  :  โรงพยาบาลพยุหะคีรี","0","0","0","0","0","0","0","0","0","0","0","0"
"11218  :  โรงพยาบาลลาดยาว","179","140","151","61","172","142","124","128","4","-1","18","-110"
"11219  :  โรงพยาบาลตากฟ้า","177","68","43","52","191","161","159","167","-8","-137","-270","-221"
"11220  :  โรงพยาบาลแม่วงก์","38","41","49","39","39","41","38","35","-3","0","22","10"
"11513  :  โรงพยาบาลค่ายจิรประวัติ","0","0","0","0","0","0","0","0","0","0","0","0"
"12030  :  โรงพยาบาลพริ้นซ์ ปากน้ำโพ 1 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"12033  :  โรงพยาบาลรวมแพทย์นครสวรรค์","0","0","0","0","0","0","0","0","0","0","0","0"
"12034  :  โรงพยาบาลพริ้นซ์ ปากน้ำโพ 2 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
