"โรงพยาบาล","รวม","ข้าราชการรัฐวิสาหกิจ","ประกันสังคม","UC ทั้งหมด","ต่างด้าว","บันทึกรหัสสิทธิ ไม่ตรง รหัสมาตรฐาน"
"คน","วัน","วัน:คน","คน","วัน","วัน:คน","คน","วัน","วัน:คน","คน","วัน","วัน:คน","คน","วัน","วัน:คน","คน","วัน","วัน:คน"
"11069  :  โรงพยาบาลเสลภูมิ","7,118","19,444","2.73","708","1,991","2.81","589","1,401","2.38","5,797","15,980","2.76","24","72","3.00","0","0","0.00"
"11070  :  โรงพยาบาลสุวรรณภูมิ","11,145","33,175","2.98","1,106","3,449","3.12","692","1,962","2.84","8,742","25,936","2.97","625","1,828","2.92","0","0","0.00"
"11071  :  โรงพยาบาลเมืองสรวง","2,083","4,925","2.36","278","661","2.38","117","271","2.32","1,656","3,935","2.38","32","58","1.81","0","0","0.00"
"11072  :  โรงพยาบาลโพนทราย","2,053","5,331","2.60","207","516","2.49","93","174","1.87","1,747","4,616","2.64","7","25","3.57","0","0","0.00"
"11073  :  โรงพยาบาลอาจสามารถ","2,575","7,329","2.85","224","688","3.07","187","465","2.49","2,164","6,176","2.85","0","0","0.00","0","0","0.00"
"11074  :  โรงพยาบาลเมยวดี","1,550","4,227","2.73","130","385","2.96","121","288","2.38","1,298","3,542","2.73","3","12","4.00","0","0","0.00"
"11075  :  โรงพยาบาลศรีสมเด็จ","3,550","8,528","2.40","500","1,290","2.58","221","484","2.19","2,774","6,657","2.40","55","97","1.76","0","0","0.00"
"11076  :  โรงพยาบาลจังหาร","2,879","6,674","2.32","296","668","2.26","217","388","1.79","2,254","5,390","2.39","113","228","2.02","0","0","0.00"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","353","660","1.87","131","228","1.74","43","84","1.95","179","348","1.94","0","0","0.00","0","0","0.00"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","5,513","12,817","2.32","534","1,135","2.13","291","591","2.03","1,267","3,878","3.06","3,421","7,213","2.11","0","0","0.00"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","1,338","3,012","2.25","87","198","2.28","98","232","2.37","1,153","2,580","2.24","1","2","2.00","0","0","0.00"
"27989  :  โรงพยาบาลเชียงขวัญ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"27990  :  โรงพยาบาลหนองฮี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10709  :  โรงพยาบาลกาฬสินธุ์","45,808","190,800","4.17","5,354","26,160","4.89","7,265","31,588","4.35","32,149","129,042","4.01","1,042","4,010","3.85","0","0","0.00"
"11077  :  โรงพยาบาลนามน","2,979","8,633","2.90","213","705","3.31","246","548","2.23","2,508","7,352","2.93","12","28","2.33","0","0","0.00"
"11078  :  โรงพยาบาลกมลาไสย","9,788","32,689","3.34","1,419","5,069","3.57","280","847","3.03","7,196","24,296","3.38","896","2,477","2.76","0","0","0.00"
"11079  :  โรงพยาบาลร่องคำ","2,117","5,832","2.75","271","793","2.93","237","529","2.23","1,605","4,505","2.81","4","5","1.25","0","0","0.00"
"11080  :  โรงพยาบาลเขาวง","6,645","20,389","3.07","1,030","3,456","3.36","281","716","2.55","5,232","16,014","3.06","102","203","1.99","0","0","0.00"
"11081  :  โรงพยาบาลยางตลาด","11,612","42,959","3.70","152","555","3.65","1,448","5,091","3.52","9,623","36,415","3.78","396","898","2.27","0","0","0.00"
"11082  :  โรงพยาบาลห้วยเม็ก","3,169","9,176","2.90","253","692","2.74","81","210","2.59","2,704","7,914","2.93","131","360","2.75","0","0","0.00"
"11083  :  โรงพยาบาลสหัสขันธ์","3,974","10,730","2.70","330","927","2.81","313","681","2.18","3,323","9,105","2.74","8","17","2.13","0","0","0.00"
"11084  :  โรงพยาบาลคำม่วง","7,081","16,178","2.28","676","1,622","2.40","1,174","2,543","2.17","5,222","11,994","2.30","10","19","1.90","0","0","0.00"
"11085  :  โรงพยาบาลท่าคันโท","4,412","10,454","2.37","312","760","2.44","474","1,235","2.61","3,608","8,418","2.33","19","41","2.16","0","0","0.00"
"11086  :  โรงพยาบาลหนองกุงศรี","6,870","19,629","2.86","640","1,876","2.93","182","457","2.51","5,826","16,914","2.90","229","382","1.67","0","0","0.00"
"11087  :  โรงพยาบาลสมเด็จ","8,302","26,830","3.23","815","3,815","4.68","1,524","4,333","2.84","5,935","18,599","3.13","30","83","2.77","0","0","0.00"
"11088  :  โรงพยาบาลห้วยผึ้ง","2,265","7,580","3.35","267","1,000","3.75","163","427","2.62","1,819","6,127","3.37","16","26","1.63","0","0","0.00"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","15,847","50,824","3.21","1,581","6,999","4.43","100","305","3.05","14,133","43,400","3.07","33","120","3.64","0","0","0.00"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28017  :  โรงพยาบาลนาคู","3,618","8,796","2.43","402","985","2.45","81","189","2.33","3,066","7,509","2.45","69","113","1.64","0","0","0.00"
"28789  :  โรงพยาบาลฆ้องชัย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28790  :  โรงพยาบาลดอนจาน","7","9","1.29","1","1","1.00","0","0","0.00","6","8","1.33","0","0","0.00","0","0","0.00"
"28791  :  โรงพยาบาลสามชัย","1,496","3,302","2.21","71","145","2.04","136","203","1.49","1,289","2,954","2.29","0","0","0.00","0","0","0.00"
"10710  :  โรงพยาบาลสกลนคร","53,090","312,643","5.89","6,290","43,775","6.96","4,307","20,250","4.70","34,624","199,580","5.76","7,988","49,038","6.14","0","0","0.00"
"11089  :  โรงพยาบาลกุสุมาลย์","2,540","8,863","3.49","72","227","3.15","218","670","3.07","2,315","7,950","3.43","7","16","2.29","0","0","0.00"
"11090  :  โรงพยาบาลกุดบาก","2,451","7,602","3.10","162","484","2.99","743","1,968","2.65","1,550","5,150","3.32","0","0","0.00","0","0","0.00"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","6,545","19,809","3.03","714","2,053","2.88","353","890","2.52","5,476","16,862","3.08","2","4","2.00","0","0","0.00"
"11092  :  โรงพยาบาลพังโคน","7,082","38,295","5.41","739","3,789","5.13","380","1,476","3.88","5,505","28,863","5.24","882","4,167","4.72","0","0","0.00"
"11093  :  โรงพยาบาลวาริชภูมิ","2,368","7,233","3.05","189","606","3.21","2","7","3.50","2,121","6,494","3.06","56","126","2.25","0","0","0.00"
"11094  :  โรงพยาบาลนิคมน้ำอูน","993","2,562","2.58","129","324","2.51","44","110","2.50","799","2,104","2.63","21","24","1.14","0","0","0.00"
"11095  :  โรงพยาบาลวานรนิวาส","13,183","51,304","3.89","1,102","4,495","4.08","1,909","7,889","4.13","9,965","38,121","3.83","214","799","3.73","0","0","0.00"
"11096  :  โรงพยาบาลคำตากล้า","3,145","9,116","2.90","219","703","3.21","281","641","2.28","2,645","7,772","2.94","0","0","0.00","0","0","0.00"
"11097  :  โรงพยาบาลบ้านม่วง","4,578","19,834","4.33","0","0","0.00","667","1,946","2.92","3,911","17,888","4.57","0","0","0.00","0","0","0.00"
"11098  :  โรงพยาบาลอากาศอำนวย","7,799","28,982","3.72","511","1,977","3.87","550","1,711","3.11","6,574","24,946","3.79","164","348","2.12","0","0","0.00"
"11099  :  โรงพยาบาลส่องดาว","2,747","7,724","2.81","180","527","2.93","74","156","2.11","2,485","7,022","2.83","8","19","2.38","0","0","0.00"
"11100  :  โรงพยาบาลเต่างอย","2,521","7,215","2.86","118","361","3.06","129","284","2.20","2,273","6,569","2.89","1","1","1.00","0","0","0.00"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","3,755","12,658","3.37","11","32","2.91","728","2,213","3.04","2,986","10,274","3.44","70","139","1.99","0","0","0.00"
"11102  :  โรงพยาบาลเจริญศิลป์","2,283","6,664","2.92","110","341","3.10","41","100","2.44","2,089","6,110","2.92","43","113","2.63","0","0","0.00"
"11103  :  โรงพยาบาลโพนนาแก้ว","2,088","4,607","2.21","99","232","2.34","185","483","2.61","1,756","3,829","2.18","50","63","1.26","0","0","0.00"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","15,034","83,699","5.57","1,266","8,365","6.61","2,753","14,493","5.26","10,231","57,005","5.57","799","3,836","4.80","0","0","0.00"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","728","2,505","3.44","378","1,224","3.24","350","1,281","3.66","0","0","0.00","0","0","0.00","0","0","0.00"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","2,162","6,021","2.78","0","0","0.00","574","1,334","2.32","1,461","4,393","3.01","127","294","2.31","0","0","0.00"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10711  :  โรงพยาบาลนครพนม","28,487","127,743","4.48","2,411","13,510","5.60","3,347","11,565","3.46","20,711","95,159","4.59","2,134","7,509","3.52","0","0","0.00"
"11104  :  โรงพยาบาลปลาปาก","2,180","6,494","2.98","106","363","3.42","126","411","3.26","1,945","5,706","2.93","3","14","4.67","0","0","0.00"
"11105  :  โรงพยาบาลท่าอุเทน","3,070","11,418","3.72","257","740","2.88","125","249","1.99","2,381","9,741","4.09","308","688","2.23","0","0","0.00"
"11106  :  โรงพยาบาลบ้านแพง","2,721","7,162","2.63","215","676","3.14","72","223","3.10","2,006","5,428","2.71","429","835","1.95","0","0","0.00"
"11107  :  โรงพยาบาลนาทม","2,051","4,758","2.32","106","254","2.40","108","167","1.55","1,813","4,283","2.36","24","54","2.25","0","0","0.00"
"11108  :  โรงพยาบาลเรณูนคร","3,062","8,067","2.63","374","1,117","2.99","177","389","2.20","2,489","6,513","2.62","22","48","2.18","0","0","0.00"
"11109  :  โรงพยาบาลนาแก","3,991","11,553","2.89","200","698","3.49","285","518","1.82","3,471","10,248","2.95","35","89","2.54","0","0","0.00"
"11110  :  โรงพยาบาลศรีสงคราม","6,344","25,314","3.99","385","1,555","4.04","194","642","3.31","5,459","21,648","3.97","420","1,469","3.50","0","0","0.00"
"11111  :  โรงพยาบาลนาหว้า","3,095","9,001","2.91","160","493","3.08","211","472","2.24","2,722","8,033","2.95","2","3","1.50","0","0","0.00"
"11112  :  โรงพยาบาลโพนสวรรค์","3,888","10,029","2.58","150","379","2.53","219","389","1.78","3,502","9,222","2.63","17","39","2.29","0","0","0.00"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","10,467","33,630","3.21","926","3,689","3.98","630","1,714","2.72","8,084","26,074","3.23","831","2,153","2.59","0","0","0.00"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"40840  :  โรงพยาบาลวังยาง","1,068","3,359","3.15","49","151","3.08","64","159","2.48","959","3,049","3.18","0","0","0.00","0","0","0.00"
"10712  :  โรงพยาบาลมุกดาหาร","32,918","130,055","3.95","3,771","16,159","4.29","2,256","7,846","3.48","22,927","92,251","4.02","3,965","13,799","3.48","0","0","0.00"
"11113  :  โรงพยาบาลนิคมคำสร้อย","3,190","8,609","2.70","294","781","2.66","212","421","1.99","2,678","7,396","2.76","6","11","1.83","0","0","0.00"
"11114  :  โรงพยาบาลดอนตาล","3,150","8,031","2.55","254","637","2.51","146","342","2.34","2,596","6,712","2.59","155","340","2.19","0","0","0.00"
"11115  :  โรงพยาบาลดงหลวง","2,877","6,760","2.35","170","478","2.81","171","288","1.68","2,535","5,985","2.36","2","9","4.50","0","0","0.00"
"11116  :  โรงพยาบาลคำชะอี","3,188","8,753","2.75","378","1,112","2.94","221","551","2.49","2,534","6,986","2.76","56","104","1.86","0","0","0.00"
"11117  :  โรงพยาบาลหว้านใหญ่","2,460","5,890","2.39","177","360","2.03","185","364","1.97","2,005","4,975","2.48","96","182","1.90","5","9","1.80"
"11118  :  โรงพยาบาลหนองสูง","5,936","13,450","2.27","1,217","2,910","2.39","307","562","1.83","4,305","9,789","2.27","107","189","1.77","0","0","0.00"
"06009  :  โรงพยาบาลแม่ตื่น","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10713  :  โรงพยาบาลนครพิงค์","55,731","274,676","4.93","3,237","15,486","4.78","3,132","13,227","4.22","21,825","99,951","4.58","27,538","146,012","5.30","0","0","0.00"
"11119  :  โรงพยาบาลจอมทอง","16,453","64,931","3.95","1,363","5,759","4.23","564","2,177","3.86","13,565","53,924","3.98","961","3,071","3.20","0","0","0.00"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","3,860","11,055","2.86","209","545","2.61","120","301","2.51","3,337","9,716","2.91","194","493","2.54","0","0","0.00"
"11121  :  โรงพยาบาลเชียงดาว","7,168","21,671","3.02","213","689","3.23","343","738","2.15","4,943","14,686","2.97","684","2,680","3.92","985","2,878","2.92"
"11122  :  โรงพยาบาลดอยสะเก็ด","6,130","18,461","3.01","470","1,358","2.89","233","494","2.12","4,612","14,750","3.20","706","1,546","2.19","109","313","2.87"
"11123  :  โรงพยาบาลแม่แตง","4,957","16,255","3.28","168","610","3.63","362","804","2.22","3,853","13,128","3.41","574","1,713","2.98","0","0","0.00"
"11124  :  โรงพยาบาลสะเมิง","3,287","11,422","3.47","198","855","4.32","89","257","2.89","2,708","9,378","3.46","292","932","3.19","0","0","0.00"
"11125  :  โรงพยาบาลฝาง","13,769","59,318","4.31","782","3,863","4.94","979","4,078","4.17","8,513","36,937","4.34","3,503","14,440","4.12","0","0","0.00"
"11126  :  โรงพยาบาลแม่อาย","6,534","20,323","3.11","173","470","2.72","284","634","2.23","4,544","14,465","3.18","1,537","4,754","3.09","0","0","0.00"
"11127  :  โรงพยาบาลพร้าว","5,111","14,482","2.83","303","962","3.17","330","577","1.75","4,178","12,018","2.88","300","925","3.08","0","0","0.00"
"11128  :  โรงพยาบาลสันป่าตอง","12,279","41,658","3.39","1,474","5,643","3.83","2,357","7,018","2.98","8,208","28,218","3.44","240","779","3.25","0","0","0.00"
"11129  :  โรงพยาบาลสันกำแพง","4,032","17,694","4.39","181","742","4.10","132","335","2.54","3,292","15,162","4.61","427","1,455","3.41","0","0","0.00"
"11130  :  โรงพยาบาลสันทราย","12,895","59,603","4.62","774","4,423","5.71","567","1,668","2.94","9,491","46,038","4.85","2,065","7,474","3.62","0","0","0.00"
"11131  :  โรงพยาบาลหางดง","7,965","31,106","3.91","406","1,663","4.10","896","2,741","3.06","5,468","22,861","4.18","1,195","3,841","3.21","0","0","0.00"
"11132  :  โรงพยาบาลฮอด","6,591","18,287","2.77","285","742","2.60","308","1,028","3.34","5,744","16,015","2.79","254","502","1.98","0","0","0.00"
"11133  :  โรงพยาบาลดอยเต่า","4,039","9,669","2.39","203","527","2.60","124","279","2.25","3,675","8,773","2.39","37","90","2.43","0","0","0.00"
"11134  :  โรงพยาบาลอมก๋อย","5,500","16,962","3.08","131","371","2.83","128","335","2.62","4,598","13,905","3.02","656","2,351","3.58","0","0","0.00"
"11135  :  โรงพยาบาลสารภี","4,444","15,205","3.42","282","1,401","4.97","208","404","1.94","3,071","10,682","3.48","883","2,718","3.08","0","0","0.00"
"11136  :  โรงพยาบาลเวียงแหง","2,084","5,860","2.81","70","168","2.40","83","131","1.58","1,071","3,311","3.09","267","701","2.63","593","1,549","2.61"
"11137  :  โรงพยาบาลไชยปราการ","3,506","10,393","2.96","106","288","2.72","646","1,743","2.70","2,754","8,362","3.04","0","0","0.00","0","0","0.00"
"11138  :  โรงพยาบาลแม่วาง","4,429","11,885","2.68","78","175","2.24","164","320","1.95","3,800","10,193","2.68","387","1,197","3.09","0","0","0.00"
"11139  :  โรงพยาบาลแม่ออน","2,314","6,191","2.68","105","287","2.73","101","209","2.07","2,000","5,456","2.73","108","239","2.21","0","0","0.00"
"11507  :  โรงพยาบาลกองบิน 41","5","19","3.80","2","5","2.50","0","0","0.00","3","14","4.67","0","0","0.00","0","0","0.00"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","40","703","17.58","30","679","22.63","0","0","0.00","3","6","2.00","7","18","2.57","0","0","0.00"
"11643  :  โรงพยาบาลดอยหล่อ","1,388","5,254","3.79","12","28","2.33","105","263","2.50","1,221","4,830","3.96","50","133","2.66","0","0","0.00"
"11978  :  โรงพยาบาลดารารัศมี","133","372","2.80","0","0","0.00","0","0","0.00","0","0","0.00","133","372","2.80","0","0","0.00"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","1,987","6,197","3.12","0","0","0.00","290","609","2.10","1,647","5,508","3.34","51","80","1.57","0","0","0.00"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","1,988","5,347","2.69","0","0","0.00","0","0","0.00","1,215","3,915","3.22","773","1,432","1.85","0","0","0.00"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","400","1,552","3.88","8","32","4.00","0","0","0.00","190","736","3.87","202","784","3.88","0","0","0.00"
"12280  :  โรงพยาบาลสวนปรุง","5,127","136,637","26.65","477","10,317","21.63","176","3,765","21.39","2,859","79,139","27.68","1,615","43,416","26.88","0","0","0.00"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","1,642","64,217","39.11","136","4,334","31.87","7","190","27.14","582","13,183","22.65","917","46,510","50.72","0","0","0.00"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","7,926","19,991","2.52","0","0","0.00","2,037","5,010","2.46","2,229","6,482","2.91","3,660","8,499","2.32","0","0","0.00"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","2,629","6,296","2.39","0","0","0.00","447","708","1.58","2,180","5,577","2.56","2","11","5.50","0","0","0.00"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","1,041","2,566","2.46","58","165","2.84","22","40","1.82","941","2,308","2.45","20","53","2.65","0","0","0.00"
"10714  :  โรงพยาบาลลำพูน","33,718","129,568","3.84","3,559","17,262","4.85","3,848","14,456","3.76","23,792","89,909","3.78","2,519","7,941","3.15","0","0","0.00"
"11140  :  โรงพยาบาลแม่ทา","2,707","5,275","1.95","174","397","2.28","242","397","1.64","2,084","4,131","1.98","207","350","1.69","0","0","0.00"
"11141  :  โรงพยาบาลบ้านโฮ่ง","3,757","11,515","3.06","279","873","3.13","100","202","2.02","3,226","9,943","3.08","154","497","3.23","0","0","0.00"
"11142  :  โรงพยาบาลลี้","5,835","18,331","3.14","298","988","3.32","650","1,603","2.47","4,864","15,680","3.22","23","60","2.61","0","0","0.00"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","2,189","5,047","2.31","149","324","2.17","80","175","2.19","1,930","4,501","2.33","30","47","1.57","0","0","0.00"
"11144  :  โรงพยาบาลป่าซาง","5,561","18,495","3.33","415","1,581","3.81","433","862","1.99","4,393","15,064","3.43","320","988","3.09","0","0","0.00"
"11145  :  โรงพยาบาลบ้านธิ","2,259","6,033","2.67","131","364","2.78","391","817","2.09","1,653","4,657","2.82","84","195","2.32","0","0","0.00"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","1,439","3,174","2.21","0","0","0.00","15","25","1.67","1,422","3,147","2.21","2","2","1.00","0","0","0.00"
"24956  :  โรงพยาบาลเวียงหนองล่อง","895","2,201","2.46","50","118","2.36","52","92","1.77","777","1,962","2.53","16","29","1.81","0","0","0.00"
"10672  :  โรงพยาบาลลำปาง","35,346","161,555","4.57","6,423","31,267","4.87","3,747","14,579","3.89","22,876","106,679","4.66","2,262","8,761","3.87","38","269","7.08"
"11146  :  โรงพยาบาลแม่เมาะ","3,770","9,640","2.56","258","592","2.29","486","1,195","2.46","3,012","7,834","2.60","14","19","1.36","0","0","0.00"
"11147  :  โรงพยาบาลเกาะคา","10,018","36,823","3.68","1,054","4,597","4.36","1,081","3,290","3.04","7,390","27,436","3.71","493","1,500","3.04","0","0","0.00"
"11148  :  โรงพยาบาลเสริมงาม","3,035","8,539","2.81","154","510","3.31","48","144","3.00","2,759","7,768","2.82","3","10","3.33","72","107","1.49"
"11149  :  โรงพยาบาลงาว","4,468","11,552","2.59","322","872","2.71","330","754","2.28","3,778","9,833","2.60","38","93","2.45","0","0","0.00"
"11150  :  โรงพยาบาลแจ้ห่ม","2,653","7,747","2.92","241","768","3.19","139","347","2.50","2,239","6,547","2.92","34","85","2.50","0","0","0.00"
"11151  :  โรงพยาบาลวังเหนือ","3,682","11,831","3.21","256","841","3.29","99","339","3.42","3,273","10,523","3.22","54","128","2.37","0","0","0.00"
"11152  :  โรงพยาบาลเถิน","6,445","21,624","3.36","675","2,434","3.61","419","1,252","2.99","5,311","17,824","3.36","41","114","2.78","0","0","0.00"
"11153  :  โรงพยาบาลแม่พริก","992","3,171","3.20","79","252","3.19","51","137","2.69","853","2,760","3.24","9","22","2.44","0","0","0.00"
"11154  :  โรงพยาบาลแม่ทะ","3,173","8,492","2.68","159","502","3.16","245","654","2.67","2,740","7,257","2.65","29","79","2.72","0","0","0.00"
"11155  :  โรงพยาบาลสบปราบ","2,845","9,040","3.18","96","291","3.03","139","348","2.50","2,609","8,400","3.22","1","1","1.00","0","0","0.00"
"11156  :  โรงพยาบาลห้างฉัตร","3,067","8,210","2.68","270","915","3.39","188","468","2.49","2,562","6,747","2.63","47","80","1.70","0","0","0.00"
"11157  :  โรงพยาบาลเมืองปาน","2,456","6,844","2.79","124","402","3.24","97","306","3.15","2,173","5,989","2.76","62","147","2.37","0","0","0.00"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12283  :  โรงพยาบาลมะเร็งลำปาง","669","3,252","4.86","219","867","3.96","67","394","5.88","369","1,958","5.31","14","33","2.36","0","0","0.00"
"10673  :  โรงพยาบาลอุตรดิตถ์","42,818","228,442","5.34","5,716","37,358","6.54","4,372","17,642","4.04","31,351","168,248","5.37","1,379","5,194","3.77","0","0","0.00"
"11158  :  โรงพยาบาลตรอน","2,119","6,440","3.04","210","659","3.14","110","255","2.32","1,780","5,491","3.08","19","35","1.84","0","0","0.00"
"11159  :  โรงพยาบาลท่าปลา","2,414","7,202","2.98","131","337","2.57","101","204","2.02","2,138","6,583","3.08","44","78","1.77","0","0","0.00"
"11160  :  โรงพยาบาลน้ำปาด","3,149","7,571","2.40","325","790","2.43","259","528","2.04","2,559","6,244","2.44","6","9","1.50","0","0","0.00"
"11161  :  โรงพยาบาลฟากท่า","1,476","3,924","2.66","230","579","2.52","63","117","1.86","1,171","3,204","2.74","12","24","2.00","0","0","0.00"
"11162  :  โรงพยาบาลบ้านโคก","1,845","4,195","2.27","222","647","2.91","285","530","1.86","1,270","2,890","2.28","68","128","1.88","0","0","0.00"
"11163  :  โรงพยาบาลพิชัย","3,307","12,197","3.69","216","849","3.93","235","733","3.12","2,859","10,615","3.71","0","0","0.00","0","0","0.00"
"11164  :  โรงพยาบาลลับแล","2,352","8,616","3.66","39","115","2.95","340","1,786","5.25","1,972","6,714","3.40","1","1","1.00","0","0","0.00"
"11165  :  โรงพยาบาลทองแสนขัน","2,063","6,464","3.13","137","425","3.10","89","252","2.83","1,760","5,630","3.20","78","157","2.01","0","0","0.00"
"11509  :  โรงพยาบาลค่ายพิชัยดาบหัก","2,726","8,273","3.03","1,392","3,014","2.17","158","507","3.21","1,165","4,501","3.86","11","251","22.82","0","0","0.00"
"10715  :  โรงพยาบาลแพร่","39,205","166,885","4.26","6,164","31,354","5.09","4,082","16,152","3.96","28,825","118,762","4.12","134","617","4.60","0","0","0.00"
"11166  :  โรงพยาบาลร้องกวาง","5,780","14,211","2.46","439","1,041","2.37","355","733","2.06","4,842","12,099","2.50","144","338","2.35","0","0","0.00"
"11167  :  โรงพยาบาลลอง","4,002","10,497","2.62","345","852","2.47","240","624","2.60","3,306","8,829","2.67","111","192","1.73","0","0","0.00"
"11169  :  โรงพยาบาลสูงเม่น","3,636","9,867","2.71","649","1,895","2.92","155","343","2.21","2,702","7,338","2.72","130","291","2.24","0","0","0.00"
"11170  :  โรงพยาบาลสอง","3,235","8,030","2.48","326","790","2.42","159","352","2.21","2,643","6,644","2.51","107","244","2.28","0","0","0.00"
"11171  :  โรงพยาบาลวังชิ้น","4,071","9,255","2.27","262","615","2.35","198","375","1.89","3,611","8,265","2.29","0","0","0.00","0","0","0.00"
"11172  :  โรงพยาบาลหนองม่วงไข่","2,541","6,213","2.45","455","1,174","2.58","132","251","1.90","1,934","4,754","2.46","20","34","1.70","0","0","0.00"
"11452  :  โรงพยาบาลสมเด็จพระยุพราชเด่นชัย","3,437","10,159","2.96","325","1,101","3.39","139","411","2.96","2,785","8,179","2.94","188","468","2.49","0","0","0.00"
"10716  :  โรงพยาบาลน่าน","38,005","169,451","4.46","6,584","34,845","5.29","3,269","13,955","4.27","25,438","108,386","4.26","2,714","12,265","4.52","0","0","0.00"
"11173  :  โรงพยาบาลแม่จริม","1,989","5,876","2.95","174","534","3.07","119","300","2.52","1,685","5,011","2.97","11","31","2.82","0","0","0.00"
"11174  :  โรงพยาบาลบ้านหลวง","1,640","4,875","2.97","166","493","2.97","88","202","2.30","1,377","4,141","3.01","9","39","4.33","0","0","0.00"
"11175  :  โรงพยาบาลนาน้อย","2,302","7,959","3.46","273","1,035","3.79","161","405","2.52","1,856","6,488","3.50","15","31","2.07","0","0","0.00"
"11176  :  โรงพยาบาลท่าวังผา","3,790","11,263","2.97","616","1,971","3.20","213","555","2.61","2,864","8,495","2.97","97","242","2.49","0","0","0.00"
"11177  :  โรงพยาบาลเวียงสา","7,545","26,083","3.46","773","2,834","3.67","658","1,950","2.96","6,095","21,230","3.48","19","69","3.63","0","0","0.00"
"11178  :  โรงพยาบาลทุ่งช้าง","2,566","7,146","2.78","212","576","2.72","133","334","2.51","2,060","5,864","2.85","161","372","2.31","0","0","0.00"
"11179  :  โรงพยาบาลเชียงกลาง","2,574","7,361","2.86","342","1,027","3.00","185","449","2.43","1,926","5,594","2.90","120","290","2.42","1","1","1.00"
"11180  :  โรงพยาบาลนาหมื่น","1,802","6,227","3.46","237","699","2.95","15","42","2.80","1,554","5,472","3.52","8","14","1.75","0","0","0.00"
