"โรงพยาบาล","วันที่ตามเดือนที่เลือก"
"รวม","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31"
"J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128"
"11084  :  โรงพยาบาลคำม่วง","190","122","10","3","5","4","4","4","8","1","9","3","1","10","7","6","5","1","9","13","4","10","9","2","3","1","2","1","3","2","7","9","8","3","8","1","9","3","8","1","6","4","9","4","9","4","7","8","6","0","5","7","12","7","1","0","6","7","6","1","1","1","3","1"
"11085  :  โรงพยาบาลท่าคันโท","81","35","1","0","4","0","0","2","3","0","0","0","0","1","3","2","1","0","2","1","1","2","1","0","0","2","0","1","3","2","0","0","0","3","6","0","1","3","2","2","0","4","1","1","1","0","21","0","6","1","1","1","3","2","5","1","11","3","1","0","2","1","4","2"
"11086  :  โรงพยาบาลหนองกุงศรี","190","614","2","28","2","14","14","19","3","25","5","18","2","17","7","29","2","13","25","27","3","21","5","15","2","19","1","9","0","25","3","14","6","12","7","26","1","22","0","31","7","32","7","19","7","23","5","14","12","28","8","26","16","17","42","23","5","20","4","13","3","13","5","10"
"11087  :  โรงพยาบาลสมเด็จ","985","191","3","2","3","4","1","4","2","1","5","4","2","4","3","4","54","2","1","9","0","13","3","12","3","18","4","4","103","12","47","2","2","4","28","2","150","2","124","5","146","5","93","8","109","12","114","13","3","16","10","8","4","3","5","11","0","6","2","5","3","4","0","0"
"11088  :  โรงพยาบาลห้วยผึ้ง","8","101","0","5","0","5","2","0","0","6","0","0","0","6","0","0","0","3","0","1","0","3","0","6","0","0","0","4","0","2","0","4","0","7","0","2","0","3","0","3","2","7","0","2","0","6","0","5","0","9","0","6","1","4","1","0","0","2","0","1","1","0","1","0"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","401","324","21","14","6","10","14","7","15","11","6","8","12","8","13","6","6","15","8","15","16","20","21","12","16","10","15","6","19","7","20","10","12","13","20","8","4","6","24","12","17","16","21","15","11","16","9","8","11","16","15","12","11","4","8","8","10","11","11","8","4","10","6","3"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28017  :  โรงพยาบาลนาคู","538","3","12","1","6","0","1","0","8","0","5","0","15","0","11","0","9","0","18","1","17","0","21","0","25","1","40","0","21","0","20","0","16","0","23","0","25","0","25","0","12","0","39","0","9","0","6","0","5","0","32","0","12","0","34","0","26","0","31","0","53","0","11","0"
"28789  :  โรงพยาบาลฆ้องชัย","650","206","20","11","18","3","13","7","26","4","16","5","21","14","26","1","27","5","55","2","22","3","23","7","10","13","22","8","26","14","20","10","60","17","15","10","26","3","23","11","14","8","31","2","23","7","27","9","22","2","16","5","11","8","30","5","10","7","10","3","4","4","47","5"
"28790  :  โรงพยาบาลดอนจาน","1,733","16","43","0","39","2","27","0","55","0","42","0","55","1","63","0","51","3","47","1","54","0","57","1","67","2","40","0","67","0","103","1","115","0","82","0","99","1","96","0","48","1","114","1","85","0","46","0","48","0","58","0","16","1","32","0","60","1","16","0","49","0","23","0"
"28791  :  โรงพยาบาลสามชัย","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10710  :  โรงพยาบาลสกลนคร","1,877","578","14","20","6","14","4","8","11","18","7","21","5","17","10","12","9","11","5","12","8","11","87","16","18","29","175","16","153","26","137","27","111","19","142","14","238","14","158","26","169","23","9","59","126","29","16","12","6","32","85","15","37","9","50","13","36","25","32","20","12","13","5","2"
"11089  :  โรงพยาบาลกุสุมาลย์","282","0","0","0","8","0","0","0","0","0","0","0","1","0","1","0","1","0","7","0","4","0","30","0","54","0","4","0","0","0","17","0","1","0","10","0","47","0","7","0","0","0","29","0","25","0","5","0","0","0","0","0","6","0","2","0","2","0","0","0","21","0","1","0"
"11090  :  โรงพยาบาลกุดบาก","11","29","0","2","0","1","0","1","0","0","0","0","0","4","1","2","0","1","0","0","0","0","0","1","0","1","1","1","1","0","1","2","0","2","0","1","0","2","0","1","1","0","1","0","0","3","1","1","3","0","0","0","0","0","0","1","1","1","0","0","0","1","0","1"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","2,627","84","154","5","117","6","67","3","112","5","21","3","97","4","43","7","123","3","140","2","79","1","118","2","29","3","81","0","24","5","56","9","108","3","64","2","166","0","153","2","79","0","76","3","120","6","76","6","100","2","120","0","97","0","139","0","70","0","79","1","54","0","24","1"
"11092  :  โรงพยาบาลพังโคน","2,448","163","132","4","38","4","37","7","53","14","183","9","126","7","114","9","35","11","40","8","47","10","113","13","158","9","170","13","44","11","78","5","112","11","61","6","78","5","167","10","114","12","62","3","193","8","37","5","126","5","116","16","72","3","102","6","45","9","52","4","67","1","18","0"
"11093  :  โรงพยาบาลวาริชภูมิ","18","11","1","0","1","2","3","1","0","0","2","0","0","0","0","1","2","1","1","0","0","3","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","1","2","0","0","0","0","0","1","0","1","0","0","1","1","0","2","0","0","1","0","0"
"11094  :  โรงพยาบาลนิคมน้ำอูน","0","87","0","3","0","4","0","7","0","5","0","2","0","2","0","3","0","3","0","6","0","0","0","7","0","5","0","6","0","11","0","6","0","4","0","6","0","4","0","2","0","2","0","3","0","1","0","4","0","2","0","4","0","2","0","3","0","3","0","0","0","1","0","0"
"11095  :  โรงพยาบาลวานรนิวาส","301","306","5","12","5","6","14","11","11","6","6","15","9","14","19","13","12","9","17","10","6","6","13","18","15","13","5","15","3","5","12","10","22","5","5","3","14","13","14","12","12","12","15","8","17","9","8","7","7","5","5","4","13","15","6","17","9","20","6","18","3","6","0","0"
"11096  :  โรงพยาบาลคำตากล้า","460","103","74","2","10","1","13","3","17","7","11","10","5","1","9","3","31","1","4","4","4","0","3","1","2","4","11","5","20","3","18","6","5","4","2","1","14","2","7","5","7","2","3","8","3","6","5","4","7","6","6","4","18","4","8","2","13","3","64","0","42","2","34","1"
"11097  :  โรงพยาบาลบ้านม่วง","228","473","2","14","5","18","5","14","23","18","14","14","7","15","2","28","18","12","3","7","9","15","7","16","2","14","5","8","5","17","13","14","12","23","10","17","9","15","6","9","8","17","8","19","4","20","2","27","5","18","16","24","16","17","5","9","3","14","1","21","1","5","4","8"
"11098  :  โรงพยาบาลอากาศอำนวย","698","84","12","2","5","2","9","2","42","3","31","3","7","1","37","3","35","0","25","8","40","5","45","1","32","4","2","1","29","1","9","8","72","4","64","5","22","1","24","6","17","3","36","3","58","2","18","1","21","2","25","0","9","5","9","4","17","1","30","3","12","0","33","1"
"11099  :  โรงพยาบาลส่องดาว","34","13","4","0","0","0","1","1","0","0","0","0","2","2","2","0","0","0","0","2","4","1","0","0","1","0","1","1","0","0","0","0","1","0","1","0","2","0","1","0","3","0","4","0","0","1","4","2","2","2","1","1","0","0","0","1","1","0","0","0","0","0","0","0"
"11100  :  โรงพยาบาลเต่างอย","34","135","0","4","3","1","1","4","3","6","0","5","0","5","0","2","1","3","2","13","0","11","0","3","0","10","0","12","0","2","0","2","0","19","0","5","1","1","0","14","0","6","1","1","0","2","3","5","1","9","0","2","0","19","0","5","0","0","0","2","6","2","12","2"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","6","108","0","7","0","8","0","2","0","2","0","1","0","6","0","2","0","2","0","5","4","1","0","3","0","3","0","1","0","1","0","6","0","7","2","5","0","5","0","5","0","4","0","0","0","7","0","3","0","0","0","6","0","3","0","4","0","7","0","5","0","0","0","0"
"11102  :  โรงพยาบาลเจริญศิลป์","118","68","0","3","0","9","0","1","2","5","0","2","0","4","0","1","0","3","0","0","0","1","1","3","0","1","2","1","3","2","1","4","3","3","2","3","2","2","1","6","0","2","0","1","21","1","24","0","0","3","7","3","10","3","19","6","11","7","10","4","1","1","0","1"
"11103  :  โรงพยาบาลโพนนาแก้ว","14","7","3","0","4","0","0","0","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","1","1","0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","0","1","0","3","0","0","0","0","0","0","0"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","3,779","341","72","17","173","15","87","10","81","6","118","12","97","12","141","6","144","11","73","9","166","10","153","15","134","11","70","5","166","18","144","6","37","15","130","7","154","17","148","9","154","13","208","12","126","14","241","10","169","13","206","14","93","16","100","8","130","15","119","13","54","8","45","5"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","309","174","6","7","8","0","7","6","2","2","9","6","4","1","16","5","7","3","26","1","7","3","14","13","11","7","22","6","13","13","10","14","3","4","14","3","14","18","17","8","5","9","16","4","6","7","8","1","13","6","5","0","12","5","6","6","10","11","9","4","3","3","6","1"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10711  :  โรงพยาบาลนครพนม","9","71","0","0","0","1","0","3","0","1","1","6","0","0","1","0","0","2","1","6","0","0","0","3","2","6","1","1","0","8","0","1","0","2","0","6","0","3","0","5","1","2","0","1","0","1","0","0","1","2","0","2","0","0","0","5","0","3","1","0","0","0","0","1"
"11104  :  โรงพยาบาลปลาปาก","20","34","0","0","1","2","1","7","0","2","0","2","0","2","0","0","1","2","1","0","0","0","0","0","0","0","2","0","3","2","1","0","0","1","2","1","1","1","0","1","1","3","1","3","0","0","0","1","0","0","2","3","1","1","1","1","0","0","0","0","1","1","0","0"
"11105  :  โรงพยาบาลท่าอุเทน","242","169","5","4","5","9","2","14","3","13","4","12","13","7","15","11","11","8","12","16","5","5","18","5","9","10","5","9","17","5","13","2","20","15","29","2","36","5","9","10","11","5","8","6","5","12","2","5","2","2","7","12","10","13","7","2","7","7","0","2","3","18","1","16"
"11106  :  โรงพยาบาลบ้านแพง","3","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"11107  :  โรงพยาบาลนาทม","54","2","0","0","5","0","3","0","1","0","0","0","10","0","6","0","0","0","0","0","0","1","0","0","0","0","4","0","2","0","0","0","0","1","0","0","1","0","0","0","0","0","6","0","5","0","0","0","5","0","2","0","2","0","7","0","7","0","3","1","0","0","1","0"
"11108  :  โรงพยาบาลเรณูนคร","16","24","2","1","1","1","1","1","1","1","2","3","3","1","0","4","0","0","0","0","0","2","1","1","0","1","2","0","0","0","0","3","0","0","0","0","2","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","1","0","0","0","0","0","0"
"11109  :  โรงพยาบาลนาแก","366","33","8","1","3","1","0","3","3","1","4","0","5","6","10","0","9","1","12","3","13","0","12","0","14","3","6","0","7","1","13","0","30","2","44","1","19","3","20","1","55","1","17","0","4","1","4","0","1","0","8","0","1","2","2","0","14","1","16","2","31","1","4","0"
"11110  :  โรงพยาบาลศรีสงคราม","2,293","111","39","11","68","3","50","6","45","6","109","5","81","6","49","5","76","1","109","3","91","6","107","1","54","5","63","4","51","2","48","3","66","1","134","11","45","3","70","2","106","9","169","7","108","4","171","5","123","2","130","4","102","2","157","1","45","1","28","3","13","8","14","0"
"11111  :  โรงพยาบาลนาหว้า","16","33","1","0","0","4","0","1","1","0","0","0","0","2","2","1","1","0","0","2","2","1","0","3","0","1","2","3","0","1","0","1","0","0","3","0","2","0","0","3","0","0","0","1","0","1","0","2","0","0","0","0","0","0","1","0","0","1","0","4","1","0","0","1"
"11112  :  โรงพยาบาลโพนสวรรค์","327","13","20","2","2","0","5","1","7","0","7","1","21","1","12","1","7","0","3","0","6","0","15","0","8","0","28","0","28","1","14","0","11","0","18","1","21","0","10","0","10","0","2","0","5","0","8","0","10","0","1","0","8","0","16","3","5","0","5","0","15","2","0","0"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","11","185","0","8","0","4","3","5","0","5","0","8","1","4","1","12","1","16","0","11","0","10","0","6","0","5","1","1","0","12","0","12","2","3","1","6","0","16","1","11","0","20","0","8","0","13","0","8","1","10","0","12","0","4","0","7","0","8","0","5","0","0","0","2"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40840  :  โรงพยาบาลวังยาง","0","35","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","3","0","0","0","6","0","3","0","1","0","1","0","1","0","0","0","0","0","1","0","4","0","3","0","1","0","0","0","1","0","1","0","1","0","3","0","0","0","3","0","0","0","1","0","0"
"10712  :  โรงพยาบาลมุกดาหาร","134","520","8","12","2","14","3","12","2","17","2","8","3","14","4","14","3","16","1","18","10","16","2","19","11","13","11","12","5","24","8","30","3","22","2","15","8","24","3","24","4","23","12","17","3","15","4","16","5","18","1","25","1","26","1","15","4","17","2","8","2","14","4","7"
"11113  :  โรงพยาบาลนิคมคำสร้อย","262","11","5","0","10","1","8","0","8","0","5","1","6","0","10","0","6","0","8","0","9","1","10","0","4","2","6","2","15","0","4","0","18","0","4","1","12","1","3","0","9","0","17","0","26","0","7","2","6","0","9","0","6","0","12","0","6","0","8","0","2","0","5","0"
"11114  :  โรงพยาบาลดอนตาล","5","145","0","4","0","6","1","4","0","6","0","2","0","10","0","4","0","9","0","5","1","2","0","3","1","6","1","7","0","8","0","8","0","4","0","6","0","4","0","6","0","4","1","5","0","3","0","1","0","9","0","8","0","0","0","4","0","4","0","0","0","2","0","3"
"11115  :  โรงพยาบาลดงหลวง","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0"
"11116  :  โรงพยาบาลคำชะอี","999","320","11","10","6","5","15","20","41","3","47","35","88","17","40","17","41","19","3","28","11","18","21","29","26","8","1","14","4","21","28","12","72","15","87","3","85","18","36","10","27","13","17","4","65","5","16","12","48","18","35","5","27","6","37","4","16","7","25","9","22","7","4","3"
"11117  :  โรงพยาบาลหว้านใหญ่","2","7","0","0","0","0","0","0","0","1","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"11118  :  โรงพยาบาลหนองสูง","283","150","18","5","11","4","5","7","7","5","6","3","9","6","7","9","2","5","10","2","7","2","4","3","5","7","7","6","8","2","6","3","6","9","19","8","31","7","17","5","16","6","17","3","9","13","7","2","4","3","4","5","16","5","2","3","16","6","3","6","8","2","1","0"
"06009  :  โรงพยาบาลแม่ตื่น","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10713  :  โรงพยาบาลนครพิงค์","62","1,162","3","42","3","28","3","33","3","28","1","33","2","28","1","37","3","50","3","21","1","38","2","41","3","33","2","27","0","55","5","39","4","26","3","42","3","47","3","48","2","56","2","41","5","60","1","46","2","42","2","68","1","50","3","41","4","39","2","35","0","37","1","22"
"11119  :  โรงพยาบาลจอมทอง","59","596","3","20","3","16","1","19","0","15","3","11","0","28","4","23","0","24","1","17","2","30","0","30","6","30","5","10","1","20","0","28","1","15","1","22","3","9","4","31","2","12","3","20","1","18","1","23","2","29","3","18","3","20","2","15","3","9","0","18","0","11","1","10"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","118","63","3","3","5","1","0","0","2","0","1","1","1","2","1","1","5","4","3","0","4","2","8","2","2","3","3","3","1","1","0","2","1","5","0","1","13","3","10","0","7","0","6","1","1","3","7","3","14","12","3","1","2","1","1","2","5","1","3","0","17","5","0","1"
"11121  :  โรงพยาบาลเชียงดาว","71","673","2","39","3","29","2","32","3","37","1","33","1","31","6","33","2","30","3","34","7","31","6","32","2","23","2","27","7","21","3","30","4","25","3","26","6","42","5","33","2","43","0","42","2","37","2","48","4","41","0","44","0","35","2","33","2","30","2","32","3","48","2","28"
"11122  :  โรงพยาบาลดอยสะเก็ด","2,385","173","41","9","8","13","21","0","59","5","167","5","185","6","24","4","120","13","109","4","13","5","23","5","37","11","74","6","14","4","124","1","18","8","114","19","225","2","171","8","96","5","25","3","39","3","40","6","123","2","70","5","41","7","219","6","105","6","120","7","77","5","10","3"
"11123  :  โรงพยาบาลแม่แตง","7","233","0","4","0","3","0","1","0","4","0","3","0","5","0","10","2","14","0","9","0","9","0","1","0","10","0","6","0","6","1","5","1","3","0","1","0","5","0","17","0","13","0","5","0","8","1","1","0","2","0","35","0","8","2","14","0","7","0","19","0","15","0","6"
"11124  :  โรงพยาบาลสะเมิง","319","10","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","5","0","42","0","22","0","24","1","11","0","51","1","18","0","16","0","45","0","31","2","22","1","34","0","0","0"
"11125  :  โรงพยาบาลฝาง","4","787","0","11","0","27","1","21","2","34","0","38","0","45","0","44","0","39","0","11","0","66","0","69","1","20","0","52","0","32","0","18","0","19","0","14","0","40","0","21","0","37","0","40","0","13","0","9","0","12","0","24","0","5","0","17","0","8","0","7","0","7","0","7"
"11126  :  โรงพยาบาลแม่อาย","67","420","3","25","0","16","1","5","0","18","4","16","1","9","5","31","9","9","3","16","0","2","1","7","4","14","0","6","0","32","4","40","1","8","0","9","9","5","0","28","1","6","4","71","5","23","3","22","1","7","3","4","4","8","1","27","0","8","5","17","0","5","0","3"
"11127  :  โรงพยาบาลพร้าว","58","57","0","1","0","0","2","4","3","1","2","2","0","1","1","3","3","3","2","0","0","2","2","3","5","5","2","4","3","4","3","5","4","8","3","2","2","3","1","3","3","1","6","0","4","2","5","4","1","3","3","3","1","1","0","1","0","5","0","4","1","4","3","1"
"11128  :  โรงพยาบาลสันป่าตอง","627","728","127","30","1","29","73","44","2","34","23","45","1","36","0","36","0","33","1","39","91","28","2","23","1","25","99","25","33","21","0","37","2","40","2","41","2","31","1","26","1","28","1","30","2","25","0","25","2","33","49","47","5","12","32","25","18","19","60","34","1","19","2","11"
"11129  :  โรงพยาบาลสันกำแพง","3,005","394","105","19","58","15","108","28","135","6","102","10","100","3","81","10","97","8","122","13","106","13","119","14","76","9","110","12","98","14","120","15","98","12","85","10","58","19","53","23","103","14","150","16","140","22","98","17","134","16","126","25","97","18","92","19","134","11","96","19","80","15","53","3"
"11130  :  โรงพยาบาลสันทราย","63","661","1","22","6","17","2","24","1","32","3","16","3","19","1","20","2","26","5","24","3","23","1","25","2","27","1","20","2","21","0","28","2","24","1","19","3","22","2","19","6","11","3","22","1","24","0","19","2","13","2","23","4","26","3","22","1","30","0","25","0","17","1","14"
"11131  :  โรงพยาบาลหางดง","113","2,097","3","74","4","71","3","69","4","103","2","122","6","102","3","82","7","114","3","119","2","128","4","109","8","101","7","118","8","73","1","119","2","117","3","128","2","90","4","109","4","83","6","66","7","92","4","76","0","88","3","69","1","88","5","73","4","108","4","41","4","81","1","36"
"11132  :  โรงพยาบาลฮอด","23","74","0","2","2","3","0","5","1","2","3","3","0","6","0","3","3","3","1","1","0","1","1","1","1","1","1","2","1","3","2","2","0","6","0","1","2","4","0","2","0","2","0","3","1","4","0","4","2","1","0","3","0","1","1","4","3","3","1","2","0","1","0","0"
"11133  :  โรงพยาบาลดอยเต่า","3","3","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0"
"11134  :  โรงพยาบาลอมก๋อย","65","9","2","1","4","0","5","1","1","0","0","0","8","0","1","1","1","0","4","0","5","2","0","1","1","1","10","0","1","0","1","0","0","0","1","0","1","0","0","0","4","1","2","0","2","0","3","1","4","0","0","0","4","0","0","0","1","0","1","0","0","0","0","0"
"11135  :  โรงพยาบาลสารภี","12","57","0","0","2","5","1","4","1","0","0","5","1","2","0","1","0","4","0","4","2","1","1","1","1","4","0","1","0","0","0","4","1","7","0","4","0","2","0","0","0","0","0","5","0","0","1","2","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0"
"11136  :  โรงพยาบาลเวียงแหง","687","28","17","2","3","1","9","2","6","1","5","1","18","2","8","0","7","1","4","2","0","0","4","0","8","0","7","0","15","1","30","0","19","3","19","0","46","0","33","0","54","2","66","1","26","3","28","2","28","0","162","0","12","1","18","2","46","2","5","0","0","0","2","1"
"11137  :  โรงพยาบาลไชยปราการ","8","85","0","0","0","8","1","2","0","7","0","2","0","1","0","2","0","2","0","2","0","2","0","1","0","3","0","7","0","1","0","2","0","2","1","1","0","0","2","1","0","4","0","4","0","6","2","6","0","8","1","2","1","9","0","2","0","1","0","2","0","1","0","0"
"11138  :  โรงพยาบาลแม่วาง","153","26","5","1","3","1","3","0","23","2","5","2","5","1","4","2","2","1","5","0","3","0","5","2","3","0","2","0","2","3","1","1","2","2","6","0","2","1","5","1","9","2","6","1","2","0","11","1","9","1","12","2","7","1","4","1","12","2","6","0","5","0","1","0"
"11139  :  โรงพยาบาลแม่ออน","2","18","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","1","0","0","0","0","0","0","1","1","0","2","0","3","0","1","0","1","0","0","0","0","0","2","0","2","0","0"
"11507  :  โรงพยาบาลกองบิน 41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","0","12","0","0","0","0","0","0","0","1","0","2","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"11643  :  โรงพยาบาลดอยหล่อ","17","10","0","0","0","0","0","1","1","0","0","0","1","0","0","0","3","0","1","2","1","0","0","0","0","0","0","0","2","1","1","0","0","1","0","0","0","0","0","1","2","1","0","0","2","0","1","0","1","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0"
"11978  :  โรงพยาบาลดารารัศมี","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","0"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","514","101","7","1","20","4","16","5","12","2","7","3","9","2","13","6","16","4","16","3","16","3","13","2","7","1","10","0","27","3","24","6","24","1","18","4","19","6","8","5","25","2","24","4","22","5","13","6","13","3","24","15","37","0","16","1","30","2","10","3","6","0","15","0"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","103","378","5","10","2","23","3","22","4","12","15","13","10","20","11","8","5","10","3","10","2","8","6","15","0","25","0","13","1","16","1","7","0","13","0","10","0","15","0","10","1","9","2","9","4","10","2","9","3","10","15","14","6","14","0","11","1","7","1","11","1","10","0","5"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","0","2","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12280  :  โรงพยาบาลสวนปรุง","2","6","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","388","610","14","22","12","25","20","17","14","18","10","31","13","23","5","11","9","26","10","22","16","23","13","25","18","15","20","28","10","15","10","14","9","22","8","22","16","20","27","30","15","29","7","19","15","19","10","28","6","23","17","20","20","24","4","13","13","16","6","16","7","14","14","10"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","169","64","25","1","0","1","10","3","29","4","6","2","0","0","4","1","2","0","1","2","4","3","4","4","3","2","3","2","2","1","1","0","1","2","2","6","0","3","5","1","41","6","0","2","3","3","0","1","1","1","0","3","0","2","17","3","4","1","2","2","1","2","3","2"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
