"โรงพยาบาล","ปีการศึกษา 2562 เทอม1","ปีการศึกษา 2562 เทอม2"
"เด็กนักเรียน ม.1 ทั้งหมด(C)","ตรวจฟันตามเงื่อนไข(B)","%","ปราศจากฟันแท้ผุ(A)","%","เด็กนักเรียน ม.1 ทั้งหมด(C)","ตรวจฟันตามเงื่อนไข(B)","%","ปราศจากฟันแท้ผุ(A)","%"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77649  :  โรงพยาบาลหนองนาคำ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77650  :  โรงพยาบาลเวียงเก่า","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","323","6","1.86","5","83.33","325","0","0.00","0","0.00"
"77652  :  โรงพยาบาลโนนศิลา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10671  :  โรงพยาบาลอุดรธานี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11013  :  โรงพยาบาลกุดจับ","981","38","3.87","26","68.42","761","8","1.05","8","100.00"
"11014  :  โรงพยาบาลหนองวัวซอ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11015  :  โรงพยาบาลกุมภวาปี","788","23","2.92","13","56.52","201","1","0.50","0","0.00"
"11016  :  โรงพยาบาลห้วยเกิ้ง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11017  :  โรงพยาบาลโนนสะอาด","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11018  :  โรงพยาบาลหนองหาน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11019  :  โรงพยาบาลทุ่งฝน","364","3","0.82","2","66.67","351","0","0.00","0","0.00"
"11020  :  โรงพยาบาลไชยวาน","476","14","2.94","8","57.14","464","7","1.51","3","42.86"
"11021  :  โรงพยาบาลศรีธาตุ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11022  :  โรงพยาบาลวังสามหมอ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11023  :  โรงพยาบาลบ้านผือ","411","14","3.41","13","92.86","299","0","0.00","0","0.00"
"11024  :  โรงพยาบาลน้ำโสม","1,069","11","1.03","9","81.82","993","3","0.30","0","0.00"
"11025  :  โรงพยาบาลเพ็ญ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11026  :  โรงพยาบาลสร้างคอม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11027  :  โรงพยาบาลหนองแสง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11028  :  โรงพยาบาลนายูง","56","2","3.57","1","50.00","56","1","1.79","0","0.00"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","1,618","62","3.83","55","88.71","1,463","6","0.41","3","50.00"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"25058  :  โรงพยาบาลกู่แก้ว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10705  :  โรงพยาบาลเลย","2,070","43","2.08","36","83.72","1,604","1","0.06","0","0.00"
"11030  :  โรงพยาบาลนาด้วง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11031  :  โรงพยาบาลเชียงคาน","129","2","1.55","2","100.00","11","0","0.00","0","0.00"
"11032  :  โรงพยาบาลปากชม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11033  :  โรงพยาบาลนาแห้ว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11034  :  โรงพยาบาลภูเรือ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11035  :  โรงพยาบาลท่าลี่","58","1","1.72","0","0.00","54","0","0.00","0","0.00"
"11036  :  โรงพยาบาลวังสะพุง","91","0","0.00","0","0.00","91","0","0.00","0","0.00"
"11037  :  โรงพยาบาลภูกระดึง","221","7","3.17","4","57.14","207","0","0.00","0","0.00"
"11038  :  โรงพยาบาลภูหลวง","92","0","0.00","0","0.00","89","0","0.00","0","0.00"
"11039  :  โรงพยาบาลผาขาว","174","0","0.00","0","0.00","166","0","0.00","0","0.00"
"11447  :  โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","56","0","0.00","0","0.00","53","0","0.00","0","0.00"
"14133  :  โรงพยาบาลเอราวัณ","119","9","7.56","2","22.22","117","0","0.00","0","0.00"
"14644  :  โรงพยาบาลจิตเวชเลยราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28861  :  โรงพยาบาลหนองหิน","312","2","0.64","1","50.00","36","0","0.00","0","0.00"
"10706  :  โรงพยาบาลหนองคาย","2,491","13","0.52","11","84.62","2,361","1","0.04","0","0.00"
"11042  :  โรงพยาบาลโพนพิสัย","117","0","0.00","0","0.00","118","1","0.85","1","100.00"
"11044  :  โรงพยาบาลศรีเชียงใหม่","413","4","0.97","2","50.00","344","0","0.00","0","0.00"
"11045  :  โรงพยาบาลสังคม","441","29","6.58","11","37.93","442","0","0.00","0","0.00"
"11448  :  โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ","1,486","22","1.48","20","90.91","1,465","1","0.07","0","0.00"
"14558  :  โรงพยาบาลพิสัยเวช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"21356  :  โรงพยาบาลสระใคร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28778  :  โรงพยาบาลโพธิ์ตาก","203","0","0.00","0","0.00","205","0","0.00","0","0.00"
"28811  :  โรงพยาบาลเฝ้าไร่","93","11","11.83","5","45.45","93","0","0.00","0","0.00"
"28815  :  โรงพยาบาลรัตนวาปี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10707  :  โรงพยาบาลมหาสารคาม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11051  :  โรงพยาบาลแกดำ","154","1","0.65","0","0.00","155","0","0.00","0","0.00"
"11052  :  โรงพยาบาลโกสุมพิสัย","1,498","38","2.54","25","65.79","1,193","3","0.25","0","0.00"
"11053  :  โรงพยาบาลกันทรวิชัย","410","7","1.71","6","85.71","390","0","0.00","0","0.00"
"11054  :  โรงพยาบาลเชียงยืน","1,096","7","0.64","3","42.86","1,068","0","0.00","0","0.00"
"11055  :  โรงพยาบาลบรบือ","2,174","98","4.51","53","54.08","2,162","3","0.14","2","66.67"
"11056  :  โรงพยาบาลนาเชือก","1,125","11","0.98","4","36.36","913","0","0.00","0","0.00"
"11057  :  โรงพยาบาลพยัคฆภูมิพิสัย","1,675","56","3.34","10","17.86","1,396","15","1.07","2","13.33"
"11058  :  โรงพยาบาลวาปีปทุม","1,543","3","0.19","3","100.00","1,483","3","0.20","2","66.67"
"11059  :  โรงพยาบาลนาดูน","637","1","0.16","1","100.00","634","0","0.00","0","0.00"
"11060  :  โรงพยาบาลยางสีสุราช","13","0","0.00","0","0.00","13","0","0.00","0","0.00"
"22953  :  โรงพยาบาลสุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24704  :  โรงพยาบาลกุดรัง","46","1","2.17","0","0.00","28","0","0.00","0","0.00"
"28843  :  โรงพยาบาลชื่นชม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10708  :  โรงพยาบาลร้อยเอ็ด","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11061  :  โรงพยาบาลเกษตรวิสัย","1,160","0","0.00","0","0.00","1,021","0","0.00","0","0.00"
"11062  :  โรงพยาบาลปทุมรัตต์","1,027","19","1.85","6","31.58","992","6","0.60","3","50.00"
"11063  :  โรงพยาบาลจตุรพักตรพิมาน","941","10","1.06","6","60.00","938","1","0.11","0","0.00"
"11064  :  โรงพยาบาลธวัชบุรี","264","0","0.00","0","0.00","257","0","0.00","0","0.00"
"11065  :  โรงพยาบาลพนมไพร","1,054","41","3.89","8","19.51","1,045","3","0.29","2","66.67"
"11066  :  โรงพยาบาลโพนทอง","2,117","12","0.57","10","83.33","2,036","2","0.10","2","100.00"
"11067  :  โรงพยาบาลโพธิ์ชัย","337","0","0.00","0","0.00","342","0","0.00","0","0.00"
"11068  :  โรงพยาบาลหนองพอก","881","29","3.29","21","72.41","635","9","1.42","5","55.56"
"11069  :  โรงพยาบาลเสลภูมิ","2,281","22","0.96","14","63.64","1,869","3","0.16","2","66.67"
"11070  :  โรงพยาบาลสุวรรณภูมิ","2,306","41","1.78","32","78.05","2,219","3","0.14","0","0.00"
"11071  :  โรงพยาบาลเมืองสรวง","393","0","0.00","0","0.00","360","0","0.00","0","0.00"
"11072  :  โรงพยาบาลโพนทราย","326","2","0.61","2","100.00","312","0","0.00","0","0.00"
"11073  :  โรงพยาบาลอาจสามารถ","754","2","0.27","1","50.00","613","5","0.82","4","80.00"
"11074  :  โรงพยาบาลเมยวดี","419","1","0.24","1","100.00","414","0","0.00","0","0.00"
"11075  :  โรงพยาบาลศรีสมเด็จ","430","0","0.00","0","0.00","371","0","0.00","0","0.00"
"11076  :  โรงพยาบาลจังหาร","238","7","2.94","1","14.29","234","5","2.14","0","0.00"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","49","0","0.00","0","0.00","50","0","0.00","0","0.00"
"27989  :  โรงพยาบาลเชียงขวัญ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27990  :  โรงพยาบาลหนองฮี","177","0","0.00","0","0.00","173","1","0.58","1","100.00"
"10709  :  โรงพยาบาลกาฬสินธุ์","2,752","39","1.42","39","100.00","2,693","0","0.00","0","0.00"
"11077  :  โรงพยาบาลนามน","169","0","0.00","0","0.00","127","0","0.00","0","0.00"
"11078  :  โรงพยาบาลกมลาไสย","1,263","1","0.08","0","0.00","1,249","0","0.00","0","0.00"
"11079  :  โรงพยาบาลร่องคำ","552","1","0.18","1","100.00","546","0","0.00","0","0.00"
"11080  :  โรงพยาบาลเขาวง","696","2","0.29","2","100.00","669","0","0.00","0","0.00"
"11081  :  โรงพยาบาลยางตลาด","899","2","0.22","2","100.00","851","1","0.12","1","100.00"
"11082  :  โรงพยาบาลห้วยเม็ก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11083  :  โรงพยาบาลสหัสขันธ์","573","82","14.31","66","80.49","520","0","0.00","0","0.00"
"11084  :  โรงพยาบาลคำม่วง","789","30","3.80","23","76.67","780","0","0.00","0","0.00"
"11085  :  โรงพยาบาลท่าคันโท","516","0","0.00","0","0.00","406","0","0.00","0","0.00"
"11086  :  โรงพยาบาลหนองกุงศรี","723","12","1.66","11","91.67","549","0","0.00","0","0.00"
"11087  :  โรงพยาบาลสมเด็จ","1,683","66","3.92","48","72.73","1,529","0","0.00","0","0.00"
"11088  :  โรงพยาบาลห้วยผึ้ง","449","1","0.22","0","0.00","405","0","0.00","0","0.00"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","944","5","0.53","1","20.00","865","1","0.12","0","0.00"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28017  :  โรงพยาบาลนาคู","80","0","0.00","0","0.00","78","0","0.00","0","0.00"
"28789  :  โรงพยาบาลฆ้องชัย","77","0","0.00","0","0.00","75","0","0.00","0","0.00"
"28790  :  โรงพยาบาลดอนจาน","293","4","1.37","4","100.00","285","0","0.00","0","0.00"
"28791  :  โรงพยาบาลสามชัย","448","56","12.50","33","58.93","399","0","0.00","0","0.00"
"10710  :  โรงพยาบาลสกลนคร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11089  :  โรงพยาบาลกุสุมาลย์","86","0","0.00","0","0.00","88","0","0.00","0","0.00"
"11090  :  โรงพยาบาลกุดบาก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11092  :  โรงพยาบาลพังโคน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11093  :  โรงพยาบาลวาริชภูมิ","35","1","2.86","1","100.00","0","0","0.00","0","0.00"
"11094  :  โรงพยาบาลนิคมน้ำอูน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11095  :  โรงพยาบาลวานรนิวาส","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11096  :  โรงพยาบาลคำตากล้า","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11097  :  โรงพยาบาลบ้านม่วง","70","16","22.86","4","25.00","70","0","0.00","0","0.00"
"11098  :  โรงพยาบาลอากาศอำนวย","23","1","4.35","1","100.00","0","0","0.00","0","0.00"
"11099  :  โรงพยาบาลส่องดาว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11100  :  โรงพยาบาลเต่างอย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11102  :  โรงพยาบาลเจริญศิลป์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11103  :  โรงพยาบาลโพนนาแก้ว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","32","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","145","3","2.07","2","66.67","19","0","0.00","0","0.00"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10711  :  โรงพยาบาลนครพนม","116","9","7.76","9","100.00","14","0","0.00","0","0.00"
"11104  :  โรงพยาบาลปลาปาก","823","21","2.55","19","90.48","642","0","0.00","0","0.00"
"11105  :  โรงพยาบาลท่าอุเทน","736","10","1.36","4","40.00","711","4","0.56","2","50.00"
"11106  :  โรงพยาบาลบ้านแพง","593","1","0.17","1","100.00","577","0","0.00","0","0.00"
"11107  :  โรงพยาบาลนาทม","283","3","1.06","1","33.33","273","0","0.00","0","0.00"
"11108  :  โรงพยาบาลเรณูนคร","1,145","69","6.03","69","100.00","1,131","0","0.00","0","0.00"
"11109  :  โรงพยาบาลนาแก","408","13","3.19","12","92.31","389","0","0.00","0","0.00"
"11110  :  โรงพยาบาลศรีสงคราม","869","12","1.38","11","91.67","861","0","0.00","0","0.00"
"11111  :  โรงพยาบาลนาหว้า","642","3","0.47","1","33.33","636","0","0.00","0","0.00"
"11112  :  โรงพยาบาลโพนสวรรค์","652","53","8.13","43","81.13","628","8","1.27","1","12.50"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"40840  :  โรงพยาบาลวังยาง","88","13","14.77","13","100.00","86","0","0.00","0","0.00"
"10712  :  โรงพยาบาลมุกดาหาร","1,712","10","0.58","6","60.00","1,695","1","0.06","0","0.00"
"11113  :  โรงพยาบาลนิคมคำสร้อย","596","0","0.00","0","0.00","599","0","0.00","0","0.00"
"11114  :  โรงพยาบาลดอนตาล","591","20","3.38","10","50.00","579","5","0.86","1","20.00"
"11115  :  โรงพยาบาลดงหลวง","460","2","0.43","0","0.00","418","0","0.00","0","0.00"
"11116  :  โรงพยาบาลคำชะอี","540","1","0.19","0","0.00","533","3","0.56","0","0.00"
"11117  :  โรงพยาบาลหว้านใหญ่","216","1","0.46","1","100.00","210","1","0.48","1","100.00"
"11118  :  โรงพยาบาลหนองสูง","366","24","6.56","11","45.83","368","6","1.63","2","33.33"
"06009  :  โรงพยาบาลแม่ตื่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10713  :  โรงพยาบาลนครพิงค์","7,716","235","3.05","161","68.51","2,267","33","1.46","25","75.76"
"11119  :  โรงพยาบาลจอมทอง","1,063","96","9.03","52","54.17","1,043","3","0.29","3","100.00"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11121  :  โรงพยาบาลเชียงดาว","289","13","4.50","5","38.46","312","3","0.96","0","0.00"
"11122  :  โรงพยาบาลดอยสะเก็ด","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11123  :  โรงพยาบาลแม่แตง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11124  :  โรงพยาบาลสะเมิง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11125  :  โรงพยาบาลฝาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11126  :  โรงพยาบาลแม่อาย","160","3","1.88","1","33.33","255","30","11.76","14","46.67"
"11127  :  โรงพยาบาลพร้าว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11128  :  โรงพยาบาลสันป่าตอง","1,142","93","8.14","68","73.12","1,149","31","2.70","19","61.29"
"11129  :  โรงพยาบาลสันกำแพง","1,181","18","1.52","10","55.56","1,252","22","1.76","13","59.09"
"11130  :  โรงพยาบาลสันทราย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11131  :  โรงพยาบาลหางดง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11132  :  โรงพยาบาลฮอด","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11133  :  โรงพยาบาลดอยเต่า","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11134  :  โรงพยาบาลอมก๋อย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11135  :  โรงพยาบาลสารภี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11136  :  โรงพยาบาลเวียงแหง","343","97","28.28","59","60.82","442","1","0.23","1","100.00"
"11137  :  โรงพยาบาลไชยปราการ","41","31","75.61","10","32.26","72","32","44.44","7","21.88"
"11138  :  โรงพยาบาลแม่วาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11139  :  โรงพยาบาลแม่ออน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11507  :  โรงพยาบาลกองบิน 41","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11643  :  โรงพยาบาลดอยหล่อ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11978  :  โรงพยาบาลดารารัศมี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","125","2","1.60","2","100.00","5","0","0.00","0","0.00"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12280  :  โรงพยาบาลสวนปรุง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","644","12","1.86","7","58.33","35","1","2.86","1","100.00"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10714  :  โรงพยาบาลลำพูน","3,439","13","0.38","11","84.62","3,024","3","0.10","1","33.33"
"11140  :  โรงพยาบาลแม่ทา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11141  :  โรงพยาบาลบ้านโฮ่ง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11142  :  โรงพยาบาลลี้","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11144  :  โรงพยาบาลป่าซาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11145  :  โรงพยาบาลบ้านธิ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24956  :  โรงพยาบาลเวียงหนองล่อง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10672  :  โรงพยาบาลลำปาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11146  :  โรงพยาบาลแม่เมาะ","672","0","0.00","0","0.00","663","0","0.00","0","0.00"
"11147  :  โรงพยาบาลเกาะคา","208","1","0.48","1","100.00","145","1","0.69","0","0.00"
"11148  :  โรงพยาบาลเสริมงาม","559","6","1.07","5","83.33","556","1","0.18","0","0.00"
"11149  :  โรงพยาบาลงาว","685","8","1.17","6","75.00","354","0","0.00","0","0.00"
"11150  :  โรงพยาบาลแจ้ห่ม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11151  :  โรงพยาบาลวังเหนือ","692","26","3.76","26","100.00","609","0","0.00","0","0.00"
"11152  :  โรงพยาบาลเถิน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11153  :  โรงพยาบาลแม่พริก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11154  :  โรงพยาบาลแม่ทะ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11155  :  โรงพยาบาลสบปราบ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11156  :  โรงพยาบาลห้างฉัตร","257","0","0.00","0","0.00","261","0","0.00","0","0.00"
"11157  :  โรงพยาบาลเมืองปาน","64","0","0.00","0","0.00","67","0","0.00","0","0.00"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12283  :  โรงพยาบาลมะเร็งลำปาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10673  :  โรงพยาบาลอุตรดิตถ์","2,185","111","5.08","60","54.05","1,752","0","0.00","0","0.00"
"11158  :  โรงพยาบาลตรอน","440","1","0.23","0","0.00","431","1","0.23","1","100.00"
"11159  :  โรงพยาบาลท่าปลา","407","8","1.97","6","75.00","402","1","0.25","0","0.00"
"11160  :  โรงพยาบาลน้ำปาด","780","2","0.26","1","50.00","454","0","0.00","0","0.00"
"11161  :  โรงพยาบาลฟากท่า","363","1","0.28","0","0.00","355","0","0.00","0","0.00"
"11162  :  โรงพยาบาลบ้านโคก","300","0","0.00","0","0.00","303","1","0.33","1","100.00"
"11163  :  โรงพยาบาลพิชัย","1,338","10","0.75","2","20.00","1,325","7","0.53","7","100.00"
"11164  :  โรงพยาบาลลับแล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11165  :  โรงพยาบาลทองแสนขัน","303","4","1.32","0","0.00","297","0","0.00","0","0.00"
"11509  :  โรงพยาบาลค่ายพิชัยดาบหัก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10715  :  โรงพยาบาลแพร่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11166  :  โรงพยาบาลร้องกวาง","538","1","0.19","0","0.00","509","0","0.00","0","0.00"
"11167  :  โรงพยาบาลลอง","724","1","0.14","1","100.00","713","0","0.00","0","0.00"
"11169  :  โรงพยาบาลสูงเม่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11170  :  โรงพยาบาลสอง","624","23","3.69","11","47.83","621","5","0.81","0","0.00"
"11171  :  โรงพยาบาลวังชิ้น","357","20","5.60","20","100.00","355","2","0.56","2","100.00"
"11172  :  โรงพยาบาลหนองม่วงไข่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11452  :  โรงพยาบาลสมเด็จพระยุพราชเด่นชัย","337","1","0.30","0","0.00","335","0","0.00","0","0.00"
"10716  :  โรงพยาบาลน่าน","2,252","20","0.89","10","50.00","1,559","2","0.13","0","0.00"
"11173  :  โรงพยาบาลแม่จริม","171","0","0.00","0","0.00","169","1","0.59","1","100.00"
"11174  :  โรงพยาบาลบ้านหลวง","217","0","0.00","0","0.00","218","0","0.00","0","0.00"
"11175  :  โรงพยาบาลนาน้อย","488","6","1.23","1","16.67","454","0","0.00","0","0.00"
"11176  :  โรงพยาบาลท่าวังผา","614","17","2.77","6","35.29","607","3","0.49","3","100.00"
"11177  :  โรงพยาบาลเวียงสา","1,053","19","1.80","9","47.37","1,020","8","0.78","1","12.50"
"11178  :  โรงพยาบาลทุ่งช้าง","248","27","10.89","12","44.44","243","1","0.41","1","100.00"
"11179  :  โรงพยาบาลเชียงกลาง","426","4","0.94","1","25.00","363","0","0.00","0","0.00"
"11180  :  โรงพยาบาลนาหมื่น","165","0","0.00","0","0.00","165","0","0.00","0","0.00"
"11181  :  โรงพยาบาลสันติสุข","274","3","1.09","0","0.00","198","0","0.00","0","0.00"
"11182  :  โรงพยาบาลบ่อเกลือ","259","19","7.34","11","57.89","239","3","1.26","2","66.67"
"11183  :  โรงพยาบาลสองแคว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11453  :  โรงพยาบาลสมเด็จพระยุพราชปัว","70","2","2.86","2","100.00","0","0","0.00","0","0.00"
"11510  :  โรงพยาบาลค่ายสุริยพงษ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11625  :  โรงพยาบาลเฉลิมพระเกียรติ","120","0","0.00","0","0.00","118","0","0.00","0","0.00"
"25017  :  โรงพยาบาลภูเพียง","140","0","0.00","0","0.00","100","0","0.00","0","0.00"
"10717  :  โรงพยาบาลพะเยา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10718  :  โรงพยาบาลเชียงคำ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
