"โรงพยาบาล","ปีการศึกษา 2563 เทอม1","ปีการศึกษา 2563 เทอม2"
"เด็กนักเรียน ม.1 ทั้งหมด(C)","ตรวจฟันตามเงื่อนไข(B)","%","ฟันดีไม่มีผุ(A)","%","เด็กนักเรียน ม.1 ทั้งหมด(C)","ตรวจฟันตามเงื่อนไข(B)","%","ฟันดีไม่มีผุ(A)","%"
"77652  :  โรงพยาบาลโนนศิลา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10671  :  โรงพยาบาลอุดรธานี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11013  :  โรงพยาบาลกุดจับ","354","7","1.98","6","85.71","355","26","7.32","23","88.46"
"11014  :  โรงพยาบาลหนองวัวซอ","188","4","2.13","3","75.00","188","0","0.00","0","0.00"
"11015  :  โรงพยาบาลกุมภวาปี","267","25","9.36","22","88.00","288","9","3.13","6","66.67"
"11016  :  โรงพยาบาลห้วยเกิ้ง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11017  :  โรงพยาบาลโนนสะอาด","200","3","1.50","2","66.67","225","2","0.89","2","100.00"
"11018  :  โรงพยาบาลหนองหาน","621","28","4.51","25","89.29","648","38","5.86","28","73.68"
"11019  :  โรงพยาบาลทุ่งฝน","125","3","2.40","2","66.67","126","6","4.76","4","66.67"
"11020  :  โรงพยาบาลไชยวาน","177","7","3.95","4","57.14","176","4","2.27","3","75.00"
"11021  :  โรงพยาบาลศรีธาตุ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11022  :  โรงพยาบาลวังสามหมอ","31","0","0.00","0","0.00","300","6","2.00","6","100.00"
"11023  :  โรงพยาบาลบ้านผือ","590","27","4.58","22","81.48","606","39","6.44","36","92.31"
"11024  :  โรงพยาบาลน้ำโสม","389","7","1.80","4","57.14","431","4","0.93","2","50.00"
"11025  :  โรงพยาบาลเพ็ญ","546","23","4.21","20","86.96","548","14","2.55","12","85.71"
"11026  :  โรงพยาบาลสร้างคอม","111","0","0.00","0","0.00","113","1","0.88","1","100.00"
"11027  :  โรงพยาบาลหนองแสง","157","2","1.27","2","100.00","158","2","1.27","1","50.00"
"11028  :  โรงพยาบาลนายูง","19","0","0.00","0","0.00","17","0","0.00","0","0.00"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","123","10","8.13","9","90.00","124","9","7.26","4","44.44"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","718","32","4.46","31","96.88","740","28","3.78","23","82.14"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"25058  :  โรงพยาบาลกู่แก้ว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10705  :  โรงพยาบาลเลย","853","107","12.54","83","77.57","1,141","52","4.56","40","76.92"
"11030  :  โรงพยาบาลนาด้วง","120","1","0.83","0","0.00","123","7","5.69","6","85.71"
"11031  :  โรงพยาบาลเชียงคาน","439","49","11.16","47","95.92","503","17","3.38","16","94.12"
"11032  :  โรงพยาบาลปากชม","81","3","3.70","2","66.67","80","8","10.00","8","100.00"
"11033  :  โรงพยาบาลนาแห้ว","48","0","0.00","0","0.00","48","3","6.25","3","100.00"
"11034  :  โรงพยาบาลภูเรือ","240","40","16.67","39","97.50","243","13","5.35","13","100.00"
"11035  :  โรงพยาบาลท่าลี่","158","89","56.33","49","55.06","158","11","6.96","10","90.91"
"11036  :  โรงพยาบาลวังสะพุง","35","0","0.00","0","0.00","147","1","0.68","1","100.00"
"11037  :  โรงพยาบาลภูกระดึง","219","9","4.11","9","100.00","218","45","20.64","35","77.78"
"11038  :  โรงพยาบาลภูหลวง","133","3","2.26","3","100.00","129","12","9.30","11","91.67"
"11039  :  โรงพยาบาลผาขาว","78","2","2.56","1","50.00","78","21","26.92","18","85.71"
"11447  :  โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","223","67","30.04","66","98.51","221","11","4.98","11","100.00"
"14133  :  โรงพยาบาลเอราวัณ","123","12","9.76","6","50.00","121","34","28.10","18","52.94"
"14644  :  โรงพยาบาลจิตเวชเลยราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28861  :  โรงพยาบาลหนองหิน","136","43","31.62","32","74.42","136","22","16.18","21","95.45"
"10706  :  โรงพยาบาลหนองคาย","919","19","2.07","17","89.47","1,171","60","5.12","56","93.33"
"11042  :  โรงพยาบาลโพนพิสัย","785","56","7.13","47","83.93","781","48","6.15","47","97.92"
"11044  :  โรงพยาบาลศรีเชียงใหม่","126","7","5.56","7","100.00","142","1","0.70","1","100.00"
"11045  :  โรงพยาบาลสังคม","163","122","74.85","75","61.48","163","12","7.36","12","100.00"
"11448  :  โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ","416","31","7.45","30","96.77","436","20","4.59","20","100.00"
"14558  :  โรงพยาบาลพิสัยเวช","61","19","31.15","18","94.74","60","5","8.33","5","100.00"
"21356  :  โรงพยาบาลสระใคร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28778  :  โรงพยาบาลโพธิ์ตาก","107","2","1.87","2","100.00","108","5","4.63","3","60.00"
"28811  :  โรงพยาบาลเฝ้าไร่","29","16","55.17","11","68.75","30","1","3.33","0","0.00"
"28815  :  โรงพยาบาลรัตนวาปี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10707  :  โรงพยาบาลมหาสารคาม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11051  :  โรงพยาบาลแกดำ","57","0","0.00","0","0.00","57","0","0.00","0","0.00"
"11052  :  โรงพยาบาลโกสุมพิสัย","513","52","10.14","46","88.46","518","43","8.30","42","97.67"
"11053  :  โรงพยาบาลกันทรวิชัย","154","14","9.09","13","92.86","176","13","7.39","13","100.00"
"11054  :  โรงพยาบาลเชียงยืน","388","4","1.03","2","50.00","442","14","3.17","14","100.00"
"11055  :  โรงพยาบาลบรบือ","817","61","7.47","54","88.52","846","57","6.74","49","85.96"
"11056  :  โรงพยาบาลนาเชือก","440","26","5.91","21","80.77","449","44","9.80","39","88.64"
"11057  :  โรงพยาบาลพยัคฆภูมิพิสัย","673","27","4.01","20","74.07","670","27","4.03","22","81.48"
"11058  :  โรงพยาบาลวาปีปทุม","563","18","3.20","18","100.00","591","10","1.69","8","80.00"
"11059  :  โรงพยาบาลนาดูน","213","10","4.69","8","80.00","214","9","4.21","8","88.89"
"11060  :  โรงพยาบาลยางสีสุราช","7","0","0.00","0","0.00","6","0","0.00","0","0.00"
"22953  :  โรงพยาบาลสุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24704  :  โรงพยาบาลกุดรัง","19","1","5.26","0","0.00","19","2","10.53","2","100.00"
"28843  :  โรงพยาบาลชื่นชม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10708  :  โรงพยาบาลร้อยเอ็ด","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11061  :  โรงพยาบาลเกษตรวิสัย","415","12","2.89","12","100.00","418","9","2.15","8","88.89"
"11062  :  โรงพยาบาลปทุมรัตต์","385","48","12.47","36","75.00","379","8","2.11","3","37.50"
"11063  :  โรงพยาบาลจตุรพักตรพิมาน","305","18","5.90","16","88.89","304","27","8.88","25","92.59"
"11064  :  โรงพยาบาลธวัชบุรี","101","3","2.97","3","100.00","100","4","4.00","4","100.00"
"11065  :  โรงพยาบาลพนมไพร","372","11","2.96","5","45.45","370","8","2.16","6","75.00"
"11066  :  โรงพยาบาลโพนทอง","738","17","2.30","16","94.12","727","38","5.23","38","100.00"
"11067  :  โรงพยาบาลโพธิ์ชัย","112","0","0.00","0","0.00","108","18","16.67","18","100.00"
"11068  :  โรงพยาบาลหนองพอก","352","20","5.68","14","70.00","356","38","10.67","31","81.58"
"11069  :  โรงพยาบาลเสลภูมิ","820","59","7.20","40","67.80","839","94","11.20","75","79.79"
"11070  :  โรงพยาบาลสุวรรณภูมิ","763","23","3.01","20","86.96","772","70","9.07","68","97.14"
"11071  :  โรงพยาบาลเมืองสรวง","143","2","1.40","1","50.00","143","2","1.40","2","100.00"
"11072  :  โรงพยาบาลโพนทราย","136","1","0.74","1","100.00","135","2","1.48","2","100.00"
"11073  :  โรงพยาบาลอาจสามารถ","265","15","5.66","15","100.00","265","4","1.51","3","75.00"
"11074  :  โรงพยาบาลเมยวดี","143","6","4.20","6","100.00","139","11","7.91","10","90.91"
"11075  :  โรงพยาบาลศรีสมเด็จ","178","1","0.56","1","100.00","177","11","6.21","11","100.00"
"11076  :  โรงพยาบาลจังหาร","60","2","3.33","2","100.00","60","5","8.33","4","80.00"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","11","3","27.27","2","66.67","13","0","0.00","0","0.00"
"27989  :  โรงพยาบาลเชียงขวัญ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27990  :  โรงพยาบาลหนองฮี","38","35","92.11","29","82.86","38","0","0.00","0","0.00"
"10709  :  โรงพยาบาลกาฬสินธุ์","925","30","3.24","30","100.00","914","32","3.50","29","90.63"
"11077  :  โรงพยาบาลนามน","75","0","0.00","0","0.00","73","1","1.37","1","100.00"
"11078  :  โรงพยาบาลกมลาไสย","438","7","1.60","7","100.00","459","27","5.88","20","74.07"
"11079  :  โรงพยาบาลร่องคำ","407","2","0.49","2","100.00","406","0","0.00","0","0.00"
"11080  :  โรงพยาบาลเขาวง","259","19","7.34","19","100.00","258","9","3.49","9","100.00"
"11081  :  โรงพยาบาลยางตลาด","355","6","1.69","5","83.33","367","0","0.00","0","0.00"
"11082  :  โรงพยาบาลห้วยเม็ก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11083  :  โรงพยาบาลสหัสขันธ์","209","8","3.83","8","100.00","207","18","8.70","16","88.89"
"11084  :  โรงพยาบาลคำม่วง","271","0","0.00","0","0.00","276","4","1.45","0","0.00"
"11085  :  โรงพยาบาลท่าคันโท","186","1","0.54","1","100.00","189","2","1.06","2","100.00"
"11086  :  โรงพยาบาลหนองกุงศรี","280","26","9.29","25","96.15","282","15","5.32","14","93.33"
"11087  :  โรงพยาบาลสมเด็จ","683","11","1.61","10","90.91","679","16","2.36","14","87.50"
"11088  :  โรงพยาบาลห้วยผึ้ง","160","2","1.25","2","100.00","162","1","0.62","0","0.00"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","330","0","0.00","0","0.00","807","6","0.74","5","83.33"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28017  :  โรงพยาบาลนาคู","27","0","0.00","0","0.00","27","0","0.00","0","0.00"
"28789  :  โรงพยาบาลฆ้องชัย","21","2","9.52","2","100.00","22","0","0.00","0","0.00"
"28790  :  โรงพยาบาลดอนจาน","113","15","13.27","15","100.00","115","20","17.39","18","90.00"
"28791  :  โรงพยาบาลสามชัย","141","0","0.00","0","0.00","140","0","0.00","0","0.00"
"10710  :  โรงพยาบาลสกลนคร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11089  :  โรงพยาบาลกุสุมาลย์","343","3","0.87","3","100.00","342","0","0.00","0","0.00"
"11090  :  โรงพยาบาลกุดบาก","189","5","2.65","4","80.00","187","0","0.00","0","0.00"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","261","21","8.05","21","100.00","263","10","3.80","10","100.00"
"11092  :  โรงพยาบาลพังโคน","418","5","1.20","4","80.00","418","32","7.66","32","100.00"
"11093  :  โรงพยาบาลวาริชภูมิ","28","13","46.43","13","100.00","58","0","0.00","0","0.00"
"11094  :  โรงพยาบาลนิคมน้ำอูน","122","6","4.92","4","66.67","126","0","0.00","0","0.00"
"11095  :  โรงพยาบาลวานรนิวาส","94","0","0.00","0","0.00","599","7","1.17","7","100.00"
"11096  :  โรงพยาบาลคำตากล้า","281","0","0.00","0","0.00","281","20","7.12","20","100.00"
"11097  :  โรงพยาบาลบ้านม่วง","334","72","21.56","71","98.61","334","9","2.69","9","100.00"
"11098  :  โรงพยาบาลอากาศอำนวย","377","19","5.04","18","94.74","394","3","0.76","1","33.33"
"11099  :  โรงพยาบาลส่องดาว","186","81","43.55","81","100.00","188","1","0.53","1","100.00"
"11100  :  โรงพยาบาลเต่างอย","169","7","4.14","7","100.00","167","0","0.00","0","0.00"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","267","11","4.12","10","90.91","264","28","10.61","25","89.29"
"11102  :  โรงพยาบาลเจริญศิลป์","158","9","5.70","9","100.00","158","0","0.00","0","0.00"
"11103  :  โรงพยาบาลโพนนาแก้ว","40","0","0.00","0","0.00","38","0","0.00","0","0.00"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","417","26","6.24","26","100.00","1,104","87","7.88","87","100.00"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","57","3","5.26","3","100.00","58","0","0.00","0","0.00"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","99","0","0.00","0","0.00","103","0","0.00","0","0.00"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10711  :  โรงพยาบาลนครพนม","40","0","0.00","0","0.00","41","10","24.39","10","100.00"
"11104  :  โรงพยาบาลปลาปาก","368","33","8.97","31","93.94","366","32","8.74","32","100.00"
"11105  :  โรงพยาบาลท่าอุเทน","258","15","5.81","14","93.33","263","31","11.79","27","87.10"
"11106  :  โรงพยาบาลบ้านแพง","252","33","13.10","29","87.88","252","38","15.08","38","100.00"
"11107  :  โรงพยาบาลนาทม","77","4","5.19","4","100.00","80","19","23.75","16","84.21"
"11108  :  โรงพยาบาลเรณูนคร","359","69","19.22","67","97.10","357","105","29.41","102","97.14"
"11109  :  โรงพยาบาลนาแก","257","18","7.00","18","100.00","257","28","10.89","27","96.43"
"11110  :  โรงพยาบาลศรีสงคราม","348","61","17.53","53","86.89","345","30","8.70","29","96.67"
"11111  :  โรงพยาบาลนาหว้า","248","12","4.84","11","91.67","244","11","4.51","11","100.00"
"11112  :  โรงพยาบาลโพนสวรรค์","204","12","5.88","9","75.00","206","40","19.42","36","90.00"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"40840  :  โรงพยาบาลวังยาง","50","7","14.00","7","100.00","49","1","2.04","1","100.00"
"10712  :  โรงพยาบาลมุกดาหาร","604","44","7.28","39","88.64","763","9","1.18","9","100.00"
"11113  :  โรงพยาบาลนิคมคำสร้อย","251","7","2.79","7","100.00","252","0","0.00","0","0.00"
"11114  :  โรงพยาบาลดอนตาล","194","40","20.62","40","100.00","194","6","3.09","6","100.00"
"11115  :  โรงพยาบาลดงหลวง","163","0","0.00","0","0.00","167","18","10.78","18","100.00"
"11116  :  โรงพยาบาลคำชะอี","188","37","19.68","36","97.30","187","4","2.14","3","75.00"
"11117  :  โรงพยาบาลหว้านใหญ่","70","2","2.86","2","100.00","70","5","7.14","4","80.00"
"11118  :  โรงพยาบาลหนองสูง","133","13","9.77","12","92.31","131","11","8.40","7","63.64"
"06009  :  โรงพยาบาลแม่ตื่น","92","6","6.52","6","100.00","92","2","2.17","1","50.00"
"10713  :  โรงพยาบาลนครพิงค์","2,265","47","2.08","39","82.98","3,665","56","1.53","50","89.29"
"11119  :  โรงพยาบาลจอมทอง","424","29","6.84","22","75.86","431","1","0.23","0","0.00"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","395","4","1.01","4","100.00","435","0","0.00","0","0.00"
"11121  :  โรงพยาบาลเชียงดาว","337","54","16.02","30","55.56","386","3","0.78","3","100.00"
"11122  :  โรงพยาบาลดอยสะเก็ด","206","87","42.23","49","56.32","231","3","1.30","2","66.67"
"11123  :  โรงพยาบาลแม่แตง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11124  :  โรงพยาบาลสะเมิง","96","49","51.04","28","57.14","120","3","2.50","0","0.00"
"11125  :  โรงพยาบาลฝาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11126  :  โรงพยาบาลแม่อาย","151","0","0.00","0","0.00","178","0","0.00","0","0.00"
"11127  :  โรงพยาบาลพร้าว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11128  :  โรงพยาบาลสันป่าตอง","381","7","1.84","7","100.00","400","17","4.25","15","88.24"
"11129  :  โรงพยาบาลสันกำแพง","476","8","1.68","8","100.00","504","22","4.37","20","90.91"
"11130  :  โรงพยาบาลสันทราย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11131  :  โรงพยาบาลหางดง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11132  :  โรงพยาบาลฮอด","216","4","1.85","4","100.00","215","1","0.47","0","0.00"
"11133  :  โรงพยาบาลดอยเต่า","115","17","14.78","16","94.12","116","0","0.00","0","0.00"
"11134  :  โรงพยาบาลอมก๋อย","228","8","3.51","3","37.50","230","1","0.43","1","100.00"
"11135  :  โรงพยาบาลสารภี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11136  :  โรงพยาบาลเวียงแหง","127","124","97.64","97","78.23","153","138","90.20","102","73.91"
"11137  :  โรงพยาบาลไชยปราการ","19","18","94.74","11","61.11","37","1","2.70","0","0.00"
"11138  :  โรงพยาบาลแม่วาง","124","2","1.61","2","100.00","132","4","3.03","3","75.00"
"11139  :  โรงพยาบาลแม่ออน","60","0","0.00","0","0.00","65","2","3.08","2","100.00"
"11507  :  โรงพยาบาลกองบิน 41","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11643  :  โรงพยาบาลดอยหล่อ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11978  :  โรงพยาบาลดารารัศมี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","41","0","0.00","0","0.00","43","1","2.33","1","100.00"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12280  :  โรงพยาบาลสวนปรุง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","46","0","0.00","0","0.00","122","1","0.82","1","100.00"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","202","1","0.50","1","100.00","212","0","0.00","0","0.00"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","62","0","0.00","0","0.00","62","0","0.00","0","0.00"
"10714  :  โรงพยาบาลลำพูน","1,247","28","2.25","23","82.14","1,278","17","1.33","16","94.12"
"11140  :  โรงพยาบาลแม่ทา","58","49","84.48","40","81.63","85","1","1.18","1","100.00"
"11141  :  โรงพยาบาลบ้านโฮ่ง","187","15","8.02","14","93.33","210","31","14.76","28","90.32"
"11142  :  โรงพยาบาลลี้","292","7","2.40","5","71.43","289","7","2.42","1","14.29"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","69","6","8.70","4","66.67","81","49","60.49","41","83.67"
"11144  :  โรงพยาบาลป่าซาง","156","3","1.92","3","100.00","167","1","0.60","1","100.00"
"11145  :  โรงพยาบาลบ้านธิ","39","12","30.77","11","91.67","70","1","1.43","1","100.00"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24956  :  โรงพยาบาลเวียงหนองล่อง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10672  :  โรงพยาบาลลำปาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11146  :  โรงพยาบาลแม่เมาะ","248","7","2.82","6","85.71","248","2","0.81","2","100.00"
"11147  :  โรงพยาบาลเกาะคา","90","0","0.00","0","0.00","91","2","2.20","2","100.00"
"11148  :  โรงพยาบาลเสริมงาม","147","2","1.36","1","50.00","147","12","8.16","12","100.00"
"11149  :  โรงพยาบาลงาว","215","4","1.86","4","100.00","232","1","0.43","0","0.00"
"11150  :  โรงพยาบาลแจ้ห่ม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11151  :  โรงพยาบาลวังเหนือ","202","11","5.45","10","90.91","222","1","0.45","1","100.00"
"11152  :  โรงพยาบาลเถิน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11153  :  โรงพยาบาลแม่พริก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11154  :  โรงพยาบาลแม่ทะ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11155  :  โรงพยาบาลสบปราบ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11156  :  โรงพยาบาลห้างฉัตร","99","0","0.00","0","0.00","101","1","0.99","0","0.00"
"11157  :  โรงพยาบาลเมืองปาน","22","0","0.00","0","0.00","24","0","0.00","0","0.00"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12283  :  โรงพยาบาลมะเร็งลำปาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10673  :  โรงพยาบาลอุตรดิตถ์","682","37","5.43","29","78.38","714","183","25.63","176","96.17"
"11158  :  โรงพยาบาลตรอน","148","1","0.68","1","100.00","163","27","16.56","26","96.30"
"11159  :  โรงพยาบาลท่าปลา","142","2","1.41","2","100.00","140","51","36.43","42","82.35"
"11160  :  โรงพยาบาลน้ำปาด","294","17","5.78","16","94.12","296","33","11.15","33","100.00"
"11161  :  โรงพยาบาลฟากท่า","119","1","0.84","1","100.00","119","33","27.73","32","96.97"
"11162  :  โรงพยาบาลบ้านโคก","114","1","0.88","1","100.00","115","24","20.87","24","100.00"
"11163  :  โรงพยาบาลพิชัย","440","24","5.45","22","91.67","437","25","5.72","25","100.00"
"11164  :  โรงพยาบาลลับแล","0","0","0.00","0","0.00","80","22","27.50","22","100.00"
"11165  :  โรงพยาบาลทองแสนขัน","91","4","4.40","2","50.00","88","12","13.64","12","100.00"
"11509  :  โรงพยาบาลค่ายพิชัยดาบหัก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10715  :  โรงพยาบาลแพร่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11166  :  โรงพยาบาลร้องกวาง","206","2","0.97","2","100.00","222","0","0.00","0","0.00"
"11167  :  โรงพยาบาลลอง","262","1","0.38","1","100.00","262","1","0.38","1","100.00"
"11169  :  โรงพยาบาลสูงเม่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11170  :  โรงพยาบาลสอง","236","16","6.78","11","68.75","235","9","3.83","8","88.89"
"11171  :  โรงพยาบาลวังชิ้น","112","0","0.00","0","0.00","113","1","0.88","1","100.00"
"11172  :  โรงพยาบาลหนองม่วงไข่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11452  :  โรงพยาบาลสมเด็จพระยุพราชเด่นชัย","143","0","0.00","0","0.00","188","0","0.00","0","0.00"
"10716  :  โรงพยาบาลน่าน","689","20","2.90","17","85.00","812","17","2.09","16","94.12"
"11173  :  โรงพยาบาลแม่จริม","81","0","0.00","0","0.00","80","0","0.00","0","0.00"
"11174  :  โรงพยาบาลบ้านหลวง","79","0","0.00","0","0.00","79","0","0.00","0","0.00"
"11175  :  โรงพยาบาลนาน้อย","174","21","12.07","19","90.48","201","3","1.49","3","100.00"
"11176  :  โรงพยาบาลท่าวังผา","241","5","2.07","1","20.00","235","4","1.70","2","50.00"
"11177  :  โรงพยาบาลเวียงสา","361","16","4.43","15","93.75","383","7","1.83","4","57.14"
"11178  :  โรงพยาบาลทุ่งช้าง","101","9","8.91","7","77.78","107","0","0.00","0","0.00"
"11179  :  โรงพยาบาลเชียงกลาง","140","0","0.00","0","0.00","157","0","0.00","0","0.00"
"11180  :  โรงพยาบาลนาหมื่น","68","2","2.94","2","100.00","71","0","0.00","0","0.00"
"11181  :  โรงพยาบาลสันติสุข","68","33","48.53","32","96.97","76","1","1.32","1","100.00"
"11182  :  โรงพยาบาลบ่อเกลือ","92","1","1.09","1","100.00","101","91","90.10","68","74.73"
"11183  :  โรงพยาบาลสองแคว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11453  :  โรงพยาบาลสมเด็จพระยุพราชปัว","0","0","0.00","0","0.00","20","0","0.00","0","0.00"
"11510  :  โรงพยาบาลค่ายสุริยพงษ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11625  :  โรงพยาบาลเฉลิมพระเกียรติ","42","2","4.76","2","100.00","43","1","2.33","1","100.00"
"25017  :  โรงพยาบาลภูเพียง","31","0","0.00","0","0.00","38","1","2.63","1","100.00"
"10717  :  โรงพยาบาลพะเยา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10718  :  โรงพยาบาลเชียงคำ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11184  :  โรงพยาบาลจุน","204","58","28.43","57","98.28","224","25","11.16","25","100.00"
"11185  :  โรงพยาบาลเชียงม่วน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11186  :  โรงพยาบาลดอกคำใต้","126","23","18.25","23","100.00","123","10","8.13","10","100.00"
"11187  :  โรงพยาบาลปง","114","27","23.68","20","74.07","146","3","2.05","2","66.67"
"11188  :  โรงพยาบาลแม่ใจ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"15140  :  โรงพยาบาลค่ายขุนเจืองธรรมิกราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"40744  :  โรงพยาบาลภูซาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
