"โรงพยาบาล","ปีการศึกษา 2562 เทอม1","ปีการศึกษา 2562 เทอม2"
"เด็กนักเรียน ม.1 ทั้งหมด(C)","ตรวจฟันตามเงื่อนไข(B)","%","ฟันดีไม่มีผุ(A)","%","เด็กนักเรียน ม.1 ทั้งหมด(C)","ตรวจฟันตามเงื่อนไข(B)","%","ฟันดีไม่มีผุ(A)","%"
"10671  :  โรงพยาบาลอุดรธานี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11013  :  โรงพยาบาลกุดจับ","353","7","1.98","4","57.14","277","4","1.44","4","100.00"
"11014  :  โรงพยาบาลหนองวัวซอ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11015  :  โรงพยาบาลกุมภวาปี","256","19","7.42","14","73.68","65","0","0.00","0","0.00"
"11016  :  โรงพยาบาลห้วยเกิ้ง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11017  :  โรงพยาบาลโนนสะอาด","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11018  :  โรงพยาบาลหนองหาน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11019  :  โรงพยาบาลทุ่งฝน","102","1","0.98","1","100.00","99","0","0.00","0","0.00"
"11020  :  โรงพยาบาลไชยวาน","165","4","2.42","4","100.00","163","2","1.23","1","50.00"
"11021  :  โรงพยาบาลศรีธาตุ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11022  :  โรงพยาบาลวังสามหมอ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11023  :  โรงพยาบาลบ้านผือ","122","10","8.20","9","90.00","91","0","0.00","0","0.00"
"11024  :  โรงพยาบาลน้ำโสม","345","1","0.29","1","100.00","336","1","0.30","0","0.00"
"11025  :  โรงพยาบาลเพ็ญ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11026  :  โรงพยาบาลสร้างคอม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11027  :  โรงพยาบาลหนองแสง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11028  :  โรงพยาบาลนายูง","28","0","0.00","0","0.00","27","1","3.70","0","0.00"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","556","30","5.40","25","83.33","518","2","0.39","0","0.00"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"25058  :  โรงพยาบาลกู่แก้ว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10705  :  โรงพยาบาลเลย","675","31","4.59","29","93.55","538","1","0.19","0","0.00"
"11030  :  โรงพยาบาลนาด้วง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11031  :  โรงพยาบาลเชียงคาน","46","2","4.35","2","100.00","4","0","0.00","0","0.00"
"11032  :  โรงพยาบาลปากชม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11033  :  โรงพยาบาลนาแห้ว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11034  :  โรงพยาบาลภูเรือ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11035  :  โรงพยาบาลท่าลี่","24","1","4.17","0","0.00","23","0","0.00","0","0.00"
"11036  :  โรงพยาบาลวังสะพุง","29","0","0.00","0","0.00","29","0","0.00","0","0.00"
"11037  :  โรงพยาบาลภูกระดึง","66","7","10.61","7","100.00","67","0","0.00","0","0.00"
"11038  :  โรงพยาบาลภูหลวง","28","0","0.00","0","0.00","27","0","0.00","0","0.00"
"11039  :  โรงพยาบาลผาขาว","72","0","0.00","0","0.00","71","0","0.00","0","0.00"
"11447  :  โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","13","0","0.00","0","0.00","11","0","0.00","0","0.00"
"14133  :  โรงพยาบาลเอราวัณ","35","9","25.71","3","33.33","34","0","0.00","0","0.00"
"14644  :  โรงพยาบาลจิตเวชเลยราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28861  :  โรงพยาบาลหนองหิน","124","2","1.61","1","50.00","17","0","0.00","0","0.00"
"10706  :  โรงพยาบาลหนองคาย","846","8","0.95","7","87.50","822","0","0.00","0","0.00"
"11042  :  โรงพยาบาลโพนพิสัย","44","0","0.00","0","0.00","45","0","0.00","0","0.00"
"11044  :  โรงพยาบาลศรีเชียงใหม่","136","2","1.47","2","100.00","114","0","0.00","0","0.00"
"11045  :  โรงพยาบาลสังคม","138","15","10.87","6","40.00","136","0","0.00","0","0.00"
"11448  :  โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ","506","18","3.56","18","100.00","500","0","0.00","0","0.00"
"14558  :  โรงพยาบาลพิสัยเวช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"21356  :  โรงพยาบาลสระใคร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28778  :  โรงพยาบาลโพธิ์ตาก","62","0","0.00","0","0.00","63","0","0.00","0","0.00"
"28811  :  โรงพยาบาลเฝ้าไร่","36","8","22.22","5","62.50","36","0","0.00","0","0.00"
"28815  :  โรงพยาบาลรัตนวาปี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10707  :  โรงพยาบาลมหาสารคาม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11051  :  โรงพยาบาลแกดำ","56","1","1.79","0","0.00","57","0","0.00","0","0.00"
"11052  :  โรงพยาบาลโกสุมพิสัย","477","24","5.03","23","95.83","402","0","0.00","0","0.00"
"11053  :  โรงพยาบาลกันทรวิชัย","146","5","3.42","4","80.00","140","0","0.00","0","0.00"
"11054  :  โรงพยาบาลเชียงยืน","360","4","1.11","2","50.00","357","0","0.00","0","0.00"
"11055  :  โรงพยาบาลบรบือ","760","30","3.95","15","50.00","761","1","0.13","1","100.00"
"11056  :  โรงพยาบาลนาเชือก","368","3","0.82","3","100.00","305","0","0.00","0","0.00"
"11057  :  โรงพยาบาลพยัคฆภูมิพิสัย","537","15","2.79","4","26.67","500","5","1.00","1","20.00"
"11058  :  โรงพยาบาลวาปีปทุม","515","1","0.19","1","100.00","504","0","0.00","0","0.00"
"11059  :  โรงพยาบาลนาดูน","218","1","0.46","1","100.00","218","0","0.00","0","0.00"
"11060  :  โรงพยาบาลยางสีสุราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"22953  :  โรงพยาบาลสุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24704  :  โรงพยาบาลกุดรัง","9","0","0.00","0","0.00","8","0","0.00","0","0.00"
"28843  :  โรงพยาบาลชื่นชม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10708  :  โรงพยาบาลร้อยเอ็ด","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11061  :  โรงพยาบาลเกษตรวิสัย","404","0","0.00","0","0.00","363","0","0.00","0","0.00"
"11062  :  โรงพยาบาลปทุมรัตต์","355","7","1.97","5","71.43","349","2","0.57","2","100.00"
"11063  :  โรงพยาบาลจตุรพักตรพิมาน","292","8","2.74","7","87.50","293","1","0.34","0","0.00"
"11064  :  โรงพยาบาลธวัชบุรี","70","0","0.00","0","0.00","70","0","0.00","0","0.00"
"11065  :  โรงพยาบาลพนมไพร","366","13","3.55","3","23.08","366","0","0.00","0","0.00"
"11066  :  โรงพยาบาลโพนทอง","722","9","1.25","8","88.89","696","1","0.14","1","100.00"
"11067  :  โรงพยาบาลโพธิ์ชัย","128","0","0.00","0","0.00","132","0","0.00","0","0.00"
"11068  :  โรงพยาบาลหนองพอก","289","16","5.54","13","81.25","217","1","0.46","1","100.00"
"11069  :  โรงพยาบาลเสลภูมิ","760","16","2.11","12","75.00","634","3","0.47","2","66.67"
"11070  :  โรงพยาบาลสุวรรณภูมิ","753","18","2.39","18","100.00","743","2","0.27","2","100.00"
"11071  :  โรงพยาบาลเมืองสรวง","141","0","0.00","0","0.00","131","0","0.00","0","0.00"
"11072  :  โรงพยาบาลโพนทราย","107","0","0.00","0","0.00","104","0","0.00","0","0.00"
"11073  :  โรงพยาบาลอาจสามารถ","262","1","0.38","1","100.00","218","5","2.29","4","80.00"
"11074  :  โรงพยาบาลเมยวดี","127","1","0.79","1","100.00","127","0","0.00","0","0.00"
"11075  :  โรงพยาบาลศรีสมเด็จ","135","0","0.00","0","0.00","122","0","0.00","0","0.00"
"11076  :  โรงพยาบาลจังหาร","67","0","0.00","0","0.00","67","1","1.49","0","0.00"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","20","0","0.00","0","0.00","20","0","0.00","0","0.00"
"27989  :  โรงพยาบาลเชียงขวัญ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27990  :  โรงพยาบาลหนองฮี","63","0","0.00","0","0.00","63","0","0.00","0","0.00"
"10709  :  โรงพยาบาลกาฬสินธุ์","930","25","2.69","25","100.00","905","0","0.00","0","0.00"
"11077  :  โรงพยาบาลนามน","58","0","0.00","0","0.00","43","0","0.00","0","0.00"
"11078  :  โรงพยาบาลกมลาไสย","435","1","0.23","0","0.00","432","0","0.00","0","0.00"
"11079  :  โรงพยาบาลร่องคำ","189","1","0.53","1","100.00","187","0","0.00","0","0.00"
"11080  :  โรงพยาบาลเขาวง","228","1","0.44","1","100.00","227","0","0.00","0","0.00"
"11081  :  โรงพยาบาลยางตลาด","346","2","0.58","2","100.00","331","1","0.30","1","100.00"
"11082  :  โรงพยาบาลห้วยเม็ก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11083  :  โรงพยาบาลสหัสขันธ์","201","31","15.42","25","80.65","178","0","0.00","0","0.00"
"11084  :  โรงพยาบาลคำม่วง","259","17","6.56","15","88.24","257","0","0.00","0","0.00"
"11085  :  โรงพยาบาลท่าคันโท","173","0","0.00","0","0.00","146","0","0.00","0","0.00"
"11086  :  โรงพยาบาลหนองกุงศรี","238","10","4.20","9","90.00","194","0","0.00","0","0.00"
"11087  :  โรงพยาบาลสมเด็จ","577","27","4.68","23","85.19","551","0","0.00","0","0.00"
"11088  :  โรงพยาบาลห้วยผึ้ง","153","1","0.65","0","0.00","145","0","0.00","0","0.00"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","323","2","0.62","0","0.00","304","1","0.33","1","100.00"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28017  :  โรงพยาบาลนาคู","33","0","0.00","0","0.00","32","0","0.00","0","0.00"
"28789  :  โรงพยาบาลฆ้องชัย","26","0","0.00","0","0.00","26","0","0.00","0","0.00"
"28790  :  โรงพยาบาลดอนจาน","113","4","3.54","4","100.00","113","0","0.00","0","0.00"
"28791  :  โรงพยาบาลสามชัย","133","16","12.03","16","100.00","131","0","0.00","0","0.00"
"10710  :  โรงพยาบาลสกลนคร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11089  :  โรงพยาบาลกุสุมาลย์","24","0","0.00","0","0.00","24","0","0.00","0","0.00"
"11090  :  โรงพยาบาลกุดบาก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11092  :  โรงพยาบาลพังโคน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11093  :  โรงพยาบาลวาริชภูมิ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11094  :  โรงพยาบาลนิคมน้ำอูน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11095  :  โรงพยาบาลวานรนิวาส","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11096  :  โรงพยาบาลคำตากล้า","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11097  :  โรงพยาบาลบ้านม่วง","20","0","0.00","0","0.00","20","0","0.00","0","0.00"
"11098  :  โรงพยาบาลอากาศอำนวย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11099  :  โรงพยาบาลส่องดาว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11100  :  โรงพยาบาลเต่างอย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11102  :  โรงพยาบาลเจริญศิลป์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11103  :  โรงพยาบาลโพนนาแก้ว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","48","1","2.08","1","100.00","7","0","0.00","0","0.00"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10711  :  โรงพยาบาลนครพนม","39","3","7.69","3","100.00","4","0","0.00","0","0.00"
"11104  :  โรงพยาบาลปลาปาก","299","8","2.68","8","100.00","252","0","0.00","0","0.00"
"11105  :  โรงพยาบาลท่าอุเทน","244","3","1.23","3","100.00","240","1","0.42","0","0.00"
"11106  :  โรงพยาบาลบ้านแพง","212","0","0.00","0","0.00","213","0","0.00","0","0.00"
"11107  :  โรงพยาบาลนาทม","82","2","2.44","1","50.00","82","0","0.00","0","0.00"
"11108  :  โรงพยาบาลเรณูนคร","383","43","11.23","43","100.00","383","0","0.00","0","0.00"
"11109  :  โรงพยาบาลนาแก","135","12","8.89","11","91.67","117","0","0.00","0","0.00"
"11110  :  โรงพยาบาลศรีสงคราม","336","7","2.08","6","85.71","336","0","0.00","0","0.00"
"11111  :  โรงพยาบาลนาหว้า","213","3","1.41","2","66.67","213","0","0.00","0","0.00"
"11112  :  โรงพยาบาลโพนสวรรค์","206","21","10.19","19","90.48","206","0","0.00","0","0.00"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"40840  :  โรงพยาบาลวังยาง","26","0","0.00","0","0.00","26","0","0.00","0","0.00"
"10712  :  โรงพยาบาลมุกดาหาร","586","7","1.19","6","85.71","578","1","0.17","0","0.00"
"11113  :  โรงพยาบาลนิคมคำสร้อย","230","0","0.00","0","0.00","229","0","0.00","0","0.00"
"11114  :  โรงพยาบาลดอนตาล","211","10","4.74","6","60.00","211","4","1.90","2","50.00"
"11115  :  โรงพยาบาลดงหลวง","162","0","0.00","0","0.00","158","0","0.00","0","0.00"
"11116  :  โรงพยาบาลคำชะอี","197","0","0.00","0","0.00","195","1","0.51","0","0.00"
"11117  :  โรงพยาบาลหว้านใหญ่","73","1","1.37","1","100.00","72","0","0.00","0","0.00"
"11118  :  โรงพยาบาลหนองสูง","124","8","6.45","5","62.50","124","1","0.81","1","100.00"
"06009  :  โรงพยาบาลแม่ตื่น","104","73","70.19","52","71.23","95","2","2.11","2","100.00"
"10713  :  โรงพยาบาลนครพิงค์","2,905","174","5.99","158","90.80","1,235","36","2.91","29","80.56"
"11119  :  โรงพยาบาลจอมทอง","369","45","12.20","32","71.11","362","1","0.28","1","100.00"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","341","9","2.64","5","55.56","328","140","42.68","103","73.57"
"11121  :  โรงพยาบาลเชียงดาว","261","95","36.40","56","58.95","179","1","0.56","0","0.00"
"11122  :  โรงพยาบาลดอยสะเก็ด","122","85","69.67","65","76.47","120","8","6.67","4","50.00"
"11123  :  โรงพยาบาลแม่แตง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11124  :  โรงพยาบาลสะเมิง","100","75","75.00","53","70.67","102","5","4.90","1","20.00"
"11125  :  โรงพยาบาลฝาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11126  :  โรงพยาบาลแม่อาย","112","3","2.68","1","33.33","157","39","24.84","24","61.54"
"11127  :  โรงพยาบาลพร้าว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11128  :  โรงพยาบาลสันป่าตอง","379","51","13.46","45","88.24","383","22","5.74","16","72.73"
"11129  :  โรงพยาบาลสันกำแพง","380","8","2.11","6","75.00","426","11","2.58","8","72.73"
"11130  :  โรงพยาบาลสันทราย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11131  :  โรงพยาบาลหางดง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11132  :  โรงพยาบาลฮอด","200","21","10.50","16","76.19","201","2","1.00","1","50.00"
"11133  :  โรงพยาบาลดอยเต่า","144","132","91.67","119","90.15","145","2","1.38","2","100.00"
"11134  :  โรงพยาบาลอมก๋อย","266","186","69.92","151","81.18","267","1","0.37","1","100.00"
"11135  :  โรงพยาบาลสารภี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11136  :  โรงพยาบาลเวียงแหง","127","103","81.10","76","73.79","174","9","5.17","7","77.78"
"11137  :  โรงพยาบาลไชยปราการ","21","17","80.95","6","35.29","22","13","59.09","5","38.46"
"11138  :  โรงพยาบาลแม่วาง","101","15","14.85","12","80.00","121","8","6.61","7","87.50"
"11139  :  โรงพยาบาลแม่ออน","45","32","71.11","23","71.88","49","0","0.00","0","0.00"
"11507  :  โรงพยาบาลกองบิน 41","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11643  :  โรงพยาบาลดอยหล่อ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11978  :  โรงพยาบาลดารารัศมี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","51","2","3.92","2","100.00","2","0","0.00","0","0.00"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12280  :  โรงพยาบาลสวนปรุง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","16","0","0.00","0","0.00","20","0","0.00","0","0.00"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","199","10","5.03","9","90.00","11","1","9.09","1","100.00"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","78","29","37.18","29","100.00","100","0","0.00","0","0.00"
"10714  :  โรงพยาบาลลำพูน","1,084","10","0.92","10","100.00","950","1","0.11","1","100.00"
"11140  :  โรงพยาบาลแม่ทา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11141  :  โรงพยาบาลบ้านโฮ่ง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11142  :  โรงพยาบาลลี้","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11144  :  โรงพยาบาลป่าซาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11145  :  โรงพยาบาลบ้านธิ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24956  :  โรงพยาบาลเวียงหนองล่อง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10672  :  โรงพยาบาลลำปาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11146  :  โรงพยาบาลแม่เมาะ","219","0","0.00","0","0.00","217","0","0.00","0","0.00"
"11147  :  โรงพยาบาลเกาะคา","57","0","0.00","0","0.00","38","1","2.63","0","0.00"
"11148  :  โรงพยาบาลเสริมงาม","193","3","1.55","3","100.00","192","0","0.00","0","0.00"
"11149  :  โรงพยาบาลงาว","209","3","1.44","2","66.67","117","0","0.00","0","0.00"
"11150  :  โรงพยาบาลแจ้ห่ม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11151  :  โรงพยาบาลวังเหนือ","223","10","4.48","10","100.00","222","0","0.00","0","0.00"
"11152  :  โรงพยาบาลเถิน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11153  :  โรงพยาบาลแม่พริก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11154  :  โรงพยาบาลแม่ทะ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11155  :  โรงพยาบาลสบปราบ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11156  :  โรงพยาบาลห้างฉัตร","63","0","0.00","0","0.00","66","0","0.00","0","0.00"
"11157  :  โรงพยาบาลเมืองปาน","23","0","0.00","0","0.00","24","0","0.00","0","0.00"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12283  :  โรงพยาบาลมะเร็งลำปาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10673  :  โรงพยาบาลอุตรดิตถ์","640","27","4.22","24","88.89","606","0","0.00","0","0.00"
"11158  :  โรงพยาบาลตรอน","137","0","0.00","0","0.00","135","0","0.00","0","0.00"
"11159  :  โรงพยาบาลท่าปลา","159","6","3.77","5","83.33","159","0","0.00","0","0.00"
"11160  :  โรงพยาบาลน้ำปาด","278","0","0.00","0","0.00","159","0","0.00","0","0.00"
"11161  :  โรงพยาบาลฟากท่า","126","0","0.00","0","0.00","125","0","0.00","0","0.00"
"11162  :  โรงพยาบาลบ้านโคก","102","0","0.00","0","0.00","104","0","0.00","0","0.00"
"11163  :  โรงพยาบาลพิชัย","459","4","0.87","1","25.00","458","2","0.44","2","100.00"
"11164  :  โรงพยาบาลลับแล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11165  :  โรงพยาบาลทองแสนขัน","95","2","2.11","1","50.00","93","0","0.00","0","0.00"
"11509  :  โรงพยาบาลค่ายพิชัยดาบหัก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10715  :  โรงพยาบาลแพร่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11166  :  โรงพยาบาลร้องกวาง","188","0","0.00","0","0.00","188","0","0.00","0","0.00"
"11167  :  โรงพยาบาลลอง","227","1","0.44","1","100.00","228","0","0.00","0","0.00"
"11169  :  โรงพยาบาลสูงเม่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11170  :  โรงพยาบาลสอง","215","12","5.58","7","58.33","213","1","0.47","0","0.00"
"11171  :  โรงพยาบาลวังชิ้น","106","19","17.92","19","100.00","104","0","0.00","0","0.00"
"11172  :  โรงพยาบาลหนองม่วงไข่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11452  :  โรงพยาบาลสมเด็จพระยุพราชเด่นชัย","138","1","0.72","0","0.00","137","0","0.00","0","0.00"
"10716  :  โรงพยาบาลน่าน","684","12","1.75","6","50.00","526","2","0.38","0","0.00"
"11173  :  โรงพยาบาลแม่จริม","56","0","0.00","0","0.00","55","1","1.82","1","100.00"
"11174  :  โรงพยาบาลบ้านหลวง","72","0","0.00","0","0.00","73","0","0.00","0","0.00"
"11175  :  โรงพยาบาลนาน้อย","167","0","0.00","0","0.00","167","0","0.00","0","0.00"
"11176  :  โรงพยาบาลท่าวังผา","216","10","4.63","4","40.00","213","1","0.47","1","100.00"
"11177  :  โรงพยาบาลเวียงสา","346","7","2.02","5","71.43","345","1","0.29","1","100.00"
"11178  :  โรงพยาบาลทุ่งช้าง","81","15","18.52","9","60.00","83","1","1.20","1","100.00"
"11179  :  โรงพยาบาลเชียงกลาง","134","1","0.75","0","0.00","132","0","0.00","0","0.00"
"11180  :  โรงพยาบาลนาหมื่น","54","0","0.00","0","0.00","54","0","0.00","0","0.00"
"11181  :  โรงพยาบาลสันติสุข","55","0","0.00","0","0.00","55","0","0.00","0","0.00"
"11182  :  โรงพยาบาลบ่อเกลือ","72","1","1.39","0","0.00","70","2","2.86","2","100.00"
"11183  :  โรงพยาบาลสองแคว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11453  :  โรงพยาบาลสมเด็จพระยุพราชปัว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11510  :  โรงพยาบาลค่ายสุริยพงษ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11625  :  โรงพยาบาลเฉลิมพระเกียรติ","32","0","0.00","0","0.00","32","0","0.00","0","0.00"
"25017  :  โรงพยาบาลภูเพียง","26","0","0.00","0","0.00","27","0","0.00","0","0.00"
"10717  :  โรงพยาบาลพะเยา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10718  :  โรงพยาบาลเชียงคำ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11184  :  โรงพยาบาลจุน","199","17","8.54","17","100.00","198","2","1.01","2","100.00"
"11185  :  โรงพยาบาลเชียงม่วน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11186  :  โรงพยาบาลดอกคำใต้","155","6","3.87","6","100.00","154","0","0.00","0","0.00"
"11187  :  โรงพยาบาลปง","118","3","2.54","3","100.00","118","7","5.93","7","100.00"
"11188  :  โรงพยาบาลแม่ใจ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"15140  :  โรงพยาบาลค่ายขุนเจืองธรรมิกราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"40744  :  โรงพยาบาลภูซาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"40745  :  โรงพยาบาลภูกามยาว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
