"โรงพยาบาล","ปีการศึกษา 2563 เทอม1","ปีการศึกษา 2563 เทอม2"
"เด็กนักเรียน ม.1 ทั้งหมด(C)","ตรวจฟันตามเงื่อนไข(B)","%","ปราศจากฟันแท้ผุ(A)","%","เด็กนักเรียน ม.1 ทั้งหมด(C)","ตรวจฟันตามเงื่อนไข(B)","%","ปราศจากฟันแท้ผุ(A)","%"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77649  :  โรงพยาบาลหนองนาคำ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77650  :  โรงพยาบาลเวียงเก่า","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","323","3","0.93","2","66.67","317","8","2.52","2","25.00"
"77652  :  โรงพยาบาลโนนศิลา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10671  :  โรงพยาบาลอุดรธานี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11013  :  โรงพยาบาลกุดจับ","1,433","37","2.58","28","75.68","1,029","32","3.11","25","78.13"
"11014  :  โรงพยาบาลหนองวัวซอ","529","6","1.13","5","83.33","533","2","0.38","1","50.00"
"11015  :  โรงพยาบาลกุมภวาปี","1,886","81","4.29","66","81.48","872","12","1.38","7","58.33"
"11016  :  โรงพยาบาลห้วยเกิ้ง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11017  :  โรงพยาบาลโนนสะอาด","1,138","6","0.53","4","66.67","601","9","1.50","8","88.89"
"11018  :  โรงพยาบาลหนองหาน","2,483","45","1.81","31","68.89","1,777","42","2.36","27","64.29"
"11019  :  โรงพยาบาลทุ่งฝน","610","6","0.98","4","66.67","405","10","2.47","4","40.00"
"11020  :  โรงพยาบาลไชยวาน","791","24","3.03","16","66.67","501","10","2.00","6","60.00"
"11021  :  โรงพยาบาลศรีธาตุ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11022  :  โรงพยาบาลวังสามหมอ","97","2","2.06","2","100.00","816","14","1.72","12","85.71"
"11023  :  โรงพยาบาลบ้านผือ","1,721","45","2.61","32","71.11","1,771","105","5.93","92","87.62"
"11024  :  โรงพยาบาลน้ำโสม","1,073","22","2.05","15","68.18","1,164","7","0.60","3","42.86"
"11025  :  โรงพยาบาลเพ็ญ","1,689","66","3.91","42","63.64","1,676","41","2.45","23","56.10"
"11026  :  โรงพยาบาลสร้างคอม","339","1","0.29","1","100.00","342","2","0.58","2","100.00"
"11027  :  โรงพยาบาลหนองแสง","452","5","1.11","4","80.00","449","3","0.67","1","33.33"
"11028  :  โรงพยาบาลนายูง","56","3","5.36","1","33.33","54","0","0.00","0","0.00"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","331","23","6.95","11","47.83","337","17","5.04","6","35.29"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","1,986","85","4.28","73","85.88","2,040","59","2.89","49","83.05"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"25058  :  โรงพยาบาลกู่แก้ว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10705  :  โรงพยาบาลเลย","2,672","164","6.14","131","79.88","3,356","54","1.61","42","77.78"
"11030  :  โรงพยาบาลนาด้วง","356","1","0.28","0","0.00","358","7","1.96","6","85.71"
"11031  :  โรงพยาบาลเชียงคาน","1,198","56","4.67","54","96.43","1,320","18","1.36","16","88.89"
"11032  :  โรงพยาบาลปากชม","243","3","1.23","2","66.67","244","8","3.28","8","100.00"
"11033  :  โรงพยาบาลนาแห้ว","698","0","0.00","0","0.00","168","3","1.79","3","100.00"
"11034  :  โรงพยาบาลภูเรือ","998","46","4.61","45","97.83","651","13","2.00","13","100.00"
"11035  :  โรงพยาบาลท่าลี่","625","92","14.72","42","45.65","442","12","2.71","11","91.67"
"11036  :  โรงพยาบาลวังสะพุง","625","0","0.00","0","0.00","420","1","0.24","1","100.00"
"11037  :  โรงพยาบาลภูกระดึง","1,133","110","9.71","106","96.36","738","46","6.23","29","63.04"
"11038  :  โรงพยาบาลภูหลวง","676","3","0.44","3","100.00","414","12","2.90","11","91.67"
"11039  :  โรงพยาบาลผาขาว","597","2","0.34","1","50.00","219","21","9.59","14","66.67"
"11447  :  โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","1,381","71","5.14","69","97.18","595","20","3.36","19","95.00"
"14133  :  โรงพยาบาลเอราวัณ","595","22","3.70","8","36.36","362","69","19.06","21","30.43"
"14644  :  โรงพยาบาลจิตเวชเลยราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28861  :  โรงพยาบาลหนองหิน","703","44","6.26","33","75.00","366","22","6.01","20","90.91"
"10706  :  โรงพยาบาลหนองคาย","3,566","27","0.76","23","85.19","3,423","74","2.16","67","90.54"
"11042  :  โรงพยาบาลโพนพิสัย","2,226","87","3.91","56","64.37","2,184","66","3.02","55","83.33"
"11044  :  โรงพยาบาลศรีเชียงใหม่","724","9","1.24","8","88.89","437","2","0.46","2","100.00"
"11045  :  โรงพยาบาลสังคม","527","150","28.46","85","56.67","524","15","2.86","15","100.00"
"11448  :  โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ","1,846","50","2.71","47","94.00","1,449","24","1.66","20","83.33"
"14558  :  โรงพยาบาลพิสัยเวช","792","23","2.90","20","86.96","163","8","4.91","8","100.00"
"21356  :  โรงพยาบาลสระใคร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28778  :  โรงพยาบาลโพธิ์ตาก","325","2","0.62","2","100.00","324","5","1.54","3","60.00"
"28811  :  โรงพยาบาลเฝ้าไร่","91","26","28.57","7","26.92","95","4","4.21","1","25.00"
"28815  :  โรงพยาบาลรัตนวาปี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10707  :  โรงพยาบาลมหาสารคาม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11051  :  โรงพยาบาลแกดำ","171","0","0.00","0","0.00","171","0","0.00","0","0.00"
"11052  :  โรงพยาบาลโกสุมพิสัย","1,548","87","5.62","59","67.82","1,559","56","3.59","38","67.86"
"11053  :  โรงพยาบาลกันทรวิชัย","457","18","3.94","15","83.33","494","14","2.83","13","92.86"
"11054  :  โรงพยาบาลเชียงยืน","1,124","7","0.62","1","14.29","1,209","17","1.41","11","64.71"
"11055  :  โรงพยาบาลบรบือ","2,298","117","5.09","79","67.52","2,344","104","4.44","81","77.88"
"11056  :  โรงพยาบาลนาเชือก","1,253","32","2.55","17","53.13","1,270","47","3.70","39","82.98"
"11057  :  โรงพยาบาลพยัคฆภูมิพิสัย","1,856","67","3.61","23","34.33","1,851","60","3.24","30","50.00"
"11058  :  โรงพยาบาลวาปีปทุม","1,729","22","1.27","11","50.00","1,812","12","0.66","8","66.67"
"11059  :  โรงพยาบาลนาดูน","632","10","1.58","7","70.00","631","9","1.43","8","88.89"
"11060  :  โรงพยาบาลยางสีสุราช","16","0","0.00","0","0.00","15","0","0.00","0","0.00"
"22953  :  โรงพยาบาลสุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24704  :  โรงพยาบาลกุดรัง","120","1","0.83","0","0.00","47","2","4.26","2","100.00"
"28843  :  โรงพยาบาลชื่นชม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10708  :  โรงพยาบาลร้อยเอ็ด","694","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11061  :  โรงพยาบาลเกษตรวิสัย","1,229","13","1.06","10","76.92","1,214","13","1.07","11","84.62"
"11062  :  โรงพยาบาลปทุมรัตต์","1,518","70","4.61","46","65.71","1,046","19","1.82","7","36.84"
"11063  :  โรงพยาบาลจตุรพักตรพิมาน","1,405","26","1.85","22","84.62","914","31","3.39","24","77.42"
"11064  :  โรงพยาบาลธวัชบุรี","753","3","0.40","3","100.00","269","5","1.86","4","80.00"
"11065  :  โรงพยาบาลพนมไพร","1,557","48","3.08","18","37.50","1,075","25","2.33","8","32.00"
"11066  :  โรงพยาบาลโพนทอง","2,158","26","1.20","22","84.62","2,141","49","2.29","42","85.71"
"11067  :  โรงพยาบาลโพธิ์ชัย","724","0","0.00","0","0.00","344","18","5.23","18","100.00"
"11068  :  โรงพยาบาลหนองพอก","1,520","39","2.57","24","61.54","983","51","5.19","39","76.47"
"11069  :  โรงพยาบาลเสลภูมิ","3,061","76","2.48","50","65.79","2,459","113","4.60","84","74.34"
"11070  :  โรงพยาบาลสุวรรณภูมิ","2,832","48","1.69","33","68.75","2,387","83","3.48","77","92.77"
"11071  :  โรงพยาบาลเมืองสรวง","617","2","0.32","0","0.00","428","2","0.47","2","100.00"
"11072  :  โรงพยาบาลโพนทราย","386","1","0.26","0","0.00","385","2","0.52","2","100.00"
"11073  :  โรงพยาบาลอาจสามารถ","799","21","2.63","20","95.24","798","8","1.00","4","50.00"
"11074  :  โรงพยาบาลเมยวดี","409","6","1.47","6","100.00","400","11","2.75","10","90.91"
"11075  :  โรงพยาบาลศรีสมเด็จ","610","2","0.33","2","100.00","512","13","2.54","13","100.00"
"11076  :  โรงพยาบาลจังหาร","197","7","3.55","1","14.29","196","10","5.10","4","40.00"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","44","3","6.82","2","66.67","48","0","0.00","0","0.00"
"27989  :  โรงพยาบาลเชียงขวัญ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27990  :  โรงพยาบาลหนองฮี","150","36","24.00","29","80.56","150","1","0.67","0","0.00"
"10709  :  โรงพยาบาลกาฬสินธุ์","2,664","45","1.69","45","100.00","2,636","36","1.37","31","86.11"
"11077  :  โรงพยาบาลนามน","180","0","0.00","0","0.00","169","1","0.59","1","100.00"
"11078  :  โรงพยาบาลกมลาไสย","1,325","7","0.53","5","71.43","1,384","27","1.95","20","74.07"
"11079  :  โรงพยาบาลร่องคำ","1,150","2","0.17","1","50.00","1,147","0","0.00","0","0.00"
"11080  :  โรงพยาบาลเขาวง","776","19","2.45","19","100.00","778","10","1.29","10","100.00"
"11081  :  โรงพยาบาลยางตลาด","979","7","0.72","6","85.71","1,021","0","0.00","0","0.00"
"11082  :  โรงพยาบาลห้วยเม็ก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11083  :  โรงพยาบาลสหัสขันธ์","570","25","4.39","22","88.00","566","39","6.89","32","82.05"
"11084  :  โรงพยาบาลคำม่วง","827","2","0.24","0","0.00","834","5","0.60","0","0.00"
"11085  :  โรงพยาบาลท่าคันโท","526","1","0.19","1","100.00","523","9","1.72","9","100.00"
"11086  :  โรงพยาบาลหนองกุงศรี","927","38","4.10","36","94.74","763","18","2.36","16","88.89"
"11087  :  โรงพยาบาลสมเด็จ","1,830","12","0.66","10","83.33","1,819","48","2.64","37","77.08"
"11088  :  โรงพยาบาลห้วยผึ้ง","711","3","0.42","2","66.67","480","1","0.21","0","0.00"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","982","1","0.10","0","0.00","2,299","6","0.26","5","83.33"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28017  :  โรงพยาบาลนาคู","86","0","0.00","0","0.00","86","1","1.16","1","100.00"
"28789  :  โรงพยาบาลฆ้องชัย","288","2","0.69","1","50.00","76","0","0.00","0","0.00"
"28790  :  โรงพยาบาลดอนจาน","332","19","5.72","19","100.00","330","22","6.67","19","86.36"
"28791  :  โรงพยาบาลสามชัย","726","0","0.00","0","0.00","412","0","0.00","0","0.00"
"10710  :  โรงพยาบาลสกลนคร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11089  :  โรงพยาบาลกุสุมาลย์","1,196","6","0.50","6","100.00","942","53","5.63","53","100.00"
"11090  :  โรงพยาบาลกุดบาก","861","25","2.90","11","44.00","588","5","0.85","4","80.00"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","1,316","44","3.34","41","93.18","767","74","9.65","63","85.14"
"11092  :  โรงพยาบาลพังโคน","1,589","42","2.64","36","85.71","1,309","153","11.69","149","97.39"
"11093  :  โรงพยาบาลวาริชภูมิ","101","13","12.87","12","92.31","165","1","0.61","1","100.00"
"11094  :  โรงพยาบาลนิคมน้ำอูน","509","16","3.14","5","31.25","356","5","1.40","3","60.00"
"11095  :  โรงพยาบาลวานรนิวาส","892","2","0.22","2","100.00","1,777","48","2.70","42","87.50"
"11096  :  โรงพยาบาลคำตากล้า","1,124","10","0.89","10","100.00","789","50","6.34","50","100.00"
"11097  :  โรงพยาบาลบ้านม่วง","1,275","86","6.75","53","61.63","943","69","7.32","28","40.58"
"11098  :  โรงพยาบาลอากาศอำนวย","1,635","36","2.20","30","83.33","1,196","5","0.42","3","60.00"
"11099  :  โรงพยาบาลส่องดาว","499","90","18.04","90","100.00","496","1","0.20","1","100.00"
"11100  :  โรงพยาบาลเต่างอย","489","13","2.66","6","46.15","484","1","0.21","1","100.00"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","767","11","1.43","2","18.18","760","30","3.95","14","46.67"
"11102  :  โรงพยาบาลเจริญศิลป์","469","11","2.35","11","100.00","472","2","0.42","0","0.00"
"11103  :  โรงพยาบาลโพนนาแก้ว","108","0","0.00","0","0.00","104","1","0.96","1","100.00"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","1,975","38","1.92","22","57.89","3,382","136","4.02","99","72.79"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","206","4","1.94","4","100.00","208","2","0.96","2","100.00"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","330","4","1.21","2","50.00","339","0","0.00","0","0.00"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10711  :  โรงพยาบาลนครพนม","123","5","4.07","5","100.00","127","16","12.60","16","100.00"
"11104  :  โรงพยาบาลปลาปาก","955","55","5.76","49","89.09","962","43","4.47","39","90.70"
"11105  :  โรงพยาบาลท่าอุเทน","767","22","2.87","16","72.73","777","40","5.15","31","77.50"
"11106  :  โรงพยาบาลบ้านแพง","768","36","4.69","31","86.11","768","38","4.95","36","94.74"
"11107  :  โรงพยาบาลนาทม","273","6","2.20","3","50.00","274","19","6.93","16","84.21"
"11108  :  โรงพยาบาลเรณูนคร","1,137","130","11.43","119","91.54","1,123","117","10.42","107","91.45"
"11109  :  โรงพยาบาลนาแก","561","31","5.53","28","90.32","561","30","5.35","27","90.00"
"11110  :  โรงพยาบาลศรีสงคราม","983","71","7.22","58","81.69","978","37","3.78","36","97.30"
"11111  :  โรงพยาบาลนาหว้า","693","15","2.16","8","53.33","687","28","4.08","21","75.00"
"11112  :  โรงพยาบาลโพนสวรรค์","632","22","3.48","14","63.64","638","58","9.09","43","74.14"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"40840  :  โรงพยาบาลวังยาง","101","8","7.92","2","25.00","100","1","1.00","1","100.00"
"10712  :  โรงพยาบาลมุกดาหาร","1,848","52","2.81","46","88.46","2,337","16","0.68","11","68.75"
"11113  :  โรงพยาบาลนิคมคำสร้อย","712","7","0.98","7","100.00","715","1","0.14","1","100.00"
"11114  :  โรงพยาบาลดอนตาล","586","55","9.39","48","87.27","582","15","2.58","9","60.00"
"11115  :  โรงพยาบาลดงหลวง","461","0","0.00","0","0.00","457","47","10.28","47","100.00"
"11116  :  โรงพยาบาลคำชะอี","579","38","6.56","35","92.11","578","6","1.04","4","66.67"
"11117  :  โรงพยาบาลหว้านใหญ่","404","7","1.73","5","71.43","209","5","2.39","4","80.00"
"11118  :  โรงพยาบาลหนองสูง","500","29","5.80","18","62.07","399","26","6.52","15","57.69"
"06009  :  โรงพยาบาลแม่ตื่น","271","8","2.95","7","87.50","269","7","2.60","4","57.14"
"10713  :  โรงพยาบาลนครพิงค์","6,867","73","1.06","56","76.71","10,973","73","0.67","49","67.12"
"11119  :  โรงพยาบาลจอมทอง","1,576","116","7.36","59","50.86","1,334","3","0.22","0","0.00"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","1,098","5","0.46","5","100.00","1,191","1","0.08","1","100.00"
"11121  :  โรงพยาบาลเชียงดาว","930","55","5.91","23","41.82","1,060","5","0.47","3","60.00"
"11122  :  โรงพยาบาลดอยสะเก็ด","552","261","47.28","72","27.59","601","5","0.83","2","40.00"
"11123  :  โรงพยาบาลแม่แตง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11124  :  โรงพยาบาลสะเมิง","283","52","18.37","20","38.46","330","3","0.91","0","0.00"
"11125  :  โรงพยาบาลฝาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11126  :  โรงพยาบาลแม่อาย","379","2","0.53","1","50.00","449","2","0.45","2","100.00"
"11127  :  โรงพยาบาลพร้าว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11128  :  โรงพยาบาลสันป่าตอง","1,387","18","1.30","11","61.11","1,240","23","1.85","16","69.57"
"11129  :  โรงพยาบาลสันกำแพง","1,338","9","0.67","7","77.78","1,408","27","1.92","21","77.78"
"11130  :  โรงพยาบาลสันทราย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11131  :  โรงพยาบาลหางดง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11132  :  โรงพยาบาลฮอด","601","7","1.16","5","71.43","599","6","1.00","0","0.00"
"11133  :  โรงพยาบาลดอยเต่า","388","19","4.90","15","78.95","389","3","0.77","1","33.33"
"11134  :  โรงพยาบาลอมก๋อย","713","11","1.54","5","45.45","709","2","0.28","1","50.00"
"11135  :  โรงพยาบาลสารภี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11136  :  โรงพยาบาลเวียงแหง","447","126","28.19","69","54.76","475","428","90.11","212","49.53"
"11137  :  โรงพยาบาลไชยปราการ","51","44","86.27","21","47.73","94","1","1.06","0","0.00"
"11138  :  โรงพยาบาลแม่วาง","348","3","0.86","1","33.33","382","5","1.31","3","60.00"
"11139  :  โรงพยาบาลแม่ออน","166","0","0.00","0","0.00","175","2","1.14","1","50.00"
"11507  :  โรงพยาบาลกองบิน 41","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11643  :  โรงพยาบาลดอยหล่อ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11978  :  โรงพยาบาลดารารัศมี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","151","1","0.66","1","100.00","153","3","1.96","2","66.67"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12280  :  โรงพยาบาลสวนปรุง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","138","0","0.00","0","0.00","367","1","0.27","1","100.00"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","659","1","0.15","1","100.00","686","2","0.29","2","100.00"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","156","2","1.28","1","50.00","156","0","0.00","0","0.00"
"10714  :  โรงพยาบาลลำพูน","3,886","75","1.93","61","81.33","3,962","29","0.73","20","68.97"
"11140  :  โรงพยาบาลแม่ทา","181","117","64.64","79","67.52","240","1","0.42","1","100.00"
"11141  :  โรงพยาบาลบ้านโฮ่ง","577","20","3.47","17","85.00","635","51","8.03","41","80.39"
"11142  :  โรงพยาบาลลี้","804","16","1.99","12","75.00","791","25","3.16","6","24.00"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","243","20","8.23","10","50.00","261","178","68.20","144","80.90"
"11144  :  โรงพยาบาลป่าซาง","398","6","1.51","6","100.00","433","3","0.69","2","66.67"
"11145  :  โรงพยาบาลบ้านธิ","111","22","19.82","21","95.45","180","1","0.56","1","100.00"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24956  :  โรงพยาบาลเวียงหนองล่อง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10672  :  โรงพยาบาลลำปาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11146  :  โรงพยาบาลแม่เมาะ","711","8","1.13","7","87.50","707","2","0.28","2","100.00"
"11147  :  โรงพยาบาลเกาะคา","237","2","0.84","1","50.00","238","4","1.68","4","100.00"
"11148  :  โรงพยาบาลเสริมงาม","530","3","0.57","1","33.33","526","14","2.66","14","100.00"
"11149  :  โรงพยาบาลงาว","646","9","1.39","6","66.67","687","5","0.73","3","60.00"
"11150  :  โรงพยาบาลแจ้ห่ม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11151  :  โรงพยาบาลวังเหนือ","622","25","4.02","24","96.00","717","1","0.14","1","100.00"
"11152  :  โรงพยาบาลเถิน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11153  :  โรงพยาบาลแม่พริก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11154  :  โรงพยาบาลแม่ทะ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11155  :  โรงพยาบาลสบปราบ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11156  :  โรงพยาบาลห้างฉัตร","268","1","0.37","0","0.00","274","1","0.36","0","0.00"
"11157  :  โรงพยาบาลเมืองปาน","68","0","0.00","0","0.00","73","0","0.00","0","0.00"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12283  :  โรงพยาบาลมะเร็งลำปาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10673  :  โรงพยาบาลอุตรดิตถ์","2,035","75","3.69","44","58.67","2,155","463","21.48","441","95.25"
"11158  :  โรงพยาบาลตรอน","449","1","0.22","1","100.00","487","29","5.95","21","72.41"
"11159  :  โรงพยาบาลท่าปลา","430","14","3.26","11","78.57","428","51","11.92","27","52.94"
"11160  :  โรงพยาบาลน้ำปาด","826","19","2.30","16","84.21","827","80","9.67","77","96.25"
"11161  :  โรงพยาบาลฟากท่า","374","2","0.53","0","0.00","367","50","13.62","30","60.00"
"11162  :  โรงพยาบาลบ้านโคก","322","3","0.93","2","66.67","326","26","7.98","25","96.15"
"11163  :  โรงพยาบาลพิชัย","1,380","42","3.04","27","64.29","1,368","52","3.80","44","84.62"
"11164  :  โรงพยาบาลลับแล","0","0","0.00","0","0.00","193","33","17.10","32","96.97"
"11165  :  โรงพยาบาลทองแสนขัน","285","9","3.16","2","22.22","282","17","6.03","7","41.18"
"11509  :  โรงพยาบาลค่ายพิชัยดาบหัก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10715  :  โรงพยาบาลแพร่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11166  :  โรงพยาบาลร้องกวาง","587","3","0.51","2","66.67","599","2","0.33","0","0.00"
"11167  :  โรงพยาบาลลอง","776","1","0.13","1","100.00","765","1","0.13","1","100.00"
"11169  :  โรงพยาบาลสูงเม่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11170  :  โรงพยาบาลสอง","795","34","4.28","18","52.94","645","24","3.72","11","45.83"
"11171  :  โรงพยาบาลวังชิ้น","490","4","0.82","4","100.00","353","1","0.28","1","100.00"
"11172  :  โรงพยาบาลหนองม่วงไข่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11452  :  โรงพยาบาลสมเด็จพระยุพราชเด่นชัย","492","2","0.41","1","50.00","516","2","0.39","0","0.00"
"10716  :  โรงพยาบาลน่าน","2,393","35","1.46","23","65.71","2,471","38","1.54","34","89.47"
"11173  :  โรงพยาบาลแม่จริม","206","1","0.49","1","100.00","205","4","1.95","2","50.00"
"11174  :  โรงพยาบาลบ้านหลวง","239","0","0.00","0","0.00","240","1","0.42","1","100.00"
"11175  :  โรงพยาบาลนาน้อย","489","24","4.91","8","33.33","534","12","2.25","2","16.67"
"11176  :  โรงพยาบาลท่าวังผา","870","25","2.87","7","28.00","686","12","1.75","4","33.33"
"11177  :  โรงพยาบาลเวียงสา","1,294","32","2.47","22","68.75","1,117","21","1.88","14","66.67"
"11178  :  โรงพยาบาลทุ่งช้าง","269","36","13.38","17","47.22","288","0","0.00","0","0.00"
"11179  :  โรงพยาบาลเชียงกลาง","497","2","0.40","1","50.00","443","2","0.45","1","50.00"
"11180  :  โรงพยาบาลนาหมื่น","180","3","1.67","3","100.00","182","0","0.00","0","0.00"
"11181  :  โรงพยาบาลสันติสุข","262","34","12.98","32","94.12","231","4","1.73","3","75.00"
"11182  :  โรงพยาบาลบ่อเกลือ","330","5","1.52","2","40.00","286","253","88.46","213","84.19"
"11183  :  โรงพยาบาลสองแคว","78","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11453  :  โรงพยาบาลสมเด็จพระยุพราชปัว","188","0","0.00","0","0.00","77","0","0.00","0","0.00"
"11510  :  โรงพยาบาลค่ายสุริยพงษ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11625  :  โรงพยาบาลเฉลิมพระเกียรติ","122","7","5.74","1","14.29","118","2","1.69","0","0.00"
