"โรงพยาบาล","รวมทั้งปีการศึกษา 2561","ปีการศึกษา 2561 เทอม1","ปีการศึกษา 2561 เทอม2"
"เด็กนักเรียน ป.1-6(B)","ได้รับการตรวจเหา และได้รับการแก้ไข(A)","%","เด็กนักเรียน ป.1-6(B)","ได้รับการตรวจเหา และได้รับการแก้ไข(A)","%","เด็กนักเรียน ป.1-6(B)","ได้รับการตรวจเหา และได้รับการแก้ไข(A)","%"
"11034  :  โรงพยาบาลภูเรือ","463","0","0.00","0","0","0.00","463","0","0.00"
"11035  :  โรงพยาบาลท่าลี่","585","0","0.00","0","0","0.00","585","0","0.00"
"11036  :  โรงพยาบาลวังสะพุง","1,596","0","0.00","0","0","0.00","1,596","0","0.00"
"11037  :  โรงพยาบาลภูกระดึง","864","0","0.00","0","0","0.00","864","0","0.00"
"11038  :  โรงพยาบาลภูหลวง","494","0","0.00","0","0","0.00","494","0","0.00"
"11039  :  โรงพยาบาลผาขาว","722","0","0.00","0","0","0.00","722","0","0.00"
"11447  :  โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","929","0","0.00","0","0","0.00","929","0","0.00"
"14133  :  โรงพยาบาลเอราวัณ","1,085","0","0.00","0","0","0.00","1,085","0","0.00"
"14644  :  โรงพยาบาลจิตเวชเลยราชนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00"
"28861  :  โรงพยาบาลหนองหิน","1,472","0","0.00","0","0","0.00","1,472","0","0.00"
"10706  :  โรงพยาบาลหนองคาย","2,165","0","0.00","0","0","0.00","2,165","0","0.00"
"11042  :  โรงพยาบาลโพนพิสัย","557","0","0.00","0","0","0.00","557","0","0.00"
"11044  :  โรงพยาบาลศรีเชียงใหม่","979","0","0.00","0","0","0.00","979","0","0.00"
"11045  :  โรงพยาบาลสังคม","485","0","0.00","0","0","0.00","485","0","0.00"
"11448  :  โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ","1,414","0","0.00","0","0","0.00","1,414","0","0.00"
"14558  :  โรงพยาบาลพิสัยเวช","0","0","0.00","0","0","0.00","0","0","0.00"
"21356  :  โรงพยาบาลสระใคร","143","0","0.00","0","0","0.00","143","0","0.00"
"28778  :  โรงพยาบาลโพธิ์ตาก","0","0","0.00","0","0","0.00","0","0","0.00"
"28811  :  โรงพยาบาลเฝ้าไร่","347","0","0.00","0","0","0.00","347","0","0.00"
"28815  :  โรงพยาบาลรัตนวาปี","27","0","0.00","0","0","0.00","27","0","0.00"
"10707  :  โรงพยาบาลมหาสารคาม","0","0","0.00","0","0","0.00","0","0","0.00"
"11051  :  โรงพยาบาลแกดำ","210","21","10.00","0","0","0.00","210","20","9.52"
"11052  :  โรงพยาบาลโกสุมพิสัย","2,321","1","0.04","0","0","0.00","2,321","0","0.00"
"11053  :  โรงพยาบาลกันทรวิชัย","769","1","0.13","0","0","0.00","769","0","0.00"
"11054  :  โรงพยาบาลเชียงยืน","1,518","1","0.07","0","0","0.00","1,518","0","0.00"
"11055  :  โรงพยาบาลบรบือ","1,773","0","0.00","56","0","0.00","1,717","0","0.00"
"11056  :  โรงพยาบาลนาเชือก","1,422","0","0.00","337","0","0.00","1,085","0","0.00"
"11057  :  โรงพยาบาลพยัคฆภูมิพิสัย","2,880","1","0.03","206","0","0.00","2,674","1","0.04"
"11058  :  โรงพยาบาลวาปีปทุม","2,555","0","0.00","172","0","0.00","2,383","0","0.00"
"11059  :  โรงพยาบาลนาดูน","382","0","0.00","0","0","0.00","382","0","0.00"
"11060  :  โรงพยาบาลยางสีสุราช","366","0","0.00","0","0","0.00","366","0","0.00"
"22953  :  โรงพยาบาลสุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม","976","1","0.10","0","0","0.00","976","0","0.00"
"24704  :  โรงพยาบาลกุดรัง","1","0","0.00","0","0","0.00","1","0","0.00"
"28843  :  โรงพยาบาลชื่นชม","0","0","0.00","0","0","0.00","0","0","0.00"
"10708  :  โรงพยาบาลร้อยเอ็ด","14","0","0.00","0","0","0.00","14","0","0.00"
"11061  :  โรงพยาบาลเกษตรวิสัย","1,506","1,268","84.20","0","0","0.00","1,506","1","0.07"
"11062  :  โรงพยาบาลปทุมรัตต์","1,299","0","0.00","0","0","0.00","1,299","0","0.00"
"11063  :  โรงพยาบาลจตุรพักตรพิมาน","990","4","0.40","0","0","0.00","990","4","0.40"
"11064  :  โรงพยาบาลธวัชบุรี","215","0","0.00","0","0","0.00","215","0","0.00"
"11065  :  โรงพยาบาลพนมไพร","1,274","0","0.00","0","0","0.00","1,274","0","0.00"
"11066  :  โรงพยาบาลโพนทอง","2,297","0","0.00","0","0","0.00","2,297","0","0.00"
"11067  :  โรงพยาบาลโพธิ์ชัย","721","3","0.42","0","0","0.00","721","0","0.00"
"11068  :  โรงพยาบาลหนองพอก","1,588","0","0.00","104","0","0.00","1,484","0","0.00"
"11069  :  โรงพยาบาลเสลภูมิ","2,828","0","0.00","0","0","0.00","2,828","0","0.00"
"11070  :  โรงพยาบาลสุวรรณภูมิ","2,350","0","0.00","1","0","0.00","2,349","0","0.00"
"11071  :  โรงพยาบาลเมืองสรวง","492","0","0.00","0","0","0.00","492","0","0.00"
"11072  :  โรงพยาบาลโพนทราย","419","0","0.00","0","0","0.00","419","0","0.00"
"11073  :  โรงพยาบาลอาจสามารถ","1,152","0","0.00","0","0","0.00","1,152","0","0.00"
"11074  :  โรงพยาบาลเมยวดี","467","0","0.00","0","0","0.00","467","0","0.00"
"11075  :  โรงพยาบาลศรีสมเด็จ","751","31","4.13","0","0","0.00","751","0","0.00"
"11076  :  โรงพยาบาลจังหาร","135","0","0.00","0","0","0.00","135","0","0.00"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","0","0","0.00","0","0","0.00","0","0","0.00"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","0","0","0.00","0","0","0.00","0","0","0.00"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","33","0","0.00","0","0","0.00","33","0","0.00"
"27989  :  โรงพยาบาลเชียงขวัญ","68","0","0.00","0","0","0.00","68","0","0.00"
"27990  :  โรงพยาบาลหนองฮี","128","0","0.00","0","0","0.00","128","0","0.00"
"10709  :  โรงพยาบาลกาฬสินธุ์","2,374","0","0.00","0","0","0.00","2,374","0","0.00"
"11077  :  โรงพยาบาลนามน","803","0","0.00","0","0","0.00","803","0","0.00"
"11078  :  โรงพยาบาลกมลาไสย","1,251","0","0.00","47","0","0.00","1,204","0","0.00"
"11079  :  โรงพยาบาลร่องคำ","817","0","0.00","417","0","0.00","400","0","0.00"
"11080  :  โรงพยาบาลเขาวง","1,000","0","0.00","0","0","0.00","1,000","0","0.00"
"11081  :  โรงพยาบาลยางตลาด","1,362","0","0.00","0","0","0.00","1,362","0","0.00"
"11082  :  โรงพยาบาลห้วยเม็ก","0","0","0.00","0","0","0.00","0","0","0.00"
"11083  :  โรงพยาบาลสหัสขันธ์","255","0","0.00","0","0","0.00","255","0","0.00"
"11084  :  โรงพยาบาลคำม่วง","1,048","0","0.00","0","0","0.00","1,048","0","0.00"
"11085  :  โรงพยาบาลท่าคันโท","825","0","0.00","44","0","0.00","781","0","0.00"
"11086  :  โรงพยาบาลหนองกุงศรี","1,080","0","0.00","0","0","0.00","1,080","0","0.00"
"11087  :  โรงพยาบาลสมเด็จ","2,518","0","0.00","0","0","0.00","2,518","0","0.00"
"11088  :  โรงพยาบาลห้วยผึ้ง","1,076","0","0.00","0","0","0.00","1,076","0","0.00"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","2,276","0","0.00","0","0","0.00","2,276","0","0.00"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0.00","0","0","0.00","0","0","0.00"
"28017  :  โรงพยาบาลนาคู","293","0","0.00","0","0","0.00","293","0","0.00"
"28789  :  โรงพยาบาลฆ้องชัย","203","0","0.00","0","0","0.00","203","0","0.00"
"28790  :  โรงพยาบาลดอนจาน","258","0","0.00","0","0","0.00","258","0","0.00"
"28791  :  โรงพยาบาลสามชัย","390","0","0.00","0","0","0.00","390","0","0.00"
"10710  :  โรงพยาบาลสกลนคร","0","0","0.00","0","0","0.00","0","0","0.00"
"11089  :  โรงพยาบาลกุสุมาลย์","1,125","0","0.00","0","0","0.00","1,125","0","0.00"
"11090  :  โรงพยาบาลกุดบาก","643","0","0.00","0","0","0.00","643","0","0.00"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","1,075","2","0.19","0","0","0.00","1,075","0","0.00"
"11092  :  โรงพยาบาลพังโคน","1,759","0","0.00","0","0","0.00","1,759","0","0.00"
"11093  :  โรงพยาบาลวาริชภูมิ","1,191","0","0.00","29","0","0.00","1,162","0","0.00"
"11094  :  โรงพยาบาลนิคมน้ำอูน","233","0","0.00","0","0","0.00","233","0","0.00"
"11095  :  โรงพยาบาลวานรนิวาส","2,157","0","0.00","0","0","0.00","2,157","0","0.00"
"11096  :  โรงพยาบาลคำตากล้า","1,233","1","0.08","696","0","0.00","537","0","0.00"
"11097  :  โรงพยาบาลบ้านม่วง","1,089","86","7.90","0","0","0.00","1,089","86","7.90"
"11098  :  โรงพยาบาลอากาศอำนวย","1,398","0","0.00","0","0","0.00","1,398","0","0.00"
"11099  :  โรงพยาบาลส่องดาว","842","0","0.00","0","0","0.00","842","0","0.00"
"11100  :  โรงพยาบาลเต่างอย","450","0","0.00","0","0","0.00","450","0","0.00"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","672","1","0.15","0","0","0.00","672","0","0.00"
"11102  :  โรงพยาบาลเจริญศิลป์","0","0","0.00","0","0","0.00","0","0","0.00"
"11103  :  โรงพยาบาลโพนนาแก้ว","287","0","0.00","0","0","0.00","287","0","0.00"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","4,124","1","0.02","0","0","0.00","4,124","1","0.02"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","962","5","0.52","0","0","0.00","962","0","0.00"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","271","0","0.00","0","0","0.00","271","0","0.00"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0.00","0","0","0.00","0","0","0.00"
"10711  :  โรงพยาบาลนครพนม","372","0","0.00","372","0","0.00","0","0","0.00"
"11104  :  โรงพยาบาลปลาปาก","979","0","0.00","0","0","0.00","979","0","0.00"
"11105  :  โรงพยาบาลท่าอุเทน","416","0","0.00","0","0","0.00","416","0","0.00"
"11106  :  โรงพยาบาลบ้านแพง","1,205","0","0.00","0","0","0.00","1,205","0","0.00"
"11107  :  โรงพยาบาลนาทม","350","0","0.00","0","0","0.00","350","0","0.00"
"11108  :  โรงพยาบาลเรณูนคร","0","0","0.00","0","0","0.00","0","0","0.00"
"11109  :  โรงพยาบาลนาแก","2,124","0","0.00","0","0","0.00","2,124","0","0.00"
"11110  :  โรงพยาบาลศรีสงคราม","1,626","0","0.00","0","0","0.00","1,626","0","0.00"
"11111  :  โรงพยาบาลนาหว้า","1,111","0","0.00","0","0","0.00","1,111","0","0.00"
"11112  :  โรงพยาบาลโพนสวรรค์","573","0","0.00","0","0","0.00","573","0","0.00"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","68","13","19.12","0","0","0.00","68","13","19.12"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00"
"40840  :  โรงพยาบาลวังยาง","205","0","0.00","0","0","0.00","205","0","0.00"
"10712  :  โรงพยาบาลมุกดาหาร","0","0","0.00","0","0","0.00","0","0","0.00"
"11113  :  โรงพยาบาลนิคมคำสร้อย","0","0","0.00","0","0","0.00","0","0","0.00"
"11114  :  โรงพยาบาลดอนตาล","0","0","0.00","0","0","0.00","0","0","0.00"
"11115  :  โรงพยาบาลดงหลวง","0","0","0.00","0","0","0.00","0","0","0.00"
"11116  :  โรงพยาบาลคำชะอี","0","0","0.00","0","0","0.00","0","0","0.00"
"11117  :  โรงพยาบาลหว้านใหญ่","0","0","0.00","0","0","0.00","0","0","0.00"
"11118  :  โรงพยาบาลหนองสูง","0","0","0.00","0","0","0.00","0","0","0.00"
"06009  :  โรงพยาบาลแม่ตื่น","0","0","0.00","0","0","0.00","0","0","0.00"
"10713  :  โรงพยาบาลนครพิงค์","0","0","0.00","0","0","0.00","0","0","0.00"
"11119  :  โรงพยาบาลจอมทอง","0","0","0.00","0","0","0.00","0","0","0.00"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","0","0","0.00","0","0","0.00","0","0","0.00"
"11121  :  โรงพยาบาลเชียงดาว","83","0","0.00","0","0","0.00","83","0","0.00"
"11122  :  โรงพยาบาลดอยสะเก็ด","0","0","0.00","0","0","0.00","0","0","0.00"
"11123  :  โรงพยาบาลแม่แตง","0","0","0.00","0","0","0.00","0","0","0.00"
"11124  :  โรงพยาบาลสะเมิง","0","0","0.00","0","0","0.00","0","0","0.00"
"11125  :  โรงพยาบาลฝาง","0","0","0.00","0","0","0.00","0","0","0.00"
"11126  :  โรงพยาบาลแม่อาย","0","0","0.00","0","0","0.00","0","0","0.00"
"11127  :  โรงพยาบาลพร้าว","0","0","0.00","0","0","0.00","0","0","0.00"
"11128  :  โรงพยาบาลสันป่าตอง","0","0","0.00","0","0","0.00","0","0","0.00"
"11129  :  โรงพยาบาลสันกำแพง","0","0","0.00","0","0","0.00","0","0","0.00"
"11130  :  โรงพยาบาลสันทราย","0","0","0.00","0","0","0.00","0","0","0.00"
"11131  :  โรงพยาบาลหางดง","0","0","0.00","0","0","0.00","0","0","0.00"
"11132  :  โรงพยาบาลฮอด","0","0","0.00","0","0","0.00","0","0","0.00"
"11133  :  โรงพยาบาลดอยเต่า","0","0","0.00","0","0","0.00","0","0","0.00"
"11134  :  โรงพยาบาลอมก๋อย","0","0","0.00","0","0","0.00","0","0","0.00"
"11135  :  โรงพยาบาลสารภี","0","0","0.00","0","0","0.00","0","0","0.00"
"11136  :  โรงพยาบาลเวียงแหง","0","0","0.00","0","0","0.00","0","0","0.00"
"11137  :  โรงพยาบาลไชยปราการ","0","0","0.00","0","0","0.00","0","0","0.00"
"11138  :  โรงพยาบาลแม่วาง","0","0","0.00","0","0","0.00","0","0","0.00"
"11139  :  โรงพยาบาลแม่ออน","0","0","0.00","0","0","0.00","0","0","0.00"
"11507  :  โรงพยาบาลกองบิน 41","0","0","0.00","0","0","0.00","0","0","0.00"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","0","0","0.00","0","0","0.00","0","0","0.00"
"11643  :  โรงพยาบาลดอยหล่อ","0","0","0.00","0","0","0.00","0","0","0.00"
"11978  :  โรงพยาบาลดารารัศมี","0","0","0.00","0","0","0.00","0","0","0.00"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0.00","0","0","0.00"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","0","0","0.00","0","0","0.00","0","0","0.00"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","0","0","0.00","0","0","0.00","0","0","0.00"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","0","0","0.00","0","0","0.00","0","0","0.00"
"12280  :  โรงพยาบาลสวนปรุง","0","0","0.00","0","0","0.00","0","0","0.00"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0.00","0","0","0.00","0","0","0.00"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","0","0","0.00","0","0","0.00","0","0","0.00"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","0","0","0.00","0","0","0.00","0","0","0.00"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","0","0","0.00","0","0","0.00","0","0","0.00"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","0","0","0.00","0","0","0.00","0","0","0.00"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00","0","0","0.00","0","0","0.00"
"10714  :  โรงพยาบาลลำพูน","215","0","0.00","0","0","0.00","215","0","0.00"
"11140  :  โรงพยาบาลแม่ทา","0","0","0.00","0","0","0.00","0","0","0.00"
"11141  :  โรงพยาบาลบ้านโฮ่ง","0","0","0.00","0","0","0.00","0","0","0.00"
"11142  :  โรงพยาบาลลี้","0","0","0.00","0","0","0.00","0","0","0.00"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","0","0","0.00","0","0","0.00","0","0","0.00"
"11144  :  โรงพยาบาลป่าซาง","0","0","0.00","0","0","0.00","0","0","0.00"
"11145  :  โรงพยาบาลบ้านธิ","0","0","0.00","0","0","0.00","0","0","0.00"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0.00","0","0","0.00","0","0","0.00"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","0","0","0.00","0","0","0.00","0","0","0.00"
"24956  :  โรงพยาบาลเวียงหนองล่อง","0","0","0.00","0","0","0.00","0","0","0.00"
"10672  :  โรงพยาบาลลำปาง","6,134","0","0.00","0","0","0.00","6,134","0","0.00"
"11146  :  โรงพยาบาลแม่เมาะ","0","0","0.00","0","0","0.00","0","0","0.00"
"11147  :  โรงพยาบาลเกาะคา","613","0","0.00","0","0","0.00","613","0","0.00"
"11148  :  โรงพยาบาลเสริมงาม","0","0","0.00","0","0","0.00","0","0","0.00"
"11149  :  โรงพยาบาลงาว","0","0","0.00","0","0","0.00","0","0","0.00"
"11150  :  โรงพยาบาลแจ้ห่ม","0","0","0.00","0","0","0.00","0","0","0.00"
"11151  :  โรงพยาบาลวังเหนือ","0","0","0.00","0","0","0.00","0","0","0.00"
"11152  :  โรงพยาบาลเถิน","0","0","0.00","0","0","0.00","0","0","0.00"
"11153  :  โรงพยาบาลแม่พริก","0","0","0.00","0","0","0.00","0","0","0.00"
"11154  :  โรงพยาบาลแม่ทะ","0","0","0.00","0","0","0.00","0","0","0.00"
"11155  :  โรงพยาบาลสบปราบ","0","0","0.00","0","0","0.00","0","0","0.00"
"11156  :  โรงพยาบาลห้างฉัตร","0","0","0.00","0","0","0.00","0","0","0.00"
"11157  :  โรงพยาบาลเมืองปาน","0","0","0.00","0","0","0.00","0","0","0.00"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0.00","0","0","0.00","0","0","0.00"
"12283  :  โรงพยาบาลมะเร็งลำปาง","0","0","0.00","0","0","0.00","0","0","0.00"
"10673  :  โรงพยาบาลอุตรดิตถ์","3,524","0","0.00","146","0","0.00","3,378","0","0.00"
"11158  :  โรงพยาบาลตรอน","372","0","0.00","0","0","0.00","372","0","0.00"
"11159  :  โรงพยาบาลท่าปลา","674","0","0.00","0","0","0.00","674","0","0.00"
"11160  :  โรงพยาบาลน้ำปาด","1,264","0","0.00","0","0","0.00","1,264","0","0.00"
"11161  :  โรงพยาบาลฟากท่า","277","0","0.00","0","0","0.00","277","0","0.00"
"11162  :  โรงพยาบาลบ้านโคก","207","0","0.00","0","0","0.00","207","0","0.00"
"11163  :  โรงพยาบาลพิชัย","1,504","0","0.00","0","0","0.00","1,504","0","0.00"
"11164  :  โรงพยาบาลลับแล","543","0","0.00","439","0","0.00","104","0","0.00"
"11165  :  โรงพยาบาลทองแสนขัน","245","0","0.00","0","0","0.00","245","0","0.00"
"11509  :  โรงพยาบาลค่ายพิชัยดาบหัก","0","0","0.00","0","0","0.00","0","0","0.00"
"10715  :  โรงพยาบาลแพร่","0","0","0.00","0","0","0.00","0","0","0.00"
"11166  :  โรงพยาบาลร้องกวาง","106","0","0.00","0","0","0.00","106","0","0.00"
"11167  :  โรงพยาบาลลอง","1,232","0","0.00","160","0","0.00","1,072","0","0.00"
"11169  :  โรงพยาบาลสูงเม่น","0","0","0.00","0","0","0.00","0","0","0.00"
"11170  :  โรงพยาบาลสอง","1,101","0","0.00","0","0","0.00","1,101","0","0.00"
"11171  :  โรงพยาบาลวังชิ้น","471","0","0.00","52","0","0.00","419","0","0.00"
"11172  :  โรงพยาบาลหนองม่วงไข่","40","32","80.00","0","0","0.00","40","32","80.00"
"11452  :  โรงพยาบาลสมเด็จพระยุพราชเด่นชัย","756","0","0.00","166","0","0.00","590","0","0.00"
"10716  :  โรงพยาบาลน่าน","5,201","9","0.17","684","2","0.29","4,517","4","0.09"
"11173  :  โรงพยาบาลแม่จริม","291","1","0.34","0","0","0.00","291","1","0.34"
"11174  :  โรงพยาบาลบ้านหลวง","164","0","0.00","0","0","0.00","164","0","0.00"
"11175  :  โรงพยาบาลนาน้อย","567","529","93.30","0","0","0.00","567","22","3.88"
"11176  :  โรงพยาบาลท่าวังผา","719","2","0.28","0","0","0.00","719","2","0.28"
"11177  :  โรงพยาบาลเวียงสา","973","862","88.59","98","63","64.29","875","528","60.34"
"11178  :  โรงพยาบาลทุ่งช้าง","191","2","1.05","0","0","0.00","191","1","0.52"
"11179  :  โรงพยาบาลเชียงกลาง","402","1","0.25","0","0","0.00","402","1","0.25"
"11180  :  โรงพยาบาลนาหมื่น","200","7","3.50","0","0","0.00","200","7","3.50"
"11181  :  โรงพยาบาลสันติสุข","267","91","34.08","0","0","0.00","267","91","34.08"
"11182  :  โรงพยาบาลบ่อเกลือ","187","0","0.00","0","0","0.00","187","0","0.00"
"11183  :  โรงพยาบาลสองแคว","234","65","27.78","0","0","0.00","234","65","27.78"
"11453  :  โรงพยาบาลสมเด็จพระยุพราชปัว","478","2","0.42","0","0","0.00","478","2","0.42"
"11510  :  โรงพยาบาลค่ายสุริยพงษ์","0","0","0.00","0","0","0.00","0","0","0.00"
"11625  :  โรงพยาบาลเฉลิมพระเกียรติ","68","0","0.00","0","0","0.00","68","0","0.00"
"25017  :  โรงพยาบาลภูเพียง","0","0","0.00","0","0","0.00","0","0","0.00"
"10717  :  โรงพยาบาลพะเยา","0","0","0.00","0","0","0.00","0","0","0.00"
"10718  :  โรงพยาบาลเชียงคำ","0","0","0.00","0","0","0.00","0","0","0.00"
"11184  :  โรงพยาบาลจุน","588","1","0.17","0","0","0.00","588","1","0.17"
"11185  :  โรงพยาบาลเชียงม่วน","0","0","0.00","0","0","0.00","0","0","0.00"
"11186  :  โรงพยาบาลดอกคำใต้","322","0","0.00","0","0","0.00","322","0","0.00"
"11187  :  โรงพยาบาลปง","234","1","0.43","0","0","0.00","234","0","0.00"
"11188  :  โรงพยาบาลแม่ใจ","0","0","0.00","0","0","0.00","0","0","0.00"
"15140  :  โรงพยาบาลค่ายขุนเจืองธรรมิกราช","0","0","0.00","0","0","0.00","0","0","0.00"
"40744  :  โรงพยาบาลภูซาง","0","0","0.00","0","0","0.00","0","0","0.00"
"40745  :  โรงพยาบาลภูกามยาว","0","0","0.00","0","0","0.00","0","0","0.00"
"41347  :  โรงพยาบาลมหาวิทยาลัยพะเยา","0","0","0.00","0","0","0.00","0","0","0.00"
"10674  :  โรงพยาบาลเชียงรายประชานุเคราะห์","6,625","84","1.27","1,394","65","4.66","5,231","19","0.36"
"11189  :  โรงพยาบาลเทิง","2,054","0","0.00","0","0","0.00","2,054","0","0.00"
"11190  :  โรงพยาบาลพาน","0","0","0.00","0","0","0.00","0","0","0.00"
"11191  :  โรงพยาบาลป่าแดด","250","48","19.20","0","0","0.00","250","48","19.20"
"11192  :  โรงพยาบาลแม่จัน","0","0","0.00","0","0","0.00","0","0","0.00"
"11193  :  โรงพยาบาลเชียงแสน","420","0","0.00","0","0","0.00","420","0","0.00"
"11194  :  โรงพยาบาลแม่สาย","2,036","0","0.00","0","0","0.00","2,036","0","0.00"
"11195  :  โรงพยาบาลแม่สรวย","396","5","1.26","0","0","0.00","396","3","0.76"
"11196  :  โรงพยาบาลเวียงป่าเป้า","1,004","0","0.00","167","0","0.00","837","0","0.00"
"11197  :  โรงพยาบาลพญาเม็งราย","396","0","0.00","0","0","0.00","396","0","0.00"
"11198  :  โรงพยาบาลเวียงแก่น","504","449","89.09","0","0","0.00","504","407","80.75"
"11199  :  โรงพยาบาลขุนตาล","134","0","0.00","0","0","0.00","134","0","0.00"
"11200  :  โรงพยาบาลแม่ฟ้าหลวง","241","0","0.00","0","0","0.00","241","0","0.00"
"11201  :  โรงพยาบาลแม่ลาว","89","0","0.00","0","0","0.00","89","0","0.00"
"11202  :  โรงพยาบาลเวียงเชียงรุ้ง","425","0","0.00","0","0","0.00","425","0","0.00"
"11454  :  โรงพยาบาลสมเด็จพระยุพราชเชียงของ","1,668","0","0.00","0","0","0.00","1,668","0","0.00"
"15012  :  โรงพยาบาลสมเด็จพระญาณสังวร","43","31","72.09","0","0","0.00","43","26","60.47"
"23429  :  โรงพยาบาลมหาวิทยาลัยแม่ฟ้าหลวง","0","0","0.00","0","0","0.00","0","0","0.00"
"28823  :  โรงพยาบาลดอยหลวง","0","0","0.00","0","0","0.00","0","0","0.00"
"41509  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยแม่ฟ้าหลวง","0","0","0.00","0","0","0.00","0","0","0.00"
"10719  :  โรงพยาบาลศรีสังวาลย์","838","0","0.00","0","0","0.00","838","0","0.00"
"11203  :  โรงพยาบาลขุนยวม","683","0","0.00","0","0","0.00","683","0","0.00"
"11204  :  โรงพยาบาลปาย","810","2","0.25","0","0","0.00","810","2","0.25"
"11205  :  โรงพยาบาลแม่สะเรียง","1,770","4","0.23","0","0","0.00","1,770","1","0.06"
"11206  :  โรงพยาบาลแม่ลาน้อย","308","186","60.39","0","0","0.00","308","186","60.39"
"11207  :  โรงพยาบาลสบเมย","224","1","0.45","0","0","0.00","224","1","0.45"
"11208  :  โรงพยาบาลปางมะผ้า","464","0","0.00","0","0","0.00","464","0","0.00"
"14197  :  โรงพยาบาลธัญญรักษ์แม่ฮ่องสอน","0","0","0.00","0","0","0.00","0","0","0.00"
"10675  :  โรงพยาบาลสวรรค์ประชารักษ์","0","0","0.00","0","0","0.00","0","0","0.00"
"11209  :  โรงพยาบาลโกรกพระ","0","0","0.00","0","0","0.00","0","0","0.00"
"11210  :  โรงพยาบาลชุมแสง","0","0","0.00","0","0","0.00","0","0","0.00"
"11211  :  โรงพยาบาลหนองบัว","0","0","0.00","0","0","0.00","0","0","0.00"
"11212  :  โรงพยาบาลบรรพตพิสัย","0","0","0.00","0","0","0.00","0","0","0.00"
"11213  :  โรงพยาบาลเก้าเลี้ยว","0","0","0.00","0","0","0.00","0","0","0.00"
"11214  :  โรงพยาบาลตาคลี","0","0","0.00","0","0","0.00","0","0","0.00"
"11215  :  โรงพยาบาลท่าตะโก","0","0","0.00","0","0","0.00","0","0","0.00"
"11216  :  โรงพยาบาลไพศาลี","0","0","0.00","0","0","0.00","0","0","0.00"
"11217  :  โรงพยาบาลพยุหะคีรี","0","0","0.00","0","0","0.00","0","0","0.00"
"11218  :  โรงพยาบาลลาดยาว","0","0","0.00","0","0","0.00","0","0","0.00"
"11219  :  โรงพยาบาลตากฟ้า","0","0","0.00","0","0","0.00","0","0","0.00"
"11220  :  โรงพยาบาลแม่วงก์","0","0","0.00","0","0","0.00","0","0","0.00"
"11513  :  โรงพยาบาลค่ายจิรประวัติ","0","0","0.00","0","0","0.00","0","0","0.00"
