"โรงพยาบาล","ภาคเรียนที่  1 ปีการศึกษา 2562","ภาคเรียนที่  2 ปีการศึกษา 2562"
"นักเรียน","ได้รับวัคซีน","ร้อยละ","นักเรียน","ได้รับวัคซีน","ร้อยละ"
"11118  :  โรงพยาบาลหนองสูง","36","0","0.00","36","0","0.00"
"06009  :  โรงพยาบาลแม่ตื่น","86","0","0.00","0","0","0.00"
"10713  :  โรงพยาบาลนครพิงค์","2,747","214","7.79","653","0","0.00"
"11119  :  โรงพยาบาลจอมทอง","234","225","96.15","193","0","0.00"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","175","12","6.86","148","73","49.32"
"11121  :  โรงพยาบาลเชียงดาว","12","7","58.33","18","0","0.00"
"11122  :  โรงพยาบาลดอยสะเก็ด","110","97","88.18","117","0","0.00"
"11123  :  โรงพยาบาลแม่แตง","0","0","0.00","0","0","0.00"
"11124  :  โรงพยาบาลสะเมิง","51","0","0.00","62","0","0.00"
"11125  :  โรงพยาบาลฝาง","0","0","0.00","0","0","0.00"
"11126  :  โรงพยาบาลแม่อาย","48","30","62.50","82","0","0.00"
"11127  :  โรงพยาบาลพร้าว","0","0","0.00","0","0","0.00"
"11128  :  โรงพยาบาลสันป่าตอง","171","0","0.00","170","0","0.00"
"11129  :  โรงพยาบาลสันกำแพง","0","0","0.00","0","0","0.00"
"11130  :  โรงพยาบาลสันทราย","0","0","0.00","0","0","0.00"
"11131  :  โรงพยาบาลหางดง","0","0","0.00","0","0","0.00"
"11132  :  โรงพยาบาลฮอด","158","0","0.00","159","1","0.63"
"11133  :  โรงพยาบาลดอยเต่า","18","14","77.78","19","0","0.00"
"11134  :  โรงพยาบาลอมก๋อย","139","1","0.72","0","0","0.00"
"11135  :  โรงพยาบาลสารภี","0","0","0.00","0","0","0.00"
"11136  :  โรงพยาบาลเวียงแหง","80","0","0.00","106","0","0.00"
"11137  :  โรงพยาบาลไชยปราการ","42","0","0.00","45","0","0.00"
"11138  :  โรงพยาบาลแม่วาง","3","0","0.00","6","0","0.00"
"11139  :  โรงพยาบาลแม่ออน","0","0","0.00","0","0","0.00"
"11507  :  โรงพยาบาลกองบิน 41","0","0","0.00","0","0","0.00"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","0","0","0.00","0","0","0.00"
"11643  :  โรงพยาบาลดอยหล่อ","0","0","0.00","0","0","0.00"
"11978  :  โรงพยาบาลดารารัศมี","0","0","0.00","0","0","0.00"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0.00"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","50","0","0.00","3","0","0.00"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","0","0","0.00","0","0","0.00"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","0","0","0.00","0","0","0.00"
"12280  :  โรงพยาบาลสวนปรุง","0","0","0.00","0","0","0.00"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0.00","0","0","0.00"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0.00","0","0","0.00"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","10","6","60.00","13","0","0.00"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","0","0","0.00","0","0","0.00"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","45","0","0.00","0","0","0.00"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","197","163","82.74","78","0","0.00"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","17","15","88.24","37","0","0.00"
"10714  :  โรงพยาบาลลำพูน","19","19","100.00","29","0","0.00"
"11140  :  โรงพยาบาลแม่ทา","75","0","0.00","75","29","38.67"
"11141  :  โรงพยาบาลบ้านโฮ่ง","29","4","13.79","10","4","40.00"
"11142  :  โรงพยาบาลลี้","0","0","0.00","0","0","0.00"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","0","0","0.00","0","0","0.00"
"11144  :  โรงพยาบาลป่าซาง","0","0","0.00","0","0","0.00"
"11145  :  โรงพยาบาลบ้านธิ","0","0","0.00","0","0","0.00"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0.00","0","0","0.00"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","0","0","0.00","0","0","0.00"
"24956  :  โรงพยาบาลเวียงหนองล่อง","0","0","0.00","0","0","0.00"
"10672  :  โรงพยาบาลลำปาง","0","0","0.00","0","0","0.00"
"11146  :  โรงพยาบาลแม่เมาะ","186","168","90.32","181","0","0.00"
"11147  :  โรงพยาบาลเกาะคา","93","61","65.59","60","8","13.33"
"11148  :  โรงพยาบาลเสริมงาม","91","90","98.90","90","0","0.00"
"11149  :  โรงพยาบาลงาว","194","172","88.66","82","0","0.00"
"11150  :  โรงพยาบาลแจ้ห่ม","35","0","0.00","35","33","94.29"
"11151  :  โรงพยาบาลวังเหนือ","63","57","90.48","63","3","4.76"
"11152  :  โรงพยาบาลเถิน","38","0","0.00","39","0","0.00"
"11153  :  โรงพยาบาลแม่พริก","0","0","0.00","0","0","0.00"
"11154  :  โรงพยาบาลแม่ทะ","0","0","0.00","0","0","0.00"
"11155  :  โรงพยาบาลสบปราบ","34","13","38.24","34","0","0.00"
"11156  :  โรงพยาบาลห้างฉัตร","112","0","0.00","111","0","0.00"
"11157  :  โรงพยาบาลเมืองปาน","14","0","0.00","13","0","0.00"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0.00","0","0","0.00"
"12283  :  โรงพยาบาลมะเร็งลำปาง","0","0","0.00","0","0","0.00"
"10673  :  โรงพยาบาลอุตรดิตถ์","567","326","57.50","381","0","0.00"
"11158  :  โรงพยาบาลตรอน","55","26","47.27","55","0","0.00"
"11159  :  โรงพยาบาลท่าปลา","108","0","0.00","107","0","0.00"
"11160  :  โรงพยาบาลน้ำปาด","219","184","84.02","76","0","0.00"
"11161  :  โรงพยาบาลฟากท่า","50","0","0.00","50","48","96.00"
"11162  :  โรงพยาบาลบ้านโคก","34","19","55.88","34","0","0.00"
"11163  :  โรงพยาบาลพิชัย","218","200","91.74","151","0","0.00"
"11164  :  โรงพยาบาลลับแล","17","0","0.00","17","0","0.00"
"11165  :  โรงพยาบาลทองแสนขัน","39","0","0.00","41","39","95.12"
"11509  :  โรงพยาบาลค่ายพิชัยดาบหัก","0","0","0.00","0","0","0.00"
"10715  :  โรงพยาบาลแพร่","0","0","0.00","0","0","0.00"
"11166  :  โรงพยาบาลร้องกวาง","129","0","0.00","79","0","0.00"
"11167  :  โรงพยาบาลลอง","197","164","83.25","120","5","4.17"
"11169  :  โรงพยาบาลสูงเม่น","0","0","0.00","0","0","0.00"
"11170  :  โรงพยาบาลสอง","212","16","7.55","211","97","45.97"
"11171  :  โรงพยาบาลวังชิ้น","71","69","97.18","70","0","0.00"
"11172  :  โรงพยาบาลหนองม่วงไข่","5","5","100.00","5","0","0.00"
"11452  :  โรงพยาบาลสมเด็จพระยุพราชเด่นชัย","102","99","97.06","102","1","0.98"
"10716  :  โรงพยาบาลน่าน","736","702","95.38","437","0","0.00"
"11173  :  โรงพยาบาลแม่จริม","49","49","100.00","49","0","0.00"
"11174  :  โรงพยาบาลบ้านหลวง","38","38","100.00","38","0","0.00"
"11175  :  โรงพยาบาลนาน้อย","104","28","26.92","103","0","0.00"
"11176  :  โรงพยาบาลท่าวังผา","128","119","92.97","128","0","0.00"
"11177  :  โรงพยาบาลเวียงสา","151","142","94.04","126","0","0.00"
"11178  :  โรงพยาบาลทุ่งช้าง","37","37","100.00","37","0","0.00"
"11179  :  โรงพยาบาลเชียงกลาง","65","64","98.46","65","0","0.00"
"11180  :  โรงพยาบาลนาหมื่น","33","0","0.00","35","34","97.14"
"11181  :  โรงพยาบาลสันติสุข","37","35","94.59","31","0","0.00"
"11182  :  โรงพยาบาลบ่อเกลือ","23","0","0.00","23","0","0.00"
"11183  :  โรงพยาบาลสองแคว","30","0","0.00","31","0","0.00"
"11453  :  โรงพยาบาลสมเด็จพระยุพราชปัว","76","72","94.74","75","0","0.00"
"11510  :  โรงพยาบาลค่ายสุริยพงษ์","0","0","0.00","0","0","0.00"
"11625  :  โรงพยาบาลเฉลิมพระเกียรติ","9","0","0.00","9","0","0.00"
"25017  :  โรงพยาบาลภูเพียง","18","0","0.00","20","0","0.00"
"10717  :  โรงพยาบาลพะเยา","0","0","0.00","0","0","0.00"
"10718  :  โรงพยาบาลเชียงคำ","0","0","0.00","0","0","0.00"
"11184  :  โรงพยาบาลจุน","114","109","95.61","104","0","0.00"
"11185  :  โรงพยาบาลเชียงม่วน","0","0","0.00","0","0","0.00"
"11186  :  โรงพยาบาลดอกคำใต้","38","26","68.42","38","4","10.53"
"11187  :  โรงพยาบาลปง","45","43","95.56","45","0","0.00"
"11188  :  โรงพยาบาลแม่ใจ","0","0","0.00","0","0","0.00"
"15140  :  โรงพยาบาลค่ายขุนเจืองธรรมิกราช","0","0","0.00","0","0","0.00"
"40744  :  โรงพยาบาลภูซาง","0","0","0.00","0","0","0.00"
"40745  :  โรงพยาบาลภูกามยาว","0","0","0.00","0","0","0.00"
"41347  :  โรงพยาบาลมหาวิทยาลัยพะเยา","0","0","0.00","0","0","0.00"
"10674  :  โรงพยาบาลเชียงรายประชานุเคราะห์","883","791","89.58","706","0","0.00"
"11189  :  โรงพยาบาลเทิง","292","277","94.86","182","0","0.00"
"11190  :  โรงพยาบาลพาน","0","0","0.00","0","0","0.00"
"11191  :  โรงพยาบาลป่าแดด","37","8","21.62","9","1","11.11"
"11192  :  โรงพยาบาลแม่จัน","0","0","0.00","0","0","0.00"
"11193  :  โรงพยาบาลเชียงแสน","60","0","0.00","44","0","0.00"
"11194  :  โรงพยาบาลแม่สาย","305","0","0.00","282","0","0.00"
"11195  :  โรงพยาบาลแม่สรวย","72","43","59.72","74","1","1.35"
"11196  :  โรงพยาบาลเวียงป่าเป้า","101","3","2.97","96","54","56.25"
"11197  :  โรงพยาบาลพญาเม็งราย","64","0","0.00","19","0","0.00"
"11198  :  โรงพยาบาลเวียงแก่น","71","59","83.10","76","0","0.00"
"11199  :  โรงพยาบาลขุนตาล","33","0","0.00","34","0","0.00"
"11200  :  โรงพยาบาลแม่ฟ้าหลวง","46","0","0.00","64","0","0.00"
"11201  :  โรงพยาบาลแม่ลาว","14","0","0.00","15","0","0.00"
"11202  :  โรงพยาบาลเวียงเชียงรุ้ง","77","75","97.40","76","0","0.00"
"11454  :  โรงพยาบาลสมเด็จพระยุพราชเชียงของ","267","173","64.79","210","25","11.90"
"15012  :  โรงพยาบาลสมเด็จพระญาณสังวร","6","4","66.67","7","0","0.00"
"23429  :  โรงพยาบาลมหาวิทยาลัยแม่ฟ้าหลวง","0","0","0.00","0","0","0.00"
"28823  :  โรงพยาบาลดอยหลวง","0","0","0.00","0","0","0.00"
"41509  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยแม่ฟ้าหลวง","0","0","0.00","0","0","0.00"
"10719  :  โรงพยาบาลศรีสังวาลย์","123","0","0.00","113","86","76.11"
"11203  :  โรงพยาบาลขุนยวม","80","0","0.00","105","0","0.00"
"11204  :  โรงพยาบาลปาย","115","95","82.61","97","0","0.00"
"11205  :  โรงพยาบาลแม่สะเรียง","277","252","90.97","191","0","0.00"
"11206  :  โรงพยาบาลแม่ลาน้อย","69","63","91.30","71","0","0.00"
"11207  :  โรงพยาบาลสบเมย","32","29","90.63","44","0","0.00"
"11208  :  โรงพยาบาลปางมะผ้า","13","10","76.92","89","0","0.00"
"14197  :  โรงพยาบาลธัญญรักษ์แม่ฮ่องสอน","0","0","0.00","0","0","0.00"
"10675  :  โรงพยาบาลสวรรค์ประชารักษ์","323","60","18.58","23","0","0.00"
"11209  :  โรงพยาบาลโกรกพระ","90","84","93.33","40","0","0.00"
"11210  :  โรงพยาบาลชุมแสง","166","141","84.94","24","0","0.00"
"11211  :  โรงพยาบาลหนองบัว","172","144","83.72","171","0","0.00"
"11212  :  โรงพยาบาลบรรพตพิสัย","109","104","95.41","20","0","0.00"
"11213  :  โรงพยาบาลเก้าเลี้ยว","80","75","93.75","52","0","0.00"
"11214  :  โรงพยาบาลตาคลี","108","1","0.93","97","0","0.00"
"11215  :  โรงพยาบาลท่าตะโก","187","158","84.49","137","8","5.84"
"11216  :  โรงพยาบาลไพศาลี","66","62","93.94","49","1","2.04"
"11217  :  โรงพยาบาลพยุหะคีรี","246","0","0.00","95","0","0.00"
"11218  :  โรงพยาบาลลาดยาว","233","220","94.42","207","0","0.00"
"11219  :  โรงพยาบาลตากฟ้า","211","1","0.47","112","101","90.18"
"11220  :  โรงพยาบาลแม่วงก์","40","4","10.00","39","0","0.00"
"11513  :  โรงพยาบาลค่ายจิรประวัติ","0","0","0.00","0","0","0.00"
"12030  :  โรงพยาบาลพริ้นซ์ ปากน้ำโพ 1 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00"
"12033  :  โรงพยาบาลรวมแพทย์นครสวรรค์","0","0","0.00","0","0","0.00"
"12034  :  โรงพยาบาลพริ้นซ์ ปากน้ำโพ 2 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00"
"12042  :  โรงพยาบาลร่มฉัตร","0","0","0.00","0","0","0.00"
"12044  :  โรงพยาบาลศรีสวรรค์","0","0","0.00","0","0","0.00"
"12284  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 3","0","0","0.00","0","0","0.00"
"14171  :  โรงพยาบาลจิตเวชนครสวรรค์ราชนครินทร์","0","0","0.00","0","0","0.00"
"40749  :  โรงพยาบาลชุมตาบง","0","0","0.00","0","0","0.00"
"10720  :  โรงพยาบาลอุทัยธานี","0","0","0.00","0","0","0.00"
"11221  :  โรงพยาบาลทัพทัน","89","88","98.88","89","0","0.00"
"11222  :  โรงพยาบาลสว่างอารมณ์","58","0","0.00","58","54","93.10"
"11223  :  โรงพยาบาลหนองฉาง","105","103","98.10","22","0","0.00"
"11224  :  โรงพยาบาลหนองขาหย่าง","28","28","100.00","28","0","0.00"
"11225  :  โรงพยาบาลบ้านไร่","131","1","0.76","96","88","91.67"
"11226  :  โรงพยาบาลลานสัก","106","96","90.57","104","1","0.96"
"11227  :  โรงพยาบาลห้วยคต","70","67","95.71","70","0","0.00"
"10721  :  โรงพยาบาลกำแพงเพชร","0","0","0.00","0","0","0.00"
"11228  :  โรงพยาบาลทุ่งโพธิ์ทะเล","104","90","86.54","105","0","0.00"
"11229  :  โรงพยาบาลไทรงาม","97","83","85.57","94","0","0.00"
"11230  :  โรงพยาบาลคลองลาน","177","130","73.45","131","0","0.00"
"11231  :  โรงพยาบาลขาณุวรลักษบุรี","47","43","91.49","47","0","0.00"
"11232  :  โรงพยาบาลคลองขลุง","57","51","89.47","28","1","3.57"
"11233  :  โรงพยาบาลพรานกระต่าย","27","23","85.19","27","0","0.00"
"11234  :  โรงพยาบาลลานกระบือ","143","0","0.00","83","0","0.00"
"11235  :  โรงพยาบาลทรายทองวัฒนา","44","0","0.00","44","39","88.64"
"11236  :  โรงพยาบาลปางศิลาทอง","22","21","95.45","23","0","0.00"
"14135  :  โรงพยาบาลบึงสามัคคี","22","22","100.00","24","0","0.00"
"28010  :  โรงพยาบาลโกสัมพีนคร","24","22","91.67","24","0","0.00"
"10722  :  โรงพยาบาลสมเด็จพระเจ้าตากสินมหาราช","260","228","87.69","186","5","2.69"
"10723  :  โรงพยาบาลแม่สอด","68","42","61.76","125","0","0.00"
"11238  :  โรงพยาบาลบ้านตาก","115","54","46.96","85","36","42.35"
"11239  :  โรงพยาบาลสามเงา","102","4","3.92","103","74","71.84"
"11240  :  โรงพยาบาลแม่ระมาด","98","80","81.63","99","0","0.00"
"11241  :  โรงพยาบาลท่าสองยาง","95","0","0.00","153","0","0.00"
"11242  :  โรงพยาบาลพบพระ","185","1","0.54","236","132","55.93"
"11243  :  โรงพยาบาลอุ้มผาง","0","0","0.00","77","0","0.00"
"27443  :  โรงพยาบาลวังเจ้า","2","0","0.00","2","0","0.00"
"10724  :  โรงพยาบาลสุโขทัย","0","0","0.00","0","0","0.00"
"10725  :  โรงพยาบาลศรีสังวรสุโขทัย","0","0","0.00","0","0","0.00"
"11244  :  โรงพยาบาลบ้านด่านลานหอย","176","0","0.00","176","1","0.57"
"11245  :  โรงพยาบาลคีรีมาศ","29","27","93.10","30","0","0.00"
"11246  :  โรงพยาบาลกงไกรลาศ","0","0","0.00","0","0","0.00"
"11247  :  โรงพยาบาลศรีสัชนาลัย","132","0","0.00","133","95","71.43"
"11248  :  โรงพยาบาลสวรรคโลก","0","0","0.00","0","0","0.00"
"11249  :  โรงพยาบาลศรีนคร","111","0","0.00","113","0","0.00"
"11250  :  โรงพยาบาลทุ่งเสลี่ยม","168","155","92.26","171","0","0.00"
"10676  :  โรงพยาบาลพุทธชินราช","0","0","0.00","0","0","0.00"
"11251  :  โรงพยาบาลชาติตระการ","90","0","0.00","89","7","7.87"
"11252  :  โรงพยาบาลบางระกำ","171","163","95.32","170","0","0.00"
"11253  :  โรงพยาบาลบางกระทุ่ม","78","78","100.00","79","0","0.00"
"11254  :  โรงพยาบาลพรหมพิราม","43","41","95.35","43","0","0.00"
"11255  :  โรงพยาบาลวัดโบสถ์","127","121","95.28","127","0","0.00"
"11256  :  โรงพยาบาลวังทอง","0","0","0.00","0","0","0.00"
"11257  :  โรงพยาบาลเนินมะปราง","191","0","0.00","172","153","88.95"
"11455  :  โรงพยาบาลสมเด็จพระยุพราชนครไทย","220","1","0.45","117","105","89.74"
"11517  :  โรงพยาบาลค่ายสมเด็จพระนเรศวร","0","0","0.00","0","0","0.00"
"14972  :  โรงพยาบาลมหาวิทยาลัยนเรศวร","0","0","0.00","0","0","0.00"
"41429  :  โรงพยาบาลจิตเวชพิษณุโลก","0","0","0.00","0","0","0.00"
"10726  :  โรงพยาบาลพิจิตร","634","571","90.06","306","0","0.00"
"11258  :  โรงพยาบาลวังทรายพูน","31","0","0.00","31","31","100.00"
"11259  :  โรงพยาบาลโพธิ์ประทับช้าง","40","9","22.50","41","27","65.85"
"11260  :  โรงพยาบาลบางมูลนาก","291","282","96.91","256","0","0.00"
"11261  :  โรงพยาบาลโพทะเล","130","1","0.77","132","0","0.00"
"11262  :  โรงพยาบาลสามง่าม","53","52","98.11","53","1","1.89"
"11263  :  โรงพยาบาลทับคล้อ","62","0","0.00","63","0","0.00"
"11456  :  โรงพยาบาลสมเด็จพระยุพราชตะพานหิน","228","89","39.04","32","15","46.88"
"11631  :  โรงพยาบาลวชิรบารมี","99","41","41.41","50","1","2.00"
"27978  :  โรงพยาบาลสากเหล็ก","67","66","98.51","66","0","0.00"
"27979  :  โรงพยาบาลบึงนาราง","0","0","0.00","0","0","0.00"
"27980  :  โรงพยาบาลดงเจริญ","0","0","0.00","0","0","0.00"
"10727  :  โรงพยาบาลเพชรบูรณ์","380","0","0.00","126","0","0.00"
"11264  :  โรงพยาบาลชนแดน","311","0","0.00","141","118","83.69"
"11265  :  โรงพยาบาลหล่มสัก","407","0","0.00","40","0","0.00"
"11266  :  โรงพยาบาลวิเชียรบุรี","26","0","0.00","27","25","92.59"
"11267  :  โรงพยาบาลศรีเทพ","172","140","81.40","122","0","0.00"
"11268  :  โรงพยาบาลหนองไผ่","274","107","39.05","209","134","64.11"
"11269  :  โรงพยาบาลบึงสามพัน","341","306","89.74","84","0","0.00"
"11270  :  โรงพยาบาลน้ำหนาว","51","0","0.00","51","40","78.43"
"11271  :  โรงพยาบาลวังโป่ง","85","54","63.53","85","0","0.00"
"11272  :  โรงพยาบาลเขาค้อ","0","0","0.00","0","0","0.00"
"11457  :  โรงพยาบาลสมเด็จพระยุพราชหล่มเก่า","339","0","0.00","237","0","0.00"
"11946  :  โรงพยาบาลค่ายพ่อขุนผาเมือง","0","0","0.00","0","0","0.00"
"10677  :  โรงพยาบาลราชบุรี","0","0","0.00","0","0","0.00"
"10728  :  โรงพยาบาลดำเนินสะดวก","0","0","0.00","0","0","0.00"
"10729  :  โรงพยาบาลบ้านโป่ง","0","0","0.00","0","0","0.00"
"10730  :  โรงพยาบาลโพธาราม","422","364","86.26","30","0","0.00"
"11273  :  โรงพยาบาลสวนผึ้ง","71","0","0.00","71","0","0.00"
"11274  :  โรงพยาบาลบางแพ","77","71","92.21","80","0","0.00"
"11275  :  โรงพยาบาลเจ็ดเสมียน","36","0","0.00","38","0","0.00"
"11276  :  โรงพยาบาลปากท่อ","73","66","90.41","72","0","0.00"
"11277  :  โรงพยาบาลวัดเพลง","73","64","87.67","43","0","0.00"
"11458  :  โรงพยาบาลสมเด็จพระยุพราชจอมบึง","270","0","0.00","276","12","4.35"
"11519  :  โรงพยาบาลค่ายภาณุรังษี","63","0","0.00","3","0","0.00"
"12093  :  สถานพยาบาลแพทย์ประดิษฐ์","0","0","0.00","0","0","0.00"
"12097  :  มหาชัยพร้อมแพทย์โรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0.00"
"12098  :  โรงพยาบาลกรุงเทพเมืองราชโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00"
"12103  :  โรงพยาบาลซานคามิลโล","0","0","0.00","0","0","0.00"
"12286  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 5","0","0","0.00","0","0","0.00"
"28858  :  โรงพยาบาลบ้านคา","18","0","0.00","21","0","0.00"
"10731  :  โรงพยาบาลพหลพลพยุหเสนา","0","0","0.00","0","0","0.00"
"10732  :  โรงพยาบาลมะการักษ์","196","166","84.69","117","0","0.00"
"11278  :  โรงพยาบาลไทรโยค","70","17","24.29","62","0","0.00"
"11279  :  โรงพยาบาลสมเด็จพระปิยมหาราชรมณียเขต","49","0","0.00","53","0","0.00"
"11280  :  โรงพยาบาลบ่อพลอย","154","0","0.00","158","0","0.00"
"11281  :  โรงพยาบาลท่ากระดาน","29","24","82.76","29","0","0.00"
"11282  :  โรงพยาบาลสมเด็จพระสังฆราชองค์ที่ ๑๙","615","0","0.00","139","44","31.65"
"11283  :  โรงพยาบาลทองผาภูมิ","53","30","56.60","106","0","0.00"
"11284  :  โรงพยาบาลสังขละบุรี","4","0","0.00","309","0","0.00"
"11285  :  โรงพยาบาลเจ้าคุณไพบูลย์พนมทวน","54","0","0.00","59","0","0.00"
"11286  :  โรงพยาบาลเลาขวัญ","54","51","94.44","52","0","0.00"
"11287  :  โรงพยาบาลด่านมะขามเตี้ย","96","84","87.50","97","0","0.00"
"11288  :  โรงพยาบาลสถานพระบารมี","60","0","0.00","59","0","0.00"
"11520  :  โรงพยาบาลค่ายสุรสีห์","0","0","0.00","0","0","0.00"
"14136  :  โรงพยาบาลศุกร์ศิริศรีสวัสดิ์","28","0","0.00","36","15","41.67"
"21948  :  โรงพยาบาลห้วยกระเจา เฉลิมพระเกียรติ 80 พรรษา","43","0","0.00","45","36","80.00"
"41701  :  โรงพยาบาลหนองปรือ","35","7","20.00","35","3","8.57"
"10678  :  โรงพยาบาลเจ้าพระยายมราช","855","814","95.20","682","3","0.44"
"10733  :  โรงพยาบาลสมเด็จพระสังฆราชองค์ที่17","49","0","0.00","8","6","75.00"
"11289  :  โรงพยาบาลเดิมบางนางบวช","122","2","1.64","112","106","94.64"
"11290  :  โรงพยาบาลด่านช้าง","385","1","0.26","312","287","91.99"
"11291  :  โรงพยาบาลบางปลาม้า","25","24","96.00","25","0","0.00"
"11292  :  โรงพยาบาลศรีประจันต์","58","0","0.00","58","0","0.00"
"11293  :  โรงพยาบาลดอนเจดีย์","246","237","96.34","188","0","0.00"
"11294  :  โรงพยาบาลสามชุก","211","64","30.33","191","0","0.00"
"11295  :  โรงพยาบาลอู่ทอง","592","0","0.00","197","0","0.00"
"11296  :  โรงพยาบาลหนองหญ้าไซ","116","0","0.00","118","43","36.44"
"12123  :  โรงพยาบาลวิภาวดี-ปิยราษฎร์","0","0","0.00","0","0","0.00"
"10679  :  โรงพยาบาลนครปฐม","0","0","0.00","0","0","0.00"
"11297  :  โรงพยาบาลกำแพงแสน","195","0","0.00","197","0","0.00"
"11298  :  โรงพยาบาลนครชัยศรี","132","120","90.91","101","0","0.00"
"11299  :  โรงพยาบาลห้วยพลู","100","4","4.00","23","0","0.00"
"11300  :  โรงพยาบาลดอนตูม","308","300","97.40","194","1","0.52"
"11301  :  โรงพยาบาลบางเลน","45","13","28.89","41","0","0.00"
"11302  :  โรงพยาบาลสามพราน","26","16","61.54","25","0","0.00"
"11303  :  โรงพยาบาลพุทธมณฑล","0","0","0.00","0","0","0.00"
"11473  :  โรงพยาบาลเมตตาประชารักษ์(วัดไร่ขิง)","0","0","0.00","0","0","0.00"
"11521  :  โรงพยาบาลจันทรุเบกษา","131","0","0.00","131","0","0.00"
"13819  :  โรงพยาบาลหลวงพ่อเปิ่น","0","0","0.00","0","0","0.00"
"10734  :  โรงพยาบาลสมุทรสาคร","0","0","0.00","0","0","0.00"
"11304  :  โรงพยาบาลกระทุ่มแบน","0","0","0.00","0","0","0.00"
"11305  :  โรงพยาบาลบ้านแพ้ว","0","0","0.00","0","0","0.00"
"12137  :  โรงพยาบาลทั่วไปขนาดเล็กเจษฎา","668","0","0.00","437","0","0.00"
"10735  :  โรงพยาบาลสมเด็จพระพุทธเลิศหล้า","0","0","0.00","0","0","0.00"
"11306  :  โรงพยาบาลนภาลัย","0","0","0.00","0","0","0.00"
"11307  :  โรงพยาบาลอัมพวา","5","0","0.00","5","0","0.00"
"10736  :  โรงพยาบาลพระจอมเกล้า","1,127","476","42.24","277","0","0.00"
"11308  :  โรงพยาบาลเขาย้อย","105","104","99.05","32","0","0.00"
"11309  :  โรงพยาบาลหนองหญ้าปล้อง","7","4","57.14","6","0","0.00"
"11310  :  โรงพยาบาลชะอำ","54","51","94.44","6","0","0.00"
"11311  :  โรงพยาบาลท่ายาง","171","159","92.98","171","0","0.00"
"11312  :  โรงพยาบาลบ้านลาด","20","20","100.00","20","0","0.00"
"11313  :  โรงพยาบาลบ้านแหลม","129","0","0.00","127","116","91.34"
"11314  :  โรงพยาบาลแก่งกระจาน","10","9","90.00","10","0","0.00"
"10737  :  โรงพยาบาลประจวบคีรีขันธ์","0","0","0.00","0","0","0.00"
"11315  :  โรงพยาบาลกุยบุรี","153","150","98.04","125","0","0.00"
"11316  :  โรงพยาบาลทับสะแก","125","0","0.00","76","0","0.00"
"11317  :  โรงพยาบาลบางสะพาน","177","93","52.54","157","64","40.76"
"11318  :  โรงพยาบาลบางสะพานน้อย","0","0","0.00","0","0","0.00"
"11319  :  โรงพยาบาลปราณบุรี","0","0","0.00","0","0","0.00"
"11320  :  โรงพยาบาลหัวหิน","0","0","0.00","0","0","0.00"
"11321  :  โรงพยาบาลสามร้อยยอด","114","19","16.67","74","67","90.54"
"11500  :  โรงพยาบาลกองบิน 5","0","0","0.00","0","0","0.00"
"11522  :  โรงพยาบาลค่ายธนะรัชต์","0","0","0.00","0","0","0.00"
"12471  :  สถานีกาชาดหัวหินเฉลิมพระเกียรติ","247","0","0.00","55","0","0.00"
"10680  :  โรงพยาบาลมหาราชนครศรีธรรมราช","0","0","0.00","0","0","0.00"
"11322  :  โรงพยาบาลพรหมคีรี","26","8","30.77","25","0","0.00"
"11324  :  โรงพยาบาลลานสะกา","59","0","0.00","61","0","0.00"
