"โรงพยาบาล","ปีการศึกษา 2562 เทอม1","ปีการศึกษา 2562 เทอม2"
"เด็กนักเรียน ป.3 ทั้งหมด(C)","ตรวจฟันตามเงื่อนไข(B)","%","ปราศจากฟันแท้ผุ(A)","%","เด็กนักเรียน ป.3 ทั้งหมด(C)","ตรวจฟันตามเงื่อนไข(B)","%","ปราศจากฟันแท้ผุ(A)","%"
"77652  :  โรงพยาบาลโนนศิลา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10671  :  โรงพยาบาลอุดรธานี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11013  :  โรงพยาบาลกุดจับ","243","4","1.65","3","75.00","110","4","3.64","4","100.00"
"11014  :  โรงพยาบาลหนองวัวซอ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11015  :  โรงพยาบาลกุมภวาปี","536","25","4.66","20","80.00","93","1","1.08","1","100.00"
"11016  :  โรงพยาบาลห้วยเกิ้ง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11017  :  โรงพยาบาลโนนสะอาด","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11018  :  โรงพยาบาลหนองหาน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11019  :  โรงพยาบาลทุ่งฝน","91","0","0.00","0","0.00","91","0","0.00","0","0.00"
"11020  :  โรงพยาบาลไชยวาน","172","6","3.49","3","50.00","170","2","1.18","2","100.00"
"11021  :  โรงพยาบาลศรีธาตุ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11022  :  โรงพยาบาลวังสามหมอ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11023  :  โรงพยาบาลบ้านผือ","239","11","4.60","10","90.91","125","4","3.20","3","75.00"
"11024  :  โรงพยาบาลน้ำโสม","272","6","2.21","4","66.67","239","1","0.42","1","100.00"
"11025  :  โรงพยาบาลเพ็ญ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11026  :  โรงพยาบาลสร้างคอม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11027  :  โรงพยาบาลหนองแสง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11028  :  โรงพยาบาลนายูง","55","0","0.00","0","0.00","58","0","0.00","0","0.00"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","359","32","8.91","28","87.50","286","0","0.00","0","0.00"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"25058  :  โรงพยาบาลกู่แก้ว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10705  :  โรงพยาบาลเลย","659","248","37.63","192","77.42","510","244","47.84","183","75.00"
"11030  :  โรงพยาบาลนาด้วง","28","0","0.00","0","0.00","29","0","0.00","0","0.00"
"11031  :  โรงพยาบาลเชียงคาน","164","1","0.61","1","100.00","167","0","0.00","0","0.00"
"11032  :  โรงพยาบาลปากชม","86","1","1.16","1","100.00","86","0","0.00","0","0.00"
"11033  :  โรงพยาบาลนาแห้ว","37","3","8.11","2","66.67","37","0","0.00","0","0.00"
"11034  :  โรงพยาบาลภูเรือ","73","2","2.74","2","100.00","53","0","0.00","0","0.00"
"11035  :  โรงพยาบาลท่าลี่","110","28","25.45","21","75.00","114","0","0.00","0","0.00"
"11036  :  โรงพยาบาลวังสะพุง","243","6","2.47","6","100.00","155","0","0.00","0","0.00"
"11037  :  โรงพยาบาลภูกระดึง","163","26","15.95","24","92.31","132","0","0.00","0","0.00"
"11038  :  โรงพยาบาลภูหลวง","87","8","9.20","3","37.50","85","3","3.53","2","66.67"
"11039  :  โรงพยาบาลผาขาว","119","0","0.00","0","0.00","118","0","0.00","0","0.00"
"11447  :  โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","109","44","40.37","36","81.82","109","0","0.00","0","0.00"
"14133  :  โรงพยาบาลเอราวัณ","157","9","5.73","6","66.67","157","0","0.00","0","0.00"
"14644  :  โรงพยาบาลจิตเวชเลยราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28861  :  โรงพยาบาลหนองหิน","230","76","33.04","66","86.84","16","1","6.25","1","100.00"
"10706  :  โรงพยาบาลหนองคาย","295","7","2.37","6","85.71","193","0","0.00","0","0.00"
"11042  :  โรงพยาบาลโพนพิสัย","83","0","0.00","0","0.00","52","12","23.08","11","91.67"
"11044  :  โรงพยาบาลศรีเชียงใหม่","156","37","23.72","36","97.30","126","2","1.59","2","100.00"
"11045  :  โรงพยาบาลสังคม","64","31","48.44","26","83.87","55","0","0.00","0","0.00"
"11448  :  โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ","193","13","6.74","13","100.00","172","0","0.00","0","0.00"
"14558  :  โรงพยาบาลพิสัยเวช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"21356  :  โรงพยาบาลสระใคร","18","1","5.56","0","0.00","18","12","66.67","9","75.00"
"28778  :  โรงพยาบาลโพธิ์ตาก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28811  :  โรงพยาบาลเฝ้าไร่","56","10","17.86","5","50.00","35","1","2.86","1","100.00"
"28815  :  โรงพยาบาลรัตนวาปี","1","0","0.00","0","0.00","1","0","0.00","0","0.00"
"10707  :  โรงพยาบาลมหาสารคาม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11051  :  โรงพยาบาลแกดำ","30","0","0.00","0","0.00","30","0","0.00","0","0.00"
"11052  :  โรงพยาบาลโกสุมพิสัย","358","17","4.75","16","94.12","301","0","0.00","0","0.00"
"11053  :  โรงพยาบาลกันทรวิชัย","147","4","2.72","4","100.00","138","2","1.45","2","100.00"
"11054  :  โรงพยาบาลเชียงยืน","203","91","44.83","52","57.14","152","10","6.58","5","50.00"
"11055  :  โรงพยาบาลบรบือ","243","25","10.29","20","80.00","237","4","1.69","4","100.00"
"11056  :  โรงพยาบาลนาเชือก","157","8","5.10","6","75.00","53","0","0.00","0","0.00"
"11057  :  โรงพยาบาลพยัคฆภูมิพิสัย","326","13","3.99","9","69.23","145","0","0.00","0","0.00"
"11058  :  โรงพยาบาลวาปีปทุม","319","5","1.57","5","100.00","313","0","0.00","0","0.00"
"11059  :  โรงพยาบาลนาดูน","82","2","2.44","1","50.00","80","0","0.00","0","0.00"
"11060  :  โรงพยาบาลยางสีสุราช","59","38","64.41","23","60.53","46","7","15.22","6","85.71"
"22953  :  โรงพยาบาลสุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม","225","31","13.78","27","87.10","14","0","0.00","0","0.00"
"24704  :  โรงพยาบาลกุดรัง","22","8","36.36","6","75.00","21","0","0.00","0","0.00"
"28843  :  โรงพยาบาลชื่นชม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10708  :  โรงพยาบาลร้อยเอ็ด","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11061  :  โรงพยาบาลเกษตรวิสัย","250","2","0.80","2","100.00","221","0","0.00","0","0.00"
"11062  :  โรงพยาบาลปทุมรัตต์","207","62","29.95","62","100.00","132","1","0.76","0","0.00"
"11063  :  โรงพยาบาลจตุรพักตรพิมาน","133","13","9.77","9","69.23","117","1","0.85","1","100.00"
"11064  :  โรงพยาบาลธวัชบุรี","37","19","51.35","14","73.68","25","0","0.00","0","0.00"
"11065  :  โรงพยาบาลพนมไพร","208","7","3.37","5","71.43","165","7","4.24","6","85.71"
"11066  :  โรงพยาบาลโพนทอง","344","10","2.91","9","90.00","180","4","2.22","2","50.00"
"11067  :  โรงพยาบาลโพธิ์ชัย","91","6","6.59","6","100.00","57","0","0.00","0","0.00"
"11068  :  โรงพยาบาลหนองพอก","273","51","18.68","47","92.16","181","1","0.55","1","100.00"
"11069  :  โรงพยาบาลเสลภูมิ","421","109","25.89","94","86.24","223","20","8.97","13","65.00"
"11070  :  โรงพยาบาลสุวรรณภูมิ","310","17","5.48","16","94.12","260","0","0.00","0","0.00"
"11071  :  โรงพยาบาลเมืองสรวง","100","48","48.00","36","75.00","42","0","0.00","0","0.00"
"11072  :  โรงพยาบาลโพนทราย","66","3","4.55","3","100.00","67","1","1.49","1","100.00"
"11073  :  โรงพยาบาลอาจสามารถ","166","6","3.61","6","100.00","152","1","0.66","1","100.00"
"11074  :  โรงพยาบาลเมยวดี","76","2","2.63","2","100.00","57","0","0.00","0","0.00"
"11075  :  โรงพยาบาลศรีสมเด็จ","92","1","1.09","0","0.00","41","1","2.44","1","100.00"
"11076  :  โรงพยาบาลจังหาร","17","5","29.41","4","80.00","17","0","0.00","0","0.00"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","3","0","0.00","0","0.00","4","0","0.00","0","0.00"
"27989  :  โรงพยาบาลเชียงขวัญ","11","0","0.00","0","0.00","11","0","0.00","0","0.00"
"27990  :  โรงพยาบาลหนองฮี","17","8","47.06","8","100.00","17","0","0.00","0","0.00"
"10709  :  โรงพยาบาลกาฬสินธุ์","331","8","2.42","8","100.00","289","3","1.04","3","100.00"
"11077  :  โรงพยาบาลนามน","109","2","1.83","2","100.00","94","0","0.00","0","0.00"
"11078  :  โรงพยาบาลกมลาไสย","178","1","0.56","1","100.00","119","0","0.00","0","0.00"
"11079  :  โรงพยาบาลร่องคำ","27","0","0.00","0","0.00","14","0","0.00","0","0.00"
"11080  :  โรงพยาบาลเขาวง","131","5","3.82","5","100.00","102","0","0.00","0","0.00"
"11081  :  โรงพยาบาลยางตลาด","203","1","0.49","1","100.00","179","0","0.00","0","0.00"
"11082  :  โรงพยาบาลห้วยเม็ก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11083  :  โรงพยาบาลสหัสขันธ์","39","6","15.38","6","100.00","40","0","0.00","0","0.00"
"11084  :  โรงพยาบาลคำม่วง","164","18","10.98","16","88.89","113","0","0.00","0","0.00"
"11085  :  โรงพยาบาลท่าคันโท","105","2","1.90","2","100.00","54","1","1.85","0","0.00"
"11086  :  โรงพยาบาลหนองกุงศรี","162","83","51.23","61","73.49","69","0","0.00","0","0.00"
"11087  :  โรงพยาบาลสมเด็จ","409","11","2.69","11","100.00","275","0","0.00","0","0.00"
"11088  :  โรงพยาบาลห้วยผึ้ง","168","1","0.60","1","100.00","96","0","0.00","0","0.00"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","332","0","0.00","0","0.00","293","0","0.00","0","0.00"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28017  :  โรงพยาบาลนาคู","40","1","2.50","1","100.00","40","0","0.00","0","0.00"
"28789  :  โรงพยาบาลฆ้องชัย","31","11","35.48","7","63.64","33","0","0.00","0","0.00"
"28790  :  โรงพยาบาลดอนจาน","40","0","0.00","0","0.00","40","0","0.00","0","0.00"
"28791  :  โรงพยาบาลสามชัย","48","0","0.00","0","0.00","47","0","0.00","0","0.00"
"10710  :  โรงพยาบาลสกลนคร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11089  :  โรงพยาบาลกุสุมาลย์","135","10","7.41","9","90.00","135","2","1.48","2","100.00"
"11090  :  โรงพยาบาลกุดบาก","57","6","10.53","6","100.00","58","0","0.00","0","0.00"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","135","20","14.81","18","90.00","136","0","0.00","0","0.00"
"11092  :  โรงพยาบาลพังโคน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11093  :  โรงพยาบาลวาริชภูมิ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11094  :  โรงพยาบาลนิคมน้ำอูน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11095  :  โรงพยาบาลวานรนิวาส","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11096  :  โรงพยาบาลคำตากล้า","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11097  :  โรงพยาบาลบ้านม่วง","141","11","7.80","11","100.00","141","0","0.00","0","0.00"
"11098  :  โรงพยาบาลอากาศอำนวย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11099  :  โรงพยาบาลส่องดาว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11100  :  โรงพยาบาลเต่างอย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11102  :  โรงพยาบาลเจริญศิลป์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11103  :  โรงพยาบาลโพนนาแก้ว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","107","7","6.54","7","100.00","8","0","0.00","0","0.00"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10711  :  โรงพยาบาลนครพนม","91","5","5.49","5","100.00","8","0","0.00","0","0.00"
"11104  :  โรงพยาบาลปลาปาก","150","27","18.00","25","92.59","153","1","0.65","1","100.00"
"11105  :  โรงพยาบาลท่าอุเทน","51","3","5.88","3","100.00","51","0","0.00","0","0.00"
"11106  :  โรงพยาบาลบ้านแพง","143","6","4.20","6","100.00","140","17","12.14","13","76.47"
"11107  :  โรงพยาบาลนาทม","48","4","8.33","4","100.00","49","0","0.00","0","0.00"
"11108  :  โรงพยาบาลเรณูนคร","185","66","35.68","59","89.39","187","0","0.00","0","0.00"
"11109  :  โรงพยาบาลนาแก","329","43","13.07","43","100.00","206","2","0.97","2","100.00"
"11110  :  โรงพยาบาลศรีสงคราม","238","28","11.76","27","96.43","176","2","1.14","2","100.00"
"11111  :  โรงพยาบาลนาหว้า","163","7","4.29","6","85.71","161","22","13.66","19","86.36"
"11112  :  โรงพยาบาลโพนสวรรค์","82","8","9.76","6","75.00","84","40","47.62","23","57.50"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","10","0","0.00","0","0.00","10","0","0.00","0","0.00"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"40840  :  โรงพยาบาลวังยาง","30","4","13.33","4","100.00","31","2","6.45","1","50.00"
"10712  :  โรงพยาบาลมุกดาหาร","508","57","11.22","51","89.47","332","0","0.00","0","0.00"
"11113  :  โรงพยาบาลนิคมคำสร้อย","88","43","48.86","32","74.42","60","0","0.00","0","0.00"
"11114  :  โรงพยาบาลดอนตาล","74","21","28.38","20","95.24","58","0","0.00","0","0.00"
"11115  :  โรงพยาบาลดงหลวง","109","0","0.00","0","0.00","89","0","0.00","0","0.00"
"11116  :  โรงพยาบาลคำชะอี","112","15","13.39","14","93.33","62","0","0.00","0","0.00"
"11117  :  โรงพยาบาลหว้านใหญ่","29","2","6.90","2","100.00","30","0","0.00","0","0.00"
"11118  :  โรงพยาบาลหนองสูง","17","6","35.29","4","66.67","17","0","0.00","0","0.00"
"06009  :  โรงพยาบาลแม่ตื่น","73","45","61.64","39","86.67","73","12","16.44","9","75.00"
"10713  :  โรงพยาบาลนครพิงค์","2,492","103","4.13","102","99.03","682","35","5.13","33","94.29"
"11119  :  โรงพยาบาลจอมทอง","227","176","77.53","128","72.73","190","9","4.74","6","66.67"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","149","99","66.44","65","65.66","128","8","6.25","7","87.50"
"11121  :  โรงพยาบาลเชียงดาว","238","126","52.94","106","84.13","185","10","5.41","5","50.00"
"11122  :  โรงพยาบาลดอยสะเก็ด","96","75","78.13","49","65.33","97","9","9.28","8","88.89"
"11123  :  โรงพยาบาลแม่แตง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11124  :  โรงพยาบาลสะเมิง","39","24","61.54","17","70.83","53","23","43.40","11","47.83"
"11125  :  โรงพยาบาลฝาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11126  :  โรงพยาบาลแม่อาย","135","56","41.48","37","66.07","168","42","25.00","32","76.19"
"11127  :  โรงพยาบาลพร้าว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11128  :  โรงพยาบาลสันป่าตอง","165","8","4.85","8","100.00","164","21","12.80","20","95.24"
"11129  :  โรงพยาบาลสันกำแพง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11130  :  โรงพยาบาลสันทราย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11131  :  โรงพยาบาลหางดง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11132  :  โรงพยาบาลฮอด","165","4","2.42","1","25.00","165","28","16.97","16","57.14"
"11133  :  โรงพยาบาลดอยเต่า","37","32","86.49","22","68.75","36","30","83.33","11","36.67"
"11134  :  โรงพยาบาลอมก๋อย","107","64","59.81","47","73.44","126","74","58.73","54","72.97"
"11135  :  โรงพยาบาลสารภี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11136  :  โรงพยาบาลเวียงแหง","126","0","0.00","0","0.00","184","9","4.89","9","100.00"
"11137  :  โรงพยาบาลไชยปราการ","31","25","80.65","8","32.00","45","11","24.44","5","45.45"
"11138  :  โรงพยาบาลแม่วาง","42","15","35.71","11","73.33","52","23","44.23","21","91.30"
"11139  :  โรงพยาบาลแม่ออน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11507  :  โรงพยาบาลกองบิน 41","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11643  :  โรงพยาบาลดอยหล่อ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11978  :  โรงพยาบาลดารารัศมี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","44","13","29.55","11","84.62","5","0","0.00","0","0.00"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12280  :  โรงพยาบาลสวนปรุง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","9","0","0.00","0","0.00","14","0","0.00","0","0.00"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","28","0","0.00","0","0.00","2","0","0.00","0","0.00"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","151","7","4.64","6","85.71","61","1","1.64","0","0.00"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","60","40","66.67","16","40.00","79","0","0.00","0","0.00"
"10714  :  โรงพยาบาลลำพูน","252","134","53.17","111","82.84","224","0","0.00","0","0.00"
"11140  :  โรงพยาบาลแม่ทา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11141  :  โรงพยาบาลบ้านโฮ่ง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11142  :  โรงพยาบาลลี้","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11144  :  โรงพยาบาลป่าซาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11145  :  โรงพยาบาลบ้านธิ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24956  :  โรงพยาบาลเวียงหนองล่อง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10672  :  โรงพยาบาลลำปาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11146  :  โรงพยาบาลแม่เมาะ","199","5","2.51","3","60.00","199","0","0.00","0","0.00"
"11147  :  โรงพยาบาลเกาะคา","109","3","2.75","3","100.00","63","0","0.00","0","0.00"
"11148  :  โรงพยาบาลเสริมงาม","86","8","9.30","8","100.00","87","0","0.00","0","0.00"
"11149  :  โรงพยาบาลงาว","204","6","2.94","6","100.00","98","0","0.00","0","0.00"
"11150  :  โรงพยาบาลแจ้ห่ม","19","11","57.89","8","72.73","19","0","0.00","0","0.00"
"11151  :  โรงพยาบาลวังเหนือ","61","2","3.28","2","100.00","63","7","11.11","7","100.00"
"11152  :  โรงพยาบาลเถิน","19","1","5.26","1","100.00","20","0","0.00","0","0.00"
"11153  :  โรงพยาบาลแม่พริก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11154  :  โรงพยาบาลแม่ทะ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11155  :  โรงพยาบาลสบปราบ","38","20","52.63","19","95.00","38","0","0.00","0","0.00"
"11156  :  โรงพยาบาลห้างฉัตร","110","1","0.91","1","100.00","113","4","3.54","4","100.00"
"11157  :  โรงพยาบาลเมืองปาน","17","9","52.94","7","77.78","17","0","0.00","0","0.00"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12283  :  โรงพยาบาลมะเร็งลำปาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10673  :  โรงพยาบาลอุตรดิตถ์","388","106","27.32","60","56.60","350","0","0.00","0","0.00"
"11158  :  โรงพยาบาลตรอน","47","0","0.00","0","0.00","49","0","0.00","0","0.00"
"11159  :  โรงพยาบาลท่าปลา","103","3","2.91","1","33.33","105","0","0.00","0","0.00"
"11160  :  โรงพยาบาลน้ำปาด","188","3","1.60","3","100.00","80","4","5.00","3","75.00"
"11161  :  โรงพยาบาลฟากท่า","50","0","0.00","0","0.00","49","0","0.00","0","0.00"
"11162  :  โรงพยาบาลบ้านโคก","33","0","0.00","0","0.00","33","0","0.00","0","0.00"
"11163  :  โรงพยาบาลพิชัย","224","72","32.14","60","83.33","160","0","0.00","0","0.00"
"11164  :  โรงพยาบาลลับแล","18","0","0.00","0","0.00","18","0","0.00","0","0.00"
"11165  :  โรงพยาบาลทองแสนขัน","37","0","0.00","0","0.00","38","0","0.00","0","0.00"
"11509  :  โรงพยาบาลค่ายพิชัยดาบหัก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10715  :  โรงพยาบาลแพร่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11166  :  โรงพยาบาลร้องกวาง","103","1","0.97","1","100.00","55","0","0.00","0","0.00"
"11167  :  โรงพยาบาลลอง","160","5","3.13","5","100.00","112","0","0.00","0","0.00"
"11169  :  โรงพยาบาลสูงเม่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11170  :  โรงพยาบาลสอง","172","80","46.51","67","83.75","174","2","1.15","0","0.00"
"11171  :  โรงพยาบาลวังชิ้น","62","12","19.35","12","100.00","62","0","0.00","0","0.00"
"11172  :  โรงพยาบาลหนองม่วงไข่","3","0","0.00","0","0.00","3","0","0.00","0","0.00"
"11452  :  โรงพยาบาลสมเด็จพระยุพราชเด่นชัย","92","37","40.22","30","81.08","94","0","0.00","0","0.00"
"10716  :  โรงพยาบาลน่าน","703","17","2.42","12","70.59","427","1","0.23","0","0.00"
"11173  :  โรงพยาบาลแม่จริม","41","19","46.34","18","94.74","40","1","2.50","1","100.00"
"11174  :  โรงพยาบาลบ้านหลวง","17","0","0.00","0","0.00","18","0","0.00","0","0.00"
"11175  :  โรงพยาบาลนาน้อย","80","6","7.50","4","66.67","79","1","1.27","0","0.00"
"11176  :  โรงพยาบาลท่าวังผา","116","6","5.17","6","100.00","118","2","1.69","2","100.00"
"11177  :  โรงพยาบาลเวียงสา","165","7","4.24","7","100.00","133","6","4.51","5","83.33"
"11178  :  โรงพยาบาลทุ่งช้าง","28","20","71.43","14","70.00","29","0","0.00","0","0.00"
"11179  :  โรงพยาบาลเชียงกลาง","69","33","47.83","30","90.91","71","3","4.23","3","100.00"
"11180  :  โรงพยาบาลนาหมื่น","30","8","26.67","8","100.00","30","4","13.33","4","100.00"
"11181  :  โรงพยาบาลสันติสุข","49","29","59.18","26","89.66","43","0","0.00","0","0.00"
"11182  :  โรงพยาบาลบ่อเกลือ","36","0","0.00","0","0.00","33","1","3.03","1","100.00"
"11183  :  โรงพยาบาลสองแคว","39","0","0.00","0","0.00","39","0","0.00","0","0.00"
"11453  :  โรงพยาบาลสมเด็จพระยุพราชปัว","67","34","50.75","27","79.41","69","0","0.00","0","0.00"
"11510  :  โรงพยาบาลค่ายสุริยพงษ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11625  :  โรงพยาบาลเฉลิมพระเกียรติ","19","4","21.05","2","50.00","19","5","26.32","2","40.00"
"25017  :  โรงพยาบาลภูเพียง","5","1","20.00","1","100.00","6","0","0.00","0","0.00"
"10717  :  โรงพยาบาลพะเยา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10718  :  โรงพยาบาลเชียงคำ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11184  :  โรงพยาบาลจุน","108","72","66.67","68","94.44","93","1","1.08","1","100.00"
"11185  :  โรงพยาบาลเชียงม่วน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11186  :  โรงพยาบาลดอกคำใต้","42","23","54.76","23","100.00","41","0","0.00","0","0.00"
"11187  :  โรงพยาบาลปง","56","23","41.07","21","91.30","57","5","8.77","5","100.00"
"11188  :  โรงพยาบาลแม่ใจ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"15140  :  โรงพยาบาลค่ายขุนเจืองธรรมิกราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"40744  :  โรงพยาบาลภูซาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
