"โรงพยาบาล","รวมทั้งปีการศึกษา 2563","ปีการศึกษา 2563 เทอม1","ปีการศึกษา 2563 เทอม2"
"เด็กนักเรียน ป.1-6(B)","ได้รับการตรวจเหา และได้รับการแก้ไข(A)","%","เด็กนักเรียน ป.1-6(B)","ได้รับการตรวจเหา และได้รับการแก้ไข(A)","%","เด็กนักเรียน ป.1-6(B)","ได้รับการตรวจเหา และได้รับการแก้ไข(A)","%"
"25058  :  โรงพยาบาลกู่แก้ว","0","0","0.00","0","0","0.00","0","0","0.00"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","0","0","0.00","0","0","0.00","0","0","0.00"
"10705  :  โรงพยาบาลเลย","5,172","1","0.02","4,572","0","0.00","5,141","1","0.02"
"11030  :  โรงพยาบาลนาด้วง","724","0","0.00","713","0","0.00","714","0","0.00"
"11031  :  โรงพยาบาลเชียงคาน","1,421","0","0.00","1,158","0","0.00","1,414","0","0.00"
"11032  :  โรงพยาบาลปากชม","500","0","0.00","473","0","0.00","497","0","0.00"
"11033  :  โรงพยาบาลนาแห้ว","300","0","0.00","300","0","0.00","200","0","0.00"
"11034  :  โรงพยาบาลภูเรือ","566","0","0.00","554","0","0.00","486","0","0.00"
"11035  :  โรงพยาบาลท่าลี่","683","0","0.00","668","0","0.00","618","0","0.00"
"11036  :  โรงพยาบาลวังสะพุง","1,685","0","0.00","1,658","0","0.00","1,558","0","0.00"
"11037  :  โรงพยาบาลภูกระดึง","1,228","0","0.00","1,203","0","0.00","1,117","0","0.00"
"11038  :  โรงพยาบาลภูหลวง","615","0","0.00","609","0","0.00","509","0","0.00"
"11039  :  โรงพยาบาลผาขาว","909","0","0.00","870","0","0.00","818","0","0.00"
"11447  :  โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","1,329","122","9.18","1,297","121","9.33","978","120","12.27"
"14133  :  โรงพยาบาลเอราวัณ","1,343","0","0.00","1,258","0","0.00","1,197","0","0.00"
"14644  :  โรงพยาบาลจิตเวชเลยราชนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00"
"28861  :  โรงพยาบาลหนองหิน","1,408","0","0.00","1,395","0","0.00","1,371","0","0.00"
"10706  :  โรงพยาบาลหนองคาย","3,054","1,560","51.08","2,149","869","40.44","2,837","1,513","53.33"
"11042  :  โรงพยาบาลโพนพิสัย","689","1","0.15","670","0","0.00","676","1","0.15"
"11044  :  โรงพยาบาลศรีเชียงใหม่","1,049","0","0.00","935","0","0.00","951","0","0.00"
"11045  :  โรงพยาบาลสังคม","569","0","0.00","547","0","0.00","559","0","0.00"
"11448  :  โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ","2,506","0","0.00","1,485","0","0.00","2,418","0","0.00"
"14558  :  โรงพยาบาลพิสัยเวช","1,424","0","0.00","1,385","0","0.00","1,363","0","0.00"
"21356  :  โรงพยาบาลสระใคร","132","0","0.00","129","0","0.00","127","0","0.00"
"28778  :  โรงพยาบาลโพธิ์ตาก","0","0","0.00","0","0","0.00","0","0","0.00"
"28811  :  โรงพยาบาลเฝ้าไร่","349","0","0.00","339","0","0.00","346","0","0.00"
"28815  :  โรงพยาบาลรัตนวาปี","22","0","0.00","22","0","0.00","20","0","0.00"
"10707  :  โรงพยาบาลมหาสารคาม","0","0","0.00","0","0","0.00","0","0","0.00"
"11051  :  โรงพยาบาลแกดำ","214","121","56.54","210","121","57.62","211","120","56.87"
"11052  :  โรงพยาบาลโกสุมพิสัย","2,285","0","0.00","2,252","0","0.00","2,255","0","0.00"
"11053  :  โรงพยาบาลกันทรวิชัย","943","0","0.00","932","0","0.00","935","0","0.00"
"11054  :  โรงพยาบาลเชียงยืน","1,530","2","0.13","1,506","0","0.00","1,511","0","0.00"
"11055  :  โรงพยาบาลบรบือ","1,781","0","0.00","1,607","0","0.00","1,766","0","0.00"
"11056  :  โรงพยาบาลนาเชือก","1,415","0","0.00","1,054","0","0.00","1,414","0","0.00"
"11057  :  โรงพยาบาลพยัคฆภูมิพิสัย","2,861","0","0.00","2,826","0","0.00","2,846","0","0.00"
"11058  :  โรงพยาบาลวาปีปทุม","2,784","207","7.44","2,456","0","0.00","2,755","0","0.00"
"11059  :  โรงพยาบาลนาดูน","424","0","0.00","419","0","0.00","420","0","0.00"
"11060  :  โรงพยาบาลยางสีสุราช","391","0","0.00","383","0","0.00","389","0","0.00"
"22953  :  โรงพยาบาลสุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม","1,646","0","0.00","1,644","0","0.00","1,646","0","0.00"
"24704  :  โรงพยาบาลกุดรัง","153","0","0.00","148","0","0.00","150","0","0.00"
"28843  :  โรงพยาบาลชื่นชม","0","0","0.00","0","0","0.00","0","0","0.00"
"10708  :  โรงพยาบาลร้อยเอ็ด","160","0","0.00","123","0","0.00","38","0","0.00"
"11061  :  โรงพยาบาลเกษตรวิสัย","1,580","1,500","94.94","1,559","1,481","95.00","1,568","1,474","94.01"
"11062  :  โรงพยาบาลปทุมรัตต์","1,295","8","0.62","1,271","7","0.55","1,249","7","0.56"
"11063  :  โรงพยาบาลจตุรพักตรพิมาน","1,176","1","0.09","1,090","1","0.09","1,029","1","0.10"
"11064  :  โรงพยาบาลธวัชบุรี","336","0","0.00","328","0","0.00","311","0","0.00"
"11065  :  โรงพยาบาลพนมไพร","1,378","3","0.22","1,331","0","0.00","1,328","1","0.08"
"11066  :  โรงพยาบาลโพนทอง","2,373","0","0.00","2,336","0","0.00","2,362","0","0.00"
"11067  :  โรงพยาบาลโพธิ์ชัย","735","0","0.00","713","0","0.00","675","0","0.00"
"11068  :  โรงพยาบาลหนองพอก","2,014","0","0.00","1,836","0","0.00","1,980","0","0.00"
"11069  :  โรงพยาบาลเสลภูมิ","2,982","0","0.00","2,886","0","0.00","2,880","0","0.00"
"11070  :  โรงพยาบาลสุวรรณภูมิ","2,615","224","8.57","2,531","221","8.73","2,480","224","9.03"
"11071  :  โรงพยาบาลเมืองสรวง","626","0","0.00","612","0","0.00","608","0","0.00"
"11072  :  โรงพยาบาลโพนทราย","432","0","0.00","424","0","0.00","427","0","0.00"
"11073  :  โรงพยาบาลอาจสามารถ","1,138","0","0.00","1,127","0","0.00","1,129","0","0.00"
"11074  :  โรงพยาบาลเมยวดี","490","0","0.00","484","0","0.00","486","0","0.00"
"11075  :  โรงพยาบาลศรีสมเด็จ","766","537","70.10","746","524","70.24","727","522","71.80"
"11076  :  โรงพยาบาลจังหาร","144","0","0.00","127","0","0.00","143","0","0.00"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","0","0","0.00","0","0","0.00","0","0","0.00"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","0","0","0.00","0","0","0.00","0","0","0.00"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","69","0","0.00","31","0","0.00","68","0","0.00"
"27989  :  โรงพยาบาลเชียงขวัญ","83","0","0.00","51","0","0.00","78","0","0.00"
"27990  :  โรงพยาบาลหนองฮี","147","0","0.00","127","0","0.00","145","0","0.00"
"10709  :  โรงพยาบาลกาฬสินธุ์","2,310","0","0.00","2,294","0","0.00","2,293","0","0.00"
"11077  :  โรงพยาบาลนามน","804","0","0.00","793","0","0.00","793","0","0.00"
"11078  :  โรงพยาบาลกมลาไสย","1,227","2","0.16","1,113","1","0.09","1,221","2","0.16"
"11079  :  โรงพยาบาลร่องคำ","860","0","0.00","338","0","0.00","860","0","0.00"
"11080  :  โรงพยาบาลเขาวง","1,002","0","0.00","980","0","0.00","998","0","0.00"
"11081  :  โรงพยาบาลยางตลาด","1,389","0","0.00","1,339","0","0.00","1,374","0","0.00"
"11082  :  โรงพยาบาลห้วยเม็ก","0","0","0.00","0","0","0.00","0","0","0.00"
"11083  :  โรงพยาบาลสหัสขันธ์","267","0","0.00","246","0","0.00","263","0","0.00"
"11084  :  โรงพยาบาลคำม่วง","1,083","0","0.00","1,065","0","0.00","1,078","0","0.00"
"11085  :  โรงพยาบาลท่าคันโท","852","18","2.11","716","17","2.37","849","18","2.12"
"11086  :  โรงพยาบาลหนองกุงศรี","1,176","48","4.08","1,096","46","4.20","1,163","48","4.13"
"11087  :  โรงพยาบาลสมเด็จ","2,604","0","0.00","2,572","0","0.00","2,582","0","0.00"
"11088  :  โรงพยาบาลห้วยผึ้ง","1,213","0","0.00","1,148","0","0.00","1,189","0","0.00"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","2,302","1","0.04","2,198","1","0.05","2,285","1","0.04"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0.00","0","0","0.00","0","0","0.00"
"28017  :  โรงพยาบาลนาคู","273","0","0.00","266","0","0.00","270","0","0.00"
"28789  :  โรงพยาบาลฆ้องชัย","248","199","80.24","239","199","83.26","218","197","90.37"
"28790  :  โรงพยาบาลดอนจาน","257","249","96.89","253","244","96.44","256","243","94.92"
"28791  :  โรงพยาบาลสามชัย","356","0","0.00","353","0","0.00","333","0","0.00"
"10710  :  โรงพยาบาลสกลนคร","0","0","0.00","0","0","0.00","0","0","0.00"
"11089  :  โรงพยาบาลกุสุมาลย์","1,101","0","0.00","1,059","0","0.00","1,073","0","0.00"
"11090  :  โรงพยาบาลกุดบาก","790","0","0.00","775","0","0.00","699","0","0.00"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","1,210","0","0.00","1,141","0","0.00","1,023","0","0.00"
"11092  :  โรงพยาบาลพังโคน","1,824","0","0.00","1,781","0","0.00","1,787","0","0.00"
"11093  :  โรงพยาบาลวาริชภูมิ","1,242","0","0.00","1,224","0","0.00","1,234","0","0.00"
"11094  :  โรงพยาบาลนิคมน้ำอูน","672","0","0.00","654","0","0.00","617","0","0.00"
"11095  :  โรงพยาบาลวานรนิวาส","2,165","0","0.00","2,147","0","0.00","2,107","0","0.00"
"11096  :  โรงพยาบาลคำตากล้า","1,295","0","0.00","546","0","0.00","1,230","0","0.00"
"11097  :  โรงพยาบาลบ้านม่วง","1,270","0","0.00","1,239","0","0.00","1,240","0","0.00"
"11098  :  โรงพยาบาลอากาศอำนวย","1,495","0","0.00","1,484","0","0.00","1,466","0","0.00"
"11099  :  โรงพยาบาลส่องดาว","910","1","0.11","886","1","0.11","899","0","0.00"
"11100  :  โรงพยาบาลเต่างอย","461","0","0.00","450","0","0.00","449","0","0.00"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","886","0","0.00","794","0","0.00","883","0","0.00"
"11102  :  โรงพยาบาลเจริญศิลป์","804","659","81.97","791","0","0.00","792","0","0.00"
"11103  :  โรงพยาบาลโพนนาแก้ว","292","0","0.00","283","0","0.00","290","0","0.00"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","4,210","3,025","71.85","4,145","2,986","72.04","4,145","2,986","72.04"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","963","2","0.21","948","0","0.00","961","0","0.00"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","285","0","0.00","266","0","0.00","277","0","0.00"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0.00","0","0","0.00","0","0","0.00"
"10711  :  โรงพยาบาลนครพนม","1,038","0","0.00","664","0","0.00","1,038","0","0.00"
"11104  :  โรงพยาบาลปลาปาก","985","0","0.00","961","0","0.00","975","0","0.00"
"11105  :  โรงพยาบาลท่าอุเทน","416","49","11.78","410","49","11.95","410","49","11.95"
"11106  :  โรงพยาบาลบ้านแพง","1,228","0","0.00","1,211","0","0.00","1,210","0","0.00"
"11107  :  โรงพยาบาลนาทม","345","0","0.00","340","0","0.00","341","0","0.00"
"11108  :  โรงพยาบาลเรณูนคร","1,087","0","0.00","1,078","0","0.00","1,077","0","0.00"
"11109  :  โรงพยาบาลนาแก","2,130","3","0.14","2,112","3","0.14","2,117","3","0.14"
"11110  :  โรงพยาบาลศรีสงคราม","1,679","0","0.00","1,660","0","0.00","1,663","0","0.00"
"11111  :  โรงพยาบาลนาหว้า","1,087","0","0.00","1,073","0","0.00","1,077","0","0.00"
"11112  :  โรงพยาบาลโพนสวรรค์","606","0","0.00","604","0","0.00","603","0","0.00"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","107","0","0.00","81","0","0.00","107","0","0.00"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00"
"40840  :  โรงพยาบาลวังยาง","233","0","0.00","206","0","0.00","229","0","0.00"
"10712  :  โรงพยาบาลมุกดาหาร","4,513","0","0.00","3,652","0","0.00","4,471","0","0.00"
"11113  :  โรงพยาบาลนิคมคำสร้อย","587","0","0.00","571","0","0.00","581","0","0.00"
"11114  :  โรงพยาบาลดอนตาล","704","28","3.98","694","0","0.00","695","0","0.00"
"11115  :  โรงพยาบาลดงหลวง","699","0","0.00","685","0","0.00","698","0","0.00"
"11116  :  โรงพยาบาลคำชะอี","1,065","0","0.00","909","0","0.00","1,061","0","0.00"
"11117  :  โรงพยาบาลหว้านใหญ่","197","0","0.00","190","0","0.00","170","0","0.00"
"11118  :  โรงพยาบาลหนองสูง","247","0","0.00","185","0","0.00","208","0","0.00"
"06009  :  โรงพยาบาลแม่ตื่น","302","5","1.66","297","5","1.68","297","5","1.68"
"10713  :  โรงพยาบาลนครพิงค์","17,815","14,140","79.37","14,195","10,558","74.38","17,786","13,854","77.89"
"11119  :  โรงพยาบาลจอมทอง","1,910","1,148","60.10","1,880","9","0.48","1,860","10","0.54"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","1,059","3","0.28","999","0","0.00","1,048","3","0.29"
"11121  :  โรงพยาบาลเชียงดาว","1,850","4","0.22","1,664","3","0.18","1,831","2","0.11"
"11122  :  โรงพยาบาลดอยสะเก็ด","973","9","0.92","880","3","0.34","960","9","0.94"
"11123  :  โรงพยาบาลแม่แตง","0","0","0.00","0","0","0.00","0","0","0.00"
"11124  :  โรงพยาบาลสะเมิง","390","1","0.26","338","0","0.00","383","0","0.00"
"11125  :  โรงพยาบาลฝาง","0","0","0.00","0","0","0.00","0","0","0.00"
"11126  :  โรงพยาบาลแม่อาย","969","672","69.35","839","588","70.08","944","632","66.95"
"11127  :  โรงพยาบาลพร้าว","0","0","0.00","0","0","0.00","0","0","0.00"
"11128  :  โรงพยาบาลสันป่าตอง","1,250","999","79.92","1,157","947","81.85","1,164","994","85.40"
"11129  :  โรงพยาบาลสันกำแพง","0","0","0.00","0","0","0.00","0","0","0.00"
"11130  :  โรงพยาบาลสันทราย","0","0","0.00","0","0","0.00","0","0","0.00"
"11131  :  โรงพยาบาลหางดง","0","0","0.00","0","0","0.00","0","0","0.00"
"11132  :  โรงพยาบาลฮอด","911","855","93.85","902","688","76.27","898","688","76.61"
"11133  :  โรงพยาบาลดอยเต่า","209","130","62.20","208","0","0.00","207","0","0.00"
"11134  :  โรงพยาบาลอมก๋อย","1,141","158","13.85","1,125","154","13.69","1,134","155","13.67"
"11135  :  โรงพยาบาลสารภี","0","0","0.00","0","0","0.00","0","0","0.00"
"11136  :  โรงพยาบาลเวียงแหง","883","3","0.34","722","3","0.42","782","2","0.26"
"11137  :  โรงพยาบาลไชยปราการ","503","24","4.77","324","10","3.09","494","24","4.86"
"11138  :  โรงพยาบาลแม่วาง","320","2","0.63","263","1","0.38","317","2","0.63"
"11139  :  โรงพยาบาลแม่ออน","0","0","0.00","0","0","0.00","0","0","0.00"
"11507  :  โรงพยาบาลกองบิน 41","0","0","0.00","0","0","0.00","0","0","0.00"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","0","0","0.00","0","0","0.00","0","0","0.00"
"11643  :  โรงพยาบาลดอยหล่อ","0","0","0.00","0","0","0.00","0","0","0.00"
"11978  :  โรงพยาบาลดารารัศมี","0","0","0.00","0","0","0.00","0","0","0.00"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0.00","0","0","0.00"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","428","131","30.61","402","4","1.00","427","5","1.17"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","239","0","0.00","140","0","0.00","235","0","0.00"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","0","0","0.00","0","0","0.00","0","0","0.00"
"12280  :  โรงพยาบาลสวนปรุง","0","0","0.00","0","0","0.00","0","0","0.00"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0.00","0","0","0.00","0","0","0.00"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","0","0","0.00","0","0","0.00","0","0","0.00"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","0","0","0.00","0","0","0.00","0","0","0.00"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","1,043","9","0.86","538","1","0.19","1,040","8","0.77"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","1,315","5","0.38","1,163","5","0.43","1,295","4","0.31"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","204","0","0.00","203","0","0.00","204","0","0.00"
"10714  :  โรงพยาบาลลำพูน","1,544","864","55.96","1,539","864","56.14","1,540","862","55.97"
"11140  :  โรงพยาบาลแม่ทา","396","0","0.00","341","0","0.00","382","0","0.00"
"11141  :  โรงพยาบาลบ้านโฮ่ง","632","0","0.00","431","0","0.00","627","0","0.00"
"11142  :  โรงพยาบาลลี้","0","0","0.00","0","0","0.00","0","0","0.00"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","212","0","0.00","128","0","0.00","212","0","0.00"
"11144  :  โรงพยาบาลป่าซาง","663","0","0.00","601","0","0.00","655","0","0.00"
"11145  :  โรงพยาบาลบ้านธิ","561","0","0.00","409","0","0.00","553","0","0.00"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0.00","0","0","0.00","0","0","0.00"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","0","0","0.00","0","0","0.00","0","0","0.00"
"24956  :  โรงพยาบาลเวียงหนองล่อง","124","0","0.00","0","0","0.00","124","0","0.00"
"10672  :  โรงพยาบาลลำปาง","0","0","0.00","0","0","0.00","0","0","0.00"
"11146  :  โรงพยาบาลแม่เมาะ","1,229","47","3.82","1,214","47","3.87","1,210","47","3.88"
"11147  :  โรงพยาบาลเกาะคา","634","0","0.00","631","0","0.00","629","0","0.00"
"11148  :  โรงพยาบาลเสริมงาม","545","0","0.00","542","0","0.00","540","0","0.00"
"11149  :  โรงพยาบาลงาว","1,308","0","0.00","1,298","0","0.00","1,307","0","0.00"
"11150  :  โรงพยาบาลแจ้ห่ม","164","0","0.00","144","0","0.00","148","0","0.00"
"11151  :  โรงพยาบาลวังเหนือ","400","0","0.00","387","0","0.00","396","0","0.00"
"11152  :  โรงพยาบาลเถิน","170","0","0.00","164","0","0.00","170","0","0.00"
"11153  :  โรงพยาบาลแม่พริก","0","0","0.00","0","0","0.00","0","0","0.00"
"11154  :  โรงพยาบาลแม่ทะ","0","0","0.00","0","0","0.00","0","0","0.00"
"11155  :  โรงพยาบาลสบปราบ","274","0","0.00","274","0","0.00","273","0","0.00"
"11156  :  โรงพยาบาลห้างฉัตร","773","0","0.00","750","0","0.00","766","0","0.00"
"11157  :  โรงพยาบาลเมืองปาน","90","0","0.00","89","0","0.00","90","0","0.00"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0.00","0","0","0.00","0","0","0.00"
"12283  :  โรงพยาบาลมะเร็งลำปาง","0","0","0.00","0","0","0.00","0","0","0.00"
"10673  :  โรงพยาบาลอุตรดิตถ์","3,566","3","0.08","3,354","0","0.00","3,555","0","0.00"
"11158  :  โรงพยาบาลตรอน","371","0","0.00","368","0","0.00","369","0","0.00"
"11159  :  โรงพยาบาลท่าปลา","625","0","0.00","618","0","0.00","621","0","0.00"
"11160  :  โรงพยาบาลน้ำปาด","1,190","0","0.00","1,157","0","0.00","1,185","0","0.00"
"11161  :  โรงพยาบาลฟากท่า","261","0","0.00","259","0","0.00","258","0","0.00"
"11162  :  โรงพยาบาลบ้านโคก","209","0","0.00","194","0","0.00","209","0","0.00"
"11163  :  โรงพยาบาลพิชัย","1,583","0","0.00","1,559","0","0.00","1,569","0","0.00"
"11164  :  โรงพยาบาลลับแล","550","0","0.00","98","0","0.00","547","0","0.00"
"11165  :  โรงพยาบาลทองแสนขัน","272","0","0.00","251","0","0.00","268","0","0.00"
"11509  :  โรงพยาบาลค่ายพิชัยดาบหัก","0","0","0.00","0","0","0.00","0","0","0.00"
"10715  :  โรงพยาบาลแพร่","0","0","0.00","0","0","0.00","0","0","0.00"
"11166  :  โรงพยาบาลร้องกวาง","784","0","0.00","741","0","0.00","773","0","0.00"
"11167  :  โรงพยาบาลลอง","1,292","0","0.00","1,068","0","0.00","1,289","0","0.00"
"11169  :  โรงพยาบาลสูงเม่น","0","0","0.00","0","0","0.00","0","0","0.00"
"11170  :  โรงพยาบาลสอง","1,117","0","0.00","1,049","0","0.00","1,016","0","0.00"
"11171  :  โรงพยาบาลวังชิ้น","632","0","0.00","611","0","0.00","592","0","0.00"
"11172  :  โรงพยาบาลหนองม่วงไข่","38","19","50.00","35","19","54.29","37","18","48.65"
"11452  :  โรงพยาบาลสมเด็จพระยุพราชเด่นชัย","812","0","0.00","630","0","0.00","762","0","0.00"
"10716  :  โรงพยาบาลน่าน","5,352","19","0.36","4,604","0","0.00","5,203","2","0.04"
"11173  :  โรงพยาบาลแม่จริม","273","0","0.00","269","0","0.00","272","0","0.00"
"11174  :  โรงพยาบาลบ้านหลวง","150","0","0.00","148","0","0.00","148","0","0.00"
"11175  :  โรงพยาบาลนาน้อย","563","532","94.49","556","529","95.14","554","525","94.77"
"11176  :  โรงพยาบาลท่าวังผา","942","1","0.11","855","0","0.00","867","0","0.00"
"11177  :  โรงพยาบาลเวียงสา","1,310","1","0.08","1,148","1","0.09","1,187","1","0.08"
"11178  :  โรงพยาบาลทุ่งช้าง","180","0","0.00","177","0","0.00","180","0","0.00"
"11179  :  โรงพยาบาลเชียงกลาง","511","1","0.20","457","0","0.00","485","1","0.21"
"11180  :  โรงพยาบาลนาหมื่น","223","7","3.14","221","7","3.17","220","7","3.18"
"11181  :  โรงพยาบาลสันติสุข","316","1","0.32","314","1","0.32","273","1","0.37"
"11182  :  โรงพยาบาลบ่อเกลือ","201","2","1.00","187","0","0.00","187","0","0.00"
"11183  :  โรงพยาบาลสองแคว","243","0","0.00","221","0","0.00","221","0","0.00"
"11453  :  โรงพยาบาลสมเด็จพระยุพราชปัว","579","225","38.86","544","224","41.18","479","224","46.76"
"11510  :  โรงพยาบาลค่ายสุริยพงษ์","0","0","0.00","0","0","0.00","0","0","0.00"
"11625  :  โรงพยาบาลเฉลิมพระเกียรติ","80","0","0.00","80","0","0.00","80","0","0.00"
"25017  :  โรงพยาบาลภูเพียง","113","2","1.77","105","0","0.00","112","2","1.79"
"10717  :  โรงพยาบาลพะเยา","0","0","0.00","0","0","0.00","0","0","0.00"
"10718  :  โรงพยาบาลเชียงคำ","0","0","0.00","0","0","0.00","0","0","0.00"
"11184  :  โรงพยาบาลจุน","903","0","0.00","875","0","0.00","816","0","0.00"
"11185  :  โรงพยาบาลเชียงม่วน","0","0","0.00","0","0","0.00","0","0","0.00"
"11186  :  โรงพยาบาลดอกคำใต้","386","0","0.00","339","0","0.00","339","0","0.00"
"11187  :  โรงพยาบาลปง","318","0","0.00","312","0","0.00","283","0","0.00"
"11188  :  โรงพยาบาลแม่ใจ","0","0","0.00","0","0","0.00","0","0","0.00"
"15140  :  โรงพยาบาลค่ายขุนเจืองธรรมิกราช","0","0","0.00","0","0","0.00","0","0","0.00"
"40744  :  โรงพยาบาลภูซาง","0","0","0.00","0","0","0.00","0","0","0.00"
"40745  :  โรงพยาบาลภูกามยาว","0","0","0.00","0","0","0.00","0","0","0.00"
"41347  :  โรงพยาบาลมหาวิทยาลัยพะเยา","0","0","0.00","0","0","0.00","0","0","0.00"
"10674  :  โรงพยาบาลเชียงรายประชานุเคราะห์","8,140","0","0.00","5,779","0","0.00","7,832","0","0.00"
"11189  :  โรงพยาบาลเทิง","2,438","0","0.00","2,315","0","0.00","2,139","0","0.00"
"11190  :  โรงพยาบาลพาน","0","0","0.00","0","0","0.00","0","0","0.00"
"11191  :  โรงพยาบาลป่าแดด","430","19","4.42","413","19","4.60","428","19","4.44"
"11192  :  โรงพยาบาลแม่จัน","0","0","0.00","0","0","0.00","0","0","0.00"
"11193  :  โรงพยาบาลเชียงแสน","537","0","0.00","464","0","0.00","532","0","0.00"
"11194  :  โรงพยาบาลแม่สาย","3,481","0","0.00","2,401","0","0.00","3,445","0","0.00"
"11195  :  โรงพยาบาลแม่สรวย","548","396","72.26","520","1","0.19","540","1","0.19"
"11196  :  โรงพยาบาลเวียงป่าเป้า","1,056","0","0.00","803","0","0.00","1,044","0","0.00"
"11197  :  โรงพยาบาลพญาเม็งราย","371","0","0.00","365","0","0.00","369","0","0.00"
"11198  :  โรงพยาบาลเวียงแก่น","581","467","80.38","479","447","93.32","577","446","77.30"
"11199  :  โรงพยาบาลขุนตาล","133","0","0.00","122","0","0.00","133","0","0.00"
"11200  :  โรงพยาบาลแม่ฟ้าหลวง","355","0","0.00","302","0","0.00","354","0","0.00"
"11201  :  โรงพยาบาลแม่ลาว","99","0","0.00","85","0","0.00","99","0","0.00"
"11202  :  โรงพยาบาลเวียงเชียงรุ้ง","433","1","0.23","405","1","0.25","426","1","0.23"
"11454  :  โรงพยาบาลสมเด็จพระยุพราชเชียงของ","2,001","0","0.00","1,834","0","0.00","1,855","0","0.00"
"15012  :  โรงพยาบาลสมเด็จพระญาณสังวร","51","37","72.55","44","34","77.27","50","37","74.00"
"23429  :  โรงพยาบาลมหาวิทยาลัยแม่ฟ้าหลวง","0","0","0.00","0","0","0.00","0","0","0.00"
"28823  :  โรงพยาบาลดอยหลวง","0","0","0.00","0","0","0.00","0","0","0.00"
"41509  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยแม่ฟ้าหลวง","0","0","0.00","0","0","0.00","0","0","0.00"
"10719  :  โรงพยาบาลศรีสังวาลย์","1,705","491","28.80","1,318","206","15.63","1,691","263","15.55"
"11203  :  โรงพยาบาลขุนยวม","771","1","0.13","651","0","0.00","769","0","0.00"
"11204  :  โรงพยาบาลปาย","1,090","0","0.00","934","0","0.00","1,071","0","0.00"
"11205  :  โรงพยาบาลแม่สะเรียง","1,906","2","0.10","1,854","2","0.11","1,900","2","0.11"
"11206  :  โรงพยาบาลแม่ลาน้อย","550","351","63.82","536","346","64.55","542","349","64.39"
"11207  :  โรงพยาบาลสบเมย","290","168","57.93","250","107","42.80","289","108","37.37"
"11208  :  โรงพยาบาลปางมะผ้า","598","40","6.69","527","37","7.02","589","39","6.62"
"14197  :  โรงพยาบาลธัญญรักษ์แม่ฮ่องสอน","0","0","0.00","0","0","0.00","0","0","0.00"
"10675  :  โรงพยาบาลสวรรค์ประชารักษ์","5,000","1","0.02","2,004","0","0.00","5,000","0","0.00"
"11209  :  โรงพยาบาลโกรกพระ","586","0","0.00","573","0","0.00","572","0","0.00"
