"โรงพยาบาล","ปีการศึกษา 2563 เทอม1","ปีการศึกษา 2563 เทอม2"
"เด็กนักเรียน ป.1(B)","เคลือบหลุมร่องฟันแท้(A)","%","เด็กนักเรียน ป.1(B)","เคลือบหลุมร่องฟันแท้(A)","%"
"11116  :  โรงพยาบาลคำชะอี","149","1","0.67","175","32","18.29"
"11117  :  โรงพยาบาลหว้านใหญ่","30","1","3.33","31","27","87.10"
"11118  :  โรงพยาบาลหนองสูง","23","12","52.17","24","3","12.50"
"06009  :  โรงพยาบาลแม่ตื่น","51","33","64.71","52","0","0.00"
"10713  :  โรงพยาบาลนครพิงค์","2,110","19","0.90","2,823","23","0.81"
"11119  :  โรงพยาบาลจอมทอง","301","4","1.33","301","159","52.82"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","180","86","47.78","183","18","9.84"
"11121  :  โรงพยาบาลเชียงดาว","282","14","4.96","318","91","28.62"
"11122  :  โรงพยาบาลดอยสะเก็ด","167","79","47.31","171","3","1.75"
"11123  :  โรงพยาบาลแม่แตง","0","0","0.00","0","0","0.00"
"11124  :  โรงพยาบาลสะเมิง","79","4","5.06","85","30","35.29"
"11125  :  โรงพยาบาลฝาง","0","0","0.00","0","0","0.00"
"11126  :  โรงพยาบาลแม่อาย","123","21","17.07","142","7","4.93"
"11127  :  โรงพยาบาลพร้าว","0","0","0.00","0","0","0.00"
"11128  :  โรงพยาบาลสันป่าตอง","190","16","8.42","206","70","33.98"
"11129  :  โรงพยาบาลสันกำแพง","0","0","0.00","0","0","0.00"
"11130  :  โรงพยาบาลสันทราย","0","0","0.00","0","0","0.00"
"11131  :  โรงพยาบาลหางดง","0","0","0.00","0","0","0.00"
"11132  :  โรงพยาบาลฮอด","147","0","0.00","148","2","1.35"
"11133  :  โรงพยาบาลดอยเต่า","37","24","64.86","36","1","2.78"
"11134  :  โรงพยาบาลอมก๋อย","185","70","37.84","188","2","1.06"
"11135  :  โรงพยาบาลสารภี","0","0","0.00","0","0","0.00"
"11136  :  โรงพยาบาลเวียงแหง","128","70","54.69","156","2","1.28"
"11137  :  โรงพยาบาลไชยปราการ","76","18","23.68","94","0","0.00"
"11138  :  โรงพยาบาลแม่วาง","47","0","0.00","53","0","0.00"
"11139  :  โรงพยาบาลแม่ออน","0","0","0.00","0","0","0.00"
"11507  :  โรงพยาบาลกองบิน 41","0","0","0.00","0","0","0.00"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","0","0","0.00","0","0","0.00"
"11643  :  โรงพยาบาลดอยหล่อ","0","0","0.00","0","0","0.00"
"11978  :  โรงพยาบาลดารารัศมี","0","0","0.00","0","0","0.00"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0.00"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","68","0","0.00","73","8","10.96"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","25","19","76.00","54","1","1.85"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","0","0","0.00","0","0","0.00"
"12280  :  โรงพยาบาลสวนปรุง","0","0","0.00","0","0","0.00"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0.00","0","0","0.00"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0.00","0","0","0.00"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","0","0","0.00","0","0","0.00"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","0","0","0.00","0","0","0.00"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","118","2","1.69","227","3","1.32"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","197","4","2.03","206","29","14.08"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","31","0","0.00","31","0","0.00"
"10714  :  โรงพยาบาลลำพูน","241","122","50.62","239","19","7.95"
"11140  :  โรงพยาบาลแม่ทา","64","20","31.25","72","28","38.89"
"11141  :  โรงพยาบาลบ้านโฮ่ง","83","18","21.69","109","50","45.87"
"11142  :  โรงพยาบาลลี้","0","0","0.00","0","0","0.00"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","17","4","23.53","41","4","9.76"
"11144  :  โรงพยาบาลป่าซาง","106","1","0.94","114","44","38.60"
"11145  :  โรงพยาบาลบ้านธิ","101","18","17.82","113","3","2.65"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0.00","0","0","0.00"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","0","0","0.00","0","0","0.00"
"24956  :  โรงพยาบาลเวียงหนองล่อง","0","0","0.00","21","0","0.00"
"10672  :  โรงพยาบาลลำปาง","0","0","0.00","0","0","0.00"
"11146  :  โรงพยาบาลแม่เมาะ","211","32","15.17","213","20","9.39"
"11147  :  โรงพยาบาลเกาะคา","111","0","0.00","111","1","0.90"
"11148  :  โรงพยาบาลเสริมงาม","105","14","13.33","105","49","46.67"
"11149  :  โรงพยาบาลงาว","204","9","4.41","205","0","0.00"
"11150  :  โรงพยาบาลแจ้ห่ม","20","3","15.00","21","6","28.57"
"11151  :  โรงพยาบาลวังเหนือ","60","6","10.00","62","25","40.32"
"11152  :  โรงพยาบาลเถิน","24","16","66.67","24","9","37.50"
"11153  :  โรงพยาบาลแม่พริก","0","0","0.00","0","0","0.00"
"11154  :  โรงพยาบาลแม่ทะ","0","0","0.00","0","0","0.00"
"11155  :  โรงพยาบาลสบปราบ","54","16","29.63","54","0","0.00"
"11156  :  โรงพยาบาลห้างฉัตร","134","3","2.24","136","2","1.47"
"11157  :  โรงพยาบาลเมืองปาน","12","1","8.33","12","6","50.00"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0.00","0","0","0.00"
"12283  :  โรงพยาบาลมะเร็งลำปาง","0","0","0.00","0","0","0.00"
"10673  :  โรงพยาบาลอุตรดิตถ์","492","34","6.91","530","189","35.66"
"11158  :  โรงพยาบาลตรอน","58","47","81.03","60","11","18.33"
"11159  :  โรงพยาบาลท่าปลา","91","0","0.00","91","76","83.52"
"11160  :  โรงพยาบาลน้ำปาด","163","10","6.13","167","95","56.89"
"11161  :  โรงพยาบาลฟากท่า","51","30","58.82","51","12","23.53"
"11162  :  โรงพยาบาลบ้านโคก","24","1","4.17","25","16","64.00"
"11163  :  โรงพยาบาลพิชัย","253","172","67.98","261","67","25.67"
"11164  :  โรงพยาบาลลับแล","15","8","53.33","61","11","18.03"
"11165  :  โรงพยาบาลทองแสนขัน","38","3","7.89","38","14","36.84"
"11509  :  โรงพยาบาลค่ายพิชัยดาบหัก","0","0","0.00","0","0","0.00"
"10715  :  โรงพยาบาลแพร่","0","0","0.00","0","0","0.00"
"11166  :  โรงพยาบาลร้องกวาง","122","17","13.93","124","24","19.35"
"11167  :  โรงพยาบาลลอง","136","36","26.47","169","0","0.00"
"11169  :  โรงพยาบาลสูงเม่น","0","0","0.00","0","0","0.00"
"11170  :  โรงพยาบาลสอง","144","94","65.28","145","1","0.69"
"11171  :  โรงพยาบาลวังชิ้น","112","17","15.18","115","4","3.48"
"11172  :  โรงพยาบาลหนองม่วงไข่","5","0","0.00","7","0","0.00"
"11452  :  โรงพยาบาลสมเด็จพระยุพราชเด่นชัย","87","21","24.14","117","4","3.42"
"10716  :  โรงพยาบาลน่าน","687","262","38.14","790","203","25.70"
"11173  :  โรงพยาบาลแม่จริม","29","3","10.34","29","21","72.41"
"11174  :  โรงพยาบาลบ้านหลวง","23","1","4.35","23","1","4.35"
"11175  :  โรงพยาบาลนาน้อย","104","1","0.96","103","11","10.68"
"11176  :  โรงพยาบาลท่าวังผา","130","1","0.77","130","1","0.77"
"11177  :  โรงพยาบาลเวียงสา","144","13","9.03","174","113","64.94"
"11178  :  โรงพยาบาลทุ่งช้าง","29","21","72.41","30","1","3.33"
"11179  :  โรงพยาบาลเชียงกลาง","72","35","48.61","69","3","4.35"
"11180  :  โรงพยาบาลนาหมื่น","41","22","53.66","41","7","17.07"
"11181  :  โรงพยาบาลสันติสุข","34","25","73.53","33","17","51.52"
"11182  :  โรงพยาบาลบ่อเกลือ","24","3","12.50","24","18","75.00"
"11183  :  โรงพยาบาลสองแคว","26","0","0.00","26","0","0.00"
"11453  :  โรงพยาบาลสมเด็จพระยุพราชปัว","74","53","71.62","75","11","14.67"
"11510  :  โรงพยาบาลค่ายสุริยพงษ์","0","0","0.00","0","0","0.00"
"11625  :  โรงพยาบาลเฉลิมพระเกียรติ","14","8","57.14","14","0","0.00"
"25017  :  โรงพยาบาลภูเพียง","11","0","0.00","13","0","0.00"
"10717  :  โรงพยาบาลพะเยา","0","0","0.00","0","0","0.00"
"10718  :  โรงพยาบาลเชียงคำ","0","0","0.00","0","0","0.00"
"11184  :  โรงพยาบาลจุน","135","76","56.30","135","11","8.15"
"11185  :  โรงพยาบาลเชียงม่วน","0","0","0.00","0","0","0.00"
"11186  :  โรงพยาบาลดอกคำใต้","38","28","73.68","38","2","5.26"
"11187  :  โรงพยาบาลปง","54","36","66.67","50","4","8.00"
"11188  :  โรงพยาบาลแม่ใจ","0","0","0.00","0","0","0.00"
"15140  :  โรงพยาบาลค่ายขุนเจืองธรรมิกราช","0","0","0.00","0","0","0.00"
"40744  :  โรงพยาบาลภูซาง","0","0","0.00","0","0","0.00"
"40745  :  โรงพยาบาลภูกามยาว","0","0","0.00","0","0","0.00"
"41347  :  โรงพยาบาลมหาวิทยาลัยพะเยา","0","0","0.00","0","0","0.00"
"10674  :  โรงพยาบาลเชียงรายประชานุเคราะห์","836","25","2.99","1,197","229","19.13"
"11189  :  โรงพยาบาลเทิง","316","14","4.43","318","17","5.35"
"11190  :  โรงพยาบาลพาน","0","0","0.00","0","0","0.00"
"11191  :  โรงพยาบาลป่าแดด","83","28","33.73","83","30","36.14"
"11192  :  โรงพยาบาลแม่จัน","0","0","0.00","0","0","0.00"
"11193  :  โรงพยาบาลเชียงแสน","90","29","32.22","101","25","24.75"
"11194  :  โรงพยาบาลแม่สาย","435","50","11.49","609","46","7.55"
"11195  :  โรงพยาบาลแม่สรวย","68","39","57.35","69","2","2.90"
"11196  :  โรงพยาบาลเวียงป่าเป้า","149","3","2.01","177","63","35.59"
"11197  :  โรงพยาบาลพญาเม็งราย","66","5","7.58","68","29","42.65"
"11198  :  โรงพยาบาลเวียงแก่น","90","21","23.33","94","23","24.47"
"11199  :  โรงพยาบาลขุนตาล","16","4","25.00","16","7","43.75"
"11200  :  โรงพยาบาลแม่ฟ้าหลวง","75","47","62.67","80","0","0.00"
"11201  :  โรงพยาบาลแม่ลาว","15","3","20.00","15","0","0.00"
"11202  :  โรงพยาบาลเวียงเชียงรุ้ง","69","5","7.25","69","49","71.01"
"11454  :  โรงพยาบาลสมเด็จพระยุพราชเชียงของ","297","11","3.70","301","66","21.93"
"15012  :  โรงพยาบาลสมเด็จพระญาณสังวร","9","0","0.00","10","7","70.00"
"23429  :  โรงพยาบาลมหาวิทยาลัยแม่ฟ้าหลวง","0","0","0.00","0","0","0.00"
"28823  :  โรงพยาบาลดอยหลวง","0","0","0.00","0","0","0.00"
"41509  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยแม่ฟ้าหลวง","0","0","0.00","0","0","0.00"
"10719  :  โรงพยาบาลศรีสังวาลย์","222","1","0.45","281","118","41.99"
"11203  :  โรงพยาบาลขุนยวม","94","6","6.38","118","58","49.15"
"11204  :  โรงพยาบาลปาย","189","0","0.00","208","3","1.44"
"11205  :  โรงพยาบาลแม่สะเรียง","328","87","26.52","335","185","55.22"
"11206  :  โรงพยาบาลแม่ลาน้อย","84","41","48.81","83","19","22.89"
"11207  :  โรงพยาบาลสบเมย","43","26","60.47","49","0","0.00"
"11208  :  โรงพยาบาลปางมะผ้า","110","22","20.00","119","4","3.36"
"14197  :  โรงพยาบาลธัญญรักษ์แม่ฮ่องสอน","0","0","0.00","0","0","0.00"
"10675  :  โรงพยาบาลสวรรค์ประชารักษ์","331","4","1.21","840","27","3.21"
"11209  :  โรงพยาบาลโกรกพระ","100","57","57.00","94","1","1.06"
"11210  :  โรงพยาบาลชุมแสง","213","34","15.96","216","53","24.54"
"11211  :  โรงพยาบาลหนองบัว","225","131","58.22","232","7","3.02"
"11212  :  โรงพยาบาลบรรพตพิสัย","97","75","77.32","105","1","0.95"
"11213  :  โรงพยาบาลเก้าเลี้ยว","71","48","67.61","72","8","11.11"
"11214  :  โรงพยาบาลตาคลี","117","0","0.00","117","0","0.00"
"11215  :  โรงพยาบาลท่าตะโก","172","47","27.33","171","21","12.28"
"11216  :  โรงพยาบาลไพศาลี","62","22","35.48","61","10","16.39"
"11217  :  โรงพยาบาลพยุหะคีรี","211","50","23.70","214","66","30.84"
"11218  :  โรงพยาบาลลาดยาว","187","3","1.60","188","98","52.13"
"11219  :  โรงพยาบาลตากฟ้า","232","0","0.00","233","0","0.00"
"11220  :  โรงพยาบาลแม่วงก์","45","24","53.33","46","0","0.00"
"11513  :  โรงพยาบาลค่ายจิรประวัติ","0","0","0.00","0","0","0.00"
"12030  :  โรงพยาบาลพริ้นซ์ ปากน้ำโพ 1 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00"
"12033  :  โรงพยาบาลรวมแพทย์นครสวรรค์","0","0","0.00","0","0","0.00"
"12034  :  โรงพยาบาลพริ้นซ์ ปากน้ำโพ 2 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00"
"12042  :  โรงพยาบาลร่มฉัตร","0","0","0.00","0","0","0.00"
"12044  :  โรงพยาบาลศรีสวรรค์","0","0","0.00","0","0","0.00"
"12284  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 3","0","0","0.00","0","0","0.00"
"14171  :  โรงพยาบาลจิตเวชนครสวรรค์ราชนครินทร์","0","0","0.00","0","0","0.00"
"40749  :  โรงพยาบาลชุมตาบง","0","0","0.00","0","0","0.00"
"10720  :  โรงพยาบาลอุทัยธานี","0","0","0.00","0","0","0.00"
"11221  :  โรงพยาบาลทัพทัน","124","63","50.81","125","19","15.20"
"11222  :  โรงพยาบาลสว่างอารมณ์","58","0","0.00","58","9","15.52"
"11223  :  โรงพยาบาลหนองฉาง","84","57","67.86","85","15","17.65"
"11224  :  โรงพยาบาลหนองขาหย่าง","26","16","61.54","26","11","42.31"
"11225  :  โรงพยาบาลบ้านไร่","145","62","42.76","148","47","31.76"
"11226  :  โรงพยาบาลลานสัก","143","15","10.49","142","14","9.86"
"11227  :  โรงพยาบาลห้วยคต","60","32","53.33","59","19","32.20"
"10721  :  โรงพยาบาลกำแพงเพชร","0","0","0.00","0","0","0.00"
"11228  :  โรงพยาบาลทุ่งโพธิ์ทะเล","87","40","45.98","85","7","8.24"
"11229  :  โรงพยาบาลไทรงาม","84","52","61.90","83","1","1.20"
"11230  :  โรงพยาบาลคลองลาน","214","122","57.01","216","11","5.09"
"11231  :  โรงพยาบาลขาณุวรลักษบุรี","39","23","58.97","38","26","68.42"
"11232  :  โรงพยาบาลคลองขลุง","55","18","32.73","62","32","51.61"
"11233  :  โรงพยาบาลพรานกระต่าย","18","12","66.67","20","1","5.00"
"11234  :  โรงพยาบาลลานกระบือ","218","37","16.97","261","85","32.57"
"11235  :  โรงพยาบาลทรายทองวัฒนา","40","5","12.50","40","20","50.00"
"11236  :  โรงพยาบาลปางศิลาทอง","26","17","65.38","26","15","57.69"
"14135  :  โรงพยาบาลบึงสามัคคี","26","22","84.62","29","2","6.90"
"28010  :  โรงพยาบาลโกสัมพีนคร","25","7","28.00","25","7","28.00"
"10722  :  โรงพยาบาลสมเด็จพระเจ้าตากสินมหาราช","435","31","7.13","513","55","10.72"
"10723  :  โรงพยาบาลแม่สอด","389","1","0.26","516","5","0.97"
"11238  :  โรงพยาบาลบ้านตาก","112","1","0.89","115","35","30.43"
"11239  :  โรงพยาบาลสามเงา","95","0","0.00","96","6","6.25"
"11240  :  โรงพยาบาลแม่ระมาด","168","0","0.00","214","5","2.34"
"11241  :  โรงพยาบาลท่าสองยาง","198","1","0.51","224","91","40.63"
"11242  :  โรงพยาบาลพบพระ","230","110","47.83","383","1","0.26"
"11243  :  โรงพยาบาลอุ้มผาง","55","3","5.45","62","52","83.87"
"27443  :  โรงพยาบาลวังเจ้า","2","0","0.00","2","1","50.00"
"10724  :  โรงพยาบาลสุโขทัย","105","0","0.00","105","7","6.67"
"10725  :  โรงพยาบาลศรีสังวรสุโขทัย","0","0","0.00","14","10","71.43"
"11244  :  โรงพยาบาลบ้านด่านลานหอย","164","4","2.44","166","121","72.89"
"11245  :  โรงพยาบาลคีรีมาศ","28","0","0.00","48","0","0.00"
"11246  :  โรงพยาบาลกงไกรลาศ","0","0","0.00","0","0","0.00"
"11247  :  โรงพยาบาลศรีสัชนาลัย","151","1","0.66","150","98","65.33"
"11248  :  โรงพยาบาลสวรรคโลก","0","0","0.00","0","0","0.00"
"11249  :  โรงพยาบาลศรีนคร","120","6","5.00","120","5","4.17"
"11250  :  โรงพยาบาลทุ่งเสลี่ยม","159","9","5.66","175","133","76.00"
"10676  :  โรงพยาบาลพุทธชินราช","0","0","0.00","0","0","0.00"
"11251  :  โรงพยาบาลชาติตระการ","80","0","0.00","83","10","12.05"
"11252  :  โรงพยาบาลบางระกำ","201","30","14.93","197","44","22.34"
"11253  :  โรงพยาบาลบางกระทุ่ม","75","16","21.33","76","40","52.63"
"11254  :  โรงพยาบาลพรหมพิราม","153","97","63.40","155","1","0.65"
"11255  :  โรงพยาบาลวัดโบสถ์","110","55","50.00","112","15","13.39"
"11256  :  โรงพยาบาลวังทอง","0","0","0.00","0","0","0.00"
"11257  :  โรงพยาบาลเนินมะปราง","242","5","2.07","243","136","55.97"
"11455  :  โรงพยาบาลสมเด็จพระยุพราชนครไทย","203","3","1.48","207","13","6.28"
"11517  :  โรงพยาบาลค่ายสมเด็จพระนเรศวร","0","0","0.00","0","0","0.00"
"14972  :  โรงพยาบาลมหาวิทยาลัยนเรศวร","0","0","0.00","0","0","0.00"
"41429  :  โรงพยาบาลจิตเวชพิษณุโลก","0","0","0.00","0","0","0.00"
"10726  :  โรงพยาบาลพิจิตร","606","94","15.51","756","189","25.00"
"11258  :  โรงพยาบาลวังทรายพูน","38","0","0.00","40","31","77.50"
"11259  :  โรงพยาบาลโพธิ์ประทับช้าง","47","0","0.00","48","2","4.17"
"11260  :  โรงพยาบาลบางมูลนาก","257","28","10.89","373","49","13.14"
"11261  :  โรงพยาบาลโพทะเล","145","98","67.59","146","20","13.70"
"11262  :  โรงพยาบาลสามง่าม","43","30","69.77","44","32","72.73"
"11263  :  โรงพยาบาลทับคล้อ","50","10","20.00","59","28","47.46"
"11456  :  โรงพยาบาลสมเด็จพระยุพราชตะพานหิน","228","49","21.49","309","32","10.36"
"11631  :  โรงพยาบาลวชิรบารมี","141","84","59.57","150","37","24.67"
"27978  :  โรงพยาบาลสากเหล็ก","77","32","41.56","75","21","28.00"
"27979  :  โรงพยาบาลบึงนาราง","0","0","0.00","0","0","0.00"
"27980  :  โรงพยาบาลดงเจริญ","0","0","0.00","0","0","0.00"
"10727  :  โรงพยาบาลเพชรบูรณ์","425","2","0.47","608","193","31.74"
"11264  :  โรงพยาบาลชนแดน","318","4","1.26","329","125","37.99"
"11265  :  โรงพยาบาลหล่มสัก","567","12","2.12","678","86","12.68"
"11266  :  โรงพยาบาลวิเชียรบุรี","17","0","0.00","18","11","61.11"
"11267  :  โรงพยาบาลศรีเทพ","141","0","0.00","146","46","31.51"
"11268  :  โรงพยาบาลหนองไผ่","234","0","0.00","235","102","43.40"
"11269  :  โรงพยาบาลบึงสามพัน","364","6","1.65","367","53","14.44"
"11270  :  โรงพยาบาลน้ำหนาว","51","0","0.00","51","30","58.82"
"11271  :  โรงพยาบาลวังโป่ง","84","44","52.38","83","21","25.30"
"11272  :  โรงพยาบาลเขาค้อ","0","0","0.00","0","0","0.00"
"11457  :  โรงพยาบาลสมเด็จพระยุพราชหล่มเก่า","221","1","0.45","291","178","61.17"
"11946  :  โรงพยาบาลค่ายพ่อขุนผาเมือง","0","0","0.00","0","0","0.00"
"10677  :  โรงพยาบาลราชบุรี","0","0","0.00","0","0","0.00"
"10728  :  โรงพยาบาลดำเนินสะดวก","0","0","0.00","0","0","0.00"
"10729  :  โรงพยาบาลบ้านโป่ง","0","0","0.00","0","0","0.00"
"10730  :  โรงพยาบาลโพธาราม","393","263","66.92","502","18","3.59"
"11273  :  โรงพยาบาลสวนผึ้ง","65","45","69.23","67","7","10.45"
"11274  :  โรงพยาบาลบางแพ","68","0","0.00","69","2","2.90"
"11275  :  โรงพยาบาลเจ็ดเสมียน","28","0","0.00","28","17","60.71"
"11276  :  โรงพยาบาลปากท่อ","119","4","3.36","121","66","54.55"
"11277  :  โรงพยาบาลวัดเพลง","124","15","12.10","126","32","25.40"
"11458  :  โรงพยาบาลสมเด็จพระยุพราชจอมบึง","320","13","4.06","337","251","74.48"
"11519  :  โรงพยาบาลค่ายภาณุรังษี","81","0","0.00","82","0","0.00"
"12093  :  สถานพยาบาลแพทย์ประดิษฐ์","0","0","0.00","0","0","0.00"
"12097  :  มหาชัยพร้อมแพทย์โรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0.00"
"12098  :  โรงพยาบาลกรุงเทพเมืองราชโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00"
"12103  :  โรงพยาบาลซานคามิลโล","0","0","0.00","0","0","0.00"
"12286  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 5","0","0","0.00","0","0","0.00"
"28858  :  โรงพยาบาลบ้านคา","10","0","0.00","12","0","0.00"
"10731  :  โรงพยาบาลพหลพลพยุหเสนา","0","0","0.00","130","2","1.54"
"10732  :  โรงพยาบาลมะการักษ์","165","1","0.61","169","2","1.18"
"11278  :  โรงพยาบาลไทรโยค","100","24","24.00","101","63","62.38"
"11279  :  โรงพยาบาลสมเด็จพระปิยมหาราชรมณียเขต","36","0","0.00","43","0","0.00"
"11280  :  โรงพยาบาลบ่อพลอย","148","3","2.03","148","0","0.00"
"11281  :  โรงพยาบาลท่ากระดาน","39","0","0.00","41","31","75.61"
"11282  :  โรงพยาบาลสมเด็จพระสังฆราชองค์ที่ ๑๙","672","91","13.54","678","78","11.50"
"11283  :  โรงพยาบาลทองผาภูมิ","108","0","0.00","189","41","21.69"
"11284  :  โรงพยาบาลสังขละบุรี","247","0","0.00","316","42","13.29"
"11285  :  โรงพยาบาลเจ้าคุณไพบูลย์พนมทวน","56","0","0.00","60","40","66.67"
"11286  :  โรงพยาบาลเลาขวัญ","49","1","2.04","52","43","82.69"
"11287  :  โรงพยาบาลด่านมะขามเตี้ย","82","1","1.22","86","1","1.16"
"11288  :  โรงพยาบาลสถานพระบารมี","114","0","0.00","114","0","0.00"
"11520  :  โรงพยาบาลค่ายสุรสีห์","0","0","0.00","0","0","0.00"
"14136  :  โรงพยาบาลศุกร์ศิริศรีสวัสดิ์","33","0","0.00","40","0","0.00"
"21948  :  โรงพยาบาลห้วยกระเจา เฉลิมพระเกียรติ 80 พรรษา","51","0","0.00","50","0","0.00"
"41701  :  โรงพยาบาลหนองปรือ","43","42","97.67","43","0","0.00"
"10678  :  โรงพยาบาลเจ้าพระยายมราช","934","9","0.96","1,113","11","0.99"
"10733  :  โรงพยาบาลสมเด็จพระสังฆราชองค์ที่17","126","0","0.00","165","2","1.21"
"11289  :  โรงพยาบาลเดิมบางนางบวช","178","0","0.00","179","27","15.08"
"11290  :  โรงพยาบาลด่านช้าง","460","5","1.09","469","36","7.68"
"11291  :  โรงพยาบาลบางปลาม้า","25","0","0.00","27","0","0.00"
"11292  :  โรงพยาบาลศรีประจันต์","46","0","0.00","49","1","2.04"
"11293  :  โรงพยาบาลดอนเจดีย์","248","1","0.40","251","1","0.40"
"11294  :  โรงพยาบาลสามชุก","162","100","61.73","162","2","1.23"
"11295  :  โรงพยาบาลอู่ทอง","726","4","0.55","741","31","4.18"
"11296  :  โรงพยาบาลหนองหญ้าไซ","122","0","0.00","123","75","60.98"
"12123  :  โรงพยาบาลวิภาวดี-ปิยราษฎร์","0","0","0.00","0","0","0.00"
"10679  :  โรงพยาบาลนครปฐม","0","0","0.00","0","0","0.00"
"11297  :  โรงพยาบาลกำแพงแสน","195","0","0.00","193","2","1.04"
"11298  :  โรงพยาบาลนครชัยศรี","178","4","2.25","177","52","29.38"
"11299  :  โรงพยาบาลห้วยพลู","137","15","10.95","141","30","21.28"
"11300  :  โรงพยาบาลดอนตูม","305","1","0.33","304","1","0.33"
"11301  :  โรงพยาบาลบางเลน","44","25","56.82","44","0","0.00"
"11302  :  โรงพยาบาลสามพราน","34","21","61.76","34","1","2.94"
"11303  :  โรงพยาบาลพุทธมณฑล","0","0","0.00","0","0","0.00"
"11473  :  โรงพยาบาลเมตตาประชารักษ์(วัดไร่ขิง)","0","0","0.00","0","0","0.00"
"11521  :  โรงพยาบาลจันทรุเบกษา","157","1","0.64","153","0","0.00"
"13819  :  โรงพยาบาลหลวงพ่อเปิ่น","0","0","0.00","0","0","0.00"
"10734  :  โรงพยาบาลสมุทรสาคร","0","0","0.00","0","0","0.00"
"11304  :  โรงพยาบาลกระทุ่มแบน","0","0","0.00","0","0","0.00"
"11305  :  โรงพยาบาลบ้านแพ้ว","0","0","0.00","0","0","0.00"
"12137  :  โรงพยาบาลทั่วไปขนาดเล็กเจษฎา","764","165","21.60","765","3","0.39"
"10735  :  โรงพยาบาลสมเด็จพระพุทธเลิศหล้า","0","0","0.00","0","0","0.00"
"11306  :  โรงพยาบาลนภาลัย","0","0","0.00","0","0","0.00"
"11307  :  โรงพยาบาลอัมพวา","5","4","80.00","5","1","20.00"
"10736  :  โรงพยาบาลพระจอมเกล้า","1,042","6","0.58","1,054","6","0.57"
"11308  :  โรงพยาบาลเขาย้อย","133","68","51.13","135","19","14.07"
"11309  :  โรงพยาบาลหนองหญ้าปล้อง","8","0","0.00","8","6","75.00"
"11310  :  โรงพยาบาลชะอำ","181","0","0.00","363","57","15.70"
"11311  :  โรงพยาบาลท่ายาง","197","0","0.00","194","0","0.00"
"11312  :  โรงพยาบาลบ้านลาด","10","1","10.00","11","1","9.09"
"11313  :  โรงพยาบาลบ้านแหลม","120","89","74.17","125","1","0.80"
"11314  :  โรงพยาบาลแก่งกระจาน","11","1","9.09","11","3","27.27"
"10737  :  โรงพยาบาลประจวบคีรีขันธ์","0","0","0.00","0","0","0.00"
"11315  :  โรงพยาบาลกุยบุรี","154","54","35.06","152","0","0.00"
"11316  :  โรงพยาบาลทับสะแก","114","1","0.88","117","2","1.71"
"11317  :  โรงพยาบาลบางสะพาน","187","134","71.66","189","3","1.59"
"11318  :  โรงพยาบาลบางสะพานน้อย","0","0","0.00","0","0","0.00"
"11319  :  โรงพยาบาลปราณบุรี","0","0","0.00","0","0","0.00"
"11320  :  โรงพยาบาลหัวหิน","0","0","0.00","0","0","0.00"
"11321  :  โรงพยาบาลสามร้อยยอด","143","46","32.17","142","1","0.70"
"11500  :  โรงพยาบาลกองบิน 5","0","0","0.00","0","0","0.00"
"11522  :  โรงพยาบาลค่ายธนะรัชต์","0","0","0.00","30","0","0.00"
"12471  :  สถานีกาชาดหัวหินเฉลิมพระเกียรติ","277","1","0.36","354","1","0.28"
