"โรงพยาบาล","ปีการศึกษา 2562 เทอม1","ปีการศึกษา 2562 เทอม2"
"เด็กนักเรียน ป.1(B)","เคลือบหลุมร่องฟันแท้(A)","%","เด็กนักเรียน ป.1(B)","เคลือบหลุมร่องฟันแท้(A)","%"
"11117  :  โรงพยาบาลหว้านใหญ่","31","12","38.71","31","12","38.71"
"11118  :  โรงพยาบาลหนองสูง","29","21","72.41","27","19","70.37"
"06009  :  โรงพยาบาลแม่ตื่น","66","24","36.36","62","24","38.71"
"10713  :  โรงพยาบาลนครพิงค์","2,566","28","1.09","690","20","2.90"
"11119  :  โรงพยาบาลจอมทอง","249","115","46.18","222","109","49.10"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","155","49","31.61","129","48","37.21"
"11121  :  โรงพยาบาลเชียงดาว","245","87","35.51","209","84","40.19"
"11122  :  โรงพยาบาลดอยสะเก็ด","117","35","29.91","125","31","24.80"
"11123  :  โรงพยาบาลแม่แตง","0","0","0.00","0","0","0.00"
"11124  :  โรงพยาบาลสะเมิง","53","16","30.19","59","16","27.12"
"11125  :  โรงพยาบาลฝาง","0","0","0.00","0","0","0.00"
"11126  :  โรงพยาบาลแม่อาย","116","26","22.41","166","28","16.87"
"11127  :  โรงพยาบาลพร้าว","0","0","0.00","0","0","0.00"
"11128  :  โรงพยาบาลสันป่าตอง","177","113","63.84","175","111","63.43"
"11129  :  โรงพยาบาลสันกำแพง","0","0","0.00","0","0","0.00"
"11130  :  โรงพยาบาลสันทราย","0","0","0.00","0","0","0.00"
"11131  :  โรงพยาบาลหางดง","0","0","0.00","0","0","0.00"
"11132  :  โรงพยาบาลฮอด","150","4","2.67","150","5","3.33"
"11133  :  โรงพยาบาลดอยเต่า","25","8","32.00","26","8","30.77"
"11134  :  โรงพยาบาลอมก๋อย","121","8","6.61","166","14","8.43"
"11135  :  โรงพยาบาลสารภี","0","0","0.00","0","0","0.00"
"11136  :  โรงพยาบาลเวียงแหง","144","46","31.94","209","46","22.01"
"11137  :  โรงพยาบาลไชยปราการ","70","16","22.86","94","6","6.38"
"11138  :  โรงพยาบาลแม่วาง","29","11","37.93","33","10","30.30"
"11139  :  โรงพยาบาลแม่ออน","0","0","0.00","0","0","0.00"
"11507  :  โรงพยาบาลกองบิน 41","0","0","0.00","0","0","0.00"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","0","0","0.00","0","0","0.00"
"11643  :  โรงพยาบาลดอยหล่อ","0","0","0.00","0","0","0.00"
"11978  :  โรงพยาบาลดารารัศมี","0","0","0.00","0","0","0.00"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0.00"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","65","2","3.08","7","0","0.00"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","0","0","0.00","0","0","0.00"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","0","0","0.00","0","0","0.00"
"12280  :  โรงพยาบาลสวนปรุง","0","0","0.00","0","0","0.00"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0.00","0","0","0.00"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0.00","0","0","0.00"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","7","0","0.00","11","0","0.00"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","0","0","0.00","0","0","0.00"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","44","0","0.00","0","0","0.00"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","139","0","0.00","64","0","0.00"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","46","0","0.00","63","0","0.00"
"10714  :  โรงพยาบาลลำพูน","25","10","40.00","41","16","39.02"
"11140  :  โรงพยาบาลแม่ทา","56","3","5.36","59","3","5.08"
"11141  :  โรงพยาบาลบ้านโฮ่ง","38","4","10.53","7","0","0.00"
"11142  :  โรงพยาบาลลี้","0","0","0.00","0","0","0.00"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","0","0","0.00","0","0","0.00"
"11144  :  โรงพยาบาลป่าซาง","0","0","0.00","0","0","0.00"
"11145  :  โรงพยาบาลบ้านธิ","0","0","0.00","0","0","0.00"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0.00","0","0","0.00"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","0","0","0.00","0","0","0.00"
"24956  :  โรงพยาบาลเวียงหนองล่อง","0","0","0.00","0","0","0.00"
"10672  :  โรงพยาบาลลำปาง","0","0","0.00","0","0","0.00"
"11146  :  โรงพยาบาลแม่เมาะ","177","15","8.47","178","15","8.43"
"11147  :  โรงพยาบาลเกาะคา","94","0","0.00","61","0","0.00"
"11148  :  โรงพยาบาลเสริมงาม","89","19","21.35","90","20","22.22"
"11149  :  โรงพยาบาลงาว","191","5","2.62","90","3","3.33"
"11150  :  โรงพยาบาลแจ้ห่ม","23","6","26.09","23","6","26.09"
"11151  :  โรงพยาบาลวังเหนือ","71","7","9.86","68","7","10.29"
"11152  :  โรงพยาบาลเถิน","27","8","29.63","29","8","27.59"
"11153  :  โรงพยาบาลแม่พริก","0","0","0.00","0","0","0.00"
"11154  :  โรงพยาบาลแม่ทะ","0","0","0.00","0","0","0.00"
"11155  :  โรงพยาบาลสบปราบ","55","0","0.00","55","0","0.00"
"11156  :  โรงพยาบาลห้างฉัตร","127","4","3.15","127","4","3.15"
"11157  :  โรงพยาบาลเมืองปาน","15","0","0.00","16","0","0.00"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0.00","0","0","0.00"
"12283  :  โรงพยาบาลมะเร็งลำปาง","0","0","0.00","0","0","0.00"
"10673  :  โรงพยาบาลอุตรดิตถ์","356","37","10.39","321","36","11.21"
"11158  :  โรงพยาบาลตรอน","73","53","72.60","72","52","72.22"
"11159  :  โรงพยาบาลท่าปลา","98","40","40.82","98","40","40.82"
"11160  :  โรงพยาบาลน้ำปาด","161","4","2.48","72","0","0.00"
"11161  :  โรงพยาบาลฟากท่า","39","25","64.10","39","25","64.10"
"11162  :  โรงพยาบาลบ้านโคก","40","0","0.00","40","0","0.00"
"11163  :  โรงพยาบาลพิชัย","234","133","56.84","182","131","71.98"
"11164  :  โรงพยาบาลลับแล","14","4","28.57","15","4","26.67"
"11165  :  โรงพยาบาลทองแสนขัน","46","18","39.13","46","18","39.13"
"11509  :  โรงพยาบาลค่ายพิชัยดาบหัก","0","0","0.00","0","0","0.00"
"10715  :  โรงพยาบาลแพร่","0","0","0.00","0","0","0.00"
"11166  :  โรงพยาบาลร้องกวาง","134","62","46.27","88","40","45.45"
"11167  :  โรงพยาบาลลอง","163","45","27.61","91","33","36.26"
"11169  :  โรงพยาบาลสูงเม่น","0","0","0.00","0","0","0.00"
"11170  :  โรงพยาบาลสอง","129","53","41.09","128","52","40.63"
"11171  :  โรงพยาบาลวังชิ้น","73","7","9.59","46","4","8.70"
"11172  :  โรงพยาบาลหนองม่วงไข่","5","0","0.00","4","0","0.00"
"11452  :  โรงพยาบาลสมเด็จพระยุพราชเด่นชัย","93","20","21.51","90","20","22.22"
"10716  :  โรงพยาบาลน่าน","716","122","17.04","471","40","8.49"
"11173  :  โรงพยาบาลแม่จริม","44","1","2.27","45","1","2.22"
"11174  :  โรงพยาบาลบ้านหลวง","23","0","0.00","24","0","0.00"
"11175  :  โรงพยาบาลนาน้อย","85","0","0.00","86","0","0.00"
"11176  :  โรงพยาบาลท่าวังผา","141","27","19.15","139","27","19.42"
"11177  :  โรงพยาบาลเวียงสา","158","4","2.53","120","4","3.33"
"11178  :  โรงพยาบาลทุ่งช้าง","27","12","44.44","27","12","44.44"
"11179  :  โรงพยาบาลเชียงกลาง","78","2","2.56","79","2","2.53"
"11180  :  โรงพยาบาลนาหมื่น","45","12","26.67","44","12","27.27"
"11181  :  โรงพยาบาลสันติสุข","52","10","19.23","46","5","10.87"
"11182  :  โรงพยาบาลบ่อเกลือ","37","6","16.22","31","6","19.35"
"11183  :  โรงพยาบาลสองแคว","33","0","0.00","36","0","0.00"
"11453  :  โรงพยาบาลสมเด็จพระยุพราชปัว","76","45","59.21","76","45","59.21"
"11510  :  โรงพยาบาลค่ายสุริยพงษ์","0","0","0.00","0","0","0.00"
"11625  :  โรงพยาบาลเฉลิมพระเกียรติ","15","6","40.00","15","6","40.00"
"25017  :  โรงพยาบาลภูเพียง","8","1","12.50","9","1","11.11"
"10717  :  โรงพยาบาลพะเยา","0","0","0.00","0","0","0.00"
"10718  :  โรงพยาบาลเชียงคำ","0","0","0.00","0","0","0.00"
"11184  :  โรงพยาบาลจุน","129","73","56.59","110","61","55.45"
"11185  :  โรงพยาบาลเชียงม่วน","0","0","0.00","0","0","0.00"
"11186  :  โรงพยาบาลดอกคำใต้","45","3","6.67","44","3","6.82"
"11187  :  โรงพยาบาลปง","62","24","38.71","61","24","39.34"
"11188  :  โรงพยาบาลแม่ใจ","0","0","0.00","0","0","0.00"
"15140  :  โรงพยาบาลค่ายขุนเจืองธรรมิกราช","0","0","0.00","0","0","0.00"
"40744  :  โรงพยาบาลภูซาง","0","0","0.00","0","0","0.00"
"40745  :  โรงพยาบาลภูกามยาว","0","0","0.00","0","0","0.00"
"41347  :  โรงพยาบาลมหาวิทยาลัยพะเยา","0","0","0.00","0","0","0.00"
"10674  :  โรงพยาบาลเชียงรายประชานุเคราะห์","795","133","16.73","679","109","16.05"
"11189  :  โรงพยาบาลเทิง","326","75","23.01","229","69","30.13"
"11190  :  โรงพยาบาลพาน","0","0","0.00","0","0","0.00"
"11191  :  โรงพยาบาลป่าแดด","45","24","53.33","14","8","57.14"
"11192  :  โรงพยาบาลแม่จัน","0","0","0.00","0","0","0.00"
"11193  :  โรงพยาบาลเชียงแสน","70","1","1.43","40","0","0.00"
"11194  :  โรงพยาบาลแม่สาย","379","75","19.79","387","83","21.45"
"11195  :  โรงพยาบาลแม่สรวย","97","0","0.00","104","0","0.00"
"11196  :  โรงพยาบาลเวียงป่าเป้า","126","42","33.33","119","42","35.29"
"11197  :  โรงพยาบาลพญาเม็งราย","54","6","11.11","15","5","33.33"
"11198  :  โรงพยาบาลเวียงแก่น","79","1","1.27","89","1","1.12"
"11199  :  โรงพยาบาลขุนตาล","23","0","0.00","26","0","0.00"
"11200  :  โรงพยาบาลแม่ฟ้าหลวง","48","25","52.08","67","32","47.76"
"11201  :  โรงพยาบาลแม่ลาว","8","0","0.00","8","0","0.00"
"11202  :  โรงพยาบาลเวียงเชียงรุ้ง","63","45","71.43","62","44","70.97"
"11454  :  โรงพยาบาลสมเด็จพระยุพราชเชียงของ","300","29","9.67","248","8","3.23"
"15012  :  โรงพยาบาลสมเด็จพระญาณสังวร","7","2","28.57","8","2","25.00"
"23429  :  โรงพยาบาลมหาวิทยาลัยแม่ฟ้าหลวง","0","0","0.00","0","0","0.00"
"28823  :  โรงพยาบาลดอยหลวง","0","0","0.00","0","0","0.00"
"41509  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยแม่ฟ้าหลวง","0","0","0.00","0","0","0.00"
"10719  :  โรงพยาบาลศรีสังวาลย์","139","75","53.96","103","54","52.43"
"11203  :  โรงพยาบาลขุนยวม","63","0","0.00","101","3","2.97"
"11204  :  โรงพยาบาลปาย","118","41","34.75","145","47","32.41"
"11205  :  โรงพยาบาลแม่สะเรียง","290","177","61.03","198","111","56.06"
"11206  :  โรงพยาบาลแม่ลาน้อย","59","44","74.58","61","47","77.05"
"11207  :  โรงพยาบาลสบเมย","33","21","63.64","44","31","70.45"
"11208  :  โรงพยาบาลปางมะผ้า","14","0","0.00","102","0","0.00"
"14197  :  โรงพยาบาลธัญญรักษ์แม่ฮ่องสอน","0","0","0.00","0","0","0.00"
"10675  :  โรงพยาบาลสวรรค์ประชารักษ์","320","22","6.88","31","1","3.23"
"11209  :  โรงพยาบาลโกรกพระ","99","44","44.44","43","15","34.88"
"11210  :  โรงพยาบาลชุมแสง","196","26","13.27","28","5","17.86"
"11211  :  โรงพยาบาลหนองบัว","179","97","54.19","177","96","54.24"
"11212  :  โรงพยาบาลบรรพตพิสัย","94","20","21.28","6","0","0.00"
"11213  :  โรงพยาบาลเก้าเลี้ยว","62","39","62.90","42","26","61.90"
"11214  :  โรงพยาบาลตาคลี","103","1","0.97","95","1","1.05"
"11215  :  โรงพยาบาลท่าตะโก","193","27","13.99","164","27","16.46"
"11216  :  โรงพยาบาลไพศาลี","65","19","29.23","35","3","8.57"
"11217  :  โรงพยาบาลพยุหะคีรี","200","90","45.00","66","14","21.21"
"11218  :  โรงพยาบาลลาดยาว","202","78","38.61","190","71","37.37"
"11219  :  โรงพยาบาลตากฟ้า","174","85","48.85","89","45","50.56"
"11220  :  โรงพยาบาลแม่วงก์","70","34","48.57","68","35","51.47"
"11513  :  โรงพยาบาลค่ายจิรประวัติ","0","0","0.00","0","0","0.00"
"12030  :  โรงพยาบาลพริ้นซ์ ปากน้ำโพ 1 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00"
"12033  :  โรงพยาบาลรวมแพทย์นครสวรรค์","0","0","0.00","0","0","0.00"
"12034  :  โรงพยาบาลพริ้นซ์ ปากน้ำโพ 2 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00"
"12042  :  โรงพยาบาลร่มฉัตร","0","0","0.00","0","0","0.00"
"12044  :  โรงพยาบาลศรีสวรรค์","0","0","0.00","0","0","0.00"
"12284  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 3","0","0","0.00","0","0","0.00"
"14171  :  โรงพยาบาลจิตเวชนครสวรรค์ราชนครินทร์","0","0","0.00","0","0","0.00"
"40749  :  โรงพยาบาลชุมตาบง","0","0","0.00","0","0","0.00"
"10720  :  โรงพยาบาลอุทัยธานี","0","0","0.00","0","0","0.00"
"11221  :  โรงพยาบาลทัพทัน","115","20","17.39","118","20","16.95"
"11222  :  โรงพยาบาลสว่างอารมณ์","58","9","15.52","57","9","15.79"
"11223  :  โรงพยาบาลหนองฉาง","83","62","74.70","14","13","92.86"
"11224  :  โรงพยาบาลหนองขาหย่าง","26","13","50.00","26","13","50.00"
"11225  :  โรงพยาบาลบ้านไร่","155","29","18.71","111","19","17.12"
"11226  :  โรงพยาบาลลานสัก","137","21","15.33","135","21","15.56"
"11227  :  โรงพยาบาลห้วยคต","76","39","51.32","76","38","50.00"
"10721  :  โรงพยาบาลกำแพงเพชร","0","0","0.00","0","0","0.00"
"11228  :  โรงพยาบาลทุ่งโพธิ์ทะเล","76","31","40.79","79","31","39.24"
"11229  :  โรงพยาบาลไทรงาม","104","65","62.50","109","67","61.47"
"11230  :  โรงพยาบาลคลองลาน","184","69","37.50","134","59","44.03"
"11231  :  โรงพยาบาลขาณุวรลักษบุรี","37","10","27.03","39","10","25.64"
"11232  :  โรงพยาบาลคลองขลุง","51","5","9.80","31","4","12.90"
"11233  :  โรงพยาบาลพรานกระต่าย","19","12","63.16","20","12","60.00"
"11234  :  โรงพยาบาลลานกระบือ","114","14","12.28","65","13","20.00"
"11235  :  โรงพยาบาลทรายทองวัฒนา","37","0","0.00","37","0","0.00"
"11236  :  โรงพยาบาลปางศิลาทอง","30","9","30.00","29","9","31.03"
"14135  :  โรงพยาบาลบึงสามัคคี","28","13","46.43","27","12","44.44"
"28010  :  โรงพยาบาลโกสัมพีนคร","23","6","26.09","25","6","24.00"
"10722  :  โรงพยาบาลสมเด็จพระเจ้าตากสินมหาราช","206","4","1.94","127","0","0.00"
"10723  :  โรงพยาบาลแม่สอด","73","9","12.33","171","11","6.43"
"11238  :  โรงพยาบาลบ้านตาก","97","3","3.09","49","3","6.12"
"11239  :  โรงพยาบาลสามเงา","82","32","39.02","89","32","35.96"
"11240  :  โรงพยาบาลแม่ระมาด","96","44","45.83","143","51","35.66"
"11241  :  โรงพยาบาลท่าสองยาง","173","55","31.79","245","74","30.20"
"11242  :  โรงพยาบาลพบพระ","194","54","27.84","264","56","21.21"
"11243  :  โรงพยาบาลอุ้มผาง","0","0","0.00","65","3","4.62"
"27443  :  โรงพยาบาลวังเจ้า","0","0","0.00","0","0","0.00"
"10724  :  โรงพยาบาลสุโขทัย","0","0","0.00","0","0","0.00"
"10725  :  โรงพยาบาลศรีสังวรสุโขทัย","0","0","0.00","0","0","0.00"
"11244  :  โรงพยาบาลบ้านด่านลานหอย","153","85","55.56","162","88","54.32"
"11245  :  โรงพยาบาลคีรีมาศ","29","25","86.21","29","25","86.21"
"11246  :  โรงพยาบาลกงไกรลาศ","0","0","0.00","0","0","0.00"
"11247  :  โรงพยาบาลศรีสัชนาลัย","173","5","2.89","174","5","2.87"
"11248  :  โรงพยาบาลสวรรคโลก","0","0","0.00","0","0","0.00"
"11249  :  โรงพยาบาลศรีนคร","134","33","24.63","132","32","24.24"
"11250  :  โรงพยาบาลทุ่งเสลี่ยม","155","70","45.16","155","70","45.16"
"10676  :  โรงพยาบาลพุทธชินราช","0","0","0.00","0","0","0.00"
"11251  :  โรงพยาบาลชาติตระการ","83","3","3.61","83","3","3.61"
"11252  :  โรงพยาบาลบางระกำ","179","12","6.70","177","12","6.78"
"11253  :  โรงพยาบาลบางกระทุ่ม","89","3","3.37","88","3","3.41"
"11254  :  โรงพยาบาลพรหมพิราม","53","1","1.89","54","1","1.85"
"11255  :  โรงพยาบาลวัดโบสถ์","136","9","6.62","135","9","6.67"
"11256  :  โรงพยาบาลวังทอง","0","0","0.00","0","0","0.00"
"11257  :  โรงพยาบาลเนินมะปราง","196","31","15.82","160","29","18.13"
"11455  :  โรงพยาบาลสมเด็จพระยุพราชนครไทย","182","30","16.48","93","20","21.51"
"11517  :  โรงพยาบาลค่ายสมเด็จพระนเรศวร","0","0","0.00","0","0","0.00"
"14972  :  โรงพยาบาลมหาวิทยาลัยนเรศวร","0","0","0.00","0","0","0.00"
"41429  :  โรงพยาบาลจิตเวชพิษณุโลก","0","0","0.00","0","0","0.00"
"10726  :  โรงพยาบาลพิจิตร","515","183","35.53","258","131","50.78"
"11258  :  โรงพยาบาลวังทรายพูน","39","1","2.56","40","1","2.50"
"11259  :  โรงพยาบาลโพธิ์ประทับช้าง","46","2","4.35","45","2","4.44"
"11260  :  โรงพยาบาลบางมูลนาก","255","22","8.63","218","6","2.75"
"11261  :  โรงพยาบาลโพทะเล","159","62","38.99","157","61","38.85"
"11262  :  โรงพยาบาลสามง่าม","51","25","49.02","50","23","46.00"
"11263  :  โรงพยาบาลทับคล้อ","44","17","38.64","44","17","38.64"
"11456  :  โรงพยาบาลสมเด็จพระยุพราชตะพานหิน","224","17","7.59","20","0","0.00"
"11631  :  โรงพยาบาลวชิรบารมี","91","49","53.85","38","23","60.53"
"27978  :  โรงพยาบาลสากเหล็ก","51","4","7.84","48","3","6.25"
"27979  :  โรงพยาบาลบึงนาราง","0","0","0.00","0","0","0.00"
"27980  :  โรงพยาบาลดงเจริญ","0","0","0.00","0","0","0.00"
"10727  :  โรงพยาบาลเพชรบูรณ์","411","2","0.49","103","1","0.97"
"11264  :  โรงพยาบาลชนแดน","313","29","9.27","109","27","24.77"
"11265  :  โรงพยาบาลหล่มสัก","431","13","3.02","33","2","6.06"
"11266  :  โรงพยาบาลวิเชียรบุรี","20","0","0.00","21","0","0.00"
"11267  :  โรงพยาบาลศรีเทพ","155","6","3.87","116","5","4.31"
"11268  :  โรงพยาบาลหนองไผ่","293","2","0.68","219","2","0.91"
"11269  :  โรงพยาบาลบึงสามพัน","356","0","0.00","83","0","0.00"
"11270  :  โรงพยาบาลน้ำหนาว","38","7","18.42","38","7","18.42"
"11271  :  โรงพยาบาลวังโป่ง","85","11","12.94","86","11","12.79"
"11272  :  โรงพยาบาลเขาค้อ","0","0","0.00","0","0","0.00"
"11457  :  โรงพยาบาลสมเด็จพระยุพราชหล่มเก่า","306","77","25.16","198","70","35.35"
"11946  :  โรงพยาบาลค่ายพ่อขุนผาเมือง","0","0","0.00","0","0","0.00"
"10677  :  โรงพยาบาลราชบุรี","0","0","0.00","0","0","0.00"
"10728  :  โรงพยาบาลดำเนินสะดวก","0","0","0.00","0","0","0.00"
"10729  :  โรงพยาบาลบ้านโป่ง","0","0","0.00","0","0","0.00"
"10730  :  โรงพยาบาลโพธาราม","443","208","46.95","32","19","59.38"
"11273  :  โรงพยาบาลสวนผึ้ง","75","50","66.67","79","50","63.29"
"11274  :  โรงพยาบาลบางแพ","60","10","16.67","64","12","18.75"
"11275  :  โรงพยาบาลเจ็ดเสมียน","38","19","50.00","34","17","50.00"
"11276  :  โรงพยาบาลปากท่อ","76","42","55.26","54","26","48.15"
"11277  :  โรงพยาบาลวัดเพลง","71","24","33.80","34","7","20.59"
"11458  :  โรงพยาบาลสมเด็จพระยุพราชจอมบึง","302","22","7.28","319","28","8.78"
"11519  :  โรงพยาบาลค่ายภาณุรังษี","70","1","1.43","3","0","0.00"
"12093  :  สถานพยาบาลแพทย์ประดิษฐ์","0","0","0.00","0","0","0.00"
"12097  :  มหาชัยพร้อมแพทย์โรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0.00"
"12098  :  โรงพยาบาลกรุงเทพเมืองราชโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00"
"12103  :  โรงพยาบาลซานคามิลโล","0","0","0.00","0","0","0.00"
"12286  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 5","0","0","0.00","0","0","0.00"
"28858  :  โรงพยาบาลบ้านคา","18","0","0.00","19","0","0.00"
"10731  :  โรงพยาบาลพหลพลพยุหเสนา","0","0","0.00","0","0","0.00"
"10732  :  โรงพยาบาลมะการักษ์","183","63","34.43","113","43","38.05"
"11278  :  โรงพยาบาลไทรโยค","105","6","5.71","84","5","5.95"
"11279  :  โรงพยาบาลสมเด็จพระปิยมหาราชรมณียเขต","29","12","41.38","38","17","44.74"
"11280  :  โรงพยาบาลบ่อพลอย","138","29","21.01","139","30","21.58"
"11281  :  โรงพยาบาลท่ากระดาน","52","0","0.00","56","0","0.00"
"11282  :  โรงพยาบาลสมเด็จพระสังฆราชองค์ที่ ๑๙","630","56","8.89","122","21","17.21"
"11283  :  โรงพยาบาลทองผาภูมิ","57","7","12.28","113","17","15.04"
"11284  :  โรงพยาบาลสังขละบุรี","10","0","0.00","303","125","41.25"
"11285  :  โรงพยาบาลเจ้าคุณไพบูลย์พนมทวน","50","1","2.00","48","1","2.08"
"11286  :  โรงพยาบาลเลาขวัญ","40","0","0.00","44","0","0.00"
"11287  :  โรงพยาบาลด่านมะขามเตี้ย","90","2","2.22","90","2","2.22"
"11288  :  โรงพยาบาลสถานพระบารมี","72","21","29.17","73","21","28.77"
"11520  :  โรงพยาบาลค่ายสุรสีห์","0","0","0.00","0","0","0.00"
"14136  :  โรงพยาบาลศุกร์ศิริศรีสวัสดิ์","24","6","25.00","33","10","30.30"
"21948  :  โรงพยาบาลห้วยกระเจา เฉลิมพระเกียรติ 80 พรรษา","51","5","9.80","48","5","10.42"
"41701  :  โรงพยาบาลหนองปรือ","31","0","0.00","32","0","0.00"
"10678  :  โรงพยาบาลเจ้าพระยายมราช","781","32","4.10","626","13","2.08"
"10733  :  โรงพยาบาลสมเด็จพระสังฆราชองค์ที่17","46","0","0.00","4","0","0.00"
"11289  :  โรงพยาบาลเดิมบางนางบวช","167","0","0.00","156","0","0.00"
"11290  :  โรงพยาบาลด่านช้าง","400","44","11.00","309","18","5.83"
"11291  :  โรงพยาบาลบางปลาม้า","20","1","5.00","20","1","5.00"
"11292  :  โรงพยาบาลศรีประจันต์","45","4","8.89","46","4","8.70"
"11293  :  โรงพยาบาลดอนเจดีย์","264","48","18.18","222","31","13.96"
"11294  :  โรงพยาบาลสามชุก","217","13","5.99","198","13","6.57"
"11295  :  โรงพยาบาลอู่ทอง","573","105","18.32","210","59","28.10"
"11296  :  โรงพยาบาลหนองหญ้าไซ","110","14","12.73","110","13","11.82"
"12123  :  โรงพยาบาลวิภาวดี-ปิยราษฎร์","0","0","0.00","0","0","0.00"
"10679  :  โรงพยาบาลนครปฐม","0","0","0.00","0","0","0.00"
"11297  :  โรงพยาบาลกำแพงแสน","199","60","30.15","201","60","29.85"
"11298  :  โรงพยาบาลนครชัยศรี","154","68","44.16","121","59","48.76"
"11299  :  โรงพยาบาลห้วยพลู","81","6","7.41","24","0","0.00"
"11300  :  โรงพยาบาลดอนตูม","287","63","21.95","193","5","2.59"
"11301  :  โรงพยาบาลบางเลน","36","18","50.00","37","19","51.35"
"11302  :  โรงพยาบาลสามพราน","22","0","0.00","20","0","0.00"
"11303  :  โรงพยาบาลพุทธมณฑล","0","0","0.00","0","0","0.00"
"11473  :  โรงพยาบาลเมตตาประชารักษ์(วัดไร่ขิง)","0","0","0.00","0","0","0.00"
"11521  :  โรงพยาบาลจันทรุเบกษา","107","5","4.67","108","5","4.63"
"13819  :  โรงพยาบาลหลวงพ่อเปิ่น","0","0","0.00","0","0","0.00"
"10734  :  โรงพยาบาลสมุทรสาคร","0","0","0.00","0","0","0.00"
"11304  :  โรงพยาบาลกระทุ่มแบน","0","0","0.00","0","0","0.00"
"11305  :  โรงพยาบาลบ้านแพ้ว","0","0","0.00","0","0","0.00"
"12137  :  โรงพยาบาลทั่วไปขนาดเล็กเจษฎา","701","3","0.43","445","2","0.45"
"10735  :  โรงพยาบาลสมเด็จพระพุทธเลิศหล้า","0","0","0.00","0","0","0.00"
"11306  :  โรงพยาบาลนภาลัย","0","0","0.00","0","0","0.00"
"11307  :  โรงพยาบาลอัมพวา","3","2","66.67","4","2","50.00"
"10736  :  โรงพยาบาลพระจอมเกล้า","1,094","98","8.96","239","9","3.77"
"11308  :  โรงพยาบาลเขาย้อย","119","1","0.84","27","0","0.00"
"11309  :  โรงพยาบาลหนองหญ้าปล้อง","4","0","0.00","4","0","0.00"
"11310  :  โรงพยาบาลชะอำ","81","40","49.38","7","2","28.57"
"11311  :  โรงพยาบาลท่ายาง","204","111","54.41","205","112","54.63"
"11312  :  โรงพยาบาลบ้านลาด","8","3","37.50","8","3","37.50"
"11313  :  โรงพยาบาลบ้านแหลม","121","1","0.83","121","1","0.83"
"11314  :  โรงพยาบาลแก่งกระจาน","14","4","28.57","14","4","28.57"
"10737  :  โรงพยาบาลประจวบคีรีขันธ์","0","0","0.00","0","0","0.00"
"11315  :  โรงพยาบาลกุยบุรี","143","76","53.15","118","58","49.15"
"11316  :  โรงพยาบาลทับสะแก","120","28","23.33","93","8","8.60"
"11317  :  โรงพยาบาลบางสะพาน","160","1","0.63","158","1","0.63"
"11318  :  โรงพยาบาลบางสะพานน้อย","0","0","0.00","0","0","0.00"
"11319  :  โรงพยาบาลปราณบุรี","0","0","0.00","0","0","0.00"
"11320  :  โรงพยาบาลหัวหิน","0","0","0.00","0","0","0.00"
"11321  :  โรงพยาบาลสามร้อยยอด","125","18","14.40","71","17","23.94"
"11500  :  โรงพยาบาลกองบิน 5","0","0","0.00","0","0","0.00"
"11522  :  โรงพยาบาลค่ายธนะรัชต์","0","0","0.00","0","0","0.00"
"12471  :  สถานีกาชาดหัวหินเฉลิมพระเกียรติ","226","0","0.00","41","0","0.00"
"10680  :  โรงพยาบาลมหาราชนครศรีธรรมราช","0","0","0.00","0","0","0.00"
