"โรงพยาบาล","ปีการศึกษา 2562 เทอม1","ปีการศึกษา 2562 เทอม2"
"เด็กนักเรียนอนุบาล -ป.6 ทั้งหมด(C)","ตรวจฟัน(B)","%","ทาฟลูออไรด์(A)","%","เด็กนักเรียนอนุบาล -ป.6 ทั้งหมด(C)","ตรวจฟัน(B)","%","ทาฟลูออไรด์(A)","%"
"14132  :  โรงพยาบาลซำสูง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77649  :  โรงพยาบาลหนองนาคำ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77650  :  โรงพยาบาลเวียงเก่า","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","909","0","0.00","0","0.00","675","0","0.00","0","0.00"
"77652  :  โรงพยาบาลโนนศิลา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10671  :  โรงพยาบาลอุดรธานี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11013  :  โรงพยาบาลกุดจับ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11014  :  โรงพยาบาลหนองวัวซอ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11015  :  โรงพยาบาลกุมภวาปี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11016  :  โรงพยาบาลห้วยเกิ้ง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11017  :  โรงพยาบาลโนนสะอาด","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11018  :  โรงพยาบาลหนองหาน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11019  :  โรงพยาบาลทุ่งฝน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11020  :  โรงพยาบาลไชยวาน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11021  :  โรงพยาบาลศรีธาตุ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11022  :  โรงพยาบาลวังสามหมอ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11023  :  โรงพยาบาลบ้านผือ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11024  :  โรงพยาบาลน้ำโสม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11025  :  โรงพยาบาลเพ็ญ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11026  :  โรงพยาบาลสร้างคอม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11027  :  โรงพยาบาลหนองแสง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11028  :  โรงพยาบาลนายูง","413","0","0.00","0","0.00","420","0","0.00","0","0.00"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","3,336","0","0.00","0","0.00","2,434","0","0.00","0","0.00"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"25058  :  โรงพยาบาลกู่แก้ว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10705  :  โรงพยาบาลเลย","4,928","0","0.00","0","0.00","3,605","0","0.00","0","0.00"
"11030  :  โรงพยาบาลนาด้วง","312","0","0.00","0","0.00","312","0","0.00","0","0.00"
"11031  :  โรงพยาบาลเชียงคาน","1,204","0","0.00","0","0.00","1,175","0","0.00","0","0.00"
"11032  :  โรงพยาบาลปากชม","567","0","0.00","0","0.00","571","0","0.00","0","0.00"
"11033  :  โรงพยาบาลนาแห้ว","211","0","0.00","0","0.00","209","0","0.00","0","0.00"
"11034  :  โรงพยาบาลภูเรือ","585","0","0.00","0","0.00","359","0","0.00","0","0.00"
"11035  :  โรงพยาบาลท่าลี่","649","0","0.00","0","0.00","663","0","0.00","0","0.00"
"11036  :  โรงพยาบาลวังสะพุง","1,937","0","0.00","0","0.00","1,126","0","0.00","0","0.00"
"11037  :  โรงพยาบาลภูกระดึง","1,130","0","0.00","0","0.00","919","0","0.00","0","0.00"
"11038  :  โรงพยาบาลภูหลวง","638","0","0.00","0","0.00","632","0","0.00","0","0.00"
"11039  :  โรงพยาบาลผาขาว","995","0","0.00","0","0.00","993","0","0.00","0","0.00"
"11447  :  โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","1,153","0","0.00","0","0.00","1,147","0","0.00","0","0.00"
"14133  :  โรงพยาบาลเอราวัณ","1,337","0","0.00","0","0.00","1,341","0","0.00","0","0.00"
"14644  :  โรงพยาบาลจิตเวชเลยราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28861  :  โรงพยาบาลหนองหิน","1,664","0","0.00","0","0.00","152","0","0.00","0","0.00"
"10706  :  โรงพยาบาลหนองคาย","2,459","7","0.28","6","0.24","1,336","267","19.99","265","19.84"
"11042  :  โรงพยาบาลโพนพิสัย","707","47","6.65","0","0.00","459","160","34.86","162","35.29"
"11044  :  โรงพยาบาลศรีเชียงใหม่","1,100","30","2.73","5","0.45","810","282","34.81","33","4.07"
"11045  :  โรงพยาบาลสังคม","544","30","5.51","1","0.18","491","11","2.24","14","2.85"
"11448  :  โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ","1,668","12","0.72","14","0.84","1,467","260","17.72","482","32.86"
"14558  :  โรงพยาบาลพิสัยเวช","1,495","308","20.60","5","0.33","1,291","324","25.10","102","7.90"
"21356  :  โรงพยาบาลสระใคร","165","7","4.24","0","0.00","167","2","1.20","2","1.20"
"28778  :  โรงพยาบาลโพธิ์ตาก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28811  :  โรงพยาบาลเฝ้าไร่","402","3","0.75","0","0.00","249","24","9.64","3","1.20"
"28815  :  โรงพยาบาลรัตนวาปี","31","1","3.23","0","0.00","32","10","31.25","10","31.25"
"10707  :  โรงพยาบาลมหาสารคาม","130","1","0.77","0","0.00","7","0","0.00","0","0.00"
"11051  :  โรงพยาบาลแกดำ","338","7","2.07","0","0.00","286","182","63.64","180","62.94"
"11052  :  โรงพยาบาลโกสุมพิสัย","2,900","1,696","58.48","1","0.03","2,151","1,414","65.74","1,291","60.02"
"11053  :  โรงพยาบาลกันทรวิชัย","1,108","440","39.71","5","0.45","1,005","524","52.14","521","51.84"
"11054  :  โรงพยาบาลเชียงยืน","1,676","299","17.84","5","0.30","1,386","232","16.74","188","13.56"
"11055  :  โรงพยาบาลบรบือ","1,911","124","6.49","4","0.21","1,844","796","43.17","798","43.28"
"11056  :  โรงพยาบาลนาเชือก","1,361","290","21.31","3","0.22","389","191","49.10","163","41.90"
"11057  :  โรงพยาบาลพยัคฆภูมิพิสัย","2,875","796","27.69","38","1.32","1,320","985","74.62","995","75.38"
"11058  :  โรงพยาบาลวาปีปทุม","2,742","253","9.23","7","0.26","2,698","1,357","50.30","1,429","52.97"
"11059  :  โรงพยาบาลนาดูน","515","140","27.18","0","0.00","507","339","66.86","233","45.96"
"11060  :  โรงพยาบาลยางสีสุราช","508","111","21.85","0","0.00","378","47","12.43","5","1.32"
"22953  :  โรงพยาบาลสุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม","2,149","48","2.23","1","0.05","93","11","11.83","9","9.68"
"24704  :  โรงพยาบาลกุดรัง","197","136","69.04","1","0.51","195","163","83.59","153","78.46"
"28843  :  โรงพยาบาลชื่นชม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10708  :  โรงพยาบาลร้อยเอ็ด","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11061  :  โรงพยาบาลเกษตรวิสัย","1,821","0","0.00","0","0.00","1,537","0","0.00","0","0.00"
"11062  :  โรงพยาบาลปทุมรัตต์","1,555","0","0.00","0","0.00","970","0","0.00","0","0.00"
"11063  :  โรงพยาบาลจตุรพักตรพิมาน","1,240","0","0.00","0","0.00","1,030","0","0.00","0","0.00"
"11064  :  โรงพยาบาลธวัชบุรี","380","0","0.00","0","0.00","270","0","0.00","0","0.00"
"11065  :  โรงพยาบาลพนมไพร","1,685","0","0.00","0","0.00","1,203","0","0.00","0","0.00"
"11066  :  โรงพยาบาลโพนทอง","2,906","0","0.00","0","0.00","1,474","0","0.00","0","0.00"
"11067  :  โรงพยาบาลโพธิ์ชัย","713","0","0.00","0","0.00","497","0","0.00","0","0.00"
"11068  :  โรงพยาบาลหนองพอก","2,119","0","0.00","0","0.00","1,360","0","0.00","0","0.00"
"11069  :  โรงพยาบาลเสลภูมิ","3,398","0","0.00","0","0.00","1,671","0","0.00","0","0.00"
"11070  :  โรงพยาบาลสุวรรณภูมิ","2,755","0","0.00","0","0.00","2,300","0","0.00","0","0.00"
"11071  :  โรงพยาบาลเมืองสรวง","701","0","0.00","0","0.00","287","0","0.00","0","0.00"
"11072  :  โรงพยาบาลโพนทราย","503","0","0.00","0","0.00","503","0","0.00","0","0.00"
"11073  :  โรงพยาบาลอาจสามารถ","1,418","0","0.00","0","0.00","1,233","0","0.00","0","0.00"
"11074  :  โรงพยาบาลเมยวดี","588","0","0.00","0","0.00","476","0","0.00","0","0.00"
"11075  :  โรงพยาบาลศรีสมเด็จ","782","0","0.00","0","0.00","364","0","0.00","0","0.00"
"11076  :  โรงพยาบาลจังหาร","261","0","0.00","0","0.00","182","0","0.00","0","0.00"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","119","0","0.00","0","0.00","12","0","0.00","0","0.00"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","47","0","0.00","0","0.00","52","0","0.00","0","0.00"
"27989  :  โรงพยาบาลเชียงขวัญ","134","0","0.00","0","0.00","81","0","0.00","0","0.00"
"27990  :  โรงพยาบาลหนองฮี","158","0","0.00","0","0.00","159","0","0.00","0","0.00"
"10709  :  โรงพยาบาลกาฬสินธุ์","2,536","0","0.00","0","0.00","1,918","0","0.00","0","0.00"
"11077  :  โรงพยาบาลนามน","995","0","0.00","0","0.00","719","0","0.00","0","0.00"
"11078  :  โรงพยาบาลกมลาไสย","1,411","0","0.00","0","0.00","805","0","0.00","0","0.00"
"11079  :  โรงพยาบาลร่องคำ","271","0","0.00","0","0.00","131","0","0.00","0","0.00"
"11080  :  โรงพยาบาลเขาวง","1,053","0","0.00","0","0.00","696","0","0.00","0","0.00"
"11081  :  โรงพยาบาลยางตลาด","1,534","0","0.00","0","0.00","1,310","0","0.00","0","0.00"
"11082  :  โรงพยาบาลห้วยเม็ก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11083  :  โรงพยาบาลสหัสขันธ์","307","0","0.00","0","0.00","299","0","0.00","0","0.00"
"11084  :  โรงพยาบาลคำม่วง","1,381","0","0.00","0","0.00","816","0","0.00","0","0.00"
"11085  :  โรงพยาบาลท่าคันโท","865","0","0.00","0","0.00","483","0","0.00","0","0.00"
"11086  :  โรงพยาบาลหนองกุงศรี","1,404","0","0.00","0","0.00","526","0","0.00","0","0.00"
"11087  :  โรงพยาบาลสมเด็จ","3,143","0","0.00","0","0.00","2,022","0","0.00","0","0.00"
"11088  :  โรงพยาบาลห้วยผึ้ง","1,342","0","0.00","0","0.00","697","0","0.00","0","0.00"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","2,517","0","0.00","0","0.00","2,078","0","0.00","0","0.00"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28017  :  โรงพยาบาลนาคู","310","0","0.00","0","0.00","273","0","0.00","0","0.00"
"28789  :  โรงพยาบาลฆ้องชัย","229","0","0.00","0","0.00","231","0","0.00","0","0.00"
"28790  :  โรงพยาบาลดอนจาน","318","0","0.00","0","0.00","317","0","0.00","0","0.00"
"28791  :  โรงพยาบาลสามชัย","410","0","0.00","0","0.00","410","0","0.00","0","0.00"
"10710  :  โรงพยาบาลสกลนคร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11089  :  โรงพยาบาลกุสุมาลย์","1,144","0","0.00","0","0.00","1,134","0","0.00","0","0.00"
"11090  :  โรงพยาบาลกุดบาก","525","0","0.00","0","0.00","528","0","0.00","0","0.00"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","1,018","0","0.00","0","0.00","1,023","0","0.00","0","0.00"
"11092  :  โรงพยาบาลพังโคน","1,070","0","0.00","0","0.00","1,068","0","0.00","0","0.00"
"11093  :  โรงพยาบาลวาริชภูมิ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11094  :  โรงพยาบาลนิคมน้ำอูน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11095  :  โรงพยาบาลวานรนิวาส","2,294","0","0.00","0","0.00","2,066","0","0.00","0","0.00"
"11096  :  โรงพยาบาลคำตากล้า","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11097  :  โรงพยาบาลบ้านม่วง","1,424","0","0.00","0","0.00","1,170","0","0.00","0","0.00"
"11098  :  โรงพยาบาลอากาศอำนวย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11099  :  โรงพยาบาลส่องดาว","1,038","0","0.00","0","0.00","657","0","0.00","0","0.00"
"11100  :  โรงพยาบาลเต่างอย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","996","0","0.00","0","0.00","879","0","0.00","0","0.00"
"11102  :  โรงพยาบาลเจริญศิลป์","1,043","0","0.00","0","0.00","956","0","0.00","0","0.00"
"11103  :  โรงพยาบาลโพนนาแก้ว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","4,866","0","0.00","0","0.00","2,782","0","0.00","0","0.00"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","1,244","0","0.00","0","0.00","86","0","0.00","0","0.00"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","326","0","0.00","0","0.00","326","0","0.00","0","0.00"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10711  :  โรงพยาบาลนครพนม","802","0","0.00","0","0.00","82","0","0.00","0","0.00"
"11104  :  โรงพยาบาลปลาปาก","1,153","0","0.00","0","0.00","1,023","0","0.00","0","0.00"
"11105  :  โรงพยาบาลท่าอุเทน","495","0","0.00","0","0.00","502","0","0.00","0","0.00"
"11106  :  โรงพยาบาลบ้านแพง","1,331","0","0.00","0","0.00","1,151","0","0.00","0","0.00"
"11107  :  โรงพยาบาลนาทม","170","0","0.00","0","0.00","171","0","0.00","0","0.00"
"11108  :  โรงพยาบาลเรณูนคร","1,233","0","0.00","0","0.00","1,241","0","0.00","0","0.00"
"11109  :  โรงพยาบาลนาแก","2,496","0","0.00","0","0.00","1,552","0","0.00","0","0.00"
"11110  :  โรงพยาบาลศรีสงคราม","2,047","0","0.00","0","0.00","1,492","0","0.00","0","0.00"
"11111  :  โรงพยาบาลนาหว้า","1,278","0","0.00","0","0.00","1,272","0","0.00","0","0.00"
"11112  :  โรงพยาบาลโพนสวรรค์","741","0","0.00","0","0.00","743","0","0.00","0","0.00"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","74","0","0.00","0","0.00","74","0","0.00","0","0.00"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"40840  :  โรงพยาบาลวังยาง","276","0","0.00","0","0.00","277","0","0.00","0","0.00"
"10712  :  โรงพยาบาลมุกดาหาร","4,403","106","2.41","4","0.09","2,456","54","2.20","72","2.93"
"11113  :  โรงพยาบาลนิคมคำสร้อย","666","77","11.56","9","1.35","462","53","11.47","26","5.63"
"11114  :  โรงพยาบาลดอนตาล","761","142","18.66","11","1.45","592","156","26.35","157","26.52"
"11115  :  โรงพยาบาลดงหลวง","895","9","1.01","0","0.00","716","482","67.32","486","67.88"
"11116  :  โรงพยาบาลคำชะอี","1,194","378","31.66","22","1.84","736","342","46.47","340","46.20"
"11117  :  โรงพยาบาลหว้านใหญ่","212","79","37.26","5","2.36","210","156","74.29","157","74.76"
"11118  :  โรงพยาบาลหนองสูง","210","55","26.19","2","0.95","206","36","17.48","17","8.25"
"06009  :  โรงพยาบาลแม่ตื่น","522","135","25.86","1","0.19","520","83","15.96","11","2.12"
"10713  :  โรงพยาบาลนครพิงค์","18,268","58","0.32","15","0.08","4,889","82","1.68","101","2.07"
"11119  :  โรงพยาบาลจอมทอง","1,898","219","11.54","6","0.32","1,591","62","3.90","64","4.02"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","1,184","139","11.74","0","0.00","989","17","1.72","1","0.10"
"11121  :  โรงพยาบาลเชียงดาว","1,705","114","6.69","0","0.00","1,337","17","1.27","2","0.15"
"11122  :  โรงพยาบาลดอยสะเก็ด","776","84","10.82","4","0.52","794","25","3.15","7","0.88"
"11123  :  โรงพยาบาลแม่แตง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11124  :  โรงพยาบาลสะเมิง","338","62","18.34","2","0.59","403","74","18.36","70","17.37"
"11125  :  โรงพยาบาลฝาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11126  :  โรงพยาบาลแม่อาย","842","174","20.67","0","0.00","1,156","151","13.06","212","18.34"
"11127  :  โรงพยาบาลพร้าว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11128  :  โรงพยาบาลสันป่าตอง","1,152","162","14.06","2","0.17","1,149","85","7.40","25","2.18"
"11129  :  โรงพยาบาลสันกำแพง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11130  :  โรงพยาบาลสันทราย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11131  :  โรงพยาบาลหางดง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11132  :  โรงพยาบาลฮอด","1,099","103","9.37","2","0.18","1,067","204","19.12","135","12.65"
"11133  :  โรงพยาบาลดอยเต่า","245","54","22.04","0","0.00","247","53","21.46","52","21.05"
"11134  :  โรงพยาบาลอมก๋อย","896","113","12.61","11","1.23","1,167","148","12.68","123","10.54"
"11135  :  โรงพยาบาลสารภี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11136  :  โรงพยาบาลเวียงแหง","1,030","89","8.64","1","0.10","1,489","0","0.00","0","0.00"
"11137  :  โรงพยาบาลไชยปราการ","431","63","14.62","1","0.23","457","19","4.16","6","1.31"
"11138  :  โรงพยาบาลแม่วาง","339","45","13.27","0","0.00","343","48","13.99","47","13.70"
"11139  :  โรงพยาบาลแม่ออน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11507  :  โรงพยาบาลกองบิน 41","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11643  :  โรงพยาบาลดอยหล่อ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11978  :  โรงพยาบาลดารารัศมี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","788","13","1.65","0","0.00","57","1","1.75","0","0.00"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12280  :  โรงพยาบาลสวนปรุง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","71","0","0.00","0","0.00","92","0","0.00","0","0.00"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","356","1","0.28","0","0.00","8","0","0.00","0","0.00"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","1,160","4","0.34","1","0.09","557","1","0.18","1","0.18"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","415","5","1.20","0","0.00","546","0","0.00","0","0.00"
"10714  :  โรงพยาบาลลำพูน","153","11","7.19","0","0.00","251","1","0.40","1","0.40"
"11140  :  โรงพยาบาลแม่ทา","458","36","7.86","6","1.31","463","46","9.94","16","3.46"
"11141  :  โรงพยาบาลบ้านโฮ่ง","312","12","3.85","1","0.32","72","15","20.83","3","4.17"
"11142  :  โรงพยาบาลลี้","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11144  :  โรงพยาบาลป่าซาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11145  :  โรงพยาบาลบ้านธิ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24956  :  โรงพยาบาลเวียงหนองล่อง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10672  :  โรงพยาบาลลำปาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11146  :  โรงพยาบาลแม่เมาะ","1,192","0","0.00","0","0.00","1,197","0","0.00","0","0.00"
"11147  :  โรงพยาบาลเกาะคา","828","0","0.00","0","0.00","481","0","0.00","0","0.00"
"11148  :  โรงพยาบาลเสริมงาม","668","0","0.00","0","0.00","675","0","0.00","0","0.00"
"11149  :  โรงพยาบาลงาว","1,617","0","0.00","0","0.00","749","0","0.00","0","0.00"
"11150  :  โรงพยาบาลแจ้ห่ม","199","0","0.00","0","0.00","199","0","0.00","0","0.00"
"11151  :  โรงพยาบาลวังเหนือ","516","0","0.00","0","0.00","514","0","0.00","0","0.00"
"11152  :  โรงพยาบาลเถิน","229","0","0.00","0","0.00","237","0","0.00","0","0.00"
"11153  :  โรงพยาบาลแม่พริก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11154  :  โรงพยาบาลแม่ทะ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11155  :  โรงพยาบาลสบปราบ","363","0","0.00","0","0.00","362","0","0.00","0","0.00"
"11156  :  โรงพยาบาลห้างฉัตร","792","0","0.00","0","0.00","804","0","0.00","0","0.00"
"11157  :  โรงพยาบาลเมืองปาน","108","0","0.00","0","0.00","110","0","0.00","0","0.00"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12283  :  โรงพยาบาลมะเร็งลำปาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10673  :  โรงพยาบาลอุตรดิตถ์","3,596","177","4.92","34","0.95","2,720","286","10.51","264","9.71"
"11158  :  โรงพยาบาลตรอน","433","219","50.58","1","0.23","437","295","67.51","300","68.65"
"11159  :  โรงพยาบาลท่าปลา","780","89","11.41","3","0.38","776","562","72.42","608","78.35"
"11160  :  โรงพยาบาลน้ำปาด","1,513","69","4.56","2","0.13","607","328","54.04","318","52.39"
"11161  :  โรงพยาบาลฟากท่า","345","0","0.00","0","0.00","348","167","47.99","181","52.01"
"11162  :  โรงพยาบาลบ้านโคก","245","1","0.41","0","0.00","246","100","40.65","88","35.77"
"11163  :  โรงพยาบาลพิชัย","1,799","784","43.58","2","0.11","1,245","273","21.93","76","6.10"
"11164  :  โรงพยาบาลลับแล","127","8","6.30","4","3.15","130","84","64.62","84","64.62"
"11165  :  โรงพยาบาลทองแสนขัน","314","209","66.56","1","0.32","316","211","66.77","222","70.25"
"11509  :  โรงพยาบาลค่ายพิชัยดาบหัก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10715  :  โรงพยาบาลแพร่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11166  :  โรงพยาบาลร้องกวาง","1,016","84","8.27","1","0.10","607","58","9.56","58","9.56"
"11167  :  โรงพยาบาลลอง","1,382","78","5.64","0","0.00","825","38","4.61","27","3.27"
"11169  :  โรงพยาบาลสูงเม่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11170  :  โรงพยาบาลสอง","1,294","151","11.67","0","0.00","1,258","136","10.81","20","1.59"
"11171  :  โรงพยาบาลวังชิ้น","631","2","0.32","0","0.00","477","20","4.19","18","3.77"
"11172  :  โรงพยาบาลหนองม่วงไข่","35","1","2.86","0","0.00","34","25","73.53","26","76.47"
"11452  :  โรงพยาบาลสมเด็จพระยุพราชเด่นชัย","737","45","6.11","1","0.14","623","67","10.75","41","6.58"
"10716  :  โรงพยาบาลน่าน","5,617","1,230","21.90","38","0.68","3,391","368","10.85","89","2.62"
"11173  :  โรงพยาบาลแม่จริม","285","65","22.81","0","0.00","282","65","23.05","61","21.63"
"11174  :  โรงพยาบาลบ้านหลวง","203","23","11.33","1","0.49","204","26","12.75","28","13.73"
"11175  :  โรงพยาบาลนาน้อย","699","80","11.44","0","0.00","696","97","13.94","83","11.93"
"11176  :  โรงพยาบาลท่าวังผา","905","41","4.53","0","0.00","888","121","13.63","6","0.68"
"11177  :  โรงพยาบาลเวียงสา","1,236","59","4.77","4","0.32","884","152","17.19","172","19.46"
"11178  :  โรงพยาบาลทุ่งช้าง","247","52","21.05","3","1.21","248","1","0.40","1","0.40"
"11179  :  โรงพยาบาลเชียงกลาง","582","2","0.34","0","0.00","546","8","1.47","2","0.37"
"11180  :  โรงพยาบาลนาหมื่น","279","61","21.86","0","0.00","278","25","8.99","0","0.00"
"11181  :  โรงพยาบาลสันติสุข","320","38","11.88","1","0.31","268","35","13.06","0","0.00"
"11182  :  โรงพยาบาลบ่อเกลือ","228","41","17.98","0","0.00","216","59","27.31","46","21.30"
"11183  :  โรงพยาบาลสองแคว","254","2","0.79","0","0.00","258","44","17.05","40","15.50"
"11453  :  โรงพยาบาลสมเด็จพระยุพราชปัว","681","92","13.51","0","0.00","590","77","13.05","4","0.68"
