"โรงพยาบาล","ปีการศึกษา 2562 เทอม1","ปีการศึกษา 2562 เทอม2"
"เด็กนักเรียน ป.1-6 ทั้งหมด(C)","ตรวจฟัน(B)","%","เคลือบหลุมร่องฟันแท้(A)","%","เด็กนักเรียน ป.1-6 ทั้งหมด (C)","ตรวจฟัน(B)","%","เคลือบหลุมร่องฟันแท้(A)","%"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77649  :  โรงพยาบาลหนองนาคำ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77650  :  โรงพยาบาลเวียงเก่า","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","591","0","0.00","0","0.00","459","0","0.00","0","0.00"
"77652  :  โรงพยาบาลโนนศิลา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10671  :  โรงพยาบาลอุดรธานี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11013  :  โรงพยาบาลกุดจับ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11014  :  โรงพยาบาลหนองวัวซอ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11015  :  โรงพยาบาลกุมภวาปี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11016  :  โรงพยาบาลห้วยเกิ้ง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11017  :  โรงพยาบาลโนนสะอาด","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11018  :  โรงพยาบาลหนองหาน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11019  :  โรงพยาบาลทุ่งฝน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11020  :  โรงพยาบาลไชยวาน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11021  :  โรงพยาบาลศรีธาตุ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11022  :  โรงพยาบาลวังสามหมอ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11023  :  โรงพยาบาลบ้านผือ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11024  :  โรงพยาบาลน้ำโสม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11025  :  โรงพยาบาลเพ็ญ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11026  :  โรงพยาบาลสร้างคอม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11027  :  โรงพยาบาลหนองแสง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11028  :  โรงพยาบาลนายูง","315","0","0.00","0","0.00","319","0","0.00","0","0.00"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","2,603","0","0.00","0","0.00","2,040","0","0.00","0","0.00"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"25058  :  โรงพยาบาลกู่แก้ว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10705  :  โรงพยาบาลเลย","4,097","0","0.00","0","0.00","3,223","0","0.00","0","0.00"
"11030  :  โรงพยาบาลนาด้วง","232","0","0.00","0","0.00","233","0","0.00","0","0.00"
"11031  :  โรงพยาบาลเชียงคาน","1,012","0","0.00","0","0.00","985","0","0.00","0","0.00"
"11032  :  โรงพยาบาลปากชม","451","0","0.00","0","0.00","458","0","0.00","0","0.00"
"11033  :  โรงพยาบาลนาแห้ว","171","0","0.00","0","0.00","171","0","0.00","0","0.00"
"11034  :  โรงพยาบาลภูเรือ","447","0","0.00","0","0.00","318","0","0.00","0","0.00"
"11035  :  โรงพยาบาลท่าลี่","563","0","0.00","0","0.00","574","0","0.00","0","0.00"
"11036  :  โรงพยาบาลวังสะพุง","1,521","0","0.00","0","0.00","934","0","0.00","0","0.00"
"11037  :  โรงพยาบาลภูกระดึง","810","0","0.00","0","0.00","683","0","0.00","0","0.00"
"11038  :  โรงพยาบาลภูหลวง","498","0","0.00","0","0.00","489","0","0.00","0","0.00"
"11039  :  โรงพยาบาลผาขาว","714","0","0.00","0","0.00","712","0","0.00","0","0.00"
"11447  :  โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","899","0","0.00","0","0.00","896","0","0.00","0","0.00"
"14133  :  โรงพยาบาลเอราวัณ","1,001","0","0.00","0","0.00","999","0","0.00","0","0.00"
"14644  :  โรงพยาบาลจิตเวชเลยราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28861  :  โรงพยาบาลหนองหิน","1,281","0","0.00","0","0.00","117","0","0.00","0","0.00"
"10706  :  โรงพยาบาลหนองคาย","1,829","6","0.33","5","0.27","1,225","267","21.80","281","22.94"
"11042  :  โรงพยาบาลโพนพิสัย","550","45","8.18","3","0.55","366","153","41.80","153","41.80"
"11044  :  โรงพยาบาลศรีเชียงใหม่","809","30","3.71","1","0.12","653","274","41.96","329","50.38"
"11045  :  โรงพยาบาลสังคม","398","30","7.54","31","7.79","370","10","2.70","28","7.57"
"11448  :  โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ","1,287","12","0.93","129","10.02","1,194","259","21.69","640","53.60"
"14558  :  โรงพยาบาลพิสัยเวช","1,279","308","24.08","122","9.54","1,163","322","27.69","311","26.74"
"21356  :  โรงพยาบาลสระใคร","115","7","6.09","0","0.00","116","2","1.72","8","6.90"
"28778  :  โรงพยาบาลโพธิ์ตาก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28811  :  โรงพยาบาลเฝ้าไร่","290","2","0.69","1","0.34","183","22","12.02","23","12.57"
"28815  :  โรงพยาบาลรัตนวาปี","21","1","4.76","0","0.00","22","10","45.45","10","45.45"
"10707  :  โรงพยาบาลมหาสารคาม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11051  :  โรงพยาบาลแกดำ","199","7","3.52","0","0.00","200","180","90.00","183","91.50"
"11052  :  โรงพยาบาลโกสุมพิสัย","2,186","1,694","77.49","188","8.60","1,743","1,414","81.12","1,418","81.35"
"11053  :  โรงพยาบาลกันทรวิชัย","833","436","52.34","101","12.12","776","515","66.37","518","66.75"
"11054  :  โรงพยาบาลเชียงยืน","1,383","297","21.48","84","6.07","1,140","227","19.91","227","19.91"
"11055  :  โรงพยาบาลบรบือ","1,593","122","7.66","2","0.13","1,560","731","46.86","740","47.44"
"11056  :  โรงพยาบาลนาเชือก","984","287","29.17","35","3.56","299","187","62.54","185","61.87"
"11057  :  โรงพยาบาลพยัคฆภูมิพิสัย","2,199","768","34.92","178","8.09","1,076","972","90.33","987","91.73"
"11058  :  โรงพยาบาลวาปีปทุม","2,187","220","10.06","68","3.11","2,162","1,212","56.06","1,269","58.70"
"11059  :  โรงพยาบาลนาดูน","407","139","34.15","0","0.00","401","337","84.04","339","84.54"
"11060  :  โรงพยาบาลยางสีสุราช","371","110","29.65","84","22.64","283","46","16.25","75","26.50"
"22953  :  โรงพยาบาลสุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม","1,420","46","3.24","36","2.54","65","10","15.38","10","15.38"
"24704  :  โรงพยาบาลกุดรัง","151","136","90.07","19","12.58","151","137","90.73","137","90.73"
"28843  :  โรงพยาบาลชื่นชม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10708  :  โรงพยาบาลร้อยเอ็ด","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11061  :  โรงพยาบาลเกษตรวิสัย","1,418","0","0.00","0","0.00","1,252","0","0.00","0","0.00"
"11062  :  โรงพยาบาลปทุมรัตต์","1,189","0","0.00","0","0.00","753","0","0.00","0","0.00"
"11063  :  โรงพยาบาลจตุรพักตรพิมาน","917","0","0.00","0","0.00","785","0","0.00","0","0.00"
"11064  :  โรงพยาบาลธวัชบุรี","269","0","0.00","0","0.00","206","0","0.00","0","0.00"
"11065  :  โรงพยาบาลพนมไพร","1,188","0","0.00","0","0.00","918","0","0.00","0","0.00"
"11066  :  โรงพยาบาลโพนทอง","2,165","0","0.00","0","0.00","1,285","0","0.00","0","0.00"
"11067  :  โรงพยาบาลโพธิ์ชัย","551","0","0.00","0","0.00","398","0","0.00","0","0.00"
"11068  :  โรงพยาบาลหนองพอก","1,650","0","0.00","0","0.00","1,088","0","0.00","0","0.00"
"11069  :  โรงพยาบาลเสลภูมิ","2,540","0","0.00","0","0.00","1,423","0","0.00","0","0.00"
"11070  :  โรงพยาบาลสุวรรณภูมิ","2,182","0","0.00","0","0.00","1,857","0","0.00","0","0.00"
"11071  :  โรงพยาบาลเมืองสรวง","485","0","0.00","0","0.00","209","0","0.00","0","0.00"
"11072  :  โรงพยาบาลโพนทราย","377","0","0.00","0","0.00","377","0","0.00","0","0.00"
"11073  :  โรงพยาบาลอาจสามารถ","1,090","0","0.00","0","0.00","975","0","0.00","0","0.00"
"11074  :  โรงพยาบาลเมยวดี","425","0","0.00","0","0.00","355","0","0.00","0","0.00"
"11075  :  โรงพยาบาลศรีสมเด็จ","596","0","0.00","0","0.00","274","0","0.00","0","0.00"
"11076  :  โรงพยาบาลจังหาร","120","0","0.00","0","0.00","119","0","0.00","0","0.00"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","24","0","0.00","0","0.00","27","0","0.00","0","0.00"
"27989  :  โรงพยาบาลเชียงขวัญ","56","0","0.00","0","0.00","58","0","0.00","0","0.00"
"27990  :  โรงพยาบาลหนองฮี","118","0","0.00","0","0.00","118","0","0.00","0","0.00"
"10709  :  โรงพยาบาลกาฬสินธุ์","2,268","0","0.00","0","0.00","1,901","0","0.00","0","0.00"
"11077  :  โรงพยาบาลนามน","747","0","0.00","0","0.00","563","0","0.00","0","0.00"
"11078  :  โรงพยาบาลกมลาไสย","1,097","0","0.00","0","0.00","685","0","0.00","0","0.00"
"11079  :  โรงพยาบาลร่องคำ","200","0","0.00","0","0.00","103","0","0.00","0","0.00"
"11080  :  โรงพยาบาลเขาวง","850","0","0.00","0","0.00","616","0","0.00","0","0.00"
"11081  :  โรงพยาบาลยางตลาด","1,193","0","0.00","0","0.00","1,021","0","0.00","0","0.00"
"11082  :  โรงพยาบาลห้วยเม็ก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11083  :  โรงพยาบาลสหัสขันธ์","233","0","0.00","0","0.00","228","0","0.00","0","0.00"
"11084  :  โรงพยาบาลคำม่วง","1,004","0","0.00","0","0.00","663","0","0.00","0","0.00"
"11085  :  โรงพยาบาลท่าคันโท","699","0","0.00","0","0.00","416","0","0.00","0","0.00"
"11086  :  โรงพยาบาลหนองกุงศรี","1,011","0","0.00","0","0.00","411","0","0.00","0","0.00"
"11087  :  โรงพยาบาลสมเด็จ","2,429","0","0.00","0","0.00","1,677","0","0.00","0","0.00"
"11088  :  โรงพยาบาลห้วยผึ้ง","1,014","0","0.00","0","0.00","626","0","0.00","0","0.00"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","2,026","0","0.00","0","0.00","1,756","0","0.00","0","0.00"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28017  :  โรงพยาบาลนาคู","232","0","0.00","0","0.00","216","0","0.00","0","0.00"
"28789  :  โรงพยาบาลฆ้องชัย","185","0","0.00","0","0.00","187","0","0.00","0","0.00"
"28790  :  โรงพยาบาลดอนจาน","228","0","0.00","0","0.00","227","0","0.00","0","0.00"
"28791  :  โรงพยาบาลสามชัย","332","0","0.00","0","0.00","331","0","0.00","0","0.00"
"10710  :  โรงพยาบาลสกลนคร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11089  :  โรงพยาบาลกุสุมาลย์","903","0","0.00","0","0.00","897","0","0.00","0","0.00"
"11090  :  โรงพยาบาลกุดบาก","411","0","0.00","0","0.00","411","0","0.00","0","0.00"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","846","0","0.00","0","0.00","848","0","0.00","0","0.00"
"11092  :  โรงพยาบาลพังโคน","870","0","0.00","0","0.00","869","0","0.00","0","0.00"
"11093  :  โรงพยาบาลวาริชภูมิ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11094  :  โรงพยาบาลนิคมน้ำอูน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11095  :  โรงพยาบาลวานรนิวาส","1,829","0","0.00","0","0.00","1,689","0","0.00","0","0.00"
"11096  :  โรงพยาบาลคำตากล้า","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11097  :  โรงพยาบาลบ้านม่วง","1,088","0","0.00","0","0.00","933","0","0.00","0","0.00"
"11098  :  โรงพยาบาลอากาศอำนวย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11099  :  โรงพยาบาลส่องดาว","797","0","0.00","0","0.00","552","0","0.00","0","0.00"
"11100  :  โรงพยาบาลเต่างอย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","689","0","0.00","0","0.00","700","0","0.00","0","0.00"
"11102  :  โรงพยาบาลเจริญศิลป์","743","0","0.00","0","0.00","748","0","0.00","0","0.00"
"11103  :  โรงพยาบาลโพนนาแก้ว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","3,809","0","0.00","0","0.00","2,170","0","0.00","0","0.00"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","818","0","0.00","0","0.00","59","0","0.00","0","0.00"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","258","0","0.00","0","0.00","257","0","0.00","0","0.00"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10711  :  โรงพยาบาลนครพนม","554","0","0.00","0","0.00","59","0","0.00","0","0.00"
"11104  :  โรงพยาบาลปลาปาก","887","0","0.00","0","0.00","893","0","0.00","0","0.00"
"11105  :  โรงพยาบาลท่าอุเทน","383","0","0.00","0","0.00","388","0","0.00","0","0.00"
"11106  :  โรงพยาบาลบ้านแพง","946","0","0.00","0","0.00","945","0","0.00","0","0.00"
"11107  :  โรงพยาบาลนาทม","121","0","0.00","0","0.00","121","0","0.00","0","0.00"
"11108  :  โรงพยาบาลเรณูนคร","1,023","0","0.00","0","0.00","1,029","0","0.00","0","0.00"
"11109  :  โรงพยาบาลนาแก","1,896","0","0.00","0","0.00","1,215","0","0.00","0","0.00"
"11110  :  โรงพยาบาลศรีสงคราม","1,565","0","0.00","0","0.00","1,202","0","0.00","0","0.00"
"11111  :  โรงพยาบาลนาหว้า","1,026","0","0.00","0","0.00","1,023","0","0.00","0","0.00"
"11112  :  โรงพยาบาลโพนสวรรค์","569","0","0.00","0","0.00","572","0","0.00","0","0.00"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","59","0","0.00","0","0.00","61","0","0.00","0","0.00"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"40840  :  โรงพยาบาลวังยาง","200","0","0.00","0","0.00","203","0","0.00","0","0.00"
"10712  :  โรงพยาบาลมุกดาหาร","3,253","105","3.23","18","0.55","1,960","52","2.65","129","6.58"
"11113  :  โรงพยาบาลนิคมคำสร้อย","501","76","15.17","8","1.60","375","48","12.80","102","27.20"
"11114  :  โรงพยาบาลดอนตาล","566","142","25.09","90","15.90","455","156","34.29","157","34.51"
"11115  :  โรงพยาบาลดงหลวง","662","9","1.36","9","1.36","571","479","83.89","480","84.06"
"11116  :  โรงพยาบาลคำชะอี","889","377","42.41","179","20.13","586","339","57.85","339","57.85"
"11117  :  โรงพยาบาลหว้านใหญ่","156","76","48.72","16","10.26","154","146","94.81","146","94.81"
"11118  :  โรงพยาบาลหนองสูง","162","54","33.33","32","19.75","159","35","22.01","34","21.38"
"06009  :  โรงพยาบาลแม่ตื่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10713  :  โรงพยาบาลนครพิงค์","15,397","50","0.32","63","0.41","3,846","12","0.31","44","1.14"
"11119  :  โรงพยาบาลจอมทอง","1,418","218","15.37","180","12.69","1,221","57","4.67","71","5.81"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11121  :  โรงพยาบาลเชียงดาว","70","12","17.14","12","17.14","98","1","1.02","0","0.00"
"11122  :  โรงพยาบาลดอยสะเก็ด","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11123  :  โรงพยาบาลแม่แตง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11124  :  โรงพยาบาลสะเมิง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11125  :  โรงพยาบาลฝาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11126  :  โรงพยาบาลแม่อาย","350","7","2.00","3","0.86","540","26","4.81","26","4.81"
"11127  :  โรงพยาบาลพร้าว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11128  :  โรงพยาบาลสันป่าตอง","1,010","162","16.04","113","11.19","1,006","84","8.35","82","8.15"
"11129  :  โรงพยาบาลสันกำแพง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11130  :  โรงพยาบาลสันทราย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11131  :  โรงพยาบาลหางดง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11132  :  โรงพยาบาลฮอด","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11133  :  โรงพยาบาลดอยเต่า","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11134  :  โรงพยาบาลอมก๋อย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11135  :  โรงพยาบาลสารภี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11136  :  โรงพยาบาลเวียงแหง","548","89","16.24","90","16.42","706","0","0.00","1","0.14"
"11137  :  โรงพยาบาลไชยปราการ","261","63","24.14","29","11.11","341","18","5.28","7","2.05"
"11138  :  โรงพยาบาลแม่วาง","25","8","32.00","0","0.00","56","8","14.29","8","14.29"
"11139  :  โรงพยาบาลแม่ออน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11507  :  โรงพยาบาลกองบิน 41","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11643  :  โรงพยาบาลดอยหล่อ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11978  :  โรงพยาบาลดารารัศมี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","324","12","3.70","1","0.31","35","1","2.86","1","2.86"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12280  :  โรงพยาบาลสวนปรุง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","939","4","0.43","5","0.53","393","1","0.25","2","0.51"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10714  :  โรงพยาบาลลำพูน","114","11","9.65","10","8.77","184","1","0.54","1","0.54"
"11140  :  โรงพยาบาลแม่ทา","366","34","9.29","16","4.37","368","40","10.87","28","7.61"
"11141  :  โรงพยาบาลบ้านโฮ่ง","213","11","5.16","14","6.57","58","15","25.86","18","31.03"
"11142  :  โรงพยาบาลลี้","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11144  :  โรงพยาบาลป่าซาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11145  :  โรงพยาบาลบ้านธิ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24956  :  โรงพยาบาลเวียงหนองล่อง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10672  :  โรงพยาบาลลำปาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11146  :  โรงพยาบาลแม่เมาะ","1,087","0","0.00","0","0.00","1,091","0","0.00","0","0.00"
"11147  :  โรงพยาบาลเกาะคา","586","0","0.00","0","0.00","367","0","0.00","0","0.00"
"11148  :  โรงพยาบาลเสริมงาม","500","0","0.00","0","0.00","504","0","0.00","0","0.00"
"11149  :  โรงพยาบาลงาว","1,202","0","0.00","0","0.00","555","0","0.00","0","0.00"
"11150  :  โรงพยาบาลแจ้ห่ม","159","0","0.00","0","0.00","159","0","0.00","0","0.00"
"11151  :  โรงพยาบาลวังเหนือ","403","0","0.00","0","0.00","402","0","0.00","0","0.00"
"11152  :  โรงพยาบาลเถิน","167","0","0.00","0","0.00","173","0","0.00","0","0.00"
"11153  :  โรงพยาบาลแม่พริก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11154  :  โรงพยาบาลแม่ทะ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11155  :  โรงพยาบาลสบปราบ","240","0","0.00","0","0.00","238","0","0.00","0","0.00"
"11156  :  โรงพยาบาลห้างฉัตร","668","0","0.00","0","0.00","674","0","0.00","0","0.00"
"11157  :  โรงพยาบาลเมืองปาน","88","0","0.00","0","0.00","88","0","0.00","0","0.00"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12283  :  โรงพยาบาลมะเร็งลำปาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10673  :  โรงพยาบาลอุตรดิตถ์","2,843","170","5.98","39","1.37","2,126","260","12.23","259","12.18"
"11158  :  โรงพยาบาลตรอน","336","219","65.18","98","29.17","338","285","84.32","289","85.50"
"11159  :  โรงพยาบาลท่าปลา","620","89","14.35","38","6.13","619","555","89.66","571","92.25"
"11160  :  โรงพยาบาลน้ำปาด","1,134","65","5.73","14","1.23","445","312","70.11","314","70.56"
"11161  :  โรงพยาบาลฟากท่า","242","0","0.00","113","46.69","243","166","68.31","174","71.60"
"11162  :  โรงพยาบาลบ้านโคก","192","1","0.52","0","0.00","192","100","52.08","102","53.13"
"11163  :  โรงพยาบาลพิชัย","1,361","775","56.94","765","56.21","959","262","27.32","106","11.05"
"11164  :  โรงพยาบาลลับแล","99","8","8.08","36","36.36","102","84","82.35","84","82.35"
"11165  :  โรงพยาบาลทองแสนขัน","244","207","84.84","77","31.56","245","208","84.90","214","87.35"
"11509  :  โรงพยาบาลค่ายพิชัยดาบหัก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10715  :  โรงพยาบาลแพร่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11166  :  โรงพยาบาลร้องกวาง","699","84","12.02","68","9.73","421","58","13.78","42","9.98"
"11167  :  โรงพยาบาลลอง","1,065","78","7.32","48","4.51","673","38","5.65","5","0.74"
"11169  :  โรงพยาบาลสูงเม่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11170  :  โรงพยาบาลสอง","963","151","15.68","59","6.13","971","136","14.01","138","14.21"
"11171  :  โรงพยาบาลวังชิ้น","434","1","0.23","14","3.23","406","19","4.68","14","3.45"
"11172  :  โรงพยาบาลหนองม่วงไข่","30","1","3.33","2","6.67","29","25","86.21","26","89.66"
"11452  :  โรงพยาบาลสมเด็จพระยุพราชเด่นชัย","584","45","7.71","23","3.94","581","67","11.53","46","7.92"
"10716  :  โรงพยาบาลน่าน","4,305","1,186","27.55","454","10.55","2,675","359","13.42","716","26.77"
"11173  :  โรงพยาบาลแม่จริม","277","65","23.47","1","0.36","274","65","23.72","64","23.36"
"11174  :  โรงพยาบาลบ้านหลวง","159","23","14.47","1","0.63","159","26","16.35","26","16.35"
"11175  :  โรงพยาบาลนาน้อย","536","80","14.93","59","11.01","535","77","14.39","83","15.51"
"11176  :  โรงพยาบาลท่าวังผา","733","38","5.18","36","4.91","733","118","16.10","110","15.01"
"11177  :  โรงพยาบาลเวียงสา","979","56","5.72","5","0.51","790","149","18.86","181","22.91"
"11178  :  โรงพยาบาลทุ่งช้าง","175","52","29.71","52","29.71","176","1","0.57","3","1.70"
"11179  :  โรงพยาบาลเชียงกลาง","414","2","0.48","3","0.72","418","7","1.67","7","1.67"
"11180  :  โรงพยาบาลนาหมื่น","203","60","29.56","30","14.78","203","21","10.34","33","16.26"
"11181  :  โรงพยาบาลสันติสุข","274","37","13.50","18","6.57","247","35","14.17","24","9.72"
"11182  :  โรงพยาบาลบ่อเกลือ","185","41","22.16","18","9.73","173","59","34.10","49","28.32"
"11183  :  โรงพยาบาลสองแคว","201","2","1.00","1","0.50","205","44","21.46","43","20.98"
"11453  :  โรงพยาบาลสมเด็จพระยุพราชปัว","436","72","16.51","72","16.51","437","75","17.16","7","1.60"
"11510  :  โรงพยาบาลค่ายสุริยพงษ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11625  :  โรงพยาบาลเฉลิมพระเกียรติ","76","9","11.84","9","11.84","76","0","0.00","0","0.00"
"25017  :  โรงพยาบาลภูเพียง","73","0","0.00","1","1.37","81","0","0.00","0","0.00"
"10717  :  โรงพยาบาลพะเยา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
