"โรงพยาบาล","ปีการศึกษา 2564 เทอม1","ปีการศึกษา 2564 เทอม2"
"เด็กนักเรียนอนุบาล -ป.6 ทั้งหมด(C)","ตรวจฟัน(B)","%","ทาฟลูออไรด์(A)","%","เด็กนักเรียนอนุบาล -ป.6 ทั้งหมด(C)","ตรวจฟัน(B)","%","ทาฟลูออไรด์(A)","%"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77649  :  โรงพยาบาลหนองนาคำ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77650  :  โรงพยาบาลเวียงเก่า","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","1,177","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77652  :  โรงพยาบาลโนนศิลา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10671  :  โรงพยาบาลอุดรธานี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11013  :  โรงพยาบาลกุดจับ","2,383","3","0.13","1","0.04","0","0","0.00","0","0.00"
"11014  :  โรงพยาบาลหนองวัวซอ","1,675","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11015  :  โรงพยาบาลกุมภวาปี","4,853","5","0.10","6","0.12","0","0","0.00","0","0.00"
"11016  :  โรงพยาบาลห้วยเกิ้ง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11017  :  โรงพยาบาลโนนสะอาด","2,127","16","0.75","13","0.61","0","0","0.00","0","0.00"
"11018  :  โรงพยาบาลหนองหาน","2,841","1","0.04","0","0.00","0","0","0.00","0","0.00"
"11019  :  โรงพยาบาลทุ่งฝน","810","0","0.00","1","0.12","0","0","0.00","0","0.00"
"11020  :  โรงพยาบาลไชยวาน","1,470","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11021  :  โรงพยาบาลศรีธาตุ","112","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11022  :  โรงพยาบาลวังสามหมอ","2,224","0","0.00","3","0.13","0","0","0.00","0","0.00"
"11023  :  โรงพยาบาลบ้านผือ","3,116","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11024  :  โรงพยาบาลน้ำโสม","2,346","1","0.04","0","0.00","0","0","0.00","0","0.00"
"11025  :  โรงพยาบาลเพ็ญ","3,086","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11026  :  โรงพยาบาลสร้างคอม","694","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11027  :  โรงพยาบาลหนองแสง","1,505","7","0.47","7","0.47","0","0","0.00","0","0.00"
"11028  :  โรงพยาบาลนายูง","434","1","0.23","0","0.00","0","0","0.00","0","0.00"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","251","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","4,108","2","0.05","2","0.05","0","0","0.00","0","0.00"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"25058  :  โรงพยาบาลกู่แก้ว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10705  :  โรงพยาบาลเลย","6,961","170","2.44","165","2.37","0","0","0.00","0","0.00"
"11030  :  โรงพยาบาลนาด้วง","1,046","1","0.10","0","0.00","0","0","0.00","0","0.00"
"11031  :  โรงพยาบาลเชียงคาน","1,938","5","0.26","2","0.10","0","0","0.00","0","0.00"
"11032  :  โรงพยาบาลปากชม","656","71","10.82","71","10.82","0","0","0.00","0","0.00"
"11033  :  โรงพยาบาลนาแห้ว","276","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11034  :  โรงพยาบาลภูเรือ","836","3","0.36","1","0.12","0","0","0.00","0","0.00"
"11035  :  โรงพยาบาลท่าลี่","940","23","2.45","4","0.43","0","0","0.00","0","0.00"
"11036  :  โรงพยาบาลวังสะพุง","2,046","1","0.05","0","0.00","0","0","0.00","0","0.00"
"11037  :  โรงพยาบาลภูกระดึง","1,588","1","0.06","0","0.00","0","0","0.00","0","0.00"
"11038  :  โรงพยาบาลภูหลวง","757","76","10.04","17","2.25","0","0","0.00","0","0.00"
"11039  :  โรงพยาบาลผาขาว","1,150","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11447  :  โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","1,428","16","1.12","0","0.00","0","0","0.00","0","0.00"
"14133  :  โรงพยาบาลเอราวัณ","1,662","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14644  :  โรงพยาบาลจิตเวชเลยราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28861  :  โรงพยาบาลหนองหิน","1,656","11","0.66","12","0.72","0","0","0.00","0","0.00"
"10706  :  โรงพยาบาลหนองคาย","3,697","62","1.68","40","1.08","0","0","0.00","0","0.00"
"11042  :  โรงพยาบาลโพนพิสัย","777","3","0.39","4","0.51","0","0","0.00","0","0.00"
"11044  :  โรงพยาบาลศรีเชียงใหม่","1,379","3","0.22","4","0.29","0","0","0.00","0","0.00"
"11045  :  โรงพยาบาลสังคม","744","5","0.67","1","0.13","0","0","0.00","0","0.00"
"11448  :  โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ","3,209","18","0.56","19","0.59","0","0","0.00","0","0.00"
"14558  :  โรงพยาบาลพิสัยเวช","1,569","304","19.38","165","10.52","0","0","0.00","0","0.00"
"21356  :  โรงพยาบาลสระใคร","157","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28778  :  โรงพยาบาลโพธิ์ตาก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28811  :  โรงพยาบาลเฝ้าไร่","447","2","0.45","0","0.00","0","0","0.00","0","0.00"
"28815  :  โรงพยาบาลรัตนวาปี","27","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10707  :  โรงพยาบาลมหาสารคาม","106","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11051  :  โรงพยาบาลแกดำ","389","0","0.00","1","0.26","0","0","0.00","0","0.00"
"11052  :  โรงพยาบาลโกสุมพิสัย","2,826","1","0.04","0","0.00","0","0","0.00","0","0.00"
"11053  :  โรงพยาบาลกันทรวิชัย","1,277","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11054  :  โรงพยาบาลเชียงยืน","1,880","3","0.16","3","0.16","0","0","0.00","0","0.00"
"11055  :  โรงพยาบาลบรบือ","2,379","2","0.08","2","0.08","0","0","0.00","0","0.00"
"11056  :  โรงพยาบาลนาเชือก","1,839","14","0.76","11","0.60","0","0","0.00","0","0.00"
"11057  :  โรงพยาบาลพยัคฆภูมิพิสัย","3,722","0","0.00","1","0.03","0","0","0.00","0","0.00"
"11058  :  โรงพยาบาลวาปีปทุม","3,457","1","0.03","0","0.00","0","0","0.00","0","0.00"
"11059  :  โรงพยาบาลนาดูน","608","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11060  :  โรงพยาบาลยางสีสุราช","597","4","0.67","0","0.00","0","0","0.00","0","0.00"
"22953  :  โรงพยาบาลสุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม","1,474","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24704  :  โรงพยาบาลกุดรัง","229","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28843  :  โรงพยาบาลชื่นชม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10708  :  โรงพยาบาลร้อยเอ็ด","125","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11061  :  โรงพยาบาลเกษตรวิสัย","2,115","3","0.14","4","0.19","0","0","0.00","0","0.00"
"11062  :  โรงพยาบาลปทุมรัตต์","1,667","5","0.30","1","0.06","0","0","0.00","0","0.00"
"11063  :  โรงพยาบาลจตุรพักตรพิมาน","1,472","3","0.20","1","0.07","0","0","0.00","0","0.00"
"11064  :  โรงพยาบาลธวัชบุรี","484","9","1.86","0","0.00","0","0","0.00","0","0.00"
"11065  :  โรงพยาบาลพนมไพร","1,876","13","0.69","6","0.32","0","0","0.00","0","0.00"
"11066  :  โรงพยาบาลโพนทอง","3,060","70","2.29","37","1.21","0","0","0.00","0","0.00"
"11067  :  โรงพยาบาลโพธิ์ชัย","1,019","3","0.29","0","0.00","0","0","0.00","0","0.00"
"11068  :  โรงพยาบาลหนองพอก","2,472","178","7.20","174","7.04","0","0","0.00","0","0.00"
"11069  :  โรงพยาบาลเสลภูมิ","3,790","40","1.06","14","0.37","0","0","0.00","0","0.00"
"11070  :  โรงพยาบาลสุวรรณภูมิ","3,354","2","0.06","1","0.03","0","0","0.00","0","0.00"
"11071  :  โรงพยาบาลเมืองสรวง","754","2","0.27","0","0.00","0","0","0.00","0","0.00"
"11072  :  โรงพยาบาลโพนทราย","566","0","0.00","1","0.18","0","0","0.00","0","0.00"
"11073  :  โรงพยาบาลอาจสามารถ","1,495","0","0.00","1","0.07","0","0","0.00","0","0.00"
"11074  :  โรงพยาบาลเมยวดี","616","1","0.16","0","0.00","0","0","0.00","0","0.00"
"11075  :  โรงพยาบาลศรีสมเด็จ","966","5","0.52","5","0.52","0","0","0.00","0","0.00"
"11076  :  โรงพยาบาลจังหาร","323","8","2.48","7","2.17","0","0","0.00","0","0.00"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","128","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","145","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27989  :  โรงพยาบาลเชียงขวัญ","219","19","8.68","3","1.37","0","0","0.00","0","0.00"
"27990  :  โรงพยาบาลหนองฮี","229","1","0.44","0","0.00","0","0","0.00","0","0.00"
"10709  :  โรงพยาบาลกาฬสินธุ์","3,409","1","0.03","1","0.03","0","0","0.00","0","0.00"
"11077  :  โรงพยาบาลนามน","1,074","1","0.09","0","0.00","0","0","0.00","0","0.00"
"11078  :  โรงพยาบาลกมลาไสย","1,668","1","0.06","0","0.00","0","0","0.00","0","0.00"
"11079  :  โรงพยาบาลร่องคำ","966","7","0.72","6","0.62","0","0","0.00","0","0.00"
"11080  :  โรงพยาบาลเขาวง","1,156","1","0.09","0","0.00","0","0","0.00","0","0.00"
"11081  :  โรงพยาบาลยางตลาด","1,744","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11082  :  โรงพยาบาลห้วยเม็ก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11083  :  โรงพยาบาลสหัสขันธ์","362","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11084  :  โรงพยาบาลคำม่วง","1,436","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11085  :  โรงพยาบาลท่าคันโท","1,150","1","0.09","6","0.52","0","0","0.00","0","0.00"
"11086  :  โรงพยาบาลหนองกุงศรี","1,463","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11087  :  โรงพยาบาลสมเด็จ","3,417","7","0.20","5","0.15","0","0","0.00","0","0.00"
"11088  :  โรงพยาบาลห้วยผึ้ง","1,601","2","0.12","0","0.00","0","0","0.00","0","0.00"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","2,904","1","0.03","2","0.07","0","0","0.00","0","0.00"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28017  :  โรงพยาบาลนาคู","332","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28789  :  โรงพยาบาลฆ้องชัย","293","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28790  :  โรงพยาบาลดอนจาน","367","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28791  :  โรงพยาบาลสามชัย","495","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10710  :  โรงพยาบาลสกลนคร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11089  :  โรงพยาบาลกุสุมาลย์","1,367","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11090  :  โรงพยาบาลกุดบาก","1,009","1","0.10","1","0.10","0","0","0.00","0","0.00"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","1,401","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11092  :  โรงพยาบาลพังโคน","2,333","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11093  :  โรงพยาบาลวาริชภูมิ","1,707","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11094  :  โรงพยาบาลนิคมน้ำอูน","780","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11095  :  โรงพยาบาลวานรนิวาส","2,862","2","0.07","0","0.00","0","0","0.00","0","0.00"
"11096  :  โรงพยาบาลคำตากล้า","1,702","0","0.00","5","0.29","0","0","0.00","0","0.00"
"11097  :  โรงพยาบาลบ้านม่วง","1,735","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11098  :  โรงพยาบาลอากาศอำนวย","1,947","1","0.05","1","0.05","0","0","0.00","0","0.00"
"11099  :  โรงพยาบาลส่องดาว","1,257","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11100  :  โรงพยาบาลเต่างอย","721","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","1,389","7","0.50","0","0.00","0","0","0.00","0","0.00"
"11102  :  โรงพยาบาลเจริญศิลป์","1,112","1","0.09","0","0.00","0","0","0.00","0","0.00"
"11103  :  โรงพยาบาลโพนนาแก้ว","376","1","0.27","0","0.00","0","0","0.00","0","0.00"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","5,129","157","3.06","1","0.02","0","0","0.00","0","0.00"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","1,124","0","0.00","1","0.09","0","0","0.00","0","0.00"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","396","1","0.25","0","0.00","0","0","0.00","0","0.00"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10711  :  โรงพยาบาลนครพนม","1,571","4","0.25","1","0.06","0","0","0.00","0","0.00"
"11104  :  โรงพยาบาลปลาปาก","1,440","1","0.07","0","0.00","0","0","0.00","0","0.00"
"11105  :  โรงพยาบาลท่าอุเทน","493","2","0.41","0","0.00","0","0","0.00","0","0.00"
"11106  :  โรงพยาบาลบ้านแพง","1,700","1","0.06","1","0.06","0","0","0.00","0","0.00"
"11107  :  โรงพยาบาลนาทม","412","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11108  :  โรงพยาบาลเรณูนคร","1,342","15","1.12","4","0.30","0","0","0.00","0","0.00"
"11109  :  โรงพยาบาลนาแก","2,625","1","0.04","1","0.04","0","0","0.00","0","0.00"
"11110  :  โรงพยาบาลศรีสงคราม","2,176","2","0.09","1","0.05","0","0","0.00","0","0.00"
"11111  :  โรงพยาบาลนาหว้า","1,521","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11112  :  โรงพยาบาลโพนสวรรค์","740","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","154","7","4.55","0","0.00","0","0","0.00","0","0.00"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"40840  :  โรงพยาบาลวังยาง","276","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10712  :  โรงพยาบาลมุกดาหาร","6,065","4","0.07","1","0.02","0","0","0.00","0","0.00"
"11113  :  โรงพยาบาลนิคมคำสร้อย","915","1","0.11","1","0.11","0","0","0.00","0","0.00"
"11114  :  โรงพยาบาลดอนตาล","879","2","0.23","1","0.11","0","0","0.00","0","0.00"
"11115  :  โรงพยาบาลดงหลวง","944","1","0.11","2","0.21","0","0","0.00","0","0.00"
"11116  :  โรงพยาบาลคำชะอี","1,374","273","19.87","263","19.14","0","0","0.00","0","0.00"
"11117  :  โรงพยาบาลหว้านใหญ่","266","5","1.88","1","0.38","0","0","0.00","0","0.00"
"11118  :  โรงพยาบาลหนองสูง","408","7","1.72","8","1.96","0","0","0.00","0","0.00"
"06009  :  โรงพยาบาลแม่ตื่น","386","2","0.52","1","0.26","0","0","0.00","0","0.00"
"10713  :  โรงพยาบาลนครพิงค์","21,588","11","0.05","9","0.04","0","0","0.00","0","0.00"
"11119  :  โรงพยาบาลจอมทอง","2,490","2","0.08","0","0.00","0","0","0.00","0","0.00"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","1,312","5","0.38","5","0.38","0","0","0.00","0","0.00"
"11121  :  โรงพยาบาลเชียงดาว","2,144","2","0.09","0","0.00","0","0","0.00","0","0.00"
"11122  :  โรงพยาบาลดอยสะเก็ด","1,180","8","0.68","0","0.00","0","0","0.00","0","0.00"
"11123  :  โรงพยาบาลแม่แตง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11124  :  โรงพยาบาลสะเมิง","517","2","0.39","0","0.00","0","0","0.00","0","0.00"
"11125  :  โรงพยาบาลฝาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11126  :  โรงพยาบาลแม่อาย","1,123","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11127  :  โรงพยาบาลพร้าว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11128  :  โรงพยาบาลสันป่าตอง","1,505","14","0.93","2","0.13","0","0","0.00","0","0.00"
"11129  :  โรงพยาบาลสันกำแพง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11130  :  โรงพยาบาลสันทราย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11131  :  โรงพยาบาลหางดง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11132  :  โรงพยาบาลฮอด","1,196","1","0.08","0","0.00","0","0","0.00","0","0.00"
"11133  :  โรงพยาบาลดอยเต่า","267","1","0.37","0","0.00","0","0","0.00","0","0.00"
"11134  :  โรงพยาบาลอมก๋อย","1,509","9","0.60","9","0.60","0","0","0.00","0","0.00"
"11135  :  โรงพยาบาลสารภี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11136  :  โรงพยาบาลเวียงแหง","1,200","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11137  :  โรงพยาบาลไชยปราการ","735","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11138  :  โรงพยาบาลแม่วาง","489","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11139  :  โรงพยาบาลแม่ออน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11507  :  โรงพยาบาลกองบิน 41","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11643  :  โรงพยาบาลดอยหล่อ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11978  :  โรงพยาบาลดารารัศมี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","945","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","350","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12280  :  โรงพยาบาลสวนปรุง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","1,613","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","1,700","1","0.06","0","0.00","0","0","0.00","0","0.00"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","265","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10714  :  โรงพยาบาลลำพูน","1,928","12","0.62","8","0.41","0","0","0.00","0","0.00"
"11140  :  โรงพยาบาลแม่ทา","582","11","1.89","0","0.00","0","0","0.00","0","0.00"
"11141  :  โรงพยาบาลบ้านโฮ่ง","848","85","10.02","32","3.77","0","0","0.00","0","0.00"
"11142  :  โรงพยาบาลลี้","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","376","18","4.79","9","2.39","0","0","0.00","0","0.00"
"11144  :  โรงพยาบาลป่าซาง","893","2","0.22","0","0.00","0","0","0.00","0","0.00"
"11145  :  โรงพยาบาลบ้านธิ","939","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24956  :  โรงพยาบาลเวียงหนองล่อง","353","2","0.57","0","0.00","0","0","0.00","0","0.00"
"10672  :  โรงพยาบาลลำปาง","85","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11146  :  โรงพยาบาลแม่เมาะ","1,808","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11147  :  โรงพยาบาลเกาะคา","889","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11148  :  โรงพยาบาลเสริมงาม","729","34","4.66","14","1.92","0","0","0.00","0","0.00"
"11149  :  โรงพยาบาลงาว","1,800","59","3.28","1","0.06","0","0","0.00","0","0.00"
"11150  :  โรงพยาบาลแจ้ห่ม","216","7","3.24","9","4.17","0","0","0.00","0","0.00"
"11151  :  โรงพยาบาลวังเหนือ","784","19","2.42","0","0.00","0","0","0.00","0","0.00"
"11152  :  โรงพยาบาลเถิน","320","22","6.88","21","6.56","0","0","0.00","0","0.00"
"11153  :  โรงพยาบาลแม่พริก","633","26","4.11","25","3.95","0","0","0.00","0","0.00"
"11154  :  โรงพยาบาลแม่ทะ","450","2","0.44","1","0.22","0","0","0.00","0","0.00"
"11155  :  โรงพยาบาลสบปราบ","879","75","8.53","76","8.65","0","0","0.00","0","0.00"
"11156  :  โรงพยาบาลห้างฉัตร","1,251","17","1.36","6","0.48","0","0","0.00","0","0.00"
"11157  :  โรงพยาบาลเมืองปาน","433","76","17.55","0","0.00","0","0","0.00","0","0.00"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12283  :  โรงพยาบาลมะเร็งลำปาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10673  :  โรงพยาบาลอุตรดิตถ์","3,085","1","0.03","0","0.00","0","0","0.00","0","0.00"
"11158  :  โรงพยาบาลตรอน","423","109","25.77","0","0.00","0","0","0.00","0","0.00"
"11159  :  โรงพยาบาลท่าปลา","780","6","0.77","1","0.13","0","0","0.00","0","0.00"
"11160  :  โรงพยาบาลน้ำปาด","1,544","10","0.65","7","0.45","0","0","0.00","0","0.00"
"11161  :  โรงพยาบาลฟากท่า","370","0","0.00","8","2.16","0","0","0.00","0","0.00"
"11162  :  โรงพยาบาลบ้านโคก","336","50","14.88","51","15.18","0","0","0.00","0","0.00"
"11163  :  โรงพยาบาลพิชัย","1,981","23","1.16","0","0.00","0","0","0.00","0","0.00"
"11164  :  โรงพยาบาลลับแล","772","2","0.26","1","0.13","0","0","0.00","0","0.00"
"11165  :  โรงพยาบาลทองแสนขัน","349","37","10.60","0","0.00","0","0","0.00","0","0.00"
"11509  :  โรงพยาบาลค่ายพิชัยดาบหัก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10715  :  โรงพยาบาลแพร่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11166  :  โรงพยาบาลร้องกวาง","1,180","0","0.00","1","0.08","0","0","0.00","0","0.00"
"11167  :  โรงพยาบาลลอง","1,700","23","1.35","2","0.12","0","0","0.00","0","0.00"
"11169  :  โรงพยาบาลสูงเม่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11170  :  โรงพยาบาลสอง","1,331","82","6.16","82","6.16","0","0","0.00","0","0.00"
"11171  :  โรงพยาบาลวังชิ้น","946","137","14.48","139","14.69","0","0","0.00","0","0.00"
"11172  :  โรงพยาบาลหนองม่วงไข่","24","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11452  :  โรงพยาบาลสมเด็จพระยุพราชเด่นชัย","1,095","3","0.27","0","0.00","0","0","0.00","0","0.00"
"10716  :  โรงพยาบาลน่าน","6,712","161","2.40","23","0.34","0","0","0.00","0","0.00"
"11173  :  โรงพยาบาลแม่จริม","303","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11174  :  โรงพยาบาลบ้านหลวง","196","45","22.96","39","19.90","0","0","0.00","0","0.00"
"11175  :  โรงพยาบาลนาน้อย","690","8","1.16","2","0.29","0","0","0.00","0","0.00"
"11176  :  โรงพยาบาลท่าวังผา","1,063","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11177  :  โรงพยาบาลเวียงสา","1,691","108","6.39","93","5.50","0","0","0.00","0","0.00"
"11178  :  โรงพยาบาลทุ่งช้าง","260","3","1.15","1","0.38","0","0","0.00","0","0.00"
"11179  :  โรงพยาบาลเชียงกลาง","663","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11180  :  โรงพยาบาลนาหมื่น","304","86","28.29","86","28.29","0","0","0.00","0","0.00"
"11181  :  โรงพยาบาลสันติสุข","352","33","9.38","2","0.57","0","0","0.00","0","0.00"
"11182  :  โรงพยาบาลบ่อเกลือ","233","3","1.29","0","0.00","0","0","0.00","0","0.00"
"11183  :  โรงพยาบาลสองแคว","304","1","0.33","1","0.33","0","0","0.00","0","0.00"
"11453  :  โรงพยาบาลสมเด็จพระยุพราชปัว","804","12","1.49","12","1.49","0","0","0.00","0","0.00"
"11510  :  โรงพยาบาลค่ายสุริยพงษ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11625  :  โรงพยาบาลเฉลิมพระเกียรติ","106","44","41.51","50","47.17","0","0","0.00","0","0.00"
"25017  :  โรงพยาบาลภูเพียง","127","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10717  :  โรงพยาบาลพะเยา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
