"โรงพยาบาล","ปีการศึกษา 2564 เทอม1","ปีการศึกษา 2564 เทอม2"
"เด็กนักเรียน ม.1 ทั้งหมด(C)","ตรวจฟันตามเงื่อนไข(B)","%","ฟันดีไม่มีผุ(A)","%","เด็กนักเรียน ม.1 ทั้งหมด(C)","ตรวจฟันตามเงื่อนไข(B)","%","ฟันดีไม่มีผุ(A)","%"
"77649  :  โรงพยาบาลหนองนาคำ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77650  :  โรงพยาบาลเวียงเก่า","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","319","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77652  :  โรงพยาบาลโนนศิลา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10671  :  โรงพยาบาลอุดรธานี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11013  :  โรงพยาบาลกุดจับ","1,027","1","0.10","1","100.00","0","0","0.00","0","0.00"
"11014  :  โรงพยาบาลหนองวัวซอ","510","3","0.59","2","66.67","0","0","0.00","0","0.00"
"11015  :  โรงพยาบาลกุมภวาปี","800","25","3.13","21","84.00","0","0","0.00","0","0.00"
"11016  :  โรงพยาบาลห้วยเกิ้ง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11017  :  โรงพยาบาลโนนสะอาด","637","37","5.81","36","97.30","0","0","0.00","0","0.00"
"11018  :  โรงพยาบาลหนองหาน","1,845","19","1.03","14","73.68","0","0","0.00","0","0.00"
"11019  :  โรงพยาบาลทุ่งฝน","369","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11020  :  โรงพยาบาลไชยวาน","523","4","0.76","2","50.00","0","0","0.00","0","0.00"
"11021  :  โรงพยาบาลศรีธาตุ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11022  :  โรงพยาบาลวังสามหมอ","844","4","0.47","4","100.00","0","0","0.00","0","0.00"
"11023  :  โรงพยาบาลบ้านผือ","1,677","18","1.07","18","100.00","0","0","0.00","0","0.00"
"11024  :  โรงพยาบาลน้ำโสม","1,155","23","1.99","19","82.61","0","0","0.00","0","0.00"
"11025  :  โรงพยาบาลเพ็ญ","1,697","18","1.06","14","77.78","0","0","0.00","0","0.00"
"11026  :  โรงพยาบาลสร้างคอม","386","3","0.78","1","33.33","0","0","0.00","0","0.00"
"11027  :  โรงพยาบาลหนองแสง","472","10","2.12","10","100.00","0","0","0.00","0","0.00"
"11028  :  โรงพยาบาลนายูง","60","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","344","4","1.16","3","75.00","0","0","0.00","0","0.00"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","2,119","69","3.26","61","88.41","0","0","0.00","0","0.00"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"25058  :  โรงพยาบาลกู่แก้ว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10705  :  โรงพยาบาลเลย","3,401","75","2.21","65","86.67","0","0","0.00","0","0.00"
"11030  :  โรงพยาบาลนาด้วง","369","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11031  :  โรงพยาบาลเชียงคาน","1,361","4","0.29","4","100.00","0","0","0.00","0","0.00"
"11032  :  โรงพยาบาลปากชม","245","1","0.41","1","100.00","0","0","0.00","0","0.00"
"11033  :  โรงพยาบาลนาแห้ว","161","1","0.62","1","100.00","0","0","0.00","0","0.00"
"11034  :  โรงพยาบาลภูเรือ","652","15","2.30","9","60.00","0","0","0.00","0","0.00"
"11035  :  โรงพยาบาลท่าลี่","449","4","0.89","2","50.00","0","0","0.00","0","0.00"
"11036  :  โรงพยาบาลวังสะพุง","412","11","2.67","5","45.45","0","0","0.00","0","0.00"
"11037  :  โรงพยาบาลภูกระดึง","731","16","2.19","16","100.00","0","0","0.00","0","0.00"
"11038  :  โรงพยาบาลภูหลวง","370","5","1.35","5","100.00","0","0","0.00","0","0.00"
"11039  :  โรงพยาบาลผาขาว","229","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11447  :  โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","639","3","0.47","3","100.00","0","0","0.00","0","0.00"
"14133  :  โรงพยาบาลเอราวัณ","382","21","5.50","9","42.86","0","0","0.00","0","0.00"
"14644  :  โรงพยาบาลจิตเวชเลยราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28861  :  โรงพยาบาลหนองหิน","391","34","8.70","28","82.35","0","0","0.00","0","0.00"
"10706  :  โรงพยาบาลหนองคาย","3,422","102","2.98","96","94.12","0","0","0.00","0","0.00"
"11042  :  โรงพยาบาลโพนพิสัย","2,259","64","2.83","58","90.63","0","0","0.00","0","0.00"
"11044  :  โรงพยาบาลศรีเชียงใหม่","414","1","0.24","1","100.00","0","0","0.00","0","0.00"
"11045  :  โรงพยาบาลสังคม","519","26","5.01","14","53.85","0","0","0.00","0","0.00"
"11448  :  โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ","1,347","10","0.74","10","100.00","0","0","0.00","0","0.00"
"14558  :  โรงพยาบาลพิสัยเวช","140","11","7.86","11","100.00","0","0","0.00","0","0.00"
"21356  :  โรงพยาบาลสระใคร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28778  :  โรงพยาบาลโพธิ์ตาก","315","2","0.63","0","0.00","0","0","0.00","0","0.00"
"28811  :  โรงพยาบาลเฝ้าไร่","100","4","4.00","2","50.00","0","0","0.00","0","0.00"
"28815  :  โรงพยาบาลรัตนวาปี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10707  :  โรงพยาบาลมหาสารคาม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11051  :  โรงพยาบาลแกดำ","181","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11052  :  โรงพยาบาลโกสุมพิสัย","1,545","10","0.65","6","60.00","0","0","0.00","0","0.00"
"11053  :  โรงพยาบาลกันทรวิชัย","493","2","0.41","2","100.00","0","0","0.00","0","0.00"
"11054  :  โรงพยาบาลเชียงยืน","1,154","6","0.52","4","66.67","0","0","0.00","0","0.00"
"11055  :  โรงพยาบาลบรบือ","2,356","19","0.81","16","84.21","0","0","0.00","0","0.00"
"11056  :  โรงพยาบาลนาเชือก","1,314","13","0.99","12","92.31","0","0","0.00","0","0.00"
"11057  :  โรงพยาบาลพยัคฆภูมิพิสัย","1,901","15","0.79","7","46.67","0","0","0.00","0","0.00"
"11058  :  โรงพยาบาลวาปีปทุม","1,716","4","0.23","2","50.00","0","0","0.00","0","0.00"
"11059  :  โรงพยาบาลนาดูน","667","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11060  :  โรงพยาบาลยางสีสุราช","14","1","7.14","0","0.00","0","0","0.00","0","0.00"
"22953  :  โรงพยาบาลสุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24704  :  โรงพยาบาลกุดรัง","46","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28843  :  โรงพยาบาลชื่นชม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10708  :  โรงพยาบาลร้อยเอ็ด","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11061  :  โรงพยาบาลเกษตรวิสัย","1,217","2","0.16","1","50.00","0","0","0.00","0","0.00"
"11062  :  โรงพยาบาลปทุมรัตต์","1,089","15","1.38","10","66.67","0","0","0.00","0","0.00"
"11063  :  โรงพยาบาลจตุรพักตรพิมาน","917","1","0.11","0","0.00","0","0","0.00","0","0.00"
"11064  :  โรงพยาบาลธวัชบุรี","263","4","1.52","4","100.00","0","0","0.00","0","0.00"
"11065  :  โรงพยาบาลพนมไพร","1,101","503","45.69","322","64.02","0","0","0.00","0","0.00"
"11066  :  โรงพยาบาลโพนทอง","2,159","37","1.71","32","86.49","0","0","0.00","0","0.00"
"11067  :  โรงพยาบาลโพธิ์ชัย","314","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11068  :  โรงพยาบาลหนองพอก","1,041","27","2.59","23","85.19","0","0","0.00","0","0.00"
"11069  :  โรงพยาบาลเสลภูมิ","2,381","67","2.81","60","89.55","0","0","0.00","0","0.00"
"11070  :  โรงพยาบาลสุวรรณภูมิ","2,314","6","0.26","5","83.33","0","0","0.00","0","0.00"
"11071  :  โรงพยาบาลเมืองสรวง","428","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11072  :  โรงพยาบาลโพนทราย","403","1","0.25","1","100.00","0","0","0.00","0","0.00"
"11073  :  โรงพยาบาลอาจสามารถ","804","3","0.37","2","66.67","0","0","0.00","0","0.00"
"11074  :  โรงพยาบาลเมยวดี","443","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11075  :  โรงพยาบาลศรีสมเด็จ","534","14","2.62","14","100.00","0","0","0.00","0","0.00"
"11076  :  โรงพยาบาลจังหาร","179","3","1.68","1","33.33","0","0","0.00","0","0.00"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","50","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27989  :  โรงพยาบาลเชียงขวัญ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27990  :  โรงพยาบาลหนองฮี","155","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10709  :  โรงพยาบาลกาฬสินธุ์","2,733","18","0.66","14","77.78","0","0","0.00","0","0.00"
"11077  :  โรงพยาบาลนามน","177","1","0.56","1","100.00","0","0","0.00","0","0.00"
"11078  :  โรงพยาบาลกมลาไสย","1,303","1","0.08","1","100.00","0","0","0.00","0","0.00"
"11079  :  โรงพยาบาลร่องคำ","1,179","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11080  :  โรงพยาบาลเขาวง","792","5","0.63","5","100.00","0","0","0.00","0","0.00"
"11081  :  โรงพยาบาลยางตลาด","1,008","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11082  :  โรงพยาบาลห้วยเม็ก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11083  :  โรงพยาบาลสหัสขันธ์","571","29","5.08","23","79.31","0","0","0.00","0","0.00"
"11084  :  โรงพยาบาลคำม่วง","877","10","1.14","5","50.00","0","0","0.00","0","0.00"
"11085  :  โรงพยาบาลท่าคันโท","527","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11086  :  โรงพยาบาลหนองกุงศรี","777","1","0.13","1","100.00","0","0","0.00","0","0.00"
"11087  :  โรงพยาบาลสมเด็จ","1,880","14","0.74","13","92.86","0","0","0.00","0","0.00"
"11088  :  โรงพยาบาลห้วยผึ้ง","517","10","1.93","10","100.00","0","0","0.00","0","0.00"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","2,445","8","0.33","8","100.00","0","0","0.00","0","0.00"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28017  :  โรงพยาบาลนาคู","80","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28789  :  โรงพยาบาลฆ้องชัย","92","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28790  :  โรงพยาบาลดอนจาน","344","6","1.74","6","100.00","0","0","0.00","0","0.00"
"28791  :  โรงพยาบาลสามชัย","417","1","0.24","1","100.00","0","0","0.00","0","0.00"
"10710  :  โรงพยาบาลสกลนคร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11089  :  โรงพยาบาลกุสุมาลย์","983","4","0.41","4","100.00","0","0","0.00","0","0.00"
"11090  :  โรงพยาบาลกุดบาก","614","1","0.16","0","0.00","0","0","0.00","0","0.00"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","758","1","0.13","0","0.00","0","0","0.00","0","0.00"
"11092  :  โรงพยาบาลพังโคน","1,288","2","0.16","2","100.00","0","0","0.00","0","0.00"
"11093  :  โรงพยาบาลวาริชภูมิ","97","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11094  :  โรงพยาบาลนิคมน้ำอูน","353","1","0.28","0","0.00","0","0","0.00","0","0.00"
"11095  :  โรงพยาบาลวานรนิวาส","1,771","54","3.05","53","98.15","0","0","0.00","0","0.00"
"11096  :  โรงพยาบาลคำตากล้า","790","2","0.25","2","100.00","0","0","0.00","0","0.00"
"11097  :  โรงพยาบาลบ้านม่วง","1,010","2","0.20","1","50.00","0","0","0.00","0","0.00"
"11098  :  โรงพยาบาลอากาศอำนวย","1,181","1","0.08","1","100.00","0","0","0.00","0","0.00"
"11099  :  โรงพยาบาลส่องดาว","484","25","5.17","25","100.00","0","0","0.00","0","0.00"
"11100  :  โรงพยาบาลเต่างอย","489","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","804","1","0.12","1","100.00","0","0","0.00","0","0.00"
"11102  :  โรงพยาบาลเจริญศิลป์","498","4","0.80","4","100.00","0","0","0.00","0","0.00"
"11103  :  โรงพยาบาลโพนนาแก้ว","102","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","3,288","63","1.92","60","95.24","0","0","0.00","0","0.00"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","155","1","0.65","0","0.00","0","0","0.00","0","0.00"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","331","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10711  :  โรงพยาบาลนครพนม","108","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11104  :  โรงพยาบาลปลาปาก","965","4","0.41","2","50.00","0","0","0.00","0","0.00"
"11105  :  โรงพยาบาลท่าอุเทน","775","2","0.26","2","100.00","0","0","0.00","0","0.00"
"11106  :  โรงพยาบาลบ้านแพง","756","14","1.85","10","71.43","0","0","0.00","0","0.00"
"11107  :  โรงพยาบาลนาทม","86","2","2.33","2","100.00","0","0","0.00","0","0.00"
"11108  :  โรงพยาบาลเรณูนคร","1,122","33","2.94","29","87.88","0","0","0.00","0","0.00"
"11109  :  โรงพยาบาลนาแก","596","8","1.34","6","75.00","0","0","0.00","0","0.00"
"11110  :  โรงพยาบาลศรีสงคราม","1,041","37","3.55","33","89.19","0","0","0.00","0","0.00"
"11111  :  โรงพยาบาลนาหว้า","707","1","0.14","0","0.00","0","0","0.00","0","0.00"
"11112  :  โรงพยาบาลโพนสวรรค์","730","5","0.68","1","20.00","0","0","0.00","0","0.00"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"40840  :  โรงพยาบาลวังยาง","136","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10712  :  โรงพยาบาลมุกดาหาร","2,250","9","0.40","6","66.67","0","0","0.00","0","0.00"
"11113  :  โรงพยาบาลนิคมคำสร้อย","749","2","0.27","2","100.00","0","0","0.00","0","0.00"
"11114  :  โรงพยาบาลดอนตาล","592","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11115  :  โรงพยาบาลดงหลวง","495","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11116  :  โรงพยาบาลคำชะอี","592","3","0.51","2","66.67","0","0","0.00","0","0.00"
"11117  :  โรงพยาบาลหว้านใหญ่","206","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11118  :  โรงพยาบาลหนองสูง","418","16","3.83","5","31.25","0","0","0.00","0","0.00"
"06009  :  โรงพยาบาลแม่ตื่น","269","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10713  :  โรงพยาบาลนครพิงค์","10,586","58","0.55","50","86.21","0","0","0.00","0","0.00"
"11119  :  โรงพยาบาลจอมทอง","1,286","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","1,093","1","0.09","1","100.00","0","0","0.00","0","0.00"
"11121  :  โรงพยาบาลเชียงดาว","972","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11122  :  โรงพยาบาลดอยสะเก็ด","617","5","0.81","4","80.00","0","0","0.00","0","0.00"
"11123  :  โรงพยาบาลแม่แตง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11124  :  โรงพยาบาลสะเมิง","308","2","0.65","0","0.00","0","0","0.00","0","0.00"
"11125  :  โรงพยาบาลฝาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11126  :  โรงพยาบาลแม่อาย","473","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11127  :  โรงพยาบาลพร้าว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11128  :  โรงพยาบาลสันป่าตอง","1,160","21","1.81","18","85.71","0","0","0.00","0","0.00"
"11129  :  โรงพยาบาลสันกำแพง","1,428","9","0.63","9","100.00","0","0","0.00","0","0.00"
"11130  :  โรงพยาบาลสันทราย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11131  :  โรงพยาบาลหางดง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11132  :  โรงพยาบาลฮอด","605","4","0.66","0","0.00","0","0","0.00","0","0.00"
"11133  :  โรงพยาบาลดอยเต่า","401","2","0.50","2","100.00","0","0","0.00","0","0.00"
"11134  :  โรงพยาบาลอมก๋อย","679","1","0.15","0","0.00","0","0","0.00","0","0.00"
"11135  :  โรงพยาบาลสารภี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11136  :  โรงพยาบาลเวียงแหง","509","62","12.18","37","59.68","0","0","0.00","0","0.00"
"11137  :  โรงพยาบาลไชยปราการ","106","17","16.04","9","52.94","0","0","0.00","0","0.00"
"11138  :  โรงพยาบาลแม่วาง","371","2","0.54","2","100.00","0","0","0.00","0","0.00"
"11139  :  โรงพยาบาลแม่ออน","175","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11507  :  โรงพยาบาลกองบิน 41","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11643  :  โรงพยาบาลดอยหล่อ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11978  :  โรงพยาบาลดารารัศมี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","140","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","186","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12280  :  โรงพยาบาลสวนปรุง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","348","1","0.29","1","100.00","0","0","0.00","0","0.00"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","563","2","0.36","0","0.00","0","0","0.00","0","0.00"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","160","45","28.13","23","51.11","0","0","0.00","0","0.00"
"10714  :  โรงพยาบาลลำพูน","3,841","30","0.78","24","80.00","0","0","0.00","0","0.00"
"11140  :  โรงพยาบาลแม่ทา","184","1","0.54","1","100.00","0","0","0.00","0","0.00"
"11141  :  โรงพยาบาลบ้านโฮ่ง","615","2","0.33","2","100.00","0","0","0.00","0","0.00"
"11142  :  โรงพยาบาลลี้","819","18","2.20","7","38.89","0","0","0.00","0","0.00"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","248","16","6.45","13","81.25","0","0","0.00","0","0.00"
"11144  :  โรงพยาบาลป่าซาง","418","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11145  :  โรงพยาบาลบ้านธิ","190","13","6.84","13","100.00","0","0","0.00","0","0.00"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24956  :  โรงพยาบาลเวียงหนองล่อง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10672  :  โรงพยาบาลลำปาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11146  :  โรงพยาบาลแม่เมาะ","709","1","0.14","0","0.00","0","0","0.00","0","0.00"
"11147  :  โรงพยาบาลเกาะคา","262","38","14.50","28","73.68","0","0","0.00","0","0.00"
"11148  :  โรงพยาบาลเสริมงาม","466","10","2.15","8","80.00","0","0","0.00","0","0.00"
"11149  :  โรงพยาบาลงาว","621","3","0.48","1","33.33","0","0","0.00","0","0.00"
"11150  :  โรงพยาบาลแจ้ห่ม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11151  :  โรงพยาบาลวังเหนือ","634","1","0.16","1","100.00","0","0","0.00","0","0.00"
"11152  :  โรงพยาบาลเถิน","717","8","1.12","8","100.00","0","0","0.00","0","0.00"
"11153  :  โรงพยาบาลแม่พริก","288","1","0.35","1","100.00","0","0","0.00","0","0.00"
"11154  :  โรงพยาบาลแม่ทะ","127","12","9.45","12","100.00","0","0","0.00","0","0.00"
"11155  :  โรงพยาบาลสบปราบ","442","1","0.23","1","100.00","0","0","0.00","0","0.00"
"11156  :  โรงพยาบาลห้างฉัตร","290","19","6.55","16","84.21","0","0","0.00","0","0.00"
"11157  :  โรงพยาบาลเมืองปาน","221","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12283  :  โรงพยาบาลมะเร็งลำปาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10673  :  โรงพยาบาลอุตรดิตถ์","2,070","27","1.30","17","62.96","0","0","0.00","0","0.00"
"11158  :  โรงพยาบาลตรอน","442","2","0.45","0","0.00","0","0","0.00","0","0.00"
"11159  :  โรงพยาบาลท่าปลา","400","3","0.75","2","66.67","0","0","0.00","0","0.00"
"11160  :  โรงพยาบาลน้ำปาด","835","6","0.72","6","100.00","0","0","0.00","0","0.00"
"11161  :  โรงพยาบาลฟากท่า","322","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11162  :  โรงพยาบาลบ้านโคก","317","2","0.63","2","100.00","0","0","0.00","0","0.00"
"11163  :  โรงพยาบาลพิชัย","1,380","20","1.45","13","65.00","0","0","0.00","0","0.00"
"11164  :  โรงพยาบาลลับแล","164","13","7.93","12","92.31","0","0","0.00","0","0.00"
"11165  :  โรงพยาบาลทองแสนขัน","268","13","4.85","13","100.00","0","0","0.00","0","0.00"
"11509  :  โรงพยาบาลค่ายพิชัยดาบหัก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10715  :  โรงพยาบาลแพร่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11166  :  โรงพยาบาลร้องกวาง","593","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11167  :  โรงพยาบาลลอง","794","4","0.50","3","75.00","0","0","0.00","0","0.00"
"11169  :  โรงพยาบาลสูงเม่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11170  :  โรงพยาบาลสอง","641","24","3.74","13","54.17","0","0","0.00","0","0.00"
"11171  :  โรงพยาบาลวังชิ้น","341","1","0.29","1","100.00","0","0","0.00","0","0.00"
"11172  :  โรงพยาบาลหนองม่วงไข่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11452  :  โรงพยาบาลสมเด็จพระยุพราชเด่นชัย","544","1","0.18","1","100.00","0","0","0.00","0","0.00"
"10716  :  โรงพยาบาลน่าน","2,124","155","7.30","72","46.45","0","0","0.00","0","0.00"
"11173  :  โรงพยาบาลแม่จริม","231","5","2.16","4","80.00","0","0","0.00","0","0.00"
"11174  :  โรงพยาบาลบ้านหลวง","233","16","6.87","16","100.00","0","0","0.00","0","0.00"
"11175  :  โรงพยาบาลนาน้อย","510","10","1.96","7","70.00","0","0","0.00","0","0.00"
"11176  :  โรงพยาบาลท่าวังผา","711","4","0.56","3","75.00","0","0","0.00","0","0.00"
"11177  :  โรงพยาบาลเวียงสา","1,126","58","5.15","40","68.97","0","0","0.00","0","0.00"
"11178  :  โรงพยาบาลทุ่งช้าง","261","4","1.53","4","100.00","0","0","0.00","0","0.00"
"11179  :  โรงพยาบาลเชียงกลาง","424","9","2.12","9","100.00","0","0","0.00","0","0.00"
"11180  :  โรงพยาบาลนาหมื่น","191","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11181  :  โรงพยาบาลสันติสุข","187","44","23.53","41","93.18","0","0","0.00","0","0.00"
"11182  :  โรงพยาบาลบ่อเกลือ","272","2","0.74","2","100.00","0","0","0.00","0","0.00"
"11183  :  โรงพยาบาลสองแคว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11453  :  โรงพยาบาลสมเด็จพระยุพราชปัว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11510  :  โรงพยาบาลค่ายสุริยพงษ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11625  :  โรงพยาบาลเฉลิมพระเกียรติ","120","43","35.83","25","58.14","0","0","0.00","0","0.00"
"25017  :  โรงพยาบาลภูเพียง","94","1","1.06","0","0.00","0","0","0.00","0","0.00"
"10717  :  โรงพยาบาลพะเยา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10718  :  โรงพยาบาลเชียงคำ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11184  :  โรงพยาบาลจุน","608","19","3.13","19","100.00","0","0","0.00","0","0.00"
"11185  :  โรงพยาบาลเชียงม่วน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
