"โรงพยาบาล","ปีการศึกษา 2563 เทอม1","ปีการศึกษา 2563 เทอม2"
"เด็กนักเรียนอนุบาล -ป.6 ทั้งหมด(C)","ตรวจฟัน(B)","%","ทาฟลูออไรด์(A)","%","เด็กนักเรียนอนุบาล -ป.6 ทั้งหมด(C)","ตรวจฟัน(B)","%","ทาฟลูออไรด์(A)","%"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14132  :  โรงพยาบาลซำสูง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77649  :  โรงพยาบาลหนองนาคำ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77650  :  โรงพยาบาลเวียงเก่า","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","1,002","272","27.15","271","27.05","1,190","391","32.86","2","0.17"
"77652  :  โรงพยาบาลโนนศิลา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10671  :  โรงพยาบาลอุดรธานี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11013  :  โรงพยาบาลกุดจับ","2,365","37","1.56","21","0.89","2,340","368","15.73","783","33.46"
"11014  :  โรงพยาบาลหนองวัวซอ","1,655","31","1.87","23","1.39","1,680","148","8.81","146","8.69"
"11015  :  โรงพยาบาลกุมภวาปี","4,917","119","2.42","76","1.55","4,837","280","5.79","195","4.03"
"11016  :  โรงพยาบาลห้วยเกิ้ง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11017  :  โรงพยาบาลโนนสะอาด","1,584","4","0.25","5","0.32","1,880","3","0.16","3","0.16"
"11018  :  โรงพยาบาลหนองหาน","2,544","119","4.68","100","3.93","2,392","476","19.90","451","18.85"
"11019  :  โรงพยาบาลทุ่งฝน","820","1","0.12","0","0.00","791","22","2.78","59","7.46"
"11020  :  โรงพยาบาลไชยวาน","1,473","7","0.48","7","0.48","1,395","7","0.50","6","0.43"
"11021  :  โรงพยาบาลศรีธาตุ","105","3","2.86","0","0.00","107","33","30.84","34","31.78"
"11022  :  โรงพยาบาลวังสามหมอ","1,951","97","4.97","67","3.43","2,000","1,268","63.40","1,303","65.15"
"11023  :  โรงพยาบาลบ้านผือ","3,221","224","6.95","228","7.08","3,244","297","9.16","290","8.94"
"11024  :  โรงพยาบาลน้ำโสม","2,359","23","0.97","4","0.17","2,382","294","12.34","269","11.29"
"11025  :  โรงพยาบาลเพ็ญ","2,920","314","10.75","297","10.17","2,997","313","10.44","313","10.44"
"11026  :  โรงพยาบาลสร้างคอม","660","0","0.00","0","0.00","694","0","0.00","0","0.00"
"11027  :  โรงพยาบาลหนองแสง","1,371","9","0.66","4","0.29","1,420","42","2.96","131","9.23"
"11028  :  โรงพยาบาลนายูง","451","2","0.44","0","0.00","453","3","0.66","3","0.66"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","132","1","0.76","0","0.00","148","11","7.43","4","2.70"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","3,665","215","5.87","13","0.35","4,121","244","5.92","153","3.71"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"25058  :  โรงพยาบาลกู่แก้ว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10705  :  โรงพยาบาลเลย","5,878","2,839","48.30","2,196","37.36","6,811","797","11.70","513","7.53"
"11030  :  โรงพยาบาลนาด้วง","1,011","0","0.00","1","0.10","1,006","119","11.83","119","11.83"
"11031  :  โรงพยาบาลเชียงคาน","1,575","163","10.35","161","10.22","1,954","153","7.83","147","7.52"
"11032  :  โรงพยาบาลปากชม","623","88","14.13","88","14.13","648","32","4.94","0","0.00"
"11033  :  โรงพยาบาลนาแห้ว","339","29","8.55","4","1.18","239","67","28.03","18","7.53"
"11034  :  โรงพยาบาลภูเรือ","691","20","2.89","15","2.17","768","63","8.20","40","5.21"
"11035  :  โรงพยาบาลท่าลี่","736","130","17.66","120","16.30","849","188","22.14","180","21.20"
"11036  :  โรงพยาบาลวังสะพุง","2,181","66","3.03","67","3.07","2,084","79","3.79","75","3.60"
"11037  :  โรงพยาบาลภูกระดึง","1,622","21","1.29","3","0.18","1,540","204","13.25","1","0.06"
"11038  :  โรงพยาบาลภูหลวง","751","110","14.65","86","11.45","652","168","25.77","162","24.85"
"11039  :  โรงพยาบาลผาขาว","1,163","65","5.59","19","1.63","1,113","156","14.02","155","13.93"
"11447  :  โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","1,531","224","14.63","8","0.52","1,218","71","5.83","23","1.89"
"14133  :  โรงพยาบาลเอราวัณ","1,669","227","13.60","242","14.50","1,610","479","29.75","487","30.25"
"14644  :  โรงพยาบาลจิตเวชเลยราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28861  :  โรงพยาบาลหนองหิน","1,766","12","0.68","9","0.51","1,753","30","1.71","16","0.91"
"10706  :  โรงพยาบาลหนองคาย","2,911","48","1.65","18","0.62","3,615","459","12.70","329","9.10"
"11042  :  โรงพยาบาลโพนพิสัย","818","332","40.59","331","40.46","825","57","6.91","24","2.91"
"11044  :  โรงพยาบาลศรีเชียงใหม่","1,238","376","30.37","47","3.80","1,375","397","28.87","20","1.45"
"11045  :  โรงพยาบาลสังคม","748","31","4.14","30","4.01","762","33","4.33","32","4.20"
"11448  :  โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ","1,922","72","3.75","12","0.62","3,226","218","6.76","160","4.96"
"14558  :  โรงพยาบาลพิสัยเวช","1,570","402","25.61","34","2.17","1,554","232","14.93","53","3.41"
"21356  :  โรงพยาบาลสระใคร","172","91","52.91","93","54.07","171","92","53.80","70","40.94"
"28778  :  โรงพยาบาลโพธิ์ตาก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28811  :  โรงพยาบาลเฝ้าไร่","474","85","17.93","5","1.05","485","181","37.32","98","20.21"
"28815  :  โรงพยาบาลรัตนวาปี","33","0","0.00","0","0.00","31","17","54.84","17","54.84"
"10707  :  โรงพยาบาลมหาสารคาม","140","0","0.00","4","2.86","145","1","0.69","1","0.69"
"11051  :  โรงพยาบาลแกดำ","364","2","0.55","2","0.55","367","109","29.70","103","28.07"
"11052  :  โรงพยาบาลโกสุมพิสัย","2,968","89","3.00","32","1.08","2,990","563","18.83","486","16.25"
"11053  :  โรงพยาบาลกันทรวิชัย","1,209","126","10.42","141","11.66","1,215","109","8.97","111","9.14"
"11054  :  โรงพยาบาลเชียงยืน","1,968","377","19.16","324","16.46","1,993","281","14.10","72","3.61"
"11055  :  โรงพยาบาลบรบือ","1,908","12","0.63","8","0.42","2,344","14","0.60","11","0.47"
"11056  :  โรงพยาบาลนาเชือก","1,500","17","1.13","6","0.40","1,960","67","3.42","62","3.16"
"11057  :  โรงพยาบาลพยัคฆภูมิพิสัย","3,698","37","1.00","3","0.08","3,738","295","7.89","289","7.73"
"11058  :  โรงพยาบาลวาปีปทุม","3,051","178","5.83","169","5.54","3,494","230","6.58","218","6.24"
"11059  :  โรงพยาบาลนาดูน","601","5","0.83","1","0.17","605","158","26.12","15","2.48"
"11060  :  โรงพยาบาลยางสีสุราช","549","279","50.82","299","54.46","555","244","43.96","138","24.86"
"22953  :  โรงพยาบาลสุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม","2,487","40","1.61","38","1.53","2,499","26","1.04","21","0.84"
"24704  :  โรงพยาบาลกุดรัง","199","120","60.30","121","60.80","208","146","70.19","144","69.23"
"28843  :  โรงพยาบาลชื่นชม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10708  :  โรงพยาบาลร้อยเอ็ด","123","0","0.00","0","0.00","38","0","0.00","0","0.00"
"11061  :  โรงพยาบาลเกษตรวิสัย","2,039","9","0.44","9","0.44","2,128","221","10.39","216","10.15"
"11062  :  โรงพยาบาลปทุมรัตต์","1,663","456","27.42","76","4.57","1,640","381","23.23","462","28.17"
"11063  :  โรงพยาบาลจตุรพักตรพิมาน","1,414","159","11.24","279","19.73","1,356","371","27.36","383","28.24"
"11064  :  โรงพยาบาลธวัชบุรี","466","243","52.15","38","8.15","451","49","10.86","26","5.76"
"11065  :  โรงพยาบาลพนมไพร","1,892","153","8.09","140","7.40","1,908","28","1.47","25","1.31"
"11066  :  โรงพยาบาลโพนทอง","3,117","64","2.05","39","1.25","3,180","205","6.45","178","5.60"
"11067  :  โรงพยาบาลโพธิ์ชัย","952","11","1.16","0","0.00","974","38","3.90","12","1.23"
"11068  :  โรงพยาบาลหนองพอก","2,378","56","2.35","12","0.50","2,613","74","2.83","63","2.41"
"11069  :  โรงพยาบาลเสลภูมิ","3,814","877","22.99","820","21.50","3,834","661","17.24","584","15.23"
"11070  :  โรงพยาบาลสุวรรณภูมิ","3,174","124","3.91","271","8.54","3,253","436","13.40","436","13.40"
"11071  :  โรงพยาบาลเมืองสรวง","818","328","40.10","325","39.73","819","385","47.01","379","46.28"
"11072  :  โรงพยาบาลโพนทราย","567","20","3.53","14","2.47","568","159","27.99","138","24.30"
"11073  :  โรงพยาบาลอาจสามารถ","1,485","11","0.74","0","0.00","1,490","78","5.23","79","5.30"
"11074  :  โรงพยาบาลเมยวดี","638","87","13.64","79","12.38","645","134","20.78","132","20.47"
"11075  :  โรงพยาบาลศรีสมเด็จ","965","17","1.76","1","0.10","951","366","38.49","387","40.69"
"11076  :  โรงพยาบาลจังหาร","287","33","11.50","61","21.25","308","56","18.18","59","19.16"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","169","0","0.00","0","0.00","171","1","0.58","1","0.58"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","69","21","30.43","23","33.33","104","28","26.92","30","28.85"
"27989  :  โรงพยาบาลเชียงขวัญ","175","2","1.14","1","0.57","211","51","24.17","46","21.80"
"27990  :  โรงพยาบาลหนองฮี","182","33","18.13","34","18.68","202","20","9.90","35","17.33"
"10709  :  โรงพยาบาลกาฬสินธุ์","2,550","8","0.31","6","0.24","3,460","14","0.40","7","0.20"
"11077  :  โรงพยาบาลนามน","1,039","18","1.73","23","2.21","1,053","212","20.13","2","0.19"
"11078  :  โรงพยาบาลกมลาไสย","1,460","0","0.00","5","0.34","1,664","57","3.43","64","3.85"
"11079  :  โรงพยาบาลร่องคำ","470","0","0.00","0","0.00","996","123","12.35","125","12.55"
"11080  :  โรงพยาบาลเขาวง","1,202","110","9.15","91","7.57","1,226","355","28.96","359","29.28"
"11081  :  โรงพยาบาลยางตลาด","1,715","6","0.35","402","23.44","1,752","27","1.54","1","0.06"
"11082  :  โรงพยาบาลห้วยเม็ก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11083  :  โรงพยาบาลสหัสขันธ์","339","150","44.25","151","44.54","358","35","9.78","0","0.00"
"11084  :  โรงพยาบาลคำม่วง","1,421","196","13.79","195","13.72","1,449","10","0.69","10","0.69"
"11085  :  โรงพยาบาลท่าคันโท","891","19","2.13","29","3.25","1,174","234","19.93","239","20.36"
"11086  :  โรงพยาบาลหนองกุงศรี","1,520","175","11.51","114","7.50","1,593","12","0.75","5","0.31"
"11087  :  โรงพยาบาลสมเด็จ","3,354","139","4.14","143","4.26","3,382","267","7.89","263","7.78"
"11088  :  โรงพยาบาลห้วยผึ้ง","1,545","7","0.45","8","0.52","1,603","182","11.35","189","11.79"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","2,727","6","0.22","7","0.26","2,826","3","0.11","3","0.11"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28017  :  โรงพยาบาลนาคู","343","0","0.00","1","0.29","351","4","1.14","4","1.14"
"28789  :  โรงพยาบาลฆ้องชัย","296","0","0.00","0","0.00","273","0","0.00","0","0.00"
"28790  :  โรงพยาบาลดอนจาน","345","0","0.00","0","0.00","347","0","0.00","0","0.00"
"28791  :  โรงพยาบาลสามชัย","418","1","0.24","1","0.24","402","62","15.42","60","14.93"
"10710  :  โรงพยาบาลสกลนคร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11089  :  โรงพยาบาลกุสุมาลย์","1,357","210","15.48","104","7.66","1,373","189","13.77","207","15.08"
"11090  :  โรงพยาบาลกุดบาก","1,049","141","13.44","134","12.77","977","28","2.87","68","6.96"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","1,456","19","1.30","34","2.34","1,354","43","3.18","74","5.47"
"11092  :  โรงพยาบาลพังโคน","2,390","1,201","50.25","1,216","50.88","2,420","88","3.64","143","5.91"
"11093  :  โรงพยาบาลวาริชภูมิ","1,729","28","1.62","38","2.20","1,749","16","0.91","14","0.80"
"11094  :  โรงพยาบาลนิคมน้ำอูน","851","150","17.63","3","0.35","813","9","1.11","0","0.00"
"11095  :  โรงพยาบาลวานรนิวาส","2,767","1,020","36.86","70","2.53","2,855","1,342","47.01","1,260","44.13"
"11096  :  โรงพยาบาลคำตากล้า","813","329","40.47","0","0.00","1,736","424","24.42","360","20.74"
"11097  :  โรงพยาบาลบ้านม่วง","1,647","106","6.44","10","0.61","1,665","308","18.50","303","18.20"
"11098  :  โรงพยาบาลอากาศอำนวย","1,713","227","13.25","263","15.35","1,970","6","0.30","7","0.36"
"11099  :  โรงพยาบาลส่องดาว","1,254","163","13.00","126","10.05","1,275","17","1.33","17","1.33"
"11100  :  โรงพยาบาลเต่างอย","747","1","0.13","1","0.13","752","25","3.32","24","3.19"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","1,110","428","38.56","45","4.05","1,201","41","3.41","402","33.47"
"11102  :  โรงพยาบาลเจริญศิลป์","1,077","344","31.94","357","33.15","1,081","352","32.56","319","29.51"
"11103  :  โรงพยาบาลโพนนาแก้ว","374","50","13.37","50","13.37","379","2","0.53","1","0.26"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","5,297","509","9.61","35","0.66","5,329","757","14.21","19","0.36"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","1,439","6","0.42","9","0.63","1,463","2","0.14","0","0.00"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","343","138","40.23","128","37.32","351","10","2.85","0","0.00"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10711  :  โรงพยาบาลนครพนม","973","14","1.44","4","0.41","1,620","29","1.79","23","1.42"
"11104  :  โรงพยาบาลปลาปาก","1,272","124","9.75","78","6.13","1,411","438","31.04","435","30.83"
"11105  :  โรงพยาบาลท่าอุเทน","531","8","1.51","0","0.00","532","41","7.71","39","7.33"
"11106  :  โรงพยาบาลบ้านแพง","1,672","66","3.95","16","0.96","1,688","61","3.61","24","1.42"
"11107  :  โรงพยาบาลนาทม","424","2","0.47","0","0.00","428","10","2.34","0","0.00"
"11108  :  โรงพยาบาลเรณูนคร","1,319","245","18.57","75","5.69","1,321","173","13.10","119","9.01"
"11109  :  โรงพยาบาลนาแก","2,736","166","6.07","151","5.52","2,750","290","10.55","173","6.29"
"11110  :  โรงพยาบาลศรีสงคราม","2,101","7","0.33","0","0.00","2,108","110","5.22","94","4.46"
"11111  :  โรงพยาบาลนาหว้า","1,312","129","9.83","90","6.86","1,316","368","27.96","268","20.36"
"11112  :  โรงพยาบาลโพนสวรรค์","764","52","6.81","52","6.81","761","13","1.71","0","0.00"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","105","0","0.00","0","0.00","139","1","0.72","1","0.72"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"40840  :  โรงพยาบาลวังยาง","279","16","5.73","3","1.08","303","50","16.50","0","0.00"
"10712  :  โรงพยาบาลมุกดาหาร","4,959","610","12.30","589","11.88","6,134","522","8.51","502","8.18"
"11113  :  โรงพยาบาลนิคมคำสร้อย","745","191","25.64","5","0.67","870","93","10.69","84","9.66"
"11114  :  โรงพยาบาลดอนตาล","920","299","32.50","286","31.09","922","413","44.79","411","44.58"
"11115  :  โรงพยาบาลดงหลวง","935","2","0.21","9","0.96","953","256","26.86","258","27.07"
"11116  :  โรงพยาบาลคำชะอี","1,244","18","1.45","11","0.88","1,496","153","10.23","136","9.09"
"11117  :  โรงพยาบาลหว้านใหญ่","253","15","5.93","2","0.79","231","160","69.26","160","69.26"
"11118  :  โรงพยาบาลหนองสูง","226","98","43.36","98","43.36","248","17","6.85","11","4.44"
"06009  :  โรงพยาบาลแม่ตื่น","374","237","63.37","238","63.64","373","20","5.36","2","0.54"
"10713  :  โรงพยาบาลนครพิงค์","16,893","76","0.45","36","0.21","21,215","49","0.23","52","0.25"
"11119  :  โรงพยาบาลจอมทอง","2,496","1,024","41.03","1,046","41.91","2,504","1,047","41.81","3","0.12"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","1,244","309","24.84","308","24.76","1,307","98","7.50","90","6.89"
"11121  :  โรงพยาบาลเชียงดาว","1,908","267","13.99","242","12.68","2,096","461","21.99","385","18.37"
"11122  :  โรงพยาบาลดอยสะเก็ด","1,064","266","25.00","260","24.44","1,174","42","3.58","3","0.26"
"11123  :  โรงพยาบาลแม่แตง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11124  :  โรงพยาบาลสะเมิง","389","70","17.99","1","0.26","505","97","19.21","97","19.21"
"11125  :  โรงพยาบาลฝาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11126  :  โรงพยาบาลแม่อาย","943","150","15.91","149","15.80","1,079","27","2.50","20","1.85"
"11127  :  โรงพยาบาลพร้าว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11128  :  โรงพยาบาลสันป่าตอง","1,413","598","42.32","596","42.18","1,423","145","10.19","115","8.08"
"11129  :  โรงพยาบาลสันกำแพง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11130  :  โรงพยาบาลสันทราย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11131  :  โรงพยาบาลหางดง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11132  :  โรงพยาบาลฮอด","1,124","1","0.09","1","0.09","1,259","2","0.16","1","0.08"
"11133  :  โรงพยาบาลดอยเต่า","269","158","58.74","55","20.45","267","100","37.45","105","39.33"
"11134  :  โรงพยาบาลอมก๋อย","1,417","527","37.19","204","14.40","1,487","33","2.22","3","0.20"
"11135  :  โรงพยาบาลสารภี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11136  :  โรงพยาบาลเวียงแหง","917","168","18.32","6","0.65","1,019","155","15.21","21","2.06"
"11137  :  โรงพยาบาลไชยปราการ","487","52","10.68","48","9.86","752","5","0.66","1","0.13"
"11138  :  โรงพยาบาลแม่วาง","389","1","0.26","0","0.00","474","1","0.21","1","0.21"
"11139  :  โรงพยาบาลแม่ออน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11507  :  โรงพยาบาลกองบิน 41","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11643  :  โรงพยาบาลดอยหล่อ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11978  :  โรงพยาบาลดารารัศมี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","914","1","0.11","2","0.22","979","12","1.23","12","1.23"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","200","23","11.50","34","17.00","349","1","0.29","2","0.57"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12280  :  โรงพยาบาลสวนปรุง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","804","4","0.50","3","0.37","1,495","3","0.20","3","0.20"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","1,527","47","3.08","28","1.83","1,740","119","6.84","39","2.24"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","263","0","0.00","0","0.00","263","0","0.00","0","0.00"
"10714  :  โรงพยาบาลลำพูน","1,923","234","12.17","234","12.17","1,928","91","4.72","25","1.30"
"11140  :  โรงพยาบาลแม่ทา","460","178","38.70","89","19.35","517","155","29.98","91","17.60"
"11141  :  โรงพยาบาลบ้านโฮ่ง","552","200","36.23","79","14.31","870","275","31.61","133","15.29"
"11142  :  โรงพยาบาลลี้","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","160","37","23.13","34","21.25","338","35","10.36","22","6.51"
"11144  :  โรงพยาบาลป่าซาง","830","8","0.96","0","0.00","899","124","13.79","130","14.46"
"11145  :  โรงพยาบาลบ้านธิ","696","77","11.06","10","1.44","898","30","3.34","12","1.34"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24956  :  โรงพยาบาลเวียงหนองล่อง","68","1","1.47","0","0.00","315","1","0.32","1","0.32"
"10672  :  โรงพยาบาลลำปาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11146  :  โรงพยาบาลแม่เมาะ","1,306","34","2.60","33","2.53","1,822","37","2.03","34","1.87"
"11147  :  โรงพยาบาลเกาะคา","875","0","0.00","0","0.00","873","3","0.34","3","0.34"
"11148  :  โรงพยาบาลเสริมงาม","694","126","18.16","54","7.78","694","283","40.78","214","30.84"
"11149  :  โรงพยาบาลงาว","1,749","9","0.51","9","0.51","1,767","2","0.11","1","0.06"
"11150  :  โรงพยาบาลแจ้ห่ม","183","20","10.93","2","1.09","188","20","10.64","21","11.17"
"11151  :  โรงพยาบาลวังเหนือ","460","46","10.00","32","6.96","471","61","12.95","1","0.21"
"11152  :  โรงพยาบาลเถิน","232","56","24.14","52","22.41","239","39","16.32","25","10.46"
"11153  :  โรงพยาบาลแม่พริก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11154  :  โรงพยาบาลแม่ทะ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11155  :  โรงพยาบาลสบปราบ","411","103","25.06","104","25.30","410","31","7.56","0","0.00"
"11156  :  โรงพยาบาลห้างฉัตร","877","29","3.31","20","2.28","1,071","12","1.12","8","0.75"
"11157  :  โรงพยาบาลเมืองปาน","109","7","6.42","1","0.92","112","0","0.00","8","7.14"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12283  :  โรงพยาบาลมะเร็งลำปาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10673  :  โรงพยาบาลอุตรดิตถ์","4,617","618","13.39","833","18.04","5,010","662","13.21","755","15.07"
"11158  :  โรงพยาบาลตรอน","449","47","10.47","2","0.45","449","120","26.73","120","26.73"
"11159  :  โรงพยาบาลท่าปลา","772","3","0.39","1","0.13","778","294","37.79","331","42.54"
"11160  :  โรงพยาบาลน้ำปาด","1,548","62","4.01","52","3.36","1,586","208","13.11","212","13.37"
"11161  :  โรงพยาบาลฟากท่า","355","0","0.00","0","0.00","358","164","45.81","171","47.77"
"11162  :  โรงพยาบาลบ้านโคก","261","86","32.95","15","5.75","278","48","17.27","47","16.91"
"11163  :  โรงพยาบาลพิชัย","2,037","1,276","62.64","1,298","63.72","2,054","590","28.72","968","47.13"
"11164  :  โรงพยาบาลลับแล","133","29","21.80","34","25.56","725","50","6.90","16","2.21"
"11165  :  โรงพยาบาลทองแสนขัน","314","5","1.59","0","0.00","331","62","18.73","77","23.26"
"11509  :  โรงพยาบาลค่ายพิชัยดาบหัก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10715  :  โรงพยาบาลแพร่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11166  :  โรงพยาบาลร้องกวาง","1,101","1","0.09","2","0.18","1,140","93","8.16","96","8.42"
"11167  :  โรงพยาบาลลอง","1,395","36","2.58","0","0.00","1,727","54","3.13","54","3.13"
"11169  :  โรงพยาบาลสูงเม่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11170  :  โรงพยาบาลสอง","1,364","135","9.90","122","8.94","1,328","32","2.41","9","0.68"
"11171  :  โรงพยาบาลวังชิ้น","891","5","0.56","4","0.45","880","31","3.52","28","3.18"
"11172  :  โรงพยาบาลหนองม่วงไข่","40","0","0.00","0","0.00","41","0","0.00","0","0.00"
"11452  :  โรงพยาบาลสมเด็จพระยุพราชเด่นชัย","772","24","3.11","3","0.39","1,119","24","2.14","21","1.88"
"10716  :  โรงพยาบาลน่าน","5,971","1,872","31.35","177","2.96","6,831","198","2.90","206","3.02"
"11173  :  โรงพยาบาลแม่จริม","291","247","84.88","248","85.22","295","220","74.58","6","2.03"
"11174  :  โรงพยาบาลบ้านหลวง","200","1","0.50","1","0.50","198","61","30.81","62","31.31"
"11175  :  โรงพยาบาลนาน้อย","705","10","1.42","4","0.57","704","135","19.18","126","17.90"
"11176  :  โรงพยาบาลท่าวังผา","1,024","25","2.44","7","0.68","1,035","11","1.06","1","0.10"
"11177  :  โรงพยาบาลเวียงสา","1,536","48","3.13","29","1.89","1,625","168","10.34","184","11.32"
"11178  :  โรงพยาบาลทุ่งช้าง","246","65","26.42","5","2.03","250","1","0.40","66","26.40"
"11179  :  โรงพยาบาลเชียงกลาง","626","210","33.55","273","43.61","663","284","42.84","28","4.22"
