"โรงพยาบาล","รวมทั้งปีการศึกษา 2562","ปีการศึกษา 2562 เทอม1","ปีการศึกษา 2562 เทอม2"
"เด็กนักเรียน ป.1-6(B)","ได้รับการตรวจเหา และได้รับการแก้ไข(A)","%","เด็กนักเรียน ป.1-6(B)","ได้รับการตรวจเหา และได้รับการแก้ไข(A)","%","เด็กนักเรียน ป.1-6(B)","ได้รับการตรวจเหา และได้รับการแก้ไข(A)","%"
"11033  :  โรงพยาบาลนาแห้ว","171","0","0.00","171","0","0.00","171","0","0.00"
"11034  :  โรงพยาบาลภูเรือ","459","0","0.00","447","0","0.00","318","0","0.00"
"11035  :  โรงพยาบาลท่าลี่","581","0","0.00","563","0","0.00","574","0","0.00"
"11036  :  โรงพยาบาลวังสะพุง","1,543","0","0.00","1,521","0","0.00","934","0","0.00"
"11037  :  โรงพยาบาลภูกระดึง","823","0","0.00","810","0","0.00","683","0","0.00"
"11038  :  โรงพยาบาลภูหลวง","498","0","0.00","498","0","0.00","489","0","0.00"
"11039  :  โรงพยาบาลผาขาว","728","0","0.00","714","0","0.00","712","0","0.00"
"11447  :  โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","905","0","0.00","899","0","0.00","896","0","0.00"
"14133  :  โรงพยาบาลเอราวัณ","1,008","0","0.00","1,001","0","0.00","999","0","0.00"
"14644  :  โรงพยาบาลจิตเวชเลยราชนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00"
"28861  :  โรงพยาบาลหนองหิน","1,292","0","0.00","1,281","0","0.00","117","0","0.00"
"10706  :  โรงพยาบาลหนองคาย","1,851","0","0.00","1,829","0","0.00","1,225","0","0.00"
"11042  :  โรงพยาบาลโพนพิสัย","562","0","0.00","550","0","0.00","366","0","0.00"
"11044  :  โรงพยาบาลศรีเชียงใหม่","825","0","0.00","809","0","0.00","653","0","0.00"
"11045  :  โรงพยาบาลสังคม","408","0","0.00","398","0","0.00","370","0","0.00"
"11448  :  โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ","1,305","0","0.00","1,287","0","0.00","1,194","0","0.00"
"14558  :  โรงพยาบาลพิสัยเวช","1,298","0","0.00","1,279","0","0.00","1,163","0","0.00"
"21356  :  โรงพยาบาลสระใคร","117","0","0.00","115","0","0.00","116","0","0.00"
"28778  :  โรงพยาบาลโพธิ์ตาก","0","0","0.00","0","0","0.00","0","0","0.00"
"28811  :  โรงพยาบาลเฝ้าไร่","292","0","0.00","290","0","0.00","183","0","0.00"
"28815  :  โรงพยาบาลรัตนวาปี","23","0","0.00","21","0","0.00","22","0","0.00"
"10707  :  โรงพยาบาลมหาสารคาม","0","0","0.00","0","0","0.00","0","0","0.00"
"11051  :  โรงพยาบาลแกดำ","202","1","0.50","199","1","0.50","200","1","0.50"
"11052  :  โรงพยาบาลโกสุมพิสัย","2,207","0","0.00","2,186","0","0.00","1,743","0","0.00"
"11053  :  โรงพยาบาลกันทรวิชัย","842","0","0.00","833","0","0.00","776","0","0.00"
"11054  :  โรงพยาบาลเชียงยืน","1,397","0","0.00","1,383","0","0.00","1,140","0","0.00"
"11055  :  โรงพยาบาลบรบือ","1,606","0","0.00","1,593","0","0.00","1,560","0","0.00"
"11056  :  โรงพยาบาลนาเชือก","1,009","0","0.00","984","0","0.00","299","0","0.00"
"11057  :  โรงพยาบาลพยัคฆภูมิพิสัย","2,254","0","0.00","2,199","0","0.00","1,076","0","0.00"
"11058  :  โรงพยาบาลวาปีปทุม","2,211","0","0.00","2,187","0","0.00","2,162","0","0.00"
"11059  :  โรงพยาบาลนาดูน","410","0","0.00","407","0","0.00","401","0","0.00"
"11060  :  โรงพยาบาลยางสีสุราช","374","0","0.00","371","0","0.00","283","0","0.00"
"22953  :  โรงพยาบาลสุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม","1,435","1","0.07","1,420","1","0.07","65","0","0.00"
"24704  :  โรงพยาบาลกุดรัง","154","0","0.00","151","0","0.00","151","0","0.00"
"28843  :  โรงพยาบาลชื่นชม","0","0","0.00","0","0","0.00","0","0","0.00"
"10708  :  โรงพยาบาลร้อยเอ็ด","0","0","0.00","0","0","0.00","0","0","0.00"
"11061  :  โรงพยาบาลเกษตรวิสัย","1,441","1,077","74.74","1,418","1,045","73.70","1,252","930","74.28"
"11062  :  โรงพยาบาลปทุมรัตต์","1,212","0","0.00","1,189","0","0.00","753","0","0.00"
"11063  :  โรงพยาบาลจตุรพักตรพิมาน","937","0","0.00","917","0","0.00","785","0","0.00"
"11064  :  โรงพยาบาลธวัชบุรี","276","0","0.00","269","0","0.00","206","0","0.00"
"11065  :  โรงพยาบาลพนมไพร","1,206","0","0.00","1,188","0","0.00","918","0","0.00"
"11066  :  โรงพยาบาลโพนทอง","2,206","0","0.00","2,165","0","0.00","1,285","0","0.00"
"11067  :  โรงพยาบาลโพธิ์ชัย","562","3","0.53","551","0","0.00","398","0","0.00"
"11068  :  โรงพยาบาลหนองพอก","1,683","0","0.00","1,650","0","0.00","1,088","0","0.00"
"11069  :  โรงพยาบาลเสลภูมิ","2,596","0","0.00","2,540","0","0.00","1,423","0","0.00"
"11070  :  โรงพยาบาลสุวรรณภูมิ","2,218","0","0.00","2,182","0","0.00","1,857","0","0.00"
"11071  :  โรงพยาบาลเมืองสรวง","503","0","0.00","485","0","0.00","209","0","0.00"
"11072  :  โรงพยาบาลโพนทราย","383","0","0.00","377","0","0.00","377","0","0.00"
"11073  :  โรงพยาบาลอาจสามารถ","1,103","0","0.00","1,090","0","0.00","975","0","0.00"
"11074  :  โรงพยาบาลเมยวดี","434","0","0.00","425","0","0.00","355","0","0.00"
"11075  :  โรงพยาบาลศรีสมเด็จ","606","21","3.47","596","20","3.36","274","2","0.73"
"11076  :  โรงพยาบาลจังหาร","121","0","0.00","120","0","0.00","119","0","0.00"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","0","0","0.00","0","0","0.00","0","0","0.00"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","0","0","0.00","0","0","0.00","0","0","0.00"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","27","0","0.00","24","0","0.00","27","0","0.00"
"27989  :  โรงพยาบาลเชียงขวัญ","58","0","0.00","56","0","0.00","58","0","0.00"
"27990  :  โรงพยาบาลหนองฮี","118","0","0.00","118","0","0.00","118","0","0.00"
"10709  :  โรงพยาบาลกาฬสินธุ์","2,280","0","0.00","2,268","0","0.00","1,901","0","0.00"
"11077  :  โรงพยาบาลนามน","765","0","0.00","747","0","0.00","563","0","0.00"
"11078  :  โรงพยาบาลกมลาไสย","1,106","0","0.00","1,097","0","0.00","685","0","0.00"
"11079  :  โรงพยาบาลร่องคำ","203","0","0.00","200","0","0.00","103","0","0.00"
"11080  :  โรงพยาบาลเขาวง","859","0","0.00","850","0","0.00","616","0","0.00"
"11081  :  โรงพยาบาลยางตลาด","1,205","0","0.00","1,193","0","0.00","1,021","0","0.00"
"11082  :  โรงพยาบาลห้วยเม็ก","0","0","0.00","0","0","0.00","0","0","0.00"
"11083  :  โรงพยาบาลสหัสขันธ์","236","0","0.00","233","0","0.00","228","0","0.00"
"11084  :  โรงพยาบาลคำม่วง","1,015","0","0.00","1,004","0","0.00","663","0","0.00"
"11085  :  โรงพยาบาลท่าคันโท","708","0","0.00","699","0","0.00","416","0","0.00"
"11086  :  โรงพยาบาลหนองกุงศรี","1,036","0","0.00","1,011","0","0.00","411","0","0.00"
"11087  :  โรงพยาบาลสมเด็จ","2,453","0","0.00","2,429","0","0.00","1,677","0","0.00"
"11088  :  โรงพยาบาลห้วยผึ้ง","1,036","0","0.00","1,014","0","0.00","626","0","0.00"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","2,062","0","0.00","2,026","0","0.00","1,756","0","0.00"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0.00","0","0","0.00","0","0","0.00"
"28017  :  โรงพยาบาลนาคู","236","0","0.00","232","0","0.00","216","0","0.00"
"28789  :  โรงพยาบาลฆ้องชัย","189","0","0.00","185","0","0.00","187","0","0.00"
"28790  :  โรงพยาบาลดอนจาน","230","0","0.00","228","0","0.00","227","0","0.00"
"28791  :  โรงพยาบาลสามชัย","335","0","0.00","332","0","0.00","331","0","0.00"
"10710  :  โรงพยาบาลสกลนคร","0","0","0.00","0","0","0.00","0","0","0.00"
"11089  :  โรงพยาบาลกุสุมาลย์","909","0","0.00","903","0","0.00","897","0","0.00"
"11090  :  โรงพยาบาลกุดบาก","416","0","0.00","411","0","0.00","411","0","0.00"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","858","0","0.00","846","0","0.00","848","0","0.00"
"11092  :  โรงพยาบาลพังโคน","882","0","0.00","870","0","0.00","869","0","0.00"
"11093  :  โรงพยาบาลวาริชภูมิ","0","0","0.00","0","0","0.00","0","0","0.00"
"11094  :  โรงพยาบาลนิคมน้ำอูน","0","0","0.00","0","0","0.00","0","0","0.00"
"11095  :  โรงพยาบาลวานรนิวาส","1,853","0","0.00","1,829","0","0.00","1,689","0","0.00"
"11096  :  โรงพยาบาลคำตากล้า","0","0","0.00","0","0","0.00","0","0","0.00"
"11097  :  โรงพยาบาลบ้านม่วง","1,103","0","0.00","1,088","0","0.00","933","0","0.00"
"11098  :  โรงพยาบาลอากาศอำนวย","0","0","0.00","0","0","0.00","0","0","0.00"
"11099  :  โรงพยาบาลส่องดาว","812","0","0.00","797","0","0.00","552","0","0.00"
"11100  :  โรงพยาบาลเต่างอย","0","0","0.00","0","0","0.00","0","0","0.00"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","705","0","0.00","689","0","0.00","700","0","0.00"
"11102  :  โรงพยาบาลเจริญศิลป์","753","0","0.00","743","0","0.00","748","0","0.00"
"11103  :  โรงพยาบาลโพนนาแก้ว","0","0","0.00","0","0","0.00","0","0","0.00"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","3,849","1","0.03","3,809","1","0.03","2,170","1","0.05"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","831","0","0.00","818","0","0.00","59","0","0.00"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","261","0","0.00","258","0","0.00","257","0","0.00"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0.00","0","0","0.00","0","0","0.00"
"10711  :  โรงพยาบาลนครพนม","566","0","0.00","554","0","0.00","59","0","0.00"
"11104  :  โรงพยาบาลปลาปาก","901","0","0.00","887","0","0.00","893","0","0.00"
"11105  :  โรงพยาบาลท่าอุเทน","391","0","0.00","383","0","0.00","388","0","0.00"
"11106  :  โรงพยาบาลบ้านแพง","957","0","0.00","946","0","0.00","945","0","0.00"
"11107  :  โรงพยาบาลนาทม","122","0","0.00","121","0","0.00","121","0","0.00"
"11108  :  โรงพยาบาลเรณูนคร","1,041","0","0.00","1,023","0","0.00","1,029","0","0.00"
"11109  :  โรงพยาบาลนาแก","1,918","0","0.00","1,896","0","0.00","1,215","0","0.00"
"11110  :  โรงพยาบาลศรีสงคราม","1,580","0","0.00","1,565","0","0.00","1,202","0","0.00"
"11111  :  โรงพยาบาลนาหว้า","1,037","0","0.00","1,026","0","0.00","1,023","0","0.00"
"11112  :  โรงพยาบาลโพนสวรรค์","578","0","0.00","569","0","0.00","572","0","0.00"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","62","0","0.00","59","0","0.00","61","0","0.00"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00"
"40840  :  โรงพยาบาลวังยาง","205","0","0.00","200","0","0.00","203","0","0.00"
"10712  :  โรงพยาบาลมุกดาหาร","0","0","0.00","0","0","0.00","0","0","0.00"
"11113  :  โรงพยาบาลนิคมคำสร้อย","0","0","0.00","0","0","0.00","0","0","0.00"
"11114  :  โรงพยาบาลดอนตาล","0","0","0.00","0","0","0.00","0","0","0.00"
"11115  :  โรงพยาบาลดงหลวง","0","0","0.00","0","0","0.00","0","0","0.00"
"11116  :  โรงพยาบาลคำชะอี","0","0","0.00","0","0","0.00","0","0","0.00"
"11117  :  โรงพยาบาลหว้านใหญ่","0","0","0.00","0","0","0.00","0","0","0.00"
"11118  :  โรงพยาบาลหนองสูง","0","0","0.00","0","0","0.00","0","0","0.00"
"06009  :  โรงพยาบาลแม่ตื่น","0","0","0.00","0","0","0.00","0","0","0.00"
"10713  :  โรงพยาบาลนครพิงค์","15,741","0","0.00","15,397","0","0.00","3,846","0","0.00"
"11119  :  โรงพยาบาลจอมทอง","1,441","876","60.79","1,418","876","61.78","1,221","750","61.43"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","0","0","0.00","0","0","0.00","0","0","0.00"
"11121  :  โรงพยาบาลเชียงดาว","98","0","0.00","70","0","0.00","98","0","0.00"
"11122  :  โรงพยาบาลดอยสะเก็ด","0","0","0.00","0","0","0.00","0","0","0.00"
"11123  :  โรงพยาบาลแม่แตง","0","0","0.00","0","0","0.00","0","0","0.00"
"11124  :  โรงพยาบาลสะเมิง","0","0","0.00","0","0","0.00","0","0","0.00"
"11125  :  โรงพยาบาลฝาง","0","0","0.00","0","0","0.00","0","0","0.00"
"11126  :  โรงพยาบาลแม่อาย","560","125","22.32","350","111","31.71","540","121","22.41"
"11127  :  โรงพยาบาลพร้าว","0","0","0.00","0","0","0.00","0","0","0.00"
"11128  :  โรงพยาบาลสันป่าตอง","1,015","0","0.00","1,010","0","0.00","1,006","0","0.00"
"11129  :  โรงพยาบาลสันกำแพง","0","0","0.00","0","0","0.00","0","0","0.00"
"11130  :  โรงพยาบาลสันทราย","0","0","0.00","0","0","0.00","0","0","0.00"
"11131  :  โรงพยาบาลหางดง","0","0","0.00","0","0","0.00","0","0","0.00"
"11132  :  โรงพยาบาลฮอด","0","0","0.00","0","0","0.00","0","0","0.00"
"11133  :  โรงพยาบาลดอยเต่า","0","0","0.00","0","0","0.00","0","0","0.00"
"11134  :  โรงพยาบาลอมก๋อย","0","0","0.00","0","0","0.00","0","0","0.00"
"11135  :  โรงพยาบาลสารภี","0","0","0.00","0","0","0.00","0","0","0.00"
"11136  :  โรงพยาบาลเวียงแหง","713","0","0.00","548","0","0.00","706","0","0.00"
"11137  :  โรงพยาบาลไชยปราการ","478","214","44.77","261","170","65.13","341","114","33.43"
"11138  :  โรงพยาบาลแม่วาง","60","0","0.00","25","0","0.00","56","0","0.00"
"11139  :  โรงพยาบาลแม่ออน","0","0","0.00","0","0","0.00","0","0","0.00"
"11507  :  โรงพยาบาลกองบิน 41","0","0","0.00","0","0","0.00","0","0","0.00"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","0","0","0.00","0","0","0.00","0","0","0.00"
"11643  :  โรงพยาบาลดอยหล่อ","0","0","0.00","0","0","0.00","0","0","0.00"
"11978  :  โรงพยาบาลดารารัศมี","0","0","0.00","0","0","0.00","0","0","0.00"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0.00","0","0","0.00"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","345","0","0.00","324","0","0.00","35","0","0.00"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","0","0","0.00","0","0","0.00","0","0","0.00"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","0","0","0.00","0","0","0.00","0","0","0.00"
"12280  :  โรงพยาบาลสวนปรุง","0","0","0.00","0","0","0.00","0","0","0.00"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0.00","0","0","0.00","0","0","0.00"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","0","0","0.00","0","0","0.00","0","0","0.00"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","0","0","0.00","0","0","0.00","0","0","0.00"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","0","0","0.00","0","0","0.00","0","0","0.00"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","1,116","0","0.00","939","0","0.00","393","0","0.00"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00","0","0","0.00","0","0","0.00"
"10714  :  โรงพยาบาลลำพูน","185","0","0.00","114","0","0.00","184","0","0.00"
"11140  :  โรงพยาบาลแม่ทา","370","0","0.00","366","0","0.00","368","0","0.00"
"11141  :  โรงพยาบาลบ้านโฮ่ง","219","0","0.00","213","0","0.00","58","0","0.00"
"11142  :  โรงพยาบาลลี้","0","0","0.00","0","0","0.00","0","0","0.00"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","0","0","0.00","0","0","0.00","0","0","0.00"
"11144  :  โรงพยาบาลป่าซาง","0","0","0.00","0","0","0.00","0","0","0.00"
"11145  :  โรงพยาบาลบ้านธิ","0","0","0.00","0","0","0.00","0","0","0.00"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0.00","0","0","0.00","0","0","0.00"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","0","0","0.00","0","0","0.00","0","0","0.00"
"24956  :  โรงพยาบาลเวียงหนองล่อง","0","0","0.00","0","0","0.00","0","0","0.00"
"10672  :  โรงพยาบาลลำปาง","0","0","0.00","0","0","0.00","0","0","0.00"
"11146  :  โรงพยาบาลแม่เมาะ","1,104","0","0.00","1,087","0","0.00","1,091","0","0.00"
"11147  :  โรงพยาบาลเกาะคา","589","0","0.00","586","0","0.00","367","0","0.00"
"11148  :  โรงพยาบาลเสริมงาม","507","0","0.00","500","0","0.00","504","0","0.00"
"11149  :  โรงพยาบาลงาว","1,210","865","71.49","1,202","865","71.96","555","405","72.97"
"11150  :  โรงพยาบาลแจ้ห่ม","159","0","0.00","159","0","0.00","159","0","0.00"
"11151  :  โรงพยาบาลวังเหนือ","407","0","0.00","403","0","0.00","402","0","0.00"
"11152  :  โรงพยาบาลเถิน","173","0","0.00","167","0","0.00","173","0","0.00"
"11153  :  โรงพยาบาลแม่พริก","0","0","0.00","0","0","0.00","0","0","0.00"
"11154  :  โรงพยาบาลแม่ทะ","0","0","0.00","0","0","0.00","0","0","0.00"
"11155  :  โรงพยาบาลสบปราบ","240","0","0.00","240","0","0.00","238","0","0.00"
"11156  :  โรงพยาบาลห้างฉัตร","679","0","0.00","668","0","0.00","674","0","0.00"
"11157  :  โรงพยาบาลเมืองปาน","89","0","0.00","88","0","0.00","88","0","0.00"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0.00","0","0","0.00","0","0","0.00"
"12283  :  โรงพยาบาลมะเร็งลำปาง","0","0","0.00","0","0","0.00","0","0","0.00"
"10673  :  โรงพยาบาลอุตรดิตถ์","2,861","0","0.00","2,843","0","0.00","2,126","0","0.00"
"11158  :  โรงพยาบาลตรอน","340","0","0.00","336","0","0.00","338","0","0.00"
"11159  :  โรงพยาบาลท่าปลา","624","0","0.00","620","0","0.00","619","0","0.00"
"11160  :  โรงพยาบาลน้ำปาด","1,155","0","0.00","1,134","0","0.00","445","0","0.00"
"11161  :  โรงพยาบาลฟากท่า","245","0","0.00","242","0","0.00","243","0","0.00"
"11162  :  โรงพยาบาลบ้านโคก","192","0","0.00","192","0","0.00","192","0","0.00"
"11163  :  โรงพยาบาลพิชัย","1,388","0","0.00","1,361","0","0.00","959","0","0.00"
"11164  :  โรงพยาบาลลับแล","103","0","0.00","99","0","0.00","102","0","0.00"
"11165  :  โรงพยาบาลทองแสนขัน","248","0","0.00","244","0","0.00","245","0","0.00"
"11509  :  โรงพยาบาลค่ายพิชัยดาบหัก","0","0","0.00","0","0","0.00","0","0","0.00"
"10715  :  โรงพยาบาลแพร่","0","0","0.00","0","0","0.00","0","0","0.00"
"11166  :  โรงพยาบาลร้องกวาง","706","0","0.00","699","0","0.00","421","0","0.00"
"11167  :  โรงพยาบาลลอง","1,078","0","0.00","1,065","0","0.00","673","0","0.00"
"11169  :  โรงพยาบาลสูงเม่น","0","0","0.00","0","0","0.00","0","0","0.00"
"11170  :  โรงพยาบาลสอง","978","0","0.00","963","0","0.00","971","0","0.00"
"11171  :  โรงพยาบาลวังชิ้น","438","0","0.00","434","0","0.00","406","0","0.00"
"11172  :  โรงพยาบาลหนองม่วงไข่","30","14","46.67","30","14","46.67","29","13","44.83"
"11452  :  โรงพยาบาลสมเด็จพระยุพราชเด่นชัย","590","0","0.00","584","0","0.00","581","0","0.00"
"10716  :  โรงพยาบาลน่าน","4,350","4","0.09","4,305","4","0.09","2,675","2","0.07"
"11173  :  โรงพยาบาลแม่จริม","280","0","0.00","277","0","0.00","274","0","0.00"
"11174  :  โรงพยาบาลบ้านหลวง","162","0","0.00","159","0","0.00","159","0","0.00"
"11175  :  โรงพยาบาลนาน้อย","539","333","61.78","536","333","62.13","535","332","62.06"
"11176  :  โรงพยาบาลท่าวังผา","742","0","0.00","733","0","0.00","733","0","0.00"
"11177  :  โรงพยาบาลเวียงสา","1,006","576","57.26","979","572","58.43","790","460","58.23"
"11178  :  โรงพยาบาลทุ่งช้าง","176","3","1.70","175","3","1.71","176","3","1.70"
"11179  :  โรงพยาบาลเชียงกลาง","420","0","0.00","414","0","0.00","418","0","0.00"
"11180  :  โรงพยาบาลนาหมื่น","206","1","0.49","203","0","0.00","203","1","0.49"
"11181  :  โรงพยาบาลสันติสุข","275","73","26.55","274","73","26.64","247","68","27.53"
"11182  :  โรงพยาบาลบ่อเกลือ","185","0","0.00","185","0","0.00","173","0","0.00"
"11183  :  โรงพยาบาลสองแคว","208","1","0.48","201","1","0.50","205","1","0.49"
"11453  :  โรงพยาบาลสมเด็จพระยุพราชปัว","439","2","0.46","436","2","0.46","437","2","0.46"
"11510  :  โรงพยาบาลค่ายสุริยพงษ์","0","0","0.00","0","0","0.00","0","0","0.00"
"11625  :  โรงพยาบาลเฉลิมพระเกียรติ","76","0","0.00","76","0","0.00","76","0","0.00"
"25017  :  โรงพยาบาลภูเพียง","84","1","1.19","73","1","1.37","81","1","1.23"
"10717  :  โรงพยาบาลพะเยา","0","0","0.00","0","0","0.00","0","0","0.00"
"10718  :  โรงพยาบาลเชียงคำ","0","0","0.00","0","0","0.00","0","0","0.00"
"11184  :  โรงพยาบาลจุน","740","1","0.14","733","0","0.00","640","1","0.16"
"11185  :  โรงพยาบาลเชียงม่วน","0","0","0.00","0","0","0.00","0","0","0.00"
"11186  :  โรงพยาบาลดอกคำใต้","287","0","0.00","282","0","0.00","282","0","0.00"
"11187  :  โรงพยาบาลปง","285","0","0.00","282","0","0.00","283","0","0.00"
"11188  :  โรงพยาบาลแม่ใจ","0","0","0.00","0","0","0.00","0","0","0.00"
"15140  :  โรงพยาบาลค่ายขุนเจืองธรรมิกราช","0","0","0.00","0","0","0.00","0","0","0.00"
"40744  :  โรงพยาบาลภูซาง","0","0","0.00","0","0","0.00","0","0","0.00"
"40745  :  โรงพยาบาลภูกามยาว","0","0","0.00","0","0","0.00","0","0","0.00"
"41347  :  โรงพยาบาลมหาวิทยาลัยพะเยา","0","0","0.00","0","0","0.00","0","0","0.00"
"10674  :  โรงพยาบาลเชียงรายประชานุเคราะห์","5,133","0","0.00","5,014","0","0.00","4,147","0","0.00"
"11189  :  โรงพยาบาลเทิง","1,963","0","0.00","1,938","0","0.00","1,321","0","0.00"
"11190  :  โรงพยาบาลพาน","0","0","0.00","0","0","0.00","0","0","0.00"
"11191  :  โรงพยาบาลป่าแดด","231","43","18.61","230","43","18.70","67","24","35.82"
"11192  :  โรงพยาบาลแม่จัน","0","0","0.00","0","0","0.00","0","0","0.00"
"11193  :  โรงพยาบาลเชียงแสน","493","0","0.00","400","0","0.00","261","0","0.00"
"11194  :  โรงพยาบาลแม่สาย","2,508","0","0.00","1,892","0","0.00","1,874","0","0.00"
"11195  :  โรงพยาบาลแม่สรวย","504","0","0.00","469","0","0.00","498","0","0.00"
"11196  :  โรงพยาบาลเวียงป่าเป้า","765","0","0.00","713","0","0.00","690","0","0.00"
"11197  :  โรงพยาบาลพญาเม็งราย","351","0","0.00","346","0","0.00","99","0","0.00"
"11198  :  โรงพยาบาลเวียงแก่น","492","292","59.35","448","278","62.05","483","277","57.35"
"11199  :  โรงพยาบาลขุนตาล","145","0","0.00","134","0","0.00","140","0","0.00"
"11200  :  โรงพยาบาลแม่ฟ้าหลวง","342","0","0.00","248","0","0.00","339","0","0.00"
"11201  :  โรงพยาบาลแม่ลาว","81","0","0.00","79","0","0.00","81","0","0.00"
"11202  :  โรงพยาบาลเวียงเชียงรุ้ง","386","0","0.00","380","0","0.00","379","0","0.00"
"11454  :  โรงพยาบาลสมเด็จพระยุพราชเชียงของ","1,701","1","0.06","1,618","0","0.00","1,333","1","0.08"
"15012  :  โรงพยาบาลสมเด็จพระญาณสังวร","35","11","31.43","29","11","37.93","34","11","32.35"
"23429  :  โรงพยาบาลมหาวิทยาลัยแม่ฟ้าหลวง","0","0","0.00","0","0","0.00","0","0","0.00"
"28823  :  โรงพยาบาลดอยหลวง","0","0","0.00","0","0","0.00","0","0","0.00"
"41509  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยแม่ฟ้าหลวง","0","0","0.00","0","0","0.00","0","0","0.00"
"10719  :  โรงพยาบาลศรีสังวาลย์","824","0","0.00","740","0","0.00","586","0","0.00"
"11203  :  โรงพยาบาลขุนยวม","599","0","0.00","414","0","0.00","592","0","0.00"
"11204  :  โรงพยาบาลปาย","921","0","0.00","646","0","0.00","691","0","0.00"
"11205  :  โรงพยาบาลแม่สะเรียง","1,740","2","0.11","1,677","0","0.00","1,210","2","0.17"
"11206  :  โรงพยาบาลแม่ลาน้อย","344","144","41.86","332","144","43.37","341","143","41.94"
"11207  :  โรงพยาบาลสบเมย","240","0","0.00","158","0","0.00","237","0","0.00"
"11208  :  โรงพยาบาลปางมะผ้า","530","0","0.00","77","0","0.00","530","0","0.00"
"14197  :  โรงพยาบาลธัญญรักษ์แม่ฮ่องสอน","0","0","0.00","0","0","0.00","0","0","0.00"
"10675  :  โรงพยาบาลสวรรค์ประชารักษ์","0","0","0.00","0","0","0.00","0","0","0.00"
"11209  :  โรงพยาบาลโกรกพระ","0","0","0.00","0","0","0.00","0","0","0.00"
"11210  :  โรงพยาบาลชุมแสง","0","0","0.00","0","0","0.00","0","0","0.00"
"11211  :  โรงพยาบาลหนองบัว","0","0","0.00","0","0","0.00","0","0","0.00"
"11212  :  โรงพยาบาลบรรพตพิสัย","0","0","0.00","0","0","0.00","0","0","0.00"
"11213  :  โรงพยาบาลเก้าเลี้ยว","0","0","0.00","0","0","0.00","0","0","0.00"
"11214  :  โรงพยาบาลตาคลี","0","0","0.00","0","0","0.00","0","0","0.00"
"11215  :  โรงพยาบาลท่าตะโก","0","0","0.00","0","0","0.00","0","0","0.00"
"11216  :  โรงพยาบาลไพศาลี","0","0","0.00","0","0","0.00","0","0","0.00"
"11217  :  โรงพยาบาลพยุหะคีรี","0","0","0.00","0","0","0.00","0","0","0.00"
"11218  :  โรงพยาบาลลาดยาว","0","0","0.00","0","0","0.00","0","0","0.00"
"11219  :  โรงพยาบาลตากฟ้า","0","0","0.00","0","0","0.00","0","0","0.00"
