"โรงพยาบาล","ปีการศึกษา 2563 เทอม1","ปีการศึกษา 2563 เทอม2"
"เด็กนักเรียน ป.1-6 ทั้งหมด(C)","ตรวจฟัน(B)","%","เคลือบหลุมร่องฟันแท้(A)","%","เด็กนักเรียน ป.1-6 ทั้งหมด (C)","ตรวจฟัน(B)","%","เคลือบหลุมร่องฟันแท้(A)","%"
"14132  :  โรงพยาบาลซำสูง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77649  :  โรงพยาบาลหนองนาคำ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77650  :  โรงพยาบาลเวียงเก่า","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","676","257","38.02","2","0.30","813","376","46.25","377","46.37"
"77652  :  โรงพยาบาลโนนศิลา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10671  :  โรงพยาบาลอุดรธานี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11013  :  โรงพยาบาลกุดจับ","1,780","35","1.97","4","0.22","1,744","365","20.93","799","45.81"
"11014  :  โรงพยาบาลหนองวัวซอ","1,210","31","2.56","32","2.64","1,220","145","11.89","137","11.23"
"11015  :  โรงพยาบาลกุมภวาปี","3,787","98","2.59","82","2.17","3,644","256","7.03","249","6.83"
"11016  :  โรงพยาบาลห้วยเกิ้ง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11017  :  โรงพยาบาลโนนสะอาด","1,221","4","0.33","3","0.25","1,344","3","0.22","3","0.22"
"11018  :  โรงพยาบาลหนองหาน","2,125","117","5.51","122","5.74","1,974","475","24.06","471","23.86"
"11019  :  โรงพยาบาลทุ่งฝน","688","0","0.00","15","2.18","658","17","2.58","2","0.30"
"11020  :  โรงพยาบาลไชยวาน","1,111","6","0.54","7","0.63","1,028","5","0.49","0","0.00"
"11021  :  โรงพยาบาลศรีธาตุ","77","2","2.60","0","0.00","79","28","35.44","29","36.71"
"11022  :  โรงพยาบาลวังสามหมอ","1,427","89","6.24","52","3.64","1,457","1,247","85.59","1,245","85.45"
"11023  :  โรงพยาบาลบ้านผือ","2,482","220","8.86","331","13.34","2,491","295","11.84","207","8.31"
"11024  :  โรงพยาบาลน้ำโสม","1,859","23","1.24","1","0.05","1,873","294","15.70","294","15.70"
"11025  :  โรงพยาบาลเพ็ญ","2,238","313","13.99","323","14.43","2,286","311","13.60","3","0.13"
"11026  :  โรงพยาบาลสร้างคอม","515","0","0.00","0","0.00","549","0","0.00","0","0.00"
"11027  :  โรงพยาบาลหนองแสง","982","9","0.92","13","1.32","1,016","41","4.04","132","12.99"
"11028  :  โรงพยาบาลนายูง","339","2","0.59","1","0.29","340","3","0.88","2","0.59"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","105","1","0.95","1","0.95","121","11","9.09","11","9.09"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","2,879","208","7.22","12","0.42","3,183","237","7.45","234","7.35"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"25058  :  โรงพยาบาลกู่แก้ว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10705  :  โรงพยาบาลเลย","4,572","2,780","60.80","370","8.09","5,141","776","15.09","2,795","54.37"
"11030  :  โรงพยาบาลนาด้วง","713","0","0.00","56","7.85","714","117","16.39","70","9.80"
"11031  :  โรงพยาบาลเชียงคาน","1,158","162","13.99","139","12.00","1,414","146","10.33","162","11.46"
"11032  :  โรงพยาบาลปากชม","473","87","18.39","130","27.48","497","32","6.44","2","0.40"
"11033  :  โรงพยาบาลนาแห้ว","300","28","9.33","72","24.00","200","65","32.50","8","4.00"
"11034  :  โรงพยาบาลภูเรือ","554","20","3.61","27","4.87","486","46","9.47","46","9.47"
"11035  :  โรงพยาบาลท่าลี่","668","130","19.46","24","3.59","618","177","28.64","174","28.16"
"11036  :  โรงพยาบาลวังสะพุง","1,658","65","3.92","3","0.18","1,558","70","4.49","135","8.66"
"11037  :  โรงพยาบาลภูกระดึง","1,203","21","1.75","159","13.22","1,117","197","17.64","82","7.34"
"11038  :  โรงพยาบาลภูหลวง","609","109","17.90","68","11.17","509","166","32.61","120","23.58"
"11039  :  โรงพยาบาลผาขาว","870","65","7.47","125","14.37","818","155","18.95","124","15.16"
"11447  :  โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","1,297","216","16.65","207","15.96","978","64","6.54","29","2.97"
"14133  :  โรงพยาบาลเอราวัณ","1,258","200","15.90","452","35.93","1,197","437","36.51","28","2.34"
"14644  :  โรงพยาบาลจิตเวชเลยราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28861  :  โรงพยาบาลหนองหิน","1,395","9","0.65","21","1.51","1,371","27","1.97","24","1.75"
"10706  :  โรงพยาบาลหนองคาย","2,149","46","2.14","28","1.30","2,837","453","15.97","435","15.33"
"11042  :  โรงพยาบาลโพนพิสัย","670","330","49.25","328","48.96","676","57","8.43","33","4.88"
"11044  :  โรงพยาบาลศรีเชียงใหม่","935","374","40.00","497","53.16","951","394","41.43","496","52.16"
"11045  :  โรงพยาบาลสังคม","547","28","5.12","4","0.73","559","30","5.37","30","5.37"
"11448  :  โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ","1,485","71","4.78","98","6.60","2,418","217","8.97","185","7.65"
"14558  :  โรงพยาบาลพิสัยเวช","1,385","402","29.03","297","21.44","1,363","226","16.58","191","14.01"
"21356  :  โรงพยาบาลสระใคร","129","91","70.54","108","83.72","127","83","65.35","35","27.56"
"28778  :  โรงพยาบาลโพธิ์ตาก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28811  :  โรงพยาบาลเฝ้าไร่","339","80","23.60","67","19.76","346","179","51.73","148","42.77"
"28815  :  โรงพยาบาลรัตนวาปี","22","0","0.00","0","0.00","20","17","85.00","19","95.00"
"10707  :  โรงพยาบาลมหาสารคาม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11051  :  โรงพยาบาลแกดำ","210","2","0.95","3","1.43","211","96","45.50","97","45.97"
"11052  :  โรงพยาบาลโกสุมพิสัย","2,252","81","3.60","54","2.40","2,255","502","22.26","480","21.29"
"11053  :  โรงพยาบาลกันทรวิชัย","932","106","11.37","90","9.66","935","79","8.45","63","6.74"
"11054  :  โรงพยาบาลเชียงยืน","1,506","375","24.90","215","14.28","1,511","277","18.33","206","13.63"
"11055  :  โรงพยาบาลบรบือ","1,607","11","0.68","12","0.75","1,766","13","0.74","12","0.68"
"11056  :  โรงพยาบาลนาเชือก","1,054","16","1.52","8","0.76","1,414","61","4.31","54","3.82"
"11057  :  โรงพยาบาลพยัคฆภูมิพิสัย","2,826","37","1.31","20","0.71","2,846","284","9.98","270","9.49"
"11058  :  โรงพยาบาลวาปีปทุม","2,456","139","5.66","132","5.37","2,755","166","6.03","185","6.72"
"11059  :  โรงพยาบาลนาดูน","419","5","1.19","2","0.48","420","158","37.62","159","37.86"
"11060  :  โรงพยาบาลยางสีสุราช","383","262","68.41","251","65.54","389","207","53.21","42","10.80"
"22953  :  โรงพยาบาลสุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม","1,644","38","2.31","58","3.53","1,646","22","1.34","18","1.09"
"24704  :  โรงพยาบาลกุดรัง","148","119","80.41","11","7.43","150","145","96.67","145","96.67"
"28843  :  โรงพยาบาลชื่นชม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10708  :  โรงพยาบาลร้อยเอ็ด","123","0","0.00","0","0.00","38","0","0.00","0","0.00"
"11061  :  โรงพยาบาลเกษตรวิสัย","1,559","9","0.58","7","0.45","1,568","212","13.52","224","14.29"
"11062  :  โรงพยาบาลปทุมรัตต์","1,271","455","35.80","92","7.24","1,249","377","30.18","482","38.59"
"11063  :  โรงพยาบาลจตุรพักตรพิมาน","1,090","157","14.40","411","37.71","1,029","361","35.08","265","25.75"
"11064  :  โรงพยาบาลธวัชบุรี","328","230","70.12","233","71.04","311","37","11.90","16","5.14"
"11065  :  โรงพยาบาลพนมไพร","1,331","152","11.42","142","10.67","1,328","26","1.96","16","1.20"
"11066  :  โรงพยาบาลโพนทอง","2,336","59","2.53","56","2.40","2,362","182","7.71","162","6.86"
"11067  :  โรงพยาบาลโพธิ์ชัย","713","11","1.54","12","1.68","675","35","5.19","34","5.04"
"11068  :  โรงพยาบาลหนองพอก","1,836","55","3.00","19","1.03","1,980","71","3.59","63","3.18"
"11069  :  โรงพยาบาลเสลภูมิ","2,886","871","30.18","821","28.45","2,880","651","22.60","537","18.65"
"11070  :  โรงพยาบาลสุวรรณภูมิ","2,531","124","4.90","274","10.83","2,480","432","17.42","412","16.61"
"11071  :  โรงพยาบาลเมืองสรวง","612","317","51.80","289","47.22","608","370","60.86","347","57.07"
"11072  :  โรงพยาบาลโพนทราย","424","20","4.72","0","0.00","427","151","35.36","152","35.60"
"11073  :  โรงพยาบาลอาจสามารถ","1,127","11","0.98","0","0.00","1,129","77","6.82","77","6.82"
"11074  :  โรงพยาบาลเมยวดี","484","82","16.94","80","16.53","486","77","15.84","72","14.81"
"11075  :  โรงพยาบาลศรีสมเด็จ","746","17","2.28","2","0.27","727","363","49.93","371","51.03"
"11076  :  โรงพยาบาลจังหาร","127","22","17.32","25","19.69","143","25","17.48","0","0.00"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","31","20","64.52","20","64.52","68","27","39.71","28","41.18"
"27989  :  โรงพยาบาลเชียงขวัญ","51","2","3.92","1","1.96","78","37","47.44","37","47.44"
"27990  :  โรงพยาบาลหนองฮี","127","18","14.17","15","11.81","145","20","13.79","21","14.48"
"10709  :  โรงพยาบาลกาฬสินธุ์","2,294","8","0.35","16","0.70","2,293","10","0.44","21","0.92"
"11077  :  โรงพยาบาลนามน","793","18","2.27","330","41.61","793","212","26.73","208","26.23"
"11078  :  โรงพยาบาลกมลาไสย","1,113","0","0.00","0","0.00","1,221","51","4.18","60","4.91"
"11079  :  โรงพยาบาลร่องคำ","338","0","0.00","1","0.30","860","122","14.19","122","14.19"
"11080  :  โรงพยาบาลเขาวง","980","109","11.12","371","37.86","998","354","35.47","61","6.11"
"11081  :  โรงพยาบาลยางตลาด","1,339","6","0.45","415","30.99","1,374","27","1.97","0","0.00"
"11082  :  โรงพยาบาลห้วยเม็ก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11083  :  โรงพยาบาลสหัสขันธ์","246","150","60.98","0","0.00","263","35","13.31","161","61.22"
"11084  :  โรงพยาบาลคำม่วง","1,065","196","18.40","197","18.50","1,078","9","0.83","2","0.19"
"11085  :  โรงพยาบาลท่าคันโท","716","19","2.65","51","7.12","849","231","27.21","220","25.91"
"11086  :  โรงพยาบาลหนองกุงศรี","1,096","174","15.88","179","16.33","1,163","10","0.86","3","0.26"
"11087  :  โรงพยาบาลสมเด็จ","2,572","115","4.47","65","2.53","2,582","253","9.80","305","11.81"
"11088  :  โรงพยาบาลห้วยผึ้ง","1,148","7","0.61","25","2.18","1,189","176","14.80","171","14.38"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","2,198","6","0.27","28","1.27","2,285","3","0.13","11","0.48"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28017  :  โรงพยาบาลนาคู","266","0","0.00","4","1.50","270","4","1.48","1","0.37"
"28789  :  โรงพยาบาลฆ้องชัย","239","0","0.00","0","0.00","218","0","0.00","1","0.46"
"28790  :  โรงพยาบาลดอนจาน","253","0","0.00","0","0.00","256","0","0.00","0","0.00"
"28791  :  โรงพยาบาลสามชัย","353","1","0.28","1","0.28","333","60","18.02","59","17.72"
"10710  :  โรงพยาบาลสกลนคร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11089  :  โรงพยาบาลกุสุมาลย์","1,059","210","19.83","319","30.12","1,073","188","17.52","0","0.00"
"11090  :  โรงพยาบาลกุดบาก","775","141","18.19","90","11.61","699","28","4.01","108","15.45"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","1,141","19","1.67","37","3.24","1,023","37","3.62","12","1.17"
"11092  :  โรงพยาบาลพังโคน","1,781","1,188","66.70","1,192","66.93","1,787","86","4.81","46","2.57"
"11093  :  โรงพยาบาลวาริชภูมิ","1,224","27","2.21","6","0.49","1,234","14","1.13","40","3.24"
"11094  :  โรงพยาบาลนิคมน้ำอูน","654","149","22.78","155","23.70","617","9","1.46","1","0.16"
"11095  :  โรงพยาบาลวานรนิวาส","2,147","983","45.78","983","45.78","2,107","1,236","58.66","358","16.99"
"11096  :  โรงพยาบาลคำตากล้า","546","327","59.89","330","60.44","1,230","420","34.15","108","8.78"
"11097  :  โรงพยาบาลบ้านม่วง","1,239","106","8.56","28","2.26","1,240","308","24.84","298","24.03"
"11098  :  โรงพยาบาลอากาศอำนวย","1,484","223","15.03","250","16.85","1,466","5","0.34","3","0.20"
"11099  :  โรงพยาบาลส่องดาว","886","163","18.40","163","18.40","899","17","1.89","5","0.56"
"11100  :  โรงพยาบาลเต่างอย","450","1","0.22","25","5.56","449","25","5.57","0","0.00"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","794","425","53.53","441","55.54","883","41","4.64","8","0.91"
"11102  :  โรงพยาบาลเจริญศิลป์","791","337","42.60","295","37.29","792","338","42.68","62","7.83"
"11103  :  โรงพยาบาลโพนนาแก้ว","283","50","17.67","50","17.67","290","2","0.69","0","0.00"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","4,145","498","12.01","355","8.56","4,145","745","17.97","772","18.62"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","948","6","0.63","14","1.48","961","2","0.21","0","0.00"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","266","131","49.25","132","49.62","277","10","3.61","0","0.00"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10711  :  โรงพยาบาลนครพนม","664","14","2.11","7","1.05","1,038","23","2.22","20","1.93"
"11104  :  โรงพยาบาลปลาปาก","961","122","12.70","214","22.27","975","437","44.82","231","23.69"
"11105  :  โรงพยาบาลท่าอุเทน","410","5","1.22","0","0.00","410","12","2.93","12","2.93"
"11106  :  โรงพยาบาลบ้านแพง","1,211","59","4.87","53","4.38","1,210","48","3.97","10","0.83"
"11107  :  โรงพยาบาลนาทม","340","1","0.29","1","0.29","341","7","2.05","6","1.76"
"11108  :  โรงพยาบาลเรณูนคร","1,078","241","22.36","178","16.51","1,077","171","15.88","285","26.46"
"11109  :  โรงพยาบาลนาแก","2,112","159","7.53","58","2.75","2,117","283","13.37","276","13.04"
"11110  :  โรงพยาบาลศรีสงคราม","1,660","3","0.18","3","0.18","1,663","72","4.33","69","4.15"
"11111  :  โรงพยาบาลนาหว้า","1,073","127","11.84","1","0.09","1,077","341","31.66","340","31.57"
"11112  :  โรงพยาบาลโพนสวรรค์","604","52","8.61","52","8.61","603","13","2.16","0","0.00"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","81","0","0.00","0","0.00","107","1","0.93","1","0.93"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"40840  :  โรงพยาบาลวังยาง","206","13","6.31","11","5.34","229","42","18.34","38","16.59"
"10712  :  โรงพยาบาลมุกดาหาร","3,652","609","16.68","625","17.11","4,471","505","11.30","208","4.65"
"11113  :  โรงพยาบาลนิคมคำสร้อย","571","191","33.45","245","42.91","581","93","16.01","68","11.70"
"11114  :  โรงพยาบาลดอนตาล","694","298","42.94","362","52.16","695","393","56.55","145","20.86"
"11115  :  โรงพยาบาลดงหลวง","685","2","0.29","19","2.77","698","253","36.25","260","37.25"
"11116  :  โรงพยาบาลคำชะอี","909","11","1.21","6","0.66","1,061","79","7.45","79","7.45"
"11117  :  โรงพยาบาลหว้านใหญ่","190","14","7.37","2","1.05","170","147","86.47","147","86.47"
"11118  :  โรงพยาบาลหนองสูง","185","98","52.97","99","53.51","208","15","7.21","5","2.40"
"06009  :  โรงพยาบาลแม่ตื่น","297","237","79.80","238","80.13","297","20","6.73","2","0.67"
"10713  :  โรงพยาบาลนครพิงค์","14,195","74","0.52","67","0.47","17,786","48","0.27","79","0.44"
"11119  :  โรงพยาบาลจอมทอง","1,880","1,022","54.36","7","0.37","1,860","1,036","55.70","1,068","57.42"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","999","284","28.43","283","28.33","1,048","81","7.73","78","7.44"
"11121  :  โรงพยาบาลเชียงดาว","1,664","267","16.05","130","7.81","1,831","460","25.12","525","28.67"
"11122  :  โรงพยาบาลดอยสะเก็ด","880","265","30.11","257","29.20","960","41","4.27","9","0.94"
"11123  :  โรงพยาบาลแม่แตง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11124  :  โรงพยาบาลสะเมิง","338","70","20.71","59","17.46","383","96","25.07","40","10.44"
"11125  :  โรงพยาบาลฝาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11126  :  โรงพยาบาลแม่อาย","839","150","17.88","156","18.59","944","27","2.86","26","2.75"
"11127  :  โรงพยาบาลพร้าว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11128  :  โรงพยาบาลสันป่าตอง","1,157","598","51.69","603","52.12","1,164","144","12.37","106","9.11"
"11129  :  โรงพยาบาลสันกำแพง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11130  :  โรงพยาบาลสันทราย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11131  :  โรงพยาบาลหางดง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11132  :  โรงพยาบาลฮอด","902","1","0.11","0","0.00","898","2","0.22","4","0.45"
"11133  :  โรงพยาบาลดอยเต่า","208","154","74.04","155","74.52","207","98","47.34","1","0.48"
"11134  :  โรงพยาบาลอมก๋อย","1,125","526","46.76","528","46.93","1,134","30","2.65","4","0.35"
"11135  :  โรงพยาบาลสารภี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11136  :  โรงพยาบาลเวียงแหง","722","167","23.13","131","18.14","782","153","19.57","57","7.29"
"11137  :  โรงพยาบาลไชยปราการ","324","51","15.74","51","15.74","494","5","1.01","0","0.00"
"11138  :  โรงพยาบาลแม่วาง","263","1","0.38","1","0.38","317","1","0.32","0","0.00"
"11139  :  โรงพยาบาลแม่ออน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11507  :  โรงพยาบาลกองบิน 41","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11643  :  โรงพยาบาลดอยหล่อ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11978  :  โรงพยาบาลดารารัศมี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","402","1","0.25","3","0.75","427","12","2.81","12","2.81"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","140","21","15.00","32","22.86","235","1","0.43","1","0.43"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12280  :  โรงพยาบาลสวนปรุง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","538","4","0.74","2","0.37","1,040","3","0.29","6","0.58"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","1,163","47","4.04","49","4.21","1,295","119","9.19","115","8.88"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","203","0","0.00","0","0.00","204","0","0.00","0","0.00"
"10714  :  โรงพยาบาลลำพูน","1,539","232","15.07","141","9.16","1,540","89","5.78","144","9.35"
"11140  :  โรงพยาบาลแม่ทา","341","168","49.27","99","29.03","382","146","38.22","123","32.20"
"11141  :  โรงพยาบาลบ้านโฮ่ง","431","199","46.17","169","39.21","627","266","42.42","209","33.33"
"11142  :  โรงพยาบาลลี้","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","128","36","28.13","34","26.56","212","32","15.09","18","8.49"
"11144  :  โรงพยาบาลป่าซาง","601","7","1.16","1","0.17","655","120","18.32","127","19.39"
"11145  :  โรงพยาบาลบ้านธิ","409","77","18.83","53","12.96","553","28","5.06","25","4.52"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24956  :  โรงพยาบาลเวียงหนองล่อง","0","0","0.00","0","0.00","124","1","0.81","1","0.81"
"10672  :  โรงพยาบาลลำปาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11146  :  โรงพยาบาลแม่เมาะ","1,214","34","2.80","33","2.72","1,210","37","3.06","37","3.06"
"11147  :  โรงพยาบาลเกาะคา","631","0","0.00","0","0.00","629","3","0.48","3","0.48"
"11148  :  โรงพยาบาลเสริมงาม","542","121","22.32","106","19.56","540","276","51.11","265","49.07"
"11149  :  โรงพยาบาลงาว","1,298","7","0.54","16","1.23","1,307","1","0.08","4","0.31"
"11150  :  โรงพยาบาลแจ้ห่ม","144","19","13.19","15","10.42","148","20","13.51","7","4.73"
"11151  :  โรงพยาบาลวังเหนือ","387","46","11.89","19","4.91","396","57","14.39","72","18.18"
"11152  :  โรงพยาบาลเถิน","164","56","34.15","51","31.10","170","34","20.00","29","17.06"
"11153  :  โรงพยาบาลแม่พริก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11154  :  โรงพยาบาลแม่ทะ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11155  :  โรงพยาบาลสบปราบ","274","103","37.59","78","28.47","273","31","11.36","30","10.99"
"11156  :  โรงพยาบาลห้างฉัตร","750","29","3.87","31","4.13","766","10","1.31","9","1.17"
"11157  :  โรงพยาบาลเมืองปาน","89","7","7.87","2","2.25","90","0","0.00","6","6.67"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12283  :  โรงพยาบาลมะเร็งลำปาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10673  :  โรงพยาบาลอุตรดิตถ์","3,354","611","18.22","121","3.61","3,555","631","17.75","717","20.17"
"11158  :  โรงพยาบาลตรอน","368","47","12.77","117","31.79","369","118","31.98","2","0.54"
"11159  :  โรงพยาบาลท่าปลา","618","3","0.49","2","0.32","621","259","41.71","297","47.83"
"11160  :  โรงพยาบาลน้ำปาด","1,157","61","5.27","62","5.36","1,185","206","17.38","206","17.38"
"11161  :  โรงพยาบาลฟากท่า","259","0","0.00","147","56.76","258","157","60.85","28","10.85"
"11162  :  โรงพยาบาลบ้านโคก","194","86","44.33","86","44.33","209","48","22.97","30","14.35"
"11163  :  โรงพยาบาลพิชัย","1,559","1,273","81.65","1,265","81.14","1,569","579","36.90","327","20.84"
"11164  :  โรงพยาบาลลับแล","98","29","29.59","34","34.69","547","50","9.14","8","1.46"
"11165  :  โรงพยาบาลทองแสนขัน","251","5","1.99","0","0.00","268","62","23.13","71","26.49"
"11509  :  โรงพยาบาลค่ายพิชัยดาบหัก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10715  :  โรงพยาบาลแพร่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11166  :  โรงพยาบาลร้องกวาง","741","1","0.13","31","4.18","773","93","12.03","119","15.39"
"11167  :  โรงพยาบาลลอง","1,068","36","3.37","37","3.46","1,289","54","4.19","0","0.00"
"11169  :  โรงพยาบาลสูงเม่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11170  :  โรงพยาบาลสอง","1,049","135","12.87","119","11.34","1,016","32","3.15","16","1.57"
"11171  :  โรงพยาบาลวังชิ้น","611","4","0.65","42","6.87","592","29","4.90","2","0.34"
"11172  :  โรงพยาบาลหนองม่วงไข่","35","0","0.00","0","0.00","37","0","0.00","0","0.00"
"11452  :  โรงพยาบาลสมเด็จพระยุพราชเด่นชัย","630","22","3.49","23","3.65","762","22","2.89","8","1.05"
"10716  :  โรงพยาบาลน่าน","4,604","1,867","40.55","1,084","23.54","5,203","161","3.09","1,178","22.64"
"11173  :  โรงพยาบาลแม่จริม","269","247","91.82","26","9.67","272","220","80.88","224","82.35"
"11174  :  โรงพยาบาลบ้านหลวง","148","1","0.68","1","0.68","148","61","41.22","65","43.92"
"11175  :  โรงพยาบาลนาน้อย","556","9","1.62","5","0.90","554","134","24.19","131","23.65"
"11176  :  โรงพยาบาลท่าวังผา","855","23","2.69","13","1.52","867","10","1.15","21","2.42"
"11177  :  โรงพยาบาลเวียงสา","1,148","48","4.18","45","3.92","1,187","168","14.15","190","16.01"
"11178  :  โรงพยาบาลทุ่งช้าง","177","65","36.72","62","35.03","180","1","0.56","5","2.78"
"11179  :  โรงพยาบาลเชียงกลาง","457","201","43.98","266","58.21","485","270","55.67","19","3.92"
"11180  :  โรงพยาบาลนาหมื่น","221","90","40.72","72","32.58","220","60","27.27","22","10.00"
"11181  :  โรงพยาบาลสันติสุข","314","106","33.76","104","33.12","273","103","37.73","25","9.16"
"11182  :  โรงพยาบาลบ่อเกลือ","187","29","15.51","24","12.83","187","148","79.14","138","73.80"
"11183  :  โรงพยาบาลสองแคว","221","1","0.45","1","0.45","221","10","4.52","9","4.07"
