"โรงพยาบาล","ตค. ถึง มีค.","เมย. ถึง กย."
"B","A","ร้อยละ","B","A","ร้อยละ"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0.00","0","0","0.00"
"10711  :  โรงพยาบาลนครพนม","3,846","8","0.21","2,984","5","0.17"
"11104  :  โรงพยาบาลปลาปาก","2,287","3","0.13","2,432","3","0.12"
"11105  :  โรงพยาบาลท่าอุเทน","1,764","1","0.06","2,019","3","0.15"
"11106  :  โรงพยาบาลบ้านแพง","1,307","0","0.00","1,765","0","0.00"
"11107  :  โรงพยาบาลนาทม","271","0","0.00","211","0","0.00"
"11108  :  โรงพยาบาลเรณูนคร","1,952","1","0.05","2,470","9","0.36"
"11109  :  โรงพยาบาลนาแก","2,051","0","0.00","2,327","0","0.00"
"11110  :  โรงพยาบาลศรีสงคราม","3,605","7","0.19","3,788","9","0.24"
"11111  :  โรงพยาบาลนาหว้า","2,295","2","0.09","2,452","9","0.37"
"11112  :  โรงพยาบาลโพนสวรรค์","1,930","6","0.31","3,074","2","0.07"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","228","0","0.00","218","0","0.00"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0.00","0","0","0.00"
"40840  :  โรงพยาบาลวังยาง","0","0","0.00","213","0","0.00"
"10712  :  โรงพยาบาลมุกดาหาร","4,517","9","0.20","5,536","13","0.23"
"11113  :  โรงพยาบาลนิคมคำสร้อย","1,629","4","0.25","2,320","168","7.24"
"11114  :  โรงพยาบาลดอนตาล","375","0","0.00","17","1","5.88"
"11115  :  โรงพยาบาลดงหลวง","1,748","5","0.29","1,707","1","0.06"
"11116  :  โรงพยาบาลคำชะอี","1,345","0","0.00","1,781","3","0.17"
"11117  :  โรงพยาบาลหว้านใหญ่","1,279","1","0.08","1,168","0","0.00"
"11118  :  โรงพยาบาลหนองสูง","966","0","0.00","1,227","0","0.00"
"06009  :  โรงพยาบาลแม่ตื่น","12","0","0.00","81","0","0.00"
"10713  :  โรงพยาบาลนครพิงค์","4,964","3","0.06","6,948","2,943","42.36"
"11119  :  โรงพยาบาลจอมทอง","2,876","0","0.00","3,151","0","0.00"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","1,299","0","0.00","1,784","70","3.92"
"11121  :  โรงพยาบาลเชียงดาว","1,697","5","0.29","2,414","5","0.21"
"11122  :  โรงพยาบาลดอยสะเก็ด","863","1","0.12","2,944","8","0.27"
"11123  :  โรงพยาบาลแม่แตง","0","0","0.00","692","1","0.14"
"11124  :  โรงพยาบาลสะเมิง","253","0","0.00","748","2","0.27"
"11125  :  โรงพยาบาลฝาง","3,535","1","0.03","2,595","3","0.12"
"11126  :  โรงพยาบาลแม่อาย","1,011","0","0.00","1,523","21","1.38"
"11127  :  โรงพยาบาลพร้าว","0","0","0.00","723","2","0.28"
"11128  :  โรงพยาบาลสันป่าตอง","1,715","0","0.00","2,645","1","0.04"
"11129  :  โรงพยาบาลสันกำแพง","0","0","0.00","653","1","0.15"
"11130  :  โรงพยาบาลสันทราย","1","0","0.00","0","0","0.00"
"11131  :  โรงพยาบาลหางดง","2,426","4","0.16","1,712","5","0.29"
"11132  :  โรงพยาบาลฮอด","1,542","0","0.00","1,575","0","0.00"
"11133  :  โรงพยาบาลดอยเต่า","218","0","0.00","258","0","0.00"
"11134  :  โรงพยาบาลอมก๋อย","1,940","5","0.26","1,992","9","0.45"
"11135  :  โรงพยาบาลสารภี","2","0","0.00","7,572","2","0.03"
"11136  :  โรงพยาบาลเวียงแหง","0","0","0.00","0","0","0.00"
"11137  :  โรงพยาบาลไชยปราการ","1,008","3","0.30","1,021","4","0.39"
"11138  :  โรงพยาบาลแม่วาง","1","0","0.00","0","0","0.00"
"11139  :  โรงพยาบาลแม่ออน","0","0","0.00","0","0","0.00"
"11507  :  โรงพยาบาลกองบิน 41","0","0","0.00","0","0","0.00"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","0","0","0.00","0","0","0.00"
"11643  :  โรงพยาบาลดอยหล่อ","368","0","0.00","60","0","0.00"
"11978  :  โรงพยาบาลดารารัศมี","0","0","0.00","0","0","0.00"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0.00"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","135","0","0.00","360","0","0.00"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","1","0","0.00","250","0","0.00"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","0","0","0.00","0","0","0.00"
"12280  :  โรงพยาบาลสวนปรุง","0","0","0.00","0","0","0.00"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0.00","0","0","0.00"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","273","0","0.00","0","0","0.00"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","0","0","0.00","0","0","0.00"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","0","0","0.00","0","0","0.00"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","1,261","0","0.00","1,130","0","0.00"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","1,215","0","0.00","1,234","0","0.00"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","378","0","0.00","343","0","0.00"
"10714  :  โรงพยาบาลลำพูน","1,879","0","0.00","1,406","0","0.00"
"11140  :  โรงพยาบาลแม่ทา","316","0","0.00","297","0","0.00"
"11141  :  โรงพยาบาลบ้านโฮ่ง","1,453","3","0.21","1,699","1","0.06"
"11142  :  โรงพยาบาลลี้","0","0","0.00","0","0","0.00"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","507","0","0.00","643","1","0.16"
"11144  :  โรงพยาบาลป่าซาง","797","0","0.00","799","0","0.00"
"11145  :  โรงพยาบาลบ้านธิ","875","7","0.80","901","3","0.33"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0.00","0","0","0.00"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","0","0","0.00","808","0","0.00"
"24956  :  โรงพยาบาลเวียงหนองล่อง","181","0","0.00","580","0","0.00"
"10672  :  โรงพยาบาลลำปาง","14,455","0","0.00","14,850","1","0.01"
"11146  :  โรงพยาบาลแม่เมาะ","1,727","0","0.00","1,608","0","0.00"
"11147  :  โรงพยาบาลเกาะคา","2,530","8","0.32","2,619","561","21.42"
"11148  :  โรงพยาบาลเสริมงาม","1,615","3","0.19","1,545","412","26.67"
"11149  :  โรงพยาบาลงาว","2,669","5","0.19","3,589","10","0.28"
"11150  :  โรงพยาบาลแจ้ห่ม","401","0","0.00","388","0","0.00"
"11151  :  โรงพยาบาลวังเหนือ","844","0","0.00","1,011","0","0.00"
"11152  :  โรงพยาบาลเถิน","1,963","7","0.36","1,962","11","0.56"
"11153  :  โรงพยาบาลแม่พริก","853","1","0.12","823","408","49.57"
"11154  :  โรงพยาบาลแม่ทะ","287","0","0.00","717","284","39.61"
"11155  :  โรงพยาบาลสบปราบ","1,482","4","0.27","1,463","43","2.94"
"11156  :  โรงพยาบาลห้างฉัตร","1,223","0","0.00","1,360","550","40.44"
"11157  :  โรงพยาบาลเมืองปาน","772","3","0.39","1,009","18","1.78"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0.00","0","0","0.00"
"12283  :  โรงพยาบาลมะเร็งลำปาง","0","0","0.00","0","0","0.00"
"10673  :  โรงพยาบาลอุตรดิตถ์","40","0","0.00","0","0","0.00"
"11158  :  โรงพยาบาลตรอน","2,173","0","0.00","1,739","720","41.40"
"11159  :  โรงพยาบาลท่าปลา","1,369","8","0.58","1,165","535","45.92"
"11160  :  โรงพยาบาลน้ำปาด","1,103","0","0.00","960","671","69.90"
"11161  :  โรงพยาบาลฟากท่า","398","0","0.00","647","0","0.00"
"11162  :  โรงพยาบาลบ้านโคก","439","0","0.00","621","257","41.38"
"11163  :  โรงพยาบาลพิชัย","2,455","0","0.00","2,812","220","7.82"
"11164  :  โรงพยาบาลลับแล","120","0","0.00","853","0","0.00"
"11165  :  โรงพยาบาลทองแสนขัน","516","0","0.00","957","3","0.31"
"11509  :  โรงพยาบาลค่ายพิชัยดาบหัก","0","0","0.00","73","0","0.00"
"10715  :  โรงพยาบาลแพร่","0","0","0.00","0","0","0.00"
"11166  :  โรงพยาบาลร้องกวาง","600","0","0.00","1,605","1","0.06"
"11167  :  โรงพยาบาลลอง","1,996","0","0.00","2,057","0","0.00"
"11169  :  โรงพยาบาลสูงเม่น","0","0","0.00","1,126","1","0.09"
"11170  :  โรงพยาบาลสอง","2,017","1","0.05","2,105","2","0.10"
"11171  :  โรงพยาบาลวังชิ้น","1,732","3","0.17","1,784","2","0.11"
"11172  :  โรงพยาบาลหนองม่วงไข่","204","0","0.00","233","0","0.00"
"11452  :  โรงพยาบาลสมเด็จพระยุพราชเด่นชัย","1,129","0","0.00","1,322","0","0.00"
"10716  :  โรงพยาบาลน่าน","3","0","0.00","5,644","0","0.00"
"11173  :  โรงพยาบาลแม่จริม","412","0","0.00","741","9","1.21"
"11174  :  โรงพยาบาลบ้านหลวง","574","0","0.00","675","0","0.00"
"11175  :  โรงพยาบาลนาน้อย","59","0","0.00","769","0","0.00"
"11176  :  โรงพยาบาลท่าวังผา","1,046","0","0.00","1,704","3","0.18"
"11177  :  โรงพยาบาลเวียงสา","2,064","8","0.39","3,107","7","0.23"
"11178  :  โรงพยาบาลทุ่งช้าง","750","5","0.67","996","4","0.40"
"11179  :  โรงพยาบาลเชียงกลาง","295","0","0.00","391","0","0.00"
"11180  :  โรงพยาบาลนาหมื่น","155","0","0.00","737","4","0.54"
"11181  :  โรงพยาบาลสันติสุข","847","0","0.00","1,049","1","0.10"
"11182  :  โรงพยาบาลบ่อเกลือ","66","0","0.00","681","7","1.03"
"11183  :  โรงพยาบาลสองแคว","0","0","0.00","483","1","0.21"
"11453  :  โรงพยาบาลสมเด็จพระยุพราชปัว","604","0","0.00","2,122","512","24.13"
"11510  :  โรงพยาบาลค่ายสุริยพงษ์","0","0","0.00","0","0","0.00"
"11625  :  โรงพยาบาลเฉลิมพระเกียรติ","72","0","0.00","293","0","0.00"
"25017  :  โรงพยาบาลภูเพียง","0","0","0.00","494","0","0.00"
"10717  :  โรงพยาบาลพะเยา","1","0","0.00","1,782","0","0.00"
"10718  :  โรงพยาบาลเชียงคำ","3,562","6","0.17","4,157","6","0.14"
"11184  :  โรงพยาบาลจุน","1,836","0","0.00","1,974","0","0.00"
"11185  :  โรงพยาบาลเชียงม่วน","0","0","0.00","757","1","0.13"
"11186  :  โรงพยาบาลดอกคำใต้","465","0","0.00","1,086","0","0.00"
"11187  :  โรงพยาบาลปง","2,020","0","0.00","2,175","0","0.00"
"11188  :  โรงพยาบาลแม่ใจ","0","0","0.00","558","0","0.00"
"15140  :  โรงพยาบาลค่ายขุนเจืองธรรมิกราช","0","0","0.00","0","0","0.00"
"40744  :  โรงพยาบาลภูซาง","0","0","0.00","0","0","0.00"
"40745  :  โรงพยาบาลภูกามยาว","0","0","0.00","0","0","0.00"
"41347  :  โรงพยาบาลมหาวิทยาลัยพะเยา","0","0","0.00","0","0","0.00"
"10674  :  โรงพยาบาลเชียงรายประชานุเคราะห์","824","0","0.00","2","0","0.00"
"11189  :  โรงพยาบาลเทิง","707","1","0.14","2,717","1","0.04"
"11190  :  โรงพยาบาลพาน","0","0","0.00","1,547","7","0.45"
"11191  :  โรงพยาบาลป่าแดด","1,433","1","0.07","1,665","1","0.06"
"11192  :  โรงพยาบาลแม่จัน","0","0","0.00","1,382","10","0.72"
"11193  :  โรงพยาบาลเชียงแสน","1,068","0","0.00","1,299","188","14.47"
"11194  :  โรงพยาบาลแม่สาย","1,750","0","0.00","2,421","1","0.04"
"11195  :  โรงพยาบาลแม่สรวย","490","0","0.00","2,437","1","0.04"
"11196  :  โรงพยาบาลเวียงป่าเป้า","3,109","5","0.16","3,317","847","25.54"
"11197  :  โรงพยาบาลพญาเม็งราย","1,829","2","0.11","2,428","306","12.60"
"11198  :  โรงพยาบาลเวียงแก่น","864","0","0.00","1,035","416","40.19"
"11199  :  โรงพยาบาลขุนตาล","640","0","0.00","857","2","0.23"
"11200  :  โรงพยาบาลแม่ฟ้าหลวง","1,597","2","0.13","1,925","3","0.16"
"11201  :  โรงพยาบาลแม่ลาว","101","0","0.00","817","1","0.12"
"11202  :  โรงพยาบาลเวียงเชียงรุ้ง","1,491","2","0.13","1,846","472","25.57"
"11454  :  โรงพยาบาลสมเด็จพระยุพราชเชียงของ","1,387","0","0.00","446","0","0.00"
"15012  :  โรงพยาบาลสมเด็จพระญาณสังวร","221","0","0.00","1,127","42","3.73"
"23429  :  โรงพยาบาลมหาวิทยาลัยแม่ฟ้าหลวง","0","0","0.00","0","0","0.00"
"28823  :  โรงพยาบาลดอยหลวง","549","0","0.00","759","1","0.13"
"41509  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยแม่ฟ้าหลวง","0","0","0.00","0","0","0.00"
"10719  :  โรงพยาบาลศรีสังวาลย์","2,255","36","1.60","2,589","32","1.24"
"11203  :  โรงพยาบาลขุนยวม","1,026","0","0.00","1,058","0","0.00"
"11204  :  โรงพยาบาลปาย","943","0","0.00","927","1","0.11"
"11205  :  โรงพยาบาลแม่สะเรียง","3,587","6","0.17","3,838","7","0.18"
"11206  :  โรงพยาบาลแม่ลาน้อย","1,975","15","0.76","2,000","5","0.25"
"11207  :  โรงพยาบาลสบเมย","56","0","0.00","58","0","0.00"
"11208  :  โรงพยาบาลปางมะผ้า","941","0","0.00","1,374","0","0.00"
"14197  :  โรงพยาบาลธัญญรักษ์แม่ฮ่องสอน","0","0","0.00","2","0","0.00"
"10675  :  โรงพยาบาลสวรรค์ประชารักษ์","0","0","0.00","1,328","3","0.23"
"11209  :  โรงพยาบาลโกรกพระ","834","1","0.12","708","0","0.00"
"11210  :  โรงพยาบาลชุมแสง","49","1","2.04","0","0","0.00"
"11211  :  โรงพยาบาลหนองบัว","1,847","0","0.00","2,454","13","0.53"
"11212  :  โรงพยาบาลบรรพตพิสัย","1,085","0","0.00","1,001","0","0.00"
"11213  :  โรงพยาบาลเก้าเลี้ยว","1,700","1","0.06","2,005","4","0.20"
"11214  :  โรงพยาบาลตาคลี","3,739","11","0.29","4,071","14","0.34"
"11215  :  โรงพยาบาลท่าตะโก","1,362","0","0.00","1,947","1","0.05"
"11216  :  โรงพยาบาลไพศาลี","278","0","0.00","1,024","0","0.00"
"11217  :  โรงพยาบาลพยุหะคีรี","1,585","1","0.06","1,593","4","0.25"
"11218  :  โรงพยาบาลลาดยาว","0","0","0.00","362","3","0.83"
"11219  :  โรงพยาบาลตากฟ้า","1,818","1","0.06","1,578","7","0.44"
"11220  :  โรงพยาบาลแม่วงก์","38","0","0.00","272","0","0.00"
"11513  :  โรงพยาบาลค่ายจิรประวัติ","0","0","0.00","0","0","0.00"
"12030  :  โรงพยาบาลพริ้นซ์ ปากน้ำโพ 1 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00"
"12033  :  โรงพยาบาลรวมแพทย์นครสวรรค์","0","0","0.00","0","0","0.00"
"12034  :  โรงพยาบาลพริ้นซ์ ปากน้ำโพ 2 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00"
"12042  :  โรงพยาบาลร่มฉัตร","0","0","0.00","0","0","0.00"
"12044  :  โรงพยาบาลศรีสวรรค์","0","0","0.00","0","0","0.00"
"12284  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 3","0","0","0.00","0","0","0.00"
"14171  :  โรงพยาบาลจิตเวชนครสวรรค์ราชนครินทร์","0","0","0.00","0","0","0.00"
"40749  :  โรงพยาบาลชุมตาบง","0","0","0.00","1","0","0.00"
"10720  :  โรงพยาบาลอุทัยธานี","2","0","0.00","1,825","9","0.49"
"11221  :  โรงพยาบาลทัพทัน","665","0","0.00","556","0","0.00"
"11222  :  โรงพยาบาลสว่างอารมณ์","566","3","0.53","1,278","503","39.36"
"11223  :  โรงพยาบาลหนองฉาง","3,105","2","0.06","3,865","4","0.10"
"11224  :  โรงพยาบาลหนองขาหย่าง","232","0","0.00","150","0","0.00"
"11225  :  โรงพยาบาลบ้านไร่","1,361","0","0.00","2,524","3","0.12"
"11226  :  โรงพยาบาลลานสัก","2,715","4","0.15","3,076","5","0.16"
"11227  :  โรงพยาบาลห้วยคต","1,042","0","0.00","1,265","0","0.00"
"10721  :  โรงพยาบาลกำแพงเพชร","0","0","0.00","1,564","1","0.06"
"11228  :  โรงพยาบาลทุ่งโพธิ์ทะเล","606","0","0.00","31","0","0.00"
"11229  :  โรงพยาบาลไทรงาม","676","0","0.00","624","0","0.00"
"11230  :  โรงพยาบาลคลองลาน","1,541","0","0.00","2,479","0","0.00"
"11231  :  โรงพยาบาลขาณุวรลักษบุรี","862","0","0.00","1,062","0","0.00"
"11232  :  โรงพยาบาลคลองขลุง","3,069","1","0.03","3,073","2","0.07"
"11233  :  โรงพยาบาลพรานกระต่าย","221","0","0.00","567","0","0.00"
"11234  :  โรงพยาบาลลานกระบือ","946","0","0.00","1,533","3","0.20"
"11235  :  โรงพยาบาลทรายทองวัฒนา","651","0","0.00","1,309","2","0.15"
"11236  :  โรงพยาบาลปางศิลาทอง","1,660","2","0.12","1,419","0","0.00"
"14135  :  โรงพยาบาลบึงสามัคคี","551","0","0.00","1,131","2","0.18"
"28010  :  โรงพยาบาลโกสัมพีนคร","841","1","0.12","1,339","1","0.07"
"10722  :  โรงพยาบาลสมเด็จพระเจ้าตากสินมหาราช","2,799","0","0.00","2,691","0","0.00"
"10723  :  โรงพยาบาลแม่สอด","0","0","0.00","0","0","0.00"
"11238  :  โรงพยาบาลบ้านตาก","0","0","0.00","0","0","0.00"
"11239  :  โรงพยาบาลสามเงา","1","0","0.00","1","0","0.00"
"11240  :  โรงพยาบาลแม่ระมาด","1,312","1","0.08","1,311","807","61.56"
"11241  :  โรงพยาบาลท่าสองยาง","1,090","430","39.45","1,072","780","72.76"
"11242  :  โรงพยาบาลพบพระ","1,459","0","0.00","1,660","0","0.00"
"11243  :  โรงพยาบาลอุ้มผาง","664","0","0.00","673","0","0.00"
"27443  :  โรงพยาบาลวังเจ้า","0","0","0.00","0","0","0.00"
"10724  :  โรงพยาบาลสุโขทัย","5,974","0","0.00","3,063","0","0.00"
"10725  :  โรงพยาบาลศรีสังวรสุโขทัย","28","0","0.00","2,451","11","0.45"
"11244  :  โรงพยาบาลบ้านด่านลานหอย","2,355","3","0.13","2,488","0","0.00"
"11245  :  โรงพยาบาลคีรีมาศ","1,305","1","0.08","2,654","561","21.14"
"11246  :  โรงพยาบาลกงไกรลาศ","923","2","0.22","797","1","0.13"
"11247  :  โรงพยาบาลศรีสัชนาลัย","2,103","4","0.19","3,330","4","0.12"
"11248  :  โรงพยาบาลสวรรคโลก","2,884","6","0.21","3,126","9","0.29"
"11249  :  โรงพยาบาลศรีนคร","1,303","4","0.31","1,335","4","0.30"
"11250  :  โรงพยาบาลทุ่งเสลี่ยม","2,348","5","0.21","2,627","5","0.19"
"10676  :  โรงพยาบาลพุทธชินราช","0","0","0.00","0","0","0.00"
"11251  :  โรงพยาบาลชาติตระการ","250","0","0.00","558","0","0.00"
"11252  :  โรงพยาบาลบางระกำ","2,765","0","0.00","2,974","0","0.00"
"11253  :  โรงพยาบาลบางกระทุ่ม","931","0","0.00","975","0","0.00"
"11254  :  โรงพยาบาลพรหมพิราม","2,849","1","0.04","2,957","2","0.07"
"11255  :  โรงพยาบาลวัดโบสถ์","1,888","0","0.00","1,868","4","0.21"
"11256  :  โรงพยาบาลวังทอง","0","0","0.00","3,664","0","0.00"
"11257  :  โรงพยาบาลเนินมะปราง","0","0","0.00","0","0","0.00"
"11455  :  โรงพยาบาลสมเด็จพระยุพราชนครไทย","1,348","0","0.00","2,104","1","0.05"
"11517  :  โรงพยาบาลค่ายสมเด็จพระนเรศวร","0","0","0.00","1,120","2","0.18"
"14972  :  โรงพยาบาลมหาวิทยาลัยนเรศวร","0","0","0.00","0","0","0.00"
"41429  :  โรงพยาบาลจิตเวชพิษณุโลก","0","0","0.00","3","0","0.00"
"10726  :  โรงพยาบาลพิจิตร","7,118","0","0.00","7,034","19","0.27"
"11258  :  โรงพยาบาลวังทรายพูน","344","1","0.29","699","1","0.14"
"11259  :  โรงพยาบาลโพธิ์ประทับช้าง","403","0","0.00","742","179","24.12"
"11260  :  โรงพยาบาลบางมูลนาก","4,056","15","0.37","4,181","13","0.31"
"11261  :  โรงพยาบาลโพทะเล","1,193","0","0.00","1,231","0","0.00"
"11262  :  โรงพยาบาลสามง่าม","1,199","1","0.08","1,386","6","0.43"
"11263  :  โรงพยาบาลทับคล้อ","464","0","0.00","680","1","0.15"
"11456  :  โรงพยาบาลสมเด็จพระยุพราชตะพานหิน","5,310","6","0.11","5,633","4","0.07"
"11631  :  โรงพยาบาลวชิรบารมี","1,914","2","0.10","2,057","3","0.15"
"27978  :  โรงพยาบาลสากเหล็ก","474","2","0.42","658","1","0.15"
"27979  :  โรงพยาบาลบึงนาราง","596","3","0.50","831","3","0.36"
"27980  :  โรงพยาบาลดงเจริญ","1","0","0.00","9","0","0.00"
"10727  :  โรงพยาบาลเพชรบูรณ์","291","0","0.00","854","1","0.12"
"11264  :  โรงพยาบาลชนแดน","2,166","0","0.00","3,346","0","0.00"
"11265  :  โรงพยาบาลหล่มสัก","369","0","0.00","2,535","0","0.00"
"11266  :  โรงพยาบาลวิเชียรบุรี","338","0","0.00","2,761","13","0.47"
"11267  :  โรงพยาบาลศรีเทพ","2,603","7","0.27","2,610","7","0.27"
"11268  :  โรงพยาบาลหนองไผ่","1,490","1","0.07","3,581","34","0.95"
"11269  :  โรงพยาบาลบึงสามพัน","3,002","2","0.07","2,864","5","0.17"
"11270  :  โรงพยาบาลน้ำหนาว","922","0","0.00","1,049","2","0.19"
"11271  :  โรงพยาบาลวังโป่ง","1,573","3","0.19","1,693","6","0.35"
"11272  :  โรงพยาบาลเขาค้อ","1,933","8","0.41","1,969","7","0.36"
"11457  :  โรงพยาบาลสมเด็จพระยุพราชหล่มเก่า","2,229","4","0.18","2,870","6","0.21"
"11946  :  โรงพยาบาลค่ายพ่อขุนผาเมือง","0","0","0.00","138","0","0.00"
"10677  :  โรงพยาบาลราชบุรี","0","0","0.00","1,787","8","0.45"
"10728  :  โรงพยาบาลดำเนินสะดวก","3","0","0.00","3,913","6","0.15"
"10729  :  โรงพยาบาลบ้านโป่ง","11,277","4","0.04","10,765","1","0.01"
"10730  :  โรงพยาบาลโพธาราม","778","1","0.13","1,118","4","0.36"
"11273  :  โรงพยาบาลสวนผึ้ง","2,073","2","0.10","2,298","2","0.09"
"11274  :  โรงพยาบาลบางแพ","1,436","1","0.07","1,924","4","0.21"
"11275  :  โรงพยาบาลเจ็ดเสมียน","798","1","0.13","822","0","0.00"
"11276  :  โรงพยาบาลปากท่อ","3,072","2","0.07","2,888","5","0.17"
"11277  :  โรงพยาบาลวัดเพลง","1,028","1","0.10","1,023","1","0.10"
"11458  :  โรงพยาบาลสมเด็จพระยุพราชจอมบึง","1,686","4","0.24","2,469","4","0.16"
"11519  :  โรงพยาบาลค่ายภาณุรังษี","0","0","0.00","0","0","0.00"
"12093  :  สถานพยาบาลแพทย์ประดิษฐ์","0","0","0.00","0","0","0.00"
"12097  :  มหาชัยพร้อมแพทย์โรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0.00"
"12098  :  โรงพยาบาลกรุงเทพเมืองราชโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00"
"12103  :  โรงพยาบาลซานคามิลโล","0","0","0.00","0","0","0.00"
"12286  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 5","2","0","0.00","187","1","0.53"
"28858  :  โรงพยาบาลบ้านคา","82","0","0.00","390","0","0.00"
"10731  :  โรงพยาบาลพหลพลพยุหเสนา","3,441","1","0.03","9,782","45","0.46"
"10732  :  โรงพยาบาลมะการักษ์","2,482","0","0.00","4,673","26","0.56"
"11278  :  โรงพยาบาลไทรโยค","1,345","6","0.45","1,422","4","0.28"
"11279  :  โรงพยาบาลสมเด็จพระปิยมหาราชรมณียเขต","992","12","1.21","1,002","4","0.40"
"11280  :  โรงพยาบาลบ่อพลอย","1,611","0","0.00","1,728","0","0.00"
"11281  :  โรงพยาบาลท่ากระดาน","0","0","0.00","638","1","0.16"
"11282  :  โรงพยาบาลสมเด็จพระสังฆราชองค์ที่ ๑๙","7,215","10","0.14","7,446","489","6.57"
"11283  :  โรงพยาบาลทองผาภูมิ","1,684","33","1.96","1,870","37","1.98"
"11284  :  โรงพยาบาลสังขละบุรี","1,441","0","0.00","1,578","1","0.06"
"11285  :  โรงพยาบาลเจ้าคุณไพบูลย์พนมทวน","2,313","8","0.35","2,817","1,159","41.14"
"11286  :  โรงพยาบาลเลาขวัญ","776","0","0.00","1,005","1","0.10"
"11287  :  โรงพยาบาลด่านมะขามเตี้ย","2,281","531","23.28","2,734","1,295","47.37"
"11288  :  โรงพยาบาลสถานพระบารมี","1,320","0","0.00","1,219","1","0.08"
"11520  :  โรงพยาบาลค่ายสุรสีห์","0","0","0.00","530","0","0.00"
"14136  :  โรงพยาบาลศุกร์ศิริศรีสวัสดิ์","263","0","0.00","235","0","0.00"
"21948  :  โรงพยาบาลห้วยกระเจา เฉลิมพระเกียรติ 80 พรรษา","430","0","0.00","411","0","0.00"
"41701  :  โรงพยาบาลหนองปรือ","0","0","0.00","0","0","0.00"
"10678  :  โรงพยาบาลเจ้าพระยายมราช","8,733","0","0.00","10,277","0","0.00"
"10733  :  โรงพยาบาลสมเด็จพระสังฆราชองค์ที่17","3,658","9","0.25","3,425","9","0.26"
"11289  :  โรงพยาบาลเดิมบางนางบวช","3,809","5","0.13","2,833","4","0.14"
"11290  :  โรงพยาบาลด่านช้าง","2,668","0","0.00","2,741","0","0.00"
"11291  :  โรงพยาบาลบางปลาม้า","2,068","0","0.00","2,315","23","0.99"
"11292  :  โรงพยาบาลศรีประจันต์","856","0","0.00","1,700","3","0.18"
"11293  :  โรงพยาบาลดอนเจดีย์","2,234","0","0.00","2,025","4","0.20"
"11294  :  โรงพยาบาลสามชุก","2,267","0","0.00","2,557","0","0.00"
"11295  :  โรงพยาบาลอู่ทอง","6,112","0","0.00","2,190","0","0.00"
"11296  :  โรงพยาบาลหนองหญ้าไซ","2,056","5","0.24","2,197","4","0.18"
"12123  :  โรงพยาบาลวิภาวดี-ปิยราษฎร์","0","0","0.00","0","0","0.00"
"10679  :  โรงพยาบาลนครปฐม","0","0","0.00","0","0","0.00"
"11297  :  โรงพยาบาลกำแพงแสน","1,999","0","0.00","2,708","2","0.07"
"11298  :  โรงพยาบาลนครชัยศรี","1,021","0","0.00","567","1","0.18"
"11299  :  โรงพยาบาลห้วยพลู","1,038","0","0.00","2,479","18","0.73"
"11300  :  โรงพยาบาลดอนตูม","2,933","4","0.14","3,959","2,978","75.22"
"11301  :  โรงพยาบาลบางเลน","366","0","0.00","769","0","0.00"
"11302  :  โรงพยาบาลสามพราน","186","0","0.00","179","0","0.00"
