"โรงพยาบาล","ประชากร อายุ 18 - 59 ปี","ประชากร อายุ 18 - 59 ปีที่วัดรอบเอวและส่วนสูง(B)","ความครอบคลุมร้อยละ","ประชากร อายุ 18 - 59 ปีรอบเอวปกติ","ร้อยละ"
"11110  :  โรงพยาบาลศรีสงคราม","3,086","1,853","60.05","883","47.65"
"11111  :  โรงพยาบาลนาหว้า","3,976","2,554","64.24","1,706","66.80"
"11112  :  โรงพยาบาลโพนสวรรค์","3,641","2,931","80.50","1,470","50.15"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","847","739","87.25","485","65.63"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0.00","0","0.00"
"40840  :  โรงพยาบาลวังยาง","2,126","1,347","63.36","895","66.44"
"10712  :  โรงพยาบาลมุกดาหาร","11,331","6,108","53.91","3,348","54.81"
"11113  :  โรงพยาบาลนิคมคำสร้อย","2,266","1,399","61.74","567","40.53"
"11114  :  โรงพยาบาลดอนตาล","2,815","1,758","62.45","852","48.46"
"11115  :  โรงพยาบาลดงหลวง","3,815","2,162","56.67","1,311","60.64"
"11116  :  โรงพยาบาลคำชะอี","2,421","984","40.64","580","58.94"
"11117  :  โรงพยาบาลหว้านใหญ่","787","472","59.97","241","51.06"
"11118  :  โรงพยาบาลหนองสูง","980","695","70.92","289","41.58"
"06009  :  โรงพยาบาลแม่ตื่น","2,438","1,208","49.55","820","67.88"
"10713  :  โรงพยาบาลนครพิงค์","6","1","16.67","1","100.00"
"11119  :  โรงพยาบาลจอมทอง","6,549","3,874","59.15","1,621","41.84"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","4,433","1,929","43.51","1,081","56.04"
"11121  :  โรงพยาบาลเชียงดาว","5,116","2,968","58.01","903","30.42"
"11122  :  โรงพยาบาลดอยสะเก็ด","0","0","0.00","0","0.00"
"11123  :  โรงพยาบาลแม่แตง","0","0","0.00","0","0.00"
"11124  :  โรงพยาบาลสะเมิง","2,353","1,567","66.60","489","31.21"
"11125  :  โรงพยาบาลฝาง","12","0","0.00","0","0.00"
"11126  :  โรงพยาบาลแม่อาย","1,362","868","63.73","320","36.87"
"11127  :  โรงพยาบาลพร้าว","0","0","0.00","0","0.00"
"11128  :  โรงพยาบาลสันป่าตอง","3,099","1,608","51.89","795","49.44"
"11129  :  โรงพยาบาลสันกำแพง","0","0","0.00","0","0.00"
"11130  :  โรงพยาบาลสันทราย","0","0","0.00","0","0.00"
"11131  :  โรงพยาบาลหางดง","0","0","0.00","0","0.00"
"11132  :  โรงพยาบาลฮอด","4,394","2,653","60.38","1,145","43.16"
"11133  :  โรงพยาบาลดอยเต่า","1,540","1,461","94.87","775","53.05"
"11134  :  โรงพยาบาลอมก๋อย","4,851","2,599","53.58","1,352","52.02"
"11135  :  โรงพยาบาลสารภี","0","0","0.00","0","0.00"
"11136  :  โรงพยาบาลเวียงแหง","0","0","0.00","0","0.00"
"11137  :  โรงพยาบาลไชยปราการ","1,345","888","66.02","487","54.84"
"11138  :  โรงพยาบาลแม่วาง","2,226","1,278","57.41","493","38.58"
"11139  :  โรงพยาบาลแม่ออน","0","0","0.00","0","0.00"
"11507  :  โรงพยาบาลกองบิน 41","274","127","46.35","48","37.80"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","0","0","0.00","0","0.00"
"11643  :  โรงพยาบาลดอยหล่อ","0","0","0.00","0","0.00"
"11978  :  โรงพยาบาลดารารัศมี","0","0","0.00","0","0.00"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0.00"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","1,051","512","48.72","212","41.41"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","4,858","1,423","29.29","367","25.79"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","0","0","0.00","0","0.00"
"12280  :  โรงพยาบาลสวนปรุง","0","0","0.00","0","0.00"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0.00","0","0.00"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0.00","0","0.00"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","0","0","0.00","0","0.00"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","0","0","0.00","0","0.00"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","4,767","2,185","45.84","21","0.96"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","5,462","1,810","33.14","1,125","62.15"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","1,050","575","54.76","269","46.78"
"10714  :  โรงพยาบาลลำพูน","0","0","0.00","0","0.00"
"11140  :  โรงพยาบาลแม่ทา","4,131","2,473","59.86","1,097","44.36"
"11141  :  โรงพยาบาลบ้านโฮ่ง","2,859","1,898","66.39","824","43.41"
"11142  :  โรงพยาบาลลี้","0","0","0.00","0","0.00"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","2,529","1,650","65.24","821","49.76"
"11144  :  โรงพยาบาลป่าซาง","3,757","2,292","61.01","1,051","45.86"
"11145  :  โรงพยาบาลบ้านธิ","5,182","3,193","61.62","1,505","47.13"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0.00","0","0.00"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","2,159","463","21.45","236","50.97"
"24956  :  โรงพยาบาลเวียงหนองล่อง","1,148","656","57.14","289","44.05"
"10672  :  โรงพยาบาลลำปาง","0","0","0.00","0","0.00"
"11146  :  โรงพยาบาลแม่เมาะ","6,018","4,999","83.07","2,120","42.41"
"11147  :  โรงพยาบาลเกาะคา","669","445","66.52","198","44.49"
"11148  :  โรงพยาบาลเสริมงาม","2,800","2,262","80.79","1,213","53.63"
"11149  :  โรงพยาบาลงาว","1,430","951","66.50","484","50.89"
"11150  :  โรงพยาบาลแจ้ห่ม","2,546","2,063","81.03","869","42.12"
"11151  :  โรงพยาบาลวังเหนือ","2,403","1,652","68.75","805","48.73"
"11152  :  โรงพยาบาลเถิน","2,161","1,207","55.85","535","44.32"
"11153  :  โรงพยาบาลแม่พริก","2,110","1,409","66.78","618","43.86"
"11154  :  โรงพยาบาลแม่ทะ","2,670","2,400","89.89","1,110","46.25"
"11155  :  โรงพยาบาลสบปราบ","3,619","2,358","65.16","890","37.74"
"11156  :  โรงพยาบาลห้างฉัตร","4,815","2,862","59.44","1,549","54.12"
"11157  :  โรงพยาบาลเมืองปาน","1,597","1,221","76.46","671","54.95"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0.00","0","0.00"
"12283  :  โรงพยาบาลมะเร็งลำปาง","0","0","0.00","0","0.00"
"10673  :  โรงพยาบาลอุตรดิตถ์","10,356","6,542","63.17","2,896","44.27"
"11158  :  โรงพยาบาลตรอน","3,039","1,701","55.97","855","50.26"
"11159  :  โรงพยาบาลท่าปลา","2,688","1,765","65.66","1,014","57.45"
"11160  :  โรงพยาบาลน้ำปาด","2,061","1,350","65.50","665","49.26"
"11161  :  โรงพยาบาลฟากท่า","1,670","1,117","66.89","563","50.40"
"11162  :  โรงพยาบาลบ้านโคก","1,628","972","59.71","567","58.33"
"11163  :  โรงพยาบาลพิชัย","2,470","1,797","72.75","661","36.78"
"11164  :  โรงพยาบาลลับแล","3,721","2,345","63.02","918","39.15"
"11165  :  โรงพยาบาลทองแสนขัน","2,687","1,867","69.48","796","42.64"
"11509  :  โรงพยาบาลค่ายพิชัยดาบหัก","2,135","48","2.25","34","70.83"
"10715  :  โรงพยาบาลแพร่","0","0","0.00","0","0.00"
"11166  :  โรงพยาบาลร้องกวาง","1,888","1,146","60.70","493","43.02"
"11167  :  โรงพยาบาลลอง","3,805","2,524","66.33","1,528","60.54"
"11169  :  โรงพยาบาลสูงเม่น","0","0","0.00","0","0.00"
"11170  :  โรงพยาบาลสอง","3,349","2,403","71.75","1,127","46.90"
"11171  :  โรงพยาบาลวังชิ้น","1,516","1,136","74.93","451","39.70"
"11172  :  โรงพยาบาลหนองม่วงไข่","1,207","1,024","84.84","495","48.34"
"11452  :  โรงพยาบาลสมเด็จพระยุพราชเด่นชัย","5,039","2,506","49.73","1,783","71.15"
"10716  :  โรงพยาบาลน่าน","9,730","7,139","73.37","3,292","46.11"
"11173  :  โรงพยาบาลแม่จริม","1,392","1,100","79.02","626","56.91"
"11174  :  โรงพยาบาลบ้านหลวง","1,108","853","76.99","443","51.93"
"11175  :  โรงพยาบาลนาน้อย","1,748","1,479","84.61","750","50.71"
"11176  :  โรงพยาบาลท่าวังผา","1,679","1,160","69.09","518","44.66"
"11177  :  โรงพยาบาลเวียงสา","3,974","2,375","59.76","1,426","60.04"
"11178  :  โรงพยาบาลทุ่งช้าง","1,278","865","67.68","406","46.94"
"11179  :  โรงพยาบาลเชียงกลาง","1,461","1,108","75.84","403","36.37"
"11180  :  โรงพยาบาลนาหมื่น","1,428","1,134","79.41","651","57.41"
"11181  :  โรงพยาบาลสันติสุข","1,576","1,239","78.62","566","45.68"
"11182  :  โรงพยาบาลบ่อเกลือ","1,201","733","61.03","469","63.98"
"11183  :  โรงพยาบาลสองแคว","1,052","847","80.51","457","53.96"
"11453  :  โรงพยาบาลสมเด็จพระยุพราชปัว","2,109","1,426","67.61","646","45.30"
"11510  :  โรงพยาบาลค่ายสุริยพงษ์","1,319","293","22.21","202","68.94"
"11625  :  โรงพยาบาลเฉลิมพระเกียรติ","609","516","84.73","280","54.26"
"25017  :  โรงพยาบาลภูเพียง","468","304","64.96","157","51.64"
"10717  :  โรงพยาบาลพะเยา","0","0","0.00","0","0.00"
"10718  :  โรงพยาบาลเชียงคำ","0","0","0.00","0","0.00"
"11184  :  โรงพยาบาลจุน","2,179","1,793","82.29","766","42.72"
"11185  :  โรงพยาบาลเชียงม่วน","0","0","0.00","0","0.00"
"11186  :  โรงพยาบาลดอกคำใต้","2,176","1,574","72.33","666","42.31"
"11187  :  โรงพยาบาลปง","1,421","1,178","82.90","498","42.28"
"11188  :  โรงพยาบาลแม่ใจ","0","0","0.00","0","0.00"
"15140  :  โรงพยาบาลค่ายขุนเจืองธรรมิกราช","39","0","0.00","0","0.00"
"40744  :  โรงพยาบาลภูซาง","0","0","0.00","0","0.00"
"40745  :  โรงพยาบาลภูกามยาว","0","0","0.00","0","0.00"
"41347  :  โรงพยาบาลมหาวิทยาลัยพะเยา","0","0","0.00","0","0.00"
"10674  :  โรงพยาบาลเชียงรายประชานุเคราะห์","15,457","3,941","25.50","1,418","35.98"
"11189  :  โรงพยาบาลเทิง","3,955","2,587","65.41","1,074","41.52"
"11190  :  โรงพยาบาลพาน","0","0","0.00","0","0.00"
"11191  :  โรงพยาบาลป่าแดด","986","724","73.43","315","43.51"
"11192  :  โรงพยาบาลแม่จัน","0","0","0.00","0","0.00"
"11193  :  โรงพยาบาลเชียงแสน","1,426","861","60.38","357","41.46"
"11194  :  โรงพยาบาลแม่สาย","9,318","4,765","51.14","3,102","65.10"
"11195  :  โรงพยาบาลแม่สรวย","2,497","1,304","52.22","715","54.83"
"11196  :  โรงพยาบาลเวียงป่าเป้า","4,346","2,521","58.01","1,012","40.14"
"11197  :  โรงพยาบาลพญาเม็งราย","1,470","975","66.33","411","42.15"
"11198  :  โรงพยาบาลเวียงแก่น","2,442","1,169","47.87","410","35.07"
"11199  :  โรงพยาบาลขุนตาล","1,431","1,065","74.42","446","41.88"
"11200  :  โรงพยาบาลแม่ฟ้าหลวง","1,489","653","43.85","221","33.84"
"11201  :  โรงพยาบาลแม่ลาว","908","538","59.25","197","36.62"
"11202  :  โรงพยาบาลเวียงเชียงรุ้ง","1,696","1,166","68.75","441","37.82"
"11454  :  โรงพยาบาลสมเด็จพระยุพราชเชียงของ","5,618","2,629","46.80","1,023","38.91"
"15012  :  โรงพยาบาลสมเด็จพระญาณสังวร","1,434","871","60.74","451","51.78"
"23429  :  โรงพยาบาลมหาวิทยาลัยแม่ฟ้าหลวง","1","0","0.00","0","0.00"
"28823  :  โรงพยาบาลดอยหลวง","394","243","61.68","126","51.85"
"41509  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยแม่ฟ้าหลวง","0","0","0.00","0","0.00"
"10719  :  โรงพยาบาลศรีสังวาลย์","2,294","1,325","57.76","546","41.21"
"11203  :  โรงพยาบาลขุนยวม","2,223","1,393","62.66","576","41.35"
"11204  :  โรงพยาบาลปาย","2,373","1,186","49.98","408","34.40"
"11205  :  โรงพยาบาลแม่สะเรียง","5,667","3,376","59.57","1,240","36.73"
"11206  :  โรงพยาบาลแม่ลาน้อย","2,117","1,354","63.96","571","42.17"
"11207  :  โรงพยาบาลสบเมย","1,376","773","56.18","286","37.00"
"11208  :  โรงพยาบาลปางมะผ้า","1,423","743","52.21","315","42.40"
"14197  :  โรงพยาบาลธัญญรักษ์แม่ฮ่องสอน","45","5","11.11","2","40.00"
"10675  :  โรงพยาบาลสวรรค์ประชารักษ์","0","0","0.00","0","0.00"
"11209  :  โรงพยาบาลโกรกพระ","2,538","1,469","57.88","463","31.52"
"11210  :  โรงพยาบาลชุมแสง","1,772","1,047","59.09","398","38.01"
"11211  :  โรงพยาบาลหนองบัว","4,861","3,128","64.35","1,106","35.36"
"11212  :  โรงพยาบาลบรรพตพิสัย","1,511","707","46.79","249","35.22"
"11213  :  โรงพยาบาลเก้าเลี้ยว","1,885","1,175","62.33","605","51.49"
"11214  :  โรงพยาบาลตาคลี","4,476","2,594","57.95","921","35.51"
"11215  :  โรงพยาบาลท่าตะโก","3,484","2,106","60.45","990","47.01"
"11216  :  โรงพยาบาลไพศาลี","3,432","1,813","52.83","685","37.78"
"11217  :  โรงพยาบาลพยุหะคีรี","1,812","793","43.76","284","35.81"
"11218  :  โรงพยาบาลลาดยาว","2,848","1,582","55.55","552","34.89"
"11219  :  โรงพยาบาลตากฟ้า","3,861","2,095","54.26","848","40.48"
"11220  :  โรงพยาบาลแม่วงก์","1,216","722","59.38","262","36.29"
"11513  :  โรงพยาบาลค่ายจิรประวัติ","10,429","1,324","12.70","618","46.68"
"12030  :  โรงพยาบาลพริ้นซ์ ปากน้ำโพ 1 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00"
"12033  :  โรงพยาบาลรวมแพทย์นครสวรรค์","0","0","0.00","0","0.00"
"12034  :  โรงพยาบาลพริ้นซ์ ปากน้ำโพ 2 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00"
"12042  :  โรงพยาบาลร่มฉัตร","2,824","43","1.52","7","16.28"
"12044  :  โรงพยาบาลศรีสวรรค์","0","0","0.00","0","0.00"
"12284  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 3","0","0","0.00","0","0.00"
"14171  :  โรงพยาบาลจิตเวชนครสวรรค์ราชนครินทร์","0","0","0.00","0","0.00"
"40749  :  โรงพยาบาลชุมตาบง","907","558","61.52","238","42.65"
"10720  :  โรงพยาบาลอุทัยธานี","638","395","61.91","168","42.53"
"11221  :  โรงพยาบาลทัพทัน","2,393","1,428","59.67","971","68.00"
"11222  :  โรงพยาบาลสว่างอารมณ์","1,892","1,155","61.05","414","35.84"
"11223  :  โรงพยาบาลหนองฉาง","1,665","1,082","64.98","625","57.76"
"11224  :  โรงพยาบาลหนองขาหย่าง","857","547","63.83","303","55.39"
"11225  :  โรงพยาบาลบ้านไร่","4,422","2,668","60.33","1,157","43.37"
"11226  :  โรงพยาบาลลานสัก","3,476","2,115","60.85","1,134","53.62"
"11227  :  โรงพยาบาลห้วยคต","2,229","1,042","46.75","484","46.45"
"10721  :  โรงพยาบาลกำแพงเพชร","23","7","30.43","6","85.71"
"11228  :  โรงพยาบาลทุ่งโพธิ์ทะเล","4,277","2,679","62.64","927","34.60"
"11229  :  โรงพยาบาลไทรงาม","3,124","2,059","65.91","1,070","51.97"
"11230  :  โรงพยาบาลคลองลาน","5,550","3,517","63.37","1,505","42.79"
"11231  :  โรงพยาบาลขาณุวรลักษบุรี","2,432","1,270","52.22","464","36.54"
"11232  :  โรงพยาบาลคลองขลุง","2,375","1,490","62.74","644","43.22"
"11233  :  โรงพยาบาลพรานกระต่าย","5,019","3,029","60.35","1,685","55.63"
"11234  :  โรงพยาบาลลานกระบือ","3,360","1,837","54.67","1,780","96.90"
"11235  :  โรงพยาบาลทรายทองวัฒนา","2,191","1,478","67.46","829","56.09"
"11236  :  โรงพยาบาลปางศิลาทอง","821","491","59.81","303","61.71"
"14135  :  โรงพยาบาลบึงสามัคคี","2,945","1,904","64.65","1,179","61.92"
"28010  :  โรงพยาบาลโกสัมพีนคร","1,276","800","62.70","291","36.38"
"10722  :  โรงพยาบาลสมเด็จพระเจ้าตากสินมหาราช","8,671","5,720","65.97","2,165","37.85"
"10723  :  โรงพยาบาลแม่สอด","4,787","1,891","39.50","516","27.29"
"11238  :  โรงพยาบาลบ้านตาก","2,748","1,812","65.94","611","33.72"
"11239  :  โรงพยาบาลสามเงา","2,049","1,266","61.79","440","34.76"
"11240  :  โรงพยาบาลแม่ระมาด","3,478","1,860","53.48","739","39.73"
"11241  :  โรงพยาบาลท่าสองยาง","3,906","1,827","46.77","550","30.10"
"11242  :  โรงพยาบาลพบพระ","4,588","2,249","49.02","703","31.26"
"11243  :  โรงพยาบาลอุ้มผาง","1,469","799","54.39","311","38.92"
"27443  :  โรงพยาบาลวังเจ้า","563","302","53.64","129","42.72"
"10724  :  โรงพยาบาลสุโขทัย","1,673","949","56.72","364","38.36"
"10725  :  โรงพยาบาลศรีสังวรสุโขทัย","1,282","697","54.37","279","40.03"
"11244  :  โรงพยาบาลบ้านด่านลานหอย","2,300","1,599","69.52","649","40.59"
"11245  :  โรงพยาบาลคีรีมาศ","2,602","1,761","67.68","707","40.15"
"11246  :  โรงพยาบาลกงไกรลาศ","3,297","2,180","66.12","910","41.74"
"11247  :  โรงพยาบาลศรีสัชนาลัย","2,908","2,165","74.45","989","45.68"
"11248  :  โรงพยาบาลสวรรคโลก","0","0","0.00","0","0.00"
"11249  :  โรงพยาบาลศรีนคร","1,755","1,200","68.38","426","35.50"
"11250  :  โรงพยาบาลทุ่งเสลี่ยม","4,617","3,215","69.63","1,430","44.48"
"10676  :  โรงพยาบาลพุทธชินราช","0","0","0.00","0","0.00"
"11251  :  โรงพยาบาลชาติตระการ","2,085","1,584","75.97","859","54.23"
"11252  :  โรงพยาบาลบางระกำ","8,403","7,867","93.62","5,642","71.72"
"11253  :  โรงพยาบาลบางกระทุ่ม","2,272","1,858","81.78","792","42.63"
"11254  :  โรงพยาบาลพรหมพิราม","5,672","3,164","55.78","1,248","39.44"
"11255  :  โรงพยาบาลวัดโบสถ์","3,266","3,103","95.01","1,334","42.99"
"11256  :  โรงพยาบาลวังทอง","0","0","0.00","0","0.00"
"11257  :  โรงพยาบาลเนินมะปราง","0","0","0.00","0","0.00"
"11455  :  โรงพยาบาลสมเด็จพระยุพราชนครไทย","3,146","2,118","67.32","1,045","49.34"
"11517  :  โรงพยาบาลค่ายสมเด็จพระนเรศวร","12,869","1,567","12.18","780","49.78"
"14972  :  โรงพยาบาลมหาวิทยาลัยนเรศวร","0","0","0.00","0","0.00"
"41429  :  โรงพยาบาลจิตเวชพิษณุโลก","0","0","0.00","0","0.00"
"10726  :  โรงพยาบาลพิจิตร","2,561","796","31.08","380","47.74"
"11258  :  โรงพยาบาลวังทรายพูน","1,102","613","55.63","177","28.87"
"11259  :  โรงพยาบาลโพธิ์ประทับช้าง","1,848","1,264","68.40","432","34.18"
"11260  :  โรงพยาบาลบางมูลนาก","2,213","1,162","52.51","582","50.09"
"11261  :  โรงพยาบาลโพทะเล","2,497","1,365","54.67","718","52.60"
"11262  :  โรงพยาบาลสามง่าม","2,440","1,293","52.99","549","42.46"
"11263  :  โรงพยาบาลทับคล้อ","3,780","1,914","50.63","1,089","56.90"
"11456  :  โรงพยาบาลสมเด็จพระยุพราชตะพานหิน","5,013","2,716","54.18","579","21.32"
"11631  :  โรงพยาบาลวชิรบารมี","2,026","1,418","69.99","637","44.92"
"27978  :  โรงพยาบาลสากเหล็ก","1,880","1,103","58.67","404","36.63"
"27979  :  โรงพยาบาลบึงนาราง","143","99","69.23","59","59.60"
"27980  :  โรงพยาบาลดงเจริญ","167","121","72.46","66","54.55"
"10727  :  โรงพยาบาลเพชรบูรณ์","11,900","747","6.28","182","24.36"
"11264  :  โรงพยาบาลชนแดน","3,349","2,086","62.29","884","42.38"
"11265  :  โรงพยาบาลหล่มสัก","6,212","2,765","44.51","1,199","43.36"
"11266  :  โรงพยาบาลวิเชียรบุรี","2,411","1,467","60.85","624","42.54"
"11267  :  โรงพยาบาลศรีเทพ","3,057","1,796","58.75","719","40.03"
"11268  :  โรงพยาบาลหนองไผ่","5,077","3,110","61.26","1,664","53.50"
"11269  :  โรงพยาบาลบึงสามพัน","4,377","1,855","42.38","626","33.75"
"11270  :  โรงพยาบาลน้ำหนาว","1,935","1,320","68.22","621","47.05"
"11271  :  โรงพยาบาลวังโป่ง","4,087","2,412","59.02","1,289","53.44"
"11272  :  โรงพยาบาลเขาค้อ","1,036","558","53.86","263","47.13"
"11457  :  โรงพยาบาลสมเด็จพระยุพราชหล่มเก่า","4,059","2,431","59.89","965","39.70"
"11946  :  โรงพยาบาลค่ายพ่อขุนผาเมือง","9,864","1,661","16.84","792","47.68"
"10677  :  โรงพยาบาลราชบุรี","0","0","0.00","0","0.00"
"10728  :  โรงพยาบาลดำเนินสะดวก","0","0","0.00","0","0.00"
"10729  :  โรงพยาบาลบ้านโป่ง","6,334","3,927","62.00","2,574","65.55"
"10730  :  โรงพยาบาลโพธาราม","0","0","0.00","0","0.00"
"11273  :  โรงพยาบาลสวนผึ้ง","3,082","1,803","58.50","911","50.53"
"11274  :  โรงพยาบาลบางแพ","4,378","2,308","52.72","1,422","61.61"
"11275  :  โรงพยาบาลเจ็ดเสมียน","2,437","1,417","58.15","300","21.17"
"11276  :  โรงพยาบาลปากท่อ","2,761","1,390","50.34","645","46.40"
"11277  :  โรงพยาบาลวัดเพลง","1,858","1,195","64.32","636","53.22"
"11458  :  โรงพยาบาลสมเด็จพระยุพราชจอมบึง","6,862","3,713","54.11","3,023","81.42"
"11519  :  โรงพยาบาลค่ายภาณุรังษี","3,136","460","14.67","254","55.22"
"12093  :  สถานพยาบาลแพทย์ประดิษฐ์","0","0","0.00","0","0.00"
"12097  :  มหาชัยพร้อมแพทย์โรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0.00"
"12098  :  โรงพยาบาลกรุงเทพเมืองราชโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00"
"12103  :  โรงพยาบาลซานคามิลโล","0","0","0.00","0","0.00"
"12286  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 5","0","0","0.00","0","0.00"
"28858  :  โรงพยาบาลบ้านคา","360","231","64.17","103","44.59"
"10731  :  โรงพยาบาลพหลพลพยุหเสนา","5,022","4,060","80.84","1,018","25.07"
"10732  :  โรงพยาบาลมะการักษ์","6,973","3,881","55.66","1,498","38.60"
"11278  :  โรงพยาบาลไทรโยค","2,589","1,606","62.03","1,237","77.02"
"11279  :  โรงพยาบาลสมเด็จพระปิยมหาราชรมณียเขต","546","307","56.23","127","41.37"
"11280  :  โรงพยาบาลบ่อพลอย","5,459","3,448","63.16","2,384","69.14"
"11281  :  โรงพยาบาลท่ากระดาน","1,495","827","55.32","634","76.66"
"11282  :  โรงพยาบาลสมเด็จพระสังฆราชองค์ที่ ๑๙","5,927","3,831","64.64","1,781","46.49"
"11283  :  โรงพยาบาลทองผาภูมิ","6,043","3,202","52.99","1,728","53.97"
"11284  :  โรงพยาบาลสังขละบุรี","5,784","2,339","40.44","1,687","72.12"
"11285  :  โรงพยาบาลเจ้าคุณไพบูลย์พนมทวน","3,033","2,037","67.16","739","36.28"
"11286  :  โรงพยาบาลเลาขวัญ","2,094","1,166","55.68","332","28.47"
"11287  :  โรงพยาบาลด่านมะขามเตี้ย","3,309","2,732","82.56","1,461","53.48"
"11288  :  โรงพยาบาลสถานพระบารมี","1,533","975","63.60","741","76.00"
"11520  :  โรงพยาบาลค่ายสุรสีห์","8,611","1,050","12.19","535","50.95"
"14136  :  โรงพยาบาลศุกร์ศิริศรีสวัสดิ์","924","517","55.95","237","45.84"
"21948  :  โรงพยาบาลห้วยกระเจา เฉลิมพระเกียรติ 80 พรรษา","2,547","1,559","61.21","988","63.37"
"41701  :  โรงพยาบาลหนองปรือ","215","185","86.05","145","78.38"
"10678  :  โรงพยาบาลเจ้าพระยายมราช","12,394","7,095","57.25","4,162","58.66"
"10733  :  โรงพยาบาลสมเด็จพระสังฆราชองค์ที่17","5,717","2,597","45.43","1,123","43.24"
"11289  :  โรงพยาบาลเดิมบางนางบวช","2,384","1,277","53.57","474","37.12"
"11290  :  โรงพยาบาลด่านช้าง","6,117","3,089","50.50","1,487","48.14"
"11291  :  โรงพยาบาลบางปลาม้า","2,411","1,288","53.42","549","42.62"
"11292  :  โรงพยาบาลศรีประจันต์","3,393","2,015","59.39","795","39.45"
"11293  :  โรงพยาบาลดอนเจดีย์","4,322","2,414","55.85","1,538","63.71"
"11294  :  โรงพยาบาลสามชุก","5,487","2,762","50.34","2,445","88.52"
"11295  :  โรงพยาบาลอู่ทอง","10,390","5,688","54.74","2,909","51.14"
"11296  :  โรงพยาบาลหนองหญ้าไซ","4,522","3,019","66.76","941","31.17"
"12123  :  โรงพยาบาลวิภาวดี-ปิยราษฎร์","0","0","0.00","0","0.00"
"10679  :  โรงพยาบาลนครปฐม","0","0","0.00","0","0.00"
"11297  :  โรงพยาบาลกำแพงแสน","8,770","1,345","15.34","521","38.74"
"11298  :  โรงพยาบาลนครชัยศรี","4,613","1,472","31.91","519","35.26"
"11299  :  โรงพยาบาลห้วยพลู","2,721","1,629","59.87","890","54.63"
"11300  :  โรงพยาบาลดอนตูม","3,609","2,321","64.31","953","41.06"
"11301  :  โรงพยาบาลบางเลน","5,096","2,356","46.23","735","31.20"
"11302  :  โรงพยาบาลสามพราน","8,158","4,409","54.05","2,136","48.45"
"11303  :  โรงพยาบาลพุทธมณฑล","1,896","938","49.47","429","45.74"
"11473  :  โรงพยาบาลเมตตาประชารักษ์(วัดไร่ขิง)","0","0","0.00","0","0.00"
"11521  :  โรงพยาบาลจันทรุเบกษา","0","0","0.00","0","0.00"
"13819  :  โรงพยาบาลหลวงพ่อเปิ่น","967","582","60.19","200","34.36"
"10734  :  โรงพยาบาลสมุทรสาคร","17,784","7,426","41.76","2,584","34.80"
"11304  :  โรงพยาบาลกระทุ่มแบน","0","0","0.00","0","0.00"
"11305  :  โรงพยาบาลบ้านแพ้ว","8,646","3,355","38.80","1,737","51.77"
"12137  :  โรงพยาบาลทั่วไปขนาดเล็กเจษฎา","3,348","2,776","82.92","1,792","64.55"
"10735  :  โรงพยาบาลสมเด็จพระพุทธเลิศหล้า","0","0","0.00","0","0.00"
"11306  :  โรงพยาบาลนภาลัย","0","0","0.00","0","0.00"
"11307  :  โรงพยาบาลอัมพวา","910","560","61.54","79","14.11"
"10736  :  โรงพยาบาลพระจอมเกล้า","13,783","4,425","32.10","159","3.59"
"11308  :  โรงพยาบาลเขาย้อย","2,460","1,426","57.97","818","57.36"
