"โรงพยาบาล","ตค. ถึง มีค.","เมย. ถึง กย."
"B","A","ร้อยละ","B","A","ร้อยละ"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0.00","0","0","0.00"
"10711  :  โรงพยาบาลนครพนม","2,771","3","0.11","2,118","0","0.00"
"11104  :  โรงพยาบาลปลาปาก","910","6","0.66","852","6","0.70"
"11105  :  โรงพยาบาลท่าอุเทน","1,014","537","52.96","942","0","0.00"
"11106  :  โรงพยาบาลบ้านแพง","1,461","3","0.21","634","1","0.16"
"11107  :  โรงพยาบาลนาทม","800","0","0.00","561","0","0.00"
"11108  :  โรงพยาบาลเรณูนคร","1,618","1,009","62.36","1,827","1,240","67.87"
"11109  :  โรงพยาบาลนาแก","1,311","705","53.78","820","0","0.00"
"11110  :  โรงพยาบาลศรีสงคราม","2,684","1,489","55.48","2,180","1","0.05"
"11111  :  โรงพยาบาลนาหว้า","1,799","255","14.17","1,043","5","0.48"
"11112  :  โรงพยาบาลโพนสวรรค์","2,671","1","0.04","1,302","0","0.00"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","1,085","839","77.33","956","8","0.84"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0.00","0","0","0.00"
"40840  :  โรงพยาบาลวังยาง","454","0","0.00","208","0","0.00"
"10712  :  โรงพยาบาลมุกดาหาร","4,668","1,095","23.46","2,129","4","0.19"
"11113  :  โรงพยาบาลนิคมคำสร้อย","1,076","1","0.09","894","251","28.08"
"11114  :  โรงพยาบาลดอนตาล","1,229","522","42.47","447","0","0.00"
"11115  :  โรงพยาบาลดงหลวง","1,098","0","0.00","756","0","0.00"
"11116  :  โรงพยาบาลคำชะอี","918","1","0.11","1,146","1","0.09"
"11117  :  โรงพยาบาลหว้านใหญ่","753","162","21.51","699","0","0.00"
"11118  :  โรงพยาบาลหนองสูง","677","183","27.03","694","4","0.58"
"06009  :  โรงพยาบาลแม่ตื่น","27","0","0.00","30","0","0.00"
"10713  :  โรงพยาบาลนครพิงค์","18,102","0","0.00","259","0","0.00"
"11119  :  โรงพยาบาลจอมทอง","3,581","7","0.20","1,731","6","0.35"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","836","0","0.00","1,649","3","0.18"
"11121  :  โรงพยาบาลเชียงดาว","2,096","2","0.10","1,005","0","0.00"
"11122  :  โรงพยาบาลดอยสะเก็ด","1,111","1","0.09","799","1","0.13"
"11123  :  โรงพยาบาลแม่แตง","485","0","0.00","332","0","0.00"
"11124  :  โรงพยาบาลสะเมิง","643","1","0.16","409","4","0.98"
"11125  :  โรงพยาบาลฝาง","3,241","2","0.06","1,526","0","0.00"
"11126  :  โรงพยาบาลแม่อาย","1,630","8","0.49","1,453","3","0.21"
"11127  :  โรงพยาบาลพร้าว","1,078","2","0.19","672","0","0.00"
"11128  :  โรงพยาบาลสันป่าตอง","1,540","1","0.06","1,382","1","0.07"
"11129  :  โรงพยาบาลสันกำแพง","536","1","0.19","293","0","0.00"
"11130  :  โรงพยาบาลสันทราย","0","0","0.00","1","0","0.00"
"11131  :  โรงพยาบาลหางดง","1,869","0","0.00","552","1","0.18"
"11132  :  โรงพยาบาลฮอด","1,649","1","0.06","1,236","1","0.08"
"11133  :  โรงพยาบาลดอยเต่า","224","174","77.68","13","0","0.00"
"11134  :  โรงพยาบาลอมก๋อย","1,343","3","0.22","1,385","1","0.07"
"11135  :  โรงพยาบาลสารภี","847","0","0.00","509","1","0.20"
"11136  :  โรงพยาบาลเวียงแหง","0","0","0.00","0","0","0.00"
"11137  :  โรงพยาบาลไชยปราการ","735","0","0.00","374","0","0.00"
"11138  :  โรงพยาบาลแม่วาง","653","0","0.00","635","0","0.00"
"11139  :  โรงพยาบาลแม่ออน","0","0","0.00","0","0","0.00"
"11507  :  โรงพยาบาลกองบิน 41","0","0","0.00","0","0","0.00"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","0","0","0.00","0","0","0.00"
"11643  :  โรงพยาบาลดอยหล่อ","0","0","0.00","0","0","0.00"
"11978  :  โรงพยาบาลดารารัศมี","156","0","0.00","68","0","0.00"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0.00"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","299","0","0.00","77","0","0.00"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","318","0","0.00","242","0","0.00"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","8","0","0.00","2","0","0.00"
"12280  :  โรงพยาบาลสวนปรุง","0","0","0.00","86","0","0.00"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0.00","0","0","0.00"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0.00","0","0","0.00"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","0","0","0.00","0","0","0.00"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","0","0","0.00","0","0","0.00"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","1","0","0.00","40","0","0.00"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","3,688","0","0.00","214","0","0.00"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","225","0","0.00","10","0","0.00"
"10714  :  โรงพยาบาลลำพูน","887","0","0.00","0","0","0.00"
"11140  :  โรงพยาบาลแม่ทา","39","0","0.00","634","1","0.16"
"11141  :  โรงพยาบาลบ้านโฮ่ง","1,103","1","0.09","560","1","0.18"
"11142  :  โรงพยาบาลลี้","1,575","4","0.25","1,132","1","0.09"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","947","0","0.00","673","1","0.15"
"11144  :  โรงพยาบาลป่าซาง","0","0","0.00","286","0","0.00"
"11145  :  โรงพยาบาลบ้านธิ","656","2","0.30","607","1","0.16"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0.00","0","0","0.00"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","0","0","0.00","0","0","0.00"
"24956  :  โรงพยาบาลเวียงหนองล่อง","513","0","0.00","384","0","0.00"
"10672  :  โรงพยาบาลลำปาง","0","0","0.00","0","0","0.00"
"11146  :  โรงพยาบาลแม่เมาะ","2,063","1,167","56.57","1,597","1,062","66.50"
"11147  :  โรงพยาบาลเกาะคา","1,842","7","0.38","1,673","1","0.06"
"11148  :  โรงพยาบาลเสริมงาม","1,119","1","0.09","1,068","501","46.91"
"11149  :  โรงพยาบาลงาว","1,189","1","0.08","1,796","0","0.00"
"11150  :  โรงพยาบาลแจ้ห่ม","1,069","2","0.19","804","144","17.91"
"11151  :  โรงพยาบาลวังเหนือ","667","472","70.76","1,082","456","42.14"
"11152  :  โรงพยาบาลเถิน","505","1","0.20","1,000","167","16.70"
"11153  :  โรงพยาบาลแม่พริก","833","425","51.02","378","166","43.92"
"11154  :  โรงพยาบาลแม่ทะ","1,276","156","12.23","502","1","0.20"
"11155  :  โรงพยาบาลสบปราบ","1,010","616","60.99","919","703","76.50"
"11156  :  โรงพยาบาลห้างฉัตร","1,201","761","63.36","1,087","691","63.57"
"11157  :  โรงพยาบาลเมืองปาน","1,245","0","0.00","590","0","0.00"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0.00","0","0","0.00"
"12283  :  โรงพยาบาลมะเร็งลำปาง","3","0","0.00","1","0","0.00"
"10673  :  โรงพยาบาลอุตรดิตถ์","2,525","22","0.87","1,539","19","1.23"
"11158  :  โรงพยาบาลตรอน","1,381","303","21.94","380","2","0.53"
"11159  :  โรงพยาบาลท่าปลา","936","530","56.62","440","133","30.23"
"11160  :  โรงพยาบาลน้ำปาด","1,157","902","77.96","1,326","1,046","78.88"
"11161  :  โรงพยาบาลฟากท่า","564","283","50.18","471","321","68.15"
"11162  :  โรงพยาบาลบ้านโคก","329","0","0.00","420","266","63.33"
"11163  :  โรงพยาบาลพิชัย","2,430","1,629","67.04","2,079","1,499","72.10"
"11164  :  โรงพยาบาลลับแล","945","95","10.05","307","1","0.33"
"11165  :  โรงพยาบาลทองแสนขัน","637","294","46.15","362","1","0.28"
"11509  :  โรงพยาบาลค่ายพิชัยดาบหัก","86","0","0.00","182","0","0.00"
"10715  :  โรงพยาบาลแพร่","0","0","0.00","401","4","1.00"
"11166  :  โรงพยาบาลร้องกวาง","1,261","1","0.08","756","1","0.13"
"11167  :  โรงพยาบาลลอง","1,676","0","0.00","1,690","0","0.00"
"11169  :  โรงพยาบาลสูงเม่น","349","0","0.00","459","0","0.00"
"11170  :  โรงพยาบาลสอง","1,391","1","0.07","1,553","0","0.00"
"11171  :  โรงพยาบาลวังชิ้น","1,091","0","0.00","1,362","1","0.07"
"11172  :  โรงพยาบาลหนองม่วงไข่","713","0","0.00","422","2","0.47"
"11452  :  โรงพยาบาลสมเด็จพระยุพราชเด่นชัย","1,196","0","0.00","447","0","0.00"
"10716  :  โรงพยาบาลน่าน","15","0","0.00","4,130","4,125","99.88"
"11173  :  โรงพยาบาลแม่จริม","705","384","54.47","768","375","48.83"
"11174  :  โรงพยาบาลบ้านหลวง","364","175","48.08","343","147","42.86"
"11175  :  โรงพยาบาลนาน้อย","300","0","0.00","897","401","44.70"
"11176  :  โรงพยาบาลท่าวังผา","731","2","0.27","706","0","0.00"
"11177  :  โรงพยาบาลเวียงสา","1,227","2","0.16","1,800","2","0.11"
"11178  :  โรงพยาบาลทุ่งช้าง","558","0","0.00","677","0","0.00"
"11179  :  โรงพยาบาลเชียงกลาง","124","58","46.77","753","164","21.78"
"11180  :  โรงพยาบาลนาหมื่น","675","241","35.70","550","230","41.82"
"11181  :  โรงพยาบาลสันติสุข","663","283","42.68","522","282","54.02"
"11182  :  โรงพยาบาลบ่อเกลือ","897","6","0.67","251","0","0.00"
"11183  :  โรงพยาบาลสองแคว","150","0","0.00","223","0","0.00"
"11453  :  โรงพยาบาลสมเด็จพระยุพราชปัว","1,645","1","0.06","1,438","461","32.06"
"11510  :  โรงพยาบาลค่ายสุริยพงษ์","0","0","0.00","0","0","0.00"
"11625  :  โรงพยาบาลเฉลิมพระเกียรติ","167","0","0.00","312","0","0.00"
"25017  :  โรงพยาบาลภูเพียง","0","0","0.00","0","0","0.00"
"10717  :  โรงพยาบาลพะเยา","873","0","0.00","1,237","0","0.00"
"10718  :  โรงพยาบาลเชียงคำ","2,498","0","0.00","1,930","1","0.05"
"11184  :  โรงพยาบาลจุน","1,211","1","0.08","1,295","0","0.00"
"11185  :  โรงพยาบาลเชียงม่วน","614","1","0.16","844","0","0.00"
"11186  :  โรงพยาบาลดอกคำใต้","1,413","1","0.07","518","2","0.39"
"11187  :  โรงพยาบาลปง","1,365","0","0.00","1,334","0","0.00"
"11188  :  โรงพยาบาลแม่ใจ","970","3","0.31","1,071","4","0.37"
"15140  :  โรงพยาบาลค่ายขุนเจืองธรรมิกราช","0","0","0.00","0","0","0.00"
"40744  :  โรงพยาบาลภูซาง","558","0","0.00","852","0","0.00"
"40745  :  โรงพยาบาลภูกามยาว","47","0","0.00","93","0","0.00"
"41347  :  โรงพยาบาลมหาวิทยาลัยพะเยา","119","0","0.00","121","0","0.00"
"10674  :  โรงพยาบาลเชียงรายประชานุเคราะห์","26","1","3.85","6","0","0.00"
"11189  :  โรงพยาบาลเทิง","2,838","2","0.07","975","1","0.10"
"11190  :  โรงพยาบาลพาน","2,499","5","0.20","1,401","1","0.07"
"11191  :  โรงพยาบาลป่าแดด","1,021","421","41.23","391","6","1.53"
"11192  :  โรงพยาบาลแม่จัน","1,256","3","0.24","1,446","1","0.07"
"11193  :  โรงพยาบาลเชียงแสน","772","270","34.97","858","0","0.00"
"11194  :  โรงพยาบาลแม่สาย","6,745","3","0.04","820","0","0.00"
"11195  :  โรงพยาบาลแม่สรวย","1,814","460","25.36","1,609","1","0.06"
"11196  :  โรงพยาบาลเวียงป่าเป้า","1,923","480","24.96","1,704","3","0.18"
"11197  :  โรงพยาบาลพญาเม็งราย","1,176","0","0.00","989","343","34.68"
"11198  :  โรงพยาบาลเวียงแก่น","1,350","520","38.52","1,398","470","33.62"
"11199  :  โรงพยาบาลขุนตาล","627","166","26.48","504","1","0.20"
"11200  :  โรงพยาบาลแม่ฟ้าหลวง","2,119","68","3.21","1,240","185","14.92"
"11201  :  โรงพยาบาลแม่ลาว","764","1","0.13","542","1","0.18"
"11202  :  โรงพยาบาลเวียงเชียงรุ้ง","1,307","370","28.31","922","437","47.40"
"11454  :  โรงพยาบาลสมเด็จพระยุพราชเชียงของ","414","275","66.43","458","16","3.49"
"15012  :  โรงพยาบาลสมเด็จพระญาณสังวร","1,739","0","0.00","1,159","6","0.52"
"23429  :  โรงพยาบาลมหาวิทยาลัยแม่ฟ้าหลวง","0","0","0.00","0","0","0.00"
"28823  :  โรงพยาบาลดอยหลวง","432","0","0.00","564","1","0.18"
"41509  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยแม่ฟ้าหลวง","508","0","0.00","0","0","0.00"
"10719  :  โรงพยาบาลศรีสังวาลย์","2,403","1,501","62.46","3,076","1,056","34.33"
"11203  :  โรงพยาบาลขุนยวม","617","460","74.55","423","0","0.00"
"11204  :  โรงพยาบาลปาย","1,349","847","62.79","1,191","794","66.67"
"11205  :  โรงพยาบาลแม่สะเรียง","2,759","2","0.07","1,756","394","22.44"
"11206  :  โรงพยาบาลแม่ลาน้อย","1,201","514","42.80","1,240","485","39.11"
"11207  :  โรงพยาบาลสบเมย","762","250","32.81","731","234","32.01"
"11208  :  โรงพยาบาลปางมะผ้า","1,018","469","46.07","1,141","448","39.26"
"14197  :  โรงพยาบาลธัญญรักษ์แม่ฮ่องสอน","3","0","0.00","105","0","0.00"
"10675  :  โรงพยาบาลสวรรค์ประชารักษ์","0","0","0.00","1,975","17","0.86"
"11209  :  โรงพยาบาลโกรกพระ","892","413","46.30","344","1","0.29"
"11210  :  โรงพยาบาลชุมแสง","642","0","0.00","0","0","0.00"
"11211  :  โรงพยาบาลหนองบัว","1,909","1,279","67.00","1,456","1,159","79.60"
"11212  :  โรงพยาบาลบรรพตพิสัย","1,637","659","40.26","700","60","8.57"
"11213  :  โรงพยาบาลเก้าเลี้ยว","1,068","444","41.57","555","352","63.42"
"11214  :  โรงพยาบาลตาคลี","3,281","494","15.06","1,375","716","52.07"
"11215  :  โรงพยาบาลท่าตะโก","539","1","0.19","547","0","0.00"
"11216  :  โรงพยาบาลไพศาลี","621","75","12.08","32","0","0.00"
"11217  :  โรงพยาบาลพยุหะคีรี","992","0","0.00","323","0","0.00"
"11218  :  โรงพยาบาลลาดยาว","5","0","0.00","9","0","0.00"
"11219  :  โรงพยาบาลตากฟ้า","1,673","176","10.52","629","139","22.10"
"11220  :  โรงพยาบาลแม่วงก์","345","217","62.90","2","0","0.00"
"11513  :  โรงพยาบาลค่ายจิรประวัติ","174","0","0.00","137","0","0.00"
"12030  :  โรงพยาบาลพริ้นซ์ ปากน้ำโพ 1 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00"
"12033  :  โรงพยาบาลรวมแพทย์นครสวรรค์","0","0","0.00","0","0","0.00"
"12034  :  โรงพยาบาลพริ้นซ์ ปากน้ำโพ 2 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00"
"12042  :  โรงพยาบาลร่มฉัตร","0","0","0.00","0","0","0.00"
"12044  :  โรงพยาบาลศรีสวรรค์","0","0","0.00","0","0","0.00"
"12284  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 3","574","2","0.35","420","1","0.24"
"14171  :  โรงพยาบาลจิตเวชนครสวรรค์ราชนครินทร์","0","0","0.00","0","0","0.00"
"40749  :  โรงพยาบาลชุมตาบง","0","0","0.00","0","0","0.00"
"10720  :  โรงพยาบาลอุทัยธานี","1,399","4","0.29","1,186","4","0.34"
"11221  :  โรงพยาบาลทัพทัน","1,523","17","1.12","1,108","225","20.31"
"11222  :  โรงพยาบาลสว่างอารมณ์","1,000","0","0.00","441","0","0.00"
"11223  :  โรงพยาบาลหนองฉาง","2,100","0","0.00","1,380","1","0.07"
"11224  :  โรงพยาบาลหนองขาหย่าง","169","0","0.00","116","0","0.00"
"11225  :  โรงพยาบาลบ้านไร่","2,113","1","0.05","1,484","1","0.07"
"11226  :  โรงพยาบาลลานสัก","1,596","0","0.00","1,269","0","0.00"
"11227  :  โรงพยาบาลห้วยคต","862","0","0.00","739","0","0.00"
"10721  :  โรงพยาบาลกำแพงเพชร","2,845","0","0.00","1,251","0","0.00"
"11228  :  โรงพยาบาลทุ่งโพธิ์ทะเล","892","0","0.00","778","0","0.00"
"11229  :  โรงพยาบาลไทรงาม","491","0","0.00","561","0","0.00"
"11230  :  โรงพยาบาลคลองลาน","4,373","1","0.02","2,130","5","0.23"
"11231  :  โรงพยาบาลขาณุวรลักษบุรี","364","0","0.00","168","0","0.00"
"11232  :  โรงพยาบาลคลองขลุง","1,857","3","0.16","1,335","538","40.30"
"11233  :  โรงพยาบาลพรานกระต่าย","2,688","1","0.04","823","0","0.00"
"11234  :  โรงพยาบาลลานกระบือ","1,092","0","0.00","634","1","0.16"
"11235  :  โรงพยาบาลทรายทองวัฒนา","868","2","0.23","659","0","0.00"
"11236  :  โรงพยาบาลปางศิลาทอง","1,198","1","0.08","569","0","0.00"
"14135  :  โรงพยาบาลบึงสามัคคี","637","1","0.16","444","148","33.33"
"28010  :  โรงพยาบาลโกสัมพีนคร","776","0","0.00","412","0","0.00"
"10722  :  โรงพยาบาลสมเด็จพระเจ้าตากสินมหาราช","1,272","1","0.08","0","0","0.00"
"10723  :  โรงพยาบาลแม่สอด","0","0","0.00","0","0","0.00"
"11238  :  โรงพยาบาลบ้านตาก","0","0","0.00","0","0","0.00"
"11239  :  โรงพยาบาลสามเงา","0","0","0.00","0","0","0.00"
"11240  :  โรงพยาบาลแม่ระมาด","956","814","85.15","325","324","99.69"
"11241  :  โรงพยาบาลท่าสองยาง","1,721","698","40.56","2,013","475","23.60"
"11242  :  โรงพยาบาลพบพระ","1,536","1,527","99.41","32","0","0.00"
"11243  :  โรงพยาบาลอุ้มผาง","415","347","83.61","436","434","99.54"
"27443  :  โรงพยาบาลวังเจ้า","0","0","0.00","0","0","0.00"
"10724  :  โรงพยาบาลสุโขทัย","1,399","0","0.00","1,573","0","0.00"
"10725  :  โรงพยาบาลศรีสังวรสุโขทัย","671","0","0.00","1,044","0","0.00"
"11244  :  โรงพยาบาลบ้านด่านลานหอย","1,568","0","0.00","1,116","0","0.00"
"11245  :  โรงพยาบาลคีรีมาศ","1,288","397","30.82","1,153","430","37.29"
"11246  :  โรงพยาบาลกงไกรลาศ","777","0","0.00","607","0","0.00"
"11247  :  โรงพยาบาลศรีสัชนาลัย","557","0","0.00","1,107","1","0.09"
"11248  :  โรงพยาบาลสวรรคโลก","2,775","1","0.04","1,950","2","0.10"
"11249  :  โรงพยาบาลศรีนคร","1,114","0","0.00","975","0","0.00"
"11250  :  โรงพยาบาลทุ่งเสลี่ยม","1,845","557","30.19","1,031","584","56.64"
"10676  :  โรงพยาบาลพุทธชินราช","0","0","0.00","2,026","10","0.49"
"11251  :  โรงพยาบาลชาติตระการ","1,509","3","0.20","1,067","4","0.37"
"11252  :  โรงพยาบาลบางระกำ","4,216","0","0.00","1,968","0","0.00"
"11253  :  โรงพยาบาลบางกระทุ่ม","650","0","0.00","971","0","0.00"
"11254  :  โรงพยาบาลพรหมพิราม","2,220","0","0.00","587","0","0.00"
"11255  :  โรงพยาบาลวัดโบสถ์","1,989","1","0.05","1,109","2","0.18"
"11256  :  โรงพยาบาลวังทอง","1,198","1","0.08","700","0","0.00"
"11257  :  โรงพยาบาลเนินมะปราง","0","0","0.00","266","0","0.00"
"11455  :  โรงพยาบาลสมเด็จพระยุพราชนครไทย","2,136","6","0.28","1,834","10","0.55"
"11517  :  โรงพยาบาลค่ายสมเด็จพระนเรศวร","595","2","0.34","272","0","0.00"
"14972  :  โรงพยาบาลมหาวิทยาลัยนเรศวร","0","0","0.00","0","0","0.00"
"41429  :  โรงพยาบาลจิตเวชพิษณุโลก","0","0","0.00","0","0","0.00"
"10726  :  โรงพยาบาลพิจิตร","6,665","18","0.27","4,842","7","0.14"
"11258  :  โรงพยาบาลวังทรายพูน","870","0","0.00","333","0","0.00"
"11259  :  โรงพยาบาลโพธิ์ประทับช้าง","687","308","44.83","510","181","35.49"
"11260  :  โรงพยาบาลบางมูลนาก","2,617","11","0.42","517","9","1.74"
"11261  :  โรงพยาบาลโพทะเล","1,537","212","13.79","652","2","0.31"
"11262  :  โรงพยาบาลสามง่าม","761","310","40.74","333","1","0.30"
"11263  :  โรงพยาบาลทับคล้อ","1,216","3","0.25","823","0","0.00"
"11456  :  โรงพยาบาลสมเด็จพระยุพราชตะพานหิน","3,820","419","10.97","1,803","189","10.48"
"11631  :  โรงพยาบาลวชิรบารมี","1,451","820","56.51","965","612","63.42"
"27978  :  โรงพยาบาลสากเหล็ก","778","2","0.26","687","0","0.00"
"27979  :  โรงพยาบาลบึงนาราง","472","2","0.42","406","0","0.00"
"27980  :  โรงพยาบาลดงเจริญ","484","0","0.00","228","0","0.00"
"10727  :  โรงพยาบาลเพชรบูรณ์","2,936","6","0.20","1,481","9","0.61"
"11264  :  โรงพยาบาลชนแดน","2,352","1","0.04","1,949","0","0.00"
"11265  :  โรงพยาบาลหล่มสัก","2,269","8","0.35","914","0","0.00"
"11266  :  โรงพยาบาลวิเชียรบุรี","167","0","0.00","1","0","0.00"
"11267  :  โรงพยาบาลศรีเทพ","1,531","0","0.00","562","1","0.18"
"11268  :  โรงพยาบาลหนองไผ่","2,728","4","0.15","1,288","3","0.23"
"11269  :  โรงพยาบาลบึงสามพัน","8","0","0.00","740","3","0.41"
"11270  :  โรงพยาบาลน้ำหนาว","666","1","0.15","624","0","0.00"
"11271  :  โรงพยาบาลวังโป่ง","1,201","1","0.08","373","0","0.00"
"11272  :  โรงพยาบาลเขาค้อ","936","0","0.00","866","0","0.00"
"11457  :  โรงพยาบาลสมเด็จพระยุพราชหล่มเก่า","1,489","0","0.00","955","0","0.00"
"11946  :  โรงพยาบาลค่ายพ่อขุนผาเมือง","147","0","0.00","143","0","0.00"
"10677  :  โรงพยาบาลราชบุรี","4,427","7","0.16","2,266","5","0.22"
"10728  :  โรงพยาบาลดำเนินสะดวก","2,145","0","0.00","1,249","0","0.00"
"10729  :  โรงพยาบาลบ้านโป่ง","7,277","4,361","59.93","2,729","973","35.65"
"10730  :  โรงพยาบาลโพธาราม","772","1","0.13","445","0","0.00"
"11273  :  โรงพยาบาลสวนผึ้ง","827","0","0.00","571","1","0.18"
"11274  :  โรงพยาบาลบางแพ","1,351","0","0.00","681","296","43.47"
"11275  :  โรงพยาบาลเจ็ดเสมียน","773","0","0.00","187","0","0.00"
"11276  :  โรงพยาบาลปากท่อ","1,768","775","43.83","973","2","0.21"
"11277  :  โรงพยาบาลวัดเพลง","846","551","65.13","751","0","0.00"
"11458  :  โรงพยาบาลสมเด็จพระยุพราชจอมบึง","1,593","2","0.13","554","1","0.18"
"11519  :  โรงพยาบาลค่ายภาณุรังษี","87","0","0.00","49","0","0.00"
"12093  :  สถานพยาบาลแพทย์ประดิษฐ์","0","0","0.00","0","0","0.00"
"12097  :  มหาชัยพร้อมแพทย์โรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0.00"
"12098  :  โรงพยาบาลกรุงเทพเมืองราชโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00"
"12103  :  โรงพยาบาลซานคามิลโล","0","0","0.00","0","0","0.00"
"12286  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 5","86","0","0.00","67","1","1.49"
"28858  :  โรงพยาบาลบ้านคา","367","0","0.00","362","0","0.00"
"10731  :  โรงพยาบาลพหลพลพยุหเสนา","932","0","0.00","2,112","9","0.43"
"10732  :  โรงพยาบาลมะการักษ์","3,347","594","17.75","3,195","22","0.69"
"11278  :  โรงพยาบาลไทรโยค","1,173","2","0.17","647","1","0.15"
"11279  :  โรงพยาบาลสมเด็จพระปิยมหาราชรมณียเขต","717","347","48.40","355","0","0.00"
"11280  :  โรงพยาบาลบ่อพลอย","1,702","3","0.18","1,491","1","0.07"
"11281  :  โรงพยาบาลท่ากระดาน","446","1","0.22","303","1","0.33"
"11282  :  โรงพยาบาลสมเด็จพระสังฆราชองค์ที่ ๑๙","5,648","1,224","21.67","3,461","534","15.43"
"11283  :  โรงพยาบาลทองผาภูมิ","1,425","6","0.42","862","221","25.64"
"11284  :  โรงพยาบาลสังขละบุรี","1,248","0","0.00","1,327","3","0.23"
"11285  :  โรงพยาบาลเจ้าคุณไพบูลย์พนมทวน","489","485","99.18","611","609","99.67"
"11286  :  โรงพยาบาลเลาขวัญ","883","3","0.34","427","0","0.00"
"11287  :  โรงพยาบาลด่านมะขามเตี้ย","2,765","668","24.16","1,009","1","0.10"
"11288  :  โรงพยาบาลสถานพระบารมี","598","198","33.11","288","0","0.00"
"11520  :  โรงพยาบาลค่ายสุรสีห์","249","1","0.40","374","0","0.00"
"14136  :  โรงพยาบาลศุกร์ศิริศรีสวัสดิ์","300","0","0.00","229","0","0.00"
"21948  :  โรงพยาบาลห้วยกระเจา เฉลิมพระเกียรติ 80 พรรษา","799","6","0.75","599","1","0.17"
"41701  :  โรงพยาบาลหนองปรือ","793","236","29.76","460","2","0.43"
"10678  :  โรงพยาบาลเจ้าพระยายมราช","9,374","4,611","49.19","4,905","5","0.10"
"10733  :  โรงพยาบาลสมเด็จพระสังฆราชองค์ที่17","2,886","1,216","42.13","1,523","590","38.74"
"11289  :  โรงพยาบาลเดิมบางนางบวช","2,542","0","0.00","912","0","0.00"
"11290  :  โรงพยาบาลด่านช้าง","3,556","0","0.00","715","1","0.14"
"11291  :  โรงพยาบาลบางปลาม้า","823","288","34.99","536","1","0.19"
"11292  :  โรงพยาบาลศรีประจันต์","473","0","0.00","310","0","0.00"
"11293  :  โรงพยาบาลดอนเจดีย์","1,944","1,068","54.94","366","0","0.00"
"11294  :  โรงพยาบาลสามชุก","2,446","1,195","48.86","408","1","0.25"
"11295  :  โรงพยาบาลอู่ทอง","4,538","3","0.07","4,803","2","0.04"
"11296  :  โรงพยาบาลหนองหญ้าไซ","1,307","803","61.44","1,105","0","0.00"
"12123  :  โรงพยาบาลวิภาวดี-ปิยราษฎร์","0","0","0.00","0","0","0.00"
"10679  :  โรงพยาบาลนครปฐม","0","0","0.00","0","0","0.00"
"11297  :  โรงพยาบาลกำแพงแสน","1,672","0","0.00","364","1","0.27"
"11298  :  โรงพยาบาลนครชัยศรี","2,303","3","0.13","791","1","0.13"
"11299  :  โรงพยาบาลห้วยพลู","1,037","817","78.78","707","1","0.14"
"11300  :  โรงพยาบาลดอนตูม","2,074","177","8.53","754","0","0.00"
"11301  :  โรงพยาบาลบางเลน","656","4","0.61","464","2","0.43"
"11302  :  โรงพยาบาลสามพราน","1,728","5","0.29","1,491","7","0.47"
"11303  :  โรงพยาบาลพุทธมณฑล","986","8","0.81","688","3","0.44"
"11473  :  โรงพยาบาลเมตตาประชารักษ์(วัดไร่ขิง)","0","0","0.00","0","0","0.00"
