"โรงพยาบาล","ประชากร อายุ 18 - 59 ปี","ประชากร อายุ 18 - 59 ปีที่วัดรอบเอวและส่วนสูง(B)","ความครอบคลุมร้อยละ","ประชากร อายุ 18 - 59 ปีรอบเอวปกติ","ร้อยละ"
"11111  :  โรงพยาบาลนาหว้า","3,900","2,613","67.00","1,744","66.74"
"11112  :  โรงพยาบาลโพนสวรรค์","3,998","2,744","68.63","1,243","45.30"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","922","835","90.56","478","57.25"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0.00","0","0.00"
"40840  :  โรงพยาบาลวังยาง","2,179","1,273","58.42","957","75.18"
"10712  :  โรงพยาบาลมุกดาหาร","11,791","6,260","53.09","3,211","51.29"
"11113  :  โรงพยาบาลนิคมคำสร้อย","2,287","1,772","77.48","839","47.35"
"11114  :  โรงพยาบาลดอนตาล","2,735","1,646","60.18","979","59.48"
"11115  :  โรงพยาบาลดงหลวง","3,891","2,261","58.11","1,210","53.52"
"11116  :  โรงพยาบาลคำชะอี","2,406","1,606","66.75","877","54.61"
"11117  :  โรงพยาบาลหว้านใหญ่","875","573","65.49","313","54.62"
"11118  :  โรงพยาบาลหนองสูง","1,018","721","70.83","291","40.36"
"06009  :  โรงพยาบาลแม่ตื่น","2,389","1,081","45.25","746","69.01"
"10713  :  โรงพยาบาลนครพิงค์","8","2","25.00","1","50.00"
"11119  :  โรงพยาบาลจอมทอง","7,095","3,860","54.40","1,609","41.68"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","4,241","2,800","66.02","1,495","53.39"
"11121  :  โรงพยาบาลเชียงดาว","4,916","2,667","54.25","970","36.37"
"11122  :  โรงพยาบาลดอยสะเก็ด","0","0","0.00","0","0.00"
"11123  :  โรงพยาบาลแม่แตง","0","0","0.00","0","0.00"
"11124  :  โรงพยาบาลสะเมิง","2,312","1,532","66.26","477","31.14"
"11125  :  โรงพยาบาลฝาง","1,228","657","53.50","294","44.75"
"11126  :  โรงพยาบาลแม่อาย","1,433","883","61.62","325","36.81"
"11127  :  โรงพยาบาลพร้าว","0","0","0.00","0","0.00"
"11128  :  โรงพยาบาลสันป่าตอง","2,969","1,406","47.36","669","47.58"
"11129  :  โรงพยาบาลสันกำแพง","0","0","0.00","0","0.00"
"11130  :  โรงพยาบาลสันทราย","0","0","0.00","0","0.00"
"11131  :  โรงพยาบาลหางดง","0","0","0.00","0","0.00"
"11132  :  โรงพยาบาลฮอด","4,470","2,797","62.57","1,268","45.33"
"11133  :  โรงพยาบาลดอยเต่า","1,438","947","65.86","421","44.46"
"11134  :  โรงพยาบาลอมก๋อย","4,938","962","19.48","387","40.23"
"11135  :  โรงพยาบาลสารภี","0","0","0.00","0","0.00"
"11136  :  โรงพยาบาลเวียงแหง","1","0","0.00","0","0.00"
"11137  :  โรงพยาบาลไชยปราการ","1,306","847","64.85","441","52.07"
"11138  :  โรงพยาบาลแม่วาง","2,138","1,157","54.12","436","37.68"
"11139  :  โรงพยาบาลแม่ออน","0","0","0.00","0","0.00"
"11507  :  โรงพยาบาลกองบิน 41","285","106","37.19","43","40.57"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","0","0","0.00","0","0.00"
"11643  :  โรงพยาบาลดอยหล่อ","0","0","0.00","0","0.00"
"11978  :  โรงพยาบาลดารารัศมี","0","0","0.00","0","0.00"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0.00"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","963","163","16.93","61","37.42"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","4,107","466","11.35","240","51.50"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","0","0","0.00","0","0.00"
"12280  :  โรงพยาบาลสวนปรุง","0","0","0.00","0","0.00"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0.00","0","0.00"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0.00","0","0.00"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","0","0","0.00","0","0.00"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","0","0","0.00","0","0.00"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","4,521","45","1.00","17","37.78"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","5,534","849","15.34","449","52.89"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","1,017","594","58.41","261","43.94"
"10714  :  โรงพยาบาลลำพูน","0","0","0.00","0","0.00"
"11140  :  โรงพยาบาลแม่ทา","4,017","2,201","54.79","1,002","45.52"
"11141  :  โรงพยาบาลบ้านโฮ่ง","2,691","1,726","64.14","681","39.46"
"11142  :  โรงพยาบาลลี้","0","0","0.00","0","0.00"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","2,549","2,402","94.23","1,421","59.16"
"11144  :  โรงพยาบาลป่าซาง","3,736","1,788","47.86","763","42.67"
"11145  :  โรงพยาบาลบ้านธิ","4,958","2,910","58.69","1,621","55.70"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0.00","0","0.00"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","2,091","160","7.65","66","41.25"
"24956  :  โรงพยาบาลเวียงหนองล่อง","1,112","651","58.54","306","47.00"
"10672  :  โรงพยาบาลลำปาง","0","0","0.00","0","0.00"
"11146  :  โรงพยาบาลแม่เมาะ","5,715","5,100","89.24","2,197","43.08"
"11147  :  โรงพยาบาลเกาะคา","638","411","64.42","158","38.44"
"11148  :  โรงพยาบาลเสริมงาม","2,657","2,228","83.85","1,182","53.05"
"11149  :  โรงพยาบาลงาว","1,461","879","60.16","410","46.64"
"11150  :  โรงพยาบาลแจ้ห่ม","2,452","2,098","85.56","888","42.33"
"11151  :  โรงพยาบาลวังเหนือ","2,310","1,614","69.87","756","46.84"
"11152  :  โรงพยาบาลเถิน","2,253","1,193","52.95","539","45.18"
"11153  :  โรงพยาบาลแม่พริก","2,106","1,369","65.00","689","50.33"
"11154  :  โรงพยาบาลแม่ทะ","2,537","2,277","89.75","1,091","47.91"
"11155  :  โรงพยาบาลสบปราบ","3,605","2,335","64.77","834","35.72"
"11156  :  โรงพยาบาลห้างฉัตร","4,882","2,798","57.31","1,645","58.79"
"11157  :  โรงพยาบาลเมืองปาน","1,451","1,072","73.88","570","53.17"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0.00","0","0.00"
"12283  :  โรงพยาบาลมะเร็งลำปาง","0","0","0.00","0","0.00"
"10673  :  โรงพยาบาลอุตรดิตถ์","13,242","7,589","57.31","3,366","44.35"
"11158  :  โรงพยาบาลตรอน","2,725","1,632","59.89","793","48.59"
"11159  :  โรงพยาบาลท่าปลา","2,734","1,586","58.01","778","49.05"
"11160  :  โรงพยาบาลน้ำปาด","2,085","1,358","65.13","621","45.73"
"11161  :  โรงพยาบาลฟากท่า","1,624","1,145","70.50","588","51.35"
"11162  :  โรงพยาบาลบ้านโคก","1,694","1,002","59.15","559","55.79"
"11163  :  โรงพยาบาลพิชัย","2,533","1,726","68.14","573","33.20"
"11164  :  โรงพยาบาลลับแล","3,759","2,291","60.95","928","40.51"
"11165  :  โรงพยาบาลทองแสนขัน","2,612","1,752","67.08","735","41.95"
"11509  :  โรงพยาบาลค่ายพิชัยดาบหัก","2,385","103","4.32","61","59.22"
"10715  :  โรงพยาบาลแพร่","0","0","0.00","0","0.00"
"11166  :  โรงพยาบาลร้องกวาง","1,926","1,117","58.00","453","40.56"
"11167  :  โรงพยาบาลลอง","3,715","2,530","68.10","1,375","54.35"
"11169  :  โรงพยาบาลสูงเม่น","0","0","0.00","0","0.00"
"11170  :  โรงพยาบาลสอง","3,306","2,265","68.51","1,097","48.43"
"11171  :  โรงพยาบาลวังชิ้น","1,458","1,058","72.57","407","38.47"
"11172  :  โรงพยาบาลหนองม่วงไข่","1,226","927","75.61","441","47.57"
"11452  :  โรงพยาบาลสมเด็จพระยุพราชเด่นชัย","5,108","2,246","43.97","1,247","55.52"
"10716  :  โรงพยาบาลน่าน","10,262","3,787","36.90","1,706","45.05"
"11173  :  โรงพยาบาลแม่จริม","1,374","1,058","77.00","580","54.82"
"11174  :  โรงพยาบาลบ้านหลวง","1,098","799","72.77","409","51.19"
"11175  :  โรงพยาบาลนาน้อย","1,770","1,391","78.59","687","49.39"
"11176  :  โรงพยาบาลท่าวังผา","1,635","1,110","67.89","407","36.67"
"11177  :  โรงพยาบาลเวียงสา","3,933","2,099","53.37","961","45.78"
"11178  :  โรงพยาบาลทุ่งช้าง","1,243","787","63.31","334","42.44"
"11179  :  โรงพยาบาลเชียงกลาง","1,407","1,033","73.42","397","38.43"
"11180  :  โรงพยาบาลนาหมื่น","1,386","1,066","76.91","588","55.16"
"11181  :  โรงพยาบาลสันติสุข","1,550","1,114","71.87","454","40.75"
"11182  :  โรงพยาบาลบ่อเกลือ","1,265","769","60.79","507","65.93"
"11183  :  โรงพยาบาลสองแคว","1,044","824","78.93","406","49.27"
"11453  :  โรงพยาบาลสมเด็จพระยุพราชปัว","2,076","1,336","64.35","597","44.69"
"11510  :  โรงพยาบาลค่ายสุริยพงษ์","1,490","294","19.73","151","51.36"
"11625  :  โรงพยาบาลเฉลิมพระเกียรติ","607","350","57.66","217","62.00"
"25017  :  โรงพยาบาลภูเพียง","559","234","41.86","111","47.44"
"10717  :  โรงพยาบาลพะเยา","0","0","0.00","0","0.00"
"10718  :  โรงพยาบาลเชียงคำ","0","0","0.00","0","0.00"
"11184  :  โรงพยาบาลจุน","2,108","1,675","79.46","684","40.84"
"11185  :  โรงพยาบาลเชียงม่วน","0","0","0.00","0","0.00"
"11186  :  โรงพยาบาลดอกคำใต้","2,061","1,340","65.02","619","46.19"
"11187  :  โรงพยาบาลปง","1,390","1,179","84.82","492","41.73"
"11188  :  โรงพยาบาลแม่ใจ","0","0","0.00","0","0.00"
"15140  :  โรงพยาบาลค่ายขุนเจืองธรรมิกราช","38","0","0.00","0","0.00"
"40744  :  โรงพยาบาลภูซาง","0","0","0.00","0","0.00"
"40745  :  โรงพยาบาลภูกามยาว","0","0","0.00","0","0.00"
"41347  :  โรงพยาบาลมหาวิทยาลัยพะเยา","6,913","25","0.36","18","72.00"
"10674  :  โรงพยาบาลเชียงรายประชานุเคราะห์","14,827","3,383","22.82","1,431","42.30"
"11189  :  โรงพยาบาลเทิง","3,737","2,489","66.60","993","39.90"
"11190  :  โรงพยาบาลพาน","0","0","0.00","0","0.00"
"11191  :  โรงพยาบาลป่าแดด","945","673","71.22","293","43.54"
"11192  :  โรงพยาบาลแม่จัน","0","0","0.00","0","0.00"
"11193  :  โรงพยาบาลเชียงแสน","1,508","840","55.70","341","40.60"
"11194  :  โรงพยาบาลแม่สาย","9,558","4,811","50.33","2,971","61.75"
"11195  :  โรงพยาบาลแม่สรวย","2,432","1,385","56.95","632","45.63"
"11196  :  โรงพยาบาลเวียงป่าเป้า","4,144","2,390","57.67","867","36.28"
"11197  :  โรงพยาบาลพญาเม็งราย","1,467","926","63.12","392","42.33"
"11198  :  โรงพยาบาลเวียงแก่น","2,261","1,139","50.38","370","32.48"
"11199  :  โรงพยาบาลขุนตาล","1,356","951","70.13","396","41.64"
"11200  :  โรงพยาบาลแม่ฟ้าหลวง","1,503","584","38.86","168","28.77"
"11201  :  โรงพยาบาลแม่ลาว","927","482","52.00","173","35.89"
"11202  :  โรงพยาบาลเวียงเชียงรุ้ง","1,670","1,081","64.73","401","37.10"
"11454  :  โรงพยาบาลสมเด็จพระยุพราชเชียงของ","5,642","2,675","47.41","1,158","43.29"
"15012  :  โรงพยาบาลสมเด็จพระญาณสังวร","1,375","880","64.00","434","49.32"
"23429  :  โรงพยาบาลมหาวิทยาลัยแม่ฟ้าหลวง","1","0","0.00","0","0.00"
"28823  :  โรงพยาบาลดอยหลวง","358","233","65.08","104","44.64"
"41509  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยแม่ฟ้าหลวง","0","0","0.00","0","0.00"
"10719  :  โรงพยาบาลศรีสังวาลย์","2,265","1,387","61.24","565","40.74"
"11203  :  โรงพยาบาลขุนยวม","2,215","1,337","60.36","590","44.13"
"11204  :  โรงพยาบาลปาย","2,560","1,262","49.30","398","31.54"
"11205  :  โรงพยาบาลแม่สะเรียง","5,777","3,204","55.46","978","30.52"
"11206  :  โรงพยาบาลแม่ลาน้อย","2,132","1,439","67.50","573","39.82"
"11207  :  โรงพยาบาลสบเมย","1,366","823","60.25","332","40.34"
"11208  :  โรงพยาบาลปางมะผ้า","1,393","724","51.97","287","39.64"
"14197  :  โรงพยาบาลธัญญรักษ์แม่ฮ่องสอน","44","1","2.27","1","100.00"
"10675  :  โรงพยาบาลสวรรค์ประชารักษ์","0","0","0.00","0","0.00"
"11209  :  โรงพยาบาลโกรกพระ","2,348","1,417","60.35","488","34.44"
"11210  :  โรงพยาบาลชุมแสง","1,756","1,043","59.40","418","40.08"
"11211  :  โรงพยาบาลหนองบัว","4,702","3,125","66.46","846","27.07"
"11212  :  โรงพยาบาลบรรพตพิสัย","1,429","730","51.08","268","36.71"
"11213  :  โรงพยาบาลเก้าเลี้ยว","1,939","1,325","68.33","653","49.28"
"11214  :  โรงพยาบาลตาคลี","4,468","2,559","57.27","905","35.37"
"11215  :  โรงพยาบาลท่าตะโก","3,208","2,029","63.25","987","48.64"
"11216  :  โรงพยาบาลไพศาลี","3,655","1,869","51.14","676","36.17"
"11217  :  โรงพยาบาลพยุหะคีรี","1,774","749","42.22","235","31.38"
"11218  :  โรงพยาบาลลาดยาว","2,755","1,187","43.09","409","34.46"
"11219  :  โรงพยาบาลตากฟ้า","3,896","2,031","52.13","760","37.42"
"11220  :  โรงพยาบาลแม่วงก์","1,226","727","59.30","273","37.55"
"11513  :  โรงพยาบาลค่ายจิรประวัติ","10,730","602","5.61","204","33.89"
"12030  :  โรงพยาบาลพริ้นซ์ ปากน้ำโพ 1 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00"
"12033  :  โรงพยาบาลรวมแพทย์นครสวรรค์","0","0","0.00","0","0.00"
"12034  :  โรงพยาบาลพริ้นซ์ ปากน้ำโพ 2 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00"
"12042  :  โรงพยาบาลร่มฉัตร","2,689","7","0.26","5","71.43"
"12044  :  โรงพยาบาลศรีสวรรค์","0","0","0.00","0","0.00"
"12284  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 3","0","0","0.00","0","0.00"
"14171  :  โรงพยาบาลจิตเวชนครสวรรค์ราชนครินทร์","0","0","0.00","0","0.00"
"40749  :  โรงพยาบาลชุมตาบง","912","528","57.89","212","40.15"
"10720  :  โรงพยาบาลอุทัยธานี","604","405","67.05","133","32.84"
"11221  :  โรงพยาบาลทัพทัน","2,200","1,317","59.86","888","67.43"
"11222  :  โรงพยาบาลสว่างอารมณ์","1,975","1,105","55.95","440","39.82"
"11223  :  โรงพยาบาลหนองฉาง","1,664","1,040","62.50","762","73.27"
"11224  :  โรงพยาบาลหนองขาหย่าง","862","544","63.11","283","52.02"
"11225  :  โรงพยาบาลบ้านไร่","4,421","2,855","64.58","1,287","45.08"
"11226  :  โรงพยาบาลลานสัก","3,506","2,204","62.86","1,275","57.85"
"11227  :  โรงพยาบาลห้วยคต","2,288","1,161","50.74","561","48.32"
"10721  :  โรงพยาบาลกำแพงเพชร","8","4","50.00","1","25.00"
"11228  :  โรงพยาบาลทุ่งโพธิ์ทะเล","4,303","2,494","57.96","832","33.36"
"11229  :  โรงพยาบาลไทรงาม","2,845","1,711","60.14","892","52.13"
"11230  :  โรงพยาบาลคลองลาน","5,491","3,187","58.04","883","27.71"
"11231  :  โรงพยาบาลขาณุวรลักษบุรี","2,375","1,089","45.85","447","41.05"
"11232  :  โรงพยาบาลคลองขลุง","2,346","1,432","61.04","618","43.16"
"11233  :  โรงพยาบาลพรานกระต่าย","4,963","3,023","60.91","1,285","42.51"
"11234  :  โรงพยาบาลลานกระบือ","3,392","1,899","55.98","1,851","97.47"
"11235  :  โรงพยาบาลทรายทองวัฒนา","2,354","1,530","65.00","746","48.76"
"11236  :  โรงพยาบาลปางศิลาทอง","821","491","59.81","176","35.85"
"14135  :  โรงพยาบาลบึงสามัคคี","2,606","1,501","57.60","963","64.16"
"28010  :  โรงพยาบาลโกสัมพีนคร","1,293","738","57.08","271","36.72"
"10722  :  โรงพยาบาลสมเด็จพระเจ้าตากสินมหาราช","7,759","5,482","70.65","2,156","39.33"
"10723  :  โรงพยาบาลแม่สอด","4,862","2,253","46.34","527","23.39"
"11238  :  โรงพยาบาลบ้านตาก","2,761","1,935","70.08","677","34.99"
"11239  :  โรงพยาบาลสามเงา","2,003","1,202","60.01","392","32.61"
"11240  :  โรงพยาบาลแม่ระมาด","4,186","2,226","53.18","875","39.31"
"11241  :  โรงพยาบาลท่าสองยาง","4,092","2,025","49.49","699","34.52"
"11242  :  โรงพยาบาลพบพระ","5,029","2,305","45.83","743","32.23"
"11243  :  โรงพยาบาลอุ้มผาง","1,454","759","52.20","263","34.65"
"27443  :  โรงพยาบาลวังเจ้า","541","301","55.64","103","34.22"
"10724  :  โรงพยาบาลสุโขทัย","1,577","923","58.53","370","40.09"
"10725  :  โรงพยาบาลศรีสังวรสุโขทัย","1,302","751","57.68","318","42.34"
"11244  :  โรงพยาบาลบ้านด่านลานหอย","2,413","1,842","76.34","888","48.21"
"11245  :  โรงพยาบาลคีรีมาศ","2,448","1,647","67.28","621","37.70"
"11246  :  โรงพยาบาลกงไกรลาศ","3,252","2,102","64.64","905","43.05"
"11247  :  โรงพยาบาลศรีสัชนาลัย","2,875","1,972","68.59","933","47.31"
"11248  :  โรงพยาบาลสวรรคโลก","0","0","0.00","0","0.00"
"11249  :  โรงพยาบาลศรีนคร","1,789","1,120","62.60","371","33.13"
"11250  :  โรงพยาบาลทุ่งเสลี่ยม","4,907","2,913","59.36","1,262","43.32"
"10676  :  โรงพยาบาลพุทธชินราช","0","0","0.00","0","0.00"
"11251  :  โรงพยาบาลชาติตระการ","2,371","1,622","68.41","709","43.71"
"11252  :  โรงพยาบาลบางระกำ","9,241","5,329","57.67","4,390","82.38"
"11253  :  โรงพยาบาลบางกระทุ่ม","2,164","1,962","90.67","850","43.32"
"11254  :  โรงพยาบาลพรหมพิราม","5,254","2,998","57.06","1,257","41.93"
"11255  :  โรงพยาบาลวัดโบสถ์","3,569","2,115","59.26","1,022","48.32"
"11256  :  โรงพยาบาลวังทอง","0","0","0.00","0","0.00"
"11257  :  โรงพยาบาลเนินมะปราง","0","0","0.00","0","0.00"
"11455  :  โรงพยาบาลสมเด็จพระยุพราชนครไทย","3,156","1,983","62.83","1,239","62.48"
"11517  :  โรงพยาบาลค่ายสมเด็จพระนเรศวร","4,865","1,266","26.02","555","43.84"
"14972  :  โรงพยาบาลมหาวิทยาลัยนเรศวร","0","0","0.00","0","0.00"
"41429  :  โรงพยาบาลจิตเวชพิษณุโลก","0","0","0.00","0","0.00"
"10726  :  โรงพยาบาลพิจิตร","1","0","0.00","0","0.00"
"11258  :  โรงพยาบาลวังทรายพูน","1,064","620","58.27","156","25.16"
"11259  :  โรงพยาบาลโพธิ์ประทับช้าง","1,838","1,260","68.55","389","30.87"
"11260  :  โรงพยาบาลบางมูลนาก","2,111","1,340","63.48","603","45.00"
"11261  :  โรงพยาบาลโพทะเล","2,392","1,357","56.73","696","51.29"
"11262  :  โรงพยาบาลสามง่าม","2,417","1,386","57.34","617","44.52"
"11263  :  โรงพยาบาลทับคล้อ","3,771","2,256","59.82","1,601","70.97"
"11456  :  โรงพยาบาลสมเด็จพระยุพราชตะพานหิน","4,962","2,611","52.62","586","22.44"
"11631  :  โรงพยาบาลวชิรบารมี","2,050","1,263","61.61","506","40.06"
"27978  :  โรงพยาบาลสากเหล็ก","1,875","1,025","54.67","405","39.51"
"27979  :  โรงพยาบาลบึงนาราง","144","94","65.28","60","63.83"
"27980  :  โรงพยาบาลดงเจริญ","172","121","70.35","44","36.36"
"10727  :  โรงพยาบาลเพชรบูรณ์","11,635","434","3.73","201","46.31"
"11264  :  โรงพยาบาลชนแดน","4,155","2,260","54.39","945","41.81"
"11265  :  โรงพยาบาลหล่มสัก","6,244","2,425","38.84","1,062","43.79"
"11266  :  โรงพยาบาลวิเชียรบุรี","2,421","1,399","57.79","725","51.82"
"11267  :  โรงพยาบาลศรีเทพ","2,995","1,552","51.82","559","36.02"
"11268  :  โรงพยาบาลหนองไผ่","4,940","2,917","59.05","1,544","52.93"
"11269  :  โรงพยาบาลบึงสามพัน","4,329","1,458","33.68","478","32.78"
"11270  :  โรงพยาบาลน้ำหนาว","1,907","1,216","63.77","557","45.81"
"11271  :  โรงพยาบาลวังโป่ง","4,116","2,450","59.52","1,149","46.90"
"11272  :  โรงพยาบาลเขาค้อ","1,034","553","53.48","256","46.29"
"11457  :  โรงพยาบาลสมเด็จพระยุพราชหล่มเก่า","4,018","2,386","59.38","952","39.90"
"11946  :  โรงพยาบาลค่ายพ่อขุนผาเมือง","10,892","1,031","9.47","416","40.35"
"10677  :  โรงพยาบาลราชบุรี","0","0","0.00","0","0.00"
"10728  :  โรงพยาบาลดำเนินสะดวก","0","0","0.00","0","0.00"
"10729  :  โรงพยาบาลบ้านโป่ง","6,399","3,990","62.35","2,507","62.83"
"10730  :  โรงพยาบาลโพธาราม","0","0","0.00","0","0.00"
"11273  :  โรงพยาบาลสวนผึ้ง","3,272","1,921","58.71","903","47.01"
"11274  :  โรงพยาบาลบางแพ","4,512","2,907","64.43","1,901","65.39"
"11275  :  โรงพยาบาลเจ็ดเสมียน","2,437","1,626","66.72","559","34.38"
"11276  :  โรงพยาบาลปากท่อ","2,835","1,129","39.82","468","41.45"
"11277  :  โรงพยาบาลวัดเพลง","1,932","1,141","59.06","544","47.68"
"11458  :  โรงพยาบาลสมเด็จพระยุพราชจอมบึง","6,759","3,629","53.69","3,168","87.30"
"11519  :  โรงพยาบาลค่ายภาณุรังษี","3,057","300","9.81","167","55.67"
"12093  :  สถานพยาบาลแพทย์ประดิษฐ์","0","0","0.00","0","0.00"
"12097  :  มหาชัยพร้อมแพทย์โรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0.00"
"12098  :  โรงพยาบาลกรุงเทพเมืองราชโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00"
"12103  :  โรงพยาบาลซานคามิลโล","0","0","0.00","0","0.00"
"12286  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 5","0","0","0.00","0","0.00"
"28858  :  โรงพยาบาลบ้านคา","352","223","63.35","173","77.58"
"10731  :  โรงพยาบาลพหลพลพยุหเสนา","4,906","2,951","60.15","1,532","51.91"
"10732  :  โรงพยาบาลมะการักษ์","6,906","3,990","57.78","1,907","47.79"
"11278  :  โรงพยาบาลไทรโยค","2,519","1,499","59.51","1,330","88.73"
"11279  :  โรงพยาบาลสมเด็จพระปิยมหาราชรมณียเขต","616","313","50.81","144","46.01"
"11280  :  โรงพยาบาลบ่อพลอย","5,404","3,334","61.70","2,192","65.75"
"11281  :  โรงพยาบาลท่ากระดาน","1,435","793","55.26","621","78.31"
"11282  :  โรงพยาบาลสมเด็จพระสังฆราชองค์ที่ ๑๙","5,848","3,808","65.12","1,865","48.98"
"11283  :  โรงพยาบาลทองผาภูมิ","6,147","3,278","53.33","2,438","74.37"
"11284  :  โรงพยาบาลสังขละบุรี","5,900","2,535","42.97","1,679","66.23"
"11285  :  โรงพยาบาลเจ้าคุณไพบูลย์พนมทวน","3,049","2,165","71.01","881","40.69"
"11286  :  โรงพยาบาลเลาขวัญ","1,994","1,163","58.32","378","32.50"
"11287  :  โรงพยาบาลด่านมะขามเตี้ย","3,277","2,768","84.47","1,404","50.72"
"11288  :  โรงพยาบาลสถานพระบารมี","1,430","681","47.62","496","72.83"
"11520  :  โรงพยาบาลค่ายสุรสีห์","14,536","656","4.51","363","55.34"
"14136  :  โรงพยาบาลศุกร์ศิริศรีสวัสดิ์","933","552","59.16","237","42.93"
"21948  :  โรงพยาบาลห้วยกระเจา เฉลิมพระเกียรติ 80 พรรษา","2,536","1,572","61.99","1,192","75.83"
"41701  :  โรงพยาบาลหนองปรือ","1,964","1,040","52.95","523","50.29"
"10678  :  โรงพยาบาลเจ้าพระยายมราช","12,290","6,397","52.05","3,582","55.99"
"10733  :  โรงพยาบาลสมเด็จพระสังฆราชองค์ที่17","5,402","3,103","57.44","1,341","43.22"
"11289  :  โรงพยาบาลเดิมบางนางบวช","2,387","1,381","57.86","487","35.26"
"11290  :  โรงพยาบาลด่านช้าง","6,024","3,087","51.25","2,606","84.42"
"11291  :  โรงพยาบาลบางปลาม้า","2,336","1,408","60.27","621","44.11"
"11292  :  โรงพยาบาลศรีประจันต์","3,310","1,950","58.91","753","38.62"
"11293  :  โรงพยาบาลดอนเจดีย์","4,345","2,502","57.58","1,484","59.31"
"11294  :  โรงพยาบาลสามชุก","5,417","2,732","50.43","2,415","88.40"
"11295  :  โรงพยาบาลอู่ทอง","9,920","4,983","50.23","1,987","39.88"
"11296  :  โรงพยาบาลหนองหญ้าไซ","4,628","2,961","63.98","1,050","35.46"
"12123  :  โรงพยาบาลวิภาวดี-ปิยราษฎร์","0","0","0.00","0","0.00"
"10679  :  โรงพยาบาลนครปฐม","0","0","0.00","0","0.00"
"11297  :  โรงพยาบาลกำแพงแสน","7,877","1,316","16.71","508","38.60"
"11298  :  โรงพยาบาลนครชัยศรี","4,657","1,837","39.45","669","36.42"
"11299  :  โรงพยาบาลห้วยพลู","2,918","1,668","57.16","1,048","62.83"
"11300  :  โรงพยาบาลดอนตูม","3,584","2,138","59.65","727","34.00"
"11301  :  โรงพยาบาลบางเลน","5,375","2,408","44.80","827","34.34"
"11302  :  โรงพยาบาลสามพราน","8,024","4,383","54.62","2,187","49.90"
"11303  :  โรงพยาบาลพุทธมณฑล","1,969","1,018","51.70","550","54.03"
"11473  :  โรงพยาบาลเมตตาประชารักษ์(วัดไร่ขิง)","0","0","0.00","0","0.00"
"11521  :  โรงพยาบาลจันทรุเบกษา","0","0","0.00","0","0.00"
"13819  :  โรงพยาบาลหลวงพ่อเปิ่น","945","582","61.59","219","37.63"
"10734  :  โรงพยาบาลสมุทรสาคร","23,880","828","3.47","341","41.18"
"11304  :  โรงพยาบาลกระทุ่มแบน","0","0","0.00","0","0.00"
"11305  :  โรงพยาบาลบ้านแพ้ว","7,393","3,727","50.41","1,881","50.47"
"12137  :  โรงพยาบาลทั่วไปขนาดเล็กเจษฎา","3,191","2,531","79.32","1,650","65.19"
"10735  :  โรงพยาบาลสมเด็จพระพุทธเลิศหล้า","0","0","0.00","0","0.00"
"11306  :  โรงพยาบาลนภาลัย","0","0","0.00","0","0.00"
"11307  :  โรงพยาบาลอัมพวา","896","504","56.25","69","13.69"
"10736  :  โรงพยาบาลพระจอมเกล้า","13,678","5,071","37.07","172","3.39"
"11308  :  โรงพยาบาลเขาย้อย","2,422","1,386","57.23","1,004","72.44"
"11309  :  โรงพยาบาลหนองหญ้าปล้อง","777","492","63.32","263","53.46"
"11310  :  โรงพยาบาลชะอำ","13,702","6,738","49.18","2,899","43.02"
