"โรงพยาบาล","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"จำนวนเด็ก 3-5 ปี(B1)","จำนวนชั่ง&วัด(B2)","ร้อยละชั่ง&วัด(B2/B1)*100","สูงดีสมส่วน(A1)","ร้อยละสูงดีสมส่วน(A1/B2)*100","จำนวนเด็ก 3-5 ปี(B1)","จำนวนชั่ง&วัด(B2)","ร้อยละชั่ง&วัด(B2/B1)*100","สูงดีสมส่วน(A1)","ร้อยละสูงดีสมส่วน(A1/B2)*100","จำนวนเด็ก 3-5 ปี(B1)","จำนวนชั่ง&วัด(B2)","ร้อยละชั่ง&วัด(B2/B1)*100","สูงดีสมส่วน(A1)","ร้อยละสูงดีสมส่วน(A1/B2)*100","จำนวนเด็ก 3-5 ปี(B1)","จำนวนชั่ง&วัด(B2)","ร้อยละชั่ง&วัด(B2/B1)*100","สูงดีสมส่วน(A1)","ร้อยละสูงดีสมส่วน(A1/B2)*100"
"11067  :  โรงพยาบาลโพธิ์ชัย","197","108","54.82","42","38.89","199","162","81.41","52","32.10","188","113","60.11","62","54.87","180","57","31.67","26","45.61"
"11068  :  โรงพยาบาลหนองพอก","211","196","92.89","186","94.90","220","103","46.82","84","81.55","218","124","56.88","82","66.13","205","69","33.66","25","36.23"
"11069  :  โรงพยาบาลเสลภูมิ","237","194","81.86","152","78.35","235","226","96.17","163","72.12","232","179","77.16","141","78.77","242","115","47.52","84","73.04"
"11070  :  โรงพยาบาลสุวรรณภูมิ","437","409","93.59","267","65.28","428","412","96.26","257","62.38","425","407","95.76","260","63.88","430","151","35.12","73","48.34"
"11071  :  โรงพยาบาลเมืองสรวง","101","96","95.05","76","79.17","100","100","100.00","84","84.00","105","99","94.29","92","92.93","104","103","99.04","95","92.23"
"11072  :  โรงพยาบาลโพนทราย","177","168","94.92","123","73.21","172","176","102.33","125","71.02","165","162","98.18","134","82.72","154","149","96.75","121","81.21"
"11073  :  โรงพยาบาลอาจสามารถ","251","220","87.65","143","65.00","246","232","94.31","154","66.38","244","232","95.08","164","70.69","233","232","99.57","195","84.05"
"11074  :  โรงพยาบาลเมยวดี","110","101","91.82","74","73.27","112","114","101.79","95","83.33","113","104","92.04","78","75.00","120","41","34.17","25","60.98"
"11075  :  โรงพยาบาลศรีสมเด็จ","108","96","88.89","62","64.58","114","108","94.74","72","66.67","115","110","95.65","84","76.36","117","109","93.16","84","77.06"
"11076  :  โรงพยาบาลจังหาร","126","125","99.21","111","88.80","129","128","99.22","91","71.09","124","126","101.61","73","57.94","126","126","100.00","100","79.37"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","12","4","33.33","2","50.00","10","5","50.00","3","60.00","9","4","44.44","2","50.00","7","1","14.29","1","100.00"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","346","327","94.51","225","68.81","336","329","97.92","191","58.05","317","127","40.06","84","66.14","300","111","37.00","58","52.25"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","50","38","76.00","17","44.74","49","48","97.96","25","52.08","50","13","26.00","6","46.15","45","17","37.78","10","58.82"
"27989  :  โรงพยาบาลเชียงขวัญ","73","73","100.00","64","87.67","69","70","101.45","61","87.14","68","28","41.18","15","53.57","66","37","56.06","26","70.27"
"27990  :  โรงพยาบาลหนองฮี","81","77","95.06","54","70.13","81","81","100.00","76","93.83","75","76","101.33","68","89.47","67","68","101.49","62","91.18"
"10709  :  โรงพยาบาลกาฬสินธุ์","78","50","64.10","23","46.00","78","77","98.72","47","61.04","76","77","101.32","40","51.95","73","55","75.34","25","45.45"
"11077  :  โรงพยาบาลนามน","239","227","94.98","218","96.04","233","239","102.58","165","69.04","229","234","102.18","167","71.37","222","227","102.25","154","67.84"
"11078  :  โรงพยาบาลกมลาไสย","226","214","94.69","154","71.96","218","224","102.75","156","69.64","212","217","102.36","156","71.89","214","214","100.00","140","65.42"
"11079  :  โรงพยาบาลร่องคำ","137","89","64.96","58","65.17","136","127","93.38","101","79.53","144","81","56.25","60","74.07","140","71","50.71","48","67.61"
"11080  :  โรงพยาบาลเขาวง","288","231","80.21","92","39.83","274","237","86.50","140","59.07","268","270","100.75","154","57.04","262","260","99.24","157","60.38"
"11081  :  โรงพยาบาลยางตลาด","297","258","86.87","151","58.53","291","238","81.79","121","50.84","293","102","34.81","57","55.88","289","262","90.66","151","57.63"
"11082  :  โรงพยาบาลห้วยเม็ก","212","201","94.81","135","67.16","205","182","88.78","115","63.19","196","162","82.65","109","67.28","190","193","101.58","146","75.65"
"11083  :  โรงพยาบาลสหัสขันธ์","123","93","75.61","17","18.28","126","59","46.83","22","37.29","128","52","40.63","20","38.46","121","30","24.79","9","30.00"
"11084  :  โรงพยาบาลคำม่วง","231","213","92.21","107","50.23","235","228","97.02","114","50.00","229","228","99.56","115","50.44","225","222","98.67","131","59.01"
"11085  :  โรงพยาบาลท่าคันโท","301","190","63.12","67","35.26","303","179","59.08","63","35.20","295","142","48.14","35","24.65","297","128","43.10","58","45.31"
"11086  :  โรงพยาบาลหนองกุงศรี","170","159","93.53","114","71.70","167","120","71.86","76","63.33","168","73","43.45","44","60.27","172","75","43.60","42","56.00"
"11087  :  โรงพยาบาลสมเด็จ","194","180","92.78","124","68.89","196","187","95.41","142","75.94","197","182","92.39","126","69.23","186","182","97.85","139","76.37"
"11088  :  โรงพยาบาลห้วยผึ้ง","194","180","92.78","120","66.67","187","192","102.67","121","63.02","184","186","101.09","132","70.97","183","182","99.45","136","74.73"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","360","359","99.72","247","68.80","340","330","97.06","162","49.09","318","329","103.46","212","64.44","324","107","33.02","50","46.73"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28017  :  โรงพยาบาลนาคู","99","90","90.91","38","42.22","100","100","100.00","87","87.00","97","96","98.97","71","73.96","90","92","102.22","64","69.57"
"28789  :  โรงพยาบาลฆ้องชัย","54","46","85.19","32","69.57","55","47","85.45","31","65.96","55","48","87.27","29","60.42","55","51","92.73","34","66.67"
"28790  :  โรงพยาบาลดอนจาน","122","18","14.75","10","55.56","123","90","73.17","40","44.44","118","53","44.92","21","39.62","120","43","35.83","18","41.86"
"28791  :  โรงพยาบาลสามชัย","44","40","90.91","26","65.00","40","22","55.00","17","77.27","43","15","34.88","6","40.00","44","43","97.73","29","67.44"
"10710  :  โรงพยาบาลสกลนคร","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11089  :  โรงพยาบาลกุสุมาลย์","185","34","18.38","19","55.88","180","138","76.67","45","32.61","168","36","21.43","14","38.89","158","30","18.99","16","53.33"
"11090  :  โรงพยาบาลกุดบาก","89","34","38.20","19","55.88","85","38","44.71","24","63.16","84","22","26.19","10","45.45","83","24","28.92","12","50.00"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","198","29","14.65","15","51.72","217","31","14.29","24","77.42","232","38","16.38","36","94.74","268","37","13.81","24","64.86"
"11092  :  โรงพยาบาลพังโคน","281","256","91.10","144","56.25","283","276","97.53","194","70.29","280","284","101.43","191","67.25","284","276","97.18","166","60.14"
"11093  :  โรงพยาบาลวาริชภูมิ","218","215","98.62","151","70.23","203","182","89.66","126","69.23","189","60","31.75","39","65.00","190","50","26.32","21","42.00"
"11094  :  โรงพยาบาลนิคมน้ำอูน","116","23","19.83","14","60.87","117","11","9.40","9","81.82","118","9","7.63","3","33.33","118","8","6.78","3","37.50"
"11095  :  โรงพยาบาลวานรนิวาส","383","332","86.68","193","58.13","385","347","90.13","193","55.62","378","339","89.68","200","59.00","379","327","86.28","198","60.55"
"11096  :  โรงพยาบาลคำตากล้า","308","267","86.69","146","54.68","303","151","49.83","74","49.01","292","222","76.03","126","56.76","275","229","83.27","134","58.52"
"11097  :  โรงพยาบาลบ้านม่วง","148","43","29.05","15","34.88","141","65","46.10","29","44.62","141","30","21.28","16","53.33","141","39","27.66","20","51.28"
"11098  :  โรงพยาบาลอากาศอำนวย","304","237","77.96","127","53.59","302","301","99.67","157","52.16","297","274","92.26","137","50.00","299","271","90.64","133","49.08"
"11099  :  โรงพยาบาลส่องดาว","209","87","41.63","31","35.63","210","81","38.57","33","40.74","222","126","56.76","53","42.06","224","118","52.68","29","24.58"
"11100  :  โรงพยาบาลเต่างอย","71","66","92.96","30","45.45","73","48","65.75","13","27.08","74","24","32.43","10","41.67","73","16","21.92","7","43.75"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","229","179","78.17","89","49.72","225","114","50.67","60","52.63","222","68","30.63","34","50.00","216","59","27.31","33","55.93"
"11102  :  โรงพยาบาลเจริญศิลป์","338","316","93.49","157","49.68","326","332","101.84","139","41.87","329","322","97.87","161","50.00","309","318","102.91","176","55.35"
"11103  :  โรงพยาบาลโพนนาแก้ว","130","118","90.77","63","53.39","123","107","86.99","62","57.94","118","115","97.46","69","60.00","125","102","81.60","74","72.55"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","410","342","83.41","145","42.40","415","343","82.65","180","52.48","397","320","80.60","170","53.13","394","330","83.76","154","46.67"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","68","10","14.71","7","70.00","61","18","29.51","10","55.56","57","2","3.51","0","0.00","52","2","3.85","1","50.00"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","91","34","37.36","25","73.53","92","63","68.48","42","66.67","91","14","15.38","10","71.43","86","14","16.28","4","28.57"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10711  :  โรงพยาบาลนครพนม","84","49","58.33","30","61.22","83","64","77.11","27","42.19","79","57","72.15","32","56.14","82","25","30.49","14","56.00"
"11104  :  โรงพยาบาลปลาปาก","222","75","33.78","32","42.67","235","87","37.02","33","37.93","239","90","37.66","28","31.11","234","102","43.59","28","27.45"
"11105  :  โรงพยาบาลท่าอุเทน","50","33","66.00","19","57.58","50","48","96.00","16","33.33","46","16","34.78","9","56.25","42","6","14.29","2","33.33"
"11106  :  โรงพยาบาลบ้านแพง","187","172","91.98","119","69.19","185","185","100.00","131","70.81","188","171","90.96","138","80.70","188","71","37.77","33","46.48"
"11107  :  โรงพยาบาลนาทม","114","103","90.35","67","65.05","113","106","93.81","43","40.57","108","98","90.74","70","71.43","102","99","97.06","74","74.75"
"11108  :  โรงพยาบาลเรณูนคร","145","127","87.59","70","55.12","152","146","96.05","84","57.53","157","113","71.97","81","71.68","153","122","79.74","89","72.95"
"11109  :  โรงพยาบาลนาแก","185","123","66.49","53","43.09","185","165","89.19","71","43.03","172","128","74.42","63","49.22","168","138","82.14","83","60.14"
"11110  :  โรงพยาบาลศรีสงคราม","208","115","55.29","49","42.61","219","160","73.06","77","48.13","230","157","68.26","64","40.76","223","112","50.22","67","59.82"
"11111  :  โรงพยาบาลนาหว้า","267","199","74.53","84","42.21","274","234","85.40","134","57.26","274","227","82.85","154","67.84","286","71","24.83","23","32.39"
"11112  :  โรงพยาบาลโพนสวรรค์","252","235","93.25","106","45.11","261","244","93.49","127","52.05","263","233","88.59","111","47.64","272","246","90.44","117","47.56"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","36","34","94.44","24","70.59","38","38","100.00","26","68.42","39","38","97.44","26","68.42","38","39","102.63","26","66.67"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"40840  :  โรงพยาบาลวังยาง","96","56","58.33","46","82.14","102","97","95.10","64","65.98","103","39","37.86","11","28.21","101","40","39.60","23","57.50"
"10712  :  โรงพยาบาลมุกดาหาร","681","654","96.04","439","67.13","670","660","98.51","400","60.61","640","335","52.34","218","65.07","647","617","95.36","423","68.56"
"11113  :  โรงพยาบาลนิคมคำสร้อย","140","71","50.71","38","53.52","143","122","85.31","82","67.21","145","96","66.21","67","69.79","146","70","47.95","46","65.71"
"11114  :  โรงพยาบาลดอนตาล","107","67","62.62","37","55.22","112","109","97.32","40","36.70","114","39","34.21","11","28.21","113","21","18.58","10","47.62"
"11115  :  โรงพยาบาลดงหลวง","258","131","50.78","35","26.72","265","220","83.02","106","48.18","264","104","39.39","52","50.00","262","94","35.88","48","51.06"
"11116  :  โรงพยาบาลคำชะอี","123","73","59.35","37","50.68","123","65","52.85","31","47.69","125","35","28.00","22","62.86","126","21","16.67","12","57.14"
"11117  :  โรงพยาบาลหว้านใหญ่","54","48","88.89","27","56.25","57","54","94.74","27","50.00","55","35","63.64","22","62.86","56","49","87.50","27","55.10"
"11118  :  โรงพยาบาลหนองสูง","57","51","89.47","29","56.86","58","51","87.93","37","72.55","53","49","92.45","33","67.35","50","38","76.00","25","65.79"
"06009  :  โรงพยาบาลแม่ตื่น","154","44","28.57","18","40.91","147","155","105.44","59","38.06","143","137","95.80","49","35.77","134","135","100.75","85","62.96"
"10713  :  โรงพยาบาลนครพิงค์","39","0","0.00","0","0.00","34","26","76.47","19","73.08","30","0","0.00","0","0.00","29","0","0.00","0","0.00"
"11119  :  โรงพยาบาลจอมทอง","214","194","90.65","100","51.55","205","196","95.61","103","52.55","200","200","100.00","117","58.50","198","191","96.46","113","59.16"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","220","197","89.55","137","69.54","217","217","100.00","134","61.75","216","207","95.83","113","54.59","218","211","96.79","130","61.61"
"11121  :  โรงพยาบาลเชียงดาว","202","121","59.90","73","60.33","189","144","76.19","78","54.17","176","180","102.27","97","53.89","163","56","34.36","24","42.86"
"11122  :  โรงพยาบาลดอยสะเก็ด","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11123  :  โรงพยาบาลแม่แตง","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11124  :  โรงพยาบาลสะเมิง","134","129","96.27","81","62.79","130","128","98.46","85","66.41","127","118","92.91","86","72.88","126","126","100.00","94","74.60"
"11125  :  โรงพยาบาลฝาง","36","31","86.11","13","41.94","36","31","86.11","10","32.26","35","32","91.43","12","37.50","34","32","94.12","9","28.13"
"11126  :  โรงพยาบาลแม่อาย","61","56","91.80","32","57.14","59","59","100.00","39","66.10","64","52","81.25","30","57.69","63","66","104.76","57","86.36"
"11127  :  โรงพยาบาลพร้าว","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11128  :  โรงพยาบาลสันป่าตอง","95","13","13.68","6","46.15","97","99","102.06","47","47.47","95","16","16.84","8","50.00","88","91","103.41","47","51.65"
"11129  :  โรงพยาบาลสันกำแพง","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11130  :  โรงพยาบาลสันทราย","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11131  :  โรงพยาบาลหางดง","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11132  :  โรงพยาบาลฮอด","206","193","93.69","89","46.11","213","206","96.71","105","50.97","200","209","104.50","101","48.33","190","190","100.00","97","51.05"
"11133  :  โรงพยาบาลดอยเต่า","100","90","90.00","81","90.00","106","100","94.34","76","76.00","107","66","61.68","54","81.82","111","109","98.20","98","89.91"
"11134  :  โรงพยาบาลอมก๋อย","370","351","94.86","143","40.74","368","363","98.64","155","42.70","362","323","89.23","130","40.25","359","346","96.38","159","45.95"
"11135  :  โรงพยาบาลสารภี","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11136  :  โรงพยาบาลเวียงแหง","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11137  :  โรงพยาบาลไชยปราการ","47","42","89.36","15","35.71","44","44","100.00","18","40.91","50","28","56.00","14","50.00","47","13","27.66","6","46.15"
"11138  :  โรงพยาบาลแม่วาง","31","29","93.55","11","37.93","30","31","103.33","17","54.84","31","29","93.55","16","55.17","28","30","107.14","15","50.00"
"11139  :  โรงพยาบาลแม่ออน","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11507  :  โรงพยาบาลกองบิน 41","3","3","100.00","1","33.33","3","0","0.00","0","0.00","1","0","0.00","0","0.00","1","0","0.00","0","0.00"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11643  :  โรงพยาบาลดอยหล่อ","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11978  :  โรงพยาบาลดารารัศมี","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","41","32","78.05","12","37.50","42","7","16.67","2","28.57","39","10","25.64","1","10.00","38","14","36.84","7","50.00"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","109","16","14.68","4","25.00","134","18","13.43","9","50.00","160","14","8.75","7","50.00","186","26","13.98","13","50.00"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12280  :  โรงพยาบาลสวนปรุง","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","138","30","21.74","11","36.67","134","24","17.91","15","62.50","122","9","7.38","3","33.33","106","28","26.42","18","64.29"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","287","83","28.92","39","46.99","271","129","47.60","68","52.71","247","29","11.74","14","48.28","225","37","16.44","25","67.57"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","61","56","91.80","41","73.21","61","49","80.33","41","83.67","61","48","78.69","41","85.42","58","43","74.14","39","90.70"
"10714  :  โรงพยาบาลลำพูน","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11140  :  โรงพยาบาลแม่ทา","160","14","8.75","8","57.14","162","83","51.23","59","71.08","159","106","66.67","65","61.32","151","63","41.72","27","42.86"
"11141  :  โรงพยาบาลบ้านโฮ่ง","122","97","79.51","44","45.36","118","71","60.17","35","49.30","123","39","31.71","16","41.03","108","49","45.37","30","61.22"
"11142  :  โรงพยาบาลลี้","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","124","123","99.19","55","44.72","122","113","92.62","54","47.79","116","84","72.41","41","48.81","114","71","62.28","32","45.07"
"11144  :  โรงพยาบาลป่าซาง","115","89","77.39","52","58.43","110","89","80.91","57","64.04","102","87","85.29","56","64.37","98","24","24.49","10","41.67"
"11145  :  โรงพยาบาลบ้านธิ","144","135","93.75","59","43.70","142","131","92.25","107","81.68","145","106","73.10","81","76.42","142","109","76.76","82","75.23"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","21","4","19.05","1","25.00","17","4","23.53","3","75.00","13","2","15.38","2","100.00","11","2","18.18","2","100.00"
"24956  :  โรงพยาบาลเวียงหนองล่อง","44","42","95.45","27","64.29","43","22","51.16","16","72.73","42","20","47.62","10","50.00","43","37","86.05","26","70.27"
"10672  :  โรงพยาบาลลำปาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11146  :  โรงพยาบาลแม่เมาะ","260","203","78.08","139","68.47","256","194","75.78","106","54.64","251","149","59.36","67","44.97","248","205","82.66","122","59.51"
"11147  :  โรงพยาบาลเกาะคา","25","15","60.00","6","40.00","25","21","84.00","10","47.62","24","15","62.50","5","33.33","21","13","61.90","2","15.38"
"11148  :  โรงพยาบาลเสริมงาม","127","115","90.55","67","58.26","134","108","80.60","64","59.26","133","124","93.23","82","66.13","136","109","80.15","75","68.81"
"11149  :  โรงพยาบาลงาว","62","33","53.23","13","39.39","61","60","98.36","33","55.00","62","57","91.94","31","54.39","58","58","100.00","33","56.90"
"11150  :  โรงพยาบาลแจ้ห่ม","123","118","95.93","64","54.24","125","121","96.80","67","55.37","129","118","91.47","73","61.86","125","121","96.80","85","70.25"
"11151  :  โรงพยาบาลวังเหนือ","113","100","88.50","49","49.00","108","108","100.00","58","53.70","108","101","93.52","45","44.55","102","93","91.18","53","56.99"
"11152  :  โรงพยาบาลเถิน","105","28","26.67","19","67.86","103","94","91.26","43","45.74","93","38","40.86","18","47.37","93","39","41.94","17","43.59"
"11153  :  โรงพยาบาลแม่พริก","125","117","93.60","70","59.83","125","90","72.00","59","65.56","116","50","43.10","32","64.00","119","61","51.26","30","49.18"
"11154  :  โรงพยาบาลแม่ทะ","85","47","55.29","20","42.55","77","81","105.19","28","34.57","76","42","55.26","14","33.33","72","27","37.50","12","44.44"
"11155  :  โรงพยาบาลสบปราบ","198","186","93.94","131","70.43","196","187","95.41","137","73.26","193","181","93.78","132","72.93","203","184","90.64","122","66.30"
"11156  :  โรงพยาบาลห้างฉัตร","165","136","82.42","50","36.76","148","147","99.32","53","36.05","148","100","67.57","45","45.00","137","67","48.91","35","52.24"
"11157  :  โรงพยาบาลเมืองปาน","79","74","93.67","45","60.81","78","78","100.00","49","62.82","71","66","92.96","33","50.00","78","74","94.87","41","55.41"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12283  :  โรงพยาบาลมะเร็งลำปาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10673  :  โรงพยาบาลอุตรดิตถ์","368","106","28.80","68","64.15","348","110","31.61","67","60.91","337","91","27.00","61","67.03","314","27","8.60","15","55.56"
"11158  :  โรงพยาบาลตรอน","141","128","90.78","68","53.13","132","124","93.94","76","61.29","125","59","47.20","36","61.02","116","34","29.31","16","47.06"
"11159  :  โรงพยาบาลท่าปลา","198","162","81.82","87","53.70","194","181","93.30","121","66.85","188","133","70.74","86","64.66","184","107","58.15","61","57.01"
"11160  :  โรงพยาบาลน้ำปาด","100","70","70.00","29","41.43","98","32","32.65","13","40.63","87","76","87.36","34","44.74","91","55","60.44","22","40.00"
"11161  :  โรงพยาบาลฟากท่า","93","44","47.31","19","43.18","89","90","101.12","31","34.44","89","79","88.76","40","50.63","86","55","63.95","34","61.82"
"11162  :  โรงพยาบาลบ้านโคก","75","34","45.33","16","47.06","72","29","40.28","12","41.38","78","58","74.36","24","41.38","71","46","64.79","19","41.30"
"11163  :  โรงพยาบาลพิชัย","128","124","96.88","74","59.68","126","125","99.21","82","65.60","131","53","40.46","26","49.06","119","106","89.08","56","52.83"
"11164  :  โรงพยาบาลลับแล","122","91","74.59","40","43.96","129","58","44.96","24","41.38","127","43","33.86","19","44.19","124","19","15.32","8","42.11"
"11165  :  โรงพยาบาลทองแสนขัน","126","100","79.37","55","55.00","121","109","90.08","59","54.13","122","111","90.98","61","54.95","130","68","52.31","43","63.24"
"11509  :  โรงพยาบาลค่ายพิชัยดาบหัก","9","0","0.00","0","0.00","9","2","22.22","1","50.00","8","1","12.50","0","0.00","7","1","14.29","1","100.00"
"10715  :  โรงพยาบาลแพร่","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11166  :  โรงพยาบาลร้องกวาง","92","89","96.74","51","57.30","93","92","98.92","61","66.30","97","92","94.85","58","63.04","93","58","62.37","30","51.72"
"11167  :  โรงพยาบาลลอง","150","127","84.67","67","52.76","146","142","97.26","82","57.75","147","138","93.88","86","62.32","147","141","95.92","83","58.87"
"11169  :  โรงพยาบาลสูงเม่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11170  :  โรงพยาบาลสอง","151","139","92.05","70","50.36","158","135","85.44","67","49.63","165","135","81.82","90","66.67","164","127","77.44","89","70.08"
"11171  :  โรงพยาบาลวังชิ้น","105","100","95.24","54","54.00","106","100","94.34","47","47.00","98","99","101.02","53","53.54","91","46","50.55","19","41.30"
"11172  :  โรงพยาบาลหนองม่วงไข่","62","59","95.16","43","72.88","61","59","96.72","33","55.93","60","57","95.00","37","64.91","53","53","100.00","32","60.38"
"11452  :  โรงพยาบาลสมเด็จพระยุพราชเด่นชัย","174","155","89.08","95","61.29","167","173","103.59","95","54.91","161","160","99.38","119","74.38","157","160","101.91","107","66.88"
"10716  :  โรงพยาบาลน่าน","328","155","47.26","83","53.55","334","160","47.90","102","63.75","326","124","38.04","73","58.87","343","120","34.99","67","55.83"
"11173  :  โรงพยาบาลแม่จริม","61","57","93.44","41","71.93","56","58","103.57","38","65.52","51","36","70.59","27","75.00","54","13","24.07","7","53.85"
"11174  :  โรงพยาบาลบ้านหลวง","49","48","97.96","23","47.92","54","48","88.89","26","54.17","56","55","98.21","26","47.27","56","39","69.64","20","51.28"
"11175  :  โรงพยาบาลนาน้อย","99","91","91.92","59","64.84","94","92","97.87","51","55.43","92","92","100.00","60","65.22","84","87","103.57","66","75.86"
"11176  :  โรงพยาบาลท่าวังผา","80","78","97.50","46","58.97","81","82","101.23","56","68.29","77","81","105.19","48","59.26","69","68","98.55","39","57.35"
"11177  :  โรงพยาบาลเวียงสา","164","131","79.88","33","25.19","155","43","27.74","22","51.16","142","32","22.54","17","53.13","140","95","67.86","36","37.89"
