"โรงพยาบาล","เด็กกลุ่มอายุ  12 ปีในเขตรับผิดชอบ"
"ทั้งหมด(C)","ได้รับการตรวจสุขภาพช่องปาก (B)","ฟันดีไม่มีผุ(A)","อัตรา(A/B)*100"
"11185  :  โรงพยาบาลเชียงม่วน","0","0","0","0.00"
"11186  :  โรงพยาบาลดอกคำใต้","37","0","0","0.00"
"11187  :  โรงพยาบาลปง","41","0","0","0.00"
"11188  :  โรงพยาบาลแม่ใจ","0","0","0","0.00"
"15140  :  โรงพยาบาลค่ายขุนเจืองธรรมิกราช","0","0","0","0.00"
"40744  :  โรงพยาบาลภูซาง","0","0","0","0.00"
"40745  :  โรงพยาบาลภูกามยาว","0","0","0","0.00"
"41347  :  โรงพยาบาลมหาวิทยาลัยพะเยา","0","0","0","0.00"
"10674  :  โรงพยาบาลเชียงรายประชานุเคราะห์","290","9","8","88.89"
"11189  :  โรงพยาบาลเทิง","105","36","29","80.56"
"11190  :  โรงพยาบาลพาน","0","0","0","0.00"
"11191  :  โรงพยาบาลป่าแดด","18","0","0","0.00"
"11192  :  โรงพยาบาลแม่จัน","0","0","0","0.00"
"11193  :  โรงพยาบาลเชียงแสน","45","4","1","25.00"
"11194  :  โรงพยาบาลแม่สาย","423","206","145","70.39"
"11195  :  โรงพยาบาลแม่สรวย","42","4","4","100.00"
"11196  :  โรงพยาบาลเวียงป่าเป้า","89","7","5","71.43"
"11197  :  โรงพยาบาลพญาเม็งราย","44","10","6","60.00"
"11198  :  โรงพยาบาลเวียงแก่น","91","41","24","58.54"
"11199  :  โรงพยาบาลขุนตาล","34","18","9","50.00"
"11200  :  โรงพยาบาลแม่ฟ้าหลวง","87","24","14","58.33"
"11201  :  โรงพยาบาลแม่ลาว","22","9","3","33.33"
"11202  :  โรงพยาบาลเวียงเชียงรุ้ง","49","10","9","90.00"
"11454  :  โรงพยาบาลสมเด็จพระยุพราชเชียงของ","155","61","48","78.69"
"15012  :  โรงพยาบาลสมเด็จพระญาณสังวร","29","1","1","100.00"
"23429  :  โรงพยาบาลมหาวิทยาลัยแม่ฟ้าหลวง","0","0","0","0.00"
"28823  :  โรงพยาบาลดอยหลวง","8","1","0","0.00"
"41509  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยแม่ฟ้าหลวง","0","0","0","0.00"
"10719  :  โรงพยาบาลศรีสังวาลย์","41","1","1","100.00"
"11203  :  โรงพยาบาลขุนยวม","61","26","21","80.77"
"11204  :  โรงพยาบาลปาย","75","6","6","100.00"
"11205  :  โรงพยาบาลแม่สะเรียง","125","0","0","0.00"
"11206  :  โรงพยาบาลแม่ลาน้อย","83","15","8","53.33"
"11207  :  โรงพยาบาลสบเมย","40","7","7","100.00"
"11208  :  โรงพยาบาลปางมะผ้า","68","23","16","69.57"
"14197  :  โรงพยาบาลธัญญรักษ์แม่ฮ่องสอน","0","0","0","0.00"
"10675  :  โรงพยาบาลสวรรค์ประชารักษ์","0","0","0","0.00"
"11209  :  โรงพยาบาลโกรกพระ","64","50","45","90.00"
"11210  :  โรงพยาบาลชุมแสง","44","28","26","92.86"
"11211  :  โรงพยาบาลหนองบัว","94","92","83","90.22"
"11212  :  โรงพยาบาลบรรพตพิสัย","44","43","41","95.35"
"11213  :  โรงพยาบาลเก้าเลี้ยว","69","69","68","98.55"
"11214  :  โรงพยาบาลตาคลี","113","92","87","94.57"
"11215  :  โรงพยาบาลท่าตะโก","81","52","52","100.00"
"11216  :  โรงพยาบาลไพศาลี","121","40","40","100.00"
"11217  :  โรงพยาบาลพยุหะคีรี","59","54","53","98.15"
"11218  :  โรงพยาบาลลาดยาว","70","62","61","98.39"
"11219  :  โรงพยาบาลตากฟ้า","82","65","63","96.92"
"11220  :  โรงพยาบาลแม่วงก์","41","34","30","88.24"
"11513  :  โรงพยาบาลค่ายจิรประวัติ","62","12","11","91.67"
"12030  :  โรงพยาบาลพริ้นซ์ ปากน้ำโพ 1 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0.00"
"12033  :  โรงพยาบาลรวมแพทย์นครสวรรค์","0","0","0","0.00"
"12034  :  โรงพยาบาลพริ้นซ์ ปากน้ำโพ 2 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0.00"
"12042  :  โรงพยาบาลร่มฉัตร","0","0","0","0.00"
"12044  :  โรงพยาบาลศรีสวรรค์","0","0","0","0.00"
"12284  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 3","0","0","0","0.00"
"14171  :  โรงพยาบาลจิตเวชนครสวรรค์ราชนครินทร์","0","0","0","0.00"
"40749  :  โรงพยาบาลชุมตาบง","40","27","24","88.89"
"10720  :  โรงพยาบาลอุทัยธานี","17","5","5","100.00"
"11221  :  โรงพยาบาลทัพทัน","45","2","2","100.00"
"11222  :  โรงพยาบาลสว่างอารมณ์","59","19","17","89.47"
"11223  :  โรงพยาบาลหนองฉาง","49","6","4","66.67"
"11224  :  โรงพยาบาลหนองขาหย่าง","27","16","16","100.00"
"11225  :  โรงพยาบาลบ้านไร่","114","77","72","93.51"
"11226  :  โรงพยาบาลลานสัก","113","14","9","64.29"
"11227  :  โรงพยาบาลห้วยคต","84","20","12","60.00"
"10721  :  โรงพยาบาลกำแพงเพชร","0","0","0","0.00"
"11228  :  โรงพยาบาลทุ่งโพธิ์ทะเล","136","44","36","81.82"
"11229  :  โรงพยาบาลไทรงาม","98","45","43","95.56"
"11230  :  โรงพยาบาลคลองลาน","142","8","6","75.00"
"11231  :  โรงพยาบาลขาณุวรลักษบุรี","89","56","39","69.64"
"11232  :  โรงพยาบาลคลองขลุง","52","46","32","69.57"
"11233  :  โรงพยาบาลพรานกระต่าย","113","13","10","76.92"
"11234  :  โรงพยาบาลลานกระบือ","94","32","25","78.13"
"11235  :  โรงพยาบาลทรายทองวัฒนา","60","38","36","94.74"
"11236  :  โรงพยาบาลปางศิลาทอง","42","22","20","90.91"
"14135  :  โรงพยาบาลบึงสามัคคี","23","7","6","85.71"
"28010  :  โรงพยาบาลโกสัมพีนคร","39","4","0","0.00"
"10722  :  โรงพยาบาลสมเด็จพระเจ้าตากสินมหาราช","144","103","93","90.29"
"10723  :  โรงพยาบาลแม่สอด","153","4","4","100.00"
"11238  :  โรงพยาบาลบ้านตาก","67","15","14","93.33"
"11239  :  โรงพยาบาลสามเงา","44","25","25","100.00"
"11240  :  โรงพยาบาลแม่ระมาด","136","16","14","87.50"
"11241  :  โรงพยาบาลท่าสองยาง","159","24","19","79.17"
"11242  :  โรงพยาบาลพบพระ","190","97","67","69.07"
"11243  :  โรงพยาบาลอุ้มผาง","57","31","28","90.32"
"27443  :  โรงพยาบาลวังเจ้า","13","3","2","66.67"
"10724  :  โรงพยาบาลสุโขทัย","42","14","6","42.86"
"10725  :  โรงพยาบาลศรีสังวรสุโขทัย","31","5","4","80.00"
"11244  :  โรงพยาบาลบ้านด่านลานหอย","104","60","58","96.67"
"11245  :  โรงพยาบาลคีรีมาศ","74","17","17","100.00"
"11246  :  โรงพยาบาลกงไกรลาศ","44","7","6","85.71"
"11247  :  โรงพยาบาลศรีสัชนาลัย","57","2","0","0.00"
"11248  :  โรงพยาบาลสวรรคโลก","0","0","0","0.00"
"11249  :  โรงพยาบาลศรีนคร","61","18","14","77.78"
"11250  :  โรงพยาบาลทุ่งเสลี่ยม","130","29","26","89.66"
"10676  :  โรงพยาบาลพุทธชินราช","0","0","0","0.00"
"11251  :  โรงพยาบาลชาติตระการ","70","32","31","96.88"
"11252  :  โรงพยาบาลบางระกำ","162","104","104","100.00"
"11253  :  โรงพยาบาลบางกระทุ่ม","49","21","20","95.24"
"11254  :  โรงพยาบาลพรหมพิราม","136","26","24","92.31"
"11255  :  โรงพยาบาลวัดโบสถ์","82","14","11","78.57"
"11256  :  โรงพยาบาลวังทอง","0","0","0","0.00"
"11257  :  โรงพยาบาลเนินมะปราง","0","0","0","0.00"
"11455  :  โรงพยาบาลสมเด็จพระยุพราชนครไทย","72","33","23","69.70"
"11517  :  โรงพยาบาลค่ายสมเด็จพระนเรศวร","75","11","8","72.73"
"14972  :  โรงพยาบาลมหาวิทยาลัยนเรศวร","0","0","0","0.00"
"41429  :  โรงพยาบาลจิตเวชพิษณุโลก","0","0","0","0.00"
"10726  :  โรงพยาบาลพิจิตร","211","26","21","80.77"
"11258  :  โรงพยาบาลวังทรายพูน","30","12","10","83.33"
"11259  :  โรงพยาบาลโพธิ์ประทับช้าง","68","26","25","96.15"
"11260  :  โรงพยาบาลบางมูลนาก","67","12","9","75.00"
"11261  :  โรงพยาบาลโพทะเล","62","26","25","96.15"
"11262  :  โรงพยาบาลสามง่าม","50","15","10","66.67"
"11263  :  โรงพยาบาลทับคล้อ","79","33","31","93.94"
"11456  :  โรงพยาบาลสมเด็จพระยุพราชตะพานหิน","102","36","23","63.89"
"11631  :  โรงพยาบาลวชิรบารมี","56","14","11","78.57"
"27978  :  โรงพยาบาลสากเหล็ก","40","3","2","66.67"
"27979  :  โรงพยาบาลบึงนาราง","3","1","1","100.00"
"27980  :  โรงพยาบาลดงเจริญ","4","3","2","66.67"
"10727  :  โรงพยาบาลเพชรบูรณ์","237","66","14","21.21"
"11264  :  โรงพยาบาลชนแดน","102","12","12","100.00"
"11265  :  โรงพยาบาลหล่มสัก","116","8","8","100.00"
"11266  :  โรงพยาบาลวิเชียรบุรี","70","25","16","64.00"
"11267  :  โรงพยาบาลศรีเทพ","76","23","16","69.57"
"11268  :  โรงพยาบาลหนองไผ่","140","34","25","73.53"
"11269  :  โรงพยาบาลบึงสามพัน","112","13","7","53.85"
"11270  :  โรงพยาบาลน้ำหนาว","75","53","37","69.81"
"11271  :  โรงพยาบาลวังโป่ง","122","53","37","69.81"
"11272  :  โรงพยาบาลเขาค้อ","43","22","19","86.36"
"11457  :  โรงพยาบาลสมเด็จพระยุพราชหล่มเก่า","93","11","7","63.64"
"11946  :  โรงพยาบาลค่ายพ่อขุนผาเมือง","30","10","5","50.00"
"10677  :  โรงพยาบาลราชบุรี","0","0","0","0.00"
"10728  :  โรงพยาบาลดำเนินสะดวก","0","0","0","0.00"
"10729  :  โรงพยาบาลบ้านโป่ง","143","3","2","66.67"
"10730  :  โรงพยาบาลโพธาราม","0","0","0","0.00"
"11273  :  โรงพยาบาลสวนผึ้ง","65","25","23","92.00"
"11274  :  โรงพยาบาลบางแพ","73","9","6","66.67"
"11275  :  โรงพยาบาลเจ็ดเสมียน","46","19","6","31.58"
"11276  :  โรงพยาบาลปากท่อ","95","40","38","95.00"
"11277  :  โรงพยาบาลวัดเพลง","44","23","22","95.65"
"11458  :  โรงพยาบาลสมเด็จพระยุพราชจอมบึง","143","58","45","77.59"
"11519  :  โรงพยาบาลค่ายภาณุรังษี","39","6","6","100.00"
"12093  :  สถานพยาบาลแพทย์ประดิษฐ์","0","0","0","0.00"
"12097  :  มหาชัยพร้อมแพทย์โรงพยาบาลทั่วไปขนาดกลาง","0","0","0","0.00"
"12098  :  โรงพยาบาลกรุงเทพเมืองราชโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0.00"
"12103  :  โรงพยาบาลซานคามิลโล","0","0","0","0.00"
"12286  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 5","0","0","0","0.00"
"28858  :  โรงพยาบาลบ้านคา","13","0","0","0.00"
"10731  :  โรงพยาบาลพหลพลพยุหเสนา","139","45","39","86.67"
"10732  :  โรงพยาบาลมะการักษ์","149","27","20","74.07"
"11278  :  โรงพยาบาลไทรโยค","65","25","24","96.00"
"11279  :  โรงพยาบาลสมเด็จพระปิยมหาราชรมณียเขต","89","4","3","75.00"
"11280  :  โรงพยาบาลบ่อพลอย","142","71","63","88.73"
"11281  :  โรงพยาบาลท่ากระดาน","35","3","2","66.67"
"11282  :  โรงพยาบาลสมเด็จพระสังฆราชองค์ที่ ๑๙","101","39","35","89.74"
"11283  :  โรงพยาบาลทองผาภูมิ","124","9","6","66.67"
"11284  :  โรงพยาบาลสังขละบุรี","349","210","198","94.29"
"11285  :  โรงพยาบาลเจ้าคุณไพบูลย์พนมทวน","72","33","30","90.91"
"11286  :  โรงพยาบาลเลาขวัญ","74","21","15","71.43"
"11287  :  โรงพยาบาลด่านมะขามเตี้ย","85","15","10","66.67"
"11288  :  โรงพยาบาลสถานพระบารมี","51","26","26","100.00"
"11520  :  โรงพยาบาลค่ายสุรสีห์","35","10","9","90.00"
"14136  :  โรงพยาบาลศุกร์ศิริศรีสวัสดิ์","43","13","6","46.15"
"21948  :  โรงพยาบาลห้วยกระเจา เฉลิมพระเกียรติ 80 พรรษา","68","30","23","76.67"
"41701  :  โรงพยาบาลหนองปรือ","0","0","0","0.00"
"10678  :  โรงพยาบาลเจ้าพระยายมราช","220","52","20","38.46"
"10733  :  โรงพยาบาลสมเด็จพระสังฆราชองค์ที่17","117","57","25","43.86"
"11289  :  โรงพยาบาลเดิมบางนางบวช","47","15","13","86.67"
"11290  :  โรงพยาบาลด่านช้าง","75","0","0","0.00"
"11291  :  โรงพยาบาลบางปลาม้า","53","7","3","42.86"
"11292  :  โรงพยาบาลศรีประจันต์","84","7","4","57.14"
"11293  :  โรงพยาบาลดอนเจดีย์","120","58","45","77.59"
"11294  :  โรงพยาบาลสามชุก","113","6","3","50.00"
"11295  :  โรงพยาบาลอู่ทอง","160","76","59","77.63"
"11296  :  โรงพยาบาลหนองหญ้าไซ","106","48","42","87.50"
"12123  :  โรงพยาบาลวิภาวดี-ปิยราษฎร์","6","1","1","100.00"
"10679  :  โรงพยาบาลนครปฐม","0","0","0","0.00"
"11297  :  โรงพยาบาลกำแพงแสน","68","20","15","75.00"
"11298  :  โรงพยาบาลนครชัยศรี","80","14","8","57.14"
"11299  :  โรงพยาบาลห้วยพลู","57","20","10","50.00"
"11300  :  โรงพยาบาลดอนตูม","79","49","37","75.51"
"11301  :  โรงพยาบาลบางเลน","101","33","21","63.64"
"11302  :  โรงพยาบาลสามพราน","162","37","24","64.86"
"11303  :  โรงพยาบาลพุทธมณฑล","23","1","1","100.00"
"11473  :  โรงพยาบาลเมตตาประชารักษ์(วัดไร่ขิง)","0","0","0","0.00"
"11521  :  โรงพยาบาลจันทรุเบกษา","0","0","0","0.00"
"13819  :  โรงพยาบาลหลวงพ่อเปิ่น","24","8","8","100.00"
"10734  :  โรงพยาบาลสมุทรสาคร","550","115","71","61.74"
"11304  :  โรงพยาบาลกระทุ่มแบน","0","0","0","0.00"
"11305  :  โรงพยาบาลบ้านแพ้ว","128","31","22","70.97"
"12137  :  โรงพยาบาลทั่วไปขนาดเล็กเจษฎา","79","13","11","84.62"
"10735  :  โรงพยาบาลสมเด็จพระพุทธเลิศหล้า","0","0","0","0.00"
"11306  :  โรงพยาบาลนภาลัย","0","0","0","0.00"
"11307  :  โรงพยาบาลอัมพวา","17","9","8","88.89"
"10736  :  โรงพยาบาลพระจอมเกล้า","298","69","66","95.65"
"11308  :  โรงพยาบาลเขาย้อย","59","42","42","100.00"
"11309  :  โรงพยาบาลหนองหญ้าปล้อง","16","9","8","88.89"
"11310  :  โรงพยาบาลชะอำ","270","22","13","59.09"
"11311  :  โรงพยาบาลท่ายาง","86","28","19","67.86"
"11312  :  โรงพยาบาลบ้านลาด","10","3","3","100.00"
"11313  :  โรงพยาบาลบ้านแหลม","161","56","37","66.07"
"11314  :  โรงพยาบาลแก่งกระจาน","10","4","4","100.00"
"10737  :  โรงพยาบาลประจวบคีรีขันธ์","0","0","0","0.00"
"11315  :  โรงพยาบาลกุยบุรี","67","24","12","50.00"
"11316  :  โรงพยาบาลทับสะแก","60","34","23","67.65"
"11317  :  โรงพยาบาลบางสะพาน","81","5","5","100.00"
"11318  :  โรงพยาบาลบางสะพานน้อย","0","0","0","0.00"
"11319  :  โรงพยาบาลปราณบุรี","0","0","0","0.00"
"11320  :  โรงพยาบาลหัวหิน","0","0","0","0.00"
"11321  :  โรงพยาบาลสามร้อยยอด","76","59","54","91.53"
"11500  :  โรงพยาบาลกองบิน 5","0","0","0","0.00"
"11522  :  โรงพยาบาลค่ายธนะรัชต์","0","0","0","0.00"
"12471  :  สถานีกาชาดหัวหินเฉลิมพระเกียรติ","111","0","0","0.00"
"10680  :  โรงพยาบาลมหาราชนครศรีธรรมราช","0","0","0","0.00"
"11322  :  โรงพยาบาลพรหมคีรี","67","15","11","73.33"
"11324  :  โรงพยาบาลลานสะกา","40","20","16","80.00"
"11325  :  โรงพยาบาลสมเด็จพระยุพราชฉวาง","77","8","7","87.50"
"11326  :  โรงพยาบาลพิปูน","57","33","27","81.82"
"11327  :  โรงพยาบาลเชียรใหญ่","44","30","22","73.33"
"11328  :  โรงพยาบาลชะอวด","108","50","45","90.00"
"11329  :  โรงพยาบาลท่าศาลา","378","248","168","67.74"
"11330  :  โรงพยาบาลทุ่งสง","0","0","0","0.00"
"11331  :  โรงพยาบาลนาบอน","54","27","18","66.67"
"11332  :  โรงพยาบาลทุ่งใหญ่","195","146","124","84.93"
"11333  :  โรงพยาบาลปากพนัง","39","23","14","60.87"
"11334  :  โรงพยาบาลร่อนพิบูลย์","0","0","0","0.00"
"11335  :  โรงพยาบาลสิชล","189","5","4","80.00"
"11336  :  โรงพยาบาลขนอม","203","109","58","53.21"
"11337  :  โรงพยาบาลหัวไทร","57","36","22","61.11"
"11338  :  โรงพยาบาลบางขัน","101","32","25","78.13"
"11339  :  โรงพยาบาลถ้ำพรรณรา","60","28","21","75.00"
"11523  :  โรงพยาบาลค่ายวชิราวุธ","65","1","1","100.00"
"11660  :  โรงพยาบาลจุฬาภรณ์","61","25","20","80.00"
"12287  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 11","0","0","0","0.00"
"12472  :  สถานีกาชาดสิริธร (สถานีกาชาดที่ 12 ทุ่งสง)","143","25","14","56.00"
"14918  :  โรงพยาบาลค่ายเทพสตรีศรีสุนทร","29","6","3","50.00"
"21771  :  โรงพยาบาลเทศบาลนครนครศรีธรรมราช","299","12","9","75.00"
"40491  :  โรงพยาบาลเฉลิมพระเกียรติ","72","32","26","81.25"
"40492  :  โรงพยาบาลพ่อท่านคล้ายวาจาสิทธิ์","53","4","4","100.00"
"40742  :  โรงพยาบาลนบพิตำ","30","18","17","94.44"
"40743  :  โรงพยาบาลพระพรหม","77","34","26","76.47"
"40970  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยวลัยลักษณ์","0","0","0","0.00"
"10738  :  โรงพยาบาลกระบี่","0","0","0","0.00"
"11340  :  โรงพยาบาลเขาพนม","0","0","0","0.00"
"11341  :  โรงพยาบาลเกาะลันตา","0","0","0","0.00"
"11342  :  โรงพยาบาลคลองท่อม","0","0","0","0.00"
"11343  :  โรงพยาบาลอ่าวลึก","0","0","0","0.00"
"11344  :  โรงพยาบาลปลายพระยา","0","0","0","0.00"
"11345  :  โรงพยาบาลลำทับ","0","0","0","0.00"
"11346  :  โรงพยาบาลเหนือคลอง","0","0","0","0.00"
"77753  :  โรงพยาบาลเกาะพีพี","3","2","2","100.00"
"10739  :  โรงพยาบาลพังงา","0","0","0","0.00"
"10740  :  โรงพยาบาลตะกั่วป่า","0","0","0","0.00"
"11347  :  โรงพยาบาลเกาะยาวชัยพัฒน์","63","54","48","88.89"
"11348  :  โรงพยาบาลกะปงชัยพัฒน์","54","23","21","91.30"
"11349  :  โรงพยาบาลตะกั่วทุ่ง","76","53","43","81.13"
"11350  :  โรงพยาบาลบางไทร","31","5","4","80.00"
"11352  :  โรงพยาบาลคุระบุรีชัยพัฒน์","81","47","32","68.09"
"11353  :  โรงพยาบาลทับปุด","69","35","25","71.43"
"11354  :  โรงพยาบาลท้ายเหมืองชัยพัฒน์","133","66","50","75.76"
"10741  :  โรงพยาบาลวชิระภูเก็ต","421","173","155","89.60"
"11355  :  โรงพยาบาลป่าตอง","296","224","201","89.73"
"11356  :  โรงพยาบาลถลาง","0","0","0","0.00"
"24678  :  โรงพยาบาลองค์การบริหารส่วนจังหวัดภูเก็ต","196","60","49","81.67"
"41436  :  โรงพยาบาลฉลอง","0","0","0","0.00"
"09192  :  โรงพยาบาลเกาะเต่า","29","7","7","100.00"
"10681  :  โรงพยาบาลสุราษฎร์ธานี","0","0","0","0.00"
"10742  :  โรงพยาบาลเกาะสมุย","27","20","14","70.00"
"11357  :  โรงพยาบาลกาญจนดิษฐ์","0","0","0","0.00"
"11358  :  โรงพยาบาลดอนสัก","175","129","97","75.19"
"11359  :  โรงพยาบาลเกาะพงัน","36","28","27","96.43"
"11360  :  โรงพยาบาลไชยา","50","25","23","92.00"
"11361  :  โรงพยาบาลท่าชนะ","83","43","31","72.09"
"11362  :  โรงพยาบาลคีรีรัฐนิคม","9","8","7","87.50"
"11363  :  โรงพยาบาลบ้านตาขุน","42","30","24","80.00"
"11364  :  โรงพยาบาลพนม","31","21","21","100.00"
"11365  :  โรงพยาบาลท่าฉาง","58","43","36","83.72"
"11366  :  โรงพยาบาลบ้านนาสาร","0","0","0","0.00"
"11367  :  โรงพยาบาลบ้านนาเดิม","55","22","21","95.45"
"11368  :  โรงพยาบาลเคียนซา","87","48","23","47.92"
"11369  :  โรงพยาบาลพระแสง","87","13","12","92.31"
"11370  :  โรงพยาบาลพุนพิน","223","111","77","69.37"
"11371  :  โรงพยาบาลชัยบุรี","38","18","14","77.78"
"11459  :  โรงพยาบาลสมเด็จพระยุพราชเวียงสระ","167","97","79","81.44"
"11654  :  โรงพยาบาลวิภาวดี","25","23","22","95.65"
"12289  :  โรงพยาบาลสวนสราญรมย์","0","0","0","0.00"
"14138  :  โรงพยาบาลท่าโรงช้าง","33","23","18","78.26"
"14203  :  โรงพยาบาลมะเร็งสุราษฎร์ธานี","0","0","0","0.00"
"14862  :  โรงพยาบาลกองบิน7","1","0","0","0.00"
"14901  :  โรงพยาบาลค่ายวิภาวดีรังสิต","53","24","23","95.83"
"40915  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคใต้","0","0","0","0.00"
"10743  :  โรงพยาบาลระนอง","0","0","0","0.00"
"11323  :  โรงพยาบาลละอุ่น","12","5","3","60.00"
"11372  :  โรงพยาบาลกะเปอร์","90","73","65","89.04"
"11373  :  โรงพยาบาลกระบุรี","69","38","15","39.47"
"11374  :  โรงพยาบาลสุขสำราญ","34","18","13","72.22"
"10744  :  โรงพยาบาลชุมพรเขตรอุดมศักดิ์","0","0","0","0.00"
"11375  :  โรงพยาบาลปากน้ำชุมพร","113","21","12","57.14"
"11376  :  โรงพยาบาลท่าแซะ","55","16","14","87.50"
"11377  :  โรงพยาบาลปะทิว","21","9","4","44.44"
"11378  :  โรงพยาบาลมาบอำมฤต","115","35","20","57.14"
"11379  :  โรงพยาบาลหลังสวน","85","19","9","47.37"
"11380  :  โรงพยาบาลปากน้ำหลังสวน","52","31","28","90.32"
"11381  :  โรงพยาบาลละแม","62","46","43","93.48"
"11382  :  โรงพยาบาลพะโต๊ะ","111","80","72","90.00"
"11383  :  โรงพยาบาลสวี","83","11","10","90.91"
"11385  :  โรงพยาบาลทุ่งตะโก","68","20","16","80.00"
"11525  :  โรงพยาบาลค่ายเขตอุดมศักดิ์","23","4","2","50.00"
"10682  :  โรงพยาบาลหาดใหญ่","0","0","0","0.00"
"10745  :  โรงพยาบาลสงขลา","0","0","0","0.00"
"11386  :  โรงพยาบาลสทิงพระ","0","0","0","0.00"
"11387  :  โรงพยาบาลจะนะ","0","0","0","0.00"
"11388  :  โรงพยาบาลสมเด็จพระบรมราชินีนาถ ณ  อำเภอนาทวี","0","0","0","0.00"
"11390  :  โรงพยาบาลเทพา","0","0","0","0.00"
"11391  :  โรงพยาบาลสะบ้าย้อย","0","0","0","0.00"
"11392  :  โรงพยาบาลระโนด","0","0","0","0.00"
"11393  :  โรงพยาบาลกระแสสินธุ์","0","0","0","0.00"
"11394  :  โรงพยาบาลรัตภูมิ","0","0","0","0.00"
"11395  :  โรงพยาบาลสะเดา","0","0","0","0.00"
"11396  :  โรงพยาบาลนาหม่อม","0","0","0","0.00"
"11397  :  โรงพยาบาลควนเนียง","0","0","0","0.00"
"11398  :  โรงพยาบาลปาดังเบซาร์","0","0","0","0.00"
"11399  :  โรงพยาบาลบางกล่ำ","0","0","0","0.00"
"11400  :  โรงพยาบาลสิงหนคร","0","0","0","0.00"
"11401  :  โรงพยาบาลคลองหอยโข่ง","0","0","0","0.00"
"12290  :  โรงพยาบาลจิตเวชสงขลาราชนครินทร์","0","0","0","0.00"
"14194  :  โรงพยาบาลธัญญารักษ์สงขลา","0","0","0","0.00"
"10746  :  โรงพยาบาลสตูล","0","0","0","0.00"
"11402  :  โรงพยาบาลควนโดน","70","45","42","93.33"
"11403  :  โรงพยาบาลควนกาหลง","65","26","19","73.08"
"11404  :  โรงพยาบาลท่าแพ","0","0","0","0.00"
"11405  :  โรงพยาบาลละงู","0","0","0","0.00"
"11406  :  โรงพยาบาลทุ่งหว้า","69","41","32","78.05"
"28786  :  โรงพยาบาลมะนัง","49","25","15","60.00"
"10683  :  โรงพยาบาลตรัง","0","0","0","0.00"
"11407  :  โรงพยาบาลกันตัง","57","7","7","100.00"
"11408  :  โรงพยาบาลย่านตาขาว","105","10","9","90.00"
"11409  :  โรงพยาบาลปะเหลียน","0","0","0","0.00"
"11410  :  โรงพยาบาลสิเกา","59","17","15","88.24"
"11411  :  โรงพยาบาลห้วยยอด","0","0","0","0.00"
"11412  :  โรงพยาบาลวังวิเศษ","107","70","61","87.14"
"11413  :  โรงพยาบาลนาโยง","0","0","0","0.00"
"12226  :  โรงพยาบาลวัฒนแพทย์","0","0","0","0.00"
"12230  :  โรงพยาบาล ทีอาร์พีเอช โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0.00"
"13755  :  โรงพยาบาลโรคผิวหนังเขตร้อนภาคใต้ จังหวัดตรัง","0","0","0","0.00"
"14139  :  โรงพยาบาลรัษฎา","10","4","3","75.00"
"28817  :  โรงพยาบาลหาดสำราญเฉลิมพระเกียรติ 80 พรรษา","15","2","2","100.00"
"10747  :  โรงพยาบาลพัทลุง","0","0","0","0.00"
"11414  :  โรงพยาบาลกงหรา","44","26","25","96.15"
"11415  :  โรงพยาบาลเขาชัยสน","0","0","0","0.00"
"11416  :  โรงพยาบาลตะโหมด","108","61","50","81.97"
"11417  :  โรงพยาบาลควนขนุน","0","0","0","0.00"
"11418  :  โรงพยาบาลปากพะยูน","0","0","0","0.00"
"11419  :  โรงพยาบาลศรีบรรพต","0","0","0","0.00"
"11420  :  โรงพยาบาลป่าบอน","51","27","23","85.19"
"11421  :  โรงพยาบาลบางแก้ว","0","0","0","0.00"
"11422  :  โรงพยาบาลป่าพะยอม","0","0","0","0.00"
"24673  :  โรงพยาบาลศรีนครินทร์(ปัญญานันทภิขุ)","60","31","22","70.97"
"10748  :  โรงพยาบาลปัตตานี","0","0","0","0.00"
"11423  :  โรงพยาบาลโคกโพธิ์","0","0","0","0.00"
"11424  :  โรงพยาบาลหนองจิก","0","0","0","0.00"
"11425  :  โรงพยาบาลปะนาเระ","0","0","0","0.00"
"11426  :  โรงพยาบาลมายอ","0","0","0","0.00"
"11427  :  โรงพยาบาลทุ่งยางแดง","0","0","0","0.00"
"11428  :  โรงพยาบาลไม้แก่น","0","0","0","0.00"
"11429  :  โรงพยาบาลยะหริ่ง","0","0","0","0.00"
"11430  :  โรงพยาบาลยะรัง","0","0","0","0.00"
"11431  :  โรงพยาบาลแม่ลาน","0","0","0","0.00"
"11460  :  โรงพยาบาลสมเด็จพระยุพราชสายบุรี","0","0","0","0.00"
"11464  :  โรงพยาบาลกะพ้อ","0","0","0","0.00"
"11529  :  โรงพยาบาลค่ายอิงคยุทธบริหาร","0","0","0","0.00"
