"โรงพยาบาล","เด็กกลุ่มอายุ  12 ปีในเขตรับผิดชอบ"
"ทั้งหมด(C)","ได้รับการตรวจสุขภาพช่องปาก (B)","ฟันดีไม่มีผุ(A)","อัตรา(A/B)*100"
"11185  :  โรงพยาบาลเชียงม่วน","0","24","23","95.83"
"11186  :  โรงพยาบาลดอกคำใต้","0","78","53","67.95"
"11187  :  โรงพยาบาลปง","0","175","151","86.29"
"11188  :  โรงพยาบาลแม่ใจ","0","187","156","83.42"
"15140  :  โรงพยาบาลค่ายขุนเจืองธรรมิกราช","0","0","0","0.00"
"40744  :  โรงพยาบาลภูซาง","0","0","0","0.00"
"40745  :  โรงพยาบาลภูกามยาว","0","0","0","0.00"
"41347  :  โรงพยาบาลมหาวิทยาลัยพะเยา","0","0","0","0.00"
"10674  :  โรงพยาบาลเชียงรายประชานุเคราะห์","0","289","235","81.31"
"11189  :  โรงพยาบาลเทิง","0","240","168","70.00"
"11190  :  โรงพยาบาลพาน","0","0","0","0.00"
"11191  :  โรงพยาบาลป่าแดด","0","49","39","79.59"
"11192  :  โรงพยาบาลแม่จัน","0","2","1","50.00"
"11193  :  โรงพยาบาลเชียงแสน","0","29","20","68.97"
"11194  :  โรงพยาบาลแม่สาย","0","122","66","54.10"
"11195  :  โรงพยาบาลแม่สรวย","0","8","7","87.50"
"11196  :  โรงพยาบาลเวียงป่าเป้า","0","31","21","67.74"
"11197  :  โรงพยาบาลพญาเม็งราย","0","65","28","43.08"
"11198  :  โรงพยาบาลเวียงแก่น","0","185","103","55.68"
"11199  :  โรงพยาบาลขุนตาล","0","99","58","58.59"
"11200  :  โรงพยาบาลแม่ฟ้าหลวง","0","28","15","53.57"
"11201  :  โรงพยาบาลแม่ลาว","0","0","0","0.00"
"11202  :  โรงพยาบาลเวียงเชียงรุ้ง","0","0","0","0.00"
"11454  :  โรงพยาบาลสมเด็จพระยุพราชเชียงของ","0","120","82","68.33"
"15012  :  โรงพยาบาลสมเด็จพระญาณสังวร","0","54","47","87.04"
"23429  :  โรงพยาบาลมหาวิทยาลัยแม่ฟ้าหลวง","0","0","0","0.00"
"28823  :  โรงพยาบาลดอยหลวง","0","0","0","0.00"
"41509  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยแม่ฟ้าหลวง","0","0","0","0.00"
"10719  :  โรงพยาบาลศรีสังวาลย์","0","2","0","0.00"
"11203  :  โรงพยาบาลขุนยวม","0","4","1","25.00"
"11204  :  โรงพยาบาลปาย","0","107","71","66.36"
"11205  :  โรงพยาบาลแม่สะเรียง","0","0","0","0.00"
"11206  :  โรงพยาบาลแม่ลาน้อย","0","70","47","67.14"
"11207  :  โรงพยาบาลสบเมย","0","29","19","65.52"
"11208  :  โรงพยาบาลปางมะผ้า","0","37","29","78.38"
"14197  :  โรงพยาบาลธัญญรักษ์แม่ฮ่องสอน","0","0","0","0.00"
"10675  :  โรงพยาบาลสวรรค์ประชารักษ์","0","92","66","71.74"
"11209  :  โรงพยาบาลโกรกพระ","0","82","57","69.51"
"11210  :  โรงพยาบาลชุมแสง","0","21","0","0.00"
"11211  :  โรงพยาบาลหนองบัว","0","11","1","9.09"
"11212  :  โรงพยาบาลบรรพตพิสัย","0","93","12","12.90"
"11213  :  โรงพยาบาลเก้าเลี้ยว","0","2","0","0.00"
"11214  :  โรงพยาบาลตาคลี","0","34","24","70.59"
"11215  :  โรงพยาบาลท่าตะโก","0","22","7","31.82"
"11216  :  โรงพยาบาลไพศาลี","0","4","2","50.00"
"11217  :  โรงพยาบาลพยุหะคีรี","0","42","20","47.62"
"11218  :  โรงพยาบาลลาดยาว","0","12","5","41.67"
"11219  :  โรงพยาบาลตากฟ้า","0","67","37","55.22"
"11220  :  โรงพยาบาลแม่วงก์","0","44","5","11.36"
"11513  :  โรงพยาบาลค่ายจิรประวัติ","0","0","0","0.00"
"12030  :  โรงพยาบาลพริ้นซ์ ปากน้ำโพ 1 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0.00"
"12033  :  โรงพยาบาลรวมแพทย์นครสวรรค์","0","0","0","0.00"
"12034  :  โรงพยาบาลพริ้นซ์ ปากน้ำโพ 2 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0.00"
"12042  :  โรงพยาบาลร่มฉัตร","0","0","0","0.00"
"12044  :  โรงพยาบาลศรีสวรรค์","0","0","0","0.00"
"12284  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 3","0","0","0","0.00"
"14171  :  โรงพยาบาลจิตเวชนครสวรรค์ราชนครินทร์","0","0","0","0.00"
"40749  :  โรงพยาบาลชุมตาบง","0","0","0","0.00"
"10720  :  โรงพยาบาลอุทัยธานี","0","72","36","50.00"
"11221  :  โรงพยาบาลทัพทัน","0","20","16","80.00"
"11222  :  โรงพยาบาลสว่างอารมณ์","0","7","7","100.00"
"11223  :  โรงพยาบาลหนองฉาง","0","126","71","56.35"
"11224  :  โรงพยาบาลหนองขาหย่าง","0","24","17","70.83"
"11225  :  โรงพยาบาลบ้านไร่","0","57","51","89.47"
"11226  :  โรงพยาบาลลานสัก","0","37","21","56.76"
"11227  :  โรงพยาบาลห้วยคต","0","58","40","68.97"
"10721  :  โรงพยาบาลกำแพงเพชร","0","0","0","0.00"
"11228  :  โรงพยาบาลทุ่งโพธิ์ทะเล","0","23","18","78.26"
"11229  :  โรงพยาบาลไทรงาม","0","40","30","75.00"
"11230  :  โรงพยาบาลคลองลาน","0","384","309","80.47"
"11231  :  โรงพยาบาลขาณุวรลักษบุรี","0","176","145","82.39"
"11232  :  โรงพยาบาลคลองขลุง","0","220","139","63.18"
"11233  :  โรงพยาบาลพรานกระต่าย","0","214","148","69.16"
"11234  :  โรงพยาบาลลานกระบือ","0","19","16","84.21"
"11235  :  โรงพยาบาลทรายทองวัฒนา","0","18","15","83.33"
"11236  :  โรงพยาบาลปางศิลาทอง","0","116","113","97.41"
"14135  :  โรงพยาบาลบึงสามัคคี","0","10","7","70.00"
"28010  :  โรงพยาบาลโกสัมพีนคร","0","13","6","46.15"
"10722  :  โรงพยาบาลสมเด็จพระเจ้าตากสินมหาราช","0","134","76","56.72"
"10723  :  โรงพยาบาลแม่สอด","0","0","0","0.00"
"11238  :  โรงพยาบาลบ้านตาก","0","13","4","30.77"
"11239  :  โรงพยาบาลสามเงา","0","131","34","25.95"
"11240  :  โรงพยาบาลแม่ระมาด","0","41","30","73.17"
"11241  :  โรงพยาบาลท่าสองยาง","0","33","27","81.82"
"11242  :  โรงพยาบาลพบพระ","0","115","77","66.96"
"11243  :  โรงพยาบาลอุ้มผาง","0","309","243","78.64"
"27443  :  โรงพยาบาลวังเจ้า","0","0","0","0.00"
"10724  :  โรงพยาบาลสุโขทัย","0","0","0","0.00"
"10725  :  โรงพยาบาลศรีสังวรสุโขทัย","0","0","0","0.00"
"11244  :  โรงพยาบาลบ้านด่านลานหอย","0","132","97","73.48"
"11245  :  โรงพยาบาลคีรีมาศ","0","4","1","25.00"
"11246  :  โรงพยาบาลกงไกรลาศ","0","164","135","82.32"
"11247  :  โรงพยาบาลศรีสัชนาลัย","0","95","57","60.00"
"11248  :  โรงพยาบาลสวรรคโลก","0","0","0","0.00"
"11249  :  โรงพยาบาลศรีนคร","0","58","21","36.21"
"11250  :  โรงพยาบาลทุ่งเสลี่ยม","0","102","36","35.29"
"10676  :  โรงพยาบาลพุทธชินราช","0","0","0","0.00"
"11251  :  โรงพยาบาลชาติตระการ","0","104","84","80.77"
"11252  :  โรงพยาบาลบางระกำ","0","152","92","60.53"
"11253  :  โรงพยาบาลบางกระทุ่ม","0","331","313","94.56"
"11254  :  โรงพยาบาลพรหมพิราม","0","347","335","96.54"
"11255  :  โรงพยาบาลวัดโบสถ์","0","101","52","51.49"
"11256  :  โรงพยาบาลวังทอง","0","73","54","73.97"
"11257  :  โรงพยาบาลเนินมะปราง","0","0","0","0.00"
"11455  :  โรงพยาบาลสมเด็จพระยุพราชนครไทย","0","91","52","57.14"
"11517  :  โรงพยาบาลค่ายสมเด็จพระนเรศวร","0","0","0","0.00"
"14972  :  โรงพยาบาลมหาวิทยาลัยนเรศวร","0","0","0","0.00"
"41429  :  โรงพยาบาลจิตเวชพิษณุโลก","0","0","0","0.00"
"10726  :  โรงพยาบาลพิจิตร","0","197","94","47.72"
"11258  :  โรงพยาบาลวังทรายพูน","0","40","34","85.00"
"11259  :  โรงพยาบาลโพธิ์ประทับช้าง","0","89","56","62.92"
"11260  :  โรงพยาบาลบางมูลนาก","0","258","150","58.14"
"11261  :  โรงพยาบาลโพทะเล","0","81","66","81.48"
"11262  :  โรงพยาบาลสามง่าม","0","77","43","55.84"
"11263  :  โรงพยาบาลทับคล้อ","0","78","62","79.49"
"11456  :  โรงพยาบาลสมเด็จพระยุพราชตะพานหิน","0","288","116","40.28"
"11631  :  โรงพยาบาลวชิรบารมี","0","58","53","91.38"
"27978  :  โรงพยาบาลสากเหล็ก","0","42","24","57.14"
"27979  :  โรงพยาบาลบึงนาราง","0","0","0","0.00"
"27980  :  โรงพยาบาลดงเจริญ","0","29","24","82.76"
"10727  :  โรงพยาบาลเพชรบูรณ์","0","651","168","25.81"
"11264  :  โรงพยาบาลชนแดน","0","37","22","59.46"
"11265  :  โรงพยาบาลหล่มสัก","0","107","48","44.86"
"11266  :  โรงพยาบาลวิเชียรบุรี","0","365","178","48.77"
"11267  :  โรงพยาบาลศรีเทพ","0","40","25","62.50"
"11268  :  โรงพยาบาลหนองไผ่","0","396","238","60.10"
"11269  :  โรงพยาบาลบึงสามพัน","0","67","20","29.85"
"11270  :  โรงพยาบาลน้ำหนาว","0","18","7","38.89"
"11271  :  โรงพยาบาลวังโป่ง","0","4","2","50.00"
"11272  :  โรงพยาบาลเขาค้อ","0","111","65","58.56"
"11457  :  โรงพยาบาลสมเด็จพระยุพราชหล่มเก่า","0","134","77","57.46"
"11946  :  โรงพยาบาลค่ายพ่อขุนผาเมือง","0","0","0","0.00"
"10677  :  โรงพยาบาลราชบุรี","0","8","7","87.50"
"10728  :  โรงพยาบาลดำเนินสะดวก","0","123","62","50.41"
"10729  :  โรงพยาบาลบ้านโป่ง","0","379","103","27.18"
"10730  :  โรงพยาบาลโพธาราม","0","75","32","42.67"
"11273  :  โรงพยาบาลสวนผึ้ง","0","101","86","85.15"
"11274  :  โรงพยาบาลบางแพ","0","14","6","42.86"
"11275  :  โรงพยาบาลเจ็ดเสมียน","0","53","27","50.94"
"11276  :  โรงพยาบาลปากท่อ","0","108","100","92.59"
"11277  :  โรงพยาบาลวัดเพลง","0","7","6","85.71"
"11458  :  โรงพยาบาลสมเด็จพระยุพราชจอมบึง","0","89","45","50.56"
"11519  :  โรงพยาบาลค่ายภาณุรังษี","0","0","0","0.00"
"12093  :  สถานพยาบาลแพทย์ประดิษฐ์","0","0","0","0.00"
"12097  :  มหาชัยพร้อมแพทย์โรงพยาบาลทั่วไปขนาดกลาง","0","0","0","0.00"
"12098  :  โรงพยาบาลกรุงเทพเมืองราชโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0.00"
"12103  :  โรงพยาบาลซานคามิลโล","0","0","0","0.00"
"12286  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 5","0","0","0","0.00"
"28858  :  โรงพยาบาลบ้านคา","0","18","12","66.67"
"10731  :  โรงพยาบาลพหลพลพยุหเสนา","0","316","295","93.35"
"10732  :  โรงพยาบาลมะการักษ์","0","89","45","50.56"
"11278  :  โรงพยาบาลไทรโยค","0","27","7","25.93"
"11279  :  โรงพยาบาลสมเด็จพระปิยมหาราชรมณียเขต","0","2","0","0.00"
"11280  :  โรงพยาบาลบ่อพลอย","0","74","45","60.81"
"11281  :  โรงพยาบาลท่ากระดาน","0","32","11","34.38"
"11282  :  โรงพยาบาลสมเด็จพระสังฆราชองค์ที่ ๑๙","0","320","150","46.88"
"11283  :  โรงพยาบาลทองผาภูมิ","0","80","24","30.00"
"11284  :  โรงพยาบาลสังขละบุรี","0","63","60","95.24"
"11285  :  โรงพยาบาลเจ้าคุณไพบูลย์พนมทวน","0","91","26","28.57"
"11286  :  โรงพยาบาลเลาขวัญ","0","4","2","50.00"
"11287  :  โรงพยาบาลด่านมะขามเตี้ย","0","176","44","25.00"
"11288  :  โรงพยาบาลสถานพระบารมี","0","5","1","20.00"
"11520  :  โรงพยาบาลค่ายสุรสีห์","0","0","0","0.00"
"14136  :  โรงพยาบาลศุกร์ศิริศรีสวัสดิ์","0","1","0","0.00"
"21948  :  โรงพยาบาลห้วยกระเจา เฉลิมพระเกียรติ 80 พรรษา","0","35","11","31.43"
"41701  :  โรงพยาบาลหนองปรือ","0","0","0","0.00"
"10678  :  โรงพยาบาลเจ้าพระยายมราช","245","14","12","85.71"
"10733  :  โรงพยาบาลสมเด็จพระสังฆราชองค์ที่17","115","43","23","53.49"
"11289  :  โรงพยาบาลเดิมบางนางบวช","60","25","12","48.00"
"11290  :  โรงพยาบาลด่านช้าง","97","7","7","100.00"
"11291  :  โรงพยาบาลบางปลาม้า","70","22","15","68.18"
"11292  :  โรงพยาบาลศรีประจันต์","65","1","1","100.00"
"11293  :  โรงพยาบาลดอนเจดีย์","99","25","15","60.00"
"11294  :  โรงพยาบาลสามชุก","126","13","6","46.15"
"11295  :  โรงพยาบาลอู่ทอง","151","1","0","0.00"
"11296  :  โรงพยาบาลหนองหญ้าไซ","120","17","14","82.35"
"12123  :  โรงพยาบาลวิภาวดี-ปิยราษฎร์","63","2","1","50.00"
"10679  :  โรงพยาบาลนครปฐม","0","0","0","0.00"
"11297  :  โรงพยาบาลกำแพงแสน","85","9","2","22.22"
"11298  :  โรงพยาบาลนครชัยศรี","105","5","0","0.00"
"11299  :  โรงพยาบาลห้วยพลู","55","12","6","50.00"
"11300  :  โรงพยาบาลดอนตูม","78","28","19","67.86"
"11301  :  โรงพยาบาลบางเลน","92","10","3","30.00"
"11302  :  โรงพยาบาลสามพราน","164","44","25","56.82"
"11303  :  โรงพยาบาลพุทธมณฑล","34","3","2","66.67"
"11473  :  โรงพยาบาลเมตตาประชารักษ์(วัดไร่ขิง)","0","0","0","0.00"
"11521  :  โรงพยาบาลจันทรุเบกษา","47","2","1","50.00"
"13819  :  โรงพยาบาลหลวงพ่อเปิ่น","15","7","5","71.43"
"10734  :  โรงพยาบาลสมุทรสาคร","677","18","8","44.44"
"11304  :  โรงพยาบาลกระทุ่มแบน","0","0","0","0.00"
"11305  :  โรงพยาบาลบ้านแพ้ว","138","1","1","100.00"
"12137  :  โรงพยาบาลทั่วไปขนาดเล็กเจษฎา","87","4","2","50.00"
"10735  :  โรงพยาบาลสมเด็จพระพุทธเลิศหล้า","0","0","0","0.00"
"11306  :  โรงพยาบาลนภาลัย","0","66","53","80.30"
"11307  :  โรงพยาบาลอัมพวา","0","195","138","70.77"
"10736  :  โรงพยาบาลพระจอมเกล้า","0","0","0","0.00"
"11308  :  โรงพยาบาลเขาย้อย","0","66","20","30.30"
"11309  :  โรงพยาบาลหนองหญ้าปล้อง","0","12","8","66.67"
"11310  :  โรงพยาบาลชะอำ","0","11","5","45.45"
"11311  :  โรงพยาบาลท่ายาง","0","4","1","25.00"
"11312  :  โรงพยาบาลบ้านลาด","0","5","4","80.00"
"11313  :  โรงพยาบาลบ้านแหลม","0","98","46","46.94"
"11314  :  โรงพยาบาลแก่งกระจาน","0","82","27","32.93"
"10737  :  โรงพยาบาลประจวบคีรีขันธ์","0","2","0","0.00"
"11315  :  โรงพยาบาลกุยบุรี","0","78","30","38.46"
"11316  :  โรงพยาบาลทับสะแก","0","43","31","72.09"
"11317  :  โรงพยาบาลบางสะพาน","0","4","3","75.00"
"11318  :  โรงพยาบาลบางสะพานน้อย","0","0","0","0.00"
"11319  :  โรงพยาบาลปราณบุรี","0","0","0","0.00"
"11320  :  โรงพยาบาลหัวหิน","0","0","0","0.00"
"11321  :  โรงพยาบาลสามร้อยยอด","0","5","0","0.00"
"11500  :  โรงพยาบาลกองบิน 5","0","0","0","0.00"
"11522  :  โรงพยาบาลค่ายธนะรัชต์","0","0","0","0.00"
"12471  :  สถานีกาชาดหัวหินเฉลิมพระเกียรติ","0","0","0","0.00"
"10680  :  โรงพยาบาลมหาราชนครศรีธรรมราช","0","0","0","0.00"
"11322  :  โรงพยาบาลพรหมคีรี","0","8","3","37.50"
"11324  :  โรงพยาบาลลานสะกา","0","29","25","86.21"
"11325  :  โรงพยาบาลสมเด็จพระยุพราชฉวาง","0","94","75","79.79"
"11326  :  โรงพยาบาลพิปูน","0","23","15","65.22"
"11327  :  โรงพยาบาลเชียรใหญ่","0","6","4","66.67"
"11328  :  โรงพยาบาลชะอวด","0","231","113","48.92"
"11329  :  โรงพยาบาลท่าศาลา","0","395","163","41.27"
"11330  :  โรงพยาบาลทุ่งสง","0","37","6","16.22"
"11331  :  โรงพยาบาลนาบอน","0","33","21","63.64"
"11332  :  โรงพยาบาลทุ่งใหญ่","0","73","32","43.84"
"11333  :  โรงพยาบาลปากพนัง","0","5","2","40.00"
"11334  :  โรงพยาบาลร่อนพิบูลย์","0","17","7","41.18"
"11335  :  โรงพยาบาลสิชล","0","426","321","75.35"
"11336  :  โรงพยาบาลขนอม","0","288","192","66.67"
"11337  :  โรงพยาบาลหัวไทร","0","152","78","51.32"
"11338  :  โรงพยาบาลบางขัน","0","177","121","68.36"
"11339  :  โรงพยาบาลถ้ำพรรณรา","0","15","6","40.00"
"11523  :  โรงพยาบาลค่ายวชิราวุธ","0","0","0","0.00"
"11660  :  โรงพยาบาลจุฬาภรณ์","0","156","98","62.82"
"12287  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 11","0","157","69","43.95"
"12472  :  สถานีกาชาดสิริธร (สถานีกาชาดที่ 12 ทุ่งสง)","0","93","49","52.69"
"14918  :  โรงพยาบาลค่ายเทพสตรีศรีสุนทร","0","1","1","100.00"
"21771  :  โรงพยาบาลเทศบาลนครนครศรีธรรมราช","0","5","0","0.00"
"40491  :  โรงพยาบาลเฉลิมพระเกียรติ","0","13","6","46.15"
"40492  :  โรงพยาบาลพ่อท่านคล้ายวาจาสิทธิ์","0","23","10","43.48"
"40742  :  โรงพยาบาลนบพิตำ","0","0","0","0.00"
"40743  :  โรงพยาบาลพระพรหม","0","53","31","58.49"
"40970  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยวลัยลักษณ์","0","0","0","0.00"
"10738  :  โรงพยาบาลกระบี่","0","0","0","0.00"
"11340  :  โรงพยาบาลเขาพนม","0","12","3","25.00"
"11341  :  โรงพยาบาลเกาะลันตา","0","19","6","31.58"
"11342  :  โรงพยาบาลคลองท่อม","0","4","1","25.00"
"11343  :  โรงพยาบาลอ่าวลึก","78","26","19","73.08"
"11344  :  โรงพยาบาลปลายพระยา","0","0","0","0.00"
"11345  :  โรงพยาบาลลำทับ","143","56","29","51.79"
"11346  :  โรงพยาบาลเหนือคลอง","0","0","0","0.00"
"77753  :  โรงพยาบาลเกาะพีพี","8","0","0","0.00"
"10739  :  โรงพยาบาลพังงา","0","0","0","0.00"
"10740  :  โรงพยาบาลตะกั่วป่า","0","0","0","0.00"
"11347  :  โรงพยาบาลเกาะยาวชัยพัฒน์","0","83","38","45.78"
"11348  :  โรงพยาบาลกะปงชัยพัฒน์","0","70","48","68.57"
"11349  :  โรงพยาบาลตะกั่วทุ่ง","0","25","11","44.00"
"11350  :  โรงพยาบาลบางไทร","0","16","13","81.25"
"11352  :  โรงพยาบาลคุระบุรีชัยพัฒน์","0","7","2","28.57"
"11353  :  โรงพยาบาลทับปุด","0","161","92","57.14"
"11354  :  โรงพยาบาลท้ายเหมืองชัยพัฒน์","0","56","21","37.50"
"10741  :  โรงพยาบาลวชิระภูเก็ต","0","422","201","47.63"
"11355  :  โรงพยาบาลป่าตอง","0","6","4","66.67"
"11356  :  โรงพยาบาลถลาง","0","76","18","23.68"
"24678  :  โรงพยาบาลองค์การบริหารส่วนจังหวัดภูเก็ต","0","0","0","0.00"
"41436  :  โรงพยาบาลฉลอง","0","0","0","0.00"
"09192  :  โรงพยาบาลเกาะเต่า","0","13","10","76.92"
"10681  :  โรงพยาบาลสุราษฎร์ธานี","0","0","0","0.00"
"10742  :  โรงพยาบาลเกาะสมุย","0","156","84","53.85"
"11357  :  โรงพยาบาลกาญจนดิษฐ์","0","1","0","0.00"
"11358  :  โรงพยาบาลดอนสัก","0","207","69","33.33"
"11359  :  โรงพยาบาลเกาะพงัน","0","10","8","80.00"
"11360  :  โรงพยาบาลไชยา","0","71","51","71.83"
"11361  :  โรงพยาบาลท่าชนะ","0","17","13","76.47"
"11362  :  โรงพยาบาลคีรีรัฐนิคม","0","52","25","48.08"
"11363  :  โรงพยาบาลบ้านตาขุน","0","22","15","68.18"
"11364  :  โรงพยาบาลพนม","0","20","6","30.00"
"11365  :  โรงพยาบาลท่าฉาง","0","32","18","56.25"
"11366  :  โรงพยาบาลบ้านนาสาร","0","69","31","44.93"
"11367  :  โรงพยาบาลบ้านนาเดิม","0","42","15","35.71"
"11368  :  โรงพยาบาลเคียนซา","0","19","11","57.89"
"11369  :  โรงพยาบาลพระแสง","0","274","272","99.27"
"11370  :  โรงพยาบาลพุนพิน","0","102","40","39.22"
"11371  :  โรงพยาบาลชัยบุรี","0","12","9","75.00"
"11459  :  โรงพยาบาลสมเด็จพระยุพราชเวียงสระ","0","18","5","27.78"
"11654  :  โรงพยาบาลวิภาวดี","0","38","24","63.16"
"12289  :  โรงพยาบาลสวนสราญรมย์","0","0","0","0.00"
"14138  :  โรงพยาบาลท่าโรงช้าง","0","54","39","72.22"
"14203  :  โรงพยาบาลมะเร็งสุราษฎร์ธานี","0","0","0","0.00"
"14862  :  โรงพยาบาลกองบิน7","0","0","0","0.00"
"14901  :  โรงพยาบาลค่ายวิภาวดีรังสิต","0","0","0","0.00"
"40915  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคใต้","0","0","0","0.00"
"10743  :  โรงพยาบาลระนอง","0","97","61","62.89"
"11323  :  โรงพยาบาลละอุ่น","0","11","0","0.00"
"11372  :  โรงพยาบาลกะเปอร์","0","81","51","62.96"
"11373  :  โรงพยาบาลกระบุรี","0","104","7","6.73"
"11374  :  โรงพยาบาลสุขสำราญ","0","24","19","79.17"
"10744  :  โรงพยาบาลชุมพรเขตรอุดมศักดิ์","0","9","3","33.33"
"11375  :  โรงพยาบาลปากน้ำชุมพร","0","59","9","15.25"
"11376  :  โรงพยาบาลท่าแซะ","0","6","4","66.67"
"11377  :  โรงพยาบาลปะทิว","0","54","12","22.22"
"11378  :  โรงพยาบาลมาบอำมฤต","0","80","31","38.75"
"11379  :  โรงพยาบาลหลังสวน","0","163","133","81.60"
"11380  :  โรงพยาบาลปากน้ำหลังสวน","0","84","50","59.52"
"11381  :  โรงพยาบาลละแม","0","179","104","58.10"
"11382  :  โรงพยาบาลพะโต๊ะ","0","61","30","49.18"
"11383  :  โรงพยาบาลสวี","0","29","12","41.38"
"11385  :  โรงพยาบาลทุ่งตะโก","0","16","14","87.50"
"11525  :  โรงพยาบาลค่ายเขตอุดมศักดิ์","0","0","0","0.00"
"10682  :  โรงพยาบาลหาดใหญ่","0","0","0","0.00"
"10745  :  โรงพยาบาลสงขลา","0","273","80","29.30"
"11386  :  โรงพยาบาลสทิงพระ","0","0","0","0.00"
"11387  :  โรงพยาบาลจะนะ","0","6","1","16.67"
"11388  :  โรงพยาบาลสมเด็จพระบรมราชินีนาถ ณ  อำเภอนาทวี","0","0","0","0.00"
"11390  :  โรงพยาบาลเทพา","0","0","0","0.00"
"11391  :  โรงพยาบาลสะบ้าย้อย","0","0","0","0.00"
"11392  :  โรงพยาบาลระโนด","0","28","16","57.14"
"11393  :  โรงพยาบาลกระแสสินธุ์","0","43","33","76.74"
"11394  :  โรงพยาบาลรัตภูมิ","0","13","12","92.31"
"11395  :  โรงพยาบาลสะเดา","0","367","236","64.31"
"11396  :  โรงพยาบาลนาหม่อม","0","65","39","60.00"
"11397  :  โรงพยาบาลควนเนียง","0","6","1","16.67"
"11398  :  โรงพยาบาลปาดังเบซาร์","0","84","60","71.43"
"11399  :  โรงพยาบาลบางกล่ำ","0","4","4","100.00"
"11400  :  โรงพยาบาลสิงหนคร","0","0","0","0.00"
"11401  :  โรงพยาบาลคลองหอยโข่ง","0","115","55","47.83"
"12290  :  โรงพยาบาลจิตเวชสงขลาราชนครินทร์","0","0","0","0.00"
"14194  :  โรงพยาบาลธัญญารักษ์สงขลา","0","0","0","0.00"
"10746  :  โรงพยาบาลสตูล","0","102","47","46.08"
"11402  :  โรงพยาบาลควนโดน","0","1","1","100.00"
"11403  :  โรงพยาบาลควนกาหลง","0","0","0","0.00"
"11404  :  โรงพยาบาลท่าแพ","0","0","0","0.00"
"11405  :  โรงพยาบาลละงู","0","0","0","0.00"
"11406  :  โรงพยาบาลทุ่งหว้า","0","36","11","30.56"
"28786  :  โรงพยาบาลมะนัง","0","0","0","0.00"
"10683  :  โรงพยาบาลตรัง","0","352","287","81.53"
"11407  :  โรงพยาบาลกันตัง","0","27","14","51.85"
"11408  :  โรงพยาบาลย่านตาขาว","0","102","54","52.94"
"11409  :  โรงพยาบาลปะเหลียน","0","279","113","40.50"
"11410  :  โรงพยาบาลสิเกา","0","229","148","64.63"
"11411  :  โรงพยาบาลห้วยยอด","0","120","77","64.17"
"11412  :  โรงพยาบาลวังวิเศษ","0","1","0","0.00"
"11413  :  โรงพยาบาลนาโยง","0","188","127","67.55"
"12226  :  โรงพยาบาลวัฒนแพทย์","0","0","0","0.00"
"12230  :  โรงพยาบาล ทีอาร์พีเอช โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0.00"
"13755  :  โรงพยาบาลโรคผิวหนังเขตร้อนภาคใต้ จังหวัดตรัง","0","0","0","0.00"
"14139  :  โรงพยาบาลรัษฎา","0","67","27","40.30"
"28817  :  โรงพยาบาลหาดสำราญเฉลิมพระเกียรติ 80 พรรษา","0","9","2","22.22"
"10747  :  โรงพยาบาลพัทลุง","0","46","10","21.74"
"11414  :  โรงพยาบาลกงหรา","0","28","7","25.00"
"11415  :  โรงพยาบาลเขาชัยสน","0","139","42","30.22"
"11416  :  โรงพยาบาลตะโหมด","0","204","186","91.18"
"11417  :  โรงพยาบาลควนขนุน","0","27","18","66.67"
"11418  :  โรงพยาบาลปากพะยูน","0","191","83","43.46"
"11419  :  โรงพยาบาลศรีบรรพต","0","10","1","10.00"
"11420  :  โรงพยาบาลป่าบอน","0","72","37","51.39"
"11421  :  โรงพยาบาลบางแก้ว","0","54","30","55.56"
"11422  :  โรงพยาบาลป่าพะยอม","0","339","114","33.63"
"24673  :  โรงพยาบาลศรีนครินทร์(ปัญญานันทภิขุ)","0","6","1","16.67"
"10748  :  โรงพยาบาลปัตตานี","0","116","51","43.97"
"11423  :  โรงพยาบาลโคกโพธิ์","0","0","0","0.00"
"11424  :  โรงพยาบาลหนองจิก","0","68","47","69.12"
"11425  :  โรงพยาบาลปะนาเระ","0","59","13","22.03"
"11426  :  โรงพยาบาลมายอ","0","45","9","20.00"
"11427  :  โรงพยาบาลทุ่งยางแดง","0","8","6","75.00"
"11428  :  โรงพยาบาลไม้แก่น","0","41","10","24.39"
"11429  :  โรงพยาบาลยะหริ่ง","0","58","0","0.00"
"11430  :  โรงพยาบาลยะรัง","0","295","64","21.69"
"11431  :  โรงพยาบาลแม่ลาน","0","41","12","29.27"
"11460  :  โรงพยาบาลสมเด็จพระยุพราชสายบุรี","0","165","68","41.21"
"11464  :  โรงพยาบาลกะพ้อ","0","22","2","9.09"
"11529  :  โรงพยาบาลค่ายอิงคยุทธบริหาร","0","0","0","0.00"
