"โรงพยาบาล","รวมทั้งปีงบประมาณ","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"รวม I60-I69","I60-I62","I63","I64-I69","รวม I60-I69","I60-I62","I63","I64-I69","รวม I60-I69","I60-I62","I63","I64-I69","รวม I60-I69","I60-I62","I63","I64-I69","รวม I60-I69","I60-I62","I63","I64-I69"
"B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ"
"77649  :  โรงพยาบาลหนองนาคำ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"77650  :  โรงพยาบาลเวียงเก่า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"77652  :  โรงพยาบาลโนนศิลา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10671  :  โรงพยาบาลอุดรธานี","1,530","129","8.43","493","104","21.10","958","25","2.61","79","0","0.00","567","44","7.76","210","41","19.52","336","3","0.89","21","0","0.00","469","34","7.25","159","26","16.35","286","8","2.80","24","0","0.00","357","37","10.36","93","29","31.18","236","8","3.39","28","0","0.00","137","14","10.22","31","8","25.81","100","6","6.00","6","0","0.00"
"11013  :  โรงพยาบาลกุดจับ","41","0","0.00","4","0","0.00","19","0","0.00","26","0","0.00","10","0","0.00","2","0","0.00","6","0","0.00","6","0","0.00","14","0","0.00","0","0","0.00","8","0","0.00","7","0","0.00","10","0","0.00","2","0","0.00","3","0","0.00","8","0","0.00","7","0","0.00","0","0","0.00","2","0","0.00","5","0","0.00"
"11014  :  โรงพยาบาลหนองวัวซอ","78","1","1.28","19","1","5.26","25","0","0.00","61","1","1.64","26","1","3.85","5","1","20.00","8","0","0.00","20","1","5.00","30","0","0.00","7","0","0.00","10","0","0.00","25","0","0.00","11","0","0.00","0","0","0.00","6","0","0.00","9","0","0.00","11","0","0.00","7","0","0.00","1","0","0.00","7","0","0.00"
"11015  :  โรงพยาบาลกุมภวาปี","659","14","2.12","93","6","6.45","523","7","1.34","136","3","2.21","188","4","2.13","23","2","8.70","154","2","1.30","51","1","1.96","194","3","1.55","27","1","3.70","150","2","1.33","37","1","2.70","190","6","3.16","35","3","8.57","148","2","1.35","39","1","2.56","87","1","1.15","8","0","0.00","71","1","1.41","9","0","0.00"
"11016  :  โรงพยาบาลห้วยเกิ้ง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11017  :  โรงพยาบาลโนนสะอาด","70","1","1.43","7","1","14.29","29","0","0.00","52","0","0.00","13","1","7.69","2","1","50.00","6","0","0.00","10","0","0.00","19","0","0.00","3","0","0.00","4","0","0.00","15","0","0.00","20","0","0.00","1","0","0.00","12","0","0.00","15","0","0.00","18","0","0.00","1","0","0.00","7","0","0.00","12","0","0.00"
"11018  :  โรงพยาบาลหนองหาน","278","10","3.60","32","4","12.50","188","5","2.66","59","1","1.69","71","5","7.04","10","2","20.00","51","3","5.88","10","0","0.00","82","2","2.44","11","1","9.09","51","0","0.00","20","1","5.00","60","2","3.33","7","1","14.29","42","1","2.38","12","0","0.00","65","1","1.54","4","0","0.00","44","1","2.27","17","0","0.00"
"11019  :  โรงพยาบาลทุ่งฝน","2","0","0.00","0","0","0.00","1","0","0.00","1","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00","1","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11020  :  โรงพยาบาลไชยวาน","33","0","0.00","8","0","0.00","13","0","0.00","21","0","0.00","4","0","0.00","1","0","0.00","2","0","0.00","3","0","0.00","10","0","0.00","2","0","0.00","4","0","0.00","6","0","0.00","15","0","0.00","5","0","0.00","5","0","0.00","9","0","0.00","4","0","0.00","0","0","0.00","2","0","0.00","3","0","0.00"
"11021  :  โรงพยาบาลศรีธาตุ","44","0","0.00","6","0","0.00","19","0","0.00","28","0","0.00","12","0","0.00","1","0","0.00","5","0","0.00","10","0","0.00","8","0","0.00","4","0","0.00","1","0","0.00","4","0","0.00","17","0","0.00","0","0","0.00","9","0","0.00","10","0","0.00","7","0","0.00","1","0","0.00","4","0","0.00","4","0","0.00"
"11022  :  โรงพยาบาลวังสามหมอ","55","1","1.82","6","0","0.00","16","0","0.00","45","1","2.22","17","1","5.88","2","0","0.00","4","0","0.00","15","1","6.67","16","0","0.00","2","0","0.00","4","0","0.00","14","0","0.00","14","0","0.00","1","0","0.00","7","0","0.00","10","0","0.00","8","0","0.00","1","0","0.00","1","0","0.00","6","0","0.00"
"11023  :  โรงพยาบาลบ้านผือ","400","3","0.75","50","1","2.00","271","2","0.74","244","2","0.82","108","2","1.85","13","1","7.69","77","1","1.30","75","2","2.67","99","0","0.00","20","0","0.00","68","0","0.00","59","0","0.00","95","0","0.00","12","0","0.00","62","0","0.00","54","0","0.00","98","1","1.02","5","0","0.00","64","1","1.56","56","0","0.00"
"11024  :  โรงพยาบาลน้ำโสม","60","1","1.67","11","1","9.09","11","0","0.00","46","0","0.00","10","1","10.00","2","1","50.00","2","0","0.00","7","0","0.00","17","0","0.00","4","0","0.00","5","0","0.00","11","0","0.00","17","0","0.00","3","0","0.00","4","0","0.00","13","0","0.00","16","0","0.00","2","0","0.00","0","0","0.00","15","0","0.00"
"11025  :  โรงพยาบาลเพ็ญ","60","1","1.67","15","1","6.67","26","0","0.00","19","0","0.00","18","0","0.00","3","0","0.00","5","0","0.00","10","0","0.00","18","0","0.00","4","0","0.00","9","0","0.00","5","0","0.00","13","0","0.00","4","0","0.00","8","0","0.00","1","0","0.00","11","1","9.09","4","1","25.00","4","0","0.00","3","0","0.00"
"11026  :  โรงพยาบาลสร้างคอม","27","0","0.00","2","0","0.00","6","0","0.00","21","0","0.00","8","0","0.00","0","0","0.00","0","0","0.00","8","0","0.00","4","0","0.00","0","0","0.00","1","0","0.00","3","0","0.00","9","0","0.00","1","0","0.00","4","0","0.00","5","0","0.00","6","0","0.00","1","0","0.00","1","0","0.00","5","0","0.00"
"11027  :  โรงพยาบาลหนองแสง","27","0","0.00","6","0","0.00","14","0","0.00","7","0","0.00","5","0","0.00","2","0","0.00","3","0","0.00","0","0","0.00","13","0","0.00","3","0","0.00","6","0","0.00","4","0","0.00","5","0","0.00","1","0","0.00","1","0","0.00","3","0","0.00","4","0","0.00","0","0","0.00","4","0","0.00","0","0","0.00"
"11028  :  โรงพยาบาลนายูง","22","0","0.00","1","0","0.00","2","0","0.00","19","0","0.00","3","0","0.00","0","0","0.00","1","0","0.00","2","0","0.00","6","0","0.00","0","0","0.00","0","0","0.00","6","0","0.00","9","0","0.00","1","0","0.00","0","0","0.00","8","0","0.00","4","0","0.00","0","0","0.00","1","0","0.00","3","0","0.00"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","10","0","0.00","1","0","0.00","2","0","0.00","7","0","0.00","2","0","0.00","1","0","0.00","0","0","0.00","1","0","0.00","5","0","0.00","0","0","0.00","1","0","0.00","4","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00","2","0","0.00","0","0","0.00","1","0","0.00","1","0","0.00"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","230","0","0.00","34","0","0.00","186","0","0.00","11","0","0.00","72","0","0.00","6","0","0.00","60","0","0.00","7","0","0.00","71","0","0.00","13","0","0.00","57","0","0.00","1","0","0.00","42","0","0.00","10","0","0.00","29","0","0.00","3","0","0.00","45","0","0.00","5","0","0.00","40","0","0.00","0","0","0.00"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","38","3","7.89","5","2","40.00","27","1","3.70","6","0","0.00","7","0","0.00","0","0","0.00","3","0","0.00","4","0","0.00","15","2","13.33","2","1","50.00","12","1","8.33","1","0","0.00","12","1","8.33","3","1","33.33","8","0","0.00","1","0","0.00","4","0","0.00","0","0","0.00","4","0","0.00","0","0","0.00"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25058  :  โรงพยาบาลกู่แก้ว","18","0","0.00","3","0","0.00","3","0","0.00","12","0","0.00","7","0","0.00","1","0","0.00","0","0","0.00","6","0","0.00","5","0","0.00","1","0","0.00","1","0","0.00","3","0","0.00","4","0","0.00","1","0","0.00","1","0","0.00","2","0","0.00","2","0","0.00","0","0","0.00","1","0","0.00","1","0","0.00"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","18","0","0.00","1","0","0.00","5","0","0.00","12","0","0.00","4","0","0.00","0","0","0.00","2","0","0.00","2","0","0.00","10","0","0.00","1","0","0.00","1","0","0.00","8","0","0.00","2","0","0.00","0","0","0.00","1","0","0.00","1","0","0.00","2","0","0.00","0","0","0.00","1","0","0.00","1","0","0.00"
"10705  :  โรงพยาบาลเลย","1,774","83","4.68","304","45","14.80","1,454","37","2.54","16","1","6.25","483","20","4.14","75","9","12.00","402","10","2.49","6","1","16.67","492","29","5.89","87","16","18.39","403","13","3.23","2","0","0.00","434","22","5.07","74","15","20.27","355","7","1.97","5","0","0.00","365","12","3.29","68","5","7.35","294","7","2.38","3","0","0.00"
"11030  :  โรงพยาบาลนาด้วง","43","0","0.00","2","0","0.00","25","0","0.00","17","0","0.00","10","0","0.00","1","0","0.00","5","0","0.00","4","0","0.00","9","0","0.00","0","0","0.00","7","0","0.00","2","0","0.00","10","0","0.00","0","0","0.00","6","0","0.00","4","0","0.00","14","0","0.00","1","0","0.00","7","0","0.00","7","0","0.00"
"11031  :  โรงพยาบาลเชียงคาน","102","1","0.98","9","0","0.00","29","0","0.00","64","1","1.56","19","0","0.00","2","0","0.00","5","0","0.00","12","0","0.00","27","0","0.00","3","0","0.00","4","0","0.00","20","0","0.00","25","1","4.00","0","0","0.00","5","0","0.00","20","1","5.00","31","0","0.00","4","0","0.00","15","0","0.00","12","0","0.00"
"11032  :  โรงพยาบาลปากชม","32","0","0.00","0","0","0.00","10","0","0.00","23","0","0.00","5","0","0.00","0","0","0.00","3","0","0.00","2","0","0.00","8","0","0.00","0","0","0.00","5","0","0.00","3","0","0.00","13","0","0.00","0","0","0.00","1","0","0.00","13","0","0.00","6","0","0.00","0","0","0.00","1","0","0.00","5","0","0.00"
"11033  :  โรงพยาบาลนาแห้ว","5","0","0.00","1","0","0.00","0","0","0.00","4","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00","2","0","0.00","1","0","0.00","0","0","0.00","1","0","0.00","2","0","0.00","0","0","0.00","0","0","0.00","2","0","0.00"
"11034  :  โรงพยาบาลภูเรือ","35","2","5.71","2","0","0.00","25","2","8.00","8","0","0.00","8","1","12.50","1","0","0.00","4","1","25.00","3","0","0.00","9","0","0.00","0","0","0.00","7","0","0.00","2","0","0.00","11","1","9.09","0","0","0.00","9","1","11.11","2","0","0.00","7","0","0.00","1","0","0.00","5","0","0.00","1","0","0.00"
"11035  :  โรงพยาบาลท่าลี่","58","1","1.72","10","1","10.00","15","0","0.00","42","0","0.00","17","0","0.00","4","0","0.00","5","0","0.00","11","0","0.00","19","1","5.26","3","1","33.33","3","0","0.00","16","0","0.00","10","0","0.00","1","0","0.00","3","0","0.00","7","0","0.00","12","0","0.00","2","0","0.00","4","0","0.00","8","0","0.00"
"11036  :  โรงพยาบาลวังสะพุง","210","0","0.00","28","0","0.00","146","0","0.00","36","0","0.00","42","0","0.00","6","0","0.00","29","0","0.00","7","0","0.00","53","0","0.00","4","0","0.00","35","0","0.00","14","0","0.00","77","0","0.00","13","0","0.00","56","0","0.00","8","0","0.00","38","0","0.00","5","0","0.00","26","0","0.00","7","0","0.00"
"11037  :  โรงพยาบาลภูกระดึง","54","0","0.00","6","0","0.00","4","0","0.00","47","0","0.00","12","0","0.00","0","0","0.00","0","0","0.00","12","0","0.00","11","0","0.00","2","0","0.00","2","0","0.00","8","0","0.00","12","0","0.00","2","0","0.00","1","0","0.00","10","0","0.00","19","0","0.00","2","0","0.00","1","0","0.00","17","0","0.00"
"11038  :  โรงพยาบาลภูหลวง","54","1","1.85","4","0","0.00","44","1","2.27","6","0","0.00","18","1","5.56","2","0","0.00","13","1","7.69","3","0","0.00","13","0","0.00","1","0","0.00","11","0","0.00","1","0","0.00","13","0","0.00","1","0","0.00","10","0","0.00","2","0","0.00","10","0","0.00","0","0","0.00","10","0","0.00","0","0","0.00"
"11039  :  โรงพยาบาลผาขาว","70","0","0.00","6","0","0.00","24","0","0.00","57","0","0.00","14","0","0.00","2","0","0.00","5","0","0.00","11","0","0.00","19","0","0.00","1","0","0.00","4","0","0.00","18","0","0.00","22","0","0.00","2","0","0.00","10","0","0.00","16","0","0.00","15","0","0.00","1","0","0.00","5","0","0.00","12","0","0.00"
"11447  :  โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","33","0","0.00","3","0","0.00","18","0","0.00","12","0","0.00","8","0","0.00","1","0","0.00","4","0","0.00","3","0","0.00","14","0","0.00","2","0","0.00","8","0","0.00","4","0","0.00","5","0","0.00","0","0","0.00","3","0","0.00","2","0","0.00","6","0","0.00","0","0","0.00","3","0","0.00","3","0","0.00"
"14133  :  โรงพยาบาลเอราวัณ","84","1","1.19","7","1","14.29","29","0","0.00","58","0","0.00","24","0","0.00","2","0","0.00","11","0","0.00","16","0","0.00","26","1","3.85","2","1","50.00","5","0","0.00","22","0","0.00","12","0","0.00","0","0","0.00","7","0","0.00","6","0","0.00","22","0","0.00","3","0","0.00","6","0","0.00","14","0","0.00"
"14644  :  โรงพยาบาลจิตเวชเลยราชนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28861  :  โรงพยาบาลหนองหิน","41","0","0.00","2","0","0.00","32","0","0.00","26","0","0.00","15","0","0.00","1","0","0.00","11","0","0.00","11","0","0.00","13","0","0.00","1","0","0.00","10","0","0.00","9","0","0.00","6","0","0.00","0","0","0.00","5","0","0.00","2","0","0.00","7","0","0.00","0","0","0.00","6","0","0.00","4","0","0.00"
"10706  :  โรงพยาบาลหนองคาย","922","49","5.31","296","28","9.46","579","21","3.63","48","0","0.00","243","9","3.70","82","6","7.32","156","3","1.92","5","0","0.00","267","15","5.62","99","10","10.10","161","5","3.11","8","0","0.00","235","13","5.53","69","7","10.14","143","6","4.20","23","0","0.00","177","12","6.78","46","5","10.87","119","7","5.88","12","0","0.00"
"11042  :  โรงพยาบาลโพนพิสัย","223","1","0.45","25","0","0.00","93","0","0.00","179","1","0.56","58","1","1.72","4","0","0.00","27","0","0.00","50","1","2.00","61","0","0.00","7","0","0.00","25","0","0.00","49","0","0.00","68","0","0.00","11","0","0.00","33","0","0.00","49","0","0.00","36","0","0.00","3","0","0.00","8","0","0.00","31","0","0.00"
"11044  :  โรงพยาบาลศรีเชียงใหม่","15","1","6.67","2","1","50.00","10","0","0.00","4","0","0.00","9","1","11.11","2","1","50.00","7","0","0.00","0","0","0.00","4","0","0.00","0","0","0.00","3","0","0.00","2","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00"
"11045  :  โรงพยาบาลสังคม","12","0","0.00","2","0","0.00","6","0","0.00","4","0","0.00","4","0","0.00","2","0","0.00","1","0","0.00","1","0","0.00","4","0","0.00","0","0","0.00","1","0","0.00","3","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","4","0","0.00","0","0","0.00","4","0","0.00","0","0","0.00"
"11448  :  โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ","274","5","1.82","28","4","14.29","165","0","0.00","107","1","0.93","69","0","0.00","6","0","0.00","46","0","0.00","22","0","0.00","76","2","2.63","10","1","10.00","43","0","0.00","32","1","3.13","69","1","1.45","6","1","16.67","50","0","0.00","21","0","0.00","60","2","3.33","6","2","33.33","26","0","0.00","32","0","0.00"
"14558  :  โรงพยาบาลพิสัยเวช","51","0","0.00","0","0","0.00","51","0","0.00","0","0","0.00","22","0","0.00","0","0","0.00","22","0","0.00","0","0","0.00","11","0","0.00","0","0","0.00","11","0","0.00","0","0","0.00","14","0","0.00","0","0","0.00","14","0","0.00","0","0","0.00","4","0","0.00","0","0","0.00","4","0","0.00","0","0","0.00"
"21356  :  โรงพยาบาลสระใคร","8","0","0.00","1","0","0.00","0","0","0.00","7","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","2","0","0.00","1","0","0.00","0","0","0.00","1","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00","5","0","0.00","0","0","0.00","0","0","0.00","5","0","0.00"
"28778  :  โรงพยาบาลโพธิ์ตาก","14","0","0.00","1","0","0.00","7","0","0.00","6","0","0.00","2","0","0.00","0","0","0.00","2","0","0.00","0","0","0.00","6","0","0.00","1","0","0.00","4","0","0.00","1","0","0.00","2","0","0.00","0","0","0.00","0","0","0.00","2","0","0.00","4","0","0.00","0","0","0.00","1","0","0.00","3","0","0.00"
"28811  :  โรงพยาบาลเฝ้าไร่","2","0","0.00","2","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00"
"28815  :  โรงพยาบาลรัตนวาปี","3","0","0.00","0","0","0.00","1","0","0.00","2","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00","2","0","0.00","0","0","0.00","1","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10707  :  โรงพยาบาลมหาสารคาม","1,525","36","2.36","148","14","9.46","1,323","20","1.51","54","2","3.70","417","2","0.48","17","0","0.00","376","2","0.53","24","0","0.00","397","0","0.00","50","0","0.00","334","0","0.00","13","0","0.00","397","13","3.27","43","6","13.95","344","5","1.45","10","2","20.00","314","21","6.69","38","8","21.05","269","13","4.83","7","0","0.00"
"11051  :  โรงพยาบาลแกดำ","42","0","0.00","2","0","0.00","6","0","0.00","34","0","0.00","12","0","0.00","1","0","0.00","2","0","0.00","9","0","0.00","11","0","0.00","0","0","0.00","1","0","0.00","10","0","0.00","11","0","0.00","0","0","0.00","2","0","0.00","9","0","0.00","8","0","0.00","1","0","0.00","1","0","0.00","6","0","0.00"
"11052  :  โรงพยาบาลโกสุมพิสัย","162","3","1.85","16","1","6.25","117","1","0.85","29","1","3.45","54","1","1.85","7","1","14.29","32","0","0.00","15","0","0.00","42","0","0.00","5","0","0.00","26","0","0.00","11","0","0.00","29","1","3.45","3","0","0.00","24","0","0.00","2","1","50.00","37","1","2.70","1","0","0.00","35","1","2.86","1","0","0.00"
"11053  :  โรงพยาบาลกันทรวิชัย","86","0","0.00","7","0","0.00","20","0","0.00","59","0","0.00","24","0","0.00","2","0","0.00","4","0","0.00","18","0","0.00","20","0","0.00","1","0","0.00","0","0","0.00","19","0","0.00","30","0","0.00","3","0","0.00","12","0","0.00","15","0","0.00","12","0","0.00","1","0","0.00","4","0","0.00","7","0","0.00"
"11054  :  โรงพยาบาลเชียงยืน","122","0","0.00","13","0","0.00","41","0","0.00","69","0","0.00","41","0","0.00","4","0","0.00","13","0","0.00","24","0","0.00","35","0","0.00","2","0","0.00","15","0","0.00","18","0","0.00","28","0","0.00","5","0","0.00","8","0","0.00","16","0","0.00","18","0","0.00","2","0","0.00","5","0","0.00","11","0","0.00"
"11055  :  โรงพยาบาลบรบือ","299","0","0.00","17","0","0.00","137","0","0.00","145","0","0.00","82","0","0.00","2","0","0.00","24","0","0.00","56","0","0.00","69","0","0.00","6","0","0.00","28","0","0.00","35","0","0.00","77","0","0.00","6","0","0.00","49","0","0.00","22","0","0.00","71","0","0.00","3","0","0.00","36","0","0.00","32","0","0.00"
"11056  :  โรงพยาบาลนาเชือก","59","0","0.00","6","0","0.00","13","0","0.00","40","0","0.00","22","0","0.00","3","0","0.00","7","0","0.00","12","0","0.00","18","0","0.00","1","0","0.00","4","0","0.00","13","0","0.00","6","0","0.00","1","0","0.00","1","0","0.00","4","0","0.00","13","0","0.00","1","0","0.00","1","0","0.00","11","0","0.00"
"11057  :  โรงพยาบาลพยัคฆภูมิพิสัย","131","1","0.76","8","0","0.00","85","1","1.18","50","1","2.00","39","1","2.56","3","0","0.00","20","1","5.00","27","1","3.70","38","0","0.00","1","0","0.00","27","0","0.00","11","0","0.00","33","0","0.00","3","0","0.00","19","0","0.00","11","0","0.00","21","0","0.00","1","0","0.00","19","0","0.00","1","0","0.00"
"11058  :  โรงพยาบาลวาปีปทุม","215","1","0.47","12","0","0.00","76","0","0.00","127","1","0.79","61","1","1.64","6","0","0.00","23","0","0.00","32","1","3.13","42","0","0.00","2","0","0.00","15","0","0.00","25","0","0.00","64","0","0.00","2","0","0.00","18","0","0.00","44","0","0.00","48","0","0.00","2","0","0.00","20","0","0.00","26","0","0.00"
"11059  :  โรงพยาบาลนาดูน","37","0","0.00","3","0","0.00","10","0","0.00","24","0","0.00","7","0","0.00","0","0","0.00","2","0","0.00","5","0","0.00","14","0","0.00","2","0","0.00","2","0","0.00","10","0","0.00","7","0","0.00","0","0","0.00","5","0","0.00","2","0","0.00","9","0","0.00","1","0","0.00","1","0","0.00","7","0","0.00"
"11060  :  โรงพยาบาลยางสีสุราช","39","0","0.00","0","0","0.00","6","0","0.00","37","0","0.00","14","0","0.00","0","0","0.00","1","0","0.00","14","0","0.00","7","0","0.00","0","0","0.00","1","0","0.00","6","0","0.00","12","0","0.00","0","0","0.00","1","0","0.00","12","0","0.00","6","0","0.00","0","0","0.00","3","0","0.00","5","0","0.00"
"22953  :  โรงพยาบาลสุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม","85","2","2.35","2","0","0.00","35","2","5.71","48","0","0.00","14","0","0.00","0","0","0.00","4","0","0.00","10","0","0.00","21","1","4.76","0","0","0.00","4","1","25.00","17","0","0.00","26","0","0.00","2","0","0.00","12","0","0.00","12","0","0.00","24","1","4.17","0","0","0.00","15","1","6.67","9","0","0.00"
"24704  :  โรงพยาบาลกุดรัง","16","1","6.25","4","0","0.00","5","1","20.00","8","0","0.00","8","0","0.00","1","0","0.00","2","0","0.00","5","0","0.00","5","0","0.00","2","0","0.00","2","0","0.00","2","0","0.00","3","1","33.33","1","0","0.00","1","1","100.00","1","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28843  :  โรงพยาบาลชื่นชม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10708  :  โรงพยาบาลร้อยเอ็ด","2,631","176","6.69","757","113","14.93","1,706","52","3.05","168","11","6.55","695","58","8.35","216","38","17.59","433","16","3.70","46","4","8.70","756","40","5.29","198","24","12.12","500","13","2.60","58","3","5.17","620","44","7.10","186","30","16.13","404","11","2.72","30","3","10.00","560","34","6.07","157","21","13.38","369","12","3.25","34","1","2.94"
"11061  :  โรงพยาบาลเกษตรวิสัย","107","3","2.80","9","1","11.11","76","1","1.32","22","1","4.55","29","1","3.45","6","1","16.67","21","0","0.00","2","0","0.00","30","2","6.67","3","0","0.00","22","1","4.55","5","1","20.00","27","0","0.00","0","0","0.00","14","0","0.00","13","0","0.00","21","0","0.00","0","0","0.00","19","0","0.00","2","0","0.00"
"11062  :  โรงพยาบาลปทุมรัตต์","51","1","1.96","2","1","50.00","45","0","0.00","4","0","0.00","18","1","5.56","1","1","100.00","16","0","0.00","1","0","0.00","15","0","0.00","0","0","0.00","13","0","0.00","2","0","0.00","11","0","0.00","1","0","0.00","9","0","0.00","1","0","0.00","7","0","0.00","0","0","0.00","7","0","0.00","0","0","0.00"
"11063  :  โรงพยาบาลจตุรพักตรพิมาน","116","0","0.00","4","0","0.00","100","0","0.00","67","0","0.00","30","0","0.00","1","0","0.00","28","0","0.00","22","0","0.00","41","0","0.00","2","0","0.00","35","0","0.00","30","0","0.00","22","0","0.00","1","0","0.00","19","0","0.00","6","0","0.00","23","0","0.00","0","0","0.00","18","0","0.00","9","0","0.00"
"11064  :  โรงพยาบาลธวัชบุรี","52","0","0.00","1","0","0.00","9","0","0.00","47","0","0.00","14","0","0.00","0","0","0.00","2","0","0.00","12","0","0.00","16","0","0.00","1","0","0.00","4","0","0.00","14","0","0.00","13","0","0.00","0","0","0.00","2","0","0.00","13","0","0.00","9","0","0.00","0","0","0.00","1","0","0.00","8","0","0.00"
