"โรงพยาบาล","เด็กกลุ่มอายุ  12 ปีในเขตรับผิดชอบ"
"ทั้งหมด(C)","ได้รับการตรวจสุขภาพช่องปาก (B)","ฟันดีไม่มีผุ(A)","อัตรา(A/B)*100"
"11185  :  โรงพยาบาลเชียงม่วน","0","0","0","0.00"
"11186  :  โรงพยาบาลดอกคำใต้","21","5","5","100.00"
"11187  :  โรงพยาบาลปง","25","12","10","83.33"
"11188  :  โรงพยาบาลแม่ใจ","0","0","0","0.00"
"15140  :  โรงพยาบาลค่ายขุนเจืองธรรมิกราช","0","0","0","0.00"
"40744  :  โรงพยาบาลภูซาง","0","0","0","0.00"
"40745  :  โรงพยาบาลภูกามยาว","0","0","0","0.00"
"41347  :  โรงพยาบาลมหาวิทยาลัยพะเยา","0","0","0","0.00"
"10674  :  โรงพยาบาลเชียงรายประชานุเคราะห์","181","60","49","81.67"
"11189  :  โรงพยาบาลเทิง","78","29","19","65.52"
"11190  :  โรงพยาบาลพาน","0","0","0","0.00"
"11191  :  โรงพยาบาลป่าแดด","21","13","11","84.62"
"11192  :  โรงพยาบาลแม่จัน","0","0","0","0.00"
"11193  :  โรงพยาบาลเชียงแสน","45","23","21","91.30"
"11194  :  โรงพยาบาลแม่สาย","380","303","223","73.60"
"11195  :  โรงพยาบาลแม่สรวย","34","10","9","90.00"
"11196  :  โรงพยาบาลเวียงป่าเป้า","107","4","3","75.00"
"11197  :  โรงพยาบาลพญาเม็งราย","32","19","16","84.21"
"11198  :  โรงพยาบาลเวียงแก่น","108","38","29","76.32"
"11199  :  โรงพยาบาลขุนตาล","42","18","15","83.33"
"11200  :  โรงพยาบาลแม่ฟ้าหลวง","78","32","26","81.25"
"11201  :  โรงพยาบาลแม่ลาว","13","2","2","100.00"
"11202  :  โรงพยาบาลเวียงเชียงรุ้ง","42","22","22","100.00"
"11454  :  โรงพยาบาลสมเด็จพระยุพราชเชียงของ","207","80","59","73.75"
"15012  :  โรงพยาบาลสมเด็จพระญาณสังวร","32","8","6","75.00"
"23429  :  โรงพยาบาลมหาวิทยาลัยแม่ฟ้าหลวง","0","0","0","0.00"
"28823  :  โรงพยาบาลดอยหลวง","7","1","1","100.00"
"41509  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยแม่ฟ้าหลวง","0","0","0","0.00"
"10719  :  โรงพยาบาลศรีสังวาลย์","44","0","0","0.00"
"11203  :  โรงพยาบาลขุนยวม","62","31","21","67.74"
"11204  :  โรงพยาบาลปาย","82","16","14","87.50"
"11205  :  โรงพยาบาลแม่สะเรียง","145","11","4","36.36"
"11206  :  โรงพยาบาลแม่ลาน้อย","57","3","1","33.33"
"11207  :  โรงพยาบาลสบเมย","32","1","0","0.00"
"11208  :  โรงพยาบาลปางมะผ้า","57","29","18","62.07"
"14197  :  โรงพยาบาลธัญญรักษ์แม่ฮ่องสอน","0","0","0","0.00"
"10675  :  โรงพยาบาลสวรรค์ประชารักษ์","0","0","0","0.00"
"11209  :  โรงพยาบาลโกรกพระ","58","12","10","83.33"
"11210  :  โรงพยาบาลชุมแสง","55","29","20","68.97"
"11211  :  โรงพยาบาลหนองบัว","86","0","0","0.00"
"11212  :  โรงพยาบาลบรรพตพิสัย","40","37","37","100.00"
"11213  :  โรงพยาบาลเก้าเลี้ยว","54","25","25","100.00"
"11214  :  โรงพยาบาลตาคลี","110","37","28","75.68"
"11215  :  โรงพยาบาลท่าตะโก","93","71","65","91.55"
"11216  :  โรงพยาบาลไพศาลี","102","17","17","100.00"
"11217  :  โรงพยาบาลพยุหะคีรี","58","43","42","97.67"
"11218  :  โรงพยาบาลลาดยาว","71","48","48","100.00"
"11219  :  โรงพยาบาลตากฟ้า","100","24","23","95.83"
"11220  :  โรงพยาบาลแม่วงก์","31","2","2","100.00"
"11513  :  โรงพยาบาลค่ายจิรประวัติ","34","7","6","85.71"
"12030  :  โรงพยาบาลพริ้นซ์ ปากน้ำโพ 1 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0.00"
"12033  :  โรงพยาบาลรวมแพทย์นครสวรรค์","0","0","0","0.00"
"12034  :  โรงพยาบาลพริ้นซ์ ปากน้ำโพ 2 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0.00"
"12042  :  โรงพยาบาลร่มฉัตร","0","0","0","0.00"
"12044  :  โรงพยาบาลศรีสวรรค์","0","0","0","0.00"
"12284  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 3","0","0","0","0.00"
"14171  :  โรงพยาบาลจิตเวชนครสวรรค์ราชนครินทร์","0","0","0","0.00"
"40749  :  โรงพยาบาลชุมตาบง","31","30","29","96.67"
"10720  :  โรงพยาบาลอุทัยธานี","10","2","2","100.00"
"11221  :  โรงพยาบาลทัพทัน","41","15","4","26.67"
"11222  :  โรงพยาบาลสว่างอารมณ์","44","24","18","75.00"
"11223  :  โรงพยาบาลหนองฉาง","46","11","10","90.91"
"11224  :  โรงพยาบาลหนองขาหย่าง","13","6","6","100.00"
"11225  :  โรงพยาบาลบ้านไร่","125","116","102","87.93"
"11226  :  โรงพยาบาลลานสัก","88","17","13","76.47"
"11227  :  โรงพยาบาลห้วยคต","74","21","18","85.71"
"10721  :  โรงพยาบาลกำแพงเพชร","0","0","0","0.00"
"11228  :  โรงพยาบาลทุ่งโพธิ์ทะเล","134","73","71","97.26"
"11229  :  โรงพยาบาลไทรงาม","83","9","8","88.89"
"11230  :  โรงพยาบาลคลองลาน","158","101","97","96.04"
"11231  :  โรงพยาบาลขาณุวรลักษบุรี","70","28","23","82.14"
"11232  :  โรงพยาบาลคลองขลุง","63","9","9","100.00"
"11233  :  โรงพยาบาลพรานกระต่าย","102","32","31","96.88"
"11234  :  โรงพยาบาลลานกระบือ","94","26","14","53.85"
"11235  :  โรงพยาบาลทรายทองวัฒนา","70","39","39","100.00"
"11236  :  โรงพยาบาลปางศิลาทอง","38","17","13","76.47"
"14135  :  โรงพยาบาลบึงสามัคคี","46","16","16","100.00"
"28010  :  โรงพยาบาลโกสัมพีนคร","39","2","2","100.00"
"10722  :  โรงพยาบาลสมเด็จพระเจ้าตากสินมหาราช","122","18","12","66.67"
"10723  :  โรงพยาบาลแม่สอด","131","7","5","71.43"
"11238  :  โรงพยาบาลบ้านตาก","64","44","40","90.91"
"11239  :  โรงพยาบาลสามเงา","36","2","1","50.00"
"11240  :  โรงพยาบาลแม่ระมาด","119","4","3","75.00"
"11241  :  โรงพยาบาลท่าสองยาง","181","20","20","100.00"
"11242  :  โรงพยาบาลพบพระ","247","160","77","48.13"
"11243  :  โรงพยาบาลอุ้มผาง","41","28","24","85.71"
"27443  :  โรงพยาบาลวังเจ้า","13","3","2","66.67"
"10724  :  โรงพยาบาลสุโขทัย","29","8","4","50.00"
"10725  :  โรงพยาบาลศรีสังวรสุโขทัย","20","6","2","33.33"
"11244  :  โรงพยาบาลบ้านด่านลานหอย","77","40","38","95.00"
"11245  :  โรงพยาบาลคีรีมาศ","50","16","9","56.25"
"11246  :  โรงพยาบาลกงไกรลาศ","78","24","12","50.00"
"11247  :  โรงพยาบาลศรีสัชนาลัย","64","39","31","79.49"
"11248  :  โรงพยาบาลสวรรคโลก","0","0","0","0.00"
"11249  :  โรงพยาบาลศรีนคร","55","23","10","43.48"
"11250  :  โรงพยาบาลทุ่งเสลี่ยม","114","72","38","52.78"
"10676  :  โรงพยาบาลพุทธชินราช","0","0","0","0.00"
"11251  :  โรงพยาบาลชาติตระการ","56","4","3","75.00"
"11252  :  โรงพยาบาลบางระกำ","148","87","86","98.85"
"11253  :  โรงพยาบาลบางกระทุ่ม","48","21","21","100.00"
"11254  :  โรงพยาบาลพรหมพิราม","87","12","11","91.67"
"11255  :  โรงพยาบาลวัดโบสถ์","85","33","24","72.73"
"11256  :  โรงพยาบาลวังทอง","0","0","0","0.00"
"11257  :  โรงพยาบาลเนินมะปราง","0","0","0","0.00"
"11455  :  โรงพยาบาลสมเด็จพระยุพราชนครไทย","74","26","20","76.92"
"11517  :  โรงพยาบาลค่ายสมเด็จพระนเรศวร","10","3","1","33.33"
"14972  :  โรงพยาบาลมหาวิทยาลัยนเรศวร","0","0","0","0.00"
"41429  :  โรงพยาบาลจิตเวชพิษณุโลก","0","0","0","0.00"
"10726  :  โรงพยาบาลพิจิตร","0","0","0","0.00"
"11258  :  โรงพยาบาลวังทรายพูน","25","13","13","100.00"
"11259  :  โรงพยาบาลโพธิ์ประทับช้าง","59","31","31","100.00"
"11260  :  โรงพยาบาลบางมูลนาก","49","27","24","88.89"
"11261  :  โรงพยาบาลโพทะเล","68","48","44","91.67"
"11262  :  โรงพยาบาลสามง่าม","63","33","32","96.97"
"11263  :  โรงพยาบาลทับคล้อ","90","65","64","98.46"
"11456  :  โรงพยาบาลสมเด็จพระยุพราชตะพานหิน","91","31","31","100.00"
"11631  :  โรงพยาบาลวชิรบารมี","58","29","23","79.31"
"27978  :  โรงพยาบาลสากเหล็ก","52","29","28","96.55"
"27979  :  โรงพยาบาลบึงนาราง","3","0","0","0.00"
"27980  :  โรงพยาบาลดงเจริญ","3","3","2","66.67"
"10727  :  โรงพยาบาลเพชรบูรณ์","210","33","13","39.39"
"11264  :  โรงพยาบาลชนแดน","110","45","45","100.00"
"11265  :  โรงพยาบาลหล่มสัก","100","19","10","52.63"
"11266  :  โรงพยาบาลวิเชียรบุรี","61","13","8","61.54"
"11267  :  โรงพยาบาลศรีเทพ","80","19","17","89.47"
"11268  :  โรงพยาบาลหนองไผ่","141","61","60","98.36"
"11269  :  โรงพยาบาลบึงสามพัน","107","18","10","55.56"
"11270  :  โรงพยาบาลน้ำหนาว","57","31","30","96.77"
"11271  :  โรงพยาบาลวังโป่ง","92","1","1","100.00"
"11272  :  โรงพยาบาลเขาค้อ","42","3","2","66.67"
"11457  :  โรงพยาบาลสมเด็จพระยุพราชหล่มเก่า","78","27","19","70.37"
"11946  :  โรงพยาบาลค่ายพ่อขุนผาเมือง","32","7","1","14.29"
"10677  :  โรงพยาบาลราชบุรี","0","0","0","0.00"
"10728  :  โรงพยาบาลดำเนินสะดวก","0","0","0","0.00"
"10729  :  โรงพยาบาลบ้านโป่ง","94","5","5","100.00"
"10730  :  โรงพยาบาลโพธาราม","0","0","0","0.00"
"11273  :  โรงพยาบาลสวนผึ้ง","71","21","20","95.24"
"11274  :  โรงพยาบาลบางแพ","91","18","14","77.78"
"11275  :  โรงพยาบาลเจ็ดเสมียน","50","17","12","70.59"
"11276  :  โรงพยาบาลปากท่อ","79","2","2","100.00"
"11277  :  โรงพยาบาลวัดเพลง","26","7","7","100.00"
"11458  :  โรงพยาบาลสมเด็จพระยุพราชจอมบึง","140","51","43","84.31"
"11519  :  โรงพยาบาลค่ายภาณุรังษี","31","0","0","0.00"
"12093  :  สถานพยาบาลแพทย์ประดิษฐ์","0","0","0","0.00"
"12097  :  มหาชัยพร้อมแพทย์โรงพยาบาลทั่วไปขนาดกลาง","0","0","0","0.00"
"12098  :  โรงพยาบาลกรุงเทพเมืองราชโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0.00"
"12103  :  โรงพยาบาลซานคามิลโล","0","0","0","0.00"
"12286  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 5","0","0","0","0.00"
"28858  :  โรงพยาบาลบ้านคา","18","0","0","0.00"
"10731  :  โรงพยาบาลพหลพลพยุหเสนา","107","54","50","92.59"
"10732  :  โรงพยาบาลมะการักษ์","138","8","6","75.00"
"11278  :  โรงพยาบาลไทรโยค","65","29","19","65.52"
"11279  :  โรงพยาบาลสมเด็จพระปิยมหาราชรมณียเขต","114","4","4","100.00"
"11280  :  โรงพยาบาลบ่อพลอย","130","29","23","79.31"
"11281  :  โรงพยาบาลท่ากระดาน","55","36","27","75.00"
"11282  :  โรงพยาบาลสมเด็จพระสังฆราชองค์ที่ ๑๙","127","57","44","77.19"
"11283  :  โรงพยาบาลทองผาภูมิ","125","41","36","87.80"
"11284  :  โรงพยาบาลสังขละบุรี","416","68","66","97.06"
"11285  :  โรงพยาบาลเจ้าคุณไพบูลย์พนมทวน","61","34","30","88.24"
"11286  :  โรงพยาบาลเลาขวัญ","48","16","13","81.25"
"11287  :  โรงพยาบาลด่านมะขามเตี้ย","86","40","11","27.50"
"11288  :  โรงพยาบาลสถานพระบารมี","56","2","0","0.00"
"11520  :  โรงพยาบาลค่ายสุรสีห์","40","15","12","80.00"
"14136  :  โรงพยาบาลศุกร์ศิริศรีสวัสดิ์","33","10","7","70.00"
"21948  :  โรงพยาบาลห้วยกระเจา เฉลิมพระเกียรติ 80 พรรษา","56","11","9","81.82"
"41701  :  โรงพยาบาลหนองปรือ","68","10","2","20.00"
"10678  :  โรงพยาบาลเจ้าพระยายมราช","217","57","36","63.16"
"10733  :  โรงพยาบาลสมเด็จพระสังฆราชองค์ที่17","135","54","15","27.78"
"11289  :  โรงพยาบาลเดิมบางนางบวช","50","10","8","80.00"
"11290  :  โรงพยาบาลด่านช้าง","40","2","2","100.00"
"11291  :  โรงพยาบาลบางปลาม้า","50","4","3","75.00"
"11292  :  โรงพยาบาลศรีประจันต์","65","4","3","75.00"
"11293  :  โรงพยาบาลดอนเจดีย์","86","4","2","50.00"
"11294  :  โรงพยาบาลสามชุก","65","26","24","92.31"
"11295  :  โรงพยาบาลอู่ทอง","185","45","43","95.56"
"11296  :  โรงพยาบาลหนองหญ้าไซ","90","40","35","87.50"
"12123  :  โรงพยาบาลวิภาวดี-ปิยราษฎร์","0","0","0","0.00"
"10679  :  โรงพยาบาลนครปฐม","0","0","0","0.00"
"11297  :  โรงพยาบาลกำแพงแสน","77","27","14","51.85"
"11298  :  โรงพยาบาลนครชัยศรี","84","22","7","31.82"
"11299  :  โรงพยาบาลห้วยพลู","68","22","20","90.91"
"11300  :  โรงพยาบาลดอนตูม","87","31","26","83.87"
"11301  :  โรงพยาบาลบางเลน","131","13","11","84.62"
"11302  :  โรงพยาบาลสามพราน","194","35","27","77.14"
"11303  :  โรงพยาบาลพุทธมณฑล","36","2","2","100.00"
"11473  :  โรงพยาบาลเมตตาประชารักษ์(วัดไร่ขิง)","0","0","0","0.00"
"11521  :  โรงพยาบาลจันทรุเบกษา","0","0","0","0.00"
"13819  :  โรงพยาบาลหลวงพ่อเปิ่น","18","4","4","100.00"
"10734  :  โรงพยาบาลสมุทรสาคร","464","115","69","60.00"
"11304  :  โรงพยาบาลกระทุ่มแบน","0","0","0","0.00"
"11305  :  โรงพยาบาลบ้านแพ้ว","154","37","34","91.89"
"12137  :  โรงพยาบาลทั่วไปขนาดเล็กเจษฎา","17","12","12","100.00"
"10735  :  โรงพยาบาลสมเด็จพระพุทธเลิศหล้า","0","0","0","0.00"
"11306  :  โรงพยาบาลนภาลัย","0","0","0","0.00"
"11307  :  โรงพยาบาลอัมพวา","17","4","4","100.00"
"10736  :  โรงพยาบาลพระจอมเกล้า","225","16","8","50.00"
"11308  :  โรงพยาบาลเขาย้อย","63","31","31","100.00"
"11309  :  โรงพยาบาลหนองหญ้าปล้อง","18","9","7","77.78"
"11310  :  โรงพยาบาลชะอำ","266","11","6","54.55"
"11311  :  โรงพยาบาลท่ายาง","104","6","6","100.00"
"11312  :  โรงพยาบาลบ้านลาด","7","2","2","100.00"
"11313  :  โรงพยาบาลบ้านแหลม","149","75","51","68.00"
"11314  :  โรงพยาบาลแก่งกระจาน","8","4","3","75.00"
"10737  :  โรงพยาบาลประจวบคีรีขันธ์","0","0","0","0.00"
"11315  :  โรงพยาบาลกุยบุรี","71","4","3","75.00"
"11316  :  โรงพยาบาลทับสะแก","44","25","21","84.00"
"11317  :  โรงพยาบาลบางสะพาน","85","48","26","54.17"
"11318  :  โรงพยาบาลบางสะพานน้อย","0","0","0","0.00"
"11319  :  โรงพยาบาลปราณบุรี","0","0","0","0.00"
"11320  :  โรงพยาบาลหัวหิน","0","0","0","0.00"
"11321  :  โรงพยาบาลสามร้อยยอด","86","15","13","86.67"
"11500  :  โรงพยาบาลกองบิน 5","0","0","0","0.00"
"11522  :  โรงพยาบาลค่ายธนะรัชต์","0","0","0","0.00"
"12471  :  สถานีกาชาดหัวหินเฉลิมพระเกียรติ","91","25","21","84.00"
"10680  :  โรงพยาบาลมหาราชนครศรีธรรมราช","0","0","0","0.00"
"11322  :  โรงพยาบาลพรหมคีรี","67","32","27","84.38"
"11324  :  โรงพยาบาลลานสะกา","76","48","37","77.08"
"11325  :  โรงพยาบาลสมเด็จพระยุพราชฉวาง","61","28","23","82.14"
"11326  :  โรงพยาบาลพิปูน","62","41","26","63.41"
"11327  :  โรงพยาบาลเชียรใหญ่","49","39","30","76.92"
"11328  :  โรงพยาบาลชะอวด","91","45","42","93.33"
"11329  :  โรงพยาบาลท่าศาลา","368","237","152","64.14"
"11330  :  โรงพยาบาลทุ่งสง","84","23","12","52.17"
"11331  :  โรงพยาบาลนาบอน","57","28","25","89.29"
"11332  :  โรงพยาบาลทุ่งใหญ่","204","90","63","70.00"
"11333  :  โรงพยาบาลปากพนัง","24","14","9","64.29"
"11334  :  โรงพยาบาลร่อนพิบูลย์","0","0","0","0.00"
"11335  :  โรงพยาบาลสิชล","200","118","109","92.37"
"11336  :  โรงพยาบาลขนอม","170","99","74","74.75"
"11337  :  โรงพยาบาลหัวไทร","50","36","24","66.67"
"11338  :  โรงพยาบาลบางขัน","115","65","56","86.15"
"11339  :  โรงพยาบาลถ้ำพรรณรา","48","32","25","78.13"
"11523  :  โรงพยาบาลค่ายวชิราวุธ","101","19","16","84.21"
"11660  :  โรงพยาบาลจุฬาภรณ์","77","56","44","78.57"
"12287  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 11","0","0","0","0.00"
"12472  :  สถานีกาชาดสิริธร (สถานีกาชาดที่ 12 ทุ่งสง)","162","45","37","82.22"
"14918  :  โรงพยาบาลค่ายเทพสตรีศรีสุนทร","29","7","5","71.43"
"21771  :  โรงพยาบาลเทศบาลนครนครศรีธรรมราช","191","102","79","77.45"
"40491  :  โรงพยาบาลเฉลิมพระเกียรติ","55","24","23","95.83"
"40492  :  โรงพยาบาลพ่อท่านคล้ายวาจาสิทธิ์","39","22","14","63.64"
"40742  :  โรงพยาบาลนบพิตำ","28","21","19","90.48"
"40743  :  โรงพยาบาลพระพรหม","52","30","25","83.33"
"40970  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยวลัยลักษณ์","0","0","0","0.00"
"10738  :  โรงพยาบาลกระบี่","0","0","0","0.00"
"11340  :  โรงพยาบาลเขาพนม","0","0","0","0.00"
"11341  :  โรงพยาบาลเกาะลันตา","0","0","0","0.00"
"11342  :  โรงพยาบาลคลองท่อม","0","0","0","0.00"
"11343  :  โรงพยาบาลอ่าวลึก","0","0","0","0.00"
"11344  :  โรงพยาบาลปลายพระยา","0","0","0","0.00"
"11345  :  โรงพยาบาลลำทับ","0","0","0","0.00"
"11346  :  โรงพยาบาลเหนือคลอง","0","0","0","0.00"
"77753  :  โรงพยาบาลเกาะพีพี","2","1","0","0.00"
"10739  :  โรงพยาบาลพังงา","0","0","0","0.00"
"10740  :  โรงพยาบาลตะกั่วป่า","0","0","0","0.00"
"11347  :  โรงพยาบาลเกาะยาวชัยพัฒน์","67","56","43","76.79"
"11348  :  โรงพยาบาลกะปงชัยพัฒน์","46","7","7","100.00"
"11349  :  โรงพยาบาลตะกั่วทุ่ง","97","51","44","86.27"
"11350  :  โรงพยาบาลบางไทร","36","24","24","100.00"
"11352  :  โรงพยาบาลคุระบุรีชัยพัฒน์","101","65","44","67.69"
"11353  :  โรงพยาบาลทับปุด","59","39","35","89.74"
"11354  :  โรงพยาบาลท้ายเหมืองชัยพัฒน์","154","63","35","55.56"
"10741  :  โรงพยาบาลวชิระภูเก็ต","572","342","311","90.94"
"11355  :  โรงพยาบาลป่าตอง","161","94","78","82.98"
"11356  :  โรงพยาบาลถลาง","0","0","0","0.00"
"24678  :  โรงพยาบาลองค์การบริหารส่วนจังหวัดภูเก็ต","93","32","30","93.75"
"41436  :  โรงพยาบาลฉลอง","0","0","0","0.00"
"09192  :  โรงพยาบาลเกาะเต่า","13","10","10","100.00"
"10681  :  โรงพยาบาลสุราษฎร์ธานี","0","0","0","0.00"
"10742  :  โรงพยาบาลเกาะสมุย","24","16","16","100.00"
"11357  :  โรงพยาบาลกาญจนดิษฐ์","0","0","0","0.00"
"11358  :  โรงพยาบาลดอนสัก","167","123","117","95.12"
"11359  :  โรงพยาบาลเกาะพงัน","70","32","29","90.63"
"11360  :  โรงพยาบาลไชยา","40","29","21","72.41"
"11361  :  โรงพยาบาลท่าชนะ","100","33","28","84.85"
"11362  :  โรงพยาบาลคีรีรัฐนิคม","0","0","0","0.00"
"11363  :  โรงพยาบาลบ้านตาขุน","36","27","26","96.30"
"11364  :  โรงพยาบาลพนม","32","20","18","90.00"
"11365  :  โรงพยาบาลท่าฉาง","64","48","46","95.83"
"11366  :  โรงพยาบาลบ้านนาสาร","0","0","0","0.00"
"11367  :  โรงพยาบาลบ้านนาเดิม","54","16","11","68.75"
"11368  :  โรงพยาบาลเคียนซา","113","67","57","85.07"
"11369  :  โรงพยาบาลพระแสง","101","79","70","88.61"
"11370  :  โรงพยาบาลพุนพิน","209","145","123","84.83"
"11371  :  โรงพยาบาลชัยบุรี","34","14","10","71.43"
"11459  :  โรงพยาบาลสมเด็จพระยุพราชเวียงสระ","82","58","54","93.10"
"11654  :  โรงพยาบาลวิภาวดี","41","32","30","93.75"
"12289  :  โรงพยาบาลสวนสราญรมย์","0","0","0","0.00"
"14138  :  โรงพยาบาลท่าโรงช้าง","39","27","25","92.59"
"14203  :  โรงพยาบาลมะเร็งสุราษฎร์ธานี","0","0","0","0.00"
"14862  :  โรงพยาบาลกองบิน7","3","2","1","50.00"
"14901  :  โรงพยาบาลค่ายวิภาวดีรังสิต","21","12","10","83.33"
"40915  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคใต้","0","0","0","0.00"
"10743  :  โรงพยาบาลระนอง","0","0","0","0.00"
"11323  :  โรงพยาบาลละอุ่น","9","4","3","75.00"
"11372  :  โรงพยาบาลกะเปอร์","75","40","31","77.50"
"11373  :  โรงพยาบาลกระบุรี","75","43","20","46.51"
"11374  :  โรงพยาบาลสุขสำราญ","31","14","13","92.86"
"10744  :  โรงพยาบาลชุมพรเขตรอุดมศักดิ์","0","0","0","0.00"
"11375  :  โรงพยาบาลปากน้ำชุมพร","123","64","51","79.69"
"11376  :  โรงพยาบาลท่าแซะ","66","15","10","66.67"
"11377  :  โรงพยาบาลปะทิว","28","9","6","66.67"
"11378  :  โรงพยาบาลมาบอำมฤต","134","23","20","86.96"
"11379  :  โรงพยาบาลหลังสวน","101","32","30","93.75"
"11380  :  โรงพยาบาลปากน้ำหลังสวน","55","25","24","96.00"
"11381  :  โรงพยาบาลละแม","67","33","28","84.85"
"11382  :  โรงพยาบาลพะโต๊ะ","134","85","77","90.59"
"11383  :  โรงพยาบาลสวี","81","48","34","70.83"
"11385  :  โรงพยาบาลทุ่งตะโก","61","38","29","76.32"
"11525  :  โรงพยาบาลค่ายเขตอุดมศักดิ์","9","1","0","0.00"
"10682  :  โรงพยาบาลหาดใหญ่","0","0","0","0.00"
"10745  :  โรงพยาบาลสงขลา","0","0","0","0.00"
"11386  :  โรงพยาบาลสทิงพระ","0","0","0","0.00"
"11387  :  โรงพยาบาลจะนะ","0","0","0","0.00"
"11388  :  โรงพยาบาลสมเด็จพระบรมราชินีนาถ ณ  อำเภอนาทวี","0","0","0","0.00"
"11390  :  โรงพยาบาลเทพา","0","0","0","0.00"
"11391  :  โรงพยาบาลสะบ้าย้อย","0","0","0","0.00"
"11392  :  โรงพยาบาลระโนด","0","0","0","0.00"
"11393  :  โรงพยาบาลกระแสสินธุ์","0","0","0","0.00"
"11394  :  โรงพยาบาลรัตภูมิ","0","0","0","0.00"
"11395  :  โรงพยาบาลสะเดา","0","0","0","0.00"
"11396  :  โรงพยาบาลนาหม่อม","0","0","0","0.00"
"11397  :  โรงพยาบาลควนเนียง","0","0","0","0.00"
"11398  :  โรงพยาบาลปาดังเบซาร์","0","0","0","0.00"
"11399  :  โรงพยาบาลบางกล่ำ","0","0","0","0.00"
"11400  :  โรงพยาบาลสิงหนคร","0","0","0","0.00"
"11401  :  โรงพยาบาลคลองหอยโข่ง","0","0","0","0.00"
"12290  :  โรงพยาบาลจิตเวชสงขลาราชนครินทร์","0","0","0","0.00"
"14194  :  โรงพยาบาลธัญญารักษ์สงขลา","0","0","0","0.00"
"10746  :  โรงพยาบาลสตูล","0","0","0","0.00"
"11402  :  โรงพยาบาลควนโดน","99","82","59","71.95"
"11403  :  โรงพยาบาลควนกาหลง","86","25","22","88.00"
"11404  :  โรงพยาบาลท่าแพ","0","0","0","0.00"
"11405  :  โรงพยาบาลละงู","0","0","0","0.00"
"11406  :  โรงพยาบาลทุ่งหว้า","71","47","28","59.57"
"28786  :  โรงพยาบาลมะนัง","40","31","24","77.42"
"10683  :  โรงพยาบาลตรัง","0","0","0","0.00"
"11407  :  โรงพยาบาลกันตัง","48","44","37","84.09"
"11408  :  โรงพยาบาลย่านตาขาว","96","38","34","89.47"
"11409  :  โรงพยาบาลปะเหลียน","0","0","0","0.00"
"11410  :  โรงพยาบาลสิเกา","55","44","35","79.55"
"11411  :  โรงพยาบาลห้วยยอด","0","0","0","0.00"
"11412  :  โรงพยาบาลวังวิเศษ","127","78","76","97.44"
"11413  :  โรงพยาบาลนาโยง","0","0","0","0.00"
"12226  :  โรงพยาบาลวัฒนแพทย์","0","0","0","0.00"
"12230  :  โรงพยาบาล ทีอาร์พีเอช โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0.00"
"13755  :  โรงพยาบาลโรคผิวหนังเขตร้อนภาคใต้ จังหวัดตรัง","0","0","0","0.00"
"14139  :  โรงพยาบาลรัษฎา","16","11","9","81.82"
"28817  :  โรงพยาบาลหาดสำราญเฉลิมพระเกียรติ 80 พรรษา","7","3","2","66.67"
"10747  :  โรงพยาบาลพัทลุง","0","0","0","0.00"
"11414  :  โรงพยาบาลกงหรา","44","38","33","86.84"
"11415  :  โรงพยาบาลเขาชัยสน","0","0","0","0.00"
"11416  :  โรงพยาบาลตะโหมด","122","69","54","78.26"
"11417  :  โรงพยาบาลควนขนุน","0","0","0","0.00"
"11418  :  โรงพยาบาลปากพะยูน","0","0","0","0.00"
"11419  :  โรงพยาบาลศรีบรรพต","43","29","25","86.21"
"11420  :  โรงพยาบาลป่าบอน","48","36","29","80.56"
"11421  :  โรงพยาบาลบางแก้ว","0","0","0","0.00"
"11422  :  โรงพยาบาลป่าพะยอม","0","0","0","0.00"
"24673  :  โรงพยาบาลศรีนครินทร์(ปัญญานันทภิขุ)","57","33","25","75.76"
"10748  :  โรงพยาบาลปัตตานี","0","0","0","0.00"
"11423  :  โรงพยาบาลโคกโพธิ์","0","0","0","0.00"
"11424  :  โรงพยาบาลหนองจิก","0","0","0","0.00"
"11425  :  โรงพยาบาลปะนาเระ","0","0","0","0.00"
"11426  :  โรงพยาบาลมายอ","0","0","0","0.00"
"11427  :  โรงพยาบาลทุ่งยางแดง","0","0","0","0.00"
"11428  :  โรงพยาบาลไม้แก่น","0","0","0","0.00"
"11429  :  โรงพยาบาลยะหริ่ง","0","0","0","0.00"
"11430  :  โรงพยาบาลยะรัง","0","0","0","0.00"
"11431  :  โรงพยาบาลแม่ลาน","0","0","0","0.00"
"11460  :  โรงพยาบาลสมเด็จพระยุพราชสายบุรี","0","0","0","0.00"
"11464  :  โรงพยาบาลกะพ้อ","0","0","0","0.00"
"11529  :  โรงพยาบาลค่ายอิงคยุทธบริหาร","0","0","0","0.00"
